
[00:00:00.000 --> 00:00:01.320]  讀兩節的聖經
[00:01:58.520 --> 00:02:01.680]  都是急速的往下坡路走
[00:02:01.680 --> 00:02:04.280]  很多人幾乎都感覺很灰心
[00:02:04.280 --> 00:02:06.920]  不知道怎麼為美國來禱告
[00:02:06.920 --> 00:02:13.360]  而這個復興的確帶給我們一個新的動力跟盼望
[00:02:13.360 --> 00:02:16.720]  因為知道神沒有忘記我們
[00:02:16.720 --> 00:02:20.600]  神的手仍然繼續在工作
[00:02:20.600 --> 00:02:21.520]   Amen
[00:02:21.520 --> 00:02:23.320]  事實上越是在危機的時代
[00:02:23.320 --> 00:02:29.040]  我感覺越是到神的百姓應當為主興起的一個時刻
[00:02:29.040 --> 00:02:31.040]  越是在黑暗的時刻
[00:02:31.040 --> 00:02:34.520]  越是神的手要降下復興
[00:02:34.520 --> 00:02:37.320]  帶來翻轉大能的時刻
[00:02:37.320 --> 00:02:38.560]  Amen
[00:02:38.560 --> 00:02:43.760]  我還記得在去年亞斯伯利復興開始之後
[00:02:43.760 --> 00:02:46.280]  我常常講一句話
[00:02:46.280 --> 00:02:52.400]  我說神既然在美國點燃了復興的火
[00:02:52.400 --> 00:02:57.400]  神怎麼能夠不讓這個火繼續燃燒呢
[00:02:57.400 --> 00:02:58.560]  Amen
[00:02:58.560 --> 00:03:02.360]  神既然在美國點燃了復興的火
[00:03:02.360 --> 00:03:06.920]  神怎麼能夠不讓這個火繼續燃燒
[00:03:06.920 --> 00:03:11.320]  所以今天教會真的需要持續不斷的
[00:03:11.320 --> 00:03:13.720]  我們來為復興來禱告
[00:03:13.720 --> 00:03:18.240]  因為唯有神的復興能夠來翻轉我們的生命
[00:03:18.240 --> 00:03:20.440]  能夠扭轉我們的家庭
[00:03:20.440 --> 00:03:23.800]  甚至扭轉我們的社會跟國家的
[00:03:23.800 --> 00:03:24.720]  Amen
[00:03:24.720 --> 00:03:27.480]  那你說怎麼樣來為復興禱告呢
[00:03:27.480 --> 00:03:29.080]  在今天這段經文當中
[00:03:29.080 --> 00:03:33.680]  摩西教導我們從四方面來為復興來禱告
[00:03:33.680 --> 00:03:36.600]  第一個求神復興祂的作為
[00:03:36.600 --> 00:03:40.880]  跟你們說求神復興祂的作為
[00:03:40.880 --> 00:03:43.600]  在第十六節這裡看見摩西的禱告說
[00:03:43.600 --> 00:03:47.160]  願祢的作為向祢僕人顯現
[00:03:47.160 --> 00:03:51.360]  很有意思 摩西特別提到是神的作為
[00:03:51.360 --> 00:03:54.560]  我就感到在今天這個世代
[00:03:54.560 --> 00:03:58.200]  他們不但是需要知道神的真理
[00:03:58.200 --> 00:04:03.000]  今天這個世代更需要看見神的作為來
[00:04:03.000 --> 00:04:04.360]  Martin Lloyd Jones
[00:04:04.360 --> 00:04:07.720]  在他所寫的那本書復興的真義裡面
[00:04:07.720 --> 00:04:09.200]  他特別提到
[00:04:09.200 --> 00:04:12.360]  為什麼今天我們需要呼求復興
[00:04:12.360 --> 00:04:14.800]  兩個很重要的原因
[00:04:14.800 --> 00:04:17.840]  第一個原因就是為了使神的百姓
[00:04:17.840 --> 00:04:21.880]  能夠認識到我們有一位非凡的神
[00:04:21.880 --> 00:04:23.200]  第二個原因
[00:04:23.200 --> 00:04:27.840]  就是讓世人都知道我們的神大有能力
[00:04:27.840 --> 00:04:30.920]  換句話說 為什麼要尋求復興
[00:04:30.920 --> 00:04:35.480]  就是要使不但是神的教會 神的百姓
[00:04:35.480 --> 00:04:41.040]  也是要讓世人都能夠看見神的作為來
[00:04:41.040 --> 00:04:43.080]  那你說今天我們在這樣的世代
[00:04:43.080 --> 00:04:46.440]  可能看見神的作為嗎
[00:04:46.440 --> 00:04:48.240]  當然是有可能
[00:04:48.240 --> 00:04:50.120]  事實上從整本聖經當中
[00:04:50.120 --> 00:04:52.920]  我們可以看見神何等樂意
[00:04:52.920 --> 00:04:57.120]  降下復興在祂的百姓當中
[00:04:57.120 --> 00:04:58.000]  在舊約時代
[00:04:58.000 --> 00:05:00.560]  我們看到以色列人在埃及的奴隸當中
[00:05:00.560 --> 00:05:02.280]  不得自由
[00:05:02.280 --> 00:05:05.520]  神就藉著摩西以大能的作為
[00:05:05.520 --> 00:05:09.840]  將以色列人從埃及地能夠拯救出來
[00:05:09.840 --> 00:05:10.920]  在約書亞記
[00:05:10.920 --> 00:05:13.880]  當以色列人面對約旦河的時候
[00:05:13.880 --> 00:05:16.440]  神再一次復興祂的作為
[00:05:16.440 --> 00:05:18.120]  打開約旦河
[00:05:18.120 --> 00:05:20.480]  帶領以色列人過了約旦河
[00:05:20.480 --> 00:05:24.600]  進入應許之地 得地為業
[00:05:24.600 --> 00:05:25.840]  在世世紀的時候
[00:05:25.840 --> 00:05:29.040]  雖然以色列人一次一次的背膩
[00:05:29.040 --> 00:05:31.400]  就像今天的世代一樣不是嗎
[00:05:31.400 --> 00:05:33.080]  但每當屬神的百姓
[00:05:33.080 --> 00:05:35.360]  一次次向神呼求的時候
[00:05:35.360 --> 00:05:37.360]  神就興起誓師
[00:05:37.360 --> 00:05:40.800]  拯救他們脫離仇敵的時候
[00:05:40.800 --> 00:05:42.080]  在列王紀的時代
[00:05:42.080 --> 00:05:44.280]  我們看見神使用先知以利亞
[00:05:44.280 --> 00:05:45.720]  以利沙
[00:05:45.720 --> 00:05:48.000]  藉著他們所行的神蹟
[00:05:48.000 --> 00:05:50.600]  復興神的作為來
[00:05:50.600 --> 00:05:51.800]  一直到新約時代
[00:05:51.800 --> 00:05:54.160]  我們看見耶穌基督在地上的工作
[00:05:54.160 --> 00:05:57.360]  那不就是最偉大的神蹟嗎
[00:05:57.360 --> 00:06:00.400]  本來我們人是活在罪惡過犯中
[00:06:00.400 --> 00:06:02.960]  死在過犯當中的
[00:06:02.960 --> 00:06:04.800]  但耶穌為愛我們的緣故
[00:06:04.800 --> 00:06:06.240]  來到這個世界上
[00:06:06.240 --> 00:06:08.800]  為我們的罪被定死在十字架上
[00:06:08.800 --> 00:06:10.960]  第三天從死裡復活
[00:06:10.960 --> 00:06:12.520]  以大能證明了
[00:06:12.520 --> 00:06:15.040]  耶穌基督果然是全能神的兒子
[00:06:15.040 --> 00:06:16.680]  你們
[00:06:16.680 --> 00:06:17.760]  到了五旬節
[00:06:17.760 --> 00:06:21.040]  那更是另外一個偉大的神蹟
[00:06:21.040 --> 00:06:23.240]  神降下復興的聖靈
[00:06:23.240 --> 00:06:24.800]  在祂的百姓當中
[00:06:24.800 --> 00:06:27.600]  聖靈說聖靈如風吹來
[00:06:27.600 --> 00:06:29.280]  他們都被聖靈充滿
[00:06:29.280 --> 00:06:31.320]  而且收方言
[00:06:31.320 --> 00:06:35.960]  當時人看見神的作為就驚奇
[00:06:35.960 --> 00:06:41.720]  神再次用大能的作為印證了教會的開始
[00:06:41.720 --> 00:06:42.440]  但第二點是
[00:06:42.440 --> 00:06:45.800]  神的復興沒有停止在聖經裡面而已
[00:06:45.800 --> 00:06:47.960]  雖然有些人以為是如此
[00:06:47.960 --> 00:06:50.840]  很多人說復興已經停止了
[00:06:50.840 --> 00:06:53.080]  當他們特別看見
[00:06:53.080 --> 00:06:55.640]  在耶穌基督從死裡復活之後
[00:06:55.640 --> 00:06:58.480]  教會被逼迫四散到各地
[00:06:58.480 --> 00:07:02.320]  很多人說五旬的復興已經失敗了
[00:07:02.320 --> 00:07:04.560]  但真的是失敗了嗎
[00:07:04.560 --> 00:07:08.200]  其實神的作為像波浪一樣
[00:07:08.200 --> 00:07:10.840]  一波又一波的要湧來
[00:07:10.840 --> 00:07:13.840]  就發現神的作為一波一波
[00:07:13.840 --> 00:07:15.280]  比一波更深遠
[00:07:15.280 --> 00:07:18.320]  一波一波比一波更寬廣
[00:07:18.320 --> 00:07:19.880]  在整個教會歷史當中
[00:07:19.880 --> 00:07:22.840]  我們看見神在不同的時代
[00:07:22.840 --> 00:07:26.760]  繼續借祂的僕人降下復興
[00:07:26.760 --> 00:07:29.440]  在祂的百姓當中
[00:07:29.440 --> 00:07:32.600]  從聖奧古斯丁到馬丁路德
[00:07:32.600 --> 00:07:33.880]  到約翰會斯里
[00:07:33.880 --> 00:07:38.200]  神一次一次以大能顯明祂復興的作為
[00:07:38.200 --> 00:07:39.560]  到了二十世紀
[00:07:39.560 --> 00:07:40.600]  我們在南加州
[00:07:40.600 --> 00:07:41.680]  阿蘇薩大復興
[00:07:41.680 --> 00:07:44.160]  到阿根廷也有大復興
[00:07:44.160 --> 00:07:47.440]  我們看見神復興的行逸從來沒有停止過
[00:07:47.440 --> 00:07:49.120]  神復興的浪潮
[00:07:49.120 --> 00:07:53.760]  也是一股無法阻擋的水流
[00:07:53.760 --> 00:07:56.680]  繼續不斷向前湧流的
[00:07:56.680 --> 00:07:57.320]  所以弟兄姊妹
[00:07:57.320 --> 00:07:59.640]  如果今天你問我
[00:07:59.640 --> 00:08:02.800]  神今天仍然能降下復興在我們中間嗎
[00:08:02.800 --> 00:08:06.280]  我的答案是肯定的
[00:08:06.280 --> 00:08:09.200]  無論這個世界怎麼改變
[00:08:09.200 --> 00:08:11.880]  無論我們身邊的環境多麼黑暗
[00:08:11.880 --> 00:08:15.440]  神今天仍然能夠降下復興在我們中間
[00:08:15.440 --> 00:08:18.720]  你們去年埃斯珀大學的復興
[00:08:18.720 --> 00:08:21.560]  就是最好的例證
[00:08:21.560 --> 00:08:24.680]  事實上此刻第二章十七節怎麼說呢
[00:08:24.680 --> 00:08:26.320]  這裡神說在末後的日子
[00:08:26.320 --> 00:08:28.960]  我要將我的靈澆灌凡有血氣的
[00:08:28.960 --> 00:08:30.640]  你們兒女要說預言
[00:08:30.640 --> 00:08:32.200]  你們少人要見異象
[00:08:32.200 --> 00:08:34.120]  老人要做異夢
[00:08:34.120 --> 00:08:35.880]  再說在末後的日子
[00:08:35.880 --> 00:08:39.480]  請問什麼是末後的日子
[00:08:39.480 --> 00:08:41.560]  就是現在不是嗎
[00:08:41.560 --> 00:08:43.040]  你還記得在疫情期間
[00:08:43.040 --> 00:08:45.920]  多少人說末日到了嗎
[00:08:45.920 --> 00:08:47.040]  這就是末後的日子
[00:08:47.040 --> 00:08:48.960]  今天我們就處在末後的時代
[00:08:48.960 --> 00:08:51.040]  就是現在
[00:08:51.040 --> 00:08:52.120]  神說在末後的日子
[00:08:52.120 --> 00:08:54.640]  怎麼要將我的靈澆灌凡有血氣
[00:08:54.640 --> 00:08:57.560]  請問誰是凡有血氣的
[00:08:57.560 --> 00:08:59.880]  就是我們 就是你我
[00:08:59.880 --> 00:09:02.560]  換說神在這裡很清楚告訴我們說
[00:09:02.560 --> 00:09:03.760]  在現今的時代
[00:09:03.760 --> 00:09:05.920]  在末後的時代
[00:09:05.920 --> 00:09:12.000]  神樂意將祂的靈澆灌在我們中間
[00:09:12.000 --> 00:09:16.080]  但問題是
[00:09:16.080 --> 00:09:23.200]  我們是否渴望看見神復興的作為來呢
[00:09:23.200 --> 00:09:25.520]  今天我看見很多弟兄姊妹
[00:09:25.520 --> 00:09:27.040]  對神的復興的作為
[00:09:27.040 --> 00:09:29.680]  常常存一個觀望的態度
[00:09:29.680 --> 00:09:31.040]  啊 有也好
[00:09:31.040 --> 00:09:32.120]  沒有也沒關係
[00:09:32.120 --> 00:09:34.400]  我們日子照過
[00:09:34.400 --> 00:09:39.720]  難怪我們很難能夠經歷到神的復興
[00:09:39.720 --> 00:09:42.760]  你要知道如果今天你的心
[00:09:42.760 --> 00:09:44.800]  只是在尋求觀望而已
[00:09:44.800 --> 00:09:47.760]  這種觀望的態度
[00:09:47.760 --> 00:09:49.320]  你在尋求觀望
[00:09:49.320 --> 00:09:54.200]  那你所得到也只不過是觀望而已
[00:09:54.200 --> 00:09:54.800]  那我提醒你
[00:09:54.800 --> 00:09:57.760]  今天我們一定要心存可慕
[00:09:57.760 --> 00:09:59.720]  來到神的面前
[00:09:59.720 --> 00:10:02.600]  真的像埃斯珀大學那些學生
[00:10:02.600 --> 00:10:06.160]  重新把一個新的可慕賜給我們
[00:10:06.160 --> 00:10:08.760]  我們渴望能夠看見
[00:10:08.760 --> 00:10:12.000]  神復興的作為降臨在我們中間
[00:10:12.000 --> 00:10:13.000]  Amen
[00:10:13.000 --> 00:10:15.280]  存著可慕的心向神求求主
[00:10:15.280 --> 00:10:18.880]  啊 願你的作為向你的僕人顯現
[00:10:18.880 --> 00:10:23.080]  好叫世人看見就敬畏你
[00:10:23.080 --> 00:10:24.240]  Amen
[00:10:24.240 --> 00:10:25.040]  第二
[00:10:25.040 --> 00:10:26.840]  要求神復興我們的下一代
[00:10:26.840 --> 00:10:31.040]  跟你們要求神復興我們的下一代
[00:10:31.040 --> 00:10:33.480]  今天我們不但要為我們自己來祈求
[00:10:33.480 --> 00:10:35.800]  也為我們下一代來祈求
[00:10:35.800 --> 00:10:36.920]  弟兄姊妹
[00:10:36.920 --> 00:10:40.960]  今天你為你的兒女求些什麼呢
[00:10:40.960 --> 00:10:43.120]  很多時候我們做父母的
[00:10:43.120 --> 00:10:45.320]  常常是按照我們自己的心意來
[00:10:45.320 --> 00:10:47.480]  要求我們的兒女
[00:10:47.480 --> 00:10:51.280]  難怪多少時候家庭充滿各樣的衝突
[00:10:51.280 --> 00:10:53.480]  我們也常常按照我們的心意
[00:10:53.480 --> 00:10:55.080]  來為他們禱告
[00:10:55.080 --> 00:10:57.400]  希望神能夠按照我們的心意
[00:10:57.400 --> 00:11:00.360]  能夠成全在他們身上
[00:11:00.360 --> 00:11:03.200]  但你有沒有為你的兒女禱告說
[00:11:03.200 --> 00:11:07.960]  主啊 願你的榮耀向他們顯明呢
[00:11:07.960 --> 00:11:09.560]  我們需要為我們的下一代
[00:11:09.560 --> 00:11:12.040]  求神的榮耀顯明
[00:11:12.040 --> 00:11:13.400]  為什麼呢
[00:11:13.400 --> 00:11:15.440]  因為只有神的榮耀顯明
[00:11:15.440 --> 00:11:17.000]  在他們身上的時候
[00:11:17.000 --> 00:11:21.520]  才能夠吸引他們來跟隨神
[00:11:21.520 --> 00:11:23.080]  能夠吸引他們
[00:11:23.080 --> 00:11:26.520]  能夠跟隨神而不跟隨這個世界
[00:11:26.520 --> 00:11:27.240]  否則的話
[00:11:27.240 --> 00:11:31.400]  這個世界充滿了多少吸引人的事物
[00:11:31.400 --> 00:11:35.080]  他怎麼可能來跟隨神呢
[00:11:35.080 --> 00:11:35.840]  否則的話
[00:11:35.840 --> 00:11:39.560]  在生活當中充滿多少人際關係的衝突
[00:11:39.560 --> 00:11:41.360]  你逃都來不及
[00:11:41.360 --> 00:11:43.320]  怎麼會重新尾聲
[00:11:43.320 --> 00:11:47.320]  要建立與神親密的關係呢
[00:11:47.320 --> 00:11:50.440]  除非神的榮耀向他們顯現
[00:11:50.440 --> 00:11:54.960]  他們怎麼可能迴轉到神的面前來
[00:11:54.960 --> 00:11:57.120]  就好像保羅一樣
[00:11:57.120 --> 00:12:00.280]  當保羅走在大馬寺路上的時候
[00:12:00.280 --> 00:12:03.400]  他其實本來是一個律法師
[00:12:03.400 --> 00:12:07.160]  為律法大發熱心的法律賽人
[00:12:07.160 --> 00:12:08.840]  他本來以為他走在一個
[00:12:08.840 --> 00:12:10.520]  自以為對的道路上
[00:12:10.520 --> 00:12:12.680]  他覺得說是對的嘛
[00:12:12.680 --> 00:12:13.800]  他還覺得他走在一個
[00:12:13.800 --> 00:12:15.480]  自以為成功的道路上
[00:12:15.480 --> 00:12:16.720]  我請問你
[00:12:16.720 --> 00:12:19.360]  當一個人走在自己認為對的道路
[00:12:19.360 --> 00:12:21.240]  自以為走在成功的道路上
[00:12:21.240 --> 00:12:24.280]  他怎麼可能迴轉歸向神
[00:12:24.280 --> 00:12:27.080]  是不可能的事情
[00:12:27.080 --> 00:12:30.800]  若不是神的憐憫 領導在他身上
[00:12:30.800 --> 00:12:34.080]  神榮耀的大光光照他
[00:12:34.080 --> 00:12:37.240]  他的生命就不可能被改變
[00:12:37.240 --> 00:12:38.120]  同樣地說
[00:12:38.120 --> 00:12:41.720]  今天無論你的兒女的光景是如何
[00:12:41.720 --> 00:12:44.520]  無論你是多為他擔心
[00:12:44.520 --> 00:12:47.840]  或者你多麼以他為榮
[00:12:47.840 --> 00:12:50.520]  我告訴你都不重要
[00:12:50.520 --> 00:12:53.960]  你需要為他求一件事
[00:12:53.960 --> 00:12:58.840]  主要求你的榮耀向他顯明
[00:12:58.840 --> 00:13:01.960]  因為一旦他看見神的榮耀
[00:13:01.960 --> 00:13:04.640]  他們就會從生命各個角落
[00:13:04.640 --> 00:13:08.400]  迴轉來跟隨神的
[00:13:08.400 --> 00:13:09.600]  就好像保羅一樣
[00:13:09.600 --> 00:13:11.480]  正在往大馬寺的路上
[00:13:11.480 --> 00:13:13.240]  他在做他想做的事情
[00:13:13.240 --> 00:13:16.520]  他覺得自以為成功的事情
[00:13:16.520 --> 00:13:18.640]  忽然間大光光照他
[00:13:18.640 --> 00:13:20.240]  他撲倒在地
[00:13:20.240 --> 00:13:21.680]  他迴轉到神面
[00:13:21.680 --> 00:13:23.280]  說 神啊 你是誰啊
[00:13:23.280 --> 00:13:27.280]  主啊 我要認識你
[00:13:27.280 --> 00:13:28.880]  在榮耀的大光面前
[00:13:28.880 --> 00:13:31.120]  他開始認識到神的真實
[00:13:31.120 --> 00:13:36.240]  主啊 我當做什麼
[00:13:36.240 --> 00:13:39.040]  就好像在舊約的雅各也是這樣
[00:13:39.040 --> 00:13:41.320]  當他有詭計騙取他父親
[00:13:41.320 --> 00:13:42.840]  給他哥哥的祝福之後
[00:13:42.840 --> 00:13:46.240]  他哥哥遺少就要追殺他
[00:13:46.240 --> 00:13:47.480]  他一路逃
[00:13:47.480 --> 00:13:49.280]  要逃到舊父拉班那裡
[00:13:49.280 --> 00:13:50.720]  當他逃到伯特利
[00:13:50.720 --> 00:13:55.000]  他就在伯特利那裡遇見了神
[00:13:55.000 --> 00:13:56.880]  伯特利是什麼地方
[00:13:56.880 --> 00:13:59.600]  伯特利是祂祖父亞伯拉罕
[00:13:59.600 --> 00:14:04.480]  在那裡為神建立禱告祭壇的地方
[00:14:04.480 --> 00:14:06.600]  我告訴你 當時的雅各
[00:14:06.600 --> 00:14:09.000]  正在走在他自己的道路上
[00:14:09.000 --> 00:14:11.080]  他位置在打拼的道路上
[00:14:11.080 --> 00:14:14.600]  他怎麼可能來迴轉歸鄉神
[00:14:14.600 --> 00:14:16.840]  他根本連渴慕的心都沒有
[00:14:16.840 --> 00:14:19.520]  一點都沒有
[00:14:19.520 --> 00:14:21.440]  但卻是因為神紀念
[00:14:21.440 --> 00:14:24.920]  祂祖父亞伯拉罕的禱告
[00:14:24.920 --> 00:14:29.200]  就在伯特利神像雅各顯現
[00:14:29.200 --> 00:14:33.080]  從此雅各的生命就改變了
[00:14:33.080 --> 00:14:33.840]  第二點 我告訴你
[00:14:33.840 --> 00:14:35.800]  今天神仍然要在我們
[00:14:35.800 --> 00:14:38.920]  兒女生命當中來工作的
[00:14:38.920 --> 00:14:41.840]  神能夠重新點燃他們心中的熱火
[00:14:41.840 --> 00:14:43.720]  重新把屬靈的夢想
[00:14:43.720 --> 00:14:46.000]  放在他們的心裡
[00:14:46.000 --> 00:14:48.560]  你們 讓我再次說
[00:14:48.560 --> 00:14:52.400]  一旦他們看見神的榮耀
[00:14:52.400 --> 00:14:53.800]  他們就要從生命
[00:14:53.800 --> 00:14:57.480]  各個角落迴轉來歸鄉神了
[00:14:57.480 --> 00:14:59.880]  哈利路亞
[00:14:59.880 --> 00:15:01.720]  格里亥穆斯斯我們非常敬佩
[00:15:01.720 --> 00:15:05.080]  在美國被神所重用一個墓者
[00:15:05.080 --> 00:15:07.320]  當然他現在已經被主接去了
[00:15:07.320 --> 00:15:09.120]  但他的生命的確仍然是
[00:15:09.120 --> 00:15:10.600]  我們一個最好的活出來
[00:15:10.600 --> 00:15:11.760]  最好的榜樣
[00:15:11.760 --> 00:15:14.000]  他每一天早上起來的時候
[00:15:14.000 --> 00:15:16.000]  都為他的家人禱告
[00:15:16.000 --> 00:15:19.280]  求神復興他的家人
[00:15:19.280 --> 00:15:21.440]  他兒子法蘭克安
[00:15:21.440 --> 00:15:25.600]  是從小就非常背膩的一個年輕人
[00:15:25.600 --> 00:15:27.160]  連他自己都說
[00:15:27.160 --> 00:15:28.400]  他不知道為他的父親
[00:15:28.400 --> 00:15:30.400]  帶來多少的困擾
[00:15:30.400 --> 00:15:31.000]  你想想看
[00:15:31.000 --> 00:15:33.200]  一個這麼被尊敬的一個墓者
[00:15:33.200 --> 00:15:35.360]  他的孩子卻這麼背膩
[00:15:35.360 --> 00:15:37.320]  而且不只是青少年的背膩
[00:15:37.320 --> 00:15:38.320]  那就算了
[00:15:38.320 --> 00:15:41.520]  一直到中年 背膩到中年
[00:15:41.520 --> 00:15:42.720]  那真是背膩
[00:15:42.720 --> 00:15:45.200]  怎麼還不迴轉
[00:15:45.200 --> 00:15:47.640]  可是神卻紀念
[00:15:47.640 --> 00:15:49.200]  他的父親格里亥穆斯
[00:15:49.200 --> 00:15:53.680]  每天早上為他家人的禱告
[00:15:53.680 --> 00:15:57.560]  有一天
[00:15:57.560 --> 00:16:00.200]  就是有一天
[00:16:00.200 --> 00:16:03.600]  神忽然打開法蘭克安的眼睛
[00:16:03.600 --> 00:16:06.600]  看見了神的榮耀
[00:16:06.600 --> 00:16:09.600]  他就決定離開他自己的道路
[00:16:09.600 --> 00:16:11.560]  迴轉歸向神
[00:16:11.560 --> 00:16:12.560]  如今他成為一個
[00:16:12.560 --> 00:16:14.600]  全世界四風神的傳道人
[00:16:14.600 --> 00:16:16.200]  成為美國基督教
[00:16:16.200 --> 00:16:18.720]  非常出名的領袖人物
[00:16:18.720 --> 00:16:20.520]  創辦了好撒瑪利亞人
[00:16:20.520 --> 00:16:21.840]  國際性的侍宮
[00:16:21.840 --> 00:16:25.080]  救濟全世界的貧窮的孩子
[00:16:25.080 --> 00:16:26.760]  所以弟兄姊妹
[00:16:26.760 --> 00:16:28.880]  你一點不需要為
[00:16:28.880 --> 00:16:32.840]  現今的世代的黑暗擔心
[00:16:32.840 --> 00:16:36.520]  你要知道你的神人坐在寶座上
[00:16:36.520 --> 00:16:39.760]  他仍然能夠突破一切
[00:16:39.760 --> 00:16:42.160]  黑暗詮釋的詮釋
[00:16:42.160 --> 00:16:44.560]  能夠在我們孩子的心中
[00:16:44.560 --> 00:16:47.000]  來工作的
[00:16:47.000 --> 00:16:49.480]  我再說今天無論
[00:16:49.480 --> 00:16:53.520]  你的孩子是多麼叫你擔心
[00:16:53.520 --> 00:16:55.920]  或者無論你的孩子現在多麼
[00:16:55.920 --> 00:17:01.840]  你覺得以他為榮都不重要
[00:17:01.840 --> 00:17:07.760]  你要求主阿願的榮耀向他顯明
[00:17:07.760 --> 00:17:11.560]  只有主的榮耀吸引他們
[00:17:11.560 --> 00:17:14.480]  他們才會不跟隨世界
[00:17:14.480 --> 00:17:16.640]  單單跟隨神的
[00:17:16.640 --> 00:17:17.880]  你們
[00:17:17.880 --> 00:17:19.120]  第三
[00:17:19.120 --> 00:17:21.080]  求神復興我們的生命
[00:17:21.080 --> 00:17:24.920]  跟你們說要求神復興我們的生命
[00:17:24.920 --> 00:17:27.400]  在十七節在這裡我們看見
[00:17:27.400 --> 00:17:29.720]  摩西說願主我們神的榮美
[00:17:29.720 --> 00:17:32.320]  歸於我們身上
[00:17:32.320 --> 00:17:35.520]  換句話說要求主來復興我們
[00:17:35.520 --> 00:17:37.240]  來更新我們
[00:17:37.240 --> 00:17:38.280]  好讓我們的生命
[00:17:38.280 --> 00:17:41.360]  能夠彰顯出主的榮美來
[00:17:41.360 --> 00:17:43.800]  為什麼要更新呢
[00:17:43.800 --> 00:17:46.640]  因為如果我們生命不被更新
[00:17:46.640 --> 00:17:50.520]  我們的裡面就充滿了舊有的東西
[00:17:50.520 --> 00:17:53.120]  充滿了老我的生命
[00:17:53.120 --> 00:17:55.360]  舊有的生活習慣
[00:17:55.360 --> 00:17:58.680]  文化帶來的包袱跟傳統
[00:17:58.680 --> 00:18:02.560]  過去生命當中的失敗與失望
[00:18:02.560 --> 00:18:06.200]  甚至多少的創傷累積在我們裡面
[00:18:06.200 --> 00:18:08.400]  你活的日子活得越長久
[00:18:08.400 --> 00:18:11.120]  裡面越多這種舊有的東西
[00:18:11.120 --> 00:18:13.000]  那個殘淚在那裡
[00:18:13.000 --> 00:18:16.560]  以至於主的生命在你裡面很難永留
[00:18:16.560 --> 00:18:18.760]  因為太多這個舊有的東西
[00:18:18.760 --> 00:18:20.080]  卡在那個地方
[00:18:20.080 --> 00:18:22.840]  讓主的生命根本動彈不得
[00:18:22.840 --> 00:18:25.000]  無法永留
[00:18:25.000 --> 00:18:28.560]  這就好像在你家裡的衣櫃一樣
[00:18:28.560 --> 00:18:30.280]  你回去看看你家裡衣櫃
[00:18:30.280 --> 00:18:33.320]  三十年前的衣服還掛在那裡
