
[00:00:00.000 --> 00:00:02.880]  本節目《平安耶穌生平與教訓》
[00:01:29.960 --> 00:01:33.520]  一路仍然好像包著一個人那樣
[00:01:33.520 --> 00:01:36.240]  放在墳墓那裡
[00:01:36.240 --> 00:01:38.440]  另外一個就沒有進去
[00:01:38.440 --> 00:01:41.840]  於是這個消息就傳開了
[00:01:41.840 --> 00:01:45.440]  耶穌已經復活
[00:01:45.440 --> 00:01:47.000]  有些門徒
[00:01:47.000 --> 00:01:49.720]  哇!他們聽到這個消息很震驚
[00:01:49.720 --> 00:01:51.480]  一方面是很興奮
[00:01:51.480 --> 00:01:52.520]  很開心
[00:01:52.520 --> 00:01:54.520]  哇!原來耶穌真的復活
[00:01:54.520 --> 00:01:57.520]  但是好像也有些疑惑
[00:01:57.520 --> 00:02:02.840]  其中有一個就是多兒的多瑪
[00:02:02.840 --> 00:02:04.200]  他怎麼說呢?
[00:02:04.200 --> 00:02:07.680]  他說我要見過耶穌的手的釘痕
[00:02:07.680 --> 00:02:09.600]  祂肋旁的釘痕
[00:02:09.600 --> 00:02:11.000]  我要摸過
[00:02:11.000 --> 00:02:14.000]  然後我才相信
[00:02:14.000 --> 00:02:18.520]  後來就是在門徒聚集的地方
[00:02:18.520 --> 00:02:21.080]  門都關上了
[00:02:21.080 --> 00:02:25.160]  忽然之間耶穌就在他們當中
[00:02:25.160 --> 00:02:27.440]  向他們顯現
[00:02:27.440 --> 00:02:30.320]  耶穌第一句說話說的就是
[00:02:30.320 --> 00:02:34.360]  「願你們平安」
[00:02:34.360 --> 00:02:35.880]  Salum
[00:02:35.880 --> 00:02:37.000]  平安
[00:02:37.000 --> 00:02:38.920]  這個希伯來字
[00:02:38.920 --> 00:02:41.440]  是有很豐富的含義
[00:02:41.440 --> 00:02:48.400]  是表示和諧、和平、合一、融洽相處
[00:02:48.400 --> 00:02:51.440]  很相親相愛
[00:02:51.440 --> 00:02:56.080]  很融洽和諧的一個意思
[00:02:56.080 --> 00:03:00.400]  耶穌就用這句話來祝福他們
[00:03:00.400 --> 00:03:02.800]  沒錯,他們有些人仍然很害怕
[00:03:02.800 --> 00:03:06.080]  有些人仍然猶豫到底發生什麼事
[00:03:06.080 --> 00:03:12.720]  但是耶穌要將平安放在他們的心中
[00:03:12.720 --> 00:03:14.200]  然後第二
[00:03:14.200 --> 00:03:17.480]  耶穌特別愛的一個婦女
[00:03:17.480 --> 00:03:21.000]  就是莫大拉的瑪利亞
[00:03:21.000 --> 00:03:23.680]  所以根據聖經的記載
[00:03:23.680 --> 00:03:26.680]  《馬可福音》十六章
[00:03:26.680 --> 00:03:33.000]  莫大拉的瑪利亞是第一個見耶穌的婦女
[00:03:33.000 --> 00:03:36.760]  因為她坐在墳墓那裡
[00:03:36.760 --> 00:03:39.120]  後來她見到有個人出現
[00:03:39.120 --> 00:03:41.840]  她就以為是那些圓丁
[00:03:41.840 --> 00:03:44.040]  於是她就問那個圓丁
[00:03:44.040 --> 00:03:47.960]  「你們將夫子的身體放在哪裡?」
[00:03:47.960 --> 00:03:50.560]  原來那個人是耶穌
[00:03:50.560 --> 00:03:53.080]  於是耶穌就跟她說
[00:03:53.080 --> 00:03:58.360]  「他不在這裡,他已經復活了」
[00:03:58.360 --> 00:04:01.880]  這個莫大拉的瑪利亞可能認得耶穌的聲音
[00:04:01.880 --> 00:04:05.720]  她轉過頭來就發覺是夫子
[00:04:05.720 --> 00:04:10.000]  於是她就想靠近去摸耶穌的腳
[00:04:10.000 --> 00:04:13.840]  耶穌就說「你不可以摸我」
[00:04:13.840 --> 00:04:17.480]  這個就是因著信
[00:04:17.480 --> 00:04:22.040]  能夠第一個見到主的婦女
[00:04:22.040 --> 00:04:25.120]  有很多時候我都被莫大拉的瑪利亞
[00:04:25.120 --> 00:04:28.120]  她的一些行動所感動
[00:04:28.120 --> 00:04:31.840]  雖然聖經沒有清楚說
[00:04:31.840 --> 00:04:34.960]  但我相信這個莫大拉的瑪利亞
[00:04:34.960 --> 00:04:39.560]  在行淫的時候被人捉拿
[00:04:39.560 --> 00:04:45.000]  拿來要用石頭將她扔死的那位女士
[00:04:45.000 --> 00:04:48.240]  後來她就成為跟隨主的人
[00:04:48.240 --> 00:04:52.680]  她也是將那瓶珍拿達的香膏
[00:04:52.680 --> 00:04:54.480]  打破玉瓶
[00:04:54.480 --> 00:04:56.680]  拆在耶穌的腳上
[00:04:56.680 --> 00:04:59.520]  又用自己的頭髮去拆
[00:04:59.520 --> 00:05:03.240]  因為她知道自己的罪很多
[00:05:03.240 --> 00:05:06.720]  而耶穌的恩典是更大
[00:05:06.720 --> 00:05:10.840]  所以她樂意將最好的獻給主
[00:05:10.840 --> 00:05:12.400]  當時有很多人說
[00:05:12.400 --> 00:05:14.560]  「你浪費不浪費點?
[00:05:14.560 --> 00:05:16.160]  這麼貴的香膏
[00:05:16.160 --> 00:05:18.200]  你打爛了玉瓶
[00:05:18.200 --> 00:05:21.240]  敲在耶穌的腳上」
[00:05:21.240 --> 00:05:25.120]  但耶穌就讚瑪利亞
[00:05:25.120 --> 00:05:32.080]  祂說「祂是為我安葬之事先預備的」
[00:05:32.080 --> 00:05:35.360]  你們去普天之下傳福音的時候
[00:05:35.360 --> 00:05:40.400]  都要講述這個女士的見證
[00:05:40.400 --> 00:05:43.640]  即是今天我們去傳福音的時候
[00:05:43.640 --> 00:05:46.160]  要到處見證
[00:05:46.160 --> 00:05:48.640]  莫大拉的瑪利亞
[00:05:48.640 --> 00:05:51.720]  她那個完全的奉獻
[00:05:51.720 --> 00:05:53.520]  我很感動的就是
[00:05:53.520 --> 00:05:56.840]  當打破玉瓶的時候
[00:05:56.840 --> 00:06:02.520]  屋裏面是滿了高的香氣
[00:06:02.520 --> 00:06:06.400]  各位原來今天在我們的身上
[00:06:06.400 --> 00:06:11.120]  都要散發從主而來的香氣
[00:06:11.120 --> 00:06:15.640]  見證主是何等奇妙的一位
[00:06:15.640 --> 00:06:17.960]  見證主的愛
[00:06:17.960 --> 00:06:21.760]  見證主豐盛的恩典
[00:06:21.760 --> 00:06:27.640]  我現在可以說人生都來到晚年的時候
[00:06:27.640 --> 00:06:31.160]  如果叫我追憶我一生所經歷
[00:06:31.160 --> 00:06:32.760]  神給我很多的祝福
[00:06:32.760 --> 00:06:34.040]  很多的恩典
[00:06:34.040 --> 00:06:36.720]  真是講極講不完
[00:06:36.720 --> 00:06:41.680]  好像屋裏面又滿了高的香氣
[00:06:41.680 --> 00:06:43.960]  將榮耀重讚
[00:06:43.960 --> 00:06:45.440]  將感謝
[00:06:45.440 --> 00:06:49.640]  將各樣的祭獻呈給我們的主
[00:06:49.640 --> 00:06:52.960]  因為祂的愛是何等深
[00:06:52.960 --> 00:06:56.760]  祂的恩何等大
[00:06:56.760 --> 00:07:00.120]  主耶穌真是很多的祝福
[00:07:00.120 --> 00:07:03.400]  很多的恩典在我們這班兒女的身上
[00:07:03.400 --> 00:07:07.160]  所以我們時時要為主作見證
[00:07:07.160 --> 00:07:10.160]  宣揚祂奇妙的作為
[00:07:10.160 --> 00:07:14.800]  傳揚祂各樣的恩惠
[00:07:14.800 --> 00:07:17.280]  所以求主幫助我們
[00:07:17.280 --> 00:07:20.320]  能夠懂得時時都為主作見證
[00:07:20.320 --> 00:07:24.760]  將主的愛傳揚出去
[00:07:24.760 --> 00:07:33.000]  還有在路加福音24章記載了有兩個門徒
[00:07:33.000 --> 00:07:36.880]  他們去以馬五思的路上
[00:07:36.880 --> 00:07:40.440]  發覺有個三寶人走過來
[00:07:40.440 --> 00:07:42.200]  跟他們一起走
[00:07:42.200 --> 00:07:45.400]  他們認不出這個三寶人是甚麼
[00:07:45.400 --> 00:07:47.960]  這個三寶人好像很奇怪
[00:07:47.960 --> 00:07:51.160]  對於最近耶路撒冷發生的事
[00:07:51.160 --> 00:07:55.960]  他好像夢察察不知發生甚麼事
[00:07:55.960 --> 00:07:58.080]  於是這兩個門徒就將
[00:07:58.080 --> 00:08:00.960]  耶穌怎樣被釘、被埋葬
[00:08:00.960 --> 00:08:02.680]  告訴他
[00:08:02.680 --> 00:08:04.520]  當一路走
[00:08:04.520 --> 00:08:08.640]  這個陌生人又將聖經有關
[00:08:08.640 --> 00:08:12.000]  記載耶穌的事又跟他們分享
[00:08:12.000 --> 00:08:14.080]  當他們去到一個地方
[00:08:14.080 --> 00:08:16.240]  這個人好像想走
[00:08:16.240 --> 00:08:20.040]  他們就求他不如你留下來吃飯
[00:08:20.040 --> 00:08:21.880]  當在吃飯的時候
[00:08:21.880 --> 00:08:25.800]  這個人就舉起餅來張開
[00:08:25.800 --> 00:08:29.880]  忽然之間他們的眼睛就明亮
[00:08:29.880 --> 00:08:31.480]  就認得出
[00:08:31.480 --> 00:08:36.760]  原來這個三寶人就是耶穌
[00:08:36.760 --> 00:08:38.440]  但是突然之間
[00:08:38.440 --> 00:08:41.080]  耶穌就不見了
[00:08:41.080 --> 00:08:43.000]  於是這兩個人就說
[00:08:43.000 --> 00:08:45.360]  剛才在路上
[00:08:45.360 --> 00:08:50.560]  當他一路從舊約的《五經》《摩西律法書》
[00:08:50.560 --> 00:08:54.640]  從《詩歌書》和《先知書》
[00:08:54.640 --> 00:08:59.200]  一路講解關於耶穌的一些預言的時候
[00:08:59.200 --> 00:09:03.880]  他說我們的心豈不是火熱的嗎?
[00:09:03.880 --> 00:09:04.800]  各位
[00:09:04.800 --> 00:09:07.600]  原來當我們每一次讀聖經
[00:09:07.600 --> 00:09:10.520]  當你每一次打開神的話
[00:09:10.520 --> 00:09:13.040]  原來神的話一解開
[00:09:13.040 --> 00:09:14.840]  是發出能力
[00:09:14.840 --> 00:09:17.760]  叫我們心裡面火熱的
[00:09:17.760 --> 00:09:21.680]  因為眺望了他們對主的愛
[00:09:21.680 --> 00:09:24.480]  所以以馬五思路上
[00:09:24.480 --> 00:09:30.400]  這兩個門徒就馬上回到以馬五思
[00:09:30.400 --> 00:09:33.200]  將剛才路上的經歷
[00:09:33.200 --> 00:09:36.600]  告訴其他的門徒
[00:09:36.600 --> 00:09:38.440]  而就在那時候
[00:09:38.440 --> 00:09:42.960]  主就向他們顯現
[00:09:42.960 --> 00:09:44.120]  各位
[00:09:44.120 --> 00:09:49.400]  原來主早有奇妙的安排
[00:09:49.400 --> 00:09:52.240]  祂借這兩個門徒
[00:09:52.240 --> 00:09:57.240]  顯明祂是一個復活的主
[00:09:57.240 --> 00:10:00.320]  祂的恩典是很大
[00:10:00.320 --> 00:10:02.320]  然後還有一件事
[00:10:02.320 --> 00:10:06.480]  就是耶穌向彼得顯現
[00:10:06.480 --> 00:10:09.440]  三次問彼得
[00:10:09.440 --> 00:10:14.280]  你愛我比這些更甚麼?
[00:10:14.280 --> 00:10:19.120]  有一天彼得他們就回去打魚
[00:10:19.120 --> 00:10:25.120]  這是很令人覺得不是很妥當的
[00:10:25.120 --> 00:10:27.520]  為何彼得會回去打魚呢?
[00:10:27.520 --> 00:10:29.880]  難道他不做門徒了?
[00:10:29.880 --> 00:10:34.840]  原來彼得要重操故業
[00:10:34.840 --> 00:10:41.840]  誰知耶穌就在岸上預備了魚和餅
[00:10:41.840 --> 00:10:45.160]  而且是用火爐烤著的
[00:10:45.160 --> 00:10:49.320]  我想那種香味很吸引
[00:10:49.320 --> 00:10:51.000]  於是彼得
[00:10:51.000 --> 00:10:53.200]  而且耶穌就招呼他們
[00:10:53.200 --> 00:10:55.000]  祂說你們吃了早餐沒有?
[00:10:55.000 --> 00:10:56.640]  你們吃早餐吧
[00:10:56.640 --> 00:10:58.960]  於是彼得他們就上岸
[00:10:58.960 --> 00:11:01.120]  靠近這個人那裡
[00:11:01.120 --> 00:11:07.520]  其實那時候他們已經知道這個就是夫子
[00:11:07.520 --> 00:11:10.120]  耶穌就在吃早餐的時候
[00:11:10.120 --> 00:11:12.960]  親自問彼得
[00:11:12.960 --> 00:11:15.040]  祂說西門西門
[00:11:15.040 --> 00:11:19.560]  你愛我比這些更甚麼?
[00:11:19.560 --> 00:11:20.880]  彼得就回答
[00:11:20.880 --> 00:11:22.080]  祂說主啊
[00:11:22.080 --> 00:11:24.840]  祢知道我愛祢
[00:11:24.840 --> 00:11:26.240]  耶穌就說
[00:11:26.240 --> 00:11:29.040]  祢餵養我的小羊
[00:11:29.040 --> 00:11:31.960]  第二次耶穌又問祂
[00:11:31.960 --> 00:11:33.440]  西門西門
[00:11:33.440 --> 00:11:36.840]  祢愛我比這些更甚麼?
[00:11:36.840 --> 00:11:38.360]  彼得又回答
[00:11:38.360 --> 00:11:39.360]  祂說主啊
[00:11:39.360 --> 00:11:41.200]  祢知道我愛祢
[00:11:41.200 --> 00:11:44.160]  祢餵養我的羊群
[00:11:44.160 --> 00:11:47.560]  第三次耶穌又問祂
[00:11:47.560 --> 00:11:50.920]  彼得好像有點不耐煩
[00:11:50.920 --> 00:11:51.960]  祂說主啊
[00:11:51.960 --> 00:11:55.040]  祢知道我愛祢
[00:11:55.040 --> 00:11:59.760]  主又將責任交託給祂
[00:11:59.760 --> 00:12:00.760]  有很多人說
[00:12:00.760 --> 00:12:04.160]  為何耶穌要三次問彼得呢?
[00:12:04.160 --> 00:12:08.800]  因為彼得曾經三次不認主
[00:12:08.800 --> 00:12:12.320]  他想彼得很確定知道
[00:12:12.320 --> 00:12:14.600]  他跟從主
[00:12:14.600 --> 00:12:17.040]  他要侍奉主
[00:12:17.040 --> 00:12:21.400]  主就將一個職責交託給彼得
[00:12:21.400 --> 00:12:25.200]  祢牧養我的羊
[00:12:25.200 --> 00:12:28.400]  如果大家有機會去以色列的話
[00:12:28.400 --> 00:12:33.280]  就會去到一個叫做彼得壽織堂
[00:12:33.280 --> 00:12:35.360]  在海邊來的
[00:12:35.360 --> 00:12:37.200]  又會見到海邊那裡
[00:12:37.200 --> 00:12:41.000]  有些石頭砌了一個心形在那裡
[00:12:41.000 --> 00:12:45.520]  那裡就是耶穌三次問彼得
[00:12:45.520 --> 00:12:50.160]  祢愛我比這些更甚麼?
[00:12:50.160 --> 00:12:53.600]  今天可能我們都要接受挑戰
[00:12:53.600 --> 00:12:55.320]  我們愛主
[00:12:55.320 --> 00:12:58.200]  是不是愛到底呢?
[00:12:58.200 --> 00:12:59.960]  你侍奉主
[00:12:59.960 --> 00:13:04.680]  是不是堅持下去服侍主到底呢?
[00:13:04.680 --> 00:13:06.280]  求主幫助我們
[00:13:06.280 --> 00:13:10.320]  讓我們時時對主都有一個火熱的心
[00:13:10.320 --> 00:13:12.920]  因為祂是為我們被釘的主
[00:13:12.920 --> 00:13:16.560]  但是祂也是復活得性的主
[00:13:16.560 --> 00:13:20.360]  然後最後主耶穌顯現四十天之後
[00:13:20.360 --> 00:13:22.680]  祂就升到天上
[00:13:22.680 --> 00:13:24.360]  而且祂對門徒說
[00:13:24.360 --> 00:13:26.240]  我怎樣升到天上
[00:13:26.240 --> 00:13:29.080]  我還要再來
[00:13:29.080 --> 00:13:32.960]  所以耶穌必定會再回來
[00:13:32.960 --> 00:13:36.840]  我們等候的就是主的再來
[00:13:36.840 --> 00:13:38.480]  求主幫助我們
[00:13:38.480 --> 00:13:41.240]  好像啟示錄二十一章那裡說
[00:13:41.240 --> 00:13:43.160]  主耶穌啊
[00:13:43.160 --> 00:13:45.880]  我願你來
[00:13:45.880 --> 00:13:47.960]  這個成為我們的盼望
[00:13:47.960 --> 00:13:51.040]  成為我們一個懇切的禱告
[00:13:51.040 --> 00:13:52.440]  主耶穌啊
[00:13:52.440 --> 00:13:56.040]  我願祢快點回來
[00:13:56.040 --> 00:13:57.800]  求主幫助我們
[00:13:57.800 --> 00:14:01.280]  渴慕見到主
[00:14:01.280 --> 00:14:03.800]  願天父賜福給各位
