
[00:00:00.000 --> 00:00:07.000]  在美國有一位八歲大的小孩
[00:03:25.000 --> 00:03:27.000]  離開了教會
[00:03:27.000 --> 00:03:29.000]  雖然回教會的人數
[00:03:29.000 --> 00:03:32.000]  總體上沒有減少
[00:03:32.000 --> 00:03:34.000]  但是
[00:03:34.000 --> 00:03:35.000]  可能回教會的
[00:03:35.000 --> 00:03:38.000]  都是年紀比較大的那些
[00:03:38.000 --> 00:03:40.000]  我們會不會
[00:03:40.000 --> 00:03:44.000]  可以去堅守我們的信仰呢
[00:03:44.000 --> 00:03:48.000]  在哥倫多後書第四章
[00:03:48.000 --> 00:03:52.000]  保羅萊就說了兩次這句話
[00:03:52.000 --> 00:03:53.000]  他說
[00:03:53.000 --> 00:03:56.000]  我永不放棄
[00:03:56.000 --> 00:04:00.000]  我絕不氣餒
[00:04:00.000 --> 00:04:02.000]  無論遇到什麼事
[00:04:02.000 --> 00:04:05.000]  我都不放棄
[00:04:05.000 --> 00:04:06.000]  請各位跟我一起翻開
[00:04:06.000 --> 00:04:12.000]  哥倫多後書第四章
[00:04:12.000 --> 00:04:13.000]  在接下來的這半年
[00:04:13.000 --> 00:04:14.000]  我會和大家去思想
[00:04:14.000 --> 00:04:20.000]  哥倫多後書的信息
[00:04:20.000 --> 00:04:26.000]  哥倫多後書第四章第一節
[00:04:26.000 --> 00:04:27.000]  跟我一起讀好嗎
[00:04:27.000 --> 00:04:32.000]  翻到沒有
[00:04:32.000 --> 00:04:37.000]  給你一點時間
[00:04:37.000 --> 00:04:43.000]  哥倫多後書第四章第一節
[00:04:43.000 --> 00:04:44.000]  一起來
[00:04:44.000 --> 00:04:49.000]  我們既然蒙連民受了這積憤
[00:04:49.000 --> 00:04:52.000]  就不喪膽
[00:04:52.000 --> 00:04:53.000]  第一節
[00:04:53.000 --> 00:04:55.000]  就不喪膽
[00:04:55.000 --> 00:04:58.000]  這個喪膽就是不氣餒
[00:04:58.000 --> 00:04:59.000]  不放棄
[00:04:59.000 --> 00:05:01.000]  不灰心
[00:05:01.000 --> 00:05:06.000]  第十六節
[00:05:06.000 --> 00:05:08.000]  一起讀
[00:05:08.000 --> 00:05:10.000]  所以我們不喪膽
[00:05:10.000 --> 00:05:12.000]  外體雖然毀壞
[00:05:12.000 --> 00:05:16.000]  內心卻一天生辭一天
[00:05:16.000 --> 00:05:18.000]  我不喪膽
[00:05:18.000 --> 00:05:23.000]  所以我不會放棄
[00:05:23.000 --> 00:05:28.000]  希望在今天這個短短的分享當中
[00:05:28.000 --> 00:05:30.000]  我們去看看保羅
[00:05:30.000 --> 00:05:33.000]  他在當時在第一世紀
[00:05:33.000 --> 00:05:38.000]  特別他寫信給哥倫多的教會的過程當中
[00:05:38.000 --> 00:05:41.000]  是面對着一些什麼的衝擊
[00:05:41.000 --> 00:05:43.000]  一些什麼的困難
[00:05:43.000 --> 00:05:46.000]  我們今天作爲基督徒
[00:05:46.000 --> 00:05:49.000]  我們又會不會可以效法到
[00:05:49.000 --> 00:05:52.000]  保羅這一份的決心
[00:05:52.000 --> 00:05:54.000]  無論發生什麼事
[00:05:54.000 --> 00:05:57.000]  我會持守我的信仰
[00:05:57.000 --> 00:06:00.000]  我不會不回教會
[00:06:00.000 --> 00:06:04.000]  我繼續傳呼音
[00:06:04.000 --> 00:06:06.000]  在第四章
[00:06:06.000 --> 00:06:09.000]  從第一節到第十八節
[00:06:09.000 --> 00:06:11.000]  或者我們可以看到
[00:06:11.000 --> 00:06:16.000]  保羅是面對着有三方面的衝擊
[00:06:16.000 --> 00:06:17.000]  第一方面
[00:06:17.000 --> 00:06:25.000]  我就是用他面對着文化上的衝擊來對看
[00:06:25.000 --> 00:06:29.000]  雖然面對着在文化上給我們的衝擊
[00:06:29.000 --> 00:06:32.000]  就是在社會那個時代
[00:06:32.000 --> 00:06:35.000]  不同的價值觀的衝擊
[00:06:35.000 --> 00:06:38.000]  但是我絕不放棄
[00:06:38.000 --> 00:06:41.000]  在聖經第三節是這樣說的
[00:06:41.000 --> 00:06:45.000]  他說我們是被矇蔽了
[00:06:45.000 --> 00:06:47.000]  矇蔽了
[00:06:47.000 --> 00:06:49.000]  不是呼音矇蔽我們
[00:06:49.000 --> 00:06:52.000]  這是《華學本聖經》翻譯上的困難
[00:06:52.000 --> 00:06:57.000]  是我們被這個世界矇蔽了我們
[00:06:57.000 --> 00:07:01.000]  以至我們看不到那個呼音的真實
[00:07:01.000 --> 00:07:04.000]  所以在第四節就說
[00:07:04.000 --> 00:07:09.000]  此等不信的人被世界的神弄合了心眼
[00:07:09.000 --> 00:07:14.000]  不叫基督榮耀的呼音去光照着我們
[00:07:14.000 --> 00:07:21.000]  是被世界的神弄合了我們的心眼
[00:07:21.000 --> 00:07:26.000]  所以我們是被這個世界去矇蔽了我們
[00:07:26.000 --> 00:07:31.000]  以至我們看得不是很清楚
[00:07:31.000 --> 00:07:36.000]  我們這個呼音的好處
[00:07:36.000 --> 00:07:42.000]  這個世界的神就是在這個世界的聲音
[00:07:42.000 --> 00:07:45.000]  就是這個世界的價值觀
[00:07:45.000 --> 00:07:49.000]  就是這個潮流在影響着我們
[00:07:49.000 --> 00:07:54.000]  當保羅他在寫信給哥倫多的教會的時候
[00:07:54.000 --> 00:07:57.000]  在哥倫多的教會當時的潮流
[00:07:57.000 --> 00:08:03.000]  當時的文化又是怎樣呢
[00:08:03.000 --> 00:08:06.000]  哥倫多是一個港口的城市
[00:08:06.000 --> 00:08:10.000]  也是一個經濟商業的中心
[00:08:10.000 --> 00:08:13.000]  所以有很多的解經家就告訴我們
[00:08:13.000 --> 00:08:17.000]  其實在第一世紀哥倫多的居民
[00:08:17.000 --> 00:08:20.000]  他們所面對的那個情況
[00:08:20.000 --> 00:08:24.000]  就和我們今時今日的大城市的生活
[00:08:24.000 --> 00:08:26.000]  所面對的那些衝擊
[00:08:26.000 --> 00:08:29.000]  那些文化都是很相似的
[00:08:29.000 --> 00:08:33.000]  在一個商業經濟的城市裏面
[00:08:33.000 --> 00:08:36.000]  我們天天在講的就是
[00:08:36.000 --> 00:08:38.000]  我可以賺到多少錢
[00:08:38.000 --> 00:08:41.000]  我可以喫到什麼好東西
[00:08:41.000 --> 00:08:43.000]  人越來越富有
[00:08:43.000 --> 00:08:50.000]  就會產生到我們互相的爭權奪利
[00:08:50.000 --> 00:08:54.000]  因爲做到高官或者做到一些有強勢的人
[00:08:54.000 --> 00:08:56.000]  我就能夠得到多一點的好處
[00:08:56.000 --> 00:08:58.000]  可以賺到多一點錢
[00:08:58.000 --> 00:09:00.000]  喫到多一點的好東西
[00:09:00.000 --> 00:09:05.000]  在哥倫多前書所見到的那些問題
[00:09:05.000 --> 00:09:09.000]  不是今天我們所面對的問題嗎
[00:09:09.000 --> 00:09:14.000]  哥倫多教會都是在面對着權力的鬥爭的問題
[00:09:14.000 --> 00:09:17.000]  是在面對着貧富懸殊的問題
[00:09:17.000 --> 00:09:21.000]  是在面對着男女關係
[00:09:21.000 --> 00:09:24.000]  或者男與男的關係
[00:09:24.000 --> 00:09:27.000]  婚姻 外遇等等的問題
[00:09:27.000 --> 00:09:30.000]  都是我們今天所面對的問題
[00:09:30.000 --> 00:09:34.000]  面對着這樣的文化上的衝擊
[00:09:34.000 --> 00:09:36.000]  就是社會的聲音
[00:09:36.000 --> 00:09:39.000]  社會的神 這個世界的神
[00:09:39.000 --> 00:09:43.000]  有時候就矇蔽了我們的眼睛
[00:09:43.000 --> 00:09:47.000]  令我們看不見福音的真實
[00:09:47.000 --> 00:09:50.000]  保羅怎麼去面對呢
[00:09:50.000 --> 00:09:53.000]  怎麼去面對這些的衝擊呢
[00:09:53.000 --> 00:09:55.000]  保羅就說在第五節
[00:09:55.000 --> 00:09:58.000]  我們原不是全自己
[00:09:58.000 --> 00:10:02.000]  乃是全基督耶穌
[00:10:02.000 --> 00:10:07.000]  我們去面對着這個世界的聲音
[00:10:07.000 --> 00:10:09.000]  我們的祕訣
[00:10:09.000 --> 00:10:10.000]  可以勝過的祕訣
[00:10:10.000 --> 00:10:12.000]  可以面對的祕訣
[00:10:12.000 --> 00:10:14.000]  保羅只是說了一個很簡單
[00:10:14.000 --> 00:10:16.000]  也是很重要的祕訣
[00:10:16.000 --> 00:10:20.000]  就是不是全自己
[00:10:20.000 --> 00:10:23.000]  乃是全基督
[00:10:23.000 --> 00:10:25.000]  不是去關心自己
[00:10:25.000 --> 00:10:26.000]  sorry
[00:10:26.000 --> 00:10:30.000]  不是隻是去關心自己
[00:10:30.000 --> 00:10:34.000]  乃是去關心耶穌基督
[00:10:34.000 --> 00:10:36.000]  這個世界的神
[00:10:36.000 --> 00:10:39.000]  就會帶我們不斷地
[00:10:39.000 --> 00:10:44.000]  只是去關心我們自己的好處
[00:10:44.000 --> 00:10:46.000]  我們自己的益處
[00:10:46.000 --> 00:10:48.000]  我們自己的利益
[00:10:48.000 --> 00:10:51.000]  而這個世界的神
[00:10:51.000 --> 00:10:53.000]  不只是在世界那裏
[00:10:53.000 --> 00:10:57.000]  而是在教會里面都有
[00:10:57.000 --> 00:11:00.000]  教會我們只是很簡單地說
[00:11:00.000 --> 00:11:03.000]  是被世俗化來入侵
[00:11:03.000 --> 00:11:05.000]  不過在今天的教會里面
[00:11:05.000 --> 00:11:08.000]  我們要說些什麼道呢
[00:11:08.000 --> 00:11:11.000]  我們的環境又是怎樣呢
[00:11:11.000 --> 00:11:15.000]  我只是舉一個例子
[00:11:15.000 --> 00:11:20.000]  美國最大間的那間教會
[00:11:20.000 --> 00:11:22.000]  我想很多地方都這麼說
[00:11:22.000 --> 00:11:24.000]  就在美國的休斯敦
[00:11:24.000 --> 00:11:29.000]  德州叫做Lakewood
[00:11:29.000 --> 00:11:31.000]  就是一個湖
[00:11:31.000 --> 00:11:32.000]  湖目的教會
[00:11:32.000 --> 00:11:34.000]  Lakewood Church
[00:11:34.000 --> 00:11:43.000]  主任牧師奧斯汀
[00:11:43.000 --> 00:11:47.000]  他就在創造一個這樣的信息
[00:11:47.000 --> 00:11:50.000]  那個信息是引起了
[00:11:50.000 --> 00:11:55.000]  很多教會的神學院去討論
[00:11:55.000 --> 00:11:56.000]  那個信息是什麼呢
[00:11:56.000 --> 00:12:00.000]  就是一個成功的神學
[00:12:00.000 --> 00:12:02.000]  因爲聖經說
[00:12:02.000 --> 00:12:07.000]  神要叫我們得一個豐盛的生命
[00:12:07.000 --> 00:12:09.000]  所以在那個教會
[00:12:09.000 --> 00:12:16.000]  每一個禮拜有四萬六千人聚會
[00:12:16.000 --> 00:12:22.000]  這個信息就是我們要去求
[00:12:22.000 --> 00:12:26.000]  我們想要的東西
[00:12:26.000 --> 00:12:29.000]  上帝是要我們快樂
[00:12:29.000 --> 00:12:32.000]  所以你即管大膽向神去求
[00:12:32.000 --> 00:12:34.000]  你去建功的時候
[00:12:34.000 --> 00:12:35.000]  你不要去說
[00:12:35.000 --> 00:12:37.000]  去建一份卑微的工作
[00:12:37.000 --> 00:12:39.000]  你要想做經理
[00:12:39.000 --> 00:12:40.000]  你就要和神說
[00:12:40.000 --> 00:12:43.000]  我要做一個經理
[00:12:43.000 --> 00:12:45.000]  我一年我要賺十萬美金
[00:12:45.000 --> 00:12:46.000]  你就和神說
[00:12:46.000 --> 00:12:49.000]  你一年要賺十萬美金
[00:12:49.000 --> 00:12:51.000]  因爲神的心意
[00:12:51.000 --> 00:12:54.000]  是要叫我們去歡喜快樂
[00:12:54.000 --> 00:13:01.000]  因爲祂要令我們有一個豐盛的生命
[00:13:01.000 --> 00:13:06.000]  結果就有很多人回到教會
[00:13:06.000 --> 00:13:10.000]  是不是就是這樣呢
[00:13:10.000 --> 00:13:14.000]  那個時代雜誌就去訪問牧師
[00:13:14.000 --> 00:13:18.000]  就是那間教會的主任牧師和他的師母
[00:13:18.000 --> 00:13:23.000]  那個師母就這樣去和記者說
[00:13:23.000 --> 00:13:26.000]  她說我在這間教會里面
[00:13:26.000 --> 00:13:29.000]  我有這個所謂的信心的話語
[00:13:29.000 --> 00:13:31.000]  和有德性的經驗
[00:13:31.000 --> 00:13:34.000]  就是我用信心去向神祈求
[00:13:34.000 --> 00:13:36.000]  我有這種經驗
[00:13:36.000 --> 00:13:39.000]  這種操練令到我買到
[00:13:39.000 --> 00:13:42.000]  我夢寐以求的那間大屋
[00:13:42.000 --> 00:13:46.000]  並且讓我能夠從坐飛機
[00:13:46.000 --> 00:13:49.000]  從普通艙 經濟艙
[00:13:49.000 --> 00:13:56.000]  我現在可以每次都坐到商務客位
[00:13:56.000 --> 00:13:58.000]  我也是從書裏面
[00:13:58.000 --> 00:14:00.000]  那個雜誌裏面抄出來的
[00:14:00.000 --> 00:14:01.000]  他這樣說
[00:14:01.000 --> 00:14:03.000]  他說我們信服上帝
[00:14:03.000 --> 00:14:06.000]  不是爲了上帝而做的
[00:14:06.000 --> 00:14:08.000]  我們只是爲我們自己而做
[00:14:08.000 --> 00:14:11.000]  因爲上帝因爲我們的快樂而高興
[00:14:11.000 --> 00:14:13.000]  我們去做得好
[00:14:13.000 --> 00:14:17.000]  因爲上帝是要我們去快樂
[00:14:17.000 --> 00:14:19.000]  當我們來到禮拜堂的時候
[00:14:19.000 --> 00:14:21.000]  當你去崇拜敬拜他的時候
[00:14:21.000 --> 00:14:23.000]  你這樣做不是爲了上帝
[00:14:23.000 --> 00:14:24.000]  真是的
[00:14:24.000 --> 00:14:26.000]  你這樣是爲了你自己
[00:14:26.000 --> 00:14:29.000]  因爲這樣才能夠讓上帝
[00:14:29.000 --> 00:14:37.000]  是歡喜快樂
[00:14:37.000 --> 00:14:42.000]  保羅就說我們不是傳自己
[00:14:42.000 --> 00:14:46.000]  乃是去傳基督
[00:14:46.000 --> 00:14:48.000]  這個世界的潮流
[00:14:48.000 --> 00:14:50.000]  是一步一步去告訴我們
[00:14:50.000 --> 00:14:53.000]  我們要顧着我們自己
[00:14:53.000 --> 00:14:55.000]  令到我們自己開心
[00:14:55.000 --> 00:14:58.000]  令到我們自己快樂
[00:14:58.000 --> 00:15:02.000]  這個不是全部的福音
[00:15:02.000 --> 00:15:06.000]  我們是可以快樂
[00:15:06.000 --> 00:15:08.000]  我們可以坐商務客位
[00:15:08.000 --> 00:15:10.000]  我們可以買大屋
[00:15:10.000 --> 00:15:12.000]  這個或多或少
[00:15:12.000 --> 00:15:15.000]  都可能有神祂自己的祝福在裏面
[00:15:15.000 --> 00:15:19.000]  但是不只是爲了這件事
[00:15:19.000 --> 00:15:22.000]  如果我們上教會的信仰
[00:15:22.000 --> 00:15:24.000]  都好像這個世界告訴我們
[00:15:24.000 --> 00:15:26.000]  成功就是賺得最多錢
[00:15:26.000 --> 00:15:28.000]  可以坐到商務客位的話
[00:15:28.000 --> 00:15:32.000]  這個未必就是我們福音的全部
[00:15:32.000 --> 00:15:34.000]  文化的衝擊
[00:15:34.000 --> 00:15:36.000]  最大的危險是什麼呢
[00:15:36.000 --> 00:15:37.000]  就是似是而非
[00:15:37.000 --> 00:15:38.000]  有一些真的東西
[00:15:38.000 --> 00:15:39.000]  有一些對的東西
[00:15:39.000 --> 00:15:40.000]  有一些假的東西
[00:15:40.000 --> 00:15:43.000]  混雜在一起
[00:15:43.000 --> 00:15:45.000]  最好的一個祕訣就是
[00:15:45.000 --> 00:15:48.000]  我們知道不是爲了我們自己
[00:15:48.000 --> 00:15:51.000]  乃是爲了上帝
[00:15:51.000 --> 00:15:52.000]  乃是爲了上帝
[00:15:52.000 --> 00:15:54.000]  不是爲了我們自己
[00:15:54.000 --> 00:15:57.000]  第二方面
[00:15:57.000 --> 00:16:00.000]  雖然面對敵人的反對
[00:16:00.000 --> 00:16:02.000]  絕不氣餒
[00:16:02.000 --> 00:16:05.000]  雖然遇到有攻擊
[00:16:05.000 --> 00:16:07.000]  絕不氣餒
[00:16:07.000 --> 00:16:10.000]  在第八節
[00:16:10.000 --> 00:16:12.000]  保羅他說
[00:16:12.000 --> 00:16:14.000]  我們四面受敵
[00:16:14.000 --> 00:16:16.000]  卻不被困
[00:16:16.000 --> 00:16:18.000]  心裏灼爛
[00:16:18.000 --> 00:16:20.000]  卻不致身亡
[00:16:20.000 --> 00:16:22.000]  遭逼迫
[00:16:22.000 --> 00:16:24.000]  卻不被丟棄
[00:16:24.000 --> 00:16:25.000]  打倒了
[00:16:25.000 --> 00:16:28.000]  卻不致死亡
[00:16:28.000 --> 00:16:33.000]  保羅在他去做使徒
[00:16:33.000 --> 00:16:36.000]  他去傳福音的過程當中
[00:16:36.000 --> 00:16:40.000]  他受到很多敵人的攻擊
[00:16:40.000 --> 00:16:43.000]  誰是他的敵人呢
[00:16:43.000 --> 00:16:44.000]  他的敵人
[00:16:44.000 --> 00:16:46.000]  最大的敵人
[00:16:46.000 --> 00:16:48.000]  就是他自己的同胞
[00:16:48.000 --> 00:16:52.000]  就是猶太人
[00:16:52.000 --> 00:16:54.000]  最多的反對他的
[00:16:54.000 --> 00:16:58.000]  竟然是他自己最親的同胞
[00:16:58.000 --> 00:17:00.000]  也對的
[00:17:00.000 --> 00:17:02.000]  也對的
[00:17:02.000 --> 00:17:03.000]  你想想
[00:17:03.000 --> 00:17:05.000]  如果你不是從小回教會
[00:17:05.000 --> 00:17:07.000]  當你回教會的時候
[00:17:07.000 --> 00:17:08.000]  最多人
[00:17:08.000 --> 00:17:09.000]  最多反對你的
[00:17:09.000 --> 00:17:11.000]  最多攻擊你的是誰
[00:17:11.000 --> 00:17:13.000]  是你的好朋友
[00:17:13.000 --> 00:17:14.000]  你不是傻的
[00:17:14.000 --> 00:17:16.000]  你回教會
[00:17:16.000 --> 00:17:17.000]  誰跟你說
[00:17:17.000 --> 00:17:19.000]  你回教會
[00:17:19.000 --> 00:17:20.000]  你回就回
[00:17:20.000 --> 00:17:23.000]  不過不要這麼沉迷
[00:17:23.000 --> 00:17:25.000]  不要把你的錢
[00:17:25.000 --> 00:17:27.000]  全部奉獻給教會
[00:17:27.000 --> 00:17:29.000]  是誰說的
[00:17:29.000 --> 00:17:31.000]  不是你的同事說的
[00:17:31.000 --> 00:17:34.000]  是你家人說的
[00:17:34.000 --> 00:17:39.000]  我們面對比較大的衝擊
[00:17:39.000 --> 00:17:41.000]  大的反對
[00:17:41.000 --> 00:17:42.000]  我不是說
[00:17:42.000 --> 00:17:44.000]  你家人就是你的敵人
[00:17:44.000 --> 00:17:45.000]  不是這個意思
[00:17:45.000 --> 00:17:46.000]  很多時候
[00:17:46.000 --> 00:17:49.000]  令到我們在信仰上
[00:17:49.000 --> 00:17:52.000]  很難去做主
[00:17:52.000 --> 00:17:54.000]  不知道應該再信
[00:17:54.000 --> 00:17:56.000]  再信得好一點
[00:17:56.000 --> 00:17:57.000]  應該再回教會
[00:17:57.000 --> 00:17:58.000]  回得多一點
[00:17:58.000 --> 00:17:59.000]  很多時候
[00:17:59.000 --> 00:18:01.000]  是我們身邊的好朋友
[00:18:01.000 --> 00:18:03.000]  或者是我們的家人
[00:18:03.000 --> 00:18:05.000]  保羅也是這樣
[00:18:05.000 --> 00:18:06.000]  最大的攻擊
[00:18:06.000 --> 00:18:07.000]  就是來自於
[00:18:07.000 --> 00:18:08.000]  我們自己這麼親的人
[00:18:08.000 --> 00:18:15.000]  對我們信仰上的不支持
[00:18:15.000 --> 00:18:20.000]  怎樣去面對呢
[00:18:20.000 --> 00:18:22.000]  保羅面對的方法
[00:18:22.000 --> 00:18:25.000]  就在第七節
[00:18:25.000 --> 00:18:26.000]  我們有者寶貝
[00:18:26.000 --> 00:18:29.000]  放在這雅氣裏
[00:18:29.000 --> 00:18:30.000]  是要顯明
[00:18:30.000 --> 00:18:32.000]  這莫大的能力
[00:18:32.000 --> 00:18:33.000]  是出於神
[00:18:33.000 --> 00:18:37.000]  不是出於我們
[00:18:37.000 --> 00:18:39.000]  保羅他就是
[00:18:39.000 --> 00:18:43.000]  面對這麼多的困難
[00:18:43.000 --> 00:18:44.000]  他是不是覺得自己
[00:18:44.000 --> 00:18:46.000]  可以搞得定呢
[00:18:46.000 --> 00:18:48.000]  不是
[00:18:48.000 --> 00:18:50.000]  他覺得自己搞不定
[00:18:50.000 --> 00:18:51.000]  他說
[00:18:51.000 --> 00:18:54.000]  我只是一個的雅氣
[00:18:54.000 --> 00:18:56.000]  雅氣
[00:18:56.000 --> 00:18:58.000]  就是那些沙煲
[00:18:58.000 --> 00:19:00.000]  現在不知道還有沒有沙煲
[00:19:00.000 --> 00:19:01.000]  就是
[00:19:01.000 --> 00:19:04.000]  哥倫多前書有說過
[00:19:04.000 --> 00:19:08.000]  在提摩太前書裏面說
[00:19:08.000 --> 00:19:10.000]  大戶人家有金氣
[00:19:10.000 --> 00:19:11.000]  銀氣
[00:19:11.000 --> 00:19:12.000]  木氣和雅氣
[00:19:12.000 --> 00:19:15.000]  是不是
[00:19:15.000 --> 00:19:17.000]  家裏有很多不同的器具
[00:19:17.000 --> 00:19:21.000]  比較差的器具就是雅氣
[00:19:21.000 --> 00:19:24.000]  最容易打破的就是雅氣
[00:19:24.000 --> 00:19:26.000]  保羅怎樣去面對
[00:19:26.000 --> 00:19:29.000]  那些敵人的攻擊和反對呢
[00:19:29.000 --> 00:19:30.000]  就是
[00:19:30.000 --> 00:19:32.000]  我知道我自己
[00:19:32.000 --> 00:19:35.000]  只不過是一個雅氣
[00:19:35.000 --> 00:19:39.000]  我是很脆弱
[00:19:39.000 --> 00:19:41.000]  我就是這麼脆弱
[00:19:41.000 --> 00:19:43.000]  那些攻擊我的時候
[00:19:43.000 --> 00:19:49.000]  我隨時都會死的
[00:19:49.000 --> 00:19:52.000]  如果有人去挑戰我的信仰
[00:19:52.000 --> 00:19:55.000]  我隨時都會離開教會的
[00:19:55.000 --> 00:19:58.000]  保羅他沒有覺得
[00:19:58.000 --> 00:20:03.000]  我哪裏會怕被人攻擊
[00:20:03.000 --> 00:20:04.000]  你以爲我不行嗎
[00:20:04.000 --> 00:20:07.000]  我多厲害啊
[00:20:07.000 --> 00:20:10.000]  很多時候就是
[00:20:10.000 --> 00:20:14.000]  哪個人是最快離開教會的
[00:20:14.000 --> 00:20:19.000]  就是那些自己覺得自己行的那些人
[00:20:19.000 --> 00:20:22.000]  我是不會犯罪的
[00:20:22.000 --> 00:20:24.000]  每個人都會離開主出賣主
[00:20:24.000 --> 00:20:26.000]  我是不會的
[00:20:26.000 --> 00:20:29.000]  熟不熟啊
[00:20:29.000 --> 00:20:31.000]  結果誰去出賣主
[00:20:31.000 --> 00:20:33.000]  去否認主
[00:20:33.000 --> 00:20:35.000]  就是說這些話的人
[00:20:35.000 --> 00:20:36.000]  保羅他說
[00:20:36.000 --> 00:20:39.000]  我只不過是一個雅氣
[00:20:39.000 --> 00:20:43.000]  我的生命本來就是這麼脆弱的
[00:20:43.000 --> 00:20:48.000]  我怎麼能夠去抵擋這些攻擊呢
[00:20:48.000 --> 00:20:52.000]  我是做不到的
[00:20:52.000 --> 00:20:55.000]  在哥倫多後書第十一章
[00:20:55.000 --> 00:20:57.000]  保羅他自己這麼說
[00:20:57.000 --> 00:21:00.000]  他說我被貪玩多受勞苦
[00:21:00.000 --> 00:21:02.000]  多下監牢
[00:21:02.000 --> 00:21:04.000]  受鞭打是過重的
[00:21:04.000 --> 00:21:06.000]  冒死是經常有的
[00:21:06.000 --> 00:21:08.000]  被猶大人鞭打五次
[00:21:08.000 --> 00:21:11.000]  每次四十減了一下
[00:21:11.000 --> 00:21:13.000]  因爲他是羅馬公民
[00:21:13.000 --> 00:21:15.000]  被棍打了三次
[00:21:15.000 --> 00:21:17.000]  被石頭打了一次
[00:21:17.000 --> 00:21:19.000]  遇到船壞三次
[00:21:19.000 --> 00:21:21.000]  一晝一夜在深海里面
[00:21:21.000 --> 00:21:22.000]  又屢次行遠路
[00:21:22.000 --> 00:21:24.000]  遭江河的危險
[00:21:24.000 --> 00:21:25.000]  盜賊的危險
[00:21:25.000 --> 00:21:27.000]  同族的危險
[00:21:27.000 --> 00:21:28.000]  外邦人的危險
[00:21:28.000 --> 00:21:30.000]  城裏面的危險
[00:21:30.000 --> 00:21:31.000]  曠野的危險
[00:21:31.000 --> 00:21:32.000]  在海的危險
[00:21:32.000 --> 00:21:38.000]  假弟兄的危險等等
