
[00:00:00.000 --> 00:00:09.640]  感謝崇基禮拜堂每年一度都給我邀請分享港台
[00:03:09.280 --> 00:03:14.240]  甚至乎就算不是基督徒
[00:03:14.240 --> 00:03:20.360]  都聽過在耶穌洗腳這個事情上
[00:03:20.360 --> 00:03:23.320]  所以今天早上我和各位弟兄姊妹
[00:03:23.320 --> 00:03:29.120]  我們從基督教很傳統的故事當中
[00:03:29.120 --> 00:03:30.720]  我們再去想一想
[00:03:30.720 --> 00:03:31.960]  這個故事
[00:03:31.960 --> 00:03:32.800]  這個傳統
[00:03:32.800 --> 00:03:35.280]  在我們今天信徒的生命當中
[00:03:35.280 --> 00:03:37.480]  我們應該怎樣去回應呢?
[00:03:37.480 --> 00:03:38.840]  這個榜樣
[00:03:38.840 --> 00:03:42.360]  我們經常覺得耶穌洗腳這個榜樣
[00:03:42.360 --> 00:03:44.080]  那個意義是什麼呢?
[00:03:44.080 --> 00:03:46.800]  我可以說
[00:03:46.800 --> 00:03:48.000]  今天這個重溫
[00:03:48.000 --> 00:03:50.720]  可能會帶給我們一些信徒
[00:03:50.720 --> 00:03:53.960]  對這段傳統會有一些驚訝
[00:03:53.960 --> 00:03:57.680]  或者有些過去沒怎麼想過的方向
[00:03:57.680 --> 00:04:00.400]  因為傳統能夠更新
[00:04:00.400 --> 00:04:06.400]  就是對我們生命一個很大的鼓勵
[00:04:06.400 --> 00:04:10.080]  我們待會和大家讀這段經文之前
[00:04:10.080 --> 00:04:13.760]  有幾個細節我想和你們做一些比較
[00:04:13.760 --> 00:04:18.680]  以致這個經文能夠更加凸顯它的特色出來
[00:04:18.680 --> 00:04:21.400]  這個洗腳的地點
[00:04:21.400 --> 00:04:25.000]  就是最後晚餐的房間
[00:04:25.000 --> 00:04:28.800]  這一點我們首先要把握
[00:04:28.800 --> 00:04:34.320]  但是這個洗腳的活動
[00:04:34.320 --> 00:04:37.840]  在最後晚餐的房間
[00:04:37.840 --> 00:04:40.400]  在另外那三本福音書裡面
[00:04:40.400 --> 00:04:42.280]  是沒有提及過的
[00:04:42.280 --> 00:04:46.360]  在那三本福音書裡面所提及過的
[00:04:46.360 --> 00:04:48.120]  我們認為很重要的東西
[00:04:48.120 --> 00:04:50.400]  在約翰福音裡面是沒有提及的
[00:04:50.400 --> 00:04:52.600]  譬如我們最後晚餐
[00:04:52.600 --> 00:04:53.840]  我們大家都熟悉
[00:04:53.840 --> 00:04:57.200]  或者我們每一個月都會去守這個聖餐
[00:04:57.200 --> 00:05:01.000]  最重要的兩個聖品就是這個餅和這個杯
[00:05:01.000 --> 00:05:02.600]  所以在三福音裡面
[00:05:02.600 --> 00:05:05.000]  就是很清楚地去畫出來
[00:05:05.000 --> 00:05:08.760]  約翰福音就沒有怎麼提及這件事
[00:05:08.760 --> 00:05:10.880]  我們覺得最後晚餐
[00:05:10.880 --> 00:05:13.160]  那件事大家都說了
[00:05:13.160 --> 00:05:14.800]  其實約翰福音裡面
[00:05:14.800 --> 00:05:18.680]  是有把這些物品
[00:05:18.680 --> 00:05:21.040]  有不同的方式顯露出來
[00:05:21.040 --> 00:05:25.640]  只不過沒有三福音那麼直接跟我們講
[00:05:25.640 --> 00:05:27.280]  這個第一個比較
[00:05:27.280 --> 00:05:30.720]  引起我們對這個經文的一些興趣
[00:05:30.720 --> 00:05:34.400]  所以我們覺得有意思
[00:05:34.400 --> 00:05:37.920]  在同一個房間、同一個空間裡面
[00:05:37.920 --> 00:05:39.680]  竟然有一個活動
[00:05:39.680 --> 00:05:43.080]  我們可能在領受最後晚餐的時候
[00:05:43.080 --> 00:05:44.800]  我們沒有怎麼去留意
[00:05:44.800 --> 00:05:47.440]  我希望今天我們能夠帶出多一點
[00:05:47.440 --> 00:05:51.520]  令到我們下一次再去領受這個餅和杯的時候
[00:05:51.520 --> 00:05:55.440]  我們心裡面還多一點的思考
[00:05:55.440 --> 00:05:59.680]  所以餅和杯的祝福我們知道
[00:05:59.680 --> 00:06:01.960]  耶穌洗腳我們都知道
[00:06:01.960 --> 00:06:05.920]  只不過我們過去沒有將這兩樣東西平衡起來
[00:06:05.920 --> 00:06:07.760]  一起去思考
[00:06:07.760 --> 00:06:10.360]  將它們放在一起
[00:06:10.360 --> 00:06:12.600]  同一個空間的時候
[00:06:12.600 --> 00:06:15.160]  所以約翰在約翰福音裡面
[00:06:15.160 --> 00:06:17.200]  就給我們一個特寫
[00:06:17.200 --> 00:06:23.480]  將這個洗腳的事情更加顯露出來
[00:06:23.480 --> 00:06:28.480]  藉此我們看看經文
[00:06:28.480 --> 00:06:29.960]  禹節以前
[00:06:29.960 --> 00:06:32.800]  這個就是最後晚餐之前的日子
[00:06:32.800 --> 00:06:35.760]  耶穌知道自己離世歸附的時候
[00:06:35.760 --> 00:06:38.920]  到了祂既然愛世間屬自己的人
[00:06:38.920 --> 00:06:40.440]  就愛他們到底
[00:06:40.440 --> 00:06:42.400]  吃晚飯的時候
[00:06:42.400 --> 00:06:43.840]  最後晚餐
[00:06:43.840 --> 00:06:48.240]  魔鬼已將賣耶穌的意思放在西門的兒子
[00:06:48.240 --> 00:06:50.640]  加略人猶大的心裡
[00:06:50.640 --> 00:06:54.480]  耶穌知道父已將萬有交在他手裡
[00:06:54.480 --> 00:06:57.040]  且知道自己是從神出來的
[00:06:57.040 --> 00:06:59.080]  又要歸到神那裡去
[00:06:59.080 --> 00:07:04.920]  就離席站起來脫掉衣服拿起一條手巾束腰
[00:07:04.920 --> 00:07:07.480]  隨後把水倒在盆裡
[00:07:07.480 --> 00:07:09.680]  就洗門徒的腳
[00:07:09.680 --> 00:07:15.040]  並用自己手足的手巾去擦乾
[00:07:15.040 --> 00:07:17.840]  所以在這段經文當中
[00:07:17.840 --> 00:07:19.480]  最突顯出來的
[00:07:19.480 --> 00:07:21.680]  讓我們看到一個動作
[00:07:21.680 --> 00:07:26.840]  就是耶穌去洗門徒的腳
[00:07:26.840 --> 00:07:30.720]  這個動作為何發生呢?
[00:07:30.720 --> 00:07:33.280]  是不是無緣無故發生呢?
[00:07:33.280 --> 00:07:37.640]  或者祂想表達一些什麼意思呢?
[00:07:37.640 --> 00:07:41.800]  後期教會將最後晚餐上
[00:07:41.800 --> 00:07:44.680]  兩個動作成為一個聖品
[00:07:44.680 --> 00:07:47.960]  這個杯、這個餅是聖品
[00:07:47.960 --> 00:07:51.560]  和這個洗腳禮
[00:07:51.560 --> 00:07:53.800]  或者叫做作足禮
[00:07:53.800 --> 00:07:56.560]  都是成為歷史上一個聖品
[00:07:56.560 --> 00:08:00.600]  或者一種聖禮來處理的
[00:08:00.600 --> 00:08:01.920]  如我剛才說過
[00:08:01.920 --> 00:08:04.160]  如果我們作比較的話
[00:08:04.160 --> 00:08:07.240]  三福音就將餅和杯
[00:08:07.240 --> 00:08:10.840]  成為最後晚餐的中心點
[00:08:10.840 --> 00:08:14.560]  而漢福音就將耶穌洗腳這件事
[00:08:14.560 --> 00:08:19.040]  成為最後晚餐上最顯著的一件事
[00:08:19.040 --> 00:08:20.920]  令我們去思考
[00:08:20.920 --> 00:08:22.160]  所以各位聽眾姐妹
[00:08:22.160 --> 00:08:27.960]  我和大家將經文處境作一個比較的話
[00:08:27.960 --> 00:08:30.200]  我希望引起你心裡面
[00:08:30.200 --> 00:08:34.280]  可能對這兩個沒有想過
[00:08:34.280 --> 00:08:36.040]  或者想過也不一定
[00:08:36.040 --> 00:08:38.040]  我們可以一同去參考一下
[00:08:38.040 --> 00:08:39.640]  我們一同探討一下
[00:08:39.640 --> 00:08:41.320]  這兩個動作
[00:08:41.320 --> 00:08:45.880]  都是最後晚餐上最重要的一個環節
[00:08:45.880 --> 00:08:48.880]  因為祂帶出來的訊息
[00:08:48.880 --> 00:08:52.760]  從我們基督教的救恩來說是很震撼的
[00:08:52.760 --> 00:08:55.320]  耶穌以祂自己的身體
[00:08:55.320 --> 00:09:00.120]  用餅代表祂的肉體
[00:09:00.120 --> 00:09:03.760]  用杯代表祂裡面的血液
[00:09:03.760 --> 00:09:06.920]  血淋淋的赤裸裸的告訴我們
[00:09:06.920 --> 00:09:08.920]  救贖就是要這樣做
[00:09:08.920 --> 00:09:12.080]  但漢福音就揀選另外一個角度
[00:09:12.080 --> 00:09:14.480]  它都是和救贖有關的
[00:09:14.480 --> 00:09:16.240]  只不過它的角度不一樣
[00:09:16.240 --> 00:09:21.440]  它就說在救贖當中
[00:09:21.440 --> 00:09:24.280]  各位群體姐妹、各位朋友、各位門徒
[00:09:24.280 --> 00:09:26.280]  我們更加要留心
[00:09:26.280 --> 00:09:28.280]  我為什麼要和你們洗腳
[00:09:28.280 --> 00:09:34.800]  以致我們不會太驚訝發生什麼事
[00:09:34.800 --> 00:09:38.840]  我很驕傲地和各位弟兄姊妹
[00:09:38.840 --> 00:09:41.480]  擺一個打卡點給我們看看
[00:09:41.480 --> 00:09:45.840]  我們有張崇基的打卡點
[00:09:45.840 --> 00:09:48.200]  如果你沒去過這裡打卡的話
[00:09:48.200 --> 00:09:51.320]  待會完結之後你自己走上去
[00:09:51.320 --> 00:09:53.320]  就在我們神學院
[00:09:53.320 --> 00:09:55.000]  我們崇基學院神學院
[00:09:55.000 --> 00:10:02.080]  我們神學樓前面有銅像的雕塑
[00:10:02.080 --> 00:10:05.360]  就是我們前兩任院長盧龍光牧師
[00:10:05.360 --> 00:10:07.360]  特別他跟我說
[00:10:07.360 --> 00:10:08.560]  陳牧師我告訴你
[00:10:08.560 --> 00:10:11.960]  這個銅像很高的
[00:10:11.960 --> 00:10:13.480]  我想有六、七呎
[00:10:13.480 --> 00:10:15.480]  你站過去根本就高過你
[00:10:15.480 --> 00:10:20.800]  在南京特別打造運入香港
[00:10:20.800 --> 00:10:24.320]  為慶祝我們新聖堂的成立
[00:10:24.320 --> 00:10:26.320]  那時候是擺設的
[00:10:26.320 --> 00:10:31.160]  這是我們崇基中文大學的打卡點
[00:10:31.160 --> 00:10:33.160]  所以你沒去過的話
[00:10:33.160 --> 00:10:35.160]  待會完結之後一定要去那裡
[00:10:35.160 --> 00:10:37.160]  站在那裡
[00:10:37.160 --> 00:10:40.160]  或者坐在彼得的腳前面
[00:10:40.160 --> 00:10:42.160]  耶穌幫你洗腳
[00:10:42.160 --> 00:10:45.160]  所以我都很驕傲
[00:10:45.160 --> 00:10:47.960]  我作為老師和朋友分享
[00:10:47.960 --> 00:10:49.960]  你在哪裡教書
[00:10:49.960 --> 00:10:54.440]  大學、崇基學院、神學院 去看看就知道
[00:10:54.440 --> 00:10:58.040]  有一個很美的銅像雕塑在那裡
[00:10:58.040 --> 00:11:00.040]  我們院長的意思
[00:11:00.040 --> 00:11:03.240]  當然是勸導我們神學生
[00:11:03.240 --> 00:11:05.240]  你來讀神學
[00:11:05.240 --> 00:11:07.240]  要學什麼呢
[00:11:07.240 --> 00:11:10.240]  在洗腳的傳統信息
[00:11:10.240 --> 00:11:13.640]  或者一般我們認同的信息上面
[00:11:13.640 --> 00:11:18.640]  或者甚至在世界的文學上面
[00:11:18.640 --> 00:11:20.640]  對於耶穌的洗腳
[00:11:20.640 --> 00:11:22.640]  都有一般的認同
[00:11:22.640 --> 00:11:24.640]  謙卑、愛和服侍
[00:11:24.640 --> 00:11:26.640]  犧牲、屬靈的潔淨
[00:11:26.640 --> 00:11:29.640]  服侍的榜樣、彼此相愛彼此服侍
[00:11:29.640 --> 00:11:31.640]  我數了一堆出來
[00:11:31.640 --> 00:11:33.640]  Google一下都全部出來了
[00:11:33.640 --> 00:11:35.640]  沒什麼特別深奧的
[00:11:35.640 --> 00:11:39.640]  世界認同耶穌洗腳
[00:11:39.640 --> 00:11:45.640]  是一個謙卑、愛和服侍的榜樣
[00:11:45.640 --> 00:11:50.640]  約翰提出這一點更加理所當然
[00:11:50.640 --> 00:11:53.640]  因為他覺得自己是愛的門徒
[00:11:53.640 --> 00:11:55.640]  所以他將耶穌的愛
[00:11:55.640 --> 00:11:57.640]  透過洗腳
[00:11:57.640 --> 00:12:00.640]  更加可以表達自己個人的意思
[00:12:00.640 --> 00:12:02.640]  在這裡我想停一停
[00:12:02.640 --> 00:12:03.640]  想一想
[00:12:03.640 --> 00:12:06.640]  是不是就是這麼簡單呢
[00:12:06.640 --> 00:12:11.640]  是不是就是為了傳達一個謙卑的信息
[00:12:11.640 --> 00:12:17.640]  而這麼大件事將杯和餅都不顯露出來
[00:12:17.640 --> 00:12:19.640]  而是將洗腳顯露出來呢
[00:12:19.640 --> 00:12:21.640]  我覺得在這點上我們應該停一停
[00:12:21.640 --> 00:12:22.640]  想一想
[00:12:22.640 --> 00:12:26.640]  是不是就是單單為了謙卑這麼簡單呢
[00:12:26.640 --> 00:12:28.640]  其實世界上不同的宗教
[00:12:28.640 --> 00:12:30.640]  不同的哲學
[00:12:30.640 --> 00:12:32.640]  都去推崇謙卑
[00:12:32.640 --> 00:12:36.640]  其實我們有什麼了不起呢
[00:12:36.640 --> 00:12:38.640]  我們又說這件事
[00:12:38.640 --> 00:12:41.640]  除了謙卑我們互相傷害之外
[00:12:41.640 --> 00:12:44.640]  我覺得如果單單從一個
[00:12:44.640 --> 00:12:46.640]  我們要學習做好人
[00:12:46.640 --> 00:12:48.640]  我們要學習做一個好基督徒
[00:12:48.640 --> 00:12:51.640]  單單從這個角度我們去看這段經文的話
[00:12:51.640 --> 00:12:52.640]  各位電影節目的朋友
[00:12:52.640 --> 00:12:57.640]  我覺得我們低估了其中的屬靈的價值是什麼
[00:12:57.640 --> 00:13:00.640]  耶穌為門徒洗腳的意義
[00:13:00.640 --> 00:13:05.640]  我相信不只是教導門徒他們謙卑
[00:13:05.640 --> 00:13:08.640]  而是為什麼要謙卑
[00:13:08.640 --> 00:13:11.640]  為何要謙卑
[00:13:11.640 --> 00:13:13.640]  因為我們做事
[00:13:13.640 --> 00:13:16.640]  沒理由無緣無故找這些來做的
[00:13:16.640 --> 00:13:19.640]  是啊,很修養嘛
[00:13:19.640 --> 00:13:21.640]  這裡樣樣東西都可以修養的
[00:13:21.640 --> 00:13:23.640]  何必這麼大件事呢
[00:13:23.640 --> 00:13:25.640]  所以在這個轉彎點上
[00:13:25.640 --> 00:13:27.640]  各位電影節目的朋友
[00:13:27.640 --> 00:13:34.640]  我想和大家再深入去看看這段經文的記載
[00:13:34.640 --> 00:13:36.640]  在這個記載當中
[00:13:36.640 --> 00:13:39.640]  特別從約翰福音的揀選
[00:13:39.640 --> 00:13:41.640]  去表達到耶穌的救贖
[00:13:41.640 --> 00:13:44.640]  在最後的晚餐上面
[00:13:44.640 --> 00:13:47.640]  祂洗腳來做這個環節
[00:13:47.640 --> 00:13:50.640]  意義在哪一處
[00:13:50.640 --> 00:13:51.640]  像剛才說過
[00:13:51.640 --> 00:13:55.640]  禹節的晚飯和最後晚飯的連接
[00:13:55.640 --> 00:13:58.640]  餅和杯
[00:13:58.640 --> 00:14:00.640]  我們都在猶太人的歷史上
[00:14:00.640 --> 00:14:02.640]  可以找到源頭
[00:14:02.640 --> 00:14:05.640]  因為最後的晚餐是由禹節
[00:14:05.640 --> 00:14:09.640]  我們在舊約可以看到很多蛛絲馬跡
[00:14:09.640 --> 00:14:13.640]  甚至基督教我們都會嘗試
[00:14:13.640 --> 00:14:15.640]  我們有些教會會
[00:14:15.640 --> 00:14:18.640]  我們自己組織一個禹節的晚飯
[00:14:18.640 --> 00:14:21.640]  去經歷一下當年埃及人
[00:14:21.640 --> 00:14:23.640]  他們要去出埃及的時候
[00:14:23.640 --> 00:14:27.640]  或者以後他們要去紀念他們的神的救贖
[00:14:27.640 --> 00:14:29.640]  我們都可以找到很多蛛絲馬跡
[00:14:29.640 --> 00:14:33.640]  每一樣的食物 每一樣的餅和杯
[00:14:33.640 --> 00:14:35.640]  有四個杯 哪個杯打哪個杯
[00:14:35.640 --> 00:14:37.640]  我們可以找到很多的細節
[00:14:37.640 --> 00:14:41.640]  但是在最後晚餐的禹節的過程
[00:14:41.640 --> 00:14:43.640]  那個傳統當中
[00:14:43.640 --> 00:14:47.640]  我們是找不到洗腳這件事出來的
[00:14:47.640 --> 00:14:49.640]  所以這個又令我們再想一想
[00:14:49.640 --> 00:14:51.640]  耶穌的這個行動
[00:14:51.640 --> 00:14:55.640]  是和一般的禹節我們所預測的
[00:14:55.640 --> 00:14:58.640]  似乎有一點點好像不是很對勁
[00:14:58.640 --> 00:15:01.640]  當然猶太人他們洗手洗腳
[00:15:01.640 --> 00:15:03.640]  這個是經常的習慣
[00:15:03.640 --> 00:15:08.640]  但是在晚餐的中間還沒吃完的時候
[00:15:08.640 --> 00:15:11.640]  突然間加插這個動作
[00:15:11.640 --> 00:15:14.640]  這件事值得我們去想一想
[00:15:14.640 --> 00:15:16.640]  有什麼事情發生呢
[00:15:16.640 --> 00:15:19.640]  因為沒有一件事情的發生
[00:15:19.640 --> 00:15:22.640]  是無緣無故發生的
[00:15:22.640 --> 00:15:25.640]  我相信你和我都相信這件事
[00:15:25.640 --> 00:15:29.640]  我們沒有無緣無故去做一些事情
[00:15:29.640 --> 00:15:32.640]  一般我們要揀選一些重要的事情來做的時候
[00:15:32.640 --> 00:15:35.640]  沒有啊 因為無緣無故
[00:15:35.640 --> 00:15:37.640]  如果我們要去做出來的話
[00:15:37.640 --> 00:15:40.640]  因為一定有些事情我們是要針對的
[00:15:40.640 --> 00:15:42.640]  這個就是我這個信息
[00:15:42.640 --> 00:15:45.640]  其中下一半就說耶穌為門徒洗腳
[00:15:45.640 --> 00:15:49.640]  但是魔鬼就在這個細節當中
[00:15:49.640 --> 00:15:52.640]  真是魔鬼在這個細節當中
[00:15:52.640 --> 00:15:55.640]  我們把經文分開來
[00:15:55.640 --> 00:15:58.640]  我們再看看它裡面有什麼意思
[00:15:58.640 --> 00:16:01.640]  《禹節》我們有一段經文
[00:16:01.640 --> 00:16:03.640]  我們回到經文
[00:16:03.640 --> 00:16:07.640]  我們把經文看到中間有些是灰暗了的字
[00:16:07.640 --> 00:16:08.640]  所以你們不需要讀
[00:16:08.640 --> 00:16:14.640]  我們把經文連串起來
[00:16:14.640 --> 00:16:15.640]  我們找到意思
[00:16:15.640 --> 00:16:19.640]  在《禹節》之前耶穌知道自己離世
[00:16:19.640 --> 00:16:22.640]  到第三節耶穌知道
[00:16:22.640 --> 00:16:24.640]  父將萬有交在祂的手裡
[00:16:24.640 --> 00:16:26.640]  然後祂說知道
[00:16:26.640 --> 00:16:28.640]  這段經文我畫了幾圈出來
[00:16:28.640 --> 00:16:31.640]  你們可以看到不是太難
[00:16:31.640 --> 00:16:33.640]  從救贖當中
[00:16:33.640 --> 00:16:36.640]  耶穌知道祂離世
[00:16:36.640 --> 00:16:39.640]  祂知道救恩快要成就
[00:16:39.640 --> 00:16:40.640]  祂知道祂上十字架
[00:16:40.640 --> 00:16:42.640]  知道知道知道
[00:16:42.640 --> 00:16:43.640]  是很清楚的
[00:16:43.640 --> 00:16:45.640]  就是說這個救贖
[00:16:45.640 --> 00:16:47.640]  如果我換一個角度去說另外一個信息
[00:16:47.640 --> 00:16:49.640]  總之這三個知道
[00:16:49.640 --> 00:16:51.640]  都可以說出一篇信息
[00:16:51.640 --> 00:16:57.640]  這個是很直線的去看這段經文的意思
[00:16:57.640 --> 00:16:59.640]  但我想換一個角度
[00:16:59.640 --> 00:17:02.640]  把灰暗了的字顯現出來
[00:17:02.640 --> 00:17:03.640]  我們下一張看看
[00:17:03.640 --> 00:17:05.640]  灰暗了的字你不要看了
[00:17:05.640 --> 00:17:08.640]  我把深色的字
[00:17:08.640 --> 00:17:11.640]  因為歌句的說話很有意思
[00:17:11.640 --> 00:17:14.640]  因為歌句的說話是加插進去的
[00:17:14.640 --> 00:17:17.640]  就是說約翰在記載這件事情的時候
[00:17:17.640 --> 00:17:20.640]  在記載下來之後
[00:17:20.640 --> 00:17:22.640]  突然間他覺得
[00:17:22.640 --> 00:17:25.640]  有一樣東西他不知道放在前還是放在後
[00:17:25.640 --> 00:17:27.640]  另外開一張
[00:17:27.640 --> 00:17:29.640]  他在這個轉彎點裡面
[00:17:29.640 --> 00:17:32.640]  我們叫做加插
[00:17:32.640 --> 00:17:35.640]  加插不是說以後才加上去
[00:17:35.640 --> 00:17:37.640]  只不過在過程當中
[00:17:37.640 --> 00:17:39.640]  他發覺到有一樣東西
[00:17:39.640 --> 00:17:41.640]  都不知道放在哪一處
[00:17:41.640 --> 00:17:43.640]  他很尷尬的時候
[00:17:43.640 --> 00:17:45.640]  他放在這個中間裡面
[00:17:45.640 --> 00:17:48.640]  這個曲線去傳承這段經文
[00:17:48.640 --> 00:17:52.640]  魔鬼以將賣耶穌的意思
[00:17:52.640 --> 00:17:56.640]  放在西門的兒子嘉良人猶大的心裡
[00:17:56.640 --> 00:17:59.640]  這個是其中一個的門徒
[00:17:59.640 --> 00:18:02.640]  這個曲線的加插句
[00:18:02.640 --> 00:18:04.640]  令我們對整段的經文
[00:18:04.640 --> 00:18:08.640]  浮現出一個不同的思念
[00:18:08.640 --> 00:18:10.640]  或者是有一種的幻想
[00:18:10.640 --> 00:18:12.640]  或者是有一種的意境
[00:18:12.640 --> 00:18:15.640]  在整個漫畫裡面
[00:18:15.640 --> 00:18:17.640]  突然間浮現了一樣東西
[00:18:17.640 --> 00:18:20.640]  我們不知道將它放在哪一個位置
[00:18:20.640 --> 00:18:22.640]  但是不說它又不行
[00:18:22.640 --> 00:18:24.640]  我忘記了第一節有沒有事
[00:18:24.640 --> 00:18:27.640]  我們會有些想表達的心意
[00:18:27.640 --> 00:18:29.640]  你真的不知道放在哪一處
[00:18:29.640 --> 00:18:32.640]  我們可能將它放了出來
[00:18:32.640 --> 00:18:34.640]  但是它帶來的影響力
[00:18:34.640 --> 00:18:37.640]  可能超過你和我想
[00:18:37.640 --> 00:18:40.640]  所以這個叫插入語的句子
[00:18:40.640 --> 00:18:43.640]  它不是去打斷這個主題
[00:18:43.640 --> 00:18:46.640]  它只不過在這個主題當中
[00:18:46.640 --> 00:18:49.640]  它要去更加引人注目
[00:18:49.640 --> 00:18:52.640]  我們肉眼未必看到的事情
[00:18:52.640 --> 00:18:54.640]  而是肉眼之外
[00:18:54.640 --> 00:18:56.640]  讓我們看到另外一個層面
[00:18:56.640 --> 00:18:58.640]  在約翰福音書的表現
[00:18:58.640 --> 00:19:01.640]  就是在一個黑暗的背後
[00:19:01.640 --> 00:19:05.640]  我們要看出一個真實的現象
[00:19:05.640 --> 00:19:12.640]  所以這個不是一個普通的節日晚餐
[00:19:12.640 --> 00:19:14.640]  如果門徒跟隨耶穌三十年
[00:19:14.640 --> 00:19:16.640]  我們猜測聖經沒有怎麼說
[00:19:16.640 --> 00:19:19.640]  這個也不是他們首次如此的晚餐
[00:19:19.640 --> 00:19:22.640]  不過這次
[00:19:22.640 --> 00:19:25.640]  在最後的晚餐當中
[00:19:25.640 --> 00:19:27.640]  這個表達是以前沒有的
[00:19:27.640 --> 00:19:31.640]  因為這個加插語
[00:19:31.640 --> 00:19:35.640]  是帶著一種怎樣的感受
[00:19:35.640 --> 00:19:39.640]  殺機重重的感受
[00:19:39.640 --> 00:19:41.640]  殺意重重
[00:19:41.640 --> 00:19:45.640]  隱藏在背後的一種殺機
[00:19:45.640 --> 00:19:47.640]  我把這段經文再拉闊一點
[00:19:47.640 --> 00:19:50.640]  我們再去看一看
[00:19:50.640 --> 00:19:55.640]  由第二章推到很前
[00:19:55.640 --> 00:20:00.640]  第二節我們用二十七節來收尾
[00:20:00.640 --> 00:20:02.640]  將這兩節夾在一起
[00:20:02.640 --> 00:20:08.640]  讓我們看整個行動的大環境
[00:20:08.640 --> 00:20:10.640]  因為第二節就說
[00:20:10.640 --> 00:20:14.640]  吃晚飯的時候
[00:20:14.640 --> 00:20:17.640]  魔鬼已將賣耶穌的意思
[00:20:17.640 --> 00:20:20.640]  放在西門的兒子嘉掠人猶大的心裡
[00:20:20.640 --> 00:20:22.640]  誰出現了?
[00:20:22.640 --> 00:20:26.640]  魔鬼出現在這段經文當中
[00:20:26.640 --> 00:20:29.640]  但因為我們對洗腳太興奮
[00:20:29.640 --> 00:20:31.640]  我們可能沒有留意到
