
[00:00:00.000 --> 00:00:02.320]  各位電影主媒《平安大宴你書》
[00:01:07.760 --> 00:01:12.280]  於是丹尼尼就向神祈禱
[00:01:12.280 --> 00:01:15.920]  又叫他三個朋友為他祈禱
[00:01:15.920 --> 00:01:18.080]  他說我們需要求神
[00:01:18.080 --> 00:01:20.680]  給我們啟示
[00:01:20.680 --> 00:01:24.640]  讓我知道皇帝到底做了一個什麼夢
[00:01:24.640 --> 00:01:29.080]  於是他就傳話回去給皇帝
[00:01:29.080 --> 00:01:31.960]  皇啊 你給我們一點時間
[00:01:31.960 --> 00:01:34.200]  我們向我們的神祈禱
[00:01:34.200 --> 00:01:38.200]  希望神會將你的夢告訴我們
[00:01:38.200 --> 00:01:40.760]  然後我們可以跟你講解
[00:01:40.760 --> 00:01:43.840]  於是皇帝就真的准許
[00:01:43.840 --> 00:01:46.120]  讓丹尼尼和他的朋友
[00:01:46.120 --> 00:01:48.600]  有多一點時間來祈禱
[00:01:48.600 --> 00:01:50.240]  向神懇求
[00:01:50.240 --> 00:01:52.200]  哇 丹尼尼在神面前
[00:01:52.200 --> 00:01:54.160]  好狠切的祈禱
[00:01:54.160 --> 00:01:55.200]  他說神啊
[00:01:55.200 --> 00:01:57.120]  哇 祢要救我的命
[00:01:57.120 --> 00:02:01.040]  求天父祢將皇帝所發的夢
[00:02:01.040 --> 00:02:03.400]  向我指示
[00:02:03.400 --> 00:02:05.200]  真的很感恩
[00:02:05.200 --> 00:02:07.320]  我們的神是一個事事
[00:02:07.320 --> 00:02:09.640]  聽我們祈禱的神
[00:02:09.640 --> 00:02:12.000]  當丹尼尼好狠切
[00:02:12.000 --> 00:02:13.320]  向神懇求
[00:02:13.320 --> 00:02:16.680]  神就聽了他的禱告
[00:02:16.680 --> 00:02:19.080]  所以丹尼尼書第二章
[00:02:19.080 --> 00:02:21.520]  二十節到二十四節
[00:02:21.520 --> 00:02:24.600]  是丹尼尼一個很偉大
[00:02:24.600 --> 00:02:26.760]  對神的重贊
[00:02:26.760 --> 00:02:29.280]  他說你是天上最高的神
[00:02:29.280 --> 00:02:31.360]  沒有神可以比你
[00:02:31.360 --> 00:02:33.560]  你是那個癡人智慧
[00:02:33.560 --> 00:02:37.200]  癡人學問癡人各樣東西的神
[00:02:37.200 --> 00:02:40.440]  哇 他讚美神的偉大
[00:02:40.440 --> 00:02:42.040]  神的奇妙
[00:02:42.040 --> 00:02:45.040]  神的豐富無比
[00:02:45.040 --> 00:02:48.040]  當他知道皇發了一個什麼夢
[00:02:48.040 --> 00:02:52.000]  他就有信心進去見皇
[00:02:52.000 --> 00:02:53.160]  他說皇啊
[00:02:53.160 --> 00:02:55.080]  是我們的神
[00:02:55.080 --> 00:02:57.400]  將你的夢告訴我
[00:02:57.400 --> 00:02:59.280]  所以不是我有什麼能力
[00:02:59.280 --> 00:03:01.280]  是神啟示我的
[00:03:01.280 --> 00:03:04.240]  你發的夢是這樣的
[00:03:04.240 --> 00:03:06.040]  於是他就開始說
[00:03:06.040 --> 00:03:09.040]  你看到一個很大的像
[00:03:09.040 --> 00:03:12.320]  頭是金造的
[00:03:12.320 --> 00:03:17.440]  但是胸口和兩個膀臂是銀造的
[00:03:17.440 --> 00:03:23.400]  腹部和腰部是銅造的
[00:03:23.400 --> 00:03:32.320]  兩隻腳是半泥半鐵的
[00:03:32.320 --> 00:03:42.680]  下面的材料是等級一路減的
[00:03:42.680 --> 00:03:48.000]  然後有一塊飛人手造出來的石
[00:03:48.000 --> 00:03:51.000]  就打到腿上
[00:03:51.000 --> 00:03:53.400]  就是半泥半鐵那裡
[00:03:53.400 --> 00:03:57.760]  於是整個像就掉下來
[00:03:57.760 --> 00:04:00.280]  炸得粉碎
[00:04:00.280 --> 00:04:03.360]  這就是你發的夢
[00:04:03.360 --> 00:04:07.000]  哇 這個皇太太開心到不得了
[00:04:07.000 --> 00:04:08.960]  他說 達爾里里好東西
[00:04:08.960 --> 00:04:12.080]  達爾里里的神很厲害
[00:04:12.080 --> 00:04:13.800]  他是萬神之神
[00:04:13.800 --> 00:04:15.680]  是最高的真神
[00:04:15.680 --> 00:04:18.600]  真的將這個夢告訴我
[00:04:18.600 --> 00:04:19.840]  我都不記得了
[00:04:19.840 --> 00:04:22.680]  現在對啊 你說得對
[00:04:22.680 --> 00:04:25.840]  哇 他大大讚賞達爾里
[00:04:25.840 --> 00:04:27.640]  還有更難得的是
[00:04:27.640 --> 00:04:32.520]  達爾里為神做了一個很好的介紹
[00:04:32.520 --> 00:04:35.200]  利布甲利撒開始知道
[00:04:35.200 --> 00:04:38.200]  唯有達爾里所信的神
[00:04:38.200 --> 00:04:43.560]  是獨一無二最高的真神
[00:04:43.560 --> 00:04:47.800]  各位 我們今天頗需要這份勇氣
[00:04:47.800 --> 00:04:53.160]  我們今天頗需要這份聰明智慧
[00:04:53.160 --> 00:04:57.920]  讓我們在愛人面前為神做見證
[00:04:57.920 --> 00:04:59.840]  所以我們的一舉一動
[00:04:59.840 --> 00:05:03.800]  我們的言行舉止都非常重要
[00:05:03.800 --> 00:05:06.880]  我們要帶著基督的香氣
[00:05:06.880 --> 00:05:08.960]  帶著基督的樣子
[00:05:08.960 --> 00:05:13.640]  讓別人從我身上能夠見耶穌
[00:05:13.640 --> 00:05:17.400]  然後到第三章 達爾里書第三章
[00:05:17.400 --> 00:05:19.800]  就這三個朋友
[00:05:19.800 --> 00:05:23.200]  原來當時王的一些手下
[00:05:23.200 --> 00:05:26.120]  就立了一個金像
[00:05:26.120 --> 00:05:29.000]  就是利布甲利撒王的金像
[00:05:29.000 --> 00:05:33.360]  就規定所有在耶路撒冷的人
[00:05:33.360 --> 00:05:40.240]  所有在當時的人都要向金像下拜
[00:05:40.240 --> 00:05:42.320]  當號令一響
[00:05:42.320 --> 00:05:45.760]  全部人都向金像下拜
[00:05:45.760 --> 00:05:49.360]  但是有三個人站在那裡不拜
[00:05:49.360 --> 00:05:52.080]  這三個人這樣都夠膽?
[00:05:52.080 --> 00:05:56.320]  這三個人就是達爾里那三個朋友
[00:05:56.320 --> 00:06:03.800]  亞撒利亞 米撒利 還有米德拉
[00:06:03.800 --> 00:06:06.560]  三個人不拜
[00:06:06.560 --> 00:06:10.680]  於是原來王的這套召令是說
[00:06:10.680 --> 00:06:13.440]  如果你不向這個像下拜
[00:06:13.440 --> 00:06:16.760]  你就會拋在火窯裡面
[00:06:16.760 --> 00:06:20.840]  其實就是那些謀士在那裡出一些計謀
[00:06:20.840 --> 00:06:24.960]  於是他們將火窯的火加熱七倍
[00:06:24.960 --> 00:06:29.760]  那些去加火的人都被燒死了
[00:06:29.760 --> 00:06:32.280]  於是他們就將這三個朋友
[00:06:32.280 --> 00:06:35.160]  扔進火窯裡面
[00:06:35.160 --> 00:06:36.880]  但是很奇怪
[00:06:36.880 --> 00:06:38.160]  他們看著看著
[00:06:38.160 --> 00:06:42.000]  為什麼火窯裡面有四個人?
[00:06:42.000 --> 00:06:45.160]  有另外一個人站在裡面
[00:06:45.160 --> 00:06:47.120]  而且看到這四個人
[00:06:47.120 --> 00:06:50.720]  竟然間在火窯當中走來走去
[00:06:50.720 --> 00:06:53.560]  好像沒事一樣
[00:06:53.560 --> 00:06:57.320]  這麼奇怪 為什麼會多了一個人?
[00:06:57.320 --> 00:07:01.680]  於是他們就將火窯的火熄了
[00:07:01.680 --> 00:07:04.200]  然後就叫他們出來
[00:07:04.200 --> 00:07:07.000]  那些衣服都沒有燒到
[00:07:07.000 --> 00:07:10.560]  連燒焦的味道都沒有
[00:07:10.560 --> 00:07:14.240]  三個朋友 達爾里三個朋友
[00:07:14.240 --> 00:07:19.640]  安然無恙 平安無事
[00:07:19.640 --> 00:07:23.400]  各位 達爾里書第三章
[00:07:23.400 --> 00:07:27.720]  給了我們一個很寶貴很寶貴的信息
[00:07:27.720 --> 00:07:30.960]  另外在火窯當中那位是誰?
[00:07:30.960 --> 00:07:33.840]  那位就是神子
[00:07:33.840 --> 00:07:37.360]  神差祂的兒子來這個世界
[00:07:37.360 --> 00:07:42.120]  就陪我們走這條人生的路
[00:07:42.120 --> 00:07:44.320]  後來耶穌升天之後
[00:07:44.320 --> 00:07:48.200]  祂又派聖靈來住在我們當中
[00:07:48.200 --> 00:07:49.720]  與我們同在
[00:07:49.720 --> 00:07:53.000]  作我們趣事的幫助
[00:07:53.000 --> 00:07:56.080]  沒錯 有時我們會經歷苦難
[00:07:56.080 --> 00:07:58.320]  有時我們會接受考驗
[00:07:58.320 --> 00:08:02.200]  但是神是在我們旁邊
[00:08:02.200 --> 00:08:03.960]  加力給我們
[00:08:03.960 --> 00:08:06.960]  在我們旁邊陪著我們
[00:08:06.960 --> 00:08:09.360]  當然這三個人都不知道
[00:08:09.360 --> 00:08:11.800]  扔進火窯會有什麼後果
[00:08:11.800 --> 00:08:16.160]  但是神就好像伸出祂保護的旁臂
[00:08:16.160 --> 00:08:20.160]  包圍著他們 保護著他們
[00:08:20.160 --> 00:08:23.840]  攔著一切的火燒在他們身上
[00:08:23.840 --> 00:08:29.120]  各位 我們的神是一位可信可靠的神
[00:08:29.120 --> 00:08:31.360]  當無論在什麼境況裡
[00:08:31.360 --> 00:08:35.680]  只要你仰望神 倚靠神 投靠神
[00:08:35.680 --> 00:08:39.600]  神總有方法救拔你
[00:08:39.600 --> 00:08:43.680]  將你在困難 患難當中救拔出來
[00:08:43.680 --> 00:08:47.440]  在詩篇裡有很多篇詩篇都是這樣說的
[00:08:47.440 --> 00:08:50.640]  神啊 求祢救拔我
[00:08:50.640 --> 00:08:53.520]  神啊 求祢醫治我
[00:08:53.520 --> 00:08:56.120]  神啊 求祢作我的避難所
[00:08:56.120 --> 00:08:59.360]  作我的高台 作我的保障
[00:08:59.360 --> 00:09:02.880]  我要隱藏在祢的盤石底下
[00:09:02.880 --> 00:09:06.840]  原來神就是我們最大的保障
[00:09:06.840 --> 00:09:10.360]  神就是我們最大的幫助
[00:09:10.360 --> 00:09:12.880]  所以《彈耶利書》第二章
[00:09:12.880 --> 00:09:17.240]  就說到神將夢啟示彈耶利
[00:09:17.240 --> 00:09:19.400]  但是《彈耶利書》第三章
[00:09:19.400 --> 00:09:23.240]  說到三個朋友被扔在火燒裡面
[00:09:23.240 --> 00:09:26.200]  但是有第四個人出現
[00:09:26.200 --> 00:09:29.000]  我每一次想起這個第四個人
[00:09:29.000 --> 00:09:31.480]  我心中都很感人
[00:09:31.480 --> 00:09:34.000]  因為神就是這樣
[00:09:34.000 --> 00:09:37.520]  祂親自來保護我們
[00:09:37.520 --> 00:09:39.520]  祂與我們同在
[00:09:39.520 --> 00:09:41.240]  祂陪我們走
[00:09:41.240 --> 00:09:43.920]  所以我們經過死忍的憂谷
[00:09:43.920 --> 00:09:45.400]  也不怕遭害
[00:09:45.400 --> 00:09:48.240]  有時我們會落在低谷的裡面
[00:09:48.240 --> 00:09:50.040]  也不怕遭害
[00:09:50.040 --> 00:09:53.600]  因為祢將祢的肝都安慰我
[00:09:53.600 --> 00:09:58.720]  祢在我旁邊是與我同行的神
[00:09:58.720 --> 00:10:01.320]  各位 我不知道在你人生的路上
[00:10:01.320 --> 00:10:02.480]  你有沒有經歷
[00:10:02.480 --> 00:10:04.480]  神就是這麼可靠
[00:10:04.480 --> 00:10:06.200]  神就是這麼信誓
[00:10:06.200 --> 00:10:07.720]  祂陪著我們
[00:10:07.720 --> 00:10:09.480]  祂與我們同行
[00:10:09.480 --> 00:10:11.920]  讓《彈耶利》這三位朋友
[00:10:11.920 --> 00:10:14.440]  這個這麼特別的經歷
[00:10:14.440 --> 00:10:17.640]  成為我們生命裡面一個的激勵
[00:10:17.640 --> 00:10:21.480]  我們千萬不要怕各樣的難處
[00:10:21.480 --> 00:10:23.040]  各樣的打擊
[00:10:23.040 --> 00:10:26.160]  神必作祢的幫助
[00:10:26.160 --> 00:10:29.040]  神必與你同行
[00:10:29.040 --> 00:10:32.280]  所以求神幫助你在今年2025年
[00:10:32.280 --> 00:10:35.400]  雖然我們不知道前面會有什麼事發生
[00:10:35.400 --> 00:10:37.880]  但是無論或福或禍
[00:10:37.880 --> 00:10:40.120]  無論是危險或者是艱難
[00:10:40.120 --> 00:10:44.440]  神總會叫我們乘風破浪
[00:10:44.440 --> 00:10:47.400]  經歷一切的艱難
[00:10:47.400 --> 00:10:51.680]  而且我們能夠不受打擾
[00:10:51.680 --> 00:10:53.760]  不被損害
[00:10:53.760 --> 00:10:55.240]  願神祝福你
[00:10:55.240 --> 00:10:58.320]  帶領你事事加力給你
[00:10:58.320 --> 00:11:00.080]  天父祝福你
