
[00:00:00.000 --> 00:00:02.800]  全村的弟兄姊妹 祝你平安
[00:05:03.200 --> 00:05:05.600]  他們確實很害怕
[00:05:05.600 --> 00:05:08.400]  在問這個到底是誰
[00:05:08.400 --> 00:05:11.200]  因為這個門徒跟耶穌知道他是夫子
[00:05:11.200 --> 00:05:13.400]  知道他可以教很多的神學
[00:05:13.400 --> 00:05:16.300]  聖經的道理人生的道理
[00:05:16.300 --> 00:05:19.700]  但是看他做那些神跡歧視
[00:05:19.700 --> 00:05:21.300]  都是幫人家的
[00:05:21.300 --> 00:05:23.100]  幫助其他人醫病
[00:05:23.100 --> 00:05:26.200]  但是在他身處這個現場的環境
[00:05:26.200 --> 00:05:28.100]  這個門徒可能是第一次
[00:05:28.100 --> 00:05:29.600]  哇我怕得要死了
[00:05:29.600 --> 00:05:31.100]  要耶穌來救我
[00:05:31.100 --> 00:05:33.100]  究竟那個耶穌是誰呢
[00:05:33.100 --> 00:05:35.000]  耶穌是誰
[00:05:35.000 --> 00:05:37.300]  也是我們對待的一個問號
[00:05:37.300 --> 00:05:39.600]  究竟我們認識我們不認識
[00:05:39.600 --> 00:05:42.000]  我們的主耶穌基督呢
[00:05:42.000 --> 00:05:45.400]  講到這裡才進入今天要講的經文
[00:05:45.400 --> 00:05:46.800]  我們必須有這個背景
[00:05:46.800 --> 00:05:48.400]  在毒殺區的話
[00:05:48.400 --> 00:05:52.000]  我們的印象可能就更深入
[00:05:52.000 --> 00:05:56.800]  然後他們這個到了
[00:05:56.800 --> 00:06:00.200]  傳到了格拉森的地區
[00:06:00.200 --> 00:06:01.700]  就是在伽利利的對面
[00:06:01.700 --> 00:06:03.900]  這個地圖就是
[00:06:03.900 --> 00:06:07.200]  看到這個圓圈就是格拉森的這個地方
[00:06:07.200 --> 00:06:09.600]  他們猶太人本來耶穌的活動
[00:06:09.600 --> 00:06:14.600]  就是在伽利利湖的這個西邊
[00:06:14.600 --> 00:06:16.700]  很少跑到東邊去的
[00:06:16.700 --> 00:06:18.900]  這個地圖很清楚跑到東邊去
[00:06:18.900 --> 00:06:22.100]  東邊那邊你看到一個有外邦人的地區
[00:06:22.100 --> 00:06:23.500]  那個是一個外邦人
[00:06:23.500 --> 00:06:26.000]  就是約丹那些外邦人
[00:06:26.000 --> 00:06:29.100]  跟那個以色列人在稍微北邊的
[00:06:29.100 --> 00:06:32.400]  那些猶太人的交接的地方
[00:06:32.400 --> 00:06:36.400]  是一個等於說中西文化交流的地方
[00:06:36.400 --> 00:06:37.600]  清楚嗎
[00:06:37.600 --> 00:06:39.500]  跑到那邊去
[00:06:39.500 --> 00:06:40.900]  就是伽利利的對面
[00:06:40.900 --> 00:06:43.900]  耶穌一上岸的時候
[00:06:43.900 --> 00:06:47.400]  被鬼附著的人迎面而來
[00:06:47.400 --> 00:06:48.700]  一上船
[00:06:48.700 --> 00:06:51.900]  有耶穌要幫助的人
[00:06:51.900 --> 00:06:54.300]  就已經出現在那個他的跟前
[00:06:54.300 --> 00:06:57.400]  他的面前
[00:06:57.400 --> 00:07:01.700]  這個人怎麼樣呢
[00:07:01.700 --> 00:07:06.300]  這個人已經是很久沒有穿衣服
[00:07:06.300 --> 00:07:08.500]  不住在伽利
[00:07:08.500 --> 00:07:11.200]  只住在那個墳墓裡面
[00:07:11.200 --> 00:07:13.500]  這個還算人嗎
[00:07:13.500 --> 00:07:14.500]  不穿衣服
[00:07:14.500 --> 00:07:16.300]  他已經沒有尊嚴
[00:07:16.300 --> 00:07:19.600]  沒有那個理智
[00:07:19.600 --> 00:07:21.300]  這個很多人就是
[00:07:21.300 --> 00:07:22.500]  他已經
[00:07:22.500 --> 00:07:24.400]  如果是人體大了
[00:07:24.400 --> 00:07:25.500]  可能我們空氣不大
[00:07:25.500 --> 00:07:26.600]  我們也可以脫衣服的
[00:07:26.600 --> 00:07:28.300]  你知道嗎
[00:07:28.300 --> 00:07:29.800]  我最近有一個老人家
[00:07:29.800 --> 00:07:32.100]  這個我家裡邊的一個老人家
[00:07:32.100 --> 00:07:34.700]  他就經常就這個脫到衣服了
[00:07:34.700 --> 00:07:35.500]  脫掉衣服的話
[00:07:35.500 --> 00:07:38.000]  這個可能要幫助他
[00:07:38.000 --> 00:07:38.900]  要吃點藥
[00:07:38.900 --> 00:07:41.200]  等他那個腦袋裡面可以
[00:07:41.200 --> 00:07:42.900]  有一點控制的能力
[00:07:42.900 --> 00:07:44.800]  這個人不穿衣服
[00:07:44.800 --> 00:07:45.900]  不住在伽利
[00:07:45.900 --> 00:07:46.900]  住在墳墓
[00:07:46.900 --> 00:07:48.600]  可憐不可憐
[00:07:48.600 --> 00:07:50.300]  有詐不能歸
[00:07:50.300 --> 00:07:51.700]  可憐嘛
[00:07:51.700 --> 00:07:53.600]  因為有鬼附在他身上
[00:07:53.600 --> 00:07:55.000]  好多的破壞
[00:07:55.000 --> 00:07:57.000]  詐人也不要他了
[00:07:57.000 --> 00:07:58.700]  我們最近這個疫情的時候
[00:07:58.700 --> 00:08:01.100]  我們如果住在那個竹高灣
[00:08:01.100 --> 00:08:02.300]  竹高灣
[00:08:02.300 --> 00:08:03.300]  要隔離的話
[00:08:03.300 --> 00:08:04.400]  兩個禮拜三個禮拜
[00:08:04.400 --> 00:08:05.800]  慘不慘啊
[00:08:05.800 --> 00:08:07.600]  好慘啊
[00:08:07.600 --> 00:08:09.000]  何況這個人
[00:08:09.000 --> 00:08:10.000]  沒穿衣服
[00:08:10.000 --> 00:08:13.000]  住在比這個
[00:08:13.000 --> 00:08:14.700]  隔離營還差的環境
[00:08:14.700 --> 00:08:16.100]  就是墳墓裡面
[00:08:16.100 --> 00:08:17.000]  非常的慘
[00:08:17.000 --> 00:08:18.200]  人不恥人
[00:08:18.200 --> 00:08:19.900]  無詐可歸
[00:08:19.900 --> 00:08:22.500]  但是這個還是人嘛
[00:08:22.500 --> 00:08:23.900]  但他一見到耶穌
[00:08:23.900 --> 00:08:25.000]  就俯伏
[00:08:25.000 --> 00:08:26.500]  在耶穌的面前
[00:08:26.500 --> 00:08:27.900]  就叫了
[00:08:27.900 --> 00:08:28.700]  大聲的叫
[00:08:28.700 --> 00:08:30.200]  叫什麼
[00:08:30.200 --> 00:08:33.500]  至高神的兒子耶穌
[00:08:33.500 --> 00:08:36.900]  至高神的兒子耶穌
[00:08:36.900 --> 00:08:38.300]  當時他的門徒
[00:08:38.300 --> 00:08:40.800]  還不知道耶穌是誰
[00:08:40.800 --> 00:08:41.600]  卻是這個人
[00:08:41.600 --> 00:08:43.300]  從來沒見過耶穌
[00:08:43.300 --> 00:08:45.100]  已經可以俯伏在地上
[00:08:45.100 --> 00:08:46.800]  高聲的喊叫
[00:08:46.800 --> 00:08:49.300]  至高神的兒子耶穌
[00:08:49.300 --> 00:08:51.500]  奇怪不奇怪啊
[00:08:51.500 --> 00:08:53.100]  這個不是人的理性
[00:08:53.100 --> 00:08:55.000]  可以理解的事情
[00:08:55.000 --> 00:08:57.300]  這個是因為他鬼附了
[00:08:57.300 --> 00:08:58.700]  在靈界
[00:08:58.700 --> 00:08:59.900]  知道耶穌基督的
[00:08:59.900 --> 00:09:01.900]  真正的身份
[00:09:01.900 --> 00:09:03.600]  明白嗎
[00:09:03.600 --> 00:09:05.700]  所以這個人是
[00:09:05.700 --> 00:09:06.900]  靈透過這個人
[00:09:06.900 --> 00:09:08.700]  發出這個聲音
[00:09:08.700 --> 00:09:10.900]  宣稱了耶穌真正的身份
[00:09:10.900 --> 00:09:13.600]  是至高神的兒子耶穌
[00:09:13.600 --> 00:09:14.700]  但他還提出一個問題
[00:09:14.700 --> 00:09:17.400]  就是我跟你有什麼關係
[00:09:17.400 --> 00:09:21.100]  求你不要使我受苦
[00:09:21.100 --> 00:09:21.900]  很奇妙的
[00:09:21.900 --> 00:09:22.900]  很奇怪的
[00:09:22.900 --> 00:09:24.500]  這些烏鬼啊
[00:09:24.500 --> 00:09:26.600]  叫這個人受苦
[00:09:26.600 --> 00:09:27.300]  耶穌來了
[00:09:27.300 --> 00:09:29.700]  卻叫耶穌不要叫我受苦
[00:09:29.700 --> 00:09:31.000]  這就是鬼誇連篇
[00:09:31.000 --> 00:09:33.600]  就是這個意思
[00:09:33.600 --> 00:09:34.600]  真的
[00:09:34.600 --> 00:09:37.800]  但是他有這個談判的餘地
[00:09:37.800 --> 00:09:38.400]  為什麼呢
[00:09:38.400 --> 00:09:40.000]  因為耶穌當時還沒有相識
[00:09:40.000 --> 00:09:42.900]  還沒有完成祂的助恩
[00:09:42.900 --> 00:09:45.800]  有一段時間還可以談判
[00:09:45.800 --> 00:09:48.600]  還可以在沒有最後的審判以前
[00:09:48.600 --> 00:09:50.000]  這些
[00:09:50.000 --> 00:09:51.400]  魔鬼 撒旦
[00:09:51.400 --> 00:09:53.200]  還有他的工作的餘地
[00:09:53.200 --> 00:09:53.800]  所以他就說
[00:09:53.800 --> 00:09:55.200]  我跟你有什麼關係
[00:09:55.200 --> 00:09:57.000]  我們的時候還沒到
[00:09:57.000 --> 00:10:00.400]  還沒有最後決裁的時候
[00:10:00.400 --> 00:10:01.200]  他們就知道
[00:10:01.200 --> 00:10:03.700]  還有一點可以談判的餘地
[00:10:03.700 --> 00:10:04.700]  誰已經說了
[00:10:04.700 --> 00:10:05.700]  二十九節
[00:10:05.700 --> 00:10:07.700]  這個節節是比較難搞的
[00:10:07.700 --> 00:10:11.300]  因為耶穌已經吩咐這個烏齡
[00:10:11.300 --> 00:10:13.500]  從那個人身上出來
[00:10:13.500 --> 00:10:15.900]  這個烏齡屢次地抓住那個人
[00:10:15.900 --> 00:10:20.600]  這個人是給鐵鍊和爪鏈捆索的
[00:10:20.600 --> 00:10:21.700]  有人看管
[00:10:21.700 --> 00:10:25.500]  但他可以爭斷那個鎖鏈
[00:10:25.500 --> 00:10:28.200]  被鬼趕到曠野
[00:10:28.200 --> 00:10:31.100]  這個是路加的回憶
[00:10:31.100 --> 00:10:34.200]  耶穌什麼時候跟那個烏齡有交往
[00:10:34.200 --> 00:10:36.300]  什麼時候跟那個烏齡說過
[00:10:36.300 --> 00:10:39.000]  前面一段都沒有說話
[00:10:39.000 --> 00:10:42.700]  但是如果我們知道耶穌出發的一天
[00:10:42.700 --> 00:10:44.800]  是往哪裡去
[00:10:44.800 --> 00:10:46.500]  要做什麼事情
[00:10:46.500 --> 00:10:49.500]  烏齡知道不知道
[00:10:49.500 --> 00:10:51.400]  也許都知道 對不對
[00:10:51.400 --> 00:10:53.100]  耶穌睡著了
[00:10:53.100 --> 00:10:56.600]  耶穌還做事不做事
[00:10:56.600 --> 00:10:57.900]  我們的父做事
[00:10:57.900 --> 00:11:01.300]  直到如今 人子也做事
[00:11:01.300 --> 00:11:02.300]  直到如今
[00:11:02.300 --> 00:11:04.800]  肉體的耶穌可能睡著了
[00:11:04.800 --> 00:11:07.600]  但他的靈還是活躍的
[00:11:07.600 --> 00:11:08.700]  人還沒到
[00:11:08.700 --> 00:11:10.300]  耶穌可以從這裡
[00:11:10.300 --> 00:11:12.300]  吩咐哪裡做事情嗎
[00:11:12.300 --> 00:11:13.700]  他意識的時候也不一定要
[00:11:13.700 --> 00:11:16.000]  親自到那個人的現場那邊去
[00:11:16.000 --> 00:11:17.300]  對不對
[00:11:17.300 --> 00:11:18.300]  我們相信就是說
[00:11:18.300 --> 00:11:22.100]  耶穌跟那些烏齡已經老早了
[00:11:22.100 --> 00:11:24.100]  隔空的有了對話
[00:11:24.100 --> 00:11:26.400]  從這個人身上出來
[00:11:26.400 --> 00:11:28.400]  但是這個烏齡是怎麼樣
[00:11:28.400 --> 00:11:30.700]  賴著不走 對不對
[00:11:30.700 --> 00:11:32.700]  沒有最後關頭
[00:11:32.700 --> 00:11:34.300]  他都不會出來
[00:11:34.300 --> 00:11:36.000]  還在海上
[00:11:36.000 --> 00:11:37.900]  興風作浪的
[00:11:37.900 --> 00:11:40.100]  希望攔著耶穌抵達
[00:11:40.100 --> 00:11:42.100]  格賴森的這個路線
[00:11:42.100 --> 00:11:43.800]  同意嗎
[00:11:43.800 --> 00:11:46.100]  但這個人很慘
[00:11:46.100 --> 00:11:47.900]  鎖鏈都鎖不住
[00:11:47.900 --> 00:11:49.300]  人看管了
[00:11:49.300 --> 00:11:51.500]  這個烏齡是不願意給人看管
[00:11:51.500 --> 00:11:54.400]  所以就是將那些鎖鏈全部掙斷以後
[00:11:54.400 --> 00:11:56.100]  跑到那個曠野
[00:11:56.100 --> 00:11:59.000]  然後馬可福音記載
[00:11:59.000 --> 00:12:00.700]  就說他到了曠野那邊
[00:12:00.700 --> 00:12:02.700]  住在那個墳墓那邊喊叫
[00:12:02.700 --> 00:12:04.300]  大聲的哭叫
[00:12:04.300 --> 00:12:06.600]  還拿那個石頭砍自己
[00:12:06.600 --> 00:12:07.500]  拿石頭砍自己
[00:12:07.500 --> 00:12:09.600]  就是如果這個人不服氣的時候
[00:12:09.600 --> 00:12:13.000]  這個鈴就用他的身體來傷害自己的身體
[00:12:13.000 --> 00:12:15.000]  慘不慘
[00:12:15.000 --> 00:12:15.700]  好慘
[00:12:15.700 --> 00:12:17.800]  這個人完全沒有自由
[00:12:17.800 --> 00:12:22.400]  完全被那些邪靈來控制
[00:12:22.400 --> 00:12:27.000]  這個時候耶穌跟那個在一起的交鋒的時候怎麼說呢
[00:12:27.000 --> 00:12:27.900]  三十節
[00:12:27.900 --> 00:12:30.900]  就說耶穌就問他你叫什麼名字
[00:12:30.900 --> 00:12:33.900]  我們希望這個人可以回答他的名字
[00:12:33.900 --> 00:12:35.900]  但這個人已經身不由己
[00:12:35.900 --> 00:12:39.200]  不能回答自己的名字
[00:12:39.200 --> 00:12:41.700]  他就說群
[00:12:41.700 --> 00:12:44.400]  這個群我們中間有沒有叫群
[00:12:44.400 --> 00:12:46.800]  廣東話很多群的
[00:12:46.800 --> 00:12:48.800]  這個不要誤會不是那個意思
[00:12:48.800 --> 00:12:50.500]  群是很多的意思
[00:12:50.500 --> 00:12:54.100]  因為進到那個人裡面的鬼很多
[00:12:54.100 --> 00:12:56.700]  這個原文那個legend就是一個
[00:12:56.700 --> 00:12:58.800]  部隊那邊的一個邊境
[00:12:58.800 --> 00:13:01.000]  大概四千到六千個人
[00:13:01.000 --> 00:13:03.900]  為一營一營的部隊
[00:13:03.900 --> 00:13:05.900]  就是一群的意思
[00:13:05.900 --> 00:13:07.400]  這個
[00:13:07.400 --> 00:13:11.700]  主耶穌曾經也在馬太福音二十六章五十三節的時候
[00:13:11.700 --> 00:13:13.700]  當人家來抓耶穌的時候
[00:13:13.700 --> 00:13:14.600]  他門徒要動手
[00:13:14.600 --> 00:13:16.600]  耶穌就說不要動手
[00:13:16.600 --> 00:13:20.600]  如果我要求天父可以派十二營的天使
[00:13:20.600 --> 00:13:21.700]  就是這個營
[00:13:21.700 --> 00:13:26.900]  十二營就是好幾萬的兵來天使來幫我
[00:13:26.900 --> 00:13:30.800]  這個營是很大很大的一個樹木
[00:13:30.800 --> 00:13:35.000]  在這個人的身上有那麼的鬼慘不慘
[00:13:35.000 --> 00:13:36.900]  耶穌問他要這樣打了
[00:13:36.900 --> 00:13:38.900]  但這個耶穌沒有趕他出來
[00:13:38.900 --> 00:13:41.500]  因為耶穌已經說過要趕他出來
[00:13:41.500 --> 00:13:43.900]  然後他這個鬼已經知道
[00:13:43.900 --> 00:13:46.500]  耶穌是最終的審判者
[00:13:46.500 --> 00:13:48.100]  終極的審判者
[00:13:48.100 --> 00:13:51.900]  所以他們就求耶穌不要教他們受苦
[00:13:51.900 --> 00:13:54.300]  不要讓他們進入無底坑
[00:13:54.300 --> 00:13:56.700]  無底坑就是在圓門那邊
[00:13:56.700 --> 00:14:01.400]  是一個沒有底的一個深淵
[00:14:01.400 --> 00:14:05.700]  這個在啓示錄的十一章七節
[00:14:05.700 --> 00:14:06.700]  十七章八節
[00:14:06.700 --> 00:14:08.500]  二十章三節都有記錄
[00:14:08.500 --> 00:14:12.100]  就是魔鬼撒旦最終極的一個地方
[00:14:12.100 --> 00:14:13.700]  從哪裡來就從哪裡回去
[00:14:13.700 --> 00:14:15.200]  不能再出來了
[00:14:15.200 --> 00:14:16.300]  明白嗎
[00:14:16.300 --> 00:14:17.700]  但這時候這個烏鬼就說
[00:14:17.700 --> 00:14:21.100]  耶穌求禰不要教我們進入無底坑
[00:14:21.100 --> 00:14:22.700]  還沒到時候
[00:14:22.700 --> 00:14:24.000]  求耶穌
[00:14:24.000 --> 00:14:26.100]  不是跟耶穌來對抗
[00:14:26.100 --> 00:14:27.700]  不是跟耶穌來談判
[00:14:27.700 --> 00:14:30.300]  而是哀求耶穌
[00:14:30.300 --> 00:14:33.000]  求耶穌不要擊潰我們
[00:14:33.000 --> 00:14:36.500]  離開這個人而進入那個無底坑那邊去
[00:14:36.500 --> 00:14:38.500]  這個圓門的這個意思
[00:14:38.500 --> 00:14:43.100]  因為他們知道最終極的主傳是在耶穌的手上
[00:14:43.100 --> 00:14:47.700]  那個時候他們的討價還價就出來了
[00:14:47.700 --> 00:14:51.100]  這個現場環境那邊還有一大群豬
[00:14:51.100 --> 00:14:53.300]  在山上吃東西
[00:14:53.300 --> 00:14:58.900]  因為當時那個是一個外邦人跟猶太人的交界地方
[00:14:58.900 --> 00:15:00.500]  猶太人不吃豬肉的
[00:15:00.500 --> 00:15:01.300]  不接近
[00:15:01.300 --> 00:15:04.000]  但是外邦人可以吃豬肉的
[00:15:04.000 --> 00:15:04.800]  吃火腿
[00:15:04.800 --> 00:15:06.300]  吃黑貓豬
[00:15:06.300 --> 00:15:07.200]  對不對
[00:15:07.200 --> 00:15:09.700]  所以他們做生意就養了很多豬
[00:15:09.700 --> 00:15:12.600]  究竟是外邦人養還是猶太人養我們不知道
[00:15:12.600 --> 00:15:14.700]  但是那個地方就養了很多豬了
[00:15:14.700 --> 00:15:20.600]  那個時候他就求耶穌准許他們進入豬群
[00:15:20.600 --> 00:15:23.600]  耶穌就允許了他們
[00:15:23.600 --> 00:15:24.700]  這個允許呢
[00:15:24.700 --> 00:15:28.100]  這個圓門有一點是suffer
[00:15:28.100 --> 00:15:30.000]  是忍耐的意思
[00:15:30.000 --> 00:15:31.500]  這個我跟姜牧師講一講
[00:15:31.500 --> 00:15:33.700]  如果我三十分鐘還沒講完呢
[00:15:33.700 --> 00:15:36.100]  允許我再講多一分鐘
[00:15:36.100 --> 00:15:36.700]  這個意思
[00:15:36.700 --> 00:15:38.200]  忍一忍
[00:15:38.200 --> 00:15:39.300]  允許我一下
[00:15:39.300 --> 00:15:41.300]  這個時候這種的態度
[00:15:41.300 --> 00:15:42.700]  你跟兒子講
[00:15:42.700 --> 00:15:43.600]  做功課
[00:15:43.600 --> 00:15:44.700]  他說等五分鐘
[00:15:44.700 --> 00:15:45.900]  你又忍他多五分鐘
[00:15:45.900 --> 00:15:46.900]  這個意思
[00:15:46.900 --> 00:15:49.600]  允許他們進入豬群
[00:15:49.600 --> 00:15:51.100]  耶穌就忍一忍
[00:15:51.100 --> 00:15:52.400]  讓他這樣做
[00:15:52.400 --> 00:15:53.800]  他們是求耶穌
[00:15:53.800 --> 00:15:55.900]  哀求耶穌
[00:15:55.900 --> 00:15:57.700]  看到這個語調嗎
[00:15:57.700 --> 00:15:59.400]  耶穌允許他們以後
[00:15:59.400 --> 00:16:03.000]  這個鬼就離開這個人
[00:16:03.000 --> 00:16:06.200]  鬼就從那個人的身上出來了
[00:16:06.200 --> 00:16:07.900]  然後進入豬群
[00:16:07.900 --> 00:16:10.400]  這個豬受驚以後怎麼樣啊
[00:16:10.400 --> 00:16:12.100]  往山上跑
[00:16:12.100 --> 00:16:13.000]  平常的豬很懶
[00:16:13.000 --> 00:16:15.400]  怎麼會跑山呢
