
[00:00:00.000 --> 00:00:04.080]  好,我今次想寫這個題目的時候
[00:06:52.840 --> 00:06:58.400]  從來沒有這樣強調只有血緣關係那些是母親
[00:06:58.400 --> 00:07:02.480]  在其他的經文裡面你都有提到
[00:07:02.480 --> 00:07:10.600]  誰是媽媽?
[00:07:10.600 --> 00:07:16.600]  誰是媽媽?
[00:07:16.600 --> 00:07:18.800]  就算說回夫妻關係裡面
[00:07:18.800 --> 00:07:20.560]  我們創世紀一早就說
[00:07:20.560 --> 00:07:22.640]  人要離開父母
[00:07:22.640 --> 00:07:26.960]  與妻子連合二人成為一體
[00:07:26.960 --> 00:07:29.160]  所以我們和上下文看到
[00:07:29.160 --> 00:07:32.720]  那個不只是聯合是說生孩子的
[00:07:32.720 --> 00:07:33.920]  它是說一些關係的
[00:07:33.920 --> 00:07:36.320]  人要離開父母與妻子聯合
[00:07:36.320 --> 00:07:38.120]  它是說一個關係
[00:07:38.120 --> 00:07:40.280]  所以一個人結婚的時候
[00:07:40.280 --> 00:07:42.680]  是進入一個關係
[00:07:42.680 --> 00:07:43.880]  是兩個人
[00:07:43.880 --> 00:07:47.200]  大家的家庭一起結婚的
[00:07:47.200 --> 00:07:50.680]  to某個extent
[00:07:50.680 --> 00:07:53.040]  是兩個家庭、兩個家族
[00:07:53.040 --> 00:07:54.160]  你的信仰
[00:07:54.160 --> 00:07:56.840]  信仰後面還有一個大家庭
[00:07:56.840 --> 00:08:00.320]  那種關係的聯合
[00:08:00.320 --> 00:08:04.680]  甚至乎你看回出埃及的二十章
[00:08:04.680 --> 00:08:06.800]  很清楚說你要孝敬父母
[00:08:06.800 --> 00:08:08.360]  使你日子在耶和華
[00:08:08.360 --> 00:08:12.040]  你所賜你的地上得以長久
[00:08:12.040 --> 00:08:13.360]  然後怕你看不明白
[00:08:13.360 --> 00:08:15.000]  舊約新約說得清楚一點
[00:08:15.000 --> 00:08:18.880]  要孝敬父母使你得福在世長壽
[00:08:18.880 --> 00:08:22.040]  這是第一條大應許的誡明
[00:08:22.040 --> 00:08:24.120]  其他誡明沒有應許的
[00:08:24.120 --> 00:08:25.720]  你們要怎樣怎樣
[00:08:25.720 --> 00:08:27.040]  不要偷竊
[00:08:27.040 --> 00:08:29.640]  那些只是一個命令
[00:08:29.640 --> 00:08:33.120]  唯是這一個誡明是大應許的
[00:08:33.120 --> 00:08:36.600]  你孝敬父母就會使你得福
[00:08:36.600 --> 00:08:39.240]  有你的好處
[00:08:39.240 --> 00:08:40.760]  在世長壽
[00:08:40.760 --> 00:08:45.040]  這是第一條大應許的誡明
[00:08:45.040 --> 00:08:47.480]  所以神很好
[00:08:47.480 --> 00:08:49.760]  孝順父母都要付出很多的
[00:08:49.760 --> 00:08:50.960]  我相信
[00:08:50.960 --> 00:08:56.120]  所以神都給我們一些很好的回報
[00:08:56.120 --> 00:08:56.760]  好了
[00:08:56.760 --> 00:09:02.240]  所以你將剛才那段經文一黏在一起的時候
[00:09:02.240 --> 00:09:04.080]  當一個人結婚的時候
[00:09:04.080 --> 00:09:06.080]  是兩個家庭
[00:09:06.080 --> 00:09:08.960]  雙方的父母
[00:09:08.960 --> 00:09:13.280]  都成為你的父母
[00:09:13.280 --> 00:09:15.040]  那我就去
[00:09:15.040 --> 00:09:17.840]  因為我接著要去華語堂講
[00:09:17.840 --> 00:09:20.200]  我在整個PowerPoint的時候
[00:09:20.200 --> 00:09:22.120]  我想知道華語
[00:09:22.120 --> 00:09:24.120]  我們就叫外母
[00:09:24.120 --> 00:09:25.720]  好像我又不察覺
[00:09:25.720 --> 00:09:28.440]  中國來的朋友是叫外母的
[00:09:28.440 --> 00:09:32.360]  我就去問人家外母叫什麼
[00:09:32.360 --> 00:09:36.720]  他們大部分都回答我叫媽媽
[00:09:36.720 --> 00:09:37.760]  我反而覺得
[00:09:37.760 --> 00:09:40.400]  我們香港人都分得比較多
[00:09:40.400 --> 00:09:41.640]  這個是外母
[00:09:41.640 --> 00:09:42.960]  這個是媽媽
[00:09:42.960 --> 00:09:44.120]  這個是奶奶
[00:09:44.120 --> 00:09:46.920]  這個叫法完全不同
[00:09:46.920 --> 00:09:48.760]  除非你跟她的關係密切到
[00:09:48.760 --> 00:09:51.520]  你就會叫這個媽媽這個媽媽
[00:09:51.520 --> 00:09:54.600]  但是我訪問了好幾個中國來的朋友
[00:09:54.600 --> 00:09:57.040]  他都說全部都叫媽媽
[00:09:57.040 --> 00:09:58.600]  我說這個又媽
[00:09:58.600 --> 00:09:59.160]  那個又媽
[00:09:59.160 --> 00:10:00.960]  很多媽媽
[00:10:00.960 --> 00:10:03.000]  然後最多叫外婆婆
[00:10:03.000 --> 00:10:05.040]  奶奶叫外婆婆
[00:10:05.040 --> 00:10:06.880]  我們叫外婆婆
[00:10:06.880 --> 00:10:09.440]  那些說法真的很不同
[00:10:09.440 --> 00:10:11.400]  他們全部都叫外婆婆
[00:10:11.400 --> 00:10:14.120]  有些地方叫奶奶
[00:10:14.120 --> 00:10:15.920]  那些叫法比較親切
[00:10:15.920 --> 00:10:17.920]  我是這麼說的
[00:10:17.920 --> 00:10:19.040]  Anyway
[00:10:19.040 --> 00:10:21.280]  叫法可以不同
[00:10:21.280 --> 00:10:23.600]  但是在我們的生活裏面
[00:10:23.600 --> 00:10:28.720]  按照聖經和耶穌在十字架下的榜樣
[00:10:28.720 --> 00:10:32.440]  讓我們看到
[00:10:32.440 --> 00:10:36.840]  媽媽不單止是血緣的關係
[00:10:36.840 --> 00:10:42.640]  是神在你的生命中放下的一些人
[00:10:42.640 --> 00:10:45.280]  神盼望你視祂
[00:10:45.280 --> 00:10:48.920]  好似你媽媽好似你家裏的人一樣
[00:10:48.920 --> 00:10:50.520]  這個不單止是奶奶
[00:10:50.520 --> 00:10:53.880]  又不單止是外母的我覺得
[00:10:53.880 --> 00:10:57.800]  甚至乎有些我們教會當中的長輩
[00:10:57.800 --> 00:11:00.280]  他沒有兒子
[00:11:00.280 --> 00:11:05.080]  我們都當視祂為我們的母親
[00:11:05.080 --> 00:11:07.680]  所以這個在約翰
[00:11:07.680 --> 00:11:10.400]  他聽到耶穌跟他說的時候
[00:11:10.400 --> 00:11:12.400]  他說從此
[00:11:12.400 --> 00:11:14.000]  從那一刻開始
[00:11:14.000 --> 00:11:19.080]  他就將瑪麗亞接到他家裏面
[00:11:19.080 --> 00:11:20.560]  當我看到這段經文的時候
[00:11:20.560 --> 00:11:22.120]  我自己都反覆思想
[00:11:22.120 --> 00:11:24.200]  我覺得其實我們拍師宣導會
[00:11:24.200 --> 00:11:26.880]  都有一些很優良的傳統
[00:11:26.880 --> 00:11:28.840]  最近這幾年有很多婚禮
[00:11:28.840 --> 00:11:30.640]  很多年輕人結婚
[00:11:30.640 --> 00:11:32.560]  我發覺有一個怎樣的優良傳統呢
[00:11:32.560 --> 00:11:36.720]  就是當他們在婚禮結束的時候
[00:11:36.720 --> 00:11:38.800]  都有一段一段說話
[00:11:38.800 --> 00:11:39.840]  大家都說一些話
[00:11:39.840 --> 00:11:41.960]  多謝一些來賓
[00:11:41.960 --> 00:11:44.400]  我發覺很多特別是廣東話的
[00:11:44.400 --> 00:11:49.360]  他都會流著淚地去多謝他爸爸媽媽養育之恩
[00:11:49.360 --> 00:11:51.560]  同時也會多謝
[00:11:51.560 --> 00:11:53.720]  多謝你啊外母外父
[00:11:53.720 --> 00:11:57.040]  將我的太太培育成人
[00:11:57.040 --> 00:11:59.200]  這麼好的太太交給我
[00:11:59.200 --> 00:12:02.120]  多謝外父外母
[00:12:02.120 --> 00:12:03.920]  或者多謝老爺奶奶
[00:12:03.920 --> 00:12:05.680]  你養了一個這麼好的兒子
[00:12:05.680 --> 00:12:07.120]  將他交給我
[00:12:07.120 --> 00:12:08.240]  成為我的丈夫
[00:12:08.240 --> 00:12:10.240]  我都很開心
[00:12:10.240 --> 00:12:11.480]  是不是
[00:12:11.480 --> 00:12:16.600]  所以在婚禮裏做了一個非常好的開始
[00:12:16.600 --> 00:12:20.640]  問題是怎樣延續下去
[00:12:20.640 --> 00:12:24.360]  媽媽你好嗎
[00:12:24.360 --> 00:12:25.920]  我發覺不容易的
[00:12:25.920 --> 00:12:29.720]  能夠做到老爸和奶奶這麼親切彼此相愛
[00:12:29.720 --> 00:12:32.400]  我覺得是一個關係需要培育的
[00:12:32.400 --> 00:12:34.680]  不是一個命令
[00:12:34.680 --> 00:12:37.280]  即使我發覺《聖經》裏面十誡很好
[00:12:37.280 --> 00:12:38.600]  這是一個誡命
[00:12:38.600 --> 00:12:41.480]  但他也帶著一個應許
[00:12:41.480 --> 00:12:43.160]  我知道是辛苦的
[00:12:43.160 --> 00:12:45.480]  不過我讓你在世得福
[00:12:45.480 --> 00:12:46.600]  長壽
[00:12:46.600 --> 00:12:48.920]  是第一條帶應許的誡命
[00:12:48.920 --> 00:12:51.840]  我覺得神也很鼓勵我們
[00:12:51.840 --> 00:12:53.480]  但是
[00:12:53.480 --> 00:12:54.720]  在我們的生命裏面
[00:12:54.720 --> 00:12:56.760]  怎樣培育到這種這麼好的關係
[00:12:56.760 --> 00:13:00.640]  以致大家可以相見好
[00:13:00.640 --> 00:13:05.440]  同住都好
[00:13:05.440 --> 00:13:07.320]  所以我不敢說一些很誇張的話
[00:13:07.320 --> 00:13:10.040]  你們一定要愛你的外母
[00:13:10.040 --> 00:13:12.560]  你一定要尊重你的奶奶
[00:13:12.560 --> 00:13:14.720]  要感謝他們養育之恩
[00:13:14.720 --> 00:13:16.960]  我覺得通常是不通的
[00:13:16.960 --> 00:13:20.160]  愛心是不能逼出來的
[00:13:20.160 --> 00:13:22.200]  但我覺得是可以培養的
[00:13:22.200 --> 00:13:23.720]  由你婚禮第一天
[00:13:23.720 --> 00:13:25.480]  去多謝雙方的家長
[00:13:25.480 --> 00:13:27.680]  我覺得是一個好的開始
[00:13:27.680 --> 00:13:31.280]  怎樣繼續下去呢
[00:13:31.280 --> 00:13:33.480]  最近我有一個家庭
[00:13:33.480 --> 00:13:37.720]  他們是很特別地突然間沒有地方住
[00:13:37.720 --> 00:13:42.160]  我正在裝修很混亂
[00:13:42.160 --> 00:13:44.680]  剛好要回去香港
[00:13:44.680 --> 00:13:47.320]  總之我覺得機緣巧合
[00:13:47.320 --> 00:13:49.040]  神真的給我一個感動
[00:13:49.040 --> 00:13:49.920]  大膽一點就好
[00:13:49.920 --> 00:13:51.320]  你們住進來
[00:13:51.320 --> 00:13:53.440]  接著我就回了香港
[00:13:53.440 --> 00:13:55.240]  所以這次我都很放心
[00:13:55.240 --> 00:13:56.200]  有人住在我家
[00:13:56.200 --> 00:13:57.520]  當我回去香港
[00:13:57.520 --> 00:13:58.880]  如果哪裡倒塌
[00:13:58.880 --> 00:14:00.560]  我都知道
[00:14:00.560 --> 00:14:01.840]  不過我又沒有收到電話
[00:14:01.840 --> 00:14:03.040]  我又沒有打電話回來問
[00:14:03.040 --> 00:14:05.200]  我都很放心
[00:14:05.200 --> 00:14:07.520]  有時候有些人住進你家
[00:14:07.520 --> 00:14:10.120]  都有一些很好的動態
[00:14:10.120 --> 00:14:14.400]  我覺得都是神給我一些很好的提醒
[00:14:14.400 --> 00:14:15.800]  這個家庭是怎樣的呢
[00:14:15.800 --> 00:14:17.160]  爸爸媽媽
[00:14:17.160 --> 00:14:18.280]  一個兒子一個女兒
[00:14:18.280 --> 00:14:19.880]  兒子剛畢業出來工作
[00:14:19.880 --> 00:14:22.520]  女兒就剛過來Curtin讀書
[00:14:22.520 --> 00:14:24.600]  都是成年的青年
[00:14:24.600 --> 00:14:27.240]  兒子女兒在這裡讀書做事
[00:14:27.240 --> 00:14:30.240]  爸爸媽媽就非常掛念
[00:14:30.240 --> 00:14:32.360]  買了一張飛機票就飛過來
[00:14:32.360 --> 00:14:33.280]  要和他一起住
[00:14:33.280 --> 00:14:35.320]  誰知道他住不進去
[00:14:35.320 --> 00:14:36.840]  就是這樣的情況
[00:14:36.840 --> 00:14:38.920]  就在我家
[00:14:38.920 --> 00:14:41.920]  他就很想煮飯給小孩吃
[00:14:41.920 --> 00:14:43.320]  小孩就搬進來
[00:14:43.320 --> 00:14:44.320]  就是這樣
[00:14:44.320 --> 00:14:46.080]  所以一家人在我家
[00:14:46.080 --> 00:14:47.400]  無論如何
[00:14:47.400 --> 00:14:49.840]  那個情況是怎樣呢
[00:14:49.840 --> 00:14:51.800]  我又發覺
[00:14:51.800 --> 00:14:55.000]  他們一進門口
[00:14:55.000 --> 00:14:55.600]  就會
[00:14:55.600 --> 00:14:57.120]  嗨 媽 你好嗎
[00:14:57.120 --> 00:14:59.160]  接著就擁抱
[00:14:59.160 --> 00:15:01.680]  擁抱完之後就親一下
[00:15:01.680 --> 00:15:03.280]  都可以考慮的
[00:15:03.280 --> 00:15:04.960]  我家裡只有三個兒子沒有女兒
[00:15:04.960 --> 00:15:08.360]  這些場面不在我家裡出現過
[00:15:08.360 --> 00:15:11.160]  但是爸爸看到兒子
[00:15:11.160 --> 00:15:12.160]  又你好嗎
[00:15:12.160 --> 00:15:15.360]  然後兒子又擁抱著爸爸
[00:15:15.360 --> 00:15:17.680]  這些場面我又比較少見
[00:15:17.680 --> 00:15:19.920]  雖然我家裡有這麼多男士
[00:15:19.920 --> 00:15:22.080]  兒子走過去擁抱著爸爸
[00:15:22.080 --> 00:15:24.520]  擁抱著媽媽那些我也見過
[00:15:24.520 --> 00:15:30.200]  有哪個兒子回家會擁抱著爸爸呢
[00:15:30.200 --> 00:15:34.520]  不好意思 舉手以後真的沒有了
[00:15:34.520 --> 00:15:35.720]  所以我強調了
[00:15:35.720 --> 00:15:38.200]  那個人已經大學畢業出來工作了
[00:15:38.200 --> 00:15:40.920]  還沒結婚的
[00:15:40.920 --> 00:15:43.200]  那我就覺得
[00:15:43.200 --> 00:15:45.160]  他不單止和他爸媽
[00:15:45.160 --> 00:15:46.280]  他還走過來
[00:15:46.280 --> 00:15:47.840]  不過他不敢擁抱我
[00:15:47.840 --> 00:15:49.400]  走過來
[00:15:49.400 --> 00:15:51.640]  師母 今天怎麼樣 好嗎
[00:15:51.640 --> 00:15:53.960]  今天做了些什麼
[00:15:53.960 --> 00:15:56.600]  我家裡沒有這個傳統
[00:15:56.600 --> 00:16:00.400]  沒有人這樣問候我入屋
[00:16:00.400 --> 00:16:05.880]  突然間我都在想
[00:16:05.880 --> 00:16:07.800]  今天做了什麼
[00:16:07.800 --> 00:16:10.560]  不要說謊 隨便敷衍別人
[00:16:10.560 --> 00:16:12.000]  我都要想
[00:16:12.000 --> 00:16:14.000]  好像做了些什麼
[00:16:14.000 --> 00:16:16.000]  他看我答不出
[00:16:16.000 --> 00:16:17.400]  你開心嗎
[00:16:17.400 --> 00:16:18.880]  不用想這麼辛苦
[00:16:18.880 --> 00:16:20.880]  你感受一下就行了
[00:16:20.880 --> 00:16:22.200]  我又說不出
[00:16:22.200 --> 00:16:27.000]  (唱歌)
[00:16:27.000 --> 00:16:29.000]  沒有這個傳統
[00:16:29.000 --> 00:16:30.400]  但當他每天這樣問
[00:16:30.400 --> 00:16:33.800]  因為他在我家裡住了頭頭尾尾
[00:16:33.800 --> 00:16:35.440]  他已經住了超過一個月了
[00:16:35.440 --> 00:16:38.600]  不過每天這樣問
[00:16:38.600 --> 00:16:40.320]  你都要想一下
[00:16:40.320 --> 00:16:43.120]  我都會發覺
[00:16:43.120 --> 00:16:44.200]  間中他又會說
[00:16:44.200 --> 00:16:46.200]  辛苦嗎
[00:16:46.200 --> 00:16:48.560]  你休息一下
[00:16:48.560 --> 00:16:51.400]  我通常都很不習慣
[00:16:51.400 --> 00:16:54.000]  但我慢慢發覺其實挺好的
[00:16:54.000 --> 00:16:56.200]  然後你又打開了話題
[00:16:56.200 --> 00:16:57.080]  因為他問我
[00:16:57.080 --> 00:16:58.200]  我在這裡回答他
[00:16:58.200 --> 00:16:59.000]  問多幾次
[00:16:59.000 --> 00:17:00.800]  今天做了些什麼
[00:17:00.800 --> 00:17:03.200]  今天都OK 都開心
[00:17:03.200 --> 00:17:06.000]  又講多幾句
[00:17:06.000 --> 00:17:10.200]  真的撬開了我的嘴巴
[00:17:10.200 --> 00:17:11.600]  我也發覺
[00:17:11.600 --> 00:17:14.000]  原來人與人的溝通
[00:17:14.000 --> 00:17:17.000]  雖然我沒有這些習慣的人
[00:17:17.000 --> 00:17:19.000]  都可以撬得開
[00:17:19.000 --> 00:17:21.800]  甚至現在我都會主動問一下
[00:17:21.800 --> 00:17:26.800]  那你又怎樣
[00:17:26.800 --> 00:17:28.200]  我也發覺
[00:17:28.200 --> 00:17:30.400]  他們又不一定很和諧
[00:17:30.400 --> 00:17:33.400]  他們好像愛回家那些
[00:17:33.400 --> 00:17:36.400]  都有一些爭執的時間
[00:17:36.400 --> 00:17:39.200]  不是永遠是好的
[00:17:39.200 --> 00:17:40.400]  但我又發覺
[00:17:40.400 --> 00:17:43.000]  他們親一親就可以融化人心
[00:17:43.000 --> 00:17:44.200]  因為他們經常這樣
[00:17:44.200 --> 00:17:45.200]  又抱一抱一輪
[00:17:45.200 --> 00:17:46.400]  又親一輪
[00:17:46.400 --> 00:17:48.600]  就好像過了
[00:17:48.600 --> 00:17:51.000]  我就覺得這招又可以
[00:17:51.000 --> 00:17:52.600]  有時候你真的沒話說
[00:17:52.600 --> 00:17:54.800]  大家不開心有什麼好說的
[00:17:54.800 --> 00:18:00.600]  但又抱一抱就過了
[00:18:00.600 --> 00:18:03.000]  我不是說這個一定可以照抄
[00:18:03.000 --> 00:18:04.200]  但對我來說
[00:18:04.200 --> 00:18:06.200]  我發覺人與人的關係
[00:18:06.200 --> 00:18:09.000]  不一定是冷漠的
[00:18:09.000 --> 00:18:11.400]  不一定很生疏的
[00:18:11.400 --> 00:18:14.000]  你是可以走出一步
[00:18:14.000 --> 00:18:15.200]  做一些很簡單的事
[00:18:15.200 --> 00:18:16.400]  所以我寫了出來
[00:18:16.400 --> 00:18:19.000]  我告訴你 初初我都不會說
[00:18:19.000 --> 00:18:21.200]  那我問他 說什麼呢
[00:18:21.200 --> 00:18:24.800]  他說問兒子是否辛苦
[00:18:24.800 --> 00:18:27.600]  問女兒是否開心
[00:18:27.600 --> 00:18:28.600]  這樣又可以
[00:18:28.600 --> 00:18:29.800]  我才明白
[00:18:29.800 --> 00:18:31.000]  女兒感性一點回答你
[00:18:31.000 --> 00:18:32.200]  如果問兒子是否開心
[00:18:32.200 --> 00:18:34.600]  他真的不知道怎樣回答你
[00:18:34.600 --> 00:18:36.000]  如果他不回答你
[00:18:36.000 --> 00:18:37.400]  你就說休息一下
[00:18:37.400 --> 00:18:39.200]  表示他累了
[00:18:39.200 --> 00:18:41.600]  你不要繼續再問下去
[00:18:41.600 --> 00:18:43.800]  我說是的
[00:18:43.800 --> 00:18:44.600]  你明白嗎
[00:18:44.600 --> 00:18:48.000]  對我來說我真是怎樣開口都不會
[00:18:48.000 --> 00:18:49.800]  你有沒有試過
[00:18:49.800 --> 00:18:51.400]  出街的時候
[00:18:51.400 --> 00:18:53.600]  當然是按了警鐘
[00:18:53.600 --> 00:18:55.800]  按了警鐘之後
[00:18:55.800 --> 00:18:57.800]  才發覺人家的屋
[00:18:57.800 --> 00:19:00.200]  有人的
[00:19:00.200 --> 00:19:01.800]  表示我們出街
[00:19:01.800 --> 00:19:03.000]  不會大家打招呼
[00:19:03.000 --> 00:19:04.800]  我走了那些 你明白嗎
[00:19:04.800 --> 00:19:07.400]  我發覺他們出街之前
[00:19:07.400 --> 00:19:09.800]  總有人跟每個人拜拜
[00:19:09.800 --> 00:19:10.800]  包括我
[00:19:10.800 --> 00:19:12.200]  有一次他找不到我
