
[00:00:00.000 --> 00:00:02.000]  記載在第六章的故事
[00:01:16.000 --> 00:01:18.000]  裏面有很多的屬靈的功課
[00:01:18.000 --> 00:01:19.000]  我們可以學習
[00:01:19.000 --> 00:01:21.000]  讓我們一同今天去深入看一看
[00:01:21.000 --> 00:01:23.000]  我們今天深入來看一下
[00:01:23.000 --> 00:01:27.000]  今天的故事就發生在馬代波斯帝國
[00:01:27.000 --> 00:01:29.000]  當時的皇帝是大利烏
[00:01:29.000 --> 00:01:33.000]  這故事是發生在馬代波斯年代
[00:01:33.000 --> 00:01:35.000]  當時的王是大利烏
[00:01:35.000 --> 00:01:37.000]  根據《但以理書》的記載
[00:01:37.000 --> 00:01:39.000]  根據《但以理書》的記載
[00:01:39.000 --> 00:01:43.000]  打敗巴比倫帝國的就是這個大利烏王
[00:01:43.000 --> 00:01:48.000]  打敗巴比倫帝國的就是這個大利烏王
[00:01:48.000 --> 00:01:53.000]  雖然但以理曾經在巴比倫帝國裏面
[00:01:53.000 --> 00:01:55.000]  做一個管治國家的官員
[00:01:55.000 --> 00:01:58.000]  雖然但以理在巴比倫王
[00:01:58.000 --> 00:02:02.000]  曾經做管治國家的人
[00:02:02.000 --> 00:02:05.000]  他們都是一個秘魯的猶太人
[00:02:05.000 --> 00:02:08.000]  他也是一個秘魯的猶太人
[00:02:08.000 --> 00:02:12.000]  但是大利烏王仍然重用但以理
[00:02:12.000 --> 00:02:16.000]  但是大利烏王仍然重用但以理
[00:02:16.000 --> 00:02:21.000]  我們看到但以理是當時三個總長裏面的其中一個
[00:02:21.000 --> 00:02:25.000]  我們看到但以理是當時的三個總長裏面的其中一個
[00:02:25.000 --> 00:02:31.000]  甚至大利烏王想立但以理成為三個總長裏面的頭
[00:02:31.000 --> 00:02:36.000]  甚至大利烏王想立但以理做這三個總長裏面的頭
[00:02:36.000 --> 00:02:42.000]  我們發覺但以理不單止被波斯帝國所重用
[00:02:42.000 --> 00:02:47.000]  我們看到但以理不單止被波斯帝國所重用
[00:02:47.000 --> 00:02:49.000]  我們如果看回我們記得以前的故事
[00:02:49.000 --> 00:02:53.000]  他也是被巴比倫的尼布賈尼沙王所重用
[00:02:53.000 --> 00:02:55.000]  我們看回以前的故事
[00:02:55.000 --> 00:02:59.000]  他也曾經被尼布賈尼沙王重用
[00:02:59.000 --> 00:03:01.000]  甚至後期的白沙沙王
[00:03:01.000 --> 00:03:07.000]  甚至是以後的薄沙沙王
[00:03:07.000 --> 00:03:09.000]  我們不禁要問
[00:03:09.000 --> 00:03:11.000]  這個但以理究竟有什麼秘訣
[00:03:11.000 --> 00:03:13.000]  那麼我們就要問
[00:03:13.000 --> 00:03:15.000]  到底但以理有什麼秘訣呢
[00:03:15.000 --> 00:03:16.000]  如果是今天的話
[00:03:16.000 --> 00:03:20.000]  他大概都會被時代雜誌列為風雲人物
[00:03:20.000 --> 00:03:22.000]  我想如果是今天的話
[00:03:22.000 --> 00:03:27.000]  肯定他會被列為風雲人物裏面的人物
[00:03:27.000 --> 00:03:29.000]  那他到底有什麼秘訣呢
[00:03:29.000 --> 00:03:32.000]  我們可能說這個但以理有一個很特別的才幹
[00:03:32.000 --> 00:03:36.000]  我們可能會說這個但以理有很特別的才幹
[00:03:36.000 --> 00:03:37.000]  他懂得解夢
[00:03:37.000 --> 00:03:38.000]  他會解夢
[00:03:38.000 --> 00:03:39.000]  他又懂得解謎語
[00:03:39.000 --> 00:03:40.000]  他會解謎語
[00:03:40.000 --> 00:03:45.000]  當然我們不會否認但以理有這樣的才幹
[00:03:45.000 --> 00:03:49.000]  當然我們不否認但以理有這樣的才幹
[00:03:49.000 --> 00:03:50.000]  但奇怪的是
[00:03:50.000 --> 00:03:51.000]  但奇怪的是
[00:03:51.000 --> 00:03:55.000]  如果我們看回這三個皇帝他們怎樣品評但以理的時候
[00:03:55.000 --> 00:04:00.000]  我們看回這三個王怎樣去評比但以理的話語
[00:04:00.000 --> 00:04:02.000]  似乎這三個皇帝所看到的
[00:04:02.000 --> 00:04:05.000]  不是單是他解夢的能力
[00:04:05.000 --> 00:04:10.000]  似乎這三個王都不是單單是看中他解夢的能力
[00:04:10.000 --> 00:04:13.000]  而是他解夢能力背後的原因
[00:04:13.000 --> 00:04:16.000]  而是他解夢能力背後的原因
[00:04:16.000 --> 00:04:17.000]  那是什麼原因呢
[00:04:17.000 --> 00:04:18.000]  那是什麼原因呢
[00:04:18.000 --> 00:04:20.000]  我們看第四章九節
[00:04:20.000 --> 00:04:22.000]  我們來看第四章九節
[00:04:22.000 --> 00:04:24.000]  在這裏尼布賈尼撒王這樣說
[00:04:24.000 --> 00:04:27.000]  在這裏尼布賈尼撒王這樣說
[00:04:27.000 --> 00:04:29.000]  他說但以理
[00:04:29.000 --> 00:04:33.000]  在但以理的生命裏面有聖神的靈
[00:04:33.000 --> 00:04:37.000]  他說在但以理的生命裏面有聖神的靈
[00:04:37.000 --> 00:04:41.000]  故此任何奧秘的事都難不倒但以理
[00:04:41.000 --> 00:04:46.000]  因而任何奧秘的事都不能難倒但以理
[00:04:46.000 --> 00:04:47.000]  因而任何奧秘的事都不能難倒但以理
[00:04:47.000 --> 00:04:49.000]  而對於伯沙薩王和大利烏王
[00:04:49.000 --> 00:04:54.000]  而對於伯沙薩王和大利烏王
[00:04:54.000 --> 00:04:56.000]  這兩個皇帝都不約而同地說
[00:04:56.000 --> 00:04:59.000]  這兩個皇帝都不約而同地說
[00:04:59.000 --> 00:05:02.000]  但以理有美好的靈性
[00:05:02.000 --> 00:05:04.000]  但以理有美好的靈性
[00:05:04.000 --> 00:05:06.000]  似乎我們可以這樣來總結
[00:05:06.000 --> 00:05:08.000]  似乎我們可以這樣來總結
[00:05:08.000 --> 00:05:12.000]  但以理能夠被這些皇帝所信任
[00:05:12.000 --> 00:05:15.000]  但以理能夠被這些皇帝所信任
[00:05:15.000 --> 00:05:18.000]  是因為但以理有美好的靈性
[00:05:18.000 --> 00:05:20.000]  是因為但以理有美好的靈性
[00:05:20.000 --> 00:05:21.000]  是因為但以理有美好的靈性
[00:05:21.000 --> 00:05:23.000]  因為神的靈與但以理同在
[00:05:23.000 --> 00:05:25.000]  因為神的靈與但以理同在
[00:05:25.000 --> 00:05:27.000]  也都由於這個原因
[00:05:27.000 --> 00:05:28.000]  也都由於這個原因
[00:05:28.000 --> 00:05:29.000]  因為這樣的原因
[00:05:29.000 --> 00:05:30.000]  我們可以看到
[00:05:30.000 --> 00:05:32.000]  我們也可以看到
[00:05:32.000 --> 00:05:34.000]  這幾個皇帝其實不太介意
[00:05:34.000 --> 00:05:36.000]  但以理不敬拜他們的神
[00:05:36.000 --> 00:05:37.000]  但以理不敬拜他們的神
[00:05:37.000 --> 00:05:39.000]  這幾個皇帝並不介意
[00:05:39.000 --> 00:05:41.000]  但以理不敬拜他們的神
[00:05:41.000 --> 00:05:42.000]  因為他們可以看到
[00:05:42.000 --> 00:05:43.000]  因為他們可以看到
[00:05:43.000 --> 00:05:47.000]  但以理由於他對自己的神的信心
[00:05:47.000 --> 00:05:51.000]  但以理由於他對自己的神的信心
[00:05:51.000 --> 00:05:53.000]  以致這幾個皇帝都覺得
[00:05:53.000 --> 00:05:56.000]  但以理可以信靠和可以使用
[00:05:56.000 --> 00:05:58.000]  以致這幾個皇帝都覺得
[00:05:58.000 --> 00:06:01.000]  但以理可以信靠和可以使用
[00:06:01.000 --> 00:06:02.000]  但以理可以信靠和可以使用
[00:06:02.000 --> 00:06:03.000]  但以理可以信靠和可以使用
[00:06:03.000 --> 00:06:04.000]  但以理可以信靠和可以使用
[00:06:04.000 --> 00:06:05.000]  但以理可以信靠和可以使用
[00:06:05.000 --> 00:06:06.000]  但以理可以信靠和可以使用
[00:06:06.000 --> 00:06:07.000]  但以理可以信靠和可以使用
[00:06:07.000 --> 00:06:08.000]  但以理可以信靠和可以使用
[00:06:08.000 --> 00:06:09.000]  但以理可以信靠和可以使用
[00:06:09.000 --> 00:06:10.000]  但以理可以信靠和可以使用
[00:06:10.000 --> 00:06:11.000]  但以理可以信靠和可以使用
[00:06:11.000 --> 00:06:12.000]  但以理可以信靠和可以使用
[00:06:12.000 --> 00:06:13.000]  但以理可以信靠和可以使用
[00:06:13.000 --> 00:06:14.000]  但以理可以信靠和可以使用
[00:06:14.000 --> 00:06:15.000]  但以理可以信靠和可以使用
[00:06:15.000 --> 00:06:16.000]  但以理可以信靠和可以使用
[00:06:16.000 --> 00:06:30.000]  但以理可以信靠和可以使用
[00:06:30.000 --> 00:06:31.000]  但以理可以信靠和可以使用
[00:06:31.000 --> 00:06:32.000]  但以理可以信靠和可以使用
[00:06:32.000 --> 00:06:33.000]  但以理可以信靠和可以使用
[00:06:33.000 --> 00:06:34.000]  但以理可以信靠和可以使用
[00:06:34.000 --> 00:06:35.000]  但以理可以信靠和可以使用
[00:06:35.000 --> 00:06:36.000]  但以理可以信靠和可以使用
[00:06:36.000 --> 00:06:37.000]  但以理可以信靠和可以使用
[00:06:37.000 --> 00:06:38.000]  但以理可以信靠和可以使用
[00:06:38.000 --> 00:06:39.000]  但以理可以信靠和可以使用
[00:06:39.000 --> 00:06:40.000]  但以理可以信靠和可以使用
[00:06:40.000 --> 00:06:41.000]  但以理可以信靠和可以使用
[00:06:41.000 --> 00:06:42.000]  但以理可以信靠和可以使用
[00:06:42.000 --> 00:06:43.000]  但以理可以信靠和可以使用
[00:06:43.000 --> 00:06:44.000]  但以理可以信靠和可以使用
[00:06:44.000 --> 00:06:45.000]  但以理可以信靠和可以使用
[00:06:45.000 --> 00:06:46.000]  但以理可以信靠和可以使用
[00:06:46.000 --> 00:06:47.000]  但以理可以信靠和可以使用
[00:06:47.000 --> 00:06:48.000]  但以理可以信靠和可以使用
[00:06:48.000 --> 00:06:49.000]  但以理可以信靠和可以使用
[00:06:49.000 --> 00:06:50.000]  但以理可以信靠和可以使用
[00:06:50.000 --> 00:06:51.000]  但以理可以信靠和可以使用
[00:06:51.000 --> 00:06:52.000]  但以理可以信靠和可以使用
[00:06:52.000 --> 00:06:53.000]  但以理可以信靠和可以使用
[00:06:53.000 --> 00:06:54.000]  但以理可以信靠和可以使用
[00:06:54.000 --> 00:06:55.000]  但以理可以信靠和可以使用
[00:06:55.000 --> 00:06:56.000]  但以理可以信靠和可以使用
[00:06:56.000 --> 00:06:57.000]  但以理可以信靠和可以使用
[00:06:57.000 --> 00:06:58.000]  但以理可以信靠和可以使用
[00:06:58.000 --> 00:06:59.000]  但以理可以信靠和可以使用
[00:06:59.000 --> 00:07:00.000]  但以理可以信靠和可以使用
[00:07:00.000 --> 00:07:01.000]  但以理可以信靠和可以使用
[00:07:01.000 --> 00:07:30.000]  但以理可以信靠和可以使用
[00:07:31.000 --> 00:07:32.000]  但以理可以信靠和可以使用
[00:07:32.000 --> 00:07:33.000]  但以理可以信靠和可以使用
[00:07:33.000 --> 00:07:34.000]  但以理可以信靠和可以使用
[00:07:34.000 --> 00:07:35.000]  但以理可以信靠和可以使用
[00:07:35.000 --> 00:07:36.000]  但以理可以信靠和可以使用
[00:07:36.000 --> 00:07:37.000]  但以理可以信靠和可以使用
[00:07:37.000 --> 00:07:38.000]  但以理可以信靠和可以使用
[00:07:38.000 --> 00:07:39.000]  但以理可以信靠和可以使用
[00:07:39.000 --> 00:07:40.000]  但以理可以信靠和可以使用
[00:07:40.000 --> 00:07:41.000]  但以理可以信靠和可以使用
[00:07:41.000 --> 00:07:42.000]  但以理可以信靠和可以使用
[00:07:42.000 --> 00:07:43.000]  但以理可以信靠和可以使用
[00:07:43.000 --> 00:07:44.000]  但以理可以信靠和可以使用
[00:07:44.000 --> 00:07:45.000]  但以理可以信靠和可以使用
[00:07:45.000 --> 00:07:46.000]  但以理可以信靠和可以使用
[00:07:46.000 --> 00:07:47.000]  但以理可以信靠和可以使用
[00:07:47.000 --> 00:08:02.000]  但以理可以信靠和可以使用
[00:08:02.000 --> 00:08:03.000]  但以理可以信靠和可以使用
[00:08:03.000 --> 00:08:04.000]  但以理可以信靠和可以使用
[00:08:04.000 --> 00:08:05.000]  但以理可以信靠和可以使用
[00:08:05.000 --> 00:08:06.000]  但以理可以信靠和可以使用
[00:08:06.000 --> 00:08:07.000]  但以理可以信靠和可以使用
[00:08:07.000 --> 00:08:08.000]  但以理可以信靠和可以使用
[00:08:08.000 --> 00:08:09.000]  但以理可以信靠和可以使用
[00:08:09.000 --> 00:08:10.000]  但以理可以信靠和可以使用
[00:08:10.000 --> 00:08:11.000]  但以理可以信靠和可以使用
[00:08:11.000 --> 00:08:12.000]  但以理可以信靠和可以使用
[00:08:12.000 --> 00:08:13.000]  但以理可以信靠和可以使用
[00:08:13.000 --> 00:08:14.000]  但以理可以信靠和可以使用
[00:08:14.000 --> 00:08:15.000]  但以理可以信靠和可以使用
[00:08:15.000 --> 00:08:16.000]  但以理可以信靠和可以使用
[00:08:16.000 --> 00:08:17.000]  但以理可以信靠和可以使用
[00:08:17.000 --> 00:08:18.000]  但以理可以信靠和可以使用
[00:08:18.000 --> 00:08:19.000]  但以理可以信靠和可以使用
[00:08:19.000 --> 00:08:20.000]  但以理可以信靠和可以使用
[00:08:20.000 --> 00:08:21.000]  但以理可以信靠和可以使用
[00:08:21.000 --> 00:08:22.000]  但以理可以信靠和可以使用
[00:08:22.000 --> 00:08:23.000]  但以理可以信靠和可以使用
[00:08:23.000 --> 00:08:24.000]  但以理可以信靠和可以使用
[00:08:24.000 --> 00:08:25.000]  但以理可以信靠和可以使用
[00:08:25.000 --> 00:08:26.000]  但以理可以信靠和可以使用
[00:08:26.000 --> 00:08:27.000]  但以理可以信靠和可以使用
[00:08:27.000 --> 00:08:28.000]  但以理可以信靠和可以使用
[00:08:28.000 --> 00:08:29.000]  但以理可以信靠和可以使用
[00:08:29.000 --> 00:08:30.000]  但以理可以信靠和可以使用
[00:08:30.000 --> 00:08:31.000]  但以理可以信靠和可以使用
[00:08:31.000 --> 00:08:32.000]  但以理可以信靠和可以使用
[00:08:32.000 --> 00:08:47.000]  但以理可以信靠和可以使用
[00:09:03.000 --> 00:09:04.000]  但以理可以信靠和可以使用
[00:09:04.000 --> 00:09:05.000]  但以理可以信靠和可以使用
[00:09:05.000 --> 00:09:06.000]  但以理可以信靠和可以使用
[00:09:06.000 --> 00:09:07.000]  但以理可以信靠和可以使用
[00:09:07.000 --> 00:09:08.000]  但以理可以信靠和可以使用
[00:09:08.000 --> 00:09:09.000]  但以理可以信靠和可以使用
[00:09:09.000 --> 00:09:10.000]  但以理可以信靠和可以使用
[00:09:10.000 --> 00:09:11.000]  但以理可以信靠和可以使用
[00:09:11.000 --> 00:09:12.000]  但以理可以信靠和可以使用
[00:09:12.000 --> 00:09:13.000]  但以理可以信靠和可以使用
[00:09:13.000 --> 00:09:14.000]  但以理可以信靠和可以使用
[00:09:14.000 --> 00:09:15.000]  但以理可以信靠和可以使用
[00:09:15.000 --> 00:09:16.000]  但以理可以信靠和可以使用
[00:09:16.000 --> 00:09:17.000]  但以理可以信靠和可以使用
[00:09:17.000 --> 00:09:18.000]  但以理可以信靠和可以使用
[00:09:18.000 --> 00:09:19.000]  但以理可以信靠和可以使用
[00:09:19.000 --> 00:09:34.000]  但以理可以信靠和可以使用
[00:09:50.000 --> 00:09:51.000]  例如同性戀婚姻
[00:09:51.000 --> 00:09:52.000]  例如同性戀婚姻
[00:09:52.000 --> 00:09:53.000]  譬如同性戀婚姻
[00:09:53.000 --> 00:09:54.000]  譬如同性戀婚姻
[00:09:54.000 --> 00:09:55.000]  在聖經講得很清楚的立場上
[00:09:55.000 --> 00:09:56.000]  在聖經講得很清楚的立場上
[00:09:56.000 --> 00:09:57.000]  教會應該是合一地來發聲
[00:09:57.000 --> 00:09:58.000]  教會應該是合一地來發聲
[00:09:58.000 --> 00:09:59.000]  在聖經講得很清楚的立場上
[00:09:59.000 --> 00:10:00.000]  在聖經講得很清楚的立場上
[00:10:00.000 --> 00:10:01.000]  在聖經講得很清楚的立場上
[00:10:01.000 --> 00:10:02.000]  在聖經講得很清楚的立場上
[00:10:02.000 --> 00:10:03.000]  在聖經講得很清楚的立場上
[00:10:03.000 --> 00:10:04.000]  在聖經講得很清楚的立場上
[00:10:04.000 --> 00:10:05.000]  在聖經講得很清楚的立場上
[00:10:05.000 --> 00:10:06.000]  在聖經講得很清楚的立場上
[00:10:06.000 --> 00:10:20.000]  在聖經講得很清楚的立場上
[00:10:20.000 --> 00:10:21.000]  在聖經講得很清楚的立場上
[00:10:21.000 --> 00:10:22.000]  在聖經講得很清楚的立場上
[00:10:22.000 --> 00:10:23.000]  在聖經講得很清楚的立場上
[00:10:23.000 --> 00:10:24.000]  在聖經講得很清楚的立場上
[00:10:24.000 --> 00:10:25.000]  在聖經講得很清楚的立場上
[00:10:25.000 --> 00:10:26.000]  在聖經講得很清楚的立場上
[00:10:26.000 --> 00:10:27.000]  在聖經講得很清楚的立場上
[00:10:27.000 --> 00:10:28.000]  在聖經講得很清楚的立場上
[00:10:28.000 --> 00:10:29.000]  在聖經講得很清楚的立場上
[00:10:29.000 --> 00:10:30.000]  在聖經講得很清楚的立場上
[00:10:30.000 --> 00:10:31.000]  在聖經講得很清楚的立場上
[00:10:31.000 --> 00:10:32.000]  在聖經講得很清楚的立場上
[00:10:32.000 --> 00:10:33.000]  在聖經講得很清楚的立場上
[00:10:33.000 --> 00:10:34.000]  在聖經講得很清楚的立場上
[00:10:34.000 --> 00:10:36.000]  在聖經講得很清楚的立場上
[00:10:36.000 --> 00:10:37.000]  在聖經講得很清楚的立場上
[00:10:37.000 --> 00:10:38.000]  在聖經講得很清楚的立場上
[00:10:38.000 --> 00:10:39.000]  在聖經講得很清楚的立場上
[00:10:39.000 --> 00:10:40.000]  在聖經講得很清楚的立場上
[00:10:40.000 --> 00:10:41.000]  在聖經講得很清楚的立場上
[00:10:41.000 --> 00:10:42.000]  在聖經講得很清楚的立場上
[00:10:42.000 --> 00:10:43.000]  在聖經講得很清楚的立場上
[00:10:43.000 --> 00:10:44.000]  在聖經講得很清楚的立場上
[00:10:44.000 --> 00:10:45.000]  在聖經講得很清楚的立場上
[00:10:45.000 --> 00:10:46.000]  在聖經講得很清楚的立場上
[00:10:46.000 --> 00:10:47.000]  在聖經講得很清楚的立場上
[00:10:47.000 --> 00:10:48.000]  在聖經講得很清楚的立場上
[00:10:48.000 --> 00:10:49.000]  在聖經講得很清楚的立場上
[00:10:49.000 --> 00:10:50.000]  在聖經講得很清楚的立場上
[00:10:50.000 --> 00:11:05.000]  在聖經講得很清楚的立場上
[00:11:05.000 --> 00:11:06.000]  在聖經講得很清楚的立場上
[00:11:06.000 --> 00:11:07.000]  在聖經講得很清楚的立場上
[00:11:07.000 --> 00:11:08.000]  在聖經講得很清楚的立場上
[00:11:08.000 --> 00:11:09.000]  在聖經講得很清楚的立場上
[00:11:09.000 --> 00:11:10.000]  在聖經講得很清楚的立場上
[00:11:10.000 --> 00:11:11.000]  在聖經講得很清楚的立場上
[00:11:11.000 --> 00:11:12.000]  在聖經講得很清楚的立場上
[00:11:12.000 --> 00:11:13.000]  在聖經講得很清楚的立場上
[00:11:13.000 --> 00:11:14.000]  在聖經講得很清楚的立場上
[00:11:14.000 --> 00:11:15.000]  在聖經講得很清楚的立場上
[00:11:15.000 --> 00:11:16.000]  在聖經講得很清楚的立場上
[00:11:16.000 --> 00:11:17.000]  在聖經講得很清楚的立場上
[00:11:17.000 --> 00:11:18.000]  在聖經講得很清楚的立場上
[00:11:18.000 --> 00:11:19.000]  在聖經講得很清楚的立場上
[00:11:19.000 --> 00:11:20.000]  在聖經講得很清楚的立場上
[00:11:20.000 --> 00:11:21.000]  在聖經講得很清楚的立場上
[00:11:21.000 --> 00:11:22.000]  在聖經講得很清楚的立場上
[00:11:22.000 --> 00:11:23.000]  在聖經講得很清楚的立場上
[00:11:23.000 --> 00:11:24.000]  在聖經講得很清楚的立場上
[00:11:24.000 --> 00:11:25.000]  在聖經講得很清楚的立場上
[00:11:25.000 --> 00:11:26.000]  在聖經講得很清楚的立場上
[00:11:26.000 --> 00:11:27.000]  在聖經講得很清楚的立場上
[00:11:27.000 --> 00:11:28.000]  在聖經講得很清楚的立場上
[00:11:28.000 --> 00:11:29.000]  在聖經講得很清楚的立場上
[00:11:29.000 --> 00:11:30.000]  在聖經講得很清楚的立場上
[00:11:30.000 --> 00:11:31.000]  在聖經講得很清楚的立場上
[00:11:31.000 --> 00:11:32.000]  在聖經講得很清楚的立場上
[00:11:32.000 --> 00:11:33.000]  在聖經講得很清楚的立場上
[00:11:33.000 --> 00:11:34.000]  在聖經講得很清楚的立場上
[00:11:34.000 --> 00:11:50.000]  在聖經講得很清楚的立場上
[00:11:50.000 --> 00:11:51.000]  在聖經講得很清楚的立場上
[00:11:51.000 --> 00:11:52.000]  在聖經講得很清楚的立場上
[00:11:52.000 --> 00:11:53.000]  在聖經講得很清楚的立場上
[00:11:53.000 --> 00:11:54.000]  在聖經講得很清楚的立場上
[00:11:54.000 --> 00:11:55.000]  在聖經講得很清楚的立場上
[00:11:55.000 --> 00:11:56.000]  在聖經講得很清楚的立場上
[00:11:56.000 --> 00:11:57.000]  在聖經講得很清楚的立場上
[00:11:57.000 --> 00:11:58.000]  在聖經講得很清楚的立場上
[00:11:58.000 --> 00:11:59.000]  在聖經講得很清楚的立場上
[00:11:59.000 --> 00:12:00.000]  在聖經講得很清楚的立場上
[00:12:00.000 --> 00:12:01.000]  在聖經講得很清楚的立場上
[00:12:01.000 --> 00:12:02.000]  在聖經講得很清楚的立場上
[00:12:02.000 --> 00:12:03.000]  在聖經講得很清楚的立場上
[00:12:03.000 --> 00:12:04.000]  在聖經講得很清楚的立場上
[00:12:04.000 --> 00:12:05.000]  在聖經講得很清楚的立場上
[00:12:05.000 --> 00:12:06.000]  在聖經講得很清楚的立場上
[00:12:06.000 --> 00:12:07.000]  在聖經講得很清楚的立場上
[00:12:07.000 --> 00:12:08.000]  在聖經講得很清楚的立場上
[00:12:08.000 --> 00:12:09.000]  在聖經講得很清楚的立場上
[00:12:09.000 --> 00:12:10.000]  在聖經講得很清楚的立場上
[00:12:10.000 --> 00:12:11.000]  在聖經講得很清楚的立場上
[00:12:11.000 --> 00:12:12.000]  在聖經講得很清楚的立場上
[00:12:12.000 --> 00:12:13.000]  在聖經講得很清楚的立場上
[00:12:13.000 --> 00:12:14.000]  在聖經講得很清楚的立場上
[00:12:14.000 --> 00:12:15.000]  在聖經講得很清楚的立場上
[00:12:15.000 --> 00:12:16.000]  在聖經講得很清楚的立場上
[00:12:16.000 --> 00:12:17.000]  在聖經講得很清楚的立場上
[00:12:17.000 --> 00:12:18.000]  在聖經講得很清楚的立場上
[00:12:18.000 --> 00:12:36.000]  在聖經講得很清楚的立場上
[00:12:36.000 --> 00:12:37.000]  在聖經講得很清楚的立場上
[00:12:37.000 --> 00:12:38.000]  在聖經講得很清楚的立場上
[00:12:38.000 --> 00:12:39.000]  在聖經講得很清楚的立場上
[00:12:39.000 --> 00:12:40.000]  在聖經講得很清楚的立場上
[00:12:40.000 --> 00:12:41.000]  在聖經講得很清楚的立場上
[00:12:41.000 --> 00:12:42.000]  在聖經講得很清楚的立場上
[00:12:42.000 --> 00:12:43.000]  在聖經講得很清楚的立場上
[00:12:43.000 --> 00:12:44.000]  在聖經講得很清楚的立場上
[00:12:44.000 --> 00:12:45.000]  在聖經講得很清楚的立場上
[00:12:45.000 --> 00:12:46.000]  在聖經講得很清楚的立場上
[00:12:46.000 --> 00:12:47.000]  在聖經講得很清楚的立場上
[00:12:47.000 --> 00:12:48.000]  在聖經講得很清楚的立場上
[00:12:48.000 --> 00:12:49.000]  在聖經講得很清楚的立場上
[00:12:49.000 --> 00:12:50.000]  在聖經講得很清楚的立場上
[00:12:50.000 --> 00:12:51.000]  在聖經講得很清楚的立場上
[00:12:51.000 --> 00:12:52.000]  在聖經講得很清楚的立場上
[00:12:52.000 --> 00:12:53.000]  在聖經講得很清楚的立場上
[00:12:53.000 --> 00:12:54.000]  在聖經講得很清楚的立場上
[00:12:54.000 --> 00:12:55.000]  在聖經講得很清楚的立場上
[00:12:55.000 --> 00:12:56.000]  在聖經講得很清楚的立場上
[00:12:56.000 --> 00:12:57.000]  在聖經講得很清楚的立場上
[00:12:57.000 --> 00:12:58.000]  在聖經講得很清楚的立場上
[00:12:58.000 --> 00:12:59.000]  在聖經講得很清楚的立場上
[00:12:59.000 --> 00:13:00.000]  在聖經講得很清楚的立場上
[00:13:00.000 --> 00:13:01.000]  在聖經講得很清楚的立場上
[00:13:01.000 --> 00:13:02.000]  在聖經講得很清楚的立場上
[00:13:02.000 --> 00:13:20.000]  在聖經講得很清楚的立場上
[00:13:20.000 --> 00:13:21.000]  在聖經講得很清楚的立場上
[00:13:21.000 --> 00:13:22.000]  在聖經講得很清楚的立場上
[00:13:22.000 --> 00:13:23.000]  在聖經講得很清楚的立場上
[00:13:23.000 --> 00:13:24.000]  在聖經講得很清楚的立場上
[00:13:24.000 --> 00:13:25.000]  在聖經講得很清楚的立場上
[00:13:25.000 --> 00:13:26.000]  在聖經講得很清楚的立場上
[00:13:26.000 --> 00:13:27.000]  在聖經講得很清楚的立場上
[00:13:27.000 --> 00:13:28.000]  在聖經講得很清楚的立場上
[00:13:28.000 --> 00:13:29.000]  在聖經講得很清楚的立場上
