
[00:00:00.000 --> 00:00:03.180]  今日定講到嘅題目我叫做
[00:01:39.480 --> 00:01:43.440]  即係話一啲嘅猶太人同外邦人對佢嘅敵意
[00:01:43.440 --> 00:01:46.800]  迫不困難 多不勝數
[00:01:46.800 --> 00:01:51.200]  但係同時之間佢都要處理緊內部教會
[00:01:51.200 --> 00:01:54.800]  好多人所對佢產生嘅敵意
[00:01:54.800 --> 00:01:59.600]  甚至乎可能對佢呢個使徒嘅權柄嘅質疑
[00:01:59.600 --> 00:02:04.120]  如果你睇到哥林多後書嘅四章較前嘅部分
[00:02:04.120 --> 00:02:05.960]  寶萊係有咁樣提到
[00:02:05.960 --> 00:02:10.240]  佢話佢提到佢哋四面仇敵卻不被困住
[00:02:10.240 --> 00:02:12.200]  心裡作難卻不至失望
[00:02:12.200 --> 00:02:15.240]  遭迫不及卻不被掉氣
[00:02:15.240 --> 00:02:18.600]  甚至佢話打倒了不至死亡
[00:02:18.600 --> 00:02:23.320]  反映咗寶萊面對住畏罪福音嘅緣故
[00:02:23.320 --> 00:02:25.480]  佢負上嘅代價
[00:02:25.480 --> 00:02:29.320]  甚至佢時刻面對住死亡嘅威脅
[00:02:29.320 --> 00:02:30.440]  雖然係咁
[00:02:30.440 --> 00:02:33.640]  寶萊係相信緊呢啲嘅一切
[00:02:33.640 --> 00:02:36.120]  眼前佢所見到嘅嘢
[00:02:36.120 --> 00:02:40.760]  佢話佢相信喺嗰個狀況
[00:02:40.760 --> 00:02:44.480]  更能彰顯基督嘅大愛
[00:02:44.480 --> 00:02:49.160]  縱管面對緊眼前幾巨大嘅挑戰
[00:02:49.160 --> 00:02:56.320]  寶萊仍然憑著佢對永恆嘅盼望同上帝恩典嘅信靠
[00:02:56.320 --> 00:02:58.680]  佢剛強站立起嚟
[00:02:58.680 --> 00:03:01.400]  面對眼前嘅困難或者挑戰
[00:03:01.400 --> 00:03:06.600]  人總係被眼前嘅事情產生唔同嘅諗法
[00:03:06.600 --> 00:03:09.000]  諗一諗返好似疫情嘅期間
[00:03:09.000 --> 00:03:11.360]  我諗大部分人包括我在內
[00:03:11.360 --> 00:03:13.920]  我咁樣講呢係唔係講緊你哋咁簡單
[00:03:13.920 --> 00:03:16.280]  我都係呀
[00:03:16.280 --> 00:03:17.080]  我哋會點呀
[00:03:17.080 --> 00:03:18.120]  搶口罩囉
[00:03:18.120 --> 00:03:19.400]  係咪呀 驚住冇呀嘛
[00:03:19.400 --> 00:03:19.920]  係咪呀
[00:03:19.920 --> 00:03:21.040]  你諗住就儲啦
[00:03:21.040 --> 00:03:21.640]  係咪呀
[00:03:21.640 --> 00:03:22.800]  要擺定多啲
[00:03:22.800 --> 00:03:25.040]  你驚到幾貴你都賣
[00:03:25.040 --> 00:03:26.920]  因為你驚冇得用
[00:03:26.920 --> 00:03:28.760]  不過我又想問下
[00:03:28.760 --> 00:03:31.240]  而家你屋企多唔多口罩
[00:03:31.240 --> 00:03:32.760]  有啲人即刻笑啦
[00:03:32.760 --> 00:03:34.040]  你就知道啦
[00:03:34.040 --> 00:03:40.680]  你屋企有用極都用唔盡嘅口罩
[00:03:40.680 --> 00:03:43.160]  好似喺大埔嘅火災一樣
[00:03:43.160 --> 00:03:48.240]  好多人會喺屋企開始話增添一啲防火嘅設備
[00:03:48.240 --> 00:03:51.880]  驚緊會唔會真係隨時我屋企都會著火咁樣
[00:03:51.880 --> 00:03:54.760]  甚至乎你買更高嘅保障
[00:03:54.760 --> 00:03:56.200]  買更高嘅保險
[00:03:56.200 --> 00:03:58.560]  嗰個嘅房屋嘅保
[00:03:58.560 --> 00:04:00.760]  當然為美與仇謀
[00:04:00.760 --> 00:04:04.280]  我哋可以睇為係正常不過嘅事
[00:04:04.280 --> 00:04:10.720]  不過我哋會唔會有時不禁都被你眼前所見嘅現況
[00:04:10.720 --> 00:04:15.960]  嗰個環境影響緊你同我作嘅決定同埋行動
[00:04:15.960 --> 00:04:18.440]  寶羅面對住傳福音嘅時候
[00:04:18.440 --> 00:04:21.640]  佢確實遇到好多困難同挑戰
[00:04:21.640 --> 00:04:26.560]  但佢仍然堅持到底將呢個福音為咗要傳開嘅緣故
[00:04:26.560 --> 00:04:27.960]  點解佢會咁做
[00:04:27.960 --> 00:04:31.800]  因為佢確信緊佢所相信嘅神係信實嘅
[00:04:31.800 --> 00:04:35.880]  佢確信緊佢跟從嗰個耶穌係真嘅
[00:04:35.880 --> 00:04:37.680]  以至佢堅持到底
[00:04:37.680 --> 00:04:39.080]  但對於我哋嚟講
[00:04:39.080 --> 00:04:41.640]  我哋有幾願意為著福音去負上代價
[00:04:41.640 --> 00:04:44.000]  寶羅面對住眼前嘅困難挑戰
[00:04:44.000 --> 00:04:49.760]  佢將佢嘅目光注視喺上帝嘅大能同榮耀嘅上面
[00:04:49.760 --> 00:04:54.840]  而唔係望緊佢眼前嘅困境
[00:04:54.840 --> 00:04:56.600]  留意嗰個聖經
[00:04:56.600 --> 00:04:59.720]  寶羅喺呢段經文一開始嘅時候
[00:04:59.720 --> 00:05:02.360]  佢話我哋不喪膽
[00:05:02.360 --> 00:05:04.480]  先講一講喪膽嘅意思
[00:05:04.480 --> 00:05:07.040]  喪膽嘅意思按照原文嘅解釋
[00:05:07.040 --> 00:05:11.360]  係有灰心 放棄 失去勇氣
[00:05:11.360 --> 00:05:13.760]  好似被打倒一樣
[00:05:13.760 --> 00:05:15.680]  所以我講話唔好不被激到
[00:05:15.680 --> 00:05:21.600]  我係因著佢嘅意思我再咁樣去演繹出嚟
[00:05:21.600 --> 00:05:24.040]  另一個層面原來喪膽呢個字
[00:05:24.040 --> 00:05:28.400]  係形容緊人嘅內心狀態
[00:05:28.400 --> 00:05:33.320]  內心係變得一種軟弱無力唔堅定嘅一種狀況
[00:05:33.320 --> 00:05:35.280]  就好似因為你外在嘅環境
[00:05:35.280 --> 00:05:37.000]  你見到好多嘅不利
[00:05:37.000 --> 00:05:39.160]  你內裡嗰種嘅虛耗
[00:05:39.160 --> 00:05:41.680]  你想停落嚟
[00:05:41.680 --> 00:05:43.560]  放棄你嘅信仰
[00:05:43.560 --> 00:05:45.600]  放棄你嘅使命
[00:05:45.600 --> 00:05:47.880]  寶羅好深知到苦難
[00:05:47.880 --> 00:05:50.480]  好容易讓人感到絕望
[00:05:50.480 --> 00:05:54.840]  甚至懷疑上帝係咪仍然掌權
[00:05:54.840 --> 00:05:57.320]  今日你同我都可能有機會係咁
[00:05:57.320 --> 00:05:59.800]  無論係身體嘅痛楚
[00:05:59.800 --> 00:06:02.200]  心理上面嘅壓力
[00:06:02.200 --> 00:06:08.240]  可能確實讓人陷入喺嗰種嘅絕望
[00:06:08.240 --> 00:06:11.720]  同埋嗰種嘅灰心嘅裏面
[00:06:11.720 --> 00:06:13.400]  寶羅話畀我哋聽
[00:06:13.400 --> 00:06:15.080]  佢哋不喪膽
[00:06:15.080 --> 00:06:16.600]  睇清楚個經文
[00:06:16.600 --> 00:06:18.800]  佢講「他們」
[00:06:18.800 --> 00:06:21.280]  經文提到唔止寶羅
[00:06:21.280 --> 00:06:23.360]  同佢一班同行
[00:06:23.360 --> 00:06:26.160]  喺過程嘅中間佢一班嘅同工
[00:06:26.160 --> 00:06:28.920]  佢哋嘅信心來自邊度嘅呢
[00:06:28.920 --> 00:06:32.000]  佢哋點樣藉住上帝畀佢哋嘅盼望
[00:06:32.000 --> 00:06:33.000]  唔喪膽
[00:06:33.000 --> 00:06:34.840]  有如我嘅題目一樣
[00:06:34.840 --> 00:06:36.760]  不被激怒
[00:06:36.760 --> 00:06:41.840]  寶羅嘅生命點樣成為我哋今日嘅激勵呢
[00:06:41.840 --> 00:06:43.800]  第一點我同大家講
[00:06:43.800 --> 00:06:46.600]  承認現實
[00:06:46.600 --> 00:06:48.080]  苦難確實係真實嘅
[00:06:48.080 --> 00:06:51.600]  但佢唔係最終嘅結局
[00:06:51.600 --> 00:06:53.480]  寶羅話我哋不喪膽
[00:06:53.480 --> 00:06:55.600]  外體雖然毀壞
[00:06:55.600 --> 00:06:59.680]  內心卻一天生此一天
[00:06:59.680 --> 00:07:01.200]  對寶羅嚟講
[00:07:01.200 --> 00:07:03.440]  佢唔單單講緊苦難係真實
[00:07:03.440 --> 00:07:06.120]  並且冇辦法避免
[00:07:06.120 --> 00:07:07.640]  呢個亦都係無可厚非
[00:07:07.640 --> 00:07:09.440]  呢個係一個人生
[00:07:09.440 --> 00:07:12.040]  我哋面對嘅現實嘅狀況
[00:07:12.040 --> 00:07:13.920]  每個人都面對緊
[00:07:13.920 --> 00:07:15.840]  無論你呢副假
[00:07:15.840 --> 00:07:18.000]  會慢慢衰退
[00:07:18.000 --> 00:07:21.360]  你會望到我哋會病
[00:07:21.360 --> 00:07:23.760]  甚至我哋面對生活嘅壓力
[00:07:23.760 --> 00:07:26.120]  甚至乎我哋要面對死亡
[00:07:26.120 --> 00:07:27.760]  即使係寶羅
[00:07:27.760 --> 00:07:31.200]  佢經歷咗好多嘅艱難
[00:07:31.200 --> 00:07:33.200]  好似我頭先講
[00:07:33.200 --> 00:07:35.320]  其實佢係面對死亡嘅威脅
[00:07:35.320 --> 00:07:36.840]  佢被打
[00:07:36.840 --> 00:07:38.040]  監禁
[00:07:38.040 --> 00:07:38.600]  逼白
[00:07:38.600 --> 00:07:41.440]  我諗我哋冇辦法明白佢所
[00:07:41.440 --> 00:07:43.560]  嗰個狀況嗰種處境
[00:07:43.560 --> 00:07:44.800]  甚至乎我哋
[00:07:44.800 --> 00:07:46.760]  即係我哋連香港人
[00:07:46.760 --> 00:07:50.280]  打仗其實我哋係冇乜人經歷過
[00:07:50.280 --> 00:07:51.040]  雖然係咁
[00:07:51.040 --> 00:07:53.960]  寶羅緊接住經文就好特別
[00:07:53.960 --> 00:07:55.960]  佢話我哋不喪膽
[00:07:55.960 --> 00:07:57.960]  愛體雖然毀壞
[00:07:57.960 --> 00:08:02.280]  耐心卻一天生此一天
[00:08:02.280 --> 00:08:03.840]  寶羅喺度揭示緊一個
[00:08:03.840 --> 00:08:06.760]  屬靈生命嘅好核心嘅真理
[00:08:06.760 --> 00:08:08.720]  即使我哋嘅身體
[00:08:08.720 --> 00:08:11.040]  因著隨著時間
[00:08:11.040 --> 00:08:15.040]  你或者會面對住有好多嘅艱難壓力
[00:08:15.040 --> 00:08:17.680]  令你感到你呢副假好
[00:08:17.680 --> 00:08:19.920]  一路衰退都好
[00:08:19.920 --> 00:08:21.560]  但我哋嘅耐心
[00:08:21.560 --> 00:08:24.240]  講緊係我哋嘅屬靈嘅生命
[00:08:24.240 --> 00:08:28.400]  原來可以藉著上帝嘅大能
[00:08:28.400 --> 00:08:30.600]  持續更生
[00:08:30.600 --> 00:08:32.120]  寶羅好刻意將
[00:08:32.120 --> 00:08:35.640]  愛體同耐心做咗一個對比
[00:08:35.640 --> 00:08:38.600]  佢提緊我哋乜嘢呢
[00:08:38.600 --> 00:08:41.480]  我哋呢個身體確實
[00:08:41.480 --> 00:08:42.960]  隨著日子
[00:08:42.960 --> 00:08:46.360]  我哋會可能肌腱會有故障
[00:08:46.360 --> 00:08:47.680]  要修理
[00:08:47.680 --> 00:08:49.560]  我哋會病我哋會年老
[00:08:49.560 --> 00:08:51.640]  我哋會面對你覺得生活嘅挑戰
[00:08:51.640 --> 00:08:54.200]  甚至香港裏面確實存在
[00:08:54.200 --> 00:08:56.880]  但係呢個我哋所遇見我哋眼前呢啲一切嘢
[00:08:56.880 --> 00:09:00.400]  寶羅講緊呢啲嘢係有限嘅
[00:09:00.400 --> 00:09:01.360]  佢嘅對比就話
[00:09:01.360 --> 00:09:04.280]  但係內在嘅屬靈生命
[00:09:04.280 --> 00:09:07.360]  卻帶領而有嗰種嘅永恆性
[00:09:07.360 --> 00:09:11.280]  同帶嚟你同我屬靈嘅力量
[00:09:11.280 --> 00:09:13.440]  寶羅提醒緊我哋
[00:09:13.440 --> 00:09:16.640]  即使呢個嘅外在嘅環境
[00:09:16.640 --> 00:09:18.960]  即使我哋呢個嘅肉體
[00:09:18.960 --> 00:09:21.600]  你見到已經每況愈下都好
[00:09:21.600 --> 00:09:24.640]  但你知唔知道原來我哋屬靈嘅生命
[00:09:24.640 --> 00:09:28.520]  可以一天生此一天
[00:09:28.520 --> 00:09:31.120]  藉住嘅係上帝嘅話語嘅根深
[00:09:31.120 --> 00:09:34.600]  呢度嘅新講緊呢係有根深嘅意思
[00:09:34.600 --> 00:09:38.440]  係一個持續進行緊嘅一個動態嘅過程
[00:09:38.440 --> 00:09:41.600]  表示緊我哋話信徒如果呢一個肉身
[00:09:41.600 --> 00:09:44.600]  你眼見你佢每況愈下嘅時候
[00:09:44.600 --> 00:09:48.520]  你嘅出路係原來你同我嘅屬靈生命
[00:09:48.520 --> 00:09:53.520]  透過上帝嘅話語可以得著每一日
[00:09:53.520 --> 00:09:57.680]  從佢而嚟得著嗰份力量同埋幫助
[00:09:57.680 --> 00:10:00.120]  寶羅用一天生此一天
[00:10:00.120 --> 00:10:05.920]  嚟描述緊屬靈生命不斷根深嘅重要性
[00:10:05.920 --> 00:10:08.040]  唔係一次性
[00:10:08.040 --> 00:10:10.600]  係一個持續性
[00:10:10.600 --> 00:10:12.920]  每日你都要領受上帝嘅恩典
[00:10:12.920 --> 00:10:15.000]  以至你靠上帝嘅真理
[00:10:15.000 --> 00:10:17.520]  你塑造你呢一顆嘅生命
[00:10:17.520 --> 00:10:22.400]  點解我哋要強調寶羅唔係否認緊我哋眼前經歷
[00:10:22.400 --> 00:10:24.320]  你有幾苦
[00:10:24.320 --> 00:10:26.200]  或者我唔係要話畀你聽
[00:10:26.200 --> 00:10:28.480]  寶羅叫大家就好似一個嘅
[00:10:28.480 --> 00:10:30.320]  即係我哋有啲阿Q精神
[00:10:30.320 --> 00:10:31.840]  冇嘢嘅ok嘅
[00:10:31.840 --> 00:10:33.560]  唔係呀
[00:10:33.560 --> 00:10:35.840]  確實存在
[00:10:35.840 --> 00:10:37.440]  但係寶羅提到
[00:10:37.440 --> 00:10:40.280]  承認現實嘅處境
[00:10:40.280 --> 00:10:41.800]  有苦難
[00:10:41.800 --> 00:10:43.520]  有困難
[00:10:43.520 --> 00:10:47.160]  不過呢啲嘅苦難呢啲嘅困難唔係最終嘅結局
[00:10:47.160 --> 00:10:51.480]  同時間要記得呢樣嘢都係你而家眼前所見嘅一切嘅嘢
[00:10:51.480 --> 00:10:53.560]  你嘅困境 你嘅困難
[00:10:53.560 --> 00:10:57.160]  唔係定義緊你嘅生命
[00:10:57.160 --> 00:11:00.720]  神可以喺我哋人嘅內心工作
[00:11:00.720 --> 00:11:04.760]  使我哋得著力量勝過一切嘅挑戰
[00:11:04.760 --> 00:11:08.360]  對於你個人嘅屬靈生命你花咗幾多時間同精神
[00:11:08.360 --> 00:11:12.680]  屬靈生命講緊嘢不斷要持續地去到根深
[00:11:12.680 --> 00:11:17.520]  今日你信耶穌幾耐都好 你有冇持續地每一樣樣上帝嘅話語
[00:11:17.520 --> 00:11:20.880]  能根深你嘅屬靈生命呢
[00:11:20.880 --> 00:11:24.720]  如果我哋唔會根深嘅時候 難免當面對眼前嘅困擊
[00:11:24.720 --> 00:11:27.040]  甚至乎就係你呢副計
[00:11:27.040 --> 00:11:29.360]  越嚟越差嘅時候
[00:11:29.360 --> 00:11:31.960]  內心產生動搖
[00:11:31.960 --> 00:11:36.120]  頂姊妹我哋有冇好好為住自己嘅屬靈生命落功夫
[00:11:36.120 --> 00:11:39.760]  哪怕你面對緊一啲嘅艱難 一啲嘅局面
[00:11:39.760 --> 00:11:44.240]  你有冇諗過上帝嘅真理使你嘅內心
[00:11:44.240 --> 00:11:46.560]  能夠有如保羅所講
[00:11:46.560 --> 00:11:51.880]  一天生持一天
[00:11:51.880 --> 00:11:53.960]  再睇落去
[00:11:53.960 --> 00:11:56.000]  保羅喺第四章十七節嗰度咁話
[00:11:56.000 --> 00:11:58.320]  佢話我哋這至暫至興嘅苦楚
[00:11:58.320 --> 00:12:03.600]  要為我哋成就極重無比永遠嘅榮耀
[00:12:03.600 --> 00:12:06.680]  保羅進一步解釋緊點解佢哋可以唔喪膽
[00:12:06.680 --> 00:12:09.960]  係因為佢哋睇眼前嘅一切嘅困難
[00:12:09.960 --> 00:12:12.520]  從一個永恆嘅角度嚟睇
[00:12:12.520 --> 00:12:16.080]  佢唔單單睇為係短暫輕微
[00:12:16.080 --> 00:12:22.840]  佢話仲能夠成就極重極大嘅屬靈價值
[00:12:22.840 --> 00:12:26.320]  保羅提到短暫意思係講緊有限
[00:12:26.320 --> 00:12:29.400]  短暫亦都係講緊我哋喺呢個地上嘅生命
[00:12:29.400 --> 00:12:32.600]  確實我哋每一個人都有限
[00:12:32.600 --> 00:12:35.040]  你嘅經歷都有限
[00:12:35.040 --> 00:12:38.200]  佢有開始亦有結束
[00:12:38.200 --> 00:12:41.360]  但係講緊嘅永恆就卻係無限
[00:12:41.360 --> 00:12:44.800]  永恆係超越緊我哋時間嘅限制
[00:12:44.800 --> 00:12:47.120]  無終點站
[00:12:47.120 --> 00:12:50.240]  保羅將苦楚
[00:12:50.240 --> 00:12:53.320]  佢所面對嘅苦楚、迫不及待、疾病
[00:12:53.320 --> 00:12:55.480]  可能甚至乎損失都好
[00:12:55.480 --> 00:12:58.960]  形容為暫時輕微
[00:12:58.960 --> 00:13:03.680]  佢而將未來喺基督耶穌裏面得著嘅榮耀
[00:13:03.680 --> 00:13:06.920]  形容為極重無比
[00:13:06.920 --> 00:13:11.120]  呢兩者形成咗一個好強烈嘅唔對等
[00:13:11.120 --> 00:13:13.000]  好似我哋之前提到
[00:13:13.000 --> 00:13:16.440]  保羅唔係否認緊痛苦嘅真實
[00:13:16.440 --> 00:13:20.400]  佢亦都唔係否認緊痛苦嘅真實嘅存在
[00:13:20.400 --> 00:13:24.920]  佢亦都唔否認緊你覺得嗰種心感到好重嘅感覺
[00:13:24.920 --> 00:13:28.760]  甚至乎保羅係形容緊呢啲嘅苦難
[00:13:28.760 --> 00:13:31.920]  係冇辦法避免嘅
[00:13:31.920 --> 00:13:35.680]  但係同一時間佢覺得面對呢啲嘅困難
[00:13:35.680 --> 00:13:37.240]  呢啲嘅境況
[00:13:37.240 --> 00:13:41.680]  佢覺得唔會係冇任何嘅意義
[00:13:41.680 --> 00:13:47.240]  而係佢從佢嘅角度去望緊永恆嘅價值嘅時候
[00:13:47.240 --> 00:13:51.680]  佢見到能夠成就嗰種某一種嘅屬靈嘅價值
[00:13:51.680 --> 00:13:55.800]  就係講緊極重無比永遠嘅榮耀
[00:13:55.800 --> 00:14:02.480]  你有冇諗過原來保羅強調緊嘅榮耀呢係有重量
[00:14:02.480 --> 00:14:05.280]  超越緊任何嘅言語
[00:14:05.280 --> 00:14:09.000]  甚至可以形容嗰種嘅豐盛
[00:14:09.000 --> 00:14:11.440]  嗰個榮耀包括乜嘢
[00:14:11.440 --> 00:14:15.080]  同基督永遠喺埋一切
[00:14:15.080 --> 00:14:17.640]  你完全得著拯救
[00:14:17.640 --> 00:14:19.680]  你能夠進入新天新地
[00:14:19.680 --> 00:14:21.800]  甚至係喺神嘅角度嘅裏面
[00:14:21.800 --> 00:14:28.040]  你能夠欣賞你相信能夠你見到嗰個獎賞同埋福樂
[00:14:28.040 --> 00:14:31.880]  保羅曾經喺羅馬書嘅五章咁樣講過
[00:14:31.880 --> 00:14:34.120]  佢話就係喺患難中也要歡歡喜喜
[00:14:34.120 --> 00:14:36.280]  因為知道患難身忍耐
[00:14:36.280 --> 00:14:37.480]  忍耐身老年
[00:14:37.480 --> 00:14:38.400]  老年身盼望
[00:14:38.400 --> 00:14:40.000]  盼望不至於羞恥
[00:14:40.000 --> 00:14:41.920]  苦難同困難
[00:14:41.920 --> 00:14:46.120]  確實都係一個塑造緊我哋呢個人生
[00:14:46.120 --> 00:14:48.600]  我哋嘅等格一個過程
[00:14:48.600 --> 00:14:50.760]  教我哋更加學習
[00:14:50.760 --> 00:14:52.840]  咩叫做謙卑依靠神
[00:14:52.840 --> 00:14:54.520]  同時間苦難困難
[00:14:54.520 --> 00:14:57.840]  更加讓我哋更深可能去體會到
[00:14:57.840 --> 00:15:00.440]  上帝嘅愛嘅真實
[00:15:00.440 --> 00:15:02.120]  所以對保羅嚟講
[00:15:02.120 --> 00:15:05.840]  當佢明白短暫同永恆嘅不對等
[00:15:05.840 --> 00:15:09.320]  佢選擇係將時間同精力
[00:15:09.320 --> 00:15:13.040]  投入喺嗰啲具有永恆價值
[00:15:13.040 --> 00:15:16.200]  屬靈價值嗰啲嘅事上面
[00:15:16.200 --> 00:15:21.400]  今日當你感到眼前嘅困境
[00:15:21.400 --> 00:15:24.080]  令到你嘅心好沉嘅時候
[00:15:24.080 --> 00:15:25.760]  不妨你問下你自己
[00:15:25.760 --> 00:15:27.840]  如果從永恆嘅角度去睇
[00:15:27.840 --> 00:15:30.960]  我哋而家所經歷嘅一切係咪值得嘅呢
[00:15:30.960 --> 00:15:32.280]  對保羅嚟講
[00:15:32.280 --> 00:15:35.840]  每一次佢為住福音嘅擺上
[00:15:35.840 --> 00:15:37.520]  佢嘅忍耐
[00:15:37.520 --> 00:15:39.640]  佢對神嘅信靠
[00:15:39.640 --> 00:15:45.960]  卻帶嚟對佢屬靈生命當中嘅突破
[00:15:45.960 --> 00:15:48.960]  講下聖誕
[00:15:48.960 --> 00:15:53.040]  因著我今年要負責1225嘅聖誕崇拜
[00:15:53.040 --> 00:15:55.320]  由起初嘅策劃到下個禮拜嘅開始
[00:15:55.320 --> 00:15:58.240]  我而家話畀你聽我即將嘅感受係咩呢
[00:15:58.240 --> 00:16:01.520]  我即將要生個仔嘅感覺
[00:16:01.520 --> 00:16:02.520]  就快啲生啦
[00:16:02.520 --> 00:16:03.520]  快啲出嚟啦
[00:16:03.520 --> 00:16:05.680]  快啲成事啦咁講下
[00:16:05.680 --> 00:16:07.800]  當然我咁樣講嘅時候
[00:16:07.800 --> 00:16:09.520]  我唔係想話畀大家聽
[00:16:09.520 --> 00:16:12.120]  我喺準備整個聖誕崇拜嘅裏面
[00:16:12.120 --> 00:16:14.800]  我感受到嗰種幾苦
[00:16:14.800 --> 00:16:18.280]  我經歷到嘅嗰個嘅困難同挑戰
[00:16:18.280 --> 00:16:22.880]  根本同保羅所講唔可以相提並論
[00:16:22.880 --> 00:16:26.760]  但當我睇緊即係預備呢個嘅訊息嘅同時
[00:16:26.760 --> 00:16:30.000]  我睇緊保羅為著福音嘅緣故
[00:16:30.000 --> 00:16:31.320]  佢嘅確信
[00:16:31.320 --> 00:16:35.000]  我突然之間有個領悟
[00:16:35.000 --> 00:16:37.400]  因為負責呢個崇拜
[00:16:37.400 --> 00:16:40.120]  其實最終嘅目的就係我哋好希望
[00:16:40.120 --> 00:16:43.280]  嗰個福音為著福音嘅緣故我哋去努力
[00:16:43.280 --> 00:16:46.800]  去作出一個嘅行動
[00:16:46.800 --> 00:16:48.800]  我同一班阿囚委喺半年之前
[00:16:48.800 --> 00:16:51.520]  我哋就開始預備呢個嘅聖誕崇拜
[00:16:51.520 --> 00:16:54.320]  起初我哋由傾啦即係去到落實
[00:16:54.320 --> 00:16:55.720]  落實去執行呢
[00:16:55.720 --> 00:16:57.920]  其實係有住好多唔同嘅挑戰
[00:16:57.920 --> 00:16:59.280]  點解咁講呢
[00:16:59.280 --> 00:17:02.200]  因為當我哋一齊安靜落嚟去禱告嘅時候呢
[00:17:02.200 --> 00:17:05.480]  神係好清楚講緊係做嗰啲新嘅嘢嘅
[00:17:05.480 --> 00:17:08.160]  嘩做新嘅嘢我唔知你有咩感覺
[00:17:08.160 --> 00:17:11.280]  要你做啲新啫你平時未做過嘅嘢喎
[00:17:11.280 --> 00:17:13.520]  咁你會點呀嘩做啲新嘅嘢咁你梗係寧願
[00:17:13.520 --> 00:17:15.880]  可能唔做即係做返啲平時嘅嘢
[00:17:15.880 --> 00:17:17.240]  舒服啲㗎嘛係咪
[00:17:17.240 --> 00:17:19.840]  做新嘅嘢由我哋開始去決定
[00:17:19.840 --> 00:17:22.880]  無論個主題 詳詞 形式 內容
[00:17:22.880 --> 00:17:24.680]  甚至乎要做到嘅效果
[00:17:24.680 --> 00:17:27.680]  其實要同好多嘅Party溝通啦
[00:17:27.680 --> 00:17:29.320]  要開會啦
[00:17:29.320 --> 00:17:31.400]  應接不暇
[00:17:31.400 --> 00:17:35.200]  但係講真我欣賞我同一班嘅團隊裏面嘅
[00:17:35.200 --> 00:17:37.000]  一班嘅同工們
[00:17:37.000 --> 00:17:39.360]  每一個囚委都好努力
[00:17:39.360 --> 00:17:43.200]  奮身為住呢個嘅聖誕崇拜做準備
[00:17:43.200 --> 00:17:47.160]  你知唔知呀其實呢作為傳道人呢
[00:17:47.160 --> 00:17:48.640]  即係我呀
[00:17:48.640 --> 00:17:51.720]  甚至乎你可以望緊呢啲所有嘅所有同工
[00:17:51.720 --> 00:17:52.960]  我哋根本冇
[00:17:52.960 --> 00:17:57.080]  我哋根本冇讀過點樣搞一個聖誕崇拜
[00:17:57.080 --> 00:17:59.240]  神學院冇教嘅
[00:17:59.240 --> 00:18:00.320]  點搞
[00:18:00.320 --> 00:18:02.400]  搞大型聚會我想講畀你聽
[00:18:02.400 --> 00:18:03.920]  冇喎
[00:18:03.920 --> 00:18:06.760]  如果你話畀我聽你又知道點樣搞法
