
[00:00:00.000 --> 00:00:04.040]  我們已經開始了一個新的系列
[00:04:02.040 --> 00:04:06.280]  因為如果他們繼續在生命樹上吃生命樹上的果子
[00:04:06.280 --> 00:04:07.960]  而他們不能死的話
[00:04:07.960 --> 00:04:09.960]  這個真是很殘忍
[00:04:09.960 --> 00:04:13.400]  因為他們的身體越來越衰殘
[00:04:13.400 --> 00:04:15.400]  所以經文告訴我們
[00:04:15.400 --> 00:04:17.400]  我們要有復活的身體
[00:04:17.400 --> 00:04:22.320]  我們首先要死了才能夠有復活的身體
[00:04:22.320 --> 00:04:26.240]  除非我們是近臂神來祝福
[00:04:26.240 --> 00:04:28.240]  當耶穌基督回來的時候
[00:04:28.240 --> 00:04:29.960]  我們還活著
[00:04:29.960 --> 00:04:32.440]  這樣我們就不會經過死亡
[00:04:32.440 --> 00:04:34.680]  我們這個衰敗的身體
[00:04:34.680 --> 00:04:38.440]  會立刻在半空和耶穌基督相遇
[00:04:38.440 --> 00:04:41.600]  會變成榮耀的身體
[00:04:41.600 --> 00:04:46.040]  在聖經裡面也有給我們看到有例子
[00:04:46.040 --> 00:04:50.120]  在舊約有以諾和以利亞
[00:04:50.120 --> 00:04:52.120]  他們沒有經過死亡
[00:04:52.120 --> 00:04:56.520]  就被神接了去
[00:04:56.520 --> 00:05:00.960]  我們這個復活的身體到底會是怎樣
[00:05:00.960 --> 00:05:05.200]  在哥林多前書的十五章三十七節
[00:05:05.200 --> 00:05:10.920]  保羅說:「並且你所種的,不是那將來的形體
[00:05:10.920 --> 00:05:16.680]  不過是籽粒,即如蜜籽,或是別樣的菊。」
[00:05:16.680 --> 00:05:21.120]  為什麼說那麼多又籽粒又蜜籽又菊
[00:05:21.120 --> 00:05:24.120]  這些都是種子
[00:05:24.120 --> 00:05:28.080]  所種在泥土裡面的是一粒種子
[00:05:28.080 --> 00:05:31.560]  但是生出來的是一棵植物
[00:05:31.560 --> 00:05:35.360]  那棵植物和種進去的種子是不一樣的
[00:05:35.360 --> 00:05:37.680]  也就是說我們將來的身體
[00:05:37.680 --> 00:05:41.200]  和我們現在的身體是完全不一樣
[00:05:41.200 --> 00:05:48.240]  種在地上的是一粒又皺皮又細粒的啡色的種子
[00:05:48.240 --> 00:05:54.240]  但是將來生出來的是一棵很漂亮的綠色的植物
[00:05:54.240 --> 00:05:57.480]  正如我們的身體也是一樣
[00:05:57.480 --> 00:06:01.760]  我們死了埋葬在土地裡面是會衰殘的
[00:06:01.760 --> 00:06:06.680]  慢慢會腐爛,會層歸層,土歸土
[00:06:06.680 --> 00:06:10.360]  但是將來我們復活的身體會很漂亮
[00:06:10.360 --> 00:06:17.680]  滿有榮耀,和種下去的身體是完全不一樣
[00:06:17.680 --> 00:06:19.760]  有人可能會問
[00:06:19.760 --> 00:06:23.400]  神怎樣能夠做出復活的身體
[00:06:23.400 --> 00:06:25.920]  保羅好像知道有人會問
[00:06:25.920 --> 00:06:30.840]  所以他在《哥林多前書》的15章39節他回答
[00:06:30.840 --> 00:06:34.120]  他說神不是做了所有的身體嗎?
[00:06:34.120 --> 00:06:37.400]  又有人,又有動物,有飛鳥,有魚
[00:06:37.400 --> 00:06:40.280]  全部都是神創造的
[00:06:40.280 --> 00:06:43.520]  我們知道我們現在的身體是有肉
[00:06:43.520 --> 00:06:48.520]  肉是由細胞造成,細胞是由蛋白質造成
[00:06:48.520 --> 00:06:53.040]  我們現在經常說不要吃那麼多飯,不要吃那麼多麵包
[00:06:53.040 --> 00:06:58.240]  多吃蛋白質,多吃蛋白質,多吃肉
[00:06:58.240 --> 00:07:02.160]  我們的肉是由細胞造成,細胞是由蛋白質
[00:07:02.160 --> 00:07:06.080]  蛋白質是由氨基酸造成
[00:07:06.080 --> 00:07:09.040]  氨基酸是Amino Acid
[00:07:09.040 --> 00:07:12.720]  氨基酸也是由碳水化合物造成
[00:07:12.720 --> 00:07:17.960]  神造人很奇妙,我們每個人都有DNA在我們身上
[00:07:17.960 --> 00:07:21.560]  每個人氨基酸的次序都不同
[00:07:21.560 --> 00:07:27.640]  所以才能夠造出不同的人、動物、飛鳥和魚
[00:07:27.640 --> 00:07:31.440]  人和人之間的氨基酸的次序都不同
[00:07:31.440 --> 00:07:35.640]  所以我身上的肉和你身上的肉都不同
[00:07:35.640 --> 00:07:41.200]  保羅說既然神能夠造出人、動物、飛鳥和魚的身體
[00:07:41.200 --> 00:07:46.640]  祂一樣能夠將來造出榮耀的身體
[00:07:46.640 --> 00:07:49.600]  我們現在的身體越來越老
[00:07:49.600 --> 00:07:55.040]  越老就越不能動,越不動就越更老
[00:07:55.040 --> 00:07:57.520]  這是惡性的循環
[00:07:57.520 --> 00:08:01.320]  但將來我們的身體不會是這樣
[00:08:01.320 --> 00:08:05.120]  保羅告訴我們將來的身體會怎樣
[00:08:05.120 --> 00:08:07.600]  保羅說了四個方面
[00:08:07.600 --> 00:08:12.000]  讓我們一起來看看這四方面是什麼
[00:08:12.000 --> 00:08:16.520]  第一,我們的身體不會再扭壞
[00:08:16.520 --> 00:08:18.720]  是不扭壞的身體
[00:08:18.720 --> 00:08:22.160]  在哥倫多前書的十五章四十二節
[00:08:22.160 --> 00:08:25.040]  說死人復活也是這樣
[00:08:25.040 --> 00:08:27.680]  所中的是必扭壞的
[00:08:27.680 --> 00:08:30.720]  復活的是不扭壞的
[00:08:30.720 --> 00:08:32.480]  所中的就是說
[00:08:32.480 --> 00:08:39.720]  我們安葬在泥土裡面的身體是會腐敗、是會敗壞
[00:08:39.720 --> 00:08:44.360]  但我們將來復活的身體是不會敗壞
[00:08:44.360 --> 00:08:47.760]  聖經裡面有很多復活的例子
[00:08:47.760 --> 00:08:49.600]  大家記得在舊約
[00:08:49.600 --> 00:08:53.120]  有以利亞和以利沙兩個先知
[00:08:53.120 --> 00:08:56.320]  都是能夠使人起死回生
[00:08:56.320 --> 00:09:00.520]  在新約同樣我們有彼得和保羅
[00:09:00.520 --> 00:09:05.800]  在使徒行傳裡面也是能夠使人起死回生
[00:09:05.800 --> 00:09:08.280]  耶穌基督自己在世的時候
[00:09:08.280 --> 00:09:10.400]  在路加福音的第七章
[00:09:10.400 --> 00:09:14.600]  他是使寡婦的獨生子復活
[00:09:14.600 --> 00:09:16.160]  在第八章
[00:09:16.160 --> 00:09:20.240]  他是使到管會堂的一個人叫做艾魯
[00:09:20.240 --> 00:09:23.800]  他十二歲的女兒能夠復活
[00:09:23.800 --> 00:09:25.840]  我相信最出名
[00:09:25.840 --> 00:09:28.480]  耶穌基督使人復活的故事
[00:09:28.480 --> 00:09:31.080]  就是在約翰福音的第十一章
[00:09:31.080 --> 00:09:34.680]  他是使到拉薩路復活
[00:09:34.680 --> 00:09:37.040]  當耶穌基督被釘十字架
[00:09:37.040 --> 00:09:40.200]  就是我們三天前的Good Friday
[00:09:40.200 --> 00:09:42.400]  被釘十字架的時候
[00:09:42.400 --> 00:09:43.880]  聖經告訴我們
[00:09:43.880 --> 00:09:45.760]  墳墓都被打開
[00:09:45.760 --> 00:09:47.640]  有死人復活
[00:09:47.640 --> 00:09:49.800]  在馬太福音的二十七章
[00:09:49.800 --> 00:09:52.840]  五十二至五十三節
[00:09:52.840 --> 00:09:56.480]  但是這些復活的人去了哪裡?
[00:09:56.480 --> 00:09:58.680]  全部都再次死亡
[00:09:58.680 --> 00:10:03.000]  他們的身體都經過腐敗、敗壞
[00:10:03.000 --> 00:10:07.040]  到目前為止只有一個人復活之後
[00:10:07.040 --> 00:10:10.160]  他的身體沒有敗壞、沒有扭壞
[00:10:10.160 --> 00:10:14.680]  這個就是耶穌基督
[00:10:14.680 --> 00:10:16.680]  這個也是原因
[00:10:16.680 --> 00:10:19.360]  為什麼我今天講這個訊息
[00:10:19.360 --> 00:10:21.560]  因為是復活節
[00:10:21.560 --> 00:10:25.760]  耶穌基督的復活就是我們每個人的榜樣
[00:10:25.760 --> 00:10:28.200]  在詩篇的十六篇第十節
[00:10:28.200 --> 00:10:29.080]  經文說
[00:10:29.080 --> 00:10:32.800]  「因為祢必不將我的靈魂撇在陰間
[00:10:32.800 --> 00:10:36.440]  也不叫祢的聖者見扭壞」
[00:10:36.440 --> 00:10:38.720]  這一節的經文就是預言
[00:10:38.720 --> 00:10:43.400]  耶穌基督的身體不會扭壞
[00:10:43.400 --> 00:10:47.880]  耶穌基督是釘十字架死後第三天復活
[00:10:47.880 --> 00:10:50.240]  祂是走出了祂的墳墓
[00:10:50.240 --> 00:10:54.280]  祂的身體是沒有經過扭壞
[00:10:54.280 --> 00:10:58.200]  我們現在的身體一定會扭壞
[00:10:58.200 --> 00:11:02.960]  很多人都嘗試使我們的衰老能夠慢一點
[00:11:02.960 --> 00:11:05.440]  沒有人能夠防止衰老
[00:11:05.440 --> 00:11:08.600]  沒有人能夠使衰老停止
[00:11:08.600 --> 00:11:13.040]  但是我們能夠使衰老慢一點
[00:11:13.040 --> 00:11:17.160]  有一件事真的可以使我們衰老慢一點
[00:11:17.160 --> 00:11:19.160]  就是做運動
[00:11:19.160 --> 00:11:22.360]  我聽過一個調查的數字
[00:11:22.360 --> 00:11:25.720]  運動真的可以延長你的壽命
[00:11:25.720 --> 00:11:27.720]  但是延長多少?
[00:11:27.720 --> 00:11:29.440]  根據這個調查數字
[00:11:29.440 --> 00:11:31.280]  你做五分鐘的運動
[00:11:31.280 --> 00:11:34.280]  你就延長你的壽命五分鐘
[00:11:34.280 --> 00:11:36.200]  你做一個小時的運動
[00:11:36.200 --> 00:11:39.000]  你就延長你的壽命一個小時
[00:11:39.000 --> 00:11:41.840]  也就是說你可以延長你的壽命
[00:11:41.840 --> 00:11:44.560]  但是你所有被延長的壽命的時間
[00:11:44.560 --> 00:11:48.240]  全部都用在做運動
[00:11:48.240 --> 00:11:51.760]  這個真的令人很失望
[00:11:51.760 --> 00:11:55.800]  但我們將來的身體是永遠不會扭壞
[00:11:55.800 --> 00:11:59.080]  我們將來的身體是永遠
[00:11:59.080 --> 00:12:03.680]  在哥倫多後書的五章二節保羅說
[00:12:03.680 --> 00:12:06.760]  我們在這帳棚裡嘆息
[00:12:06.760 --> 00:12:13.040]  心想德那從天上來的房屋好像穿上衣服
[00:12:13.040 --> 00:12:17.200]  保羅說我們現在的身體好像帳棚
[00:12:17.200 --> 00:12:20.600]  我們將來的身體好像房屋
[00:12:20.600 --> 00:12:21.840]  帳棚比房屋
[00:12:21.840 --> 00:12:24.320]  你想想帳棚是不是永久的?
[00:12:24.320 --> 00:12:25.400]  不是永久的
[00:12:25.400 --> 00:12:28.080]  帳棚是你去野外去旅行
[00:12:28.080 --> 00:12:30.880]  在山上你搭個棚來居住
[00:12:30.880 --> 00:12:33.760]  不是讓你永遠居住的
[00:12:33.760 --> 00:12:37.080]  我們在十月 如果大家記得的話
[00:12:37.080 --> 00:12:41.000]  在外面搭了兩個棚來室外敬拜
[00:12:41.000 --> 00:12:43.200]  現在那兩個棚
[00:12:43.200 --> 00:12:47.000]  一個已經完全被封毀壞了
[00:12:47.000 --> 00:12:48.200]  沒有了
[00:12:48.200 --> 00:12:52.320]  另外那個我們將兩個棚的零件加在一起
[00:12:52.320 --> 00:12:55.880]  說不定還有一個棚我們將來可以用
[00:12:55.880 --> 00:12:58.560]  但是帳棚不是永遠的
[00:12:58.560 --> 00:13:02.960]  所以保羅說我們要渴望將來天上的房屋
[00:13:02.960 --> 00:13:05.760]  將來天上的房屋才是永遠
[00:13:05.760 --> 00:13:07.280]  才是永恆
[00:13:07.280 --> 00:13:09.800]  才是可靠的
[00:13:09.800 --> 00:13:12.120]  在哥林多後書的五章一節
[00:13:12.120 --> 00:13:14.720]  保羅說我們將來的身體
[00:13:14.720 --> 00:13:16.880]  不是用手所做的
[00:13:16.880 --> 00:13:21.360]  意思就是說不是屬乎這個世界
[00:13:21.360 --> 00:13:26.760]  在希伯來書的九章十一節
[00:13:26.760 --> 00:13:28.160]  希伯來書的作者
[00:13:28.160 --> 00:13:32.200]  也比較我們現在的身體和將來的身體
[00:13:32.200 --> 00:13:35.040]  我們現在的身體是屬血肉的
[00:13:35.040 --> 00:13:37.680]  將來的身體是屬靈的
[00:13:37.680 --> 00:13:40.280]  我們現在的身體是屬地的
[00:13:40.280 --> 00:13:42.880]  將來的身體是屬天的
[00:13:42.880 --> 00:13:45.760]  我們現在的身體是會扭壞的
[00:13:45.760 --> 00:13:49.800]  將來的身體是不會扭壞的
[00:13:49.800 --> 00:13:52.400]  我們現在的身體是會病的
[00:13:52.400 --> 00:13:54.880]  又會腰酸背痛
[00:13:54.880 --> 00:13:56.000]  很辛苦
[00:13:56.000 --> 00:14:00.720]  但是將來我們的身體是會完全地被醫治
[00:14:00.720 --> 00:14:03.360]  等到耶穌基督再次回來
[00:14:03.360 --> 00:14:05.960]  完成承傳祂的救贖
[00:14:05.960 --> 00:14:09.760]  我們的身體就會被醫治
[00:14:09.760 --> 00:14:13.400]  所以在以賽亞書的五十三章第五節
[00:14:13.400 --> 00:14:14.320]  經文說
[00:14:14.320 --> 00:14:16.520]  因祂受的刑罰
[00:14:16.520 --> 00:14:17.920]  我們得平安
[00:14:17.920 --> 00:14:19.560]  因祂受的鞭傷
[00:14:19.560 --> 00:14:21.560]  我們得醫治
[00:14:21.560 --> 00:14:25.440]  因為耶穌基督在十誡上所成就的
[00:14:25.440 --> 00:14:27.560]  祂的身體受到鞭傷
[00:14:27.560 --> 00:14:30.760]  我們的身體就得到醫治
[00:14:30.760 --> 00:14:31.920]  有很多人說
[00:14:31.920 --> 00:14:34.920]  這個不是靈裡面的醫治嗎?
[00:14:34.920 --> 00:14:37.440]  是,是靈裡面的醫治
[00:14:37.440 --> 00:14:40.600]  但是神也要醫治我們的身體
[00:14:40.600 --> 00:14:42.000]  所以將來在天堂
[00:14:42.000 --> 00:14:44.560]  我們不單止有完美的靈
[00:14:44.560 --> 00:14:46.680]  還有完美的身體
[00:14:46.680 --> 00:14:49.920]  完美的靈就是我們不會再犯罪
[00:14:49.920 --> 00:14:52.800]  完美的身體就是我們不會再病
[00:14:52.800 --> 00:14:57.520]  我們也不會再有死亡
[00:14:57.520 --> 00:15:02.280]  這也是《馬太福音》第八章的原因
[00:15:02.280 --> 00:15:03.520]  經文說
[00:15:03.520 --> 00:15:07.280]  耶穌基督醫好了彼得的外母
[00:15:07.280 --> 00:15:10.360]  又醫好了當時一切的病人
[00:15:10.360 --> 00:15:13.560]  然後在《馬太福音》八章十七節
[00:15:13.560 --> 00:15:14.840]  經文說
[00:15:14.840 --> 00:15:19.160]  「這是要應驗先知以賽亞的話
[00:15:19.160 --> 00:15:22.080]  說祂替我們的軟弱
[00:15:22.080 --> 00:15:24.560]  擔當我們的疾病」
[00:15:24.560 --> 00:15:27.600]  這一節的經文就是引用剛才讀的
[00:15:27.600 --> 00:15:30.080]  以賽亞書的五十三章
[00:15:30.080 --> 00:15:31.320]  告訴我們
[00:15:31.320 --> 00:15:34.400]  耶穌基督不單止醫治我們的靈
[00:15:34.400 --> 00:15:36.680]  還會醫治我們的身體
[00:15:36.680 --> 00:15:39.560]  醫治我們的疾病
[00:15:39.560 --> 00:15:41.040]  所以我們看到
[00:15:41.040 --> 00:15:43.200]  我們將來在天堂
[00:15:43.200 --> 00:15:46.080]  會有一個完美的身體
[00:15:46.080 --> 00:15:47.560]  有一個完美的靈
[00:15:47.560 --> 00:15:49.360]  不單止沒有罪
[00:15:49.360 --> 00:15:51.960]  還會沒有疾病
[00:15:51.960 --> 00:15:53.720]  是個永遠的身體
[00:15:53.720 --> 00:15:56.960]  現在我們的身體越來越老
[00:15:56.960 --> 00:15:58.160]  又會病
[00:15:58.160 --> 00:15:59.480]  腰酸背痛
[00:15:59.480 --> 00:16:02.720]  做一點點事情就累得不得了
[00:16:02.720 --> 00:16:05.480]  將來我們的身體不會是這樣
[00:16:05.480 --> 00:16:07.920]  我們是有完美的身體
[00:16:07.920 --> 00:16:09.920]  現在很多時候我們摸一下摸一下
[00:16:09.920 --> 00:16:12.840]  突然間多了一個硬塊
[00:16:12.840 --> 00:16:14.840]  是不是生癌
[00:16:14.840 --> 00:16:16.320]  害怕得不得了
[00:16:16.320 --> 00:16:21.360]  女士將來也不會為了自己的咒文來擔心
[00:16:21.360 --> 00:16:24.360]  將來我們會有完美的身體
[00:16:24.360 --> 00:16:28.360]  不單止我們有不嬲外的身體
[00:16:28.360 --> 00:16:33.400]  我們也有一個實實在在榮耀的身體
[00:16:33.400 --> 00:16:35.360]  有很多人說
[00:16:35.360 --> 00:16:39.600]  人死後是不是會變成天使
[00:16:39.600 --> 00:16:41.720]  有很多年長的白人
[00:16:41.720 --> 00:16:43.720]  尤其是很喜歡說
[00:16:43.720 --> 00:16:45.720]  看到很多嬰兒去世
[00:16:45.720 --> 00:16:47.080]  他們就會說
[00:16:47.080 --> 00:16:50.240]  天堂又多了一個天使
[00:16:50.240 --> 00:16:51.640]  其實聖經說
[00:16:51.640 --> 00:16:55.560]  神創造人和創造天使是分開的
[00:16:55.560 --> 00:16:59.400]  所以人是不會變成天使
[00:16:59.400 --> 00:17:02.520]  在哥倫多前書的十五章四十三節
[00:17:02.520 --> 00:17:03.720]  今天的經文
[00:17:03.720 --> 00:17:06.120]  說所種的是羞辱的
[00:17:06.120 --> 00:17:08.440]  復活的是榮耀
[00:17:08.440 --> 00:17:11.240]  我們埋葬在土地裡的身體
[00:17:11.240 --> 00:17:13.560]  是羞辱的會敗壞
[00:17:13.560 --> 00:17:16.560]  但我們將來復活的身體是榮耀
[00:17:16.560 --> 00:17:20.600]  就好像是耶穌基督的復活身體一樣
[00:17:20.600 --> 00:17:22.920]  是充滿榮耀
[00:17:22.920 --> 00:17:27.040]  榮耀這個字也可以解釋為光輝
[00:17:27.040 --> 00:17:28.720]  所以也有解經家說
[00:17:28.720 --> 00:17:30.400]  我們將來的身體
[00:17:30.400 --> 00:17:32.640]  榮耀的身體會發光
[00:17:32.640 --> 00:17:35.960]  這個我遲些會再補充
[00:17:35.960 --> 00:17:39.360]  菲勒比書的三章二十一節也說
[00:17:39.360 --> 00:17:44.240]  他要按著那能叫萬有歸復自己的大能
[00:17:44.240 --> 00:17:48.320]  將我們這卑賤的身體改變形狀
[00:17:48.320 --> 00:17:52.120]  和他自己榮耀的身體相似
[00:17:52.120 --> 00:17:57.560]  我們將來的身體會和耶穌基督榮耀的身體一樣
[00:17:57.560 --> 00:18:01.040]  約翰在約翰一書三章二節也說
[00:18:01.040 --> 00:18:04.040]  我們將來必要像他
[00:18:04.040 --> 00:18:06.000]  他就是耶穌基督
[00:18:06.000 --> 00:18:07.880]  我們將來的身體
[00:18:07.880 --> 00:18:10.240]  你想知道是會怎樣
[00:18:10.240 --> 00:18:13.560]  我們只需要看看耶穌基督復活後
[00:18:13.560 --> 00:18:16.440]  和門徒一起四十天
[00:18:16.440 --> 00:18:18.280]  他的身體是怎樣
[00:18:18.280 --> 00:18:23.640]  我們將來的身體都會一模一樣
[00:18:23.640 --> 00:18:26.960]  我會和大家講五點
[00:18:26.960 --> 00:18:28.440]  第一點
[00:18:28.440 --> 00:18:32.360]  就是這是一個實實在在的身體
[00:18:32.360 --> 00:18:35.880]  耶穌基督復活後和門徒見面
[00:18:35.880 --> 00:18:39.080]  在路加福音二十四章三十九節
[00:18:39.080 --> 00:18:40.360]  他和門徒說
[00:18:40.360 --> 00:18:42.840]  你們看我的手我的腳
[00:18:42.840 --> 00:18:45.440]  就知道實在是我了
[00:18:45.440 --> 00:18:47.160]  摸我看看
[00:18:47.160 --> 00:18:49.160]  魂無骨無肉
[00:18:49.160 --> 00:18:52.040]  你們看我是由的
[00:18:52.040 --> 00:18:54.160]  門徒見到耶穌基督很害怕
[00:18:54.160 --> 00:18:56.720]  耶穌基督說你們不用害怕
[00:18:56.720 --> 00:18:58.680]  我是有骨有肉
[00:18:58.680 --> 00:19:00.160]  我不是一個靈魂
[00:19:00.160 --> 00:19:02.480]  我是一個實在的身體
[00:19:02.480 --> 00:19:03.840]  你們可以摸得到
[00:19:03.840 --> 00:19:06.080]  你們可以看得到
[00:19:06.080 --> 00:19:08.600]  這就是我們將來的身體
[00:19:08.600 --> 00:19:10.400]  是有骨有肉
[00:19:10.400 --> 00:19:13.000]  上一次我都和大家講過
[00:19:13.000 --> 00:19:16.800]  我們將來的身體和我們現在的身體很不同
[00:19:16.800 --> 00:19:19.760]  我們將來的身體不再需要水分
[00:19:19.760 --> 00:19:22.280]  我們現在的身體是需要水分
[00:19:22.280 --> 00:19:25.680]  所以和我們現在的身體是完全不同
[00:19:25.680 --> 00:19:27.960]  在神的計劃裏面
[00:19:27.960 --> 00:19:31.320]  他是要我們有一個完美的身體
[00:19:31.320 --> 00:19:32.880]  你問為甚麼
[00:19:32.880 --> 00:19:34.920]  因為一個完美的身體
[00:19:34.920 --> 00:19:41.760]  才能夠完全地充分地表達出我們完美的靈魂
[00:19:41.760 --> 00:19:43.760]  我們完美的靈
[00:19:43.760 --> 00:19:49.640]  只有一個完美的身體才能夠襯托我們完美的靈
[00:19:49.640 --> 00:19:53.160]  這和佛教的思想很不同
[00:19:53.160 --> 00:19:56.960]  佛教說我們的身體是臭皮囊
[00:19:56.960 --> 00:19:58.800]  是貶低我們的身體
[00:19:58.800 --> 00:20:01.880]  但基督教說我們將來的身體
[00:20:01.880 --> 00:20:06.120]  是會榮耀的身體襯托出我們榮耀的靈
[00:20:06.120 --> 00:20:09.440]  這和希臘的文化都不同
[00:20:09.440 --> 00:20:12.480]  希臘的文化也是貶低我們的身體
[00:20:12.480 --> 00:20:15.320]  說我們的身體只不過是一個監獄
[00:20:15.320 --> 00:20:19.080]  是將我們的靈魂困在裏面
[00:20:19.080 --> 00:20:21.240]  我們將來在天堂
[00:20:21.240 --> 00:20:24.880]  不單止有一個完美的靈魂
[00:20:24.880 --> 00:20:27.880]  我們都會有一個完美的身體
[00:20:27.880 --> 00:20:30.600]  完美的靈魂就是我們不再有罪
[00:20:30.600 --> 00:20:33.400]  完美的身體就是再沒有疾病
[00:20:33.400 --> 00:20:36.720]  再沒有死亡
[00:20:36.720 --> 00:20:41.720]  我們也會保留我們現在的身份
[00:20:41.720 --> 00:20:45.640]  佛教說一般人死了之後會怎樣
[00:20:45.640 --> 00:20:47.400]  是會輪迴
[00:20:47.400 --> 00:20:50.920]  也就是說你會用另外一個形態
[00:20:50.920 --> 00:20:53.080]  又回到這個世界
[00:20:53.080 --> 00:20:55.440]  你可能變成另外一個人
[00:20:55.440 --> 00:20:58.440]  你可能甚至變成一隻動物
[00:20:58.440 --> 00:21:00.880]  感謝神我們不會變成動物
[00:21:00.880 --> 00:21:03.800]  我們會變回我們自己
[00:21:03.800 --> 00:21:08.840]  我們仍然會保留我們自己的身份
[00:21:08.840 --> 00:21:11.360]  有一個很喜歡被人問的問題
[00:21:11.360 --> 00:21:13.440]  就是我們將來在天堂
[00:21:13.440 --> 00:21:17.560]  會不會彼此認得大家
[00:21:17.560 --> 00:21:20.120]  我相信有一節經文告訴我們
