
[00:00:00.000 --> 00:00:04.880]  今早在崇拜之前 見到大家坐在這裏的時候
[00:06:14.560 --> 00:06:21.540]  再其次就是外面公司的同事、同學、朋友、親戚
[00:06:21.540 --> 00:06:28.840]  教會裡面的弟兄姊妹 是吧?
[00:06:28.840 --> 00:06:34.040]  在原文上面 這個「不被激動發怒」這個字
[00:06:34.040 --> 00:06:37.480]  其實是包括 還有多一些意思的
[00:06:37.480 --> 00:06:44.200]  是包括不要被激動 不要被挑撥
[00:06:44.200 --> 00:06:48.080]  不要被煽動而發怒 是吧?
[00:06:48.080 --> 00:06:53.140]  你知道這樣就廣泛一些了 是吧?
[00:06:53.140 --> 00:07:00.280]  說到不要隨便發脾氣的時候
[00:07:00.280 --> 00:07:02.460]  大家不知道還記不記得上週末
[00:07:02.460 --> 00:07:07.880]  梁家倫院長他來跟我們講下令會的信息
[00:07:07.880 --> 00:07:12.620]  他其中有一個講道裡面 他分享說
[00:07:12.620 --> 00:07:16.100]  他每天下班回到家的時候
[00:07:16.100 --> 00:07:20.100]  他是一座大廈來的 香港是大廈 要搭電梯的 是吧?
[00:07:20.100 --> 00:07:22.200]  他說什麼?我相信有些人還記得
[00:07:22.200 --> 00:07:24.520]  他說每次走進電梯裡面
[00:07:24.520 --> 00:07:27.180]  他有個鏡子 剛好很多電梯都有
[00:07:27.180 --> 00:07:31.540]  三邊都是鏡子 甚至四邊都是鏡子
[00:07:31.540 --> 00:07:32.740]  你很容易看見自己
[00:07:32.740 --> 00:07:34.420]  他說當你對著那個鏡子的時候
[00:07:34.420 --> 00:07:36.800]  電梯一路上去的時候 怎樣?
[00:07:36.800 --> 00:07:40.040]  對著那個電梯對自己說
[00:07:40.040 --> 00:07:44.920]  不要將那一天在工作裡面所受的壓力
[00:07:44.920 --> 00:07:50.920]  或者所受到的各種屈氣、冤屈 不要帶回家
[00:07:50.920 --> 00:07:57.640]  更加不要將這些冤屈氣轉發到自己太太身上
[00:07:57.640 --> 00:08:00.640]  他每天這樣提醒自己
[00:08:00.640 --> 00:08:03.020]  其實他是提醒我們 是吧?
[00:08:03.020 --> 00:08:04.880]  我們都不要這樣做
[00:08:04.880 --> 00:08:09.080]  不要隨便發脾氣 特別對你身邊的人
[00:08:09.080 --> 00:08:11.660]  因為我們通常是最容易的 是吧?
[00:08:11.660 --> 00:08:14.620]  回到家裡 自己的家裡 放鬆一點
[00:08:14.620 --> 00:08:20.340]  最容易引發起衝突的就是這個時候
[00:08:20.340 --> 00:08:25.800]  所以我們更加要小心 更加要留意自己
[00:08:33.280 --> 00:08:39.360]  如果我繼續去回應梁院長的這個提醒
[00:08:39.360 --> 00:08:43.040]  如果我們不聽梁院長的勸告
[00:08:43.040 --> 00:08:44.500]  不是這樣做的時候
[00:08:44.500 --> 00:08:51.460]  我可以保證我們那一晚將會更加大壓力
[00:08:51.460 --> 00:08:54.720]  將會有更多的冤屈氣
[00:08:54.720 --> 00:08:59.600]  將會更加痛苦那一晚 是吧?
[00:08:59.600 --> 00:09:02.360]  有沒有同感? 我相信很多人有同感
[00:09:02.360 --> 00:09:05.660]  回到家以為放鬆一放鬆
[00:09:05.660 --> 00:09:09.800]  結果那一晚整晚都不得了 是吧?
[00:09:09.800 --> 00:09:17.200]  「不輕易發怒」
[00:09:17.200 --> 00:09:19.580]  這句聖經是教導我們
[00:09:19.580 --> 00:09:23.340]  不僅不要被激動而發怒
[00:09:23.340 --> 00:09:28.780]  我們也不要被挑撥、被煽動而發怒
[00:09:28.780 --> 00:09:33.100]  也就是說不要因為聽到一點點的是非
[00:09:33.100 --> 00:09:37.360]  一點點的批評、一點點的留言
[00:09:37.360 --> 00:09:40.560]  我們馬上就火遮眼
[00:09:40.560 --> 00:09:44.260]  否則我們就會做出一些不適當
[00:09:44.260 --> 00:09:47.440]  或者不應該做的回應行動
[00:09:47.440 --> 00:09:52.220]  或者甚至會有犯罪的報復行動出現
[00:09:52.220 --> 00:09:55.580]  所以千萬不要
[00:09:55.580 --> 00:10:01.260]  我們看《雅各書》一章二十節
[00:10:01.260 --> 00:10:02.400]  《雅各書》這裡說
[00:10:02.400 --> 00:10:06.720]  「因為人的怒氣並不能成就神的義」
[00:10:06.720 --> 00:10:10.680]  再看《已忽所書》四章二十六
[00:10:10.680 --> 00:10:16.980]  「生氣卻不要犯罪 不可含怒到日落」
[00:10:16.980 --> 00:10:20.120]  無論是什麼原因
[00:10:20.120 --> 00:10:26.480]  使我們發怒以至吵架或者罵人也好
[00:10:26.480 --> 00:10:28.900]  做丈夫的 記得
[00:10:28.900 --> 00:10:32.780]  做丈夫的不可以讓你的妻子
[00:10:32.780 --> 00:10:37.080]  含怒或者含淚到日落
[00:10:37.080 --> 00:10:40.460]  做父親的 作弊是做父親的
[00:10:40.460 --> 00:10:46.780]  也都不可以讓你的兒女含怒、含淚到日落
[00:10:46.780 --> 00:10:51.760]  記住 特別是為父親
[00:10:51.760 --> 00:10:55.160]  不是性別歧視
[00:10:55.160 --> 00:11:05.100]  父親的確有首要的責任
[00:11:05.100 --> 00:11:08.100]  這樣遇到真的很激氣的事
[00:11:08.100 --> 00:11:10.960]  我們應該怎樣做呢?
[00:11:10.960 --> 00:11:15.020]  我們看《針研》十五章一節
[00:11:15.020 --> 00:11:20.860]  《針研》教我們甚至很激氣也好
[00:11:20.860 --> 00:11:24.880]  要回答柔和 使怒消退
[00:11:24.880 --> 00:11:32.280]  言語暴戾就會觸動更大的怒氣
[00:11:32.280 --> 00:11:36.340]  跳去看《針研》二十九章十一節
[00:11:36.340 --> 00:11:45.100]  「愚妄人怒氣全發 智慧人忍氣含怒」
[00:11:45.100 --> 00:11:46.940]  這兩節聖經是教我們
[00:11:46.940 --> 00:11:53.940]  要用柔和的方法去回應一些激烈的事
[00:11:53.940 --> 00:11:58.480]  還要加上忍耐
[00:11:58.480 --> 00:12:01.960]  對付越是激氣的事或者人
[00:12:01.960 --> 00:12:06.640]  我們更加要溫柔和忍耐
[00:12:06.640 --> 00:12:08.880]  是違反人性的
[00:12:08.880 --> 00:12:10.720]  但這就是聖經教我們這樣做
[00:12:10.720 --> 00:12:13.880]  我們才可以應付
[00:12:13.880 --> 00:12:15.640]  順著人性做又怎樣?
[00:12:15.640 --> 00:12:19.040]  越吵就越厲害 真是很簡單
[00:12:19.040 --> 00:12:22.460]  所以人家家裡都這樣發生
[00:12:22.460 --> 00:12:28.300]  但聖經給我們智慧教我們要反過來做
[00:12:28.300 --> 00:12:35.520]  我們的家才有一個喜樂平安
[00:12:35.520 --> 00:12:39.720]  有一個小綿羊的故事是這樣的
[00:12:39.720 --> 00:12:41.800]  話說有一個農夫
[00:12:41.800 --> 00:12:46.920]  這個農夫是養了很多羊
[00:12:46.920 --> 00:12:50.780]  養了幾十隻綿羊
[00:12:50.780 --> 00:12:57.560]  他旁邊的農夫是種田的 種麥的
[00:12:57.560 --> 00:13:01.480]  他有幾個小朋友 有幾個小孩
[00:13:01.480 --> 00:13:04.240]  另外他養了幾隻大的狗
[00:13:04.240 --> 00:13:06.440]  很大隻的狗 幾隻
[00:13:06.440 --> 00:13:10.280]  很平常的 農莊養狗很平常很自然
[00:13:10.280 --> 00:13:12.980]  我想家家都會有
[00:13:12.980 --> 00:13:17.240]  但是這幾隻大狗常常跑過去
[00:13:17.240 --> 00:13:26.080]  或者跑過去騷擾去驚嚇那些綿羊
[00:13:26.080 --> 00:13:31.200]  這個綿羊的農夫就很激氣
[00:13:31.200 --> 00:13:34.980]  他就想想怎樣對付那些狗
[00:13:34.980 --> 00:13:37.920]  他說如果我用槍 用獵槍
[00:13:37.920 --> 00:13:42.020]  或者用毒藥來對付這些狗
[00:13:42.020 --> 00:13:44.580]  那就會令到這個鄰居
[00:13:44.580 --> 00:13:47.780]  和這個鄰居的關係一定很惡劣
[00:13:47.780 --> 00:13:50.360]  以後就很難相處了
[00:13:50.360 --> 00:13:54.300]  甚至可能要對簿公堂
[00:13:56.840 --> 00:13:59.820]  他不知道怎樣做
[00:13:59.820 --> 00:14:04.200]  他唯有忍耐和祈禱
[00:14:04.200 --> 00:14:06.720]  隔了沒多久之後
[00:14:06.720 --> 00:14:12.500]  他羊圈裏面有幾隻小綿羊出生了
[00:14:12.500 --> 00:14:16.120]  他望著那幾隻小綿羊
[00:14:16.120 --> 00:14:18.760]  突然間心中一亮
[00:14:18.760 --> 00:14:23.180]  他想到怎樣做了
[00:14:23.180 --> 00:14:28.920]  第二天他就抱著這幾隻小綿羊
[00:14:28.920 --> 00:14:32.440]  去探望鄰居的農夫
[00:14:32.440 --> 00:14:35.380]  並且就將這幾隻小綿羊
[00:14:35.380 --> 00:14:41.620]  送給種麥的農夫的子女
[00:14:41.620 --> 00:14:42.700]  那些小朋友
[00:14:42.700 --> 00:14:46.680]  每人一隻小綿羊做寵物
[00:14:46.680 --> 00:14:51.440]  那些小朋友當然開心到彈起來
[00:14:51.440 --> 00:14:54.200]  跳來跳去歡呼
[00:14:54.200 --> 00:14:56.700]  這個種麥的農夫做爸爸
[00:14:56.700 --> 00:14:59.380]  當然見到小朋友這麼開心
[00:14:59.380 --> 00:15:03.960]  他也很開心
[00:15:03.960 --> 00:15:09.260]  第二天又怎樣呢?
[00:15:09.260 --> 00:15:13.420]  就不再見到那些狗到處跑了
[00:15:13.420 --> 00:15:19.220]  知不知道為什麼?
[00:15:19.220 --> 00:15:22.100]  原來那個種麥的農夫這個爸爸
[00:15:22.100 --> 00:15:24.500]  很愛惜他的子女
[00:15:24.500 --> 00:15:27.380]  他將那些狗綁住了
[00:15:27.380 --> 00:15:32.100]  因為怕那些狗嚇著那些小綿羊寵物
[00:15:32.100 --> 00:15:38.260]  嚇著他子女的寵物
[00:15:38.260 --> 00:15:45.700]  從此這兩個農夫也成為很好的朋友
[00:15:49.460 --> 00:15:55.300]  這個養羊的農夫是不是很有智慧?
[00:15:55.300 --> 00:15:58.740]  他為什麼這麼有智慧呢?
[00:15:58.740 --> 00:16:05.740]  我們看針言29章11節下半節
[00:16:05.740 --> 00:16:10.600]  「智慧人忍氣含怒」
[00:16:10.600 --> 00:16:14.260]  養羊農夫他能夠忍氣
[00:16:14.260 --> 00:16:17.660]  能夠沒有被激動
[00:16:17.660 --> 00:16:19.780]  他又能夠忍耐禱告
[00:16:19.780 --> 00:16:24.260]  神就為他開出一條又生又活的路
[00:16:24.260 --> 00:16:27.080]  也給他有智慧
[00:16:27.080 --> 00:16:29.900]  用很有智慧的方法解決了這個問題
[00:16:29.900 --> 00:16:31.500]  他還贏得了
[00:16:31.500 --> 00:16:39.620]  贏到一段友誼
[00:16:39.620 --> 00:16:41.780]  所以我們需要學
[00:16:41.780 --> 00:16:43.740]  不要給不好的人
[00:16:43.740 --> 00:16:47.940]  或者不好的事來激動我們
[00:16:47.940 --> 00:16:52.660]  特別是在我們的家裡
[00:16:52.660 --> 00:16:53.860]  對我們的配偶
[00:16:53.860 --> 00:16:55.540]  對我們的子女
[00:16:55.540 --> 00:16:57.420]  對我們的家人
[00:16:57.420 --> 00:17:04.820]  不要被激動而發怒
[00:17:04.820 --> 00:17:11.460]  接著我們說「不計算人的惡」
[00:17:11.460 --> 00:17:22.020]  這也是哥倫多前書13章第5節
[00:17:22.020 --> 00:17:24.220]  這個「不計算人的惡」
[00:17:24.220 --> 00:17:26.020]  字面上的意思很簡單
[00:17:26.020 --> 00:17:29.940]  就是我們不要去計較
[00:17:29.940 --> 00:17:33.900]  人家對我們做過的一些錯事
[00:17:33.900 --> 00:17:38.420]  不要去計較
[00:17:38.420 --> 00:17:43.780]  「計算」這個字在原文上是有更多的意思的
[00:17:43.780 --> 00:17:52.820]  是包括記賬、算賬、追究責任
[00:17:52.820 --> 00:17:55.020]  或者在心裡面
[00:17:55.020 --> 00:17:56.340]  經常記在心裡面
[00:17:56.340 --> 00:17:59.100]  日思夜想的意思
[00:17:59.100 --> 00:18:02.700]  所以「不計算人的惡」意思就是說
[00:18:02.700 --> 00:18:06.620]  我們不要再記住人家的過錯
[00:18:06.620 --> 00:18:09.780]  不要再去追究人家的責任
[00:18:09.780 --> 00:18:10.940]  不要去算賬
[00:18:10.940 --> 00:18:14.340]  不要去將那件事放在心裡面
[00:18:14.340 --> 00:18:20.580]  不要再日思夜想人家怎樣對你不住
[00:18:20.580 --> 00:18:22.620]  不要再放在心裡面
[00:18:22.620 --> 00:18:24.860]  不用再提
[00:18:24.860 --> 00:18:30.540]  好像在賬簿裡面將那一項目劃一劃
[00:18:30.540 --> 00:18:33.500]  以後都不用再追溯了
[00:18:33.500 --> 00:18:37.380]  取消了
[00:18:37.380 --> 00:18:42.420]  我們看《羅馬書》四章八節
[00:18:42.420 --> 00:18:47.420]  「主不算為有罪的 者人是有福的」
[00:18:47.420 --> 00:18:53.140]  保羅這句話其實是引用詩篇三十二篇二節的
[00:18:53.140 --> 00:18:54.540]  是大衛所說的
[00:18:54.540 --> 00:19:00.220]  這一節聖經裡面的「算」字就是「計算」那個字
[00:19:00.220 --> 00:19:04.900]  我們因信耶穌 神就不再算
[00:19:04.900 --> 00:19:10.020]  不再計算我們 不再追究我們的罪
[00:19:10.020 --> 00:19:14.100]  這個很清楚 我們就是受到這個恩典
[00:19:14.100 --> 00:19:17.140]  所以我們都要效法神
[00:19:17.140 --> 00:19:19.420]  我們不要再去計算
[00:19:19.420 --> 00:19:25.780]  不要再追究別人做了得罪我們的事
[00:19:25.780 --> 00:19:29.140]  如果我們肯這樣做 肯放下的時候
[00:19:29.140 --> 00:19:35.460]  我們就是有福的人
[00:19:35.460 --> 00:19:40.620]  我們不計算人的惡 不是因為我們怕了他們
[00:19:40.620 --> 00:19:44.780]  不是因為我們會縱容他們
[00:19:44.780 --> 00:19:46.860]  而是為了我們自己
[00:19:46.860 --> 00:19:55.180]  為了我們自己能夠脫離 爭脫撒旦的捆綁
[00:19:55.180 --> 00:20:02.500]  不要被撒旦搶去了我們一生應該有的喜樂
[00:20:02.500 --> 00:20:09.700]  最重要的還是我們信得過神會有公平的處理
[00:20:09.700 --> 00:20:11.740]  神會審判
[00:20:11.740 --> 00:20:15.940]  我們看希伯來書十章三十節
[00:20:15.940 --> 00:20:18.180]  聖經這裡說「神說」是神說
[00:20:18.180 --> 00:20:21.620]  「新冤在我 我必報應」
[00:20:21.620 --> 00:20:26.740]  我又看傳道書三章十五節
[00:20:26.740 --> 00:20:33.060]  我講傳道書的時候都解釋過這句聖經
[00:20:33.060 --> 00:20:35.940]  「已過的事重新再來」
[00:20:35.940 --> 00:20:39.780]  「已過的事重新再來」這句話的意思就是說
[00:20:39.780 --> 00:20:43.740]  以往發生過的事 神會將它找出來
[00:20:43.740 --> 00:20:49.740]  會追究責任 就是說神會審判
[00:20:52.620 --> 00:20:57.460]  既然神會審判 神會找回那些舊事出來
[00:20:57.460 --> 00:21:01.300]  去追究責任 那用得著我去做嗎?
[00:21:01.300 --> 00:21:07.700]  我不是樂得安樂 將事情放下交給神
[00:21:07.700 --> 00:21:13.100]  不要將這麼重的擔子放在我們自己的肩頭裏面
[00:21:13.100 --> 00:21:16.460]  請神去審判
[00:21:16.460 --> 00:21:21.060]  那我們自己就可以重得人生的喜樂
[00:21:21.060 --> 00:21:28.460]  不要受那些東西纏擾我們
[00:21:28.460 --> 00:21:33.660]  「不計算人的惡」和「恩慈」是很有關係的
[00:21:33.660 --> 00:21:38.260]  如果我們能夠培養到有恩慈的性格
[00:21:38.260 --> 00:21:43.740]  我們就較容易做得到「不計算人的惡」
[00:21:43.740 --> 00:21:47.780]  正如剛才我們講的故事那個養羊的農夫
[00:21:47.780 --> 00:21:52.100]  其實他是一個很有恩慈的人 是不是?
[00:21:52.100 --> 00:21:56.660]  所以他就能夠不輕易發怒
[00:21:56.660 --> 00:22:00.340]  他也都「不計算人的惡」
[00:22:00.340 --> 00:22:07.500]  他能夠忍耐 他沒有做出激烈的報復行動
[00:22:07.500 --> 00:22:14.740]  因此他也都很有智慧地解決了那個問題
[00:22:14.740 --> 00:22:19.420]  「不計算人的惡」也都和「饒恕」很有直接關係
[00:22:19.420 --> 00:22:22.900]  你可以說是同義詞來的
[00:22:22.900 --> 00:22:28.580]  有一位很出名的牧師兼作家叫做R.T. Kendall
[00:22:28.580 --> 00:22:35.660]  他寫的書裏面其中有一本叫做《Total Forgiveness》
[00:22:35.660 --> 00:22:39.180]  《完全的饒恕》
[00:22:39.180 --> 00:22:41.620]  他在書裏面這樣講
[00:22:41.620 --> 00:22:51.260]  他說完全的饒恕一個人 就是不再存留那個人所做錯事的記錄
[00:22:51.260 --> 00:22:57.220]  英文是Keep no records of wrongs
[00:22:57.220 --> 00:23:00.820]  他所講的這個定義
[00:23:00.820 --> 00:23:07.540]  正正就是今天這句《聖經》「不計算人的惡」的意思
[00:23:07.540 --> 00:23:14.900]  如果我們仍然保存著別人做錯事的記錄
[00:23:14.900 --> 00:23:20.180]  我們就好像有一張相片放在相簿裏面
[00:23:20.180 --> 00:23:23.580]  每次打開這個相簿就會見到這張相片
[00:23:23.580 --> 00:23:26.620]  見到那個人 見到這件事
[00:23:26.620 --> 00:23:31.260]  見到別人怎樣怎樣對我不住
[00:23:31.260 --> 00:23:36.180]  那我怎會開心呢?
[00:23:36.180 --> 00:23:38.380]  每次看到那張相片的時候
[00:23:38.380 --> 00:23:45.940]  自己心裏面就會很苦澀、很傷痛
[00:23:45.940 --> 00:23:51.420]  另外亦都好像一本帳簿那樣
[00:23:51.420 --> 00:23:55.580]  每次打開這個帳簿就看到這個人欠了我
[00:23:55.580 --> 00:23:57.020]  是不是?
[00:23:57.020 --> 00:24:04.500]  那又怎會開心呢?
[00:24:04.500 --> 00:24:10.620]  如果我們常常都是這樣記住別人的帳
[00:24:10.620 --> 00:24:13.580]  就算我們不犯罪也好
[00:24:13.580 --> 00:24:19.940]  我們都會沒有人生的喜樂
[00:24:19.940 --> 00:24:24.180]  「不計算人的惡」當然不容易做
[00:24:24.180 --> 00:24:31.300]  「完全的饒恕人」當然也不容易做
[00:24:31.300 --> 00:24:38.380]  在另一方面有一些人他們的口可以做到不再提
[00:24:38.380 --> 00:24:42.420]  表面上好像是說「不計算了」
[00:24:42.420 --> 00:24:45.420]  但是心裏面他是放不下
[00:24:45.420 --> 00:24:51.140]  心裏面是仍然不斷在爭鬥
[00:24:51.140 --> 00:24:59.820]  RT Kendall他稱這種行為叫做「虛構的對質」
[00:24:59.820 --> 00:25:02.420]  不是真實的 是幻想裏面的
[00:25:02.420 --> 00:25:08.820]  「虛構的對質」Imaginary conversation
[00:25:08.820 --> 00:25:15.460]  就是要在思維上、要在精神上去贏回對方
[00:25:15.460 --> 00:25:18.380]  去打敗對方
[00:25:18.380 --> 00:25:22.740]  那就是了 想得多的時候會怎樣呢?
[00:25:22.740 --> 00:25:26.820]  想得多的時候往往就會衝口而出
[00:25:26.820 --> 00:25:35.180]  說出了不應該說的說話 結果傷害更大
[00:25:35.180 --> 00:25:40.540]  這個情況最容易發生就是在家裏面
[00:25:40.540 --> 00:25:44.180]  因為家裏面較為鬆懈 在言詞方面
[00:25:44.180 --> 00:25:45.740]  最容易發生是怎樣呢?
[00:25:45.740 --> 00:25:49.940]  跟配偶說這些不應該說的說話
[00:25:49.940 --> 00:25:58.460]  結果傷害更大 也成為了撒旦的工具
[00:25:58.460 --> 00:26:04.900]  我希望我們在家裏不會這樣做
[00:26:04.900 --> 00:26:08.820]  又有一些人 他是不自覺地
[00:26:08.820 --> 00:26:16.860]  浸在這些虛構的戰場裏面
[00:26:16.860 --> 00:26:22.740]  就是不斷地覺得自己 或者仍然覺得自己是一個受害者
[00:26:22.740 --> 00:26:30.900]  是一個受傷者 不斷地在自憐、不斷地在自傷
[00:26:30.900 --> 00:26:36.780]  在期待神會對他有一個特別的憐憫
[00:26:36.780 --> 00:26:45.460]  或者期待其他人會對他有一個特別的同情、關顧
[00:26:45.460 --> 00:26:51.020]  自己在想 如果長期是這樣的時候
[00:26:51.020 --> 00:26:57.140]  他想一想 怎會有人生的喜樂呢?
[00:26:57.140 --> 00:27:00.780]  聖經說「不計算人的惡」
[00:27:00.780 --> 00:27:05.380]  如果我們仍然覺得別人欠了我們
[00:27:05.380 --> 00:27:08.380]  我們就更加要留意這句聖經
[00:27:08.380 --> 00:27:11.100]  將這句聖經放在我們的腦裏面
[00:27:11.100 --> 00:27:15.540]  放在我們的心裏面 按著這個聖經去做
[00:27:15.540 --> 00:27:20.500]  不要再記住別人對不起你
[00:27:20.500 --> 00:27:26.900]  讓我們可以重得人生的喜樂
[00:27:26.900 --> 00:27:28.500]  「不計算人的惡」
[00:27:28.500 --> 00:27:31.300]  不是等別人來向我們道歉
[00:27:31.300 --> 00:27:34.460]  然後我們就「好吧 我原諒你了
[00:27:34.460 --> 00:27:39.300]  我不再記住你過往對我不好的事了」
[00:27:39.300 --> 00:27:43.020]  不是這樣的 因為你可能是虛構出來的
[00:27:43.020 --> 00:27:45.540]  那個人都不知道得罪了你 是吧?
[00:27:45.540 --> 00:27:49.940]  那個人永遠不會來向你道歉的
[00:27:49.940 --> 00:27:51.620]  是不是? 我們周時都是這樣
[00:27:51.620 --> 00:27:56.300]  「吓?我得罪了他嗎?不知道」 是吧?
[00:27:56.300 --> 00:27:58.900]  你想一下你多傻呢 是吧?
[00:27:58.900 --> 00:28:05.540]  一輩子不開心 對方都不知道得罪了你
[00:28:05.540 --> 00:28:07.940]  不是等別人來道歉
[00:28:07.940 --> 00:28:09.980]  而是「不計算人的惡」
[00:28:09.980 --> 00:28:15.860]  是自己主動在心裏面完全饒恕了那個人
[00:28:15.860 --> 00:28:20.420]  是在心裏面主動不再記住
[00:28:20.420 --> 00:28:25.420]  不再追究那件事的後果
[00:28:25.420 --> 00:28:29.180]  不再去記住別人的過失
[00:28:29.180 --> 00:28:36.060]  是自己主動這樣做
[00:28:36.060 --> 00:28:40.380]  回想我自己過去一生裏面
[00:28:40.380 --> 00:28:45.100]  我自己的過去 我自己很感恩
[00:28:45.100 --> 00:28:51.780]  遇到很多不計算我的惡的人
[00:28:51.780 --> 00:28:53.260]  我很感謝神
[00:28:53.260 --> 00:29:00.980]  也都求神報答那些對我這麼恩慈的人
[00:29:00.980 --> 00:29:03.980]  梁家倫院長他提醒我們說
