
[00:00:00.000 --> 00:00:10.000]  好,我們今天看的是那個十度神傳,十二章,早期教會他們的增長和他們的禱告。
[00:08:19.000 --> 00:08:37.000]  你看那個故事的時候,我們剛剛讀的故事的時候,他的提煉,當然有神的天使,來的時候有光,一點點的光,光之後呢,他的提煉脫落了。
[00:08:37.000 --> 00:08:49.000]  然後呢,和他一同的兩個士兵完全不曉得,他們還是睡,他們不曉得發生什麼事。
[00:08:49.000 --> 00:09:17.000]  那個天使慢慢的帶那個彼得從一個地方,從第一層到第二層,然後經過不同的士兵到那個大的天門,然後帶那個彼得到那個街的上面,然後離開了。
[00:09:17.000 --> 00:09:27.000]  你看那個經文的時候,我們讀聖經的時候,我們每個人都曉得是個神蹟,對嗎?
[00:09:27.000 --> 00:09:47.000]  我們剛纔讀的經文,有天使有光,有那麼嚴格的士兵看那個彼得,我們看的時候,好像神在做那個奇妙的神蹟。
[00:09:47.000 --> 00:10:04.000]  但是你小心看那個描述,那個聖經的作者寫那個經文的時候,他寫的手法非常的平淡,非常的平淡。
[00:10:04.000 --> 00:10:28.000]  天使來的時候,他拍那個彼得的肋膀,拍拍他的身體,好了好了,起來起來,梳上那個帶子,然後穿上那個鞋,外面很冷啊,穿那個外衣。
[00:10:28.000 --> 00:10:43.000]  而且跟那個天使從這個地方到外面,經過那個天門,你看那個經文的時候,好像非常的平淡啊。
[00:10:43.000 --> 00:10:58.000]  好像我以前在倫敦的時候,我的兒子他讀那個中學的時候,大家曉得年輕人不可以起牀的,對嗎?
[00:10:58.000 --> 00:11:25.000]  我說七點半的時候,兒子要起牀了,時間到了,他說可不可以睡多五分鐘,我不可以,快點起牀,而且梳上那個帶子,穿上鞋,而且外面很冷啊,穿那個外衣。
[00:11:25.000 --> 00:11:44.000]  讀那個經文的時候,好像我,而且當中有一些做父母的,每天也是在家裏面對孩子說,起牀起牀,快點穿衣服,時間很急啊,對嗎?
[00:11:44.000 --> 00:12:11.000]  好像是每天我在家裏面做的那個行爲,看起來是很平淡,但是因爲我們在第五節的時候,我們看教會,切切地禱告,預備了我們,預備了我們,
[00:12:11.000 --> 00:12:30.000]  而且曉得神在那個時候做他的神蹟,其他的人好像很平淡,對基督徒來講,完全百分之百是神的工作。
[00:12:30.000 --> 00:12:56.000]  而且,如果你看那個經文的時候,開始是那個天使的他的做工,但是在那個十七節的時候,彼得沒有說是那個天使,有聖經的可以一同的,我們一同念好嗎?
[00:12:56.000 --> 00:13:09.000]  習徒神傳,十二節,十七節,我們剛剛讀的最後一節的聖經,有嗎?
[00:13:09.000 --> 00:13:27.000]  對,你有留意嗎?
[00:13:27.000 --> 00:13:38.000]  好,你發現嗎?十七節的時候彼得解釋,他怎麼樣可以離開那個監獄,本來我們看聖經的時候,
[00:13:38.000 --> 00:14:01.000]  是天使,但是你看十七節的時候,說書,諸耶穌基督,怎麼樣令他出那個監,耶穌整個的過程的裏面,他纔派天使,
[00:14:01.000 --> 00:14:13.000]  但是,昇天的主耶穌是最重要的,幫助那個教會,形那個神經。
[00:14:13.000 --> 00:14:28.000]  我們看習徒神傳的時候,我們很快的會想,可能習徒神傳講很多聖靈,對嗎?
[00:14:28.000 --> 00:14:50.000]  聖靈有很多奇妙的事情發生,然而,我們不要忽略,昇天的主耶穌,仍然在教會的增長裏面,有非常重要的神奇奇妙的事。
[00:14:50.000 --> 00:15:15.000]  當然有聖靈,但是在習徒神傳的裏面,比方說,保羅,保羅蒙教,作爲一個外邦的使徒,昇天的主耶穌和保羅,問他的問題,改變他,呼叫他。
[00:15:15.000 --> 00:15:32.000]  同樣在十二章,彼得那個神經,有昇天的耶穌,仍然主動的在教會里面,推動教會的增長。
[00:15:32.000 --> 00:15:48.000]  那個故事告訴我們,沒有耶穌,沒有昇天的耶穌,沒有昇天滿有能力的耶穌,教會不可以增長。
[00:15:48.000 --> 00:16:02.000]  沒有耶穌主動的神蹟,教會沒有希望。
[00:16:02.000 --> 00:16:27.000]  在基督徒,我們侍奉的時候,有些不正確的觀念,因爲我們要拼命的做,好好的服事,在教會里面要做很多很多的事情,一部分對更重要的事。
[00:16:27.000 --> 00:16:50.000]  我們一方面是要和耶穌基督配合,祂有主傳,祂在我們的教會有祂的旨意,有祂的方向,有祂的心意,我們要好好的侍奉是對,但是不是我們的力量。
[00:16:50.000 --> 00:17:14.000]  我們來是配合昇天的主耶穌在我們教會里面的旨意,唯有配合纔可以有教會的增長,好像早期的教會,當然早期的教會有聖的工作,但是不可以分裂。
[00:17:14.000 --> 00:17:43.000]  昇天的耶穌護教保佑,昇天的主耶穌拯救彼得,基督徒我們要侍奉,對,但是更重要了解耶穌在我們教會里面,祂的方向,祂的旨意,祂的心意。
[00:17:43.000 --> 00:18:11.000]  唯有耶穌做工,我們的教會纔可以有成長,如果沒有耶穌先做那個行動,我們的侍奉是白費的。
[00:18:11.000 --> 00:18:35.000]  基督徒我們來到教會,不是單單享受在團祭裏面的愛,弟兄姐妹的關係,而且更重要,我們要了解神在我們的教會里面的心意。
[00:18:35.000 --> 00:18:57.000]  教會有廣東話的崇拜,現在也有普通話的崇拜,神祂的心意是怎麼樣?不單單只是來服事,不單單只是來交通團祭,喫飯。
[00:18:57.000 --> 00:19:22.000]  而且我們來教會的時候,我們看,我們的眼睛一定地看,耶穌今天已經復活了,我們詩歌有唱,復活的主,祂愛我們的教會。
[00:19:22.000 --> 00:19:35.000]  祂希望教會到不同的地方去福音,讓更多的人有祂的生命,有祂的恩典。
[00:19:35.000 --> 00:20:01.000]  所以說,早期的教會,今天的教會,第一點,我們的侍奉一定和復活的主耶穌基督命不可分的關係,沒有祂,我們的努力是白費的。
[00:20:01.000 --> 00:20:19.000]  第一點,教會的徵教有聖靈的恩賜,聖靈的加利,然而,復活聖聽的耶穌和我們的教會仍然有很緊密的關係。
[00:20:19.000 --> 00:20:33.000]  第二點,禱告,教會的禱告,教會里面的禱告給我們看有一些功課我們可以學習。
[00:20:33.000 --> 00:20:56.000]  那個教會,我們在第二章的時候,早期的教會,他們喜歡禱告,在我們剛剛讀的第二章的第五節,因爲雅各孫道被殺了,
[00:20:56.000 --> 00:21:14.000]  約翰的哥哥雅各被希律王殺了,孫道,而且彼得被抓,第五節的時候,他們怯怯地禱告。
[00:21:14.000 --> 00:21:28.000]  然而,你看那個故事的時候,從那個十二節到十七節,那個故事,彼得因爲天使禁救他,他離開了。
[00:21:28.000 --> 00:21:43.000]  然後呢,他決定回到馬可約翰的家,那些基督徒,那些門徒,那些使徒禱告的地方。
[00:21:43.000 --> 00:21:51.000]  他們禱告的時候,那個門是關閉的,緊緊地關閉的。
[00:21:51.000 --> 00:22:02.000]  他們可能是整夜禱告,可能是整天禱告,我們不曉得,但是我們曉得,他們是怯怯地禱告。
[00:22:02.000 --> 00:22:14.000]  在那個禱告會里面,有基督徒,而且有使徒,裏面呢,有一個使女羅大。
[00:22:14.000 --> 00:22:29.000]  奇怪,聖經裏面,就出現了一氣那個羅大,沒有其他的地方告訴我們那個羅大的出現。
[00:22:29.000 --> 00:22:39.000]  在今天的故事裏面,他非常的特別,我們剛剛讀的那個聖經的時候告訴我們,
[00:22:39.000 --> 00:22:57.000]  那個彼得在門外不斷地敲門,使徒們在裏面禱告,怯怯地禱告,聽不到門有人敲。
[00:22:57.000 --> 00:23:17.000]  其中有一個使女羅大,她希望開門的時候,她分辨的那個聲是彼得的聲,高興得不得了。
[00:23:17.000 --> 00:23:34.000]  還沒有開門的時候,她回頭地跟一幫禱告的使徒們說,外面的是我們禱告的那個彼得,她太高興。
[00:23:34.000 --> 00:23:54.000]  她分辨了彼得的聲音,但是沒有快快地打開門,回頭地跟那個禱告的教會來講,那個教會不相信羅大所講的,他們不相信。
[00:23:54.000 --> 00:24:12.000]  她說,羅大你瘋了,不是那個彼得,是他的天使,守護的那個天使,猶太人他們的觀念,他們不相信。
[00:24:12.000 --> 00:24:37.000]  然而,羅大繼續地告訴那個門徒,門徒最後開門,看見他們差異,在門外的是彼得,他們很高興。
[00:24:37.000 --> 00:25:05.000]  開門看見差異,當我們看那個早期教會禱告的故事的時候,我們可以學習,他們在禱告方面仍然有學習的地方,他們強的地方卻是禱告,但是他們有軟弱的禱告的一方面。
[00:25:05.000 --> 00:25:31.000]  他們以爲雅各孫道被那個殺了王帝那麼誠意,那麼大賺了那個彼得,他們的心非常的灰心,他們禱告的時候雖然是切切地禱告,但是他們的信心不夠。
[00:25:31.000 --> 00:26:00.000]  而且他們聽,他們聽那個門,敲門的時候,他們沒有好好地聽,好好地聽,他們的心裏面,我是想讀那個經文的時候,他們的內心的感覺,就是說彼得很快也是孫道了,也是會被那個殺了。
[00:26:00.000 --> 00:26:19.000]  他們不會接受那個羅大的說法,他們的內心雖然禱告,但是那個信心方面非常的軟弱。
[00:26:19.000 --> 00:26:38.000]  第三點,我們可以學習一些禱告的功課,一方面我們作爲基督徒,我們就要好好地切切地禱告,我們用時間,用我的心來禱告。
[00:26:38.000 --> 00:27:04.000]  但是我們禱告的時候,我們信神,信神會做他的功,不但有那個信心,而且我們要聽神的回應,對嗎?
[00:27:04.000 --> 00:27:13.000]  神用各方的方法來告訴我們,他怎麼樣回答我們的禱告。
[00:27:13.000 --> 00:27:29.000]  有些時候我們不願意聽,不喜歡聽他的答案,我們要學習禱告的時候,聽神的答案,神的回應。
[00:27:29.000 --> 00:27:48.000]  彼得,神從那個非常嚴格的境遇可以拯救彼得,但是彼得不可以進入教會禱告教會的門。
[00:27:48.000 --> 00:28:15.000]  讀那個故事的時候,對基督徒來講,我們要好好學習,好好學習,我們的神他回應我們的禱告,他用他自己的方法來回應我們的禱告,我們要小心地留意神的回應。
[00:28:15.000 --> 00:28:32.000]  教會沒有好好地聽神的回應,我們基督徒要學習羅道的功課。
[00:28:32.000 --> 00:28:45.000]  留心,禱告的時候要好好地留意其他的地方神的行動。
[00:28:45.000 --> 00:29:02.000]  我開始的時候,一個問題,禱告是什麼?本質,禱告的本質是什麼?不是那個功能性,也不是基督徒存在。
[00:29:02.000 --> 00:29:26.000]  禱告的本質,有一本書,最近我看了,對我有幫助,David Benner,最近三年前寫的一本書,Opening to God,打開,禱告,打開,向神打開。
[00:29:26.000 --> 00:29:33.000]  他的書裏面有三點,有五點可以幫助我們。
[00:29:33.000 --> 00:29:54.000]  第一,禱告的本質是和神談話,communication,神永遠是扣我們和祂談話,祂是主動。
[00:29:54.000 --> 00:30:20.000]  第二,我們的問題就是有些時候太忙了,禱告沒有好好地預備,馬上好像完了一樣,上帝是主動,祂任何時間預備和我們談話。
[00:30:20.000 --> 00:30:32.000]  我們基督徒我們禱告的時候,要好好地預備自己和神來談話,用我們的話語,用我們的心想。
[00:30:32.000 --> 00:31:01.000]  第二方面禱告的本質是和神相交,團契,我們享受,神在我們的內面,聖靈的工作,感覺主在我們內面,我們在主的內面,在愛的內面,和神要團契,有一個相交的經歷。
[00:31:01.000 --> 00:31:18.000]  好像我和我的太太,好像你和你的丈夫,有一個在愛的內面的團契,只有你們兩個人而已,沒有第三個。
[00:31:18.000 --> 00:31:39.000]  每天把握那個時間,在愛的內面享受,第二個禱告的本質。第三個禱告的本質是和耶穌基督在愛的內面做同路人。
[00:31:39.000 --> 00:32:00.000]  我們基督徒每天走那個屬靈的天路,我們好很需要耶穌基督與我們同行,禱告,每天可能有半個鐘點,可能有十五分鐘,晚上可能有十分鐘。
[00:32:00.000 --> 00:32:16.000]  那個時間就是肯定耶穌與我們同行,在禱告那個時間內面,和祂親密的內面,我們基督徒可以成長。
[00:32:16.000 --> 00:32:34.000]  對,十分可以成長,教會崇拜你們可以成長,然而,禱告和耶穌基督一同走那個每天的路的時候,也是基督徒成長的一個時刻。
[00:32:34.000 --> 00:32:55.000]  最後,David Benner說,基督徒有很多屬靈的經驗,經歷神,比方說我們侍奉的時候,看我們的家人信耶穌,我們心裏面很高興。
[00:32:55.000 --> 00:33:08.000]  比方說我們剛剛拜那個崇拜的時候,很多弟兄姐妹享受那個崇拜,我們裏面經歷神,我們非常高興。
[00:33:08.000 --> 00:33:36.000]  然而David Benner告訴我們,禱告是我們經歷神的核心,任何在教會里面,我們每天進入不同的時間裏面,對我們經歷神,神給我們供應,神在我們困難的時候,祂給我們解決。
[00:33:36.000 --> 00:33:41.000]  祂回應我們的禱告,用祂自己的方法。
[00:33:41.000 --> 00:34:10.000]  然而,核心經歷神是禱告認識我們的神不單單是老,我們理性的裏面,反而那個神是超越人的。
[00:34:10.000 --> 00:34:25.000]  那個理性,乃是在我們親密,溝通,談話,同路人那個時間裏面,能夠經歷神。
[00:34:25.000 --> 00:34:29.000]  好,我們要結束了。
[00:34:29.000 --> 00:34:56.000]  早期的教會,從第二章開始有很大的增長,到那個十二章的時候,好像有個危機,西律的王帝開始殺那個水徒,殺那個雅各。
[00:34:56.000 --> 00:35:12.000]  教會的處境,好像非常的危險,因爲也抓了那個彼得,可能三天後,兩天後,也會那個西律殺了那個彼得,因爲猶太人他們很高興。
[00:35:12.000 --> 00:35:39.000]  開始的時候,讀十二章的時候有個危機,但是你看後面的經文的時候,西律王,神的祖傳裏面,他被那個蟲咬了,沒有氣了,他死了,神的祖傳他死了。
[00:35:39.000 --> 00:35:45.000]  反而教會不斷的那個增長。
[00:35:45.000 --> 00:36:05.000]  今天的功課,耶穌基督軟軟的愛教會,我們要好好的和祂配合,對我們要侍奉,要仰望。
[00:36:05.000 --> 00:36:31.000]  但是我們要了解耶穌仍然的復活的主,祂活着,有聖靈的加利,聖靈的恩賜,我們一定因爲耶穌基督復活,祂愛我們的教會,我們有把握繼續的將福音傳開。
[00:36:31.000 --> 00:36:45.000]  禱告,矯切的教會,模範的教會,切切禱告的教會,然而他們也有一些熟練的功課要學習。
[00:36:45.000 --> 00:36:51.000]  願神的話,今天成爲你的鼓勵,我們禱告。
[00:36:51.000 --> 00:37:10.000]  我們安靜,天上的福我們感謝你。
[00:37:10.000 --> 00:37:23.000]  我們感謝耶穌基督,在實際上解決了人最大的敵人,罪的問題。
[00:37:23.000 --> 00:37:37.000]  天父我們讀聖經的時候,耶穌基督軟軟的活着,我們願意配合神的旨意。
[00:37:37.000 --> 00:37:50.000]  我們求禰的聖靈加利給我們,給我們方向,給我們恩賜,給我們可以有滿足。
[00:37:50.000 --> 00:38:02.000]  天父我們願意學習禱告的功課,我們願意看教會是個禱告的地方。
[00:38:02.000 --> 00:38:15.000]  因爲任何一個禱告的地方,有耶穌基督的同在,我們願意看,我們願意經歷耶穌的同在。
[00:38:15.000 --> 00:38:32.000]  天父求禰幫助我們,讓我們教會成爲禱告的地,讓我們的見證成爲這個區域裏面美好的見證。
[00:38:32.000 --> 00:38:39.000]  謝謝天父你的話,我們的禱告奉耶穌基督的名而成。
[00:38:39.000 --> 00:38:41.000]  Amen
