
[00:00:00.000 --> 00:00:03.760]  再過十一天就是一年一度的感恩節。
[00:04:38.360 --> 00:04:39.560]  然後耶穌就怎麼樣?
[00:04:39.560 --> 00:04:45.320]  耶穌就吩咐他們說:「你們去給祭司察看!」
[00:04:45.320 --> 00:04:46.600]  聖殿基督告訴我們說,
[00:04:46.600 --> 00:04:50.320]  他們去的時候就潔淨了。
[00:04:50.320 --> 00:04:52.800]  我們首先要做兩個非常重要的觀察。
[00:04:52.800 --> 00:04:55.240]  首先,神的恩典,
[00:04:55.240 --> 00:04:59.360]  領導凡求告他的人,
[00:04:59.360 --> 00:05:00.480]  也包括外邦人。
[00:05:00.480 --> 00:05:02.320]  一起來講一遍。
[00:05:02.320 --> 00:05:03.600]  神的恩典,
[00:05:03.600 --> 00:05:06.520]  領導凡求告他的人,
[00:05:06.520 --> 00:05:08.640]  包括外邦人。
[00:05:08.640 --> 00:05:09.840]  是的,神的恩典,
[00:05:09.840 --> 00:05:13.480]  領導凡是願意求告他的人。
[00:05:13.480 --> 00:05:15.720]  這十個大麻風病人當中,
[00:05:15.720 --> 00:05:18.560]  我相信有撒瑪利亞人,
[00:05:18.560 --> 00:05:19.840]  這位耶穌也不是說了嗎?
[00:05:19.840 --> 00:05:23.160]  這個外族人就是撒瑪利亞人。
[00:05:23.160 --> 00:05:26.920]  他們乃是在好像神的選民以外的人,
[00:05:26.920 --> 00:05:29.120]  但是神的恩典一樣領導他們。
[00:05:29.120 --> 00:05:30.640]  他們來到神面前一起說:
[00:05:30.640 --> 00:05:33.040]  「耶穌父子,可憐我們吧!」
[00:05:33.040 --> 00:05:36.360]  所以耶穌就叫他們一起去給祭司看。
[00:05:36.360 --> 00:05:38.160]  換句話說,神的恩典是領導
[00:05:38.160 --> 00:05:39.800]  凡是求告他的人,
[00:05:39.800 --> 00:05:40.920]  因此我們可不可以為
[00:05:40.920 --> 00:05:42.320]  還沒信徒的人禱告?
[00:05:42.320 --> 00:05:43.520]  當然可以!
[00:05:43.520 --> 00:05:44.640]  但我們可不可以為
[00:05:44.640 --> 00:05:45.840]  還沒信徒的人醫治,
[00:05:45.840 --> 00:05:46.720]  甚至得釋放禱告?
[00:05:46.720 --> 00:05:47.640]  當然可以!
[00:05:47.640 --> 00:05:49.680]  因為神的恩典是要領導
[00:05:49.680 --> 00:05:52.360]  凡是願意求告他的人。
[00:05:52.360 --> 00:05:53.520]  阿們!
[00:05:53.520 --> 00:05:54.800]  包括那些不認識神的人,
[00:05:54.800 --> 00:05:56.040]  神是更要憐憫他們,
[00:05:56.040 --> 00:05:57.760]  要拯救他們。
[00:05:57.760 --> 00:06:00.160]  第二個觀察是什麼呢?
[00:06:00.160 --> 00:06:01.520]  我們一起來講。
[00:06:01.520 --> 00:06:02.720]  第二個觀察,
[00:06:02.720 --> 00:06:03.480]  我們看到說,
[00:06:03.480 --> 00:06:06.760]  信心加上順服的行動帶來,
[00:06:06.760 --> 00:06:08.120]  一直講一遍來,
[00:06:08.120 --> 00:06:12.880]  信心加上順服的行動帶來醫治。
[00:06:12.880 --> 00:06:15.560]  當然有信心好像還是不夠,
[00:06:15.560 --> 00:06:16.880]  必須要加上什麼?
[00:06:16.880 --> 00:06:18.600]  順服的行動,
[00:06:18.600 --> 00:06:21.760]  配合你對耶穌的信心,
[00:06:21.760 --> 00:06:22.920]  就會帶來醫治。
[00:06:22.920 --> 00:06:25.640]  我們看看第十七章路加福音,
[00:06:25.640 --> 00:06:29.160]  第十七章的第十四節。
[00:06:29.160 --> 00:06:30.720]  耶穌看見,
[00:06:30.720 --> 00:06:31.560]  就對他們說,
[00:06:31.560 --> 00:06:35.160]  你們去把身體給祭司察看,
[00:06:35.160 --> 00:06:40.520]  他們去的時候就潔淨了。
[00:06:40.520 --> 00:06:43.280]  他們去的時候就潔淨了。
[00:06:43.280 --> 00:06:44.200]  這裡面有告訴我們,
[00:06:44.200 --> 00:06:47.080]  他們去到底走多遠的路,
[00:06:47.080 --> 00:06:48.440]  到底什麼時候才潔淨。
[00:06:48.440 --> 00:06:49.520]  我們可以想像,
[00:06:49.520 --> 00:06:50.600]  他們要找祭司,
[00:06:50.600 --> 00:06:51.760]  他們在一個村子裡面,
[00:06:51.760 --> 00:06:54.240]  是跟社區隔離的一個村子,
[00:06:54.240 --> 00:06:56.760]  要從那個村子走到祭司,
[00:06:56.760 --> 00:06:57.600]  可能在野路上,
[00:06:57.600 --> 00:06:59.040]  可能在某一些地方,
[00:06:59.040 --> 00:07:00.520]  可能有一段的路程。
[00:07:00.520 --> 00:07:02.240]  這裡面很清楚告訴我們說,
[00:07:02.240 --> 00:07:04.520]  到底他們走的多遠的路,
[00:07:04.520 --> 00:07:06.920]  但是他們開始走往,
[00:07:06.920 --> 00:07:09.360]  祭司的路的方向的時候,
[00:07:09.360 --> 00:07:11.040]  他們就得潔淨了。
[00:07:11.040 --> 00:07:11.960]  告訴我們什麼呢?
[00:07:11.960 --> 00:07:12.960]  信心,
[00:07:12.960 --> 00:07:15.720]  必須加上順福的行動,
[00:07:15.720 --> 00:07:18.160]  就必得到醫治。
[00:07:18.160 --> 00:07:18.880]  這是為什麼有時候,
[00:07:18.880 --> 00:07:20.440]  我為病人禱告的時候,
[00:07:20.440 --> 00:07:22.200]  特別是他們有肩膀痛或者手痛,
[00:07:22.200 --> 00:07:22.800]  我就跟他說,
[00:07:22.800 --> 00:07:24.000]  當我禱告完了以後呢,
[00:07:24.000 --> 00:07:26.480]  你要做你先前不能做的,
[00:07:26.480 --> 00:07:28.120]  首先你的肩膀不能舉起來,
[00:07:28.120 --> 00:07:28.640]  禱告完了以後,
[00:07:28.640 --> 00:07:29.720]  你要憑著信心,
[00:07:29.720 --> 00:07:32.320]  順福神開始舉你的手來。
[00:07:32.320 --> 00:07:33.200]  這是什麼?
[00:07:33.200 --> 00:07:35.520]  信心加上順福的行動,
[00:07:35.520 --> 00:07:36.760]  就會帶來醫治。
[00:07:36.760 --> 00:07:38.800]  我們看到這十個長大麻風病的人,
[00:07:38.800 --> 00:07:40.680]  其實是非常非常可憐。
[00:07:40.680 --> 00:07:43.800]  那你說到底麻風病是什麼的疾病?
[00:07:43.800 --> 00:07:44.480]  麻風病呢,
[00:07:44.480 --> 00:07:48.760]  跟醫學來說是由麻風幹菌所引發的,
[00:07:48.760 --> 00:07:51.240]  這個慢性的傳染病,
[00:07:51.240 --> 00:07:52.560]  而且傳染得很快。
[00:07:52.560 --> 00:07:53.400]  這個傳染病呢,
[00:07:53.400 --> 00:07:55.360]  會影響他們的皮膚,
[00:07:55.360 --> 00:07:57.360]  甚至他們的神經系統。
[00:07:57.360 --> 00:07:58.160]  嚴重的話,
[00:07:58.160 --> 00:08:01.080]  他們神經系統受影響到一種程度呢,
[00:08:01.080 --> 00:08:03.800]  他們會失去感覺。
[00:08:03.800 --> 00:08:08.400]  因此當時的猶太人非常非常害怕麻風病。
[00:08:08.400 --> 00:08:09.320]  麻風病等於說,
[00:08:09.320 --> 00:08:10.080]  因為你犯罪,
[00:08:10.080 --> 00:08:10.920]  因為你得了咒術,
[00:08:10.920 --> 00:08:15.200]  你得了這個非常非常令人可怕的一個疾病。
[00:08:15.200 --> 00:08:16.920]  所以在當時摩西的時代,
[00:08:16.920 --> 00:08:18.800]  神就給他們一些條例,
[00:08:18.800 --> 00:08:22.200]  幫助他們免得麻風病到處傳染。
[00:08:22.200 --> 00:08:23.160]  所以在立威記裡面,
[00:08:23.160 --> 00:08:23.720]  十三章,
[00:08:23.720 --> 00:08:24.160]  十四章,
[00:08:24.160 --> 00:08:25.880]  超過一百多節的聖經,
[00:08:25.880 --> 00:08:30.400]  告訴一些百姓如何來處理麻風病人。
[00:08:30.400 --> 00:08:34.360]  首先我們看看第十三章立威記四十五節到四十六節,
[00:08:34.360 --> 00:08:37.560]  身上有長大麻風災病的,
[00:08:37.560 --> 00:08:38.760]  他的衣服要怎麼樣?
[00:08:38.760 --> 00:08:39.960]  撕裂,
[00:08:39.960 --> 00:08:41.440]  也要縫頭上髮,
[00:08:41.440 --> 00:08:42.440]  蒙著上唇,
[00:08:42.440 --> 00:08:44.040]  喊叫說不絕境了,
[00:08:44.040 --> 00:08:45.480]  不絕境了。
[00:08:45.480 --> 00:08:49.520]  災病在他身上的日子,
[00:08:49.520 --> 00:08:51.000]  他便是不絕境,
[00:08:51.000 --> 00:08:52.280]  他既是不絕境,
[00:08:52.280 --> 00:08:53.360]  就要怎麼樣?
[00:08:53.360 --> 00:08:55.120]  獨居以外。
[00:08:55.120 --> 00:08:57.920]  所以你可以想像一個人得了麻風病以後,
[00:08:57.920 --> 00:09:00.840]  他要被家人隔離,
[00:09:00.840 --> 00:09:03.040]  完全沒有任何社交的生活,
[00:09:03.040 --> 00:09:05.280]  他要獨居在營外。
[00:09:05.280 --> 00:09:08.720]  所以你可以想像這十個麻風病人,
[00:09:08.720 --> 00:09:12.120]  本來這個薩瑪麗亞人跟猶太人是完全沒有來往的,
[00:09:12.120 --> 00:09:14.560]  但是因為他們同德的一個疾病,
[00:09:14.560 --> 00:09:16.680]  同病相憐就在了一起,
[00:09:16.680 --> 00:09:20.480]  所以一起來呼叫耶穌夫子可憐我們吧。
[00:09:20.480 --> 00:09:22.440]  所以你可以想像他們是何等的可憐,
[00:09:22.440 --> 00:09:26.280]  因為他們是被眾人所拒絕的,
[00:09:26.280 --> 00:09:27.680]  因為他們是不絕境的,
[00:09:27.680 --> 00:09:29.680]  所以他們遠遠地站坐,
[00:09:29.680 --> 00:09:31.000]  不能夠靠近耶穌,
[00:09:31.000 --> 00:09:35.880]  遠遠地站坐喊叫說耶穌夫子可憐我們吧。
[00:09:35.880 --> 00:09:41.560]  今天我們要從這十個長大麻風病人身上學習幾個非常重要,
[00:09:41.560 --> 00:09:45.240]  特別是三個重要的屬靈功課。
[00:09:45.240 --> 00:09:45.920]  首先第一,
[00:09:45.920 --> 00:09:48.840]  我們看到耶穌在乎你的心態,
[00:09:48.840 --> 00:09:50.040]  勝於你的醫治。
[00:09:50.040 --> 00:09:51.120]  一起講一遍來,
[00:09:51.120 --> 00:09:53.560]  耶穌在乎你的心態,
[00:09:53.560 --> 00:09:57.120]  勝於你的醫治。
[00:09:57.120 --> 00:09:59.360]  這裡面記載耶穌醫治了很多人,
[00:09:59.360 --> 00:10:02.120]  很多人得醫治以後他們的反應都不一樣。
[00:10:02.120 --> 00:10:04.520]  有些人得醫治以後就感謝詐美主,
[00:10:04.520 --> 00:10:07.280]  有些人得了醫治以後就回到他們的家鄉,
[00:10:07.280 --> 00:10:08.600]  向眾人做見證,
[00:10:08.600 --> 00:10:12.880]  有些人得了醫治以後就在路上跟隨耶穌。
[00:10:12.880 --> 00:10:15.520]  當然從這個故事裡面我們清楚看見,
[00:10:15.520 --> 00:10:20.360]  耶穌乃是非常在乎我們得了祝福,
[00:10:20.360 --> 00:10:22.520]  得了恩典之後的回應是什麼。
[00:10:22.520 --> 00:10:27.120]  我們來看看路教會第十七章,十七節跟十八節。
[00:10:27.120 --> 00:10:28.360]  這裡耶穌說,
[00:10:28.360 --> 00:10:30.840]  「結晶了的不是十個人嗎?
[00:10:30.840 --> 00:10:32.560]  那九個在哪裡呢?
[00:10:32.560 --> 00:10:33.720]  除了這外族人,
[00:10:33.720 --> 00:10:38.280]  再沒有別人回來歸榮耀於神嗎?」
[00:10:38.280 --> 00:10:41.120]  這裡耶穌在福音書裡面好像沒有試過,
[00:10:41.120 --> 00:10:44.400]  這裡一連續問了三個問題,
[00:10:44.400 --> 00:10:46.320]  「得醫治的不是十個人嗎?
[00:10:46.320 --> 00:10:47.920]  那九個人在哪裡呢?
[00:10:47.920 --> 00:10:51.720]  為什麼只有一個外族人回來感謝歸榮耀給神呢?」
[00:10:51.720 --> 00:10:54.000]  連續問了三個問題,
[00:10:54.000 --> 00:10:55.800]  這主要的原因是什麼?
[00:10:55.800 --> 00:10:58.680]  可能是耶穌一種感嘆,
[00:10:58.680 --> 00:11:00.560]  十個人得醫治了,
[00:11:00.560 --> 00:11:02.280]  只有一個人,
[00:11:02.280 --> 00:11:04.720]  百分之十回來,
[00:11:04.720 --> 00:11:06.840]  歸榮耀給神來感謝我。
[00:11:06.840 --> 00:11:07.720]  另外一個也是,
[00:11:07.720 --> 00:11:15.880]  看到耶穌是非常看重這十個人得醫治以後的回應是什麼。
[00:11:15.880 --> 00:11:16.920]  當然有人跟你說,
[00:11:16.920 --> 00:11:18.160]  連續問你三個問題的話,
[00:11:18.160 --> 00:11:19.440]  特別是你老婆問你三個問題,
[00:11:19.440 --> 00:11:21.040]  你也要非常注意聽。
[00:11:21.040 --> 00:11:21.800]  你下班回來問你,
[00:11:21.800 --> 00:11:22.960]  「今天早上我跟你說的話,
[00:11:22.960 --> 00:11:25.160]  你還沒聽清楚嗎?
[00:11:25.160 --> 00:11:25.960]  叫你早點回來,
[00:11:25.960 --> 00:11:27.520]  你不知道嗎?
[00:11:27.520 --> 00:11:29.720]  難道你忘記今天是什麼日子嗎?」
[00:11:29.720 --> 00:11:30.760]  連續問你三個問題,
[00:11:30.760 --> 00:11:33.440]  你也要留心聽。
[00:11:33.440 --> 00:11:37.680]  因為今天是你們結婚二十五週年紀念。
[00:11:37.680 --> 00:11:40.680]  所以耶穌這裡連續問了三個問題,
[00:11:40.680 --> 00:11:47.080]  表示耶穌是何等看重我們對祂的回應是什麼。
[00:11:47.080 --> 00:11:52.960]  所以耶穌就問說:「那九個在哪裡呢?」
[00:11:52.960 --> 00:11:54.160]  我們可以這樣的推論,
[00:11:54.160 --> 00:11:58.240]  那九個很可能是猶太人,
[00:11:58.240 --> 00:11:59.800]  只有一個外族人,
[00:11:59.800 --> 00:12:01.720]  撒瑪利亞人參雜在他們中間。
[00:12:01.720 --> 00:12:05.080]  為什麼我說九個是猶太人呢?
[00:12:05.080 --> 00:12:05.800]  首先,
[00:12:05.800 --> 00:12:08.120]  他們不敢沒有回來感謝神,
[00:12:08.120 --> 00:12:09.160]  他們得了醫治,
[00:12:09.160 --> 00:12:10.920]  他們也是相信神,
[00:12:10.920 --> 00:12:12.000]  耶穌就會醫治他們,
[00:12:12.000 --> 00:12:13.720]  所以他們去找祭司,
[00:12:13.720 --> 00:12:16.320]  但是他們卻沒有回來感謝耶穌。
[00:12:16.320 --> 00:12:19.880]  那你說他們沒有感謝耶穌的原因到底是什麼呢?
[00:12:19.880 --> 00:12:20.600]  我想了一下,
[00:12:20.600 --> 00:12:22.000]  大概有三方面的原因。
[00:12:22.000 --> 00:12:22.720]  首先,
[00:12:22.720 --> 00:12:25.440]  第一個原因是以為自己是應得的。
[00:12:25.440 --> 00:12:28.800]  高手反應說不要以為自己是應得的。
[00:12:28.800 --> 00:12:30.040]  以為自己是應得的。
[00:12:30.040 --> 00:12:30.720]  為什麼呢?
[00:12:30.720 --> 00:12:33.560]  我們是猶太人。
[00:12:33.560 --> 00:12:35.520]  亞伯拉罕、亞撒一個的後裔,
[00:12:35.520 --> 00:12:37.680]  我們是神的選民。
[00:12:37.680 --> 00:12:41.760]  得醫治得潔淨是理所當然是應得的嘛。
[00:12:41.760 --> 00:12:43.480]  幹嘛要感謝神呢?
[00:12:43.480 --> 00:12:45.240]  這個應得的心態,
[00:12:45.240 --> 00:12:47.040]  理所當然現在是要不得的。
[00:12:47.040 --> 00:12:48.640]  英文說entitlement,
[00:12:48.640 --> 00:12:49.440]  因為我是,
[00:12:49.440 --> 00:12:51.440]  所以我應該得。
[00:12:51.440 --> 00:12:52.720]  要像你說,
[00:12:52.720 --> 00:12:54.760]  你的老婆每天為你預備晚餐,
[00:12:54.760 --> 00:12:56.200]  第二天要預備便當,
[00:12:56.200 --> 00:12:57.120]  你覺得是什麼?
[00:12:57.120 --> 00:12:57.880]  應當的,
[00:12:57.880 --> 00:12:58.640]  理所當然的,
[00:12:58.640 --> 00:13:01.200]  所以你根本不需要跟她說謝謝。
[00:13:01.200 --> 00:13:02.080]  這是什麼?
[00:13:02.080 --> 00:13:03.680]  自以為是應得的。
[00:13:03.680 --> 00:13:06.280]  或你老公為家辛辛苦苦賺錢的,
[00:13:06.280 --> 00:13:07.800]  你從來沒有跟他說,
[00:13:07.800 --> 00:13:09.360]  老公謝謝你,
[00:13:09.360 --> 00:13:11.800]  這麼多年來辛苦為家打拼,
[00:13:11.800 --> 00:13:13.040]  為家賺錢,
[00:13:13.040 --> 00:13:14.480]  養活我們的家庭。
[00:13:14.480 --> 00:13:15.640]  要謝謝你。
[00:13:15.640 --> 00:13:18.720]  很多時候我們不知道如何去感謝他們,
[00:13:18.720 --> 00:13:21.640]  因為我們覺得這是應得的。
[00:13:21.640 --> 00:13:22.840]  是應得的。
[00:13:22.840 --> 00:13:24.960]  應得的這種心態是要不得的。
[00:13:24.960 --> 00:13:26.640]  如果你想像看那個夫妻之間,
[00:13:26.640 --> 00:13:29.320]  家庭之間可以充滿感恩的話,
[00:13:29.320 --> 00:13:31.400]  這個家庭肯定會越來越美好,
[00:13:31.400 --> 00:13:33.000]  這個婚姻肯定越來越美好,
[00:13:33.000 --> 00:13:35.240]  因為大家有感恩彼此欣賞,
[00:13:35.240 --> 00:13:36.480]  彼此肯定,
[00:13:36.480 --> 00:13:38.760]  彼此鼓勵的話也好。
[00:13:38.760 --> 00:13:40.240]  所以千萬不要覺得是應得的,
[00:13:40.240 --> 00:13:41.000]  各位朋友朋友朋友們,
[00:13:41.000 --> 00:13:44.440]  千萬不要覺得是應得的。
[00:13:44.440 --> 00:13:47.760]  第二個原因可能是沒有感謝的習慣。
[00:13:47.760 --> 00:13:49.440]  我們中國人不是常說嗎,
[00:13:49.440 --> 00:13:52.240]  愛在心裡口難開嗎?
[00:13:52.240 --> 00:13:54.840]  這個是要不得的。
[00:13:54.840 --> 00:13:58.080]  老夫老妻了還說什麼感謝呢?
[00:13:58.080 --> 00:14:01.600]  愛在心裡口難開嗎?
[00:14:01.600 --> 00:14:05.840]  我最難忘的是有一位年老的姐妹,
[00:14:05.840 --> 00:14:07.720]  她有點非常難過,
[00:14:07.720 --> 00:14:09.360]  流著眼淚告訴我說,
[00:14:09.360 --> 00:14:12.480]  我跟我先生結婚了五十幾年,
[00:14:12.480 --> 00:14:15.040]  我從來沒有從她的口中,
[00:14:15.040 --> 00:14:20.840]  聽到她講一句謝謝你。
[00:14:20.840 --> 00:14:24.880]  從來沒有聽過她講一句謝謝你。
[00:14:24.880 --> 00:14:28.560]  神的旨意要我們凡事謝恩,
[00:14:28.560 --> 00:14:30.960]  要感謝我們身邊的人,
[00:14:30.960 --> 00:14:32.840]  哪怕是老夫老妻,
[00:14:32.840 --> 00:14:35.120]  要有感恩的習慣。
[00:14:35.120 --> 00:14:36.240]  我們做父母親的,
[00:14:36.240 --> 00:14:36.880]  做夫妻的,
[00:14:36.880 --> 00:14:38.440]  不在家中,
[00:14:38.440 --> 00:14:40.040]  有向彼此感恩,
[00:14:40.040 --> 00:14:42.080]  彼此祝福的壞的話,
[00:14:42.080 --> 00:14:45.120]  我們兒女們怎麼會學習感恩呢?
[00:14:45.120 --> 00:14:47.240]  非常感謝我的太太和師母,
[00:14:47.240 --> 00:14:49.240]  這一點把女兒教得非常好。
[00:14:49.240 --> 00:14:50.960]  當小女孩還小的時候,
[00:14:50.960 --> 00:14:51.880]  每次吃晚飯的時候,
[00:14:51.880 --> 00:14:53.400]  我們戒飯禱告以後,
[00:14:53.400 --> 00:14:56.000]  然後她一定告訴女兒說,
[00:14:56.000 --> 00:14:59.600]  先講謝謝媽咪煮飯給我們吃,
[00:14:59.600 --> 00:15:03.200]  然後後來還加了一句很好吃。
[00:15:03.200 --> 00:15:06.720]  所以從小養成孩子有個感恩的習慣,
[00:15:06.720 --> 00:15:08.800]  不要以為是理所當然的,
[00:15:08.800 --> 00:15:10.680]  媽媽為你煮飯不要以為是理所當然,
[00:15:10.680 --> 00:15:13.120]  是應得的。
