
[00:00:00.000 --> 00:00:02.940]  我們一起來做一個簡單的祈禱
[00:04:01.900 --> 00:04:04.900]  這個組織需要有一個共有的身份
[00:04:04.900 --> 00:04:06.360]  a sense of identity
[00:04:06.360 --> 00:04:07.060]  第二
[00:04:07.060 --> 00:04:10.100]  他們需要有彼此的emotional support
[00:04:10.100 --> 00:04:12.000]  一個精神上的支持
[00:04:12.000 --> 00:04:12.640]  第三
[00:04:12.640 --> 00:04:15.160]  他們需要有一些共享的價值
[00:04:15.160 --> 00:04:16.840]  common values
[00:04:16.840 --> 00:04:19.960]  她說如果你有這三樣東西的話
[00:04:19.960 --> 00:04:26.140]  你就可以成功組織一個很強健的群體
[00:04:26.140 --> 00:04:29.560]  其實我們周圍已經有很多很多這些好的例子
[00:04:29.560 --> 00:04:31.100]  比如說你在學校裡面
[00:04:31.100 --> 00:04:33.560]  學校的人的年紀都差不多
[00:04:33.560 --> 00:04:35.240]  於是將他們組織起來
[00:04:35.240 --> 00:04:37.140]  他們有學術的學會
[00:04:37.140 --> 00:04:41.440]  學術的學會包括了社會政治的議題
[00:04:41.440 --> 00:04:43.460]  他們也有他們的興趣小組
[00:04:43.460 --> 00:04:44.740]  他們的音樂小組
[00:04:44.740 --> 00:04:46.900]  他們的美術小組
[00:04:46.900 --> 00:04:49.540]  我們想想我們的社區裡面有很多
[00:04:49.540 --> 00:04:51.440]  體育運動的協會
[00:04:51.440 --> 00:04:52.900]  包括行山的那些
[00:04:52.900 --> 00:04:55.040]  包括去旅遊的那些
[00:04:55.040 --> 00:04:56.640]  甚至現在越來越流行
[00:04:56.640 --> 00:04:59.040]  當整個社會老化的時候
[00:04:59.040 --> 00:05:03.240]  醫藥康健的互助支援隊
[00:05:03.240 --> 00:05:04.640]  support group
[00:05:04.640 --> 00:05:05.640]  某人病了
[00:05:05.640 --> 00:05:08.140]  於是有一個支援的團隊
[00:05:08.140 --> 00:05:12.000]  甚至下肢幼兒的發展
[00:05:12.000 --> 00:05:13.540]  家庭的教育
[00:05:13.540 --> 00:05:14.440]  精神健康
[00:05:14.440 --> 00:05:16.940]  所有東西基本上
[00:05:16.940 --> 00:05:23.400]  都可以成為一個很強健的群體
[00:05:23.400 --> 00:05:26.400]  這些群體形成的成功例子
[00:05:26.400 --> 00:05:31.600]  對今天的教會有很大很大的衝擊
[00:05:31.600 --> 00:05:32.440]  我再說一次
[00:05:32.440 --> 00:05:34.240]  這些成功的例子
[00:05:34.240 --> 00:05:36.440]  對今天的教會有很大的衝擊
[00:05:36.440 --> 00:05:39.840]  甚至是極大的引誘
[00:05:39.840 --> 00:05:40.640]  簡單來講
[00:05:40.640 --> 00:05:42.040]  有人會建議
[00:05:42.040 --> 00:05:44.740]  不如我們將這些群體引入教會
[00:05:44.740 --> 00:05:48.040]  慢慢將他們變成團體
[00:05:48.040 --> 00:05:51.240]  你聽起來好像叫做神機妙算
[00:05:51.240 --> 00:05:52.540]  其實你想清楚
[00:05:52.540 --> 00:05:56.740]  這是慌亂的糊塗的表現
[00:05:56.740 --> 00:05:59.140]  是教會已經失去了意象
[00:05:59.140 --> 00:06:01.340]  於是在想死辦法
[00:06:01.340 --> 00:06:06.840]  甚至最後很容易會木馬屠城
[00:06:06.840 --> 00:06:09.740]  你不知道什麼叫做木馬屠城
[00:06:09.740 --> 00:06:14.440]  引敵人進入你自己的地方
[00:06:14.440 --> 00:06:17.840]  將你完全的屠掉
[00:06:17.840 --> 00:06:18.840]  這樣搞法
[00:06:18.840 --> 00:06:20.840]  不單止沒有辦法形成
[00:06:20.840 --> 00:06:24.240]  《新約聖經》裡面所說的團契
[00:06:24.240 --> 00:06:25.740]  甚至我們所說的福音
[00:06:25.740 --> 00:06:26.840]  會越勾越淡
[00:06:26.840 --> 00:06:28.840]  炎弱失了味
[00:06:28.840 --> 00:06:30.940]  你自己會感到不明
[00:06:30.940 --> 00:06:38.540]  令教會迅速變成一種變相的社區中心
[00:06:38.540 --> 00:06:41.240]  曾幾何時有一群年輕人
[00:06:41.240 --> 00:06:44.240]  他們被他們的師父差派下山
[00:06:44.240 --> 00:06:47.440]  他們的目標很簡單
[00:06:47.440 --> 00:06:49.640]  師父要他們在這個世界上
[00:06:49.640 --> 00:06:53.040]  建立一個不一樣的咖啡屋
[00:06:53.040 --> 00:06:55.940]  要做最香最濃的咖啡
[00:06:55.940 --> 00:06:58.640]  給這個世界的人去嘗試
[00:06:58.640 --> 00:06:59.440]  起初
[00:06:59.440 --> 00:07:03.540]  這幾個年輕人都很用心地去做咖啡
[00:07:03.540 --> 00:07:06.140]  不過或者他們學藝未精
[00:07:06.140 --> 00:07:08.040]  又或者咖啡這東西
[00:07:08.040 --> 00:07:09.640]  真的不是每個人都適合
[00:07:09.640 --> 00:07:13.640]  於是他們生意做來做去都是一般般
[00:07:13.640 --> 00:07:15.240]  過了一陣子有人說
[00:07:15.240 --> 00:07:19.940]  為了要迅速將這個咖啡店可以成長
[00:07:19.940 --> 00:07:23.840]  不如我們也賣一下曲奇
[00:07:23.840 --> 00:07:25.440]  曲奇可以帶人進來
[00:07:25.440 --> 00:07:28.440]  然後他們慢慢可以喝咖啡
[00:07:28.440 --> 00:07:31.640]  這個曲奇的計劃頗為成功
[00:07:31.640 --> 00:07:34.540]  於是有人說不如加上muffin
[00:07:34.540 --> 00:07:36.540]  不如加上cupcakes
[00:07:36.540 --> 00:07:38.140]  不如加上早餐
[00:07:38.140 --> 00:07:42.240]  其實都是很有關係的東西
[00:07:42.240 --> 00:07:43.840]  過了一陣子
[00:07:43.840 --> 00:07:46.340]  不如加上粥粉麵
[00:07:46.340 --> 00:07:47.540]  不如加上沙律
[00:07:47.540 --> 00:07:49.140]  不如加上happy meals
[00:07:49.140 --> 00:07:50.540]  還有其他的果汁
[00:07:50.540 --> 00:07:53.040]  什麼都可以
[00:07:53.040 --> 00:07:55.340]  於是久而久之
[00:07:55.340 --> 00:07:57.140]  他們的生意越做越大
[00:07:57.140 --> 00:07:59.140]  他們也花了很多時間
[00:07:59.140 --> 00:08:03.340]  在他們生意的營運當中
[00:08:03.340 --> 00:08:04.440]  直到有一天
[00:08:04.440 --> 00:08:06.840]  其中有一個年輕人說
[00:08:06.840 --> 00:08:09.040]  師傅不是叫我們賣咖啡的嗎?
[00:08:09.040 --> 00:08:10.840]  那怎麼辦呢?
[00:08:10.840 --> 00:08:12.540]  於是他們想了另一個方法
[00:08:12.540 --> 00:08:14.240]  沒有問題
[00:08:14.240 --> 00:08:17.040]  所有咖啡除餐贈送
[00:08:17.040 --> 00:08:19.340]  不加收費
[00:08:19.340 --> 00:08:21.140]  但是到那時候
[00:08:21.140 --> 00:08:23.040]  這幫年輕人已經
[00:08:23.040 --> 00:08:25.640]  連咖啡是什麼味道都忘記了
[00:08:25.640 --> 00:08:27.640]  還怎麼懂得沖咖啡呢?
[00:08:27.640 --> 00:08:34.440]  於是隨便沖了一些不咸的咖啡
[00:08:34.440 --> 00:08:38.240]  接著那個餐送給別人
[00:08:38.240 --> 00:08:42.940]  這是我們今天面對極大的挑戰
[00:08:42.940 --> 00:08:46.940]  我們需要回到起初的意象
[00:08:46.940 --> 00:08:48.340]  一個咖啡屋
[00:08:48.340 --> 00:08:54.740]  一個純正咖啡屋的意象
[00:08:54.740 --> 00:08:57.140]  當我們打開新約聖經的時候
[00:08:57.140 --> 00:09:00.140]  我們發現這個很寶貴的一個字
[00:09:00.140 --> 00:09:01.340]  叫做 Koinoneer
[00:09:01.340 --> 00:09:03.640]  我想大家有時候都會聽過
[00:09:03.640 --> 00:09:08.640]  原來全契的希臘原文叫做 Koinoneer
[00:09:08.640 --> 00:09:12.340]  在新約聖經裡面出現過19次
[00:09:12.340 --> 00:09:16.040]  而在《使徒行傳》第二章第42次
[00:09:16.040 --> 00:09:17.840]  是第一次出現的
[00:09:17.840 --> 00:09:21.840]  在聖經裡面第一次有 Koinoneer 出來
[00:09:21.840 --> 00:09:23.840]  今天我們沒有時間跟你說完
[00:09:23.840 --> 00:09:28.440]  19度聖經裡面講 Koinoneer 出現的地方
[00:09:28.440 --> 00:09:32.040]  但我想幫你整合一下
[00:09:32.040 --> 00:09:36.040]  當你打開新約聖經去看 Koinoneer 的意思的時候
[00:09:36.040 --> 00:09:38.340]  你發現它有四重的意思
[00:09:38.340 --> 00:09:40.540]  第一重意思它是關於一個
[00:09:40.540 --> 00:09:44.340]  屬天與上帝獨有的一個關係
[00:09:44.340 --> 00:09:46.340]  it's a gospel relationship
[00:09:46.340 --> 00:09:49.540]  是一個因著福音而產生與上帝的關係
[00:09:49.540 --> 00:09:51.540]  第二又是一個關係
[00:09:51.540 --> 00:09:56.340]  是一個什麼呢?是福音伙伴的關係
[00:09:56.340 --> 00:09:58.740]  一個 partnership
[00:09:58.740 --> 00:10:01.140]  第三是開始分享
[00:10:01.140 --> 00:10:04.740]  屬靈事情的分享
[00:10:04.740 --> 00:10:09.140]  最後物質資源的分享
[00:10:09.140 --> 00:10:12.140]  當你去想這四樣東西的時候
[00:10:12.140 --> 00:10:13.140]  如果你很聰明的時候
[00:10:13.140 --> 00:10:19.140]  你看到其實在講兩種的關係和兩種的分享
[00:10:19.140 --> 00:10:24.040]  而他們是做了兩個 pairing
[00:10:24.040 --> 00:10:25.740]  兩對東西
[00:10:25.740 --> 00:10:29.940]  生命的分享
[00:10:29.940 --> 00:10:32.540]  一個是使命的分享
[00:10:32.540 --> 00:10:36.940]  因著我們與上帝有一個福音的關係
[00:10:36.940 --> 00:10:39.940]  所以我們有屬靈事情的分享
[00:10:39.940 --> 00:10:41.040]  你看不看到?
[00:10:41.040 --> 00:10:42.940]  因著關係而有分享
[00:10:42.940 --> 00:10:47.740]  接著因著我們有一個使命
[00:10:47.740 --> 00:10:51.340]  於是我們分享物質
[00:10:51.340 --> 00:10:53.640]  我想開始和你看第一個 pair
[00:10:53.640 --> 00:10:54.840]  第一對
[00:10:54.840 --> 00:10:59.640]  因著我們與上帝有一個獨有的屬天屬靈的關係
[00:10:59.640 --> 00:11:02.240]  於是我們的團契裡面的分享
[00:11:02.240 --> 00:11:05.340]  是關於屬靈的事情
[00:11:05.340 --> 00:11:07.640]  我想和你看一節聖經而已
[00:11:07.640 --> 00:11:10.040]  約翰一書第一章第三節
[00:11:10.040 --> 00:11:15.140]  它說我們把所看見所聽見的傳揚給你們
[00:11:15.140 --> 00:11:18.640]  為要使你們也與我們有團契
[00:11:18.640 --> 00:11:25.040]  而我們的團契是與父和兒子耶穌基督所擁有的
[00:11:25.040 --> 00:11:26.740]  約翰在講什麼?
[00:11:26.740 --> 00:11:29.740]  約翰說我們將這個福音傳給你
[00:11:29.740 --> 00:11:32.640]  你不傳福音是不會有團契的
[00:11:32.640 --> 00:11:35.040]  但是因為他傳了福音
[00:11:35.040 --> 00:11:37.040]  他們領受了福音
[00:11:37.040 --> 00:11:40.740]  這幫約翰的小羊得著什麼呢?
[00:11:40.740 --> 00:11:46.240]  與天父和他兒子耶穌基督共有的團契
[00:11:46.240 --> 00:11:48.240]  因為他們信奉了福音
[00:11:48.240 --> 00:11:51.140]  於是他們與上帝的意連想關係
[00:11:51.140 --> 00:11:54.240]  他們與上帝的國連想關係
[00:11:54.240 --> 00:11:56.640]  而因為他們有這個關係
[00:11:56.640 --> 00:11:59.640]  於是他們有屬靈的分享
[00:11:59.640 --> 00:12:00.540]  看不看得到?
[00:12:00.540 --> 00:12:03.140]  我們與他們有團契
[00:12:03.140 --> 00:12:06.840]  一個是上帝與我們 vertical(直立)的 relationship
[00:12:06.840 --> 00:12:14.340]  一個是與我們 horizontal(直立)人與人基督徒與基督徒之間的團契
[00:12:14.340 --> 00:12:16.340]  什麼團契?
[00:12:16.340 --> 00:12:19.340]  我想強調這個所謂團契的分享
[00:12:19.340 --> 00:12:21.340]  你們與我們的團契
[00:12:21.340 --> 00:12:24.840]  不是在講生活上的小節
[00:12:24.840 --> 00:12:28.540]  不是給你們買東西的貼士
[00:12:28.540 --> 00:12:32.640]  而是在講追求聖經真理裡面的分享
[00:12:32.640 --> 00:12:38.140]  是在講我們背十字架跟隨主耶穌基督裡面的分享
[00:12:38.140 --> 00:12:39.740]  當你這樣去看的時候
[00:12:39.740 --> 00:12:42.240]  你會明白《仕途行傳》裡面
[00:12:42.240 --> 00:12:45.040]  第二章四十二節裡面講的彼此團契
[00:12:45.040 --> 00:12:47.040]  究竟是在講什麼?
[00:12:47.040 --> 00:12:50.240]  它是在講一個聖經話語
[00:12:50.240 --> 00:12:53.740]  仕途教導裡面的彼此團契
[00:12:53.740 --> 00:12:56.140]  它是講了大家同奔天路
[00:12:56.140 --> 00:13:03.640]  與背十字架裡面因耶穌基督而產生的團契
[00:13:03.640 --> 00:13:04.640]  我可以這樣講
[00:13:04.640 --> 00:13:07.640]  我們之所以有可能有一個團契
[00:13:07.640 --> 00:13:12.640]  是因為這幫人與上帝裡面得著了一個新的生命
[00:13:12.640 --> 00:13:15.840]  因為他們有耶穌基督的聖靈在他們裡面
[00:13:15.840 --> 00:13:17.640]  如果你沒有新生命
[00:13:17.640 --> 00:13:21.840]  沒有耶穌基督的聖靈在你身上
[00:13:21.840 --> 00:13:24.140]  在你的群體裡面
[00:13:24.140 --> 00:13:30.640]  這個東西不可以變成一個團契
[00:13:30.640 --> 00:13:35.840]  所以我們很需要問這個問題
[00:13:35.840 --> 00:13:38.440]  今天的教會裡面的團契
[00:13:38.440 --> 00:13:40.440]  或者你自己生命裡面
[00:13:40.440 --> 00:13:45.140]  你有沒有一個真正的屬天的生命?
[00:13:45.140 --> 00:13:46.340]  或者我們可以問
[00:13:46.340 --> 00:13:47.440]  你的生命裡面
[00:13:47.440 --> 00:13:48.840]  我們教會的團契裡面
[00:13:48.840 --> 00:13:53.440]  是不是充滿著上帝的話語?
[00:13:53.440 --> 00:13:56.140]  我不是在說有沒有引用聖經
[00:13:56.140 --> 00:13:58.440]  我不是說有沒有背金句
[00:13:58.440 --> 00:14:06.640]  我是說有沒有充滿著、充斥著上帝的話語
[00:14:06.640 --> 00:14:08.440]  我不知道你有沒有玩過一個遊戲
[00:14:08.440 --> 00:14:11.140]  叫做「音樂椅」
[00:14:11.140 --> 00:14:12.640]  音樂椅子
[00:14:12.640 --> 00:14:15.040]  十個人裡面就只有九個椅子
[00:14:15.040 --> 00:14:16.240]  聽到音樂一停
[00:14:16.240 --> 00:14:22.140]  大家就要搶去上九個椅子
[00:14:22.140 --> 00:14:25.240]  前幾個月我的大兒子和女兒
[00:14:25.240 --> 00:14:28.540]  由他們英文的少年團契回來
[00:14:28.540 --> 00:14:29.240]  他跟我說
[00:14:29.240 --> 00:14:33.040]  他說我們今天玩了這個音樂椅子
[00:14:33.040 --> 00:14:34.240]  但是他不是玩音樂
[00:14:34.240 --> 00:14:34.840]  他玩什麼呢?
[00:14:34.840 --> 00:14:35.640]  他這個《Icebreaker》
[00:14:35.640 --> 00:14:36.640]  這個破冰的遊戲
[00:14:36.640 --> 00:14:39.240]  他們想認識這群年輕人
[00:14:39.240 --> 00:14:41.340]  十二至十八歲而已
[00:14:41.340 --> 00:14:43.640]  十二個左右
[00:14:43.640 --> 00:14:44.040]  OK?
[00:14:44.040 --> 00:14:45.440]  他想認識他們什麼呢?
[00:14:45.440 --> 00:14:47.540]  於是他們會說
[00:14:47.540 --> 00:14:50.940]  如果你喜歡吃雲呢拿雪糕的
[00:14:50.940 --> 00:14:52.240]  請站起來
[00:14:52.240 --> 00:14:56.240]  於是喜歡吃雲呢拿雪糕的小朋友
[00:14:56.240 --> 00:14:56.840]  就要站起來
[00:14:56.840 --> 00:14:57.940]  接著就要找位置了
[00:14:57.940 --> 00:14:59.240]  你明白嗎?
[00:14:59.240 --> 00:15:00.840]  他們久而久之
[00:15:00.840 --> 00:15:03.440]  他們做了幾個破冰的遊戲
[00:15:03.440 --> 00:15:06.040]  突然間那個問題又來了
[00:15:06.040 --> 00:15:08.040]  他說
[00:15:08.040 --> 00:15:13.840]  如果你們曾經讀完本聖經的話
[00:15:13.840 --> 00:15:16.440]  請你站起來換位
[00:15:16.440 --> 00:15:22.340]  我說的是六十六本聖經一千一百八十九章
[00:15:22.340 --> 00:15:24.740]  新舊約聖經
[00:15:24.740 --> 00:15:26.140]  如果你讀完的話
[00:15:26.140 --> 00:15:29.040]  請你站起來換位
[00:15:29.040 --> 00:15:31.440]  這些破冰遊戲真的厲害
[00:15:31.440 --> 00:15:32.640]  你立刻可以知道
[00:15:32.640 --> 00:15:36.240]  你那群年輕人究竟在搞什麼
[00:15:36.240 --> 00:15:39.440]  那你猜的結果是什麼呢?
[00:15:39.440 --> 00:15:40.840]  選擇題
[00:15:40.840 --> 00:15:43.040]  另一個人站起來
[00:15:43.040 --> 00:15:46.540]  兩個人就是我兩個子女站起來
[00:15:46.540 --> 00:15:49.740]  還是超過兩個人站起來呢?
[00:15:49.740 --> 00:15:52.040]  他跟我說
[00:15:52.040 --> 00:15:54.040]  有四五個小朋友站起來
[00:15:54.040 --> 00:15:56.340]  包括他們自己
[00:15:56.340 --> 00:15:59.840]  十二個裏面有五個年輕人
[00:15:59.840 --> 00:16:01.440]  少年團計
[00:16:01.440 --> 00:16:03.040]  是讀完本聖經的
[00:16:03.040 --> 00:16:05.240]  有沒有前途?
[00:16:05.240 --> 00:16:06.740]  有前途
[00:16:06.740 --> 00:16:09.640]  我不會跟我們教會的年輕人玩這件事
[00:16:09.640 --> 00:16:14.640]  不過下次我們開堂會可以考慮一下做這件事
[00:16:14.640 --> 00:16:17.240]  問一下我們的執事執位
[00:16:17.240 --> 00:16:23.140]  讀完本聖經的請站起來交換位
[00:16:23.140 --> 00:16:25.340]  但是如果我問你一件事
[00:16:25.340 --> 00:16:28.240]  你記得當初期教會形成的時候
[00:16:28.240 --> 00:16:30.940]  有三千個人
[00:16:30.940 --> 00:16:33.040]  那天信了主
[00:16:33.040 --> 00:16:34.840]  請問這三千個人
[00:16:34.840 --> 00:16:37.040]  如果他們要玩這個音樂椅底
[00:16:37.040 --> 00:16:41.340]  你說有誰看完整本《舊約聖經》的
[00:16:41.340 --> 00:16:42.040]  請站起來
[00:16:42.040 --> 00:16:45.040]  你猜有多少人站起來?
[00:16:45.040 --> 00:16:47.640]  三千個
[00:16:47.640 --> 00:16:48.340]  誰知道
[00:16:48.340 --> 00:16:51.740]  因為你去看看《自由行卷》第二章第五節
[00:16:51.740 --> 00:16:55.840]  說這些人從各國來的人
[00:16:55.840 --> 00:16:59.240]  他們是虔誠的猶太人
[00:16:59.240 --> 00:17:01.540]  不虔誠的猶太人都讀完《舊約》
[00:17:01.540 --> 00:17:03.240]  虔誠的猶太人更加讀完《舊約》
[00:17:03.240 --> 00:17:04.440]  你明白嗎?
[00:17:04.440 --> 00:17:07.840]  但我想問一下這三千個已經讀完《舊約》的人
[00:17:07.840 --> 00:17:11.540]  他們得救了嗎?
[00:17:11.540 --> 00:17:15.540]  他們有沒有上帝的生命在他們裡面?
[00:17:15.540 --> 00:17:18.140]  答案是沒有的
[00:17:18.140 --> 00:17:23.540]  他們是秦始皇的兵馬俑
[00:17:23.540 --> 00:17:24.140]  你明白嗎?
[00:17:24.140 --> 00:17:26.340]  看得不打得
[00:17:26.340 --> 00:17:28.640]  直到那天
[00:17:28.640 --> 00:17:31.240]  上帝的靈來到他們的當中
[00:17:31.240 --> 00:17:35.640]  將他們死裡復活
[00:17:35.640 --> 00:17:39.040]  他們真的又看得又打得
[00:17:39.040 --> 00:17:40.740]  三千個政兵
[00:17:40.740 --> 00:17:42.040]  我想請問一下你
[00:17:42.040 --> 00:17:45.540]  知不知道他們是怎樣死裡復活的?
[00:17:45.540 --> 00:17:46.840]  如果你上個星期在這裡
[00:17:46.840 --> 00:17:48.440]  你應該記得一樣東西
[00:17:48.440 --> 00:17:49.840]  我說上帝的靈
[00:17:49.840 --> 00:17:52.240]  除非有上帝的話語
[00:17:52.240 --> 00:17:53.640]  如果不是不能工作
[00:17:53.640 --> 00:17:57.840]  上帝的話語和上帝的靈是一起工作的
[00:17:57.840 --> 00:17:58.840]  上帝的靈
[00:17:58.840 --> 00:18:02.040]  怎樣來到這三千個死人當中?
[00:18:02.040 --> 00:18:05.940]  是通過彼得那篇《道》
[00:18:05.940 --> 00:18:07.640]  如果你有機會回去聽過
[00:18:07.640 --> 00:18:10.440]  彼得的《五秦節》那篇《講道》
[00:18:10.440 --> 00:18:11.740]  就是復活神功
[00:18:11.740 --> 00:18:13.040]  將人復活的
[00:18:13.040 --> 00:18:14.540]  我不知道你有沒有機會回去聽
[00:18:14.540 --> 00:18:18.340]  你會發覺他是不斷引用《舊約聖經》的
[00:18:18.340 --> 00:18:19.640]  所以這三千個人
[00:18:19.640 --> 00:18:21.240]  如果他是沒有讀過《舊約聖經》
[00:18:21.240 --> 00:18:22.140]  他簡直是啞了
[00:18:22.140 --> 00:18:23.140]  你幹什麼?
[00:18:23.140 --> 00:18:24.940]  你在說什麼?
[00:18:24.940 --> 00:18:29.940]  他引用《約爾書》三篇不同的詩篇
[00:18:29.940 --> 00:18:30.940]  《撒姆爾記》
[00:18:30.940 --> 00:18:33.940]  他引用很多很多《舊約聖經》
[00:18:33.940 --> 00:18:36.940]  去證明主耶穌基督就是那個救世主
[00:18:36.940 --> 00:18:37.840]  我告訴你
[00:18:37.840 --> 00:18:39.240]  如果你不讀《聖經》的話
[00:18:39.240 --> 00:18:41.240]  你聽不明白上帝的道
[00:18:41.240 --> 00:18:45.740]  上帝的靈沒有辦法在你的生命中工作
[00:18:45.740 --> 00:18:49.040]  但是因為這幫人聽了
[00:18:49.040 --> 00:18:50.340]  已經讀了《聖經》了
[00:18:50.340 --> 00:18:51.140]  但是讀不明白
[00:18:51.140 --> 00:18:52.240]  讀不清楚
[00:18:52.240 --> 00:18:53.940]  沒有辦法復活
[00:18:53.940 --> 00:18:57.640]  靠著那篇道
[00:18:57.640 --> 00:19:02.140]  那篇從《舊約》講到《新約》的道
