
[00:00:00.000 --> 00:00:03.000]  我們進到起事物第十九章
[00:01:30.000 --> 00:01:32.000]  我不曉得口罩
[00:01:32.000 --> 00:01:35.000]  真的是帶給我們這麼大影響
[00:01:35.000 --> 00:01:37.000]  我覺得疫情前跟疫情後
[00:01:37.000 --> 00:01:38.000]  有很大的差別就是
[00:01:38.000 --> 00:01:41.000]  疫情前我可以看得到大家的反應
[00:01:41.000 --> 00:01:42.000]  疫情後呢
[00:01:42.000 --> 00:01:43.000]  你怎麼反應呢
[00:01:43.000 --> 00:01:45.000]  我只能從你的眼睛
[00:01:45.000 --> 00:01:47.000]  那你的眼睛戴上眼鏡的時候
[00:01:47.000 --> 00:01:49.000]  就看不出你的反應了
[00:01:49.000 --> 00:01:52.000]  所以看起來就是沒反應
[00:01:52.000 --> 00:01:56.000]  跟你旁邊說讚美很重要
[00:01:56.000 --> 00:01:57.000]  聽懂沒有
[00:01:57.000 --> 00:02:01.000]  讚美很重要
[00:02:01.000 --> 00:02:05.000]  一個基督徒不懂得讚美
[00:02:05.000 --> 00:02:09.000]  他可以說不知道怎麼做一個基督徒
[00:02:09.000 --> 00:02:10.000]  為什麼教會
[00:02:10.000 --> 00:02:12.000]  為什麼今天基督教跟
[00:02:12.000 --> 00:02:13.000]  基督教跟其他的宗教
[00:02:13.000 --> 00:02:16.000]  有一個很大的差別
[00:02:16.000 --> 00:02:19.000]  什麼差別
[00:02:19.000 --> 00:02:22.000]  什麼差別
[00:02:22.000 --> 00:02:24.000]  敬拜讚美
[00:02:24.000 --> 00:02:27.000]  你看佛教想要學基督教
[00:02:27.000 --> 00:02:30.000]  我曾經到過佛光山
[00:02:30.000 --> 00:02:35.000]  帶年輕人去那個地方傳福音
[00:02:35.000 --> 00:02:39.000]  好那個細節就不講了
[00:02:39.000 --> 00:02:42.000]  哎呀我就看見他們也在唱詩班了
[00:02:42.000 --> 00:02:46.000]  我就仔細聽他們在唱什麼
[00:02:46.000 --> 00:02:47.000]  哎呀他們唱說
[00:02:47.000 --> 00:02:51.000]  佛啊佛你真偉大
[00:02:51.000 --> 00:02:53.000]  他copy我們了
[00:02:53.000 --> 00:02:54.000]  我們神裡真偉大
[00:02:54.000 --> 00:02:56.000]  佛裡真偉大
[00:02:56.000 --> 00:02:57.000]  你知道嗎
[00:02:57.000 --> 00:02:58.000]  真正懂佛教的人就知道
[00:02:58.000 --> 00:03:00.000]  佛是什麼
[00:03:00.000 --> 00:03:02.000]  佛是列盤
[00:03:02.000 --> 00:03:05.000]  所以凡事
[00:03:05.000 --> 00:03:08.000]  列盤就是虛無的意思
[00:03:08.000 --> 00:03:11.000]  你看到一切都是虛無的時候
[00:03:11.000 --> 00:03:13.000]  你就成佛了
[00:03:13.000 --> 00:03:15.000]  所以佛家叫放下屠刀
[00:03:15.000 --> 00:03:16.000]  立地成佛
[00:03:16.000 --> 00:03:18.000]  就是這個道理
[00:03:18.000 --> 00:03:19.000]  四大皆空
[00:03:19.000 --> 00:03:21.000]  你看空了一切
[00:03:21.000 --> 00:03:24.000]  你就成佛了
[00:03:24.000 --> 00:03:25.000]  所以佛是什麼
[00:03:25.000 --> 00:03:27.000]  人人可成佛
[00:03:27.000 --> 00:03:28.000]  佛不是神啊
[00:03:28.000 --> 00:03:32.000]  佛怎麼可以變成是崇拜的對象呢
[00:03:32.000 --> 00:03:34.000]  而且你崇拜的是哪一個佛呢
[00:03:34.000 --> 00:03:37.000]  因為你將來你自己就可能成佛啊
[00:03:37.000 --> 00:03:38.000]  你懂我意思嗎
[00:03:38.000 --> 00:03:42.000]  所以他們唱歌那個歌詞真是ridiculous
[00:03:42.000 --> 00:03:44.000]  可是他們也有模有樣的在唱
[00:03:44.000 --> 00:03:46.000]  如果你不注意歌詞的話
[00:03:46.000 --> 00:03:48.000]  他們的詩班也唱得不錯
[00:03:48.000 --> 00:03:49.000]  因為他們也可以找很好的
[00:03:49.000 --> 00:03:52.000]  有聲樂訓練的這些人來唱詩歌
[00:03:52.000 --> 00:03:53.000]  不是的
[00:03:53.000 --> 00:03:55.000]  因為我們這位神
[00:03:55.000 --> 00:03:59.000]  祂配得我們的敬拜和讚美
[00:03:59.000 --> 00:04:00.000]  這就是為什麼
[00:04:00.000 --> 00:04:04.000]  今天我們要再講讚美的重要性
[00:04:04.000 --> 00:04:06.000]  為什麼這裡提到哈雷路亞
[00:04:06.000 --> 00:04:07.000]  今天主題為什麼講哈雷路亞呢
[00:04:07.000 --> 00:04:15.000]  因為在啟示錄
[00:04:15.000 --> 00:04:18.000]  方方已經等不及我了
[00:04:18.000 --> 00:04:21.000]  啟示錄有這一個
[00:04:21.000 --> 00:04:26.000]  七十聖經裡面有四次講到哈雷路亞
[00:04:26.000 --> 00:04:28.000]  就在這一章
[00:04:28.000 --> 00:04:31.000]  就在這個短短的六節聖經裡面
[00:04:31.000 --> 00:04:34.000]  出現了四次的哈雷路亞
[00:04:34.000 --> 00:04:36.000]  我先講是新約啊
[00:04:36.000 --> 00:04:37.000]  哈雷路亞
[00:04:37.000 --> 00:04:38.000]  哈雷路亞
[00:04:38.000 --> 00:04:39.000]  哈雷路亞
[00:04:39.000 --> 00:04:40.000]  哈雷路亞
[00:04:40.000 --> 00:04:43.000]  聽我們基督徒常常會講哈雷路亞
[00:04:43.000 --> 00:04:47.000]  對不對
[00:04:47.000 --> 00:04:50.000]  在啟示錄裡面就出現了這四次的哈雷路亞
[00:04:50.000 --> 00:04:53.000]  哈雷路亞是什麼意思呢
[00:04:53.000 --> 00:04:55.000]  來問問你旁邊的問他一下
[00:04:55.000 --> 00:04:59.000]  這個信主一年以上的人都應該知道
[00:04:59.000 --> 00:05:00.000]  問一下你旁邊人
[00:05:00.000 --> 00:05:01.000]  什麼是哈雷路亞
[00:05:01.000 --> 00:05:03.000]  哈雷路亞什麼意思
[00:05:03.000 --> 00:05:05.000]  好不好
[00:05:05.000 --> 00:05:08.000]  然後你們把這個商量的結果告訴我
[00:05:08.000 --> 00:05:13.000]  哈雷路亞什麼意思
[00:05:13.000 --> 00:05:16.000]  讚美主還有呢
[00:05:16.000 --> 00:05:20.000]  你們要讚美也和好
[00:05:20.000 --> 00:05:24.000]  哈雷路亞這個字其實原來是希伯來文
[00:05:24.000 --> 00:05:28.000]  那麼希伯來文哈雷路
[00:05:28.000 --> 00:05:31.000]  中文就是哈雷路
[00:05:31.000 --> 00:05:33.000]  哈雷路呢是什麼呢
[00:05:33.000 --> 00:05:35.000]  就是你們要讚美
[00:05:35.000 --> 00:05:37.000]  因為那個路就是你們的意思
[00:05:37.000 --> 00:05:39.000]  第二人稱
[00:05:39.000 --> 00:05:40.000]  哈雷就是什麼呢
[00:05:40.000 --> 00:05:41.000]  就是讚美
[00:05:41.000 --> 00:05:44.000]  所以哈雷路
[00:05:44.000 --> 00:05:46.000]  就是你們要讚美
[00:05:46.000 --> 00:05:48.000]  讚美誰呢
[00:05:48.000 --> 00:05:50.000]  亞
[00:05:50.000 --> 00:05:52.000]  亞就是耶和華的意思
[00:05:52.000 --> 00:05:55.000]  亞威
[00:05:55.000 --> 00:05:57.000]  所以你看有些詩歌
[00:05:57.000 --> 00:05:59.000]  不了解這個
[00:05:59.000 --> 00:06:01.000]  他亂分
[00:06:01.000 --> 00:06:03.000]  哈哈哈哈哈哈
[00:06:03.000 --> 00:06:08.000]  雷雷雷雷雷
[00:06:08.000 --> 00:06:12.000]  這給猶太人聽起來會覺得不倫不類
[00:06:12.000 --> 00:06:14.000]  哈哈哈哈哈哈雷雷雷雷雷
[00:06:14.000 --> 00:06:16.000]  不要亂分
[00:06:16.000 --> 00:06:18.000]  所以今天我們要了解
[00:06:18.000 --> 00:06:20.000]  你們要讚美耶和華
[00:06:20.000 --> 00:06:22.000]  哈雷路亞就是你們要讚美耶和華
[00:06:22.000 --> 00:06:25.000]  所以當我說哈雷路亞的時候
[00:06:25.000 --> 00:06:26.000]  我的意思就是說
[00:06:26.000 --> 00:06:28.000]  你們要讚美耶和華
[00:06:28.000 --> 00:06:30.000]  所以你們要怎麼回答呢
[00:06:30.000 --> 00:06:34.000]  阿們
[00:06:34.000 --> 00:06:36.000]  親愛的兄弟妹
[00:06:36.000 --> 00:06:39.000]  哈雷路亞
[00:06:39.000 --> 00:06:42.000]  哈雷路亞因為神
[00:06:42.000 --> 00:06:44.000]  在已經審判了
[00:06:44.000 --> 00:06:47.000]  這個大巴米倫
[00:06:47.000 --> 00:06:50.000]  所以
[00:06:50.000 --> 00:06:52.000]  哈雷路亞
[00:06:52.000 --> 00:06:55.000]  所以當這個
[00:06:55.000 --> 00:06:57.000]  這些
[00:06:57.000 --> 00:06:58.000]  這個約翰他說
[00:06:58.000 --> 00:07:01.000]  我聽見好像群眾
[00:07:01.000 --> 00:07:03.000]  在天上大聲說
[00:07:03.000 --> 00:07:04.000]  哈雷路亞
[00:07:04.000 --> 00:07:06.000]  他第一個哈雷路亞
[00:07:06.000 --> 00:07:07.000]  哈雷路亞什麼
[00:07:07.000 --> 00:07:08.000]  讚美神
[00:07:08.000 --> 00:07:10.000]  他說你們要讚美耶和華
[00:07:10.000 --> 00:07:11.000]  為什麼呢
[00:07:11.000 --> 00:07:12.000]  因為讚美什麼呢
[00:07:12.000 --> 00:07:13.000]  什麼事情要讚美呢
[00:07:13.000 --> 00:07:15.000]  他說因為
[00:07:15.000 --> 00:07:16.000]  救恩
[00:07:16.000 --> 00:07:17.000]  榮耀
[00:07:17.000 --> 00:07:20.000]  全能
[00:07:20.000 --> 00:07:21.000]  救恩
[00:07:21.000 --> 00:07:22.000]  榮耀
[00:07:22.000 --> 00:07:23.000]  全能
[00:07:23.000 --> 00:07:25.000]  都屬乎我們的神
[00:07:25.000 --> 00:07:27.000]  這幾句話我要解釋起來的話
[00:07:27.000 --> 00:07:30.000]  可能今天就沒時間了
[00:07:30.000 --> 00:07:33.000]  但是他一開始就講到救恩
[00:07:33.000 --> 00:07:36.000]  救恩都屬乎耶和華
[00:07:36.000 --> 00:07:39.000]  整個啟示錄裡面你可以看見
[00:07:39.000 --> 00:07:40.000]  基督的救贖
[00:07:40.000 --> 00:07:43.000]  羔羊是整個啟示錄的中心
[00:07:43.000 --> 00:07:44.000]  講到羔羊的時候
[00:07:44.000 --> 00:07:47.000]  幾次的讚美裡面提到羔羊的時候
[00:07:47.000 --> 00:07:49.000]  就是為了他的救贖來感謝
[00:07:49.000 --> 00:07:50.000]  親愛的同志們
[00:07:50.000 --> 00:07:52.000]  我們信主多年了
[00:07:52.000 --> 00:07:55.000]  可能我們常常會take for granted
[00:07:55.000 --> 00:07:56.000]  什麼意思
[00:07:56.000 --> 00:07:58.000]  我們對於我們自己的救恩
[00:07:58.000 --> 00:08:01.000]  漸漸地沒有什麼感覺了
[00:08:01.000 --> 00:08:04.000]  因為對救恩沒什麼感覺了
[00:08:04.000 --> 00:08:07.000]  我們對人的靈魂得救
[00:08:07.000 --> 00:08:14.000]  也沒什麼感覺
[00:08:14.000 --> 00:08:16.000]  像就是最近一次
[00:08:16.000 --> 00:08:19.000]  你做你得救的見證是什麼時候
[00:08:19.000 --> 00:08:20.000]  最近這一個禮拜
[00:08:20.000 --> 00:08:25.000]  你有做你得救見證的請舉手
[00:08:25.000 --> 00:08:29.000]  可能做幸福小組的會有機會做見證
[00:08:29.000 --> 00:08:30.000]  同志們
[00:08:30.000 --> 00:08:33.000]  每一次當你講你自己得救見證的時候
[00:08:33.000 --> 00:08:37.000]  我會提醒你怎麼樣
[00:08:37.000 --> 00:08:40.000]  想到我過去是怎麼樣一個人
[00:08:40.000 --> 00:08:43.000]  我今天成了什麼樣的人
[00:08:43.000 --> 00:08:44.000]  這就是為什麼基督徒
[00:08:44.000 --> 00:08:48.000]  應該要常常做見證的原因
[00:08:48.000 --> 00:08:49.000]  就是什麼耶
[00:08:49.000 --> 00:08:50.000]  耶穌基督的救恩
[00:08:50.000 --> 00:08:53.000]  如果不是因為耶穌基督的救恩
[00:08:53.000 --> 00:08:57.000]  今天的我不是在這個地方了
[00:08:57.000 --> 00:09:02.000]  今天的我不會是像這樣子的我了
[00:09:02.000 --> 00:09:05.000]  今天的我是因著耶穌基督的救恩
[00:09:05.000 --> 00:09:07.000]  所以為著祂的救恩
[00:09:07.000 --> 00:09:10.000]  這些群眾在天上大聲地在那邊說
[00:09:10.000 --> 00:09:12.000]  Hallelujah
[00:09:12.000 --> 00:09:17.000]  因為救恩都屬乎耶和華
[00:09:17.000 --> 00:09:21.000]  然後他接著說榮耀
[00:09:21.000 --> 00:09:24.000]  全能就是power
[00:09:24.000 --> 00:09:26.000]  榮耀都是屬乎他的
[00:09:26.000 --> 00:09:28.000]  全能也是屬乎他的
[00:09:28.000 --> 00:09:30.000]  能力是屬乎他的
[00:09:30.000 --> 00:09:33.000]  所以你仔細去思想的話
[00:09:33.000 --> 00:09:35.000]  當想到這些的時候
[00:09:35.000 --> 00:09:38.000]  現在很多時候我們在今天這個世代
[00:09:38.000 --> 00:09:41.000]  我們感覺無能
[00:09:41.000 --> 00:09:43.000]  越來越多的疾病
[00:09:43.000 --> 00:09:45.000]  是我們沒有辦法解決的
[00:09:45.000 --> 00:09:48.000]  奇奇怪怪的一些病
[00:09:48.000 --> 00:09:50.000]  當我們年紀漸漸大的時候
[00:09:50.000 --> 00:09:55.000]  我們就越感覺到疾病的那種威脅性
[00:09:55.000 --> 00:10:00.000]  年輕的時候真的是不會這樣感覺啊
[00:10:00.000 --> 00:10:02.000]  但親愛的同志們
[00:10:02.000 --> 00:10:04.000]  當我們看見我們自己
[00:10:04.000 --> 00:10:07.000]  或者看到我們周遭的這些家人朋友
[00:10:07.000 --> 00:10:09.000]  當他們生病的時候
[00:10:09.000 --> 00:10:12.000]  我們有時候會感覺
[00:10:12.000 --> 00:10:15.000]  他的病會好嗎
[00:10:15.000 --> 00:10:17.000]  親愛的同志們
[00:10:17.000 --> 00:10:19.000]  你要相信一件事情
[00:10:19.000 --> 00:10:20.000]  這位神
[00:10:20.000 --> 00:10:22.000]  能力都屬乎他
[00:10:22.000 --> 00:10:25.000]  意志的能力屬乎他
[00:10:25.000 --> 00:10:28.000]  叫使人復活的能力也屬乎他
[00:10:28.000 --> 00:10:29.000]  親愛的同志們
[00:10:29.000 --> 00:10:31.000]  在你生活當中你碰到的難處
[00:10:31.000 --> 00:10:33.000]  你覺得沒有人可以幫助你的
[00:10:33.000 --> 00:10:34.000]  沒有辦法可以解決了
[00:10:34.000 --> 00:10:36.000]  你要知道一件事情
[00:10:36.000 --> 00:10:38.000]  能力都屬乎他
[00:10:38.000 --> 00:10:39.000]  耶和華人
[00:10:39.000 --> 00:10:42.000]  神人
[00:10:42.000 --> 00:10:50.000]  所以耶穌對被鬼附的孩子的爸爸講一句話
[00:10:50.000 --> 00:10:52.000]  你若能信
[00:10:52.000 --> 00:10:54.000]  再信的人
[00:10:54.000 --> 00:10:57.000]  凡事都能
[00:10:57.000 --> 00:10:59.000]  因為他跟耶穌講說
[00:10:59.000 --> 00:11:02.000]  你若能
[00:11:02.000 --> 00:11:04.000]  你就來醫治吧
[00:11:04.000 --> 00:11:07.000]  耶穌點出他的問題是
[00:11:07.000 --> 00:11:10.000]  問題不是我能不能
[00:11:10.000 --> 00:11:13.000]  問題是你能不能信
[00:11:13.000 --> 00:11:14.000]  親愛的同志們
[00:11:14.000 --> 00:11:16.000]  今天的問題是
[00:11:16.000 --> 00:11:21.000]  基督徒很多時候不相信這位神是全能的
[00:11:21.000 --> 00:11:24.000]  弟兄姊妹今天我們再一次的來宣告好不好
[00:11:24.000 --> 00:11:26.000]  再一次的remind我們彼此
[00:11:26.000 --> 00:11:27.000]  跟你旁邊說
[00:11:27.000 --> 00:11:29.000]  神是無所不能的
[00:11:29.000 --> 00:11:32.000]  Amen
[00:11:32.000 --> 00:11:35.000]  把你心中那些所有不能的想法
[00:11:35.000 --> 00:11:37.000]  所有消極的想法通通除掉
[00:11:37.000 --> 00:11:38.000]  弟兄姊妹
[00:11:38.000 --> 00:11:41.000]  更多的看見那位全能的神
[00:11:41.000 --> 00:11:43.000]  一切的全能都屬乎他
[00:11:43.000 --> 00:11:45.000]  Amen
[00:11:45.000 --> 00:11:47.000]  所以救恩榮耀全能
[00:11:47.000 --> 00:11:49.000]  你如果看起書裡面讚美
[00:11:49.000 --> 00:11:51.000]  他裡面只提了三個
[00:11:51.000 --> 00:11:52.000]  還有什麼
[00:11:52.000 --> 00:11:53.000]  頌讚威嚴什麼什麼
[00:11:53.000 --> 00:11:54.000]  好多對不對
[00:11:54.000 --> 00:11:56.000]  所以簡單的話
[00:11:56.000 --> 00:11:58.000]  他這一句話裡面表明一件事情就是說
[00:11:58.000 --> 00:11:59.000]  讚美神
[00:11:59.000 --> 00:12:01.000]  因為一切都屬乎神
[00:12:01.000 --> 00:12:03.000]  Amen
[00:12:03.000 --> 00:12:05.000]  一切都屬乎神
[00:12:05.000 --> 00:12:07.000]  金錢屬乎神
[00:12:07.000 --> 00:12:08.000]  房子屬乎神
[00:12:08.000 --> 00:12:10.000]  交車屬乎神
[00:12:10.000 --> 00:12:11.000]  親愛的同志們
[00:12:11.000 --> 00:12:12.000]  你的事業
[00:12:12.000 --> 00:12:13.000]  你的家庭
[00:12:13.000 --> 00:12:14.000]  你的兒女
[00:12:14.000 --> 00:12:16.000]  所有一切都是屬乎神的
[00:12:16.000 --> 00:12:17.000]  Amen
[00:12:17.000 --> 00:12:19.000]  為這些來感謝神
[00:12:19.000 --> 00:12:21.000]  為這些來讚美神
[00:12:21.000 --> 00:12:24.000]  Amen
[00:12:24.000 --> 00:12:27.000]  第二個哈雷路亞
[00:12:27.000 --> 00:12:31.000]  第二節第三節
[00:12:31.000 --> 00:12:32.000]  他這裡說
[00:12:32.000 --> 00:12:35.000]  他說他的判斷是真實公義的
[00:12:35.000 --> 00:12:37.000]  因他判斷了那用銀行
[00:12:37.000 --> 00:12:42.000]  敗壞世界的大淫婦
[00:12:42.000 --> 00:12:44.000]  所以他說他的判斷
[00:12:44.000 --> 00:12:46.000]  其實判斷
[00:12:46.000 --> 00:12:50.000]  如果你看英文聖經的話
[00:12:50.000 --> 00:12:52.000]  他講的這個判斷
[00:12:52.000 --> 00:12:56.000]  其實就是judge
[00:12:56.000 --> 00:12:58.000]  也就是審判
[00:12:58.000 --> 00:13:05.000]  審判是真實公義的
[00:13:05.000 --> 00:13:07.000]  所以他審判
[00:13:07.000 --> 00:13:14.000]  你有沒有為著上帝的審判來讚美他
[00:13:14.000 --> 00:13:19.000]  你有沒有為著他的真實公義來讚美他
[00:13:19.000 --> 00:13:21.000]  我們都會讚美什麼
[00:13:21.000 --> 00:13:23.000]  讚美神的慈愛
[00:13:23.000 --> 00:13:25.000]  讚美神的信實
[00:13:25.000 --> 00:13:28.000]  但是讚美神的審判
[00:13:28.000 --> 00:13:33.000]  當一個加州面臨到假設
[00:13:33.000 --> 00:13:35.000]  假設來一個大地震
[00:13:35.000 --> 00:13:37.000]  整個加州省借著大地震
[00:13:37.000 --> 00:13:39.000]  審判了這個加州
[00:13:39.000 --> 00:13:43.000]  這時候你會怎麼說
[00:13:43.000 --> 00:13:45.000]  哈雷路亞
[00:13:45.000 --> 00:13:47.000]  會嗎
[00:13:47.000 --> 00:13:48.000]  會不會
[00:13:48.000 --> 00:13:49.000]  坦白說會不會
[00:13:49.000 --> 00:13:53.000]  不會
[00:13:53.000 --> 00:13:55.000]  你看見洛杉磯
[00:13:55.000 --> 00:13:58.000]  這個真是風風光光的
[00:13:58.000 --> 00:14:00.000]  全世界的人都想來洛杉磯
[00:14:00.000 --> 00:14:03.000]  洛杉磯的這個城市裡面
[00:14:03.000 --> 00:14:05.000]  真是歌舞昇華
[00:14:05.000 --> 00:14:07.000]  大家生活的這麼好
[00:14:07.000 --> 00:14:08.000]  賺錢這麼容易
[00:14:08.000 --> 00:14:10.000]  洛杉磯變成是這樣的一個城市
[00:14:10.000 --> 00:14:13.000]  那麼大家想抽大麻就抽大麻
[00:14:13.000 --> 00:14:15.000]  現在還聽說要有
[00:14:15.000 --> 00:14:17.000]  紐約還要說什麼
[00:14:17.000 --> 00:14:19.000]  毒品可以合法抽
[00:14:19.000 --> 00:14:20.000]  還要設立地區
[00:14:20.000 --> 00:14:25.000]  要給他可以合法的去抽毒品
[00:14:25.000 --> 00:14:28.000]  這是什麼世界
[00:14:28.000 --> 00:14:29.000]  你懂我意思嗎
[00:14:29.000 --> 00:14:33.000]  我們這些governor他們怎麼樣
[00:14:33.000 --> 00:14:38.000]  頭殼壞了
[00:14:38.000 --> 00:14:40.000]  真的頭殼壞了
[00:14:40.000 --> 00:14:42.000]  怎麼會
[00:14:42.000 --> 00:14:45.000]  這就跟多年以前美國說
[00:14:45.000 --> 00:14:46.000]  哎呀這些年輕人
[00:14:46.000 --> 00:14:48.000]  你叫他不要這個婚前性行為
[00:14:48.000 --> 00:14:49.000]  不可能的啦
[00:14:49.000 --> 00:14:51.000]  乾脆告訴他們說
[00:14:51.000 --> 00:14:52.000]  安全性行為
[00:14:52.000 --> 00:14:54.000]  你懂這意思嗎
[00:14:54.000 --> 00:14:55.000]  請問你做父母親的
[00:14:55.000 --> 00:14:57.000]  你教孩子你會教這樣嗎
[00:14:57.000 --> 00:14:59.000]  請問你做父母親的
[00:14:59.000 --> 00:15:00.000]  你會教孩子說
[00:15:00.000 --> 00:15:01.000]  我告訴你
[00:15:01.000 --> 00:15:03.000]  現在外面社會太亂了
[00:15:03.000 --> 00:15:04.000]  我告訴你
[00:15:04.000 --> 00:15:06.000]  你如果真的是不得已
[00:15:06.000 --> 00:15:07.000]  要發生這種事情
[00:15:07.000 --> 00:15:09.000]  你要有安全性行為
[00:15:09.000 --> 00:15:11.000]  你會對你女兒這樣說嗎
[00:15:11.000 --> 00:15:12.000]  會不會
[00:15:12.000 --> 00:15:13.000]  不會
[00:15:13.000 --> 00:15:16.000]  今天整個教育是這樣子
[00:15:16.000 --> 00:15:17.000]  千里無之美
[00:15:17.000 --> 00:15:20.000]  這樣子的一個環境
[00:15:20.000 --> 00:15:24.000]  你說上帝要不要審判
[00:15:24.000 --> 00:15:25.000]  上帝不審判
[00:15:25.000 --> 00:15:27.000]  上帝就不公義了
[00:15:27.000 --> 00:15:31.000]  是不是
[00:15:31.000 --> 00:15:34.000]  明加書第六章第八節
[00:15:34.000 --> 00:15:36.000]  我們一起來練這段聖經好不好
[00:15:36.000 --> 00:15:37.000]  來請
[00:15:37.000 --> 00:15:38.000]  世人啊
[00:15:38.000 --> 00:15:40.000]  耶和華以此之你
[00:15:40.000 --> 00:15:41.000]  何為善
[00:15:41.000 --> 00:15:44.000]  他向你所要的是什麼呢
[00:15:44.000 --> 00:15:46.000]  只要你行公義
[00:15:46.000 --> 00:15:48.000]  好憐憫
[00:15:48.000 --> 00:15:50.000]  存謙卑的心
[00:15:50.000 --> 00:15:51.000]  與神同行
[00:15:51.000 --> 00:15:55.000]  什麼是行公義
[00:15:55.000 --> 00:15:57.000]  明加書第六章第八節所寫的
[00:15:57.000 --> 00:16:01.000]  當時候明加書的那個時代背景是這樣子
[00:16:01.000 --> 00:16:03.000]  當時候真的是不公不義
[00:16:03.000 --> 00:16:05.000]  充滿了不公不義的事情
[00:16:05.000 --> 00:16:06.000]  那些富有的人
[00:16:06.000 --> 00:16:08.000]  去欺家從人
[00:16:08.000 --> 00:16:10.000]  甚至把他們的土地
[00:16:10.000 --> 00:16:12.000]  用不誠實欺壓的方式
[00:16:12.000 --> 00:16:16.000]  把他奪過來
[00:16:16.000 --> 00:16:17.000]  千里無之美
[00:16:17.000 --> 00:16:19.000]  我們今天的社會
[00:16:19.000 --> 00:16:22.000]  可能不一定是有
[00:16:22.000 --> 00:16:25.000]  完全像他這樣子的情形很普遍
[00:16:25.000 --> 00:16:29.000]  但是請問今天的社會有沒有不公不義
[00:16:29.000 --> 00:16:33.000]  社會上面充滿了不公不義
[00:16:33.000 --> 00:16:36.000]  什麼是行公義
[00:16:36.000 --> 00:16:37.000]  希伯來語
[00:16:37.000 --> 00:16:38.000]  這一句話
[00:16:38.000 --> 00:16:40.000]  其實簡單地說
[00:16:40.000 --> 00:16:41.000]  行公義
[00:16:41.000 --> 00:16:43.000]  行
[00:16:43.000 --> 00:16:44.000]  公義
[00:16:44.000 --> 00:16:47.000]  就是神的典章律例
[00:16:47.000 --> 00:16:49.000]  所以行公義就是
[00:16:49.000 --> 00:16:53.000]  行神的典章所要我們過的生活
[00:16:53.000 --> 00:16:54.000]  也就是說
[00:16:54.000 --> 00:16:55.000]  行神的話
[00:16:55.000 --> 00:16:57.000]  所告訴我們應該過的生活
[00:16:57.000 --> 00:17:01.000]  聽懂了沒
[00:17:01.000 --> 00:17:02.000]  所以
[00:17:02.000 --> 00:17:04.000]  這個社會上面
[00:17:04.000 --> 00:17:07.000]  講強調的這個公義呢
[00:17:07.000 --> 00:17:09.000]  是什麼
[00:17:09.000 --> 00:17:12.000]  就是
[00:17:12.000 --> 00:17:16.000]  那些不努力工作的
[00:17:16.000 --> 00:17:20.000]  那麼它變成是因抗很低的
[00:17:20.000 --> 00:17:22.000]  我們要救濟它
[00:17:22.000 --> 00:17:23.000]  對不起
[00:17:23.000 --> 00:17:25.000]  我不是說所有因抗低的
[00:17:25.000 --> 00:17:27.000]  都是不努力工作
[00:17:27.000 --> 00:17:29.000]  但是我說的就是說
[00:17:29.000 --> 00:17:30.000]  今天在
[00:17:30.000 --> 00:17:33.000]  這個是洛杉磯最近的消息
[00:17:33.000 --> 00:17:35.000]  洛杉磯市長說
