
[00:00:00.000 --> 00:00:05.600]  感謝神下透過剛才詩班唱出這首很好的詩歌《I Believe》
[00:02:36.700 --> 00:02:39.300]  19000英里很遠而已 是不是
[00:02:39.300 --> 00:02:40.700]  其實不是那麼遠的
[00:02:40.700 --> 00:02:44.700]  我們現在的人造衛星比這個距離更遠都有
[00:02:44.700 --> 00:02:47.700]  是環繞著我們地球在這裏運轉
[00:02:47.700 --> 00:02:51.700]  這個新聞帶給我們什麼啟發呢
[00:02:51.700 --> 00:02:53.700]  原來天文學家告訴我們
[00:02:53.700 --> 00:02:57.700]  這個19000英里那麼闊的距離
[00:02:57.700 --> 00:03:04.500]  在天文學來說就等於像一顆子彈在你的耳邊擦身而過
[00:03:04.500 --> 00:03:05.900]  是那麼近的
[00:03:05.900 --> 00:03:09.300]  如果偏離一點點 那你就中彈身亡
[00:03:09.300 --> 00:03:10.500]  他想說什麼呢
[00:03:10.500 --> 00:03:13.700]  就說這個隕石是有這樣的可能性
[00:03:13.700 --> 00:03:16.500]  如果它偏離軌跡一點點
[00:03:16.500 --> 00:03:18.500]  它會擊中地球的話
[00:03:18.500 --> 00:03:20.900]  地球可能會引發大海嘯
[00:03:20.900 --> 00:03:23.300]  可能會引發氣候大改變
[00:03:23.300 --> 00:03:28.500]  可能就是我們所謂世界的一個終結
[00:03:28.500 --> 00:03:34.500]  所以NASA美國太空總署一班科學家很緊張這件事
[00:03:34.500 --> 00:03:38.900]  他們之前在2004年發現這個隕石
[00:03:38.900 --> 00:03:40.900]  將它定名為Apophis
[00:03:40.900 --> 00:03:48.500]  起初他們甚至估計它的軌跡會在2036年擊中地球
[00:03:48.500 --> 00:03:50.900]  現在發覺它轉移
[00:03:50.900 --> 00:03:53.300]  現在有一個高的速度在來的時候
[00:03:53.300 --> 00:03:55.900]  但是已經慢慢偏離了一點點
[00:03:55.900 --> 00:03:56.900]  再偏離了一點點
[00:03:56.900 --> 00:03:59.700]  所以19000英里
[00:03:59.700 --> 00:04:01.300]  但是他們都不放心
[00:04:01.300 --> 00:04:02.300]  為什麼呢
[00:04:02.300 --> 00:04:04.500]  他們因為很多科學家就說
[00:04:04.500 --> 00:04:08.500]  原來在這個火星和木星兩個行星之間
[00:04:08.500 --> 00:04:11.500]  也是有很多隕石存在的
[00:04:11.500 --> 00:04:13.700]  而其中一些大的隕石
[00:04:13.700 --> 00:04:15.700]  確是有這樣的可能性
[00:04:15.700 --> 00:04:18.100]  有一天真的會擊中地球
[00:04:18.100 --> 00:04:21.500]  所以現在科幻的一些小說、電影
[00:04:21.500 --> 00:04:23.100]  我不知道你有沒有看過
[00:04:23.100 --> 00:04:24.500]  真的有上演過的
[00:04:24.500 --> 00:04:26.500]  荷里活那些電影
[00:04:26.500 --> 00:04:30.700]  它說這些行星撞擊地球的時候
[00:04:30.700 --> 00:04:32.700]  會帶來大災難
[00:04:32.700 --> 00:04:36.900]  這個不是幾人憂天的事
[00:04:36.900 --> 00:04:38.900]  連科學家都很鄭重
[00:04:38.900 --> 00:04:41.300]  所以最近他們開了一個叫做
[00:04:41.300 --> 00:04:43.500]  Planetary Defense Conference
[00:04:43.500 --> 00:04:45.900]  在這個NASA的總部
[00:04:45.900 --> 00:04:47.300]  太空總署
[00:04:47.300 --> 00:04:52.100]  就是招集全世界很多這些太空的專家
[00:04:52.100 --> 00:04:54.700]  他們就是要研究萬一有一天
[00:04:54.700 --> 00:04:57.500]  這些大的隕石真的要擊中地球的時候
[00:04:57.500 --> 00:04:59.100]  有什麼其他方法
[00:04:59.100 --> 00:05:02.900]  我們可以來將它的軌跡推歪
[00:05:02.900 --> 00:05:06.700]  讓它不要正面來衝擊地球
[00:05:06.700 --> 00:05:11.500]  如果科學家都這麼懂得為將來
[00:05:11.500 --> 00:05:14.900]  地球要面對的大災難要作出預備
[00:05:14.900 --> 00:05:16.500]  請問你今天的人生
[00:05:16.500 --> 00:05:19.100]  你有什麼重要得過
[00:05:19.100 --> 00:05:23.100]  你覺得是為你生命要沒有遺憾的時候
[00:05:23.100 --> 00:05:25.700]  你覺得你要為什麼準備
[00:05:25.700 --> 00:05:29.900]  有很多人想是不是一份人壽保險呢
[00:05:29.900 --> 00:05:33.300]  或者是因為你的細蚊仔一出世
[00:05:33.300 --> 00:05:36.700]  你要為它爭取一個名校
[00:05:36.700 --> 00:05:40.300]  所以懷胎十月的期間已經很緊張
[00:05:40.300 --> 00:05:41.500]  已經報名了
[00:05:41.500 --> 00:05:44.500]  已經做很多前期的工作
[00:05:44.500 --> 00:05:47.700]  我們人生碌碌碌碌為了什麼呢
[00:05:47.700 --> 00:05:50.300]  到終結的時候
[00:05:50.300 --> 00:05:53.100]  原來我們生命最大的遺憾
[00:05:53.100 --> 00:05:58.100]  就是如果你錯過了認識福音的真理
[00:05:58.100 --> 00:06:00.500]  你得不到永生的盼望的時候
[00:06:00.500 --> 00:06:03.500]  這個我覺得是最大的一個失落
[00:06:03.500 --> 00:06:07.300]  最近我相信大家在幾天前都有看過新聞
[00:06:07.300 --> 00:06:09.900]  就是我們這個時代
[00:06:09.900 --> 00:06:13.900]  可以說是全世界最出名的一個建築師
[00:06:13.900 --> 00:06:15.700]  是誰啊
[00:06:15.700 --> 00:06:17.700]  貝什麼名啊
[00:06:17.700 --> 00:06:19.100]  貝律銘
[00:06:19.100 --> 00:06:21.900]  有人剛才告訴我他叫貝月銘
[00:06:21.900 --> 00:06:23.100]  我不知道
[00:06:23.100 --> 00:06:25.300]  我讀的就是貝律銘
[00:06:25.300 --> 00:06:27.900]  貝律銘102歲過世了
[00:06:27.900 --> 00:06:30.100]  我收到英國一個弟兄
[00:06:30.100 --> 00:06:32.300]  他發給我一個這樣的信息
[00:06:32.300 --> 00:06:34.900]  我不知道這個是不是真的貝律銘這樣寫的
[00:06:34.900 --> 00:06:37.900]  但這個是一個很短的文字
[00:06:37.900 --> 00:06:39.900]  他說我是一個西方建築師
[00:06:39.900 --> 00:06:41.100]  一個美國人
[00:06:41.100 --> 00:06:43.700]  我只為個人榮譽和家庭工作
[00:06:43.700 --> 00:06:46.900]  不為任何國家民族爭氣爭光
[00:06:46.900 --> 00:06:48.100]  哪裡有自由
[00:06:48.100 --> 00:06:49.500]  哪裡就是我的祖國
[00:06:49.500 --> 00:06:52.100]  感恩我曾就讀麻省理工學院
[00:06:52.100 --> 00:06:54.900]  哈佛大學和服役三年的美國空軍
[00:06:54.900 --> 00:06:57.900]  我不喜歡各種標籤式的稱呼
[00:06:57.900 --> 00:06:59.900]  對我來說建築就是建築
[00:06:59.900 --> 00:07:01.500]  沒有什麼所謂的現代建築
[00:07:01.500 --> 00:07:03.500]  後現代建築解構主義
[00:07:03.500 --> 00:07:04.300]  如果你願意
[00:07:04.300 --> 00:07:08.100]  你可以使用你所想到的主義去稱呼
[00:07:08.100 --> 00:07:09.300]  很遺憾
[00:07:09.300 --> 00:07:12.300]  我來不及去信上帝
[00:07:12.300 --> 00:07:14.900]  雖然時間雖然這麼長
[00:07:14.900 --> 00:07:16.700]  我仍然是說不到這一天
[00:07:16.700 --> 00:07:18.700]  不過這樣已經很好
[00:07:18.700 --> 00:07:21.500]  在哪裡成功就在哪裡死亡吧
[00:07:21.500 --> 00:07:24.900]  我喜歡美國的墓地
[00:07:24.900 --> 00:07:27.100]  如果這個是真實的
[00:07:27.100 --> 00:07:29.500]  貝律銘先生的一個遺言的話
[00:07:29.500 --> 00:07:31.500]  我自己心裡很悲歎
[00:07:31.500 --> 00:07:34.900]  如果你是貝律銘先生的一個親友
[00:07:34.900 --> 00:07:36.900]  或者曾經認識他的一個朋友
[00:07:36.900 --> 00:07:38.900]  而你又是基督徒的話
[00:07:38.900 --> 00:07:41.500]  我覺得這個就是我們的一個遺憾
[00:07:41.500 --> 00:07:42.700]  是不是
[00:07:42.700 --> 00:07:46.900]  你生命如果能夠已經接觸了基督的信仰
[00:07:46.900 --> 00:07:50.700]  你擁有過耶穌基督成為你生命的至寶的時候
[00:07:50.700 --> 00:07:52.700]  你一定不會錯過這件事
[00:07:52.700 --> 00:07:56.900]  你會將你認為生命裡最有價值最珍貴的
[00:07:56.900 --> 00:07:59.500]  我們上主給我們這個永生的盼望
[00:07:59.500 --> 00:08:01.900]  我很願意我未信的兒女
[00:08:01.900 --> 00:08:03.100]  我未信的父母
[00:08:03.100 --> 00:08:04.500]  我未信的親友
[00:08:04.500 --> 00:08:06.700]  我未信的我的同事
[00:08:06.700 --> 00:08:07.700]  都怎樣
[00:08:07.700 --> 00:08:10.700]  跟我一起同得這個福音的好處
[00:08:10.700 --> 00:08:13.900]  這個就是我們今天活在這個地上
[00:08:13.900 --> 00:08:16.100]  我們仍然存留在這個地上
[00:08:16.100 --> 00:08:18.100]  一個很重要的提醒
[00:08:18.100 --> 00:08:19.300]  弟兄姊妹
[00:08:19.300 --> 00:08:21.900]  當我們明白這個關鍵點的時候
[00:08:21.900 --> 00:08:24.900]  你來讀今天這段經文就有意思了
[00:08:24.900 --> 00:08:28.100]  因為保羅正在這裡跟我們分享
[00:08:28.100 --> 00:08:29.700]  他在前文
[00:08:29.700 --> 00:08:32.100]  這個哥羅西書要結束之前
[00:08:32.100 --> 00:08:35.100]  他跟我們分享了家庭的規章
[00:08:35.100 --> 00:08:37.900]  他解釋了夫妻應該怎樣生活
[00:08:37.900 --> 00:08:42.100]  講了父母和兒女怎樣有一個正確的親子關係
[00:08:42.100 --> 00:08:44.900]  接著他就解釋主僕的關係
[00:08:44.900 --> 00:08:47.300]  主人和奴僕之間
[00:08:47.300 --> 00:08:50.300]  奴僕不只是做眼前的服侍
[00:08:50.300 --> 00:08:53.100]  因為他還有一個大老闆在天上
[00:08:53.100 --> 00:08:56.700]  他是從主那裡必得著基業為賞賜
[00:08:56.700 --> 00:08:59.700]  主事不偏待人的審判者
[00:08:59.700 --> 00:09:03.100]  這個是在第三章24,25節提醒我們的
[00:09:03.100 --> 00:09:05.500]  所以今天無論你在地上
[00:09:05.500 --> 00:09:08.300]  你認為你的上司怎樣不近人情
[00:09:08.300 --> 00:09:10.300]  或者怎樣不公平
[00:09:10.300 --> 00:09:12.900]  或者他怎樣不賞識我都好
[00:09:12.900 --> 00:09:15.700]  你知道只要你傳言忠心
[00:09:15.700 --> 00:09:17.500]  你有一個真正的大老闆
[00:09:17.500 --> 00:09:19.100]  他是看著你的
[00:09:19.100 --> 00:09:21.900]  他是要來賞賜你的
[00:09:21.900 --> 00:09:24.500]  但同樣我們做上司的
[00:09:24.500 --> 00:09:25.900]  或者做老闆的
[00:09:25.900 --> 00:09:28.900]  你都知道主是天上的主人
[00:09:28.900 --> 00:09:32.900]  所以你行事必須公正公平公義
[00:09:32.900 --> 00:09:35.300]  保羅講這些的提醒
[00:09:35.300 --> 00:09:37.100]  只是提醒了我們
[00:09:37.100 --> 00:09:38.900]  我們前面的人生
[00:09:38.900 --> 00:09:42.500]  是有一個終極的一個結束的
[00:09:42.500 --> 00:09:43.900]  而那個結束就是
[00:09:43.900 --> 00:09:45.500]  是有末世的
[00:09:45.500 --> 00:09:47.500]  在末世主再來的時候
[00:09:47.500 --> 00:09:49.500]  是有最後的審判的
[00:09:49.500 --> 00:09:52.900]  所以他要將我們的焦點帶回去
[00:09:52.900 --> 00:09:55.900]  整本哥羅西書的主題
[00:09:55.900 --> 00:09:59.900]  就是這位復活了的基督耶穌
[00:09:59.900 --> 00:10:06.100]  是真正創天造地唯一的真神和創造主
[00:10:06.100 --> 00:10:09.300]  第一章介紹我們這位主耶穌
[00:10:09.300 --> 00:10:11.500]  祂是超越萬有的
[00:10:11.500 --> 00:10:13.700]  祂的豐盛和永恆
[00:10:13.700 --> 00:10:15.300]  正是成為我們今天
[00:10:15.300 --> 00:10:17.100]  我們作為神的兒女
[00:10:17.100 --> 00:10:19.100]  我們擁有了基督的時候
[00:10:19.100 --> 00:10:21.900]  我們是擁有這一切的豐盛
[00:10:21.900 --> 00:10:23.900]  而第二章也提醒我們
[00:10:23.900 --> 00:10:26.700]  你不要聽那些假師傅
[00:10:26.700 --> 00:10:28.900]  講那些世上的小學
[00:10:28.900 --> 00:10:32.300]  和那些人間的遺傳
[00:10:32.300 --> 00:10:34.700]  他針對當時那些所謂哲學
[00:10:34.700 --> 00:10:38.500]  並非當時希臘文化那種的
[00:10:38.500 --> 00:10:39.900]  希臘的哲學
[00:10:39.900 --> 00:10:42.700]  他是針對假師傅講一些的哲學
[00:10:42.700 --> 00:10:44.500]  去追求智慧
[00:10:44.500 --> 00:10:47.500]  而那種智慧不是在基督耶穌裡面
[00:10:47.500 --> 00:10:50.100]  去領受的那種真正叫人
[00:10:50.100 --> 00:10:52.100]  那個屬靈的眼睛
[00:10:52.100 --> 00:10:55.300]  可以得著這一種得救的智慧
[00:10:55.300 --> 00:10:58.700]  那種的智慧是人間的小學
[00:10:58.700 --> 00:11:02.100]  是離開了基督的核心價值的時候
[00:11:02.100 --> 00:11:05.300]  這個帶來的就是我們真正的失落
[00:11:05.300 --> 00:11:06.900]  但我們感謝上帝
[00:11:06.900 --> 00:11:10.500]  神透過保羅這個福音的傳人
[00:11:10.500 --> 00:11:12.100]  他為什麼這麼緊張
[00:11:12.100 --> 00:11:15.700]  要將純正的福音傳下去後世呢
[00:11:15.700 --> 00:11:19.300]  因為他自己是經驗過福音的改變
[00:11:19.300 --> 00:11:20.700]  他在大馬塞的路上
[00:11:20.700 --> 00:11:23.700]  本應就是去大馬塞的城市
[00:11:23.700 --> 00:11:27.900]  拿這些文件來起訴所有的基督徒
[00:11:27.900 --> 00:11:29.300]  要抓他們去坐牢
[00:11:29.300 --> 00:11:32.100]  至於上帝的兒子耶穌
[00:11:32.100 --> 00:11:33.900]  在天上向他顯現
[00:11:33.900 --> 00:11:34.900]  有一個大綱
[00:11:34.900 --> 00:11:37.900]  令到他兩個眼睛都暫時失明
[00:11:37.900 --> 00:11:41.300]  告訴他 蘇羅 蘇羅 你為什麼逼迫我
[00:11:41.300 --> 00:11:44.700]  蘇羅當時說 主啊 主啊 你是誰啊
[00:11:44.700 --> 00:11:46.300]  他說 我就是你所迫害的
[00:11:46.300 --> 00:11:47.700]  這位主耶穌
[00:11:47.700 --> 00:11:50.300]  你逼迫教會就是在逼迫我
[00:11:50.300 --> 00:11:51.900]  哇 多厲害啊
[00:11:51.900 --> 00:11:53.700]  我們今天教會在地上
[00:11:53.700 --> 00:11:55.900]  我們有一個大老闆看著
[00:11:55.900 --> 00:11:57.500]  就是耶穌基督
[00:11:57.500 --> 00:12:00.900]  我們所以不懼怕政治的迫害
[00:12:00.900 --> 00:12:04.300]  我們不懼怕外在的困難
[00:12:04.300 --> 00:12:07.100]  其實最大的困難就是內在
[00:12:07.100 --> 00:12:09.100]  任何教會的內在
[00:12:09.100 --> 00:12:11.700]  如果弟兄姊妹是掌握不到
[00:12:11.700 --> 00:12:15.300]  來追求貼近我們這位主耶穌
[00:12:15.300 --> 00:12:18.700]  祂就是我們豐盛生命的所在
[00:12:18.700 --> 00:12:22.100]  是我們整個生命追求的目標
[00:12:22.100 --> 00:12:25.100]  也是一個教會不會行差踏錯
[00:12:25.100 --> 00:12:26.900]  不會偏離方向的
[00:12:26.900 --> 00:12:29.900]  一個最重要的 我們要持守的東西
[00:12:29.900 --> 00:12:32.500]  當我們明白了這件事的時候
[00:12:32.500 --> 00:12:35.700]  保羅跟著夏文跟我們交代的東西
[00:12:35.700 --> 00:12:37.900]  就很有意思了
[00:12:37.900 --> 00:12:40.300]  他由第四章這一段經文
[00:12:40.300 --> 00:12:42.900]  他就跟我們長篇大論
[00:12:42.900 --> 00:12:45.500]  說一些他的童宮
[00:12:45.500 --> 00:12:46.900]  他介紹有很多人
[00:12:46.900 --> 00:12:50.700]  說他們有問你們哥羅西教會的人的安
[00:12:50.700 --> 00:12:52.300]  究竟這個問安
[00:12:52.300 --> 00:12:56.900]  那個結尾的篇幅有什麼意義呢
[00:12:56.900 --> 00:12:59.300]  意義其實就要反映著
[00:12:59.300 --> 00:13:01.700]  保羅他跟他一班
[00:13:01.700 --> 00:13:04.700]  為著福音盡心竭力的
[00:13:04.700 --> 00:13:06.700]  這一班的童宮
[00:13:06.700 --> 00:13:07.900]  無論是使徒也好
[00:13:07.900 --> 00:13:10.500]  無論是其他的弟兄姊妹也好
[00:13:10.500 --> 00:13:13.100]  他們生命裏面是有一種特質的
[00:13:13.100 --> 00:13:14.100]  而這一種特質
[00:13:14.100 --> 00:13:16.100]  正好今天要跟大家
[00:13:16.100 --> 00:13:18.100]  透過這一段經文我們去看
[00:13:18.100 --> 00:13:20.500]  第一樣的特質是什麼
[00:13:20.500 --> 00:13:21.500]  就是祈禱
[00:13:21.500 --> 00:13:22.900]  用一個英文
[00:13:22.900 --> 00:13:24.700]  記住是prayer
[00:13:24.700 --> 00:13:26.900]  prayer就是p字
[00:13:26.900 --> 00:13:28.500]  我們一起讀這一段經文
[00:13:28.500 --> 00:13:30.100]  四章二到四節
[00:13:30.100 --> 00:13:31.900]  你們要行切禱告
[00:13:31.900 --> 00:13:34.900]  在禱告中警醒感恩
[00:13:34.900 --> 00:13:37.300]  同時也要為我們禱告
[00:13:37.300 --> 00:13:40.100]  求神給我們開傳道的門
[00:13:40.100 --> 00:13:42.500]  能宣講基督的奧秘
[00:13:42.500 --> 00:13:45.300]  使我能按著所該說的話
[00:13:45.300 --> 00:13:47.700]  將這奧秘顯明出來
[00:13:47.700 --> 00:13:51.900]  我為此而被困鎖
[00:13:51.900 --> 00:13:53.300]  保羅在這裏說
[00:13:53.300 --> 00:13:57.900]  祈禱他用了三個形容去解說
[00:13:57.900 --> 00:13:59.100]  行切祈禱
[00:13:59.100 --> 00:14:01.700]  在祈禱中警醒和感恩
[00:14:01.700 --> 00:14:05.100]  以及求神給我們開傳道的門
[00:14:05.100 --> 00:14:08.900]  這三件事都是重要的
[00:14:08.900 --> 00:14:11.100]  如果今天你說熱心報道
[00:14:11.100 --> 00:14:13.900]  你不可能不是一個祈禱的人
[00:14:13.900 --> 00:14:15.500]  因為你叫一個人信主
[00:14:15.500 --> 00:14:17.100]  不是靠你的口才
[00:14:17.100 --> 00:14:18.500]  不是靠那些知識
[00:14:18.500 --> 00:14:21.900]  雖然這些東西都有它一定的重要性
[00:14:21.900 --> 00:14:24.500]  但你絕對不是單靠那些東西
[00:14:24.500 --> 00:14:27.100]  你是依靠聖靈的大能大力
[00:14:27.100 --> 00:14:28.500]  作剛強的人
[00:14:28.500 --> 00:14:29.700]  將基督的奧秘
[00:14:29.700 --> 00:14:30.900]  福音的奧秘
[00:14:30.900 --> 00:14:33.300]  介紹給人能夠聽得明白
[00:14:33.300 --> 00:14:34.900]  所以第一樣東西
[00:14:34.900 --> 00:14:37.500]  在這裏說的行切祈禱
[00:14:37.500 --> 00:14:40.500]  英文一般的翻譯是Devote這個字
[00:14:40.500 --> 00:14:42.700]  這個字當我們一看見的時候
[00:14:42.700 --> 00:14:44.900]  我們就說好像靈修一樣
[00:14:44.900 --> 00:14:45.900]  你要專一
[00:14:45.900 --> 00:14:47.500]  你要學武
[00:14:47.500 --> 00:14:49.100]  它是有這樣的意思
[00:14:49.100 --> 00:14:50.700]  但未足夠去表達
[00:14:50.700 --> 00:14:52.300]  保羅在這裏說的
[00:14:52.300 --> 00:14:55.100]  是一個很重要的思想在裏面
[00:14:55.100 --> 00:14:57.300]  他在說這個行切
[00:14:57.300 --> 00:15:01.900]  是你自己很緊張這件事
[00:15:01.900 --> 00:15:04.100]  以致你願意用時間
[00:15:04.100 --> 00:15:08.300]  你要分別在任何你的生活的場景
[00:15:08.300 --> 00:15:10.900]  你都不會忘記這件事
[00:15:10.900 --> 00:15:13.300]  那是甚麼意思呢
[00:15:13.300 --> 00:15:16.500]  你為甚麼要持續不斷去祈禱呢
[00:15:16.500 --> 00:15:18.700]  其實保羅在說的禱告
[00:15:18.700 --> 00:15:21.900]  就不是說時間式交差式那些
[00:15:21.900 --> 00:15:24.100]  猶太教那些舊約
[00:15:24.100 --> 00:15:27.500]  他們有提醒他們去到聖殿
[00:15:27.500 --> 00:15:30.700]  要燒香要來獻祭
[00:15:30.700 --> 00:15:32.500]  他們猶太人很著重的
[00:15:32.500 --> 00:15:36.100]  家庭裏面有早禱有午禱有晚禱
[00:15:36.100 --> 00:15:37.900]  他會打開聖經去誦讀
[00:15:37.900 --> 00:15:39.500]  不是說這些不好
[00:15:39.500 --> 00:15:40.700]  但保羅說的
[00:15:40.700 --> 00:15:44.100]  這種devoted的祈禱
[00:15:44.100 --> 00:15:46.900]  行切的祈禱是超越這些
[00:15:46.900 --> 00:15:49.300]  所以在《異忽所書》第六章他說
[00:15:49.300 --> 00:15:51.700]  我們要穿起神所賜的全副軍裝
[00:15:51.700 --> 00:15:53.100]  到最後他說
[00:15:53.100 --> 00:15:56.500]  就是我們要向主祈求
[00:15:56.500 --> 00:15:58.300]  多方懇切祈求
[00:15:58.300 --> 00:16:02.700]  就是叫我們能夠將福音傳開
[00:16:02.700 --> 00:16:07.700]  他說到禱告和傳福音是永遠分不開的
[00:16:07.700 --> 00:16:09.100]  特別是這裏
[00:16:09.100 --> 00:16:11.700]  很想大家看一節的聖經
[00:16:11.700 --> 00:16:13.500]  在馬科方第三章第九節
[00:16:13.500 --> 00:16:18.100]  說到耶穌在海邊和群眾講道的時候
[00:16:18.100 --> 00:16:20.300]  因為很多人擠擁祂
[00:16:20.300 --> 00:16:23.900]  祂就叫門徒為祂預備一隻小船
[00:16:23.900 --> 00:16:26.100]  這個預備這個字
[00:16:26.100 --> 00:16:30.300]  在希臘文原文和這個行切是同一個字
[00:16:30.300 --> 00:16:31.900]  意思就是說
[00:16:31.900 --> 00:16:35.500]  耶穌不想被人擠逼
[00:16:35.500 --> 00:16:38.300]  祂要站在這個船上
[00:16:38.300 --> 00:16:41.100]  人們可以很清楚焦點
[00:16:41.100 --> 00:16:44.500]  聽到祂所講的每一句話
[00:16:44.500 --> 00:16:46.500]  這個預備有一個意思
[00:16:46.500 --> 00:16:49.700]  就是要我們stay in close contact
[00:16:49.700 --> 00:16:51.700]  with Jesus Himself
[00:16:51.700 --> 00:16:56.500]  要我們與我們這位基督耶穌是很親密的結連
[00:16:56.500 --> 00:16:58.900]  這個對哥羅西教會是一個很好的提醒
[00:16:58.900 --> 00:17:00.300]  你們要行切祈禱
[00:17:00.300 --> 00:17:01.700]  不要搖風擺柳
[00:17:01.700 --> 00:17:05.700]  不要被第二章所講的那些假師傅
[00:17:05.700 --> 00:17:09.500]  講那些世上的小學和人間的遺傳
[00:17:09.500 --> 00:17:11.900]  叫你們離開了這位
[00:17:11.900 --> 00:17:14.500]  賜你們豐盛生命的基督耶穌
[00:17:14.500 --> 00:17:17.300]  唯有這位教會的元首
[00:17:17.300 --> 00:17:20.900]  基督耶穌是給予我們引導能力
[00:17:20.900 --> 00:17:25.100]  以致我們能夠對抗一切的異端和邪說
[00:17:25.100 --> 00:17:27.100]  當我們有這樣的理解的時候
[00:17:27.100 --> 00:17:28.700]  你就會看見今天
[00:17:28.700 --> 00:17:32.900]  你的祈禱的生活有沒有那麼專注
[00:17:32.900 --> 00:17:34.900]  無論你回來教會
[00:17:34.900 --> 00:17:36.500]  你明天去上班
[00:17:36.500 --> 00:17:38.100]  或者回到家裡
[00:17:38.100 --> 00:17:39.300]  在任何一個場景
[00:17:39.300 --> 00:17:42.500]  你都隨時隨地可以向神祈禱
[00:17:42.500 --> 00:17:47.100]  你將你禱告的生活融入你生命每一個層面
[00:17:47.100 --> 00:17:50.900]  第二方面我們看到這個禱告需要警醒感恩
[00:17:50.900 --> 00:17:56.100]  以及帶著一個感恩的禱告
[00:17:56.100 --> 00:17:58.900]  因為耶穌在亞瑟瑪利園
[00:17:58.900 --> 00:18:01.900]  都叫門徒和祂一起警醒騙事
[00:18:01.900 --> 00:18:03.900]  但沒有一個人成功
[00:18:03.900 --> 00:18:07.500]  哥羅西教會要面對很多的異端邪說
[00:18:07.500 --> 00:18:09.900]  和這些人間的哲理
[00:18:09.900 --> 00:18:11.900]  保羅就提醒他們
[00:18:11.900 --> 00:18:13.100]  不要入了迷惑
[00:18:13.100 --> 00:18:14.500]  你們要警醒
[00:18:14.500 --> 00:18:17.700]  有這種狀態
[00:18:17.700 --> 00:18:19.700]  時刻警醒
[00:18:19.700 --> 00:18:21.700]  我昨天收到一個信息
[00:18:21.700 --> 00:18:25.100]  即時傳給我教務同工團隊的群組
