
[00:00:00.000 --> 00:00:03.460]  我們今天要講一個比較特別的題目
[00:12:00.580 --> 00:12:02.580]  那是什麼呢
[00:12:02.580 --> 00:12:04.580]  所以你見到一件漂亮的衣服
[00:12:04.580 --> 00:12:05.580]  你就會說
[00:12:05.580 --> 00:12:06.580]  這件不是的
[00:12:06.580 --> 00:12:08.580]  因爲見到了
[00:12:08.580 --> 00:12:09.580]  主爲我預備的
[00:12:09.580 --> 00:12:10.580]  一定比這件漂亮
[00:12:10.580 --> 00:12:14.580]  行不行
[00:12:14.580 --> 00:12:16.580]  如果你聽到讚美的話
[00:12:16.580 --> 00:12:18.580]  這句不算
[00:12:18.580 --> 00:12:19.580]  主爲我預備的
[00:12:19.580 --> 00:12:20.580]  一定是什麼
[00:12:20.580 --> 00:12:22.580]  比這句好
[00:12:22.580 --> 00:12:24.580]  如果你心裏想着有什麼慾望
[00:12:24.580 --> 00:12:25.580]  一出來
[00:12:25.580 --> 00:12:26.580]  你就可以和那個慾望說
[00:12:26.580 --> 00:12:28.580]  都不是的
[00:12:28.580 --> 00:12:29.580]  因爲主爲我預備的
[00:12:29.580 --> 00:12:31.580]  會是什麼
[00:12:31.580 --> 00:12:32.580]  更好
[00:12:32.580 --> 00:12:33.580]  你覺得這個想法
[00:12:33.580 --> 00:12:35.580]  管不管用
[00:12:35.580 --> 00:12:36.580]  管不管用
[00:12:36.580 --> 00:12:38.580]  管用
[00:12:38.580 --> 00:12:40.580]  好不好
[00:12:40.580 --> 00:12:41.580]  行不行
[00:12:41.580 --> 00:12:44.580]  我相信你會容易滿足很多
[00:12:44.580 --> 00:12:45.580]  還有什麼
[00:12:45.580 --> 00:12:47.580]  快樂很多
[00:12:47.580 --> 00:12:48.580]  不過
[00:12:48.580 --> 00:12:49.580]  這節聖經
[00:12:49.580 --> 00:12:50.580]  其實不只是說
[00:12:50.580 --> 00:12:51.580]  你日常生活這樣形容
[00:12:51.580 --> 00:12:53.580]  你這樣形容都沒什麼問題
[00:12:53.580 --> 00:12:55.580]  我覺得我們的下一代很厲害
[00:12:55.580 --> 00:12:57.580]  我昨天在青年區講到
[00:12:57.580 --> 00:12:58.580]  看着他們形容一節聖經
[00:12:58.580 --> 00:13:01.580]  哇 這樣都行
[00:13:01.580 --> 00:13:02.580]  很厲害
[00:13:02.580 --> 00:13:04.580]  因爲他們聚會之前
[00:13:04.580 --> 00:13:05.580]  尋求主
[00:13:05.580 --> 00:13:06.580]  主給了一節聖經他們
[00:13:06.580 --> 00:13:08.580]  將人所棄的石頭
[00:13:08.580 --> 00:13:11.580]  成了防國的頭塊石頭
[00:13:11.580 --> 00:13:14.580]  他們就立刻在聚會之前
[00:13:14.580 --> 00:13:16.580]  開始敬拜之前就宣告
[00:13:16.580 --> 00:13:18.580]  兄弟姐妹
[00:13:18.580 --> 00:13:20.580]  主今天給這句話我們
[00:13:20.580 --> 00:13:22.580]  所以你心裏是不是覺得
[00:13:22.580 --> 00:13:23.580]  過去這一個禮拜
[00:13:23.580 --> 00:13:24.580]  你被人看不起
[00:13:24.580 --> 00:13:25.580]  對了
[00:13:25.580 --> 00:13:26.580]  現在主告訴你
[00:13:26.580 --> 00:13:27.580]  你是什麼
[00:13:27.580 --> 00:13:29.580]  你是捍衛寶貴的
[00:13:29.580 --> 00:13:31.580]  哇
[00:13:31.580 --> 00:13:32.580]  好什麼
[00:13:32.580 --> 00:13:33.580]  好厲害
[00:13:33.580 --> 00:13:34.580]  我們
[00:13:34.580 --> 00:13:37.580]  我們全部人都不敢這麼直接
[00:13:37.580 --> 00:13:40.580]  那節聖經是形容誰的
[00:13:40.580 --> 00:13:41.580]  耶穌
[00:13:41.580 --> 00:13:43.580]  這麼快就拜在我身上
[00:13:43.580 --> 00:13:44.580]  哇 然後我就問他們
[00:13:44.580 --> 00:13:45.580]  有多少人
[00:13:45.580 --> 00:13:47.580]  你剛纔被這句話鼓勵
[00:13:47.580 --> 00:13:49.580]  你覺得真的很被鼓勵
[00:13:49.580 --> 00:13:50.580]  請舉個手
[00:13:50.580 --> 00:13:52.580]  哇 三分之二
[00:13:52.580 --> 00:13:53.580]  哇 我覺得
[00:13:53.580 --> 00:13:55.580]  我們的下一代不得了
[00:13:55.580 --> 00:13:57.580]  就是說他對神的說話
[00:13:57.580 --> 00:13:59.580]  就是一出來
[00:13:59.580 --> 00:14:00.580]  那個信任
[00:14:00.580 --> 00:14:03.580]  那個信任是不驚什麼
[00:14:03.580 --> 00:14:06.580]  不驚大怒
[00:14:06.580 --> 00:14:07.580]  是不是
[00:14:07.580 --> 00:14:09.580]  那你最怕就是怕他不驚大怒
[00:14:09.580 --> 00:14:10.580]  是不是
[00:14:10.580 --> 00:14:11.580]  聽完今天的道理
[00:14:11.580 --> 00:14:12.580]  你試一下
[00:14:12.580 --> 00:14:13.580]  你試一下再去理解
[00:14:13.580 --> 00:14:16.580]  就是你和我太驚大怒
[00:14:16.580 --> 00:14:17.580]  你和旁邊的人
[00:14:17.580 --> 00:14:19.580]  所以就搞成我這樣
[00:14:19.580 --> 00:14:22.580]  就是我們很驚大怒
[00:14:22.580 --> 00:14:23.580]  結果就是這樣
[00:14:23.580 --> 00:14:25.580]  那是不是我們反智呢
[00:14:25.580 --> 00:14:26.580]  不是
[00:14:26.580 --> 00:14:27.580]  留心看下面
[00:14:27.580 --> 00:14:29.580]  下面說什麼呢
[00:14:29.580 --> 00:14:30.580]  他就說
[00:14:30.580 --> 00:14:33.580]  爲什麼神爲我們預備的這些
[00:14:33.580 --> 00:14:35.580]  爲什麼我們可以有
[00:14:35.580 --> 00:14:37.580]  只有神
[00:14:37.580 --> 00:14:39.580]  藉着什麼
[00:14:39.580 --> 00:14:40.580]  藉着什麼
[00:14:40.580 --> 00:14:42.580]  藉着什麼
[00:14:42.580 --> 00:14:45.580]  不是上大學
[00:14:45.580 --> 00:14:49.580]  不是聽什麼名講員講
[00:14:49.580 --> 00:14:52.580]  不是由我信耶穌
[00:14:52.580 --> 00:14:55.580]  查考聖經到死爲止
[00:14:55.580 --> 00:14:57.580]  是不是
[00:14:57.580 --> 00:14:59.580]  是藉着什麼
[00:14:59.580 --> 00:15:02.580]  聖靈
[00:15:02.580 --> 00:15:04.580]  藉着聖靈
[00:15:04.580 --> 00:15:06.580]  將什麼
[00:15:06.580 --> 00:15:08.580]  將什麼
[00:15:08.580 --> 00:15:11.580]  將那些我們眼睛看不到
[00:15:11.580 --> 00:15:13.580]  耳朵聽不到
[00:15:13.580 --> 00:15:15.580]  心裏都想不到的東西
[00:15:15.580 --> 00:15:16.580]  向我們什麼
[00:15:16.580 --> 00:15:18.580]  顯明
[00:15:18.580 --> 00:15:20.580]  向我們顯明
[00:15:20.580 --> 00:15:21.580]  家庭區
[00:15:21.580 --> 00:15:23.580]  你知顯明是什麼
[00:15:23.580 --> 00:15:26.580]  你很多時候罵子女都會這樣說
[00:15:26.580 --> 00:15:28.580]  明明擺在那裏
[00:15:28.580 --> 00:15:30.580]  你都看不到
[00:15:30.580 --> 00:15:32.580]  那個就叫顯明
[00:15:32.580 --> 00:15:33.580]  對不對
[00:15:33.580 --> 00:15:34.580]  對不對
[00:15:34.580 --> 00:15:35.580]  對不對
[00:15:35.580 --> 00:15:36.580]  是不是
[00:15:36.580 --> 00:15:37.580]  現在就是這個字
[00:15:37.580 --> 00:15:39.580]  明明白白
[00:15:39.580 --> 00:15:40.580]  清清楚楚
[00:15:40.580 --> 00:15:43.580]  呈現在你面前
[00:15:43.580 --> 00:15:44.580]  跟旁邊的人說
[00:15:44.580 --> 00:15:45.580]  不能推
[00:15:45.580 --> 00:15:47.580]  不能推
[00:15:47.580 --> 00:15:48.580]  跟旁邊的人說
[00:15:48.580 --> 00:15:51.580]  沒得推跟他說
[00:15:51.580 --> 00:15:52.580]  沒得推
[00:15:52.580 --> 00:15:54.580]  因爲清清楚楚
[00:15:54.580 --> 00:15:56.580]  明明擺擺
[00:15:56.580 --> 00:15:57.580]  顯
[00:15:57.580 --> 00:15:58.580]  他不是擺在那裏
[00:15:58.580 --> 00:16:00.580]  顯
