
[00:00:00.000 --> 00:00:02.240]  有一張PowerPoint提醒我一件事
[00:02:03.740 --> 00:02:05.740]  目的就是期望
[00:02:05.740 --> 00:02:08.740]  這班子民帶出一個見證
[00:02:08.740 --> 00:02:09.740]  去證明
[00:02:09.740 --> 00:02:11.740]  去驗證耶和華
[00:02:11.740 --> 00:02:12.740]  這個神
[00:02:12.740 --> 00:02:14.740]  是一個真神
[00:02:14.740 --> 00:02:16.740]  所以今天選照的題目就是
[00:02:16.740 --> 00:02:18.740]  活在道中
[00:02:18.740 --> 00:02:19.740]  行在道裏面
[00:02:19.740 --> 00:02:20.740]  生活在裏面
[00:02:20.740 --> 00:02:22.740]  就好像耶穌說
[00:02:22.740 --> 00:02:23.740]  我是葡萄樹
[00:02:23.740 --> 00:02:25.740]  你是枝子
[00:02:25.740 --> 00:02:26.740]  一起分不開
[00:02:26.740 --> 00:02:28.740]  以致當你活在道中的時候
[00:02:28.740 --> 00:02:30.740]  其實各家興盛
[00:02:30.740 --> 00:02:31.740]  生命轉化
[00:02:31.740 --> 00:02:32.740]  你的生命裏面
[00:02:32.740 --> 00:02:34.740]  是按應許
[00:02:34.740 --> 00:02:36.740]  你是有福祉和祝福
[00:02:36.740 --> 00:02:37.740]  所以透過
[00:02:37.740 --> 00:02:39.740]  等一下我選照幾段的經文
[00:02:39.740 --> 00:02:40.740]  是選照
[00:02:40.740 --> 00:02:42.740]  所以是概括性的
[00:02:42.740 --> 00:02:44.740]  看看幾個王
[00:02:44.740 --> 00:02:45.740]  哪幾個王呢
[00:02:45.740 --> 00:02:46.740]  預告一下
[00:02:46.740 --> 00:02:47.740]  是烏西亞
[00:02:47.740 --> 00:02:48.740]  是希西加
[00:02:48.740 --> 00:02:49.740]  是約西亞
[00:02:49.740 --> 00:02:50.740]  他們有一些
[00:02:50.740 --> 00:02:51.740]  給我們學的功課
[00:02:51.740 --> 00:02:53.740]  但這幾個功課裏面
[00:02:53.740 --> 00:02:55.740]  這幾個王有些不同
[00:02:55.740 --> 00:02:56.740]  或者這樣說
[00:02:56.740 --> 00:02:58.740]  整個獵王記下
[00:02:58.740 --> 00:02:59.740]  大家要看的時候
[00:02:59.740 --> 00:03:01.740]  有一個句子不斷重複
[00:03:01.740 --> 00:03:03.740]  就是這個powerpoint所說的
[00:03:03.740 --> 00:03:06.740]  下一張
[00:03:06.740 --> 00:03:08.740]  跳了一張是嗎
[00:03:08.740 --> 00:03:10.740]  還是沒有改過
[00:03:10.740 --> 00:03:12.740]  有一張是
[00:03:12.740 --> 00:03:14.740]  蓋棺定論那一張
[00:03:14.740 --> 00:03:15.740]  那不要緊
[00:03:15.740 --> 00:03:17.740]  我們用心去聽
[00:03:17.740 --> 00:03:19.740]  在這幾個王裏面
[00:03:19.740 --> 00:03:21.740]  有一個情況就是說
[00:03:21.740 --> 00:03:23.740]  行爺華眼中
[00:03:23.740 --> 00:03:25.740]  看為正的事
[00:03:25.740 --> 00:03:27.740]  和行爺華眼中看為惡的事
[00:03:27.740 --> 00:03:29.740]  我特別選擇powerpoint裏面
[00:03:29.740 --> 00:03:31.740]  是一個好像屬靈裏面
[00:03:31.740 --> 00:03:33.740]  好像在打架
[00:03:33.740 --> 00:03:35.740]  整個的
[00:03:35.740 --> 00:03:37.740]  獵王記的王朝
[00:03:37.740 --> 00:03:39.740]  都是在這個掙扎
[00:03:39.740 --> 00:03:41.740]  獵王記整個王朝裏面
[00:03:41.740 --> 00:03:43.740]  有一樣東西
[00:03:43.740 --> 00:03:44.740]  大家要留意
[00:03:44.740 --> 00:03:45.740]  因為比較這段歷史
[00:03:45.740 --> 00:03:47.740]  雖然唯一段歷史是複雜
[00:03:47.740 --> 00:03:49.740]  因為有分南國
[00:03:49.740 --> 00:03:51.740]  有分北國
[00:03:51.740 --> 00:03:53.740]  南國的大部分
[00:03:53.740 --> 00:03:55.740]  都是行爺華眼中
[00:03:55.740 --> 00:03:57.740]  看為惡的事
[00:03:57.740 --> 00:03:59.740]  常常都用殺戮
[00:03:59.740 --> 00:04:01.740]  去篡位
[00:04:01.740 --> 00:04:05.740]  北國
[00:04:05.740 --> 00:04:07.740]  唯有南國
[00:04:07.740 --> 00:04:09.740]  是比較正直一點
[00:04:09.740 --> 00:04:11.740]  我就會看南國下面的三個王
[00:04:11.740 --> 00:04:13.740]  多謝陳牧師上次都說了
[00:04:13.740 --> 00:04:15.740]  甚麼南北
[00:04:15.740 --> 00:04:17.740]  不過上帝剛才說
[00:04:17.740 --> 00:04:19.740]  藉著這個聖經
[00:04:19.740 --> 00:04:21.740]  特別是摩西五經
[00:04:21.740 --> 00:04:23.740]  給他們體驗一樣
[00:04:23.740 --> 00:04:25.740]  神要揀選一個大能的子民
[00:04:25.740 --> 00:04:27.740]  在裏面
[00:04:27.740 --> 00:04:29.740]  舊約是呼召
[00:04:29.740 --> 00:04:31.740]  一群的民族來見證
[00:04:31.740 --> 00:04:33.740]  我再講一次
[00:04:33.740 --> 00:04:35.740]  舊約神是呼召一群的民族
[00:04:35.740 --> 00:04:37.740]  特別是這個王國去見證
[00:04:37.740 --> 00:04:39.740]  所以這個王國興盛的時候
[00:04:39.740 --> 00:04:41.740]  就好像大衛所羅門
[00:04:41.740 --> 00:04:43.740]  眾人都知道爺華是厲害
[00:04:43.740 --> 00:04:45.740]  如果這個王國很差
[00:04:45.740 --> 00:04:47.740]  人們會覺得
[00:04:47.740 --> 00:04:49.740]  這個上帝很差
[00:04:49.740 --> 00:04:51.740]  那新約去到甚麼呢
[00:04:51.740 --> 00:04:53.740]  新約是神呼召
[00:04:53.740 --> 00:04:55.740]  你和我
[00:04:55.740 --> 00:04:57.740]  你和我就是人
[00:04:57.740 --> 00:04:59.740]  是人就是甚麼
[00:04:59.740 --> 00:05:01.740]  教會要來見證
[00:05:01.740 --> 00:05:03.740]  讓世人
[00:05:03.740 --> 00:05:05.740]  早早歸入神的國
[00:05:05.740 --> 00:05:07.740]  這個是舊約裏面
[00:05:07.740 --> 00:05:09.740]  一些
[00:05:09.740 --> 00:05:11.740]  藉著這些王的生命的見證
[00:05:11.740 --> 00:05:13.740]  讓我們學一些功課
[00:05:13.740 --> 00:05:15.740]  這些王的見證裏面
[00:05:15.740 --> 00:05:17.740]  有兩個經卷
[00:05:17.740 --> 00:05:19.740]  大家除了約翰福音三章十六節之外
[00:05:19.740 --> 00:05:21.740]  我鼓勵大家要看看
[00:05:21.740 --> 00:05:23.740]  回去慢慢跑
[00:05:23.740 --> 00:05:25.740]  當它是一個指引的書慢慢跑
[00:05:25.740 --> 00:05:27.740]  就是利尾記二十六章
[00:05:27.740 --> 00:05:29.740]  很相同的和生命記二十八章
[00:05:29.740 --> 00:05:31.740]  都是講如果你行耶萬中
[00:05:31.740 --> 00:05:33.740]  看為正的事
[00:05:33.740 --> 00:05:35.740]  或者你手握的誡命律例
[00:05:35.740 --> 00:05:37.740]  以下一連串的祝福
[00:05:37.740 --> 00:05:39.740]  即是利尾記二十六章
[00:05:39.740 --> 00:05:41.740]  生命記二十八章的祝福臨到你
[00:05:41.740 --> 00:05:43.740]  這些都是自己
[00:05:43.740 --> 00:05:45.740]  Bonus的功課
[00:05:45.740 --> 00:05:47.740]  我們看看活在道中裏面
[00:05:47.740 --> 00:05:49.740]  我揀選的經文
[00:05:49.740 --> 00:05:51.740]  我們一邊讀一邊思索
[00:05:51.740 --> 00:05:53.740]  然後我們進入聖經的經文裏面解釋
[00:05:53.740 --> 00:05:55.740]  第一個Power Point
[00:05:55.740 --> 00:05:57.740]  就是列王記下十五章
[00:05:57.740 --> 00:05:59.740]  一到五節
[00:05:59.740 --> 00:06:01.740]  因為老了
[00:06:01.740 --> 00:06:03.740]  都麻煩一點
[00:06:03.740 --> 00:06:05.740]  我們看看逐一張Power Point
[00:06:05.740 --> 00:06:07.740]  不用急
[00:06:07.740 --> 00:06:09.740]  一讀一讀
[00:06:09.740 --> 00:06:11.740]  一二三
[00:06:11.740 --> 00:06:13.740]  以色列王耶羅邦安二十七年
[00:06:13.740 --> 00:06:15.740]  猶大王亞馬祭的兒子
[00:06:15.740 --> 00:06:17.740]  亞撒尼亞登基
[00:06:17.740 --> 00:06:19.740]  他登基的時候
[00:06:19.740 --> 00:06:21.740]  年十六歲
[00:06:21.740 --> 00:06:23.740]  在耶路撒冷
[00:06:23.740 --> 00:06:25.740]  作王五十二年
[00:06:25.740 --> 00:06:27.740]  他母親名叫耶和尼亞
[00:06:27.740 --> 00:06:29.740]  是耶路撒冷人
[00:06:29.740 --> 00:06:31.740]  我們暫停這裏
[00:06:31.740 --> 00:06:33.740]  這裏有少許資料給我們
[00:06:33.740 --> 00:06:35.740]  第一
[00:06:35.740 --> 00:06:37.740]  很複雜
[00:06:37.740 --> 00:06:39.740]  第一字已經說
[00:06:39.740 --> 00:06:41.740]  耶路撒冷王耶羅邦安二十七年
[00:06:41.740 --> 00:06:43.740]  即是在北角裏面
[00:06:43.740 --> 00:06:45.740]  有一個王二十七年的時候
[00:06:45.740 --> 00:06:47.740]  南角又開始轉
[00:06:47.740 --> 00:06:49.740]  有一個猶大王亞馬祭的兒子
[00:06:49.740 --> 00:06:51.740]  叫做亞撒尼亞
[00:06:51.740 --> 00:06:53.740]  知道他是誰嗎
[00:06:53.740 --> 00:06:55.740]  不太明白
[00:06:55.740 --> 00:06:57.740]  換了叫做烏西亞你就明白了
[00:06:57.740 --> 00:06:59.740]  亞撒尼亞又叫做烏西亞
[00:06:59.740 --> 00:07:01.740]  可以告訴大家
[00:07:01.740 --> 00:07:03.740]  亞撒尼亞又叫做烏西亞
[00:07:03.740 --> 00:07:05.740]  這個時候
[00:07:05.740 --> 00:07:07.740]  這個王何時登基
[00:07:07.740 --> 00:07:09.740]  十六歲很年輕
[00:07:09.740 --> 00:07:11.740]  歷任其中一個比較長
[00:07:11.740 --> 00:07:13.740]  是五十二年
[00:07:13.740 --> 00:07:15.740]  還有一個字
[00:07:15.740 --> 00:07:17.740]  待會我們才說
[00:07:17.740 --> 00:07:19.740]  待會三個王都有記載
[00:07:19.740 --> 00:07:21.740]  是在南角比較多
[00:07:21.740 --> 00:07:23.740]  北角比較少
[00:07:23.740 --> 00:07:25.740]  他母親名叫耶和尼亞
[00:07:25.740 --> 00:07:27.740]  三樣東西記得
[00:07:27.740 --> 00:07:29.740]  南北角的轉替
[00:07:29.740 --> 00:07:31.740]  這個王的登基歲數
[00:07:31.740 --> 00:07:33.740]  繼續
[00:07:33.740 --> 00:07:35.740]  亞撒尼亞恆然還中
[00:07:35.740 --> 00:07:37.740]  看為正的事
[00:07:37.740 --> 00:07:43.740]  效法他父親亞馬祭一切所行的
[00:07:43.740 --> 00:07:47.740]  只是幽壇還沒有廢去
[00:07:47.740 --> 00:07:51.740]  百姓仍在那裏建制燒香
[00:07:51.740 --> 00:07:53.740]  耶和尼亞降災禦亡
[00:07:53.740 --> 00:07:55.740]  使他長大麻風
[00:07:55.740 --> 00:07:57.740]  直到死日
[00:07:57.740 --> 00:08:01.740]  他就住在別的宮內
[00:08:01.740 --> 00:08:05.740]  他的兒子約旦管理家事
[00:08:05.740 --> 00:08:07.740]  治理國民
[00:08:07.740 --> 00:08:09.740]  一節五節是蓋棺定論
[00:08:09.740 --> 00:08:13.740]  所以第三節第四節是挺好的
[00:08:13.740 --> 00:08:15.740]  恆爺還中為正的事
[00:08:15.740 --> 00:08:17.740]  效法他父親所行的
[00:08:17.740 --> 00:08:19.740]  都是好的
[00:08:19.740 --> 00:08:21.740]  不過有一件事不好
[00:08:21.740 --> 00:08:23.740]  仍然一些幽壇一些敬拜別的偶像
[00:08:23.740 --> 00:08:25.740]  沒有廢到去
[00:08:25.740 --> 00:08:27.740]  第四節沒有廢到去
[00:08:27.740 --> 00:08:29.740]  第五節神就去降災呢
[00:08:29.740 --> 00:08:31.740]  不是的
[00:08:31.740 --> 00:08:33.740]  其中有一段很長的歷史
[00:08:33.740 --> 00:08:35.740]  我一會兒再說
[00:08:35.740 --> 00:08:37.740]  他長大麻風
[00:08:37.740 --> 00:08:39.740]  這個相信是比較出名
[00:08:39.740 --> 00:08:41.740]  一個有麻風的皇帝
[00:08:41.740 --> 00:08:43.740]  他要獨自居住
[00:08:43.740 --> 00:08:45.740]  又或者同一班人去居住
[00:08:45.740 --> 00:08:47.740]  因為當日大麻風比今天的癌症
[00:08:47.740 --> 00:08:49.740]  艾斯更加嚴重
[00:08:49.740 --> 00:08:51.740]  所以聖經說直到死日
[00:08:51.740 --> 00:08:53.740]  他住在別的宮內
[00:08:53.740 --> 00:08:55.740]  這個就是烏西亞
[00:08:55.740 --> 00:08:57.740]  或者阿薩尼亞
[00:08:57.740 --> 00:08:59.740]  第二個王我要介紹的
[00:08:59.740 --> 00:09:01.740]  是希西加
[00:09:01.740 --> 00:09:03.740]  一起讀
[00:09:03.740 --> 00:09:05.740]  以色列王
[00:09:05.740 --> 00:09:07.740]  以拉的兒子
[00:09:07.740 --> 00:09:09.740]  荷西亞第三年
[00:09:09.740 --> 00:09:11.740]  猶大王阿哈斯的兒子
[00:09:11.740 --> 00:09:13.740]  希西加登基
[00:09:13.740 --> 00:09:15.740]  他登基的時候
[00:09:15.740 --> 00:09:17.740]  年二十五歲
[00:09:17.740 --> 00:09:19.740]  在耶路撒冷
[00:09:19.740 --> 00:09:21.740]  作王二十九年
[00:09:21.740 --> 00:09:23.740]  他母親名叫亞比
[00:09:23.740 --> 00:09:25.740]  在撒加利亞的女兒
[00:09:25.740 --> 00:09:27.740]  希西加行耶和眼中
[00:09:27.740 --> 00:09:29.740]  看為正的事
[00:09:29.740 --> 00:09:31.740]  效法他列祖大位
[00:09:31.740 --> 00:09:33.740]  一切所行的
[00:09:33.740 --> 00:09:35.740]  OK
[00:09:35.740 --> 00:09:37.740]  大家記住
[00:09:37.740 --> 00:09:39.740]  二十五歲登基
[00:09:39.740 --> 00:09:41.740]  二十九年做皇帝
[00:09:41.740 --> 00:09:43.740]  同樣好像烏西亞一樣
[00:09:43.740 --> 00:09:45.740]  以色列王
[00:09:45.740 --> 00:09:47.740]  即是北角
[00:09:47.740 --> 00:09:49.740]  以拉的兒子荷西亞
[00:09:49.740 --> 00:09:51.740]  第三年
[00:09:51.740 --> 00:09:53.740]  下面猶大王又開始
[00:09:53.740 --> 00:09:55.740]  登基
[00:09:55.740 --> 00:09:57.740]  他也是行耶和眼中
[00:09:57.740 --> 00:09:59.740]  看為正的事
[00:09:59.740 --> 00:10:01.740]  第四到第六節
[00:10:01.740 --> 00:10:03.740]  希西加比烏西亞
[00:10:03.740 --> 00:10:05.740]  有什麼特別
[00:10:05.740 --> 00:10:07.740]  一邊讀一邊比較
[00:10:07.740 --> 00:10:09.740]  發揮你的腦
[00:10:09.740 --> 00:10:11.740]  撻沸去丘壇
[00:10:11.740 --> 00:10:13.740]  毀壞主帳
[00:10:13.740 --> 00:10:15.740]  砍下木偶
[00:10:15.740 --> 00:10:17.740]  打碎摩西所造的銅蛇
[00:10:17.740 --> 00:10:19.740]  因為到那時
[00:10:19.740 --> 00:10:21.740]  以色列人
[00:10:21.740 --> 00:10:23.740]  迎向銅蛇
[00:10:23.740 --> 00:10:25.740]  燒香
[00:10:25.740 --> 00:10:27.740]  希西加叫銅蛇
[00:10:27.740 --> 00:10:29.740]  為銅塊
[00:10:29.740 --> 00:10:31.740]  希西加依靠耶和華
[00:10:31.740 --> 00:10:33.740]  以色列的神
[00:10:33.740 --> 00:10:35.740]  是他前後的
[00:10:35.740 --> 00:10:37.740]  猶大列王中
[00:10:37.740 --> 00:10:39.740]  沒有一個
[00:10:39.740 --> 00:10:41.740]  及他的
[00:10:41.740 --> 00:10:43.740]  因為他專靠耶和華
[00:10:43.740 --> 00:10:45.740]  總不離開
[00:10:45.740 --> 00:10:47.740]  謹守耶和華
[00:10:47.740 --> 00:10:49.740]  所吩咐摩西的誡命
[00:10:49.740 --> 00:10:51.740]  是不是進步了一點
[00:10:51.740 --> 00:10:53.740]  因為第四節說
[00:10:53.740 --> 00:10:55.740]  他揮去丘壇
[00:10:55.740 --> 00:10:57.740]  但是烏西亞的丘壇尚存
[00:10:57.740 --> 00:10:59.740]  而且連摩西
[00:10:59.740 --> 00:11:01.740]  昔日很多年前
[00:11:01.740 --> 00:11:03.740]  應該五百至一千年
[00:11:03.740 --> 00:11:05.740]  那個銅蛇
[00:11:05.740 --> 00:11:07.740]  本來是他們的象徵
[00:11:07.740 --> 00:11:09.740]  現在成為敬拜的地方
[00:11:09.740 --> 00:11:11.740]  他覺得這個都不行
[00:11:11.740 --> 00:11:13.740]  神給他的蓋棺
[00:11:13.740 --> 00:11:15.740]  在他的前後猶太王中
[00:11:15.740 --> 00:11:17.740]  沒有一個
[00:11:17.740 --> 00:11:21.740]  及他的
[00:11:21.740 --> 00:11:23.740]  他很聰明
[00:11:23.740 --> 00:11:25.740]  最後看看約西亞王
[00:11:25.740 --> 00:11:27.740]  預備
[00:11:27.740 --> 00:11:29.740]  約西亞登基的時候
[00:11:29.740 --> 00:11:31.740]  年八歲
[00:11:31.740 --> 00:11:33.740]  在耶路撒冷
[00:11:33.740 --> 00:11:35.740]  作王三十一年
[00:11:35.740 --> 00:11:37.740]  他母親名叫
[00:11:37.740 --> 00:11:39.740]  耶底大
[00:11:39.740 --> 00:11:41.740]  是波斯加人
[00:11:41.740 --> 00:11:43.740]  的女兒
[00:11:43.740 --> 00:11:45.740]  約西亞行耶和
[00:11:45.740 --> 00:11:47.740]  眼中看為正的事
[00:11:47.740 --> 00:11:49.740]  行他
[00:11:49.740 --> 00:11:51.740]  祖大為一切
[00:11:51.740 --> 00:11:53.740]  所行的不偏
[00:11:53.740 --> 00:11:55.740]  左右
[00:11:55.740 --> 00:11:57.740]  約西亞王十八年
[00:11:57.740 --> 00:11:59.740]  王差遣
[00:11:59.740 --> 00:12:01.740]  阿薩利的
[00:12:01.740 --> 00:12:03.740]  兒子
[00:12:03.740 --> 00:12:05.740]  書記沙番
[00:12:05.740 --> 00:12:07.740]  上耶和華殿去
[00:12:07.740 --> 00:12:09.740]  吩咐他說
[00:12:09.740 --> 00:12:11.740]  接著不讀了
[00:12:11.740 --> 00:12:13.740]  下一章
[00:12:13.740 --> 00:12:15.740]  二十三章
[00:12:15.740 --> 00:12:17.740]  1230
[00:12:17.740 --> 00:12:19.740]  在約西亞以前
[00:12:19.740 --> 00:12:21.740]  沒有王將他
[00:12:21.740 --> 00:12:23.740]  盡心盡性盡力
[00:12:23.740 --> 00:12:25.740]  歸向耶和華
[00:12:25.740 --> 00:12:27.740]  進行
[00:12:27.740 --> 00:12:29.740]  一切律法
[00:12:29.740 --> 00:12:31.740]  在他以後
[00:12:31.740 --> 00:12:33.740]  也沒有興起一個王將他
[00:12:33.740 --> 00:12:35.740]  剛才
[00:12:35.740 --> 00:12:37.740]  沒有人提及
[00:12:37.740 --> 00:12:39.740]  約西亞近期
[00:12:39.740 --> 00:12:41.740]  約西亞前後都沒有
[00:12:41.740 --> 00:12:43.740]  他有一件事比
[00:12:43.740 --> 00:12:45.740]  希西加更厲害
[00:12:45.740 --> 00:12:47.740]  我想去前一章
[00:12:47.740 --> 00:12:49.740]  獵王記下22章
[00:12:49.740 --> 00:12:51.740]  我想給大家看一個事實
[00:12:51.740 --> 00:12:53.740]  約西亞登基的時候是八歲
[00:12:53.740 --> 00:12:55.740]  有沒有發覺
[00:12:55.740 --> 00:12:57.740]  和前面
[00:12:57.740 --> 00:12:59.740]  希西加烏西亞
[00:12:59.740 --> 00:13:01.740]  有不同
[00:13:01.740 --> 00:13:03.740]  那時候有北角的王
[00:13:03.740 --> 00:13:05.740]  這次沒有了
[00:13:05.740 --> 00:13:07.740]  在722公元前已經被滅
[00:13:07.740 --> 00:13:09.740]  在這個時候已經六百多年
[00:13:09.740 --> 00:13:11.740]  所以已經沒有北角
[00:13:11.740 --> 00:13:13.740]  只剩下南角
[00:13:13.740 --> 00:13:15.740]  意思他們是死症狀
[00:13:15.740 --> 00:13:17.740]  大家要留意
[00:13:17.740 --> 00:13:19.740]  我再講其間的變化
[00:13:19.740 --> 00:13:21.740]  透過剛才大家所讀的
[00:13:21.740 --> 00:13:23.740]  有沒有一些概論
[00:13:23.740 --> 00:13:25.740]  三個王
[00:13:25.740 --> 00:13:27.740]  烏西亞 希西加
[00:13:27.740 --> 00:13:29.740]  和約西亞
[00:13:29.740 --> 00:13:31.740]  約西亞差不多是最後
[00:13:31.740 --> 00:13:33.740]  一個最好的王
[00:13:33.740 --> 00:13:35.740]  然後南角都被滅
[00:13:35.740 --> 00:13:37.740]  我剛才講過
[00:13:37.740 --> 00:13:39.740]  神很想
[00:13:39.740 --> 00:13:41.740]  他們行耶和華中學為正的事
[00:13:41.740 --> 00:13:43.740]  要這班子民去見證
[00:13:43.740 --> 00:13:45.740]  但可以概觀定論告訴大家
[00:13:45.740 --> 00:13:47.740]  這班子民是失敗的
[00:13:47.740 --> 00:13:49.740]  現在唯有靠
[00:13:49.740 --> 00:13:51.740]  新約就是靠我們
[00:13:51.740 --> 00:13:53.740]  再不是靠以色列民
[00:13:53.740 --> 00:13:55.740]  不過我們要紀念他們
[00:13:55.740 --> 00:13:57.740]  因為我們有這個信仰
[00:13:57.740 --> 00:13:59.740]  是因為他們有這個根給我們
[00:13:59.740 --> 00:14:01.740]  從這裡我有三樣東西要學
[00:14:01.740 --> 00:14:03.740]  透過這三個人
[00:14:03.740 --> 00:14:05.740]  有幾樣東西去學習
[00:14:05.740 --> 00:14:07.740]  有些東西應用
[00:14:07.740 --> 00:14:09.740]  第一個學習就是
[00:14:09.740 --> 00:14:11.740]  三個人所行的都是什麼
[00:14:11.740 --> 00:14:13.740]  耶和華中學為正
[00:14:13.740 --> 00:14:15.740]  大家記住聖經就回去想
[00:14:15.740 --> 00:14:17.740]  意思是什麼呢
[00:14:17.740 --> 00:14:19.740]  他們以上帝的律法為根基
[00:14:19.740 --> 00:14:21.740]  來去帶領他們
[00:14:21.740 --> 00:14:23.740]  所以詩篇119篇105節
[00:14:23.740 --> 00:14:25.740]  是他們的出處
[00:14:25.740 --> 00:14:27.740]  你的話是我腳前的燈路上的光
[00:14:27.740 --> 00:14:29.740]  然後提摩太后書
[00:14:29.740 --> 00:14:31.740]  聖經都是神所物是
[00:14:31.740 --> 00:14:33.740]  即是說其實是講舊約
[00:14:33.740 --> 00:14:35.740]  雖然他們在新約
[00:14:35.740 --> 00:14:37.740]  請大家明白這一點
[00:14:37.740 --> 00:14:39.740]  聖經都是神所物是
[00:14:39.740 --> 00:14:41.740]  於所有的都有幫助
[00:14:41.740 --> 00:14:43.740]  所以在這裡我想給大家
[00:14:43.740 --> 00:14:45.740]  有個很簡單
[00:14:45.740 --> 00:14:47.740]  雖然三個人都行在耶和華中漢為正的事
[00:14:47.740 --> 00:14:49.740]  以聖經為標準
[00:14:49.740 --> 00:14:51.740]  你問一問自己
[00:14:51.740 --> 00:14:53.740]  今時今日
[00:14:53.740 --> 00:14:55.740]  當你離開這間教會
[00:14:55.740 --> 00:14:57.740]  你以什麼
[00:14:57.740 --> 00:14:59.740]  你以什麼為你
[00:14:59.740 --> 00:15:01.740]  生活的指標
[00:15:01.740 --> 00:15:03.740]  引領你呢
