
[00:00:00.000 --> 00:00:02.000]  電影節目業主 耐平安
[00:01:55.600 --> 00:01:59.980]  去到其他國家的時候呢 就知道這個是屬於你的
[00:01:59.980 --> 00:02:02.580]  我想呢 就算你是全港最出名的人
[00:02:02.580 --> 00:02:04.380]  去到某個國家的時候呢
[00:02:04.380 --> 00:02:07.120]  你說我指一下鼻子 入境給不給你呢
[00:02:07.120 --> 00:02:08.560]  基本上是不會給的 是不是
[00:02:08.560 --> 00:02:10.560]  唯一信你的是甚麼
[00:02:10.560 --> 00:02:12.560]  信你手上有的護照
[00:02:12.560 --> 00:02:17.120]  這個護照正好就代表了你是那個國家的國民
[00:02:17.120 --> 00:02:19.880]  你是屬於那個國家的
[00:02:19.880 --> 00:02:23.080]  也是這個護照唯一一個的證明
[00:02:23.080 --> 00:02:25.080]  是證明你的身份
[00:02:25.080 --> 00:02:32.040]  究竟你對於你自己一個國民的身份有多重視呢
[00:02:32.040 --> 00:02:35.720]  你是中國人 你覺得你自己一個中國人的身份
[00:02:35.720 --> 00:02:37.720]  你有多重視呢
[00:02:37.720 --> 00:02:41.280]  登山補訓裏面常常提到是天國的福音
[00:02:41.280 --> 00:02:43.280]  我們是天國的子民
[00:02:43.280 --> 00:02:48.720]  今年全教會的著重點的方向是強調作主門徒
[00:02:48.720 --> 00:02:52.260]  究竟我們這個天國子民的身份
[00:02:52.260 --> 00:02:54.820]  耶穌基督門徒的一個身份
[00:02:54.820 --> 00:02:56.820]  你有多重視呢
[00:02:56.820 --> 00:02:58.820]  你有多看重呢
[00:02:58.820 --> 00:03:02.420]  究竟這個身份和其他人的身份
[00:03:02.420 --> 00:03:04.420]  有甚麼不同的地方呢
[00:03:04.420 --> 00:03:13.380]  彼得前書主要是寫給居住在小亞細亞地區當時被迫害的信徒
[00:03:13.380 --> 00:03:15.380]  彼得去鼓勵他們
[00:03:15.380 --> 00:03:18.300]  告訴他們他們是與眾不同的
[00:03:18.300 --> 00:03:20.300]  是神所揀選的
[00:03:20.300 --> 00:03:24.180]  要他們和其他人分別出來
[00:03:24.180 --> 00:03:27.940]  清楚認定自己是天國子民的身份
[00:03:27.940 --> 00:03:31.740]  並且挑戰他們要持守聖潔的生活
[00:03:31.740 --> 00:03:37.060]  向迫迫他們的那些人作出美好的見證
[00:03:37.060 --> 00:03:41.820]  今日就讓我們來藉著彼得前書一段經文
[00:03:41.820 --> 00:03:44.540]  一同去思想門徒的身份
[00:03:44.540 --> 00:03:51.260]  剛才大家所讀的經文是彼得前書第二章第四到第十節
[00:03:51.260 --> 00:03:57.220]  我今天的講道主要我們聚焦在第九節和第十節
[00:03:57.220 --> 00:04:00.660]  大家可以再一次打開那段經文
[00:04:00.660 --> 00:04:05.940]  彼得前書第二章第九和第十節
[00:04:05.940 --> 00:04:13.620]  這段短短的經文去告訴我們我們有門徒四個的身份
[00:04:13.620 --> 00:04:16.940]  第一個是被揀選的族類
[00:04:16.940 --> 00:04:20.060]  經文一開始你看看第九節就說
[00:04:20.060 --> 00:04:23.740]  唯有你們 唯有你們
[00:04:23.740 --> 00:04:30.380]  新易館易做 但你們卻不是這樣
[00:04:30.380 --> 00:04:32.740]  我覺得他翻譯得更加清晰
[00:04:32.740 --> 00:04:36.540]  即是前面講了一堆是有關描述某些人的
[00:04:36.540 --> 00:04:38.300]  然後跟著一個轉頁就說
[00:04:38.300 --> 00:04:43.700]  但你們不是好像前面我所描述那些人那樣
[00:04:43.700 --> 00:04:47.860]  你們是有分別的 是不同的
[00:04:47.860 --> 00:04:49.220]  是怎樣不同呢
[00:04:49.220 --> 00:04:53.020]  就是那些在被揀選裏面信服的人
[00:04:53.020 --> 00:04:55.500]  就是跟著第九節所講的
[00:04:55.500 --> 00:04:59.820]  但你們是和前面那些是不同的
[00:04:59.820 --> 00:05:04.020]  因為神揀選了人可以有兩個回應
[00:05:04.020 --> 00:05:05.940]  一個你是回應去順應
[00:05:05.940 --> 00:05:09.020]  另一個回應你是去拒絕的
[00:05:09.020 --> 00:05:14.620]  所以彼得前書第二章第八節剛才曾經讀過的
[00:05:14.620 --> 00:05:18.420]  就是說那裏講到
[00:05:18.420 --> 00:05:24.020]  如果那些是不順從的人就在道理上叛得
[00:05:24.020 --> 00:05:30.060]  他們這半徹也是預定的 在第二章第八節那裏講到
[00:05:30.060 --> 00:05:33.380]  經文清楚提醒我們 如果我們順從
[00:05:33.380 --> 00:05:35.580]  我們就不會跌倒
[00:05:35.580 --> 00:05:38.180]  被揀選的子民
[00:05:38.180 --> 00:05:43.140]  新普及日本也被揀選的族裏為被揀選的子民
[00:05:43.140 --> 00:05:45.460]  當講到我的百姓 我的選民
[00:05:45.460 --> 00:05:47.580]  這個Chosen People的時候
[00:05:47.580 --> 00:05:50.580]  其實這個字我們可以在舊約裏面找得到
[00:05:50.580 --> 00:05:54.140]  或者我們一起讀張家及紀的這段經文
[00:05:54.140 --> 00:06:17.340]  這裏講到聖傑的國度 是我揀選的
[00:06:17.340 --> 00:06:20.060]  在舊約裏面 神是獨一的真神
[00:06:20.060 --> 00:06:25.700]  唯有祂能夠將祂的子民從秘魯裏面釋放出來
[00:06:25.700 --> 00:06:28.700]  彼得以舊約一個這樣的歷史
[00:06:28.700 --> 00:06:33.060]  重新神和人是有一個約在那裏的
[00:06:33.060 --> 00:06:35.740]  以舊約來去相比新約
[00:06:35.740 --> 00:06:40.460]  在舊約裏面 神將秘魯的人釋放出來
[00:06:40.460 --> 00:06:42.900]  在今日彼得前書裏講
[00:06:42.900 --> 00:06:48.380]  神將人從黑暗裏面帶出來
[00:06:50.580 --> 00:06:52.860]  你有沒有試過一堆人在這裏打球
[00:06:52.860 --> 00:06:55.580]  十個人準備開始一個籃球賽
[00:06:55.580 --> 00:06:57.660]  然後怎樣分隊呢 沒有分到隊
[00:06:57.660 --> 00:07:00.060]  於是就揀兩個人做隊長
[00:07:00.060 --> 00:07:02.820]  然後就猜馬了 有沒有試過
[00:07:02.820 --> 00:07:03.980]  試過 是不是
[00:07:03.980 --> 00:07:06.140]  猜馬就揀了 由兩個人猜
[00:07:06.140 --> 00:07:09.340]  猜贏了 你先揀 那就揀了
[00:07:09.340 --> 00:07:10.780]  那些照片很被人揀的
[00:07:10.780 --> 00:07:13.300]  揀我 揀我 揀我 是不是
[00:07:13.300 --> 00:07:14.900]  但是你做隊長的時候
[00:07:14.900 --> 00:07:17.100]  你通常會揀哪些先
[00:07:17.100 --> 00:07:20.300]  一定是揀了厲害的那些先 還用說 是不是
[00:07:20.300 --> 00:07:22.500]  有哪個隊長想輸球的
[00:07:22.500 --> 00:07:23.900]  當然是揀那些最厲害的先
[00:07:23.900 --> 00:07:25.740]  於是就排了
[00:07:25.740 --> 00:07:26.780]  我揀了第一個厲害
[00:07:26.780 --> 00:07:29.020]  接著他就馬上揀第二個厲害
[00:07:29.020 --> 00:07:30.540]  一路這樣輪著
[00:07:30.540 --> 00:07:33.380]  輪到最後那些當然是最屎球的那些
[00:07:33.380 --> 00:07:35.820]  通常 是不是
[00:07:35.820 --> 00:07:39.700]  在整個的揀選的過程裏面
[00:07:39.700 --> 00:07:42.660]  被揀的人是怎樣
[00:07:42.660 --> 00:07:46.340]  是沒有主導權的 是被動的
[00:07:46.340 --> 00:07:50.220]  因為那個隊長就控制了
[00:07:50.220 --> 00:07:56.140]  去揀他希望入他的隊 那些的隊員
[00:07:56.140 --> 00:07:57.660]  揀選就是這樣
[00:07:57.660 --> 00:08:02.780]  在神的揀選裏面 人是被動的
[00:08:02.780 --> 00:08:05.860]  神有絕對的主權
[00:08:05.860 --> 00:08:09.780]  所以讓福音第十五章十六節那裏說
[00:08:09.780 --> 00:08:12.180]  不是你們揀選了我
[00:08:12.180 --> 00:08:14.100]  是我揀選了你們
[00:08:14.100 --> 00:08:16.260]  第十三章第十八節那裏說
[00:08:16.260 --> 00:08:19.980]  我知道我所揀選的是誰
[00:08:19.980 --> 00:08:23.940]  神不單止有絕對的主權去揀我們每一個
[00:08:23.940 --> 00:08:26.940]  更重要的是祂知道祂所揀的每一個
[00:08:26.940 --> 00:08:30.580]  我們的每一個是怎樣
[00:08:30.580 --> 00:08:33.460]  經文提醒我們 我們被揀上
[00:08:33.460 --> 00:08:36.580]  不是因為我們個人的質素
[00:08:36.580 --> 00:08:41.620]  正如彼得前書 剛才大家一開始讀的第四節那裏說
[00:08:41.620 --> 00:08:46.340]  「被人所棄 卻是被神所揀選」
[00:08:46.340 --> 00:08:48.100]  清楚提醒我們
[00:08:48.100 --> 00:08:53.780]  神揀我們不是用一般人那種的形式
[00:08:53.780 --> 00:08:59.060]  或者標準來對衡量去揀選
[00:08:59.060 --> 00:09:03.060]  西敏寺神學院Westminster Theological Seminary
[00:09:03.060 --> 00:09:05.260]  的第一任院長
[00:09:05.260 --> 00:09:07.780]  著名的神學家Emmanuel Crony
[00:09:07.780 --> 00:09:10.700]  當他去解釋這段經文的時候
[00:09:10.700 --> 00:09:12.540]  他這樣提醒我們
[00:09:12.540 --> 00:09:15.340]  他說在揀選的過程裏面
[00:09:15.340 --> 00:09:19.740]  族譜 性別 先天的條件 個人的能力
[00:09:19.740 --> 00:09:22.980]  個人的成就都沒有被提及的
[00:09:22.980 --> 00:09:24.940]  因為這些都不重要
[00:09:24.940 --> 00:09:29.060]  重要的是著重在那個揀選
[00:09:29.060 --> 00:09:33.460]  這個揀選就是神的恩典
[00:09:33.460 --> 00:09:35.820]  是神的恩典
[00:09:35.820 --> 00:09:37.420]  因為是神的恩典
[00:09:37.420 --> 00:09:42.780]  所以當中是不容許人有半點的驕傲 自負
[00:09:42.780 --> 00:09:46.540]  覺得被揀選是比別人強的
[00:09:46.540 --> 00:09:49.980]  所以當我們被揀選上之後
[00:09:49.980 --> 00:09:55.500]  我們的反應應該是信服 感恩 讚美
[00:09:55.500 --> 00:09:59.500]  而不是自我炫耀
[00:09:59.500 --> 00:10:03.460]  我覺得Crony這番話講得非常之好
[00:10:03.460 --> 00:10:05.700]  正好就清楚去演繹到
[00:10:05.700 --> 00:10:08.540]  彼得前書院的經文被揀選的
[00:10:08.540 --> 00:10:12.060]  不是我們自己那種有選擇性的
[00:10:12.060 --> 00:10:15.620]  那是因為神的恩典我們被選上
[00:10:15.620 --> 00:10:17.140]  不是因為我們的能力
[00:10:17.140 --> 00:10:19.460]  我們的才幹 我們的才華
[00:10:19.460 --> 00:10:21.940]  我們或者各方面
[00:10:21.940 --> 00:10:27.100]  那是因為神親自的選上我們
[00:10:27.100 --> 00:10:28.620]  兄弟姐妹
[00:10:28.620 --> 00:10:32.060]  你對這個被選上的指紋
[00:10:32.060 --> 00:10:34.980]  你有多重視
[00:10:34.980 --> 00:10:36.980]  你有覺得榮幸嗎
[00:10:36.980 --> 00:10:40.860]  你有覺得被神選上
[00:10:40.860 --> 00:10:43.540]  是你有無限的感恩嗎
[00:10:43.540 --> 00:10:47.180]  這個是彼得前書這段經文
[00:10:47.180 --> 00:10:49.620]  帶給我們第一個提醒
[00:10:49.620 --> 00:10:53.380]  是被揀選的指紋
[00:10:53.380 --> 00:10:54.980]  第二方面
[00:10:54.980 --> 00:11:00.540]  經文提到我們是一個有君尊的祭司
[00:11:00.540 --> 00:11:03.220]  君尊是指不是一般的祭司
[00:11:03.220 --> 00:11:05.780]  而是皇室的祭司
[00:11:05.780 --> 00:11:09.100]  彼得前書在書信裏面唯一一卷書卷提到
[00:11:09.100 --> 00:11:12.420]  信徒有祭司的身份
[00:11:12.420 --> 00:11:13.860]  亦都是因為這段經文
[00:11:13.860 --> 00:11:16.540]  很多時我們就說信徒皆祭司
[00:11:16.540 --> 00:11:18.100]  是不是我們經常這樣講
[00:11:18.100 --> 00:11:19.380]  信徒皆祭司
[00:11:19.380 --> 00:11:21.740]  所以我們說我們已經不需要好像昔日
[00:11:21.740 --> 00:11:23.340]  舊約聖經裏面所講
[00:11:23.340 --> 00:11:26.180]  我們不可以親自去到神的面前
[00:11:26.180 --> 00:11:28.220]  不可以自己來獻祭
[00:11:28.220 --> 00:11:33.380]  我們必須要找祭司去代替我們
[00:11:33.380 --> 00:11:36.340]  因為我們不能夠直接去到神的面前
[00:11:36.340 --> 00:11:37.660]  但今日不同了
[00:11:37.660 --> 00:11:38.500]  信徒皆祭司
[00:11:38.500 --> 00:11:41.060]  我們每一個人都可以去到神的面前
[00:11:41.060 --> 00:11:42.540]  我們享有這個特權
[00:11:42.540 --> 00:11:44.540]  來直接去親近神
[00:11:44.540 --> 00:11:46.060]  去敬拜神
[00:11:46.060 --> 00:11:50.300]  因為耶穌基督已成為我們的宗寶
[00:11:50.300 --> 00:11:51.780]  另一方面
[00:11:51.780 --> 00:11:53.020]  我們又明白
[00:11:53.020 --> 00:11:55.860]  今日的獻祭是不需要好像舊約的獻祭那樣
[00:11:55.860 --> 00:11:58.700]  又獻羊、又獻牛
[00:11:58.700 --> 00:12:01.420]  獻各樣的祭物
[00:12:01.420 --> 00:12:03.420]  因為我們今日獻上甚麼呢
[00:12:03.420 --> 00:12:06.300]  或者我們一起讀羅馬書或經文
[00:12:06.300 --> 00:12:08.460]  將身體獻上
[00:12:08.460 --> 00:12:21.180]  當你看這段經文的時候
[00:12:21.180 --> 00:12:22.700]  你會留意到
[00:12:22.700 --> 00:12:24.380]  新約的獻祭
[00:12:24.380 --> 00:12:26.820]  其實是比舊約的獻祭怎樣呢
[00:12:26.820 --> 00:12:30.300]  更加要求更高
[00:12:30.300 --> 00:12:32.660]  你拉一隻羊、拉一隻牛來
[00:12:32.660 --> 00:12:33.900]  獻了就搞定了
[00:12:33.900 --> 00:12:35.900]  買些東西來獻了就搞定了
[00:12:35.900 --> 00:12:38.180]  但神卻在新約裏面提醒我們
[00:12:38.180 --> 00:12:39.620]  羅馬書提醒我們
[00:12:39.620 --> 00:12:41.860]  將身體獻上
[00:12:41.860 --> 00:12:43.620]  這是一個生命的祭
[00:12:43.620 --> 00:12:46.660]  是一個全人的祭
[00:12:46.660 --> 00:12:50.420]  是一個以我們行事為人
[00:12:50.420 --> 00:12:52.420]  來呈獻給神
[00:12:54.980 --> 00:12:56.580]  或者我們會問
[00:12:56.580 --> 00:12:59.340]  神怎樣去選祭司呢
[00:12:59.340 --> 00:13:01.220]  按照舊約的記載
[00:13:01.220 --> 00:13:06.220]  神特別去選利未支派的人作為祭司
[00:13:06.220 --> 00:13:08.740]  是不是利未支派的人能力特別強些
[00:13:08.740 --> 00:13:10.180]  特別出色些
[00:13:10.180 --> 00:13:12.460]  他們有甚麼特別的地方
[00:13:12.460 --> 00:13:15.300]  我想當我們看《春夏及記》第三十二章
[00:13:15.300 --> 00:13:17.900]  二十五節的經文我們就會明白
[00:13:17.900 --> 00:13:19.900]  請我們一起讀
[00:13:24.380 --> 00:13:29.380]  「凡屬耶和華的,都要到我這裏來」
[00:13:29.380 --> 00:13:34.140]  「於是你們的子孫,都要到我這裏來」
[00:13:34.140 --> 00:13:36.380]  如果你還記得這段經文所描述
[00:13:36.380 --> 00:13:38.860]  就是當摩西上到西乃山的時候
[00:13:38.860 --> 00:13:41.340]  那班人就在山下面怎樣
[00:13:41.340 --> 00:13:42.940]  敬拜金牛獨
[00:13:42.940 --> 00:13:44.940]  還記不記得這一幕
[00:13:44.940 --> 00:13:46.540]  於是當摩西下來的時候
[00:13:46.540 --> 00:13:48.060]  摩西見百姓放肆
[00:13:48.060 --> 00:13:50.060]  就站在迎門口就說
[00:13:50.060 --> 00:13:54.060]  「凡屬耶和華的,都要到我這裏來」
[00:13:54.060 --> 00:13:58.060]  於是利未的子孫都到他那裏聚集
[00:13:58.060 --> 00:14:00.060]  很清楚看到利未子孫
[00:14:00.060 --> 00:14:02.700]  就是忠於耶華神的
[00:14:02.700 --> 00:14:06.060]  他們沒有拜祭到金牛獨
[00:14:06.060 --> 00:14:08.540]  因為他們沒有背叛到神
[00:14:08.540 --> 00:14:15.060]  所以他們被神選為有資格的祭司
[00:14:15.060 --> 00:14:16.540]  這段經文提醒我們
[00:14:16.540 --> 00:14:19.540]  《春夏及記》這段經文提醒我們
[00:14:19.540 --> 00:14:21.540]  作祭司重點是
[00:14:21.540 --> 00:14:28.540]  他們對主的忠誠能夠在眾民當中分別出來
[00:14:28.540 --> 00:14:31.540]  當我們再看回彼得在這段經文
[00:14:31.540 --> 00:14:34.540]  帶我們去重新去檢視祭司的身份的時候
[00:14:34.540 --> 00:14:38.540]  整段經文裏面的重點不是在於
[00:14:38.540 --> 00:14:42.540]  說的是祭司要負責甚麼的職務
[00:14:42.540 --> 00:14:44.540]  祭司要做甚麼,做這樣做那樣
[00:14:44.540 --> 00:14:51.540]  而是再一次提醒我們祭司的心態是怎樣
[00:14:51.540 --> 00:14:55.540]  祭司的心態被神揀選的重要的原因
[00:14:55.540 --> 00:15:01.540]  乃是因為能夠對主忠誠
[00:15:01.540 --> 00:15:03.540]  這段經文提醒我們
[00:15:03.540 --> 00:15:06.540]  當我們今天說信徒皆祭司的時候
[00:15:06.540 --> 00:15:09.540]  我們好好鼓勵大家來參與侍奉
[00:15:09.540 --> 00:15:10.540]  這個絕對是沒有錯的
[00:15:10.540 --> 00:15:13.540]  我們必須要每人都參與侍奉
[00:15:13.540 --> 00:15:16.540]  但經文更是提醒我們
[00:15:16.540 --> 00:15:18.540]  不單只是在說侍奉
[00:15:18.540 --> 00:15:21.540]  祭司更是在說那個心態
[00:15:21.540 --> 00:15:23.540]  那個屬靈的生命
[00:15:23.540 --> 00:15:26.540]  這個就是一個對主忠誠
[00:15:26.540 --> 00:15:32.540]  信服與其他人分別出來的一個屬靈生命
[00:15:32.540 --> 00:15:35.540]  至於有一段經文再一次提醒我們
[00:15:35.540 --> 00:15:38.540]  我們不要單單只是在說侍奉
[00:15:38.540 --> 00:15:44.540]  更重要的是我們要留意我們的屬靈生命
[00:15:44.540 --> 00:15:46.540]  另一方面
[00:15:46.540 --> 00:15:51.540]  彼得在書信裏勾畫出一個教會的圖畫
[00:15:51.540 --> 00:15:53.540]  你看那裏是在說第九節
[00:15:53.540 --> 00:15:56.540]  唯有你們是被紀安選的族類
[00:15:56.540 --> 00:16:01.540]  要叫你們宣揚了,召你們出黑暗
[00:16:01.540 --> 00:16:02.540]  然後第十節
[00:16:02.540 --> 00:16:05.540]  你們從前算不得自問
[00:16:05.540 --> 00:16:08.540]  清楚的是用一個雙數
[00:16:08.540 --> 00:16:09.540]  是一個集體
[00:16:09.540 --> 00:16:12.540]  是在說在教會裏面的侍奉
[00:16:12.540 --> 00:16:20.540]  作祭司是不可以有強調個人自我中心那種心態
[00:16:20.540 --> 00:16:23.540]  是在說對整個的民
[00:16:23.540 --> 00:16:26.540]  整個國民來去回應
[00:16:26.540 --> 00:16:30.540]  祭司整體合一的來去侍奉
[00:16:30.540 --> 00:16:32.540]  在教育裏面
[00:16:32.540 --> 00:16:35.540]  眾祭司在大祭司的帶領之下
[00:16:35.540 --> 00:16:37.540]  眾祭司在大祭司的帶領之下
[00:16:37.540 --> 00:16:39.540]  同心侍奉
[00:16:39.540 --> 00:16:42.540]  今天新約又怎樣呢
[00:16:42.540 --> 00:16:44.540]  在白萊書
[00:16:44.540 --> 00:16:46.540]  或者我們一起讀一段經文
[00:16:46.540 --> 00:17:01.540]  我們今天在教會裏面的侍奉
[00:17:01.540 --> 00:17:04.540]  是因應著耶穌基督在教會的頭
[00:17:04.540 --> 00:17:06.540]  祂成為了我們的大祭司
[00:17:06.540 --> 00:17:09.540]  所以祂帶領著我們
[00:17:09.540 --> 00:17:13.540]  同心合意來去侍奉
[00:17:13.540 --> 00:17:15.540]  教會的侍奉是需要合一
[00:17:15.540 --> 00:17:17.540]  需要同心
[00:17:17.540 --> 00:17:18.540]  合一
[00:17:18.540 --> 00:17:20.540]  Unity
[00:17:20.540 --> 00:17:23.540]  不單止是在說一樣
[00:17:23.540 --> 00:17:25.540]  Uniformity
[00:17:25.540 --> 00:17:28.540]  更加是在說Diversity
[00:17:28.540 --> 00:17:30.540]  是多樣
[00:17:30.540 --> 00:17:31.540]  看上去
[00:17:31.540 --> 00:17:33.540]  我所熟悉的弟兄姊妹
[00:17:33.540 --> 00:17:35.540]  很多有各樣不同的才能
[00:17:35.540 --> 00:17:36.540]  不同的恩賜
[00:17:36.540 --> 00:17:38.540]  每個人都不同的
[00:17:38.540 --> 00:17:40.540]  我們不是強求好像每一個模
[00:17:40.540 --> 00:17:43.540]  好像同一個模倒出來這樣
[00:17:43.540 --> 00:17:45.540]  我們是在說互相配合
[00:17:45.540 --> 00:17:47.540]  但重要的是
[00:17:47.540 --> 00:17:48.540]  在這個多樣裏面
[00:17:48.540 --> 00:17:50.540]  我們需要和諧
[00:17:50.540 --> 00:17:51.540]  在Diversity裏面
[00:17:51.540 --> 00:17:54.540]  我們需要和諧
[00:17:54.540 --> 00:17:57.540]  這個正正就是我們去看到
[00:17:57.540 --> 00:17:58.540]  祭司的積分
[00:17:58.540 --> 00:18:00.540]  不單止是強調那個侍奉
[00:18:00.540 --> 00:18:02.540]  更重要是強調
[00:18:02.540 --> 00:18:04.540]  同心合意
[00:18:04.540 --> 00:18:07.540]  彼此來去
[00:18:07.540 --> 00:18:09.540]  一起配搭的侍奉
[00:18:09.540 --> 00:18:11.540]  所以在侍奉裏面
[00:18:11.540 --> 00:18:13.540]  我們需要彼此欣賞
[00:18:13.540 --> 00:18:14.540]  彼此的配搭
[00:18:14.540 --> 00:18:16.540]  彼此的支持
[00:18:16.540 --> 00:18:19.540]  彼此的鼓勵
[00:18:19.540 --> 00:18:22.540]  這個是彼得前書
[00:18:22.540 --> 00:18:23.540]  這段經文
[00:18:23.540 --> 00:18:25.540]  帶給我們第二個提醒
[00:18:25.540 --> 00:18:30.540]  有君尊的祭司的一個身份
[00:18:30.540 --> 00:18:32.540]  第三方面
[00:18:32.540 --> 00:18:35.540]  在一個聖潔的國度
[00:18:35.540 --> 00:18:36.540]  新普及葉片
[00:18:36.540 --> 00:18:40.540]  亦做聖潔的國民
[00:18:40.540 --> 00:18:42.540]  上帝在西那山
[00:18:42.540 --> 00:18:44.540]  和以色列人納藥
[00:18:44.540 --> 00:18:46.540]  或者我們一起讀這段經文
[00:18:56.540 --> 00:19:02.540]  有阿臣以血納藥
[00:19:02.540 --> 00:19:07.540]  要以色列成為一個聖潔的國家
[00:19:07.540 --> 00:19:09.540]  新約又如何呢
[00:19:09.540 --> 00:19:12.540]  新約如果你還記得
[00:19:12.540 --> 00:19:14.540]  耶穌基督說
[00:19:14.540 --> 00:19:16.540]  這是我納藥的血
[00:19:16.540 --> 00:19:19.540]  為你們多人流出來
[00:19:19.540 --> 00:19:21.540]  新約裏面
[00:19:21.540 --> 00:19:23.540]  耶穌基督用祂的補血
[00:19:23.540 --> 00:19:26.540]  親自來和我們納藥
[00:19:26.540 --> 00:19:28.540]  在主餐禮設立的時候
[00:19:28.540 --> 00:19:32.540]  祂和人再一次的納藥
[00:19:32.540 --> 00:19:34.540]  聖潔的指紋
[00:19:34.540 --> 00:19:37.540]  不單止只聚焦在道德上的潔淨
[00:19:37.540 --> 00:19:40.540]  聖潔在聖經裏面的意思
[00:19:40.540 --> 00:19:42.540]  就是分別出來的意思
[00:19:42.540 --> 00:19:44.540]  是分開的意思
[00:19:44.540 --> 00:19:47.540]  當我們看回教會歷史
[00:19:47.540 --> 00:19:49.540]  第一世紀的信徒
[00:19:49.540 --> 00:19:51.540]  受到當時政府的迫害
[00:19:51.540 --> 00:19:53.540]  主要的原因
[00:19:53.540 --> 00:19:57.540]  不是因為他們信了基督教
[00:19:57.540 --> 00:19:59.540]  為什麼我這樣說呢
[00:19:59.540 --> 00:20:02.540]  因為在最初基督教開展的時候
[00:20:02.540 --> 00:20:04.540]  很多人只不過是認為
[00:20:04.540 --> 00:20:07.540]  他們是猶太教的其中一個分支
[00:20:07.540 --> 00:20:09.540]  又或者在當時
[00:20:09.540 --> 00:20:12.540]  羅馬政權崇尚
[00:20:12.540 --> 00:20:16.540]  拜多神的一個氣氛裏面
[00:20:16.540 --> 00:20:19.540]  拜多個神又何妨呢
[00:20:19.540 --> 00:20:22.540]  所以不是因為他們信了基督教
[00:20:22.540 --> 00:20:25.540]  所以去迫害他們
[00:20:25.540 --> 00:20:28.540]  相反的是因為
[00:20:28.540 --> 00:20:32.540]  主要他們所傳講的福音的內容
[00:20:32.540 --> 00:20:35.540]  因為我們知道
[00:20:35.540 --> 00:20:39.540]  神要我們單一去敬拜祂
[00:20:39.540 --> 00:20:42.540]  因著這個單一敬拜神
[00:20:42.540 --> 00:20:46.540]  就衝擊著當時羅馬政府
[00:20:46.540 --> 00:20:49.540]  無論是政治或者經濟
[00:20:49.540 --> 00:20:51.540]  當時羅馬政府
[00:20:51.540 --> 00:20:53.540]  好像今天中國人有句說話
[00:20:53.540 --> 00:20:55.540]  拜得神多神庇佑
[00:20:55.540 --> 00:20:57.540]  越拜得多神
[00:20:57.540 --> 00:20:58.540]  這個不靈
[00:20:58.540 --> 00:21:00.540]  第二個都靈吧
[00:21:00.540 --> 00:21:02.540]  所以越拜得多就沒有蝕底
[00:21:02.540 --> 00:21:04.540]  拜多幾個神
[00:21:04.540 --> 00:21:07.540]  他們相信能夠帶來他們經濟上
[00:21:07.540 --> 00:21:10.540]  和政治上很多的好處
[00:21:10.540 --> 00:21:13.540]  正正基督教所強調的
[00:21:13.540 --> 00:21:15.540]  是拜單一的神
[00:21:15.540 --> 00:21:21.540]  所以基督徒是被受羅馬的政權來逼迫
[00:21:21.540 --> 00:21:24.540]  很清楚的一個例子就是
