
[00:00:00.000 --> 00:00:05.240]  《生命說書》的網絡又跟大家一起看《聖經》的人與故事
[00:02:11.000 --> 00:02:13.400]  沒有面子比的
[00:02:13.400 --> 00:02:15.760]  主要埃及地方都很大
[00:02:15.760 --> 00:02:18.960]  尼羅河都很長
[00:02:19.240 --> 00:02:25.400]  在上下尼羅河是分了兩個大部分的埃及人
[00:02:25.400 --> 00:02:28.200]  他們之間的關係不是很好
[00:02:28.200 --> 00:02:31.800]  可能以前的政權被打敗了
[00:02:31.800 --> 00:02:32.560]  反轉
[00:02:32.560 --> 00:02:35.280]  新的埃及王法老上來
[00:02:35.280 --> 00:02:37.120]  他就想了
[00:02:37.120 --> 00:02:38.160]  第一章裡面說
[00:02:38.160 --> 00:02:38.840]  哎呀
[00:02:38.840 --> 00:02:40.440]  這麼多以色列人
[00:02:40.440 --> 00:02:43.840]  他們就叫做希伯來族
[00:02:43.840 --> 00:02:44.920]  哇
[00:02:44.920 --> 00:02:46.360]  幾百萬
[00:02:46.760 --> 00:02:50.800]  現在雖然是很免費在做勞工勞帝
[00:02:50.800 --> 00:02:52.560]  但是萬一
[00:02:52.560 --> 00:02:55.360]  如果有外面的國家
[00:02:55.360 --> 00:02:59.760]  跟他們有什麼密謀要造反呢?
[00:02:59.760 --> 00:03:00.960]  裡應外合
[00:03:00.960 --> 00:03:01.600]  哇
[00:03:01.600 --> 00:03:03.880]  我國家裡面有400萬人反我
[00:03:03.880 --> 00:03:05.640]  外面又有外國的士兵
[00:03:05.640 --> 00:03:07.600]  那我就一定沒有了
[00:03:07.600 --> 00:03:09.080]  那怎麼辦?
[00:03:09.080 --> 00:03:11.080]  他們又強壯
[00:03:11.080 --> 00:03:12.920]  因為個個都大隻做事
[00:03:12.920 --> 00:03:13.720]  做勞帝
[00:03:13.720 --> 00:03:17.000]  建磚、建城牆、建城
[00:03:17.000 --> 00:03:17.840]  哇
[00:03:17.840 --> 00:03:18.440]  那不是了
[00:03:18.440 --> 00:03:20.840]  不如我們滅他族了
[00:03:20.840 --> 00:03:22.400]  怎麼滅呢?
[00:03:22.400 --> 00:03:24.960]  就是叫收生婆
[00:03:24.960 --> 00:03:32.240]  如果埃及裡面的所有希伯來族的人有嬰兒
[00:03:32.240 --> 00:03:34.360]  一生出來你去接生
[00:03:34.360 --> 00:03:35.880]  如果是男丁
[00:03:35.880 --> 00:03:37.600]  你幫我殺死他
[00:03:37.600 --> 00:03:39.240]  女的
[00:03:39.240 --> 00:03:40.120]  任由他存活
[00:03:40.120 --> 00:03:42.520]  可以斟茶遞水做事
[00:03:43.000 --> 00:03:44.920]  也可以做粗工
[00:03:44.920 --> 00:03:46.400]  男的殺死他
[00:03:46.400 --> 00:03:48.160]  但是那兩個收生婆
[00:03:48.160 --> 00:03:49.000]  聖經是說
[00:03:49.000 --> 00:03:51.760]  初埃及的第一章說他是敬畏神的
[00:03:51.760 --> 00:03:52.480]  所以他不做
[00:03:52.480 --> 00:03:54.600]  那被埃及王就說
[00:03:54.600 --> 00:03:55.200]  喂
[00:03:55.200 --> 00:03:58.800]  法老說為什麼你留下那些男生
[00:03:58.800 --> 00:04:00.160]  我不是叫你殺了他嗎?
[00:04:00.160 --> 00:04:01.040]  哎呀
[00:04:01.040 --> 00:04:02.600]  主上你不知道了
[00:04:02.600 --> 00:04:06.400]  那些希伯來女人強壯
[00:04:06.400 --> 00:04:09.160]  她聽到說生了叫我們去
[00:04:09.160 --> 00:04:10.440]  我們跑了去
[00:04:10.440 --> 00:04:12.560]  生了出來了
[00:04:13.040 --> 00:04:15.280]  已經包著抱著了
[00:04:15.280 --> 00:04:16.720]  那些大人都在了
[00:04:16.720 --> 00:04:19.600]  所以我沒辦法下手
[00:04:19.600 --> 00:04:21.360]  這樣?
[00:04:21.360 --> 00:04:22.880]  唉
[00:04:22.880 --> 00:04:23.640]  這樣了
[00:04:23.640 --> 00:04:25.920]  逃過一死
[00:04:25.920 --> 00:04:27.080]  你看到
[00:04:27.080 --> 00:04:29.080]  其中一個就是這樣了
[00:04:29.080 --> 00:04:33.000]  於是下令要滅他們族的
[00:04:33.000 --> 00:04:33.520]  所以
[00:04:33.520 --> 00:04:37.840]  這個男子兒子就藏起來了三個月
[00:04:37.840 --> 00:04:40.000]  後來不能夠再藏了
[00:04:40.000 --> 00:04:41.160]  開始長大了
[00:04:41.600 --> 00:04:44.360]  他的父母就將蒲草
[00:04:44.360 --> 00:04:46.040]  那些草是很高很長的
[00:04:46.040 --> 00:04:47.840]  就割開它
[00:04:47.840 --> 00:04:48.800]  剪開它
[00:04:48.800 --> 00:04:50.400]  研碎
[00:04:50.400 --> 00:04:51.680]  就用來做紙
[00:04:51.680 --> 00:04:54.400]  所以埃及的紙就是蒲草紙
[00:04:54.400 --> 00:04:57.320]  如果將它一支支連在一起疊起來
[00:04:57.320 --> 00:04:59.080]  就可以做成一個箱
[00:04:59.080 --> 00:05:01.560]  就用繩子綁住
[00:05:01.560 --> 00:05:06.160]  加一些好像七和石油
[00:05:06.160 --> 00:05:07.040]  這個石油
[00:05:07.040 --> 00:05:10.600]  就不是我們現在說的中東石油那些石油
[00:05:10.600 --> 00:05:14.400]  是屬於好像鈉青之類的東西
[00:05:14.400 --> 00:05:16.400]  是可以游下去封住
[00:05:16.400 --> 00:05:18.840]  令到蒲草箱不入水
[00:05:18.840 --> 00:05:21.800]  就將小孩子放了進去
[00:05:21.800 --> 00:05:23.960]  然後將箱子
[00:05:23.960 --> 00:05:27.240]  就放在河邊的奴隸當中
[00:05:27.240 --> 00:05:28.600]  敗了
[00:05:28.600 --> 00:05:30.120]  其實接著怎樣?
[00:05:30.120 --> 00:05:30.880]  就是說
[00:05:30.880 --> 00:05:31.320]  唉
[00:05:31.320 --> 00:05:31.880]  兒子
[00:05:31.880 --> 00:05:34.000]  就看你命水了
[00:05:34.000 --> 00:05:36.200]  衝了去哪裡
[00:05:36.200 --> 00:05:38.520]  有沒有撿回一條命
[00:05:38.520 --> 00:05:39.920]  誰會撿了你
[00:05:39.920 --> 00:05:41.000]  不知道
[00:05:41.000 --> 00:05:43.520]  因為是要殺死男孩子的
[00:05:43.520 --> 00:05:47.720]  孩子的姐姐遠遠站著
[00:05:47.720 --> 00:05:50.760]  這個媽媽也很聰明的
[00:05:50.760 --> 00:05:51.800]  就派了姐姐
[00:05:51.800 --> 00:05:53.360]  你跟著遠遠地
[00:05:53.360 --> 00:05:54.720]  在奴隸裡面
[00:05:54.720 --> 00:05:55.840]  看著看著
[00:05:55.840 --> 00:05:57.040]  看看弟弟怎樣
[00:05:57.040 --> 00:06:00.040]  要知道他究竟怎樣
[00:06:00.040 --> 00:06:02.280]  剛剛好
[00:06:02.280 --> 00:06:04.960]  第一點
[00:06:04.960 --> 00:06:07.000]  我想給大家看的就是
[00:06:07.000 --> 00:06:11.400]  「箱擺在河邊的奴隸中」
[00:06:11.400 --> 00:06:14.160]  你一放進去
[00:06:14.160 --> 00:06:16.720]  還能不能自己管?
[00:06:16.720 --> 00:06:18.680]  還能不能自己控制?
[00:06:18.680 --> 00:06:20.080]  沒有的了
[00:06:20.080 --> 00:06:22.040]  可能他媽媽也禱告
[00:06:22.040 --> 00:06:23.400]  主耶和華
[00:06:23.400 --> 00:06:26.000]  我們就將這個兒子放在箱子
[00:06:26.000 --> 00:06:27.520]  放在河當中
[00:06:27.520 --> 00:06:29.320]  求你自己保護他
[00:06:29.320 --> 00:06:30.280]  唉呀
[00:06:30.280 --> 00:06:31.520]  再見了
[00:06:31.520 --> 00:06:32.720]  這樣就
[00:06:32.720 --> 00:06:34.200]  放進去了
[00:06:35.080 --> 00:06:37.080]  放進河裡了
[00:06:37.080 --> 00:06:40.960]  就是說已經不到你掌控了
[00:06:40.960 --> 00:06:42.680]  不過
[00:06:42.680 --> 00:06:45.080]  起碼也想看看發生什麼事
[00:06:45.080 --> 00:06:46.960]  誰知道第二件事發生
[00:06:46.960 --> 00:06:48.080]  紅色字
[00:06:48.080 --> 00:06:52.040]  「法老的女兒來到河邊洗澡」
[00:06:52.040 --> 00:06:53.240]  先洗個澡
[00:06:53.240 --> 00:06:57.200]  「他的侍女們也在河邊走來走去」
[00:06:57.200 --> 00:06:58.360]  那麼他
[00:06:58.360 --> 00:06:59.080]  咦?
[00:06:59.080 --> 00:07:00.760]  誰看到呢?
[00:07:00.760 --> 00:07:02.400]  是法老的女兒
[00:07:02.400 --> 00:07:05.120]  竟然看到在河邊飄來飄去
[00:07:05.120 --> 00:07:07.000]  咦?有一塊東西在河裡
[00:07:07.000 --> 00:07:08.200]  不是鱷魚
[00:07:08.200 --> 00:07:10.760]  不是,是一個箱子
[00:07:10.760 --> 00:07:12.200]  什麼東西來呢?這麼有趣
[00:07:12.200 --> 00:07:14.000]  就叫侍女
[00:07:14.000 --> 00:07:14.680]  誰誰誰
[00:07:14.680 --> 00:07:19.280]  「幫我將奴隸裡的箱子拿過來」
[00:07:19.280 --> 00:07:23.640]  於是他們就馬上硬著頭皮拿箱子過來
[00:07:23.640 --> 00:07:25.160]  第二
[00:07:25.160 --> 00:07:26.920]  把箱子放進去
[00:07:26.920 --> 00:07:31.720]  又要剛好有法老的女兒來到河邊洗澡
[00:07:31.720 --> 00:07:33.840]  還要看到那個箱子
[00:07:33.840 --> 00:07:36.280]  也是上帝的手在那裡工作
[00:07:36.280 --> 00:07:38.000]  「沒有啊,米利暗」
[00:07:38.000 --> 00:07:40.000]  米利暗,我後來才知道這是摩西
[00:07:40.000 --> 00:07:41.640]  所以說米利暗說多了
[00:07:41.640 --> 00:07:44.600]  其實這個侍女知不知道
[00:07:44.600 --> 00:07:47.160]  法老的女兒來河邊洗澡的呢?
[00:07:47.160 --> 00:07:48.280]  洗澡的呢?
[00:07:48.280 --> 00:07:49.080]  不知道
[00:07:49.080 --> 00:07:50.400]  她什麼時候來洗澡
[00:07:50.400 --> 00:07:52.480]  你猜不到的
[00:07:52.480 --> 00:07:54.560]  她可能來這裡,可能去那裡
[00:07:54.560 --> 00:07:56.160]  未必知道的
[00:07:56.160 --> 00:07:57.720]  可能她是去那裡
[00:07:57.720 --> 00:08:00.000]  「哎呀,熱得下去,洗一下身先」
[00:08:00.000 --> 00:08:01.080]  可能是這樣
[00:08:01.560 --> 00:08:03.240]  一直摸著摸著
[00:08:03.240 --> 00:08:08.160]  誰知道法老的女兒來到河邊濕濕的身
[00:08:08.160 --> 00:08:10.360]  就看到那個箱子
[00:08:10.360 --> 00:08:11.360]  所以第二點
[00:08:11.360 --> 00:08:13.680]  又是上帝的手在那裡工作
[00:08:13.680 --> 00:08:17.000]  打開箱子就看到那個小孩
[00:08:17.000 --> 00:08:19.080]  可能那個小孩看到她
[00:08:19.080 --> 00:08:21.320]  又哭起來了
[00:08:21.320 --> 00:08:22.880]  「哎呀,慘了」
[00:08:22.880 --> 00:08:24.880]  這個法老的女兒
[00:08:24.880 --> 00:08:26.520]  即是女性
[00:08:26.520 --> 00:08:27.360]  看到那個寶寶哭
[00:08:27.360 --> 00:08:29.680]  「哎呀,寶寶為什麼哭啊」
[00:08:29.680 --> 00:08:30.800]  「不用怕,不用怕」
[00:08:31.240 --> 00:08:33.160]  接著她看她的服飾
[00:08:33.160 --> 00:08:34.440]  各樣東西一看
[00:08:34.440 --> 00:08:38.000]  「這個是希伯來人的兒子來的」
[00:08:38.000 --> 00:08:40.800]  「是啊是啊,是啊是啊主人」
[00:08:40.800 --> 00:08:42.280]  可能那些侍女就會說
[00:08:42.280 --> 00:08:43.440]  那些宮女就會說
[00:08:43.440 --> 00:08:49.120]  「是啊是啊,現在主上是要殺光所有希伯來的男孩子」
[00:08:49.120 --> 00:08:51.200]  「啊?這樣?」
[00:08:51.200 --> 00:08:54.400]  「哎呀,那麼這個B都要死的了」
[00:08:54.400 --> 00:08:57.640]  「是啊,如果傳開了,這個B就要死的了」
[00:08:57.640 --> 00:08:58.800]  「啊?那怎麼行啊」
[00:08:58.800 --> 00:09:00.640]  「哎呀,哭啊,慘了」
[00:09:00.640 --> 00:09:02.640]  那麼可能就可憐她了
[00:09:02.640 --> 00:09:03.640]  那麼這個時候
[00:09:03.640 --> 00:09:06.440]  她的姐姐很聰明
[00:09:06.440 --> 00:09:08.560]  就對法老女兒說
[00:09:08.560 --> 00:09:10.400]  「你知道你們一走出來」
[00:09:10.400 --> 00:09:11.240]  「可能已經很多人說」
[00:09:11.240 --> 00:09:12.160]  「喂,什麼事?什麼事?」
[00:09:12.160 --> 00:09:13.040]  「喂,什麼事?什麼事?」
[00:09:13.040 --> 00:09:15.800]  「這個希伯來的女孩子走過來幹什麼?」
[00:09:15.800 --> 00:09:17.720]  「但是實際讓她走過去」
[00:09:17.720 --> 00:09:20.160]  「起碼也有幾個衛兵」
[00:09:20.160 --> 00:09:21.480]  「公主洗澡」
[00:09:21.480 --> 00:09:23.720]  「或者你也要走遠一點」
[00:09:23.720 --> 00:09:24.800]  「郡主洗澡」
[00:09:24.800 --> 00:09:26.760]  「那麼你也不能夠走過去看著的」
[00:09:26.760 --> 00:09:28.520]  「遠遠地有士兵」
[00:09:28.520 --> 00:09:29.760]  「近距離」
[00:09:29.760 --> 00:09:32.040]  「有侍女、宮女」
[00:09:32.040 --> 00:09:34.160]  「但是讓她走過去」
[00:09:34.160 --> 00:09:37.120]  「就跟法老的女兒說」
[00:09:37.120 --> 00:09:39.440]  「哎呀,如果當日這樣」
[00:09:39.440 --> 00:09:41.840]  「法老女兒就公主了」
[00:09:41.840 --> 00:09:43.040]  「公主,公主」
[00:09:43.040 --> 00:09:46.440]  「如果你覺得這個小孩可憐」
[00:09:46.440 --> 00:09:50.360]  「和我去找一個希伯來婦人的奶媽」
[00:09:50.360 --> 00:09:52.360]  「來為你奶這個孩子」
[00:09:52.360 --> 00:09:54.600]  「為你奶這孩子」
[00:09:54.600 --> 00:09:56.280]  「可不可以呢?」
[00:09:56.280 --> 00:09:58.080]  那麼很謙虛的問得
[00:09:58.080 --> 00:09:59.880]  「很合理喎」
[00:09:59.880 --> 00:10:02.800]  「如果公主喜歡這個小孩」
[00:10:02.800 --> 00:10:06.600]  「又可以我找一個希伯來奶媽」
[00:10:06.600 --> 00:10:09.880]  「來養她的」
[00:10:09.880 --> 00:10:11.960]  「不知道這樣可不可以呢?」
[00:10:11.960 --> 00:10:12.640]  「好不好呢?」
[00:10:12.640 --> 00:10:14.040]  「合不合你心意呢?」
[00:10:14.040 --> 00:10:16.280]  「法老女兒就說可以」
[00:10:16.280 --> 00:10:19.600]  「這些大人物有權就說可以」
[00:10:19.600 --> 00:10:21.360]  「就這樣說出來」
[00:10:21.360 --> 00:10:24.200]  「這樣,這樣,這樣,這樣」
[00:10:24.200 --> 00:10:26.040]  「她說沒有,可以」
[00:10:26.400 --> 00:10:29.480]  「童女就去叫了孩子的母親來」
[00:10:29.480 --> 00:10:31.240]  「請公主等一等」
[00:10:31.240 --> 00:10:35.240]  「我知道附近有一個這樣的奶媽」
[00:10:35.240 --> 00:10:37.360]  「你稍等,很快回來」
[00:10:37.360 --> 00:10:38.880]  「馬上來了」
[00:10:38.880 --> 00:10:40.240]  「法老的女兒」
[00:10:40.240 --> 00:10:41.960]  「即是說為什麼這麼快叫到?」
[00:10:41.960 --> 00:10:45.200]  「即是箱子就在那裡」
[00:10:45.200 --> 00:10:48.720]  「在那些牆牆的爐位後面」
[00:10:48.720 --> 00:10:51.080]  「就一路浸在水裏面」
[00:10:51.080 --> 00:10:54.720]  「姐姐就看著撥開看看撥開看看」
[00:10:55.760 --> 00:10:57.320]  「然後媽媽在哪呢?」
[00:10:57.320 --> 00:11:00.560]  「媽媽可能在不遠的岸上」
[00:11:00.560 --> 00:11:04.760]  「媽媽看著女兒,女兒看著弟弟」
[00:11:04.760 --> 00:11:08.560]  「我幫你找一個希伯來的奶媽」
[00:11:08.560 --> 00:11:11.520]  「很快回來的,我認識一個在附近」
[00:11:11.520 --> 00:11:13.360]  「真的?快點,我走了」
[00:11:13.360 --> 00:11:14.760]  「好,好,馬上馬上」
[00:11:14.760 --> 00:11:17.640]  「馬上媽媽入手,馬上跑過來」
[00:11:17.640 --> 00:11:19.600]  「好了,對她說」
[00:11:19.600 --> 00:11:22.520]  「你把孩子抱去,為我奶她」
[00:11:22.520 --> 00:11:23.800]  「我必給你公家」
[00:11:24.120 --> 00:11:27.400]  「於是婦人,即是她媽媽就抱著孩子去奶她」
[00:11:27.400 --> 00:11:29.480]  「怎樣拿公家?」
[00:11:29.480 --> 00:11:31.640]  「怎樣去哪裡拿?」
[00:11:31.640 --> 00:11:34.240]  「怎樣進到皇宮問哪位?」
[00:11:34.240 --> 00:11:35.880]  「那些你不知道的」
[00:11:35.880 --> 00:11:37.400]  「不過這個故事」
[00:11:37.400 --> 00:11:40.480]  「就只是將最重要的情節講了」
[00:11:40.480 --> 00:11:43.640]  「這個小孩要不要給他身份證?」
[00:11:43.640 --> 00:11:45.640]  「如果不是人家要殺這個嬰兒的時候」
[00:11:45.640 --> 00:11:49.920]  「你都要證明,別動,這個公主的養子來的」
[00:11:50.920 --> 00:11:56.800]  「可能這樣,我給他一塊肉」
[00:11:56.800 --> 00:11:59.840]  「或者我給他一塊牌,試試看一亮出來」
[00:11:59.840 --> 00:12:01.320]  「有沒有見過這東西?」
[00:12:01.320 --> 00:12:04.000]  「哎呀,皇上,皇上」
[00:12:04.000 --> 00:12:06.000]  「可能會給他這些東西」
[00:12:06.000 --> 00:12:08.000]  「所以是保護他的性命的」
[00:12:08.000 --> 00:12:10.000]  「這裡就沒有特別講了」
[00:12:10.000 --> 00:12:13.600]  「第三就是,這個法律的女兒竟然講可以」
[00:12:13.600 --> 00:12:16.920]  「為何這麼出奇?」
[00:12:16.920 --> 00:12:17.920]  「當然出奇了」
[00:12:17.920 --> 00:12:20.520]  「法律的女兒可以講什麼?」
[00:12:20.520 --> 00:12:22.520]  「可以多加一個字」
[00:12:22.520 --> 00:12:26.160]  「不可以,不可以」
[00:12:26.160 --> 00:12:27.160]  「為甚麼?」
[00:12:27.160 --> 00:12:32.760]  「因為我父王是要殺死所有希伯來的男婿男嬰的」
[00:12:32.760 --> 00:12:35.880]  「所以不可以,不用了」
[00:12:35.880 --> 00:12:38.880]  「我帶他回去交給我爸爸」
[00:12:38.880 --> 00:12:41.880]  「交給處事的官就行了」
[00:12:41.880 --> 00:12:43.360]  「那你沒有了」
[00:12:43.360 --> 00:12:45.360]  「不要了,不要了」
[00:12:45.360 --> 00:12:46.880]  「還有不好嗎?」
[00:12:46.880 --> 00:12:49.880]  「如果他說不可以」
[00:12:49.880 --> 00:12:53.880]  「這也是上帝在法律的女兒心裡做的事」
[00:12:53.880 --> 00:12:56.880]  「令她動了愛這個孩子的心」
[00:12:56.880 --> 00:12:59.880]  「所以他說可以」
[00:12:59.880 --> 00:13:02.880]  「我還要給你工價幫我養大她」
[00:13:02.880 --> 00:13:04.880]  「就是這樣」
[00:13:04.880 --> 00:13:05.880]  「哪個是工作來的?」
[00:13:05.880 --> 00:13:06.880]  「他說可以」
[00:13:06.880 --> 00:13:08.880]  「是上帝的工作來的」
[00:13:08.880 --> 00:13:10.880]  「孩子佔長」
[00:13:10.880 --> 00:13:13.880]  「婦人就將他帶到法律的女兒那裡了」
[00:13:13.880 --> 00:13:18.880]  「第四,他就作了他的兒子」
[00:13:18.880 --> 00:13:21.880]  「真厲害」
[00:13:21.880 --> 00:13:25.880]  「也是上帝的手在後面工作」
[00:13:25.880 --> 00:13:27.880]  「見到這個孩子」
[00:13:27.880 --> 00:13:30.880]  「這麼大了?」
[00:13:30.880 --> 00:13:33.880]  「多帥啊」
[00:13:33.880 --> 00:13:35.880]  「聰不聰明伶俐啊?」
[00:13:35.880 --> 00:13:37.880]  「可能已經在家教他了」
[00:13:37.880 --> 00:13:39.880]  「下次見到公主的時候」
[00:13:39.880 --> 00:13:41.880]  「就要說公主平安」
[00:13:41.880 --> 00:13:45.880]  「如果清代就要說家家吉祥」
[00:13:45.880 --> 00:13:47.880]  「你要懂得說這些東西」
[00:13:47.880 --> 00:13:49.880]  「但方方站直一點」
[00:13:49.880 --> 00:13:51.880]  「像我這樣腰都彎了」
[00:13:51.880 --> 00:13:52.880]  「站直一點」
[00:13:52.880 --> 00:13:53.880]  「見到就要跪」
[00:13:53.880 --> 00:13:55.880]  「不要看」
[00:13:55.880 --> 00:13:57.880]  「讓她叫你平身」
[00:13:57.880 --> 00:13:59.880]  「你才可以平身」
[00:13:59.880 --> 00:14:01.880]  「這麼聰明」
[00:14:01.880 --> 00:14:03.880]  「真厲害」
[00:14:03.880 --> 00:14:05.880]  「好吧」
[00:14:05.880 --> 00:14:08.880]  「這個公主應該還沒結婚」
[00:14:08.880 --> 00:14:11.880]  「不過有個」
[00:14:11.880 --> 00:14:13.880]  「就認她做兒子」
[00:14:13.880 --> 00:14:16.880]  「要這麼大人物」
[00:14:16.880 --> 00:14:18.880]  「法老的女兒」
[00:14:18.880 --> 00:14:21.880]  「才能保住這個孩子的命」
[00:14:21.880 --> 00:14:24.880]  「見到上帝的手在工作嗎?」
[00:14:24.880 --> 00:14:25.880]  「第四點」
[00:14:25.880 --> 00:14:27.880]  「就作了她的兒子」
[00:14:27.880 --> 00:14:28.880]  「這是上帝的手」
[00:14:28.880 --> 00:14:30.880]  「大大地工作」
[00:14:30.880 --> 00:14:31.880]  「既然如此」
[00:14:31.880 --> 00:14:33.880]  「我給你改一個名字」
[00:14:33.880 --> 00:14:35.880]  「改這個名字」
[00:14:35.880 --> 00:14:37.880]  「公主改一個名字」
[00:14:37.880 --> 00:14:39.880]  「一定是埃及名」
[00:14:39.880 --> 00:14:41.880]  「名字就叫做」
[00:14:41.880 --> 00:14:42.880]  「好吧」
[00:14:42.880 --> 00:14:44.880]  「我就叫你做Moshe」
[00:14:44.880 --> 00:14:45.880]  「Moshe」
[00:14:45.880 --> 00:14:47.880]  「英文叫Moses」
[00:14:47.880 --> 00:14:49.880]  「其實翻譯得不好」
[00:14:49.880 --> 00:14:50.880]  「Moshe」
[00:14:50.880 --> 00:14:52.880]  「Moshe」
[00:14:52.880 --> 00:14:53.880]  「重音在後面」
[00:14:53.880 --> 00:14:54.880]  「Moshe」
[00:14:54.880 --> 00:14:56.880]  「Moshe」
[00:14:56.880 --> 00:14:58.880]  「可以翻譯成什麼呢?」
[00:14:58.880 --> 00:15:03.880]  「Mosab」
[00:15:03.880 --> 00:15:05.880]  「這些名字這麼難聽」
[00:15:05.880 --> 00:15:06.880]  「Moshe」
[00:15:06.880 --> 00:15:08.880]  「Moshe」的意思其實很簡單
[00:15:08.880 --> 00:15:09.880]  「被拉的」
[00:15:09.880 --> 00:15:11.880]  「不是被警察拉的拉」
[00:15:11.880 --> 00:15:13.880]  「是被拉上來」
[00:15:13.880 --> 00:15:15.880]  「拉上來的意思」
[00:15:15.880 --> 00:15:17.880]  「是我拉他上來的」
[00:15:17.880 --> 00:15:19.880]  「其實他真的被拉上來」
[00:15:19.880 --> 00:15:22.880]  「他只不過是一個奴隸的兒子」
[00:15:22.880 --> 00:15:24.880]  「而且男子是要死的」
[00:15:24.880 --> 00:15:26.880]  「不過今天他拉他上來」
[00:15:26.880 --> 00:15:27.880]  「做我兒子」
[00:15:27.880 --> 00:15:28.880]  「其實應該是這樣」
[00:15:28.880 --> 00:15:31.880]  「然後就說」
[00:15:31.880 --> 00:15:33.880]  「如果我們在屬靈就是」
[00:15:33.880 --> 00:15:35.880]  「這個必死的」
[00:15:35.880 --> 00:15:37.880]  「希伯來男子」
[00:15:37.880 --> 00:15:39.880]  「竟然做了」
[00:15:39.880 --> 00:15:42.880]  「埃及法老的養子」
[00:15:42.880 --> 00:15:44.880]  「那就是拉上來了」
[00:15:44.880 --> 00:15:45.880]  「是不是上帝拉他上來」
[00:15:45.880 --> 00:15:47.880]  「屬靈上這麼看」
[00:15:47.880 --> 00:15:48.880]  「這個公主就說」
[00:15:48.880 --> 00:15:49.880]  「好吧」
[00:15:49.880 --> 00:15:51.880]  「我就拒絕我的兒子」
[00:15:51.880 --> 00:15:53.880]  「我要跟他改個名字」
[00:15:53.880 --> 00:15:54.880]  「就叫Moshe」
[00:15:54.880 --> 00:15:55.880]  「Moshe」
[00:15:55.880 --> 00:15:56.880]  「意思說」
[00:15:56.880 --> 00:15:59.880]  「因我把他從水裡拉上來」
[00:15:59.880 --> 00:16:01.880]  「拉出來」
[00:16:01.880 --> 00:16:04.880]  「中文聖經和本是意思說」
[00:16:04.880 --> 00:16:06.880]  「所以會令人覺得」
[00:16:06.880 --> 00:16:09.880]  「摩西的名字這個意思」
[00:16:09.880 --> 00:16:12.880]  「Moshe就是因我把他從水裡拉上來」
[00:16:12.880 --> 00:16:15.880]  「摩西這個名Moshe是什麼意思」
[00:16:15.880 --> 00:16:17.880]  「是因我把他從水裡拉上來」
[00:16:17.880 --> 00:16:19.880]  「其實不是」
[00:16:19.880 --> 00:16:23.880]  「你看到我用藍色寫意思兩個字」
[00:16:23.880 --> 00:16:25.880]  「括號」
[00:16:25.880 --> 00:16:28.880]  「如果我用藍色在這些powerpoint」
