
[00:00:00.000 --> 00:00:02.000]  在聽信息之前 我們再一次祈禱
[00:05:11.320 --> 00:05:12.800]  得救的人果然不多
[00:05:12.800 --> 00:05:13.520]  可主
[00:05:13.520 --> 00:05:16.800]  耶穌繞個圈去回答祂
[00:05:18.200 --> 00:05:20.280]  我請你讀以下,這裡
[00:05:20.280 --> 00:05:22.880]  耶穌對眾人說
[00:05:22.880 --> 00:05:25.760]  你們要努力進閘門
[00:05:25.760 --> 00:05:27.560]  我告訴你們
[00:05:27.560 --> 00:05:30.920]  將來有許多人想要進去
[00:05:30.920 --> 00:05:32.800]  卻不能
[00:05:32.800 --> 00:05:34.480]  呼音書有兩處記載
[00:05:34.480 --> 00:05:37.320]  耶穌用閘門來做比喻
[00:05:37.320 --> 00:05:39.400]  剛才師伯幫我們獻唱的那首詩歌
[00:05:39.400 --> 00:05:40.280]  《閘路》
[00:05:40.280 --> 00:05:42.760]  其實是出自《馬太福音》第七章
[00:05:42.760 --> 00:05:43.200]  那裡說
[00:05:43.200 --> 00:05:44.840]  耶穌說你們要進閘門
[00:05:44.840 --> 00:05:46.440]  因為引到滅亡
[00:05:46.440 --> 00:05:49.240]  那門是寬的,路是大的
[00:05:49.240 --> 00:05:51.120]  進去的人也多
[00:05:51.120 --> 00:05:52.680]  引到永生
[00:05:52.680 --> 00:05:55.600]  那門是窄的,路是小的
[00:05:55.600 --> 00:05:57.280]  找著的人也少
[00:05:57.280 --> 00:05:59.560]  那裡說
[00:05:59.560 --> 00:06:01.120]  兩道門,兩條路
[00:06:01.120 --> 00:06:04.480]  但是在《路加福音》這裡用閘門
[00:06:04.480 --> 00:06:06.640]  只是單單說一件事
[00:06:06.640 --> 00:06:08.560]  是救恩的門
[00:06:08.560 --> 00:06:11.040]  凡從這個門進去的
[00:06:11.040 --> 00:06:12.760]  就必然得救
[00:06:12.760 --> 00:06:14.880]  在末日裡面完全得救
[00:06:16.160 --> 00:06:17.280]  閘門
[00:06:17.280 --> 00:06:19.680]  它用這個景象來表達
[00:06:19.680 --> 00:06:22.240]  不容易走進去的
[00:06:22.240 --> 00:06:24.800]  是要花功夫、花力氣
[00:06:24.800 --> 00:06:26.320]  付出代價才能進去的
[00:06:26.320 --> 00:06:28.200]  古時在以色列的地方
[00:06:28.200 --> 00:06:32.080]  那些城會有一個大的城門
[00:06:32.080 --> 00:06:32.720]  有些日子
[00:06:32.720 --> 00:06:33.360]  譬如安息日
[00:06:33.360 --> 00:06:35.040]  他們會關上的
[00:06:35.040 --> 00:06:37.000]  不過依然有些人要出入的
[00:06:37.000 --> 00:06:39.440]  他們就會留了一道小門
[00:06:39.440 --> 00:06:41.600]  這個小門只能讓那個人
[00:06:41.600 --> 00:06:43.240]  緊緊地通過而已
[00:06:43.240 --> 00:06:45.040]  可能要弄低頭
[00:06:45.040 --> 00:06:46.320]  腳要提高一點
[00:06:46.320 --> 00:06:48.760]  才能進去一個很小的門
[00:06:48.760 --> 00:06:50.880]  但是他身上背的大的背包
[00:06:50.880 --> 00:06:52.000]  重擔貨物
[00:06:52.000 --> 00:06:54.360]  帶的牛、驢
[00:06:54.360 --> 00:06:55.840]  那些車
[00:06:55.840 --> 00:06:58.040]  全部都進不了城
[00:06:58.040 --> 00:07:01.080]  他要放下這些屬於他的東西
[00:07:01.080 --> 00:07:03.440]  放下他背上的重擔
[00:07:03.440 --> 00:07:07.120]  代表著人要放下對自己所擁有的
[00:07:07.120 --> 00:07:10.280]  對自己那一份的自誇、自義、自傲
[00:07:10.280 --> 00:07:12.600]  進入這個救恩的門
[00:07:12.600 --> 00:07:14.840]  法利塞人就是放不下的
[00:07:14.840 --> 00:07:16.200]  他們進不了
[00:07:16.200 --> 00:07:17.760]  他帶著他的身份、地位
[00:07:17.760 --> 00:07:20.200]  他所自誇、自義、自傲的東西
[00:07:20.200 --> 00:07:23.160]  進不了救恩的門
[00:07:23.160 --> 00:07:25.600]  所以耶穌對眾人說
[00:07:25.600 --> 00:07:29.040]  你們要努力進閘門
[00:07:29.040 --> 00:07:30.200]  也就像這裡
[00:07:30.200 --> 00:07:32.520]  我們香港沒有閘門的
[00:07:32.520 --> 00:07:34.080]  就像店舖的閘門
[00:07:34.080 --> 00:07:34.920]  下了一半
[00:07:34.920 --> 00:07:36.080]  就是關門
[00:07:36.080 --> 00:07:38.640]  裡面的職員還要進出的
[00:07:38.640 --> 00:07:39.640]  那就下了一半
[00:07:39.640 --> 00:07:40.960]  遮著玻璃門一半
[00:07:40.960 --> 00:07:42.480]  然後那個職員要怎樣?
[00:07:42.480 --> 00:07:45.280]  摀低身 很辛苦
[00:07:45.280 --> 00:07:47.760]  縮起來才可以穿過
[00:07:47.760 --> 00:07:49.200]  都是要一個代價的努力
[00:07:49.200 --> 00:07:53.160]  低頭謙卑
[00:07:53.160 --> 00:07:56.800]  耶穌說你們要這樣努力去進閘門
[00:07:56.800 --> 00:07:58.280]  閘門是教一個門
[00:07:58.280 --> 00:07:59.360]  那你問
[00:07:59.360 --> 00:08:01.520]  不是教過我們
[00:08:01.520 --> 00:08:03.720]  我們沒有人可以憑著自己的力量
[00:08:03.720 --> 00:08:05.840]  可以得救的嗎?
[00:08:05.840 --> 00:08:06.800]  沒錯
[00:08:06.800 --> 00:08:08.440]  得救是單靠恩典的
[00:08:08.440 --> 00:08:11.160]  不是靠我們做了什麼好的事情
[00:08:11.160 --> 00:08:12.280]  好的行為
[00:08:12.280 --> 00:08:14.160]  耶穌並不在說你努力
[00:08:14.160 --> 00:08:16.560]  找方法進入神的國
[00:08:16.560 --> 00:08:18.160]  聖經很清楚告訴我們
[00:08:18.160 --> 00:08:20.720]  所有我們能夠得到的救恩恩典
[00:08:20.720 --> 00:08:22.240]  只有一樣是耶穌的恩典
[00:08:22.240 --> 00:08:24.160]  這個救恩
[00:08:24.160 --> 00:08:26.920]  神主動開始的
[00:08:26.920 --> 00:08:27.920]  神創立救恩
[00:08:27.920 --> 00:08:29.160]  呼召人歸向祂
[00:08:29.160 --> 00:08:30.040]  祂幫助人
[00:08:30.040 --> 00:08:31.520]  祂感動人行善
[00:08:31.520 --> 00:08:33.760]  一切都由神做主動
[00:08:33.760 --> 00:08:37.080]  同時聖經也有很多地方告訴我們
[00:08:37.080 --> 00:08:39.160]  作為基督徒的聽
[00:08:39.160 --> 00:08:41.480]  我們在這條路上
[00:08:41.480 --> 00:08:43.320]  依然要追求
[00:08:43.320 --> 00:08:45.040]  依然要長進
[00:08:45.040 --> 00:08:47.840]  依然要盡心
[00:08:47.840 --> 00:08:49.080]  彼得曾經勉勵信徒說
[00:08:49.080 --> 00:08:51.160]  你們當救自己
[00:08:51.160 --> 00:08:55.240]  脫離這彎曲的世代
[00:08:55.240 --> 00:08:56.840]  喜伯來書四章也說過
[00:08:56.840 --> 00:08:59.960]  我們無要竭力進入那岸城
[00:08:59.960 --> 00:09:01.920]  都是表達人的努力
[00:09:01.920 --> 00:09:05.560]  跟耶穌這裡說的是如出一轍
[00:09:05.560 --> 00:09:06.800]  我們敬愛的滕近輝牧師
[00:09:06.800 --> 00:09:10.160]  曾經在一本書上這樣說過
[00:09:10.160 --> 00:09:13.440]  我們很多時候基督徒只有一半的真理
[00:09:13.440 --> 00:09:16.680]  我們往往就是將一切都推給神
[00:09:16.680 --> 00:09:18.400]  置身事外
[00:09:18.400 --> 00:09:20.200]  等到神來到成就一切
[00:09:20.200 --> 00:09:22.520]  這是一半的真理
[00:09:22.520 --> 00:09:23.320]  這樣的話
[00:09:23.320 --> 00:09:25.280]  一切都交給神
[00:09:25.280 --> 00:09:29.000]  只會造成我們軟弱無力
[00:09:29.000 --> 00:09:30.000]  彭牧師繼續指出
[00:09:30.000 --> 00:09:31.800]  我們基督徒的人生
[00:09:31.800 --> 00:09:34.120]  是應該被動的主動
[00:09:34.120 --> 00:09:35.440]  意思就是
[00:09:35.440 --> 00:09:38.120]  我們很積極地響應神的主動
[00:09:38.120 --> 00:09:39.680]  神給救恩我們
[00:09:39.680 --> 00:09:41.840]  神在我們心裡面運行
[00:09:41.840 --> 00:09:43.480]  同時我們人呢
[00:09:43.480 --> 00:09:45.400]  我們要配合的
[00:09:45.400 --> 00:09:46.760]  我們要響應的
[00:09:46.760 --> 00:09:49.080]  我們要立志行善
[00:09:49.080 --> 00:09:51.720]  立完志要行出來的
[00:09:51.720 --> 00:09:54.400]  這個是努力
[00:09:54.400 --> 00:09:57.200]  所以那個人在路上問的問題
[00:09:57.200 --> 00:10:01.480]  他說進入神國的人有多少啊
[00:10:01.480 --> 00:10:04.440]  他在問一些心愛的事
[00:10:04.440 --> 00:10:06.040]  他想知道一個大概
[00:10:06.040 --> 00:10:07.400]  很想了解一下
[00:10:07.400 --> 00:10:10.680]  到底將來真的有多少人能進去
[00:10:10.680 --> 00:10:13.080]  但耶穌卻是將祂的目光和焦點
[00:10:13.080 --> 00:10:17.120]  轉向祂自己要面對的事情
[00:10:17.120 --> 00:10:20.840]  因為福音是關乎每一個人的事
[00:10:20.840 --> 00:10:25.640]  更加是關乎你個人的事
[00:10:25.640 --> 00:10:27.640]  你不要八卦
[00:10:27.640 --> 00:10:28.640]  是這個很重要
[00:10:28.640 --> 00:10:30.400]  但是你更加要看
[00:10:30.400 --> 00:10:31.680]  你自己個人
[00:10:31.680 --> 00:10:36.920]  是不是已經真切地對福音作出回應
[00:10:36.920 --> 00:10:38.160]  耶穌繼續在那裡說
[00:10:38.160 --> 00:10:39.080]  我告訴你們
[00:10:39.080 --> 00:10:42.000]  將來有許多人想要進去
[00:10:42.000 --> 00:10:44.480]  將來是在講末日審判的時候
[00:10:44.480 --> 00:10:45.320]  在那一刻
[00:10:45.320 --> 00:10:46.520]  有很多人在那時候
[00:10:46.520 --> 00:10:49.200]  想要進入這裡的救恩的門
[00:10:49.200 --> 00:10:52.120]  卻不能
[00:10:52.120 --> 00:10:54.640]  今天主耶穌救你
[00:10:54.640 --> 00:10:58.120]  你要努力配合的
[00:10:58.120 --> 00:11:00.200]  好像你掉進海裡
[00:11:00.200 --> 00:11:03.680]  有一艘船丟一個救生圈給你
[00:11:03.680 --> 00:11:04.480]  你不會叫它
[00:11:04.480 --> 00:11:07.000]  你丟準一點,套著我,就在那裡浮
[00:11:07.000 --> 00:11:09.480]  不會,你會努力捉住
[00:11:09.480 --> 00:11:11.480]  捉住之後你不要放
[00:11:11.480 --> 00:11:13.400]  一直捉住那個救生圈
[00:11:13.400 --> 00:11:17.320]  到你上了那艘船
[00:11:17.320 --> 00:11:19.120]  不只是得到那張票就算了
[00:11:19.120 --> 00:11:21.760]  就當沒事了
[00:11:21.760 --> 00:11:25.120]  今天很多人對這件重要的事掉以輕心
[00:11:25.120 --> 00:11:27.480]  以為拿了一張入場券
[00:11:27.480 --> 00:11:29.480]  以為做了一個決置
[00:11:29.480 --> 00:11:35.200]  洗了禮,行了,安心了,就走開了
[00:11:35.200 --> 00:11:39.480]  耶穌說你要努力捉緊
[00:11:39.480 --> 00:11:41.960]  你不要回去背世界的東西
[00:11:41.960 --> 00:11:43.000]  在那個閘門前面
[00:11:43.000 --> 00:11:46.440]  你就繼續背,轉頭就走了
[00:11:46.440 --> 00:11:50.560]  耶穌說你要進閘門
[00:11:50.560 --> 00:11:52.640]  目標目的地很清晰的
[00:11:52.640 --> 00:11:58.080]  就是要我們進入永恆的救恩裡面
[00:11:58.080 --> 00:12:03.280]  第二,目標說了時限
[00:12:03.280 --> 00:12:06.160]  繼續說讀書寫字的事情
[00:12:06.160 --> 00:12:07.800]  最近小朋友考試
[00:12:07.800 --> 00:12:11.360]  所以一直想起這些例子
[00:12:11.360 --> 00:12:12.840]  不少人都有這樣的經驗
[00:12:12.840 --> 00:12:15.760]  身為一個學生,其實目標很清晰的
[00:12:15.760 --> 00:12:19.000]  就是要升班進級畢業
[00:12:19.000 --> 00:12:21.480]  小朋友花最多時間學習
[00:12:21.480 --> 00:12:26.080]  這是他們在那個階段裡最重要的工作
[00:12:26.080 --> 00:12:29.680]  時限會來的,因為每年都有考試,大考
[00:12:29.680 --> 00:12:30.760]  能不能夠進級
[00:12:30.760 --> 00:12:32.480]  就真的看他有沒有把握
[00:12:32.480 --> 00:12:34.440]  在他這個時限未到之前
[00:12:34.440 --> 00:12:37.960]  這個空間去預備,去溫習
[00:12:37.960 --> 00:12:40.480]  但你知道日子一天一天減少
[00:12:40.480 --> 00:12:42.560]  如果他很清楚自己要做的事情
[00:12:42.560 --> 00:12:44.520]  他無論如何都安排時間溫習
[00:12:44.520 --> 00:12:45.800]  那是沒有問題的
[00:12:45.800 --> 00:12:48.320]  但你知道,你做過小朋友,你做過學生
[00:12:48.320 --> 00:12:49.400]  我們往往都是希望
[00:12:49.400 --> 00:12:53.240]  將我們喜歡做的事,玩的事
[00:12:53.240 --> 00:12:55.400]  那個時間最大化的
[00:12:55.400 --> 00:12:57.800]  無時無刻都想著玩一下
[00:12:57.800 --> 00:13:00.600]  如果老師給多一份功課,你會埋怨
[00:13:00.600 --> 00:13:03.400]  兩份功課你差不多要就坐他了
[00:13:03.400 --> 00:13:08.480]  所以呢,孩子總是希望做自己喜歡做的事
[00:13:08.480 --> 00:13:12.640]  他不一定向著這個目標進發的
[00:13:12.640 --> 00:13:15.080]  有時候更加不當是一回事
[00:13:15.080 --> 00:13:17.400]  忘記了自己最重要的就是
[00:13:17.400 --> 00:13:21.000]  要在這個階段努力溫習
[00:13:21.000 --> 00:13:23.760]  家長會怎麼說
[00:13:23.760 --> 00:13:25.760]  好溫習了
[00:13:25.760 --> 00:13:28.000]  你有沒有說過?家長
[00:13:28.000 --> 00:13:29.440]  還玩?
[00:13:29.440 --> 00:13:31.240]  用心吧
[00:13:31.240 --> 00:13:34.200]  你真的要好好預備考試即將來臨
[00:13:34.200 --> 00:13:36.840]  有些孩子你可能更加要跟他說
[00:13:36.840 --> 00:13:38.360]  你要升班的
[00:13:38.360 --> 00:13:40.080]  你不努力一點是不行的
[00:13:40.080 --> 00:13:42.200]  有些孩子你可能要跟他說
[00:13:42.200 --> 00:13:43.360]  你要預備
[00:13:43.360 --> 00:13:44.720]  你很想進入那個學校,是不是?
[00:13:44.720 --> 00:13:47.600]  你要努力才行
[00:13:47.600 --> 00:13:50.240]  福音很重要
[00:13:50.240 --> 00:13:53.080]  要信耶穌,要找根究因
[00:13:53.080 --> 00:13:54.440]  你說,牧師
[00:13:54.440 --> 00:13:57.200]  這裡誰不知道
[00:13:57.200 --> 00:14:00.000]  我們大部分都信了耶穌
[00:14:00.000 --> 00:14:01.400]  是的,不過我請你看清楚一點
[00:14:01.400 --> 00:14:04.720]  耶穌就是對那些跟在他身邊的人
[00:14:04.720 --> 00:14:06.720]  去說這句話
[00:14:06.720 --> 00:14:09.160]  你們要努力進入閘門
[00:14:09.160 --> 00:14:13.600]  就是說有些人不夠努力
[00:14:13.600 --> 00:14:16.800]  主動的被動,沒有了
[00:14:16.800 --> 00:14:18.320]  沒有積極的響應
[00:14:18.320 --> 00:14:21.400]  是軟弱無力的基督徒
[00:14:21.400 --> 00:14:23.520]  所以耶穌繼續用這個閘門的比喻
[00:14:23.520 --> 00:14:26.800]  祂說不單止門是很狹小
[00:14:26.800 --> 00:14:28.920]  很難走進去
[00:14:28.920 --> 00:14:32.200]  還有一個時限
[00:14:32.200 --> 00:14:33.680]  我請你讀這一節經文
[00:14:33.680 --> 00:14:34.680]  預備起
[00:14:34.680 --> 00:14:38.840]  等到天下之主起來關了門
[00:14:38.840 --> 00:14:42.800]  你們才站在外面敲門說
[00:14:42.800 --> 00:14:45.560]  主啊,給我們開門
[00:14:45.560 --> 00:14:48.080]  他要回答你們說
[00:14:48.080 --> 00:14:50.160]  我不認識你們
[00:14:50.160 --> 00:14:54.040]  不知道你們是哪裡來的
[00:14:54.040 --> 00:14:56.880]  一開始「等到」是在說
[00:14:56.880 --> 00:14:58.680]  「夠鐘」
[00:14:58.680 --> 00:15:01.080]  「time's up」
[00:15:01.080 --> 00:15:03.440]  「夠鐘」是什麼?
[00:15:03.440 --> 00:15:05.800]  是「限度」
[00:15:05.800 --> 00:15:08.400]  那個一家之主,那個家主,那個主人
[00:15:08.400 --> 00:15:10.080]  其實耶穌是在說自己
[00:15:10.080 --> 00:15:12.960]  祂會站起來關門
[00:15:12.960 --> 00:15:14.840]  從二十九節後面的經文
[00:15:14.840 --> 00:15:17.640]  我們看到關門做什麼?
[00:15:17.640 --> 00:15:19.040]  不是睡覺
[00:15:19.040 --> 00:15:25.120]  是說他們要開始在神國裡的盛大的筵席
[00:15:25.120 --> 00:15:27.520]  天國的筵席的場面
[00:15:27.520 --> 00:15:29.040]  在這一刻開始
[00:15:29.040 --> 00:15:32.680]  一家之主決定什麼時候開始宴會
[00:15:32.680 --> 00:15:36.280]  好像你去喝酒
[00:15:36.280 --> 00:15:38.960]  那誰決定什麼時候開始的筵席?
[00:15:38.960 --> 00:15:41.360]  都是問那對新人的
[00:15:41.360 --> 00:15:43.240]  就是拍完照了沒有?
[00:15:43.240 --> 00:15:45.400]  換好衣服就可以告訴侍應
[00:15:45.400 --> 00:15:46.760]  那就開始進場了
[00:15:46.760 --> 00:15:49.840]  開門的、關門的就開始了
[00:15:49.840 --> 00:15:51.240]  就是這樣
[00:15:51.240 --> 00:15:53.680]  一家之主決定請什麼人
[00:15:53.680 --> 00:15:55.680]  他決定什麼時候關門
[00:15:55.680 --> 00:16:00.800]  關門就代表沒有人可以再自己進來
[00:16:00.800 --> 00:16:04.720]  沒有人按自己的喜好時間表來參加這個筵席
[00:16:04.720 --> 00:16:08.000]  時限將到,家主要關門
[00:16:08.000 --> 00:16:11.000]  門一關了,內外分明
[00:16:11.000 --> 00:16:13.200]  裡面的就是自己人
[00:16:13.200 --> 00:16:16.440]  吃飯代表接納這個猶太人的文化
[00:16:16.440 --> 00:16:22.040]  外面的就是外人、無關的人
[00:16:22.040 --> 00:16:24.360]  時限到了
[00:16:24.360 --> 00:16:27.000]  你們才
[00:16:27.000 --> 00:16:30.160]  原本的文字其實是有這個字的
[00:16:30.160 --> 00:16:33.560]  你們才開始
[00:16:33.560 --> 00:16:34.720]  開始做什麼?
[00:16:34.720 --> 00:16:36.720]  才開始站在門外
[00:16:36.720 --> 00:16:38.120]  開始去敲門
[00:16:38.120 --> 00:16:41.320]  開始去求
[00:16:41.320 --> 00:16:46.880]  就好像考試,考官說「time up, pants down」
[00:16:46.880 --> 00:16:48.160]  「夠鐘,放下筆」
[00:16:48.160 --> 00:16:50.280]  你那時候才知道筆寫
[00:16:50.280 --> 00:16:53.680]  不行的,收卷了
[00:16:53.680 --> 00:16:55.280]  過了
[00:16:55.280 --> 00:16:58.000]  你那時候才去敲門?
[00:16:58.000 --> 00:16:59.400]  沒用的了
[00:16:59.400 --> 00:17:03.120]  但你又明明記得耶穌教過我們祈禱
[00:17:03.120 --> 00:17:05.880]  「你們祈求,就給你們,尋找就尋見」
[00:17:05.880 --> 00:17:07.680]  「敲門就點話」
[00:17:07.680 --> 00:17:13.800]  「給你們開門,那就敲門」
[00:17:13.800 --> 00:17:18.160]  今天的門是開著的
[00:17:18.160 --> 00:17:21.440]  或者是你去敲就開了
[00:17:21.440 --> 00:17:23.960]  但到那個時限來到的時候
[00:17:23.960 --> 00:17:28.440]  就關了,不再開,永遠不開了
[00:17:28.440 --> 00:17:29.640]  時限已過了
[00:17:29.640 --> 00:17:33.640]  那個時候才開始來敲門
[00:17:33.640 --> 00:17:35.320]  沒有了
[00:17:35.320 --> 00:17:41.600]  耶穌強調人要在今世及時回轉,歸向神
[00:17:41.600 --> 00:17:43.560]  今世好像有很多的機會
[00:17:43.560 --> 00:17:45.560]  但你要把握的
[00:17:45.560 --> 00:17:50.280]  今天你做的決定是影響你將來在神面前的結局
[00:17:50.280 --> 00:17:54.720]  前兩個星期說了
[00:17:54.720 --> 00:17:56.520]  那些人怎麼說?
[00:17:56.520 --> 00:17:58.320]  敲門的時候他們說
[00:17:58.320 --> 00:18:00.920]  「主啊,給我們開門」
[00:18:00.920 --> 00:18:03.160]  他們不明白自己為什麼進不去
[00:18:03.160 --> 00:18:05.960]  他覺得主應該認識他們,他們說「主啊」
[00:18:05.960 --> 00:18:08.400]  他還老實不客氣說「給我們開門」
[00:18:08.400 --> 00:18:11.720]  其實原文這個句子是命令
[00:18:11.720 --> 00:18:16.680]  「好,開門給我們了」
[00:18:16.680 --> 00:18:18.640]  但主卻回答
[00:18:18.640 --> 00:18:20.960]  「我不認識你們」
