
[00:00:00.000 --> 00:00:05.440]  今天和大家分享的經文是在《事之記》第四章
[00:09:42.440 --> 00:09:44.360]  神去用耳筏
[00:09:44.360 --> 00:09:45.960]  她是一個左腰
[00:09:45.960 --> 00:09:51.160]  就用她的左腰來對抗敵人
[00:09:51.160 --> 00:09:52.760]  或者在三家
[00:09:52.760 --> 00:09:55.800]  她用這個杆牛棍參宣
[00:09:55.800 --> 00:09:57.040]  用這個用力
[00:09:57.040 --> 00:09:57.960]  或者在大魏
[00:09:57.960 --> 00:10:01.040]  神用大魏幾粒石仔
[00:10:01.040 --> 00:10:04.000]  又或者去到新約的時間
[00:10:04.000 --> 00:10:09.800]  神又用一位女士順拿達香膏
[00:10:09.800 --> 00:10:12.480]  又或者用一個寡婦
[00:10:12.480 --> 00:10:14.840]  兩個小錢
[00:10:14.840 --> 00:10:17.920]  甚至哪怕是五餅二魚
[00:10:17.920 --> 00:10:20.680]  神看到我們手裏有些什麼
[00:10:20.680 --> 00:10:22.440]  今天我們手裏有些什麼呢?
[00:10:22.440 --> 00:10:24.480]  我們願不願意拿出來
[00:10:24.480 --> 00:10:28.720]  然後給神使用來服侍神、服侍人呢?
[00:10:28.720 --> 00:10:32.040]  究竟什麼的魅力、能耐或者權威
[00:10:32.040 --> 00:10:38.440]  令到以色列人都上到底泊拉去聽審判呢?
[00:10:38.440 --> 00:10:42.400]  原來她住的地方就在以色列的中間
[00:10:42.400 --> 00:10:46.200]  所以十二支派很容易就去到那個地方
[00:10:46.200 --> 00:10:48.600]  就好像今天中環那樣
[00:10:48.600 --> 00:10:50.520]  而且她住的地方
[00:10:50.520 --> 00:10:53.560]  在法連山區拉瑪和伯特利中間
[00:10:53.560 --> 00:10:56.920]  有聖所示羅
[00:10:56.920 --> 00:10:59.960]  有宗教的聖地伯特利
[00:10:59.960 --> 00:11:02.360]  神和以色列民立約的事件
[00:11:02.360 --> 00:11:04.880]  都是在這個地方
[00:11:04.880 --> 00:11:08.440]  可以說是一個得天獨厚的地方
[00:11:08.440 --> 00:11:13.120]  所以底泊拉爲人民仲裁作聽衆的法官
[00:11:13.120 --> 00:11:15.320]  解決社會很多的爭端
[00:11:15.320 --> 00:11:18.760]  就好像香港的終審法院、禮賓府
[00:11:18.760 --> 00:11:20.920]  甚至立法會綜合大樓
[00:11:20.920 --> 00:11:23.360]  集結在一箇中環的地方
[00:11:23.360 --> 00:11:27.480]  而底泊拉其實的知名度都不小的
[00:11:27.480 --> 00:11:31.520]  你看她的經文講到
[00:11:31.520 --> 00:11:35.320]  連她在工作的地方有一棵樹
[00:11:35.320 --> 00:11:38.280]  那棵樹都稱爲底泊拉棕樹
[00:11:38.280 --> 00:11:42.360]  所以是受人尊崇的有知名度
[00:11:42.360 --> 00:11:45.760]  我相信有身份就不等於她有好的品格
[00:11:45.760 --> 00:11:49.360]  而底泊拉當時已經治理以色列人一段日子
[00:11:49.360 --> 00:11:52.240]  相信人們都會認識她
[00:11:52.240 --> 00:11:54.280]  知道她的行事爲人
[00:11:54.280 --> 00:11:56.240]  聽聞過她的好名聲
[00:11:56.240 --> 00:12:00.760]  所言所行是有屬神的權柄和智慧
[00:12:00.760 --> 00:12:06.040]  怪不得各支派都上門求助
[00:12:06.040 --> 00:12:09.560]  底泊拉的角色和職事是怎樣的呢?
[00:12:09.560 --> 00:12:13.600]  當我們看第六節、第七節的時間
[00:12:13.600 --> 00:12:21.000]  我們會看到原來她是去呼召巴拉來打仗
[00:12:21.000 --> 00:12:25.640]  所以聽命來召巴拉
[00:12:25.640 --> 00:12:29.280]  她派人從拿伐他利的基底之壩
[00:12:29.280 --> 00:12:32.160]  阿比蘭的遺址巴拉召來到她那裏
[00:12:32.160 --> 00:12:38.160]  又說以色列的神起不吩咐你
[00:12:38.160 --> 00:12:44.320]  你要率領一萬拿伐他利人和西部人上他佛山去
[00:12:44.320 --> 00:12:48.160]  聽命召巴拉
[00:12:48.160 --> 00:12:51.400]  聽命召巴拉
[00:12:51.400 --> 00:12:58.360]  爲什麼底泊拉從老遠的北部拿伐他利找巴拉來呢?
[00:12:58.360 --> 00:13:02.200]  因爲她是先知
[00:13:02.200 --> 00:13:05.000]  她是一個事之身份
[00:13:05.000 --> 00:13:08.200]  底泊拉收到上頭的召喚
[00:13:08.200 --> 00:13:12.400]  她聽命去召巴拉來
[00:13:12.400 --> 00:13:15.640]  你會問她會不會收錯召喚呢?
[00:13:15.640 --> 00:13:19.120]  是否需要事實檢查呢?
[00:13:19.120 --> 00:13:23.200]  我們深信她和神的關係一定很密切
[00:13:23.200 --> 00:13:27.960]  上上使用禱告的熱線毫無阻隔
[00:13:27.960 --> 00:13:29.800]  她明白神的旨意
[00:13:29.800 --> 00:13:32.360]  明白神的心意
[00:13:32.360 --> 00:13:36.320]  當我們明白神的心意的時候
[00:13:36.320 --> 00:13:38.480]  我們就去做了
[00:13:38.480 --> 00:13:42.960]  神的心意是否一定按人或我們自己的期望
[00:13:42.960 --> 00:13:47.040]  就會成就、順風順水呢?
[00:13:47.040 --> 00:13:48.480]  未必的
[00:13:48.480 --> 00:13:56.120]  所以我們有這份勇氣去行神、聽命
[00:13:56.120 --> 00:13:59.640]  講神的話、聽命去做神的工作
[00:13:59.640 --> 00:14:03.680]  我們都要有一份勇氣去承擔結果
[00:14:03.680 --> 00:14:06.840]  我相信領袖是更加需要的
[00:14:06.840 --> 00:14:07.800]  就好像彈爾利
[00:14:07.800 --> 00:14:11.600]  當他面對烈火火搖的恐嚇的時候
[00:14:11.600 --> 00:14:13.200]  彈爾利怎樣說呢?
[00:14:13.200 --> 00:14:15.920]  他說「即或不然
[00:14:15.920 --> 00:14:19.360]  我們決不侍奉你的神
[00:14:19.360 --> 00:14:22.960]  拜你的金像」
[00:14:22.960 --> 00:14:29.920]  很多時候當我們去聽命趙巴拉
[00:14:29.920 --> 00:14:32.720]  聽命底波拉、聽命趙巴拉
[00:14:32.720 --> 00:14:35.920]  聽命
[00:14:35.920 --> 00:14:39.320]  真的和我們的禱告生活是有關的
[00:14:39.320 --> 00:14:43.320]  以前在神學院裏有一位醫生李醫生
[00:14:43.320 --> 00:14:47.520]  他自己也在公立醫院來診症
[00:14:47.520 --> 00:14:49.120]  他和我們講一個見證
[00:14:49.120 --> 00:14:52.080]  他說當病人進來診症的時候
[00:14:52.080 --> 00:14:55.320]  他一定先爲他祈禱
[00:14:55.320 --> 00:14:57.480]  有一次有一個病人進來
[00:14:57.480 --> 00:14:59.680]  他說他發燒
[00:14:59.680 --> 00:15:03.880]  今天發燒就一定不給你照肺
[00:15:03.880 --> 00:15:06.200]  在當年就不會了
[00:15:06.200 --> 00:15:10.880]  發燒就喫退燒丸
[00:15:10.880 --> 00:15:13.720]  但是他的心裏
[00:15:13.720 --> 00:15:16.440]  好像神說給他聽
[00:15:16.440 --> 00:15:19.440]  要和這個病人照肺
[00:15:19.440 --> 00:15:21.080]  他就去照肺
[00:15:21.080 --> 00:15:23.360]  誰知道一照肺
[00:15:23.360 --> 00:15:26.200]  原來這個病人就喫花生
[00:15:26.200 --> 00:15:28.600]  喫了花生吞錯了
[00:15:28.600 --> 00:15:32.160]  就在肺發炎
[00:15:32.160 --> 00:15:34.400]  所以他發燒
[00:15:34.400 --> 00:15:39.400]  所以李醫生說當他去診症的時候
[00:15:39.400 --> 00:15:44.320]  他要和上頭有一個很直接的溝通
[00:15:44.320 --> 00:15:45.360]  聽命
[00:15:45.360 --> 00:15:48.840]  以至當他去看診症的時候
[00:15:48.840 --> 00:15:53.840]  他能夠更加知道這個病人的需要
[00:15:53.840 --> 00:15:56.840]  結連上面
[00:15:56.840 --> 00:15:57.880]  很重要
[00:15:57.880 --> 00:16:00.200]  但底波拉不單止結連上面
[00:16:00.200 --> 00:16:03.160]  他更加是結連地面
[00:16:03.160 --> 00:16:06.880]  底波拉不是不食人間煙火的天子
[00:16:06.880 --> 00:16:11.200]  相信他和支派之間是保持很緊密的聯繫
[00:16:11.200 --> 00:16:12.360]  他知道世情
[00:16:12.360 --> 00:16:13.840]  他知道他們的苦況
[00:16:13.840 --> 00:16:18.320]  他知道他們受欺壓是很痛苦
[00:16:18.320 --> 00:16:20.880]  另外他選巴拉
[00:16:20.880 --> 00:16:24.400]  當時被欺壓得最厲害
[00:16:24.400 --> 00:16:27.600]  就是北部的拿伐塔利基底士
[00:16:27.600 --> 00:16:30.320]  他派人去那裏召巴拉將軍來
[00:16:30.320 --> 00:16:33.840]  相信最清楚那個欺壓的情況
[00:16:33.840 --> 00:16:36.080]  巴拉在那裏住
[00:16:36.080 --> 00:16:37.840]  他會感同身受
[00:16:37.840 --> 00:16:40.560]  對抗敵人會比較肉緊
[00:16:40.560 --> 00:16:44.120]  另外他可能有一些錢
[00:16:44.120 --> 00:16:47.760]  所以要徵召一萬名軍人
[00:16:47.760 --> 00:16:50.720]  其實都要有些財力
[00:16:50.720 --> 00:16:52.720]  聽命
[00:16:52.720 --> 00:16:54.320]  召巴拉
[00:16:54.320 --> 00:16:57.960]  另外在六至八節裏
[00:16:57.960 --> 00:16:59.960]  底波拉又收到電話
[00:16:59.960 --> 00:17:01.240]  聽命什麼呢?
[00:17:01.240 --> 00:17:02.480]  講戰略
[00:17:02.480 --> 00:17:05.080]  這場仗是怎樣打的
[00:17:05.080 --> 00:17:07.520]  「耶和華以色列的神豈不吩咐你
[00:17:07.520 --> 00:17:11.800]  你要率領一萬拿伐塔利人和西布倫人
[00:17:11.800 --> 00:17:15.360]  上塔伯山去」
[00:17:15.360 --> 00:17:21.960]  這個「率領」是用「取」字
[00:17:21.960 --> 00:17:24.680]  在呂震忠譯本
[00:17:24.680 --> 00:17:26.040]  「剔」的意思
[00:17:26.040 --> 00:17:32.360]  似乎是跟第七節講到
[00:17:32.360 --> 00:17:38.880]  「我必引耶賓的軍長西德拉跟他的車輛
[00:17:38.880 --> 00:17:42.960]  和蜂擁軍兵往基順河到你那裏
[00:17:42.960 --> 00:17:46.240]  我必把他交在你手中」
[00:17:46.240 --> 00:17:51.240]  說是「率領一萬軍人」
[00:17:51.240 --> 00:17:53.440]  但是敵軍是什麼?
[00:17:53.440 --> 00:17:55.320]  蜂擁的軍兵
[00:17:55.320 --> 00:18:01.840]  所以似乎一萬的軍人
[00:18:01.840 --> 00:18:04.360]  比起敵軍的形勢
[00:18:04.360 --> 00:18:06.640]  似乎以色列這一隊的軍隊
[00:18:06.640 --> 00:18:09.520]  有些「集排軍」的意思
[00:18:09.520 --> 00:18:12.760]  質數、數目都比不上敵軍
[00:18:12.760 --> 00:18:14.200]  但也有好處的
[00:18:14.200 --> 00:18:17.240]  因爲他們會避過敵軍的眼目
[00:18:17.240 --> 00:18:19.040]  各人走些小路
[00:18:19.040 --> 00:18:21.160]  然後去到塔伯山
[00:18:21.160 --> 00:18:23.680]  不會被敵軍知道
[00:18:23.680 --> 00:18:26.880]  可能我們看這場仗
[00:18:26.880 --> 00:18:28.280]  或者這個戰略的時候
[00:18:28.280 --> 00:18:31.400]  我們心裏就會想
[00:18:31.400 --> 00:18:34.640]  之前之後的部署是怎樣的?
[00:18:34.640 --> 00:18:37.280]  爲什麼要集結在塔伯山?
[00:18:37.280 --> 00:18:40.000]  似乎沒有全盤的計劃
[00:18:40.000 --> 00:18:44.120]  國防部、陸軍部有沒有會議記錄?
[00:18:44.120 --> 00:18:45.400]  有沒有開過會?
[00:18:45.400 --> 00:18:47.960]  有沒有通知軍事情報局?
[00:18:47.960 --> 00:18:50.280]  可能我們有很多這些問題
[00:18:50.280 --> 00:18:52.360]  但是神叫他這樣說
[00:18:52.360 --> 00:18:54.600]  他就這樣說這個戰略
[00:18:54.600 --> 00:18:56.600]  其實在《聖經》裏面
[00:18:56.600 --> 00:19:01.880]  也很清楚地說了勝負已經定了
[00:19:01.880 --> 00:19:06.720]  「我必指耶賓的將軍西西拉
[00:19:06.720 --> 00:19:10.840]  率領他的戰車和蜂擁的軍兵
[00:19:10.840 --> 00:19:13.000]  去基順河那裏
[00:19:13.000 --> 00:19:16.600]  然後我必把他交在你手中」
[00:19:16.600 --> 00:19:18.560]  勝負已經預言了
[00:19:18.560 --> 00:19:25.400]  全盤戰略的主席是神
[00:19:25.400 --> 00:19:30.240]  儘管軍備、軍隊的形勢是多麼懸殊
[00:19:30.240 --> 00:19:31.560]  我想問大家
[00:19:31.560 --> 00:19:33.320]  你估你是巴拉
[00:19:33.320 --> 00:19:34.520]  你在場
[00:19:34.520 --> 00:19:35.320]  你是巴拉
[00:19:35.320 --> 00:19:36.880]  你聽到之後
[00:19:36.880 --> 00:19:39.000]  你信不信呢?
[00:19:39.000 --> 00:19:42.880]  你信不信呢?
[00:19:42.880 --> 00:19:45.800]  巴拉心裏邊可能這樣想
[00:19:45.800 --> 00:19:47.080]  就是這麼簡單?
[00:19:47.080 --> 00:19:48.560]  這麼粗疏?
[00:19:48.560 --> 00:19:50.840]  聽完都覺得牙煙
[00:19:50.840 --> 00:19:51.960]  這麼兒戲?
[00:19:51.960 --> 00:19:54.160]  面對這場軍力懸殊的仗
[00:19:54.160 --> 00:19:57.040]  他或許會很害怕
[00:19:57.040 --> 00:19:57.760]  憂慮
[00:19:57.760 --> 00:19:59.240]  十五、十六
[00:19:59.240 --> 00:20:00.440]  沒有勝算的把握
[00:20:00.440 --> 00:20:01.960]  能力不足
[00:20:01.960 --> 00:20:03.840]  是否等於送死呢?
[00:20:03.840 --> 00:20:05.680]  這一切的心情、感受
[00:20:05.680 --> 00:20:08.000]  是很真實
[00:20:08.000 --> 00:20:11.800]  巴拉大可一口拒絕
[00:20:11.800 --> 00:20:13.960]  「我不去」
[00:20:13.960 --> 00:20:15.880]  但是
[00:20:15.880 --> 00:20:21.160]  他如何對底波拉說呢?
[00:20:21.160 --> 00:20:23.200]  「你若跟我去,我就去
[00:20:23.200 --> 00:20:26.240]  你若不跟我去,我就不去」
[00:20:26.240 --> 00:20:29.440]  似乎是附加了條件
[00:20:29.440 --> 00:20:32.360]  這個條件是否表明他
[00:20:32.360 --> 00:20:34.880]  又膽怯、又內弱
[00:20:34.880 --> 00:20:36.760]  又缺乏信心呢?
[00:20:36.760 --> 00:20:38.280]  抑或
[00:20:38.280 --> 00:20:41.880]  儘管他膽怯、他信心不足
[00:20:41.880 --> 00:20:43.200]  能力不足
[00:20:43.200 --> 00:20:47.560]  他仍然願意順服神的吩咐
[00:20:47.560 --> 00:20:51.440]  其實巴拉很認識他自己
[00:20:51.440 --> 00:20:54.720]  約翰韋斯利曾經說過一句這樣的說話
[00:20:54.720 --> 00:20:58.200]  他說要勇於認識自己
[00:20:58.200 --> 00:21:02.000]  Be not afraid
[00:21:02.000 --> 00:21:05.880]  to know yourself
[00:21:05.880 --> 00:21:09.760]  我想起福音書裏面有一個父親
[00:21:09.760 --> 00:21:13.400]  當他求耶穌醫好他的孩子
[00:21:13.400 --> 00:21:18.000]  一個被污淩附身的孩子
[00:21:18.000 --> 00:21:19.840]  耶穌對他這樣說
[00:21:19.840 --> 00:21:23.680]  「再信的人凡事都能」
[00:21:23.680 --> 00:21:27.080]  這個孩子的父親立刻喊着說
[00:21:27.080 --> 00:21:31.800]  「我信,求你幫助我的不信」
[00:21:31.800 --> 00:21:34.760]  又信?又不信?
[00:21:34.760 --> 00:21:39.120]  或者會不會都是反映今天我們的信心
[00:21:39.120 --> 00:21:40.200]  不是不信
[00:21:40.200 --> 00:21:42.760]  我們信,但我們裏面又不信
[00:21:42.760 --> 00:21:45.160]  所以《和合本》裏面也是這樣說
[00:21:45.160 --> 00:21:50.240]  「我信,但我信不足,求主幫助」
[00:21:50.240 --> 00:21:51.880]  值得注意的是
[00:21:51.880 --> 00:21:53.240]  整個故事裏面
[00:21:53.240 --> 00:21:58.720]  其實巴拉只是說過一句對白
[00:21:58.720 --> 00:22:01.480]  之後就形容他行動
[00:22:01.480 --> 00:22:02.440]  積極的行動
[00:22:02.440 --> 00:22:04.440]  在不同的場景出現
[00:22:04.440 --> 00:22:09.120]  爲何巴拉一定要帝玻拉去呢?
