
[00:00:00.000 --> 00:00:02.000]  各位電影姊妹,平安!
[00:05:05.300 --> 00:05:09.300]  並且神賜給我們天上各樣屬靈的福氣
[00:05:09.300 --> 00:05:12.300]  保羅一開始這一大段的頌讚裡面
[00:05:12.300 --> 00:05:14.100]  就讓信徒們看見
[00:05:14.100 --> 00:05:18.900]  我們在基督裡面已經蒙了極大的恩典和福氣
[00:05:18.900 --> 00:05:21.600]  而這個屬天的福氣有什麼呢?
[00:05:21.600 --> 00:05:23.800]  在第四字經文裡面首先提到的
[00:05:23.800 --> 00:05:26.200]  就是被揀選
[00:05:26.200 --> 00:05:31.000]  揀選的原文有自己選出來的意思
[00:05:31.000 --> 00:05:33.200]  當我們回想在舊約聖經裡面
[00:05:33.200 --> 00:05:35.900]  神揀選阿伯拉罕
[00:05:35.900 --> 00:05:39.700]  要透過他讓萬國得到祝福
[00:05:39.700 --> 00:05:43.000]  後來神揀選以斯特曼作為自己的子民
[00:05:43.000 --> 00:05:45.500]  也都根據生命的記載
[00:05:45.500 --> 00:05:47.000]  並不是因為他們有什麼好
[00:05:47.000 --> 00:05:48.400]  或者他們人多
[00:05:48.400 --> 00:05:50.400]  而是因為這個是神的心意
[00:05:50.400 --> 00:05:53.000]  按著祂的應許來成就
[00:05:53.000 --> 00:05:55.800]  保羅當提到在創立世界以前
[00:05:55.800 --> 00:05:58.800]  神已經在基督裡面揀選了我們
[00:05:58.800 --> 00:06:00.700]  聖經裡所講的揀選
[00:06:00.700 --> 00:06:03.100]  很明顯並不是人的功勞
[00:06:03.100 --> 00:06:06.000]  或者我們有什麼為自己爭取回來的
[00:06:06.000 --> 00:06:10.000]  野神的白白刺下的恩典
[00:06:10.000 --> 00:06:11.800]  回想起我們人生當中
[00:06:11.800 --> 00:06:15.700]  很多事情都要靠自己去爭取的
[00:06:15.700 --> 00:06:18.400]  由家長為子女撲學校
[00:06:18.400 --> 00:06:19.400]  撲幼稚園
[00:06:19.400 --> 00:06:20.800]  這裡申請那裡申請
[00:06:20.800 --> 00:06:21.900]  小學
[00:06:21.900 --> 00:06:23.700]  中學
[00:06:23.700 --> 00:06:25.300]  甚至讀書
[00:06:25.300 --> 00:06:27.200]  爭取好成績
[00:06:27.200 --> 00:06:29.000]  這個DSE放榜
[00:06:29.000 --> 00:06:30.000]  JUPES這樣
[00:06:30.000 --> 00:06:31.700]  派位了
[00:06:31.700 --> 00:06:33.400]  工作就要爭取機會
[00:06:33.400 --> 00:06:36.100]  申請職位的時候要證明自己是合適
[00:06:36.100 --> 00:06:37.400]  甚至社交媒體裡面
[00:06:37.400 --> 00:06:38.400]  你刻意經營的話
[00:06:38.400 --> 00:06:39.800]  你都要想盡方法
[00:06:39.800 --> 00:06:42.400]  去讓人爭取人的注意
[00:06:42.400 --> 00:06:43.200]  久而久之
[00:06:43.200 --> 00:06:46.600]  我不知道會不會將這種的生活模式
[00:06:46.600 --> 00:06:49.000]  帶入了我們自己信仰裡面
[00:06:49.000 --> 00:06:49.800]  會心想
[00:06:49.800 --> 00:06:52.000]  咦 我是不是侍奉夠不夠多呢
[00:06:52.000 --> 00:06:54.100]  我怎樣侍奉神才會喜悅我呢
[00:06:54.100 --> 00:06:57.100]  或者咦 我是不是夠淑齡呢
[00:06:57.100 --> 00:07:00.100]  神才會祝福我 保守我呢
[00:07:00.100 --> 00:07:01.700]  但是《耳福所書》裡面
[00:07:01.700 --> 00:07:05.100]  保羅將我們帶回去福音的根基
[00:07:05.100 --> 00:07:08.400]  就是我們未能夠為神做什麼之前
[00:07:08.400 --> 00:07:11.800]  神已經揀選了我們在基督裡面
[00:07:11.800 --> 00:07:13.400]  接納了我們
[00:07:13.400 --> 00:07:16.800]  並且要塑造我們成為聖潔
[00:07:16.800 --> 00:07:18.500]  好像第四節經文所說
[00:07:18.500 --> 00:07:20.100]  在祂面前成為聖潔
[00:07:20.100 --> 00:07:22.200]  無有瑕疵
[00:07:22.200 --> 00:07:24.900]  而這個身份根據第五節的形容
[00:07:24.900 --> 00:07:27.200]  更加是神收納我們
[00:07:27.200 --> 00:07:29.700]  接納我們成為祂兒女
[00:07:29.700 --> 00:07:31.800]  得著兒子的名分
[00:07:31.800 --> 00:07:33.900]  原本我們因為罪的怨顧
[00:07:33.900 --> 00:07:35.700]  跟神是隔絕的
[00:07:35.700 --> 00:07:37.700]  在舊恩裡面沒有份的
[00:07:37.700 --> 00:07:39.000]  但是神因著愛
[00:07:39.000 --> 00:07:40.100]  藉著耶穌基督
[00:07:40.100 --> 00:07:43.400]  接納我們成為祂的兒女
[00:07:43.400 --> 00:07:46.200]  而這個身份是非常之寶貴的
[00:07:46.200 --> 00:07:48.100]  在世上
[00:07:48.100 --> 00:07:49.600]  假如我們是某某公司的員工
[00:07:49.600 --> 00:07:51.100]  或者是大機構的話
[00:07:51.100 --> 00:07:53.000]  我們都會在辦公的時候
[00:07:53.000 --> 00:07:56.000]  可能是很自豪
[00:07:56.000 --> 00:07:57.300]  但是退休的時候
[00:07:57.300 --> 00:07:59.000]  就再沒有這個身份了
[00:07:59.000 --> 00:08:00.800]  或者曾經有某個學校
[00:08:00.800 --> 00:08:02.100]  院校的學生
[00:08:02.100 --> 00:08:02.900]  畢業之後
[00:08:02.900 --> 00:08:04.500]  我們是校友
[00:08:04.500 --> 00:08:06.000]  但我們就不是學生
[00:08:06.000 --> 00:08:07.900]  或者我們在某個崗位那裡侍奉
[00:08:07.900 --> 00:08:09.800]  十年、二十年、三十年
[00:08:09.800 --> 00:08:13.300]  有一天都需要交棒給後來的人
[00:08:13.300 --> 00:08:16.600]  但是我們是神兒女的身份
[00:08:16.600 --> 00:08:19.400]  在主耶穌基督裡面是永恆的
[00:08:19.400 --> 00:08:22.300]  並不會因為環境而改變
[00:08:22.300 --> 00:08:24.900]  而這些種種天上各樣屬靈的福氣
[00:08:24.900 --> 00:08:26.600]  曾經給我們目的
[00:08:26.600 --> 00:08:27.400]  在第六節
[00:08:27.400 --> 00:08:32.900]  保羅所形容的就是使神的榮耀因典得著稱讚
[00:08:32.900 --> 00:08:36.500]  而這個說話在十二節、十四節裡面都會出現
[00:08:36.500 --> 00:08:40.100]  將這個長的頌讚分成三段
[00:08:40.100 --> 00:08:41.400]  簡單來說
[00:08:41.400 --> 00:08:43.900]  我們在基督裡面蒙簡選
[00:08:43.900 --> 00:08:47.200]  藉著主耶穌基督得著兒女的命分
[00:08:47.200 --> 00:08:50.000]  神使我們聖潔無下
[00:08:50.000 --> 00:08:53.800]  目的就是讓祂的榮耀因典得著稱讚
[00:08:53.800 --> 00:08:57.000]  讓人知道神的大能
[00:08:57.000 --> 00:09:02.600]  想起我們自己以為的蒙福
[00:09:02.600 --> 00:09:05.400]  世界給我們的價值觀
[00:09:05.400 --> 00:09:07.900]  都是要追求人的肯定
[00:09:07.900 --> 00:09:10.000]  追求在世界上有什麼成就
[00:09:10.000 --> 00:09:11.200]  讓自己更有面子
[00:09:11.200 --> 00:09:12.800]  更受人尊重
[00:09:12.800 --> 00:09:14.800]  或讓人畏懼
[00:09:14.800 --> 00:09:17.300]  但是我們在神面前的蒙福
[00:09:17.300 --> 00:09:19.500]  卻是神簡選我們
[00:09:19.500 --> 00:09:22.100]  要讓我們成為聖潔的子民
[00:09:22.100 --> 00:09:25.400]  好讓神的名得到彰顯
[00:09:25.400 --> 00:09:26.900]  而當中的核心
[00:09:26.900 --> 00:09:30.500]  就是在於主耶穌基督為我們成就的救恩
[00:09:30.500 --> 00:09:31.800]  在第七至十節裡面
[00:09:31.800 --> 00:09:34.800]  我們一起看看保羅怎麼寫
[00:09:34.800 --> 00:09:36.000]  預備起
[00:09:36.000 --> 00:09:39.500]  我們藉著愛子血得蒙救贖
[00:09:39.500 --> 00:09:41.400]  過犯得以赦免
[00:09:41.400 --> 00:09:44.100]  乃是照他豐富的恩典
[00:09:44.100 --> 00:09:47.500]  這恩典是神用諸般智慧聰明
[00:09:47.500 --> 00:09:50.700]  匆匆足足賞給我們的
[00:09:50.700 --> 00:09:54.200]  到時照他自己所預定的美意
[00:09:54.200 --> 00:09:57.300]  叫我們知道他指引的奧秘
[00:09:57.300 --> 00:09:59.200]  要照所澎湃的
[00:09:59.200 --> 00:10:01.300]  在日期滿足的時候
[00:10:01.300 --> 00:10:04.400]  使天上地上一切所有的
[00:10:04.400 --> 00:10:08.100]  都在基督裡面同歸於一
[00:10:08.100 --> 00:10:10.000]  請您讚美第二個重點
[00:10:10.000 --> 00:10:11.300]  就是在基督裡面
[00:10:11.300 --> 00:10:14.200]  我們得蒙救贖
[00:10:14.200 --> 00:10:16.100]  救贖的意思
[00:10:16.100 --> 00:10:18.400]  就是有人負上代價
[00:10:18.400 --> 00:10:22.600]  讓人在捆綁當中被釋放
[00:10:22.600 --> 00:10:25.100]  在古代來說可以形容為奴隸
[00:10:25.100 --> 00:10:26.300]  被贖
[00:10:26.300 --> 00:10:28.700]  得回自由的警方
[00:10:28.700 --> 00:10:30.000]  而保羅這裡所說
[00:10:30.000 --> 00:10:32.300]  我們藉愛子的血得蒙救贖
[00:10:32.300 --> 00:10:34.500]  所指向的就是主耶穌基督
[00:10:34.500 --> 00:10:37.100]  在十字架上面犧牲
[00:10:37.100 --> 00:10:39.700]  負上了原本世人犯罪
[00:10:39.700 --> 00:10:42.300]  應該承受的代價
[00:10:42.300 --> 00:10:44.500]  以致我們人類的罪債
[00:10:44.500 --> 00:10:48.000]  得到一筆五毆銷
[00:10:48.000 --> 00:10:50.500]  罪在本質上面
[00:10:50.500 --> 00:10:52.700]  就是人利其臣
[00:10:52.700 --> 00:10:54.500]  靠自己做主
[00:10:54.500 --> 00:10:56.500]  於是這份罪
[00:10:56.500 --> 00:10:57.900]  捆綁人心
[00:10:57.900 --> 00:10:59.900]  讓人自我中心
[00:10:59.900 --> 00:11:02.800]  表現出各種的私慾
[00:11:02.800 --> 00:11:04.100]  驕傲
[00:11:04.100 --> 00:11:05.600]  和人比較
[00:11:05.600 --> 00:11:07.200]  對人憎恨
[00:11:07.200 --> 00:11:11.200]  對物質的貪婪等等
[00:11:11.200 --> 00:11:12.200]  在世界上
[00:11:12.200 --> 00:11:15.700]  人可以在外表上很成功
[00:11:15.700 --> 00:11:17.400]  有錢 有名譽
[00:11:17.400 --> 00:11:18.200]  有地位
[00:11:18.200 --> 00:11:19.300]  受人尊重
[00:11:19.300 --> 00:11:20.700]  受人敬畏
[00:11:20.700 --> 00:11:22.100]  但是他內心
[00:11:22.100 --> 00:11:25.100]  仍然可以被罪克制
[00:11:25.100 --> 00:11:27.100]  他沒有這份真正的自由
[00:11:27.100 --> 00:11:28.400]  去抵擋罪
[00:11:28.400 --> 00:11:31.700]  沒有這份真正的自由去回應神的愛
[00:11:31.700 --> 00:11:33.100]  也沒有這份自由
[00:11:33.100 --> 00:11:36.500]  去愛人如己
[00:11:36.500 --> 00:11:38.000]  回想起我們自己
[00:11:38.000 --> 00:11:39.900]  可能心裏面也有很多
[00:11:39.900 --> 00:11:44.500]  不願意讓人知道的黑暗面
[00:11:44.500 --> 00:11:47.000]  剛才所提到的自私 嫉妒
[00:11:47.000 --> 00:11:49.700]  驕傲 虛假 冷漠等等
[00:11:49.700 --> 00:11:51.500]  或者我們在待人接物裏面
[00:11:51.500 --> 00:11:52.600]  言談當中
[00:11:52.600 --> 00:11:54.200]  或者現在社交媒體
[00:11:54.200 --> 00:11:55.500]  或者留言裏面
[00:11:55.500 --> 00:11:59.500]  有沒有對人造過傷害呢?
[00:11:59.500 --> 00:12:01.200]  假如神按著我們所行的
[00:12:01.200 --> 00:12:02.200]  去審判我們的話
[00:12:02.200 --> 00:12:06.100]  沒有一個人能夠在神面前站立得住
[00:12:06.100 --> 00:12:09.100]  但是福音說給我們聽
[00:12:09.100 --> 00:12:10.900]  我們信靠主耶穌基督
[00:12:10.900 --> 00:12:13.100]  就不被釘錐
[00:12:13.100 --> 00:12:18.300]  因著信被神稱為耳
[00:12:18.300 --> 00:12:21.200]  神並不是看見我們沒有罪
[00:12:21.200 --> 00:12:23.100]  所以接納我們
[00:12:23.100 --> 00:12:24.500]  而是因為主耶穌基督
[00:12:24.500 --> 00:12:27.100]  已經承擔了我們的罪債
[00:12:27.100 --> 00:12:31.000]  使我們在神面前得蒙赦免
[00:12:31.000 --> 00:12:33.100]  而保羅接著繼續說的
[00:12:33.100 --> 00:12:34.300]  就是這個赦免
[00:12:34.300 --> 00:12:36.500]  並不是單是讓我們
[00:12:36.500 --> 00:12:38.800]  能夠減免我們自己的罪疚
[00:12:38.800 --> 00:12:39.600]  或者是
[00:12:39.600 --> 00:12:43.500]  當我們將來走完世上的路程安息的時候
[00:12:43.500 --> 00:12:46.300]  可以與神同在
[00:12:46.300 --> 00:12:48.300]  更加第八節第十節裏面
[00:12:48.300 --> 00:12:51.700]  是講到一個很宏大的事件
[00:12:51.700 --> 00:12:53.800]  就是講到
[00:12:53.800 --> 00:12:55.400]  神要在基督裏面
[00:12:55.400 --> 00:12:57.500]  更新整合
[00:12:57.500 --> 00:12:59.200]  所有創造的一切
[00:12:59.200 --> 00:13:02.000]  在基督裏面同歸於一
[00:13:02.000 --> 00:13:04.600]  而同歸於一這裏的意思
[00:13:04.600 --> 00:13:06.700]  就是將所有東西
[00:13:06.700 --> 00:13:11.300]  都歸在主耶穌基督的權柄之下
[00:13:11.300 --> 00:13:14.400]  當罪進入世間
[00:13:14.400 --> 00:13:16.500]  讓人與神隔絕
[00:13:16.500 --> 00:13:19.700]  亦都讓人與人之間的關係破裂
[00:13:19.700 --> 00:13:22.700]  亦都讓人與世界的關係
[00:13:22.700 --> 00:13:24.800]  整到一團糟
[00:13:24.800 --> 00:13:28.700]  我們亦都不能夠好好管理好這個世界
[00:13:28.700 --> 00:13:30.700]  民族與民族之間彼此仇恨
[00:13:30.700 --> 00:13:32.500]  爭戰
[00:13:32.500 --> 00:13:35.100]  但神在基督裏面所成就的救恩
[00:13:35.100 --> 00:13:38.500]  不單止要一次過處理罪的問題
[00:13:38.500 --> 00:13:42.900]  更是要將一切帶回它的原初
[00:13:42.900 --> 00:13:47.100]  創造宇宙美善的心意當中
[00:13:47.100 --> 00:13:52.200]  所以教會在當中有什麼角色呢?
[00:13:52.200 --> 00:13:55.200]  我希望教會並不是一班
[00:13:55.200 --> 00:13:58.400]  只是有共同興趣的人聚集在一起
[00:13:58.400 --> 00:14:02.400]  為自己為位為舒服而存在的群體
[00:14:02.400 --> 00:14:03.900]  因為我們教會在基督裏面
[00:14:03.900 --> 00:14:08.500]  已經嘗過救贖的恩典
[00:14:08.500 --> 00:14:10.800]  我們亦都被神差遣
[00:14:10.800 --> 00:14:14.100]  去見證神中計劃的群體
[00:14:14.100 --> 00:14:19.500]  這亦是我們活出使命的根底
[00:14:19.500 --> 00:14:21.100]  在家庭裏面
[00:14:21.100 --> 00:14:22.700]  活出使命
[00:14:22.700 --> 00:14:25.500]  可能是指我們要學習
[00:14:25.500 --> 00:14:28.300]  放下我們一些執著
[00:14:28.300 --> 00:14:30.100]  或者在不好關係的時候
[00:14:30.100 --> 00:14:34.000]  我們先開口去修補這份關係
[00:14:34.000 --> 00:14:34.900]  在職場裏面
[00:14:34.900 --> 00:14:37.500]  可能代表著我們不隨波逐流
[00:14:37.500 --> 00:14:40.900]  每個人都做一些捷徑
[00:14:40.900 --> 00:14:42.300]  做一些行為
[00:14:42.300 --> 00:14:44.500]  但你知道不合神心意的時候
[00:14:44.500 --> 00:14:46.700]  你拒絕去做
[00:14:46.700 --> 00:14:47.600]  在教會裏面
[00:14:47.600 --> 00:14:48.700]  活出使命
[00:14:48.700 --> 00:14:52.200]  不單止是做自己喜歡做的事
[00:14:52.200 --> 00:14:53.300]  而是看見
[00:14:53.300 --> 00:14:55.700]  不論是教會肢體有需要
[00:14:55.700 --> 00:14:57.200]  願意補位
[00:14:57.200 --> 00:14:58.700]  一起去承擔
[00:14:58.700 --> 00:15:00.600]  一起去同行
[00:15:00.600 --> 00:15:01.400]  在社會裏面
[00:15:01.400 --> 00:15:02.300]  活出使命
[00:15:02.300 --> 00:15:04.600]  亦都包括關心一些受壓迫
[00:15:04.600 --> 00:15:06.200]  有需要的群體
[00:15:06.200 --> 00:15:07.400]  按我們的能力
[00:15:07.400 --> 00:15:08.700]  按神的恩賜
[00:15:08.700 --> 00:15:10.300]  去施出援手
[00:15:10.300 --> 00:15:13.600]  並且為這個城市祈禱
[00:15:13.600 --> 00:15:15.300]  同樣主耶穌基督的救恩
[00:15:15.300 --> 00:15:16.600]  亦彰顯出來
[00:15:16.600 --> 00:15:18.400]  不單止讓我們得救
[00:15:18.400 --> 00:15:20.200]  更加讓我們明白
[00:15:20.200 --> 00:15:21.300]  神的奧庇
[00:15:21.300 --> 00:15:23.300]  是讓萬物去同歸於
[00:15:23.300 --> 00:15:26.700]  主耶穌基督的權力下面的時候
[00:15:26.700 --> 00:15:29.000]  同樣都是第十二節所說的
[00:15:29.000 --> 00:15:32.800]  使神的榮耀恩典得著稱讚
[00:15:32.800 --> 00:15:34.000]  和第六節有少少不同
[00:15:34.000 --> 00:15:36.900]  第十二節加了一個當中的形容詞
[00:15:36.900 --> 00:15:37.900]  就是從我們
[00:15:37.900 --> 00:15:41.900]  就是首先在基督裏面有盼望的人
[00:15:41.900 --> 00:15:42.800]  保羅當時的意思
[00:15:42.800 --> 00:15:44.300]  可能指第一代的信徒
[00:15:44.300 --> 00:15:47.600]  既然接受了主耶穌基督的恩典見證
[00:15:47.600 --> 00:15:49.300]  亦都可以指我們今時今日
[00:15:49.300 --> 00:15:50.600]  獨省卿的人
[00:15:50.600 --> 00:15:53.000]  對於未認識神的人來說
[00:15:53.000 --> 00:15:55.400]  我們都是首先在基督裏面
[00:15:55.400 --> 00:15:57.700]  有盼望的人
[00:15:57.700 --> 00:16:01.500]  我們經歷過主耶穌基督給我們的各樣的恩惠
[00:16:01.500 --> 00:16:04.400]  我們就不是停留在這些福當中
[00:16:04.400 --> 00:16:06.900]  更加要傳遞恩典
[00:16:06.900 --> 00:16:08.300]  而在傳遞恩典上面
[00:16:08.300 --> 00:16:11.600]  我們更加要看到聖靈怎樣去工作
[00:16:11.600 --> 00:16:14.300]  我們一起讀第十三十四節
[00:16:14.300 --> 00:16:15.000]  預備起
[00:16:15.000 --> 00:16:17.600]  你們既然聽見真理的道
[00:16:17.600 --> 00:16:20.300]  就是那叫你們得救的福音
[00:16:20.300 --> 00:16:21.900]  也信了基督
[00:16:21.900 --> 00:16:26.400]  既然信他就受了所應許的聖靈為恩基
[00:16:26.400 --> 00:16:29.600]  這聖靈是我們得基業的憑據
[00:16:29.600 --> 00:16:32.100]  直等到神之民被贖
[00:16:32.100 --> 00:16:36.000]  使他的榮耀得著稱讚
[00:16:36.000 --> 00:16:38.400]  這裡保羅說到聖靈的工作
[00:16:38.400 --> 00:16:41.300]  就是當信徒聽見真理的道
[00:16:41.300 --> 00:16:42.800]  得救的福音
[00:16:42.800 --> 00:16:44.600]  信了主耶穌之後
[00:16:44.600 --> 00:16:48.800]  就受了所應許的聖靈作為恩基
[00:16:48.800 --> 00:16:52.700]  恩基在古代裡面有幾方面的意思
[00:16:52.700 --> 00:16:54.700]  代表擁有權
[00:16:54.700 --> 00:16:57.700]  例如一個畜牧
[00:16:57.700 --> 00:17:00.900]  牧牛或者很多的牛群羊群
[00:17:00.900 --> 00:17:04.900]  可能主人在牛的身上打了個落印
[00:17:04.900 --> 00:17:07.700]  證明這批牛是屬於他的
[00:17:07.700 --> 00:17:09.900]  表示擁有權
[00:17:09.900 --> 00:17:11.800]  或者不論古代
[00:17:11.800 --> 00:17:12.900]  今時今日
[00:17:12.900 --> 00:17:15.400]  在文件上面蓋印
[00:17:15.400 --> 00:17:18.000]  就是顯示這文件是真實的
[00:17:18.000 --> 00:17:21.300]  也有蓋印所帶來的權柄
[00:17:21.300 --> 00:17:22.000]  聖靈
[00:17:22.000 --> 00:17:23.800]  債神
[00:17:23.800 --> 00:17:27.200]  放在我們每一個信徒身上的印記
[00:17:27.200 --> 00:17:30.300]  去表明我們是屬於神的人
[00:17:30.300 --> 00:17:32.100]  不論對於已忽悉的信徒來說
[00:17:32.100 --> 00:17:34.300]  或者是今天的我們
[00:17:34.300 --> 00:17:37.500]  在世界上面真的面對很多的壓力
[00:17:37.500 --> 00:17:38.600]  有各樣的試探
[00:17:38.600 --> 00:17:40.200]  每天我們離開神
[00:17:40.200 --> 00:17:41.000]  或者有迷惘
[00:17:41.000 --> 00:17:43.600]  不知道前路怎麼走的時候
[00:17:43.600 --> 00:17:44.700]  我們在軟弱的時候
