
[00:00:00.000 --> 00:00:04.000]  各位恩全、朕信的弟兄姊妹、各位好朋友,主內平安!
[00:01:45.000 --> 00:01:46.000]  在遠方裡面,
[00:01:46.000 --> 00:01:48.000]  這些無辜的平民,
[00:01:48.000 --> 00:01:49.000]  我們為他們祈禱,
[00:01:49.000 --> 00:01:51.000]  我們同心祈禱。
[00:01:52.000 --> 00:01:56.000]  上帝,我們再一次懷著一個很擔憂的心,
[00:01:56.000 --> 00:01:57.000]  來到你面前,
[00:01:57.000 --> 00:01:58.000]  因為看到真的,
[00:01:58.000 --> 00:02:01.000]  主返來的日子非常近,
[00:02:01.000 --> 00:02:03.000]  有饑荒,有地震,
[00:02:03.000 --> 00:02:06.000]  有民打民國,攻打國。
[00:02:06.000 --> 00:02:09.000]  主下在這些政治領袖裡面,
[00:02:09.000 --> 00:02:11.000]  他們有不同的理念,
[00:02:11.000 --> 00:02:14.000]  但是這些無辜的平民,
[00:02:14.000 --> 00:02:17.000]  實在是遭受到很多妻離子散。
[00:02:19.000 --> 00:02:22.000]  我們眾頂姐妹,我們祈求主,
[00:02:22.000 --> 00:02:24.000]  給到這個支援的物資,
[00:02:24.000 --> 00:02:25.000]  已經感謝神了,
[00:02:25.000 --> 00:02:27.000]  已經開了一個通道,
[00:02:27.000 --> 00:02:29.000]  以及有機會,
[00:02:29.000 --> 00:02:32.000]  讓難民得到這些救援。
[00:02:32.000 --> 00:02:35.000]  求主繼續開通達的道路,
[00:02:35.000 --> 00:02:40.000]  讓這些平民百姓免受這些災禍。
[00:02:40.000 --> 00:02:44.000]  又求主讓我們真的能夠知道,
[00:02:44.000 --> 00:02:47.000]  福音的火把要繼續高舉,
[00:02:48.000 --> 00:02:50.000]  因為世人所尋找的出路,
[00:02:50.000 --> 00:02:52.000]  只有耶穌基督,
[00:02:52.000 --> 00:02:54.000]  聖經裡面給到我們的答案。
[00:02:54.000 --> 00:02:57.000]  求上帝,給到我們以下這段時間,
[00:02:57.000 --> 00:02:59.000]  我們在華語上,
[00:02:59.000 --> 00:03:01.000]  一起的彼此的勉勵,
[00:03:01.000 --> 00:03:03.000]  讓我們今天知道這個世界,
[00:03:03.000 --> 00:03:06.000]  是在尋找不同的答案,
[00:03:06.000 --> 00:03:08.000]  但我們知道這個答案,
[00:03:08.000 --> 00:03:09.000]  只有聖經裡面,
[00:03:09.000 --> 00:03:11.000]  能夠給到我們永恆的盼望。
[00:03:11.000 --> 00:03:14.000]  求聖靈在這段時間,
[00:03:14.000 --> 00:03:17.000]  我們一同的彼此的勉勵,
[00:03:17.000 --> 00:03:19.000]  祈禱耶穌基督的聖名。
[00:03:19.000 --> 00:03:21.000]  阿們,請坐。
[00:03:21.000 --> 00:03:28.000]  每一個人都希望能夠尋找出路,
[00:03:28.000 --> 00:03:30.000]  不單止中東的人,
[00:03:30.000 --> 00:03:32.000]  或者我們加拿大的政府都是。
[00:03:32.000 --> 00:03:35.000]  今天安省尋找怎樣能夠多一點房屋,
[00:03:35.000 --> 00:03:40.000]  今天可能利息高企的時候,
[00:03:40.000 --> 00:03:43.000]  我們尋找怎樣可以減輕我們的經濟負擔。
[00:03:43.000 --> 00:03:46.000]  其實在我們每一個人裡面,
[00:03:46.000 --> 00:03:48.000]  都有自己一些的挑戰。
[00:03:48.000 --> 00:03:53.000]  但是今天聖經特別教會給了我們這兩節經文,
[00:03:53.000 --> 00:03:55.000]  似乎給了我們另外一個答案,
[00:03:55.000 --> 00:03:56.000]  一個出路。
[00:03:56.000 --> 00:03:59.000]  今天教會特別指定這兩節經文,
[00:03:59.000 --> 00:04:01.000]  我覺得非常有意思,
[00:04:01.000 --> 00:04:02.000]  特別在這個時代。
[00:04:02.000 --> 00:04:03.000]  我們讀一次,好嗎?
[00:04:03.000 --> 00:04:04.000]  大家很熟悉的,
[00:04:04.000 --> 00:04:05.000]  我們一起讀,好嗎?
[00:04:05.000 --> 00:04:06.000]  一二起。
[00:04:06.000 --> 00:04:08.000]  耶穌說,
[00:04:08.000 --> 00:04:11.000]  我就是道路真理生命,
[00:04:11.000 --> 00:04:13.000]  若不藉著我,
[00:04:13.000 --> 00:04:16.000]  沒有人能夠天賦勒利去,
[00:04:16.000 --> 00:04:18.000]  你們認識我,
[00:04:18.000 --> 00:04:20.000]  也就認識我的父。
[00:04:20.000 --> 00:04:21.000]  從今以後,
[00:04:21.000 --> 00:04:23.000]  你們認識他,
[00:04:23.000 --> 00:04:25.000]  並且要看見他。
[00:04:25.000 --> 00:04:26.000]  各位聽衆,
[00:04:26.000 --> 00:04:29.000]  這段經文是一個劃時代耶穌基督的宣告。
[00:04:29.000 --> 00:04:32.000]  其實約翰福音裡面,
[00:04:32.000 --> 00:04:34.000]  是特別講到耶穌基督的神聖。
[00:04:34.000 --> 00:04:38.000]  而使徒約翰當他寫約翰福音的時候,
[00:04:38.000 --> 00:04:41.000]  他特別有講到耶穌基督的宣稱,
[00:04:41.000 --> 00:04:43.000]  其實每一次都是劃時代。
[00:04:43.000 --> 00:04:46.000]  約翰福音第一章已經講到,
[00:04:46.000 --> 00:04:47.000]  太初有道,
[00:04:47.000 --> 00:04:48.000]  道與神同在。
[00:04:48.000 --> 00:04:51.000]  這道太初就與神同在。
[00:04:51.000 --> 00:04:54.000]  這個道就是神。
[00:04:54.000 --> 00:04:56.000]  萬有事直作他造的,
[00:04:56.000 --> 00:04:57.000]  凡被造的,
[00:04:57.000 --> 00:04:59.000]  都是直作他造的。
[00:04:59.000 --> 00:05:01.000]  在他裡面有生命,
[00:05:01.000 --> 00:05:03.000]  這生命就是人的光,
[00:05:03.000 --> 00:05:05.000]  就是找到人的出路。
[00:05:05.000 --> 00:05:10.000]  耶穌基督就是那位黑暗世界的光。
[00:05:10.000 --> 00:05:12.000]  道成祢肉身,
[00:05:12.000 --> 00:05:13.000]  住在我們中間,
[00:05:13.000 --> 00:05:14.000]  充充滿滿的,
[00:05:14.000 --> 00:05:16.000]  有恩典有真理。
[00:05:16.000 --> 00:05:18.000]  耶穌給了我們今天有恩典,
[00:05:18.000 --> 00:05:20.000]  也給了我們有聖經裡面,
[00:05:20.000 --> 00:05:21.000]  上帝給了我們真理。
[00:05:21.000 --> 00:05:23.000]  劃時代的宣稱。
[00:05:23.000 --> 00:05:25.000]  不單止這樣,
[00:05:25.000 --> 00:05:27.000]  當你繼續看約翰福音的時候,
[00:05:27.000 --> 00:05:29.000]  你會發覺耶穌每一次的宣講,
[00:05:29.000 --> 00:05:32.000]  都是針對當時的人的需要。
[00:05:32.000 --> 00:05:35.000]  尼哥蒂姆這位律法師,
[00:05:35.000 --> 00:05:37.000]  當他以為遵守律法的時候,
[00:05:37.000 --> 00:05:40.000]  就得到神的愛,神的恩典。
[00:05:40.000 --> 00:05:41.000]  耶穌說不是,
[00:05:41.000 --> 00:05:42.000]  大家會背的。
[00:05:42.000 --> 00:05:44.000]  約翰福音三宗十六節,
[00:05:44.000 --> 00:05:46.000]  神愛世人,
[00:05:46.000 --> 00:05:47.000]  一起說嘛,
[00:05:47.000 --> 00:05:51.000]  甚至將他的獨生子賜給他們,
[00:05:51.000 --> 00:05:53.000]  叫一切信他的,
[00:05:53.000 --> 00:05:54.000]  不致滅亡,
[00:05:54.000 --> 00:05:55.000]  反得永生。
[00:05:55.000 --> 00:05:57.000]  神差得的兒子降世,
[00:05:57.000 --> 00:05:59.000]  不是要定世人的罪,
[00:05:59.000 --> 00:06:02.000]  乃是要叫世人因著他的兒子,
[00:06:02.000 --> 00:06:06.000]  得到生命,得到永生。
[00:06:07.000 --> 00:06:09.000]  耶穌告訴尼哥蒂姆,
[00:06:09.000 --> 00:06:11.000]  不是遵守律法,
[00:06:11.000 --> 00:06:13.000]  而是要知道神的愛。
[00:06:13.000 --> 00:06:15.000]  然後約翰福音第四章,
[00:06:15.000 --> 00:06:18.000]  當耶穌遇見撒瑪利亞夫人的時候,
[00:06:18.000 --> 00:06:24.000]  終日為著生活來逃避社會的眼光,
[00:06:24.000 --> 00:06:26.000]  但是又要生存,
[00:06:26.000 --> 00:06:28.000]  這個撒瑪利亞夫人要拿水。
[00:06:28.000 --> 00:06:29.000]  耶穌說,
[00:06:29.000 --> 00:06:32.000]  你今天認識的不是這些的水,
[00:06:32.000 --> 00:06:34.000]  我就是活水的泉源。
[00:06:34.000 --> 00:06:36.000]  今天你需要的就是,
[00:06:36.000 --> 00:06:38.000]  上帝給我們生命的活水泉。
[00:06:38.000 --> 00:06:40.000]  再看下去的時候,
[00:06:40.000 --> 00:06:42.000]  約翰福音第六章說到耶穌,
[00:06:42.000 --> 00:06:43.000]  五餅二魚,
[00:06:43.000 --> 00:06:45.000]  來餵五千人的時候,
[00:06:45.000 --> 00:06:46.000]  耶穌說,
[00:06:46.000 --> 00:06:48.000]  你們不要因為這些食物跟著我。
[00:06:48.000 --> 00:06:49.000]  耶穌說,
[00:06:49.000 --> 00:06:51.000]  我就是生命的糧,
[00:06:51.000 --> 00:06:53.000]  凡吃這糧的永遠不餓,
[00:06:53.000 --> 00:06:56.000]  喝這水的永遠不渴。
[00:06:56.000 --> 00:06:58.000]  約翰福音第八章,
[00:06:58.000 --> 00:07:02.000]  當一群人抓了一個行淫的婦人,
[00:07:02.000 --> 00:07:06.000]  你也說這個人犯了罪,黑暗世界裡面沒得救。
[00:07:06.000 --> 00:07:07.000]  耶穌說,
[00:07:07.000 --> 00:07:09.000]  不是,我就是世界的光,
[00:07:09.000 --> 00:07:14.000]  凡跟從我的必要得著生命之光。
[00:07:14.000 --> 00:07:15.000]  耶穌說,
[00:07:15.000 --> 00:07:18.000]  你們這群人都是黑暗世界裡面,
[00:07:18.000 --> 00:07:21.000]  你不要以為用律法來批判人,
[00:07:21.000 --> 00:07:22.000]  你就比較光明。
[00:07:22.000 --> 00:07:23.000]  不是。
[00:07:23.000 --> 00:07:24.000]  各位聽衆,
[00:07:24.000 --> 00:07:25.000]  每當你都在看約翰福音的時候,
[00:07:25.000 --> 00:07:27.000]  你發覺每一次耶穌宣講,
[00:07:27.000 --> 00:07:29.000]  都是劃全我的宣稱。
[00:07:29.000 --> 00:07:30.000]  特別,
[00:07:30.000 --> 00:07:32.000]  今天看約翰福音第十四章的時候,
[00:07:32.000 --> 00:07:37.000]  你可以問為什麼耶穌現在無端端會說一段這樣的說話呢?
[00:07:37.000 --> 00:07:39.000]  其實約翰福音第十四章呢,
[00:07:39.000 --> 00:07:40.000]  我個人覺得,
[00:07:40.000 --> 00:07:42.000]  在整管約翰福音裡面,
[00:07:42.000 --> 00:07:44.000]  第十四章是非常重要的。
[00:07:44.000 --> 00:07:47.000]  其實當中說了最低限度三個神學的基礎,
[00:07:47.000 --> 00:07:49.000]  三個神學的真理,
[00:07:49.000 --> 00:07:52.000]  三個今天你和我要必須認識的,
[00:07:52.000 --> 00:07:54.000]  聖經裡面告訴你,
[00:07:54.000 --> 00:07:56.000]  出路的原因。
[00:07:56.000 --> 00:08:00.000]  這段經文的耶穌宣講,
[00:08:00.000 --> 00:08:03.000]  是因為當時的門徒知道耶穌基督快要釘十字架了,
[00:08:03.000 --> 00:08:05.000]  快要上耶路撒冷了,
[00:08:05.000 --> 00:08:07.000]  所以就很憂愁。
[00:08:07.000 --> 00:08:08.000]  所以聖經裡面說,
[00:08:08.000 --> 00:08:09.000]  耶穌說什麼呢?
[00:08:09.000 --> 00:08:11.000]  你們心裡不要憂愁,
[00:08:11.000 --> 00:08:12.000]  你們信神,
[00:08:12.000 --> 00:08:13.000]  也當信我。
[00:08:13.000 --> 00:08:15.000]  耶穌說不用怕。
[00:08:15.000 --> 00:08:16.000]  其實門徒很害怕。
[00:08:16.000 --> 00:08:17.000]  為什麼呢?
[00:08:17.000 --> 00:08:18.000]  耶穌在那裡的時候,
[00:08:18.000 --> 00:08:20.000]  又有五餅如魚,
[00:08:20.000 --> 00:08:22.000]  有病的又有神蹟。
[00:08:22.000 --> 00:08:24.000]  耶穌走我怎麼辦呢?
[00:08:24.000 --> 00:08:26.000]  今天你和我都要面對一個,
[00:08:26.000 --> 00:08:28.000]  充滿挑戰的世界。
[00:08:28.000 --> 00:08:29.000]  怎麼樣?
[00:08:29.000 --> 00:08:30.000]  耶穌要走,
[00:08:30.000 --> 00:08:31.000]  剩下我們。
[00:08:31.000 --> 00:08:33.000]  耶穌說你不要憂愁,
[00:08:33.000 --> 00:08:34.000]  於是耶穌就說,
[00:08:34.000 --> 00:08:36.000]  以下這幾句話,
[00:08:36.000 --> 00:08:37.000]  告訴他們,
[00:08:37.000 --> 00:08:38.000]  原來人生的出路,
[00:08:38.000 --> 00:08:40.000]  不在世上,
[00:08:40.000 --> 00:08:41.000]  是在天上。
[00:08:41.000 --> 00:08:42.000]  我們一起讀,
[00:08:42.000 --> 00:08:43.000]  第二和第四節,
[00:08:43.000 --> 00:08:44.000]  一二起,
[00:08:44.000 --> 00:08:46.000]  在我父家裡,
[00:08:46.000 --> 00:08:48.000]  有許多住處,
[00:08:48.000 --> 00:08:49.000]  若是沒有,
[00:08:49.000 --> 00:08:51.000]  我早就為你們預備,
[00:08:51.000 --> 00:08:54.000]  我去原是為你們預備地方,
[00:08:54.000 --> 00:08:56.000]  我若去為你們預備地方,
[00:08:56.000 --> 00:09:00.000]  就必在來接你們到那裡去,
[00:09:00.000 --> 00:09:01.000]  我在那裡,
[00:09:01.000 --> 00:09:03.000]  叫你們也在那裡,
[00:09:03.000 --> 00:09:04.000]  我往那裡去,
[00:09:04.000 --> 00:09:06.000]  你們知道那條路,
[00:09:06.000 --> 00:09:08.000]  你們也知道。
[00:09:08.000 --> 00:09:10.000]  古經就不用讀了。
[00:09:10.000 --> 00:09:12.000]  你看看門徒,
[00:09:12.000 --> 00:09:13.000]  就是很害怕,
[00:09:13.000 --> 00:09:15.000]  但是耶穌指出一個真理,
[00:09:15.000 --> 00:09:21.000]  原來世上的生活是短暫,
[00:09:21.000 --> 00:09:23.000]  天上才是永恆。
[00:09:23.000 --> 00:09:24.000]  耶穌說我去哪裡,
[00:09:24.000 --> 00:09:25.000]  我去為你們預備地方,
[00:09:25.000 --> 00:09:27.000]  永恆的天家,
[00:09:27.000 --> 00:09:28.000]  天家的住處,
[00:09:28.000 --> 00:09:29.000]  英文叫Mansion,
[00:09:29.000 --> 00:09:31.000]  即是大屋。
[00:09:31.000 --> 00:09:32.000]  今天我們安生,
[00:09:32.000 --> 00:09:34.000]  是不是不夠屋住?
[00:09:34.000 --> 00:09:36.000]  Townhouse都過million,
[00:09:36.000 --> 00:09:38.000]  Stovey屋價升了,
[00:09:38.000 --> 00:09:39.000]  開不開心?
[00:09:39.000 --> 00:09:41.000]  住在Stovey很開心,
[00:09:41.000 --> 00:09:43.000]  都不夠屋住,
[00:09:43.000 --> 00:09:44.000]  不是,
[00:09:44.000 --> 00:09:45.000]  耶穌說,
[00:09:45.000 --> 00:09:47.000]  原來今天你人生的出路,
[00:09:47.000 --> 00:09:48.000]  不是只在世上,
[00:09:48.000 --> 00:09:50.000]  在天上我為你預備地方,
[00:09:50.000 --> 00:09:52.000]  耶穌說我買了屋給你們,
[00:09:52.000 --> 00:09:54.000]  而且Mansion是大屋,
[00:09:54.000 --> 00:09:56.000]  起碼五千尺,
[00:09:56.000 --> 00:09:58.000]  還不用交地稅,
[00:09:58.000 --> 00:10:00.000]  多好。
[00:10:00.000 --> 00:10:01.000]  耶穌指出一個真理,
[00:10:01.000 --> 00:10:02.000]  今天我們世上,
[00:10:02.000 --> 00:10:03.000]  沒錯,
[00:10:03.000 --> 00:10:06.000]  很多挑戰是解決不了的,
[00:10:06.000 --> 00:10:08.000]  但是我們的人生觀,
[00:10:08.000 --> 00:10:09.000]  在天上,
[00:10:09.000 --> 00:10:10.000]  但是講完之後,
[00:10:10.000 --> 00:10:11.000]  門徒明不明?
[00:10:11.000 --> 00:10:12.000]  門徒不是很明的,
[00:10:12.000 --> 00:10:14.000]  因為不知道什麼叫天上,
[00:10:14.000 --> 00:10:15.000]  多瑪,
[00:10:15.000 --> 00:10:16.000]  跟了耶穌很多年,
[00:10:16.000 --> 00:10:18.000]  多瑪就問一個問題,
[00:10:18.000 --> 00:10:19.000]  好像你和我,
[00:10:19.000 --> 00:10:20.000]  其實今天我們很多東西都不太明白,
[00:10:20.000 --> 00:10:22.000]  多瑪問什麼主?
[00:10:22.000 --> 00:10:23.000]  你去哪裡?
[00:10:23.000 --> 00:10:25.000]  我又不知道那條路,
[00:10:25.000 --> 00:10:27.000]  多瑪問這個問題,
[00:10:27.000 --> 00:10:29.000]  然後耶穌先講第六節,
[00:10:29.000 --> 00:10:31.000]  我不是那條路,
[00:10:31.000 --> 00:10:33.000]  我不是道路真理生命,
[00:10:33.000 --> 00:10:34.000]  我不是那條路,
[00:10:34.000 --> 00:10:35.000]  你跟隨我,
[00:10:35.000 --> 00:10:36.000]  你不知道嗎?
[00:10:36.000 --> 00:10:39.000]  其實耶穌是這樣回答多瑪,
[00:10:39.000 --> 00:10:41.000]  多瑪有很多問題,
[00:10:41.000 --> 00:10:44.000]  今天我們很多弟兄姊妹都很多問題,
[00:10:44.000 --> 00:10:47.000]  問題背後,
[00:10:47.000 --> 00:10:49.000]  你知不知道屬靈背後,
[00:10:49.000 --> 00:10:51.000]  神給我們的價值觀是什麼?
[00:10:51.000 --> 00:10:53.000]  當晚問世上的問題,
[00:10:53.000 --> 00:10:55.000]  耶穌在答天上的答案,
[00:10:55.000 --> 00:10:57.000]  所以耶穌說,
[00:10:57.000 --> 00:10:59.000]  我們今天有一個認定,
[00:10:59.000 --> 00:11:00.000]  世上的路是短暫,
[00:11:00.000 --> 00:11:02.000]  天上是永恆,
[00:11:02.000 --> 00:11:05.000]  今天你有沒有天上永恆的價值觀?
[00:11:05.000 --> 00:11:06.000]  各位弟兄姊妹,
[00:11:06.000 --> 00:11:07.000]  各位朋友,
[00:11:07.000 --> 00:11:08.000]  如果今天你留意,
[00:11:08.000 --> 00:11:09.000]  最近這幾年,
[00:11:09.000 --> 00:11:11.000]  整個世界的發展,
[00:11:11.000 --> 00:11:12.000]  你會發覺,
[00:11:12.000 --> 00:11:14.000]  不是今天只是中東局勢的緊張,
[00:11:14.000 --> 00:11:16.000]  幾年前就有高福拉天,
[00:11:16.000 --> 00:11:17.000]  你知不知道,
[00:11:17.000 --> 00:11:18.000]  到了今時今日,
[00:11:18.000 --> 00:11:21.000]  上個禮拜我看數據,
[00:11:21.000 --> 00:11:24.000]  高福拉天死了多少人?
[00:11:24.000 --> 00:11:26.000]  七百萬人,
[00:11:26.000 --> 00:11:30.000]  我們香港多少人?
[00:11:30.000 --> 00:11:32.000]  都是七百萬,
[00:11:32.000 --> 00:11:34.000]  即是差不多,
[00:11:34.000 --> 00:11:36.000]  這幾年死了那麼多人,
[00:11:36.000 --> 00:11:39.000]  還未解決到這個問題,
[00:11:39.000 --> 00:11:41.000]  不要說這個疫症,
[00:11:41.000 --> 00:11:42.000]  天災,
[00:11:42.000 --> 00:11:44.000]  最近這幾年大家聽到,
[00:11:44.000 --> 00:11:47.000]  世紀性的地震,
[00:11:47.000 --> 00:11:49.000]  八年一遇過水災,
[00:11:49.000 --> 00:11:52.000]  美國今年打了幾百個龍捲風,
[00:11:52.000 --> 00:11:54.000]  大家看新聞,
[00:11:54.000 --> 00:11:56.000]  我們加拿大有森林大火,
[00:11:56.000 --> 00:11:58.000]  還未看那些偏遠地方,
[00:11:58.000 --> 00:11:59.000]  那些地震地方,
[00:11:59.000 --> 00:12:00.000]  各位弟兄姊妹,
[00:12:00.000 --> 00:12:01.000]  不斷地告訴大家,
[00:12:01.000 --> 00:12:03.000]  這個世界似乎是,
[00:12:03.000 --> 00:12:06.000]  是有一天會過去的,
[00:12:06.000 --> 00:12:08.000]  事實上聖經是這樣說,
[00:12:08.000 --> 00:12:11.000]  所以當你看到這些事的時候,
[00:12:11.000 --> 00:12:13.000]  一來我們為這些難民來憂心,
[00:12:13.000 --> 00:12:14.000]  另一方面,
[00:12:14.000 --> 00:12:16.000]  你要看到耶穌告訴我們,
[00:12:16.000 --> 00:12:17.000]  當祂回來的時候,
[00:12:17.000 --> 00:12:19.000]  多處有饑荒地震,
[00:12:19.000 --> 00:12:20.000]  民工打壓民國,
[00:12:20.000 --> 00:12:21.000]  工打壓國,
[00:12:21.000 --> 00:12:22.000]  耶穌說得很清楚,
[00:12:22.000 --> 00:12:23.000]  然後耶穌說,
[00:12:23.000 --> 00:12:25.000]  這才是災難的起頭,
[00:12:25.000 --> 00:12:26.000]  災難這個字,
[00:12:26.000 --> 00:12:27.000]  其實原文的意思,
[00:12:27.000 --> 00:12:30.000]  即是婦人生產的意思,
[00:12:30.000 --> 00:12:31.000]  大家有沒有生個寶寶?
[00:12:31.000 --> 00:12:33.000]  大家有沒有生個寶寶?
[00:12:33.000 --> 00:12:34.000]  生個寶寶舉舉手,
[00:12:34.000 --> 00:12:36.000]  媽媽,你做媽媽會知道,
[00:12:36.000 --> 00:12:37.000]  生寶寶的時候,
[00:12:37.000 --> 00:12:39.000]  不是生寶寶的時候痛,
[00:12:39.000 --> 00:12:42.000]  你那十個月裏面都震震地痛,
[00:12:42.000 --> 00:12:44.000]  當你越痛的時候,
[00:12:44.000 --> 00:12:46.000]  你知道越來越急促的時候,
[00:12:46.000 --> 00:12:48.000]  哇,寶寶要出生了,
[00:12:48.000 --> 00:12:50.000]  這個就是這個意思,
[00:12:50.000 --> 00:12:51.000]  各位弟兄姊妹,
[00:12:51.000 --> 00:12:53.000]  今天世上的路是短暫的,
[00:12:53.000 --> 00:12:54.000]  唯有什麼呢?
[00:12:54.000 --> 00:12:56.000]  唯有天上是我們永恆的家鄉,
[00:12:56.000 --> 00:12:58.000]  所以今天我們在世上,
[00:12:58.000 --> 00:13:03.000]  其實我們是有一個天上的價值觀,
[00:13:03.000 --> 00:13:06.000]  但是我們利用世上這段短暫的時間,
[00:13:06.000 --> 00:13:10.000]  來做好上帝給我們的侍奉的心工作,
[00:13:10.000 --> 00:13:14.000]  所以難怪在百來書裏面的信心的所有的偉人,
[00:13:14.000 --> 00:13:16.000]  都是這樣想的,
[00:13:16.000 --> 00:13:19.000]  他們說我們在世上是旅客,
[00:13:19.000 --> 00:13:23.000]  我們是仰望一個天上的家鄉,
[00:13:23.000 --> 00:13:26.000]  今天你們是不是仰望天上的家鄉呢?
[00:13:26.000 --> 00:13:28.000]  如果是的時候,耶穌說,
[00:13:28.000 --> 00:13:32.000]  這個就是我所指的這條道路,
[00:13:32.000 --> 00:13:34.000]  不知我們再看下去的時候,
[00:13:34.000 --> 00:13:36.000]  又說到第二個很重要的神學思想,
[00:13:36.000 --> 00:13:37.000]  一個真理,
[00:13:37.000 --> 00:13:39.000]  耶穌說這條道路是什麼道路呢?
[00:13:39.000 --> 00:13:42.000]  這條道路就是,
[00:13:42.000 --> 00:13:44.000]  聖父,聖子,聖靈,
[00:13:44.000 --> 00:13:46.000]  我就是那位的神,
[00:13:46.000 --> 00:13:48.000]  我們再看下去,
[00:13:48.000 --> 00:13:49.000]  第七節,
[00:13:49.000 --> 00:13:50.000]  第六節到第七節,
[00:13:50.000 --> 00:13:51.000]  第七節,
[00:13:51.000 --> 00:13:53.000]  我們一起讀,
[00:13:53.000 --> 00:13:54.000]  一二起,
[00:13:54.000 --> 00:13:56.000]  你們若認識我,
[00:13:56.000 --> 00:13:58.000]  也就認識我的父,
[00:13:58.000 --> 00:13:59.000]  從今以後,
[00:13:59.000 --> 00:14:00.000]  你們也認識他,
[00:14:00.000 --> 00:14:02.000]  並且看見他,
[00:14:02.000 --> 00:14:03.000]  這個呢,
[00:14:03.000 --> 00:14:05.000]  耶穌就說到第二個真理,
[00:14:05.000 --> 00:14:07.000]  耶穌說我不只是這條道路,
[00:14:07.000 --> 00:14:08.000]  其實,
[00:14:08.000 --> 00:14:10.000]  我就是那位的神,
[00:14:10.000 --> 00:14:14.000]  我就是那位你們阿伯拉罕的神,
[00:14:14.000 --> 00:14:15.000]  雅各的神,
[00:14:15.000 --> 00:14:16.000]  以撒的神,
[00:14:16.000 --> 00:14:18.000]  說完的時候,
[00:14:18.000 --> 00:14:20.000]  耶穌重複了幾次,
[00:14:20.000 --> 00:14:22.000]  門徒都不太明白,
[00:14:22.000 --> 00:14:24.000]  接著門徒又問問題了,
[00:14:24.000 --> 00:14:26.000]  這次不是多瑪了,
[00:14:26.000 --> 00:14:28.000]  接著是肥力問問題,
[00:14:28.000 --> 00:14:30.000]  我們看看肥力怎麼問,
[00:14:30.000 --> 00:14:32.000]  肥力對耶穌說,
[00:14:32.000 --> 00:14:35.000]  求你將父遣給我汗,
[00:14:35.000 --> 00:14:36.000]  那就知足了,
[00:14:36.000 --> 00:14:38.000]  又問問題了,
[00:14:38.000 --> 00:14:39.000]  因為天上的東西,
[00:14:39.000 --> 00:14:42.000]  用地上的思想是不明白的,
[00:14:42.000 --> 00:14:43.000]  因為神來說,
[00:14:43.000 --> 00:14:45.000]  是一個很神聖的名字,
[00:14:45.000 --> 00:14:47.000]  你不能夠自稱為神,
[00:14:47.000 --> 00:14:48.000]  你不能夠說你是,
[00:14:48.000 --> 00:14:50.000]  你說是是,
