
[00:00:00.000 --> 00:00:12.000]  主持人:今日是猜拳主日,我想問大家一個很基本的問題,何謂宣教?
[00:11:18.000 --> 00:11:46.000]  主持人:營商的一個整全的使命是很相關的,整全使命可能大家都聽過了,就是關心我們的福音對象,不只是關心他聽不聽到福音,我們關心他全人的需要,關心他要怎樣幫一些貧窮的地區去建立他們的社群,以致他們能夠自力更生,不是停留在一個屬靈的層面。
[00:11:47.000 --> 00:12:11.000]  主持人:營商宣教的美麗之處就是它是真正的生意,它是讓弟兄姊妹參與其中,有不同的才幹可以發揮,也讓我們能夠凝聚一班人,他們同樣建立一個符合真理的文化,以致我們能夠影響這個社會。
[00:12:17.000 --> 00:12:35.000]  主持人:營商宣教是真正的可經營、可持續、具盈利的企業,帶著上帝國度的目標、視野和影響力,為了讓上帝得到更大的榮耀,在屬靈、經濟、社會和環境上改變眾人和社群。
[00:12:36.000 --> 00:12:58.000]  主持人:營商宣教是要轉化社會,是要讓社會用一個美善的形式進行商業活動,所以是用行動來向社會見證和宣講,它關注的不只是屬靈層面,當然也關注屬靈層面,還有經濟、社會和環境。
[00:13:06.000 --> 00:13:32.000]  主持人:很多時候都是女性比較多,因為教會的模式,我們經常坐在一起,我們很想分享,要說一下心裏的說話,這個模式就是女士比較舒服一點,經常逼那些男士要分享,其實這個不是他們最喜歡做的方式,當然他們也會分享。
[00:13:33.000 --> 00:13:56.000]  主持人:但這位弟兄跟我說,營商宣教正正是男士很喜歡做的事情,就是有行動性的,神給我們有能力的,我們就去參與那個事工,而且不是一個人去做,是一班團隊,大家配搭去做的,我們就是這樣去見證上帝的國在我們的身上。
[00:13:57.000 --> 00:14:24.000]  主持人:那怎樣營商宣教呢?營商宣教同時是營商和宣教,所以首先是要有它經營的生意,就跟其他創業的人一樣,或者經營者一樣,同樣是會有產品和服務,按照神的心意怎樣去帶領這一盤生意,定了它的目標和它在天國的位置。
[00:14:27.000 --> 00:14:43.000]  主持人:可能是保護環境,可能是服務某些人,或者支援某些人士之類,剛才的例子裏面,咖啡店可能讓人有一個聚腳的地方,有一個彼此溝通,相交,交往的地方。
[00:14:44.000 --> 00:15:03.000]  主持人:營商宣教是有經營的策略,同時有天國視野的策略,兩者是連結在一起的,例如做出版商的,他會選擇出版的焦點,怎樣去將它的資源分配。
[00:15:04.000 --> 00:15:31.000]  做補習社的,他會選擇教學的目標和理念,做玩具製造商的,他會選擇怎樣去設計甚麼玩具。這些企業會考慮他們會不會聘請一些弱勢社群去工作,給他們合理的工資,還有會不會多走一步,提供一些適合他們能夠投入工作,能夠投入社會的一些配套,一些需要。
[00:15:32.000 --> 00:15:41.000]  在經營過程當中,我們是在傳遞甚麼訊息呢?這些是天國的策略,是在配合我們的經營。
[00:16:02.000 --> 00:16:29.000]  我又認識一位做餐飲業的老闆,他有連鎖漢堡包店的,他說他們每天就會買一些很大條的魚,就切了一些肉,就要來做魚柳包,然後就剩下一些魚骨,他就說魚骨是很值錢的東西,他就說他每天都會買一些魚肉去做漢堡包,然後就剩下一些魚肉去做漢堡包,然後就剩下一些魚肉去做漢堡包,然後就剩下一些魚肉去做漢堡包,然後就剩下一些魚肉去做漢堡包,然後就剩下一些魚肉去做漢堡包,然後就剩下一些魚肉去做漢堡包。
[00:16:32.000 --> 00:17:01.000]  這些都是很值錢的,因為可以賣給那些茶餐廳熬湯,賣到錢的,不過他說他很開心地告訴我,他說他決定不這樣做,他就決定將那些魚骨送給那些社會企業,讓他們可以幫那些貧窮或者有需要的人,他說因為聖經是這樣教的,你賺錢不要賺到盡,你稻田割完留一些給那些窮人可以去工作和可以去賺取他們所需。
[00:17:02.000 --> 00:17:26.000]  營商的創意是無限,上帝其實做了一件我有時候覺得很難理解的方式,其實祂想宣教,祂想多些人相信祂,祂不用我們這班這麼沒用的人,這麼麻煩的人,但是祂就選擇了通過我們,就是教會群體,讓我們這樣去參與,
[00:17:33.000 --> 00:17:59.000]  其實也很少,但是上帝就是這樣設計,就是我們每一個人都有我們的才幹和能力,我們都有不同的接觸到的群體,當我們都願意用這個天國的視野去過我們每一天的生活的時候,我們就拼湊出一幅很美麗的圖畫,營商或者在我們的工作的過程當中,
[00:18:02.000 --> 00:18:28.000]  看聖靈怎樣感動和帶領我們看到我身邊的人的需要,我們就去服侍他們。營商宣教有代價,有真正的代價是什麼呢?既然我們建立的是一些天國的企業,就是說要按照聖經的原則來去經營,那可不可以呢?
[00:18:32.000 --> 00:18:57.000]  事實上這個世界是不斷地在恐嚇著我們,如果你按照聖經那一套來做生意,一定會倒閉的,如果你按照聖經那一套在你的工作,在你的職場裡面這樣去堅持,你老闆一定不高興的,始終都一定會解僱你的,我不知道你有沒有試過覺得這個世界是這樣來恐嚇你的。
[00:19:03.000 --> 00:19:22.000]  所以我有兩位督導老師,論文要同時滿足他們的要求,一個在神學系,一個在經濟系,我經常要和經濟系的老師辯論的,因為對於經濟那一套的思維來說,
[00:19:32.000 --> 00:19:49.000]  一定會被淘汰的,你讀過經濟,你會知道他們用數字來計算的,還有一些圖畫,圖畫上面有最高的平衡點,如果你不在那一點那裡,你一定會被淘汰的,但其實是不是呢?
[00:19:50.000 --> 00:20:18.000]  我們很容易被這些東西嚇到的,但其實所有的數學模式,甚至科學的研究,它都有一個假設,它就是假設其他東西不變,就只是變它要變的那些元素,但大家都知道世事不是這樣,世界是千變萬化的,尤其在今天的社會,我們都很明白明天發生什麼事,可能有些突發的事,我們都估計不到。
[00:20:20.000 --> 00:20:43.000]  買東西都不一定是買最便宜的,我們做的決定都不是一定很理性的,很多時候都是一時衝動的,所以既然社會是這樣,世界是這樣,我們作為基督徒,我們相信萬事萬物都在上帝的手裡面,所以我們更加相信上帝可以使一切不可能的都成為可能的。
[00:20:51.000 --> 00:21:08.000]  他們現在的工廠做得很大,在國內有不同的地方,每間都有萬多個工人,他們更加在廠裡面有員工關顧組,他們在香港請一些牧者上去關心員工。
[00:21:09.000 --> 00:21:31.000]  他說他早期在中國做生意的時候,在中國設廠可不可以不給桌底錢的,我想我們的想法都是很難的,都沒有什麼可能在那裡可以生存的了,他說他早期設廠就是這樣,他們的貨物經常都要過海關的,這個只是其中一個例子。
[00:21:32.000 --> 00:21:53.000]  他就說整批貨過海關,海關就會扣起你,因為那些批文總是有些東西可以說你出問題的,如果你給兩三千元,你就過關的了,大家都知道那些是桌底錢來的,但如果你正式罰款,可能罰幾萬元,十幾萬。
[00:21:54.000 --> 00:22:07.000]  他就說當年他做了一個決定,堅決的不給桌底錢,寧願給幾萬元,十幾萬都不給桌底錢,結果是怎樣呢?
[00:22:08.000 --> 00:22:29.000]  結果他的員工發現,這個老闆是這樣的,連一批一點都不可以錯,於是員工很仔細的去做他們過關的過程,這樣都不行的,那些官員都是會扣起你的貨的,但他仍然堅持的時候,他說過了幾次,發生什麼事呢?
[00:22:30.000 --> 00:22:53.000]  總之是他們廠的車,過關的時候照過了,上面就下了一個指令,每逢這個廠的車都不用查的,為什麼呢?沒有好處,沒有好處查來幹什麼?扣起你,你都沒錢收的,於是過了沒多久,他們成為最信得過的企業,那些車就這樣過海關,完全沒問題。
[00:22:54.000 --> 00:23:17.000]  所以聖經那套行不行呢?如果我們只是想要短期的結果,或者那些好處,即時的結果,或者聖經幫不到你的,或者我們真的要承擔即時的代價,我們的主都是這樣,他都是願意背起十字架的。
[00:23:18.000 --> 00:23:38.000]  聖經幫不到你是因為,其實聖經不是為你服務的,聖經是教我們怎樣去行事為人,是教我們怎樣做一個屬於上帝的人,我們見到長遠的果效,見到美善的結果,是因為我們一班屬於神的人。
[00:23:39.000 --> 00:23:53.000]  當然營商宣教不表示我們的營商經營的生意一定會賺錢,或者一定會成功,不一定的,不過當中肯定有上帝帶領和心意,因為我們是按照祂的心意去行。
[00:23:54.000 --> 00:24:16.000]  我知道有一位弟兄,他就是營商宣教的,他做了好幾年之後,他發現不知道為什麼他的生意好像越來越困難,好像上帝好像不知道為什麼關了門,他就堅持下去,最後他的生意失敗,他就結束了他的生意。
[00:24:17.000 --> 00:24:32.000]  這位弟兄等了半年之後,他突然發現上帝居然為他開了另外一條路,他去到歐洲一個很難進入的國家去做貿易,他繼續去營商宣教。
[00:24:33.000 --> 00:24:53.000]  回頭他才明白原來之前他的經驗和現在上帝要開的路是怎樣的吻合,他才明白為什麼上帝要讓他結束這個生意,要他經歷那些痛苦,原來上帝要帶他去下一頁,要為他開其他的路。
[00:24:54.000 --> 00:25:18.000]  跟隨耶穌要背起十字架,要付代價,大家都知道,頭腦上都知道,有時想不想就不知道,但是有時我們不為意的,直到我們在生活裏面,在你的家庭裏面,你遇到困難,在你的工作裏面,你遇到一些衝擊你,挑戰你的價值觀的事情,
[00:25:19.000 --> 00:25:36.000]  你才知道你是不是真的明白什麼叫付代價去跟隨主,這些挑戰著我們去放手,挑戰著我們信不信得過上帝,他會成就,他也會親自去收取。
[00:25:37.000 --> 00:26:00.000]  營商宣教就是這樣的,一個信心的旅程,就好像我們在工作裏面都一樣,在我們家庭裏面都一樣,我們就好像當日的使徒一樣,去過我們很平凡,很正常的一個生活,但是所不同的就是我們作為一班的基督徒,我們有天國的使命,
[00:26:01.000 --> 00:26:20.000]  有天國的視野,去看我們每一天所經歷的,所面對的,所接觸到的人和事。在使徒行傳裏面,工作其實是故事的重心,所謂行傳,就是他們怎樣行事為人,行那個成為他們的活動。
[00:26:21.000 --> 00:26:41.000]  所以敘述當中,使徒做很多的事,他們會宣講,他們會醫病,他們會施捨給貧窮人,他們會做一些決定,他們會一起團契,他們會管理他們中間的金錢,他們會分配食物,他們會織帳棚,他們會做衣服。
[00:26:42.000 --> 00:26:57.000]  他們有時會開會討論,他們會一起閱讀,他們會寫作,他們會面對一些敵對的群眾,他們有擁有的東西,但是很多時候他們會捨棄一些東西。
[00:26:58.000 --> 00:27:18.000]  他們有更多的時間聚集一起,向上帝祈禱,去讚美,去尋求祂的心意,就是這樣使徒整個群體,按照聖靈的帶領,被差遣到不同的崗位和位置,去為主工作。
[00:27:19.000 --> 00:27:36.000]  使徒行傳一開始就告訴我們有一個關鍵,就是我們聚集在一起,我們要等候神,等候聖靈在我們當中告訴我們怎樣去為主工作。
[00:27:37.000 --> 00:27:51.000]  所以不是我們有能力去做什麼,而是神將祂的感動放在我們不同的人當中,然後讓我們能夠一起去配搭,一起去工作。
[00:27:52.000 --> 00:28:09.000]  使徒行傳講到門徒要在耶路撒冷做見證,耶路撒冷是門徒身處的地方,就是本地的地方,在1-7章都是寄述他們在那個地方做見證。
[00:28:10.000 --> 00:28:29.000]  使徒行傳講到他們要在猶太傳地,猶太傳地就是猶太人主要的居所,還有撒瑪利亞,撒瑪利亞是猶太人不喜歡的地方,他們不想去的地方,神都會差遣他們去。
[00:28:30.000 --> 00:28:45.000]  到了9-28章,使徒行傳講到直到地極,他們當時是想像不到的,他們以為誤解了神只是揀選猶太人,不喜歡外邦人,
[00:28:46.000 --> 00:29:00.000]  後來他們發現不是,聖靈大力感動他們當中的人,就將福音帶到不同的地方。事實上,我們對宣教都有一個很傳統,很一貫的想法。
[00:29:01.000 --> 00:29:20.000]  但有時候我們都不明白神要我們怎樣去做,所以我們好像使徒一樣,我們都需要聚集一起去等候聖靈在我們身上不同的感動和差遣,我們就是一群這樣去領受耶穌基督差遣的門徒。
[00:29:21.000 --> 00:29:39.000]  我們分散在社會的各個地方,在那裡我們能夠發揮我們的才幹,有一天神會用到我們不同的經驗,然後我們就成為屬於神的一隊精兵去為神工作。
[00:29:40.000 --> 00:29:54.000]  如果是這樣的話,我們可以說我們都是一群在不同地方演繹信仰的宣教士,而且每個群體都是其中被差遣的一份子。
[00:29:55.000 --> 00:30:16.000]  你看看《新約聖經》裡的使徒保羅,他的身份和角色從來都不是單一的,也不是很傳統的,他又傳道,又織帳棚,又宣教,又牧養,又寫作,關鍵是他生命信仰的核心決定了他是一個怎樣的人。
[00:30:17.000 --> 00:30:30.000]  每個人都一樣,我們每天要做些什麼,我們抱什麼態度,我們怎樣在不同的處境,在我們家庭、堂會、職場、社會裡面去做不同的決定去回應神。
[00:30:30.000 --> 00:30:38.000]  這個實際的答案都離不開我們的信仰,因為我們的信仰就是我們的生命,就是我們的生活。
[00:30:39.000 --> 00:31:01.000]  所以弟兄姊妹,何謂宣教呢?無論是營商或者在職的信徒,和傳統宣教士唯一的不同,也都可能是最關鍵的分別,就是傳統來說我們對於宣教士有一種很重要的很特別的要求,
[00:31:02.000 --> 00:31:11.000]  就是他的心智,就是他願意委身在神的裡面,有捨棄他一切的決心,去跟隨這位主。
[00:31:11.000 --> 00:31:19.000]  但如果你想深一層,這豈不是上帝在我們每一個人身上的心意嗎?
[00:31:20.000 --> 00:31:37.000]  他都願意我們每一個人都是這樣將我們的身體獻上當作活祭,所以每個星期當我們聚集之後,我們分散的時候,無論你是老闆還是打工,甚至你是木職,你是一個服侍神的人,
[00:31:38.000 --> 00:31:53.000]  我們每一個人都是在我們的處境當中服侍神,就是這樣將我們的身體獻上,繼續獻上這個活祭,去回應上帝給我們的使命。
[00:31:54.000 --> 00:32:08.000]  所以我們每一個人都參與在大使命當中,願意我們都一起被主差遣出去,活出宣教的生命,我們同心祈禱。
[00:32:09.000 --> 00:32:26.000]  多謝你,是你首先揀選我們,差遣我們,我們知道我們很需要你,我們也等候你,求你的令,按照我們不同的恩賜財幹和你的旨意,你去感動我們,
[00:32:27.000 --> 00:32:46.000]  讓我們在不同的崗位活出宣教的生命,也願意去回應你對我們的呼喚,你要差派我們去到最前線,求你觸動我們,讓我們在背後也願意去支援他們,
[00:32:47.000 --> 00:32:59.000]  我們這樣組成一個為主你作供,為主而活的群體,主我們多謝你,我們祈禱奉耶穌基督得勝的名而求,阿門。
