
[00:00:00.000 --> 00:00:04.160]  我們讀一節的聖經在《題目太后書》第四章第二節
[00:02:50.240 --> 00:02:51.160]  我們都不知道
[00:02:51.160 --> 00:02:56.880]  我們就是憑着信心一步步的跟隨神的帶領
[00:02:56.880 --> 00:02:59.640]  在這二十幾年當中
[00:02:59.640 --> 00:03:02.520]  我們經過多少的高山與低谷
[00:03:02.520 --> 00:03:06.160]  我們經過多少的艱難跟挫折
[00:03:06.160 --> 00:03:08.920]  但無論怎麼樣的環境
[00:03:08.920 --> 00:03:11.080]  無論怎麼樣的時刻
[00:03:11.080 --> 00:03:15.240]  我們從來沒有停止過宣教的施工
[00:03:15.240 --> 00:03:18.720]  甚至在疫情之中也不例外
[00:03:19.760 --> 00:03:22.240]  這好像保留在剛纔的經文裏面所說的
[00:03:22.240 --> 00:03:24.120]  無論得時不得時
[00:03:24.120 --> 00:03:26.840]  我們都要傳主的福音
[00:03:26.840 --> 00:03:27.320]  Amen
[00:03:27.320 --> 00:03:30.480]  那你說今天當我們面對這樣一個
[00:03:30.480 --> 00:03:32.800]  充滿動盪不安的世代
[00:03:32.800 --> 00:03:35.520]  我們要怎麼樣持續的
[00:03:35.520 --> 00:03:39.040]  保持宣教施工的動力呢
[00:03:39.040 --> 00:03:42.040]  今天我想從三方面跟大家分享
[00:03:42.040 --> 00:03:42.520]  第一個
[00:03:42.520 --> 00:03:46.280]  要重新尾聲於宣教的使命
[00:03:46.280 --> 00:03:48.640]  跟你們說要重新尾聲於宣教的使命
[00:03:49.760 --> 00:03:52.880]  你知道今天很多時候
[00:03:52.880 --> 00:03:54.280]  當我們想到大使命的時候
[00:03:54.280 --> 00:03:58.040]  我們總以爲那是初代教會的事情
[00:03:58.040 --> 00:04:01.040]  但事實上主的大使命
[00:04:01.040 --> 00:04:02.720]  不但是給初代教會
[00:04:02.720 --> 00:04:05.520]  更是給整體的教會
[00:04:05.520 --> 00:04:08.520]  是給歷世歷代的教會
[00:04:08.520 --> 00:04:11.120]  也是給每一個教會
[00:04:11.120 --> 00:04:13.680]  第二點 今天我們教會
[00:04:13.680 --> 00:04:18.560]  是以初代教會同屬一個基督的身體
[00:04:19.880 --> 00:04:21.560]  今天我們與初代教會
[00:04:21.560 --> 00:04:24.960]  也同樣領受同一位聖靈
[00:04:24.960 --> 00:04:27.720]  此乃第一章第八節
[00:04:27.720 --> 00:04:30.120]  這裏說但聖靈降臨在你們身上
[00:04:30.120 --> 00:04:31.560]  你們就必得着能力
[00:04:31.560 --> 00:04:34.080]  並要在耶路撒冷猶太羣帝撒瑪利亞
[00:04:34.080 --> 00:04:36.280]  直到第幾座我的見證
[00:04:36.280 --> 00:04:40.120]  這裏講到聖靈降臨在你們身上
[00:04:40.120 --> 00:04:43.000]  這個你們不但包括初代教會
[00:04:43.000 --> 00:04:45.200]  這個你們也包括我們
[00:04:45.200 --> 00:04:47.920]  包括現今的教會
[00:04:49.400 --> 00:04:51.920]  從這段聖經我們就可以看見
[00:04:51.920 --> 00:04:53.600]  我們以初代教會
[00:04:53.600 --> 00:04:55.400]  不但同屬一個身體
[00:04:55.400 --> 00:04:57.920]  不但同領受一位聖靈
[00:04:57.920 --> 00:05:01.960]  我們也是同樣領受一個使命
[00:05:01.960 --> 00:05:03.520]  這個大使命是給我們的
[00:05:03.520 --> 00:05:06.720]  你要知道神的大使命
[00:05:06.720 --> 00:05:08.720]  是有傳承性的
[00:05:08.720 --> 00:05:12.440]  約翰福音第四章三十七節
[00:05:12.440 --> 00:05:13.960]  主耶穌講這句話很有意思
[00:05:13.960 --> 00:05:15.560]  他說俗語說
[00:05:15.560 --> 00:05:17.320]  那人撒腫這人收割
[00:05:17.320 --> 00:05:19.640]  這句話可見得是真的
[00:05:19.640 --> 00:05:23.360]  你知道你讀這句話覺得很有意思
[00:05:23.360 --> 00:05:25.240]  本來應該是說
[00:05:25.240 --> 00:05:27.840]  那人撒腫那人收割纔對不是嗎
[00:05:27.840 --> 00:05:29.440]  你既然撒腫你收割嘛
[00:05:29.440 --> 00:05:31.640]  可是這句話確實
[00:05:31.640 --> 00:05:33.280]  主耶穌講出來確實說
[00:05:33.280 --> 00:05:35.560]  那人撒腫這人收割
[00:05:35.560 --> 00:05:38.600]  你不是覺得有點不大公平嗎
[00:05:38.600 --> 00:05:43.160]  而居然耶穌還說這話是真的
[00:05:43.160 --> 00:05:45.560]  什麼意思
[00:05:46.800 --> 00:05:48.840]  主耶穌在這裏然後告訴我們一件事情
[00:05:48.840 --> 00:05:52.080]  那講到使命的傳承性
[00:05:52.080 --> 00:05:54.680]  那意思就是今天
[00:05:54.680 --> 00:05:57.560]  我們正在收割的是
[00:05:57.560 --> 00:06:00.120]  上一代的人所撒的種子
[00:06:00.120 --> 00:06:05.360]  而我們也必須要爲我們下一代來撒種
[00:06:05.360 --> 00:06:08.880]  好讓他們在神的國度裏面能夠收割
[00:06:08.880 --> 00:06:11.680]  使命是有傳承性的
[00:06:11.680 --> 00:06:15.280]  一代又一代的傳承
[00:06:16.600 --> 00:06:19.480]  我們看見今天我們正式在收割
[00:06:19.480 --> 00:06:22.240]  上一代的人所撒下的種子
[00:06:22.240 --> 00:06:22.880]  哈利路亞
[00:06:22.880 --> 00:06:25.360]  幾年前
[00:06:25.360 --> 00:06:28.080]  貝主接去的拉哈邦奇穆斯
[00:06:28.080 --> 00:06:30.240]  是位德國的佈道家
[00:06:30.240 --> 00:06:32.200]  在非洲被神大大的使用
[00:06:32.200 --> 00:06:35.200]  他自己曾經做過見證
[00:06:35.200 --> 00:06:37.960]  他在1986年的時候
[00:06:37.960 --> 00:06:41.000]  有一次在非洲一個地方佈道
[00:06:41.000 --> 00:06:43.880]  在那次的佈道會當中
[00:06:43.880 --> 00:06:46.960]  總共有三十五萬人覺智
[00:06:46.960 --> 00:06:48.960]  我沒有說錯
[00:06:48.960 --> 00:06:50.400]  你也沒有聽錯
[00:06:50.400 --> 00:06:51.560]  三十五萬人
[00:06:51.560 --> 00:06:54.680]  你要知道他的佈道會
[00:06:54.680 --> 00:06:57.000]  都不是在什麼大型的體育場舉行
[00:06:57.000 --> 00:06:59.200]  因爲再大的體育場都容納不下
[00:06:59.200 --> 00:07:03.520]  他每次舉行佈道會要幾個月之前
[00:07:03.520 --> 00:07:07.480]  就在一個空曠的地方預備場地
[00:07:07.480 --> 00:07:08.600]  砍樹除草
[00:07:08.600 --> 00:07:10.800]  預備一個聚會的地方
[00:07:10.800 --> 00:07:13.440]  聚會的時候一張椅子都沒有
[00:07:13.440 --> 00:07:14.640]  全部都站着
[00:07:14.640 --> 00:07:18.360]  透過巨大的音響傳遞信息
[00:07:18.360 --> 00:07:21.920]  那天晚上當所有的聚會都結束
[00:07:21.920 --> 00:07:25.240]  他坐在自己的帳篷裏面
[00:07:25.240 --> 00:07:28.960]  他就讀到裏文斯頓的日記
[00:07:28.960 --> 00:07:32.400]  他發現在一百多年前
[00:07:32.400 --> 00:07:33.440]  裏文斯頓
[00:07:33.440 --> 00:07:37.360]  就是曾經在他所在的地方開始佈道
[00:07:37.360 --> 00:07:41.280]  在裏文斯頓的日記裏面這樣寫的
[00:07:42.720 --> 00:07:46.040]  他說現在可以說是傳福音的黑暗時期
[00:07:46.040 --> 00:07:49.640]  無論我怎麼傳都看不見什麼結果
[00:07:49.640 --> 00:07:52.520]  但他說我相信
[00:07:52.520 --> 00:07:54.440]  一百年後
[00:07:54.440 --> 00:07:57.480]  有神的僕人會來到這裏
[00:07:57.480 --> 00:08:00.240]  他會看見極大的豐收
[00:08:00.240 --> 00:08:03.520]  而他在裏文斯頓讀到這裏
[00:08:03.520 --> 00:08:05.640]  他的眼淚就掉下來
[00:08:05.640 --> 00:08:08.440]  果然在一百年之後
[00:08:08.440 --> 00:08:13.440]  他正式站立在裏文斯頓曾經傳福音的地方
[00:08:13.440 --> 00:08:17.880]  他就聽見主的聲音在裏面對他說
[00:08:17.880 --> 00:08:24.000]  你其實是走在上一代宣教式的邪與淚當中
[00:08:24.000 --> 00:08:27.800]  聽見主的大使命是有傳承性的
[00:08:27.800 --> 00:08:30.800]  一代又一代
[00:08:30.800 --> 00:08:34.280]  必須順從神的護照來撒走
[00:08:34.280 --> 00:08:37.600]  你說我又看不見什麼果效
[00:08:37.600 --> 00:08:38.440]  爲什麼要撒走
[00:08:38.440 --> 00:08:43.280]  那你人是要順從神的護照來撒走
[00:08:43.280 --> 00:08:46.840]  一代又一代
[00:08:46.840 --> 00:08:50.800]  需要順從神的護照來收割
[00:08:50.800 --> 00:08:53.320]  你說我又沒撒走
[00:08:53.320 --> 00:08:55.360]  那幹我何事
[00:08:55.360 --> 00:09:01.040]  那你還是要順從神的護照來收割
[00:09:01.040 --> 00:09:04.920]  我們看見使命是傳承的
[00:09:05.680 --> 00:09:08.920]  我們正在收割上一代所撒的種
[00:09:08.920 --> 00:09:12.600]  我們也正在爲下一代的收割來撒種
[00:09:12.600 --> 00:09:16.480]  你知道今天在教會里面
[00:09:16.480 --> 00:09:18.000]  很多是一種錯誤的觀念
[00:09:18.000 --> 00:09:22.400]  我們錯以爲宣教是宣教式的工作
[00:09:22.400 --> 00:09:25.600]  宣教是宣教機構的工作
[00:09:25.600 --> 00:09:28.240]  我們是本地教會
[00:09:28.240 --> 00:09:30.520]  不需要太多參與吧
[00:09:30.520 --> 00:09:32.080]  那你錯了
[00:09:34.280 --> 00:09:36.560]  聖經說教會是基督的身體
[00:09:36.560 --> 00:09:40.120]  身體最重要一件事是什麼
[00:09:40.120 --> 00:09:42.880]  就是要做頭要做的事嘛
[00:09:42.880 --> 00:09:46.760]  如果身體不做頭要做的事就麻煩了
[00:09:46.760 --> 00:09:50.880]  同樣教會最重要一件事情
[00:09:50.880 --> 00:09:54.960]  就是做基督要做的事
[00:09:54.960 --> 00:09:58.480]  而不是拼命做我們自己想做的事
[00:09:58.480 --> 00:10:00.280]  你們
[00:10:00.280 --> 00:10:03.360]  一代你明白這個真理
[00:10:03.360 --> 00:10:05.680]  就明白爲什麼寶了更多前書
[00:10:05.680 --> 00:10:08.480]  第九章十七節在國民團那年來
[00:10:08.480 --> 00:10:11.160]  我若甘心做這事怎麼樣
[00:10:11.160 --> 00:10:12.440]  就有賞詞
[00:10:12.440 --> 00:10:13.800]  若不甘心呢
[00:10:13.800 --> 00:10:16.560]  若不甘心呢
[00:10:16.560 --> 00:10:19.600]  責任
[00:10:19.600 --> 00:10:22.120]  卻已經託付我們了
[00:10:22.120 --> 00:10:26.720]  換言之說宣教不是一種選擇了
[00:10:26.720 --> 00:10:29.680]  我方便的時候我做一下
[00:10:29.680 --> 00:10:31.440]  不方便以後再說
[00:10:34.160 --> 00:10:37.840]  宣教應該是一個甘心順服的行動
[00:10:37.840 --> 00:10:42.640]  跟你們說宣教是個甘心順服的行動
[00:10:42.640 --> 00:10:46.920]  我們看見初代教會
[00:10:46.920 --> 00:10:48.520]  就我們最好的榜樣不是嗎
[00:10:48.520 --> 00:10:51.080]  特別是安提阿的教會
[00:10:51.080 --> 00:10:54.600]  他們不但在生活上有美好的見證
[00:10:54.600 --> 00:10:57.800]  實際上說當時的信徒被稱爲基督徒
[00:10:57.800 --> 00:10:59.560]  就從安提阿開始
[00:10:59.560 --> 00:11:00.120]  爲什麼
[00:11:00.120 --> 00:11:03.800]  因爲他們身上充滿了耶穌基督的樣式
[00:11:03.800 --> 00:11:07.120]  他們不但在生活上有美好的見證
[00:11:07.120 --> 00:11:08.280]  另一方面我們看見
[00:11:08.280 --> 00:11:10.680]  他們是僞神宣教施工的
[00:11:10.680 --> 00:11:13.480]  你知道我們怎麼知道
[00:11:13.480 --> 00:11:17.400]  十日宣教第十三章第二節第三節很清楚
[00:11:17.400 --> 00:11:18.840]  兩節的神經證這裏說
[00:11:18.840 --> 00:11:20.880]  他們侍奉主進食的時候
[00:11:20.880 --> 00:11:24.320]  聖靈說要爲我分派巴拉巴和掃羅
[00:11:24.320 --> 00:11:26.200]  去做我遭他們所做的功
[00:11:26.200 --> 00:11:28.440]  第三節於是進食禱告
[00:11:28.440 --> 00:11:31.360]  按手在他們頭上就打發他們去
[00:11:31.360 --> 00:11:33.760]  短短兩節聖經
[00:11:33.760 --> 00:11:35.640]  我告訴你
[00:11:35.640 --> 00:11:37.880]  你不要以爲這很容易的一件事情
[00:11:37.880 --> 00:11:39.200]  一點都不容易
[00:11:39.200 --> 00:11:42.240]  保羅跟巴拉巴
[00:11:42.240 --> 00:11:46.120]  保羅跟巴拉巴是安提阿教會
[00:11:46.120 --> 00:11:48.040]  最重要兩位傳道人
[00:11:48.040 --> 00:11:52.520]  我相信也是當時教會最受愛戴的兩位傳道人
[00:11:52.520 --> 00:11:57.880]  但神當打發這兩個人出去做宣教的時候
[00:11:57.880 --> 00:12:00.600]  安提阿教會沒有說捨不得
[00:12:00.600 --> 00:12:05.120]  沒有說最好不要讓他們去
[00:12:05.120 --> 00:12:09.080]  他們就順從神
[00:12:09.080 --> 00:12:11.800]  打發他們兩個人去了
[00:12:11.800 --> 00:12:16.200]  我們在這裏看見是因爲安提阿教會
[00:12:16.200 --> 00:12:18.360]  整體性的順服
[00:12:18.360 --> 00:12:21.440]  帶來神的國度
[00:12:21.440 --> 00:12:24.240]  能夠迅速擴展到整個歐洲
[00:12:24.240 --> 00:12:26.680]  同樣在這裏
[00:12:27.680 --> 00:12:32.160]  我也真的特別爲我們生命河的弟兄姐妹們來感謝
[00:12:32.160 --> 00:12:37.680]  這些年真的是因爲你們對宣教事功的尾聲
[00:12:37.680 --> 00:12:43.040]  我看見正是因爲生命河整體性的順服
[00:12:43.040 --> 00:12:45.280]  尾聲在宣教事功上
[00:12:45.280 --> 00:12:48.560]  神的國度也因着我們已經流到萬國萬民
[00:12:48.560 --> 00:12:49.080]  你們
[00:12:49.080 --> 00:12:51.960]  現在在華人教會里面
[00:12:51.960 --> 00:12:54.040]  一講起跨文化宣教
[00:12:54.040 --> 00:12:55.960]  第一個要講的就是生命河
[00:12:56.640 --> 00:12:58.360]  哈利路亞 爲你們自己鼓掌一下
[00:12:58.360 --> 00:12:58.880]  你們
[00:12:58.880 --> 00:13:06.960]  所以我們一定要重新尾聲在宣教的使命
[00:13:06.960 --> 00:13:08.280]  第二
[00:13:08.280 --> 00:13:12.120]  要學習體會神對世人的愛
[00:13:12.120 --> 00:13:14.000]  跟你們說要學習體會神對世人的愛
[00:13:14.000 --> 00:13:14.520]  跟他說
[00:13:14.520 --> 00:13:20.040]  你知道這些年當我有機會去到不同的地區
[00:13:20.040 --> 00:13:21.760]  國家做宣教的時候
[00:13:21.760 --> 00:13:25.040]  總是會面對不同文化的衝擊
[00:13:26.480 --> 00:13:28.080]  我記得第一次去蒙古
[00:13:28.080 --> 00:13:31.280]  去探訪那些遊牧民族
[00:13:31.280 --> 00:13:33.040]  所住的蒙古包
[00:13:33.040 --> 00:13:34.600]  那些家庭的時候
[00:13:34.600 --> 00:13:36.320]  一走進去
[00:13:36.320 --> 00:13:38.560]  他們總是很熱忱的
[00:13:38.560 --> 00:13:42.240]  端倪網白白的東西要我們輪流來喝
[00:13:42.240 --> 00:13:45.920]  他們告訴我那是奶茶
[00:13:45.920 --> 00:13:46.800]  我一聽有奶
[00:13:46.800 --> 00:13:47.160]  我說哎呀
[00:13:47.160 --> 00:13:49.360]  心裏就毛毛的
[00:13:49.360 --> 00:13:51.880]  不知道這些腸胃是不是能夠頂得住
[00:13:52.720 --> 00:13:56.760]  再加上蒙古包夏天是蒼蠅超多的
[00:13:56.760 --> 00:13:59.720]  等輪到我喝的時候
[00:13:59.720 --> 00:14:01.560]  那一晚上滿滿蒼蠅
[00:14:01.560 --> 00:14:05.520]  而那些主人都好像沒看見
[00:14:05.520 --> 00:14:07.360]  沒看見
[00:14:07.360 --> 00:14:09.200]  一直端到我面前
[00:14:09.200 --> 00:14:10.440]  看着我要喝
[00:14:10.440 --> 00:14:12.240]  充滿喜樂地看着我要喝
[00:14:12.240 --> 00:14:15.880]  我好像沒看見蒼蠅一樣
[00:14:15.880 --> 00:14:16.600]  趕快喝一口
[00:14:16.600 --> 00:14:17.960]  趕快傳到下面一個人去
[00:14:17.960 --> 00:14:21.240]  很多人常問我說
[00:14:21.240 --> 00:14:22.800]  劉慕斯你怎麼去面對
[00:14:22.800 --> 00:14:25.080]  這種各種不同文化的衝擊
[00:14:25.080 --> 00:14:28.560]  我相信最重要一件事情
[00:14:28.560 --> 00:14:32.440]  你要先學會去愛
[00:14:32.440 --> 00:14:34.640]  這些不同文化的人羣
[00:14:34.640 --> 00:14:40.520]  正好像主耶穌離開天上的榮華
[00:14:40.520 --> 00:14:43.160]  來到這樣一個黑暗的世界一樣
[00:14:43.160 --> 00:14:46.440]  想想看從天上到地下
[00:14:46.440 --> 00:14:49.800]  何等文化的差距多大
[00:14:51.400 --> 00:14:52.200]  你可以想象
[00:14:52.200 --> 00:14:54.120]  當主耶穌來到這個世界
[00:14:54.120 --> 00:14:55.400]  走在這樣一個
[00:14:55.400 --> 00:14:58.120]  充滿不公義的城市裏面
[00:14:58.120 --> 00:14:59.320]  那種感覺嗎
[00:14:59.320 --> 00:15:02.440]  你可以想象
[00:15:02.440 --> 00:15:06.000]  主耶穌走在那窮鄉僻壤的小路里面
[00:15:06.000 --> 00:15:07.240]  不方便嗎
[00:15:07.240 --> 00:15:10.640]  一定很難適應不是嗎
[00:15:10.640 --> 00:15:13.440]  但雖然如此
[00:15:13.440 --> 00:15:14.960]  爲什麼耶穌基督
[00:15:14.960 --> 00:15:17.080]  還是要來到這個世界上
[00:15:17.080 --> 00:15:19.640]  我告訴你
[00:15:20.240 --> 00:15:21.400]  沒有別的原因
[00:15:21.400 --> 00:15:23.640]  只有一個原因
[00:15:23.640 --> 00:15:26.960]  只是因爲神深愛世人
[00:15:26.960 --> 00:15:32.120]  這個愛驅使耶穌基督來到這個世界上
[00:15:32.120 --> 00:15:36.360]  要把神的愛帶給這個需要的人羣
[00:15:36.360 --> 00:15:39.000]  甚至爲他們死在死者架上
[00:15:39.000 --> 00:15:42.160]  同樣的今天當我們領受
[00:15:42.160 --> 00:15:44.400]  神對我們這樣偉大的愛
[00:15:44.400 --> 00:15:46.200]  我們豈不吟一樣
[00:15:46.200 --> 00:15:48.080]  同樣的用主的愛
[00:15:48.080 --> 00:15:50.080]  去愛那些生活周圍
[00:15:50.080 --> 00:15:52.520]  以及遠方有需要的人羣嗎
[00:15:52.520 --> 00:15:54.440]  我告訴你
[00:15:54.440 --> 00:15:55.760]  唯有神的愛
[00:15:55.760 --> 00:15:59.760]  能夠化解人與人之間的差異
[00:15:59.760 --> 00:16:02.480]  只有當你心中有愛
[00:16:02.480 --> 00:16:06.880]  你才能夠很容易去接納別人的不同
[00:16:06.880 --> 00:16:09.600]  只有當你心中有愛
[00:16:09.600 --> 00:16:13.360]  你才能化苦爲甘甜
[00:16:13.360 --> 00:16:17.480]  我就想到今天的回教世界的需要
[00:16:18.200 --> 00:16:20.960]  今年我們宣教月的主題
[00:16:20.960 --> 00:16:25.240]  是邁向那個宣教的最後前線
[00:16:25.240 --> 00:16:26.840]  就是指的回教世界
[00:16:26.840 --> 00:16:30.520]  你知道很多時候我們一想起回教徒
[00:16:30.520 --> 00:16:34.920]  我們常常會立刻聯想到一些恐怖分子
[00:16:34.920 --> 00:16:37.760]  我們心中常常充滿了恐懼
[00:16:37.760 --> 00:16:39.840]  但事實上我告訴你
[00:16:39.840 --> 00:16:42.720]  今天在回教徒的心靈世界裏面
[00:16:42.720 --> 00:16:45.920]  是一個很大的被愛的需要
[00:16:47.840 --> 00:16:49.680]  今天如果你想明白回教
[00:16:49.680 --> 00:16:54.720]  你一定要先明白回教裏面的心靈世界
[00:16:54.720 --> 00:16:58.960]  那當年亞伯拉罕
[00:16:58.960 --> 00:17:01.080]  因爲等不及神的硬許
[00:17:01.080 --> 00:17:06.960]  他自己就娶了妻子的這個卑女夏甲爲妾
[00:17:06.960 --> 00:17:11.840]  夏甲就爲他生了一個兒子叫以斯馬利
[00:17:11.840 --> 00:17:13.960]  就是現今阿拉伯人的祖先
[00:17:13.960 --> 00:17:17.400]  等到後來亞伯拉罕
[00:17:18.120 --> 00:17:20.120]  就從他的妻子莎拉
[00:17:20.120 --> 00:17:21.440]  按照神的硬許
[00:17:21.440 --> 00:17:22.520]  生下一個兒子
[00:17:22.520 --> 00:17:24.160]  取名叫以薩之後
[00:17:24.160 --> 00:17:26.720]  而從此
[00:17:26.720 --> 00:17:31.920]  亞伯拉罕的家裏再也容納不下以斯馬利
[00:17:31.920 --> 00:17:34.800]  你知道多年來
[00:17:34.800 --> 00:17:40.280]  以斯馬利一直以爲他是父親的繼承人
[00:17:40.280 --> 00:17:43.560]  等到以薩一來
[00:17:43.560 --> 00:17:45.960]  他忽然發現
[00:17:45.960 --> 00:17:48.440]  他其實不是那個繼承人
[00:17:48.440 --> 00:17:51.640]  我們看見
[00:17:51.640 --> 00:17:55.960]  以斯馬利不但經歷一個心靈的被棄絕
[00:17:55.960 --> 00:17:59.400]  而且被他父親趕出家門
[00:17:59.400 --> 00:18:02.160]  有時候你讀聖經裏
[00:18:02.160 --> 00:18:06.040]  你不得不感嘆亞伯拉罕那種糊塗跟懦弱
[00:18:06.040 --> 00:18:08.760]  當然他是信心的偉人
[00:18:08.760 --> 00:18:11.040]  但你不可否認他也是很軟弱的一個
[00:18:11.040 --> 00:18:14.920]  他給夏甲跟這個孩子一個餅
[00:18:14.920 --> 00:18:19.000]  跟一袋水就打發他們進到曠野去了
[00:18:19.000 --> 00:18:22.000]  他在幹什麼
[00:18:22.000 --> 00:18:25.840]  你把一個女人一個小孩給他一個餅
[00:18:25.840 --> 00:18:28.640]  一袋水打發到曠野要他幹什麼
[00:18:28.640 --> 00:18:32.080]  不是就他死在曠野嗎
[00:18:32.080 --> 00:18:36.320]  創世紀二十一章十五到十六節
[00:18:36.320 --> 00:18:39.320]  這時候皮帶的水就用盡了嘛
[00:18:39.320 --> 00:18:44.160]  夏甲就把孩子撇在小樹底下
[00:18:44.160 --> 00:18:48.520]  自己走開約有一劍之處相對而坐說
[00:18:48.520 --> 00:18:50.600]  我不忍見孩子死
[00:18:50.600 --> 00:18:54.240]  就相對而坐放生大哭
[00:18:54.240 --> 00:18:57.800]  你要明白回教
[00:18:57.800 --> 00:19:00.320]  你就要明白這一幅圖畫
[00:19:00.320 --> 00:19:04.880]  在回教的心靈世界裏面
[00:19:04.880 --> 00:19:06.600]  是個被棄絕的靈
[00:19:06.600 --> 00:19:09.240]  被父親所棄絕
[00:19:11.080 --> 00:19:14.120]  爲什麼在回教裏面對神的稱呼有九十九種
[00:19:14.120 --> 00:19:19.160]  沒有一個稱呼是father above
[00:19:19.160 --> 00:19:27.720]  回教是一個缺乏愛的宗教
[00:19:27.720 --> 00:19:29.280]  特別是父親的愛
[00:19:29.280 --> 00:19:33.320]  對回教徒來講阿拉是全能的神
[00:19:33.320 --> 00:19:37.520]  他們可以全心來敬拜甚至全心尾聲
[00:19:37.520 --> 00:19:41.040]  但如果你問他
[00:19:41.040 --> 00:19:42.400]  你的神愛你嗎
[00:19:42.400 --> 00:19:45.160]  他答不上來
[00:19:45.160 --> 00:19:47.640]  因爲他不知道
[00:19:47.640 --> 00:19:51.360]  他也從來不明白
[00:19:51.360 --> 00:19:55.120]  有一位神是會真實來愛我們的
[00:19:55.120 --> 00:20:00.480]  在回教的心靈世界裏面有一種被棄絕的靈
[00:20:00.480 --> 00:20:03.520]  而被棄絕的反應就是報復
[00:20:03.520 --> 00:20:08.360]  這爲什麼回教很容易成爲一種暴民運動的原因
[00:20:10.040 --> 00:20:12.360]  所以當我們爲回教徒禱告的時候
[00:20:12.360 --> 00:20:16.040]  我們求神要拆毀這些堅固的陰雷
