
[00:00:00.000 --> 00:00:02.480]  (主席) 請見慰平安
[00:01:26.760 --> 00:01:32.040]  (主席) 佢係講緊一個呢就係我哋神子民 神嘅兒女呢個嘅身份呀
[00:01:32.040 --> 00:01:34.840]  (主席) 由第一章 五節
[00:01:34.840 --> 00:01:38.280]  (主席) 保羅話呢 佢話呢 神因為愛我哋
[00:01:38.280 --> 00:01:41.800]  (主席) 就按住佢自己嘅旨意 佢喜悅嘅旨意呢
[00:01:41.800 --> 00:01:47.240]  (主席) 係預定我哋藉著耶穌基督呢 係得著兒子嘅名份
[00:01:47.240 --> 00:01:50.280]  (主席) 而且呢 佢都照住佢自己預定嘅美意呢
[00:01:50.280 --> 00:01:52.840]  (主席) 叫我哋知道佢旨意嘅奧秘
[00:01:52.840 --> 00:01:55.000]  (主席) 而呢個奧秘係咩呢 三章六節
[00:01:55.000 --> 00:01:58.600]  (主席) 佢話呢個奧秘 就係愛邦人喺基督耶穌裏
[00:01:58.600 --> 00:02:03.720]  (主席) 藉著福音得以同為後子 同為一體 同夢應許
[00:02:03.720 --> 00:02:06.840]  (主席) 所以保羅呢 開章明義呢 已經講俾我哋聽
[00:02:06.840 --> 00:02:10.440]  (主席) 我哋係 因著耶穌基督啦 我哋有個身份呀
[00:02:10.440 --> 00:02:14.520]  (主席) 我哋嘅身份 就係我哋係神嘅兒女呀
[00:02:14.520 --> 00:02:17.720]  (主席) 但係呢 呢個身份 我點可以確定呢
[00:02:17.720 --> 00:02:21.640]  (主席) 我點可以呀 知道 我有呢個身份呢
[00:02:21.640 --> 00:02:24.200]  (主席) 一章十三節 保羅話
[00:02:24.200 --> 00:02:27.640]  (主席) 佢話 你哋呢 既然聽見咗真理嘅道
[00:02:27.640 --> 00:02:31.880]  (主席) 就係嗰個叫你哋得救嘅福音 亦都信咗基督
[00:02:31.880 --> 00:02:36.040]  (主席) 既然信基督 就受咗所應許嘅聖靈為印記
[00:02:36.040 --> 00:02:40.120]  (主席) 原來呢 我哋所有已經被蒙恩得救嘅
[00:02:40.120 --> 00:02:43.000]  (主席) 我哋係信主耶穌基督 係為我哋喺
[00:02:43.000 --> 00:02:46.200]  (主席) 十字架上附上我哋罪嘅屬架嘅
[00:02:46.200 --> 00:02:49.400]  (主席) 我哋係將佢作為我哋嘅救主
[00:02:49.400 --> 00:02:51.800]  (主席) 我哋嘅生命嘅主嘅時候呢
[00:02:51.800 --> 00:02:54.200]  (主席) 我哋係有聖靈喺裏面呢
[00:02:54.200 --> 00:02:57.720]  (主席) 係去確定我哋的而且確係神嘅兒女
[00:02:57.720 --> 00:03:00.280]  (主席) 聖靈係呢一個嘅印記
[00:03:00.280 --> 00:03:03.960]  (主席) 但係我哋有一個咁樣嘅確定
[00:03:03.960 --> 00:03:07.800]  (主席) 我哋自己亦都需要有一個嘅信守
[00:03:07.800 --> 00:03:11.640]  (主席) 我哋亦都係需要係去信守呢一個嘅身份
[00:03:11.640 --> 00:03:13.240]  (主席) 喺四章一召三節
[00:03:13.240 --> 00:03:14.520]  (主席) 普羅話呢 佢話
[00:03:14.520 --> 00:03:15.960]  (主席) 我勸你哋
[00:03:15.960 --> 00:03:18.760]  (主席) 既然蒙召行事為人
[00:03:18.760 --> 00:03:21.160]  (主席) 就當與蒙召嘅恩相情
[00:03:21.160 --> 00:03:23.320]  (主席) 凡事謙虛溫柔忍耐
[00:03:23.320 --> 00:03:25.240]  (主席) 用愛心互相寬容
[00:03:25.240 --> 00:03:26.920]  (主席) 用和平彼此聯絡
[00:03:26.920 --> 00:03:30.440]  (主席) 竭力保守聖靈所賜合而為一嘅心
[00:03:30.440 --> 00:03:32.040]  (主席) 原來呢
[00:03:32.040 --> 00:03:34.840]  (主席) 我哋不但止話我哋有聖靈喺裏面
[00:03:34.840 --> 00:03:42.040]  (主席) 但係我哋亦都要主動咁樣樣呢 係讓我哋嘅行事為人呢
[00:03:42.040 --> 00:03:44.520]  (主席) 係合乎呢一個嘅身份呀
[00:03:44.520 --> 00:03:47.480]  (主席) 係同我哋所蒙嘅恩相情
[00:03:47.480 --> 00:03:49.400]  (主席) 所以普羅喺五章一節呢
[00:03:49.400 --> 00:03:51.480]  (主席) 佢都話 你哋要效法神呀
[00:03:51.480 --> 00:03:54.200]  (主席) 好像蒙慈愛嘅兒女一樣
[00:03:54.200 --> 00:03:57.160]  (主席) 即係話 既然你係蒙慈愛嘅兒女
[00:03:57.160 --> 00:03:58.360]  (主席) 你已經得救啦
[00:03:58.360 --> 00:04:00.680]  (主席) 你應該效法神嘅信實
[00:04:00.680 --> 00:04:03.320]  (主席) 神嘅恩慈 神嘅公義呀
[00:04:03.320 --> 00:04:07.640]  (主席) 咁樣樣去顯出呢 神喺你身上嘅作為
[00:04:07.640 --> 00:04:10.280]  (主席) 你的而且確係神嘅兒女
[00:04:10.280 --> 00:04:14.040]  (主席) 所以我哋係要活出神嘅兒女呢個身份呢
[00:04:14.040 --> 00:04:16.360]  (主席) 係要俾人睇得到㗎
[00:04:16.360 --> 00:04:18.760]  (主席) 喺二章一至三節呢
[00:04:18.760 --> 00:04:21.480]  (主席) 普羅講到呢 未得救嘅人呢
[00:04:21.480 --> 00:04:25.320]  (主席) 係死喺過犯罪裏面呀
[00:04:25.320 --> 00:04:27.400]  (主席) 我哋係同其他人一樣呀
[00:04:27.400 --> 00:04:30.360]  (主席) 我哋係信服空中掌權者嘅首領呀
[00:04:30.360 --> 00:04:33.400]  (主席) 係就係叛逆之子心中運行嘅邪靈呀
[00:04:33.400 --> 00:04:35.320]  (主席) 我哋本為可怒之子呀
[00:04:35.320 --> 00:04:36.840]  (主席) 同其他人一樣嘅
[00:04:36.840 --> 00:04:40.040]  (主席) 我哋嘅行事為人係同其他人係一樣嘅
[00:04:40.040 --> 00:04:43.240]  (主席) 但係當我哋係得救嘅時候呢
[00:04:43.240 --> 00:04:46.600]  (主席) 普羅用一個好似著上新人嘅一個比喻呢
[00:04:46.600 --> 00:04:49.480]  (主席) 就係話呢 你要俾人睇得到呢
[00:04:49.480 --> 00:04:52.680]  (主席) 你過去嗰種嘅行事為人已經係唔同咗啦
[00:04:52.680 --> 00:04:55.880]  (主席) 就好似呢將個舊人除衫咁樣除咗落嚟
[00:04:55.880 --> 00:05:01.000]  (主席) 然後呢著返一件新嘅衫上去 呢一件新嘅衫呢係一個新人嚟嘅
[00:05:01.000 --> 00:05:04.200]  (主席) 呢個新人呢係照住神嘅形象做嘅
[00:05:04.200 --> 00:05:07.720]  (主席) 係有真理嘅仁義同埋聖潔
[00:05:07.720 --> 00:05:10.520]  (主席) 普羅呢喺四章二十四節呢度呢
[00:05:10.520 --> 00:05:15.320]  (主席) 係用著上新人一個咁嘅比喻呢
[00:05:15.320 --> 00:05:17.400]  (主席) 俾我哋知道呢
[00:05:17.400 --> 00:05:20.520]  (主席) 我哋既然知道我哋係神嘅兒女
[00:05:20.520 --> 00:05:22.680]  (主席) 我哋有呢個嘅確據
[00:05:22.680 --> 00:05:26.840]  (主席) 我哋亦都需要係去信守呢個身份嘅時候呢
[00:05:26.840 --> 00:05:28.760]  (主席) 我哋係要俾人睇得到呢
[00:05:28.760 --> 00:05:32.520]  (主席) 我哋呢個身份的而且確係神嘅兒女
[00:05:32.520 --> 00:05:36.680]  (主席) 我哋係有真理嘅仁義同埋聖潔係俾人睇得到
[00:05:36.680 --> 00:05:38.600]  (主席) 呢個係神嘅形象
[00:05:38.600 --> 00:05:39.800]  (主席) 所以咩叫神嘅形象
[00:05:39.800 --> 00:05:41.880]  (主席) 就係話神嘅一啲嘅屬性呢
[00:05:41.880 --> 00:05:45.320]  (主席) 啊我哋喺人嘅喺我哋嘅身上呢俾人睇得到
[00:05:45.320 --> 00:05:47.720]  (主席) 因為我哋係佢嘅兒女
[00:05:47.720 --> 00:05:52.920]  (主席) 但係呢點解話要著上呢個個新人
[00:05:52.920 --> 00:05:56.760]  (主席) 先至呢係有神嘅呢個形象呢
[00:05:56.760 --> 00:05:59.800]  (主席) 其實創世紀一章二十六至二十七節呢
[00:05:59.800 --> 00:06:05.640]  (主席) 同我哋講神做人嘅時候本來就係照住佢嘅形象去做㗎嘛
[00:06:05.640 --> 00:06:08.680]  (主席) 係咪 神話我要照住我哋嘅形象
[00:06:08.680 --> 00:06:10.360]  (主席) 按我哋嘅樣式做人
[00:06:10.360 --> 00:06:12.600]  (主席) 使佢哋呢去管理海裡嘅魚
[00:06:12.600 --> 00:06:13.640]  (主席) 空中嘅鳥
[00:06:13.640 --> 00:06:15.480]  (主席) 地上嘅生畜同全地
[00:06:15.480 --> 00:06:17.720]  (主席) 並地上所爬嘅一切昆蟲
[00:06:17.720 --> 00:06:20.040]  (主席) 所以神就照著自己嘅形象做人
[00:06:20.040 --> 00:06:23.000]  (主席) 係照著佢嘅形象做男做女
[00:06:23.000 --> 00:06:24.920]  (主席) 呢個咩形象
[00:06:24.920 --> 00:06:27.960]  (主席) 就係頭先我哋睇到呢個所謂新人嘅形象呢
[00:06:27.960 --> 00:06:30.120]  (主席) 係有真理嘅仁義同埋聖潔
[00:06:30.120 --> 00:06:31.720]  (主席) 有神嘅屬性喺裏面
[00:06:31.720 --> 00:06:34.440]  (主席) 但係羅馬書講俾我哋聽
[00:06:34.440 --> 00:06:36.440]  (主席) 頭先我哋所讀嘅金句
[00:06:36.440 --> 00:06:37.640]  (主席) 三章二十三節
[00:06:37.640 --> 00:06:51.560]  (主席) 因為世人以犯了罪 規缺了神嘅榮耀
[00:06:51.560 --> 00:06:56.920]  (主席) 其實咩罪令到我哋失去呢啲神嘅屬性呢
[00:06:56.920 --> 00:07:00.680]  (主席) 其實如果我哋睇返《創世紀始祖犯罪》
[00:07:00.680 --> 00:07:05.560]  (主席) 始祖嘅罪係因為佢唔甘於佢係被造過
[00:07:05.560 --> 00:07:09.000]  (主席) 嗰一位只不過係神嘅管家呢個身份
[00:07:09.000 --> 00:07:12.680]  (主席) 佢要如神一般成為主宰
[00:07:12.680 --> 00:07:15.240]  (主席) 當佢要係咁樣嘅時候
[00:07:15.240 --> 00:07:21.720]  (主席) 佢其實就遷越咗神係嗰個獨一至高嘅權柄同埋位份
[00:07:21.720 --> 00:07:25.080]  (主席) 即係換句話講佢唔甘於我做一個被造嘅
[00:07:25.080 --> 00:07:28.680]  (主席) 只係單單神下面嘅一個大地嘅管家
[00:07:28.680 --> 00:07:30.840]  (主席) 而後我要成為一個主宰
[00:07:30.840 --> 00:07:36.600]  (主席) 當我哋咁樣嘅時候我哋已經係不守本份
[00:07:36.600 --> 00:07:40.760]  (主席) 我哋唔守我哋身份我哋嘅本份
[00:07:40.760 --> 00:07:42.600]  (主席) 我哋係遷越咗我哋嘅本份
[00:07:42.600 --> 00:07:48.120]  (主席) 當然我哋同神嘅關係就係因為咁樣而係破裂
[00:07:48.120 --> 00:07:49.720]  (主席) 每一個人都係神被造嘅
[00:07:49.720 --> 00:07:52.920]  (主席) 所以每一個人都係平等嘅
[00:07:52.920 --> 00:07:55.240]  (主席) 我哋只有一個合作嘅關係
[00:07:55.240 --> 00:07:58.760]  (主席) 我哋唔應該係一個邊個主宰邊個嘅關係
[00:07:58.760 --> 00:08:02.600]  (主席) 但係當我哋人人都要去做一個主宰嘅時候
[00:08:02.600 --> 00:08:04.520]  (主席) 我要主宰你你又要主宰我
[00:08:04.520 --> 00:08:11.000]  (主席) 我點樣可以去搬弄別人去控制別人
[00:08:11.000 --> 00:08:15.640]  (主席) 唯有一係就用強權一係就用欺騙
[00:08:15.640 --> 00:08:19.800]  (主席) 當人係要用強權用欺騙係為要去主宰別人
[00:08:19.800 --> 00:08:22.440]  (主席) 去擺弄別人嘅時候
[00:08:22.440 --> 00:08:26.840]  (主席) 其實信實同埋公義去咗邊度
[00:08:26.840 --> 00:08:29.080]  (主席) 正正係人呢個嘅罪
[00:08:29.080 --> 00:08:33.400]  (主席) 我哋係要遷越神呢一個嘅遺憤
[00:08:33.400 --> 00:08:36.360]  (主席) 我哋嘅自我中心
[00:08:36.360 --> 00:08:38.680]  (主席) 係讓我哋失去咗神嘅榮耀
[00:08:38.680 --> 00:08:41.880]  (主席) 失去咗原本喺我哋身上
[00:08:41.880 --> 00:08:45.080]  (主席) 信實 恩慈 公義
[00:08:45.080 --> 00:08:51.000]  (主席) 呢啲嘅形象 呢啲嘅神嘅屬性
[00:08:51.000 --> 00:08:54.520]  (主席) 喺上個月嘅讀經營裏面
[00:08:54.520 --> 00:08:57.720]  (主席) 李慎琳牧師就同我哋講針研
[00:08:57.720 --> 00:09:00.440]  (主席) 我想問一問我哋當中有邊幾位
[00:09:00.440 --> 00:09:04.920]  (主席) 有去過讀經營嘅
[00:09:04.920 --> 00:09:08.200]  (主席) 都唔係好多喎 真係走寶
[00:09:08.200 --> 00:09:11.160]  (主席) 李牧師同我哋講針研
[00:09:11.160 --> 00:09:13.400]  (主席) 佢一開始就同我哋講到
[00:09:13.400 --> 00:09:15.720]  (主席) 佢喺舊約以色列人
[00:09:15.720 --> 00:09:21.800]  (主席) 係點樣去評價一個人係咪屬靈呢
[00:09:21.800 --> 00:09:25.800]  (主席) 佢話喺舊約以色列人 係話一個人係屬靈
[00:09:25.800 --> 00:09:31.480]  (主席) 唔係單單就係話佢遵守倫理道德上面嘅規矩咁簡單
[00:09:31.480 --> 00:09:36.440]  (主席) 而係話呢個人有冇喺神嘅律法下面
[00:09:36.440 --> 00:09:40.840]  (主席) 喺家庭喺佢族群喺佢自派同一個國家裏面
[00:09:40.840 --> 00:09:44.920]  (主席) 做好佢嘅身份所以應該要做嘅
[00:09:44.920 --> 00:09:49.640]  (主席) 換句話講就係佢喺唔同嘅家庭
[00:09:49.640 --> 00:09:52.760]  (主席) 喺佢自己嘅家庭喺支派裏面
[00:09:52.760 --> 00:09:54.280]  (主席) 佢係有唔同嘅身份嘅
[00:09:54.280 --> 00:09:56.840]  (主席) 佢有冇做好佢身份嘅本份
[00:09:56.840 --> 00:10:00.600]  (主席) 如果佢有嘅時候呢 佢其實就係屬靈
[00:10:00.600 --> 00:10:02.360]  (主席) 如果我哋咁樣去理解呢
[00:10:02.360 --> 00:10:06.120]  (主席) 我哋其實會更加容易理解我哋點解呢
[00:10:06.120 --> 00:10:08.920]  (主席) 可以因信而稱義
[00:10:08.920 --> 00:10:13.320]  (主席) 保羅喺羅馬書下三章二十二節
[00:10:13.320 --> 00:10:15.720]  (主席) 佢話就係神嘅義
[00:10:15.720 --> 00:10:17.160]  (主席) 因為信耶穌基督呢
[00:10:17.160 --> 00:10:19.640]  (主席) 加級一切相信嘅人並沒有分別
[00:10:19.640 --> 00:10:21.640]  (主席) 而且如今係夢神嘅恩典
[00:10:21.640 --> 00:10:25.160]  (主席) 因基督耶穌嘅救贖就白白地稱義
[00:10:25.160 --> 00:10:28.600]  (主席) 點解我哋可以白白地稱義呢
[00:10:28.600 --> 00:10:31.400]  (主席) 保羅喺呢度雖然佢係用希臘文寫下
[00:10:31.400 --> 00:10:33.640]  (主席) 神嘅義呢個字
[00:10:33.640 --> 00:10:38.680]  (主席) 但係保羅作為一個猶太人
[00:10:38.680 --> 00:10:40.680]  (主席) 佢用到呢個義嘅時候呢
[00:10:40.680 --> 00:10:45.160]  (主席) 佢其實應該係用猶太人對義嘅意思去理解
[00:10:45.160 --> 00:10:47.480]  (主席) 而猶太人嗰個義嘅理解呢
[00:10:47.480 --> 00:10:51.240]  (主席) 就唔係話好似你又可以遵守呢樣嘢
[00:10:51.240 --> 00:10:52.440]  (主席) 你又冇犯呢樣嘢
[00:10:52.440 --> 00:10:54.040]  (主席) 所以你係個義人啦
[00:10:54.040 --> 00:10:57.240]  (主席) 而係話當喺一個關係上面
[00:10:57.240 --> 00:10:59.880]  (主席) 可能朋友啦 父子啦 夫婦啦
[00:10:59.880 --> 00:11:02.120]  (主席) 呢啲咁嘅關係裏面呢
[00:11:02.120 --> 00:11:05.160]  (主席) 我哋都做好我哋關係裏面嘅本份
[00:11:05.160 --> 00:11:06.360]  (主席) 你就係義
[00:11:06.360 --> 00:11:08.680]  (主席) 就好似李承林牧師所講嘅
[00:11:08.680 --> 00:11:11.880]  (主席) 你就係屬靈 你就係義
[00:11:11.880 --> 00:11:15.640]  (主席) 如果我哋咁樣理解嘅話呢 就係話我哋因為
[00:11:15.640 --> 00:11:18.120]  (主席) 藉著耶穌基督呢 我哋認識神呀
[00:11:18.120 --> 00:11:21.000]  (主席) 我哋知道呢我哋同神嘅關係呢
[00:11:21.000 --> 00:11:22.920]  (主席) 正確嘅關係應該係點樣樣
[00:11:22.920 --> 00:11:24.920]  (主席) 而且呢藉著耶穌嘅補血
[00:11:24.920 --> 00:11:27.480]  (主席) 我哋同神呢係立咗呢一個約呀
[00:11:27.480 --> 00:11:29.080]  (主席) 我哋去信守呢個約
[00:11:29.080 --> 00:11:31.320]  (主席) 信守呢一個神人嘅關係呀
[00:11:31.320 --> 00:11:33.960]  (主席) 當我哋真係信守呢個神人嘅關係嘅時候呢
[00:11:33.960 --> 00:11:35.800]  (主席) 神就稱我哋為義呀
[00:11:35.800 --> 00:11:42.680]  (主席) 因為我哋已經係合乎喺呢個關係裏面呢 我哋尊佢為神 仍然係我哋生命嘅主宰呀
[00:11:42.680 --> 00:11:44.760]  (主席) 而我哋只不過係一個被造嘅
[00:11:44.760 --> 00:11:48.440]  (主席) 我哋係地上 佢所差派嘅一個嘅管教
[00:11:48.440 --> 00:11:53.000]  (主席) 我哋可能亦未免都未合乎完整個義人嘅標準
[00:11:53.000 --> 00:11:56.440]  (主席) 但係我哋已經係合乎我哋同神
[00:11:56.440 --> 00:11:59.640]  (主席) 神人關係嘅呢一個嘅義呀
[00:11:59.640 --> 00:12:01.800]  (主席) 就係我守我嘅本份
[00:12:01.800 --> 00:12:06.280]  (主席) 我係一個人 我係要做返我人應該要做嘅
[00:12:06.280 --> 00:12:08.840]  (主席) 咁所以呢 如果我哋咁樣去明白嘅時候呢
[00:12:08.840 --> 00:12:15.720]  (主席) 其實頭先我所講嘅 稱義 穿上神人 效法神 穿上神嘅軍裝
[00:12:15.720 --> 00:12:18.040]  (主席) 其實我哋係講緊同一樣嘢
[00:12:18.040 --> 00:12:21.320]  (主席) 我哋係講緊呢 我哋係一個嘅身份呀
[00:12:21.320 --> 00:12:24.360]  (主席) 我哋呢個身份 我哋係神嘅兒女呀
[00:12:24.360 --> 00:12:28.520]  (主席) 呢一個嘅身份 而呢個身份呢不但止係要知呀
[00:12:28.520 --> 00:12:30.920]  (主席) 而且我哋係要去守呀
[00:12:30.920 --> 00:12:35.720]  (主席) 我哋係要守我哋呢個身份嘅本份
[00:12:35.720 --> 00:12:37.640]  (主席) 而去守呢個身份嘅本份呢
[00:12:37.640 --> 00:12:41.160]  (主席) 我哋係要實踐出嚟 我哋要行出嚟
[00:12:41.160 --> 00:12:45.800]  (主席) 讓人畀人睇到呢 我哋的而且確係有呢一個嘅身份
[00:12:45.800 --> 00:12:50.280]  (主席) 所以呢 喺保羅喺結束已不所書嘅時候呢
[00:12:50.280 --> 00:12:54.440]  (主席) 佢係再用神所賜嘅全副軍裝呢個比喻呢
[00:12:54.440 --> 00:12:59.240]  (主席) 係去總結呀 呢個總結呢係畀我哋再一次去睇到呢
[00:12:59.240 --> 00:13:02.600]  (主席) 我哋嘅身份係乜嘢 我哋要信守嘅係乜嘢
[00:13:02.600 --> 00:13:04.600]  (主席) 我哋信靠嘅係乜嘢
[00:13:04.600 --> 00:13:09.000]  (主席) 同埋我哋點樣可以畀人睇到我哋的確係有呢個身份
[00:13:09.000 --> 00:13:12.600]  (主席) 喺頭先讀嘅經文裏面呢
[00:13:12.600 --> 00:13:16.120]  (主席) 我哋講到呢係神所賜嘅軍裝
[00:13:16.120 --> 00:13:18.760]  (主席) 其實呢原文呢係規格咁解
[00:13:18.760 --> 00:13:23.240]  (主席) 我哋睇下呢佢所講嘅規格係一個點樣嘅規格好嗎
[00:13:23.240 --> 00:13:27.320]  (主席) 呢個呢係羅馬時代士兵嘅規格
[00:13:27.320 --> 00:13:30.520]  (主席) 保羅嗰個時代呢羅馬士兵就係咁樣
[00:13:30.520 --> 00:13:33.320]  (主席) 所以當佢講呢係神嘅規格嘅時候呢
[00:13:33.320 --> 00:13:37.240]  (主席) 佢嘅原型呢應該就係一個咁樣嘅規格
[00:13:37.240 --> 00:13:39.560]  (主席) 只不過佢用咗一個咁嘅庇譽呢
[00:13:39.560 --> 00:13:42.680]  (主席) 係來庇譽我哋作為神兒女
[00:13:42.680 --> 00:13:44.680]  (主席) 我哋呢個身份我哋點樣樣
[00:13:44.680 --> 00:13:50.440]  (主席) 係去信守去信靠而且係點樣樣去活出嚟
[00:13:50.440 --> 00:13:56.360]  (主席) 我唔知道大家有冇以前鍾意睇啲戰爭片
[00:13:56.360 --> 00:14:00.200]  (主席) 我以前就好鍾意睇啲戰爭片嘅
[00:14:00.200 --> 00:14:02.760]  (主席) 即係滑鐵盧戰役呀呢啲
[00:14:02.760 --> 00:14:05.320]  (主席) 我好奇怪一樣嘢就係點解以前呢
[00:14:05.320 --> 00:14:07.880]  (主席) 即係滑鐵盧戰役十八世紀嘅時候呢
[00:14:07.880 --> 00:14:11.400]  (主席) 嗰啲人啲軍隊啲衫咁鮮艷嘅
[00:14:11.400 --> 00:14:13.000]  (主席) 嘩鮮紅色嘅喎
[00:14:13.000 --> 00:14:17.560]  (主席) 嘩你係咁又戴哂帽又羽毛呀好靚嘅喎
[00:14:17.560 --> 00:14:21.960]  (主席) 佢哋打仗又多泥嘅乜要穿得咁鮮明呢
[00:14:21.960 --> 00:14:27.320]  (主席) 但係呢當你再去了解一下呢
[00:14:27.320 --> 00:14:31.160]  (主席) 喺十八世紀時候打仗同埋現代打仗有咩人同呢
[00:14:31.160 --> 00:14:32.360]  (主席) 我諗你係明白
[00:14:32.360 --> 00:14:34.600]  (主席) 因為十八世紀打仗嘅時候呢
[00:14:34.600 --> 00:14:39.560]  (主席) 仍然係兩兵交鋒呢係要埋身肉搏嘅
[00:14:39.560 --> 00:14:42.520]  (主席) 你如果呢著衫呢係分唔出你我嘅時候呢
[00:14:42.520 --> 00:14:44.920]  (主席) 好多時就自己人打自己人
[00:14:44.920 --> 00:14:48.040]  (主席) 所以呢軍裝呢係要分得好清楚呢
[00:14:48.040 --> 00:14:50.120]  (主席) 究竟你係邊一邊嘅
[00:14:50.120 --> 00:14:53.000]  (主席) 其實你著嘅軍裝呢
[00:14:53.000 --> 00:14:55.960]  (主席) 係好清楚咁樣畀人分辨到出嚟呢
[00:14:55.960 --> 00:14:58.120]  (主席) 你係邊一邊嘅
[00:14:58.120 --> 00:15:00.280]  (主席) 你係為邊個去打仗嘅
[00:15:00.280 --> 00:15:02.600]  (主席) 係為咗乜嘢而打仗嘅
[00:15:02.600 --> 00:15:03.800]  (主席) 所以頭先保羅
[00:15:03.800 --> 00:15:07.160]  (主席) 頭先我所讀嘅保羅所講嘅
[00:15:07.160 --> 00:15:09.240]  (主席) 佢話呢我哋要靠主
[00:15:09.240 --> 00:15:13.080]  (主席) 係去依賴佢嘅大能大力作剛強嘅人
[00:15:13.080 --> 00:15:16.680]  (主席) 而要穿戴神所賜嘅全副軍裝
[00:15:16.680 --> 00:15:20.120]  (主席) 去抵擋魔鬼嘅詭計
[00:15:20.120 --> 00:15:21.000]  (主席) 保羅同我哋講
[00:15:21.000 --> 00:15:22.440]  (主席) 我哋要著嘅
[00:15:22.440 --> 00:15:25.240]  (主席) 係神所賜嘅全副軍裝
[00:15:25.240 --> 00:15:27.000]  (主席) 既然係神所賜
[00:15:27.000 --> 00:15:28.600]  (主席) 我著上呢個軍裝
[00:15:28.600 --> 00:15:30.600]  (主席) 我係屬於神嘅軍隊
[00:15:30.600 --> 00:15:32.520]  (主席) 我係喺神嗰方面嘅
[00:15:32.520 --> 00:15:33.800]  (主席) 我係好清楚
[00:15:33.800 --> 00:15:35.560]  (主席) 我係屬於邊個邊邊
[00:15:35.560 --> 00:15:36.760]  (主席) 我為邊個而打嘅
[00:15:36.760 --> 00:15:38.440]  (主席) 我為乜嘢而打嘅
[00:15:38.440 --> 00:15:42.760]  (主席) 而保羅亦都喺12節嗰度同我哋講
[00:15:42.760 --> 00:15:46.760]  (主席) 佢話我哋唔係同屬血氣嘅爭戰
[00:15:46.760 --> 00:15:48.120]  (主席) 我哋係同執政掌權嘅
[00:15:48.120 --> 00:15:49.640]  (主席) 管轄呢個幽暗世界嘅
[00:15:49.640 --> 00:15:53.000]  (主席) 以及天空屬靈氣嘅惡魔爭戰
[00:15:53.000 --> 00:15:55.960]  (主席) 保羅不但止係好清晰講畀我哋聽
[00:15:55.960 --> 00:15:58.920]  (主席) 我哋係屬於邊一個
[00:15:58.920 --> 00:16:02.440]  (主席) 佢亦都講畀你聽我哋嘅敵人係邊一個
[00:16:02.440 --> 00:16:03.800]  (主席) 喺戰場上面
[00:16:03.800 --> 00:16:05.880]  (主席) 你要好清楚你係屬於邊一邊
[00:16:05.880 --> 00:16:08.680]  (主席) 你亦都要好清楚你嘅敵人係邊一個
[00:16:08.680 --> 00:16:12.840]  (主席) 保羅就喺呢度講得好清楚 佢話我哋唔係同屬血氣嘅
[00:16:12.840 --> 00:16:15.960]  (主席) 屬血氣嘅意思就係話人 人係屬血氣嘅
