
[00:00:00.000 --> 00:00:02.000]  (主席)各位聽眾早安
[00:03:55.000 --> 00:03:56.000]  我剛才都說了
[00:03:56.000 --> 00:03:58.000]  問你哪條最大你答兩條
[00:03:58.000 --> 00:04:00.000]  究竟這兩條是哪條最大
[00:04:00.000 --> 00:04:05.000]  不過民事又接受耶穌這個答案
[00:04:05.000 --> 00:04:09.000]  他不會像我們女朋友老婆
[00:04:09.000 --> 00:04:11.000]  我當然是男性
[00:04:11.000 --> 00:04:13.000]  當然說女朋友老婆
[00:04:13.000 --> 00:04:16.000]  不過如果你問你男朋友問你先生
[00:04:16.000 --> 00:04:17.000]  先生或男朋友問你
[00:04:17.000 --> 00:04:18.000]  他都不會這樣問
[00:04:18.000 --> 00:04:20.000]  他自己決定了
[00:04:20.000 --> 00:04:23.000]  他不會像他們這樣
[00:04:23.000 --> 00:04:26.000]  這兩條哪條最好
[00:04:26.000 --> 00:04:28.000]  等於那兩條裙子
[00:04:28.000 --> 00:04:30.000]  你選了兩條都可以
[00:04:30.000 --> 00:04:33.000]  這兩條哪條最好
[00:04:33.000 --> 00:04:35.000]  他會這樣問
[00:04:35.000 --> 00:04:37.000]  但民事沒有問這個問題
[00:04:37.000 --> 00:04:38.000]  當耶穌說
[00:04:38.000 --> 00:04:40.000]  最大的就是要愛上帝
[00:04:40.000 --> 00:04:43.000]  盡心盡性盡意盡力愛主你的神
[00:04:43.000 --> 00:04:47.000]  其次就是要愛人如己
[00:04:47.000 --> 00:04:49.000]  民事聽了這個答案之後
[00:04:49.000 --> 00:04:51.000]  他又接受
[00:04:51.000 --> 00:04:53.000]  他又理解
[00:04:53.000 --> 00:04:59.000]  他還認同了這個的確是標準的答案
[00:04:59.000 --> 00:05:00.000]  怎麼看呢
[00:05:00.000 --> 00:05:02.000]  後來民事就說
[00:05:02.000 --> 00:05:04.000]  民事在經文裏面
[00:05:04.000 --> 00:05:07.000]  如果我們看第三十幾
[00:05:07.000 --> 00:05:09.000]  你們揭曉這個
[00:05:09.000 --> 00:05:11.000]  我多手揭了那裏
[00:05:11.000 --> 00:05:14.000]  民事就說
[00:05:14.000 --> 00:05:18.000]  盡心盡性盡意盡力愛上帝愛神
[00:05:18.000 --> 00:05:21.000]  而且要愛人如己
[00:05:21.000 --> 00:05:23.000]  做了這兩樣東西
[00:05:23.000 --> 00:05:27.000]  就比一切的繁祭和祭祀
[00:05:27.000 --> 00:05:32.000]  是更加去夢神月立
[00:05:32.000 --> 00:05:35.000]  因為這兩樣東西是更加重要
[00:05:35.000 --> 00:05:37.000]  耶穌聽見民事這樣說
[00:05:37.000 --> 00:05:40.000]  他倆都相當對嘴
[00:05:40.000 --> 00:05:41.000]  於是耶穌就說
[00:05:41.000 --> 00:05:43.000]  你真是聰明
[00:05:43.000 --> 00:05:45.000]  我回答這個問題
[00:05:45.000 --> 00:05:47.000]  你既然能夠再看多一點
[00:05:47.000 --> 00:05:51.000]  他就說你來天國近了
[00:05:51.000 --> 00:05:53.000]  這個對答裏面
[00:05:53.000 --> 00:05:56.000]  本來就問哪條最大
[00:05:56.000 --> 00:05:57.000]  沒有哪條最大
[00:05:57.000 --> 00:05:58.000]  這兩條都大
[00:05:58.000 --> 00:06:00.000]  民事就覺得都對
[00:06:00.000 --> 00:06:02.000]  然後再加上自己解釋
[00:06:02.000 --> 00:06:05.000]  比一切的祭祀和繁祭都好
[00:06:05.000 --> 00:06:07.000]  耶穌說你又對
[00:06:07.000 --> 00:06:10.000]  所以你來天國近了
[00:06:10.000 --> 00:06:12.000]  請姐妹
[00:06:12.000 --> 00:06:18.000]  究竟耶穌在說什麼
[00:06:18.000 --> 00:06:20.000]  為什麼會這樣回答民事
[00:06:20.000 --> 00:06:22.000]  又會認同呢
[00:06:22.000 --> 00:06:25.000]  實際上答案就是說
[00:06:25.000 --> 00:06:31.000]  愛神和愛人並不能夠分開
[00:06:31.000 --> 00:06:33.000]  耶穌所說的祈祀和相仿
[00:06:33.000 --> 00:06:36.000]  實際上不是祈祀也不是相仿
[00:06:36.000 --> 00:06:40.000]  所謂的相仿並不是同級
[00:06:40.000 --> 00:06:42.000]  而是一樣
[00:06:42.000 --> 00:06:44.000]  或者這麼說
[00:06:44.000 --> 00:06:49.000]  是不能分割的其中一部分
[00:06:49.000 --> 00:06:51.000]  是非常重要
[00:06:51.000 --> 00:06:53.000]  今天跟大家分享三點
[00:06:53.000 --> 00:06:55.000]  第一就是愛人如己
[00:06:55.000 --> 00:06:59.000]  相對於愛盡心盡性盡意盡力愛上帝
[00:06:59.000 --> 00:07:02.000]  其次也相仿
[00:07:02.000 --> 00:07:05.000]  在前面馬可,馬太福音是這麼說的
[00:07:05.000 --> 00:07:06.000]  有人就說
[00:07:06.000 --> 00:07:08.000]  其實這個相仿的意思就是說
[00:07:08.000 --> 00:07:10.000]  後面可以翻譯成
[00:07:10.000 --> 00:07:14.000]  要盡心盡性盡意盡力愛上帝
[00:07:14.000 --> 00:07:20.000]  也要盡心盡性盡意盡力愛人如己
[00:07:20.000 --> 00:07:22.000]  愛人如己
[00:07:22.000 --> 00:07:24.000]  在愛上帝這件事情上
[00:07:24.000 --> 00:07:26.000]  是十分之重要的
[00:07:26.000 --> 00:07:31.000]  愛人如己和合本的中文聖經裡面
[00:07:31.000 --> 00:07:35.000]  出現了大概九次
[00:07:35.000 --> 00:07:38.000]  其中如果我們看中文聖經
[00:07:38.000 --> 00:07:41.000]  愛人如己就出現了九次
[00:07:41.000 --> 00:07:44.000]  在英文的NIV的版本
[00:07:44.000 --> 00:07:48.000]  一律都翻譯成要愛你的鄰舍
[00:07:48.000 --> 00:07:51.000]  Love your neighbor as yourself
[00:07:51.000 --> 00:07:55.000]  要愛你的鄰舍如同自己
[00:07:55.000 --> 00:07:58.000]  所以如果用這樣的翻譯的話
[00:07:58.000 --> 00:08:01.000]  一共出現了十次
[00:08:01.000 --> 00:08:04.000]  愛人如己其實在英文翻譯裡面
[00:08:04.000 --> 00:08:05.000]  我們中文也可以這樣翻譯
[00:08:05.000 --> 00:08:06.000]  基本上就是說
[00:08:06.000 --> 00:08:12.000]  一律都是說要愛你的鄰舍如同自己
[00:08:12.000 --> 00:08:14.000]  因為這樣的緣故
[00:08:14.000 --> 00:08:21.000]  四福音裡面只有約翰福音沒有說
[00:08:21.000 --> 00:08:26.000]  愛人如己或者愛你的鄰舍如同自己
[00:08:26.000 --> 00:08:29.000]  四福音裡面只有約翰福音沒有說
[00:08:29.000 --> 00:08:31.000]  不過這一點我們一會兒再提
[00:08:31.000 --> 00:08:32.000]  約翰福音沒有說
[00:08:32.000 --> 00:08:34.000]  說什麼呢?我們一會兒再說
[00:08:34.000 --> 00:08:36.000]  在猶太人的律法裡面
[00:08:36.000 --> 00:08:37.000]  有些人的計算就說
[00:08:37.000 --> 00:08:40.000]  他們的律法真的很繁多
[00:08:40.000 --> 00:08:44.000]  在我們對一些事情的演繹裡面
[00:08:44.000 --> 00:08:45.000]  有兩個做法
[00:08:45.000 --> 00:08:47.000]  一個就是演繹
[00:08:47.000 --> 00:08:50.000]  就是說我說了一個的理念
[00:08:50.000 --> 00:08:52.000]  或者一個的重點
[00:08:52.000 --> 00:08:56.000]  然後你就將它細分演繹成很多
[00:08:56.000 --> 00:08:59.000]  這一點其實有時候我不太行
[00:08:59.000 --> 00:09:03.000]  所以考試通常我都是在這方面比較弱
[00:09:03.000 --> 00:09:05.000]  我以前讀書
[00:09:05.000 --> 00:09:07.000]  無論是讀中學也好
[00:09:07.000 --> 00:09:08.000]  讀神學也好
[00:09:08.000 --> 00:09:09.000]  我的同學很厲害
[00:09:09.000 --> 00:09:11.000]  作文也很厲害
[00:09:11.000 --> 00:09:13.000]  半個小時他寫了幾版紙
[00:09:13.000 --> 00:09:15.000]  我半個小時才寫了一版紙
[00:09:15.000 --> 00:09:16.000]  然後寫完之後
[00:09:16.000 --> 00:09:18.000]  我覺得也沒什麼可以再寫了
[00:09:18.000 --> 00:09:19.000]  但是他們可以一直吹
[00:09:19.000 --> 00:09:21.000]  現在隨著年紀大了
[00:09:21.000 --> 00:09:23.000]  可能我口講容易講多一點
[00:09:23.000 --> 00:09:25.000]  他們可以演繹出去
[00:09:25.000 --> 00:09:27.000]  一直這樣演繹出去
[00:09:27.000 --> 00:09:29.000]  但是也有另一個方向
[00:09:29.000 --> 00:09:31.000]  一大篇文章
[00:09:31.000 --> 00:09:36.000]  你將它歸納為很簡單的一點兩點
[00:09:36.000 --> 00:09:38.000]  猶太人、以色列人
[00:09:38.000 --> 00:09:39.000]  大家都知道
[00:09:39.000 --> 00:09:41.000]  在最早的
[00:09:41.000 --> 00:09:44.000]  就是頒下來的律法裡面
[00:09:44.000 --> 00:09:46.000]  起初是有十屆的
[00:09:46.000 --> 00:09:49.000]  然後慢慢地他們一路延伸
[00:09:49.000 --> 00:09:50.000]  一路一路延伸
[00:09:50.000 --> 00:09:52.000]  一路在過程當中
[00:09:52.000 --> 00:09:54.000]  有時候會加多
[00:09:54.000 --> 00:09:55.000]  有時候是演繹出來
[00:09:55.000 --> 00:09:56.000]  有時候是歸納
[00:09:56.000 --> 00:09:58.000]  不過到了新約這段時間
[00:09:58.000 --> 00:09:59.000]  有人就說
[00:09:59.000 --> 00:10:03.000]  他們的律法差不多有六百多條
[00:10:03.000 --> 00:10:05.000]  本來如果從舊約開始十屆
[00:10:05.000 --> 00:10:07.000]  現在下到來有六百多條
[00:10:07.000 --> 00:10:08.000]  如果要認真計算
[00:10:08.000 --> 00:10:10.000]  可能包括其他的不止
[00:10:10.000 --> 00:10:15.000]  一般來說差不多超過六百條
[00:10:15.000 --> 00:10:17.000]  這六百條
[00:10:17.000 --> 00:10:20.000]  如果文士才問耶穌
[00:10:20.000 --> 00:10:22.000]  那麼多律法哪一條最大
[00:10:22.000 --> 00:10:26.000]  耶穌就以盡心盡性盡意盡力愛神和愛人如己
[00:10:26.000 --> 00:10:30.000]  歸納起來成為最大的誡明
[00:10:30.000 --> 00:10:32.000]  耶穌回答這個問題的時候
[00:10:32.000 --> 00:10:36.000]  如果你看經文的記載
[00:10:36.000 --> 00:10:38.000]  它是引用了
[00:10:38.000 --> 00:10:43.000]  在舊約裡面生命記的一個說法
[00:10:43.000 --> 00:10:46.000]  生命記在舊約第六章第四至九節
[00:10:46.000 --> 00:10:49.000]  十一章十三到二十一節
[00:10:49.000 --> 00:10:51.000]  甚至在文數記都有這樣的記載
[00:10:51.000 --> 00:10:53.000]  他們講的說法是
[00:10:53.000 --> 00:10:54.000]  shema
[00:10:54.000 --> 00:10:55.000]  意思就是說
[00:10:55.000 --> 00:10:58.000]  以色列人你要聽
[00:10:58.000 --> 00:11:00.000]  要留心聽
[00:11:00.000 --> 00:11:01.000]  為什麼要留心聽
[00:11:01.000 --> 00:11:03.000]  因為這是重要的
[00:11:03.000 --> 00:11:05.000]  所以你要留心聽
[00:11:05.000 --> 00:11:10.000]  在那段生命記和文數記的記載經文裡面
[00:11:10.000 --> 00:11:13.000]  猶太人是非常熟悉的
[00:11:13.000 --> 00:11:16.000]  這差不多等於是他們的認訊一樣
[00:11:16.000 --> 00:11:19.000]  他們常常都要去背誦
[00:11:19.000 --> 00:11:21.000]  早晚都要去背誦
[00:11:21.000 --> 00:11:23.000]  所以我們讀過一些經文
[00:11:23.000 --> 00:11:24.000]  你要戴在額上
[00:11:24.000 --> 00:11:26.000]  要刻在門尾上
[00:11:26.000 --> 00:11:29.000]  他們常常都要背誦這些經文
[00:11:29.000 --> 00:11:30.000]  非常非常熟悉
[00:11:30.000 --> 00:11:31.000]  為什麼
[00:11:31.000 --> 00:11:33.000]  因為這對他們來說是很重要的
[00:11:33.000 --> 00:11:35.000]  耶穌回答這個問題的時候
[00:11:35.000 --> 00:11:37.000]  就用了這個方式去回答他們
[00:11:37.000 --> 00:11:39.000]  你們要留心聽
[00:11:39.000 --> 00:11:41.000]  神是只一獨一的神
[00:11:41.000 --> 00:11:42.000]  以色列啊
[00:11:42.000 --> 00:11:44.000]  生命記這段是怎樣記載的
[00:11:44.000 --> 00:11:49.000]  你看和剛才的馬克音耶穌的回答
[00:11:49.000 --> 00:11:51.000]  有相近的地方
[00:11:51.000 --> 00:11:53.000]  生命記第六章第四節這樣說
[00:11:53.000 --> 00:11:54.000]  以色列啊
[00:11:54.000 --> 00:11:55.000]  你要聽
[00:11:55.000 --> 00:11:56.000]  耶和華
[00:11:56.000 --> 00:11:59.000]  我們神是獨一的主
[00:11:59.000 --> 00:12:00.000]  第五節
[00:12:00.000 --> 00:12:03.000]  你要盡心盡性盡力愛耶和華
[00:12:03.000 --> 00:12:06.000]  你的神
[00:12:06.000 --> 00:12:07.000]  生命記裡面
[00:12:07.000 --> 00:12:09.000]  其實耶穌答頭的這一段
[00:12:09.000 --> 00:12:13.000]  就是生命記裡面的記載
[00:12:13.000 --> 00:12:17.000]  所以對當時的民事來說
[00:12:17.000 --> 00:12:19.000]  對當時的猶太人來說
[00:12:19.000 --> 00:12:21.000]  是熟悉不過的
[00:12:21.000 --> 00:12:22.000]  一提
[00:12:22.000 --> 00:12:24.000]  他們不會有異議的
[00:12:24.000 --> 00:12:25.000]  因為由始至終
[00:12:25.000 --> 00:12:29.000]  他們都是明白這一點
[00:12:29.000 --> 00:12:30.000]  不過
[00:12:30.000 --> 00:12:32.000]  生命記當年後面那一段
[00:12:32.000 --> 00:12:33.000]  我讀完
[00:12:33.000 --> 00:12:36.000]  第五第六第七第八那一段
[00:12:36.000 --> 00:12:38.000]  怎麼說的呢
[00:12:38.000 --> 00:12:39.000]  他說
[00:12:39.000 --> 00:12:40.000]  我今天所吩咐你的話
[00:12:40.000 --> 00:12:43.000]  都要記在心上
[00:12:43.000 --> 00:12:44.000]  就是前面所說的
[00:12:44.000 --> 00:12:45.000]  以色列啊
[00:12:45.000 --> 00:12:46.000]  你要聽耶和華
[00:12:46.000 --> 00:12:47.000]  我們的神是獨一的主
[00:12:47.000 --> 00:12:49.000]  你要盡心盡性盡力愛耶和華
[00:12:49.000 --> 00:12:50.000]  你的神
[00:12:50.000 --> 00:12:51.000]  我今天所吩咐你的話
[00:12:51.000 --> 00:12:52.000]  要記在心上
[00:12:52.000 --> 00:12:54.000]  要跟近教訓你的兒女
[00:12:54.000 --> 00:12:55.000]  無論坐在家裡
[00:12:55.000 --> 00:12:56.000]  行在路上
[00:12:56.000 --> 00:12:58.000]  闖下起來都要談論
[00:12:58.000 --> 00:13:00.000]  也要繫在你的手上為記號
[00:13:00.000 --> 00:13:02.000]  戴在額上為經文
[00:13:02.000 --> 00:13:04.000]  又要寫在你的房門的門框上
[00:13:04.000 --> 00:13:08.000]  並且在你的城門上
[00:13:08.000 --> 00:13:10.000]  你知道嗎
[00:13:10.000 --> 00:13:11.000]  一段這樣的記載
[00:13:11.000 --> 00:13:13.000]  一條這樣的誡命
[00:13:13.000 --> 00:13:15.000]  是多麼重要
[00:13:15.000 --> 00:13:17.000]  無時無刻
[00:13:17.000 --> 00:13:20.000]  你都不能忘記
[00:13:20.000 --> 00:13:21.000]  所以
[00:13:21.000 --> 00:13:23.000]  以色列人是猶太人
[00:13:23.000 --> 00:13:25.000]  當耶穌這樣回答的時候
[00:13:25.000 --> 00:13:29.000]  他是不會有任何異議的
[00:13:29.000 --> 00:13:32.000]  剛才我們提到
[00:13:32.000 --> 00:13:34.000]  愛人如己
[00:13:34.000 --> 00:13:36.000]  愛鄰舍如同自己
[00:13:36.000 --> 00:13:37.000]  在聖經裡面
[00:13:37.000 --> 00:13:39.000]  大概出現了十次
[00:13:39.000 --> 00:13:41.000]  其中有九次
[00:13:41.000 --> 00:13:42.000]  其中有九次
[00:13:42.000 --> 00:13:46.000]  是在新約裡面的記載
[00:13:46.000 --> 00:13:48.000]  有九次是在新約裡面的記載
[00:13:48.000 --> 00:13:50.000]  在你的參考經文裡面
[00:13:50.000 --> 00:13:52.000]  有些都未必全寫了
[00:13:52.000 --> 00:13:54.000]  在新約裡面說了
[00:13:54.000 --> 00:13:55.000]  愛人如己
[00:13:55.000 --> 00:13:56.000]  要愛你的鄰舍
[00:13:56.000 --> 00:13:58.000]  這十次有九次
[00:13:58.000 --> 00:13:59.000]  是在新約的
[00:13:59.000 --> 00:14:01.000]  剩下的字不用我說
[00:14:01.000 --> 00:14:02.000]  你都知道
[00:14:02.000 --> 00:14:03.000]  一定是在舊約
[00:14:03.000 --> 00:14:05.000]  舊約就是舊過新的
[00:14:05.000 --> 00:14:07.000]  即是久過新的
[00:14:07.000 --> 00:14:09.000]  最早提出來的時候
[00:14:09.000 --> 00:14:11.000]  一定是在舊約
[00:14:11.000 --> 00:14:12.000]  不過舊約裡面
[00:14:12.000 --> 00:14:16.000]  又提了一次
[00:14:16.000 --> 00:14:18.000]  舊約的利未記
[00:14:18.000 --> 00:14:19.000]  十九章
[00:14:19.000 --> 00:14:21.000]  十八節
[00:14:21.000 --> 00:14:22.000]  其實十九章前面
[00:14:22.000 --> 00:14:24.000]  是說了一大堆的誡命
[00:14:24.000 --> 00:14:25.000]  你又要怎樣
[00:14:25.000 --> 00:14:26.000]  你又怎樣
[00:14:26.000 --> 00:14:27.000]  你不可以怎樣
[00:14:27.000 --> 00:14:28.000]  你不可以怎樣
[00:14:28.000 --> 00:14:29.000]  然後來到第十九節
[00:14:29.000 --> 00:14:30.000]  他說不可報仇
[00:14:30.000 --> 00:14:33.000]  也不可埋怨你本國的子民
[00:14:33.000 --> 00:14:37.000]  卻要愛人如己
[00:14:37.000 --> 00:14:42.000]  我是耶和華
[00:14:42.000 --> 00:14:44.000]  弟兄姊妹
[00:14:44.000 --> 00:14:45.000]  在舊約裡面
[00:14:45.000 --> 00:14:47.000]  唯一一次提出來的
[00:14:47.000 --> 00:14:48.000]  就是說
[00:14:48.000 --> 00:14:50.000]  你要愛人如己
[00:14:50.000 --> 00:14:52.000]  在前面說的就是
[00:14:52.000 --> 00:14:54.000]  有很多我們不能做的事
[00:14:54.000 --> 00:14:56.000]  為什麼不能做
[00:14:56.000 --> 00:14:57.000]  上帝就說
[00:14:57.000 --> 00:15:00.000]  因為你要愛人如己
[00:15:00.000 --> 00:15:01.000]  如果你要愛人如己
[00:15:01.000 --> 00:15:06.000]  就不可以報仇
[00:15:06.000 --> 00:15:08.000]  去剝削等等的事情
[00:15:08.000 --> 00:15:10.000]  不可以做
[00:15:10.000 --> 00:15:11.000]  生命記裡面
[00:15:11.000 --> 00:15:12.000]  其實有很多
[00:15:12.000 --> 00:15:18.000]  關乎我們倫理上的記載
[00:15:18.000 --> 00:15:20.000]  不可以做那些事
[00:15:20.000 --> 00:15:24.000]  而是要愛人如己
[00:15:24.000 --> 00:15:25.000]  不過
[00:15:25.000 --> 00:15:27.000]  這個不是記載得多
[00:15:27.000 --> 00:15:30.000]  就一定是重要
[00:15:30.000 --> 00:15:31.000]  記載得少
[00:15:31.000 --> 00:15:32.000]  就一定不重要
[00:15:32.000 --> 00:15:33.000]  有時是
[00:15:33.000 --> 00:15:35.000]  講得多當然重要
[00:15:35.000 --> 00:15:36.000]  你說
[00:15:36.000 --> 00:15:39.000]  舊約只有講一次
[00:15:39.000 --> 00:15:40.000]  弟兄姊妹
[00:15:40.000 --> 00:15:42.000]  雖然是講了一次
[00:15:42.000 --> 00:15:44.000]  不過
[00:15:44.000 --> 00:15:46.000]  舊約這一節的經文記載
[00:15:46.000 --> 00:15:50.000]  要愛人如己之後
[00:15:50.000 --> 00:15:53.000]  上帝下了一個註腳
[00:15:53.000 --> 00:15:55.000]  這個註腳是什麼呢
[00:15:55.000 --> 00:15:56.000]  就是剛才我讀的
[00:15:56.000 --> 00:15:58.000]  第十九章第十八節
[00:15:58.000 --> 00:16:01.000]  不可報仇也不可埋怨你本國的子民
[00:16:01.000 --> 00:16:05.000]  卻要愛人如己
[00:16:05.000 --> 00:16:06.000]  接下來
[00:16:06.000 --> 00:16:07.000]  他說
[00:16:07.000 --> 00:16:15.000]  我是耶和華
[00:16:15.000 --> 00:16:20.000]  是什麼意思
[00:16:20.000 --> 00:16:24.000]  上帝用一個自己的名字
[00:16:24.000 --> 00:16:30.000]  來為這條界面下了一個註腳
[00:16:30.000 --> 00:16:32.000]  你們聽著
[00:16:32.000 --> 00:16:35.000]  要愛人如己
[00:16:35.000 --> 00:16:36.000]  是我講的
[00:16:36.000 --> 00:16:37.000]  我講的不是我
[00:16:37.000 --> 00:16:38.000]  上帝說
[00:16:38.000 --> 00:16:39.000]  是我講
[00:16:39.000 --> 00:16:44.000]  我就是耶和華
[00:16:44.000 --> 00:16:45.000]  這個是重要的
[00:16:45.000 --> 00:16:47.000]  很多時候我們說
[00:16:47.000 --> 00:16:48.000]  無論你工作也好
[00:16:48.000 --> 00:16:49.000]  家裡也好
[00:16:49.000 --> 00:16:51.000]  總有些人有權威
[00:16:51.000 --> 00:16:54.000]  或者不是你的老闆
[00:16:54.000 --> 00:16:57.000]  但是隱形的老闆
[00:16:57.000 --> 00:16:59.000]  背後操縱的老闆
[00:16:59.000 --> 00:17:00.000]  幕後老闆
[00:17:00.000 --> 00:17:02.000]  幕後金主等等
[00:17:02.000 --> 00:17:03.000]  總之
[00:17:03.000 --> 00:17:05.000]  很重要的
[00:17:05.000 --> 00:17:08.000]  你去叫誰誰
[00:17:08.000 --> 00:17:10.000]  做些什麼什麼
[00:17:10.000 --> 00:17:12.000]  我去叫
[00:17:12.000 --> 00:17:14.000]  沒有力的
[00:17:14.000 --> 00:17:15.000]  別人不聽我說
[00:17:15.000 --> 00:17:16.000]  你告訴他
[00:17:16.000 --> 00:17:17.000]  我講的
[00:17:17.000 --> 00:17:19.000]  行了
[00:17:19.000 --> 00:17:21.000]  你告訴他我講的
[00:17:21.000 --> 00:17:22.000]  這個我呢
[00:17:22.000 --> 00:17:25.000]  是很重要的
[00:17:25.000 --> 00:17:26.000]  你說
[00:17:26.000 --> 00:17:27.000]  不是我說
[00:17:27.000 --> 00:17:29.000]  老闆說的
[00:17:29.000 --> 00:17:30.000]  做還是不做呢
[00:17:30.000 --> 00:17:31.000]  當然做了
[00:17:31.000 --> 00:17:32.000]  所以
[00:17:32.000 --> 00:17:34.000]  雖然只是講了一次
[00:17:34.000 --> 00:17:35.000]  但是這裡
[00:17:35.000 --> 00:17:38.000]  所下的註腳是很重要的
[00:17:38.000 --> 00:17:39.000]  他就說
[00:17:39.000 --> 00:17:41.000]  你要愛人如己
[00:17:41.000 --> 00:17:43.000]  因為我是我講
[00:17:43.000 --> 00:17:48.000]  我是耶和華
[00:17:48.000 --> 00:17:50.000]  文士其實也很聰明
[00:17:50.000 --> 00:17:52.000]  很熟悉律法
[00:17:52.000 --> 00:17:55.000]  當耶穌這樣一引用的時候
[00:17:55.000 --> 00:17:57.000]  他就醒了
[00:17:57.000 --> 00:17:58.000]  他就記得了
