
[00:00:00.000 --> 00:00:02.000]  好 港福堂的弟兄姊妹
[00:03:26.000 --> 00:03:29.000]  但是不被自己的性格來攔阻
[00:03:29.000 --> 00:03:31.000]  來被主使用
[00:03:31.000 --> 00:03:33.000]  這些是好的
[00:03:33.000 --> 00:03:35.000]  我都是覺得很好的鼓勵
[00:03:35.000 --> 00:03:38.000]  都是一些一般性的
[00:03:38.000 --> 00:03:42.000]  我們在這段經文裏面找到的重點 是不是
[00:03:42.000 --> 00:03:44.000]  但是我今天呢 就和大家分享
[00:03:44.000 --> 00:03:47.000]  這段經文裏頭呢
[00:03:47.000 --> 00:03:51.000]  很重要的 那個焦點在哪裏
[00:03:51.000 --> 00:03:54.000]  在有一個講道家呢
[00:03:54.000 --> 00:03:56.000]  Karurura
[00:03:56.000 --> 00:03:58.000]  Karurura 是一個教授
[00:03:58.000 --> 00:04:00.000]  是一個神學院的教授 教講道學
[00:04:00.000 --> 00:04:04.000]  他說呢 他很強調一個斷諾神學
[00:04:04.000 --> 00:04:06.000]  這個斷諾呢
[00:04:06.000 --> 00:04:08.000]  每一個聖經裏面的斷諾都是有意思的
[00:04:08.000 --> 00:04:10.000]  他是要帶動你呢
[00:04:10.000 --> 00:04:14.000]  能夠去學習完成
[00:04:14.000 --> 00:04:16.000]  耶穌基督在你身上
[00:04:16.000 --> 00:04:18.000]  上帝在你身上的吩咐
[00:04:18.000 --> 00:04:21.000]  那你完成了就是一顆珍珠了
[00:04:21.000 --> 00:04:24.000]  這顆珍珠呢 你讀經每一段
[00:04:24.000 --> 00:04:26.000]  你都得到這個珍珠呢
[00:04:26.000 --> 00:04:28.000]  你就串聯了
[00:04:28.000 --> 00:04:31.000]  你將來去見上帝的時候就很寶貴了
[00:04:31.000 --> 00:04:34.000]  因為這個都是 你在讀經裏頭呢
[00:04:34.000 --> 00:04:36.000]  上帝對你的要求
[00:04:36.000 --> 00:04:39.000]  你能夠去完成 滿足
[00:04:39.000 --> 00:04:41.000]  是何等的寶貴
[00:04:41.000 --> 00:04:43.000]  這個呢 就是那個很重要的
[00:04:43.000 --> 00:04:45.000]  這個所謂的斷諾神學
[00:04:45.000 --> 00:04:47.000]  今天我呢 就會用這段經文呢
[00:04:47.000 --> 00:04:49.000]  其實它講出這個斷諾
[00:04:49.000 --> 00:04:51.000]  重點 焦點是甚麼呢
[00:04:51.000 --> 00:04:54.000]  是否只是說鼓勵你去
[00:04:54.000 --> 00:04:57.000]  被主使用
[00:04:57.000 --> 00:04:59.000]  被神使用呢
[00:04:59.000 --> 00:05:01.000]  不僅僅是這麼簡單
[00:05:01.000 --> 00:05:03.000]  我讀這段經文呢
[00:05:03.000 --> 00:05:06.000]  有三個重點呢 跟大家分享的
[00:05:06.000 --> 00:05:08.000]  第一個重點呢 就是
[00:05:08.000 --> 00:05:10.000]  第一節到第三節
[00:05:10.000 --> 00:05:12.000]  其實這個第一節到第三節呢
[00:05:12.000 --> 00:05:14.000]  你讀一下呢 你就知道呢
[00:05:14.000 --> 00:05:16.000]  我們讀一讀 好不好
[00:05:16.000 --> 00:05:18.000]  耶穌和門徒呢
[00:05:18.000 --> 00:05:20.000]  將近耶路撒冷
[00:05:20.000 --> 00:05:22.000]  到了伯伯奇
[00:05:22.000 --> 00:05:24.000]  和伯大利
[00:05:24.000 --> 00:05:26.000]  在格蘭沙那裏
[00:05:26.000 --> 00:05:28.000]  耶穌就打發兩個門徒呢
[00:05:28.000 --> 00:05:30.000]  對他們說
[00:05:30.000 --> 00:05:32.000]  你們往對面村子去去
[00:05:32.000 --> 00:05:34.000]  一進去的時候呢
[00:05:34.000 --> 00:05:38.000]  必看見一匹的牢區
[00:05:38.000 --> 00:05:41.000]  存在 生在那裏
[00:05:41.000 --> 00:05:44.000]  是從來沒有人騎過的
[00:05:44.000 --> 00:05:46.000]  可以解開牽來
[00:05:46.000 --> 00:05:48.000]  若有人對你說
[00:05:48.000 --> 00:05:50.000]  為甚麼作者事呢
[00:05:50.000 --> 00:05:52.000]  你們就說主要用他
[00:05:52.000 --> 00:05:54.000]  那人必立時呢
[00:05:54.000 --> 00:05:57.000]  讓你牽來
[00:05:57.000 --> 00:05:59.000]  這個段落的焦點在哪裏呢
[00:05:59.000 --> 00:06:01.000]  這個段落的焦點當然說呢
[00:06:01.000 --> 00:06:03.000]  是耶穌呢 就打發
[00:06:03.000 --> 00:06:05.000]  這個講到祂的意向
[00:06:05.000 --> 00:06:08.000]  打發人呢 打發祂的門徒啦 是不是
[00:06:08.000 --> 00:06:11.000]  那麼 祂將近耶路撒冷
[00:06:11.000 --> 00:06:14.000]  經過伯伯奇和伯大利呢
[00:06:14.000 --> 00:06:16.000]  在格蘭沙那裏呢
[00:06:16.000 --> 00:06:18.000]  就叫祂兩個門徒就去做事
[00:06:18.000 --> 00:06:20.000]  這個是耶穌的意向來的
[00:06:20.000 --> 00:06:26.000]  由伯伯奇 伯利 伯大利
[00:06:26.000 --> 00:06:28.000]  到耶路撒冷
[00:06:28.000 --> 00:06:30.000]  進到這個耶路撒冷呢
[00:06:30.000 --> 00:06:32.000]  格蘭沙 進到耶路撒冷
[00:06:32.000 --> 00:06:35.000]  這個是一個的歷程來的
[00:06:35.000 --> 00:06:38.000]  這個旅程是有重點 有焦點的
[00:06:38.000 --> 00:06:40.000]  耶穌他究竟要做甚麼呢
[00:06:40.000 --> 00:06:42.000]  為甚麼要去這個地方呢
[00:06:42.000 --> 00:06:45.000]  原來他就是要很緊要的一件事
[00:06:45.000 --> 00:06:48.000]  告訴無論這班門徒好
[00:06:48.000 --> 00:06:50.000]  或者日後我們這班
[00:06:50.000 --> 00:06:52.000]  讀聖經的人好呢
[00:06:52.000 --> 00:06:55.000]  知道就是主要用他
[00:06:55.000 --> 00:06:59.000]  就是要找一匹盧駒
[00:06:59.000 --> 00:07:03.000]  耶穌定義按神的旨意呢
[00:07:03.000 --> 00:07:06.000]  以盧駒子進入到耶經
[00:07:06.000 --> 00:07:08.000]  當然現在這個小盧駒呢
[00:07:08.000 --> 00:07:09.000]  是一個很獨特的
[00:07:09.000 --> 00:07:10.000]  為甚麼要找一個小盧駒呢
[00:07:10.000 --> 00:07:12.000]  我們很不明白 是不是
[00:07:12.000 --> 00:07:13.000]  為甚麼不找一隻馬呢
[00:07:13.000 --> 00:07:14.000]  不找一隻牛呢
[00:07:14.000 --> 00:07:18.000]  為甚麼要找這個盧駒子呢
[00:07:18.000 --> 00:07:20.000]  原來是有意思的
[00:07:20.000 --> 00:07:21.000]  不是隨便 不是隨便
[00:07:21.000 --> 00:07:24.000]  說我騎進去這個耶路撒冷
[00:07:24.000 --> 00:07:26.000]  原來耶穌是有用意的
[00:07:26.000 --> 00:07:30.000]  他也知道他來這個世界裡面做甚麼
[00:07:30.000 --> 00:07:32.000]  他是按聖經的預言呢
[00:07:32.000 --> 00:07:36.000]  是要來遵行上帝的旨意
[00:07:36.000 --> 00:07:37.000]  所以呢
[00:07:37.000 --> 00:07:39.000]  在舊約的先知的預言呢
[00:07:39.000 --> 00:07:42.000]  特別說到尼塞亞的君王
[00:07:42.000 --> 00:07:45.000]  在這個詩篇的一百一十八篇
[00:07:45.000 --> 00:07:47.000]  二十五節裡面已經說了
[00:07:47.000 --> 00:07:48.000]  他說甚麼呢
[00:07:48.000 --> 00:07:51.000]  他說耶和華求祢拯救
[00:07:51.000 --> 00:07:54.000]  耶和華求祢使我們亨通
[00:07:54.000 --> 00:08:02.000]  原來這個預節的日子裡面呢
[00:08:02.000 --> 00:08:04.000]  就是耶穌被釘十字架
[00:08:04.000 --> 00:08:08.000]  未進行被釘的之前這五天呢
[00:08:08.000 --> 00:08:11.000]  就要選定這個楊高呢
[00:08:11.000 --> 00:08:16.000]  進行就要被殺而犧牲的
[00:08:16.000 --> 00:08:18.000]  那被殺犧牲還為甚麼呢
[00:08:18.000 --> 00:08:20.000]  就是要進行拯救
[00:08:20.000 --> 00:08:23.000]  你看到那個的和薩納
[00:08:23.000 --> 00:08:25.000]  後來你看到那個段落呢
[00:08:25.000 --> 00:08:28.000]  第十節裡面提到後面那裡呢
[00:08:28.000 --> 00:08:31.000]  說到說賀薩納賀薩納
[00:08:31.000 --> 00:08:33.000]  原來賀薩納就是甚麼呢
[00:08:33.000 --> 00:08:36.000]  就是要酬神來拯救
[00:08:36.000 --> 00:08:40.000]  這個也都是應驗舊約一個先知
[00:08:40.000 --> 00:08:42.000]  叫做薩加利亞
[00:08:42.000 --> 00:08:44.000]  薩加利亞先知在九章九節
[00:08:44.000 --> 00:08:45.000]  口出名很容易記
[00:08:45.000 --> 00:08:46.000]  九章九節
[00:08:46.000 --> 00:08:49.000]  他就是應驗到將來這個救世主
[00:08:49.000 --> 00:08:53.000]  會來到這個世界拯救這個的萬民
[00:08:53.000 --> 00:08:54.000]  其實呢
[00:08:54.000 --> 00:08:56.000]  當然現在以私人來說很高興
[00:08:56.000 --> 00:08:57.000]  就是拯救他們
[00:08:57.000 --> 00:08:58.000]  他們自以為是
[00:08:58.000 --> 00:08:59.000]  上帝就是愛他們
[00:08:59.000 --> 00:09:00.000]  不過呢
[00:09:00.000 --> 00:09:02.000]  上帝不是只愛他們
[00:09:02.000 --> 00:09:04.000]  你要讀一讀這個九章九節
[00:09:04.000 --> 00:09:05.000]  石開的紋
[00:09:05.000 --> 00:09:07.000]  應該大大的喜樂
[00:09:07.000 --> 00:09:09.000]  耀薩納的紋
[00:09:09.000 --> 00:09:10.000]  應該歡呼
[00:09:10.000 --> 00:09:12.000]  看你的王來到這裏
[00:09:12.000 --> 00:09:14.000]  他是公義的
[00:09:14.000 --> 00:09:16.000]  並且施行拯救
[00:09:16.000 --> 00:09:18.000]  謙謙和和的騎著路
[00:09:18.000 --> 00:09:22.000]  就是騎著路的軀子
[00:09:22.000 --> 00:09:25.000]  這個預言是很獨特的
[00:09:25.000 --> 00:09:27.000]  因為很少人會這樣做的
[00:09:27.000 --> 00:09:29.000]  特別是皇帝
[00:09:29.000 --> 00:09:31.000]  你怎會叫皇帝去騎盧呢
[00:09:31.000 --> 00:09:32.000]  嘩 有沒有搞錯
[00:09:32.000 --> 00:09:33.000]  這個盧仔
[00:09:33.000 --> 00:09:35.000]  挖挖挖的 是不是
[00:09:35.000 --> 00:09:37.000]  一點威勢都沒有的 是不是
[00:09:37.000 --> 00:09:39.000]  嘩 你就是影響這個
[00:09:39.000 --> 00:09:40.000]  王的身份
[00:09:40.000 --> 00:09:42.000]  王是怎會坐這些盧呢 是不是
[00:09:42.000 --> 00:09:45.000]  應該坐這個馬的嘛
[00:09:45.000 --> 00:09:46.000]  騎馬的嘛
[00:09:46.000 --> 00:09:48.000]  這種威勢
[00:09:48.000 --> 00:09:51.000]  才配得起王者之風 是不是
[00:09:51.000 --> 00:09:55.000]  王者那種風範 是不是
[00:09:55.000 --> 00:09:57.000]  他如果講這件事
[00:09:57.000 --> 00:10:00.000]  獨特是指到一個很特殊的人
[00:10:00.000 --> 00:10:02.000]  是世間的人都不會這樣做的 是不是
[00:10:02.000 --> 00:10:03.000]  他是怎樣
[00:10:03.000 --> 00:10:04.000]  他是來到這裏
[00:10:04.000 --> 00:10:05.000]  他是公義的
[00:10:05.000 --> 00:10:07.000]  提到他是要施行拯救的
[00:10:07.000 --> 00:10:09.000]  而且是甚麼呢
[00:10:09.000 --> 00:10:11.000]  謙謙和和的
[00:10:11.000 --> 00:10:13.000]  嘩 如果是騎著馬就不是了
[00:10:13.000 --> 00:10:15.000]  騎著馬是山 是不是
[00:10:15.000 --> 00:10:17.000]  即是去到哪裏呢
[00:10:17.000 --> 00:10:19.000]  就表示一種的
[00:10:19.000 --> 00:10:22.000]  大家很威猛 很崇高 是不是
[00:10:22.000 --> 00:10:24.000]  但是騎盧
[00:10:24.000 --> 00:10:26.000]  而且是盧的居子
[00:10:26.000 --> 00:10:28.000]  真是很卑微 是不是
[00:10:28.000 --> 00:10:30.000]  這個就應驗
[00:10:30.000 --> 00:10:32.000]  上帝要藉著
[00:10:32.000 --> 00:10:35.000]  他的獨生子來到這個世界
[00:10:35.000 --> 00:10:36.000]  其實在舊約的聖經裏面
[00:10:36.000 --> 00:10:38.000]  都有預言的
[00:10:38.000 --> 00:10:40.000]  舊約的聖經裏面
[00:10:40.000 --> 00:10:42.000]  詩篇裏面都很清楚講
[00:10:42.000 --> 00:10:44.000]  詩篇就是希伯來書引用
[00:10:44.000 --> 00:10:46.000]  舊約的聖經
[00:10:46.000 --> 00:10:48.000]  詩篇講的
[00:10:48.000 --> 00:10:52.000]  我來了是要按經卷上的記載
[00:10:52.000 --> 00:10:54.000]  希伯來書十章七節就告訴我
[00:10:54.000 --> 00:10:55.000]  那時我說
[00:10:55.000 --> 00:10:57.000]  神啊 我來了是要衛
[00:10:57.000 --> 00:10:59.000]  衛要照你的旨意行
[00:10:59.000 --> 00:11:01.000]  我的事在經卷上
[00:11:01.000 --> 00:11:03.000]  已經記載
[00:11:03.000 --> 00:11:05.000]  原來主要用他
[00:11:05.000 --> 00:11:07.000]  這個是耶穌的定義
[00:11:07.000 --> 00:11:08.000]  當然現在神
[00:11:08.000 --> 00:11:10.000]  也是這樣來掌管
[00:11:10.000 --> 00:11:12.000]  當然這個聖三一神
[00:11:12.000 --> 00:11:14.000]  這個三一神
[00:11:14.000 --> 00:11:16.000]  已經想過了 是不是
[00:11:16.000 --> 00:11:17.000]  怎樣救人呢
[00:11:17.000 --> 00:11:19.000]  救人就是差耶穌下來
[00:11:19.000 --> 00:11:22.000]  這個三一神的第二個衛格
[00:11:22.000 --> 00:11:23.000]  就是耶穌基督
[00:11:23.000 --> 00:11:25.000]  要來到這個世界
[00:11:25.000 --> 00:11:26.000]  他來幹什麼
[00:11:26.000 --> 00:11:29.000]  不是很威風的騎馬
[00:11:29.000 --> 00:11:30.000]  來到這個世界
[00:11:30.000 --> 00:11:32.000]  去征服人 是不是
[00:11:32.000 --> 00:11:33.000]  去叫人誰不聽
[00:11:33.000 --> 00:11:35.000]  殺 殺無赦 是不是
[00:11:35.000 --> 00:11:37.000]  不是這樣
[00:11:37.000 --> 00:11:39.000]  他不是用牛 不是用馬
[00:11:39.000 --> 00:11:41.000]  而是用牛居子
[00:11:41.000 --> 00:11:42.000]  這個就是表示
[00:11:42.000 --> 00:11:44.000]  他照著父神的旨意
[00:11:44.000 --> 00:11:45.000]  而為人類
[00:11:45.000 --> 00:11:48.000]  成就偉大的救贖大功
[00:11:48.000 --> 00:11:50.000]  馬是用來打仗
[00:11:50.000 --> 00:11:52.000]  驢是一點都不威風的
[00:11:52.000 --> 00:11:53.000]  而是謙謙和和
[00:11:53.000 --> 00:11:55.000]  表示神是不以武力
[00:11:55.000 --> 00:11:57.000]  去得人心
[00:11:57.000 --> 00:11:59.000]  而是以祂的謙和
[00:11:59.000 --> 00:12:01.000]  去感動人心 去歸向
[00:12:01.000 --> 00:12:03.000]  表示他來到這個世界
[00:12:03.000 --> 00:12:05.000]  不是以武力征服人
[00:12:05.000 --> 00:12:06.000]  而是以愛
[00:12:06.000 --> 00:12:08.000]  去得到人的降服
[00:12:08.000 --> 00:12:10.000]  和迴轉
[00:12:10.000 --> 00:12:13.000]  所以騎著奴階子
[00:12:13.000 --> 00:12:15.000]  你看到他真的一點都不適合
[00:12:15.000 --> 00:12:18.000]  這個宇宙全能的大主宰
[00:12:18.000 --> 00:12:20.000]  你想想這個宇宙
[00:12:20.000 --> 00:12:22.000]  既然是他所做的
[00:12:22.000 --> 00:12:24.000]  他比這個宇宙應該更大
[00:12:24.000 --> 00:12:26.000]  這個這麼偉大的神
[00:12:26.000 --> 00:12:27.000]  竟然成為人
[00:12:27.000 --> 00:12:29.000]  有沒有可能 是不是
[00:12:29.000 --> 00:12:32.000]  就是成為人 多微小
[00:12:32.000 --> 00:12:33.000]  你不要說什麼 是不是
[00:12:33.000 --> 00:12:34.000]  我如果是黃志強
[00:12:34.000 --> 00:12:38.000]  我要變成一個的螞蟻
[00:12:38.000 --> 00:12:40.000]  我都覺得有沒有搞錯
[00:12:40.000 --> 00:12:41.000]  那個高度 是不是
[00:12:41.000 --> 00:12:43.000]  我是高層次的
[00:12:43.000 --> 00:12:45.000]  我是高為空間的
[00:12:45.000 --> 00:12:47.000]  螞蟻是異度空間 是不是
[00:12:47.000 --> 00:12:48.000]  我都覺得
[00:12:48.000 --> 00:12:50.000]  嘩 有沒有失我的身份
[00:12:50.000 --> 00:12:51.000]  變成螞蟻 是不是
[00:12:51.000 --> 00:12:53.000]  兩筆鬚這樣
[00:12:53.000 --> 00:12:55.000]  和別人溝通 是不是
[00:12:55.000 --> 00:12:57.000]  這個宇宙萬物的主宰
[00:12:57.000 --> 00:12:59.000]  是比宇宙更大
[00:12:59.000 --> 00:13:00.000]  他既然做得了宇宙
[00:13:00.000 --> 00:13:02.000]  他當然比宇宙更大 是不是
[00:13:02.000 --> 00:13:03.000]  竟然成為人
[00:13:03.000 --> 00:13:06.000]  所以我們很難想像
[00:13:06.000 --> 00:13:09.000]  這個就是表示他的謙卑
[00:13:09.000 --> 00:13:10.000]  一個這麼尊貴
[00:13:10.000 --> 00:13:13.000]  這麼威嚴的一位上帝
[00:13:13.000 --> 00:13:16.000]  竟然倒成肉身來到這個世界
[00:13:16.000 --> 00:13:17.000]  目的是什麼
[00:13:17.000 --> 00:13:19.000]  他就照他的話
[00:13:19.000 --> 00:13:21.000]  照著上帝的話
[00:13:21.000 --> 00:13:23.000]  照著父神的計劃
[00:13:23.000 --> 00:13:24.000]  來到這個世界
[00:13:24.000 --> 00:13:26.000]  這個是沒法想的
[00:13:26.000 --> 00:13:28.000]  所以全能宇宙的大主宰
[00:13:28.000 --> 00:13:30.000]  成為人的樣式
[00:13:30.000 --> 00:13:31.000]  叫人的樣子
[00:13:31.000 --> 00:13:32.000]  全心馴服
[00:13:32.000 --> 00:13:33.000]  以至於死
[00:13:33.000 --> 00:13:35.000]  死在十字架上
[00:13:35.000 --> 00:13:37.000]  所以這種是何等大恩典
[00:13:37.000 --> 00:13:39.000]  難怪保羅在他的
[00:13:39.000 --> 00:13:40.000]  寫最後一卷書
[00:13:40.000 --> 00:13:43.000]  他講到基督耶穌降世
[00:13:43.000 --> 00:13:45.000]  是說要拯救罪人
[00:13:45.000 --> 00:13:46.000]  自己說是可信的
[00:13:46.000 --> 00:13:48.000]  是十分可佩服的
[00:13:48.000 --> 00:13:50.000]  我在罪人中是一個罪魁
[00:13:50.000 --> 00:13:52.000]  怎麼可能我這個罪魁
[00:13:52.000 --> 00:13:55.000]  上帝竟然間救我的方法是什麼
[00:13:55.000 --> 00:13:58.000]  他竟然間降世成為人
[00:13:58.000 --> 00:14:01.000]  為我來成就這個救恩
[00:14:01.000 --> 00:14:03.000]  這個是一個很獨特的地方
[00:14:03.000 --> 00:14:06.000]  所以今天主要用他
[00:14:06.000 --> 00:14:08.000]  你不要以為
[00:14:08.000 --> 00:14:11.000]  用個奴隸子這麼簡單
[00:14:11.000 --> 00:14:14.000]  好像不太合理
[00:14:14.000 --> 00:14:16.000]  就是配不上你的身份
[00:14:16.000 --> 00:14:18.000]  這個就是告訴你
[00:14:18.000 --> 00:14:21.000]  這個就是上帝祂的命令
[00:14:21.000 --> 00:14:24.000]  耶穌基督也願意來遵行
[00:14:24.000 --> 00:14:27.000]  是藉著這種謙和
[00:14:27.000 --> 00:14:28.000]  這種謙卑
[00:14:28.000 --> 00:14:30.000]  道成肉身來到這個世界
[00:14:30.000 --> 00:14:32.000]  為我們人類死在十字架上
[00:14:32.000 --> 00:14:36.000]  這個顯出上帝那種無比的恩典
[00:14:36.000 --> 00:14:38.000]  是我們莫發想
[00:14:38.000 --> 00:14:41.000]  是我們難以來想像
[00:14:41.000 --> 00:14:43.000]  第二方面你會發覺
[00:14:43.000 --> 00:14:45.000]  由第四節到第八節說什麼呢
[00:14:45.000 --> 00:14:47.000]  我們第四節八節
[00:14:47.000 --> 00:14:49.000]  其實重點在哪裡呢
[00:14:49.000 --> 00:14:52.000]  重點就是他強調
[00:14:52.000 --> 00:14:55.000]  他叫人來去馴服
[00:14:55.000 --> 00:14:57.000]  他告訴兩個門徒聽
[00:14:57.000 --> 00:15:00.000]  去找那隻奴隸子
[00:15:00.000 --> 00:15:04.000]  然後又叫那個奴隸
[00:15:04.000 --> 00:15:07.000]  被綁在那個地方
[00:15:07.000 --> 00:15:09.000]  去解開他
[00:15:09.000 --> 00:15:11.000]  解開他又被人質問
[00:15:11.000 --> 00:15:14.000]  為什麼你要動我這隻奴隸子
[00:15:14.000 --> 00:15:16.000]  他說主要用他
[00:15:16.000 --> 00:15:18.000]  他們也願意
[00:15:18.000 --> 00:15:20.000]  奇妙啊
[00:15:20.000 --> 00:15:21.000]  主要用他
[00:15:21.000 --> 00:15:24.000]  為什麼耶穌要告訴這班門徒
[00:15:24.000 --> 00:15:28.000]  又要讓那些人在額頭
[00:15:28.000 --> 00:15:33.000]  才可以去成就這件事呢
[00:15:33.000 --> 00:15:35.000]  到後來很奇妙
[00:15:35.000 --> 00:15:39.000]  又你發覺門徒拿了那隻奴隸子的時候
[00:15:39.000 --> 00:15:41.000]  他將衣服搭在上面
[00:15:41.000 --> 00:15:43.000]  不單止搭在上面
[00:15:43.000 --> 00:15:45.000]  還發覺後來那些人
[00:15:45.000 --> 00:15:49.000]  就在耶穌騎上這個奴隸之後
[00:15:49.000 --> 00:15:51.000]  他就在這個沿途
[00:15:51.000 --> 00:15:53.000]  就大家都脫了衣服
[00:15:53.000 --> 00:15:55.000]  來鋪在地上
[00:15:55.000 --> 00:15:58.000]  還有人拿那些樹枝來
[00:15:58.000 --> 00:15:59.000]  那些樹枝啊
[00:15:59.000 --> 00:16:02.000]  然後來到大聲在說
[00:16:02.000 --> 00:16:05.000]  啊 和沙勒 和沙勒 是不是
[00:16:05.000 --> 00:16:06.000]  是這樣說的
[00:16:06.000 --> 00:16:07.000]  那我們要知道
[00:16:07.000 --> 00:16:10.000]  原來主要用他
[00:16:10.000 --> 00:16:14.000]  上帝要成就這個美好的事
[00:16:14.000 --> 00:16:16.000]  是要人響應
[00:16:16.000 --> 00:16:18.000]  那神做完不就行了
[00:16:18.000 --> 00:16:19.000]  不是的
[00:16:19.000 --> 00:16:21.000]  神往往是要期待人的馴服
[00:16:21.000 --> 00:16:23.000]  以及參與
[00:16:23.000 --> 00:16:25.000]  你看《聖經》裡面的
[00:16:25.000 --> 00:16:27.000]  無論舊約新約都好
[00:16:27.000 --> 00:16:30.000]  神是藉著合用的器皿
[00:16:30.000 --> 00:16:33.000]  來完成祂的工作的
[00:16:33.000 --> 00:16:34.000]  好像郭洪海
[00:16:34.000 --> 00:16:35.000]  神要藉著什麼
[00:16:35.000 --> 00:16:38.000]  就是摩西的象 是不是
[00:16:38.000 --> 00:16:40.000]  埃及的法祿多麼硬心
[00:16:40.000 --> 00:16:42.000]  但是這個象呢
[00:16:42.000 --> 00:16:45.000]  就成為這個器皿
[00:16:45.000 --> 00:16:47.000]  藉著這個器皿呢
[00:16:47.000 --> 00:16:50.000]  能夠叫摩西大領主人出一球
[00:16:50.000 --> 00:16:51.000]  是吧
[00:16:51.000 --> 00:16:53.000]  那個約旦河藉著什麼
[00:16:53.000 --> 00:16:54.000]  約跪 是不是
[00:16:54.000 --> 00:16:55.000]  你看到了
[00:16:55.000 --> 00:16:56.000]  藉著約跪 是不是
[00:16:56.000 --> 00:16:58.000]  那餵飽五千人呢
[00:16:58.000 --> 00:17:00.000]  神要藉著個小童
[00:17:00.000 --> 00:17:02.000]  走出來用五餅二魚呢
[00:17:02.000 --> 00:17:03.000]  那上帝
[00:17:03.000 --> 00:17:04.000]  你這麼大能
