
[00:00:00.000 --> 00:00:05.520]  在上個月我們曾經講到守安息的意思
[00:06:33.600 --> 00:06:35.600]  以賽亞說
[00:06:35.600 --> 00:06:40.600]  「你們的手都滿了殺人的血」
[00:06:40.600 --> 00:06:44.600]  所以以賽亞宣佈神的誡命
[00:06:44.600 --> 00:06:46.600]  「你們要洗作
[00:06:46.600 --> 00:06:47.600]  要自結
[00:06:47.600 --> 00:06:50.600]  從我眼前除去你們的惡行
[00:06:50.600 --> 00:06:53.600]  要止住作惡
[00:06:53.600 --> 00:06:56.600]  學校行善
[00:06:56.600 --> 00:06:59.600]  尋求公平
[00:06:59.600 --> 00:07:02.600]  解救受欺壓的
[00:07:02.600 --> 00:07:05.600]  給孤兒伸冤
[00:07:05.600 --> 00:07:09.600]  為寡婦便屈」
[00:07:09.600 --> 00:07:13.600]  在以賽亞書一章的其他部分
[00:07:13.600 --> 00:07:15.600]  所以我們見到其實真是
[00:07:15.600 --> 00:07:18.600]  這些猶大百姓是敬拜的
[00:07:18.600 --> 00:07:20.600]  不過他們敬拜所做的事
[00:07:20.600 --> 00:07:23.600]  是沒有甚麼美善的
[00:07:23.600 --> 00:07:26.600]  他們是靠自己去生活
[00:07:26.600 --> 00:07:29.600]  他們是靠自己去敬拜
[00:07:29.600 --> 00:07:32.600]  他們追求自己喜歡的生活
[00:07:32.600 --> 00:07:36.600]  他們喜歡做甚麼就做甚麼
[00:07:36.600 --> 00:07:39.600]  他們在當中沒有任何的盼望
[00:07:39.600 --> 00:07:42.600]  所以他們是敬拜
[00:07:42.600 --> 00:07:45.600]  但另一邊廂他們是欺壓人
[00:07:45.600 --> 00:07:49.600]  欺壓貧窮孤寡的人
[00:07:49.600 --> 00:07:52.600]  所以這班人在他們的敬拜當中
[00:07:52.600 --> 00:07:57.600]  他們不是一班滿有盼望的子民
[00:07:57.600 --> 00:07:59.600]  在他們的敬拜當中沒有盼望
[00:07:59.600 --> 00:08:01.600]  是大家做的事
[00:08:01.600 --> 00:08:04.600]  大家可以加多些聚會
[00:08:04.600 --> 00:08:07.600]  你喜歡加哪個項目就加
[00:08:07.600 --> 00:08:09.600]  大家一起去做多些
[00:08:09.600 --> 00:08:11.600]  他們來到敬拜的時候
[00:08:11.600 --> 00:08:15.600]  他們沒有向上主有真正的敬拜
[00:08:15.600 --> 00:08:18.600]  有真正的盼望
[00:08:18.600 --> 00:08:21.600]  這個是以賽亞他說
[00:08:21.600 --> 00:08:24.600]  當時的人敬拜很多
[00:08:24.600 --> 00:08:28.600]  不過他們的敬拜是很有問題的
[00:08:28.600 --> 00:08:31.600]  我們的情況又怎樣?
[00:08:31.600 --> 00:08:35.600]  我們是怎樣的敬拜?
[00:08:35.600 --> 00:08:38.600]  同樣我們的敬拜
[00:08:38.600 --> 00:08:42.600]  很多時候都是沒有真實的盼望
[00:08:42.600 --> 00:08:43.600]  從現況來看
[00:08:43.600 --> 00:08:46.600]  崇拜有兩方面的扭曲
[00:08:46.600 --> 00:08:49.600]  第一方面崇拜被扭曲為
[00:08:49.600 --> 00:08:54.600]  一種很表面的心理治療的時間
[00:08:54.600 --> 00:08:55.600]  我們在崇拜當中
[00:08:55.600 --> 00:08:59.600]  希望真是純粹我們的心理方面
[00:08:59.600 --> 00:09:01.600]  是得到幫助
[00:09:01.600 --> 00:09:03.600]  好的講道、好的敬拜
[00:09:03.600 --> 00:09:06.600]  是能夠醫治我們心靈上的問題
[00:09:06.600 --> 00:09:11.600]  叫我們不要那麼孤單等等
[00:09:11.600 --> 00:09:14.600]  其實醫治是重要的
[00:09:14.600 --> 00:09:16.600]  但是當我們只是單單強調
[00:09:16.600 --> 00:09:18.600]  醫治本身
[00:09:18.600 --> 00:09:21.600]  沒有看到醫治的源頭是神的時候
[00:09:21.600 --> 00:09:23.600]  就有問題
[00:09:23.600 --> 00:09:27.600]  好像羅省的水晶教會
[00:09:27.600 --> 00:09:28.600]  Crystal Cathedral
[00:09:28.600 --> 00:09:31.600]  他們很推崇心理學
[00:09:31.600 --> 00:09:35.600]  推崇正面的思維
[00:09:35.600 --> 00:09:38.600]  和醫治的權能
[00:09:38.600 --> 00:09:40.600]  但是我們看到他們是怎樣
[00:09:40.600 --> 00:09:42.600]  將醫治是集中個人
[00:09:42.600 --> 00:09:45.600]  是集中個人的敬拜
[00:09:45.600 --> 00:09:47.600]  是希望改變用努力
[00:09:47.600 --> 00:09:49.600]  努力正面正面的思想
[00:09:49.600 --> 00:09:52.600]  改變我們自己的生命狀態
[00:09:52.600 --> 00:09:56.600]  改變我們自己的心理狀態
[00:09:56.600 --> 00:10:00.600]  我們看到這種治療性的敬拜
[00:10:00.600 --> 00:10:05.600]  是神幾何時真的帶來教會人數的增長
[00:10:05.600 --> 00:10:07.600]  是一個事實
[00:10:07.600 --> 00:10:09.600]  但是這些教會我們見到
[00:10:09.600 --> 00:10:13.600]  又是不能夠立不倒的
[00:10:13.600 --> 00:10:15.600]  這些教會會倒塌的
[00:10:15.600 --> 00:10:17.600]  所以剛才所提及
[00:10:17.600 --> 00:10:19.600]  這間那麼漂亮的教會
[00:10:19.600 --> 00:10:21.600]  水晶教會Crystal Cathedral
[00:10:21.600 --> 00:10:23.600]  已經破產了
[00:10:23.600 --> 00:10:27.600]  已經成為天主教的物業
[00:10:27.600 --> 00:10:29.600]  賣了給天主教
[00:10:29.600 --> 00:10:33.600]  第二種崇拜的扭曲
[00:10:33.600 --> 00:10:36.600]  崇拜是為了Happy
[00:10:36.600 --> 00:10:38.600]  為了輕鬆
[00:10:38.600 --> 00:10:39.600]  為了開心
[00:10:39.600 --> 00:10:41.600]  最好能夠敬拜之後
[00:10:41.600 --> 00:10:43.600]  能夠亢奮一下
[00:10:43.600 --> 00:10:45.600]  鬆弛一下
[00:10:45.600 --> 00:10:47.600]  所以很多時候敬拜裏面
[00:10:47.600 --> 00:10:49.600]  要想花招
[00:10:49.600 --> 00:10:53.600]  想花招就是製造一些興奮的經驗
[00:10:53.600 --> 00:10:55.600]  回到禮拜的時候
[00:10:55.600 --> 00:10:56.600]  好正呀
[00:10:56.600 --> 00:10:58.600]  好興奮呀
[00:10:58.600 --> 00:11:00.600]  很多時候在裏面
[00:11:00.600 --> 00:11:02.600]  我們會強調一些不是很熟悉的
[00:11:02.600 --> 00:11:04.600]  叫Hyper Reality
[00:11:04.600 --> 00:11:06.600]  甚麼是Hyper Reality
[00:11:06.600 --> 00:11:08.600]  信耶穌好得
[00:11:08.600 --> 00:11:10.600]  信耶穌有福氣
[00:11:10.600 --> 00:11:12.600]  信耶穌會發達
[00:11:12.600 --> 00:11:14.600]  信耶穌有鑽石
[00:11:14.600 --> 00:11:17.600]  聽到的時候很高興
[00:11:17.600 --> 00:11:19.600]  你記不記得我兩年前
[00:11:19.600 --> 00:11:21.600]  亦都是2015年10月份
[00:11:21.600 --> 00:11:23.600]  和大家分享的訊息
[00:11:23.600 --> 00:11:24.600]  當中有講到
[00:11:24.600 --> 00:11:26.600]  信耶穌得鑽石
[00:11:26.600 --> 00:11:28.600]  真的聽到很開心
[00:11:28.600 --> 00:11:30.600]  在崇拜當中
[00:11:30.600 --> 00:11:31.600]  聚會當中
[00:11:31.600 --> 00:11:32.600]  講的人說
[00:11:32.600 --> 00:11:34.600]  我怎樣信耶穌
[00:11:34.600 --> 00:11:36.600]  信下信下
[00:11:36.600 --> 00:11:37.600]  有鑽石
[00:11:37.600 --> 00:11:39.600]  又有另一位弟兄跟我說
[00:11:39.600 --> 00:11:40.600]  有一個姐妹
[00:11:40.600 --> 00:11:41.600]  她信耶穌
[00:11:41.600 --> 00:11:42.600]  順順在那裏
[00:11:42.600 --> 00:11:43.600]  露一點東西出來
[00:11:43.600 --> 00:11:44.600]  慢慢露
[00:11:44.600 --> 00:11:46.600]  是鑽石來的
[00:11:46.600 --> 00:11:47.600]  真是的
[00:11:47.600 --> 00:11:48.600]  是發生在香港
[00:11:48.600 --> 00:11:50.600]  當我們聽到的時候
[00:11:50.600 --> 00:11:52.600]  你聽到是不是很興奮呀
[00:11:52.600 --> 00:11:53.600]  是不是呀
[00:11:53.600 --> 00:11:56.600]  很興奮的嗎
[00:11:56.600 --> 00:11:59.600]  但是這些是不是真實的呢
[00:11:59.600 --> 00:12:03.600]  這些是不是我們所希冀的
[00:12:03.600 --> 00:12:06.600]  是我們對神的期望
[00:12:06.600 --> 00:12:09.600]  我們信耶穌是為了興奮
[00:12:09.600 --> 00:12:12.600]  很多奇妙的故事
[00:12:12.600 --> 00:12:16.600]  能夠甚至得到鑽石財富
[00:12:16.600 --> 00:12:18.600]  對我來說
[00:12:18.600 --> 00:12:20.600]  這樣是敬拜
[00:12:20.600 --> 00:12:23.600]  不是真實的
[00:12:23.600 --> 00:12:27.600]  不是我們在崇拜當中所要盼望的
[00:12:27.600 --> 00:12:28.600]  這種崇拜
[00:12:28.600 --> 00:12:32.600]  講到信耶穌的生命這麼亨通
[00:12:32.600 --> 00:12:35.600]  這個不是我們的盼望
[00:12:35.600 --> 00:12:36.600]  因為這種盼望
[00:12:36.600 --> 00:12:38.600]  是不能夠帶來
[00:12:38.600 --> 00:12:43.600]  生命真正的救贖和改變
[00:12:43.600 --> 00:12:45.600]  如果剛才所講這些
[00:12:45.600 --> 00:12:47.600]  大家聽到都會開心
[00:12:47.600 --> 00:12:48.600]  如果我們能夠做到
[00:12:48.600 --> 00:12:50.600]  剛才那兩件事情的時候
[00:12:50.600 --> 00:12:53.600]  可能教會人數會激增
[00:12:53.600 --> 00:12:55.600]  我們又不做這類東西的時候
[00:12:55.600 --> 00:12:57.600]  怎樣在教會當中
[00:12:57.600 --> 00:13:02.600]  在崇拜當中有真正的盼望呢
[00:13:02.600 --> 00:13:03.600]  這個我們就要回到
[00:13:03.600 --> 00:13:06.600]  我們生命的現實
[00:13:06.600 --> 00:13:08.600]  詩篇七十三篇
[00:13:08.600 --> 00:13:12.600]  是一個生命的現實
[00:13:12.600 --> 00:13:16.600]  詩篇七十三篇是亞撒的詩
[00:13:16.600 --> 00:13:19.600]  是一首在崇拜禮儀當中
[00:13:19.600 --> 00:13:21.600]  所用的詩篇
[00:13:21.600 --> 00:13:25.600]  亞撒是主要的禮儀詩
[00:13:25.600 --> 00:13:27.600]  他是崇拜的領袖
[00:13:27.600 --> 00:13:30.600]  當約瑰帶到耶路撒冷的時候
[00:13:30.600 --> 00:13:32.600]  這個位亞撒
[00:13:32.600 --> 00:13:36.600]  就是那位主要的禮儀詩
[00:13:36.600 --> 00:13:39.600]  在七十三篇這首詩歌當中
[00:13:39.600 --> 00:13:42.600]  我們見到亞撒在表現什麼
[00:13:42.600 --> 00:13:44.600]  開始的時候他表現
[00:13:44.600 --> 00:13:47.600]  生命無盼望
[00:13:47.600 --> 00:13:50.600]  生命無盼望
[00:13:50.600 --> 00:13:55.600]  因為他見到種種人生的問題
[00:13:55.600 --> 00:13:57.600]  剛才我聽
[00:13:57.600 --> 00:13:58.600]  看著你讀的時候
[00:13:58.600 --> 00:13:59.600]  我很開心
[00:13:59.600 --> 00:14:01.600]  我見到你用心去讀
[00:14:01.600 --> 00:14:02.600]  你讀的時候
[00:14:02.600 --> 00:14:03.600]  你讀的時候
[00:14:03.600 --> 00:14:05.600]  你會皺眉頭
[00:14:05.600 --> 00:14:07.600]  你會同感
[00:14:07.600 --> 00:14:11.600]  因為第二節第三節開始就這樣說
[00:14:11.600 --> 00:14:12.600]  亞撒就說
[00:14:12.600 --> 00:14:14.600]  至於我
[00:14:14.600 --> 00:14:18.600]  我的腳幾幾乎失閃
[00:14:18.600 --> 00:14:22.600]  我的腳險些滑跌
[00:14:22.600 --> 00:14:26.600]  我見惡人和狂惡的人
[00:14:26.600 --> 00:14:28.600]  享平安
[00:14:28.600 --> 00:14:32.600]  就心懷不平
[00:14:32.600 --> 00:14:34.600]  這個是大家常常見到的
[00:14:34.600 --> 00:14:35.600]  是不是
[00:14:35.600 --> 00:14:40.600]  接著在十二節十四節
[00:14:40.600 --> 00:14:41.600]  亞撒繼續說
[00:14:41.600 --> 00:14:43.600]  去看呀
[00:14:43.600 --> 00:14:45.600]  這就是惡人
[00:14:45.600 --> 00:14:49.600]  他們既是常享安逸
[00:14:49.600 --> 00:14:52.600]  財寶便價真
[00:14:52.600 --> 00:14:55.600]  我實在徒然
[00:14:55.600 --> 00:14:59.600]  徒然結定了我的手
[00:14:59.600 --> 00:15:01.600]  徒然
[00:15:01.600 --> 00:15:05.600]  徒然洗手表明無辜
[00:15:05.600 --> 00:15:10.600]  因為我終日遭災難
[00:15:10.600 --> 00:15:14.600]  每早晨受懲治
[00:15:14.600 --> 00:15:16.600]  所以在一點上
[00:15:16.600 --> 00:15:18.600]  詩人就在這裡慨嘆
[00:15:18.600 --> 00:15:20.600]  他是很絕望的
[00:15:20.600 --> 00:15:23.600]  生命是很多的徒然
[00:15:23.600 --> 00:15:26.600]  一切都是徒然
[00:15:26.600 --> 00:15:28.600]  所有都是徒然
[00:15:28.600 --> 00:15:30.600]  我 in vain
[00:15:30.600 --> 00:15:32.600]  所有都是徒然
[00:15:32.600 --> 00:15:34.600]  所有見到的事情
[00:15:34.600 --> 00:15:36.600]  所有經歷的事情
[00:15:36.600 --> 00:15:38.600]  都是徒然
[00:15:38.600 --> 00:15:40.600]  都是虛空
[00:15:40.600 --> 00:15:43.600]  因為他看見那些惡人
[00:15:43.600 --> 00:15:46.600]  是事事亨通
[00:15:46.600 --> 00:15:50.600]  惡人變得越來越富有
[00:15:50.600 --> 00:15:51.600]  而自己呢
[00:15:51.600 --> 00:15:54.600]  自己又想守潔心清
[00:15:54.600 --> 00:15:57.600]  自己常常說要保持心靈的潔淨
[00:15:57.600 --> 00:16:00.600]  自己說要去敬拜的時候
[00:16:00.600 --> 00:16:02.600]  要進行洗手的禮儀
[00:16:02.600 --> 00:16:05.600]  事事要恭恭緊緊
[00:16:05.600 --> 00:16:09.600]  但是一切本來表明他是無辜
[00:16:09.600 --> 00:16:11.600]  他是無罪惡的
[00:16:11.600 --> 00:16:13.600]  結果是怎樣
[00:16:13.600 --> 00:16:16.600]  結果就是他終日遭災難
[00:16:16.600 --> 00:16:21.600]  每早晨受懲治
[00:16:21.600 --> 00:16:24.600]  詩人沒有說到他受什麼災難
[00:16:24.600 --> 00:16:28.600]  這些災難可以是日常的疾病
[00:16:28.600 --> 00:16:31.600]  或者很多其他的痛苦
[00:16:31.600 --> 00:16:36.600]  總之每天都要叫苦連篇
[00:16:36.600 --> 00:16:40.600]  每天所面對的都是苦難
[00:16:40.600 --> 00:16:45.600]  這個是詩人在七十三章
[00:16:45.600 --> 00:16:48.600]  十六節之前所說出的心情
[00:16:48.600 --> 00:16:50.600]  所以在《大英四盤》讀的時候
[00:16:50.600 --> 00:16:51.600]  用心讀的時候
[00:16:51.600 --> 00:16:53.600]  心真的很沉
[00:16:53.600 --> 00:16:56.600]  很有共鳴
[00:16:56.600 --> 00:16:59.600]  詩人在十六、十七節
[00:16:59.600 --> 00:17:02.600]  他想到神
[00:17:02.600 --> 00:17:06.600]  他想到要敬拜神
[00:17:06.600 --> 00:17:09.600]  他想到敬拜神怕夢
[00:17:09.600 --> 00:17:10.600]  因為想起神
[00:17:10.600 --> 00:17:11.600]  想起敬拜神
[00:17:11.600 --> 00:17:13.600]  他怕夢就能夠恢復
[00:17:13.600 --> 00:17:15.600]  所以十六節他說
[00:17:15.600 --> 00:17:19.600]  我思察怎能明白這事
[00:17:19.600 --> 00:17:23.600]  眼看實是為難
[00:17:23.600 --> 00:17:24.600]  十七節
[00:17:24.600 --> 00:17:31.600]  等我進了神的聖所思想他們的結果
[00:17:31.600 --> 00:17:33.600]  當他進入聖所之後
[00:17:33.600 --> 00:17:37.600]  他的眼睛被潔淨
[00:17:37.600 --> 00:17:41.600]  他看見惡人的結果是什麼
[00:17:41.600 --> 00:17:43.600]  在聖所當中
[00:17:43.600 --> 00:17:46.600]  他看見自己的限制
[00:17:46.600 --> 00:17:50.600]  並且在盼望的當中
[00:17:50.600 --> 00:17:52.600]  向神宣告
[00:17:52.600 --> 00:17:56.600]  他就說:除你以外
[00:17:56.600 --> 00:17:58.600]  除你以外
[00:17:58.600 --> 00:18:01.600]  在天上我有誰呢
[00:18:01.600 --> 00:18:03.600]  除你以外
[00:18:03.600 --> 00:18:07.600]  在地上我又沒有所愛慕的
[00:18:07.600 --> 00:18:12.600]  我的肉體和我的心腸雖殘
[00:18:12.600 --> 00:18:16.600]  但神是我心裡的力量
[00:18:16.600 --> 00:18:22.600]  又是我的福分直到永遠
[00:18:22.600 --> 00:18:25.600]  我今天和你讀這篇詩篇七十三篇
[00:18:25.600 --> 00:18:26.600]  我沒有詳細去解
[00:18:26.600 --> 00:18:32.600]  但是我想你拿到這兩節寶貴的金句
[00:18:32.600 --> 00:18:34.600]  當你遇到困難的時候
[00:18:34.600 --> 00:18:37.600]  來到我們的聖所當中
[00:18:37.600 --> 00:18:39.600]  在神面前呼喊
[00:18:39.600 --> 00:18:43.600]  我的肉體和我的心腸雖殘
[00:18:43.600 --> 00:18:47.600]  但神是我心裡的力量
[00:18:47.600 --> 00:18:53.600]  又是我的福分直到永遠
[00:18:53.600 --> 00:18:55.600]  意思就是每一個主日
[00:18:55.600 --> 00:18:58.600]  你來到這個聖所當中
[00:18:58.600 --> 00:19:00.600]  你進行這樣的敬拜
[00:19:00.600 --> 00:19:02.600]  進行這樣的盼望
[00:19:02.600 --> 00:19:04.600]  當中說到
[00:19:04.600 --> 00:19:07.600]  我的肉體和我的心腸
[00:19:07.600 --> 00:19:09.600]  是怎麼解釋呢
[00:19:09.600 --> 00:19:12.600]  其實解釋整個人的氣力
[00:19:12.600 --> 00:19:14.600]  這個是指整個人的氣力的總和
[00:19:14.600 --> 00:19:17.600]  所以說我的肉體和我的心腸雖殘
[00:19:17.600 --> 00:19:21.600]  就是說我整個人的力氣
[00:19:21.600 --> 00:19:22.600]  雖殘
[00:19:22.600 --> 00:19:26.600]  就是生命的氣沒有了
[00:19:26.600 --> 00:19:27.600]  我們年紀越來越大
[00:19:27.600 --> 00:19:30.600]  那種生命的氣息是越來越減少的
[00:19:30.600 --> 00:19:32.600]  他說沒有了
[00:19:32.600 --> 00:19:33.600]  雖殘
[00:19:33.600 --> 00:19:34.600]  但是說
[00:19:34.600 --> 00:19:36.600]  但神是我心裡的力量
[00:19:36.600 --> 00:19:38.600]  又是我的福分
[00:19:38.600 --> 00:19:40.600]  這個心裡的力量是什麼呢
[00:19:40.600 --> 00:19:44.600]  字面意思是心裡的石頭
[00:19:44.600 --> 00:19:48.600]  很堅硬的東西
[00:19:48.600 --> 00:19:51.600]  但是神是我心裡的力量
[00:19:51.600 --> 00:19:53.600]  又是我的福分
[00:19:53.600 --> 00:19:54.600]  我的福分
[00:19:54.600 --> 00:19:55.600]  意思就是說
[00:19:55.600 --> 00:19:57.600]  其實當時候
[00:19:57.600 --> 00:20:00.600]  大家來去禮拜的時候
[00:20:00.600 --> 00:20:03.600]  他們會得到他們土地那一份
[00:20:03.600 --> 00:20:05.600]  根據早期的傳統
[00:20:05.600 --> 00:20:08.600]  就是每個人來敬拜
[00:20:08.600 --> 00:20:10.600]  每個人都有他的福分
[00:20:10.600 --> 00:20:12.600]  唯有是什麼人沒有福分呢
[00:20:12.600 --> 00:20:15.600]  是利美人沒有福分
[00:20:15.600 --> 00:20:17.600]  利美人的福分是什麼呢
[00:20:17.600 --> 00:20:21.600]  只能夠吃獻祭當中的東西
[00:20:21.600 --> 00:20:22.600]  他有獻祭的福分
[00:20:22.600 --> 00:20:25.600]  其實意味著這群人
[00:20:25.600 --> 00:20:27.600]  和神有特別的關係
[00:20:27.600 --> 00:20:28.600]  就是這群人
[00:20:28.600 --> 00:20:30.600]  這群利美人
[00:20:30.600 --> 00:20:34.600]  他們有的福分是什麼呢
[00:20:34.600 --> 00:20:35.600]  他們有的福分是
[00:20:35.600 --> 00:20:41.600]  耶和華本身這一份
[00:20:41.600 --> 00:20:44.600]  所以從這個背景去理解和解釋的話
[00:20:44.600 --> 00:20:46.600]  使人所談及的部分
[00:20:46.600 --> 00:20:48.600]  是一種靈性的層面
[00:20:48.600 --> 00:20:49.600]  意思就是說
[00:20:49.600 --> 00:20:51.600]  使人的存在
[00:20:51.600 --> 00:20:52.600]  人的存在
[00:20:52.600 --> 00:20:56.600]  是在乎於耶和華
[00:20:56.600 --> 00:20:58.600]  所以正如利美人一樣
[00:20:58.600 --> 00:21:00.600]  人的存在
