
[00:00:00.000 --> 00:00:04.000]  如果大家有上教會時間比較長一點的話
[00:01:51.000 --> 00:01:54.000]  主啊我們感謝你給我們一起來這樣聚集
[00:01:54.000 --> 00:01:59.000]  願我們口裏所講的心裏所想的在你面前蒙約納
[00:01:59.000 --> 00:02:01.000]  我們禱告靠主耶穌的名字祈求
[00:02:01.000 --> 00:02:03.000]  Amen
[00:02:03.000 --> 00:02:05.000]  今天這個題目我主要用理
[00:02:05.000 --> 00:02:10.000]  後來新一本翻譯成爲主需要理
[00:02:10.000 --> 00:02:13.000]  我們再慢慢看看這個情況
[00:02:13.000 --> 00:02:15.000]  如果耶穌要理的話
[00:02:15.000 --> 00:02:17.000]  你有什麼反應呢
[00:02:17.000 --> 00:02:20.000]  你會很奇怪哎呀怎麼會挑選我呢
[00:02:20.000 --> 00:02:22.000]  還是哎不要搞我
[00:02:22.000 --> 00:02:24.000]  他在這裏你拆遣他
[00:02:24.000 --> 00:02:28.000]  這個像兩個禮拜那個牧師講的這個道
[00:02:28.000 --> 00:02:31.000]  對不對我們不想給耶穌用
[00:02:31.000 --> 00:02:33.000]  還是我們好想給耶穌用呢
[00:02:33.000 --> 00:02:36.000]  天生我才比較有用對不對
[00:02:36.000 --> 00:02:39.000]  但是我們發現有些情況以上
[00:02:39.000 --> 00:02:42.000]  有些朋友我看到這個新聞就說
[00:02:42.000 --> 00:02:44.000]  有一箇中大的碩士生
[00:02:44.000 --> 00:02:46.000]  畢業了三年他是念統計學的
[00:02:46.000 --> 00:02:49.000]  三年的找工作找到沒有
[00:02:49.000 --> 00:02:51.000]  人家說大學生很容易找工作嘛
[00:02:51.000 --> 00:02:53.000]  大學畢業還有碩士文憑
[00:02:53.000 --> 00:02:56.000]  應該找工作不困難的嘛
[00:02:56.000 --> 00:02:58.000]  但是他說找了三年工作
[00:02:58.000 --> 00:03:01.000]  建工建了兩百次都沒有成功
[00:03:01.000 --> 00:03:04.000]  後來好像有一兩個工作給他做
[00:03:04.000 --> 00:03:06.000]  賣保險的怎麼樣的
[00:03:06.000 --> 00:03:08.000]  做了幾天就給人炒魷魚了就這樣
[00:03:08.000 --> 00:03:11.000]  他說連去麥當勞那邊去打工
[00:03:11.000 --> 00:03:15.000]  麥當勞的那個經理看到他那個碩士
[00:03:15.000 --> 00:03:17.000]  連那個表格都給他了
[00:03:17.000 --> 00:03:19.000]  就開玩笑對不對
[00:03:19.000 --> 00:03:21.000]  後來他怎麼樣了
[00:03:21.000 --> 00:03:25.000]  他去領取了什麼中文
[00:03:25.000 --> 00:03:31.000]  每個月可以拿個一千八百三十塊
[00:03:31.000 --> 00:03:33.000]  那個就作爲他那個生活費用
[00:03:33.000 --> 00:03:36.000]  然後他覺得念大學沒用的
[00:03:36.000 --> 00:03:39.000]  還是拿那個政府的補貼
[00:03:39.000 --> 00:03:41.000]  比較好一點比較安全一點
[00:03:41.000 --> 00:03:43.000]  有沒有這種感覺
[00:03:43.000 --> 00:03:47.000]  好像我們這個懷柴不育
[00:03:47.000 --> 00:03:49.000]  有沒有這種感覺
[00:03:49.000 --> 00:03:52.000]  我們好多時候我們這個年代的話
[00:03:52.000 --> 00:03:54.000]  給人炒魷魚的機會很容易的
[00:03:54.000 --> 00:03:56.000]  特別是我這個年紀的話
[00:03:56.000 --> 00:03:58.000]  就特別容易給人炒魷魚的
[00:03:58.000 --> 00:04:01.000]  我們有沒有預算分分鐘有這個危機呢
[00:04:01.000 --> 00:04:03.000]  還是我們可以有另外一個角度
[00:04:03.000 --> 00:04:06.000]  看我們的工作看我們的侍奉呢
[00:04:06.000 --> 00:04:09.000]  另外有一個人他是叫丁丁
[00:04:09.000 --> 00:04:13.000]  他也是念了大學畢業也是念了碩士
[00:04:13.000 --> 00:04:17.000]  他做什麼工作呢
[00:04:17.000 --> 00:04:19.000]  他去賣海鮮
[00:04:19.000 --> 00:04:21.000]  賣海鮮哇賣魚哦
[00:04:21.000 --> 00:04:25.000]  英文叫selfish
[00:04:25.000 --> 00:04:30.000]  哇這個行業跟你的學歷好像不太對等哦
[00:04:30.000 --> 00:04:33.000]  但他覺得如果我找工作
[00:04:33.000 --> 00:04:35.000]  而我不習慣的或者我做的不好的
[00:04:35.000 --> 00:04:38.000]  還不如做一份我習慣的工作
[00:04:38.000 --> 00:04:41.000]  他就賣海鮮賣海鮮賣的怎麼樣呢
[00:04:41.000 --> 00:04:43.000]  他是在網上賣海鮮
[00:04:43.000 --> 00:04:45.000]  我們辦公時候很忙嘛
[00:04:45.000 --> 00:04:47.000]  下班都七八點了嘛
[00:04:47.000 --> 00:04:49.000]  想喫頓海鮮
[00:04:49.000 --> 00:04:51.000]  涮個火鍋對不對
[00:04:51.000 --> 00:04:54.000]  你去海鮮店五點鐘就賣完了
[00:04:54.000 --> 00:04:57.000]  有些通宵的海鮮店是比較貴的
[00:04:57.000 --> 00:05:00.000]  你不要幹顧那些海鮮店
[00:05:00.000 --> 00:05:03.000]  他有個辦法你可以網上挑海鮮
[00:05:03.000 --> 00:05:06.000]  兩夫妻的多少錢
[00:05:06.000 --> 00:05:08.000]  但是你買海鮮的時候有些買一斤
[00:05:08.000 --> 00:05:09.000]  有些買半斤
[00:05:09.000 --> 00:05:12.000]  我想買三個這樣的海鮮
[00:05:12.000 --> 00:05:14.000]  三個小沙你行不行啊
[00:05:14.000 --> 00:05:16.000]  海鮮店不賣給你對不對
[00:05:16.000 --> 00:05:18.000]  他就說你給套餐給你
[00:05:18.000 --> 00:05:20.000]  套餐就是多少個鮑魚
[00:05:20.000 --> 00:05:22.000]  多少個螃蟹
[00:05:22.000 --> 00:05:24.000]  然後給你擦好洗乾淨
[00:05:24.000 --> 00:05:27.000]  砍好放到冰箱那邊去
[00:05:27.000 --> 00:05:29.000]  然後到什麼時候送到你的家那邊去
[00:05:29.000 --> 00:05:31.000]  你買回來的海鮮還是
[00:05:31.000 --> 00:05:33.000]  基本來講還是新鮮的
[00:05:33.000 --> 00:05:35.000]  然後你可以不用怎麼樣的清洗
[00:05:35.000 --> 00:05:37.000]  就可以下鍋了
[00:05:37.000 --> 00:05:40.000]  可以打煸爐好不好玩啊
[00:05:40.000 --> 00:05:41.000]  費用也不貴
[00:05:41.000 --> 00:05:43.000]  一百幾十塊錢就一頓飯了
[00:05:43.000 --> 00:05:44.000]  總比你自己的
[00:05:44.000 --> 00:05:49.000]  我要跟老婆過生日去喫海鮮
[00:05:49.000 --> 00:05:51.000]  這樣的話去買買不到
[00:05:51.000 --> 00:05:53.000]  或者是要浪費時間
[00:05:53.000 --> 00:05:54.000]  生意好不好啊
[00:05:54.000 --> 00:05:55.000]  不知道反正
[00:05:55.000 --> 00:05:57.000]  但他有個理念就說
[00:05:57.000 --> 00:05:59.000]  我用的包裝都是環保的
[00:05:59.000 --> 00:06:01.000]  我用的都是新鮮的
[00:06:01.000 --> 00:06:03.000]  他賣另外一個的包裝
[00:06:03.000 --> 00:06:06.000]  但是他有一個講法就說
[00:06:06.000 --> 00:06:08.000]  行行出狀元
[00:06:08.000 --> 00:06:09.000]  如果我失敗了
[00:06:09.000 --> 00:06:11.000]  我可以再去找工作
[00:06:11.000 --> 00:06:12.000]  對不對
[00:06:12.000 --> 00:06:13.000]  可以試一試
[00:06:13.000 --> 00:06:14.000]  試一試以後
[00:06:14.000 --> 00:06:16.000]  行了繼續下去
[00:06:16.000 --> 00:06:18.000]  將這個理念發展出去
[00:06:18.000 --> 00:06:19.000]  對不對
[00:06:19.000 --> 00:06:21.000]  大家不要喫那些的便當
[00:06:21.000 --> 00:06:23.000]  可以喫一頓好的東西
[00:06:23.000 --> 00:06:25.000]  大家有營養有情調好不好
[00:06:25.000 --> 00:06:26.000]  好啊
[00:06:26.000 --> 00:06:30.000]  你可以上網去訂它
[00:06:30.000 --> 00:06:31.000]  我自己來講
[00:06:31.000 --> 00:06:32.000]  我也有一個虧友
[00:06:32.000 --> 00:06:35.000]  他以前也是幹廣告的
[00:06:35.000 --> 00:06:37.000]  幹那些事情的
[00:06:37.000 --> 00:06:39.000]  這個職位比較高
[00:06:39.000 --> 00:06:40.000]  但他到了年紀大了以後
[00:06:40.000 --> 00:06:42.000]  他也是給人炒魷魚了
[00:06:42.000 --> 00:06:43.000]  他公司和平以後
[00:06:43.000 --> 00:06:44.000]  他也去賣海鮮
[00:06:44.000 --> 00:06:45.000]  不是這個人
[00:06:45.000 --> 00:06:46.000]  另外一個人
[00:06:46.000 --> 00:06:47.000]  所以我感覺到就像
[00:06:47.000 --> 00:06:49.000]  人從這變
[00:06:49.000 --> 00:06:51.000]  變成痛
[00:06:51.000 --> 00:06:52.000]  對不對
[00:06:52.000 --> 00:06:53.000]  你不要說
[00:06:53.000 --> 00:06:54.000]  我非要做這個事情
[00:06:54.000 --> 00:06:56.000]  我非要這樣做纔可以
[00:06:56.000 --> 00:06:57.000]  因爲神往往有一些是
[00:06:57.000 --> 00:06:59.000]  出人意外的想法
[00:06:59.000 --> 00:07:01.000]  你想也沒想到的事情
[00:07:01.000 --> 00:07:03.000]  會發生在你的身上的
[00:07:03.000 --> 00:07:04.000]  對不對
[00:07:04.000 --> 00:07:05.000]  如果這樣的事情
[00:07:05.000 --> 00:07:06.000]  發生在你身上
[00:07:06.000 --> 00:07:09.000]  你願意去降低你的標準
[00:07:09.000 --> 00:07:11.000]  和改變你的思想
[00:07:11.000 --> 00:07:14.000]  去滿足主的吩咐嗎
[00:07:14.000 --> 00:07:16.000]  這個也是上兩個禮拜的主題
[00:07:16.000 --> 00:07:19.000]  經常講到這個事情
[00:07:19.000 --> 00:07:22.000]  今天的經文講得比較奇怪
[00:07:22.000 --> 00:07:23.000]  在28節那邊講到
[00:07:23.000 --> 00:07:25.000]  耶穌說完這個事情以後
[00:07:25.000 --> 00:07:28.000]  就往前走向耶路撒冷
[00:07:28.000 --> 00:07:29.000]  剛纔我講的背景
[00:07:29.000 --> 00:07:30.000]  就是這樣的背景
[00:07:30.000 --> 00:07:32.000]  耶穌講完一大段的事情
[00:07:32.000 --> 00:07:33.000]  然後就向耶路撒冷
[00:07:33.000 --> 00:07:35.000]  該講的話講完了
[00:07:35.000 --> 00:07:36.000]  對不對
[00:07:36.000 --> 00:07:37.000]  講什麼東西呢
[00:07:37.000 --> 00:07:38.000]  原來我們再看看
[00:07:38.000 --> 00:07:39.000]  這個前文後理
[00:07:39.000 --> 00:07:40.000]  我們讀聖經
[00:07:40.000 --> 00:07:42.000]  不能抽空一段來唸的
[00:07:42.000 --> 00:07:44.000]  這段有個前文的
[00:07:44.000 --> 00:07:45.000]  有個背景的
[00:07:45.000 --> 00:07:48.000]  耶穌講的最後一個比喻
[00:07:48.000 --> 00:07:50.000]  最後一個的教訓是什麼呢
[00:07:50.000 --> 00:07:52.000]  就是有十個僕人
[00:07:52.000 --> 00:07:54.000]  耶穌拿了十頂的銀子
[00:07:54.000 --> 00:07:55.000]  分給十個僕人
[00:07:55.000 --> 00:07:58.000]  這是路乍的記載
[00:07:58.000 --> 00:08:01.000]  跟其他的福音書的記載不一樣
[00:08:01.000 --> 00:08:03.000]  但這個講得很公道的
[00:08:03.000 --> 00:08:05.000]  耶穌對每一個人都很公道
[00:08:05.000 --> 00:08:07.000]  都給一頂的銀子
[00:08:07.000 --> 00:08:11.000]  一頂銀子大概就是一百天的工資
[00:08:11.000 --> 00:08:12.000]  這樣等於說每個人
[00:08:12.000 --> 00:08:13.000]  都有一百天的工資
[00:08:13.000 --> 00:08:16.000]  可以交給你們來運用
[00:08:16.000 --> 00:08:19.000]  然後看誰的運用得好
[00:08:19.000 --> 00:08:20.000]  投資得好
[00:08:20.000 --> 00:08:25.000]  讓主人可以將他委託給我的銀子
[00:08:25.000 --> 00:08:27.000]  發揮最大的力量
[00:08:27.000 --> 00:08:29.000]  一個一頂賺了十頂
[00:08:29.000 --> 00:08:32.000]  一個一頂賺了五頂
[00:08:32.000 --> 00:08:34.000]  另外一個呢
[00:08:34.000 --> 00:08:36.000]  第三個是什麼
[00:08:36.000 --> 00:08:37.000]  一頂給他
[00:08:37.000 --> 00:08:38.000]  他拿東西包起來
[00:08:38.000 --> 00:08:40.000]  就放在原處
[00:08:40.000 --> 00:08:42.000]  一文風不動
[00:08:42.000 --> 00:08:45.000]  最後主人怎麼批評他
[00:08:45.000 --> 00:08:47.000]  十頂的好
[00:08:47.000 --> 00:08:48.000]  你聽我的話
[00:08:48.000 --> 00:08:52.000]  你爲我忠心又良善的僕人
[00:08:52.000 --> 00:08:54.000]  可以替我管十座城
[00:08:54.000 --> 00:08:58.000]  對不對 給他管理十個城市
[00:08:58.000 --> 00:09:00.000]  第二個是五頂的
[00:09:00.000 --> 00:09:01.000]  賺了五頂的
[00:09:01.000 --> 00:09:03.000]  這個主回來以後跟他說
[00:09:03.000 --> 00:09:06.000]  你可以替我管理五個城市
[00:09:06.000 --> 00:09:07.000]  好不好
[00:09:07.000 --> 00:09:09.000]  但是那個一頂
[00:09:09.000 --> 00:09:11.000]  回來還是一頂的話
[00:09:11.000 --> 00:09:13.000]  那個後來給主批評
[00:09:13.000 --> 00:09:15.000]  又餓又懶
[00:09:15.000 --> 00:09:16.000]  對不對啊
[00:09:16.000 --> 00:09:19.000]  你出去捱苦痛喫
[00:09:19.000 --> 00:09:21.000]  痛苦的給趕出去
[00:09:21.000 --> 00:09:23.000]  不在這個神的國度以內
[00:09:23.000 --> 00:09:25.000]  講完這一段以後
[00:09:25.000 --> 00:09:27.000]  向耶路撒冷
[00:09:27.000 --> 00:09:28.000]  這樣的話
[00:09:28.000 --> 00:09:30.000]  會不會給我們也是有一個體會
[00:09:30.000 --> 00:09:32.000]  有一些事情主吩咐的
[00:09:32.000 --> 00:09:33.000]  你不去做的話
[00:09:33.000 --> 00:09:35.000]  你的後果是很嚴重的
[00:09:35.000 --> 00:09:37.000]  如果有些事情主吩咐你的話
[00:09:37.000 --> 00:09:38.000]  你去做的話
[00:09:38.000 --> 00:09:40.000]  你會得獎賞的
[00:09:40.000 --> 00:09:41.000]  對不對
[00:09:41.000 --> 00:09:45.000]  這就是前文的主要的主調
[00:09:45.000 --> 00:09:47.000]  要帶着這個主調向耶路撒冷
[00:09:47.000 --> 00:09:49.000]  而路加雞仔的話
[00:09:49.000 --> 00:09:53.000]  會不會有這個中心思想還在呢
[00:09:53.000 --> 00:09:58.000]  他們快到巴伐奇和波大利的時候
[00:09:58.000 --> 00:09:59.000]  有一個地方
[00:09:59.000 --> 00:10:01.000]  甘南山的地方
[00:10:01.000 --> 00:10:03.000]  他打發兩個門徒
[00:10:03.000 --> 00:10:04.000]  事情很奇怪的
[00:10:04.000 --> 00:10:06.000]  有些時候他講得很具體
[00:10:06.000 --> 00:10:09.000]  有些時候他故意講得很猛苦的
[00:10:09.000 --> 00:10:13.000]  這個路加你搞清楚好不好
[00:10:13.000 --> 00:10:18.000]  究竟是巴伐奇還是波大利
[00:10:18.000 --> 00:10:21.000]  究竟是哪個門徒比得還是約翰
[00:10:21.000 --> 00:10:24.000]  但是聖經有時候是故意猛苦一點的
[00:10:24.000 --> 00:10:25.000]  講不清楚
[00:10:25.000 --> 00:10:26.000]  講不清楚的話
[00:10:26.000 --> 00:10:28.000]  我們就去看究竟是誰呢
[00:10:28.000 --> 00:10:29.000]  究竟是哪裏呢
[00:10:29.000 --> 00:10:31.000]  但不管如何
[00:10:31.000 --> 00:10:35.000]  我們看看本身的一些地方的話
[00:10:35.000 --> 00:10:39.000]  波伐奇是種無花果的地方
[00:10:39.000 --> 00:10:43.000]  巴大利是種棗的地方
[00:10:43.000 --> 00:10:45.000]  但是後來巴大利
[00:10:45.000 --> 00:10:49.000]  因爲成爲一些麻風病人的病號
[00:10:49.000 --> 00:10:50.000]  在那邊住的地方
[00:10:50.000 --> 00:10:53.000]  後來也成爲一個悲慘城市
[00:10:53.000 --> 00:10:57.000]  但這個悲慘城市有一個很奇怪的記載
[00:10:57.000 --> 00:11:00.000]  就是耶穌在那邊成立了最後一個神蹟
[00:11:00.000 --> 00:11:02.000]  什麼神蹟啊
[00:11:02.000 --> 00:11:06.000]  就是耶穌教瑪利亞瑪達的弟弟
[00:11:06.000 --> 00:11:08.000]  拉撒路死裏復活
[00:11:08.000 --> 00:11:09.000]  對不對
[00:11:09.000 --> 00:11:10.000]  那這個地方很出名了
[00:11:10.000 --> 00:11:11.000]  因爲什麼呢
[00:11:11.000 --> 00:11:14.000]  因爲這個地方曾經有一個死人復活了
[00:11:14.000 --> 00:11:16.000]  耶穌的傳柄
[00:11:16.000 --> 00:11:18.000]  吩咐了死了西天的
[00:11:18.000 --> 00:11:22.000]  以後已經埋葬的拉撒路從死裏復活
[00:11:22.000 --> 00:11:24.000]  也是因爲這個死裏復活以後
[00:11:24.000 --> 00:11:26.000]  這個法利塞人即是講
[00:11:26.000 --> 00:11:28.000]  就要定義要殺耶穌
[00:11:28.000 --> 00:11:30.000]  以前是跟他有矛盾
[00:11:30.000 --> 00:11:31.000]  希望搞他
[00:11:31.000 --> 00:11:32.000]  對不對
[00:11:32.000 --> 00:11:34.000]  但現在已經決定要殺耶穌
[00:11:34.000 --> 00:11:36.000]  所以耶穌這次向耶路撒冷的話
[00:11:36.000 --> 00:11:40.000]  是知道他要面對死亡的威脅
[00:11:40.000 --> 00:11:41.000]  不管如何
[00:11:41.000 --> 00:11:43.000]  聖經沒有講得很具體
[00:11:43.000 --> 00:11:44.000]  就是那個地方
[00:11:44.000 --> 00:11:47.000]  但是我們看撒撒利亞書的話
[00:11:47.000 --> 00:11:48.000]  我們知道
[00:11:48.000 --> 00:11:54.000]  耶穌要在這裏出現是應驗了撒撒利亞書十十章的細節
[00:11:54.000 --> 00:11:58.000]  就是祂的腳必站在耶路撒冷前面
[00:11:58.000 --> 00:12:00.000]  橋東的甘蘭山上面
[00:12:00.000 --> 00:12:02.000]  這是耶和華來的預旨
[00:12:02.000 --> 00:12:03.000]  好不好
[00:12:03.000 --> 00:12:04.000]  在這個背景的話
[00:12:04.000 --> 00:12:07.000]  耶穌是來滿足舊約的要求
[00:12:07.000 --> 00:12:12.000]  要站在甘蘭山那邊去實行這一段預言的實現
[00:12:12.000 --> 00:12:15.000]  祂打發了兩個門徒
[00:12:15.000 --> 00:12:17.000]  這兩個門徒究竟是誰我們不知道
[00:12:17.000 --> 00:12:20.000]  但是不管是哪個門徒都要這樣做
[00:12:20.000 --> 00:12:21.000]  祂對他說
[00:12:21.000 --> 00:12:24.000]  你往前面對面的村子去
[00:12:24.000 --> 00:12:26.000]  那個村子
[00:12:26.000 --> 00:12:27.000]  不知道
[00:12:27.000 --> 00:12:29.000]  反正耶穌吩咐你去那個村子
[00:12:29.000 --> 00:12:30.000]  你就去那個村子
[00:12:30.000 --> 00:12:31.000]  進去的時候
[00:12:31.000 --> 00:12:32.000]  你看見一個廬區
[00:12:32.000 --> 00:12:34.000]  山在哪裏
[00:12:34.000 --> 00:12:36.000]  從來沒有人騎過的
[00:12:36.000 --> 00:12:37.000]  把他解來
[00:12:37.000 --> 00:12:38.000]  牽來
[00:12:38.000 --> 00:12:39.000]  把他解開
[00:12:39.000 --> 00:12:40.000]  牽來
[00:12:40.000 --> 00:12:43.000]  這個吩咐簡單不簡單
[00:12:43.000 --> 00:12:45.000]  清楚不清楚
[00:12:45.000 --> 00:12:48.000]  有沒有問題
[00:12:48.000 --> 00:12:50.000]  耶穌講了
[00:12:50.000 --> 00:12:53.000]  就吩咐了兩個門徒
[00:12:53.000 --> 00:12:55.000]  如果是吩咐
[00:12:55.000 --> 00:12:56.000]  這個張牧師
[00:12:56.000 --> 00:12:57.000]  吩咐羅牧師
[00:12:57.000 --> 00:12:58.000]  感謝主
[00:12:58.000 --> 00:12:59.000]  吩咐他們兩個
[00:12:59.000 --> 00:13:01.000]  不是吩咐我
[00:13:01.000 --> 00:13:03.000]  不是吩咐你
[00:13:03.000 --> 00:13:04.000]  如果他吩咐你的話
[00:13:04.000 --> 00:13:06.000]  你有什麼問題
[00:13:06.000 --> 00:13:09.000]  你會提什麼問題
[00:13:09.000 --> 00:13:11.000]  你有沒有跟他說廣東話
[00:13:11.000 --> 00:13:13.000]  有沒有搞錯
[00:13:13.000 --> 00:13:14.000]  有沒有搞錯
[00:13:14.000 --> 00:13:15.000]  第一
[00:13:15.000 --> 00:13:17.000]  你怎麼知道這個村子那邊有條廬區
[00:13:17.000 --> 00:13:18.000]  對不對
[00:13:18.000 --> 00:13:19.000]  你怎麼知道的
[00:13:19.000 --> 00:13:20.000]  第二
[00:13:20.000 --> 00:13:21.000]  這個廬區
[00:13:21.000 --> 00:13:23.000]  沒人騎過的
[00:13:23.000 --> 00:13:27.000]  完全沒有做過什麼的任務的
[00:13:27.000 --> 00:13:29.000]  是從來沒有被馴服過的
[00:13:29.000 --> 00:13:30.000]  對不對
[00:13:30.000 --> 00:13:31.000]  你要我把他解開
[00:13:31.000 --> 00:13:32.000]  馴過來
[00:13:32.000 --> 00:13:35.000]  這個好像有點問題
[00:13:35.000 --> 00:13:36.000]  最大的問題是一個
[00:13:36.000 --> 00:13:38.000]  犯了一個刑事案
[00:13:38.000 --> 00:13:41.000]  什麼刑事案
[00:13:41.000 --> 00:13:42.000]  不問自取
[00:13:42.000 --> 00:13:44.000]  是爲宅
[00:13:44.000 --> 00:13:45.000]  對不對
[00:13:45.000 --> 00:13:46.000]  問都不問就拿過來了
[00:13:46.000 --> 00:13:50.000]  這是人家的交通運輸工具
[00:13:50.000 --> 00:13:52.000]  我們在這個柴灣的話
[00:13:52.000 --> 00:13:54.000]  樓上很多漂亮的車子
[00:13:54.000 --> 00:13:56.000]  他也開了個車子過來
[00:13:56.000 --> 00:13:57.000]  對不對
[00:13:57.000 --> 00:13:59.000]  樓上那邊很多漂亮的車子
[00:13:59.000 --> 00:14:00.000]  我跟他講
[00:14:00.000 --> 00:14:01.000]  樓上有個很漂亮的車子
[00:14:01.000 --> 00:14:03.000]  靠在左邊的
[00:14:03.000 --> 00:14:05.000]  你看到以後打開車門
[00:14:05.000 --> 00:14:07.000]  開過來給我
[00:14:07.000 --> 00:14:09.000]  你敢不敢啊
[00:14:09.000 --> 00:14:10.000]  耶穌叫你就這樣做的話
[00:14:10.000 --> 00:14:11.000]  你敢不敢啊
[00:14:11.000 --> 00:14:13.000]  你真的不敢
[00:14:13.000 --> 00:14:14.000]  但是奇怪
[00:14:14.000 --> 00:14:15.000]  做門徒的話
[00:14:15.000 --> 00:14:16.000]  我們不能像耶穌有這樣的
[00:14:16.000 --> 00:14:18.000]  預先知道的能力
[00:14:18.000 --> 00:14:20.000]  也不能像耶穌這樣有權柄
[00:14:20.000 --> 00:14:22.000]  去擁有這些事情
[00:14:22.000 --> 00:14:23.000]  但是我有一個義務
[00:14:23.000 --> 00:14:24.000]  耶穌吩咐你的
[00:14:24.000 --> 00:14:26.000]  你做不做
[00:14:26.000 --> 00:14:28.000]  做不做
[00:14:28.000 --> 00:14:29.000]  做
[00:14:29.000 --> 00:14:30.000]  感謝主
[00:14:30.000 --> 00:14:32.000]  但是耶穌也知道你有問題的
[00:14:32.000 --> 00:14:34.000]  如果有人問你
[00:14:34.000 --> 00:14:36.000]  爲什麼要解開他的手
[00:14:36.000 --> 00:14:38.000]  我們就這樣跟他說
[00:14:38.000 --> 00:14:40.000]  主要用他
[00:14:40.000 --> 00:14:42.000]  主需要他
[00:14:42.000 --> 00:14:43.000]  好不好
[00:14:43.000 --> 00:14:44.000]  這個翻譯的時候
[00:14:44.000 --> 00:14:45.000]  我們可能講到
[00:14:45.000 --> 00:14:46.000]  哎呀主啊
[00:14:46.000 --> 00:14:48.000]  你是不是好慘啊
[00:14:48.000 --> 00:14:49.000]  你跑得太累了
[00:14:49.000 --> 00:14:53.000]  你需要盧屈子來代步
[00:14:53.000 --> 00:14:55.000]  來送你上上班
[00:14:55.000 --> 00:14:57.000]  是不是這樣意思
[00:14:57.000 --> 00:14:58.000]  但是這個需要的話
[00:14:58.000 --> 00:15:00.000]  我們再仔細看
[00:15:00.000 --> 00:15:04.000]  這個不是說耶穌要盧子幫他什麼忙
[00:15:04.000 --> 00:15:06.000]  而且是原文的意思是說
[00:15:06.000 --> 00:15:08.000]  主需要擁有這個盧子
[00:15:08.000 --> 00:15:13.000]  他需要這個盧子承擔一定的任務
[00:15:13.000 --> 00:15:14.000]  明白我意思嗎
[00:15:14.000 --> 00:15:17.000]  他需要是後
[00:15:17.000 --> 00:15:19.000]  就是持有這個盧子
[00:15:19.000 --> 00:15:20.000]  等於是這個主權
[00:15:20.000 --> 00:15:23.000]  要交給那個使用者
[00:15:23.000 --> 00:15:25.000]  像這個房子一樣
[00:15:25.000 --> 00:15:26.000]  不管耶穌是誰
[00:15:26.000 --> 00:15:28.000]  只要我們簽了一個注約以後
[00:15:28.000 --> 00:15:29.000]  我們只接了一個活動
[00:15:29.000 --> 00:15:30.000]  他就管不了了
[00:15:30.000 --> 00:15:32.000]  明白嗎
[00:15:32.000 --> 00:15:35.000]  這樣的一種擁有的一種的意思
[00:15:35.000 --> 00:15:38.000]  也是一個主權的一種轉移的意思
[00:15:38.000 --> 00:15:40.000]  當然這個背景
