
[00:00:00.000 --> 00:00:04.760]  今天說到的題目叫做「享安息的操練」
[00:04:43.760 --> 00:04:45.360]  因為想起星期一
[00:04:45.360 --> 00:04:47.040]  想起星期一要上班
[00:04:47.040 --> 00:04:48.280]  我不是很想上班
[00:04:48.280 --> 00:04:50.120]  特別長假之後
[00:04:50.120 --> 00:04:51.600]  去完旅行之後
[00:04:51.600 --> 00:04:53.320]  會沒有胃口
[00:04:53.320 --> 00:04:55.800]  或者可能會幻想一個叫做
[00:04:55.800 --> 00:04:57.800]  假期後的
[00:04:57.800 --> 00:05:00.920]  假期後症後群
[00:05:00.920 --> 00:05:03.320]  即是放完假就不想上班
[00:05:03.320 --> 00:05:04.760]  例如有些人說
[00:05:04.760 --> 00:05:07.360]  有一個星期一恐懼症
[00:05:07.360 --> 00:05:09.880]  就是有什麼症狀
[00:05:09.880 --> 00:05:12.200]  你可以留意一下有沒有這些症狀
[00:05:12.200 --> 00:05:14.000]  就是體力下降
[00:05:14.000 --> 00:05:16.640]  嚴重渴睡
[00:05:16.640 --> 00:05:18.640]  集中力失調
[00:05:18.640 --> 00:05:20.600]  不太想上班
[00:05:20.600 --> 00:05:23.080]  他說如果你有以上的情況
[00:05:23.080 --> 00:05:24.880]  就要立即求醫
[00:05:24.880 --> 00:05:28.840]  因為有理由相信醫生會幫到你
[00:05:28.840 --> 00:05:32.880]  當然這是一個笑話
[00:05:32.880 --> 00:05:34.800]  我不知道你會不會覺得
[00:05:34.800 --> 00:05:37.880]  星期日晚開始就已經開始焦慮
[00:05:37.880 --> 00:05:41.120]  因為想起明天星期一要上班
[00:05:41.120 --> 00:05:43.080]  今天的訊息
[00:05:43.080 --> 00:05:45.200]  很想和大家思想幾件事
[00:05:45.200 --> 00:05:46.440]  第一件事
[00:05:46.440 --> 00:05:49.760]  守安息日究竟有什麼意義
[00:05:49.760 --> 00:05:53.880]  守安息日跟其餘六天有什麼關連
[00:05:53.880 --> 00:05:56.920]  具體上我們可以怎樣守安息日
[00:05:56.920 --> 00:05:58.800]  其實安息日的起源
[00:05:58.800 --> 00:06:02.520]  就是《創世紀》第二章一到三節
[00:06:02.520 --> 00:06:05.680]  我們可以一起讀這幾節經文
[00:06:05.680 --> 00:06:07.360]  1 2 3
[00:06:07.360 --> 00:06:10.200]  天地萬物都做齊了
[00:06:10.200 --> 00:06:11.760]  到了第七日
[00:06:11.760 --> 00:06:14.640]  神做物的功已經完畢
[00:06:14.640 --> 00:06:16.120]  就在第七日
[00:06:16.120 --> 00:06:18.440]  揭了他一切的功
[00:06:18.440 --> 00:06:19.640]  安息了
[00:06:19.640 --> 00:06:22.000]  神賜福給第七日
[00:06:22.000 --> 00:06:23.520]  定為聖日
[00:06:23.520 --> 00:06:25.240]  因為在這日
[00:06:25.240 --> 00:06:28.960]  神揭了他一切創造的功
[00:06:28.960 --> 00:06:31.560]  就安息了
[00:06:31.560 --> 00:06:33.400]  然後我們再看
[00:06:33.400 --> 00:06:36.080]  十誡裏面的第四誡
[00:06:36.080 --> 00:06:38.960]  都是提到要守安息日
[00:06:38.960 --> 00:06:42.360]  我們一起讀這幾節經文
[00:06:42.360 --> 00:06:43.800]  預備起
[00:06:43.800 --> 00:06:46.200]  當紀念安息日
[00:06:46.200 --> 00:06:47.840]  守為聖日
[00:06:47.840 --> 00:06:51.440]  六日要勞碌做你一切的功
[00:06:51.440 --> 00:06:52.760]  但第七日
[00:06:52.760 --> 00:06:57.240]  是向耶和華你神當守的安息日
[00:06:57.240 --> 00:07:01.800]  這一日你和你的兒女伏起生畜
[00:07:01.800 --> 00:07:04.680]  並你成旅寄居的客旅
[00:07:04.680 --> 00:07:07.320]  無論何功都不可做
[00:07:07.320 --> 00:07:09.160]  因為六日之內
[00:07:09.160 --> 00:07:14.000]  耶和華做天地海和其中的萬物
[00:07:14.000 --> 00:07:16.080]  第七日便安息
[00:07:16.080 --> 00:07:19.520]  所以耶和華賜福與安息日
[00:07:19.520 --> 00:07:22.320]  定為聖日
[00:07:22.320 --> 00:07:27.120]  這十誡的鋪排
[00:07:27.120 --> 00:07:28.960]  頗有意思
[00:07:28.960 --> 00:07:31.000]  透過四誡
[00:07:31.000 --> 00:07:32.480]  可以簡單說
[00:07:32.480 --> 00:07:34.880]  是說我們與神的關係
[00:07:34.880 --> 00:07:37.360]  然後第五誡到第十誡
[00:07:37.360 --> 00:07:40.240]  就是大概說我們與人的關係
[00:07:40.240 --> 00:07:42.480]  所以如果要大概這樣分
[00:07:42.480 --> 00:07:45.720]  十誡可以這樣分為兩部份
[00:07:45.720 --> 00:07:48.200]  而你留意第四誡
[00:07:48.200 --> 00:07:50.000]  當守安息日
[00:07:50.000 --> 00:07:52.360]  正正就是放在中間
[00:07:52.360 --> 00:07:55.080]  是說我們與神的關係
[00:07:55.080 --> 00:07:59.200]  與人的關係的重要連結
[00:07:59.200 --> 00:08:00.280]  簡單說
[00:08:00.280 --> 00:08:02.920]  當我們要學習守安息日
[00:08:02.920 --> 00:08:05.080]  其實是與神的關係
[00:08:05.080 --> 00:08:06.520]  與人的關係
[00:08:06.520 --> 00:08:09.840]  都有連結有關連
[00:08:09.840 --> 00:08:13.400]  今天很想和大家分享四個重點
[00:08:13.400 --> 00:08:15.560]  基本上
[00:08:15.560 --> 00:08:18.600]  這四個重點都是我參考一兩本
[00:08:18.600 --> 00:08:22.760]  關於安息的一些著作
[00:08:22.760 --> 00:08:26.160]  給予我們一些啟發和提醒
[00:08:26.160 --> 00:08:29.360]  第一點我們要學習停止
[00:08:29.360 --> 00:08:32.440]  在安息日裏我們要學習停止
[00:08:32.440 --> 00:08:36.240]  因為剛才讀那兩段經文多次提到安息
[00:08:36.240 --> 00:08:42.160]  安息的意思最簡單就是停止休息
[00:08:42.160 --> 00:08:44.800]  六天你要勞碌的工作
[00:08:44.800 --> 00:08:48.240]  但是第七天就是停止工作
[00:08:48.240 --> 00:08:49.480]  要休息
[00:08:49.480 --> 00:08:52.360]  其實這是上帝給我們的規律
[00:08:52.360 --> 00:08:56.080]  六天要勞碌投入工作
[00:08:56.080 --> 00:09:00.240]  但是第七天我們就要投入去停止
[00:09:00.240 --> 00:09:02.480]  投入來安息
[00:09:02.480 --> 00:09:04.480]  所以每六天勞碌工作
[00:09:04.480 --> 00:09:06.760]  就有一天我們要休息
[00:09:06.760 --> 00:09:08.640]  每六天勞碌工作
[00:09:08.640 --> 00:09:11.240]  我們有一天要休息
[00:09:11.240 --> 00:09:12.720]  當然
[00:09:12.720 --> 00:09:14.760]  猶太人的安息日
[00:09:14.760 --> 00:09:17.560]  其實就在星期五的日落
[00:09:17.560 --> 00:09:20.560]  就去到星期六的日落前
[00:09:20.560 --> 00:09:22.560]  所以猶太人的安息日
[00:09:22.560 --> 00:09:25.240]  似乎就像我們今天的星期六
[00:09:25.240 --> 00:09:27.240]  就是他們的安息日
[00:09:27.240 --> 00:09:29.640]  但是基督徒我們通常
[00:09:29.640 --> 00:09:33.200]  現在一般我們都是以星期日
[00:09:33.200 --> 00:09:36.160]  就是星期日為我們的安息日
[00:09:36.160 --> 00:09:39.360]  因為每星期的第一日
[00:09:39.360 --> 00:09:41.760]  就是我們紀念耶穌復活
[00:09:41.760 --> 00:09:45.440]  因為耶穌祂死後第三日復活
[00:09:45.440 --> 00:09:48.160]  主耶穌星期五、六、日
[00:09:48.160 --> 00:09:50.680]  星期日就是主日
[00:09:50.680 --> 00:09:52.680]  就是耶穌復活的那一日
[00:09:52.680 --> 00:09:54.480]  所以今天我和你一般
[00:09:54.480 --> 00:09:56.480]  星期日我們會上崇拜
[00:09:56.480 --> 00:09:58.720]  不過在阿根廷我們有周六崇拜
[00:09:58.720 --> 00:10:01.440]  大家可以上周六崇拜
[00:10:01.440 --> 00:10:03.240]  可以上周日崇拜
[00:10:03.240 --> 00:10:04.320]  不過有些弟兄姊妹
[00:10:04.320 --> 00:10:06.880]  他們就上輪班的工作
[00:10:06.880 --> 00:10:09.240]  他們未必能夠放到星期六、日
[00:10:09.240 --> 00:10:12.120]  所以有些教會會有星期五晚崇拜
[00:10:12.120 --> 00:10:14.240]  又或者其他weekday的崇拜
[00:10:14.240 --> 00:10:15.320]  無論怎樣都好
[00:10:15.320 --> 00:10:18.120]  守安息日的意思就是
[00:10:18.120 --> 00:10:21.000]  每六日勞碌工作
[00:10:21.000 --> 00:10:24.640]  就有預了一日我們需要休息
[00:10:24.640 --> 00:10:29.280]  這個休息的循環是不規定星期幾的
[00:10:29.280 --> 00:10:30.800]  星期六也好
[00:10:30.800 --> 00:10:32.800]  星期日也好
[00:10:32.800 --> 00:10:34.120]  對於牧者來說
[00:10:34.120 --> 00:10:36.960]  我們的安息日就是星期一
[00:10:36.960 --> 00:10:39.360]  所以星期六、日都是我們
[00:10:39.360 --> 00:10:43.680]  回教會專心、忠心侍奉的日子
[00:10:43.680 --> 00:10:45.680]  但是牧者星期一
[00:10:45.680 --> 00:10:47.560]  我們就要學習停止
[00:10:47.560 --> 00:10:48.960]  學習休息
[00:10:48.960 --> 00:10:51.760]  所以無論是星期幾也好
[00:10:51.760 --> 00:10:54.040]  上帝設計的規律
[00:10:54.040 --> 00:10:57.840]  是讓我們有六天勞碌工作
[00:10:57.840 --> 00:10:59.400]  忠心地工作
[00:10:59.400 --> 00:11:01.200]  然後分一日出來
[00:11:01.200 --> 00:11:03.480]  就是停止休息
[00:11:03.480 --> 00:11:06.520]  然後又預備我們進入另外那六日
[00:11:06.520 --> 00:11:07.800]  勞碌工作
[00:11:07.800 --> 00:11:09.240]  然後又有一日
[00:11:09.240 --> 00:11:11.640]  來到去休息、停止
[00:11:11.640 --> 00:11:15.000]  但是要停止對於
[00:11:15.000 --> 00:11:19.080]  耶穌年代有些人是手停口停的
[00:11:19.080 --> 00:11:21.400]  例如是耕種
[00:11:21.400 --> 00:11:23.560]  例如是捕魚
[00:11:23.560 --> 00:11:26.720]  他們是多勞多得
[00:11:26.720 --> 00:11:30.920]  如果他們要學六日勞碌的捕魚
[00:11:30.920 --> 00:11:32.760]  六日勞碌的耕種
[00:11:32.760 --> 00:11:34.160]  但是有一日
[00:11:34.160 --> 00:11:36.520]  第七日他要休息
[00:11:36.520 --> 00:11:38.520]  其實是代表什麼呢?
[00:11:38.520 --> 00:11:41.000]  代表他要信靠上帝
[00:11:41.000 --> 00:11:43.160]  我也認識一些弟兄姊妹
[00:11:43.160 --> 00:11:44.600]  他們是開的士的
[00:11:44.600 --> 00:11:47.520]  開的士同樣是多勞多得
[00:11:47.520 --> 00:11:49.280]  他可以一至日
[00:11:49.280 --> 00:11:51.560]  每天上班都可以開的士
[00:11:51.560 --> 00:11:54.520]  但是當他學做門徒
[00:11:54.520 --> 00:11:55.920]  他也跟我分享
[00:11:55.920 --> 00:11:59.120]  每一個星期他總會劃分一日
[00:11:59.120 --> 00:12:01.000]  就不開車
[00:12:01.000 --> 00:12:02.920]  那一日就是他的安息日
[00:12:02.920 --> 00:12:05.560]  當然能夠遷就他會星期六
[00:12:05.560 --> 00:12:06.960]  是安息日他回崇拜
[00:12:06.960 --> 00:12:09.480]  又或者就星期日他回崇拜
[00:12:09.480 --> 00:12:11.720]  我特別很欣賞這些弟兄姊妹
[00:12:11.720 --> 00:12:13.720]  或者他在地盤工作
[00:12:13.720 --> 00:12:17.720]  地盤工作可能他都需要每天上班
[00:12:17.720 --> 00:12:19.720]  但是他劃分了一個時間
[00:12:19.720 --> 00:12:21.720]  我六日勞碌上班
[00:12:21.720 --> 00:12:23.960]  有一日我是不上班
[00:12:23.960 --> 00:12:25.960]  不過沒工資的
[00:12:25.960 --> 00:12:27.280]  開的士的弟兄姊妹
[00:12:27.280 --> 00:12:31.120]  或者在地盤工作的朋友
[00:12:31.120 --> 00:12:35.320]  他是劃分那一日停工停止
[00:12:35.320 --> 00:12:36.960]  是那一日沒工資的
[00:12:36.960 --> 00:12:38.760]  所以他要這樣守安息日
[00:12:38.760 --> 00:12:41.760]  其實是意味著什麼呢?
[00:12:41.760 --> 00:12:43.760]  意味著他要信靠上帝
[00:12:43.760 --> 00:12:47.360]  我們看這個撿麻辣
[00:12:47.360 --> 00:12:50.760]  其實撿麻辣也是告訴我們
[00:12:50.760 --> 00:12:53.360]  我們要學習停止
[00:12:53.360 --> 00:12:55.360]  學習信靠上帝
[00:12:55.360 --> 00:12:58.160]  在這裡上帝告訴以色列人
[00:12:58.160 --> 00:13:00.360]  我會降麻辣給你們
[00:13:00.360 --> 00:13:04.360]  每一日就會降那一日的份量的麻辣給你們
[00:13:04.360 --> 00:13:06.360]  你們每日就出去撿麻辣
[00:13:06.360 --> 00:13:07.960]  撿得多
[00:13:07.960 --> 00:13:10.360]  第二日那些麻辣是不能吃的
[00:13:10.360 --> 00:13:10.960]  會爛的
[00:13:10.960 --> 00:13:14.960]  所以你們只能每日出去撿那一日的份量
[00:13:14.960 --> 00:13:16.960]  但是上帝告訴他們
[00:13:16.960 --> 00:13:19.760]  第六日他會降雙倍
[00:13:19.760 --> 00:13:21.760]  他會降雙倍的麻辣
[00:13:21.760 --> 00:13:24.560]  因為第七日你就不要再出去撿了
[00:13:24.560 --> 00:13:25.560]  你要休息
[00:13:25.560 --> 00:13:27.560]  就是有頭那六日
[00:13:27.560 --> 00:13:28.560]  你可以出去撿的
[00:13:28.560 --> 00:13:29.960]  好像等於上班一樣
[00:13:29.960 --> 00:13:31.560]  你出去撿麻辣吧
[00:13:31.560 --> 00:13:34.960]  但是第六日上帝說我會給雙倍給你
[00:13:34.960 --> 00:13:36.960]  那你就拿了雙倍
[00:13:36.960 --> 00:13:39.360]  就可以要煮了要烤了
[00:13:39.360 --> 00:13:43.360]  然後第六日降雙倍的麻辣
[00:13:43.360 --> 00:13:45.760]  是可以留過夜
[00:13:45.760 --> 00:13:48.560]  等你第七日休息的時候
[00:13:48.560 --> 00:13:50.360]  就可以有得吃的
[00:13:50.360 --> 00:13:52.360]  就是說第七日的安息日
[00:13:52.360 --> 00:13:54.960]  你不需要出去撿
[00:13:54.960 --> 00:13:56.960]  因為第六日你拿了雙倍
[00:13:56.960 --> 00:13:59.360]  然後上帝又保守那些麻辣
[00:13:59.360 --> 00:14:00.960]  是不會爛的
[00:14:00.960 --> 00:14:05.560]  之前一到五日你拿多的麻辣是會爛的
[00:14:05.560 --> 00:14:07.360]  這些全部都是神蹟
[00:14:07.360 --> 00:14:09.960]  這些神蹟其實是在教義式獵人
[00:14:09.960 --> 00:14:11.960]  學習守安息日
[00:14:11.960 --> 00:14:16.960]  那個停止是代表信靠上帝的供應
[00:14:16.960 --> 00:14:18.960]  但是這裡也說到
[00:14:18.960 --> 00:14:23.360]  有些義式獵人第七日有百姓出去撿
[00:14:23.360 --> 00:14:24.960]  就什麼都拿不到
[00:14:24.960 --> 00:14:27.960]  因為第七日根本上帝不降麻辣
[00:14:27.960 --> 00:14:30.960]  然後上帝就在這裡
[00:14:30.960 --> 00:14:33.960]  疑問為什麼你不肯守我的誡命
[00:14:33.960 --> 00:14:35.960]  我已經告訴了你們
[00:14:35.960 --> 00:14:37.960]  第七日不會有麻辣降
[00:14:37.960 --> 00:14:39.960]  我已經告訴你第六日
[00:14:39.960 --> 00:14:43.960]  昨天你就已經收了雙倍
[00:14:43.960 --> 00:14:46.960]  可能有些百姓覺得收雙倍都不夠
[00:14:46.960 --> 00:14:47.960]  想儲多一點
[00:14:47.960 --> 00:14:49.960]  想儲一點糧
[00:14:49.960 --> 00:14:52.960]  雖然星期六已經有雙倍了
[00:14:52.960 --> 00:14:55.960]  然後就看看星期日我又出去撿
[00:14:55.960 --> 00:14:57.960]  那就再多一點儲糧
[00:14:57.960 --> 00:14:59.960]  可以預備多幾天
[00:14:59.960 --> 00:15:03.960]  但是他們去到第七日發現沒有麻辣
[00:15:03.960 --> 00:15:05.960]  然後上帝就說
[00:15:05.960 --> 00:15:10.960]  為什麼你不肯守我的誡命去停止去休息
[00:15:10.960 --> 00:15:15.960]  原來守安息日就是要停下來休息
[00:15:15.960 --> 00:15:17.960]  信靠神的供應
[00:15:17.960 --> 00:15:21.960]  你們不肯守我的誡命和律法
[00:15:21.960 --> 00:15:24.960]  要到什麼時候呢
[00:15:24.960 --> 00:15:27.960]  所以這裡說到頭四屆
[00:15:27.960 --> 00:15:30.960]  和安息日好像不太相近
[00:15:30.960 --> 00:15:32.960]  但是其實是什麼意思呢
[00:15:32.960 --> 00:15:34.960]  第一屆不可有別的神
[00:15:34.960 --> 00:15:36.960]  是叫我們不要拜偶像
[00:15:36.960 --> 00:15:39.960]  因為拜偶像等於出軌
[00:15:39.960 --> 00:15:40.960]  拜別神
[00:15:40.960 --> 00:15:41.960]  不要雕刻偶像
[00:15:41.960 --> 00:15:44.960]  意思就是不要試圖控制神
[00:15:44.960 --> 00:15:45.960]  掌控神
[00:15:45.960 --> 00:15:50.960]  你把耶和華上帝雕了成一個雕像
[00:15:50.960 --> 00:15:53.960]  好像你想控制那個像
[00:15:53.960 --> 00:15:56.960]  其實意思是為上帝雕刻偶像
[00:15:56.960 --> 00:15:58.960]  是代表想試圖控制上帝
[00:15:58.960 --> 00:15:59.960]  第三
[00:15:59.960 --> 00:16:01.960]  不要妄稱神的名
[00:16:01.960 --> 00:16:04.960]  不要企圖利用神的名
[00:16:04.960 --> 00:16:07.960]  來達到自己自私的目的
[00:16:07.960 --> 00:16:10.960]  所以第四屆當守安息日
[00:16:10.960 --> 00:16:12.960]  其實是總結了頭三屆
[00:16:12.960 --> 00:16:14.960]  是讓神做神
[00:16:14.960 --> 00:16:17.960]  當我們每六天勞碌工作
[00:16:17.960 --> 00:16:21.960]  到第七天我們肯停下來休息
[00:16:21.960 --> 00:16:23.960]  信靠神的供應
[00:16:23.960 --> 00:16:25.960]  就是讓神做神
[00:16:25.960 --> 00:16:27.960]  就是Let God be God
[00:16:27.960 --> 00:16:30.960]  所以安息日我們會學四個功課
[00:16:30.960 --> 00:16:31.960]  今天給大家四點
[00:16:31.960 --> 00:16:35.960]  第一就是停止嘗試掌控
[00:16:35.960 --> 00:16:39.960]  我們要學習讓上帝做上帝
[00:16:39.960 --> 00:16:41.960]  Let God be God
[00:16:41.960 --> 00:16:42.960]  我看的就是這本書
[00:16:42.960 --> 00:16:45.960]  叫做《逐世中的安息日》
[00:16:45.960 --> 00:16:46.960]  操練
[00:16:46.960 --> 00:16:50.960]  我很喜歡它裡面提到什麼叫安息日
[00:16:50.960 --> 00:16:53.960]  安息日就是停止工作
[00:16:53.960 --> 00:16:55.960]  不只是不要上班
[00:16:55.960 --> 00:16:58.960]  是指我們要停止追生產
[00:16:58.960 --> 00:16:59.960]  追成就
[00:16:59.960 --> 00:17:01.960]  可能我們一至六
[00:17:01.960 --> 00:17:05.960]  我們六天的工作很努力追生產追成就
[00:17:05.960 --> 00:17:07.960]  但我們就要告訴自己
[00:17:07.960 --> 00:17:11.960]  每六天勞碌工作要留一天不上班
[00:17:11.960 --> 00:17:14.960]  其實是提醒我們我們不是上帝
[00:17:14.960 --> 00:17:16.960]  我們要信靠上帝的供應
[00:17:16.960 --> 00:17:19.960]  提醒我們不要試圖掌控
[00:17:19.960 --> 00:17:22.960]  不要不斷追生產追成就
[00:17:22.960 --> 00:17:24.960]  因為這些是生產和成就
[00:17:24.960 --> 00:17:27.960]  成事的乃在乎上帝
[00:17:27.960 --> 00:17:28.960]  都是神的恩典
[00:17:28.960 --> 00:17:30.960]  停止憂慮
[00:17:30.960 --> 00:17:32.960]  停止擔心
[00:17:32.960 --> 00:17:34.960]  停止緊張
[00:17:34.960 --> 00:17:37.960]  有時可能我和你很緊張工作
[00:17:37.960 --> 00:17:38.960]  擔心工作
[00:17:38.960 --> 00:17:40.960]  是我們很想掌控
[00:17:40.960 --> 00:17:43.960]  當我們在工作裡面覺得掌控不到
[00:17:43.960 --> 00:17:45.960]  我們覺得好像沒有渣拿的時候
[00:17:45.960 --> 00:17:48.960]  我們會憂慮會擔心會緊張
[00:17:48.960 --> 00:17:50.960]  但是每逢安息日
[00:17:50.960 --> 00:17:53.960]  是提醒自己要停止焦慮
[00:17:53.960 --> 00:17:56.960]  亦都要停止扮演神
[00:17:56.960 --> 00:17:58.960]  其實可能我和你在工作
[00:17:58.960 --> 00:17:59.960]  在我們的家庭
[00:17:59.960 --> 00:18:00.960]  我們的生活
[00:18:00.960 --> 00:18:02.960]  我們都很想掌控
[00:18:02.960 --> 00:18:05.960]  試圖扮演上帝
[00:18:05.960 --> 00:18:07.960]  但是安息日是提醒我們
