
[00:00:00.000 --> 00:00:03.000]  今年會透過大衛的生平
[00:01:50.000 --> 00:01:53.000]  經歷在德與失之間
[00:01:53.000 --> 00:01:59.000]  tune一tune我的mon有少少fit
[00:01:59.000 --> 00:02:03.000]  他感情世界就更加多風浪
[00:02:03.000 --> 00:02:05.000]  我們未來講我們會知
[00:02:05.000 --> 00:02:07.000]  今日其實都提到一部份
[00:02:07.000 --> 00:02:09.000]  他那個牧羊人
[00:02:09.000 --> 00:02:11.000]  亦都是忠臣
[00:02:11.000 --> 00:02:13.000]  接著成為君王
[00:02:13.000 --> 00:02:15.000]  亦都成為詩人
[00:02:15.000 --> 00:02:16.000]  你看詩篇
[00:02:16.000 --> 00:02:18.000]  很多詩篇是大衛寫的
[00:02:18.000 --> 00:02:20.000]  為什麼他可以寫這麼多詩篇
[00:02:20.000 --> 00:02:22.000]  除了感情豐富之外
[00:02:22.000 --> 00:02:25.000]  人生閱歷太多
[00:02:25.000 --> 00:02:28.000]  他作了很多詩
[00:02:28.000 --> 00:02:32.000]  記載了他自己高低起跌的人生
[00:02:32.000 --> 00:02:35.000]  所以如果你對大衛的內心世界
[00:02:35.000 --> 00:02:37.000]  想了解透徹多些
[00:02:37.000 --> 00:02:40.000]  就看看詩篇對你有幫助
[00:02:40.000 --> 00:02:43.000]  他一生裡面無論遇到什麼事情
[00:02:43.000 --> 00:02:46.000]  都是緊緊的捉住上帝
[00:02:46.000 --> 00:02:48.000]  你說舊約雅各都是這樣
[00:02:48.000 --> 00:02:50.000]  但雅各和大衛有些不同
[00:02:50.000 --> 00:02:53.000]  他除了捉住上帝之外
[00:02:53.000 --> 00:02:56.000]  就是他敢於認錯
[00:02:56.000 --> 00:03:00.000]  這就是他合臣心意的很重要原因
[00:03:00.000 --> 00:03:02.000]  大衛不是一個完全人
[00:03:02.000 --> 00:03:04.000]  不是一個聖潔的人
[00:03:04.000 --> 00:03:06.000]  甚至從某個角度
[00:03:06.000 --> 00:03:08.000]  他不是一個很好的人
[00:03:08.000 --> 00:03:10.000]  我們不能說他不是好人
[00:03:10.000 --> 00:03:12.000]  但不是一個很好的人
[00:03:12.000 --> 00:03:14.000]  但為什麼可以合臣心意呢
[00:03:14.000 --> 00:03:16.000]  因為他敢於認錯
[00:03:16.000 --> 00:03:18.000]  這是大衛很重要的事
[00:03:18.000 --> 00:03:22.000]  日後我們要說的經文牽涉的人物更多
[00:03:22.000 --> 00:03:26.000]  我們不能像電視劇集那樣逐一介紹
[00:03:26.000 --> 00:03:29.000]  但我起碼先有一個表格給大家看看
[00:03:29.000 --> 00:03:33.000]  大衛名義上有四個太太
[00:03:33.000 --> 00:03:35.000]  當然現在不止
[00:03:35.000 --> 00:03:38.000]  我現在說的是《撒慕爾記》上的經文
[00:03:38.000 --> 00:03:40.000]  說到31章
[00:03:40.000 --> 00:03:42.000]  名義上有四個太太
[00:03:42.000 --> 00:03:45.000]  實質上只有三個
[00:03:45.000 --> 00:03:48.000]  做了皇帝之後娶了很多妃嬪
[00:03:48.000 --> 00:03:53.000]  最後一個就是拔士巴的出現
[00:03:53.000 --> 00:03:55.000]  第一個太太是米拉
[00:03:55.000 --> 00:03:58.000]  米拉是有名無實的
[00:03:58.000 --> 00:04:02.000]  原本是蘇羅賞許配給大衛
[00:04:02.000 --> 00:04:06.000]  但未過門已經將大女嫁給了別人
[00:04:06.000 --> 00:04:08.000]  所以實質上她不是
[00:04:08.000 --> 00:04:10.000]  但名義上曾經是
[00:04:10.000 --> 00:04:12.000]  真真正正嫁過來
[00:04:12.000 --> 00:04:15.000]  就是米拉的妹妹米甲
[00:04:15.000 --> 00:04:17.000]  米甲喜歡大衛
[00:04:17.000 --> 00:04:18.000]  愛大衛
[00:04:18.000 --> 00:04:21.000]  第三個就是瓦希倫
[00:04:21.000 --> 00:04:25.000]  第四個就是拿伯的太太阿比戈
[00:04:25.000 --> 00:04:27.000]  聖經不斷介紹阿比戈
[00:04:27.000 --> 00:04:30.000]  都提到是拿伯的太太
[00:04:30.000 --> 00:04:33.000]  不是因為大衛在拿伯手上搶回來
[00:04:33.000 --> 00:04:35.000]  反而是拿伯死了之後
[00:04:35.000 --> 00:04:37.000]  大衛才迎娶她
[00:04:37.000 --> 00:04:40.000]  為什麼要不斷提這個名字是有原因的
[00:04:40.000 --> 00:04:42.000]  稍後希望有時間去解釋
[00:04:42.000 --> 00:04:45.000]  另一邊蘇羅有兩個兒子
[00:04:45.000 --> 00:04:46.000]  一個叫約拿丹
[00:04:46.000 --> 00:04:48.000]  我們比較多人認識
[00:04:48.000 --> 00:04:51.000]  但有另一個叫伊斯波切
[00:04:51.000 --> 00:04:54.000]  這些名稱你大概有少許印象
[00:04:54.000 --> 00:04:55.000]  一會兒我們講內經文
[00:04:55.000 --> 00:04:58.000]  你才能夠容易明白
[00:04:58.000 --> 00:05:02.000]  在整個《撒姆爾記》的經文裏面
[00:05:02.000 --> 00:05:04.000]  《撒姆爾記》上的經文裏面
[00:05:04.000 --> 00:05:06.000]  19章開始
[00:05:06.000 --> 00:05:10.000]  我今天會講大衛生平考驗的第二期
[00:05:10.000 --> 00:05:14.000]  下星期會講考驗的第三期
[00:05:14.000 --> 00:05:16.000]  大衛生平因為太豐富
[00:05:16.000 --> 00:05:20.000]  我們要講的、要看的、要經歷的實在太多
[00:05:20.000 --> 00:05:22.000]  在第一方面我們看到
[00:05:22.000 --> 00:05:24.000]  他對朋友的那種忠誠
[00:05:24.000 --> 00:05:26.000]  當年他一生裏面
[00:05:26.000 --> 00:05:29.000]  最能夠稱得上是朋友
[00:05:29.000 --> 00:05:32.000]  是肝膽相照的朋友
[00:05:32.000 --> 00:05:35.000]  只有一個叫約拿丹
[00:05:35.000 --> 00:05:36.000]  就是蘇羅的兒子
[00:05:36.000 --> 00:05:39.000]  我今天讀的經文非常多
[00:05:39.000 --> 00:05:40.000]  請大家留意
[00:05:40.000 --> 00:05:42.000]  在19章第6節
[00:05:42.000 --> 00:05:47.000]  其實蘇羅就跟他兒子分享說要殺大衛
[00:05:47.000 --> 00:05:50.000]  蘇羅要跟約拿丹說我要殺大衛
[00:05:50.000 --> 00:05:55.000]  約拿丹知道之後就勸蘇羅不要殺他
[00:05:55.000 --> 00:05:58.000]  其實蘇羅沒有理由殺大衛
[00:05:58.000 --> 00:05:59.000]  請你聽清楚
[00:05:59.000 --> 00:06:00.000]  唯一理由就是嫉妒
[00:06:00.000 --> 00:06:02.000]  因為大衛沒有犯錯、沒有犯法
[00:06:02.000 --> 00:06:04.000]  什麼都沒有
[00:06:04.000 --> 00:06:06.000]  在這段經文裏面
[00:06:06.000 --> 00:06:08.000]  19章第6節
[00:06:08.000 --> 00:06:13.000]  是約拿丹第一次出手救大衛
[00:06:13.000 --> 00:06:18.000]  然後蘇羅王是一個出乎意、反乎意的人
[00:06:18.000 --> 00:06:21.000]  即是說了不算數的人
[00:06:21.000 --> 00:06:25.000]  這個跟他後來被靈界的騷擾
[00:06:25.000 --> 00:06:28.000]  很情緒化
[00:06:28.000 --> 00:06:31.000]  甚至去到離棄上帝
[00:06:31.000 --> 00:06:35.000]  他要請薩姆爾死後
[00:06:35.000 --> 00:06:38.000]  要請薩姆爾上來問米
[00:06:38.000 --> 00:06:40.000]  去到問米的地步
[00:06:40.000 --> 00:06:43.000]  蘇羅的整個信仰已經崩潰
[00:06:43.000 --> 00:06:47.000]  我們見到蘇羅要殺大衛
[00:06:47.000 --> 00:06:48.000]  再次想殺大衛
[00:06:48.000 --> 00:06:51.000]  聖經在19章第9-10節說
[00:06:51.000 --> 00:06:54.000]  從夜話那裏來的惡魔又降在蘇羅身上
[00:06:54.000 --> 00:06:56.000]  大衛就用手彈琴
[00:06:56.000 --> 00:06:58.000]  蘇羅用槍想要刺鬥大衛
[00:06:58.000 --> 00:06:59.000]  釘在牆上
[00:06:59.000 --> 00:07:02.000]  他把槍刺進牆內
[00:07:02.000 --> 00:07:05.000]  當夜大衛逃走躲避了
[00:07:05.000 --> 00:07:08.000]  如果你還記得今次是第二次
[00:07:08.000 --> 00:07:11.000]  蘇羅用槍殺大衛
[00:07:11.000 --> 00:07:13.000]  上次是連續兩次
[00:07:13.000 --> 00:07:16.000]  今次是支槍飛過去
[00:07:16.000 --> 00:07:17.000]  插在牆上
[00:07:17.000 --> 00:07:19.000]  幸好大衛逃亡得到
[00:07:19.000 --> 00:07:21.000]  今次大衛沒有辦法
[00:07:21.000 --> 00:07:22.000]  一定要走了
[00:07:22.000 --> 00:07:26.000]  因為覺得蘇羅殺的動機已經不是那麼簡單
[00:07:26.000 --> 00:07:29.000]  簡直是殺到身上
[00:07:29.000 --> 00:07:32.000]  經文裏面記載
[00:07:32.000 --> 00:07:35.000]  當大衛逃亡的時候
[00:07:35.000 --> 00:07:37.000]  約拿丹來見他
[00:07:37.000 --> 00:07:40.000]  在撒慕爾記上20章13-16節
[00:07:40.000 --> 00:07:42.000]  由這一次開始見面
[00:07:42.000 --> 00:07:43.000]  在大衛逃亡生涯當中
[00:07:43.000 --> 00:07:46.000]  約拿丹每一次見大衛都和他納約
[00:07:46.000 --> 00:07:47.000]  為什麼呢
[00:07:47.000 --> 00:07:48.000]  有原因的
[00:07:48.000 --> 00:07:51.000]  因為現在是生死關頭
[00:07:51.000 --> 00:07:55.000]  而追殺大衛的是約拿丹的爸爸
[00:07:55.000 --> 00:07:58.000]  究竟你信不信得過這個人呢
[00:07:58.000 --> 00:08:00.000]  你信他還是不信他呢
[00:08:00.000 --> 00:08:02.000]  他說會救你
[00:08:02.000 --> 00:08:04.000]  你信還是不信呢
[00:08:04.000 --> 00:08:05.000]  不救那怎麼辦呢
[00:08:05.000 --> 00:08:07.000]  出賣你那怎麼辦呢
[00:08:07.000 --> 00:08:08.000]  手掌有肉 手背有肉
[00:08:08.000 --> 00:08:09.000]  你明白嗎
[00:08:09.000 --> 00:08:10.000]  現在是他爸爸
[00:08:10.000 --> 00:08:11.000]  你記清楚
[00:08:11.000 --> 00:08:13.000]  又是皇帝
[00:08:13.000 --> 00:08:15.000]  究竟他會不會出賣你呢
[00:08:15.000 --> 00:08:16.000]  所以每一次見面
[00:08:16.000 --> 00:08:18.000]  約拿丹都要和大衛納約
[00:08:18.000 --> 00:08:21.000]  確保大衛對他的信任
[00:08:21.000 --> 00:08:24.000]  在20章13-16節這樣說
[00:08:24.000 --> 00:08:26.000]  我父親若有意害你
[00:08:26.000 --> 00:08:27.000]  我不告訴你的話
[00:08:27.000 --> 00:08:29.000]  使你平平安安的走
[00:08:29.000 --> 00:08:31.000]  願耶和華重重的降罪於我
[00:08:31.000 --> 00:08:33.000]  願耶和華與你同在
[00:08:33.000 --> 00:08:35.000]  如同從前與我父親同在一樣
[00:08:35.000 --> 00:08:38.000]  你要知道耶和華的慈愛恩代我
[00:08:38.000 --> 00:08:39.000]  不但是我活著的時候
[00:08:39.000 --> 00:08:40.000]  免我死亡
[00:08:40.000 --> 00:08:41.000]  就是我死了之後
[00:08:41.000 --> 00:08:43.000]  耶和華從地上剪除你囚的時候
[00:08:43.000 --> 00:08:46.000]  你又永不可向我家絕了恩惠
[00:08:46.000 --> 00:08:48.000]  於是約拿丹和大衛結盟說
[00:08:48.000 --> 00:08:51.000]  願耶和華藉著大衛的囚敵追討背弱的罪
[00:08:51.000 --> 00:08:52.000]  約拿丹因愛大衛
[00:08:52.000 --> 00:08:54.000]  如同我自己的性命就使
[00:08:54.000 --> 00:08:56.000]  他們再次起誓
[00:08:56.000 --> 00:09:00.000]  很明顯約拿丹這一刻已經有一個感覺
[00:09:00.000 --> 00:09:05.000]  覺得他父親的王位是完結了
[00:09:05.000 --> 00:09:07.000]  大衛將會為王
[00:09:07.000 --> 00:09:08.000]  所以就求情
[00:09:08.000 --> 00:09:10.000]  暗示你求情
[00:09:10.000 --> 00:09:12.000]  萬一你做皇帝之後
[00:09:12.000 --> 00:09:13.000]  請你恩代我
[00:09:13.000 --> 00:09:15.000]  和恩代我的後裔
[00:09:15.000 --> 00:09:18.000]  這個承諾
[00:09:18.000 --> 00:09:20.000]  大衛能否守住
[00:09:20.000 --> 00:09:21.000]  我們自己看下去就清楚了
[00:09:21.000 --> 00:09:23.000]  後來約拿丹
[00:09:23.000 --> 00:09:26.000]  知道他父親蘇羅真的要殺大衛
[00:09:26.000 --> 00:09:29.000]  特意來通風報信給大衛
[00:09:29.000 --> 00:09:31.000]  讓他可以逃亡
[00:09:31.000 --> 00:09:32.000]  他跟大衛約好了
[00:09:32.000 --> 00:09:35.000]  他說你現在先躲起來
[00:09:35.000 --> 00:09:37.000]  到我收到消息
[00:09:37.000 --> 00:09:39.000]  確定了我父親是否殺你
[00:09:39.000 --> 00:09:43.000]  我就會去扮打獵
[00:09:43.000 --> 00:09:44.000]  有我射箭
[00:09:44.000 --> 00:09:47.000]  我會叫那個撿箭的小伙子
[00:09:47.000 --> 00:09:48.000]  去前面撿
[00:09:48.000 --> 00:09:49.000]  如果我跟他說
[00:09:49.000 --> 00:09:51.000]  撿箭叫他向前跑
[00:09:51.000 --> 00:09:52.000]  即是告訴你
[00:09:52.000 --> 00:09:53.000]  我父親想殺你
[00:09:53.000 --> 00:09:54.000]  你快走
[00:09:54.000 --> 00:09:58.000]  那時約拿丹探虛實之後
[00:09:58.000 --> 00:10:00.000]  就知道他父親真的想殺大衛
[00:10:00.000 --> 00:10:02.000]  就去約定的地方
[00:10:02.000 --> 00:10:05.000]  跟撿箭的小伙子說
[00:10:05.000 --> 00:10:06.000]  向前走
[00:10:06.000 --> 00:10:07.000]  所以大衛知道這個暗號
[00:10:07.000 --> 00:10:09.000]  聖經這樣記載
[00:10:09.000 --> 00:10:11.000]  在撒尚20章41-42節
[00:10:11.000 --> 00:10:12.000]  童子一去
[00:10:12.000 --> 00:10:15.000]  大衛就從盤石的南邊出來
[00:10:15.000 --> 00:10:16.000]  俯伏在地
[00:10:16.000 --> 00:10:18.000]  拜了三拜
[00:10:18.000 --> 00:10:20.000]  為何拜了三拜
[00:10:20.000 --> 00:10:22.000]  現在是救命之恩
[00:10:22.000 --> 00:10:24.000]  約拿丹可以不救他
[00:10:24.000 --> 00:10:25.000]  約拿丹可以出賣他
[00:10:25.000 --> 00:10:26.000]  約拿丹可以告訴他父親
[00:10:26.000 --> 00:10:27.000]  大衛躲在哪裏
[00:10:27.000 --> 00:10:30.000]  唯有約拿丹才知道他躲在哪裏
[00:10:30.000 --> 00:10:32.000]  所以這個這麼大的救命之恩
[00:10:32.000 --> 00:10:33.000]  大衛出來就
[00:10:33.000 --> 00:10:36.000]  即刻用行動表達他一種感激之情
[00:10:36.000 --> 00:10:38.000]  二人就親嘴
[00:10:38.000 --> 00:10:41.000]  這裏我需要解釋一點
[00:10:41.000 --> 00:10:43.000]  有人就說
[00:10:43.000 --> 00:10:45.000]  兩個男人親嘴
[00:10:45.000 --> 00:10:47.000]  還不是同性戀
[00:10:47.000 --> 00:10:49.000]  這樣解釋真是死定的
[00:10:49.000 --> 00:10:52.000]  猶太人的見面禮
[00:10:52.000 --> 00:10:56.000]  中東人見面是用親嘴來做見面禮
[00:10:56.000 --> 00:10:57.000]  所以新上聖經說
[00:10:57.000 --> 00:11:01.000]  你們見面的時候親嘴無要性結
[00:11:01.000 --> 00:11:04.000]  即是說你們見面打招呼的時候要性結
[00:11:04.000 --> 00:11:05.000]  因為親嘴
[00:11:05.000 --> 00:11:07.000]  要擁抱又要親嘴
[00:11:07.000 --> 00:11:10.000]  很容易令人有一個歪念
[00:11:10.000 --> 00:11:12.000]  這個是我們中國人不會做的
[00:11:12.000 --> 00:11:14.000]  因為我們中國人通常是甚麼
[00:11:14.000 --> 00:11:17.000]  我們中國人連碰都不碰的打招呼
[00:11:17.000 --> 00:11:20.000]  現在握手已經很西化
[00:11:20.000 --> 00:11:25.000]  我們打工作泣全部是碰不到對方的
[00:11:25.000 --> 00:11:26.000]  到西方文化來到
[00:11:26.000 --> 00:11:29.000]  即是我們要握手我們都不習慣
[00:11:29.000 --> 00:11:32.000]  還說擁抱著親嘴兩件事
[00:11:32.000 --> 00:11:34.000]  真是頂不住
[00:11:34.000 --> 00:11:35.000]  同性都頂不住
[00:11:35.000 --> 00:11:36.000]  異性都頂不住
[00:11:36.000 --> 00:11:38.000]  即是覺得對方抽水
[00:11:38.000 --> 00:11:40.000]  這個是文化差異
[00:11:40.000 --> 00:11:42.000]  在中東人二人親嘴
[00:11:42.000 --> 00:11:44.000]  只不過是打招呼
[00:11:44.000 --> 00:11:47.000]  你不要想像到兩個人嘴對嘴地親
[00:11:47.000 --> 00:11:49.000]  又親了一兩分鐘不停
[00:11:49.000 --> 00:11:51.000]  絕對不是這樣
[00:11:51.000 --> 00:11:54.000]  二人親嘴只不過是用臉嗨嗨嗨嗨
[00:11:54.000 --> 00:11:57.000]  真是嘴對嘴地親來打招呼
[00:11:57.000 --> 00:12:00.000]  是親戚親人才會做的
[00:12:00.000 --> 00:12:02.000]  普通朋友是不會做的
[00:12:02.000 --> 00:12:04.000]  西人都是這樣
[00:12:04.000 --> 00:12:08.000]  所以這裡不是說他們兩個有甚麼私情
[00:12:08.000 --> 00:12:11.000]  打招呼即是一個問安
[00:12:11.000 --> 00:12:13.000]  彼此就哭泣
[00:12:13.000 --> 00:12:15.000]  大衛哭得更加緊要
[00:12:15.000 --> 00:12:17.000]  約拿丹對大衛說
[00:12:17.000 --> 00:12:19.000]  我們兩個人曾經指著耶和華
[00:12:19.000 --> 00:12:21.000]  起誓說遠耶和華在你門外
[00:12:21.000 --> 00:12:23.000]  你我中間並你我後裔中間作為證
[00:12:23.000 --> 00:12:26.000]  直到永遠如今你平平安安的走吧
[00:12:26.000 --> 00:12:29.000]  約拿丹真是放大衛走也救了他
[00:12:29.000 --> 00:12:32.000]  而大衛這次逃亡
[00:12:32.000 --> 00:12:35.000]  一路走到三十一章很恐怖
[00:12:35.000 --> 00:12:37.000]  在逃亡期間
[00:12:37.000 --> 00:12:44.000]  終於掃羅頂不住親自出征去抓大衛
[00:12:44.000 --> 00:12:47.000]  其實真的沒有甚麼血海深仇才恐怖
[00:12:47.000 --> 00:12:48.000]  沒有的
[00:12:48.000 --> 00:12:50.000]  但竟然要殺大衛
[00:12:50.000 --> 00:12:52.000]  殺到一定要殺到為止
[00:12:52.000 --> 00:12:56.000]  約拿丹在跟隨他爸爸去追殺大衛期間
[00:12:56.000 --> 00:12:58.000]  約大衛出來見面
[00:12:58.000 --> 00:13:00.000]  聖經在撒姆記上二十三章十五到十八節
[00:13:00.000 --> 00:13:03.000]  就記載了約拿丹來做甚麼事
[00:13:03.000 --> 00:13:05.000]  這次來到是要跟大衛說
[00:13:05.000 --> 00:13:06.000]  是鼓勵他
[00:13:06.000 --> 00:13:08.000]  但大衛已經走投無路
[00:13:08.000 --> 00:13:10.000]  走到不能走了
[00:13:10.000 --> 00:13:13.000]  掃羅王這次一定可以殺他
[00:13:13.000 --> 00:13:15.000]  有點而灰心
[00:13:15.000 --> 00:13:17.000]  這次死得無辜
[00:13:17.000 --> 00:13:21.000]  約拿丹這個好朋友好到甚麼地步呢
[00:13:21.000 --> 00:13:22.000]  在聖經上記載
[00:13:22.000 --> 00:13:24.000]  大衛知道掃羅出來尋索他的命
[00:13:24.000 --> 00:13:27.000]  那時他住在西北的曠野樹林裏
[00:13:27.000 --> 00:13:31.000]  掃羅的兒子約拿丹起來往那樹林裏見大衛
[00:13:31.000 --> 00:13:34.000]  使他倚靠神德而堅固
[00:13:34.000 --> 00:13:37.000]  你想想朋友做到這樣
[00:13:37.000 --> 00:13:39.000]  真的很難得
[00:13:39.000 --> 00:13:41.000]  跟隔壁的頂尖朋友說
[00:13:41.000 --> 00:13:43.000]  你是需要鼓勵的
[00:13:43.000 --> 00:13:47.000]  特別在人迫害的情況下
[00:13:47.000 --> 00:13:49.000]  尋索命
[00:13:49.000 --> 00:13:52.000]  即是說已經沒命了
[00:13:52.000 --> 00:13:54.000]  在這種情況下需要鼓勵
[00:13:54.000 --> 00:13:57.000]  真正的朋友在這一刻會跟你做甚麼事
[00:13:57.000 --> 00:13:59.000]  他走來就是鼓勵你
[00:13:59.000 --> 00:14:03.000]  而且建立你對神的信靠
[00:14:03.000 --> 00:14:05.000]  這是很重要的
[00:14:05.000 --> 00:14:10.000]  因為人的鼓勵不足以成為人的幫助
[00:14:10.000 --> 00:14:12.000]  所以約拿丹做得非常好
[00:14:12.000 --> 00:14:13.000]  就跟他說不要懼怕
[00:14:13.000 --> 00:14:15.000]  我傅蘇羅的手必不加害於你
[00:14:15.000 --> 00:14:16.000]  你必作以色列的王
[00:14:16.000 --> 00:14:17.000]  我作你的宰相
[00:14:17.000 --> 00:14:20.000]  這是我傅蘇羅知道了
[00:14:20.000 --> 00:14:21.000]  為甚麼他們知道
[00:14:21.000 --> 00:14:23.000]  因為他們已經知道氣數已盡
[00:14:23.000 --> 00:14:24.000]  如我們中國人所說
[00:14:24.000 --> 00:14:25.000]  沒有了
[00:14:25.000 --> 00:14:26.000]  這個王朝完結
[00:14:26.000 --> 00:14:28.000]  將會大衛為王
[00:14:28.000 --> 00:14:30.000]  只不過是垂死掙扎
[00:14:30.000 --> 00:14:33.000]  於是二人在耶和華的面前納約
[00:14:33.000 --> 00:14:35.000]  大衛仍住在樹林裏
[00:14:35.000 --> 00:14:36.000]  約拿丹就回家
[00:14:36.000 --> 00:14:38.000]  其實這次是最後一次見面
[00:14:38.000 --> 00:14:40.000]  這兩個的好朋友
[00:14:40.000 --> 00:14:43.000]  在經文的記述
[00:14:43.000 --> 00:14:46.000]  後來大衛和約拿丹沒有機會見面
[00:14:46.000 --> 00:14:47.000]  不僅如此
[00:14:47.000 --> 00:14:50.000]  蘇羅帶著他的兒子約拿丹出去打仗
[00:14:50.000 --> 00:14:52.000]  兩父子戰死沙場
[00:14:52.000 --> 00:14:56.000]  而大衛接著就登基做皇帝
[00:14:56.000 --> 00:14:58.000]  當然當中牽涉很多東西
[00:14:58.000 --> 00:15:00.000]  我們一次過說不完
[00:15:00.000 --> 00:15:01.000]  我們下星期再繼續說
[00:15:01.000 --> 00:15:03.000]  中間還發生了很多事
[00:15:03.000 --> 00:15:05.000]  我們只是在組合這些資料
[00:15:05.000 --> 00:15:08.000]  和大家分享
[00:15:08.000 --> 00:15:12.000]  到了大衛真正登基之後
[00:15:12.000 --> 00:15:13.000]  第一件事他就問
[00:15:13.000 --> 00:15:18.000]  蘇羅家裏面還剩下人沒有
[00:15:18.000 --> 00:15:21.000]  我要因約拿丹的緣故向他施恩
[00:15:21.000 --> 00:15:24.000]  大衛逃亡的時候
[00:15:24.000 --> 00:15:27.000]  約拿丹去信守承諾相對容易
[00:15:27.000 --> 00:15:30.000]  但當約拿丹死了
[00:15:30.000 --> 00:15:32.000]  大衛登基
[00:15:32.000 --> 00:15:33.000]  不要忘記
[00:15:33.000 --> 00:15:35.000]  人是很有趣的
[00:15:35.000 --> 00:15:36.000]  自己落難的時候
[00:15:36.000 --> 00:15:37.000]  人家幫你
[00:15:37.000 --> 00:15:40.000]  你是很自然接受的
[00:15:40.000 --> 00:15:43.000]  但到你自己坐上權位
[00:15:43.000 --> 00:15:45.000]  一個有權有勢的位置裏面
[00:15:45.000 --> 00:15:48.000]  還會不會守承諾呢
[00:15:48.000 --> 00:15:50.000]  可以不守
[00:15:50.000 --> 00:15:53.000]  何況現在和你結盟的人都死了
[00:15:53.000 --> 00:15:54.000]  你不守承諾對方不知道
[00:15:54.000 --> 00:15:55.000]  對不對
[00:15:55.000 --> 00:15:57.000]  所以大衛這一刻
[00:15:57.000 --> 00:15:59.000]  信守承諾是更加困難的
[00:15:59.000 --> 00:16:00.000]  還有
[00:16:00.000 --> 00:16:04.000]  如果留有蘇羅的後裔
[00:16:04.000 --> 00:16:06.000]  約拿丹的兒子
[00:16:06.000 --> 00:16:07.000]  就是蘇羅的後裔
[00:16:07.000 --> 00:16:08.000]  對不對
[00:16:08.000 --> 00:16:09.000]  是孫子
[00:16:09.000 --> 00:16:11.000]  如果留有後裔
[00:16:11.000 --> 00:16:12.000]  他們謀朝篡位
[00:16:12.000 --> 00:16:13.000]  作反怎麼辦
[00:16:13.000 --> 00:16:14.000]  從政治立場
[00:16:14.000 --> 00:16:17.000]  是應該要滅絕他的家族的
[00:16:17.000 --> 00:16:20.000]  所以大衛要信守承諾
[00:16:20.000 --> 00:16:22.000]  相對困難
[00:16:22.000 --> 00:16:26.000]  但最終大衛是守住承諾
[00:16:26.000 --> 00:16:28.000]  這個很明顯反映了甚麼事呢
[00:16:28.000 --> 00:16:30.000]  跟這間電視節目說一聲
[00:16:30.000 --> 00:16:33.000]  朋友最重要的是忠誠
[00:16:33.000 --> 00:16:36.000]  朋友最重要的是忠誠
[00:16:36.000 --> 00:16:39.000]  今天我們感恩下午
[00:16:39.000 --> 00:16:40.000]  我們在旺角
[00:16:40.000 --> 00:16:42.000]  第一次使用旺角的地方
[00:16:42.000 --> 00:16:45.000]  一班少年人在那裏
[00:16:45.000 --> 00:16:46.000]  大專生在那裏
[00:16:46.000 --> 00:16:49.000]  開始了第一次的崇拜
[00:16:49.000 --> 00:16:52.000]  我和一班大專生
[00:16:52.000 --> 00:16:54.000]  今天有一班年輕人
[00:16:54.000 --> 00:16:57.000]  坐在我們的星期六晚崇拜裏
[00:16:57.000 --> 00:17:00.000]  我想分享的是甚麼呢
