
[00:00:00.000 --> 00:00:02.540]  接著是講道的時間
[00:05:18.000 --> 00:05:21.000]  或者他媲美阿不拉罕
[00:05:21.000 --> 00:05:27.000]  他媲美很多在聖經裏面
[00:05:27.000 --> 00:05:29.000]  甚至是
[00:05:29.000 --> 00:05:32.000]  當他軟弱的時候
[00:05:32.000 --> 00:05:35.000]  會說謊的阿不拉罕
[00:05:35.000 --> 00:05:38.000]  或者你想想其他聖經的人物
[00:05:38.000 --> 00:05:40.000]  他軟弱的時候
[00:05:40.000 --> 00:05:42.000]  都會得罪神
[00:05:42.000 --> 00:05:48.000]  他回答了能和明白
[00:05:48.000 --> 00:05:50.000]  但很多人當他們知道
[00:05:50.000 --> 00:05:52.000]  原來他說的是真話
[00:05:52.000 --> 00:05:54.000]  是良心的話的時候
[00:05:54.000 --> 00:05:56.000]  那些人就出來抗議
[00:05:56.000 --> 00:05:58.000]  戴著口罩
[00:05:58.000 --> 00:06:01.000]  寫著不能不明白
[00:06:01.000 --> 00:06:05.000]  今天我們會藉著聖經
[00:06:05.000 --> 00:06:08.000]  在這個世代
[00:06:08.000 --> 00:06:10.000]  我們教會
[00:06:10.000 --> 00:06:11.000]  我們頂子妹
[00:06:11.000 --> 00:06:13.000]  在面對這個世代
[00:06:13.000 --> 00:06:16.000]  我們知不知道現實是怎樣
[00:06:16.000 --> 00:06:17.000]  我們可以怎樣面對
[00:06:17.000 --> 00:06:20.000]  而今天這段小行短十九章
[00:06:20.000 --> 00:06:22.000]  當保羅在第三次旅程
[00:06:22.000 --> 00:06:24.000]  在二佛所小阿細阿的地區
[00:06:24.000 --> 00:06:27.000]  他的事公大大的興旺
[00:06:27.000 --> 00:06:29.000]  主導興旺的時候
[00:06:29.000 --> 00:06:33.000]  有什麼伴隨
[00:06:33.000 --> 00:06:35.000]  會發生呢
[00:06:35.000 --> 00:06:37.000]  或者
[00:06:37.000 --> 00:06:39.000]  今天講到的焦點
[00:06:39.000 --> 00:06:41.000]  一個核心的問題就是
[00:06:41.000 --> 00:06:43.000]  當你願意做一個
[00:06:43.000 --> 00:06:47.000]  善行善愛人
[00:06:47.000 --> 00:06:49.000]  行善的人
[00:06:49.000 --> 00:06:51.000]  行善淺愛
[00:06:51.000 --> 00:06:53.000]  實淺愛
[00:06:53.000 --> 00:06:55.000]  講真話
[00:06:55.000 --> 00:06:57.000]  堅持公義真理的人
[00:06:57.000 --> 00:06:59.000]  原來你都會遇到
[00:06:59.000 --> 00:07:01.000]  不公平的對待
[00:07:01.000 --> 00:07:03.000]  甚至是逼迫
[00:07:03.000 --> 00:07:05.000]  為什麼可以這樣呢?
[00:07:05.000 --> 00:07:07.000]  為什麼會這樣呢?
[00:07:07.000 --> 00:07:11.000]  聖經有很多描述
[00:07:11.000 --> 00:07:13.000]  看小行短你一路讀
[00:07:13.000 --> 00:07:15.000]  都讀到
[00:07:15.000 --> 00:07:17.000]  當主導興旺的時候
[00:07:17.000 --> 00:07:19.000]  往往就是教會
[00:07:19.000 --> 00:07:21.000]  會被攻擊
[00:07:21.000 --> 00:07:23.000]  撒旦會攻擊教會
[00:07:23.000 --> 00:07:25.000]  攻擊基督徒的時候
[00:07:25.000 --> 00:07:29.000]  在提摩太后書三章十三節也講到
[00:07:29.000 --> 00:07:31.000]  哪個人立志敬前度日
[00:07:31.000 --> 00:07:33.000]  都會遇到逼迫
[00:07:33.000 --> 00:07:37.000]  保羅
[00:07:37.000 --> 00:07:39.000]  都是這些經歷
[00:07:39.000 --> 00:07:41.000]  他就講出這個真理
[00:07:41.000 --> 00:07:43.000]  你接不接受到
[00:07:43.000 --> 00:07:45.000]  當教會很興旺的時候
[00:07:45.000 --> 00:07:47.000]  逼迫會伴隨
[00:07:47.000 --> 00:07:49.000]  當你願意按聖經的真理
[00:07:49.000 --> 00:07:51.000]  去做一個
[00:07:51.000 --> 00:07:53.000]  在神眼中很美善的人的時候
[00:07:53.000 --> 00:07:57.000]  你得到的
[00:07:57.000 --> 00:07:59.000]  不只是頂著門去讚賞
[00:07:59.000 --> 00:08:01.000]  原來世界會攻擊你的
[00:08:01.000 --> 00:08:05.000]  這個就是末世
[00:08:05.000 --> 00:08:07.000]  末世的人性是什麼?
[00:08:07.000 --> 00:08:09.000]  當時在《默想聖經》
[00:08:09.000 --> 00:08:13.000]  提摩太后書三章一到四節
[00:08:13.000 --> 00:08:15.000]  我們很快再看一次
[00:08:15.000 --> 00:08:17.000]  末世的人性是說
[00:08:17.000 --> 00:08:19.000]  在末世有艱難的時候
[00:08:19.000 --> 00:08:21.000]  當時的人尊愛自己
[00:08:21.000 --> 00:08:23.000]  貪愛錢財
[00:08:23.000 --> 00:08:25.000]  自誇狂傲
[00:08:25.000 --> 00:08:27.000]  違背父母
[00:08:27.000 --> 00:08:29.000]  忘恩負義心不勝結
[00:08:29.000 --> 00:08:31.000]  無親情不解怨
[00:08:31.000 --> 00:08:33.000]  很多這些
[00:08:33.000 --> 00:08:35.000]  心裡恐怖
[00:08:35.000 --> 00:08:37.000]  沒有自制說殘言
[00:08:37.000 --> 00:08:39.000]  還有什麼?
[00:08:39.000 --> 00:08:41.000]  你一直讀下去
[00:08:41.000 --> 00:08:43.000]  原來
[00:08:43.000 --> 00:08:45.000]  那些人是不愛良善
[00:08:45.000 --> 00:08:47.000]  自高自大
[00:08:47.000 --> 00:08:49.000]  賣主賣友
[00:08:49.000 --> 00:08:51.000]  任意妄為
[00:08:51.000 --> 00:08:53.000]  有一樣東西
[00:08:53.000 --> 00:08:55.000]  愛享樂
[00:08:55.000 --> 00:08:57.000]  多於愛神
[00:08:57.000 --> 00:09:01.000]  這個就是末世
[00:09:01.000 --> 00:09:03.000]  聖經說了
[00:09:03.000 --> 00:09:05.000]  讀到這裡我們都很震撼
[00:09:05.000 --> 00:09:07.000]  是不是
[00:09:07.000 --> 00:09:09.000]  什麼叫末世?
[00:09:09.000 --> 00:09:11.000]  聖經說當耶穌升天
[00:09:11.000 --> 00:09:13.000]  之後
[00:09:13.000 --> 00:09:15.000]  直到祂再來期間
[00:09:15.000 --> 00:09:17.000]  都叫做末世
[00:09:17.000 --> 00:09:19.000]  所以不只是保羅的時代
[00:09:19.000 --> 00:09:21.000]  我們今時今日都是這樣
[00:09:21.000 --> 00:09:23.000]  面對一個這麼罪惡
[00:09:23.000 --> 00:09:25.000]  這麼自我
[00:09:25.000 --> 00:09:27.000]  這麼違背神
[00:09:27.000 --> 00:09:29.000]  甚至這麼沒有人性的世界
[00:09:29.000 --> 00:09:31.000]  我不知道你有沒有
[00:09:31.000 --> 00:09:33.000]  一些渴望
[00:09:33.000 --> 00:09:35.000]  我今天生日的願望
[00:09:35.000 --> 00:09:37.000]  弟兄姊妹問我
[00:09:37.000 --> 00:09:39.000]  你今天生日願望是什麼?
[00:09:39.000 --> 00:09:41.000]  平時我都沒有什麼特別的願望
[00:09:41.000 --> 00:09:43.000]  主願你快來
[00:09:43.000 --> 00:09:45.000]  弟姊妹
[00:09:45.000 --> 00:09:47.000]  越知道世界的現實
[00:09:47.000 --> 00:09:49.000]  我們覺得
[00:09:49.000 --> 00:09:51.000]  原來我們心目中
[00:09:51.000 --> 00:09:53.000]  身邊的人
[00:09:53.000 --> 00:09:55.000]  沒有我們想像中的美好
[00:09:55.000 --> 00:09:57.000]  包括我們自己
[00:09:57.000 --> 00:09:59.000]  世界好像
[00:09:59.000 --> 00:10:01.000]  在過去這段日子
[00:10:01.000 --> 00:10:03.000]  變得很灰暗
[00:10:03.000 --> 00:10:05.000]  變得很沒有盼望
[00:10:05.000 --> 00:10:07.000]  末世的人性
[00:10:07.000 --> 00:10:09.000]  但是在使徒保羅的年代
[00:10:09.000 --> 00:10:11.000]  一樣
[00:10:11.000 --> 00:10:13.000]  大師兄說了一個很重要的真理
[00:10:13.000 --> 00:10:15.000]  就是當福音
[00:10:15.000 --> 00:10:17.000]  當主的道興旺的時候
[00:10:17.000 --> 00:10:19.000]  有撒旦的攻擊
[00:10:19.000 --> 00:10:21.000]  有世界的攻擊
[00:10:21.000 --> 00:10:23.000]  有逼迫
[00:10:23.000 --> 00:10:25.000]  你不需要覺得驚訝
[00:10:25.000 --> 00:10:27.000]  這個必然
[00:10:27.000 --> 00:10:29.000]  就像當年的彼得
[00:10:29.000 --> 00:10:31.000]  他都三次不認主
[00:10:31.000 --> 00:10:33.000]  他都知道
[00:10:33.000 --> 00:10:35.000]  他願意做一個敬虔的人
[00:10:35.000 --> 00:10:37.000]  他就會遇到逼迫
[00:10:37.000 --> 00:10:39.000]  所以說遇到患難
[00:10:39.000 --> 00:10:41.000]  你們不需要驚訝
[00:10:41.000 --> 00:10:43.000]  這件事是必然
[00:10:43.000 --> 00:10:45.000]  那你說我做基督徒
[00:10:45.000 --> 00:10:47.000]  都沒有多了什麼好處
[00:10:47.000 --> 00:10:53.000]  那你要想一想
[00:10:53.000 --> 00:10:55.000]  值不值得呢?
[00:10:55.000 --> 00:10:57.000]  當然你會想
[00:10:57.000 --> 00:10:59.000]  我做不做基督徒都受苦的
[00:10:59.000 --> 00:11:01.000]  做不做基督徒都會死的
[00:11:01.000 --> 00:11:03.000]  都會病的
[00:11:03.000 --> 00:11:05.000]  做和不做
[00:11:05.000 --> 00:11:07.000]  有什麼分別
[00:11:07.000 --> 00:11:09.000]  我們來看看
[00:11:09.000 --> 00:11:11.000]  一個成功的
[00:11:11.000 --> 00:11:13.000]  已忽所教會
[00:11:13.000 --> 00:11:15.000]  一個成功的第三次旅程
[00:11:15.000 --> 00:11:17.000]  我們先看看地圖
[00:11:17.000 --> 00:11:19.000]  來到十九章
[00:11:19.000 --> 00:11:21.000]  上個禮拜
[00:11:21.000 --> 00:11:23.000]  霍傳道都說過
[00:11:23.000 --> 00:11:25.000]  在已忽所主的道
[00:11:25.000 --> 00:11:27.000]  已經是大大的德性
[00:11:27.000 --> 00:11:29.000]  十九章二十節經說
[00:11:29.000 --> 00:11:31.000]  主的道一路興旺增長
[00:11:31.000 --> 00:11:33.000]  和很有權柄
[00:11:33.000 --> 00:11:35.000]  在和修本翻譯
[00:11:35.000 --> 00:11:37.000]  是大大的廣傳
[00:11:37.000 --> 00:11:39.000]  是很有權柄的廣傳
[00:11:39.000 --> 00:11:41.000]  在啟示錄這個字
[00:11:41.000 --> 00:11:43.000]  在和修本翻譯
[00:11:43.000 --> 00:11:45.000]  主的道的德性
[00:11:45.000 --> 00:11:47.000]  很厲害的擴展出去
[00:11:47.000 --> 00:11:49.000]  擴展出去
[00:11:49.000 --> 00:11:51.000]  甚至連拜偶像的人
[00:11:51.000 --> 00:11:53.000]  都去燒他們的書
[00:11:53.000 --> 00:11:55.000]  那些差不多是無價寶
[00:11:55.000 --> 00:11:57.000]  那些差不多是無價寶
[00:11:57.000 --> 00:11:59.000]  沒有印刷術之前
[00:11:59.000 --> 00:12:01.000]  沒有做紙術之前
[00:12:01.000 --> 00:12:03.000]  那些差不多是無價寶
[00:12:03.000 --> 00:12:05.000]  很貴重的東西
[00:12:05.000 --> 00:12:07.000]  主的道很興旺
[00:12:07.000 --> 00:12:09.000]  興旺到一個地步
[00:12:09.000 --> 00:12:11.000]  很特別
[00:12:11.000 --> 00:12:13.000]  我請大家讀一讀
[00:12:13.000 --> 00:12:15.000]  輔助經文
[00:12:15.000 --> 00:12:17.000]  羅馬書十五章
[00:12:17.000 --> 00:12:19.000]  二十三和二十四節
[00:12:19.000 --> 00:12:21.000]  十五章
[00:12:21.000 --> 00:12:23.000]  二十三和二十四節
[00:12:39.000 --> 00:12:41.000]  然後蒙你們為我送行
[00:12:41.000 --> 00:12:43.000]  但如今我要到耶路撒冷去
[00:12:43.000 --> 00:12:45.000]  供應聖徒的需要
[00:12:45.000 --> 00:12:47.000]  因為馬其頓和阿蓋亞人
[00:12:47.000 --> 00:12:49.000]  樂意湊出一些捐款
[00:12:49.000 --> 00:12:51.000]  給耶路撒冷聖徒中的窮人
[00:12:51.000 --> 00:12:53.000]  給耶路撒冷聖徒中的窮人
[00:12:53.000 --> 00:12:55.000]  我們先看二十三和二十四節
[00:12:55.000 --> 00:12:57.000]  我們先看二十三和二十四節
[00:12:57.000 --> 00:12:59.000]  你有沒有看到這裡
[00:12:59.000 --> 00:13:01.000]  你有沒有試過
[00:13:01.000 --> 00:13:03.000]  如果有一天我們宣佈
[00:13:03.000 --> 00:13:05.000]  好像保羅與亨利說什麼
[00:13:05.000 --> 00:13:07.000]  親蒲崗的福音
[00:13:07.000 --> 00:13:09.000]  那就糟糕了
[00:13:09.000 --> 00:13:11.000]  你有沒有聽過
[00:13:11.000 --> 00:13:13.000]  沒有了
[00:13:13.000 --> 00:13:15.000]  口罩都未能派
[00:13:15.000 --> 00:13:17.000]  單張都派不完
[00:13:17.000 --> 00:13:19.000]  這裡說在小說世界的地方
[00:13:19.000 --> 00:13:21.000]  可以傳的福音都差不多
[00:13:21.000 --> 00:13:23.000]  可能那時候人口少一點
[00:13:23.000 --> 00:13:25.000]  可能那時候人口少一點
[00:13:25.000 --> 00:13:27.000]  或者是
[00:13:27.000 --> 00:13:29.000]  但你知道主導的興旺在以弗所
[00:13:29.000 --> 00:13:31.000]  是很厲害
[00:13:31.000 --> 00:13:33.000]  路加描述
[00:13:33.000 --> 00:13:35.000]  教會來到以弗所這個地方
[00:13:35.000 --> 00:13:37.000]  第二十節就說
[00:13:37.000 --> 00:13:39.000]  主導一路興旺
[00:13:39.000 --> 00:13:41.000]  一路很有權並德性被廣傳
[00:13:41.000 --> 00:13:43.000]  到了一個地步
[00:13:43.000 --> 00:13:45.000]  保羅說差不多了
[00:13:45.000 --> 00:13:47.000]  所以他離開這個地方
[00:13:47.000 --> 00:13:49.000]  我們看看
[00:13:49.000 --> 00:13:51.000]  經文剛才我們讀了二十一和二十二節
[00:13:51.000 --> 00:13:53.000]  保羅說他打算去一去
[00:13:53.000 --> 00:13:55.000]  保羅說他打算去一去
[00:13:55.000 --> 00:13:57.000]  馬其頓和阿哥亞省
[00:13:57.000 --> 00:13:59.000]  馬其頓和阿哥亞省
[00:13:59.000 --> 00:14:01.000]  然後就會回耶路撒冷
[00:14:01.000 --> 00:14:03.000]  然後就會回耶路撒冷
[00:14:03.000 --> 00:14:05.000]  然後就會回耶路撒冷
[00:14:05.000 --> 00:14:07.000]  然後就會回羅馬
[00:14:07.000 --> 00:14:09.000]  我們再看看
[00:14:09.000 --> 00:14:11.000]  二十一節
[00:14:11.000 --> 00:14:13.000]  保羅說他心裏定了二
[00:14:13.000 --> 00:14:15.000]  保羅說他心裏定了二
[00:14:15.000 --> 00:14:17.000]  決定了
[00:14:17.000 --> 00:14:19.000]  要回馬其頓和阿哥亞的地方
[00:14:19.000 --> 00:14:21.000]  要回馬其頓和阿哥亞的地方
[00:14:21.000 --> 00:14:23.000]  剛才我們讀羅馬書
[00:14:23.000 --> 00:14:25.000]  十五章也說了
[00:14:25.000 --> 00:14:27.000]  在羅馬書十五章二十六節說
[00:14:27.000 --> 00:14:29.000]  在羅馬書十五章二十六節說
[00:14:29.000 --> 00:14:31.000]  因為阿哥亞和馬其頓省的教會
[00:14:31.000 --> 00:14:33.000]  因為阿哥亞和馬其頓省的教會
[00:14:33.000 --> 00:14:35.000]  他們知道耶路撒冷之前有饑荒
[00:14:35.000 --> 00:14:37.000]  他們知道耶路撒冷之前有饑荒
[00:14:37.000 --> 00:14:39.000]  他們知道耶路撒冷之前有饑荒
[00:14:39.000 --> 00:14:41.000]  他們知道耶路撒冷之前有饑荒
[00:14:41.000 --> 00:14:43.000]  他們知道耶路撒冷之前有饑荒
[00:14:43.000 --> 00:14:45.000]  他們知道耶路撒冷之前有饑荒
[00:14:45.000 --> 00:14:47.000]  他們知道耶路撒冷之前有饑荒
[00:14:47.000 --> 00:14:49.000]  他們知道耶路撒冷之前有饑荒
[00:14:49.000 --> 00:14:51.000]  他們知道耶路撒冷之前有饑荒
[00:14:51.000 --> 00:14:53.000]  他們知道耶路撒冷之前有饑荒
[00:14:53.000 --> 00:14:55.000]  他們知道耶路撒冷之前有饑荒
[00:14:55.000 --> 00:14:57.000]  他們知道耶路撒冷之前有饑荒
[00:14:57.000 --> 00:14:59.000]  他們知道耶路撒冷之前有饑荒
[00:14:59.000 --> 00:15:01.000]  他們知道耶路撒冷之前有饑荒
[00:15:01.000 --> 00:15:03.000]  他們知道耶路撒冷之前有饑荒
[00:15:03.000 --> 00:15:05.000]  他們知道耶路撒冷之前有饑荒
[00:15:05.000 --> 00:15:07.000]  他們知道耶路撒冷之前有饑荒
[00:15:07.000 --> 00:15:09.000]  他們知道耶路撒冷之前有饑荒
[00:15:09.000 --> 00:15:11.000]  他們知道耶路撒冷之前有饑荒
[00:15:11.000 --> 00:15:13.000]  他們知道耶路撒冷之前有饑荒
[00:15:13.000 --> 00:15:15.000]  他們知道耶路撒冷之前有饑荒
[00:15:15.000 --> 00:15:17.000]  他們知道耶路撒冷之前有饑荒
[00:15:17.000 --> 00:15:19.000]  他們知道耶路撒冷之前有饑荒
[00:15:19.000 --> 00:15:21.000]  他們知道耶路撒冷之前有饑荒
[00:15:21.000 --> 00:15:23.000]  他們知道耶路撒冷之前有饑荒
[00:15:23.000 --> 00:15:25.000]  他們知道耶路撒冷之前有饑荒
[00:15:25.000 --> 00:15:27.000]  他們知道耶路撒冷之前有饑荒
[00:15:27.000 --> 00:15:29.000]  他們知道耶路撒冷之前有饑荒
[00:15:29.000 --> 00:15:31.000]  他們知道耶路撒冷之前有饑荒
[00:15:31.000 --> 00:15:33.000]  他們知道耶路撒冷之前有饑荒
[00:15:33.000 --> 00:15:35.000]  他們知道耶路撒冷之前有饑荒
[00:15:35.000 --> 00:15:37.000]  他們知道耶路撒冷之前有饑荒
[00:15:37.000 --> 00:15:39.000]  他們知道耶路撒冷之前有饑荒
[00:15:39.000 --> 00:15:41.000]  他們知道耶路撒冷之前有饑荒
[00:15:41.000 --> 00:15:43.000]  他們知道耶路撒冷之前有饑荒
[00:15:43.000 --> 00:15:45.000]  他們知道耶路撒冷之前有饑荒
[00:15:45.000 --> 00:15:47.000]  他們知道耶路撒冷之前有饑荒
[00:15:47.000 --> 00:15:49.000]  他們知道耶路撒冷之前有饑荒
[00:15:49.000 --> 00:15:51.000]  他們知道耶路撒冷之前有饑荒
[00:15:51.000 --> 00:15:53.000]  他們知道耶路撒冷之前有饑荒
[00:15:53.000 --> 00:15:55.000]  他們知道耶路撒冷之前有饑荒
[00:15:55.000 --> 00:15:57.000]  他們知道耶路撒冷之前有饑荒
[00:15:57.000 --> 00:15:59.000]  他們知道耶路撒冷之前有饑荒
[00:15:59.000 --> 00:16:01.000]  他們知道耶路撒冷之前有饑荒
[00:16:01.000 --> 00:16:03.000]  他們知道耶路撒冷之前有饑荒
[00:16:03.000 --> 00:16:05.000]  他們知道耶路撒冷之前有饑荒
[00:16:05.000 --> 00:16:07.000]  他們知道耶路撒冷之前有饑荒
[00:16:07.000 --> 00:16:09.000]  他們知道耶路撒冷之前有饑荒
[00:16:09.000 --> 00:16:11.000]  他們知道耶路撒冷之前有饑荒
[00:16:11.000 --> 00:16:13.000]  他們知道耶路撒冷之前有饑荒
[00:16:13.000 --> 00:16:15.000]  他們知道耶路撒冷之前有饑荒
[00:16:15.000 --> 00:16:17.000]  他們知道耶路撒冷之前有饑荒
[00:16:17.000 --> 00:16:19.000]  他們知道耶路撒冷之前有饑荒
[00:16:19.000 --> 00:16:21.000]  他們知道耶路撒冷之前有饑荒
[00:16:21.000 --> 00:16:23.000]  他們知道耶路撒冷之前有饑荒
[00:16:23.000 --> 00:16:25.000]  他們知道耶路撒冷之前有饑荒
[00:16:25.000 --> 00:16:27.000]  他們知道耶路撒冷之前有饑荒
[00:16:27.000 --> 00:16:29.000]  他們知道耶路撒冷之前有饑荒
[00:16:29.000 --> 00:16:31.000]  他們知道耶路撒冷之前有饑荒
[00:16:31.000 --> 00:16:33.000]  他們知道耶路撒冷之前有饑荒
[00:16:33.000 --> 00:16:35.000]  他們知道耶路撒冷之前有饑荒
[00:16:35.000 --> 00:16:37.000]  他們知道耶路撒冷之前有饑荒
[00:16:37.000 --> 00:16:39.000]  他們知道耶路撒冷之前有饑荒
[00:16:39.000 --> 00:16:41.000]  他們知道耶路撒冷之前有饑荒
[00:16:41.000 --> 00:16:43.000]  他們知道耶路撒冷之前有饑荒
[00:16:43.000 --> 00:16:45.000]  他們知道耶路撒冷之前有饑荒
[00:16:45.000 --> 00:16:47.000]  他們知道耶路撒冷之前有饑荒
[00:16:47.000 --> 00:16:49.000]  他們知道耶路撒冷之前有饑荒
[00:16:49.000 --> 00:16:51.000]  他們知道耶路撒冷之前有饑荒
[00:16:51.000 --> 00:16:53.000]  他們知道耶路撒冷之前有饑荒
[00:16:53.000 --> 00:16:55.000]  他們知道耶路撒冷之前有饑荒
[00:16:55.000 --> 00:16:57.000]  他們知道耶路撒冷之前有饑荒
[00:16:57.000 --> 00:16:59.000]  他們知道耶路撒冷之前有饑荒
[00:16:59.000 --> 00:17:01.000]  他們知道耶路撒冷之前有饑荒
[00:17:01.000 --> 00:17:03.000]  他們知道耶路撒冷之前有饑荒
[00:17:03.000 --> 00:17:05.000]  他們知道耶路撒冷之前有饑荒
[00:17:05.000 --> 00:17:07.000]  他們知道耶路撒冷之前有饑荒
[00:17:07.000 --> 00:17:09.000]  他們知道耶路撒冷之前有饑荒
[00:17:09.000 --> 00:17:11.000]  他們知道耶路撒冷之前有饑荒
[00:17:11.000 --> 00:17:13.000]  他們知道耶路撒冷之前有饑荒
[00:17:13.000 --> 00:17:15.000]  他們知道耶路撒冷之前有饑荒
[00:17:15.000 --> 00:17:17.000]  他們知道耶路撒冷之前有饑荒
[00:17:17.000 --> 00:17:19.000]  他們知道耶路撒冷之前有饑荒
[00:17:19.000 --> 00:17:21.000]  他們知道耶路撒冷之前有饑荒
[00:17:21.000 --> 00:17:23.000]  他們知道耶路撒冷之前有饑荒
[00:17:23.000 --> 00:17:25.000]  他們知道耶路撒冷之前有饑荒
[00:17:25.000 --> 00:17:27.000]  他們知道耶路撒冷之前有饑荒
[00:17:27.000 --> 00:17:29.000]  他們知道耶路撒冷之前有饑荒
[00:17:29.000 --> 00:17:31.000]  他們知道耶路撒冷之前有饑荒
[00:17:31.000 --> 00:17:33.000]  他們知道耶路撒冷之前有饑荒
[00:17:33.000 --> 00:17:35.000]  他們知道耶路撒冷之前有饑荒
[00:17:35.000 --> 00:17:37.000]  他們知道耶路撒冷之前有饑荒
[00:17:37.000 --> 00:17:39.000]  他們知道耶路撒冷之前有饑荒
[00:17:39.000 --> 00:17:41.000]  他們知道耶路撒冷之前有饑荒
[00:17:41.000 --> 00:17:43.000]  他們知道耶路撒冷之前有饑荒
[00:17:43.000 --> 00:17:45.000]  他們知道耶路撒冷之前有饑荒
