
[00:00:00.000 --> 00:00:06.180]  聖誕的故事就傳了千幾二千年
[00:06:06.600 --> 00:06:09.640]  排行五十名之外
[00:06:09.640 --> 00:06:11.240]  香港經濟很強
[00:06:11.240 --> 00:06:12.680]  我們三十名之後
[00:06:12.680 --> 00:06:14.840]  我們從來沒去過前十名的
[00:06:14.840 --> 00:06:17.120]  美國都不行
[00:06:17.120 --> 00:06:18.560]  我們發覺
[00:06:18.560 --> 00:06:21.640]  證明了幸福快樂和一個國家
[00:06:21.640 --> 00:06:24.160]  一個社會的財務收入
[00:06:24.160 --> 00:06:27.560]  其實是不相等的
[00:06:27.560 --> 00:06:29.640]  我同時也觀察到
[00:06:29.640 --> 00:06:31.960]  西方國家和東方國家
[00:06:31.960 --> 00:06:34.640]  他們對快樂的要求又不同
[00:06:34.640 --> 00:06:36.880]  我看回那些北歐小國
[00:06:36.880 --> 00:06:39.080]  基本上他們爲什麼快樂呢
[00:06:39.080 --> 00:06:41.000]  就是均富平等
[00:06:41.000 --> 00:06:44.640]  民主 自由和環保
[00:06:44.640 --> 00:06:45.840]  和大陸關係好了
[00:06:45.840 --> 00:06:49.320]  他們覺得這樣就是一個幸福快樂的全球
[00:06:49.320 --> 00:06:50.640]  你看中國
[00:06:50.640 --> 00:06:53.080]  經濟砰砰聲上
[00:06:53.080 --> 00:06:57.840]  這段時間千萬不要去華北
[00:06:57.840 --> 00:07:00.120]  那裏污染得很嚴重
[00:07:00.120 --> 00:07:01.800]  北京
[00:07:01.800 --> 00:07:07.440]  那些霧霾令人要全部停止一切的活動
[00:07:07.440 --> 00:07:11.000]  這是繁榮加厲的代價
[00:07:11.000 --> 00:07:12.560]  東方國家就不同了
[00:07:12.560 --> 00:07:16.040]  不僅是一個GDP很低的國家
[00:07:16.040 --> 00:07:18.520]  相對不是很富裕
[00:07:18.520 --> 00:07:22.040]  但是它長期處於快樂的國家前列
[00:07:22.040 --> 00:07:25.880]  他們的國王都寫了一本書
[00:07:25.880 --> 00:07:28.120]  就說不僅是快樂之道
[00:07:28.120 --> 00:07:31.000]  好東方式就是追求什麼呢
[00:07:31.000 --> 00:07:33.080]  心靈的平靜
[00:07:33.080 --> 00:07:38.720]  和大自然的關係所謂天人合一的關係
[00:07:38.720 --> 00:07:40.720]  很特別
[00:07:40.720 --> 00:07:45.160]  其實說人生之道不外三樣東西
[00:07:45.160 --> 00:07:47.400]  就是生存之道
[00:07:47.400 --> 00:07:49.400]  生活之道
[00:07:49.400 --> 00:07:51.920]  和生命之道
[00:07:51.920 --> 00:07:56.120]  在香港基本上我們不需要爲生存而煩惱
[00:07:56.120 --> 00:07:58.880]  香港最窮的人是住在劏房
[00:07:58.880 --> 00:08:00.440]  很窮的
[00:08:00.440 --> 00:08:04.960]  劏房七百千一個月租很厲害
[00:08:04.960 --> 00:08:06.000]  都很貴的
[00:08:06.000 --> 00:08:08.120]  他們都很窮
[00:08:08.120 --> 00:08:10.280]  仍然可以住到劏房
[00:08:10.280 --> 00:08:14.160]  仍然可以一天有四五十塊買送錢
[00:08:14.160 --> 00:08:16.160]  這是最低的生活標準
[00:08:16.160 --> 00:08:17.480]  已經很窮了
[00:08:17.480 --> 00:08:18.840]  我們仍然可以生存
[00:08:18.840 --> 00:08:20.840]  這個不是太大問題
[00:08:20.840 --> 00:08:24.800]  我們基本上是爲了生活之道而煩惱
[00:08:24.800 --> 00:08:28.360]  我們很少想到生命之道
[00:08:28.360 --> 00:08:32.480]  生活之道有什麼與我們快樂有關呢?
[00:08:32.480 --> 00:08:34.480]  有個人很健康的
[00:08:34.480 --> 00:08:35.360]  他去看醫生
[00:08:35.360 --> 00:08:36.360]  跟醫生說
[00:08:36.360 --> 00:08:37.880]  我想有健康
[00:08:37.880 --> 00:08:39.880]  醫生幫他檢查過血壓
[00:08:39.880 --> 00:08:41.880]  很正常的 沒有事
[00:08:41.880 --> 00:08:44.120]  沒有事 我想有健康
[00:08:44.120 --> 00:08:45.160]  醫生跟他說
[00:08:45.160 --> 00:08:48.000]  你沒有病就是健康
[00:08:48.000 --> 00:08:50.600]  原來我們想快樂幸福
[00:08:50.600 --> 00:08:51.360]  很簡單的
[00:08:51.360 --> 00:08:53.360]  將一些令你不快樂
[00:08:53.360 --> 00:08:54.360]  不幸福的東西
[00:08:54.360 --> 00:08:55.600]  你拿走它
[00:08:55.600 --> 00:08:59.280]  那你就自然可以幸福和快樂了
[00:08:59.280 --> 00:09:01.600]  有什麼令我們不開心不快樂呢?
[00:09:01.600 --> 00:09:05.040]  當年我研究了一條方程式
[00:09:05.040 --> 00:09:07.640]  我每天都是按照方程式去做人
[00:09:07.640 --> 00:09:08.840]  又不用配的
[00:09:08.840 --> 00:09:09.880]  在我生命當中
[00:09:09.880 --> 00:09:12.560]  血液當中就流着這樣的血液
[00:09:12.560 --> 00:09:14.680]  有所謂四筆一枚油
[00:09:14.680 --> 00:09:15.680]  很容易記得
[00:09:15.680 --> 00:09:17.680]  四個筆一枚油
[00:09:17.680 --> 00:09:19.200]  這個筆是什麼呢?
[00:09:19.200 --> 00:09:21.200]  是筆袍軟
[00:09:21.200 --> 00:09:23.320]  不要袍軟
[00:09:23.320 --> 00:09:24.880]  太古城的劉家企都很穩的
[00:09:24.880 --> 00:09:27.360]  很多太古城都很穩的
[00:09:27.360 --> 00:09:28.880]  太古城因爲它的配套好
[00:09:28.880 --> 00:09:30.320]  地點好各方面
[00:09:30.320 --> 00:09:31.360]  而且太古城很特別
[00:09:31.360 --> 00:09:35.640]  它是一個早年興建的屋苑
[00:09:35.640 --> 00:09:37.280]  是多一些空間的
[00:09:37.280 --> 00:09:38.800]  新的都沒有那麼多
[00:09:38.800 --> 00:09:40.640]  多一些樹木的
[00:09:40.640 --> 00:09:41.320]  大家有沒有留意到
[00:09:41.320 --> 00:09:43.560]  太古城近年那些樹木
[00:09:43.560 --> 00:09:45.920]  那些樹葉越來越少
[00:09:45.920 --> 00:09:46.600]  爲什麼呢?
[00:09:46.600 --> 00:09:47.120]  天氣變化?
[00:09:47.120 --> 00:09:48.360]  不是的
[00:09:48.360 --> 00:09:50.400]  你滲得太多
[00:09:50.400 --> 00:09:51.800]  太多的滲
[00:09:51.800 --> 00:09:53.280]  滲得那些葉子都下來了
[00:09:53.280 --> 00:09:54.560]  太古城的樹葉是少了
[00:09:54.560 --> 00:09:56.960]  在數數里面少了
[00:09:56.960 --> 00:10:00.280]  其實我們太多的滲
[00:10:00.280 --> 00:10:03.320]  太古城是一個很典型的中產
[00:10:03.320 --> 00:10:04.600]  中產的階級
[00:10:04.600 --> 00:10:05.200]  相當不錯
[00:10:05.200 --> 00:10:07.520]  其實住太古城當然是很幸福
[00:10:07.520 --> 00:10:10.800]  但始終覺得不夠
[00:10:10.800 --> 00:10:13.120]  於是有很多的埋怨
[00:10:13.120 --> 00:10:15.480]  我做了電臺的節目很多年
[00:10:15.480 --> 00:10:16.840]  封煙節目
[00:10:16.840 --> 00:10:18.000]  其實我跟我拍檔講
[00:10:18.000 --> 00:10:19.600]  我們有時打電話被人罵
[00:10:19.600 --> 00:10:22.160]  我就說他不是罵我們
[00:10:22.160 --> 00:10:24.640]  這些人有很多不開心 很多投訴
[00:10:24.640 --> 00:10:27.080]  於是很多蒲園種拿着電話
[00:10:27.080 --> 00:10:29.040]  在那裏滲啊滲啊罵啊罵
[00:10:29.040 --> 00:10:30.160]  其實不知道罵什麼的
[00:10:30.160 --> 00:10:32.120]  讓他滲一下 讓他罵一下
[00:10:32.120 --> 00:10:35.120]  但是香港人不開心是因爲我們太多投訴
[00:10:35.120 --> 00:10:36.240]  倒數投訴
[00:10:36.240 --> 00:10:38.520]  很少投訴
[00:10:38.520 --> 00:10:39.600]  我發覺
[00:10:39.600 --> 00:10:41.240]  如果我們沒有那麼多投訴
[00:10:41.240 --> 00:10:42.400]  沒有那麼多不滿
[00:10:42.400 --> 00:10:44.880]  你會開心一點
[00:10:44.880 --> 00:10:46.720]  有一個美國的牧師
[00:10:46.720 --> 00:10:48.400]  以前是一個行家
[00:10:48.400 --> 00:10:49.400]  做廣播出身的
[00:10:49.400 --> 00:10:51.600]  所以他講得應該挺好聽的
[00:10:51.600 --> 00:10:56.800]  他很多年前在他自己的教會做了一個實驗
[00:10:56.800 --> 00:10:58.640]  他說我們的會友做了幾個圖
[00:10:58.640 --> 00:11:00.080]  都有很多投訴的
[00:11:00.080 --> 00:11:01.120]  我們不要那麼多投訴
[00:11:01.120 --> 00:11:02.240]  於是就做了一個實驗
[00:11:02.240 --> 00:11:04.000]  就教他們不要那麼多投訴
[00:11:04.000 --> 00:11:05.920]  於是就製造了一隻鴨
[00:11:05.920 --> 00:11:07.680]  膠鴨和膠手圈
[00:11:07.680 --> 00:11:08.800]  紫色的
[00:11:08.800 --> 00:11:11.720]  你就抱着它
[00:11:11.720 --> 00:11:13.480]  你一投訴
[00:11:13.480 --> 00:11:14.240]  你就換手
[00:11:14.240 --> 00:11:15.120]  本來是抱右手
[00:11:15.120 --> 00:11:17.440]  一有投訴就換手
[00:11:17.440 --> 00:11:21.040]  你要練習到連續三個禮拜
[00:11:21.040 --> 00:11:22.560]  你沒有換手的
[00:11:22.560 --> 00:11:25.360]  就是三個禮拜之內你沒有投訴
[00:11:25.360 --> 00:11:26.720]  沒有抱怨
[00:11:26.720 --> 00:11:28.320]  你就畢業了
[00:11:28.320 --> 00:11:30.040]  原來有科學根據的
[00:11:30.040 --> 00:11:31.880]  原來根據很多研究
[00:11:31.880 --> 00:11:33.320]  如果一個習慣
[00:11:33.320 --> 00:11:34.840]  你連續三個星期
[00:11:34.840 --> 00:11:36.360]  養成好習慣
[00:11:36.360 --> 00:11:37.640]  你是不是那麼刺牙
[00:11:37.640 --> 00:11:38.840]  沒有刺牙呢
[00:11:38.840 --> 00:11:39.520]  你試一下
[00:11:39.520 --> 00:11:41.800]  你每晚刺牙連續三個禮拜
[00:11:41.800 --> 00:11:43.000]  就不用人提醒你了
[00:11:43.000 --> 00:11:44.000]  你自動就記得
[00:11:44.000 --> 00:11:46.440]  三個禮拜之後你就會刺牙了
[00:11:46.440 --> 00:11:48.000]  三個禮拜可以形成一個習慣
[00:11:48.000 --> 00:11:50.920]  因爲牧師有令到他的會友形成一個習慣
[00:11:50.920 --> 00:11:54.360]  但是很多人經歷很久才成功
[00:11:54.360 --> 00:11:56.000]  就算是基督徒
[00:11:56.000 --> 00:11:57.560]  就算是牧師
[00:11:57.560 --> 00:12:00.080]  有時都會投訴
[00:12:00.080 --> 00:12:02.360]  有時都會抱怨
[00:12:02.360 --> 00:12:04.160]  投訴、抱怨
[00:12:04.160 --> 00:12:08.480]  是造成我們不開心的一個最重要的原因之一
[00:12:08.480 --> 00:12:09.840]  第一個不
[00:12:09.840 --> 00:12:11.080]  第一個不是什麼呢
[00:12:11.080 --> 00:12:15.040]  就是不做一些無謂的比較
[00:12:15.040 --> 00:12:17.640]  中產革新階層
[00:12:17.640 --> 00:12:19.320]  你其實向上望
[00:12:19.320 --> 00:12:20.920]  你爲什麼我還是住太古城
[00:12:20.920 --> 00:12:23.200]  爲什麼不住紮天山
[00:12:23.200 --> 00:12:24.160]  你又會覺得
[00:12:24.160 --> 00:12:25.640]  我這樣的人才
[00:12:25.640 --> 00:12:27.320]  沒理由做個小經理的
[00:12:27.320 --> 00:12:29.200]  我應該做董事長的
[00:12:29.200 --> 00:12:29.840]  你又想想
[00:12:29.840 --> 00:12:31.800]  以我們這樣的條件
[00:12:31.800 --> 00:12:33.960]  我們應該有5000萬身家
[00:12:33.960 --> 00:12:35.720]  怎麼只有3500萬呢
[00:12:35.720 --> 00:12:36.760]  哇
[00:12:36.760 --> 00:12:38.440]  整天跟別人比較
[00:12:38.440 --> 00:12:41.680]  那些年輕的父母更加將子女們比較
[00:12:41.680 --> 00:12:43.680]  我們一出生開始
[00:12:43.680 --> 00:12:46.880]  我們就不斷地跟別人比較、比較、比較
[00:12:46.880 --> 00:12:48.680]  香港人很喜歡跟別人比較
[00:12:48.680 --> 00:12:50.400]  傳媒整天找香港人跟上海人比
[00:12:50.400 --> 00:12:51.360]  跟新加坡人比
[00:12:51.360 --> 00:12:54.760]  似乎我們存在的位置跟別人比較
[00:12:54.760 --> 00:12:57.960]  我們不要做一些無謂的比較
[00:12:57.960 --> 00:13:00.520]  能夠自己知道自己的不足
[00:13:00.520 --> 00:13:01.840]  由自己知道的不足
[00:13:01.840 --> 00:13:03.720]  這個就是最開心的
[00:13:03.720 --> 00:13:06.760]  我從來沒有跟我的行家比較
[00:13:06.760 --> 00:13:07.880]  誰可以成爲名嘴
[00:13:07.880 --> 00:13:10.240]  誰可以有多少錢的年薪
[00:13:10.240 --> 00:13:11.400]  我從來不比較
[00:13:11.400 --> 00:13:14.160]  我只是比較今天的我
[00:13:14.160 --> 00:13:16.840]  會比昨天的我進步了
[00:13:16.840 --> 00:13:19.200]  這次我說的道比上次說的道
[00:13:19.200 --> 00:13:20.400]  又進步了
[00:13:20.400 --> 00:13:21.880]  我是自己跟自己比較
[00:13:21.880 --> 00:13:24.640]  是不斷地、慢慢地都有些進步
[00:13:24.640 --> 00:13:26.320]  今天的我
[00:13:26.320 --> 00:13:28.320]  是勝過昨天的我
[00:13:28.320 --> 00:13:31.280]  今天我是快樂過昨天的我
[00:13:31.280 --> 00:13:33.120]  我覺得這樣是最快樂的
[00:13:33.120 --> 00:13:36.520]  不要做一些無謂的比較
[00:13:36.520 --> 00:13:40.000]  第三個「不」其實是來自《聖經》
[00:13:40.000 --> 00:13:41.960]  很寶貴
[00:13:41.960 --> 00:13:48.000]  是「不要爲明天憂慮」
[00:13:48.000 --> 00:13:49.800]  我有一個好朋友
[00:13:49.800 --> 00:13:51.880]  他的節目很多人聽
[00:13:51.880 --> 00:13:53.280]  叫鄭子成
[00:13:53.280 --> 00:13:56.000]  今晚也有的
[00:13:56.000 --> 00:13:57.360]  9點到10點鐘
[00:13:57.360 --> 00:13:59.760]  音樂情人鄭子成
[00:13:59.760 --> 00:14:02.720]  他開場白很特別是他自己說出來的
[00:14:02.720 --> 00:14:07.760]  他說「不要預知未來的憂愁」
[00:14:07.760 --> 00:14:11.800]  「不要預知未來的憂愁」
[00:14:11.800 --> 00:14:15.280]  我們經常預知先辭未來前
[00:14:15.280 --> 00:14:19.160]  但其實我們更加容易預知未來的憂愁
[00:14:19.160 --> 00:14:21.840]  很多事情其實你不用快點擔心
[00:14:21.840 --> 00:14:23.960]  我們先擔心
[00:14:23.960 --> 00:14:25.200]  兒子還沒出生
[00:14:25.200 --> 00:14:27.880]  擔心他將來在這裏有沒有好學校呢?
[00:14:27.880 --> 00:14:29.040]  能不能逼他進去呢?
[00:14:29.040 --> 00:14:31.760]  怎麼怎麼 很多很多的憂愁
[00:14:31.760 --> 00:14:34.160]  老人家如是 中年人如是
[00:14:34.160 --> 00:14:36.880]  很多小朋友都如是
[00:14:36.880 --> 00:14:38.560]  小朋友有很多不開心
[00:14:38.560 --> 00:14:40.120]  有時候家長給他
[00:14:40.120 --> 00:14:41.880]  有時候也會跟同學比較
[00:14:41.880 --> 00:14:45.200]  有時候也會擔心自己怎麼算好呢?
[00:14:45.200 --> 00:14:48.440]  有時候我覺得時間是不是倒流呢?
[00:14:48.440 --> 00:14:50.120]  我在這裏中學的時候
[00:14:50.120 --> 00:14:51.560]  我住私人樓的
[00:14:51.560 --> 00:14:54.800]  我幾個好同學住公屋的
[00:14:54.800 --> 00:14:57.440]  住華富邨 住榆光邨
[00:14:57.440 --> 00:14:59.040]  我們有時候晚上聊天
[00:14:59.040 --> 00:15:01.320]  他說「我人生第一志願」
[00:15:01.320 --> 00:15:03.120]  「我要走出公屋」
[00:15:03.120 --> 00:15:04.520]  「我長大了 賺到錢了」
[00:15:04.520 --> 00:15:07.200]  「我一定不住公屋 我走出公屋」
[00:15:07.200 --> 00:15:09.440]  不過現在大學生的第一志願是什麼呢?
[00:15:09.440 --> 00:15:13.720]  (笑聲)
[00:15:13.720 --> 00:15:16.800]  時光就是這樣倒流
[00:15:16.800 --> 00:15:19.920]  有時候我們太過爲明天憂慮
[00:15:19.920 --> 00:15:23.200]  不要預知未來的憂愁
[00:15:23.200 --> 00:15:25.320]  不要爲明天的憂慮
[00:15:25.320 --> 00:15:28.160]  這是聖經從小教誨我
[00:15:28.160 --> 00:15:29.960]  不要爲明天憂慮
[00:15:29.960 --> 00:15:33.320]  只要爲明天做好最好的準備
[00:15:33.320 --> 00:15:35.560]  這就是第三個筆
[00:15:35.560 --> 00:15:36.520]  第四個筆呢
[00:15:36.520 --> 00:15:42.760]  這種情緒的控制叫做「不可含怒到日落」
[00:15:42.760 --> 00:15:46.240]  現在不準生氣了 生氣完了
[00:15:46.240 --> 00:15:48.320]  社會上很多人令我們很怒氣
[00:15:48.320 --> 00:15:50.000]  有時候和朋友喫飯
[00:15:50.000 --> 00:15:51.840]  一見到某個人出現
[00:15:51.840 --> 00:15:53.360]  飯都差點想打破碗
[00:15:53.360 --> 00:15:54.240]  一見到那個人出現
[00:15:54.240 --> 00:15:55.720]  就是我們的領袖一出現
[00:15:55.720 --> 00:15:57.080]  一見到他就生氣了
[00:15:57.080 --> 00:15:59.280]  整天都見到他生氣 很生氣
[00:15:59.280 --> 00:16:01.760]  我們有很多的憤怒 埋在心裏面
[00:16:01.760 --> 00:16:03.600]  這個得罪你 那個就不對
[00:16:03.600 --> 00:16:07.520]  於是就很多的怨怒在心裏
[00:16:07.520 --> 00:16:10.720]  於是我們有很多情緒病
[00:16:10.720 --> 00:16:12.040]  很多抑鬱症
[00:16:12.040 --> 00:16:15.760]  很多狂躁症才厲害
[00:16:15.760 --> 00:16:18.080]  有時候在地鐵上見到很多人狂躁症
[00:16:18.080 --> 00:16:20.120]  嗨嗨他想打你
[00:16:20.120 --> 00:16:22.240]  有時候那個叫拉拉他很想喫人
[00:16:22.240 --> 00:16:23.360]  很多東西
[00:16:23.360 --> 00:16:25.080]  那些年輕人更加厲害
[00:16:25.080 --> 00:16:27.720]  你發現網上的言論
[00:16:27.720 --> 00:16:31.000]  說得好像不共戴天之仇
[00:16:31.000 --> 00:16:34.600]  說的話不適合你聽 好像不共戴天之仇
[00:16:34.600 --> 00:16:36.760]  那種憤怒
[00:16:36.760 --> 00:16:38.840]  香港以前是一個示威之都
[00:16:38.840 --> 00:16:41.200]  其實現在是一個憤怒之都
[00:16:41.200 --> 00:16:43.880]  憤怒背後是一種病態
[00:16:43.880 --> 00:16:45.760]  會病的 我經常覺得
[00:16:45.760 --> 00:16:49.240]  你愛一個人和你恨一個人
[00:16:49.240 --> 00:16:51.840]  都用真感情
[00:16:51.840 --> 00:16:54.120]  那你將多點感情來愛人
[00:16:54.120 --> 00:16:56.960]  不要來恨人 這樣可能更加好一點
[00:16:56.960 --> 00:16:58.360]  不可含怒到日落
[00:16:58.360 --> 00:17:01.280]  所以我都會生氣的 見到東西都會生氣的
[00:17:01.280 --> 00:17:03.480]  有時候和太太有一點點意見
[00:17:03.480 --> 00:17:04.960]  不過我們很快的
[00:17:04.960 --> 00:17:07.080]  一到天黑喫飯
[00:17:07.080 --> 00:17:08.200]  一定不準生氣的
[00:17:08.200 --> 00:17:10.560]  很短時間內
[00:17:10.560 --> 00:17:12.480]  不可含怒到日落
[00:17:12.480 --> 00:17:15.640]  就是我們控制我們的情緒
[00:17:15.640 --> 00:17:17.080]  沒有什麼呢 沒有就是
[00:17:17.080 --> 00:17:20.200]  我們沒有咒詛 只有祝福
[00:17:20.200 --> 00:17:22.720]  我們不要整天說咒詛人的說話
[00:17:22.720 --> 00:17:25.120]  我們多點說祝福人的說話
[00:17:25.120 --> 00:17:28.680]  我其中一個副業是教人說話的
[00:17:28.680 --> 00:17:31.400]  我幫政府部門 幫很多人去說話
[00:17:31.400 --> 00:17:35.560]  遲點又會幫勞工處開一個很大的講座
[00:17:35.560 --> 00:17:39.240]  教他們如何和年輕人去做生涯規劃
[00:17:39.240 --> 00:17:42.840]  很簡單 是一個充滿了負面的情緒
[00:17:42.840 --> 00:17:45.000]  多說些正面的說話
[00:17:45.000 --> 00:17:47.240]  少些是咒人 說些不開心的話
