
[00:00:00.000 --> 00:00:04.560]  今天講到的主題是有關男女關係
[00:06:12.640 --> 00:06:16.640]  我們讚美你的慈愛直到萬代
[00:06:16.640 --> 00:06:19.640]  你是守約斯慈愛的主
[00:06:19.640 --> 00:06:24.640]  你是那位既大又能力,掌管萬有的神
[00:06:24.640 --> 00:06:30.640]  也是願意與人親近,揀選我們做你兒女的主
[00:06:30.640 --> 00:06:40.640]  你這份愛,這份大愛,這份厚愛,有時候我們真的不能完全理解
[00:06:40.640 --> 00:06:46.640]  祈求真理的聖靈幫助我們,打開我們的心
[00:06:46.640 --> 00:06:52.640]  讓我們今天在你的經文裏,感受天父你的愛
[00:06:52.640 --> 00:06:58.640]  明白你的愛,也接受你的保護和幫助
[00:06:58.640 --> 00:07:01.640]  體貼上主你的心意
[00:07:01.640 --> 00:07:06.640]  願意遵行你的旨意,跟從你
[00:07:06.640 --> 00:07:14.640]  我們的禱告是奉靠主耶穌基督的名字祈求,阿門
[00:07:14.640 --> 00:07:22.640]  今天我們會用一副SEX的眼鏡去檢視這五個個案
[00:07:22.640 --> 00:07:27.640]  這五個個案我們會看由Case A到Case E
[00:07:27.640 --> 00:07:32.640]  這副眼鏡有三塊鏡片
[00:07:32.640 --> 00:07:37.640]  我們會用這三塊鏡片,就是SEX的鏡片
[00:07:37.640 --> 00:07:44.640]  去審視這五個個案裏面,關於婚姻以外的同層關係
[00:07:44.640 --> 00:07:50.640]  我們會用第一副鏡片,就是S
[00:07:50.640 --> 00:07:56.640]  S是Sin to confess,是要認罪悔改
[00:07:56.640 --> 00:08:01.640]  我們會看看這五個個案裏面,究竟他有什麼罪呢?
[00:08:01.640 --> 00:08:05.640]  我們先看第一個Case,Case A
[00:08:05.640 --> 00:08:08.640]  邀請弟兄姊妹幫我們讀
[00:08:08.640 --> 00:08:11.640]  預備起,人若娶妻
[00:08:11.640 --> 00:08:20.640]  這個Case A有兩個結局
[00:08:20.640 --> 00:08:27.640]  我分了A1和A2,我們讀A1,女方的父母
[00:08:27.640 --> 00:08:37.640]  第二個結局,但若這是是真的
[00:08:37.640 --> 00:08:45.640]  這個Case A發生什麼事呢?
[00:08:45.640 --> 00:08:49.640]  當時的情況是一個男人,他娶了一個老婆
[00:08:49.640 --> 00:08:53.640]  但娶了一個老婆之後,他發現自己不喜歡她
[00:08:53.640 --> 00:08:59.640]  所以他就指控他的妻子在結婚之前已經不貞潔
[00:08:59.640 --> 00:09:06.640]  所以有兩個結局,一個是查證之後是真的,一個是假的
[00:09:06.640 --> 00:09:14.640]  查證這個假的男人就要被罰錢,終身不可休妻
[00:09:14.640 --> 00:09:20.640]  這個Case A1,我們看看這個男人有什麼罪呢?
[00:09:20.640 --> 00:09:28.640]  他的罪是他恨戶,因為恨戶不再喜歡,他棄妻
[00:09:28.640 --> 00:09:35.640]  在他來說,他選擇了用喜歡或不喜歡作為他維持婚姻的準則
[00:09:35.640 --> 00:09:41.640]  他任意而行,所以他捏造了妻子行可恥的事
[00:09:41.640 --> 00:09:46.640]  更加將一個醜名加在他這位妻子身上
[00:09:46.640 --> 00:09:52.640]  說他的妻子不是處女,沒有處女貞潔的憑據
[00:09:52.640 --> 00:09:59.640]  我們可以看看下一個表,因為你就會看到他在A1的罪行
[00:09:59.640 --> 00:10:06.640]  但如果查證這個女子,她確實在婚前已經不是處女
[00:10:06.640 --> 00:10:13.640]  其實這個也是他的罪,他不是以處女之身出嫁
[00:10:13.640 --> 00:10:18.640]  在婦姦的時候就犯了淫亂,在以色列中做了可恥的事
[00:10:18.640 --> 00:10:22.640]  所以他要接受懲罰,這個女人要被石頭打死
[00:10:22.640 --> 00:10:28.640]  這是Case A,我們看Case B,我們一起讀
[00:10:28.640 --> 00:10:44.640]  Case B很明顯,他的罪是婚外情,和有夫之婦同枕
[00:10:44.640 --> 00:10:48.640]  所以聖經形容這對男女為姦夫淫婦
[00:10:48.640 --> 00:10:53.640]  說他們需要一起處死,是他們的刑罰
[00:10:53.640 --> 00:10:58.640]  我們看Case C,Case C1和C2是很相似的
[00:10:58.640 --> 00:11:01.640]  所以我會放在一起,大家都會連著讀
[00:11:01.640 --> 00:11:10.640]  我們先讀C1,若一女子
[00:11:10.640 --> 00:11:13.640]  這兩個Case,Case 1和Case 2是很相似的
[00:11:13.640 --> 00:11:17.640]  所以我們又要看一下表的對比
[00:11:17.640 --> 00:11:26.640]  他們相似的地方是一個男人和一個已經訂婚的處女
[00:11:26.640 --> 00:11:30.640]  發生了同枕的關係
[00:11:30.640 --> 00:11:35.640]  可能你會問,為什麼兩個的結局相差這麼遠
[00:11:35.640 --> 00:11:38.640]  一個要死,一個不用死的懲罰
[00:11:38.640 --> 00:11:41.640]  是不是因為地方的問題,你們想不明白
[00:11:41.640 --> 00:11:45.640]  為什麼城中就有事,田野就沒事
[00:11:45.640 --> 00:11:52.640]  為什麼一個女人有叫就有事,沒有叫就沒事
[00:11:52.640 --> 00:11:55.640]  為什麼呢?
[00:11:55.640 --> 00:12:00.640]  城中和田野,地方不是重點
[00:12:00.640 --> 00:12:04.640]  重點其實是想帶出背後他們是不是志願
[00:12:04.640 --> 00:12:08.640]  在城裏面沒有叫這個女人
[00:12:08.640 --> 00:12:13.640]  代表她裏面是一個志願
[00:12:13.640 --> 00:12:19.640]  她是不是志願參與這次同枕的關係是關鍵
[00:12:19.640 --> 00:12:23.640]  在城中她叫會有人救她
[00:12:23.640 --> 00:12:27.640]  在田野,荒山野嶺怎樣叫都不會有人救她
[00:12:27.640 --> 00:12:30.640]  所以在C1的Case裏面
[00:12:30.640 --> 00:12:36.640]  這個女子是志願參與這次同枕的關係
[00:12:36.640 --> 00:12:39.640]  而C2的Case裏面的這位女子
[00:12:39.640 --> 00:12:43.640]  她是非志願參與這次同枕的關係
[00:12:43.640 --> 00:12:46.640]  所以聖經形容她被捉住,被逼
[00:12:46.640 --> 00:12:51.640]  在田野裏面遇見那個男子就捉住她與她同枕
[00:12:51.640 --> 00:12:54.640]  所以這個Case是屬於被強暴
[00:12:54.640 --> 00:12:59.640]  也因此聖經寫明
[00:12:59.640 --> 00:13:04.640]  C2這個Case就不可對女子處刑
[00:13:04.640 --> 00:13:07.640]  這個女子是沒有該死的罪
[00:13:07.640 --> 00:13:13.640]  這個案件就好比攻擊淪舍將她殺了一樣
[00:13:13.640 --> 00:13:14.640]  即是誤殺的Case
[00:13:14.640 --> 00:13:19.640]  這個在早幾個星期的講道裏面有提過誤殺的情況
[00:13:19.640 --> 00:13:23.640]  這個Case對比的情況是很相似
[00:13:23.640 --> 00:13:27.640]  就是她是一個被迫不志願的情況
[00:13:27.640 --> 00:13:32.640]  所以這個女子是沒有該死的罪
[00:13:32.640 --> 00:13:39.640]  神去設立嚴厲的同枕法律律法(Torah)
[00:13:39.640 --> 00:13:41.640]  其實是很細心
[00:13:41.640 --> 00:13:45.640]  你會見到神用了很多愛放在條例裏面
[00:13:45.640 --> 00:13:48.640]  祂不會冤枉無辜者
[00:13:48.640 --> 00:13:51.640]  就是這個C2 Case的女子
[00:13:51.640 --> 00:13:53.640]  神看顧婦女
[00:13:53.640 --> 00:13:56.640]  神保護弱勢的女子
[00:13:56.640 --> 00:13:59.640]  我們繼續看Case D
[00:13:59.640 --> 00:14:01.640]  我們一起讀
[00:14:01.640 --> 00:14:08.640]  若有男子
[00:14:08.640 --> 00:14:11.640]  這個個案是這個男人
[00:14:11.640 --> 00:14:16.640]  他玷污了這個未訂婚的處女
[00:14:16.640 --> 00:14:18.640]  抓住她和她同枕
[00:14:18.640 --> 00:14:20.640]  這個是他的罪
[00:14:20.640 --> 00:14:23.640]  這個女子被強暴
[00:14:23.640 --> 00:14:27.640]  這個男子他得到的懲罰是罰錢
[00:14:27.640 --> 00:14:32.640]  要娶這個處女為他的妻
[00:14:32.640 --> 00:14:35.640]  和終生不可休她
[00:14:35.640 --> 00:14:37.640]  看到這裏
[00:14:37.640 --> 00:14:43.640]  不知道你會不會對於當中這個細節的條例有些好奇
[00:14:43.640 --> 00:14:47.640]  為什麼是終生不可休她
[00:14:47.640 --> 00:14:49.640]  這個個案是被強暴
[00:14:49.640 --> 00:14:52.640]  為什麼還要嫁給這個男人
[00:14:52.640 --> 00:14:54.640]  終生不可被休
[00:14:54.640 --> 00:14:56.640]  很恐怖
[00:14:56.640 --> 00:14:58.640]  其實之前我們看Case A
[00:14:58.640 --> 00:15:00.640]  Case A1的個案
[00:15:00.640 --> 00:15:02.640]  就是那個男人指控
[00:15:02.640 --> 00:15:04.640]  誣衊他的妻子
[00:15:04.640 --> 00:15:07.640]  並非以處女之身去嫁給他的時候
[00:15:07.640 --> 00:15:11.640]  最後那個定案也是要終生不可休妻
[00:15:11.640 --> 00:15:14.640]  可能從我們現代人的想法
[00:15:14.640 --> 00:15:16.640]  就覺得很奇怪
[00:15:16.640 --> 00:15:19.640]  這個已經是破損的關係
[00:15:19.640 --> 00:15:21.640]  怎麼可以維持到這個婚姻
[00:15:21.640 --> 00:15:23.640]  很受傷害
[00:15:23.640 --> 00:15:26.640]  我們就要留意一下
[00:15:26.640 --> 00:15:29.640]  這個男人終生不可休她
[00:15:29.640 --> 00:15:31.640]  是一個被動式
[00:15:31.640 --> 00:15:34.640]  是男人終生不可休她
[00:15:34.640 --> 00:15:36.640]  為什麼要這樣做呢
[00:15:36.640 --> 00:15:39.640]  其實是一個生活的保障
[00:15:39.640 --> 00:15:41.640]  對於這個女人生活的保障
[00:15:41.640 --> 00:15:45.640]  要為她繼續提供經濟的支持
[00:15:45.640 --> 00:15:47.640]  保障她繼續可以生存下去
[00:15:47.640 --> 00:15:49.640]  特別我們想像
[00:15:49.640 --> 00:15:51.640]  其實在古代的社會裏面
[00:15:51.640 --> 00:15:54.640]  完全是男人主導的世界
[00:15:54.640 --> 00:15:57.640]  一個被玷污了的女子
[00:15:57.640 --> 00:16:00.640]  她怎麼可以靠自己繼續生存下去
[00:16:00.640 --> 00:16:02.640]  不像今天這樣
[00:16:02.640 --> 00:16:05.640]  我們可以繼續上班 打工 賺錢
[00:16:05.640 --> 00:16:10.640]  所以神其實設立這個終生不可休妻的佛則
[00:16:10.640 --> 00:16:12.640]  是很細心的
[00:16:12.640 --> 00:16:14.640]  也是充滿了愛
[00:16:14.640 --> 00:16:16.640]  是神很看顧婦女
[00:16:16.640 --> 00:16:19.640]  保護弱勢的女子
[00:16:19.640 --> 00:16:21.640]  也補充一句
[00:16:21.640 --> 00:16:26.640]  在猶太的傳統執行這條律例的時候
[00:16:26.640 --> 00:16:29.640]  如果這個個案是一個強暴的個案
[00:16:29.640 --> 00:16:32.640]  就好像我們剛剛看的這個個案
[00:16:32.640 --> 00:16:36.640]  當事人 即是女事主和她的父親
[00:16:36.640 --> 00:16:40.640]  其實可以選擇拒絕接受這個offer
[00:16:40.640 --> 00:16:42.640]  即是拒絕接受這條婚事
[00:16:42.640 --> 00:16:44.640]  即是那個男人就罰她
[00:16:44.640 --> 00:16:46.640]  要終生不可休 一定要娶她
[00:16:46.640 --> 00:16:51.640]  但其實女方和她的家長可以決定不接受
[00:16:51.640 --> 00:16:54.640]  我們最後看Case E
[00:16:54.640 --> 00:16:56.640]  我們一起讀
[00:16:56.640 --> 00:17:03.640]  不知道大家看這個經文的時候
[00:17:03.640 --> 00:17:05.640]  會不會又是一個很好奇的問題
[00:17:05.640 --> 00:17:07.640]  不是真的嗎
[00:17:07.640 --> 00:17:10.640]  沒有子女
[00:17:10.640 --> 00:17:13.640]  那個差距會不會太大
[00:17:13.640 --> 00:17:15.640]  沒有子女
[00:17:15.640 --> 00:17:22.640]  其實在古代近東的文化裏面
[00:17:22.640 --> 00:17:26.640]  男人娶老婆 第一個老婆就差不多年紀
[00:17:26.640 --> 00:17:28.640]  但如果老婆死了
[00:17:28.640 --> 00:17:32.640]  娶第二個老婆就可能比她小很多
[00:17:32.640 --> 00:17:33.640]  即是比較年輕
[00:17:33.640 --> 00:17:36.640]  甚至和她的兒子差不多大
[00:17:36.640 --> 00:17:42.640]  所以這個字本身在原文裏面是說
[00:17:42.640 --> 00:17:44.640]  娶父親的妻子
[00:17:44.640 --> 00:17:46.640]  所以有幾個演繹方法
[00:17:46.640 --> 00:17:49.640]  可以是繼母 前妻 或者是妾
[00:17:49.640 --> 00:17:51.640]  更加有些學者提出
[00:17:51.640 --> 00:17:54.640]  其實那個情況更加可能是
[00:17:54.640 --> 00:17:56.640]  父親死了
[00:17:56.640 --> 00:17:58.640]  所以娶完繼母之後
[00:17:58.640 --> 00:18:00.640]  後生繼母之後
[00:18:00.640 --> 00:18:02.640]  父親還要死了
[00:18:02.640 --> 00:18:05.640]  所以就有出現這個情況
[00:18:05.640 --> 00:18:09.640]  就是後生的兒子想娶後生的繼母
[00:18:09.640 --> 00:18:14.640]  而在新約教會也確實有這個個案
[00:18:14.640 --> 00:18:17.640]  在《哥林多前書》第五章裏面
[00:18:17.640 --> 00:18:23.640]  它說「我確實聽說在你們中間有淫亂的事
[00:18:23.640 --> 00:18:27.640]  這種淫亂連愛邦人中也沒有
[00:18:27.640 --> 00:18:32.640]  就是有人和他的繼母同居」
[00:18:32.640 --> 00:18:37.640]  聖經裏面確實有發生
[00:18:37.640 --> 00:18:39.640]  而這種淫亂的事
[00:18:39.640 --> 00:18:42.640]  連愛邦人也沒有
[00:18:42.640 --> 00:18:46.640]  竟然在教會裏面發生
[00:18:46.640 --> 00:18:49.640]  這種同審關係的淫亂
[00:18:49.640 --> 00:18:51.640]  玷污了教會
[00:18:51.640 --> 00:18:55.640]  所以不可以 不可以
[00:18:55.640 --> 00:18:59.640]  利美記裏面清楚說明
[00:18:59.640 --> 00:19:01.640]  淫亂的禁令
[00:19:01.640 --> 00:19:05.640]  是要禁止迎娶繼母
[00:19:05.640 --> 00:19:07.640]  在這裏《生命記》
[00:19:07.640 --> 00:19:10.640]  雖然沒有說刑罰是甚麼
[00:19:10.640 --> 00:19:12.640]  但在利美記之中
[00:19:12.640 --> 00:19:18.640]  清楚說明這是耶和華神去憎惡的事
[00:19:18.640 --> 00:19:20.640]  無論誰做了
[00:19:20.640 --> 00:19:25.640]  都必須從百姓中剪除
[00:19:25.640 --> 00:19:28.640]  神去設立這些淫亂的禁令
[00:19:28.640 --> 00:19:31.640]  重點原因有兩個
[00:19:31.640 --> 00:19:36.640]  一是要保護女性
[00:19:36.640 --> 00:19:42.640]  二是要分別為性
[00:19:42.640 --> 00:19:47.640]  不可以視接觸異性為褻瀆的對象
[00:19:47.640 --> 00:19:49.640]  這是上主的指紋
[00:19:49.640 --> 00:19:56.640]  和愛邦文化必須劃清的底線
[00:19:56.640 --> 00:19:59.640]  從另一方面去想
[00:19:59.640 --> 00:20:06.640]  從倫理的角度去反省這個條例
[00:20:06.640 --> 00:20:11.640]  其實違法的人的確忽視了倫理之間的關係
[00:20:11.640 --> 00:20:13.640]  這個違法的人
[00:20:13.640 --> 00:20:17.640]  堅持娶父親的妻子
[00:20:17.640 --> 00:20:20.640]  是從個人的角度去出發
[00:20:20.640 --> 00:20:22.640]  從個人的私慾
[00:20:22.640 --> 00:20:25.640]  喜歡或不喜歡
[00:20:25.640 --> 00:20:26.640]  這是我的私事
[00:20:26.640 --> 00:20:28.640]  其他人不要管
[00:20:28.640 --> 00:20:30.640]  因為他失視了
[00:20:30.640 --> 00:20:33.640]  他要尊敬他的父親
[00:20:33.640 --> 00:20:34.640]  所以聖經說
[00:20:34.640 --> 00:20:37.640]  他是揭開了父親的私隱
[00:20:37.640 --> 00:20:42.640]  侵犯了父親的權益
[00:20:42.640 --> 00:20:44.640]  但是
[00:20:44.640 --> 00:20:47.640]  神整全的心意
[00:20:47.640 --> 00:20:49.640]  他的Torah
[00:20:49.640 --> 00:20:51.640]  訓誨
[00:20:51.640 --> 00:20:55.640]  是要保護倫理之間的關係
[00:20:55.640 --> 00:20:59.640]  女 夫 妻 父 子
[00:20:59.640 --> 00:21:01.640]  倫社之間
[00:21:01.640 --> 00:21:03.640]  要有正確的關係
[00:21:03.640 --> 00:21:05.640]  大家要互相關顧
[00:21:05.640 --> 00:21:08.640]  保護大家的關係
[00:21:08.640 --> 00:21:11.640]  這正是我們剛剛看過
[00:21:11.640 --> 00:21:15.640]  檢視這五個案例裡的問題
[00:21:15.640 --> 00:21:17.640]  當中犯罪的人
[00:21:17.640 --> 00:21:19.640]  他們以為同枕關係
[00:21:19.640 --> 00:21:22.640]  只是個人的私事
[00:21:22.640 --> 00:21:25.640]  各人隨己喜好而行
[00:21:25.640 --> 00:21:28.640]  失視了群體的關係
[00:21:28.640 --> 00:21:30.640]  結果令到他們的父母
[00:21:30.640 --> 00:21:32.640]  倫社 城中的百姓
[00:21:32.640 --> 00:21:36.640]  一起承受因為他們淫亂的罪
[00:21:36.640 --> 00:21:39.640]  所帶來的傷害
[00:21:39.640 --> 00:21:41.640]  一起受苦
[00:21:41.640 --> 00:21:43.640]  而其中三個個案
[00:21:43.640 --> 00:21:46.640]  更加被稱為惡
[00:21:46.640 --> 00:21:51.640]  是Evil
[00:21:51.640 --> 00:21:54.640]  我們這個SEX的眼鏡
[00:21:54.640 --> 00:21:58.640]  第二塊鏡片是E
[00:21:58.640 --> 00:22:02.640]  是Evil 是惡
[00:22:02.640 --> 00:22:08.640]  聖經裡有三個個案提到是惡
[00:22:08.640 --> 00:22:12.640]  我們重溫一下
[00:22:12.640 --> 00:22:17.640]  在Case 2裡指控妻子婚前不貞潔
[00:22:17.640 --> 00:22:19.640]  結果是真的
[00:22:19.640 --> 00:22:23.640]  所以這位妻子要被石頭打死
[00:22:23.640 --> 00:22:25.640]  聖經稱為惡
[00:22:25.640 --> 00:22:27.640]  Case B
[00:22:27.640 --> 00:22:31.640]  有人與有夫之父同枕
[00:22:31.640 --> 00:22:34.640]  聖經稱這對姦夫淫婦為惡
[00:22:34.640 --> 00:22:37.640]  他們要一起處死
[00:22:37.640 --> 00:22:38.640]  C1
[00:22:38.640 --> 00:22:42.640]  有一個男人與已經訂婚的處女同枕
[00:22:42.640 --> 00:22:44.640]  在城裡
[00:22:44.640 --> 00:22:46.640]  聖經稱他們為惡
[00:22:46.640 --> 00:22:50.640]  要用石頭打死他們
[00:22:50.640 --> 00:22:53.640]  惡是甚麼意思呢?
[00:22:53.640 --> 00:22:57.640]  是壞對比好
[00:22:57.640 --> 00:23:00.640]  是直接指向這案中
[00:23:00.640 --> 00:23:06.640]  這三對犯了姦淫的男和女
[00:23:06.640 --> 00:23:09.640]  婚姻以外的同枕關係
[00:23:09.640 --> 00:23:12.640]  無論是婚前或婚姻中發生的
[00:23:12.640 --> 00:23:15.640]  婚姻以外的同枕關係
[00:23:15.640 --> 00:23:17.640]  被稱為惡
[00:23:17.640 --> 00:23:19.640]  簡單來說
[00:23:19.640 --> 00:23:24.640]  只有在婚姻中的同枕關係才是好
[00:23:24.640 --> 00:23:28.640]  才是合神心意
[00:23:28.640 --> 00:23:31.640]  聖經用了一個很強烈的動詞
[00:23:31.640 --> 00:23:33.640]  除掉
[00:23:33.640 --> 00:23:34.640]  Remove
[00:23:34.640 --> 00:23:35.640]  Burn
[00:23:35.640 --> 00:23:36.640]  燒掉
[00:23:36.640 --> 00:23:37.640]  除掉
[00:23:37.640 --> 00:23:40.640]  非常強烈的動詞
[00:23:40.640 --> 00:23:42.640]  即是要很突然
[00:23:42.640 --> 00:23:43.640]  很猛烈
[00:23:43.640 --> 00:23:45.640]  把他突然清走
[00:23:45.640 --> 00:23:47.640]  掃走
[00:23:47.640 --> 00:23:50.640]  所以是死罪
[00:23:50.640 --> 00:23:51.640]  中間
[00:23:51.640 --> 00:23:52.640]  我們有沒有留意到
[00:23:52.640 --> 00:23:53.640]  有一個字
[00:23:53.640 --> 00:23:55.640]  我用綠色highlight
[00:23:55.640 --> 00:23:59.640]  你就把惡從你中間除掉
[00:23:59.640 --> 00:24:01.640]  甚麼是中間呢?
[00:24:01.640 --> 00:24:04.640]  中間是群體
[00:24:04.640 --> 00:24:06.640]  是community
[00:24:06.640 --> 00:24:08.640]  這個群體
[00:24:08.640 --> 00:24:10.640]  是信主的群體
[00:24:10.640 --> 00:24:11.640]  是教會
[00:24:11.640 --> 00:24:13.640]  是神的子民
[00:24:13.640 --> 00:24:17.640]  同枕淫亂的關係
[00:24:17.640 --> 00:24:21.640]  他們在婚姻以外的同枕關係
[00:24:21.640 --> 00:24:24.640]  玷污了教會
[00:24:24.640 --> 00:24:27.640]  所以要把這個惡
[00:24:27.640 --> 00:24:29.640]  從信主群體
[00:24:29.640 --> 00:24:30.640]  從教會
[00:24:30.640 --> 00:24:34.640]  從神的子民中間除掉
[00:24:34.640 --> 00:24:36.640]  原因是
[00:24:36.640 --> 00:24:38.640]  因為神愛我們
[00:24:38.640 --> 00:24:43.640]  神要保護信主群體之間的關係
[00:24:43.640 --> 00:24:45.640]  神體重關係
[00:24:45.640 --> 00:24:52.640]  神呼召的是群體
[00:24:52.640 --> 00:24:55.640]  我們這一副SEX眼鏡
[00:24:55.640 --> 00:24:59.640]  最後的一塊鏡片是X
[00:24:59.640 --> 00:25:00.640]  X
[00:25:00.640 --> 00:25:02.640]  交叉
[00:25:02.640 --> 00:25:04.640]  say no
[00:25:04.640 --> 00:25:05.640]  我們要對於
[00:25:05.640 --> 00:25:08.640]  剛剛看了的這五個案例
[00:25:08.640 --> 00:25:09.640]  說不
[00:25:09.640 --> 00:25:15.640]  要拒絕任何婚姻以外的同枕關係
[00:25:15.640 --> 00:25:16.640]  這個X
[00:25:16.640 --> 00:25:19.640]  如果你把它擺明一點
[00:25:19.640 --> 00:25:23.640]  是cross
[00:25:23.640 --> 00:25:26.640]  面對生活的試探
[00:25:26.640 --> 00:25:28.640]  每天的試探
[00:25:28.640 --> 00:25:31.640]  我們每天要仰望主耶穌
[00:25:31.640 --> 00:25:35.640]  基督的十字架
[00:25:35.640 --> 00:25:39.640]  其實神很明白我們的軟弱
[00:25:39.640 --> 00:25:42.640]  在古以色列的歷史中
[00:25:42.640 --> 00:25:45.640]  沒有清楚的證據證明
[00:25:45.640 --> 00:25:48.640]  有很多像我們剛才看的case B
[00:25:48.640 --> 00:25:50.640]  所形容的姦夫淫婦
[00:25:50.640 --> 00:25:53.640]  最後真的被處死
[00:25:53.640 --> 00:25:55.640]  但這並不是神的話語
