
[00:00:00.000 --> 00:00:02.000]  各位早晨,請聖母平安
[00:01:18.000 --> 00:01:20.000]  你再猜幾次,我就猜到
[00:01:20.000 --> 00:01:22.000]  你接下來想出什麼
[00:01:22.000 --> 00:01:24.000]  然後我就連贏了
[00:01:24.000 --> 00:01:26.000]  幾次,炸了他很多飛機
[00:01:26.000 --> 00:01:28.000]  起了
[00:01:28.000 --> 00:01:30.000]  那時候我很喜歡起某個國旗
[00:01:30.000 --> 00:01:32.000]  或者不喜歡某些國旗
[00:01:32.000 --> 00:01:34.000]  接著你發覺
[00:01:34.000 --> 00:01:36.000]  我開始不說話了
[00:01:36.000 --> 00:01:38.000]  因為我開始軍債
[00:01:38.000 --> 00:01:40.000]  有幾十年開始,他就很生氣
[00:01:40.000 --> 00:01:42.000]  於是就指示我
[00:01:42.000 --> 00:01:44.000]  以後不跟你玩
[00:01:44.000 --> 00:01:46.000]  其實
[00:01:46.000 --> 00:01:48.000]  我們玩遊戲也好
[00:01:48.000 --> 00:01:50.000]  或者一些比賽也好
[00:01:50.000 --> 00:01:52.000]  輸和贏
[00:01:52.000 --> 00:01:54.000]  都一定有的事
[00:01:54.000 --> 00:01:56.000]  一定有的輸,一定有的贏
[00:01:56.000 --> 00:01:58.000]  對於小孩子來說
[00:01:58.000 --> 00:02:00.000]  輸贏
[00:02:00.000 --> 00:02:02.000]  很重要
[00:02:02.000 --> 00:02:04.000]  很計較
[00:02:04.000 --> 00:02:06.000]  因為當我們贏了比賽的時候
[00:02:06.000 --> 00:02:08.000]  他們就洋洋得意
[00:02:08.000 --> 00:02:10.000]  我們所謂的鬆毛鬆翼
[00:02:10.000 --> 00:02:12.000]  但是輸了之後
[00:02:12.000 --> 00:02:14.000]  他們就會表示
[00:02:14.000 --> 00:02:16.000]  他們沒有辦法接受
[00:02:16.000 --> 00:02:18.000]  甚至會發脾氣
[00:02:18.000 --> 00:02:20.000]  指著你來罵
[00:02:20.000 --> 00:02:22.000]  你一定要玩
[00:02:22.000 --> 00:02:24.000]  玩到他贏為止
[00:02:24.000 --> 00:02:26.000]  他不能夠面對輸的結果
[00:02:26.000 --> 00:02:30.000]  有些小孩子
[00:02:30.000 --> 00:02:32.000]  他們沒有辦法坦言
[00:02:32.000 --> 00:02:34.000]  去面對挫敗
[00:02:34.000 --> 00:02:36.000]  沒有辦法在困難裡
[00:02:36.000 --> 00:02:38.000]  或者在所謂的逆境裡
[00:02:38.000 --> 00:02:40.000]  學到一些教訓
[00:02:40.000 --> 00:02:42.000]  甚至乎
[00:02:42.000 --> 00:02:44.000]  沒有辦法尋求一些
[00:02:44.000 --> 00:02:46.000]  解決困境的方法
[00:02:46.000 --> 00:02:48.000]  第一個例子
[00:02:48.000 --> 00:02:50.000]  也只是說一些小孩子
[00:02:50.000 --> 00:02:52.000]  可能對於小孩子來說
[00:02:52.000 --> 00:02:54.000]  贏了
[00:02:54.000 --> 00:02:56.000]  贏了比賽
[00:02:56.000 --> 00:02:58.000]  或者他的成績好
[00:02:58.000 --> 00:03:00.000]  成績優越,表示我是好孩子
[00:03:00.000 --> 00:03:02.000]  我是一個乖的孩子
[00:03:02.000 --> 00:03:04.000]  我是最厲害的
[00:03:04.000 --> 00:03:06.000]  我最厲害的
[00:03:06.000 --> 00:03:08.000]  爸爸媽媽是會很疼我的
[00:03:08.000 --> 00:03:10.000]  但是輸了
[00:03:10.000 --> 00:03:12.000]  輸了我就不好了
[00:03:12.000 --> 00:03:14.000]  輸了我就不乖了
[00:03:14.000 --> 00:03:16.000]  輸了我就沒用了
[00:03:16.000 --> 00:03:18.000]  他們不會喜歡我的
[00:03:18.000 --> 00:03:20.000]  所以輸了對小孩子來說
[00:03:20.000 --> 00:03:22.000]  可能表示他沒有了爸爸媽媽
[00:03:22.000 --> 00:03:24.000]  或者師長
[00:03:24.000 --> 00:03:26.000]  或者朋友對他的
[00:03:26.000 --> 00:03:28.000]  奠賞和喜愛
[00:03:28.000 --> 00:03:30.000]  輸了對他們來說
[00:03:30.000 --> 00:03:32.000]  就好像什麼都沒有了
[00:03:32.000 --> 00:03:34.000]  是一個失敗
[00:03:34.000 --> 00:03:36.000]  是一個挫折
[00:03:36.000 --> 00:03:38.000]  那你就會想
[00:03:38.000 --> 00:03:40.000]  這些只是對小孩子來說
[00:03:40.000 --> 00:03:42.000]  玩天下太平
[00:03:42.000 --> 00:03:44.000]  對小孩子來說
[00:03:44.000 --> 00:03:46.000]  對我們大人來說
[00:03:46.000 --> 00:03:48.000]  我們怎麼會這樣呢?
[00:03:48.000 --> 00:03:50.000]  玩而已,遊戲而已
[00:03:50.000 --> 00:03:52.000]  比賽而已
[00:03:52.000 --> 00:03:54.000]  為什麼這麼計較?
[00:03:54.000 --> 00:03:56.000]  我想在座中每一個
[00:03:56.000 --> 00:03:58.000]  我們現實一點想一想
[00:03:58.000 --> 00:04:00.000]  請你想一想
[00:04:00.000 --> 00:04:02.000]  當你遇到一些挫折
[00:04:02.000 --> 00:04:04.000]  遇到一些困難的時候
[00:04:04.000 --> 00:04:06.000]  又或者
[00:04:06.000 --> 00:04:08.000]  頭頭碰著黑
[00:04:08.000 --> 00:04:10.000]  事事不暢順的時候
[00:04:10.000 --> 00:04:14.000]  還要說輸了
[00:04:14.000 --> 00:04:16.000]  好像什麼都沒有
[00:04:16.000 --> 00:04:18.000]  通常你會怎樣呢?
[00:04:18.000 --> 00:04:20.000]  面對著一些艱難
[00:04:20.000 --> 00:04:22.000]  面對著一些困局的時候
[00:04:22.000 --> 00:04:24.000]  你通常會怎樣呢?
[00:04:24.000 --> 00:04:26.000]  避也避吧
[00:04:26.000 --> 00:04:28.000]  是不是?
[00:04:28.000 --> 00:04:30.000]  又或者
[00:04:30.000 --> 00:04:32.000]  我現在很不開心
[00:04:32.000 --> 00:04:34.000]  我等人來安撫我
[00:04:34.000 --> 00:04:36.000]  我等人來關心我
[00:04:36.000 --> 00:04:38.000]  又或者
[00:04:38.000 --> 00:04:40.000]  最壞的就是你
[00:04:40.000 --> 00:04:42.000]  是別人的錯
[00:04:42.000 --> 00:04:44.000]  是別人的問題
[00:04:44.000 --> 00:04:46.000]  還是你願意
[00:04:46.000 --> 00:04:48.000]  去勇敢面對
[00:04:48.000 --> 00:04:50.000]  積極去探討
[00:04:50.000 --> 00:04:52.000]  問題所在在哪裡
[00:04:52.000 --> 00:04:54.000]  克服
[00:04:54.000 --> 00:04:56.000]  困難
[00:04:56.000 --> 00:04:58.000]  改變,更新
[00:04:58.000 --> 00:05:00.000]  你就能夠不再一樣
[00:05:00.000 --> 00:05:02.000]  好像剛才講的
[00:05:02.000 --> 00:05:04.000]  牧師帶我們
[00:05:04.000 --> 00:05:06.000]  敬拜的過程
[00:05:06.000 --> 00:05:08.000]  其實我們很明白
[00:05:08.000 --> 00:05:10.000]  人生遇到困難
[00:05:10.000 --> 00:05:12.000]  過節,不順意
[00:05:12.000 --> 00:05:14.000]  其實是在所難免
[00:05:14.000 --> 00:05:16.000]  你用什麼
[00:05:16.000 --> 00:05:18.000]  態度去面對
[00:05:18.000 --> 00:05:20.000]  才是最重要
[00:05:20.000 --> 00:05:22.000]  今時今日
[00:05:22.000 --> 00:05:24.000]  我們處身的這個環境
[00:05:24.000 --> 00:05:26.000]  又或者我們面對著整個世界
[00:05:26.000 --> 00:05:28.000]  整個香港
[00:05:28.000 --> 00:05:30.000]  甚至乎我們自己
[00:05:30.000 --> 00:05:32.000]  我們周圍的人
[00:05:32.000 --> 00:05:34.000]  其實都落在一個
[00:05:34.000 --> 00:05:36.000]  相對艱難的環境裏面
[00:05:36.000 --> 00:05:38.000]  到底我們怎樣
[00:05:38.000 --> 00:05:40.000]  幫我們自己
[00:05:40.000 --> 00:05:42.000]  又或者我們怎樣幫我們周圍的人
[00:05:42.000 --> 00:05:44.000]  去面對這些困難
[00:05:44.000 --> 00:05:46.000]  挫折
[00:05:46.000 --> 00:05:48.000]  甚至乎所謂的失敗
[00:05:48.000 --> 00:05:50.000]  今日我想
[00:05:50.000 --> 00:05:52.000]  透過馬可這個人物
[00:05:52.000 --> 00:05:54.000]  剛才讀了兩段經文
[00:05:54.000 --> 00:05:56.000]  我不是特別要解這些經文
[00:05:56.000 --> 00:05:58.000]  不過我是作為
[00:05:58.000 --> 00:06:00.000]  今日講到的一個背景
[00:06:00.000 --> 00:06:02.000]  一個背景
[00:06:02.000 --> 00:06:04.000]  和大家一起讀的
[00:06:04.000 --> 00:06:06.000]  兩大段經文
[00:06:06.000 --> 00:06:08.000]  其實如果你有留意
[00:06:08.000 --> 00:06:10.000]  他沒有出現馬可這個字
[00:06:10.000 --> 00:06:12.000]  但他出現了約翰這個字
[00:06:12.000 --> 00:06:14.000]  這個人物
[00:06:14.000 --> 00:06:16.000]  其實我就講
[00:06:16.000 --> 00:06:18.000]  今日很想透過約翰
[00:06:18.000 --> 00:06:20.000]  馬可這個人物
[00:06:20.000 --> 00:06:22.000]  讓我們去學
[00:06:22.000 --> 00:06:24.000]  面對生命裏面出現困難
[00:06:24.000 --> 00:06:26.000]  挫折,挫敗的時候
[00:06:26.000 --> 00:06:28.000]  我們有什麼
[00:06:28.000 --> 00:06:30.000]  可以反省和學習
[00:06:30.000 --> 00:06:32.000]  既然提到馬可
[00:06:32.000 --> 00:06:34.000]  先來看看
[00:06:34.000 --> 00:06:36.000]  這個人有什麼背景
[00:06:36.000 --> 00:06:38.000]  值得我們先知道
[00:06:38.000 --> 00:06:40.000]  先有些資料
[00:06:40.000 --> 00:06:42.000]  很清楚他是信義代理
[00:06:42.000 --> 00:06:44.000]  他是一個基督徒的家庭
[00:06:44.000 --> 00:06:46.000]  因為根據《使徒行傳》十二章
[00:06:46.000 --> 00:06:48.000]  十二節所描述
[00:06:48.000 --> 00:06:50.000]  他媽媽瑪利亞
[00:06:50.000 --> 00:06:52.000]  是一個愛住的人
[00:06:52.000 --> 00:06:54.000]  經常在他家裏面
[00:06:54.000 --> 00:06:56.000]  都會有祈禱會
[00:06:56.000 --> 00:06:58.000]  都會有基督徒聚會
[00:06:58.000 --> 00:07:00.000]  就這樣說
[00:07:00.000 --> 00:07:02.000]  有稱呼馬可的約翰
[00:07:02.000 --> 00:07:04.000]  這種寫法
[00:07:04.000 --> 00:07:06.000]  馬可是一個羅馬人
[00:07:06.000 --> 00:07:08.000]  慣用的名字
[00:07:08.000 --> 00:07:10.000]  表示有禮貌的意思
[00:07:10.000 --> 00:07:12.000]  而約翰是希伯來人
[00:07:12.000 --> 00:07:14.000]  用的一個名字
[00:07:14.000 --> 00:07:16.000]  意思就是神的恩賜
[00:07:16.000 --> 00:07:18.000]  他曾經
[00:07:18.000 --> 00:07:20.000]  曾經是福音的徒兵
[00:07:20.000 --> 00:07:22.000]  剛才我們聽到的時候
[00:07:22.000 --> 00:07:24.000]  這個就是我們今天
[00:07:24.000 --> 00:07:26.000]  稍後會提及的
[00:07:26.000 --> 00:07:28.000]  他是巴拿巴
[00:07:28.000 --> 00:07:30.000]  要挽回的一個年輕人
[00:07:30.000 --> 00:07:32.000]  也是我們今天
[00:07:32.000 --> 00:07:34.000]  稍後會講到的
[00:07:34.000 --> 00:07:36.000]  彼得的屬靈兒子
[00:07:36.000 --> 00:07:38.000]  在前書五章
[00:07:38.000 --> 00:07:40.000]  十三節提到的彼得
[00:07:40.000 --> 00:07:42.000]  在屬靈裏面
[00:07:42.000 --> 00:07:44.000]  去引領的一個兒子
[00:07:44.000 --> 00:07:46.000]  他是
[00:07:46.000 --> 00:07:48.000]  從保羅同工的
[00:07:48.000 --> 00:07:50.000]  稍後今天我們都會
[00:07:50.000 --> 00:07:52.000]  重點都會看到這裏
[00:07:52.000 --> 00:07:54.000]  還有一樣的資料
[00:07:54.000 --> 00:07:56.000]  你沒理由不知道的
[00:07:56.000 --> 00:07:58.000]  是吧?
[00:07:58.000 --> 00:08:00.000]  馬可應該是
[00:08:00.000 --> 00:08:02.000]  你有什麼資料?
[00:08:02.000 --> 00:08:04.000]  除了我剛才講的
[00:08:04.000 --> 00:08:06.000]  大堆之外
[00:08:06.000 --> 00:08:08.000]  馬可福音的作者
[00:08:08.000 --> 00:08:10.000]  是吧?
[00:08:10.000 --> 00:08:12.000]  有關馬可這個人生
[00:08:12.000 --> 00:08:14.000]  和事蹟
[00:08:14.000 --> 00:08:16.000]  我們在聖經裏掌握
[00:08:16.000 --> 00:08:18.000]  其實並不多
[00:08:18.000 --> 00:08:20.000]  但是透過一些所謂的
[00:08:20.000 --> 00:08:22.000]  一輪半找
[00:08:22.000 --> 00:08:24.000]  就是一個他曾經輸過
[00:08:24.000 --> 00:08:26.000]  他曾經
[00:08:26.000 --> 00:08:28.000]  失敗過
[00:08:28.000 --> 00:08:30.000]  他受過挫折的人
[00:08:30.000 --> 00:08:32.000]  竟然可以再站起來
[00:08:32.000 --> 00:08:34.000]  不單止是這樣
[00:08:34.000 --> 00:08:36.000]  他就能夠
[00:08:36.000 --> 00:08:38.000]  好被神去使用
[00:08:38.000 --> 00:08:40.000]  生命真的不再一樣
[00:08:40.000 --> 00:08:42.000]  而且能夠
[00:08:42.000 --> 00:08:44.000]  榮神益人
[00:08:44.000 --> 00:08:46.000]  我們首先看看
[00:08:46.000 --> 00:08:48.000]  馬可
[00:08:48.000 --> 00:08:50.000]  他的人生遇見
[00:08:50.000 --> 00:08:52.000]  有什麼困難呢?
[00:08:52.000 --> 00:08:54.000]  在史唐傳十五章
[00:08:54.000 --> 00:08:56.000]  三十六到四十一節
[00:08:56.000 --> 00:08:58.000]  剛才讀到的
[00:08:58.000 --> 00:09:00.000]  史唐傳十三章四節十三節
[00:09:00.000 --> 00:09:02.000]  其實裏面都涵蓋了
[00:09:02.000 --> 00:09:04.000]  我們首先看看馬可
[00:09:04.000 --> 00:09:06.000]  這個弱漢
[00:09:06.000 --> 00:09:08.000]  他究竟遇到什麼困難呢?
[00:09:08.000 --> 00:09:10.000]  在這個
[00:09:10.000 --> 00:09:12.000]  史唐傳十五章
[00:09:12.000 --> 00:09:14.000]  三十六到四十一節
[00:09:14.000 --> 00:09:16.000]  那裏的時候
[00:09:16.000 --> 00:09:18.000]  這段經文主要就是說
[00:09:18.000 --> 00:09:20.000]  保羅
[00:09:20.000 --> 00:09:22.000]  與巴拿巴
[00:09:22.000 --> 00:09:24.000]  起了爭論
[00:09:24.000 --> 00:09:26.000]  要不要帶馬可繼續去?
[00:09:26.000 --> 00:09:28.000]  而最後結果鬧至分手
[00:09:28.000 --> 00:09:30.000]  從人的眼光
[00:09:30.000 --> 00:09:32.000]  看起來
[00:09:32.000 --> 00:09:34.000]  這是一件很可惜
[00:09:34.000 --> 00:09:36.000]  很遺憾
[00:09:36.000 --> 00:09:38.000]  很失敗的事
[00:09:38.000 --> 00:09:40.000]  最後巴拿巴帶著馬可
[00:09:40.000 --> 00:09:42.000]  去了居比路
[00:09:42.000 --> 00:09:44.000]  展開了他的
[00:09:44.000 --> 00:09:46.000]  全方的侍奉
[00:09:46.000 --> 00:09:48.000]  帶著另一個忍西拉
[00:09:48.000 --> 00:09:50.000]  去繼續他的報道旅程
[00:09:50.000 --> 00:09:52.000]  兵分了兩路結果
[00:09:52.000 --> 00:09:54.000]  我們不妨看看這件事
[00:09:54.000 --> 00:09:56.000]  這段分手的事
[00:09:56.000 --> 00:09:58.000]  的前因後果
[00:09:58.000 --> 00:10:00.000]  原來之前
[00:10:00.000 --> 00:10:02.000]  保羅與巴拿巴
[00:10:02.000 --> 00:10:04.000]  去受差會的差派
[00:10:04.000 --> 00:10:06.000]  根據
[00:10:06.000 --> 00:10:08.000]  史唐傳十三章
[00:10:08.000 --> 00:10:10.000]  四至十三節的描述
[00:10:10.000 --> 00:10:12.000]  他們帶著馬可
[00:10:12.000 --> 00:10:14.000]  去了很多地方傳福音
[00:10:14.000 --> 00:10:16.000]  當中
[00:10:16.000 --> 00:10:18.000]  他們經歷了大大小小的難處
[00:10:18.000 --> 00:10:20.000]  中間
[00:10:20.000 --> 00:10:22.000]  有人相信耶穌
[00:10:22.000 --> 00:10:24.000]  很開心
[00:10:24.000 --> 00:10:26.000]  但也有人不相信
[00:10:26.000 --> 00:10:28.000]  不但不相信
[00:10:28.000 --> 00:10:30.000]  還用盡各種詭計
[00:10:30.000 --> 00:10:32.000]  方法來陷害他們
[00:10:32.000 --> 00:10:34.000]  甚至要用石頭打他們
[00:10:34.000 --> 00:10:36.000]  幾乎有生命的危險
[00:10:36.000 --> 00:10:38.000]  所以這次的旅程
[00:10:38.000 --> 00:10:40.000]  不但辛苦
[00:10:40.000 --> 00:10:42.000]  還要冒著生命的危險
[00:10:42.000 --> 00:10:44.000]  還有很多的威脅
[00:10:44.000 --> 00:10:46.000]  在這種情況下
[00:10:46.000 --> 00:10:48.000]  對於一個年少
[00:10:48.000 --> 00:10:50.000]  初出茅廬的馬可
[00:10:50.000 --> 00:10:52.000]  來說
[00:10:52.000 --> 00:10:54.000]  是一個極大的考驗
[00:10:54.000 --> 00:10:56.000]  結果
[00:10:56.000 --> 00:10:58.000]  受不住
[00:10:58.000 --> 00:11:00.000]  害怕
[00:11:00.000 --> 00:11:02.000]  沒有信心了
[00:11:02.000 --> 00:11:04.000]  打退堂鼓
[00:11:04.000 --> 00:11:06.000]  最後馬可的選擇是怎樣
[00:11:06.000 --> 00:11:08.000]  離隊
[00:11:08.000 --> 00:11:10.000]  回家
[00:11:10.000 --> 00:11:12.000]  《體恤行書》13章
[00:11:12.000 --> 00:11:14.000]  13席說
[00:11:14.000 --> 00:11:16.000]  保羅與同伴從帕花開船
[00:11:16.000 --> 00:11:18.000]  來到蓬菲尼亞的
[00:11:18.000 --> 00:11:20.000]  別家
[00:11:20.000 --> 00:11:22.000]  約翰(馬可)
[00:11:22.000 --> 00:11:24.000]  卻離開卡門
[00:11:24.000 --> 00:11:26.000]  回耶路撒冷去了
[00:11:26.000 --> 00:11:28.000]  單從這件事來看
[00:11:28.000 --> 00:11:30.000]  馬可真的
[00:11:30.000 --> 00:11:32.000]  失敗得不得了
[00:11:32.000 --> 00:11:34.000]  多難翻身
[00:11:34.000 --> 00:11:36.000]  一敗塗地
[00:11:36.000 --> 00:11:38.000]  沒有翻身之日
[00:11:38.000 --> 00:11:40.000]  我們不知道
[00:11:40.000 --> 00:11:42.000]  馬可為什麼會這樣
[00:11:42.000 --> 00:11:44.000]  可能馬可
[00:11:44.000 --> 00:11:46.000]  本身性格很懦弱
[00:11:46.000 --> 00:11:48.000]  也很可能
[00:11:48.000 --> 00:11:50.000]  他的家人對他很呵護
[00:11:50.000 --> 00:11:52.000]  遷就他
[00:11:52.000 --> 00:11:54.000]  不容易
[00:11:54.000 --> 00:11:56.000]  信服他
[00:11:56.000 --> 00:11:58.000]  不容易捱苦
[00:11:58.000 --> 00:12:00.000]  不容易面對困難
[00:12:00.000 --> 00:12:02.000]  根據大多數聖經學者
[00:12:02.000 --> 00:12:04.000]  他們的
[00:12:04.000 --> 00:12:06.000]  研究都認為
[00:12:06.000 --> 00:12:08.000]  馬可的出身
[00:12:08.000 --> 00:12:10.000]  是比較富裕的
[00:12:10.000 --> 00:12:12.000]  《體恤行書》13-15節
[00:12:12.000 --> 00:12:14.000]  《技術》
[00:12:14.000 --> 00:12:16.000]  耶穌升天之後
[00:12:16.000 --> 00:12:18.000]  門徒第一次聚會
[00:12:18.000 --> 00:12:20.000]  在一個樓房裡
[00:12:20.000 --> 00:12:22.000]  那個樓房
[00:12:22.000 --> 00:12:24.000]  容納120人
[00:12:24.000 --> 00:12:26.000]  你的房子容納
[00:12:26.000 --> 00:12:28.000]  120人也算挺大
[00:12:28.000 --> 00:12:30.000]  一般來說
[00:12:30.000 --> 00:12:32.000]  這個房子
[00:12:32.000 --> 00:12:34.000]  容納這麼多人
[00:12:34.000 --> 00:12:36.000]  是富有人家所擁有
[00:12:36.000 --> 00:12:38.000]  一般來說
[00:12:38.000 --> 00:12:40.000]  這個房子
[00:12:40.000 --> 00:12:42.000]  就是馬可的房子
[00:12:42.000 --> 00:12:44.000]  就是他們住的地方
[00:12:44.000 --> 00:12:46.000]  一個能夠擁有
[00:12:46.000 --> 00:12:48.000]  這麼大房子的人
[00:12:48.000 --> 00:12:50.000]  一般來說都是富有的人
[00:12:50.000 --> 00:12:52.000]  在家庭背景底下
[00:12:52.000 --> 00:12:54.000]  成長的人
[00:12:54.000 --> 00:12:56.000]  被人服侍慣
[00:12:56.000 --> 00:12:58.000]  反過來要去服侍別人
[00:12:58.000 --> 00:13:00.000]  要去聽別人的話
[00:13:00.000 --> 00:13:02.000]  要去信服
[00:13:02.000 --> 00:13:04.000]  又要周圍勞頓
[00:13:04.000 --> 00:13:06.000]  噴噴泡泡
[00:13:06.000 --> 00:13:08.000]  又要捱苦
[00:13:08.000 --> 00:13:10.000]  自然會覺得不習慣
[00:13:10.000 --> 00:13:12.000]  很容易捱不住
[00:13:12.000 --> 00:13:14.000]  遇到困難
[00:13:14.000 --> 00:13:16.000]  就打退堂鼓
[00:13:16.000 --> 00:13:18.000]  似乎有時我們都見慣不怪
[00:13:18.000 --> 00:13:20.000]  捱不住
[00:13:20.000 --> 00:13:22.000]  就離開
[00:13:22.000 --> 00:13:24.000]  就放棄
[00:13:24.000 --> 00:13:26.000]  怎樣都容易過繼續留下
[00:13:26.000 --> 00:13:28.000]  因為你都不知道你自己捱多久
[00:13:28.000 --> 00:13:30.000]  捱得住嗎?
[00:13:30.000 --> 00:13:32.000]  這是馬可的狀況
[00:13:32.000 --> 00:13:34.000]  現在我們香港
[00:13:34.000 --> 00:13:36.000]  很流行用那種叫做
[00:13:36.000 --> 00:13:38.000]  寓繳式的服務
[00:13:38.000 --> 00:13:40.000]  知不知道
[00:13:40.000 --> 00:13:42.000]  這類服務很容易出事
[00:13:42.000 --> 00:13:44.000]  所以政府都大肆宣傳
[00:13:44.000 --> 00:13:46.000]  叫你們
[00:13:46.000 --> 00:13:48.000]  消費者要小心小心
[00:13:48.000 --> 00:13:50.000]  最近有一間
[00:13:50.000 --> 00:13:52.000]  囤育的
[00:13:52.000 --> 00:13:54.000]  連鎖店
[00:13:54.000 --> 00:13:56.000]  也是賭幣
[00:13:56.000 --> 00:13:58.000]  也是寓繳式的
[00:13:58.000 --> 00:14:00.000]  我認識一個姊妹
[00:14:00.000 --> 00:14:02.000]  她報讀了一間
[00:14:02.000 --> 00:14:04.000]  學英文的
[00:14:04.000 --> 00:14:06.000]  學校
[00:14:06.000 --> 00:14:08.000]  也是寓繳式的
[00:14:08.000 --> 00:14:10.000]  於是就倒閉了
[00:14:10.000 --> 00:14:12.000]  她就是受害人
[00:14:12.000 --> 00:14:14.000]  她一次過
[00:14:14.000 --> 00:14:16.000]  交了二萬多元學費
[00:14:16.000 --> 00:14:18.000]  我們現在鼓勵她
[00:14:18.000 --> 00:14:20.000]  你多大都要循一個正途
[00:14:20.000 --> 00:14:22.000]  你不用
[00:14:22.000 --> 00:14:24.000]  潑婦罵街
[00:14:24.000 --> 00:14:26.000]  循正途去追討
[00:14:26.000 --> 00:14:28.000]  勸了她很久
[00:14:28.000 --> 00:14:30.000]  她一句
[00:14:30.000 --> 00:14:32.000]  不用麻煩了
[00:14:32.000 --> 00:14:34.000]  不懂就算了
[00:14:34.000 --> 00:14:36.000]  其實這位姊妹
[00:14:36.000 --> 00:14:38.000]  我們都探過她很多次
[00:14:38.000 --> 00:14:40.000]  她的家庭
[00:14:40.000 --> 00:14:42.000]  和她媽媽傳福音
[00:14:42.000 --> 00:14:44.000]  我們就知道為什麼
[00:14:44.000 --> 00:14:46.000]  這個姊妹會這樣
[00:14:46.000 --> 00:14:48.000]  因為她媽媽從小到大
[00:14:48.000 --> 00:14:50.000]  對於她們幾兄弟姊妹
[00:14:50.000 --> 00:14:52.000]  四兄弟姊妹都是照顧周到
[00:14:52.000 --> 00:14:54.000]  陰暖陰暖的
[00:14:54.000 --> 00:14:56.000]  她不用進廚房洗碗
[00:14:56.000 --> 00:14:58.000]  甚至她不會洗
[00:14:58.000 --> 00:15:00.000]  我們就勸她不行
[00:15:00.000 --> 00:15:02.000]  媽媽越來越老了
[00:15:02.000 --> 00:15:04.000]  要幫媽媽分擔家務
[00:15:04.000 --> 00:15:06.000]  於是有一次她真的進廚房
[00:15:06.000 --> 00:15:08.000]  幫忙洗碗碟
[00:15:08.000 --> 00:15:10.000]  真是所謂的
[00:15:10.000 --> 00:15:12.000]  吃東西不做
[00:15:12.000 --> 00:15:14.000]  做東西就打爛東西
[00:15:14.000 --> 00:15:16.000]  從此媽媽說你不要進來做
[00:15:16.000 --> 00:15:18.000]  於是她就
[00:15:18.000 --> 00:15:20.000]  很安然地覺得
[00:15:20.000 --> 00:15:22.000]  做什麼都做不到
[00:15:22.000 --> 00:15:24.000]  在大家當中
[00:15:24.000 --> 00:15:26.000]  我們很多
[00:15:26.000 --> 00:15:28.000]  我們都是一些
[00:15:28.000 --> 00:15:30.000]  有年輕的
[00:15:30.000 --> 00:15:32.000]  肢體
[00:15:32.000 --> 00:15:34.000]  有些人到中年
[00:15:34.000 --> 00:15:36.000]  或者有些年長
[00:15:36.000 --> 00:15:38.000]  人生我們都身經百善
[00:15:38.000 --> 00:15:40.000]  不論我們在什麼年紀
[00:15:40.000 --> 00:15:42.000]  你現在處身在什麼階段
[00:15:42.000 --> 00:15:44.000]  人生
[00:15:44.000 --> 00:15:46.000]  就是人生
[00:15:46.000 --> 00:15:48.000]  人生總有一些東西
[00:15:48.000 --> 00:15:50.000]  是我們控制不了的
[00:15:50.000 --> 00:15:52.000]  今天社會整個狀況
