
[00:00:00.000 --> 00:00:04.480]  在聖經裏面有好幾個地方
[00:01:32.640 --> 00:01:35.040]  都是說同一個典故的事
[00:01:35.040 --> 00:01:36.440]  所以換句話說
[00:01:36.440 --> 00:01:42.440]  這件事是什麼事令到上帝在出埃及記裏面要這樣說呢
[00:01:42.440 --> 00:01:47.640]  大概就是因為以色列人當時經歷在他們的歷史裏面
[00:01:47.640 --> 00:01:50.640]  民族的歷史裏面最艱難的一頁
[00:01:50.640 --> 00:01:55.640]  對以色列民族來說在埃及幾百年被奴役
[00:01:55.640 --> 00:01:59.440]  是非常之大的試煉
[00:01:59.440 --> 00:02:02.040]  這個考驗實在來得太大
[00:02:02.040 --> 00:02:03.840]  他們心裏面有條問題
[00:02:03.840 --> 00:02:06.640]  神去了哪裏呢到底
[00:02:06.640 --> 00:02:08.640]  為什麼不理我們這個民族
[00:02:08.640 --> 00:02:10.440]  我們是你的神的選民
[00:02:10.440 --> 00:02:14.840]  為什麼你可以丟棄我們這麼多百年呢
[00:02:14.840 --> 00:02:17.640]  在歷史裏面第二次世界大戰
[00:02:17.640 --> 00:02:20.640]  我們都知道有六百多萬的猶太人
[00:02:20.640 --> 00:02:24.640]  被希特拉來虐待或者殺害
[00:02:24.640 --> 00:02:26.240]  有些沒有死不去的
[00:02:26.240 --> 00:02:28.640]  或者死之前他們做些什麼呢
[00:02:28.640 --> 00:02:30.240]  他們拿來做實驗
[00:02:30.240 --> 00:02:32.040]  有冷凍的實驗
[00:02:32.040 --> 00:02:34.240]  有強迫換血的實驗
[00:02:34.240 --> 00:02:37.840]  甚至拿他們的脂肪來做肥皂
[00:02:37.840 --> 00:02:42.640]  用他們的皮來做手袋
[00:02:42.640 --> 00:02:44.640]  做燈罩
[00:02:44.640 --> 00:02:50.240]  單單在波蘭這個地方已經死了幾百萬的猶太人
[00:02:50.240 --> 00:02:52.040]  他們不斷地問
[00:02:52.040 --> 00:02:54.240]  我們是猶太人是你的選民
[00:02:54.240 --> 00:02:56.440]  神呀你在哪裏
[00:02:56.440 --> 00:03:01.240]  神呀難道我們不是阿伯拉罕的子孫嗎
[00:03:01.240 --> 00:03:02.840]  你不是阿伯拉罕的神嗎
[00:03:02.840 --> 00:03:04.840]  你不是我們列祖的神嗎
[00:03:04.840 --> 00:03:08.840]  為什麼要放棄我們這麼久
[00:03:08.840 --> 00:03:11.640]  所以我們大概能夠明白
[00:03:11.640 --> 00:03:15.640]  為什麼在初一級的一開始的時候
[00:03:15.640 --> 00:03:19.640]  上帝跟摩西說出這一句話
[00:03:19.640 --> 00:03:24.040]  因為就要回應埃及人壓迫之下
[00:03:24.040 --> 00:03:29.640]  以色列人他們怎樣度過幾百年的艱苦歲月
[00:03:29.640 --> 00:03:31.840]  其實我們都是同一個問題
[00:03:31.840 --> 00:03:33.640]  我們作為我們來自同一個地方
[00:03:33.640 --> 00:03:35.240]  大部分來自同一個地方的人
[00:03:35.240 --> 00:03:38.040]  我們在這麼多年的這十多年裏面
[00:03:38.040 --> 00:03:40.040]  我們都在問同一個問題
[00:03:40.040 --> 00:03:43.040]  到底神是否正在做事
[00:03:43.040 --> 00:03:44.640]  你有沒有理會過我們
[00:03:44.640 --> 00:03:48.040]  有沒有理會過我們這個地方
[00:03:48.040 --> 00:03:51.640]  什麼時候我們才會得到真正的自由
[00:03:51.640 --> 00:03:55.040]  大概我們要明白這件事的時候
[00:03:55.040 --> 00:03:58.040]  我們今天就要看一個很重要的人物
[00:03:58.040 --> 00:03:59.840]  就是阿伯拉罕
[00:03:59.840 --> 00:04:02.640]  但是不可以不看他的兒子
[00:04:02.640 --> 00:04:03.840]  就是以撒
[00:04:03.840 --> 00:04:05.840]  因為阿伯拉罕的神
[00:04:05.840 --> 00:04:08.040]  還有一個叫以撒的神
[00:04:08.040 --> 00:04:10.040]  他們都是這麼高這麼大這麼有份量的
[00:04:10.040 --> 00:04:12.040]  所以我們就不可以不理
[00:04:12.040 --> 00:04:14.040]  我們就嘗試從這個故事裏面
[00:04:14.040 --> 00:04:15.040]  去看一下
[00:04:15.040 --> 00:04:17.040]  到底他怎樣是阿伯拉罕的神
[00:04:17.040 --> 00:04:20.040]  又怎樣是以撒的神
[00:04:20.040 --> 00:04:22.040]  首先我們看一下阿伯拉罕的神
[00:04:22.040 --> 00:04:24.040]  我們首先看一下第一個清楚
[00:04:24.040 --> 00:04:25.440]  我們讀一讀這節經文好不好
[00:04:25.440 --> 00:04:28.040]  來自21章第14節到第15節創世紀
[00:04:28.040 --> 00:04:29.040]  請讀
[00:04:37.040 --> 00:04:39.040]  有把孩子交給他
[00:04:39.040 --> 00:04:40.040]  打發他走
[00:04:40.040 --> 00:04:42.040]  下甲就走了
[00:04:42.040 --> 00:04:45.040]  在別事吧的曠野走迷了路
[00:04:45.040 --> 00:04:47.040]  皮袋的水用盡了
[00:04:47.040 --> 00:04:50.040]  21章這裏就講到阿伯拉罕
[00:04:50.040 --> 00:04:51.040]  在一個清早的時間
[00:04:51.040 --> 00:04:55.040]  就將他一個妾侍
[00:04:55.040 --> 00:04:57.040]  或者用妾侍這個字眼
[00:04:57.040 --> 00:04:58.040]  其實應該是第二任的
[00:04:58.040 --> 00:04:59.040]  第二個老婆
[00:04:59.040 --> 00:05:01.040]  他的名字叫做下甲
[00:05:01.040 --> 00:05:02.040]  這個埃及人
[00:05:02.040 --> 00:05:05.040]  他就生了一個兒子叫做以撒瑪利
[00:05:05.040 --> 00:05:09.040]  就打發了這個母子離開他的家
[00:05:09.040 --> 00:05:11.040]  為什麼阿伯拉罕要這樣做呢
[00:05:11.040 --> 00:05:13.040]  因為他的妻子撒拉
[00:05:13.040 --> 00:05:15.040]  就很懼怕
[00:05:15.040 --> 00:05:18.040]  以撒瑪利這個兒子
[00:05:18.040 --> 00:05:22.040]  會搶走了他自己生的
[00:05:22.040 --> 00:05:24.040]  以撒的地位
[00:05:24.040 --> 00:05:30.040]  造成繼承權的一個非常之嚴重的挑戰
[00:05:30.040 --> 00:05:33.040]  所以就要阿伯拉罕趕走他們
[00:05:33.040 --> 00:05:35.040]  於是經文告訴我們
[00:05:35.040 --> 00:05:37.040]  阿伯拉罕就給了他們餅
[00:05:37.040 --> 00:05:38.040]  餅這個字
[00:05:38.040 --> 00:05:39.040]  撒鹹這個字
[00:05:39.040 --> 00:05:42.040]  其實是指麵包也可以
[00:05:42.040 --> 00:05:44.040]  簡單說就是一些充饑的食物
[00:05:44.040 --> 00:05:46.040]  也可以這樣說
[00:05:46.040 --> 00:05:48.040]  我相信大概不會很大量
[00:05:48.040 --> 00:05:49.040]  我想問一下大家
[00:05:49.040 --> 00:05:52.040]  假設你去一天的旅行
[00:05:52.040 --> 00:05:53.040]  Day trip
[00:05:53.040 --> 00:05:55.040]  你會不會帶大量的食物
[00:05:55.040 --> 00:05:56.040]  應該也不會
[00:05:56.040 --> 00:05:58.040]  最多一個mew deal
[00:05:58.040 --> 00:05:59.040]  我們估計
[00:05:59.040 --> 00:06:02.040]  阿伯拉罕當時不是給大量的食物他們
[00:06:02.040 --> 00:06:04.040]  可能只有幾塊餅
[00:06:04.040 --> 00:06:07.040]  但是你知道有些食物
[00:06:07.040 --> 00:06:09.040]  有些食物可以撐很久
[00:06:09.040 --> 00:06:10.040]  在這個沙漠地帶
[00:06:10.040 --> 00:06:12.040]  但是沒有了水
[00:06:12.040 --> 00:06:14.040]  那就很大件事了
[00:06:14.040 --> 00:06:16.040]  因為你知道天氣很炎熱
[00:06:16.040 --> 00:06:18.040]  如果沒有了水的話
[00:06:18.040 --> 00:06:20.040]  分分鐘是會死人的
[00:06:20.040 --> 00:06:24.040]  現在原來阿伯拉罕只是給了一皮袋的水給他們
[00:06:24.040 --> 00:06:27.040]  事實上阿伯拉罕這樣做
[00:06:27.040 --> 00:06:32.040]  幾乎可以說是估計他們會在這個曠野的地方
[00:06:32.040 --> 00:06:34.040]  是幾掙扎下
[00:06:34.040 --> 00:06:36.040]  死不死得去都成問題
[00:06:36.040 --> 00:06:38.040]  其實阿伯拉罕就是這次
[00:06:38.040 --> 00:06:40.040]  打發他們離開之後
[00:06:40.040 --> 00:06:42.040]  從來都沒有見過夏甲
[00:06:42.040 --> 00:06:44.040]  從來都沒有見過以實瑪利
[00:06:44.040 --> 00:06:46.040]  直到他死的那一天
[00:06:46.040 --> 00:06:49.040]  以實瑪利才回來去拜他
[00:06:49.040 --> 00:06:55.040]  意思上阿伯拉罕這個清早
[00:06:55.040 --> 00:06:57.040]  令到他非常之難過
[00:06:57.040 --> 00:06:59.040]  因為他要被逼趕走他一個兒子
[00:06:59.040 --> 00:07:01.040]  到第二個清早了
[00:07:01.040 --> 00:07:03.040]  經文在二十二章一開始的時候
[00:07:03.040 --> 00:07:05.040]  我們看看第二十二章第一節
[00:07:05.040 --> 00:07:07.040]  開始讀到第三節
[00:07:07.040 --> 00:07:29.040]  (中文字幕製作)
[00:07:29.040 --> 00:07:37.040]  (中文字幕製作)
[00:07:37.040 --> 00:07:40.040]  我們聽不聽到這裡有另一個清早
[00:07:40.040 --> 00:07:42.040]  我們不知道隔了多久會不會是第二天
[00:07:42.040 --> 00:07:43.040]  即刻是第二天呢
[00:07:43.040 --> 00:07:45.040]  我們不是完全確定
[00:07:45.040 --> 00:07:47.040]  但是這個是第二個清早了
[00:07:47.040 --> 00:07:49.040]  而經文亦都這麼巧隔著第二十一章
[00:07:49.040 --> 00:07:52.040]  這裡第二個清早又發生什麼事呢
[00:07:52.040 --> 00:07:55.040]  留在他身邊的只有一個兒子
[00:07:55.040 --> 00:07:56.040]  就是以實
[00:07:56.040 --> 00:08:01.040]  想不到現在耶和華吩咐他要獻給耶和華
[00:08:01.040 --> 00:08:02.040]  所以你看到
[00:08:02.040 --> 00:08:05.040]  這一次更加是一個更嚴重的挑戰
[00:08:05.040 --> 00:08:08.040]  因為唯一的兒子
[00:08:08.040 --> 00:08:12.040]  甚至是你的獨一兒子以實
[00:08:12.040 --> 00:08:15.040]  都要獻為梵濟
[00:08:15.040 --> 00:08:19.040]  兩個清早沒有了兩個兒子
[00:08:19.040 --> 00:08:21.040]  阿伯拉罕當然
[00:08:21.040 --> 00:08:22.040]  經文我們都知道
[00:08:22.040 --> 00:08:24.040]  阿伯拉罕是一個很聽神說的人
[00:08:24.040 --> 00:08:26.040]  於是他就跟著這樣做
[00:08:26.040 --> 00:08:28.040]  帶著兒子一起出發
[00:08:28.040 --> 00:08:30.040]  不過帶兒子出發
[00:08:30.040 --> 00:08:32.040]  還不夠的
[00:08:32.040 --> 00:08:33.040]  他做了一件事
[00:08:33.040 --> 00:08:36.040]  他就帶了兩個僕人走
[00:08:36.040 --> 00:08:39.040]  阿伯拉罕並不是沒有做事的
[00:08:39.040 --> 00:08:41.040]  經文在二十二章第三節
[00:08:41.040 --> 00:08:42.040]  他告訴我們
[00:08:42.040 --> 00:08:43.040]  他帶了兩個僕人
[00:08:43.040 --> 00:08:45.040]  希伯來文這個僕人這個字
[00:08:45.040 --> 00:08:47.040]  這個吶喊這個字
[00:08:47.040 --> 00:08:49.040]  其實就是指少年人
[00:08:49.040 --> 00:08:50.040]  不知道是不是因為
[00:08:50.040 --> 00:08:52.040]  以實是年輕人
[00:08:52.040 --> 00:08:55.040]  找一些陪伴一起陪著他都未定
[00:08:55.040 --> 00:08:57.040]  但是為什麼要帶兩個
[00:08:57.040 --> 00:08:59.040]  為什麼他不是帶一個
[00:08:59.040 --> 00:09:02.040]  其中一個比較流行的猶太人
[00:09:02.040 --> 00:09:04.040]  當中的一個解釋就是說
[00:09:04.040 --> 00:09:07.040]  萬一在這個旅程裡面
[00:09:07.040 --> 00:09:09.040]  神改變了他的心意
[00:09:09.040 --> 00:09:11.040]  他change了他的mind的話
[00:09:11.040 --> 00:09:14.040]  喂 還有兩個
[00:09:14.040 --> 00:09:16.040]  你明不明白意思
[00:09:16.040 --> 00:09:17.040]  還有兩個
[00:09:17.040 --> 00:09:18.040]  你一個不夠
[00:09:18.040 --> 00:09:20.040]  我兩個一起送給你
[00:09:20.040 --> 00:09:22.040]  阿伯拉罕並不是沒有想過的
[00:09:22.040 --> 00:09:25.040]  所以他帶兩個年輕人一起去
[00:09:25.040 --> 00:09:27.040]  萬一萬一
[00:09:27.040 --> 00:09:29.040]  還有一個彎可以轉
[00:09:29.040 --> 00:09:32.040]  當然這個是猶太人的傳統
[00:09:32.040 --> 00:09:33.040]  傳說來的
[00:09:33.040 --> 00:09:34.040]  到底是真還是假
[00:09:34.040 --> 00:09:35.040]  沒有人知道
[00:09:35.040 --> 00:09:38.040]  但是你要知道阿伯拉罕
[00:09:38.040 --> 00:09:40.040]  面對這麼大的考驗
[00:09:40.040 --> 00:09:43.040]  他怎樣去面對呢
[00:09:43.040 --> 00:09:45.040]  以實瑪利走了
[00:09:45.040 --> 00:09:47.040]  分分鐘他都估計
[00:09:47.040 --> 00:09:49.040]  可能死在曠野都未定
[00:09:49.040 --> 00:09:52.040]  現在連那個以撒
[00:09:52.040 --> 00:09:55.040]  他唯一的兒子都要拿走
[00:09:55.040 --> 00:09:58.040]  這個考驗實在太大
[00:09:58.040 --> 00:10:00.040]  這個考驗實在太大了
[00:10:00.040 --> 00:10:03.040]  神要求的竟然是獻人祭
[00:10:03.040 --> 00:10:04.040]  獻人為祭
[00:10:04.040 --> 00:10:09.040]  以前在阿伯拉罕早期周圍的環境
[00:10:09.040 --> 00:10:12.040]  原來有些民族是獻人為祭
[00:10:12.040 --> 00:10:14.040]  為什麼他們要獻人為祭
[00:10:14.040 --> 00:10:16.040]  一來可能是取悅神明
[00:10:16.040 --> 00:10:19.040]  二來可能是要
[00:10:19.040 --> 00:10:23.040]  令到這些神明幫他們做一些事
[00:10:23.040 --> 00:10:25.040]  又或者是希望這些神明
[00:10:25.040 --> 00:10:28.040]  來為他們的罪贖罪都未定
[00:10:28.040 --> 00:10:30.040]  所以就獻自己的子女
[00:10:30.040 --> 00:10:32.040]  獻人為祭
[00:10:32.040 --> 00:10:33.040]  獻給他們的神明
[00:10:33.040 --> 00:10:35.040]  但是萬萬都估不到
[00:10:35.040 --> 00:10:37.040]  以色列人信的神
[00:10:37.040 --> 00:10:40.040]  竟然都會玩這一套
[00:10:40.040 --> 00:10:42.040]  有誰估到會這樣做
[00:10:42.040 --> 00:10:45.040]  這個考驗來得實在太大
[00:10:45.040 --> 00:10:47.040]  神不是說過
[00:10:47.040 --> 00:10:50.040]  以撒是承受產業的那個嗎
[00:10:50.040 --> 00:10:53.040]  而以色列人的後代
[00:10:53.040 --> 00:10:54.040]  所有的祝福
[00:10:54.040 --> 00:10:58.040]  都是建基在這個兒子之後的所有的人
[00:10:58.040 --> 00:11:02.040]  上帝你在玩什麼
[00:11:02.040 --> 00:11:06.040]  你竟然自己打自己嘴巴
[00:11:06.040 --> 00:11:08.040]  你搞定了這個以撒
[00:11:08.040 --> 00:11:10.040]  你答應了就落空
[00:11:10.040 --> 00:11:12.040]  你還信不信得過
[00:11:12.040 --> 00:11:15.040]  有人說
[00:11:15.040 --> 00:11:18.040]  阿伯拉罕在第十二章出哈蘭的時候
[00:11:18.040 --> 00:11:22.040]  阿伯拉罕將他過去的人生放下
[00:11:22.040 --> 00:11:25.040]  而來到二十二章這裡
[00:11:25.040 --> 00:11:26.040]  是將他自己的民族
[00:11:26.040 --> 00:11:29.040]  將他自己甚至整個的群體
[00:11:29.040 --> 00:11:32.040]  的未來壓了上去
[00:11:32.040 --> 00:11:35.040]  到底阿伯拉罕
[00:11:35.040 --> 00:11:38.040]  怎樣回應這件事呢
[00:11:38.040 --> 00:11:40.040]  我們見到他做了三件事
[00:11:40.040 --> 00:11:43.040]  第一件事他有一個馴服的信心
[00:11:43.040 --> 00:11:46.040]  阿伯拉罕對神有一個超強的信心
[00:11:46.040 --> 00:11:47.040]  而這個超強的信心
[00:11:47.040 --> 00:11:50.040]  第一件事就是他有一個馴服的信心
[00:11:50.040 --> 00:11:51.040]  他是馬上去做
[00:11:51.040 --> 00:11:53.040]  他沒有猶豫
[00:11:53.040 --> 00:11:54.040]  他沒有拖多兩三天
[00:11:54.040 --> 00:11:55.040]  和我們很不同
[00:11:55.040 --> 00:11:57.040]  你叫小朋友做事
[00:11:57.040 --> 00:11:59.040]  你可不可以打個電話
[00:11:59.040 --> 00:12:01.040]  小朋友做事告訴你
[00:12:01.040 --> 00:12:04.040]  很多功課要做
[00:12:04.040 --> 00:12:05.040]  你英文不行
[00:12:05.040 --> 00:12:07.040]  我英文也不是很好
[00:12:07.040 --> 00:12:09.040]  其實坦白說他們很尷尬
[00:12:09.040 --> 00:12:10.040]  你知不知道
[00:12:10.040 --> 00:12:11.040]  不知道怎麼說
[00:12:11.040 --> 00:12:13.040]  你要他說
[00:12:13.040 --> 00:12:15.040]  所以就一直拖自決
[00:12:15.040 --> 00:12:16.040]  甚至你叫他看一封信
[00:12:16.040 --> 00:12:19.040]  或者幫你做個家務
[00:12:19.040 --> 00:12:21.040]  都不知道要等多久
[00:12:21.040 --> 00:12:22.040]  拖自決
[00:12:22.040 --> 00:12:24.040]  但是你看阿伯拉罕
[00:12:24.040 --> 00:12:26.040]  阿伯拉罕不是這樣的
[00:12:26.040 --> 00:12:28.040]  當然不一定是年輕人
[00:12:28.040 --> 00:12:31.040]  老公也是這樣
[00:12:31.040 --> 00:12:32.040]  沒錯
[00:12:32.040 --> 00:12:35.040]  但是阿伯拉罕拖都沒有拖
[00:12:35.040 --> 00:12:37.040]  是馬上就去行動
[00:12:37.040 --> 00:12:39.040]  另外信服也包括了什麼
[00:12:39.040 --> 00:12:41.040]  自己去做
[00:12:41.040 --> 00:12:43.040]  他自己去劈柴
[00:12:43.040 --> 00:12:45.040]  自己準備所需用的東西
[00:12:45.040 --> 00:12:46.040]  為什麼要自己做
[00:12:46.040 --> 00:12:48.040]  因為一個字
[00:12:48.040 --> 00:12:49.040]  愛
[00:12:49.040 --> 00:12:51.040]  當你愛這個人的時候
[00:12:51.040 --> 00:12:54.040]  你就會自己做
[00:12:54.040 --> 00:12:56.040]  而且希望做在他身上
[00:12:56.040 --> 00:12:57.040]  有些像什麼
[00:12:57.040 --> 00:13:00.040]  我不知道大家有沒有大學的學生
[00:13:00.040 --> 00:13:03.040]  家長有大學的子女
[00:13:03.040 --> 00:13:04.040]  一假期的時候
[00:13:04.040 --> 00:13:05.040]  你會不會發現
[00:13:05.040 --> 00:13:08.040]  你通常都會煮大餃給他們吃
[00:13:08.040 --> 00:13:10.040]  因為通常學生在宿舍
[00:13:10.040 --> 00:13:13.040]  都會吃什麼ready meal
[00:13:13.040 --> 00:13:14.040]  公仔麵
[00:13:14.040 --> 00:13:16.040]  或者你不吃
[00:13:16.040 --> 00:13:18.040]  一個麵包就算了
[00:13:18.040 --> 00:13:19.040]  但是你回到家的時候
[00:13:19.040 --> 00:13:22.040]  爸爸媽媽一定會煮好湯給你
[00:13:22.040 --> 00:13:24.040]  一定會煮好東西給你
[00:13:24.040 --> 00:13:26.040]  煮你喜歡吃的東西給你
[00:13:26.040 --> 00:13:27.040]  為什麼
[00:13:27.040 --> 00:13:28.040]  因為他愛你
[00:13:28.040 --> 00:13:31.040]  他愛你才會這樣做
[00:13:31.040 --> 00:13:33.040]  為什麼阿伯拉罕要自己做
[00:13:33.040 --> 00:13:36.040]  因為太愛以殺掛
[00:13:36.040 --> 00:13:37.040]  還有第三件事
[00:13:37.040 --> 00:13:40.040]  他是認真去做的
[00:13:40.040 --> 00:13:43.040]  臨時演員都是演員
[00:13:43.040 --> 00:13:45.040]  阿伯拉罕經文告訴他
[00:13:45.040 --> 00:13:46.040]  他動刀
[00:13:46.040 --> 00:13:48.040]  拿刀去劈下去
[00:13:48.040 --> 00:13:50.040]  你覺得他做騷嗎
[00:13:50.040 --> 00:13:54.040]  你會不會認為他是做騷
[00:13:54.040 --> 00:13:55.040]  是
[00:13:55.040 --> 00:13:56.040]  臨時演員都是演員
[00:13:56.040 --> 00:13:57.040]  不過阿伯拉罕
[00:13:57.040 --> 00:13:59.040]  他不是真的做一場騷
[00:13:59.040 --> 00:14:02.040]  而是他真的拿刀去殺他
[00:14:02.040 --> 00:14:06.040]  這是他認真去做的一件事
[00:14:06.040 --> 00:14:07.040]  除了信服之外
[00:14:07.040 --> 00:14:08.040]  還有第二件事
[00:14:08.040 --> 00:14:10.040]  就是他相信神的信心
[00:14:10.040 --> 00:14:12.040]  留意二十二章第五節
[00:14:12.040 --> 00:14:15.040]  我們一起看看二十二章第五節
[00:14:15.040 --> 00:14:16.040]  請讀
[00:14:16.040 --> 00:14:19.040]  阿伯拉罕對他的僕人說
[00:14:19.040 --> 00:14:21.040]  你們和奴在此等候
[00:14:21.040 --> 00:14:24.040]  我同子往那裡去拜一拜
[00:14:24.040 --> 00:14:26.040]  就回到你們這裡來
[00:14:26.040 --> 00:14:28.040]  經文很清楚告訴我們
[00:14:28.040 --> 00:14:31.040]  阿伯拉罕和他的兒子以撒
[00:14:31.040 --> 00:14:33.040]  是會回來的
[00:14:33.040 --> 00:14:34.040]  他和僕人說
[00:14:34.040 --> 00:14:35.040]  是會回來的
[00:14:35.040 --> 00:14:37.040]  除非你認為阿伯拉罕說謊
[00:14:37.040 --> 00:14:39.040]  還有
[00:14:39.040 --> 00:14:40.040]  他這樣都不夠
[00:14:40.040 --> 00:14:43.040]  如果你看希伯來書怎樣說
[00:14:43.040 --> 00:14:45.040]  那句說話就重要了
[00:14:45.040 --> 00:14:46.040]  十一章第九節
[00:14:46.040 --> 00:14:47.040]  我們一起讀
[00:14:47.040 --> 00:14:49.040]  希伯來書第十一章第九節
[00:14:49.040 --> 00:14:50.040]  請讀
[00:15:01.040 --> 00:15:04.040]  阿伯拉罕竟然相信到一個地步
[00:15:04.040 --> 00:15:06.040]  他殺了以撒
[00:15:06.040 --> 00:15:09.040]  上帝都能夠叫他翻生
[00:15:09.040 --> 00:15:11.040]  在那個時代
[00:15:11.040 --> 00:15:14.040]  有哪一個人會相信這件事
[00:15:14.040 --> 00:15:17.040]  但是阿伯拉罕竟然可以相信
[00:15:17.040 --> 00:15:19.040]  上帝到這樣的地步
[00:15:19.040 --> 00:15:23.040]  這真是一個超越到爆棚的信心
[00:15:23.040 --> 00:15:25.040]  還有第三件事
[00:15:25.040 --> 00:15:28.040]  他是獻上對神毀身的信心
[00:15:28.040 --> 00:15:30.040]  留意經文告訴我們
[00:15:30.040 --> 00:15:32.040]  阿伯拉罕將他的獨生兒子以撒
[00:15:32.040 --> 00:15:35.040]  獻上作為一個繁祭給上帝
[00:15:35.040 --> 00:15:37.040]  他不是只有一個「講」字
[00:15:37.040 --> 00:15:39.040]  他有一個身體去行
[00:15:39.040 --> 00:15:41.040]  而且他真的下刀
[00:15:41.040 --> 00:15:42.040]  經文告訴我們
[00:15:42.040 --> 00:15:45.040]  天使在二十二章第十二節
[00:15:45.040 --> 00:15:46.040]  就告訴我們
[00:15:46.040 --> 00:15:47.040]  他說
[00:15:47.040 --> 00:15:49.040]  現在我真的知道
[00:15:49.040 --> 00:15:54.040]  你沒有將你的獨生兒子留下不給我了
[00:15:54.040 --> 00:15:56.040]  這個正正就是
[00:15:56.040 --> 00:15:58.040]  神先前和阿伯拉罕說的
[00:15:58.040 --> 00:16:00.040]  你要獻你的兒子
[00:16:00.040 --> 00:16:01.040]  是相同的說話
[00:16:01.040 --> 00:16:03.040]  即是換句話說
[00:16:03.040 --> 00:16:05.040]  上帝要的東西
[00:16:05.040 --> 00:16:09.040]  阿伯拉罕給足這麼多東西給上帝
[00:16:09.040 --> 00:16:11.040]  你要我的獨一兒子
[00:16:11.040 --> 00:16:14.040]  好,我現在就給你我的獨一兒子
[00:16:14.040 --> 00:16:18.040]  沒有絲毫留一個餘地
[00:16:18.040 --> 00:16:20.040]  這個就是獻上
[00:16:20.040 --> 00:16:22.040]  這個就是獻上
[00:16:22.040 --> 00:16:24.040]  他是全然的獻上
[00:16:24.040 --> 00:16:26.040]  昨天我去了阿加皮祖
[00:16:26.040 --> 00:16:30.040]  我拿了一個獎,我自己都不知道
[00:16:30.040 --> 00:16:31.040]  我進來的時候
[00:16:31.040 --> 00:16:32.040]  我進到阿加皮祖的時候
[00:16:32.040 --> 00:16:33.040]  坐在這裡
[00:16:33.040 --> 00:16:35.040]  接著他們叫了我的名字出來
[00:16:35.040 --> 00:16:36.040]  我拿了什麼獎呢
[00:16:36.040 --> 00:16:38.040]  我都不知道獎叫什麼名字了
[00:16:38.040 --> 00:16:40.040]  記不記得
[00:16:40.040 --> 00:16:44.040]  我慧陽寫命獎
[00:16:44.040 --> 00:16:47.040]  這個獎就是這裡的
[00:16:47.040 --> 00:16:50.040]  我還沒有多謝我爸爸媽媽
[00:16:50.040 --> 00:16:52.040]  多謝我和子女
[00:16:52.040 --> 00:16:56.040]  家人和老婆
[00:16:56.040 --> 00:16:59.040]  其實很多人都拿獎的
[00:16:59.040 --> 00:17:02.040]  阿加皮祖的人都拿獎
[00:17:02.040 --> 00:17:04.040]  其實這個就表明了他們
[00:17:04.040 --> 00:17:06.040]  多麼的偉身
[00:17:06.040 --> 00:17:10.040]  在上帝的家裡
[00:17:10.040 --> 00:17:11.040]  我記得
[00:17:11.040 --> 00:17:14.040]  教會發生很多事件的時候
[00:17:14.040 --> 00:17:16.040]  弟兄姊妹他們都很偉身
[00:17:16.040 --> 00:17:19.040]  一個人可能要做幾個職位
[00:17:19.040 --> 00:17:20.040]  敬拜祖也是他
[00:17:20.040 --> 00:17:22.040]  可能師事組也是他
[00:17:22.040 --> 00:17:24.040]  很多會議大家都去
[00:17:24.040 --> 00:17:27.040]  這個就是偉身
