
[00:00:00.000 --> 00:00:01.180]  那麼
[00:06:00.820 --> 00:06:02.820]  就是有這種人
[00:06:02.820 --> 00:06:05.820]  所以當時神就這段經文是講到
[00:06:05.820 --> 00:06:09.820]  經過曠野之後 當他們快要進到迦蘭地的時候
[00:06:09.820 --> 00:06:12.820]  神特別叫摩西重新再提醒他們一次說
[00:06:12.820 --> 00:06:17.820]  等你們過去迦蘭地 你們會有很大的房子
[00:06:17.820 --> 00:06:19.820]  你們會有很多很有錢的東西
[00:06:19.820 --> 00:06:24.820]  他說在那時候 我恐怕你心裡會說
[00:06:24.820 --> 00:06:26.820]  這貨才是我的力量 我能力得來的
[00:06:26.820 --> 00:06:28.820]  所以神特別提醒他們說
[00:06:28.820 --> 00:06:30.820]  就算等你很有錢的時候
[00:06:30.820 --> 00:06:35.820]  都不要以為說這些賺錢的能力是我自己很厲害
[00:06:35.820 --> 00:06:40.820]  他說因為賺取貨才能力是我賜給你的
[00:06:40.820 --> 00:06:42.820]  所以等你有錢的時候
[00:06:42.820 --> 00:06:45.820]  記得不要忘記你是管家的身分
[00:06:45.820 --> 00:06:49.820]  你只是負責神託付給你一些的錢
[00:06:49.820 --> 00:06:53.820]  無論是時間健康 你怎麼樣去管理它
[00:06:53.820 --> 00:06:55.820]  這就是我們教會的立場
[00:06:55.820 --> 00:06:58.820]  所以我們教會不是走成功神學的立場
[00:06:58.820 --> 00:07:00.820]  也不是走貧窮神學的立場
[00:07:00.820 --> 00:07:04.820]  我們是管家神學 就是Storeship Theology
[00:07:04.820 --> 00:07:08.820]  就是無論貧窮也好 無論你是很有錢都好
[00:07:08.820 --> 00:07:11.820]  記得你只是管家的身分
[00:07:11.820 --> 00:07:14.820]  所以如果你很有錢 神賜給你很有賺錢的恩賜
[00:07:14.820 --> 00:07:16.820]  你也不能說這是我的
[00:07:16.820 --> 00:07:18.820]  這是我的能力賺來
[00:07:18.820 --> 00:07:21.820]  所以我愛怎麼樣用就怎麼樣用
[00:07:21.820 --> 00:07:22.820]  有一天你要交帳
[00:07:22.820 --> 00:07:25.820]  你知道這是神給你的恩典
[00:07:25.820 --> 00:07:28.820]  你要懷著感恩的心 好好的用 善用它
[00:07:28.820 --> 00:07:31.820]  用得好就能夠榮耀神 也幫助很多的人
[00:07:31.820 --> 00:07:33.820]  用不好就只benefit到你自己
[00:07:33.820 --> 00:07:38.820]  就非常的惹來很多仇富的事情會發生
[00:07:38.820 --> 00:07:45.820]  然後在管家神學裡面
[00:07:45.820 --> 00:07:49.820]  其實不單止只有錢 也有比方說時間
[00:07:49.820 --> 00:07:51.820]  有時候我們如果沒有這個觀念
[00:07:51.820 --> 00:07:53.820]  以為時間就是我的
[00:07:53.820 --> 00:07:56.820]  就是如果我今天還活著 我有24小時
[00:07:56.820 --> 00:07:57.820]  那時間屬於我
[00:07:57.820 --> 00:08:00.820]  我來確定 我來掌握 我來決定
[00:08:00.820 --> 00:08:03.820]  到底應該怎麼樣用這些時間
[00:08:03.820 --> 00:08:06.820]  就我想要三個小時用在Facebook
[00:08:06.820 --> 00:08:08.820]  兩個小時用在YouTube
[00:08:08.820 --> 00:08:11.820]  然後接下來三個小時Daydream
[00:08:11.820 --> 00:08:12.820]  做白日夢
[00:08:12.820 --> 00:08:15.820]  然後剩下last minute 非要趕功課了
[00:08:15.820 --> 00:08:17.820]  然後就一個小時趕功課
[00:08:17.820 --> 00:08:19.820]  或者你要犧牲你的睡眠
[00:08:19.820 --> 00:08:21.820]  犧牲來教會的時間
[00:08:21.820 --> 00:08:23.820]  這是你自己的安排
[00:08:23.820 --> 00:08:25.820]  所以如果是管家神學的話
[00:08:25.820 --> 00:08:27.820]  大家有管家的觀念
[00:08:27.820 --> 00:08:30.820]  就知道說這些東西都是神賜給我們
[00:08:30.820 --> 00:08:32.820]  我們只是一個管家的身份
[00:08:32.820 --> 00:08:35.820]  所以無論是很有錢還是很沒有錢
[00:08:35.820 --> 00:08:38.820]  神都託付了一些東西給我們
[00:08:38.820 --> 00:08:41.820]  我們需要很衷心的去管理
[00:08:41.820 --> 00:08:42.820]  很衷心的管理
[00:08:42.820 --> 00:08:44.820]  那麼第二點我要跟大家分享的是
[00:08:44.820 --> 00:08:46.820]  第一是我們是管家而已
[00:08:46.820 --> 00:08:49.820]  第二 要明白既然是管家
[00:08:49.820 --> 00:08:53.820]  神對我們的託付是各有不同的
[00:08:53.820 --> 00:08:57.820]  神給我們的託付是各有不同
[00:08:57.820 --> 00:09:00.820]  所以無論是在馬太福音的25章
[00:09:00.820 --> 00:09:01.820]  或者路加福音19章
[00:09:01.820 --> 00:09:05.820]  都有記載到有一個預言故事很出名
[00:09:05.820 --> 00:09:06.820]  就是講到神
[00:09:06.820 --> 00:09:09.820]  天國就好比一個主人他要離開
[00:09:09.820 --> 00:09:13.820]  然後他就把一些錢交給他的僕人去管理
[00:09:13.820 --> 00:09:14.820]  有一個人得了五千
[00:09:14.820 --> 00:09:15.820]  一個得了兩千
[00:09:15.820 --> 00:09:16.820]  一個得了一千
[00:09:16.820 --> 00:09:18.820]  結果過了一段時間主人回來說
[00:09:18.820 --> 00:09:20.820]  我給了你五千 你賺了多少
[00:09:20.820 --> 00:09:21.820]  那個人說你給我五千
[00:09:21.820 --> 00:09:23.820]  我賺了另外五千 我有一萬
[00:09:23.820 --> 00:09:25.820]  另外一個說你給我兩千
[00:09:25.820 --> 00:09:26.820]  你給我的兩千
[00:09:26.820 --> 00:09:28.820]  我又多賺了兩千 我有四千
[00:09:28.820 --> 00:09:29.820]  另外那個最懶的那個
[00:09:29.820 --> 00:09:31.820]  只有一千的那個說
[00:09:31.820 --> 00:09:32.820]  你給我只有一千 我什麼都沒做
[00:09:32.820 --> 00:09:35.820]  所以現在只有一千
[00:09:35.820 --> 00:09:36.820]  他還很有藉口
[00:09:36.820 --> 00:09:38.820]  沒有虧掉 還不錯 只有一千
[00:09:38.820 --> 00:09:40.820]  結果就被主人罵
[00:09:40.820 --> 00:09:44.820]  所以這個預言故事告訴我們說
[00:09:44.820 --> 00:09:45.820]  其實神給我們確實
[00:09:45.820 --> 00:09:48.820]  每個人的託付是不一樣
[00:09:48.820 --> 00:09:51.820]  無論是時間 有些人很長命
[00:09:51.820 --> 00:09:52.820]  活到一百多歲
[00:09:52.820 --> 00:09:55.820]  所以神給你一百多年的時間
[00:09:55.820 --> 00:09:58.820]  神給你有健康的程度都不一樣
[00:09:58.820 --> 00:10:01.820]  有些我以前的院長
[00:10:01.820 --> 00:10:03.820]  從小就開始病
[00:10:03.820 --> 00:10:04.820]  一直到他年老
[00:10:04.820 --> 00:10:05.820]  雖然八十幾歲
[00:10:05.820 --> 00:10:07.820]  可是人生有八十幾年
[00:10:07.820 --> 00:10:09.820]  可能有四十幾年是在病痛中度過
[00:10:09.820 --> 00:10:11.820]  所以有些健康也不一樣
[00:10:11.820 --> 00:10:14.820]  有些時間比較短一點
[00:10:14.820 --> 00:10:15.820]  有些比較長
[00:10:15.820 --> 00:10:18.820]  有些神給他的資源很多
[00:10:18.820 --> 00:10:20.820]  就他資源很多
[00:10:20.820 --> 00:10:22.820]  有些是資源很少
[00:10:22.820 --> 00:10:24.820]  所以神的託付不一樣
[00:10:24.820 --> 00:10:29.820]  我們今天是用託付的多跟少來衡量
[00:10:29.820 --> 00:10:31.820]  可是聖經有個觀念
[00:10:31.820 --> 00:10:33.820]  我希望大家能夠明白
[00:10:33.820 --> 00:10:35.820]  這個觀念叫做
[00:10:35.820 --> 00:10:40.820]  崗位不同 但是尊榮是一樣的
[00:10:40.820 --> 00:10:41.820]  我們今天是分的
[00:10:41.820 --> 00:10:45.820]  比方說如果我是大老闆
[00:10:45.820 --> 00:10:46.820]  你是清潔工
[00:10:46.820 --> 00:10:48.820]  崗位不一樣
[00:10:48.820 --> 00:10:50.820]  可是我們會分卑賤
[00:10:50.820 --> 00:10:52.820]  大老闆當然是很尊貴
[00:10:52.820 --> 00:10:54.820]  如果清潔工是很卑賤
[00:10:54.820 --> 00:10:56.820]  可是在聖經裡面有個觀念
[00:10:56.820 --> 00:10:59.820]  就是神給每個人不同的崗位
[00:10:59.820 --> 00:11:00.820]  可是在神面前
[00:11:00.820 --> 00:11:03.820]  神看他們的尊榮是一樣
[00:11:03.820 --> 00:11:06.820]  就價值是一模一樣
[00:11:06.820 --> 00:11:08.820]  這個觀念是我們沒有的觀念
[00:11:08.820 --> 00:11:09.820]  是世人沒有的觀念
[00:11:09.820 --> 00:11:11.820]  所以世人是很看不起
[00:11:11.820 --> 00:11:13.820]  很低微的職業
[00:11:13.820 --> 00:11:15.820]  所以如果你是屬於
[00:11:15.820 --> 00:11:17.820]  沒有什麼讀過書
[00:11:17.820 --> 00:11:19.820]  你只是做個清潔工
[00:11:19.820 --> 00:11:22.820]  或許我們覺得這就是非常卑微
[00:11:22.820 --> 00:11:24.820]  沒什麼價值的
[00:11:24.820 --> 00:11:25.820]  可是在神面前
[00:11:25.820 --> 00:11:26.820]  神說託付不一樣
[00:11:26.820 --> 00:11:29.820]  可是如果你忠心活的話
[00:11:29.820 --> 00:11:30.820]  在神面前
[00:11:30.820 --> 00:11:33.820]  你的價值並沒有一點的減少
[00:11:33.820 --> 00:11:35.820]  這就是聖經的觀念
[00:11:35.820 --> 00:11:36.820]  崗位不一樣
[00:11:36.820 --> 00:11:38.820]  可是尊榮卻是一樣
[00:11:38.820 --> 00:11:39.820]  這是世上沒有的觀念
[00:11:39.820 --> 00:11:42.820]  世上都是分很多階級
[00:11:42.820 --> 00:11:43.820]  不同的層次
[00:11:43.820 --> 00:11:46.820]  經理,director,總經理,副經理
[00:11:46.820 --> 00:11:48.820]  一直往下走
[00:11:48.820 --> 00:11:49.820]  在神面前就沒有這樣分
[00:11:49.820 --> 00:11:50.820]  在神面前
[00:11:50.820 --> 00:11:51.820]  無論什麼樣崗位
[00:11:51.820 --> 00:11:52.820]  我給你不同的恩賜
[00:11:52.820 --> 00:11:53.820]  站在不同的崗位
[00:11:53.820 --> 00:11:57.820]  你都要忠心的用掃地的
[00:11:57.820 --> 00:11:59.820]  以前比較古時候
[00:11:59.820 --> 00:12:01.820]  St Francis Assisi那種的神學觀念
[00:12:01.820 --> 00:12:04.820]  就算掃地也要掃得很認真
[00:12:04.820 --> 00:12:07.820]  因為掃地也是一種恩賜
[00:12:07.820 --> 00:12:08.820]  我不知道你有沒有看
[00:12:08.820 --> 00:12:12.820]  香港窮富庸大作戰那個
[00:12:12.820 --> 00:12:14.820]  就是派一批很有錢的人
[00:12:14.820 --> 00:12:17.820]  要他去做一些很卑賤的職業
[00:12:17.820 --> 00:12:18.820]  讓他做一個禮拜
[00:12:18.820 --> 00:12:21.820]  去感受一下到底貧窮人的生活
[00:12:21.820 --> 00:12:22.820]  那些很卑賤的生活
[00:12:22.820 --> 00:12:23.820]  到底是怎麼樣的
[00:12:23.820 --> 00:12:25.820]  那其中有一集是那個
[00:12:25.820 --> 00:12:27.820]  服裝工是一個老總
[00:12:27.820 --> 00:12:29.820]  讓他去做清潔工
[00:12:29.820 --> 00:12:31.820]  他才發現原來他的同事
[00:12:31.820 --> 00:12:32.820]  那些清潔工
[00:12:32.820 --> 00:12:34.820]  原來清潔工不是你想像的這麼簡單
[00:12:34.820 --> 00:12:37.820]  原來清潔工也是很專業的
[00:12:37.820 --> 00:12:38.820]  你要做好
[00:12:38.820 --> 00:12:40.820]  清潔工也是很專業
[00:12:40.820 --> 00:12:42.820]  他說那個skill一點都不比
[00:12:42.820 --> 00:12:44.820]  一個engineer差
[00:12:44.820 --> 00:12:45.820]  你知道你要怎麼樣
[00:12:45.820 --> 00:12:46.820]  在半小時之內
[00:12:46.820 --> 00:12:48.820]  把一條街掃完
[00:12:48.820 --> 00:12:49.820]  跟垃圾全部倒完
[00:12:49.820 --> 00:12:50.820]  乾乾淨淨
[00:12:50.820 --> 00:12:54.820]  這一點都不比MBA的skill差
[00:12:54.820 --> 00:12:56.820]  所以他說skill wise
[00:12:56.820 --> 00:12:58.820]  其實雖然我們分得很清楚
[00:12:58.820 --> 00:12:59.820]  那個是很低賤
[00:12:59.820 --> 00:13:02.820]  可是原來要做這麼低賤一項工作
[00:13:02.820 --> 00:13:05.820]  原來it takes skills
[00:13:05.820 --> 00:13:07.820]  沒有恩賜你還真做不來
[00:13:07.820 --> 00:13:08.820]  你就是做不來
[00:13:08.820 --> 00:13:10.820]  所以在神眼中原來
[00:13:10.820 --> 00:13:11.820]  托福各有不同
[00:13:11.820 --> 00:13:13.820]  無論你是什麼恩賜
[00:13:13.820 --> 00:13:14.820]  你在哪個崗位
[00:13:14.820 --> 00:13:18.820]  你都需要為神忠心做好那個崗位
[00:13:18.820 --> 00:13:21.820]  以後你的獎賞會是一模一樣
[00:13:21.820 --> 00:13:23.820]  甚至比那個公司老闆更多
[00:13:23.820 --> 00:13:25.820]  所以這是神給我們看到的
[00:13:25.820 --> 00:13:27.820]  那麼既然神給我們托福各有不同
[00:13:27.820 --> 00:13:29.820]  那接下來我們有幾點
[00:13:29.820 --> 00:13:30.820]  我們需要知道的
[00:13:30.820 --> 00:13:31.820]  第一點就是
[00:13:31.820 --> 00:13:33.820]  因此不能用財富資源
[00:13:33.820 --> 00:13:37.820]  來衡量屬靈生命的豐盛
[00:13:37.820 --> 00:13:40.820]  不可以用錢財的資源
[00:13:40.820 --> 00:13:43.820]  來衡量我們到底跟神的關係
[00:13:43.820 --> 00:13:44.820]  好跟不好
[00:13:44.820 --> 00:13:45.820]  不可以這樣衡量
[00:13:45.820 --> 00:13:48.820]  在路加福音12章15節那邊說
[00:13:48.820 --> 00:13:50.820]  就主耶穌繼續對大家說
[00:13:50.820 --> 00:13:52.820]  祂說你們要謹慎自守
[00:13:52.820 --> 00:13:55.820]  躲避各樣的貪婪
[00:13:55.820 --> 00:13:58.820]  因為一個人無論怎樣富裕
[00:13:58.820 --> 00:14:02.820]  他的真生命不在乎他有多少財產
[00:14:02.820 --> 00:14:03.820]  所以主耶穌說
[00:14:03.820 --> 00:14:05.820]  一個人的生命的價值
[00:14:05.820 --> 00:14:09.820]  不在乎他的財產有多少
[00:14:09.820 --> 00:14:11.820]  在成功神學就是
[00:14:11.820 --> 00:14:15.820]  有很多不同的程度
[00:14:15.820 --> 00:14:17.820]  我也知道很多人我所認識
[00:14:17.820 --> 00:14:19.820]  真的有這個觀念覺得說
[00:14:19.820 --> 00:14:21.820]  如果你很有錢
[00:14:21.820 --> 00:14:24.820]  你是一個神很祝福的人
[00:14:24.820 --> 00:14:25.820]  他們用這樣衡量就是
[00:14:25.820 --> 00:14:27.820]  如果你神很愛你
[00:14:27.820 --> 00:14:28.820]  神跟你關係很好
[00:14:28.820 --> 00:14:30.820]  那應該你是一個很成功
[00:14:30.820 --> 00:14:32.820]  很有錢的人
[00:14:32.820 --> 00:14:34.820]  你身上應該滿滿祝福
[00:14:34.820 --> 00:14:35.820]  所以有時候會覺得說
[00:14:35.820 --> 00:14:37.820]  你是一個得神祝福的人
[00:14:37.820 --> 00:14:39.820]  你就看到一個人雖然很有錢
[00:14:39.820 --> 00:14:40.820]  所以這不是聖經的觀念
[00:14:40.820 --> 00:14:42.820]  不可以用錢的多少來衡量
[00:14:42.820 --> 00:14:44.820]  到底我跟神的關係好不好
[00:14:44.820 --> 00:14:45.820]  你也不能看到一個
[00:14:45.820 --> 00:14:48.820]  為什麼清潔工你就這麼struggle
[00:14:48.820 --> 00:14:50.820]  一個月就一千來塊
[00:14:50.820 --> 00:14:51.820]  剛好夠你付房租
[00:14:51.820 --> 00:14:54.820]  我覺得你是受神咒詛的吧
[00:14:54.820 --> 00:14:57.820]  也不可以這樣說
[00:14:57.820 --> 00:15:00.820]  有很多神很愛很忠心的人
[00:15:00.820 --> 00:15:04.820]  他們很忠心的在那個崗位過完一生
[00:15:04.820 --> 00:15:05.820]  以後在天國的時候
[00:15:05.820 --> 00:15:08.820]  或許你看到他的尊榮比你更大
[00:15:08.820 --> 00:15:10.820]  所以記得以前有首歌
[00:15:10.820 --> 00:15:12.820]  叫做Think Twice
[00:15:12.820 --> 00:15:14.820]  Just Another Day for You and Me in Paradise
[00:15:14.820 --> 00:15:16.820]  那首歌的歌詞很有意思
[00:15:16.820 --> 00:15:17.820]  講到一個人說
[00:15:17.820 --> 00:15:19.820]  你看到一個homeless
[00:15:19.820 --> 00:15:21.820]  就是無家可歸的人
[00:15:21.820 --> 00:15:22.820]  他說當你看到的時候
[00:15:22.820 --> 00:15:24.820]  你不要當作沒看到就走了
[00:15:24.820 --> 00:15:26.820]  他說Think Twice再想一想
[00:15:26.820 --> 00:15:27.820]  有一天你在天國
[00:15:27.820 --> 00:15:29.820]  你跟他相遇的時候
[00:15:29.820 --> 00:15:32.820]  或許你看到的是不一樣的景色
[00:15:32.820 --> 00:15:33.820]  所以在聖經裡面
[00:15:33.820 --> 00:15:34.820]  我們需要有這個觀念
[00:15:34.820 --> 00:15:37.820]  不要再用錢財多少來衡量說
[00:15:37.820 --> 00:15:38.820]  某某老闆好厲害啊
[00:15:38.820 --> 00:15:39.820]  他一定是神祝福啊
[00:15:39.820 --> 00:15:41.820]  他說的東西都對啊
[00:15:41.820 --> 00:15:43.820]  結果就有了很多麻煩
[00:15:43.820 --> 00:15:46.820]  不一定那個沒錢人說的話是錯的
[00:15:46.820 --> 00:15:47.820]  搞不好他跟神的關係
[00:15:47.820 --> 00:15:49.820]  比那個有錢的更好
[00:15:49.820 --> 00:15:51.820]  你不知道所以不知道
[00:15:51.820 --> 00:15:53.820]  我不講了
[00:15:53.820 --> 00:15:54.820]  貧窮那邊先不講
[00:15:54.820 --> 00:15:56.820]  我今天先比較講有錢的
[00:15:56.820 --> 00:15:58.820]  因為我們都生活在美國
[00:15:58.820 --> 00:16:03.820]  我assume我們是屬於偏向那邊的
[00:16:03.820 --> 00:16:06.820]  偏向prosperity的那邊的
[00:16:06.820 --> 00:16:09.820]  因為美國全國只佔了5%的人口
[00:16:09.820 --> 00:16:12.820]  卻用了全世界53%的資源
[00:16:12.820 --> 00:16:15.820]  所以人生在美國是用了很多資源的
[00:16:15.820 --> 00:16:18.820]  但是我們不能用這個資源來衡量
[00:16:18.820 --> 00:16:21.820]  因此美國就是神很祝福的國家
[00:16:21.820 --> 00:16:22.820]  God bless America
[00:16:22.820 --> 00:16:24.820]  就是我們不能認為我們
[00:16:24.820 --> 00:16:27.820]  因此就是覺得美國是神特別愛的
[00:16:27.820 --> 00:16:31.820]  只有美國是站在神這一邊
[00:16:31.820 --> 00:16:32.820]  不要有這樣的觀念
[00:16:32.820 --> 00:16:36.820]  神愛很多的人神愛所有的人
[00:16:36.820 --> 00:16:37.820]  所以這是第一個觀念
[00:16:37.820 --> 00:16:38.820]  那第二個觀念就是
[00:16:38.820 --> 00:16:40.820]  無論你是有錢還是沒有錢
[00:16:40.820 --> 00:16:44.820]  都不要成為錢的奴隸
[00:16:44.820 --> 00:16:45.820]  這是聖經的教導
[00:16:45.820 --> 00:16:46.820]  無論你是哪一派
