
[00:00:00.000 --> 00:00:04.040]  不得善終 這個名字也挺可怕的
[00:06:26.660 --> 00:06:29.980]  我那時候小時候是跟祖母去拜神的
[00:06:29.980 --> 00:06:32.900]  去文武廟去祭公廟
[00:06:32.900 --> 00:06:34.780]  都試過去黃大仙的
[00:06:34.780 --> 00:06:36.020]  我跟大家分享過
[00:06:36.020 --> 00:06:39.380]  我讀幼稚園的時候家裡是要揀時辰開燈
[00:06:39.380 --> 00:06:41.340]  我還要拜孔子的
[00:06:41.340 --> 00:06:42.980]  你想想多麼重要
[00:06:42.980 --> 00:06:46.220]  怎麼想到我竟然會成為基督徒
[00:06:46.220 --> 00:06:48.940]  甚至成為傳道人呢
[00:06:48.940 --> 00:06:51.660]  所以我們真的要記住
[00:06:51.660 --> 00:06:57.180]  我們沒有一個人可以保證自己一生不變心
[00:06:57.180 --> 00:07:02.140]  正如好像蘇羅和所羅門那樣
[00:07:02.140 --> 00:07:04.620]  所以我們要很小心要堅持
[00:07:04.620 --> 00:07:08.700]  但也沒有一個人說永遠沒有機會轉向神人
[00:07:08.700 --> 00:07:11.700]  所以我們要把握機會絕對不可以棄命
[00:07:11.700 --> 00:07:12.740]  我自己來說
[00:07:12.740 --> 00:07:16.100]  譬如我都是一個頑皮的人
[00:07:16.100 --> 00:07:18.820]  被視為熟悉的人
[00:07:18.820 --> 00:07:23.380]  都被視為讀神學都不知道是不是真的
[00:07:23.380 --> 00:07:27.340]  當我畢業的時候就做了幾年傳道人
[00:07:27.340 --> 00:07:29.060]  但是無論如何
[00:07:29.060 --> 00:07:31.460]  我們會知道一件事是什麼呢
[00:07:31.460 --> 00:07:33.300]  就是神是愛每一個人
[00:07:33.300 --> 00:07:35.100]  我們不要看扁一個人
[00:07:35.100 --> 00:07:37.260]  所以我當年在香港的時候
[00:07:37.260 --> 00:07:39.980]  特別喜歡去那些沒有Bending的學校
[00:07:39.980 --> 00:07:42.100]  所謂很頑劣的學生
[00:07:42.100 --> 00:07:44.580]  我更加喜歡去跟他們分享信仰
[00:07:44.580 --> 00:07:46.700]  因為我很相信改變到這些人的時候
[00:07:46.700 --> 00:07:48.940]  他們可以幹一大班的事
[00:07:48.940 --> 00:07:50.580]  所以求神幫助我們
[00:07:50.580 --> 00:07:52.580]  要謹慎警醒自己
[00:07:52.580 --> 00:07:54.420]  也不要看扁任何人
[00:07:54.420 --> 00:07:56.900]  我們看看亞撒王
[00:07:56.900 --> 00:08:00.260]  他怎樣行爺王眼中看為正的事呢
[00:08:00.260 --> 00:08:03.820]  原來他就是苛求立身
[00:08:03.820 --> 00:08:06.180]  我們先來看歷代之下
[00:08:06.180 --> 00:08:09.100]  第14章第4到第5節
[00:08:09.100 --> 00:08:11.340]  吩咐猶大人尋求耶和華
[00:08:11.340 --> 00:08:12.940]  他們列祖的神
[00:08:12.940 --> 00:08:15.140]  進行他的律法誡命
[00:08:15.140 --> 00:08:17.060]  又再由大國成一
[00:08:17.060 --> 00:08:19.180]  除掉幽壇和日象
[00:08:19.180 --> 00:08:21.580]  那時國享太平
[00:08:21.580 --> 00:08:24.540]  他靠地親近神
[00:08:24.540 --> 00:08:27.460]  吩咐子民來敬畏神
[00:08:27.460 --> 00:08:30.620]  甚至除去那些偶像
[00:08:30.620 --> 00:08:32.820]  我們再看
[00:08:32.820 --> 00:08:36.380]  原來當他做這些事的時候
[00:08:36.380 --> 00:08:40.540]  他看到原來以前自己的國家
[00:08:40.540 --> 00:08:43.500]  當他離開了神的時候
[00:08:43.500 --> 00:08:46.380]  拜偶像而引致國家分裂
[00:08:46.380 --> 00:08:50.500]  所羅門拜偶像後來聖殿都被人搶了寶貴的東西
[00:08:50.500 --> 00:08:51.860]  外敵入侵
[00:08:51.860 --> 00:08:53.420]  寶物就被奪去
[00:08:53.420 --> 00:08:54.540]  還有
[00:08:54.540 --> 00:08:56.380]  如果我們看歷史就是大馬式
[00:08:56.380 --> 00:08:59.260]  以東人都以他們為敵
[00:08:59.260 --> 00:09:02.220]  他為了使國家再納入正軌
[00:09:02.220 --> 00:09:06.820]  於是他做了整個由大國立國以來
[00:09:06.820 --> 00:09:08.820]  從來在他們過去的歷史裡面
[00:09:08.820 --> 00:09:10.420]  沒有做過的事
[00:09:10.420 --> 00:09:13.260]  就是除去偶像
[00:09:13.260 --> 00:09:14.460]  你記不記得我剛才說的
[00:09:14.460 --> 00:09:17.060]  為什麼阿薩會這樣來
[00:09:17.060 --> 00:09:18.900]  但是他做得這麼好呢
[00:09:18.900 --> 00:09:21.860]  我們很相信一定有神的僕人
[00:09:21.860 --> 00:09:23.860]  去教導他 去提醒他
[00:09:23.860 --> 00:09:25.300]  正如我會信耶穌
[00:09:25.300 --> 00:09:26.740]  就是我讀中學的時候
[00:09:26.740 --> 00:09:29.300]  有基督徒的同學跟我分享信仰
[00:09:29.300 --> 00:09:30.980]  於是我就去面對
[00:09:30.980 --> 00:09:33.500]  可能大家都會認識梁永善
[00:09:33.500 --> 00:09:35.300]  但是你不會很清楚
[00:09:35.300 --> 00:09:38.140]  誰會帶著梁永善去信耶穌的
[00:09:38.140 --> 00:09:39.300]  同樣呢
[00:09:39.300 --> 00:09:40.780]  我們知道阿薩王做得好
[00:09:40.780 --> 00:09:43.340]  但是我們不知道哪一個神的僕人
[00:09:43.340 --> 00:09:45.060]  去帶領著他
[00:09:45.060 --> 00:09:46.260]  無名英雄
[00:09:46.260 --> 00:09:47.300]  但是我們要仍然記住
[00:09:47.300 --> 00:09:49.820]  我們就要盡上我們當前的責任
[00:09:49.820 --> 00:09:51.900]  所以你看到就是
[00:09:51.900 --> 00:09:53.820]  他要除去這些偶像
[00:09:53.820 --> 00:09:58.060]  好心體會到屬靈的醒覺是很重要的
[00:09:58.060 --> 00:09:59.020]  他就怎樣呢
[00:09:59.020 --> 00:10:00.700]  就壯膽起來了
[00:10:00.700 --> 00:10:03.020]  當他去依靠神的時候
[00:10:03.020 --> 00:10:06.620]  我們看看歷代之下第十五章的第八節
[00:10:06.620 --> 00:10:08.100]  阿薩聽見者說
[00:10:08.100 --> 00:10:09.260]  和我得而止
[00:10:09.260 --> 00:10:11.580]  先知阿薩利亞的預言
[00:10:11.580 --> 00:10:13.060]  就壯起膽來
[00:10:13.060 --> 00:10:14.060]  在猶大
[00:10:14.060 --> 00:10:15.460]  便亞敏全地
[00:10:15.460 --> 00:10:18.380]  並以法連山地所奪的覺醒
[00:10:18.380 --> 00:10:20.580]  將可真之物盡刀除掉
[00:10:20.580 --> 00:10:26.180]  又在耶和華殿的廊前重新修築耶和華的壇
[00:10:26.180 --> 00:10:30.420]  你留意到就是因為有先知鼓勵教導他
[00:10:30.420 --> 00:10:32.580]  那時候他都看到過去的失敗
[00:10:32.580 --> 00:10:34.500]  原來就是因為拜偶像
[00:10:34.500 --> 00:10:36.940]  所以他就要去除去這些偶像
[00:10:36.940 --> 00:10:38.180]  但是請你記住
[00:10:38.180 --> 00:10:39.620]  雖然是黃的
[00:10:39.620 --> 00:10:42.660]  一會我們看到絕對不容易的
[00:10:42.660 --> 00:10:45.620]  因為連續三代都拜偶像
[00:10:45.620 --> 00:10:48.500]  就是有很多既得利益的人在當中
[00:10:48.500 --> 00:10:51.220]  還有前朝的臣子
[00:10:51.220 --> 00:10:53.540]  或者就算他的家人
[00:10:53.540 --> 00:10:54.860]  一會我們會看到
[00:10:54.860 --> 00:10:56.820]  是會帶給他很大的阻力
[00:10:56.820 --> 00:10:59.220]  他要去拆除偶像的時候
[00:10:59.220 --> 00:11:00.780]  絕對不容易
[00:11:00.780 --> 00:11:03.100]  但是他靠著神的力量
[00:11:03.100 --> 00:11:05.100]  就壯膽起來了
[00:11:05.100 --> 00:11:08.740]  我們很深體會到一個屬靈的醒覺
[00:11:08.740 --> 00:11:09.980]  是什麼呢
[00:11:09.980 --> 00:11:11.980]  就是我會體會到
[00:11:11.980 --> 00:11:13.420]  在我生命當中
[00:11:13.420 --> 00:11:14.620]  有哪些東西
[00:11:14.620 --> 00:11:17.340]  原來是在攔阻我和神的關係
[00:11:17.340 --> 00:11:19.580]  或者是令到神不滿意的
[00:11:19.580 --> 00:11:20.940]  我就要去除
[00:11:20.940 --> 00:11:26.180]  我們就要去將令到神不喜悅的事
[00:11:26.180 --> 00:11:27.420]  剔除
[00:11:27.420 --> 00:11:29.500]  然後才得到神的祝福
[00:11:29.500 --> 00:11:31.460]  說他很可能
[00:11:31.460 --> 00:11:34.060]  你整天只顧著看手機
[00:11:34.060 --> 00:11:35.020]  機不離手
[00:11:35.020 --> 00:11:36.620]  但是你沒有看手機裡面
[00:11:36.620 --> 00:11:38.580]  那個聖經的APP是不是
[00:11:38.580 --> 00:11:40.780]  可能你很喜歡來這裡煲劇
[00:11:40.780 --> 00:11:42.300]  來到這裡沒什麼事做
[00:11:42.300 --> 00:11:43.700]  晚上又沒出去
[00:11:43.700 --> 00:11:45.020]  我就煲韓劇
[00:11:45.020 --> 00:11:45.900]  煲什麼劇
[00:11:45.900 --> 00:11:47.100]  煲很多
[00:11:47.100 --> 00:11:50.580]  這些其實如果你正常是沒有問題
[00:11:50.580 --> 00:11:52.180]  但是你太專注的時候
[00:11:52.180 --> 00:11:53.220]  而忘記了神
[00:11:53.220 --> 00:11:54.660]  這個就是你的問題
[00:11:54.660 --> 00:11:56.100]  就是另類的偶像
[00:11:56.100 --> 00:11:57.340]  我就要去除
[00:11:57.340 --> 00:12:00.140]  記住如果沒有拆毀
[00:12:00.140 --> 00:12:01.980]  就不會有見了
[00:12:01.980 --> 00:12:04.540]  當我們心很渴望神的時候
[00:12:04.540 --> 00:12:07.100]  神一定會透過聖靈提醒我們
[00:12:07.100 --> 00:12:10.060]  有哪些東西我們要去除
[00:12:10.060 --> 00:12:11.380]  然後我們有行動
[00:12:11.380 --> 00:12:13.420]  才會得到這個祝福
[00:12:13.420 --> 00:12:14.060]  好了
[00:12:14.060 --> 00:12:16.460]  我們看看除了這些偶像的時候
[00:12:16.460 --> 00:12:20.060]  做了一件被視為大逆不道的事
[00:12:20.060 --> 00:12:22.700]  我們看看歷代之下
[00:12:22.700 --> 00:12:26.100]  第十五章的第十六節
[00:12:26.100 --> 00:12:29.940]  阿撒王貶了他祖母馬家太后的位
[00:12:29.940 --> 00:12:33.020]  因他造了河中的偶像阿舍拉
[00:12:33.020 --> 00:12:35.340]  阿撒砍下他的舊像
[00:12:35.340 --> 00:12:36.660]  倒得粉碎
[00:12:36.660 --> 00:12:39.140]  燒在吸龍溪邊
[00:12:39.140 --> 00:12:43.900]  阿撒王竟然把祖母馬家
[00:12:43.900 --> 00:12:46.100]  貶了她的位
[00:12:46.100 --> 00:12:47.420]  為什麼呢
[00:12:47.420 --> 00:12:48.660]  我們很相信
[00:12:48.660 --> 00:12:51.220]  馬家就是外族人
[00:12:51.220 --> 00:12:52.180]  這個時候
[00:12:52.180 --> 00:12:55.180]  他已經引入了這些拜偶像的事
[00:12:55.180 --> 00:12:57.540]  你想想他自己的輩分
[00:12:57.540 --> 00:12:59.740]  他的權力是很大的
[00:12:59.740 --> 00:13:01.940]  他一定阻止阿撒
[00:13:01.940 --> 00:13:04.460]  去除去這些偶像
[00:13:04.460 --> 00:13:07.580]  所以阿撒就要除去他的力量
[00:13:07.580 --> 00:13:13.180]  竟然把他太后貶了
[00:13:13.180 --> 00:13:14.420]  所以你記住
[00:13:14.420 --> 00:13:16.460]  從來撥亂歸正
[00:13:16.460 --> 00:13:18.620]  絕對不是一件容易的事
[00:13:18.620 --> 00:13:20.060]  阿撒王的宗教改革
[00:13:20.060 --> 00:13:23.340]  一定會受到當時很多的子民
[00:13:23.340 --> 00:13:24.780]  因為他們是享受
[00:13:24.780 --> 00:13:26.700]  敬拜這些的家臣
[00:13:26.700 --> 00:13:28.100]  他的臣僕
[00:13:28.100 --> 00:13:30.740]  一些既得利益者的反對
[00:13:30.740 --> 00:13:31.700]  批評
[00:13:31.700 --> 00:13:33.220]  甚至謾罵
[00:13:33.220 --> 00:13:35.340]  所以絕對不容易的
[00:13:35.340 --> 00:13:37.260]  而他的祖母馬家
[00:13:37.260 --> 00:13:39.220]  也都會大力的反對
[00:13:39.220 --> 00:13:41.060]  一定會策動臣子
[00:13:41.060 --> 00:13:42.780]  來抗衡
[00:13:42.780 --> 00:13:45.180]  但是阿撒王為了要改革
[00:13:45.180 --> 00:13:46.220]  為了臣
[00:13:46.220 --> 00:13:48.780]  他縱使被人誤會
[00:13:48.780 --> 00:13:50.380]  被人批判
[00:13:50.380 --> 00:13:52.020]  都在所不計
[00:13:52.020 --> 00:13:55.180]  就貶了他的祖母
[00:13:55.180 --> 00:13:56.620]  他面對自己那些
[00:13:56.620 --> 00:14:01.220]  和臣心意相違背的家族的情
[00:14:01.220 --> 00:14:03.020]  來切斷
[00:14:03.020 --> 00:14:07.420]  被人覺得他是一個不孝的孫
[00:14:07.420 --> 00:14:09.740]  但是他仍然要這樣做
[00:14:09.740 --> 00:14:12.180]  他不想做馬家的孫
[00:14:12.180 --> 00:14:14.500]  他要做神的兒子
[00:14:14.500 --> 00:14:17.740]  所以排除萬難的決心
[00:14:17.740 --> 00:14:19.020]  是很需要的
[00:14:19.020 --> 00:14:20.980]  所以阿撒這份決心
[00:14:20.980 --> 00:14:23.740]  是很值得我們來帶進去欣賞
[00:14:23.740 --> 00:14:25.460]  和學習的
[00:14:25.460 --> 00:14:28.180]  今天如果我們對準神的侍公
[00:14:28.180 --> 00:14:29.300]  為神有工作
[00:14:29.300 --> 00:14:31.300]  面對重重阻礙
[00:14:31.300 --> 00:14:34.300]  仍然是可以衝破的
[00:14:34.300 --> 00:14:35.780]  在我生命當中
[00:14:35.780 --> 00:14:38.260]  有一句很重要的話跟大家分享
[00:14:38.260 --> 00:14:41.220]  就是不求神挪去前面高山
[00:14:41.220 --> 00:14:43.980]  只求神賜下攀山勇氣
[00:14:43.980 --> 00:14:46.220]  很久沒有用過Facebook了
[00:14:46.220 --> 00:14:47.700]  但是我Facebook都是用這個
[00:14:47.700 --> 00:14:50.380]  作為一個圖
[00:14:50.380 --> 00:14:52.260]  代表了我自己
[00:14:52.260 --> 00:14:55.140]  今天為神做事絕對不容易
[00:14:55.140 --> 00:14:56.540]  所以請你記住
[00:14:56.540 --> 00:14:57.540]  對準神
[00:14:57.540 --> 00:14:59.500]  我們就靠著神給我們的力量
[00:14:59.500 --> 00:15:00.660]  帶他去面對
[00:15:00.660 --> 00:15:03.220]  正如剛才一開始唱的受惠詩歌
[00:15:03.220 --> 00:15:04.900]  神是我心中的力量
[00:15:04.900 --> 00:15:05.900]  好了
[00:15:05.900 --> 00:15:07.940]  阿撒為什麼可以有這種力量呢
[00:15:07.940 --> 00:15:11.700]  就是因為他謙恭受教
[00:15:11.700 --> 00:15:15.380]  在聖利之下有時候會自大
[00:15:15.380 --> 00:15:17.940]  所以神就差派了他的僕人
[00:15:17.940 --> 00:15:19.580]  阿撒利亞
[00:15:19.580 --> 00:15:22.340]  去勉勵教導他
[00:15:22.340 --> 00:15:24.660]  我們看看神的僕人
[00:15:24.660 --> 00:15:27.780]  怎麼去教導阿撒王
[00:15:27.780 --> 00:15:29.620]  他出來迎接阿撒
[00:15:29.620 --> 00:15:33.380]  對他說 阿撒我猶大變亞敏中人
[00:15:33.380 --> 00:15:37.220]  要聽我說 你們若信從耶和華
[00:15:37.220 --> 00:15:39.460]  耶和華必與你們同在
[00:15:39.460 --> 00:15:41.060]  你們若尋求他
[00:15:41.060 --> 00:15:42.420]  就必尋見
[00:15:42.420 --> 00:15:44.100]  你們若離棄他
[00:15:44.100 --> 00:15:46.620]  他必離棄你們
[00:15:46.620 --> 00:15:50.620]  大家會不會覺得這些說話是老生常談呢
[00:15:50.620 --> 00:15:52.220]  新的聖經裡面
[00:15:52.220 --> 00:15:53.020]  主耶穌也是這樣說的
[00:15:53.020 --> 00:15:53.740]  你要尋求神
[00:15:53.740 --> 00:15:55.300]  神就讓你去尋見 是不是
[00:15:55.300 --> 00:15:57.140]  你要去信服神的時候
[00:15:57.140 --> 00:15:58.380]  神就與你同在
[00:15:58.380 --> 00:15:59.780]  我再看多一節
[00:15:59.780 --> 00:16:02.500]  就是第十五章的第七節
[00:16:02.500 --> 00:16:05.660]  現在你們要剛強 不要手軟
[00:16:05.660 --> 00:16:08.700]  因你們所行的必得賞賜
[00:16:08.700 --> 00:16:09.780]  看到嗎
[00:16:09.780 --> 00:16:13.940]  這些信息其實絕對不是新鮮
[00:16:13.940 --> 00:16:16.540]  是老生常談
[00:16:16.540 --> 00:16:19.220]  但是卻是真實的
[00:16:19.220 --> 00:16:21.620]  阿撒王沒有想著自己我是王
[00:16:21.620 --> 00:16:23.900]  為什麼要聽別人說話呢
[00:16:23.900 --> 00:16:27.060]  他沒有輕視神的僕人的教導
[00:16:27.060 --> 00:16:29.140]  他謙恭受教
[00:16:29.140 --> 00:16:30.300]  然後遵從
[00:16:30.300 --> 00:16:32.180]  所以他就得到祝福
[00:16:32.180 --> 00:16:33.220]  今天有時候
[00:16:33.220 --> 00:16:34.740]  特別是在教會裡面
[00:16:34.740 --> 00:16:36.940]  有些人可能會覺得自己信諸很久
[00:16:36.940 --> 00:16:39.740]  甚至可能在世上的學歷
[00:16:39.740 --> 00:16:41.860]  高過某些牧者
[00:16:41.860 --> 00:16:44.100]  又覺得他很差
[00:16:44.100 --> 00:16:46.380]  他講來講去都是講三伏屁的
[00:16:46.380 --> 00:16:48.700]  沒有什麼心來聽
[00:16:48.700 --> 00:16:50.100]  甚至輕視
[00:16:50.100 --> 00:16:52.180]  但是如果我們看到那個牧者
[00:16:52.180 --> 00:16:55.060]  是很認真預備他的講章
[00:16:55.060 --> 00:16:57.180]  是很土地的依靠神
[00:16:57.180 --> 00:16:58.460]  是很用力的
[00:16:58.460 --> 00:16:59.860]  用心去宣講
[00:16:59.860 --> 00:17:02.660]  我就需要來謙恭受教
[00:17:02.660 --> 00:17:04.340]  我才會得到神的喜悅
[00:17:04.340 --> 00:17:06.380]  好了 我們看看
[00:17:06.380 --> 00:17:10.860]  當阿撒王肯聽從先知的教導之後
[00:17:10.860 --> 00:17:12.820]  引來什麼後果呢
[00:17:12.820 --> 00:17:13.940]  有什麼回應呢
[00:17:13.940 --> 00:17:15.340]  第一就是什麼呢
[00:17:15.340 --> 00:17:17.940]  他就是勇敢起來了
[00:17:17.940 --> 00:17:21.300]  剛才在第15章的第8節裡面
[00:17:21.300 --> 00:17:23.700]  我們再看一次
[00:17:23.700 --> 00:17:25.420]  阿撒聽見者說
[00:17:25.420 --> 00:17:28.780]  王俄得而知先知阿撒利亞的預言
[00:17:28.780 --> 00:17:30.620]  就壯起膽囊
[00:17:30.620 --> 00:17:32.900]  再由大辯亞敏傳遞
[00:17:32.900 --> 00:17:35.700]  並與法連山地所奪的覺醒
[00:17:35.700 --> 00:17:38.460]  將可憎之物盡刀長調
[00:17:38.460 --> 00:17:40.700]  又在耶和華殿的囊前
[00:17:40.700 --> 00:17:43.660]  重新收足耶和華的壇
[00:17:43.660 --> 00:17:46.340]  看不看到是壯膽起來
[00:17:46.340 --> 00:17:47.900]  剛才就跟大家分析了
[00:17:47.900 --> 00:17:50.140]  他要除這些偶像絕對不容易
[00:17:50.140 --> 00:17:52.140]  不在家中把神主派拿下來
[00:17:52.140 --> 00:17:54.100]  是整個要推行的時候
[00:17:54.100 --> 00:17:56.180]  不一定有很多的衝擊
