
[00:00:00.000 --> 00:00:02.000]  (主席)各位電視姊妹平安
[00:05:04.000 --> 00:05:06.000]  但我把我有的給你
[00:05:06.000 --> 00:05:09.000]  奉那撒勒人耶穌基督的名
[00:05:09.000 --> 00:05:10.000]  起來行走
[00:05:10.000 --> 00:05:15.000]  為什麼彼得說要看著我們呢?
[00:05:15.000 --> 00:05:16.000]  因為行乞的人
[00:05:16.000 --> 00:05:20.000]  一般都不會看著一個對象
[00:05:20.000 --> 00:05:24.000]  彼得就要先抓住這個人的注意
[00:05:24.000 --> 00:05:27.000]  這個人當然會看著彼得
[00:05:27.000 --> 00:05:29.000]  因為可能會得到一些金錢
[00:05:29.000 --> 00:05:32.000]  彼得沒有給他錢
[00:05:32.000 --> 00:05:34.000]  但是要給一個
[00:05:34.000 --> 00:05:36.000]  給錢更好的人給他
[00:05:36.000 --> 00:05:37.000]  就對他說
[00:05:37.000 --> 00:05:40.000]  奉那撒勒人耶穌基督的名
[00:05:40.000 --> 00:05:42.000]  起來行走
[00:05:42.000 --> 00:05:44.000]  繼續讀
[00:05:44.000 --> 00:05:47.000]  於是彼得拉著他的右手
[00:05:47.000 --> 00:05:49.000]  扶他起來
[00:05:49.000 --> 00:05:51.000]  他的腳和那棍
[00:05:51.000 --> 00:05:54.000]  就跳起來站著
[00:05:54.000 --> 00:05:56.000]  又開始行走
[00:05:56.000 --> 00:06:00.000]  他跟他邊走邊跳
[00:06:00.000 --> 00:06:01.000]  就是美神
[00:06:01.000 --> 00:06:04.000]  百姓都看見他又行走
[00:06:04.000 --> 00:06:05.000]  又就是美神
[00:06:05.000 --> 00:06:08.000]  認得他是那素上坐在聖地的
[00:06:08.000 --> 00:06:11.000]  美門口求人施捨的
[00:06:11.000 --> 00:06:13.000]  就因他所遇到的事
[00:06:13.000 --> 00:06:15.000]  悶心驚訝詫異
[00:06:15.000 --> 00:06:18.000]  為什麼那些人詫異呢?
[00:06:18.000 --> 00:06:20.000]  因為他們看到的是一件
[00:06:20.000 --> 00:06:22.000]  不可思議的神蹟
[00:06:22.000 --> 00:06:26.000]  這個人生來就不能夠走路
[00:06:26.000 --> 00:06:27.000]  那些人都認識他
[00:06:27.000 --> 00:06:29.000]  因為他每天都在那裡
[00:06:29.000 --> 00:06:32.000]  彼得拉著他的手扶他起來
[00:06:32.000 --> 00:06:34.000]  他就跳起來站著
[00:06:34.000 --> 00:06:36.000]  開始走路
[00:06:36.000 --> 00:06:39.000]  甚至能夠跟著彼得
[00:06:39.000 --> 00:06:41.000]  進去聖殿邊走邊跳
[00:06:41.000 --> 00:06:43.000]  就是美神
[00:06:43.000 --> 00:06:45.000]  當時如果人的身體
[00:06:45.000 --> 00:06:47.000]  有什麼殘疾的話
[00:06:47.000 --> 00:06:49.000]  就不能夠進入聖殿裡
[00:06:49.000 --> 00:06:52.000]  這個人可以進去
[00:06:52.000 --> 00:06:55.000]  就證明了他已經完全康復
[00:06:55.000 --> 00:06:56.000]  不單止是康復
[00:06:56.000 --> 00:06:58.000]  而且是馬上康復
[00:06:58.000 --> 00:07:01.000]  不需要物理治療
[00:07:01.000 --> 00:07:02.000]  對當時的人
[00:07:02.000 --> 00:07:05.000]  甚至從現代的醫學角度來看
[00:07:05.000 --> 00:07:08.000]  這是一個不折不扣的神蹟
[00:07:10.000 --> 00:07:12.000]  第一節十節記載一個神蹟
[00:07:12.000 --> 00:07:16.000]  一個奉靠耶穌的名所行的神蹟
[00:07:16.000 --> 00:07:19.000]  對當時的猶太人來說
[00:07:19.000 --> 00:07:21.000]  拿撒勒人耶穌
[00:07:21.000 --> 00:07:23.000]  已經是一個死了的人
[00:07:23.000 --> 00:07:25.000]  一個死了的人
[00:07:25.000 --> 00:07:28.000]  不可能跟這個世界有什麼關係
[00:07:28.000 --> 00:07:30.000]  他們可能不知道耶穌
[00:07:30.000 --> 00:07:33.000]  已經死後三天復活
[00:07:33.000 --> 00:07:35.000]  就算聽到
[00:07:35.000 --> 00:07:37.000]  也很可能不會相信
[00:07:37.000 --> 00:07:41.000]  當彼得奉耶穌的名所行的神蹟
[00:07:41.000 --> 00:07:43.000]  他們自然會問
[00:07:43.000 --> 00:07:45.000]  耶穌究竟是誰呢?
[00:07:45.000 --> 00:07:46.000]  雖然已經死了
[00:07:46.000 --> 00:07:48.000]  為什麼他的名字
[00:07:48.000 --> 00:07:50.000]  也有這麼大的能力呢?
[00:07:50.000 --> 00:07:52.000]  答案就在接下來的經文
[00:07:52.000 --> 00:07:54.000]  十一到十八節
[00:07:54.000 --> 00:07:56.000]  一起讀
[00:07:56.000 --> 00:07:59.000]  大人正在清所羅門的廊下
[00:07:59.000 --> 00:08:01.000]  拉住彼得和約翰
[00:08:01.000 --> 00:08:04.000]  大家都覺得很驚訝
[00:08:04.000 --> 00:08:06.000]  一起跑到他們那裡
[00:08:06.000 --> 00:08:08.000]  彼得看見就對百姓說
[00:08:08.000 --> 00:08:10.000]  以色列人啊
[00:08:10.000 --> 00:08:12.000]  為什麼因這事而驚訝呢?
[00:08:12.000 --> 00:08:14.000]  為什麼定睛看我們
[00:08:14.000 --> 00:08:18.000]  以為我們憑自己的能力和虔誠
[00:08:18.000 --> 00:08:20.000]  使這人行走呢?
[00:08:20.000 --> 00:08:23.000]  這個被醫學人拉住彼得和約翰
[00:08:23.000 --> 00:08:26.000]  在一個稱為所羅門廊的地方
[00:08:26.000 --> 00:08:28.000]  周圍的人就跑到他們那裡
[00:08:28.000 --> 00:08:31.000]  看看哪些人有這麼大的能力
[00:08:31.000 --> 00:08:33.000]  彼得知道他自己的能力
[00:08:33.000 --> 00:08:35.000]  是由耶穌那裡來
[00:08:35.000 --> 00:08:37.000]  就告訴那些人
[00:08:37.000 --> 00:08:39.000]  他不是憑著自己的能力
[00:08:39.000 --> 00:08:41.000]  行這個神蹟
[00:08:41.000 --> 00:08:43.000]  當時有很多猶太人在那裡
[00:08:43.000 --> 00:08:46.000]  彼得就用猶太人的背景
[00:08:46.000 --> 00:08:48.000]  跟他們說
[00:08:48.000 --> 00:08:50.000]  一起讀
[00:09:05.000 --> 00:09:24.000]  (大約)
[00:09:24.000 --> 00:09:26.000]  彼得首先告訴他們
[00:09:26.000 --> 00:09:29.000]  耶穌是從猶太人所相信的神那裡來的
[00:09:29.000 --> 00:09:30.000]  所以他說
[00:09:30.000 --> 00:09:31.000]  阿伯拉罕的神
[00:09:31.000 --> 00:09:32.000]  以色列的神
[00:09:32.000 --> 00:09:33.000]  雅各的神
[00:09:33.000 --> 00:09:35.000]  是我們祖宗的神
[00:09:35.000 --> 00:09:38.000]  已經榮譽了他的僕人耶穌
[00:09:38.000 --> 00:09:39.000]  彼得接著說
[00:09:39.000 --> 00:09:42.000]  雖然耶穌是神的僕人
[00:09:42.000 --> 00:09:47.000]  猶太人將耶穌交給官府
[00:09:47.000 --> 00:09:51.000]  那時官府的長官是比拉多
[00:09:51.000 --> 00:09:53.000]  他想釋放他
[00:09:53.000 --> 00:09:56.000]  但是這些猶太人
[00:09:56.000 --> 00:09:59.000]  他要興起暴亂
[00:09:59.000 --> 00:10:02.000]  要將耶穌釘在十字架上
[00:10:02.000 --> 00:10:04.000]  耶穌是聖結母罪的
[00:10:04.000 --> 00:10:07.000]  這些人卻犧牲了神的僕人
[00:10:07.000 --> 00:10:10.000]  去釋放一個殺過人的兇手
[00:10:10.000 --> 00:10:14.000]  耶穌是創造生命的
[00:10:14.000 --> 00:10:18.000]  他們卻將祂的生命脫去
[00:10:18.000 --> 00:10:20.000]  但是神沒有離棄耶穌
[00:10:20.000 --> 00:10:21.000]  在十五節
[00:10:21.000 --> 00:10:25.000]  神將耶穌從死裡復活
[00:10:25.000 --> 00:10:27.000]  彼得和約翰
[00:10:27.000 --> 00:10:31.000]  都是耶穌復活的見證人
[00:10:31.000 --> 00:10:33.000]  之後彼得就繼續說
[00:10:33.000 --> 00:10:37.000]  為什麼他有能力可以行神蹟
[00:10:37.000 --> 00:10:38.000]  一起讀
[00:11:01.000 --> 00:11:03.000]  預先宣告過
[00:11:03.000 --> 00:11:05.000]  基督將要受害的事
[00:11:05.000 --> 00:11:07.000]  就這樣應驗了
[00:11:07.000 --> 00:11:10.000]  彼得能夠行這個神蹟
[00:11:10.000 --> 00:11:12.000]  是因為他對耶穌的信心
[00:11:12.000 --> 00:11:13.000]  為什麼呢
[00:11:13.000 --> 00:11:15.000]  是因為耶穌的身份
[00:11:15.000 --> 00:11:19.000]  那耶穌有什麼身份呢
[00:11:19.000 --> 00:11:22.000]  我將在這幾節的經文裡
[00:11:22.000 --> 00:11:26.000]  彼得對耶穌的幾個稱呼和身份
[00:11:26.000 --> 00:11:29.000]  和猶太人所得罪神的地方
[00:11:29.000 --> 00:11:31.000]  都列在這裡
[00:11:31.000 --> 00:11:34.000]  耶穌是神所差欠的僕人
[00:11:34.000 --> 00:11:36.000]  有尊貴的位份
[00:11:36.000 --> 00:11:39.000]  但是猶太人就棄絕了祂
[00:11:39.000 --> 00:11:41.000]  將祂綁去獸心
[00:11:41.000 --> 00:11:44.000]  耶穌是聖潔公義的
[00:11:44.000 --> 00:11:46.000]  祂在神面前完全無罪
[00:11:46.000 --> 00:11:48.000]  無可指責
[00:11:48.000 --> 00:11:51.000]  但是猶太人卻控告祂有罪
[00:11:51.000 --> 00:11:56.000]  用祂來交換一個有罪的殺人犯
[00:11:56.000 --> 00:12:00.000]  耶穌是生命的創始者
[00:12:00.000 --> 00:12:03.000]  祂是創造所有生命的神
[00:12:03.000 --> 00:12:06.000]  但是猶太人就殺了這個
[00:12:06.000 --> 00:12:10.000]  創造給他們生命的神
[00:12:10.000 --> 00:12:14.000]  耶穌是受害的基督
[00:12:14.000 --> 00:12:18.000]  是在以賽亞書五十三章所說
[00:12:18.000 --> 00:12:20.000]  將要擔當眾人的罪孽
[00:12:20.000 --> 00:12:22.000]  被人鞭打受苦的義僕
[00:12:22.000 --> 00:12:26.000]  猶太人卻背棄祂辱罵祂
[00:12:26.000 --> 00:12:32.000]  甚至將祂釘在十字架上
[00:12:32.000 --> 00:12:34.000]  因為耶穌有了這個身份
[00:12:34.000 --> 00:12:36.000]  信靠祂權柄的人
[00:12:36.000 --> 00:12:39.000]  就有能力去行神蹟
[00:12:39.000 --> 00:12:41.000]  這個神蹟也證明了
[00:12:41.000 --> 00:12:43.000]  耶穌已經從死裡復活
[00:12:43.000 --> 00:12:45.000]  有神的身份
[00:12:45.000 --> 00:12:49.000]  猶太人不單沒有尊重耶穌的身份
[00:12:49.000 --> 00:12:52.000]  反而背棄祂 控告祂
[00:12:52.000 --> 00:12:53.000]  將祂殺死
[00:12:53.000 --> 00:12:56.000]  甚至使祂受到世上最殘酷
[00:12:56.000 --> 00:12:59.000]  最羞辱的十字架刑罰
[00:12:59.000 --> 00:13:01.000]  所以這些猶太人
[00:13:01.000 --> 00:13:04.000]  要為耶穌的死負責
[00:13:04.000 --> 00:13:08.000]  當這個生來就不能夠走路的人
[00:13:08.000 --> 00:13:09.000]  在聖殿裡面
[00:13:09.000 --> 00:13:12.000]  走著跳著地讚美神的時候
[00:13:12.000 --> 00:13:14.000]  一方面是見證了
[00:13:14.000 --> 00:13:16.000]  耶穌已經從死裡復活
[00:13:16.000 --> 00:13:18.000]  宣告耶穌的權柄
[00:13:18.000 --> 00:13:20.000]  身份和能力
[00:13:20.000 --> 00:13:21.000]  另一方面
[00:13:21.000 --> 00:13:27.000]  也是在控告猶太人的罪
[00:13:27.000 --> 00:13:29.000]  在十一到十八節
[00:13:29.000 --> 00:13:32.000]  彼得很清楚地讓猶太人知道
[00:13:32.000 --> 00:13:34.000]  他能夠行這個神蹟
[00:13:34.000 --> 00:13:38.000]  是因為耶穌的權柄
[00:13:38.000 --> 00:13:41.000]  因為猶太人迫害了耶穌
[00:13:41.000 --> 00:13:45.000]  他們犯了很重的罪
[00:13:45.000 --> 00:13:47.000]  但是彼得行這個神蹟
[00:13:47.000 --> 00:13:51.000]  是不是只是用來控告他們呢?
[00:13:51.000 --> 00:13:53.000]  行這個神蹟的原因是什麼呢?
[00:13:53.000 --> 00:13:56.000]  彼得就跟著告訴猶太人
[00:13:56.000 --> 00:13:59.000]  他們應該怎麼去回應
[00:13:59.000 --> 00:14:00.000]  我們繼續讀
[00:14:17.000 --> 00:14:28.000]  彼得就跟著跟他們說
[00:14:28.000 --> 00:14:31.000]  既然他們知道得罪了神
[00:14:31.000 --> 00:14:35.000]  就應該去悔改
[00:14:35.000 --> 00:14:38.000]  這樣他們的罪就得以逃去
[00:14:38.000 --> 00:14:41.000]  逃去就是除去、拆去的意思
[00:14:41.000 --> 00:14:43.000]  如果你願意悔改的話
[00:14:43.000 --> 00:14:48.000]  他們的罪在神的眼中就不再存在
[00:14:48.000 --> 00:14:51.000]  這樣他們就可以準備
[00:14:51.000 --> 00:14:53.000]  安恕的日子的到來
[00:14:53.000 --> 00:14:58.000]  這個安恕的日子是哪個時候呢?
[00:14:58.000 --> 00:15:02.000]  這個是指將來
[00:15:02.000 --> 00:15:05.000]  人有歡樂舒暢的日子
[00:15:05.000 --> 00:15:09.000]  就是神救恩完全成就的日子
[00:15:09.000 --> 00:15:10.000]  在那個時候
[00:15:10.000 --> 00:15:12.000]  耶穌基督會再來
[00:15:12.000 --> 00:15:15.000]  萬物就會復興
[00:15:15.000 --> 00:15:19.000]  這個日子是以前先知所預言的
[00:15:19.000 --> 00:15:21.000]  這個先知是誰呢?
[00:15:21.000 --> 00:15:22.000]  就是摩西
[00:15:22.000 --> 00:15:25.000]  摩西預言什麼呢?
[00:15:25.000 --> 00:15:26.000]  一起讀
[00:15:43.000 --> 00:15:47.000]  從撒慕爾以來和後繼的眾先知
[00:15:47.000 --> 00:15:52.000]  凡說預言的也都曾宣告這些日子
[00:15:52.000 --> 00:15:55.000]  這個說話是摩西在新聞記十八章
[00:15:55.000 --> 00:15:58.000]  和利美記二十三章所說的
[00:15:58.000 --> 00:15:59.000]  摩西說
[00:15:59.000 --> 00:16:03.000]  神將會興起一位像他一樣的先知
[00:16:03.000 --> 00:16:04.000]  他來的時候
[00:16:04.000 --> 00:16:09.000]  會滅絕一切不聽從他的話的人
[00:16:09.000 --> 00:16:12.000]  這個先知是誰呢?
[00:16:12.000 --> 00:16:14.000]  上文的二十節說到
[00:16:14.000 --> 00:16:18.000]  主也必差遣所預定給你們的
[00:16:18.000 --> 00:16:20.000]  耶穌基督來臨
[00:16:20.000 --> 00:16:24.000]  我們就知道這個就是耶穌基督
[00:16:24.000 --> 00:16:26.000]  在這幾節經文裡
[00:16:26.000 --> 00:16:29.000]  我們可以看到基督再來的幾方面
[00:16:29.000 --> 00:16:30.000]  第一
[00:16:30.000 --> 00:16:32.000]  是必定會到來
[00:16:32.000 --> 00:16:34.000]  因為這個是摩西所預言的
[00:16:34.000 --> 00:16:35.000]  第二
[00:16:35.000 --> 00:16:36.000]  來到的時候
[00:16:36.000 --> 00:16:39.000]  必定有審判和滅絕
[00:16:39.000 --> 00:16:40.000]  滅絕那些人呢?
[00:16:40.000 --> 00:16:42.000]  就是那些不聽從
[00:16:42.000 --> 00:16:45.000]  一個像摩西一樣的先知
[00:16:45.000 --> 00:16:49.000]  這個先知的審判者是誰呢?
[00:16:49.000 --> 00:16:51.000]  就是耶穌基督
[00:16:51.000 --> 00:16:53.000]  耶穌第一次來的時候告訴我們
[00:16:53.000 --> 00:16:57.000]  祂就是道路、真理和生命
[00:16:57.000 --> 00:16:59.000]  這個我們很熟悉的經文
[00:16:59.000 --> 00:17:02.000]  但是很多時候我們沒有讀下一句
[00:17:02.000 --> 00:17:03.000]  下一句說什麼?
[00:17:03.000 --> 00:17:05.000]  若不是直著他
[00:17:05.000 --> 00:17:08.000]  沒有人能夠到父臣那裡
[00:17:08.000 --> 00:17:10.000]  當他第二次來的時候
[00:17:10.000 --> 00:17:13.000]  他的身份就是審判者
[00:17:13.000 --> 00:17:15.000]  一切不聽從他教導的人
[00:17:15.000 --> 00:17:18.000]  將會按他們的罪受到審判
[00:17:18.000 --> 00:17:21.000]  不能夠去到天父那裡
[00:17:21.000 --> 00:17:24.000]  在《馬太福音》二十五章
[00:17:24.000 --> 00:17:26.000]  耶穌很清楚地告訴我們
[00:17:26.000 --> 00:17:28.000]  祂將會審判萬民
[00:17:28.000 --> 00:17:32.000]  那時候祂會將義人和不義的人分開
[00:17:32.000 --> 00:17:36.000]  好像牧羊人分開綿羊和山羊一樣
[00:17:36.000 --> 00:17:38.000]  義人會到永生
[00:17:38.000 --> 00:17:40.000]  永遠與神同在
[00:17:40.000 --> 00:17:43.000]  不義的人要到永火
[00:17:43.000 --> 00:17:45.000]  永遠與神隔絕
[00:17:45.000 --> 00:17:49.000]  所以耶穌將來的審判
[00:17:49.000 --> 00:17:51.000]  不單只是先知的預言
[00:17:51.000 --> 00:17:54.000]  耶穌自己也很清楚地告訴我們
[00:17:54.000 --> 00:17:57.000]  既然耶穌的審判必然來到
[00:17:57.000 --> 00:17:59.000]  猶太人應該怎麼去做呢?
[00:17:59.000 --> 00:18:02.000]  彼得繼續跟他們說
[00:18:29.000 --> 00:18:32.000]  他們是先知的子孫
[00:18:32.000 --> 00:18:36.000]  也是神與他們祖宗阿伯塔罕
[00:18:36.000 --> 00:18:38.000]  所立的盟約裡面
[00:18:38.000 --> 00:18:41.000]  將會承受盟約中的應許
[00:18:41.000 --> 00:18:43.000]  這個應許是什麼呢?
[00:18:43.000 --> 00:18:49.000]  是地上萬族都將因你的後裔得福
[00:18:49.000 --> 00:18:54.000]  這個是在《創世紀》十二章和十八章說的
[00:18:54.000 --> 00:18:57.000]  這個後裔是誰呢?
[00:18:57.000 --> 00:19:01.000]  這個後裔在希伯來文的原文是丹素
[00:19:01.000 --> 00:19:03.000]  那麼這個人是誰呢?
[00:19:03.000 --> 00:19:05.000]  在二十六節告訴我們
[00:19:05.000 --> 00:19:08.000]  這個就是神差來的僕人
[00:19:08.000 --> 00:19:11.000]  他來到這個世界要做什麼呢?
[00:19:11.000 --> 00:19:15.000]  要賜福給他們和地上萬族
[00:19:15.000 --> 00:19:17.000]  就是世界各地的人
[00:19:17.000 --> 00:19:19.000]  這個福是什麼呢?
[00:19:19.000 --> 00:19:22.000]  這個福不是我們時時想到的
[00:19:22.000 --> 00:19:25.000]  平安、喜樂、健康等等
[00:19:25.000 --> 00:19:27.000]  彼得接著說這個福
[00:19:27.000 --> 00:19:30.000]  就是能夠使人迴轉
[00:19:30.000 --> 00:19:33.000]  能夠離開邪惡的福
[00:19:33.000 --> 00:19:36.000]  好像在詩篇三十二篇所說的
[00:19:36.000 --> 00:19:39.000]  「得赦免其過,遮蓋其罪的,
[00:19:39.000 --> 00:19:41.000]  這人是有福的,
[00:19:41.000 --> 00:19:43.000]  凡心裡沒有詭詐,
[00:19:43.000 --> 00:19:45.000]  而又說不算為有罪的,
[00:19:45.000 --> 00:19:48.000]  這人是有福的。」
[00:19:48.000 --> 00:19:53.000]  所以神興許的僕人耶穌基督賜福的萬民
[00:19:53.000 --> 00:19:57.000]  就是可以離開罪惡的福
[00:19:57.000 --> 00:20:00.000]  在這裡我用了廣福堂的綠色
[00:20:00.000 --> 00:20:02.000]  去填上這個福字
[00:20:02.000 --> 00:20:04.000]  在我前面也有這個
[00:20:04.000 --> 00:20:08.000]  希望大家以後看到這個福字
[00:20:08.000 --> 00:20:10.000]  就記起
[00:20:10.000 --> 00:20:15.000]  這個福其實是使人離開罪惡的福
[00:20:15.000 --> 00:20:18.000]  如果我們將今天三段經文串起來
[00:20:18.000 --> 00:20:20.000]  就可以看到
[00:20:20.000 --> 00:20:22.000]  彼得在聖殿附近
[00:20:22.000 --> 00:20:24.000]  奉耶穌的名
[00:20:24.000 --> 00:20:28.000]  行了一件使人驚訝的神蹟
[00:20:28.000 --> 00:20:30.000]  彼得有能力去行這個神蹟
[00:20:30.000 --> 00:20:33.000]  是因為耶穌的權柄
[00:20:33.000 --> 00:20:35.000]  這個神蹟也證明了
[00:20:35.000 --> 00:20:38.000]  耶穌基督已經從死裡復活
[00:20:38.000 --> 00:20:39.000]  有一天
[00:20:39.000 --> 00:20:43.000]  祂將會來審判萬族萬民
[00:20:43.000 --> 00:20:46.000]  這個神蹟也使猶太人知道
[00:20:46.000 --> 00:20:54.000]  自己曾經逼迫摩西縣的基督犯下大罪
[00:20:54.000 --> 00:20:57.000]  但是聖靈藉著使徒去行這個神蹟
[00:20:57.000 --> 00:20:59.000]  不是要控告他們
[00:20:59.000 --> 00:21:01.000]  而是要他們悔改
[00:21:01.000 --> 00:21:06.000]  靠著耶穌離開邪惡
[00:21:06.000 --> 00:21:08.000]  所以使徒行傳的第三章
[00:21:08.000 --> 00:21:12.000]  可以用這個圖去代表
[00:21:12.000 --> 00:21:15.000]  聖靈藉著彼得是一個神蹟
[00:21:15.000 --> 00:21:17.000]  去使一個不能夠走路的人
[00:21:17.000 --> 00:21:19.000]  可以起來行走
[00:21:19.000 --> 00:21:24.000]  但是聖靈不是為了行神蹟而去行神蹟
[00:21:24.000 --> 00:21:27.000]  這個神蹟只是一個工具
[00:21:27.000 --> 00:21:28.000]  神的心意
[00:21:28.000 --> 00:21:30.000]  使人看到這個神蹟
[00:21:30.000 --> 00:21:32.000]  知道自己得罪了神
[00:21:32.000 --> 00:21:36.000]  去回轉、去悔改、離開邪惡
[00:21:36.000 --> 00:21:39.000]  這個就是神蹟的目的
[00:21:39.000 --> 00:21:41.000]  其實耶穌所有的教導
[00:21:41.000 --> 00:21:43.000]  祂所行的神蹟
[00:21:43.000 --> 00:21:45.000]  祂的受難、被釘十字架
[00:21:45.000 --> 00:21:46.000]  死後第三天復活
[00:21:46.000 --> 00:21:50.000]  都是圍繞著悔改、離開罪惡
[00:21:50.000 --> 00:21:53.000]  這個重要的主題
[00:21:53.000 --> 00:21:56.000]  在《馬太福音》第一章記載
[00:21:56.000 --> 00:21:58.000]  耶穌在這些城裏
[00:21:58.000 --> 00:22:04.000]  在這些城裏行了很多神蹟
[00:22:04.000 --> 00:22:07.000]  但是那些人不肯悔改
[00:22:07.000 --> 00:22:10.000]  他就跟這些城裏的人說
[00:22:10.000 --> 00:22:11.000]  他們有禍了
[00:22:11.000 --> 00:22:14.000]  因為耶穌如果行這些神蹟
[00:22:14.000 --> 00:22:16.000]  在充滿罪惡的城裏
