
[00:00:00.000 --> 00:00:07.000]  大兄姐妹平安,很高興我們又可以回來教會一同聚集一同敬拜上主
[00:02:15.000 --> 00:02:21.000]  按照上帝的吩咐,去尼尼尾城傳道
[00:02:21.000 --> 00:02:27.000]  今日我們要思想《約翰福音》第五章記述的神蹟
[00:02:27.000 --> 00:02:33.000]  我們看見因為病了三十八年的人得到醫治
[00:02:33.000 --> 00:02:36.000]  可以重新正常地生活
[00:02:36.000 --> 00:02:43.000]  這可以說是主耶穌給他人生的第二次機會
[00:02:43.000 --> 00:02:49.000]  未思想經文之前,我想先簡單講講《約翰福音》的結構
[00:02:49.000 --> 00:02:54.000]  現在聖經都是分了章和節
[00:02:54.000 --> 00:03:01.000]  不過我們要知道,聖經的章節是大約十六世紀的時候才開始這樣分的
[00:03:01.000 --> 00:03:09.000]  即是當約翰寫福音書的時候,他並沒有將《約翰福音》分成章和節
[00:03:09.000 --> 00:03:18.000]  由於約翰是猶太人,我相信他寫這麼長的福音書都會有分段結構
[00:03:18.000 --> 00:03:26.000]  他大概會用猶太人慣用的方法,就是搜尾呼應法來分段
[00:03:26.000 --> 00:03:36.000]  第一章是序言和簡單交代了施洗約翰的見證和耶穌收門徒和門徒同住
[00:03:36.000 --> 00:03:43.000]  我忘記了我有沒有解釋過一章十四節的經文「住」這個字
[00:03:43.000 --> 00:03:49.000]  道成了肉身,住在世人中間,豐富滿滿的有因有真理
[00:03:49.000 --> 00:03:56.000]  住這個字在希臘文裡面用的不是普通的住字
[00:03:56.000 --> 00:04:00.000]  而是用了舊約回望這個字
[00:04:00.000 --> 00:04:06.000]  回望就是從前摩西領了以色列人出埃及之後
[00:04:06.000 --> 00:04:12.000]  未有耶路撒冷之前的流動聖殿
[00:04:12.000 --> 00:04:17.000]  是象徵上帝住在他的子民當中
[00:04:17.000 --> 00:04:21.000]  所以約翰選了「住」字的意思
[00:04:21.000 --> 00:04:25.000]  就是說耶穌就是住在世人中的回望
[00:04:25.000 --> 00:04:31.000]  而耶穌在第二章結證聖殿之後就講明了他就是聖殿
[00:04:31.000 --> 00:04:38.000]  約翰福音第二至第四章就是在序言之後的第一個大段
[00:04:38.000 --> 00:04:46.000]  在這段經文中一開始就是耶穌在迦那所行的第一個神蹟
[00:04:46.000 --> 00:04:50.000]  而在四章五十四節說
[00:04:50.000 --> 00:04:58.000]  這是耶穌從猶太回到加利利口所行的第二個神蹟
[00:04:58.000 --> 00:05:01.000]  我從前讀聖經的時候不是很細心
[00:05:01.000 --> 00:05:04.000]  時常有人以為水變酒是第一個神蹟
[00:05:04.000 --> 00:05:07.000]  醫好大神的酒是第二個神蹟
[00:05:07.000 --> 00:05:10.000]  接著就會有第三個神蹟、第四個神蹟
[00:05:10.000 --> 00:05:15.000]  後來我發現約翰好像沒有繼續數
[00:05:15.000 --> 00:05:18.000]  這是第三個神蹟、第四個神蹟
[00:05:18.000 --> 00:05:21.000]  於是我再回去讀聖經
[00:05:21.000 --> 00:05:24.000]  我才留意到這裡的記錄只是說
[00:05:24.000 --> 00:05:29.000]  耶穌在迦利利所行的第二個神蹟
[00:05:29.000 --> 00:05:36.000]  為什麼他要記錄耶穌在迦利利所行的第一和第二個神蹟呢?
[00:05:36.000 --> 00:05:40.000]  其實後面還有些神蹟是在迦利利行的
[00:05:40.000 --> 00:05:43.000]  比如說五餅二魚的神蹟
[00:05:43.000 --> 00:05:48.000]  我相信作者是要讀者注意
[00:05:48.000 --> 00:05:51.000]  這是一個分段的記號
[00:05:51.000 --> 00:05:57.000]  水變酒的神蹟和第四章的醫治神蹟
[00:05:57.000 --> 00:06:00.000]  就是一種首尾呼應
[00:06:00.000 --> 00:06:04.000]  也可以說是一個三文治結構
[00:06:04.000 --> 00:06:06.000]  兩邊有麵包
[00:06:06.000 --> 00:06:08.000]  我們可以看圖示
[00:06:08.000 --> 00:06:13.000]  上面下面都是一個恩典的神蹟
[00:06:13.000 --> 00:06:18.000]  夾在中間的是很大堆真理
[00:06:18.000 --> 00:06:20.000]  我們還可以留意到
[00:06:20.000 --> 00:06:24.000]  這兩個神蹟真的有很多共同點
[00:06:24.000 --> 00:06:27.000]  包括地點相同
[00:06:27.000 --> 00:06:30.000]  都是在迦利利行的
[00:06:30.000 --> 00:06:35.000]  第二是有人向耶穌祈求
[00:06:35.000 --> 00:06:38.000]  這兩個神蹟都不是耶穌主動去做的
[00:06:38.000 --> 00:06:40.000]  是有人向耶穌祈求
[00:06:40.000 --> 00:06:43.000]  而耶穌是回應他們的祈求
[00:06:43.000 --> 00:06:47.000]  第三點是向耶穌祈求的人
[00:06:47.000 --> 00:06:50.000]  不是直接得到幫助的人
[00:06:50.000 --> 00:06:56.000]  第四點是耶穌起初對求他幫助的人
[00:06:56.000 --> 00:06:59.000]  都好像有些斥責性的回答
[00:06:59.000 --> 00:07:06.000]  但最後耶穌都出手幫助那位需要幫助的人
[00:07:06.000 --> 00:07:10.000]  從第五章開始到第十一章
[00:07:10.000 --> 00:07:12.000]  是另一個大段落
[00:07:12.000 --> 00:07:15.000]  在這個大段落當中
[00:07:15.000 --> 00:07:19.000]  我們可以看到五、六兩章
[00:07:19.000 --> 00:07:22.000]  記載了兩個充滿恩典
[00:07:22.000 --> 00:07:25.000]  又給人生命的神蹟
[00:07:25.000 --> 00:07:27.000]  都是耶穌主動做的
[00:07:27.000 --> 00:07:30.000]  沒有人求祂做,祂自己主動做的
[00:07:30.000 --> 00:07:34.000]  第九和十一章同樣有兩個充滿恩典
[00:07:34.000 --> 00:07:37.000]  又給人生命的神蹟
[00:07:37.000 --> 00:07:41.000]  而在中間有很多真理
[00:07:41.000 --> 00:07:44.000]  藉著對話帶出來
[00:07:44.000 --> 00:07:47.000]  如果一到四章是三文字
[00:07:47.000 --> 00:07:49.000]  五至十一章可以說是漢堡包
[00:07:49.000 --> 00:07:52.000]  用兩個神蹟來做框架
[00:07:52.000 --> 00:07:54.000]  頭兩個,後面兩個
[00:07:54.000 --> 00:07:57.000]  然後中間帶了很多真理出來
[00:07:57.000 --> 00:08:00.000]  介紹過這個結構之後
[00:08:00.000 --> 00:08:04.000]  讓我們來看今天的神蹟醫治事件
[00:08:04.000 --> 00:08:08.000]  經文一開始就提示讀者
[00:08:08.000 --> 00:08:11.000]  這件事跟上文是沒有關係的
[00:08:11.000 --> 00:08:13.000]  是一個新段落的開始
[00:08:13.000 --> 00:08:16.000]  因為耶穌由已經離開了加里里
[00:08:16.000 --> 00:08:19.000]  去到耶路撒冷
[00:08:19.000 --> 00:08:24.000]  原因是要參加猶太人的一個節日
[00:08:24.000 --> 00:08:28.000]  我們不知道那個是什麼節日
[00:08:28.000 --> 00:08:33.000]  但我們可以看見耶穌是謹守猶太教的節日
[00:08:33.000 --> 00:08:37.000]  而所有猶太教的重要節日
[00:08:37.000 --> 00:08:40.000]  都是上帝規定的
[00:08:40.000 --> 00:08:45.000]  換句話說,耶穌是服從上帝的規定
[00:08:45.000 --> 00:08:48.000]  這個神蹟是發生在安息日
[00:08:48.000 --> 00:08:52.000]  耶穌沒有在聖殿裏面
[00:08:52.000 --> 00:08:55.000]  耶穌是在聖殿附近
[00:08:55.000 --> 00:08:59.000]  在陽門附近的不是大祠
[00:08:59.000 --> 00:09:04.000]  現代的考古學家已經發現了不是大祠的遺址
[00:09:04.000 --> 00:09:07.000]  我給大家看兩幅照片
[00:09:07.000 --> 00:09:13.000]  第二節說,祠邊有五個走廊
[00:09:13.000 --> 00:09:19.000]  五個走廊其實是中文字的日字
[00:09:19.000 --> 00:09:23.000]  日頭的日字的字形結構
[00:09:23.000 --> 00:09:26.000]  日頭的日字一共有五畫
[00:09:26.000 --> 00:09:29.000]  每一畫都是一條走廊
[00:09:29.000 --> 00:09:33.000]  長的兩邊大約是三百呎
[00:09:33.000 --> 00:09:36.000]  闊的三邊大約是二百呎
[00:09:36.000 --> 00:09:41.000]  總面積大約是六百平方呎
[00:09:41.000 --> 00:09:44.000]  而裏面有兩個詞
[00:09:44.000 --> 00:09:50.000]  這些詞不是羅馬人用來沐浴的詞
[00:09:50.000 --> 00:09:55.000]  而是猶太人用來行結正禮的詞
[00:09:55.000 --> 00:09:58.000]  在這個安息日
[00:09:58.000 --> 00:10:02.000]  主耶穌來到了不是大祠
[00:10:02.000 --> 00:10:04.000]  第三節告訴我們
[00:10:04.000 --> 00:10:09.000]  在走廊裏面躺臥了很多病人
[00:10:09.000 --> 00:10:13.000]  由失明的、瘸腿的、癱瘓的
[00:10:13.000 --> 00:10:17.000]  他們都是想在水浮動的時候
[00:10:17.000 --> 00:10:19.000]  跳入祠中間
[00:10:19.000 --> 00:10:23.000]  使他們的病可以得到醫治
[00:10:23.000 --> 00:10:28.000]  有病的人是一定想得到醫治
[00:10:28.000 --> 00:10:31.000]  根據第三節的描述
[00:10:31.000 --> 00:10:34.000]  那些病人的病
[00:10:34.000 --> 00:10:38.000]  大概是當時一般醫生都治不好的病
[00:10:38.000 --> 00:10:41.000]  以致病人要來到這裏
[00:10:41.000 --> 00:10:46.000]  期望神蹟的發生
[00:10:46.000 --> 00:10:49.000]  面對著這麼多的病人
[00:10:49.000 --> 00:10:54.000]  主耶穌並不是去醫好每一個患病的人
[00:10:54.000 --> 00:11:01.000]  祂只是特意選了一位病了三十八年的人去醫
[00:11:01.000 --> 00:11:03.000]  並且從五章十四節
[00:11:03.000 --> 00:11:09.000]  我們知道這個人是由於犯罪而得病的
[00:11:09.000 --> 00:11:12.000]  那我們就有些問題了
[00:11:12.000 --> 00:11:15.000]  耶穌既然有能力可以醫人
[00:11:15.000 --> 00:11:18.000]  上帝也是慈愛的
[00:11:18.000 --> 00:11:25.000]  為什麼祂不醫好所有在那裏盼望得醫治的人呢?
[00:11:25.000 --> 00:11:27.000]  聖經沒有解釋
[00:11:27.000 --> 00:11:33.000]  不過耶穌既然只是選了這位犯罪的病人
[00:11:33.000 --> 00:11:36.000]  向他顯出上帝的恩典
[00:11:36.000 --> 00:11:43.000]  我相信也應該有更深層一點象徵性的意義
[00:11:43.000 --> 00:11:52.000]  我相信其實很可能跟那位病人患病的年日是有關係的
[00:11:52.000 --> 00:11:54.000]  因為他患病的日子
[00:11:54.000 --> 00:12:01.000]  和猶太人在曠野流浪的年數是相同的
[00:12:01.000 --> 00:12:05.000]  都是三十八年
[00:12:05.000 --> 00:12:07.000]  我們看一節舊約的聖經
[00:12:07.000 --> 00:12:11.000]  在新命記二章十四節
[00:12:11.000 --> 00:12:17.000]  從離開加底斯巴尼亞到渡過撒列溪
[00:12:17.000 --> 00:12:22.000]  這段時期共三十八年
[00:12:22.000 --> 00:12:28.000]  加底斯巴尼亞其實是已經非常接近迦南地的地方
[00:12:28.000 --> 00:12:30.000]  我們看一幅地圖
[00:12:30.000 --> 00:12:32.000]  在這個地圖上面
[00:12:32.000 --> 00:12:37.000]  我們看到那塊藍藍的那塊就是代表死海
[00:12:37.000 --> 00:12:41.000]  在死海右手邊摩亞地區附近
[00:12:41.000 --> 00:12:48.000]  就是以色列人出了埃及之後去到的加底斯巴尼亞
[00:12:48.000 --> 00:12:56.000]  在那裏他們曾經派出了十二位密探去迦南地探路
[00:12:56.000 --> 00:13:00.000]  但是當那些密探回來之後
[00:13:00.000 --> 00:13:03.000]  其中有十位密探就鼓勵人民
[00:13:03.000 --> 00:13:10.000]  不要了,我們不要,死定了,死定了,我們不如回埃及吧
[00:13:10.000 --> 00:13:16.000]  於是全體的以色列人就被上帝懲罰
[00:13:16.000 --> 00:13:20.000]  要他們回去曠野打圈
[00:13:20.000 --> 00:13:25.000]  所以從第一次以色列人去到加底斯巴尼亞
[00:13:25.000 --> 00:13:29.000]  到第二次購地重遊的時候
[00:13:29.000 --> 00:13:35.000]  就已經相隔了三十八年
[00:13:35.000 --> 00:13:41.000]  是上主給以色列人的第二次機會
[00:13:41.000 --> 00:13:46.000]  現在我們回來思想楊福音五章六節
[00:13:46.000 --> 00:13:52.000]  主耶穌問那位病人:你要得到醫治嗎?
[00:13:52.000 --> 00:13:57.000]  我們會不會對耶穌的問題覺得有些奇怪呢?
[00:13:57.000 --> 00:14:01.000]  這個問題是明知故問的
[00:14:01.000 --> 00:14:05.000]  因為所有在不是大慈那裏的病人
[00:14:05.000 --> 00:14:08.000]  都一定是想得到醫治的
[00:14:08.000 --> 00:14:12.000]  如果不想得到醫治,坐在那裏幹什麼呢?
[00:14:12.000 --> 00:14:18.000]  何況這個人已經在那裏坐了三十八年
[00:14:18.000 --> 00:14:24.000]  他也一定見過不少人跳到池中真的得到醫治
[00:14:24.000 --> 00:14:28.000]  否則他也不會繼續坐在那裏
[00:14:28.000 --> 00:14:31.000]  耶穌明知故問
[00:14:31.000 --> 00:14:37.000]  是很可能想提起這個人得到醫治的盼望
[00:14:37.000 --> 00:14:43.000]  但是這個人的回答也是很奇怪的
[00:14:43.000 --> 00:14:45.000]  他不是很興奮地回答:
[00:14:45.000 --> 00:14:52.000]  是的,我當然想得到醫治,否則我坐在那裏幹什麼呢?
[00:14:52.000 --> 00:14:59.000]  他的回答好像是漫不經心地向耶穌訴苦
[00:14:59.000 --> 00:15:04.000]  為什麼他的回應是那麼出乎我們意料之外呢?
[00:15:04.000 --> 00:15:08.000]  我想可能有三個原因
[00:15:08.000 --> 00:15:11.000]  第一,他不認識耶穌
[00:15:11.000 --> 00:15:15.000]  他不知道耶穌是有能力可以醫好他
[00:15:15.000 --> 00:15:20.000]  第二,他躺在那裏看著那些池水
[00:15:20.000 --> 00:15:22.000]  那些池水都沒有動
[00:15:22.000 --> 00:15:28.000]  因此他並沒有期望耶穌會幫他跳到水池
[00:15:28.000 --> 00:15:34.000]  第三,他也知道那天是安息日
[00:15:34.000 --> 00:15:40.000]  他知道一般猶太人的醫生都不會在安息日替他治病
[00:15:40.000 --> 00:15:45.000]  不過後來耶穌要醫好他
[00:15:45.000 --> 00:15:47.000]  我相信也有三個原因
[00:15:47.000 --> 00:15:53.000]  第一,他要讓人知道耶穌是沒錯的,來到世上
[00:15:53.000 --> 00:15:56.000]  就是上帝憐憫人的時代
[00:15:56.000 --> 00:15:59.000]  耶穌是要效法天父
[00:15:59.000 --> 00:16:03.000]  給犯罪的人第二次機會
[00:16:03.000 --> 00:16:08.000]  第二,主耶穌的說話是帶著能力
[00:16:08.000 --> 00:16:10.000]  表明祂是上帝
[00:16:10.000 --> 00:16:14.000]  第三,主耶穌是安息日的主
[00:16:14.000 --> 00:16:17.000]  猶太人應該敬拜祂
[00:16:17.000 --> 00:16:22.000]  雖然那位病人對耶穌沒有什麼期望
[00:16:22.000 --> 00:16:27.000]  也沒有特別表現他對耶穌有信心
[00:16:27.000 --> 00:16:30.000]  但當耶穌命令他
[00:16:30.000 --> 00:16:33.000]  「起來,拿起你的玉子走吧」
[00:16:33.000 --> 00:16:39.000]  他似乎沒有辦法抵擋上帝的話語的能力
[00:16:39.000 --> 00:16:42.000]  只有遵命而行
[00:16:42.000 --> 00:16:47.000]  故此當他後來被人指控
[00:16:47.000 --> 00:16:50.000]  為什麼他破壞安息日規的時候
[00:16:50.000 --> 00:16:52.000]  他只能夠回答
[00:16:52.000 --> 00:16:57.000]  「拿起我的玉子走吧」
[00:16:57.000 --> 00:16:59.000]  把責任卸給別人
[00:16:59.000 --> 00:17:03.000]  真是亞當的後裔
[00:17:03.000 --> 00:17:05.000]  耶穌要了這位病人
[00:17:05.000 --> 00:17:09.000]  當然是一個莫大的恩典
[00:17:09.000 --> 00:17:14.000]  但這位病人後來還告訴猶太人
[00:17:14.000 --> 00:17:17.000]  是耶穌破壞安息日的規矩
[00:17:17.000 --> 00:17:20.000]  真是「二五仔」
[00:17:20.000 --> 00:17:25.000]  看過主耶穌願意給人第二次機會的恩典之後
[00:17:25.000 --> 00:17:30.000]  我們還要看十九至二十九節的真理
[00:17:30.000 --> 00:17:33.000]  從耶穌對猶太人的說話
[00:17:33.000 --> 00:17:38.000]  了解他行這神蹟要帶出的真理
[00:17:38.000 --> 00:17:43.000]  在十九至二十九節這段十一節的經文裡
[00:17:43.000 --> 00:17:50.000]  耶穌有三次說「我實實在在地告訴你們」
[00:17:50.000 --> 00:17:54.000]  「實在」的原文在希臘文是「Amen」
[00:17:54.000 --> 00:17:57.000]  「阿門」的意思
[00:17:57.000 --> 00:18:04.000]  「實實在在」就是說耶穌說了兩次「阿門」
[00:18:04.000 --> 00:18:10.000]  意思就是「我很真誠地告訴你們」
[00:18:10.000 --> 00:18:13.000]  第十九節他清楚說明
[00:18:13.000 --> 00:18:17.000]  他和父親的關係和天父的關係
[00:18:17.000 --> 00:18:21.000]  就好像當時猶太人一樣
[00:18:21.000 --> 00:18:26.000]  在那個時代其實是沒有工藝學院的
[00:18:26.000 --> 00:18:29.000]  任何一個人要學一門手藝
[00:18:29.000 --> 00:18:33.000]  都是跟著父親學的
[00:18:33.000 --> 00:18:35.000]  因此耶穌強調
[00:18:35.000 --> 00:18:38.000]  他就是上帝的兒子
[00:18:38.000 --> 00:18:46.000]  他是在學上帝所做過的事去做
[00:18:46.000 --> 00:18:54.000]  剛才我已經提過
[00:18:54.000 --> 00:19:00.000]  上帝在歷史上曾經懲罰了犯罪的以色列人
[00:19:00.000 --> 00:19:05.000]  三十八年之後再給他們第二次機會
[00:19:05.000 --> 00:19:15.000]  所以耶穌也在仿效天父醫好這位病了三十八年的人
[00:19:15.000 --> 00:19:21.000]  在二十四節是第二個「實實在在」告訴我們的事
[00:19:21.000 --> 00:19:25.000]  就是要「聽而信」
[00:19:25.000 --> 00:19:28.000]  就會得到永恆的生命
[00:19:28.000 --> 00:19:30.000]  我們要留意的是
[00:19:30.000 --> 00:19:34.000]  一個人信了耶穌就馬上得到永生
[00:19:34.000 --> 00:19:38.000]  不是等到死後才得到的
[00:19:38.000 --> 00:19:42.000]  我們是由於信耶穌而得永生
[00:19:42.000 --> 00:19:46.000]  在死後就會進入天堂
[00:19:46.000 --> 00:19:53.000]  二十五節是第三個「實實在在」告訴我們的事
[00:19:53.000 --> 00:19:57.000]  二十五節說「時候將到現在就是了」
[00:19:57.000 --> 00:20:01.000]  應該是指耶穌在世的那個時代
[00:20:01.000 --> 00:20:04.000]  而死人要聽見上帝兒子的聲音
[00:20:04.000 --> 00:20:07.000]  聽見的人就要活了
[00:20:07.000 --> 00:20:13.000]  在這裡的「死人」其實是指那些活著的死人
[00:20:13.000 --> 00:20:16.000]  或者是跟上帝沒有關係的人
[00:20:16.000 --> 00:20:19.000]  正如那位病了三十八年的人
[00:20:19.000 --> 00:20:21.000]  其實我們可以想想
[00:20:21.000 --> 00:20:26.000]  他活著跟死人其實沒什麼分別
[00:20:26.000 --> 00:20:28.000]  他什麼都不能夠做
[00:20:28.000 --> 00:20:30.000]  對這個社會毫無貢獻
[00:20:30.000 --> 00:20:34.000]  沒有生產的能力
[00:20:34.000 --> 00:20:38.000]  每天只是睡在不是大池旁邊
[00:20:38.000 --> 00:20:40.000]  等那些池水動
[00:20:40.000 --> 00:20:45.000]  還要有好心人願意幫他行下水
[00:20:45.000 --> 00:20:49.000]  在二十八節
[00:20:49.000 --> 00:20:52.000]  耶穌就提到另一個時刻
[00:20:52.000 --> 00:20:58.000]  這個將來主要再來的時刻
[00:20:58.000 --> 00:21:01.000]  應該是指主要再來的時刻
[00:21:01.000 --> 00:21:03.000]  不同前面那節
[00:21:03.000 --> 00:21:05.000]  前面那個說「時候將到現在就是了」
[00:21:05.000 --> 00:21:07.000]  這裡只是時刻將到
[00:21:07.000 --> 00:21:10.000]  沒有加這一句「現在就是」
[00:21:10.000 --> 00:21:13.000]  所以應該是主要再來的時刻
[00:21:13.000 --> 00:21:15.000]  在那個時候
[00:21:15.000 --> 00:21:19.000]  「凡在墳墓裡的都要聽見他的聲音
[00:21:19.000 --> 00:21:24.000]  並且要出來行善地復活得生命
[00:21:24.000 --> 00:21:27.000]  作惡的復活被定罪」
[00:21:27.000 --> 00:21:30.000]  這個就是最後審判
[00:21:30.000 --> 00:21:34.000]  行善的不是指一般的善事
[00:21:34.000 --> 00:21:37.000]  而是指按上帝旨意而活的人
[00:21:37.000 --> 00:21:39.000]  而作惡的
[00:21:39.000 --> 00:21:44.000]  就會包括聽見福音而拒絕相信的人
[00:21:44.000 --> 00:21:50.000]  耶穌藉著這一位病了三十八年的人
[00:21:50.000 --> 00:21:53.000]  彰顯出他的恩典
[00:21:53.000 --> 00:21:58.000]  他效法上帝願意給人第二次機會
[00:21:58.000 --> 00:22:03.000]  但亦提醒他不要再犯罪
[00:22:03.000 --> 00:22:06.000]  在我們當中如果有未信主的朋友
[00:22:06.000 --> 00:22:09.000]  今晚主耶穌都要問你
[00:22:09.000 --> 00:22:11.000]  你要痊癒嗎?
[00:22:11.000 --> 00:22:14.000]  主耶穌樂意給人第二次機會
[00:22:14.000 --> 00:22:18.000]  樂意給人一個永生的把握
[00:22:18.000 --> 00:22:22.000]  活在世上活出一個有意義的生命
[00:22:22.000 --> 00:22:26.000]  事實上我們每一個活著的人
[00:22:26.000 --> 00:22:29.000]  都是向墳墓進發的
[00:22:29.000 --> 00:22:34.000]  在墳墓後有沒有天堂有沒有永生呢?
[00:22:34.000 --> 00:22:39.000]  主耶穌實實在在非常誠懇地告訴我們
[00:22:39.000 --> 00:22:43.000]  信祂的人就會有永生
[00:22:43.000 --> 00:22:47.000]  如果有人不信祂會不會復活?
[00:22:47.000 --> 00:22:49.000]  一樣會的
[00:22:49.000 --> 00:22:56.000]  耶穌說他都會復活但是會被審判被定罪
[00:22:56.000 --> 00:23:00.000]  今日你已經聽見了這個真理的訊息
[00:23:00.000 --> 00:23:07.000]  你要不要因著信耶穌而出死入生呢?
[00:23:07.000 --> 00:23:12.000]  我勸你不要錯過上帝給你的第二次機會
[00:23:12.000 --> 00:23:15.000]  我們已經信了主的弟兄姊妹
[00:23:15.000 --> 00:23:18.000]  我們要記得主耶穌的吩咐
[00:23:18.000 --> 00:23:21.000]  不要再犯罪
[00:23:21.000 --> 00:23:24.000]  我們還要效法主耶穌
[00:23:24.000 --> 00:23:30.000]  我們要活出對別人有恩典有憐憫的生命
[00:23:30.000 --> 00:23:32.000]  我們要把握機會
[00:23:32.000 --> 00:23:39.000]  向我們的朋友、親戚、同事論社
[00:23:39.000 --> 00:23:44.000]  把握機會向他們講解福音的真理
[00:23:44.000 --> 00:23:49.000]  甚至向他們表達一些恩典的行動
[00:23:49.000 --> 00:23:51.000]  他們需要幫助的時候
[00:23:51.000 --> 00:23:53.000]  我們要樂意幫助他們
[00:23:53.000 --> 00:23:55.000]  不要因為他們不信主
[00:23:55.000 --> 00:23:58.000]  傳了幾十年都不信就不幫他們
[00:23:58.000 --> 00:24:00.000]  千萬不要有這樣的態度
[00:24:00.000 --> 00:24:03.000]  主耶穌讓我們看到
[00:24:03.000 --> 00:24:06.000]  他對著一位病了三十八年的人
[00:24:06.000 --> 00:24:10.000]  他是故意去找他來醫治他
[00:24:10.000 --> 00:24:13.000]  這就是上帝對人的恩典
[00:24:13.000 --> 00:24:15.000]  求主幫助我們
[00:24:15.000 --> 00:24:17.000]  都樂意效法主
[00:24:17.000 --> 00:24:21.000]  樂意與人分享上帝給過我們的恩典
[00:24:21.000 --> 00:24:26.000]  更加樂意與人分享這麼好的福音
[00:24:26.000 --> 00:24:30.000]  讓我們一起祈禱
[00:24:30.000 --> 00:24:32.000]  親愛的主耶穌
[00:24:32.000 --> 00:24:36.000]  感謝祢給了我們這麼大的恩典和真理
[00:24:36.000 --> 00:24:39.000]  祢讓我們聽到了福音
[00:24:39.000 --> 00:24:41.000]  還願意信教你
[00:24:41.000 --> 00:24:44.000]  求祢幫助我們活在祢的面前
[00:24:44.000 --> 00:24:46.000]  不會再犯罪
[00:24:46.000 --> 00:24:49.000]  更樂意活出一個充滿
[00:24:49.000 --> 00:24:53.000]  從上頭以來帶著恩典的生命
[00:24:53.000 --> 00:24:55.000]  求祢幫助未信祢的人
[00:24:55.000 --> 00:25:01.000]  都願意接受祢賜給他們的永恆生命
[00:25:01.000 --> 00:25:04.000]  奉耶穌基督的名祈禱
[00:25:04.000 --> 00:25:06.000]  阿門
