
[00:00:00.000 --> 00:00:02.000]  各位弟子妹,平安!
[00:03:17.000 --> 00:03:19.000]  我們健康的壓力
[00:03:19.000 --> 00:03:21.000]  我們文化的差異
[00:03:21.000 --> 00:03:24.000]  我們子女的前途
[00:03:24.000 --> 00:03:30.000]  可能更加是那些未確定的因素等等
[00:03:30.000 --> 00:03:32.000]  但同時
[00:03:32.000 --> 00:03:34.000]  群山
[00:03:34.000 --> 00:03:39.000]  也是耶路撒冷聖殿的所在地
[00:03:39.000 --> 00:03:41.000]  在群山之中
[00:03:41.000 --> 00:03:45.000]  也可以說是旅客的信心的方向
[00:03:45.000 --> 00:03:48.000]  因此你也看到了
[00:03:48.000 --> 00:03:50.000]  詩人的心情
[00:03:50.000 --> 00:03:52.000]  所以他要問的其實是
[00:03:52.000 --> 00:03:53.000]  這條路
[00:03:53.000 --> 00:03:55.000]  我怎樣可以走下去呢?
[00:03:55.000 --> 00:03:59.000]  誰能夠來幫助我呢?
[00:03:59.000 --> 00:04:01.000]  僅僅是暴露出
[00:04:01.000 --> 00:04:05.000]  詩人的那種矛盾的心情
[00:04:05.000 --> 00:04:07.000]  但是
[00:04:07.000 --> 00:04:08.000]  第二節你會看到
[00:04:08.000 --> 00:04:11.000]  詩人若有所誤
[00:04:11.000 --> 00:04:15.000]  他主動地回答自己的問題
[00:04:15.000 --> 00:04:17.000]  他說:我的幫助
[00:04:17.000 --> 00:04:21.000]  是從造天地的耶和華而來
[00:04:21.000 --> 00:04:22.000]  這句話
[00:04:22.000 --> 00:04:24.000]  正正是表達出
[00:04:24.000 --> 00:04:28.000]  詩人信仰的告白
[00:04:28.000 --> 00:04:30.000]  因為他已經將他的目光
[00:04:30.000 --> 00:04:36.000]  從群山轉向造山的主宰
[00:04:36.000 --> 00:04:40.000]  在當時近東的文化中
[00:04:40.000 --> 00:04:46.000]  山往往也是異教偶像祭壇的所在
[00:04:46.000 --> 00:04:48.000]  所以這些偶像
[00:04:48.000 --> 00:04:53.000]  其實都是彷彿在誘惑過路的人
[00:04:53.000 --> 00:04:55.000]  叫他們來依靠他
[00:04:55.000 --> 00:04:57.000]  但是詩人卻是很明白
[00:04:57.000 --> 00:04:59.000]  很清楚地認識到
[00:04:59.000 --> 00:05:01.000]  真正的幫助
[00:05:01.000 --> 00:05:06.000]  是從這位造天地的主而來的
[00:05:06.000 --> 00:05:08.000]  因為我們今天
[00:05:08.000 --> 00:05:11.000]  在我們的生活中
[00:05:11.000 --> 00:05:14.000]  我們同樣也會有很多的偶像
[00:05:14.000 --> 00:05:17.000]  在我們的人生中
[00:05:17.000 --> 00:05:19.000]  來誘惑我們
[00:05:19.000 --> 00:05:22.000]  例如一份很穩定的工作
[00:05:22.000 --> 00:05:25.000]  人脈的保證
[00:05:25.000 --> 00:05:27.000]  銀行的存款
[00:05:27.000 --> 00:05:32.000]  甚至是我們自己覺得自己的能力
[00:05:32.000 --> 00:05:33.000]  但在這裡
[00:05:33.000 --> 00:05:34.000]  詩人提醒我們
[00:05:34.000 --> 00:05:36.000]  真正的幫助
[00:05:36.000 --> 00:05:38.000]  不是這些
[00:05:38.000 --> 00:05:42.000]  而是那位造天地的主
[00:05:42.000 --> 00:05:45.000]  有些旅客
[00:05:45.000 --> 00:05:48.000]  仍然在山底下徘徊
[00:05:48.000 --> 00:05:50.000]  但是抬頭
[00:05:50.000 --> 00:05:53.000]  卻是信心的開始
[00:05:53.000 --> 00:05:56.000]  正如希伯來書第十二章說
[00:05:56.000 --> 00:06:01.000]  仰望為我們信心創始成中的耶穌
[00:06:01.000 --> 00:06:05.000]  當我們的眼目能夠越過山峰
[00:06:05.000 --> 00:06:09.000]  能夠跳往造物主的時候
[00:06:09.000 --> 00:06:12.000]  我們的心才能夠安定下來
[00:06:12.000 --> 00:06:16.000]  因為他不單只是造了群山
[00:06:16.000 --> 00:06:19.000]  更加是掌管了我們的前路
[00:06:19.000 --> 00:06:22.000]  與我們一同來同行
[00:06:22.000 --> 00:06:24.000]  所以信心的第一步
[00:06:24.000 --> 00:06:27.000]  不是我們做什麼
[00:06:27.000 --> 00:06:32.000]  而是我們懂得怎樣抬起頭
[00:06:32.000 --> 00:06:36.000]  而第二部分就是
[00:06:36.000 --> 00:06:40.000]  當詩人的眼目轉向造物主之後
[00:06:40.000 --> 00:06:43.000]  他下一步又會怎樣呢?
[00:06:43.000 --> 00:06:46.000]  山路仍然是崎嶇
[00:06:46.000 --> 00:06:47.000]  仍然是曲折
[00:06:47.000 --> 00:06:49.000]  一不小心
[00:06:49.000 --> 00:06:51.000]  人馬
[00:06:51.000 --> 00:06:53.000]  人仰馬翻
[00:06:53.000 --> 00:06:55.000]  可能跌倒
[00:06:55.000 --> 00:06:57.000]  因此而受傷
[00:06:57.000 --> 00:06:58.000]  但接下來
[00:06:58.000 --> 00:07:00.000]  詩人發現原來他的同伴
[00:07:00.000 --> 00:07:02.000]  跟他來說話
[00:07:02.000 --> 00:07:05.000]  就像上山歌一樣
[00:07:05.000 --> 00:07:07.000]  他們怎樣說呢?
[00:07:07.000 --> 00:07:10.000]  他說祈願神保護詩人
[00:07:10.000 --> 00:07:14.000]  正如第三至第四節
[00:07:14.000 --> 00:07:17.000]  上面那裏是橫聖的譯本
[00:07:17.000 --> 00:07:20.000]  因為他譯得比較好
[00:07:20.000 --> 00:07:25.000]  可能不能翻譯出祈願的語氣
[00:07:25.000 --> 00:07:28.000]  他說願他不叫你的腳滑倒
[00:07:28.000 --> 00:07:32.000]  願你的守護者不至打盹
[00:07:32.000 --> 00:07:34.000]  從這裏可以看到
[00:07:34.000 --> 00:07:37.000]  同伴用了四個否定的詞
[00:07:37.000 --> 00:07:38.000]  不
[00:07:38.000 --> 00:07:43.000]  去加強肯定神對詩人的保護
[00:07:43.000 --> 00:07:46.000]  可以看到信仰的實踐
[00:07:46.000 --> 00:07:48.000]  不單只是我們個人
[00:07:48.000 --> 00:07:52.000]  更加需要群體的陪伴
[00:07:52.000 --> 00:07:54.000]  和共鳴
[00:07:54.000 --> 00:07:56.000]  在原文裏
[00:07:56.000 --> 00:07:57.000]  可以看到
[00:07:57.000 --> 00:07:59.000]  這個搖動
[00:07:59.000 --> 00:08:01.000]  和死亡的字
[00:08:01.000 --> 00:08:03.000]  在原文裏發音
[00:08:03.000 --> 00:08:04.000]  差一個字母
[00:08:04.000 --> 00:08:06.000]  是非常接近的
[00:08:06.000 --> 00:08:07.000]  大家知道
[00:08:07.000 --> 00:08:09.000]  歌是唱出來的
[00:08:09.000 --> 00:08:10.000]  不是看的
[00:08:10.000 --> 00:08:12.000]  當你唱出來的時候
[00:08:12.000 --> 00:08:14.000]  你的音
[00:08:14.000 --> 00:08:17.000]  就會有與大相關的效果
[00:08:17.000 --> 00:08:19.000]  當人聽起來的時候
[00:08:19.000 --> 00:08:20.000]  就會覺得
[00:08:20.000 --> 00:08:25.000]  是願他不叫你的腳走向死亡
[00:08:25.000 --> 00:08:27.000]  但是無論是搖動
[00:08:27.000 --> 00:08:29.000]  或者是死亡
[00:08:29.000 --> 00:08:33.000]  都不單只是身體上的危險
[00:08:33.000 --> 00:08:36.000]  更加可能是屬靈上的危險
[00:08:36.000 --> 00:08:38.000]  因為我們有時都會軟弱
[00:08:38.000 --> 00:08:40.000]  我們有時會跌倒
[00:08:40.000 --> 00:08:42.000]  但是神告訴我們
[00:08:42.000 --> 00:08:43.000]  在我們動搖之前
[00:08:43.000 --> 00:08:45.000]  祂已經穩住我們了
[00:08:45.000 --> 00:08:47.000]  我們不用怕了
[00:08:47.000 --> 00:08:48.000]  同一時間
[00:08:48.000 --> 00:08:50.000]  同伴當然是一連
[00:08:50.000 --> 00:08:54.000]  講出了兩次不打頓
[00:08:54.000 --> 00:08:56.000]  不睡覺
[00:08:56.000 --> 00:08:59.000]  在語氣上
[00:08:59.000 --> 00:09:02.000]  更加用了看
[00:09:02.000 --> 00:09:03.000]  這個字
[00:09:03.000 --> 00:09:05.000]  這個本來是沒有翻譯出來的
[00:09:05.000 --> 00:09:09.000]  但是這個也是整個詩篇的轉捩點
[00:09:09.000 --> 00:09:12.000]  接著提醒詩人
[00:09:12.000 --> 00:09:13.000]  告訴他們
[00:09:13.000 --> 00:09:15.000]  你要停下來
[00:09:15.000 --> 00:09:16.000]  你要轉向
[00:09:16.000 --> 00:09:18.000]  你要將你的目光
[00:09:18.000 --> 00:09:21.000]  向神的屬性注目
[00:09:21.000 --> 00:09:23.000]  這樣才可以
[00:09:23.000 --> 00:09:25.000]  保護以色列的
[00:09:25.000 --> 00:09:27.000]  這是畫本的譯法
[00:09:27.000 --> 00:09:30.000]  但是原文那裡不是一個形容詞
[00:09:30.000 --> 00:09:32.000]  而是一個名詞
[00:09:32.000 --> 00:09:34.000]  就是說以色列的保護者
[00:09:34.000 --> 00:09:39.000]  其實是指神的身份的宣告
[00:09:39.000 --> 00:09:40.000]  他是誰呢?
[00:09:40.000 --> 00:09:44.000]  他就是那位與百姓納約的神
[00:09:44.000 --> 00:09:49.000]  加上這句裡面
[00:09:49.000 --> 00:09:51.000]  有兩個同義的詞
[00:09:51.000 --> 00:09:55.000]  打頓和睡覺
[00:09:55.000 --> 00:09:57.000]  一起來使用
[00:09:57.000 --> 00:09:58.000]  你更加覺得
[00:09:58.000 --> 00:09:59.000]  整句話
[00:09:59.000 --> 00:10:02.000]  是有加強語氣的作用
[00:10:02.000 --> 00:10:03.000]  一般來說
[00:10:03.000 --> 00:10:06.000]  同伴是要告訴詩人
[00:10:06.000 --> 00:10:09.000]  神是永遠不會疲乏的
[00:10:09.000 --> 00:10:11.000]  他不會疏忽的
[00:10:11.000 --> 00:10:13.000]  因此
[00:10:13.000 --> 00:10:15.000]  當講出來的時候
[00:10:15.000 --> 00:10:18.000]  就會令到詩人
[00:10:18.000 --> 00:10:20.000]  心裡面有莫大的安慰
[00:10:20.000 --> 00:10:22.000]  和鼓勵
[00:10:22.000 --> 00:10:24.000]  因此
[00:10:24.000 --> 00:10:27.000]  這句話講出來的時候
[00:10:27.000 --> 00:10:30.000]  不單止對詩人有安慰
[00:10:30.000 --> 00:10:34.000]  更加是當時的迦南宗教
[00:10:34.000 --> 00:10:37.000]  有種諷刺
[00:10:37.000 --> 00:10:39.000]  為什麼這樣說呢?
[00:10:39.000 --> 00:10:43.000]  原來古代的近東宗教
[00:10:43.000 --> 00:10:47.000]  巴力等等
[00:10:47.000 --> 00:10:49.000]  他們會疲倦
[00:10:49.000 --> 00:10:51.000]  會離席
[00:10:51.000 --> 00:10:53.000]  會失敗
[00:10:53.000 --> 00:10:57.000]  巴力曾經被死神打敗
[00:10:57.000 --> 00:10:59.000]  但是保護以色列的神
[00:10:59.000 --> 00:11:03.000]  他全時間來看守百姓
[00:11:03.000 --> 00:11:05.000]  正如舊約裡面
[00:11:05.000 --> 00:11:09.000]  以利亞挑戰巴力
[00:11:09.000 --> 00:11:11.000]  巴力的先知
[00:11:11.000 --> 00:11:15.000]  在《烈王記》上的十八章裡說
[00:11:15.000 --> 00:11:17.000]  如果他是神
[00:11:17.000 --> 00:11:19.000]  他或許是在默想
[00:11:19.000 --> 00:11:20.000]  或許是走到一邊
[00:11:20.000 --> 00:11:22.000]  或許是在走路
[00:11:22.000 --> 00:11:24.000]  或許是在睡覺
[00:11:24.000 --> 00:11:27.000]  麻煩你叫醒他
[00:11:27.000 --> 00:11:28.000]  也就是說
[00:11:28.000 --> 00:11:30.000]  迦南的神奇
[00:11:30.000 --> 00:11:34.000]  就好像我們附近的便利店
[00:11:34.000 --> 00:11:36.000]  7-11
[00:11:36.000 --> 00:11:37.000]  71
[00:11:37.000 --> 00:11:39.000]  是有條件限制的
[00:11:39.000 --> 00:11:43.000]  不是7-24
[00:11:43.000 --> 00:11:46.000]  但是詩人在這裡
[00:11:46.000 --> 00:11:48.000]  講到這裡的時候
[00:11:48.000 --> 00:11:50.000]  他更加是發覺
[00:11:50.000 --> 00:11:54.000]  原來上耶路撒冷的旅客
[00:11:54.000 --> 00:11:57.000]  他們不單止是平時來這裡走路
[00:11:57.000 --> 00:11:59.000]  更加可能是
[00:11:59.000 --> 00:12:01.000]  由於要趕路
[00:12:01.000 --> 00:12:03.000]  可能是早上
[00:12:03.000 --> 00:12:06.000]  可能是晚上來走路
[00:12:06.000 --> 00:12:08.000]  這樣的時候
[00:12:08.000 --> 00:12:10.000]  更加需要一位
[00:12:10.000 --> 00:12:12.000]  守望他們的神
[00:12:12.000 --> 00:12:16.000]  而誰是最佳的守望者呢?
[00:12:16.000 --> 00:12:18.000]  當然就是耶和華了
[00:12:18.000 --> 00:12:20.000]  因為他不會疲倦
[00:12:20.000 --> 00:12:23.000]  他不會睡覺
[00:12:23.000 --> 00:12:25.000]  當你最睏
[00:12:25.000 --> 00:12:26.000]  最無助
[00:12:26.000 --> 00:12:28.000]  最害怕的時候
[00:12:28.000 --> 00:12:31.000]  他就會是你的守望
[00:12:31.000 --> 00:12:34.000]  正如《以賽亞書》第40章說到
[00:12:34.000 --> 00:12:36.000]  永在的神耶和華
[00:12:36.000 --> 00:12:38.000]  創造地的主
[00:12:38.000 --> 00:12:40.000]  並不疲乏
[00:12:40.000 --> 00:12:42.000]  也不困原
[00:12:42.000 --> 00:12:44.000]  各位弟兄姊妹
[00:12:44.000 --> 00:12:46.000]  也許我們曾經試過
[00:12:46.000 --> 00:12:49.000]  整晚都沒有睡覺
[00:12:49.000 --> 00:12:52.000]  應該也沒有人告訴你
[00:12:52.000 --> 00:12:54.000]  是甚麼原因呢?
[00:12:54.000 --> 00:12:57.000]  可能你是因為照顧你的小朋友
[00:12:57.000 --> 00:12:59.000]  他整晚發燒
[00:12:59.000 --> 00:13:01.000]  可能你需要去醫院
[00:13:01.000 --> 00:13:03.000]  來照顧你的親友
[00:13:03.000 --> 00:13:05.000]  可能你因為工作的壓力
[00:13:05.000 --> 00:13:07.000]  你整晚睡不著
[00:13:07.000 --> 00:13:10.000]  更加可能我們這些海外的華人
[00:13:10.000 --> 00:13:12.000]  會有思鄉的病
[00:13:12.000 --> 00:13:15.000]  整晚輾轉反側
[00:13:15.000 --> 00:13:17.000]  但人也會累
[00:13:17.000 --> 00:13:19.000]  人會分心
[00:13:19.000 --> 00:13:21.000]  我們也會睡著
[00:13:21.000 --> 00:13:23.000]  但神不會的
[00:13:23.000 --> 00:13:25.000]  神在這裡告訴我們
[00:13:25.000 --> 00:13:27.000]  詩人用「不打頓不睡覺」
[00:13:27.000 --> 00:13:29.000]  更加形容
[00:13:29.000 --> 00:13:31.000]  不單止是對我們
[00:13:31.000 --> 00:13:33.000]  來看顧我們
[00:13:33.000 --> 00:13:35.000]  更加是
[00:13:35.000 --> 00:13:37.000]  祂對人的慈愛
[00:13:37.000 --> 00:13:40.000]  是無微不至的
[00:13:40.000 --> 00:13:43.000]  言下之意就是
[00:13:43.000 --> 00:13:45.000]  神是不會改變的神
[00:13:45.000 --> 00:13:47.000]  大家只需要記得
[00:13:47.000 --> 00:13:50.000]  正如《彼得前書》第五章說到
[00:13:50.000 --> 00:13:53.000]  我們要將一切的憂慮
[00:13:53.000 --> 00:13:55.000]  卸給神
[00:13:55.000 --> 00:13:58.000]  因為祂會顧念我們
[00:13:58.000 --> 00:14:00.000]  所以信心的第二步
[00:14:00.000 --> 00:14:03.000]  就是我們要懂得放手
[00:14:03.000 --> 00:14:06.000]  我們要懂得將我們的憂慮
[00:14:06.000 --> 00:14:09.000]  交給這位不眠不休的主
[00:14:09.000 --> 00:14:12.000]  接下來
[00:14:12.000 --> 00:14:14.000]  第三部分就是
[00:14:14.000 --> 00:14:17.000]  你看到詩人從神的守護
[00:14:17.000 --> 00:14:21.000]  慢慢轉到神的同在
[00:14:21.000 --> 00:14:23.000]  第五節說到
[00:14:23.000 --> 00:14:25.000]  「保護你的是耶和華」
[00:14:25.000 --> 00:14:29.000]  「耶和華在你右邊,任彼離」
[00:14:29.000 --> 00:14:32.000]  這句話可以說是
[00:14:32.000 --> 00:14:34.000]  神對詩人的
[00:14:34.000 --> 00:14:37.000]  形影不離的貼身保護
[00:14:37.000 --> 00:14:39.000]  「任彼」這個字
[00:14:39.000 --> 00:14:42.000]  簡直就像影子一樣
[00:14:42.000 --> 00:14:44.000]  經常跟著你
[00:14:44.000 --> 00:14:46.000]  來遮蓋你
[00:14:46.000 --> 00:14:48.000]  來保護你的意思
[00:14:48.000 --> 00:14:50.000]  正如
[00:14:50.000 --> 00:14:52.000]  初禮合的時候
[00:14:52.000 --> 00:14:54.000]  神在曠野裡
[00:14:54.000 --> 00:14:56.000]  是以雲柱和火柱
[00:14:56.000 --> 00:14:58.000]  來遮蓋以色列人
[00:14:58.000 --> 00:15:01.000]  在古代的戰場上
[00:15:01.000 --> 00:15:03.000]  戰士
[00:15:03.000 --> 00:15:05.000]  通常來說
[00:15:05.000 --> 00:15:07.000]  左手拿著盾牌
[00:15:07.000 --> 00:15:09.000]  除非他們是
[00:15:09.000 --> 00:15:11.000]  左腰那種
[00:15:11.000 --> 00:15:13.000]  右手拿著武器
[00:15:13.000 --> 00:15:15.000]  也就是說
[00:15:15.000 --> 00:15:17.000]  你的右手沒有保護
[00:15:17.000 --> 00:15:20.000]  也是最容易受傷的地方
[00:15:20.000 --> 00:15:22.000]  所以
[00:15:22.000 --> 00:15:24.000]  經文說到
[00:15:24.000 --> 00:15:26.000]  耶和華在你右邊的意思
[00:15:26.000 --> 00:15:29.000]  神是站在你最脆弱的地方
[00:15:29.000 --> 00:15:31.000]  來遮蓋你
[00:15:31.000 --> 00:15:33.000]  加上
[00:15:33.000 --> 00:15:35.000]  「耶和華」這個字
[00:15:35.000 --> 00:15:37.000]  你看到第五節
[00:15:37.000 --> 00:15:39.000]  是重複出現
[00:15:39.000 --> 00:15:41.000]  更加是這一句主詞
[00:15:41.000 --> 00:15:43.000]  即是
[00:15:43.000 --> 00:15:45.000]  神是主動在你最擔心的地方
[00:15:45.000 --> 00:15:47.000]  來守護著你
[00:15:47.000 --> 00:15:49.000]  我們應該將我們的目光
[00:15:49.000 --> 00:15:51.000]  不是注目在我們自己拿著劍那裡
[00:15:51.000 --> 00:15:53.000]  而是注目在
[00:15:53.000 --> 00:15:55.000]  神的保守上
[00:15:55.000 --> 00:15:57.000]  在屬靈的
[00:15:57.000 --> 00:15:59.000]  徵戰上
[00:15:59.000 --> 00:16:01.000]  這句話更加寶貴
[00:16:01.000 --> 00:16:03.000]  因為撒旦
[00:16:03.000 --> 00:16:05.000]  經常攻擊我們最脆弱的地方
[00:16:05.000 --> 00:16:07.000]  例如
[00:16:07.000 --> 00:16:09.000]  我們脆弱的情緒
[00:16:09.000 --> 00:16:11.000]  我們不堅固的信心
[00:16:11.000 --> 00:16:13.000]  我們經常都會
[00:16:13.000 --> 00:16:15.000]  很容易令我們跌倒的習慣
[00:16:15.000 --> 00:16:17.000]  或者覺得我們
[00:16:17.000 --> 00:16:19.000]  有些我們
[00:16:19.000 --> 00:16:21.000]  比不上其他人的缺陷
[00:16:21.000 --> 00:16:23.000]  等等
[00:16:23.000 --> 00:16:25.000]  但神會跟我們說
[00:16:25.000 --> 00:16:27.000]  我們不用怕
[00:16:27.000 --> 00:16:29.000]  神會主動在你最脆弱的地方
[00:16:29.000 --> 00:16:31.000]  來守護著你
[00:16:31.000 --> 00:16:33.000]  這句話
[00:16:33.000 --> 00:16:35.000]  他講的是對斯人何等的安慰
[00:16:35.000 --> 00:16:37.000]  接下來
[00:16:37.000 --> 00:16:39.000]  你會看到第六節
[00:16:39.000 --> 00:16:41.000]  是講到
[00:16:41.000 --> 00:16:43.000]  白日太陽必不傷你
[00:16:43.000 --> 00:16:45.000]  夜間月亮
[00:16:45.000 --> 00:16:47.000]  必不害你
[00:16:47.000 --> 00:16:49.000]  這也是
[00:16:49.000 --> 00:16:51.000]  古代近東的時候
[00:16:51.000 --> 00:16:53.000]  他們覺得
[00:16:53.000 --> 00:16:55.000]  太陽和月亮
[00:16:55.000 --> 00:16:57.000]  都是神
[00:16:57.000 --> 00:16:59.000]  等於我們覺得我們的土地
[00:16:59.000 --> 00:17:01.000]  都是神
[00:17:01.000 --> 00:17:03.000]  會影響著人的命運
[00:17:03.000 --> 00:17:05.000]  和健康
[00:17:05.000 --> 00:17:07.000]  在這裡斯人就
[00:17:07.000 --> 00:17:09.000]  跟他們說
[00:17:09.000 --> 00:17:11.000]  他說不用怕
[00:17:11.000 --> 00:17:13.000]  神是和我們同在的
[00:17:13.000 --> 00:17:15.000]  祂勝過這些
[00:17:15.000 --> 00:17:17.000]  令我們覺得可怕的
[00:17:17.000 --> 00:17:19.000]  那些自然的現象
[00:17:19.000 --> 00:17:21.000]  例如詩篇
[00:17:21.000 --> 00:17:23.000]  第九一篇第五節講到
[00:17:23.000 --> 00:17:25.000]  你必不怕黑暗的驚嚇
[00:17:25.000 --> 00:17:27.000]  或是白日非的自然
[00:17:27.000 --> 00:17:29.000]  而在這個
[00:17:29.000 --> 00:17:31.000]  屬靈的意義上
[00:17:31.000 --> 00:17:33.000]  白日更加是
[00:17:33.000 --> 00:17:35.000]  白日更加是
[00:17:35.000 --> 00:17:37.000]  象徵著那些
[00:17:37.000 --> 00:17:39.000]  看得見的壓力
[00:17:39.000 --> 00:17:41.000]  而黑夜更加是
[00:17:41.000 --> 00:17:43.000]  象徵著那些看不見的
[00:17:43.000 --> 00:17:45.000]  威脅
[00:17:45.000 --> 00:17:47.000]  等於我們心裡的憂愁
[00:17:47.000 --> 00:17:49.000]  我們靈裡的
[00:17:49.000 --> 00:17:51.000]  試探等等
[00:17:51.000 --> 00:17:53.000]  但無論是怎樣
[00:17:53.000 --> 00:17:55.000]  神是站在我們的
[00:17:55.000 --> 00:17:57.000]  右邊來
[00:17:57.000 --> 00:17:59.000]  隱蔽著我們
[00:17:59.000 --> 00:18:01.000]  而反而我們更加要問
[00:18:01.000 --> 00:18:03.000]  我們自己
[00:18:03.000 --> 00:18:05.000]  我們的右邊在哪裡?
[00:18:05.000 --> 00:18:07.000]  哪裡是我們的死穴?
[00:18:07.000 --> 00:18:09.000]  我們怎樣才能夠
[00:18:09.000 --> 00:18:11.000]  將我們的死穴
[00:18:11.000 --> 00:18:13.000]  交給神
[00:18:13.000 --> 00:18:15.000]  讓祂來隱蔽我們呢?
[00:18:15.000 --> 00:18:17.000]  但神是很有趣的
[00:18:17.000 --> 00:18:19.000]  但人也是很有趣的
[00:18:19.000 --> 00:18:21.000]  經常都自以為是
[00:18:21.000 --> 00:18:23.000]  自己覺得很聰明
[00:18:23.000 --> 00:18:25.000]  雖然神已經站在我們右邊
[00:18:25.000 --> 00:18:27.000]  但我們遲遲都不願意
[00:18:27.000 --> 00:18:29.000]  站在
