
[00:00:00.000 --> 00:00:02.000]  今天跟大家分享的是
[00:01:59.800 --> 00:02:01.600]  和不同的階段之中
[00:02:01.600 --> 00:02:04.000]  甚至無處不在
[00:02:04.000 --> 00:02:07.200]  好像七十三節說到神創造人
[00:02:07.200 --> 00:02:09.500]  塑造和建立人
[00:02:09.500 --> 00:02:12.600]  神有賜悟性
[00:02:12.600 --> 00:02:14.800]  讓人明白祂的真理
[00:02:14.800 --> 00:02:15.900]  祂的命令
[00:02:15.900 --> 00:02:18.900]  還有神的手指引人方向
[00:02:18.900 --> 00:02:20.700]  七十四節說到
[00:02:20.700 --> 00:02:23.100]  神的敬虔群體之中
[00:02:23.100 --> 00:02:24.900]  賜下歡喜快樂
[00:02:24.900 --> 00:02:26.800]  七十五至八十節說到
[00:02:26.800 --> 00:02:27.800]  困苦之中
[00:02:27.800 --> 00:02:29.600]  神的手去管教
[00:02:29.600 --> 00:02:30.700]  去安慰
[00:02:30.700 --> 00:02:34.300]  甚至去審判惡人
[00:02:34.300 --> 00:02:35.600]  這一段經文
[00:02:35.600 --> 00:02:37.000]  其實都是說到
[00:02:37.000 --> 00:02:47.300]  私人難處面對艱苦的困境
[00:02:47.300 --> 00:02:49.800]  七十三至七十四節
[00:02:49.800 --> 00:02:54.600]  說到神的手是創造
[00:02:54.600 --> 00:02:56.400]  在這篇詩篇
[00:02:56.400 --> 00:02:57.900]  一百一十九篇的裏面
[00:02:57.900 --> 00:03:00.600]  這裏是第一次描寫
[00:03:00.600 --> 00:03:05.900]  神是那位創造人類的主
[00:03:05.900 --> 00:03:09.600]  人是神獨特的傑作
[00:03:09.600 --> 00:03:13.000]  人被造是有神的目的
[00:03:13.000 --> 00:03:17.100]  同樣大衛在詩篇一百三十九篇
[00:03:17.100 --> 00:03:20.400]  同樣都有說過這一段的說話
[00:03:20.400 --> 00:03:23.400]  我的肺腑是你所造的
[00:03:23.400 --> 00:03:26.700]  我在母腹中你已編織我
[00:03:26.700 --> 00:03:28.600]  我盡暗中受造
[00:03:28.600 --> 00:03:31.400]  在地的深處被塑造
[00:03:31.400 --> 00:03:35.000]  那時我的形體並不向你隱藏
[00:03:35.000 --> 00:03:37.000]  我未成形的體質
[00:03:37.000 --> 00:03:41.200]  你的眼早已看見了
[00:03:41.200 --> 00:03:42.600]  我們每一個人
[00:03:42.600 --> 00:03:47.200]  都是神手中奇妙的傑作
[00:03:47.200 --> 00:03:48.000]  或許
[00:03:48.000 --> 00:03:50.700]  下一次當你照鏡的時候
[00:03:50.700 --> 00:03:53.700]  可以對著鏡子感恩
[00:03:53.700 --> 00:03:55.500]  神啊感謝你
[00:03:55.500 --> 00:03:58.900]  你的手造了我
[00:03:58.900 --> 00:04:02.500]  大家撕開自己的臉
[00:04:02.500 --> 00:04:04.500]  觸摸自己的手
[00:04:04.500 --> 00:04:06.200]  或者腳
[00:04:06.200 --> 00:04:07.700]  很實在吧
[00:04:07.700 --> 00:04:09.600]  這個身體
[00:04:09.600 --> 00:04:11.300]  我們這個人
[00:04:11.300 --> 00:04:13.700]  是上帝創造的
[00:04:13.700 --> 00:04:15.500]  我們要感恩
[00:04:15.500 --> 00:04:17.300]  神不但創造了我們
[00:04:17.300 --> 00:04:19.500]  還繼續塑造我們
[00:04:19.500 --> 00:04:23.000]  塑造這個字在畫本中用「建立」
[00:04:23.000 --> 00:04:25.000]  這個字的意思就是說
[00:04:25.000 --> 00:04:29.300]  要穩固一件事的結構
[00:04:29.300 --> 00:04:32.900]  穩固這件事的結構
[00:04:32.900 --> 00:04:33.800]  我形容
[00:04:33.800 --> 00:04:36.600]  其實神真的不停地幫助我們
[00:04:36.600 --> 00:04:38.600]  去成長
[00:04:38.600 --> 00:04:40.400]  在我們不同的階段
[00:04:40.400 --> 00:04:42.400]  可能有軟弱
[00:04:42.400 --> 00:04:43.800]  可能有幼亂
[00:04:43.800 --> 00:04:46.000]  但神繼續穩固我們
[00:04:46.000 --> 00:04:47.700]  去幫助我們
[00:04:47.700 --> 00:04:48.700]  建立我們
[00:04:48.700 --> 00:04:51.700]  讓我們不斷地成長
[00:04:51.700 --> 00:04:53.000]  頂子母有沒有想過
[00:04:53.000 --> 00:04:55.300]  今天你能夠來到世界上
[00:04:55.300 --> 00:04:58.800]  其實是一個很大很大的恩典
[00:04:58.800 --> 00:05:00.500]  很大很大的禮物
[00:05:00.500 --> 00:05:05.400]  是上主賜給我們的奇妙的禮物
[00:05:05.400 --> 00:05:10.100]  究竟神造我們有什麼目的呢
[00:05:10.100 --> 00:05:12.500]  在《威斯敏斯特要理》
[00:05:12.500 --> 00:05:14.900]  裡面有問有答的
[00:05:14.900 --> 00:05:17.200]  有一條就是這樣
[00:05:17.200 --> 00:05:21.000]  問神是怎樣造人的呢
[00:05:21.000 --> 00:05:23.600]  目的是什麼呢
[00:05:23.600 --> 00:05:24.600]  答
[00:05:24.600 --> 00:05:25.800]  那裡是這樣答
[00:05:25.800 --> 00:05:29.100]  上帝按照自己的形象
[00:05:29.100 --> 00:05:32.200]  造了男人和女人
[00:05:32.200 --> 00:05:36.100]  為了讓我們能夠認識祂
[00:05:36.100 --> 00:05:37.600]  愛祂
[00:05:37.600 --> 00:05:38.900]  跟祂同住
[00:05:38.900 --> 00:05:42.100]  並榮耀祂
[00:05:42.100 --> 00:05:43.800]  不過可惜
[00:05:43.800 --> 00:05:47.400]  因為人犯罪跟神隔離了
[00:05:47.400 --> 00:05:49.700]  本來人是有神的形象
[00:05:49.700 --> 00:05:52.600]  但是現在被破損
[00:05:52.600 --> 00:05:53.700]  扭曲
[00:05:53.700 --> 00:05:56.100]  千瘡百孔
[00:05:56.100 --> 00:05:57.900]  甚至不堪入目
[00:05:57.900 --> 00:06:01.100]  我們無法靠任何的東西
[00:06:01.100 --> 00:06:02.300]  任何的人
[00:06:02.300 --> 00:06:06.900]  來恢復我們原初被造的面貌
[00:06:06.900 --> 00:06:08.900]  所以我們每一個人
[00:06:08.900 --> 00:06:12.600]  所以人類是必須要耶穌基督
[00:06:12.600 --> 00:06:19.100]  必須要祂重新掌管我們的生命
[00:06:19.100 --> 00:06:19.700]  保祿說
[00:06:19.700 --> 00:06:22.100]  若有人在基督裡
[00:06:22.100 --> 00:06:24.300]  他就是新造的人
[00:06:24.300 --> 00:06:25.100]  舊事已過
[00:06:25.100 --> 00:06:26.200]  都變成新的了
[00:06:26.200 --> 00:06:29.700]  所以如果今天我們想做一個新造的人
[00:06:29.700 --> 00:06:32.100]  我們能夠更新
[00:06:32.100 --> 00:06:35.000]  是一定要在耶穌基督裡面
[00:06:35.000 --> 00:06:35.700]  耶穌說
[00:06:35.700 --> 00:06:37.100]  我就是道路
[00:06:37.100 --> 00:06:39.600]  我就是真理
[00:06:39.600 --> 00:06:41.500]  我就是生命
[00:06:41.500 --> 00:06:42.800]  如果不藉著我
[00:06:42.800 --> 00:06:45.700]  沒有人能夠去到父神那裡
[00:06:45.700 --> 00:06:47.200]  這是方法
[00:06:47.200 --> 00:06:50.100]  這是唯一的方法
[00:06:50.100 --> 00:06:51.800]  既然上帝創造了我們
[00:06:51.800 --> 00:06:52.700]  塑造了我們
[00:06:52.700 --> 00:06:54.000]  建立了我們
[00:06:54.000 --> 00:06:55.300]  祂就是我們的源頭
[00:06:55.300 --> 00:06:58.200]  祂就是我們的原作者
[00:06:58.200 --> 00:07:00.200]  祂知道我們的心肝脾肺神
[00:07:00.200 --> 00:07:01.700]  祂知道我們的過去
[00:07:01.700 --> 00:07:02.300]  現在
[00:07:02.300 --> 00:07:04.200]  將來
[00:07:04.200 --> 00:07:06.400]  我們就要去求
[00:07:06.400 --> 00:07:07.600]  去求祂
[00:07:07.600 --> 00:07:08.800]  賜我們五性
[00:07:08.800 --> 00:07:10.800]  去學習祂的命令
[00:07:10.800 --> 00:07:13.200]  祂的說話
[00:07:13.200 --> 00:07:16.500]  原來五性理解力
[00:07:16.500 --> 00:07:20.100]  不是我們讀書多
[00:07:20.100 --> 00:07:23.300]  或者我們經驗很足夠
[00:07:23.300 --> 00:07:25.700]  原來五性是從神而來的
[00:07:25.700 --> 00:07:29.100]  五性是神的恩賜
[00:07:29.100 --> 00:07:30.700]  所以我們需要謙卑
[00:07:30.700 --> 00:07:33.100]  去祈求神給我們
[00:07:33.100 --> 00:07:35.600]  有這一份理解力
[00:07:35.600 --> 00:07:38.000]  使我們能夠明白祂的心意
[00:07:38.000 --> 00:07:40.500]  明白祂的命令
[00:07:40.500 --> 00:07:43.800]  以致我們懂得如何做人
[00:07:43.800 --> 00:07:48.300]  以致我們懂得如何走人生的道路
[00:07:48.300 --> 00:07:53.800]  我想這是我們生命被建立的關鍵
[00:07:53.800 --> 00:07:55.300]  我們成長
[00:07:55.300 --> 00:07:56.700]  我們被建立
[00:07:56.700 --> 00:07:58.300]  被塑造的一個關鍵
[00:07:58.300 --> 00:07:59.900]  是神自己的說話
[00:07:59.900 --> 00:08:01.100]  所以在成長班裡面
[00:08:01.100 --> 00:08:05.700]  我們有真理教導課程
[00:08:05.700 --> 00:08:07.300]  現在我們正在查傳道書
[00:08:07.300 --> 00:08:09.100]  差不多已經查完了
[00:08:09.100 --> 00:08:12.900]  我們明年開始會查《馬可福音》
[00:08:12.900 --> 00:08:15.500]  第一、第二季都會查《馬可福音》
[00:08:15.500 --> 00:08:17.300]  弟兄姊妹都來參加
[00:08:17.300 --> 00:08:19.500]  甚至可以邀請你的親友
[00:08:19.500 --> 00:08:22.200]  甚至未信的親友都可以來參加
[00:08:22.200 --> 00:08:24.600]  因為福音書都是講到耶穌基督
[00:08:24.600 --> 00:08:26.700]  讓他們都能夠認識耶穌基督
[00:08:26.700 --> 00:08:30.300]  以致他們可以跟隨耶穌基督
[00:08:30.300 --> 00:08:32.300]  接著第七十四節
[00:08:32.300 --> 00:08:33.900]  那裡講到敬畏你的人
[00:08:33.900 --> 00:08:39.500]  看見我就歡喜 因為我仰望你的話
[00:08:39.500 --> 00:08:45.700]  敬畏這個字同樣都是由「慰」這個字開始的
[00:08:45.700 --> 00:08:49.100]  為什麼敬畏神的人看見私人就歡喜快樂呢?
[00:08:49.100 --> 00:08:52.700]  是因為私人仰望神的話
[00:08:52.700 --> 00:08:55.100]  究竟私人怎樣仰望神的話呢?
[00:08:55.100 --> 00:08:56.400]  其實在詩篇裡面
[00:08:56.400 --> 00:08:59.200]  我們都看到很多這些經文
[00:08:59.200 --> 00:09:02.300]  私人不是說懶懶閒 先有空看
[00:09:02.300 --> 00:09:05.100]  或者先有錢看
[00:09:05.100 --> 00:09:09.100]  也不知道是不是可靠的
[00:09:09.100 --> 00:09:10.900]  信不信得過
[00:09:10.900 --> 00:09:15.500]  私人的仰望是一種等候
[00:09:15.500 --> 00:09:17.100]  是一種盼望
[00:09:17.100 --> 00:09:20.800]  私人對神的說話的態度
[00:09:20.800 --> 00:09:23.500]  其實我們在詩篇純純都會聽到
[00:09:23.500 --> 00:09:26.700]  他說「總不離開我的口」
[00:09:26.700 --> 00:09:29.100]  另外就是「渴想神」
[00:09:29.100 --> 00:09:31.400]  「極救恩身心厚重」
[00:09:31.400 --> 00:09:37.100]  「天上微亮我呼喊求救」
[00:09:37.100 --> 00:09:39.200]  神是私人的保護
[00:09:39.200 --> 00:09:41.600]  神是私人的盾牌
[00:09:41.600 --> 00:09:43.900]  是藏身之所
[00:09:43.900 --> 00:09:48.200]  神的說話是私人的盼望
[00:09:48.200 --> 00:09:50.200]  另外我們又看到一幅圖畫
[00:09:50.200 --> 00:09:53.100]  是一個很歡喜快樂的
[00:09:53.100 --> 00:09:56.400]  敬畏神的一個喜樂團契
[00:09:56.400 --> 00:09:59.500]  是生命影響生命的一個圖畫
[00:09:59.500 --> 00:10:01.900]  敬畏神的人和私人同得安慰
[00:10:01.900 --> 00:10:02.800]  同得喜樂
[00:10:02.800 --> 00:10:07.000]  因為他們盼望神自己
[00:10:07.000 --> 00:10:09.700]  他們的盼望不是建基在人那裡
[00:10:09.700 --> 00:10:11.900]  不是建基在環境那裡
[00:10:11.900 --> 00:10:17.000]  而是建基在神的說話那裡
[00:10:17.000 --> 00:10:18.000]  上個星期一
[00:10:18.000 --> 00:10:20.800]  如果大家有讀《諾響聖言》的經文
[00:10:20.800 --> 00:10:23.200]  有跟這個計劃的時候
[00:10:23.200 --> 00:10:27.200]  我們讀到瑪利亞要懷孕生子的敘事
[00:10:27.200 --> 00:10:29.500]  那個要快出生的聖者
[00:10:29.500 --> 00:10:31.400]  要稱為神的兒子
[00:10:31.400 --> 00:10:34.300]  瑪利亞初時都很害怕
[00:10:34.300 --> 00:10:39.900]  甚至真的都有一些驚慌
[00:10:39.900 --> 00:10:43.400]  但始終她順服地回應天使說
[00:10:43.400 --> 00:10:45.400]  我是主的侍女
[00:10:45.400 --> 00:10:49.600]  情願照你的話實現在我身上
[00:10:49.600 --> 00:10:52.500]  這真是一個很震撼的順服
[00:10:52.500 --> 00:10:55.500]  照你的話實現在我身上
[00:10:55.500 --> 00:10:58.700]  及後瑪利亞就去探伊莉莎白
[00:10:58.700 --> 00:11:01.900]  這兩位很敬虔的人婦走在一起的時候
[00:11:01.900 --> 00:11:05.300]  充滿喜樂和彼此的祝福
[00:11:05.300 --> 00:11:10.200]  甚至伊莉莎白肚子裡的胎兒都歡喜跳動
[00:11:10.200 --> 00:11:14.000]  因為她見到這位的致勝者
[00:11:14.000 --> 00:11:17.800]  雖然在肚子裡都歡喜雀躍
[00:11:17.800 --> 00:11:23.900]  敬畏上主的喜樂團契是蒙福的
[00:11:23.900 --> 00:11:27.400]  上帝的手創造
[00:11:27.400 --> 00:11:31.100]  以致我們這班受造者
[00:11:31.100 --> 00:11:33.100]  他不但創造他也塑造我們
[00:11:33.100 --> 00:11:35.800]  他叫我們成長叫建立我們
[00:11:35.800 --> 00:11:38.800]  去穩固我們的結構穩固我們的生命
[00:11:38.800 --> 00:11:42.200]  他更加的賜下悟性給我們
[00:11:42.200 --> 00:11:46.200]  去明白上帝的說話上帝的心意
[00:11:46.200 --> 00:11:49.900]  所以我們可以記下這幾句
[00:11:49.900 --> 00:11:53.900]  對神對己對人對萬有我們可以怎樣
[00:11:53.900 --> 00:11:56.400]  對神有信信靠神
[00:11:56.400 --> 00:12:00.700]  對己有進就是長進成長長進的意思
[00:12:00.700 --> 00:12:06.700]  對人有愛對地有情
[00:12:06.700 --> 00:12:10.500]  第二段是七十五節至到七十七節
[00:12:10.500 --> 00:12:13.200]  上帝的手拯救
[00:12:13.200 --> 00:12:16.300]  這個其實是私人的哀歌
[00:12:16.300 --> 00:12:20.300]  因為他面對艱苦面對困境
[00:12:20.300 --> 00:12:22.900]  甚至生命都面臨威脅
[00:12:22.900 --> 00:12:25.700]  第七十七節使我存活
[00:12:25.700 --> 00:12:28.700]  他求上帝的憐憫
[00:12:28.700 --> 00:12:36.400]  也是稱為審判的讚美詩
[00:12:36.400 --> 00:12:38.900]  上帝的手介入的時候
[00:12:38.900 --> 00:12:41.400]  他會作出公義的審判
[00:12:41.400 --> 00:12:44.200]  叫私人得到平反和拯救
[00:12:44.200 --> 00:12:49.500]  受冤屈的人能夠可以跨性
[00:12:49.500 --> 00:12:51.400]  俗語有云
[00:12:51.400 --> 00:12:57.100]  人生不如意是十上八九
[00:12:57.100 --> 00:12:59.200]  大聖經裡同樣有這樣說
[00:12:59.200 --> 00:13:02.500]  在約伯記五章和十四章
[00:13:02.500 --> 00:13:05.700]  人生出來必遭遇患難
[00:13:05.700 --> 00:13:08.700]  如同火花飛騰
[00:13:08.700 --> 00:13:10.500]  人為婦人所生
[00:13:10.500 --> 00:13:14.900]  日子短小 多有患難
[00:13:14.900 --> 00:13:16.500]  弟兄姊妹
[00:13:16.500 --> 00:13:18.800]  苦難是存在的
[00:13:18.800 --> 00:13:20.800]  是生活的一部份
[00:13:20.800 --> 00:13:22.100]  甚至有人說
[00:13:22.100 --> 00:13:27.200]  苦難是我們活著所付出的代價
[00:13:27.200 --> 00:13:28.900]  但是我們就會問
[00:13:28.900 --> 00:13:32.800]  為什麼會有苦難呢
[00:13:32.800 --> 00:13:35.400]  首先 當人犯罪之後
[00:13:35.400 --> 00:13:37.800]  活在墮落的世界裡面
[00:13:37.800 --> 00:13:42.200]  連大自然都成為人的敵人
[00:13:42.200 --> 00:13:47.600]  另外 苦難本身是一個奧秘
[00:13:47.600 --> 00:13:50.800]  不知 不知道為什麼
[00:13:50.800 --> 00:13:52.200]  最近我們在《全圖書》
[00:13:52.200 --> 00:13:53.100]  查《全圖書》的時候
[00:13:53.100 --> 00:13:56.100]  相信第七章大家查過了
[00:13:56.100 --> 00:13:58.400]  在第七章十三至十四節裡面
[00:13:58.400 --> 00:13:59.400]  那裡這樣說
[00:13:59.400 --> 00:14:02.100]  他說你要觀看神的作為
[00:14:02.100 --> 00:14:06.800]  誰能夠使祂所彎曲的變直呢
[00:14:06.800 --> 00:14:08.800]  順利時要喜樂
[00:14:08.800 --> 00:14:11.700]  患難時當思考
[00:14:11.700 --> 00:14:14.300]  神洗這兩樣都發生
[00:14:14.300 --> 00:14:20.700]  因此人不知將會發生什麼事
[00:14:20.700 --> 00:14:24.300]  丁姊妹 我絕對承認
[00:14:24.300 --> 00:14:30.100]  我不知道下一秒 下一分鐘會發生什麼事
[00:14:30.100 --> 00:14:32.400]  我真的不知道
[00:14:32.400 --> 00:14:36.300]  我想我們需要謙卑去承認
[00:14:36.300 --> 00:14:39.500]  苦難有時候我們真的不知道
[00:14:39.500 --> 00:14:40.900]  是一個奧秘
[00:14:40.900 --> 00:14:44.900]  但苦難也是有它正面的意義
[00:14:44.900 --> 00:14:47.200]  所以私人在第七十五節裡面
[00:14:47.200 --> 00:14:52.900]  他明言 就是神洗他受苦
[00:14:52.900 --> 00:14:56.200]  是神洗他受苦
[00:14:56.200 --> 00:14:58.500]  你使我受苦
[00:14:58.500 --> 00:15:01.500]  是以信實待我
[00:15:01.500 --> 00:15:06.700]  這講到神的管教是有好處的
[00:15:06.700 --> 00:15:10.400]  就好像一百一十九篇
[00:15:10.400 --> 00:15:12.800]  上個禮拜曾牧師也有講過
[00:15:12.800 --> 00:15:15.000]  在七十一節裡面
[00:15:15.000 --> 00:15:16.900]  其實都講到
[00:15:16.900 --> 00:15:20.300]  我受苦是與我有益
[00:15:20.300 --> 00:15:24.800]  為要使我學習你的律例
[00:15:24.800 --> 00:15:25.800]  是神的管教
[00:15:25.800 --> 00:15:27.700]  神的管教是對我們有益的
[00:15:27.700 --> 00:15:30.900]  有益處的 有祝福的
[00:15:30.900 --> 00:15:33.400]  以色列人在曠野飄流的日子
[00:15:33.400 --> 00:15:34.900]  是神的管教
[00:15:34.900 --> 00:15:38.000]  要他們謙卑的懂得回到神那裡
[00:15:38.000 --> 00:15:39.300]  以及去感恩
[00:15:39.300 --> 00:15:41.500]  與神重建關係
[00:15:41.500 --> 00:15:45.500]  在新明記八章十六節裡面這樣講
[00:15:45.500 --> 00:15:47.300]  又在曠野
[00:15:47.300 --> 00:15:51.800]  將你列祖所不認識的瑪拿刺給你吃
[00:15:51.800 --> 00:15:56.000]  為要磨練你 考驗你
[00:15:56.000 --> 00:15:59.100]  終究使你享福
[00:15:59.100 --> 00:16:01.500]  新約七百來書同樣講到
[00:16:01.500 --> 00:16:03.800]  因為主所愛的 他必管教
[00:16:03.800 --> 00:16:11.200]  又必打他 接納的每一個孩子
[00:16:11.200 --> 00:16:16.500]  管教 神是以信實來待私人
[00:16:16.500 --> 00:16:19.200]  神是那位信實的主
[00:16:19.200 --> 00:16:23.700]  信實的主以信實去待私人
[00:16:23.700 --> 00:16:27.700]  所以受苦是一幅現實的圖畫
[00:16:27.700 --> 00:16:30.300]  今天我們身體可能有軟弱
[00:16:30.300 --> 00:16:33.900]  甚至我們有不同的挑戰
[00:16:33.900 --> 00:16:35.300]  我們今天的工作
[00:16:35.300 --> 00:16:36.700]  我們今天的學習
[00:16:36.700 --> 00:16:37.700]  我們的家庭
[00:16:37.700 --> 00:16:38.700]  甚至我們的婚姻
[00:16:38.700 --> 00:16:41.500]  可能都有不同的挑戰 有難處
[00:16:41.500 --> 00:16:44.500]  這真是一個真實的圖畫
[00:16:44.500 --> 00:16:46.500]  但是上帝的手拯救
[00:16:46.500 --> 00:16:48.900]  在撫難的裡面有安慰
[00:16:48.900 --> 00:16:52.000]  都是一幅真實的圖畫
[00:16:52.000 --> 00:16:54.100]  私人大衛在撫難裡面承認
[00:16:54.100 --> 00:16:56.000]  神是公義的
[00:16:56.000 --> 00:16:58.500]  祂的說話是公義的
[00:16:58.500 --> 00:17:00.900]  永遠都是對的
[00:17:00.900 --> 00:17:02.800]  臨到自己身上的管教
[00:17:02.800 --> 00:17:03.800]  甚至責罰
[00:17:03.800 --> 00:17:06.000]  是信實的神以信實待祂
[00:17:06.000 --> 00:17:07.100]  即是說
[00:17:07.100 --> 00:17:13.100]  真是有正面的價值的
[00:17:13.100 --> 00:17:15.500]  以色列人的歷史
[00:17:15.500 --> 00:17:17.800]  是神管教的歷史
[00:17:17.800 --> 00:17:21.500]  他們走過大大小小的曠野沙漠
[00:17:21.500 --> 00:17:22.200]  沒錯
[00:17:22.200 --> 00:17:26.300]  曠野沙漠似乎是艱苦的歲月
[00:17:26.300 --> 00:17:30.500]  但是在神的計劃裡面
[00:17:30.500 --> 00:17:34.000]  祂不只是審判
[00:17:34.000 --> 00:17:37.200]  更是復興的預備
[00:17:37.200 --> 00:17:38.600]  preparation
[00:17:38.600 --> 00:17:41.600]  神的審判不是祂的目的
[00:17:41.600 --> 00:17:43.900]  當我們看《舊約爾賽亞書》的時候
[00:17:43.900 --> 00:17:45.100]  我們就會明白
[00:17:45.100 --> 00:17:48.100]  一至三十九章都講了審判的
[00:17:48.100 --> 00:17:51.200]  但是去到四十章這個打後
[00:17:51.200 --> 00:17:53.500]  是講到救贖
[00:17:53.500 --> 00:17:58.800]  而四十章那裡講到是安慰之樹
[00:17:58.800 --> 00:18:01.900]  神的審判的目的不是審判
[00:18:01.900 --> 00:18:05.400]  神的審判目的是救贖
[00:18:05.400 --> 00:18:09.100]  所以曠野或者沙漠
[00:18:09.100 --> 00:18:13.600]  或者一些的挑戰
[00:18:13.600 --> 00:18:16.700]  是神來去管教我們
[00:18:16.700 --> 00:18:19.100]  去造就我們
[00:18:19.100 --> 00:18:25.100]  讓我們有一個復興的預備
[00:18:25.100 --> 00:18:27.600]  在受苦的裡面
[00:18:27.600 --> 00:18:28.700]  我們好像
[00:18:28.700 --> 00:18:30.900]  真的有時候有些人這樣說
[00:18:30.900 --> 00:18:33.800]  真是無語問蒼天
[00:18:33.800 --> 00:18:35.400]  speechless
[00:18:35.400 --> 00:18:39.300]  又或者真的不知道誰可以救到我
[00:18:39.300 --> 00:18:39.800]  弟兄姊妹
[00:18:39.800 --> 00:18:41.500]  今天我們是神創造
[00:18:41.500 --> 00:18:45.100]  我們是被神塑造的
[00:18:45.100 --> 00:18:47.900]  我們可以隨時隨地
[00:18:47.900 --> 00:18:50.800]  去呼求我們神的幫助
[00:18:50.800 --> 00:18:53.300]  神啊!你的手來幫助我
[00:18:53.300 --> 00:18:55.500]  所以在經文裡面
[00:18:55.500 --> 00:18:57.500]  第七十六節那裡說
[00:18:57.500 --> 00:19:00.400]  求你照著你向僕人所說的話
[00:19:00.400 --> 00:19:02.000]  所以我們在受苦的裡面
[00:19:02.000 --> 00:19:03.900]  神的恩典是足夠的
[00:19:03.900 --> 00:19:08.300]  我們大可以去呼求神的應許
[00:19:08.300 --> 00:19:09.700]  神的應許
[00:19:09.700 --> 00:19:12.400]  我們的主已經向他所有的僕人
[00:19:12.400 --> 00:19:16.900]  發出了他的諾言
[00:19:16.900 --> 00:19:19.600]  他說他會幫助我們
[00:19:19.600 --> 00:19:22.000]  他會善待我們
[00:19:22.000 --> 00:19:25.300]  我們可以向他祈求
[00:19:25.300 --> 00:19:27.200]  除了呼求神的應許
[00:19:27.200 --> 00:19:30.100]  我們可以呼求神的慈愛
[00:19:30.100 --> 00:19:31.500]  神的堅愛
[00:19:31.500 --> 00:19:34.200]  這個慈愛
[00:19:34.200 --> 00:19:39.200]  是可以譯作堅定不移的愛
[00:19:39.200 --> 00:19:42.400]  或者叫忠誠守約的愛
[00:19:42.400 --> 00:19:43.600]  在舊約裡面
[00:19:43.600 --> 00:19:50.100]  通常是指神和以色列的盟約關係
[00:19:50.100 --> 00:19:52.600]  我們和神有一個盟約的關係
[00:19:52.600 --> 00:19:54.100]  既然簽了約
[00:19:54.100 --> 00:19:55.600]  既然有一個盟約
[00:19:55.600 --> 00:19:58.200]  神一定會兌現的
[00:19:58.200 --> 00:20:00.800]  所以堅定不移的愛
[00:20:00.800 --> 00:20:03.900]  呂振鋒常常譯這個「慈愛」這個字
[00:20:03.900 --> 00:20:06.600]  是譯作「堅愛」
[00:20:06.600 --> 00:20:08.200]  有時候我們說通話
[00:20:08.200 --> 00:20:13.900]  真是很堅的 堅定不移的愛
[00:20:13.900 --> 00:20:16.600]  當人類始早犯罪的時候
[00:20:16.600 --> 00:20:21.000]  他們就出現了恐懼和羞恥
[00:20:21.000 --> 00:20:23.400]  躲避神的面
