
[00:00:00.000 --> 00:00:04.900]  上次跟大家開始了已不鎖書的第三章
[00:03:10.440 --> 00:03:16.860]  充充足足地成就一切超過我們所求所想的
[00:03:16.860 --> 00:03:18.960]  願祂在教會中
[00:03:18.960 --> 00:03:23.180]  並在基督耶穌裡得著榮耀
[00:03:23.180 --> 00:03:29.180]  保羅就是要我們得到比我們所想所求的更加好
[00:03:29.180 --> 00:03:33.780]  我們一起來看看保羅禱告的力量
[00:03:33.780 --> 00:03:36.680]  它的力量從何而來
[00:03:36.680 --> 00:03:40.340]  其實保羅兩次在《耳窟所書》的禱告
[00:03:40.340 --> 00:03:45.560]  他所倚靠的都是三位一體神的力量
[00:03:45.560 --> 00:03:47.620]  在他第一次的禱告
[00:03:47.620 --> 00:03:50.180]  在《耳窟所書》的一章十七節
[00:03:50.180 --> 00:03:53.820]  他已經是倚靠三位一體的神
[00:03:53.820 --> 00:03:58.640]  一章十七節說:求我們主耶穌基督的神
[00:03:58.640 --> 00:03:59.920]  榮耀的父
[00:03:59.920 --> 00:04:03.920]  將那賜人智慧和啟示的靈賞給你們
[00:04:03.920 --> 00:04:06.540]  使你們真知道他
[00:04:06.540 --> 00:04:09.020]  他是靠耶穌基督
[00:04:09.020 --> 00:04:10.960]  靠榮耀的父
[00:04:10.960 --> 00:04:14.460]  靠賜人智慧和啟示的靈
[00:04:14.460 --> 00:04:16.740]  有沒有見到三位一體的神
[00:04:16.740 --> 00:04:19.540]  在他的禱告裡面
[00:04:19.540 --> 00:04:22.620]  第二次的禱告就是今天的經文
[00:04:22.620 --> 00:04:26.180]  在《耳窟所書》的三章十四至十六節
[00:04:26.180 --> 00:04:30.200]  保羅再一次用到三位一體的神
[00:04:30.200 --> 00:04:33.140]  他說:我在父的面前屈膝
[00:04:33.140 --> 00:04:35.700]  求他按著他豐盛的榮耀
[00:04:35.700 --> 00:04:41.000]  藉著他的靈,叫你們心裡的力量剛強起來
[00:04:41.000 --> 00:04:43.060]  使基督因你們的信
[00:04:43.060 --> 00:04:44.800]  住在你們的心裡
[00:04:44.800 --> 00:04:48.180]  叫你們的愛心有根有記
[00:04:48.180 --> 00:04:50.780]  他說:求父
[00:04:50.780 --> 00:04:52.700]  藉著神的靈
[00:04:52.700 --> 00:04:57.120]  藉著住在我們裡面的耶穌基督
[00:04:57.120 --> 00:04:59.240]  能夠幫助我們
[00:04:59.240 --> 00:05:03.240]  使我們有愛的根和記
[00:05:03.240 --> 00:05:07.980]  其實兩個禱告都有連帶關係
[00:05:07.980 --> 00:05:09.360]  在第一個禱告
[00:05:09.360 --> 00:05:11.720]  保羅是要我們真認識他
[00:05:11.720 --> 00:05:14.540]  真正認識耶穌基督
[00:05:14.540 --> 00:05:16.980]  當我們真真正正是耶穌基督
[00:05:16.980 --> 00:05:21.160]  我們就真真正正能夠活出耶穌基督的愛
[00:05:21.160 --> 00:05:26.780]  這就是三章十六節告訴我們
[00:05:26.780 --> 00:05:31.840]  我們接著看看保羅禱告的姿勢
[00:05:31.840 --> 00:05:35.720]  保羅說他在父的面前屈膝
[00:05:35.720 --> 00:05:39.080]  他跪下來禱告
[00:05:39.080 --> 00:05:45.120]  跪下來不是聖經裡唯一一個禱告的姿勢
[00:05:45.120 --> 00:05:50.080]  我們知道猶太人的習慣是站著禱告
[00:05:50.080 --> 00:05:54.220]  猶太人喜歡舉起兩隻手站著禱告
[00:05:54.220 --> 00:05:56.140]  我們怎麼知道呢?
[00:05:56.140 --> 00:05:58.680]  在《路加福音》的十八章
[00:05:58.680 --> 00:06:02.360]  我們見到法利塞人和瑞利的禱告
[00:06:02.360 --> 00:06:03.940]  他們去到聖殿
[00:06:03.940 --> 00:06:08.220]  兩個人站著向神禱告
[00:06:08.220 --> 00:06:11.760]  在《樹創世紀》的十八章二十二節
[00:06:11.760 --> 00:06:18.820]  亦提到伯拉罕站著向神禱告
[00:06:18.820 --> 00:06:21.260]  大衛呢?大衛很有趣
[00:06:21.260 --> 00:06:23.620]  在《歷代志》的十七章十六節
[00:06:23.620 --> 00:06:28.420]  他坐著向神禱告
[00:06:28.420 --> 00:06:33.000]  而在《馬太福音》的二十六章三十九節
[00:06:33.000 --> 00:06:35.800]  耶穌基督在赫西瑪利園
[00:06:35.800 --> 00:06:40.780]  祂是俯伏在神的面前來禱告
[00:06:40.780 --> 00:06:43.720]  究竟在聖經裡
[00:06:43.720 --> 00:06:48.580]  跪下來禱告是什麼意思呢?
[00:06:48.580 --> 00:06:52.240]  原來第一是敬拜的意思
[00:06:52.240 --> 00:06:55.240]  在詩篇的九十五篇第六節
[00:06:55.240 --> 00:06:58.560]  詩人說「我們要屈身敬拜
[00:06:58.560 --> 00:07:02.480]  再做我們的耶和華面前跪下」
[00:07:02.480 --> 00:07:05.860]  所以當我們跪下來禱告的時候
[00:07:05.860 --> 00:07:08.940]  就代表我們是敬拜神
[00:07:08.940 --> 00:07:12.720]  我們也見到在聖經裡
[00:07:12.720 --> 00:07:14.880]  羅馬書的十四章十一節
[00:07:14.880 --> 00:07:18.800]  保羅說「萬失必向他跪拜
[00:07:18.800 --> 00:07:21.880]  萬口必向他承認」
[00:07:21.880 --> 00:07:24.380]  而在肥納比書的二章十節
[00:07:24.380 --> 00:07:28.260]  也說到「叫一切天上的、地上的
[00:07:28.260 --> 00:07:29.860]  和地底下的
[00:07:29.860 --> 00:07:32.760]  因為耶穌的名無不屈膝」
[00:07:32.760 --> 00:07:35.180]  屈膝就是敬拜的意思
[00:07:35.180 --> 00:07:36.580]  這是第一點
[00:07:36.580 --> 00:07:39.100]  第二點是當我們跪下來敬拜
[00:07:39.100 --> 00:07:42.200]  代表是虔誠
[00:07:42.200 --> 00:07:44.820]  在但爾利書的六章十節
[00:07:44.820 --> 00:07:49.860]  說到但爾利雙膝跪在神的面前
[00:07:49.860 --> 00:07:52.460]  來禱告感謝
[00:07:52.460 --> 00:07:55.300]  所以代表他的虔誠
[00:07:55.300 --> 00:07:58.540]  還有第三點是代表認罪
[00:07:58.540 --> 00:08:03.180]  在以斯拉記的九章五節
[00:08:03.180 --> 00:08:04.960]  他為了人民的罪
[00:08:04.960 --> 00:08:09.780]  屈膝地在神的面前禱告
[00:08:09.780 --> 00:08:14.660]  所以我們說保羅屈膝在神的面前禱告
[00:08:14.660 --> 00:08:17.860]  是代表保羅的虔誠
[00:08:17.860 --> 00:08:21.420]  是代表保羅的敬拜
[00:08:21.420 --> 00:08:24.780]  所以當我們禱告的時候
[00:08:24.780 --> 00:08:30.260]  就算我們的姿勢不是跪下來禱告
[00:08:30.260 --> 00:08:33.620]  我們的心裡面也應該下跪
[00:08:33.620 --> 00:08:38.980]  代表我們願意馴服在神的旨意裡面
[00:08:38.980 --> 00:08:41.220]  願意服從神
[00:08:41.220 --> 00:08:42.780]  跪下來敬拜
[00:08:42.780 --> 00:08:44.980]  就是一個外在的姿勢
[00:08:44.980 --> 00:08:51.080]  代表我們內在馴服的心
[00:08:51.080 --> 00:08:53.260]  我們剛才說到
[00:08:53.260 --> 00:08:56.140]  保羅在禱告裡面
[00:08:56.140 --> 00:08:57.940]  是希望我們基督徒
[00:08:57.940 --> 00:09:01.940]  能夠得到比我們所想所求的更加好
[00:09:01.940 --> 00:09:04.420]  我們怎樣能夠做得到呢?
[00:09:04.420 --> 00:09:06.500]  一共有四點
[00:09:06.500 --> 00:09:09.460]  跟著四點去做我們就能夠得到
[00:09:09.460 --> 00:09:11.860]  第一點是要藉著聖靈
[00:09:11.860 --> 00:09:15.580]  叫裡面的人剛強起來
[00:09:15.580 --> 00:09:18.820]  在二不所思的三章十六節
[00:09:18.820 --> 00:09:23.500]  保羅說:求祂按著祂豐盛的榮耀
[00:09:23.500 --> 00:09:24.660]  藉著祂的靈
[00:09:24.660 --> 00:09:28.460]  叫你們心裡的力量剛強起來
[00:09:28.460 --> 00:09:31.660]  這是一個很有力量的禱告
[00:09:31.660 --> 00:09:34.700]  是按著神的豐盛和榮耀
[00:09:34.700 --> 00:09:37.700]  還藉著聖靈來禱告
[00:09:37.700 --> 00:09:39.780]  非常之有力
[00:09:39.780 --> 00:09:42.020]  保羅說要我們心裡的力量
[00:09:42.020 --> 00:09:46.220]  或者裡面的人剛強起來
[00:09:46.220 --> 00:09:48.940]  很可惜,很有趣
[00:09:48.940 --> 00:09:51.780]  世人也好,基督徒也好
[00:09:51.780 --> 00:09:55.860]  我們很喜歡將注意力花在外面的人
[00:09:55.860 --> 00:09:59.100]  而不是將時間花在裡面的人
[00:09:59.100 --> 00:10:01.740]  我們花很少時間在裡面的人
[00:10:01.740 --> 00:10:04.740]  但我們花很多時間在外面的人
[00:10:04.740 --> 00:10:07.100]  外面的人是誰?
[00:10:07.100 --> 00:10:09.180]  我現在站在你面前
[00:10:09.180 --> 00:10:12.420]  你所見到的這個就是外面的我
[00:10:12.420 --> 00:10:16.940]  這個不是裡面的我,是外面的我
[00:10:16.940 --> 00:10:19.020]  我和大家說過很多次
[00:10:19.020 --> 00:10:21.820]  我自小是被女人包圍的
[00:10:21.820 --> 00:10:24.220]  我小時候有三個姐姐
[00:10:24.220 --> 00:10:27.820]  所以經常被三個女士包圍我
[00:10:27.820 --> 00:10:31.100]  長大之後,我有一個太太和兩個女兒
[00:10:31.100 --> 00:10:34.340]  也是被三個女士包圍我
[00:10:34.340 --> 00:10:37.220]  所以我對女士用多少時間
[00:10:37.220 --> 00:10:41.980]  在外表、外面的人身上很熟悉
[00:10:41.980 --> 00:10:44.220]  只是面相而已
[00:10:44.220 --> 00:10:46.180]  有漂白霜
[00:10:46.180 --> 00:10:47.660]  有乳液
[00:10:47.660 --> 00:10:49.340]  有爽膚水
[00:10:49.340 --> 00:10:51.900]  有去皺紋水
[00:10:51.900 --> 00:10:54.020]  只是面部而已
[00:10:54.020 --> 00:10:56.300]  還有頭髮
[00:10:56.300 --> 00:10:58.260]  還有穿什麼衣服
[00:10:58.260 --> 00:11:00.020]  穿什麼鞋子
[00:11:00.020 --> 00:11:02.260]  配什麼手袋
[00:11:02.260 --> 00:11:05.300]  我們真的花很多很多時間
[00:11:05.300 --> 00:11:08.060]  在外面的人身上
[00:11:08.060 --> 00:11:12.420]  裡面的人,我們有沒有花那麼多時間
[00:11:12.420 --> 00:11:15.260]  究竟裡面的人是誰?
[00:11:15.260 --> 00:11:20.620]  裡面的人就是我們靈或者魂所在的地方
[00:11:20.620 --> 00:11:23.100]  有很多神學家都說
[00:11:23.100 --> 00:11:25.420]  靈和魂是不同的
[00:11:25.420 --> 00:11:27.940]  其實我覺得靈和魂都是一樣
[00:11:27.940 --> 00:11:31.860]  就是我們裡面的那一位
[00:11:31.860 --> 00:11:33.740]  有很多人認為
[00:11:33.740 --> 00:11:36.340]  外面那個才是真正的我
[00:11:36.340 --> 00:11:38.140]  因為讓你看得到
[00:11:38.140 --> 00:11:41.100]  很多人認為這個才是真正的我
[00:11:41.100 --> 00:11:44.500]  但其實裡面那個才是真正的我
[00:11:44.500 --> 00:11:46.900]  你有沒有想過
[00:11:46.900 --> 00:11:50.100]  外面的人當我們死的時候
[00:11:50.100 --> 00:11:53.060]  是會塵歸塵,土歸土
[00:11:53.060 --> 00:11:55.140]  是會回到地裡
[00:11:55.140 --> 00:11:59.220]  但我們的靈魂是永遠不會滅亡的
[00:11:59.220 --> 00:12:01.300]  我們的靈魂不會滅亡
[00:12:01.300 --> 00:12:03.260]  只是在哪裡
[00:12:03.260 --> 00:12:05.740]  永遠與神同在
[00:12:05.740 --> 00:12:08.580]  還是永遠與神分開
[00:12:08.580 --> 00:12:11.820]  這就是值得我們思考的
[00:12:11.820 --> 00:12:16.300]  所以真正的我在裡面的我不在外面
[00:12:16.300 --> 00:12:20.300]  其實這個世界是非常無常的
[00:12:20.300 --> 00:12:23.060]  早上起床都可能好好的
[00:12:23.060 --> 00:12:26.420]  到了下午已經是天翻地覆
[00:12:26.420 --> 00:12:28.820]  不單止非基督徒
[00:12:28.820 --> 00:12:31.020]  基督徒也是一樣
[00:12:31.020 --> 00:12:33.580]  基督徒也不會例外
[00:12:33.580 --> 00:12:36.540]  不會說對困難
[00:12:36.540 --> 00:12:39.260]  對逆境會有免疫
[00:12:39.260 --> 00:12:45.900]  所以我們是很需要來鍛鍊我們裡面的人
[00:12:45.900 --> 00:12:49.980]  當有困難來到我們身上的時候
[00:12:49.980 --> 00:12:53.340]  是裡面的人來支撐著
[00:12:53.340 --> 00:12:56.260]  不是我們外面的人
[00:12:56.260 --> 00:12:58.860]  有很多基督徒都有經驗
[00:12:58.860 --> 00:13:01.940]  他們說當我們有困難
[00:13:01.940 --> 00:13:03.980]  有逆境來到的時候
[00:13:03.980 --> 00:13:05.100]  是我們的靈
[00:13:05.100 --> 00:13:09.900]  是我們裡面的人來承擔一切
[00:13:09.900 --> 00:13:11.740]  很多的基督徒
[00:13:11.740 --> 00:13:15.260]  當我們遇見困難的時候都會說
[00:13:15.260 --> 00:13:20.420]  我真的從來沒有試過這麼親近神
[00:13:20.420 --> 00:13:21.860]  為什麼會這麼親近神
[00:13:21.860 --> 00:13:23.620]  就是我們裡面的人
[00:13:23.620 --> 00:13:26.180]  當我們有逆境有困難的時候
[00:13:26.180 --> 00:13:29.220]  能夠真真正正經歷神
[00:13:29.220 --> 00:13:33.180]  以致我們會說從來沒有試過這麼親近神
[00:13:33.180 --> 00:13:35.660]  不是我們外面的人經歷神
[00:13:35.660 --> 00:13:37.300]  不是我們的身體
[00:13:37.300 --> 00:13:38.980]  是我們的靈
[00:13:38.980 --> 00:13:43.740]  是我們的靈魂與神相交
[00:13:43.740 --> 00:13:48.300]  如果我們不去鍛鍊我們裡面的人
[00:13:48.300 --> 00:13:51.300]  當我們做任何事的時候
[00:13:51.300 --> 00:13:56.380]  都會變得非常軟弱無力
[00:13:56.380 --> 00:13:58.660]  在《路加福音》裡面
[00:13:58.660 --> 00:14:00.860]  一章八十節
[00:14:00.860 --> 00:14:02.380]  施洗約翰
[00:14:02.380 --> 00:14:06.740]  在《路加福音》二章四十節的耶穌基督
[00:14:06.740 --> 00:14:10.820]  經文講到他們長大的時候
[00:14:10.820 --> 00:14:14.460]  說到他們的靈裡面堅強起來
[00:14:14.460 --> 00:14:16.180]  強健起來
[00:14:16.180 --> 00:14:19.940]  這個我們每個基督徒都很需要
[00:14:19.940 --> 00:14:22.460]  我們裡面的人都很需要
[00:14:22.460 --> 00:14:23.860]  剛強起來
[00:14:23.860 --> 00:14:25.260]  堅強起來
[00:14:25.260 --> 00:14:29.100]  以致當有逆境有試探來到的時候
[00:14:29.100 --> 00:14:33.220]  我們能夠抵擋得住
[00:14:33.220 --> 00:14:34.900]  但是很可惜
[00:14:34.900 --> 00:14:38.540]  很多時候我們都很著重外面的人
[00:14:38.540 --> 00:14:39.700]  剛才講過了
[00:14:39.700 --> 00:14:42.020]  我們很著重外觀
[00:14:42.020 --> 00:14:43.940]  外觀是什麼?
[00:14:43.940 --> 00:14:47.820]  化妝、衣著這些是外觀
[00:14:47.820 --> 00:14:50.260]  但也有外表
[00:14:50.260 --> 00:14:51.740]  外表是什麼?
[00:14:51.740 --> 00:14:55.180]  外表就是我們的言行舉止
[00:14:55.180 --> 00:15:00.140]  一個人能夠訓練我們的外表
[00:15:00.140 --> 00:15:03.580]  訓練到完全和基督徒一模一樣
[00:15:03.580 --> 00:15:05.060]  能夠做得到
[00:15:05.060 --> 00:15:08.540]  我們的言行舉止和基督徒一樣
[00:15:08.540 --> 00:15:13.540]  但不代表我們裡面真的有一個堅強的人
[00:15:13.540 --> 00:15:16.980]  這就是耶穌基督在世的時候
[00:15:16.980 --> 00:15:19.180]  經常罵法利塞人
[00:15:19.180 --> 00:15:22.100]  說他們空有外表
[00:15:22.100 --> 00:15:24.180]  假冒為善
[00:15:24.180 --> 00:15:26.500]  如果一個人只是有外表
[00:15:26.500 --> 00:15:29.500]  而沒有在裡面有一個剛強的人
[00:15:29.500 --> 00:15:32.780]  當有試探、有試驗來到的時候
[00:15:32.780 --> 00:15:35.740]  我們就會好像耶穌基督所講
[00:15:35.740 --> 00:15:39.900]  好像在沙土上高來建一間屋
[00:15:39.900 --> 00:15:42.020]  在沙土上高建一間屋
[00:15:42.020 --> 00:15:46.260]  當有雨淋、水沖、有風吹的時候
[00:15:46.260 --> 00:15:47.740]  就會怎樣?
[00:15:47.740 --> 00:15:50.140]  就會倒塌
[00:15:50.140 --> 00:15:53.620]  但如果我們裡面的人是剛強的話
[00:15:53.620 --> 00:15:58.420]  就好像一個人建一間屋在盆石上高
[00:15:58.420 --> 00:16:01.140]  就算有逆境、有風吹雨淋
[00:16:01.140 --> 00:16:05.300]  這間屋也不會倒塌
[00:16:05.300 --> 00:16:10.500]  保羅在哥倫多後書的四章十六節
[00:16:10.500 --> 00:16:11.700]  保羅說
[00:16:11.700 --> 00:16:13.980]  叫我們不要喪膽
[00:16:13.980 --> 00:16:16.900]  他說外面的人是會敗壞的
[00:16:16.900 --> 00:16:21.900]  但我們裡面的人是會一天生死一天
[00:16:21.900 --> 00:16:25.900]  這真是對我們基督徒來說很大的鼓勵
[00:16:25.900 --> 00:16:30.380]  我們也看到我們外面的人是一天衰敗過一天
[00:16:30.380 --> 00:16:35.060]  但我們裡面的人是可以一天生死一天
[00:16:35.060 --> 00:16:38.740]  這真是給我們很大的鼓勵
[00:16:38.740 --> 00:16:43.020]  所以我們是要投資在這裡永恆
[00:16:43.020 --> 00:16:46.300]  而不是投資在我們外面的人
[00:16:46.300 --> 00:16:48.260]  外面的人是會敗壞的
[00:16:48.260 --> 00:16:53.060]  如果我們投資太多時間在外面的人是很不值得
[00:16:53.060 --> 00:16:56.140]  我們裡面的人才是永恆
[00:16:56.140 --> 00:16:58.540]  所以我們要投資是永恆
[00:16:58.540 --> 00:17:01.380]  投資在裡面的人身上
[00:17:01.380 --> 00:17:04.300]  在提摩太前書的四章八節
[00:17:04.300 --> 00:17:07.900]  保羅說鍛鍊身體益處還少
[00:17:07.900 --> 00:17:11.660]  唯獨敬前凡事都有益處
[00:17:11.660 --> 00:17:14.860]  因有今生和來生的應許
[00:17:14.860 --> 00:17:17.740]  如果我們投資在外面的人身上
[00:17:17.740 --> 00:17:21.420]  好像保羅說我們鍛鍊身體
[00:17:21.420 --> 00:17:25.340]  來鍛鍊外在的人益處很少
[00:17:25.340 --> 00:17:29.020]  因為遲早這個人都會敗壞
[00:17:29.020 --> 00:17:32.260]  但只有我們鍛鍊裡面的人
[00:17:32.260 --> 00:17:34.380]  如果我們敬前的話
[00:17:34.380 --> 00:17:36.580]  就會不單止有今生
[00:17:36.580 --> 00:17:38.660]  也有來生的益處
[00:17:38.660 --> 00:17:42.780]  就是因為我們的靈是永恆
[00:17:42.780 --> 00:17:44.180]  很可惜
[00:17:44.180 --> 00:17:47.900]  很多人都要等到有需要的時候
[00:17:47.900 --> 00:17:51.260]  才去鍛鍊我們裡面的人
[00:17:51.260 --> 00:17:53.180]  這個是很難的
[00:17:53.180 --> 00:17:57.420]  因為我們說鍛鍊裡面的人和鍛鍊外面的人一樣
[00:17:57.420 --> 00:18:00.060]  就好像你鍛鍊肌肉一樣
[00:18:00.060 --> 00:18:02.620]  你明天要去搬一些很重的東西
[00:18:02.620 --> 00:18:05.100]  我等到今天才來鍛鍊
[00:18:05.100 --> 00:18:07.300]  鍛鍊不鍛鍊到你的肌肉?
[00:18:07.300 --> 00:18:08.340]  不可以
[00:18:08.340 --> 00:18:11.500]  這個你要平時就鍛鍊好
[00:18:11.500 --> 00:18:15.540]  所以我們平時就要鍛鍊好我們屬靈的肌肉
[00:18:15.540 --> 00:18:18.860]  我們平時就要鍛鍊好我們裡面的人
[00:18:18.860 --> 00:18:22.380]  以致當有逆境有試探來到
[00:18:22.380 --> 00:18:26.820]  我們是能夠擔當得起
[00:18:26.820 --> 00:18:30.820]  怎樣能夠鍛鍊我們裡面的人
[00:18:30.820 --> 00:18:32.500]  我們剛才說過
[00:18:32.500 --> 00:18:36.900]  和鍛鍊肌肉鍛鍊外面的人很相似
[00:18:36.900 --> 00:18:40.660]  保羅在羅馬書的七章二十二節
[00:18:40.660 --> 00:18:43.180]  他說按著我裡面的意思
[00:18:43.180 --> 00:18:45.980]  我是喜歡神的律
[00:18:45.980 --> 00:18:49.220]  原來保羅說一個重新得救的人
[00:18:49.220 --> 00:18:51.940]  是會喜歡神的律例典章
[00:18:51.940 --> 00:18:54.860]  是會喜歡神的話語
[00:18:54.860 --> 00:18:59.900]  但是他在羅馬書七章二十三至二十四節
[00:18:59.900 --> 00:19:02.980]  他說我的肢體我的身體
[00:19:02.980 --> 00:19:08.100]  我外面的人和我裡面的人來交戰
[00:19:08.100 --> 00:19:12.060]  把我裡面的人擄掠去犯罪
[00:19:12.060 --> 00:19:14.220]  保羅說我真是慘了
[00:19:14.220 --> 00:19:18.140]  他說有誰能夠救我脫離這個身體
[00:19:18.140 --> 00:19:21.060]  脫離我外面的人
[00:19:21.060 --> 00:19:23.660]  在羅馬書第七章保羅承認
[00:19:23.660 --> 00:19:26.980]  他說我裡面的人很軟弱
[00:19:26.980 --> 00:19:28.620]  真是苦了
[00:19:28.620 --> 00:19:31.220]  但是感謝主到了第八章
[00:19:31.220 --> 00:19:35.620]  他說是聖靈使他裡面的人剛強起來
[00:19:35.620 --> 00:19:38.820]  所以在羅馬書八章九節
[00:19:38.820 --> 00:19:42.140]  他說如果神的靈住在你們的心裡
[00:19:42.140 --> 00:19:46.140]  你們就不屬肉體乃屬聖靈
[00:19:46.140 --> 00:19:50.260]  人若沒有基督的靈就不是屬基督的
[00:19:50.260 --> 00:19:55.540]  保羅說如果我們真是一個屬基督的人
[00:19:55.540 --> 00:19:58.700]  我們一定是有聖靈在我們裡面
[00:19:58.700 --> 00:20:05.060]  聖靈就會幫助我們裡面的人剛強起來
[00:20:05.060 --> 00:20:12.260]  這也是為什麼保羅在哥羅西書三章十六節
[00:20:12.260 --> 00:20:15.460]  他說要用各樣的智慧
[00:20:15.460 --> 00:20:20.660]  把基督的道理豐豐富富的存在心裡
[00:20:20.660 --> 00:20:22.820]  因為保羅說裡面的人
[00:20:22.820 --> 00:20:25.580]  是喜歡神的律例典章
[00:20:25.580 --> 00:20:27.140]  喜歡神的話語
[00:20:27.140 --> 00:20:31.580]  所以我們要將神的話語記在我們的心裡面
[00:20:31.580 --> 00:20:38.420]  以致聖靈能夠用他來幫助裡面的人剛強起來
[00:20:38.420 --> 00:20:43.900]  所以每一次當我們裡面的人讓路給聖靈
[00:20:43.900 --> 00:20:46.140]  當我們想犯罪的時候
[00:20:46.140 --> 00:20:47.460]  我們不去犯罪
[00:20:47.460 --> 00:20:49.220]  我們讓路給聖靈
[00:20:49.220 --> 00:20:52.700]  我們聽神的話語他的律例典章
[00:20:52.700 --> 00:20:55.820]  我們就能夠鍛鍊我們裡面的人
[00:20:55.820 --> 00:21:00.980]  我們就能夠鍛鍊我們屬靈的肌肉
[00:21:00.980 --> 00:21:05.020]  其實人和樹很相似
[00:21:05.020 --> 00:21:08.100]  不知道大家有沒有試過斬樹
[00:21:08.100 --> 00:21:10.220]  你斬了一棵樹之後
[00:21:10.220 --> 00:21:15.980]  你會發覺樹幹的表面有很多個圈
[00:21:15.980 --> 00:21:18.820]  一個圈一個圈一個圈
[00:21:18.820 --> 00:21:21.900]  原來每一個圈代表一年
[00:21:21.900 --> 00:21:24.580]  如果這棵樹有十個圈的話
[00:21:24.580 --> 00:21:28.380]  就代表這棵樹有十年的生命
[00:21:28.380 --> 00:21:30.940]  但如果這棵樹有一百個圈
[00:21:30.940 --> 00:21:34.500]  就代表它有一百年的壽命
[00:21:34.500 --> 00:21:36.580]  為什麼會有這麼多個圈呢?
[00:21:36.580 --> 00:21:37.860]  很簡單
[00:21:37.860 --> 00:21:40.500]  原來這棵樹在成長的時候
