
[00:00:00.000 --> 00:00:03.560]  浪子的比喻 我想我們沒什麼人沒聽過的
[00:03:29.720 --> 00:03:31.800]  耶穌透過這段的比喻
[00:03:31.800 --> 00:03:34.280]  揣摩一下天賦的三個心腸
[00:03:34.280 --> 00:03:37.000]  那個小孩
[00:03:37.000 --> 00:03:38.760]  一個人有兩個兒子
[00:03:38.760 --> 00:03:41.360]  那個小孩對父親說
[00:03:41.360 --> 00:03:45.760]  父親 請你把我應得的家業分給我
[00:03:45.760 --> 00:03:47.280]  這句話
[00:03:47.280 --> 00:03:50.480]  我說揣摩爸爸
[00:03:50.480 --> 00:03:51.560]  如果你是爸爸
[00:03:51.560 --> 00:03:53.560]  你聽到兒子這樣跟你說
[00:03:53.560 --> 00:03:57.160]  你會有什麼心情呢
[00:03:57.160 --> 00:03:58.680]  很特別的地方就是
[00:03:58.680 --> 00:04:01.080]  那個爸爸的反應是
[00:04:01.080 --> 00:04:02.720]  沒什麼反應
[00:04:02.720 --> 00:04:04.840]  接著就分給他了
[00:04:04.840 --> 00:04:07.880]  固然
[00:04:07.880 --> 00:04:10.480]  古代的社會
[00:04:10.480 --> 00:04:13.800]  爸爸如果年老了
[00:04:13.800 --> 00:04:15.200]  他要離開世界
[00:04:15.200 --> 00:04:18.160]  自然地產業都會給兒子
[00:04:18.160 --> 00:04:22.600]  這是一個很自然的現象和反應
[00:04:22.600 --> 00:04:24.680]  安排猶太人大兒子有兩份
[00:04:24.680 --> 00:04:26.520]  小兒子一份
[00:04:26.520 --> 00:04:30.000]  主要的關鍵點都不是這裡
[00:04:30.000 --> 00:04:31.960]  而是
[00:04:31.960 --> 00:04:37.280]  小兒子敢跟爸爸說
[00:04:37.280 --> 00:04:38.680]  有人為了想明白
[00:04:38.680 --> 00:04:42.280]  這句話帶給父親有什麼影響
[00:04:42.280 --> 00:04:44.000]  所以他就拿著這個比喻
[00:04:44.000 --> 00:04:47.160]  這個故事是耶穌跟門徒說的
[00:04:47.160 --> 00:04:48.560]  跟眾人說的
[00:04:48.560 --> 00:04:50.240]  發生在一個中東的地方
[00:04:50.240 --> 00:04:53.120]  因為那裡沒有特別說猶太社會
[00:04:53.120 --> 00:04:56.800]  總之好像用一個當地人明白的傳統文化
[00:04:56.800 --> 00:04:58.360]  去說這番話
[00:04:58.360 --> 00:05:03.280]  有人真的拿著這個說法
[00:05:03.280 --> 00:05:04.600]  故事的開頭
[00:05:04.600 --> 00:05:08.520]  他就走去中東很多的農業社會裡面
[00:05:08.520 --> 00:05:10.520]  就問一下那些人
[00:05:10.520 --> 00:05:13.080]  如果你的兒子這樣跟你說
[00:05:13.080 --> 00:05:14.880]  你會覺得怎樣
[00:05:14.880 --> 00:05:15.680]  問一下你
[00:05:15.680 --> 00:05:17.600]  訪問了很多不同的
[00:05:17.600 --> 00:05:21.880]  中東一帶的地方的家庭
[00:05:21.880 --> 00:05:24.040]  那些民族
[00:05:24.040 --> 00:05:26.080]  發覺結果是很驚訝的
[00:05:26.080 --> 00:05:28.920]  就是差不多
[00:05:28.920 --> 00:05:33.120]  他說百分之一百
[00:05:33.120 --> 00:05:35.240]  都有同樣的一個反應
[00:05:35.240 --> 00:05:38.360]  就是如果兒子這樣跟爸爸說
[00:05:38.360 --> 00:05:40.160]  其實意思就是說
[00:05:40.160 --> 00:05:42.960]  爸爸你死了
[00:05:42.960 --> 00:05:44.680]  就是這個意思
[00:05:44.680 --> 00:05:47.680]  就是說這件事
[00:05:47.680 --> 00:05:50.960]  其實是應該發生在爸爸死的時候
[00:05:50.960 --> 00:05:53.320]  現在他這樣提出這個要求
[00:05:53.320 --> 00:05:56.320]  其實爸爸聽到他心底裡的一句話
[00:05:56.320 --> 00:05:59.120]  其實你只是想我不在而已
[00:05:59.120 --> 00:06:00.480]  是不是
[00:06:00.480 --> 00:06:04.000]  所以我想如果我們要揣摩
[00:06:04.000 --> 00:06:05.960]  耶穌要說這番話
[00:06:05.960 --> 00:06:09.280]  我們要揣摩神作為我們的父親
[00:06:09.280 --> 00:06:11.280]  這個心懷
[00:06:11.280 --> 00:06:14.080]  我想代入去我中間有很多爸爸
[00:06:14.080 --> 00:06:15.920]  媽媽都可以的
[00:06:15.920 --> 00:06:17.560]  都可以代入這個角色的
[00:06:17.560 --> 00:06:20.560]  你會怎樣反應呢
[00:06:20.560 --> 00:06:25.760]  那我想這裡沒有說
[00:06:25.760 --> 00:06:27.120]  沒有說一句
[00:06:27.120 --> 00:06:30.400]  這個爸爸有什麼話的回應
[00:06:30.400 --> 00:06:31.960]  他只是很簡單的說
[00:06:31.960 --> 00:06:36.400]  他父親就把產業分給他們
[00:06:36.400 --> 00:06:38.840]  於是大家就得到了
[00:06:38.840 --> 00:06:40.000]  特別是他的兒子
[00:06:40.000 --> 00:06:43.720]  得到了他原本要未來才可以的東西
[00:06:43.720 --> 00:06:46.320]  他現在就得到了
[00:06:46.320 --> 00:06:48.160]  但是我想對爸爸來說
[00:06:48.160 --> 00:06:49.560]  這是一種傷痛
[00:06:49.560 --> 00:06:50.480]  很明顯
[00:06:50.480 --> 00:06:52.960]  一個傷害
[00:06:52.960 --> 00:06:54.960]  一個
[00:06:54.960 --> 00:06:57.160]  他好像已經不在我這裡了
[00:06:57.160 --> 00:07:00.640]  他已經想著跟我割離關係
[00:07:00.640 --> 00:07:03.600]  他想著我不是這個世界
[00:07:03.600 --> 00:07:05.640]  所以後面的描述
[00:07:05.640 --> 00:07:08.240]  就是說過了不多幾天
[00:07:08.240 --> 00:07:11.400]  小兒子就把他所有的一切都收拾起來
[00:07:11.400 --> 00:07:13.000]  往遠方去了
[00:07:13.000 --> 00:07:15.000]  這個描述其實很自然的
[00:07:15.000 --> 00:07:17.000]  因為心都已經不在這裡了
[00:07:17.000 --> 00:07:17.720]  不在家裡
[00:07:17.720 --> 00:07:18.600]  不在爸爸那裡
[00:07:18.600 --> 00:07:21.800]  所以行動上很快就已經說
[00:07:21.800 --> 00:07:25.960]  他離開家裡往遠方去
[00:07:25.960 --> 00:07:28.680]  我自己一直看這本書
[00:07:28.680 --> 00:07:31.280]  一直默想著這個段落
[00:07:31.280 --> 00:07:33.840]  我覺得這個往遠方去
[00:07:33.840 --> 00:07:38.440]  那一刻給我有很多思想
[00:07:38.440 --> 00:07:41.080]  往遠方去其實背後的含義
[00:07:41.080 --> 00:07:44.200]  就是說不單只是物理上
[00:07:44.200 --> 00:07:45.960]  這個人離開了父親
[00:07:45.960 --> 00:07:48.920]  其實說的是他的心離開了這個家庭
[00:07:48.920 --> 00:07:51.280]  他已經不當這個爸爸是他爸爸了
[00:07:51.280 --> 00:07:53.800]  離開了很遠的地方
[00:07:53.800 --> 00:07:57.120]  你的心會不會往遠方去
[00:07:57.120 --> 00:07:59.600]  我馬上想這件事
[00:07:59.600 --> 00:08:01.360]  可能你坐在這裡
[00:08:01.360 --> 00:08:03.880]  可能你的心不知道在想待會
[00:08:03.880 --> 00:08:08.080]  今晚慶祝父親節在哪一家好
[00:08:08.080 --> 00:08:09.840]  這些都不太遠
[00:08:09.840 --> 00:08:12.800]  可能在隔壁而已
[00:08:12.800 --> 00:08:15.040]  但是我想說的就是
[00:08:15.040 --> 00:08:16.880]  往遠方去
[00:08:16.880 --> 00:08:19.720]  其實是一個很大的吸引力
[00:08:19.720 --> 00:08:21.360]  在信仰上面
[00:08:21.360 --> 00:08:23.280]  一個很大的吸引力
[00:08:23.280 --> 00:08:25.360]  我們很想
[00:08:25.360 --> 00:08:27.280]  這個世界其實有很多聲音
[00:08:27.280 --> 00:08:30.880]  會吸引我們離開我們的身
[00:08:30.880 --> 00:08:35.000]  離開愛我們這位的天父
[00:08:35.000 --> 00:08:37.240]  當我這樣想的時候
[00:08:37.240 --> 00:08:40.960]  我就很體會到耶穌
[00:08:40.960 --> 00:08:43.600]  因為耶穌經歷過一件事
[00:08:43.600 --> 00:08:46.400]  我發覺是和這裡很有關連性的
[00:08:46.400 --> 00:08:47.920]  耶穌受洗的時候
[00:08:47.920 --> 00:08:50.240]  祂有個聲音說
[00:08:50.240 --> 00:08:52.520]  天上的聲音說什麼
[00:08:52.520 --> 00:08:54.160]  就是你是我的愛子
[00:08:54.160 --> 00:08:55.560]  我喜悅你
[00:08:55.560 --> 00:08:58.360]  祂剛剛經歷過一個很大的肯定
[00:08:58.360 --> 00:08:59.520]  祂身份的肯定
[00:08:59.520 --> 00:09:02.040]  祂是神的愛子的肯定
[00:09:02.040 --> 00:09:02.960]  剛剛完結了
[00:09:02.960 --> 00:09:04.360]  接著下一段
[00:09:04.360 --> 00:09:06.320]  無論是馬太還是路加
[00:09:06.320 --> 00:09:07.960]  下一段就說
[00:09:07.960 --> 00:09:09.320]  祂去哪裡
[00:09:09.320 --> 00:09:11.960]  被聖靈引去曠野
[00:09:11.960 --> 00:09:13.480]  接受試探
[00:09:13.480 --> 00:09:16.000]  就是說祂聽完父神的聲音
[00:09:16.000 --> 00:09:17.040]  緊接著的
[00:09:17.040 --> 00:09:18.400]  聽到一個世界
[00:09:18.400 --> 00:09:21.600]  甚至是撒旦魔鬼的聲音跟祂說
[00:09:21.600 --> 00:09:23.240]  你真的是神的兒子嗎
[00:09:23.240 --> 00:09:25.760]  你若是神的兒子
[00:09:25.760 --> 00:09:27.720]  接著有很多問題發生
[00:09:27.720 --> 00:09:31.360]  那你就將這個石頭變成了食物
[00:09:31.360 --> 00:09:34.040]  正正在祂餓了40天之後
[00:09:34.040 --> 00:09:34.600]  這麼說
[00:09:34.600 --> 00:09:36.160]  很有需要的時候
[00:09:36.160 --> 00:09:41.720]  你覺得你爸爸對你很好
[00:09:41.720 --> 00:09:42.840]  跳下去吧
[00:09:42.840 --> 00:09:43.400]  你試一下
[00:09:43.400 --> 00:09:45.120]  他一定會將你接住的
[00:09:45.120 --> 00:09:47.160]  你試一下他
[00:09:47.160 --> 00:09:49.600]  你是神的兒子
[00:09:49.600 --> 00:09:53.040]  你是將來統管萬有的
[00:09:53.040 --> 00:09:54.560]  不如你拜我
[00:09:54.560 --> 00:09:55.720]  不用等這麼辛苦
[00:09:55.720 --> 00:09:57.520]  十字架要很難走的
[00:09:57.520 --> 00:09:59.720]  不如你拜我吧
[00:09:59.720 --> 00:10:02.720]  我馬上將天下的榮華給你
[00:10:02.720 --> 00:10:04.040]  就是說那些聲音
[00:10:04.040 --> 00:10:05.400]  其實我覺得
[00:10:05.400 --> 00:10:08.040]  這樣看這兩段經文
[00:10:08.040 --> 00:10:09.880]  我就覺得
[00:10:09.880 --> 00:10:13.120]  其實耶穌是正在經歷我們正在經歷的事情
[00:10:13.120 --> 00:10:14.720]  就是我們明白
[00:10:14.720 --> 00:10:16.440]  我們知道神愛我們
[00:10:16.440 --> 00:10:18.600]  是我們的天父經歷過
[00:10:18.600 --> 00:10:21.080]  可能甚至你在那些經歷裡面
[00:10:21.080 --> 00:10:23.760]  你體會神真的很愛你
[00:10:23.760 --> 00:10:24.480]  很深刻
[00:10:24.480 --> 00:10:26.160]  可能你信主的時候
[00:10:26.160 --> 00:10:28.800]  可能甚至是在你這一套生活裡面
[00:10:28.800 --> 00:10:29.800]  你體會過
[00:10:29.800 --> 00:10:32.120]  但可能接著很快的
[00:10:32.120 --> 00:10:34.960]  就有另一些聲音告訴你
[00:10:34.960 --> 00:10:36.240]  有另外一些東西
[00:10:36.240 --> 00:10:39.120]  將我們帶去遠方
[00:10:39.120 --> 00:10:42.320]  帶去遠方
[00:10:42.320 --> 00:10:44.640]  可能在伏事裡面
[00:10:44.640 --> 00:10:46.240]  你一邊做一邊做
[00:10:46.240 --> 00:10:49.200]  不過可能你的心在想其他的事情
[00:10:49.200 --> 00:10:52.120]  其實我覺得很容易的
[00:10:52.120 --> 00:10:53.680]  有時候是憂慮
[00:10:53.680 --> 00:10:55.760]  有時候是那些專注
[00:10:55.760 --> 00:10:59.840]  有時候是那種信心的不足
[00:10:59.840 --> 00:11:02.960]  剛才我和那些弟兄姐妹在裡面祈禱
[00:11:02.960 --> 00:11:03.760]  在房間裡面祈禱
[00:11:03.760 --> 00:11:05.600]  其實祈禱應該是最專心
[00:11:05.600 --> 00:11:07.880]  最集中的時候
[00:11:07.880 --> 00:11:09.640]  但有時候我都會覺得
[00:11:09.640 --> 00:11:10.960]  應該一會兒
[00:11:10.960 --> 00:11:16.120]  因為今天事務是我去負責
[00:11:16.120 --> 00:11:18.200]  我就很放心交給Terence
[00:11:18.200 --> 00:11:19.760]  他帶著那個群一起
[00:11:19.760 --> 00:11:21.160]  去搞定這個場地
[00:11:21.160 --> 00:11:22.240]  準備一切
[00:11:22.240 --> 00:11:23.320]  我們分散的
[00:11:23.320 --> 00:11:24.440]  不同的星期
[00:11:24.440 --> 00:11:26.440]  就會不同的區負責
[00:11:26.440 --> 00:11:28.560]  我就坐在門口的位置
[00:11:28.560 --> 00:11:29.160]  我想一下
[00:11:29.160 --> 00:11:30.520]  咦 都差不多了
[00:11:30.520 --> 00:11:31.640]  旗艦一套差不多了
[00:11:31.640 --> 00:11:33.360]  哥哥那套衣服 十點
[00:11:33.360 --> 00:11:35.200]  應該都差不多完了
[00:11:35.200 --> 00:11:36.360]  誰知道還沒完
[00:11:36.360 --> 00:11:39.720]  於是我就有點掛心
[00:11:39.720 --> 00:11:41.880]  於是我們走出來射一下
[00:11:41.880 --> 00:11:45.120]  看看外面他們搞定了沒有
[00:11:45.120 --> 00:11:46.000]  搞定DNA
[00:11:46.000 --> 00:11:48.680]  發覺好像還沒搞定
[00:11:48.680 --> 00:11:51.400]  心裡馬上很分心
[00:11:51.400 --> 00:11:52.240]  還沒搞定的意思是
[00:11:52.240 --> 00:11:55.000]  咦 我發覺有些東西好像還沒準備得很好
[00:11:55.000 --> 00:11:56.080]  我看出去外面
[00:11:56.080 --> 00:12:00.000]  於是就 糟了 為什麼還沒完
[00:12:00.000 --> 00:12:01.120]  為什麼
[00:12:01.120 --> 00:12:03.920]  其實這個分心是很容易發生的
[00:12:03.920 --> 00:12:07.320]  我想憂慮或者信心不足夠
[00:12:07.320 --> 00:12:08.480]  後來主要跟我說
[00:12:08.480 --> 00:12:10.040]  你交給別人做
[00:12:10.040 --> 00:12:12.320]  你還掛著什麼呢
[00:12:12.320 --> 00:12:14.880]  祈禱就祈禱
[00:12:14.880 --> 00:12:17.280]  我知道 祈禱就祈禱
[00:12:17.280 --> 00:12:19.200]  眼睛都不太習慣
[00:12:19.200 --> 00:12:21.440]  不太放心地看出去
[00:12:21.440 --> 00:12:23.160]  分心其實就是
[00:12:23.160 --> 00:12:28.000]  這個世界往往是會將我們帶去遠方的
[00:12:28.000 --> 00:12:30.600]  這位小兒子帶他去遠方的
[00:12:30.600 --> 00:12:32.760]  是他的不好的性格
[00:12:32.760 --> 00:12:36.120]  放蕩任意 放蕩浪費資產
[00:12:36.120 --> 00:12:37.200]  聖經形容他
[00:12:37.200 --> 00:12:38.000]  很簡單而已
[00:12:38.000 --> 00:12:40.400]  兩句話就說完了
[00:12:40.400 --> 00:12:41.120]  形容了
[00:12:41.120 --> 00:12:42.720]  接著用了很多的說話
[00:12:42.720 --> 00:12:45.040]  形容他的痛苦
[00:12:45.040 --> 00:12:46.440]  沒有了金錢
[00:12:46.440 --> 00:12:48.280]  沒有了工作
[00:12:48.280 --> 00:12:49.680]  沒有了朋友
[00:12:49.680 --> 00:12:52.040]  結果更加沒有了尊嚴
[00:12:52.040 --> 00:12:57.520]  於是被人叫去做一個沒人肯做的事情
[00:12:57.520 --> 00:12:59.240]  跟那些不潔的動物
[00:12:59.240 --> 00:13:00.240]  對猶太人來說
[00:13:00.240 --> 00:13:01.400]  豬是不潔的
[00:13:01.400 --> 00:13:04.160]  於是不但做那些事情
[00:13:04.160 --> 00:13:08.400]  照顧那些豬
[00:13:08.400 --> 00:13:11.040]  可能甚至跟牠們一起睡
[00:13:11.040 --> 00:13:14.600]  甚至想說到一個很極端的地步
[00:13:14.600 --> 00:13:17.120]  想吃豬的東西都沒得吃
[00:13:17.120 --> 00:13:18.680]  這樣形容
[00:13:18.680 --> 00:13:21.760]  說的是他因為離開了父親
[00:13:21.760 --> 00:13:22.960]  他那種痛苦
[00:13:22.960 --> 00:13:27.520]  他那種很慘的境況
[00:13:27.520 --> 00:13:28.440]  很慘的境況
[00:13:28.440 --> 00:13:30.840]  吃盡苦頭
[00:13:30.840 --> 00:13:32.480]  於是聖經就說
[00:13:32.480 --> 00:13:35.000]  他突然之間有一個醒悟
[00:13:35.000 --> 00:13:37.280]  這個醒悟就是說
[00:13:37.280 --> 00:13:40.040]  他醒悟過來
[00:13:40.040 --> 00:13:43.680]  英文叫做Comes to himself
[00:13:43.680 --> 00:13:45.720]  其實是一個普通的片
[00:13:45.720 --> 00:13:47.160]  他突然間覺得
[00:13:47.160 --> 00:13:48.800]  咦 為什麼我這麼傻
[00:13:48.800 --> 00:13:50.920]  突然間醒覺
[00:13:50.920 --> 00:13:53.840]  他醒覺之後說
[00:13:53.840 --> 00:13:56.080]  我父親有這麼多故宮
[00:13:56.080 --> 00:13:57.080]  口糧有餘
[00:13:57.080 --> 00:13:58.800]  我倒在這裡餓死
[00:13:58.800 --> 00:14:01.160]  我要起來到我父親那裡去
[00:14:01.160 --> 00:14:02.160]  向他說
[00:14:02.160 --> 00:14:04.080]  父親我得罪了天
[00:14:04.080 --> 00:14:05.040]  又得罪了你
[00:14:05.040 --> 00:14:07.480]  從今以後我不配稱為你的兒子
[00:14:07.480 --> 00:14:09.200]  把我當作一個故宮吧
[00:14:09.200 --> 00:14:12.680]  其實你看清楚
[00:14:12.680 --> 00:14:16.000]  他這個這樣的醒悟
[00:14:16.000 --> 00:14:17.520]  所謂醒悟
[00:14:17.520 --> 00:14:20.120]  其實動機是什麼
[00:14:20.120 --> 00:14:22.880]  動機就是沒得吃
[00:14:22.880 --> 00:14:26.560]  他是不是很體會天父很愛他
[00:14:26.560 --> 00:14:27.800]  他是不是覺得回去
[00:14:27.800 --> 00:14:31.400]  這位的父親會擁抱他
[00:14:31.400 --> 00:14:32.840]  當然不是
[00:14:32.840 --> 00:14:34.360]  我不配稱為你的兒子
[00:14:34.360 --> 00:14:36.840]  我要幫你打工
[00:14:36.840 --> 00:14:38.600]  其實說到底
[00:14:38.600 --> 00:14:40.920]  他回去找這個父親
[00:14:40.920 --> 00:14:44.840]  其實他只是求生存
[00:14:44.840 --> 00:14:46.040]  求溫飽
[00:14:46.040 --> 00:14:47.920]  他不想連豆鴿都沒得吃
[00:14:47.920 --> 00:14:50.520]  回去起碼吃點東西都好過這些
[00:14:50.520 --> 00:14:52.320]  都不需要和豬一起睡
[00:14:52.320 --> 00:14:53.520]  不用這樣
[00:14:53.520 --> 00:14:56.920]  我覺得這是其中一點
[00:14:56.920 --> 00:15:00.040]  令我最多想的地方
[00:15:00.040 --> 00:15:04.960]  就是對比這位的父親
[00:15:04.960 --> 00:15:07.440]  他回去帶著一種心情
[00:15:07.440 --> 00:15:10.120]  這些對白全念了
[00:15:10.120 --> 00:15:12.760]  想著回去就和他父親說
[00:15:12.760 --> 00:15:15.160]  回去和他父親說
[00:15:15.160 --> 00:15:16.120]  第21節
[00:15:16.120 --> 00:15:17.240]  你會發覺很特別的地方
[00:15:17.240 --> 00:15:18.680]  就是兒子說
[00:15:18.680 --> 00:15:20.400]  父親 我得罪了天
[00:15:20.400 --> 00:15:21.440]  又得罪了你
[00:15:21.440 --> 00:15:22.360]  從今以後
[00:15:22.360 --> 00:15:25.880]  我不配稱為你的兒子
[00:15:25.880 --> 00:15:28.000]  大家留意
[00:15:28.000 --> 00:15:30.240]  他還有一句沒說
[00:15:30.240 --> 00:15:31.640]  第21節
[00:15:31.640 --> 00:15:34.520]  如果對比他想好那段對白
[00:15:34.520 --> 00:15:36.800]  他照樣說 照樣背
[00:15:36.800 --> 00:15:38.120]  父親 我得罪了天
[00:15:38.120 --> 00:15:39.000]  又得罪了你
[00:15:39.000 --> 00:15:39.920]  從今以後
[00:15:39.920 --> 00:15:42.520]  我不配稱為你的兒子
[00:15:42.520 --> 00:15:43.640]  應該還有一句
[00:15:43.640 --> 00:15:46.320]  把我當作故宮般
[00:15:46.320 --> 00:15:47.120]  正經地說
[00:15:47.120 --> 00:15:49.280]  父親卻吩咐僕人說
[00:15:49.280 --> 00:15:52.320]  好像那些說法
[00:15:52.320 --> 00:15:53.120]  好像是說
[00:15:53.120 --> 00:15:54.720]  爸爸都忍耐不了
[00:15:54.720 --> 00:15:55.800]  不用說了
[00:15:55.800 --> 00:15:56.880]  剪掉它
[00:15:56.880 --> 00:15:58.200]  不用說了
[00:15:58.200 --> 00:15:59.560]  吩咐僕人來又怎樣
[00:15:59.560 --> 00:16:02.560]  給他穿一件最漂亮的西裝
[00:16:02.560 --> 00:16:04.160]  給他戴一隻戒指
[00:16:04.160 --> 00:16:06.160]  穿一隻最漂亮的鞋給他穿
[00:16:06.160 --> 00:16:07.200]  然後告訴他
[00:16:07.200 --> 00:16:08.720]  為他宰牛 殺鴨
[00:16:08.720 --> 00:16:09.920]  做海鮮晚宴
[00:16:09.920 --> 00:16:12.400]  卡拉OK直播
[00:16:12.400 --> 00:16:16.160]  照顧朋友
[00:16:16.160 --> 00:16:20.120]  這就是爸爸的反應
[00:16:20.120 --> 00:16:22.400]  但是如果我看回兒子
[00:16:22.400 --> 00:16:23.600]  兒子是怎樣
[00:16:23.600 --> 00:16:27.120]  其實兒子他都完全
[00:16:27.120 --> 00:16:28.640]  未有完全悔改過
[00:16:28.640 --> 00:16:31.400]  說真的
[00:16:31.400 --> 00:16:34.600]  他真的想吃一頓飽
[00:16:34.600 --> 00:16:36.400]  懷著這個動機回去
[00:16:36.400 --> 00:16:37.840]  但是爸爸的反應
[00:16:37.840 --> 00:16:40.320]  真是令我們很驚訝
[00:16:40.320 --> 00:16:42.280]  這樣的迴轉
[00:16:42.280 --> 00:16:45.120]  所謂迴轉
[00:16:45.120 --> 00:16:49.640]  帶來的原來父親是這樣的歡迎
[00:16:49.640 --> 00:16:51.680]  我當他這樣說
[00:16:51.680 --> 00:16:53.120]  我相信耶穌這樣說
[00:16:53.120 --> 00:16:54.360]  不是我說 耶穌這樣說
[00:16:54.360 --> 00:16:55.680]  祂不是意思就是說
[00:16:55.680 --> 00:16:58.080]  神的聖潔
[00:16:58.080 --> 00:17:00.000]  不想我們的生命完全
[00:17:00.000 --> 00:17:01.560]  我相信完全不是這個意思
[00:17:01.560 --> 00:17:02.560]  因為第二個地方
