
[00:00:00.000 --> 00:00:04.820]  過去這麼多年,今年我們慶祝成立15週年
[00:04:38.220 --> 00:04:40.380]  而教會的作用
[00:04:40.380 --> 00:04:41.820]  神爲什麼要設立教會
[00:04:41.820 --> 00:04:43.420]  不是單單說找一個很美的地方
[00:04:43.420 --> 00:04:44.940]  好像我們這裏也不錯
[00:04:44.940 --> 00:04:46.900]  然後一羣基督徒聚在一起
[00:04:46.900 --> 00:04:48.500]  去敬拜去祈禱
[00:04:48.500 --> 00:04:51.580]  然後完了之後大家就團聚有fellowship
[00:04:51.580 --> 00:04:54.660]  這個不是教會主要的作用
[00:04:54.660 --> 00:04:56.140]  教會主要的作用是
[00:04:56.140 --> 00:04:57.940]  讓一羣被神呼召
[00:04:57.940 --> 00:04:59.300]  得到拯救的人
[00:04:59.300 --> 00:05:02.140]  能夠在我們的社區中
[00:05:02.140 --> 00:05:04.300]  爲主耶穌做見證
[00:05:04.300 --> 00:05:05.900]  幫助我們社區裏面
[00:05:05.900 --> 00:05:10.340]  那些是身體心靈有缺乏的人
[00:05:10.340 --> 00:05:13.220]  並且以我們的信仰生命
[00:05:13.220 --> 00:05:14.500]  去幫助人
[00:05:14.500 --> 00:05:15.700]  去見證主
[00:05:15.700 --> 00:05:17.660]  吸引人
[00:05:17.660 --> 00:05:20.660]  去認識和追求這個神
[00:05:20.660 --> 00:05:23.420]  這個神設立教會的目的
[00:05:23.420 --> 00:05:25.820]  這個不是單單牧師的心願
[00:05:25.820 --> 00:05:28.780]  如果我們看《雅各書》第一章27節
[00:05:28.780 --> 00:05:30.260]  《雅各書》第一章27節裏
[00:05:30.260 --> 00:05:31.420]  告訴我們
[00:05:31.420 --> 00:05:33.420]  上帝在我們的父面前
[00:05:33.420 --> 00:05:36.620]  我們在神父上帝的面前
[00:05:36.620 --> 00:05:41.420]  那個清潔沒有佔污的虔誠
[00:05:41.420 --> 00:05:43.700]  就是要看顧我們當中
[00:05:43.700 --> 00:05:46.300]  困苦的孤兒寡婦
[00:05:46.300 --> 00:05:47.980]  並且要保守我們自己
[00:05:47.980 --> 00:05:50.540]  不要沾染世俗
[00:05:50.540 --> 00:05:52.500]  就包含了這兩個的意義
[00:05:52.500 --> 00:05:53.700]  在仕途的時代
[00:05:53.700 --> 00:05:55.540]  最嚴重的社會問題是什麼呢
[00:05:55.540 --> 00:05:58.140]  今天我們的世界有很多社會問題
[00:05:58.140 --> 00:05:58.780]  是不是
[00:05:58.780 --> 00:06:00.900]  哇 林林總總數都數不盡
[00:06:00.900 --> 00:06:02.340]  但是在以前的社會
[00:06:02.340 --> 00:06:03.340]  比較簡單
[00:06:03.340 --> 00:06:05.140]  最嚴重的社會問題是什麼
[00:06:05.140 --> 00:06:07.140]  那些落在困苦當中的
[00:06:07.140 --> 00:06:10.220]  沒人理的孤兒寡婦
[00:06:10.220 --> 00:06:11.940]  很淒涼的
[00:06:11.940 --> 00:06:14.140]  寡母婆一個人
[00:06:14.140 --> 00:06:16.140]  無以爲繼 無以爲生的
[00:06:16.140 --> 00:06:17.820]  很淒涼的人
[00:06:17.820 --> 00:06:20.140]  《雅各》說如果我們是一個虔誠的基督徒的話
[00:06:20.140 --> 00:06:23.540]  我們要留意到這些人需要我們去幫助他們
[00:06:23.540 --> 00:06:24.780]  讓他們不自有缺乏
[00:06:24.780 --> 00:06:26.220]  讓他們不需要蹲街
[00:06:26.220 --> 00:06:28.260]  讓他們不需要做妓女
[00:06:28.260 --> 00:06:30.260]  讓他們不需要做乞丐
[00:06:30.260 --> 00:06:31.340]  一個虔誠的基督徒
[00:06:31.340 --> 00:06:33.700]  他的生命應該有這樣的顯露
[00:06:33.700 --> 00:06:35.300]  顯出這樣的愛心
[00:06:35.300 --> 00:06:36.980]  不單如此
[00:06:36.980 --> 00:06:38.980]  《雅各》提醒我們要活出我們的信仰
[00:06:38.980 --> 00:06:40.700]  不要沾染世俗
[00:06:40.700 --> 00:06:43.020]  說信耶穌
[00:06:43.020 --> 00:06:44.060]  但是我們的生命
[00:06:44.060 --> 00:06:44.860]  我們的生活
[00:06:44.860 --> 00:06:46.700]  和信耶穌之前
[00:06:46.700 --> 00:06:50.700]  沒什麼很明顯的分別
[00:06:50.700 --> 00:06:52.620]  幾年前
[00:06:52.620 --> 00:06:55.420]  Craig Rocher 寫了一本書
[00:06:55.420 --> 00:06:56.460]  這本書的名字很特別
[00:06:56.460 --> 00:06:59.420]  後來成爲一個教會經常用的名詞
[00:06:59.420 --> 00:07:00.940]  這本書的書名叫做
[00:07:00.940 --> 00:07:03.220]  《The Christian Atheist》
[00:07:03.220 --> 00:07:04.900]  大家有沒有聽過
[00:07:04.900 --> 00:07:07.700]  基督徒的無神論者
[00:07:07.700 --> 00:07:09.820]  是一個編號
[00:07:09.820 --> 00:07:11.700]  Believing in God
[00:07:11.700 --> 00:07:16.260]  Believing as if He doesn't exist
[00:07:16.260 --> 00:07:17.220]  我們相信神
[00:07:17.220 --> 00:07:19.140]  但是我們每天的生活
[00:07:19.140 --> 00:07:23.060]  好像神不存在一樣
[00:07:23.060 --> 00:07:24.580]  在這本書裏
[00:07:24.580 --> 00:07:25.940]  去問我們
[00:07:25.940 --> 00:07:27.220]  去問那些讀者
[00:07:27.220 --> 00:07:27.940]  你有沒有發覺
[00:07:27.940 --> 00:07:29.140]  在你的人生當中
[00:07:29.140 --> 00:07:30.260]  有一段時間
[00:07:30.260 --> 00:07:32.380]  你和神的關係很親密
[00:07:32.380 --> 00:07:34.260]  親密過於現在
[00:07:34.260 --> 00:07:35.060]  Not now
[00:07:35.060 --> 00:07:36.340]  But in the past
[00:07:36.340 --> 00:07:37.340]  在過去
[00:07:37.340 --> 00:07:38.540]  在你的信仰生活當中
[00:07:38.540 --> 00:07:39.300]  有一段時間
[00:07:39.300 --> 00:07:40.340]  你和神很親密
[00:07:40.340 --> 00:07:42.180]  你很想變回那個時候的樣子
[00:07:42.180 --> 00:07:43.540]  回到那個時候的情況
[00:07:43.540 --> 00:07:44.300]  但是
[00:07:44.300 --> 00:07:45.780]  現在 似乎
[00:07:45.780 --> 00:07:47.860]  你不是在那裏
[00:07:47.860 --> 00:07:48.340]  他說
[00:07:48.340 --> 00:07:49.980]  你的屬靈生命
[00:07:49.980 --> 00:07:51.100]  有沒有好像一條
[00:07:51.100 --> 00:07:53.580]  慢慢流着氣的車胎
[00:07:53.580 --> 00:07:55.300]  在泄氣
[00:07:55.300 --> 00:07:57.060]  你再沒有那種追求
[00:07:57.060 --> 00:07:59.140]  去認識神 經歷神的那種熱忱
[00:07:59.140 --> 00:08:01.260]  那種passion
[00:08:01.260 --> 00:08:03.820]  Your spiritual passion
[00:08:03.820 --> 00:08:06.060]  slipping away
[00:08:06.060 --> 00:08:06.300]  他說
[00:08:06.300 --> 00:08:07.780]  基督徒
[00:08:07.780 --> 00:08:08.940]  你是教會
[00:08:08.940 --> 00:08:10.380]  一個成員
[00:08:10.380 --> 00:08:11.100]  但是
[00:08:11.100 --> 00:08:11.780]  你每天
[00:08:11.780 --> 00:08:13.860]  仍然違着你過往
[00:08:13.860 --> 00:08:17.660]  所做的一些令你羞恥的事去煩惱
[00:08:17.660 --> 00:08:19.860]  慢慢 你有沒有發覺
[00:08:19.860 --> 00:08:22.660]  你覺得越來越清楚的是
[00:08:22.660 --> 00:08:23.980]  在不知不覺當中
[00:08:23.980 --> 00:08:25.620]  Unintentionally
[00:08:25.620 --> 00:08:27.020]  在不知不覺當中
[00:08:27.020 --> 00:08:28.060]  你成爲一個
[00:08:28.060 --> 00:08:29.500]  全時間的爹地
[00:08:29.500 --> 00:08:30.900]  全時間的媽咪
[00:08:30.900 --> 00:08:32.180]  全時間的學生
[00:08:32.180 --> 00:08:35.020]  全時間的銀行職員
[00:08:35.020 --> 00:08:35.860]  但是成爲一個
[00:08:35.860 --> 00:08:39.980]  部分時間的基督跟隨者
[00:08:39.980 --> 00:08:41.580]  A part-time
[00:08:41.580 --> 00:08:44.500]  follower of Christ
[00:08:44.500 --> 00:08:46.020]  我們在教會里經常聽到
[00:08:46.020 --> 00:08:47.780]  神愛世人
[00:08:47.780 --> 00:08:48.620]  但是對你來說
[00:08:48.620 --> 00:08:49.740]  你從來沒有覺得
[00:08:49.740 --> 00:08:51.620]  神真的那麼愛我嗎?
[00:08:51.620 --> 00:08:54.180]  Is it God told you to love me?
[00:08:54.180 --> 00:08:57.060]  你似乎沒有了那種的經歷
[00:08:57.060 --> 00:08:59.140]  我們相信神的存在
[00:08:59.140 --> 00:09:00.340]  但是我們祈禱的時候
[00:09:00.340 --> 00:09:02.340]  不像在跟神說話
[00:09:02.340 --> 00:09:05.260]  跟一個活生生的神在對話
[00:09:05.260 --> 00:09:06.540]  我們好像其他基督徒一樣
[00:09:06.540 --> 00:09:08.260]  我們很想相信
[00:09:08.260 --> 00:09:09.780]  神會供給我們一切需要
[00:09:09.780 --> 00:09:12.940]  God is our ultimate provider
[00:09:12.940 --> 00:09:15.260]  但是要我真是這樣相信去過生活
[00:09:15.260 --> 00:09:18.420]  我發覺很困難
[00:09:18.420 --> 00:09:21.180]  我相信有天堂也有地獄
[00:09:21.180 --> 00:09:22.260]  但是你有沒有發覺
[00:09:22.260 --> 00:09:24.100]  當你要去跟人分享信仰
[00:09:24.100 --> 00:09:25.060]  傳福音的時候
[00:09:25.060 --> 00:09:26.180]  你發覺很困難
[00:09:26.180 --> 00:09:30.260]  發覺是一件很可怕的事
[00:09:30.260 --> 00:09:33.020]  我是真的相信神的
[00:09:33.020 --> 00:09:35.380]  You may believe in God
[00:09:35.380 --> 00:09:39.580]  But you don't see much need for the church
[00:09:39.580 --> 00:09:41.540]  你不覺得你需要去教會
[00:09:41.540 --> 00:09:42.940]  所以大家表現得好一點
[00:09:42.940 --> 00:09:46.100]  希望你來教會聚會
[00:09:46.100 --> 00:09:48.780]  丁小妹
[00:09:48.780 --> 00:09:51.380]  當我和大家分享這本書裏所說的
[00:09:51.380 --> 00:09:54.900]  去形容今天基督徒的情況的時候
[00:09:54.900 --> 00:10:00.100]  不知道你心裏有沒有什麼共鳴
[00:10:00.100 --> 00:10:06.300]  如果我們單單看我們教會受浸的記錄
[00:10:06.300 --> 00:10:13.420]  如果我們單單看我們教會發展的情況的時候
[00:10:13.420 --> 00:10:15.820]  我們發覺我們好像很不錯
[00:10:15.820 --> 00:10:16.940]  甚至我告訴你們
[00:10:16.940 --> 00:10:19.780]  有些教會圈裏面的人
[00:10:19.780 --> 00:10:22.060]  都以爲我們教會很好的
[00:10:22.060 --> 00:10:22.980]  怎樣好呢
[00:10:22.980 --> 00:10:25.180]  趙牧師你教法真的很好
[00:10:25.180 --> 00:10:26.980]  這個我聽了十幾年了
[00:10:26.980 --> 00:10:29.940]  你現在三千人聚會了
[00:10:29.940 --> 00:10:34.060]  真的這麼告訴我嗎
[00:10:34.060 --> 00:10:35.900]  事實上呢
[00:10:35.900 --> 00:10:37.100]  這就是傳聞
[00:10:37.100 --> 00:10:39.700]  事實上並非如此
[00:10:39.700 --> 00:10:40.620]  弟兄姊妹
[00:10:40.620 --> 00:10:42.460]  如果我們看回聖經
[00:10:42.460 --> 00:10:45.380]  神所設立的教會和我們今天的情況
[00:10:45.380 --> 00:10:47.380]  我們離開神的標準
[00:10:47.380 --> 00:10:50.740]  還有一段很長的距離
[00:10:50.740 --> 00:10:52.500]  而看回我們的基督徒
[00:10:52.500 --> 00:10:55.220]  我們在這裏栽培所造就的基督徒
[00:10:55.220 --> 00:10:58.020]  包括你和我在內
[00:10:58.020 --> 00:11:00.820]  有多少真的有生命力
[00:11:00.820 --> 00:11:03.220]  有感染力的繁殖的基督徒
[00:11:03.220 --> 00:11:07.460]  有多少真的能夠活像基督耶穌
[00:11:07.460 --> 00:11:11.980]  我們離開那個標準太遠了
[00:11:11.980 --> 00:11:13.060]  當然
[00:11:13.060 --> 00:11:16.220]  我們不是說剛纔我所講神給我們的恩典是假的
[00:11:16.220 --> 00:11:17.100]  不是
[00:11:17.100 --> 00:11:18.660]  我們真的經歷了很多的恩典
[00:11:18.660 --> 00:11:19.940]  Unusual Grace
[00:11:19.940 --> 00:11:21.060]  如果你問牧師的話
[00:11:21.060 --> 00:11:23.660]  神給我經歷到的是很Unusual
[00:11:23.660 --> 00:11:24.780]  很特別
[00:11:24.780 --> 00:11:26.780]  不尋常的一定的恩典
[00:11:26.780 --> 00:11:28.020]  是我做牧師這麼久
[00:11:28.020 --> 00:11:28.940]  做基督徒這麼久
[00:11:28.940 --> 00:11:31.740]  我從來沒有想過我們會經歷到的
[00:11:31.740 --> 00:11:34.980]  應該感謝應該讚美的
[00:11:34.980 --> 00:11:36.060]  但是弟兄姊妹
[00:11:36.060 --> 00:11:38.780]  今天想帶給大家一個信息是什麼呢
[00:11:38.780 --> 00:11:41.860]  我們不可以停留在這裏
[00:11:41.860 --> 00:11:44.340]  我們仍需努力
[00:11:44.340 --> 00:11:45.940]  求天父上帝幫助我們
[00:11:45.940 --> 00:11:48.020]  能夠繼續竭力去追求
[00:11:48.020 --> 00:11:48.860]  正如聖經所說
[00:11:48.860 --> 00:11:51.500]  或者可以得着天父上帝要我們得的
[00:11:51.500 --> 00:11:53.580]  就是一個豐盛
[00:11:53.580 --> 00:11:55.140]  有意義
[00:11:55.140 --> 00:11:58.420]  精彩的一個生命
[00:11:58.420 --> 00:11:59.820]  在新一年開始
[00:11:59.820 --> 00:12:01.500]  今天2016年
[00:12:01.500 --> 00:12:02.380]  1月3日
[00:12:02.380 --> 00:12:03.260]  第一個主日
[00:12:03.260 --> 00:12:05.260]  我希望我們記得今天
[00:12:05.260 --> 00:12:08.580]  因爲今天神要透過聖經
[00:12:08.580 --> 00:12:10.540]  跟你說話
[00:12:10.540 --> 00:12:12.220]  在新一年當中
[00:12:12.220 --> 00:12:13.380]  我挑戰大家
[00:12:13.380 --> 00:12:15.620]  我也希望能夠彼此去激勵
[00:12:15.620 --> 00:12:18.180]  求聖靈可以更新我們的心思意念
[00:12:18.180 --> 00:12:20.340]  讓我們能夠繼續努力
[00:12:20.340 --> 00:12:24.660]  完成上帝交付給我們教會的使命
[00:12:24.660 --> 00:12:27.580]  今天跟大家看聖經在哥倫德後書
[00:12:27.580 --> 00:12:28.700]  大家都很熟悉
[00:12:28.700 --> 00:12:31.020]  不過我們先稍微看一看
[00:12:31.020 --> 00:12:36.060]  哥倫德後書第五章十四節到二十節
[00:12:36.060 --> 00:12:38.460]  哥倫德後書五章十四節裏說
[00:12:38.460 --> 00:12:40.780]  基督的愛支配着我們
[00:12:40.780 --> 00:12:41.740]  因爲我們明白
[00:12:41.740 --> 00:12:43.540]  一個人爲衆人死
[00:12:43.540 --> 00:12:46.260]  也就說衆人都死了
[00:12:46.260 --> 00:12:47.580]  他爲衆人死
[00:12:47.580 --> 00:12:51.460]  爲要使那些活着的人不再爲自己活
[00:12:51.460 --> 00:12:55.500]  而是爲那位替他們死而復活的基督活
[00:12:55.500 --> 00:13:00.820]  所以我們從此不再根據人的標準來估量人
[00:13:00.820 --> 00:13:05.300]  雖然我們曾經根據人的標準來看基督
[00:13:05.300 --> 00:13:08.060]  現在我們不再這樣做了
[00:13:08.060 --> 00:13:09.220]  十七節
[00:13:09.220 --> 00:13:10.820]  無論誰
[00:13:10.820 --> 00:13:12.740]  一旦有了基督的生命
[00:13:12.740 --> 00:13:14.460]  就是新造的人
[00:13:14.460 --> 00:13:16.020]  舊的已經過去
[00:13:16.020 --> 00:13:18.300]  新的已經來臨
[00:13:18.300 --> 00:13:20.740]  這一切都是上帝的作爲
[00:13:20.740 --> 00:13:24.340]  他藉着基督使我們得以跟上帝和好
[00:13:24.340 --> 00:13:27.660]  又給我們傳和好呼音的積分
[00:13:27.660 --> 00:13:29.300]  我們所傳的信息就是
[00:13:29.300 --> 00:13:33.900]  上帝藉着基督與人類建立和好的關係
[00:13:33.900 --> 00:13:36.300]  他不追究他們的過犯
[00:13:36.300 --> 00:13:39.780]  並且把他與人和好的信息
[00:13:39.780 --> 00:13:41.260]  賦託了我們
[00:13:41.260 --> 00:13:44.740]  因此你們在了基督的特事
[00:13:44.740 --> 00:13:46.660]  上帝親自藉着我們
[00:13:46.660 --> 00:13:48.100]  勸勉你們
[00:13:48.100 --> 00:13:50.380]  我們替基督請求你們
[00:13:50.380 --> 00:13:55.700]  讓上帝使你們跟他和好
[00:13:55.700 --> 00:13:58.020]  2016年
[00:13:58.020 --> 00:14:01.940]  我們可以如何開始我們信仰的生活
[00:14:01.940 --> 00:14:07.260]  我們如何能夠繼續努力
[00:14:07.260 --> 00:14:10.220]  完成神教父給我們的工作呢
[00:14:10.220 --> 00:14:13.500]  第一件事我覺得我們需要學的是
[00:14:13.500 --> 00:14:16.980]  將舊的放下
[00:14:16.980 --> 00:14:20.380]  讓舊的過去
[00:14:20.380 --> 00:14:22.100]  無論是好的經驗也好
[00:14:22.100 --> 00:14:23.420]  不好的經驗也好
[00:14:23.420 --> 00:14:25.100]  不要讓這些經驗
[00:14:25.100 --> 00:14:30.060]  成爲阻礙我們向前走的一些障礙
[00:14:30.060 --> 00:14:31.380]  17節講得很清楚
[00:14:31.380 --> 00:14:32.380]  無論是誰
[00:14:32.380 --> 00:14:33.620]  無論是誰
[00:14:33.620 --> 00:14:35.980]  一旦有了基督的生命
[00:14:35.980 --> 00:14:37.020]  就是新族的人
[00:14:37.020 --> 00:14:38.860]  舊的已經過去
[00:14:38.860 --> 00:14:40.180]  讓舊的過去
[00:14:40.180 --> 00:14:42.860]  讓新的來臨
[00:14:42.860 --> 00:14:44.780]  從前的經驗我剛纔也講過
[00:14:44.780 --> 00:14:45.860]  有好的也有不好的
[00:14:45.860 --> 00:14:47.020]  有些令我開心快樂
[00:14:47.020 --> 00:14:50.660]  有些令我們憂傷難過
[00:14:50.660 --> 00:14:52.820]  OK的 每個人都有這樣的經驗
[00:14:52.820 --> 00:14:53.820]  我們的問題是什麼呢
[00:14:53.820 --> 00:14:57.180]  如果我們執着這些經驗不放
[00:14:57.180 --> 00:14:58.980]  如果執着這些經驗不放
[00:14:58.980 --> 00:15:00.580]  無論好的與不好
[00:15:00.580 --> 00:15:03.100]  這些情況 這些經歷
[00:15:03.100 --> 00:15:07.100]  就會成爲我們向前走的障礙
[00:15:07.100 --> 00:15:08.500]  我們的教會
[00:15:08.500 --> 00:15:11.100]  如果在這裏long enough
[00:15:11.100 --> 00:15:12.220]  你會知道其實
[00:15:12.220 --> 00:15:14.020]  神祝福我們
[00:15:14.020 --> 00:15:17.580]  我們有很多很成功的工作
[00:15:17.580 --> 00:15:19.340]  比如說 早期的時候
[00:15:19.340 --> 00:15:21.500]  我們有單身營
[00:15:21.500 --> 00:15:25.020]  大家有沒有聽過有single camp的
[00:15:25.020 --> 00:15:26.180]  我們開始單身營的時候
[00:15:26.180 --> 00:15:28.900]  起碼有三四年 我記得應該是
[00:15:28.900 --> 00:15:30.460]  最少有三年
[00:15:30.460 --> 00:15:33.740]  每年一百六十人 一百七十人蔘加
[00:15:33.740 --> 00:15:34.780]  哇 很成功
[00:15:34.780 --> 00:15:36.340]  全部單身哦
[00:15:36.340 --> 00:15:37.180]  現在當然沒有了
[00:15:37.180 --> 00:15:38.540]  現在可能結了婚都未定了
[00:15:38.540 --> 00:15:39.900]  I don't know
[00:15:39.900 --> 00:15:42.140]  但如果再搞 搞不了
[00:15:42.140 --> 00:15:43.100]  OK
[00:15:43.100 --> 00:15:43.860]  不但如此
[00:15:43.860 --> 00:15:44.980]  其中另外一件事
[00:15:44.980 --> 00:15:47.180]  我們聽鄭牧師跟我們報告
[00:15:47.180 --> 00:15:49.540]  如果你是來會員大會的話
[00:15:49.540 --> 00:15:51.940]  按照我們會有數目的人數
[00:15:51.940 --> 00:15:54.500]  參加過我們門徒訓練結合的
[00:15:54.500 --> 00:15:57.140]  有76%
[00:15:57.140 --> 00:15:59.180]  哇 這個很不簡單
[00:15:59.180 --> 00:16:00.980]  啊 幾年的時間
[00:16:00.980 --> 00:16:04.220]  有76%的人
[00:16:04.220 --> 00:16:07.220]  參加過門徒訓練
[00:16:07.220 --> 00:16:08.180]  尤田兄姐妹
[00:16:08.180 --> 00:16:09.660]  這些聽起來
[00:16:09.660 --> 00:16:13.660]  都是我們成功的一些侍奉
[00:16:13.660 --> 00:16:16.660]  但如果我們把注意力放在數字
[00:16:16.660 --> 00:16:19.340]  哇 76%
[00:16:19.340 --> 00:16:20.780]  76%
[00:16:20.780 --> 00:16:22.060]  或者我們可以想想
[00:16:22.060 --> 00:16:24.300]  什麼時候再搞單身
[00:16:24.300 --> 00:16:26.860]  一百六十人蔘加 一百七十人蔘加
[00:16:26.860 --> 00:16:28.900]  聽兄姐妹 我們要很小心
[00:16:28.900 --> 00:16:30.300]  因爲我們在不知不覺當中
[00:16:30.300 --> 00:16:32.620]  可能我們已經將這些
[00:16:32.620 --> 00:16:35.740]  回應某個時間的需要
