
[00:00:00.000 --> 00:00:03.360]  這是馬可福音的主角
[00:04:59.940 --> 00:05:04.380]  這邊我們看到他是著重於主耶穌基督的行動
[00:05:04.380 --> 00:05:10.260]  當中我們看到主耶穌是匆忙地從一個地方到另一個地方去傳道
[00:05:10.260 --> 00:05:15.580]  我們這邊看到主耶穌從一個地方到另一個地方很匆忙地去傳道
[00:05:15.580 --> 00:05:18.780]  有施行神蹟去強化他的教訓
[00:05:18.780 --> 00:05:21.700]  去施行神蹟去強化他的教訓
[00:05:21.700 --> 00:05:32.380]  似乎馬可就是為一幫正是被當時羅馬政府打壓的信徒而寫
[00:05:32.380 --> 00:05:38.260]  似乎馬可就是為一幫正是被當時羅馬政府打壓的信徒而寫
[00:05:38.260 --> 00:05:42.940]  因為在公元54-68年
[00:05:42.940 --> 00:05:45.660]  因為在公元54-68年
[00:05:45.660 --> 00:05:47.940]  當時的羅馬皇帝叫做尼祿
[00:05:47.940 --> 00:05:49.940]  當時的羅馬皇帝叫做尼祿
[00:05:49.940 --> 00:05:55.700]  羅馬的基督徒受到非常嚴厲的迫害
[00:05:55.700 --> 00:05:59.100]  那時候羅馬的基督徒受到非常嚴厲的迫害
[00:05:59.100 --> 00:06:00.740]  很多人被殉道
[00:06:00.740 --> 00:06:02.100]  很多人被殉道
[00:06:02.100 --> 00:06:09.900]  馬可福音很可能是為了鼓勵這幫羅馬的信徒而寫成的
[00:06:09.900 --> 00:06:14.380]  馬可福音很可能是為了鼓勵這幫信徒而寫成的
[00:06:14.380 --> 00:06:17.380]  因為在幾本福音書裏面
[00:06:17.380 --> 00:06:25.780]  以馬可福音最握要地講述耶穌的生平事蹟
[00:06:25.780 --> 00:06:32.340]  以馬可福音最握要地講述耶穌的生平事蹟
[00:06:32.340 --> 00:06:37.100]  然後再顯現出耶穌作為救世主的形象
[00:06:37.100 --> 00:06:40.260]  然後再顯現出耶穌作為救世主的形象
[00:06:40.260 --> 00:06:45.900]  於是就可以為教會提供一個基督徒生活和侍奉的模式
[00:06:45.900 --> 00:06:49.900]  於是就可以為教會提供一個基督徒生活和侍奉的模式
[00:06:49.900 --> 00:06:54.260]  是足以幫助那些受到迫害的信徒
[00:06:54.260 --> 00:06:56.500]  是足以幫助那些受到迫害的信徒
[00:06:56.500 --> 00:07:03.260]  這個又令我再想起我曾經引用過的一個例子
[00:07:03.260 --> 00:07:05.980]  這個想到一個曾經引用過的例子
[00:07:05.980 --> 00:07:11.860]  就是我曾經引用的靈命日糧的其中一天的資料
[00:07:11.860 --> 00:07:14.580]  就是我曾經引用的靈命日糧的其中一天的資料
[00:07:14.580 --> 00:07:16.580]  就是1937年4月
[00:07:16.580 --> 00:07:24.100]  就是當麥索里尼軍隊入侵伊索匹亞的時候
[00:07:24.100 --> 00:07:32.020]  就是當麥索里尼軍隊入侵伊索匹亞的時候
[00:07:32.020 --> 00:07:38.940]  伊索匹亞有一些宣教士在那裏服侍
[00:07:38.940 --> 00:07:42.340]  伊索匹亞有一些宣教士在那裏服侍
[00:07:42.340 --> 00:07:46.500]  因為有軍事的緣故,所以這些宣教士被迫離開
[00:07:46.500 --> 00:07:50.380]  因為有軍事的緣故,所以這些宣教士被迫離開
[00:07:50.380 --> 00:07:55.580]  就留下了48位剛剛信主的信徒
[00:07:55.580 --> 00:07:58.820]  就留下了48位剛剛信主的信徒
[00:07:58.820 --> 00:08:05.580]  但這個信徒只有馬可福音幫助他們的靈命成長
[00:08:05.580 --> 00:08:09.380]  但這個信徒只有馬可福音幫助他們的成長
[00:08:09.380 --> 00:08:13.540]  甚至這些人當中有些人閱讀都有困難
[00:08:13.540 --> 00:08:17.140]  甚至這些人當中有些人閱讀都有困難
[00:08:17.140 --> 00:08:21.540]  但是當這些宣教士四年之後回到那裏的時候
[00:08:21.540 --> 00:08:25.020]  但是當這些宣教士四年之後回到那裏的時候
[00:08:25.020 --> 00:08:29.540]  他們發覺伊索匹亞裏面的教會不單止繼續存在
[00:08:29.540 --> 00:08:34.380]  他們發覺這個教會在伊索匹亞裏面繼續存在
[00:08:34.380 --> 00:08:36.260]  還增長到一萬人
[00:08:36.260 --> 00:08:37.980]  還增長到一萬人
[00:08:37.980 --> 00:08:39.780]  大家可以簡單計算一下
[00:08:39.780 --> 00:08:41.980]  大家可以簡單計算一下
[00:08:41.980 --> 00:08:45.340]  由48人變成一萬人是多少倍呢?
[00:08:45.340 --> 00:08:49.340]  由48人變成一萬人是多少倍呢?
[00:08:49.340 --> 00:08:52.540]  接下來我們開始從第一章的經文
[00:08:52.540 --> 00:08:55.940]  去看主耶穌與當時的人的關係
[00:08:55.940 --> 00:08:57.940]  所以我們從第一章可以開始看一看
[00:08:57.940 --> 00:09:00.020]  主耶穌與當時的人的一切關係
[00:09:00.020 --> 00:09:04.620]  進而思想一下和我們現今的人有什麼關係
[00:09:04.620 --> 00:09:06.460]  那跟著我們去思想一下
[00:09:06.460 --> 00:09:10.220]  跟我們現代的人有什麼樣的關係
[00:09:10.220 --> 00:09:12.020]  馬可福音第一章第一節
[00:09:12.020 --> 00:09:14.220]  我們看馬可福音第一章第一節
[00:09:14.220 --> 00:09:18.220]  「神的兒子耶穌基督福音的起頭」
[00:09:18.220 --> 00:09:22.540]  「神的兒子耶穌基督福音的起頭」
[00:09:22.540 --> 00:09:25.020]  什麼叫「福音」?
[00:09:25.020 --> 00:09:26.940]  什麼叫「福音」?
[00:09:26.940 --> 00:09:27.860]  福音
[00:09:27.860 --> 00:09:31.020]  是不是耶穌所說的「道」就叫「福音」?
[00:09:31.020 --> 00:09:33.540]  是否耶穌所說的「道」就是「福音」呢?
[00:09:33.540 --> 00:09:37.380]  其實「福音」就是主耶穌的生平
[00:09:37.380 --> 00:09:39.780]  其實「福音」就是主耶穌的生平
[00:09:39.780 --> 00:09:43.220]  再加上祂對人所說的所有教訓
[00:09:43.220 --> 00:09:46.300]  再加上祂對人所說的所有教訓
[00:09:46.300 --> 00:09:48.540]  和祂所做的每一件事
[00:09:48.540 --> 00:09:50.700]  還有祂所做的每一件事情
[00:09:50.700 --> 00:09:52.300]  這個就是「福音」
[00:09:52.300 --> 00:09:54.340]  這個就是「福音」
[00:09:54.340 --> 00:09:59.140]  在這一節裡我們都看到主耶穌的身份是什麼
[00:09:59.140 --> 00:10:04.500]  在這一節裡我們都看到主耶穌的身份是什麼
[00:10:04.500 --> 00:10:06.460]  我們看到祂有兩個身份
[00:10:06.460 --> 00:10:08.260]  我們看到祂有兩個身份
[00:10:08.260 --> 00:10:09.700]  一個就是「神的兒子」
[00:10:09.700 --> 00:10:11.860]  一個是「神的兒子」
[00:10:11.860 --> 00:10:14.820]  「神的兒子」就是從神而來
[00:10:14.820 --> 00:10:17.620]  和神有密切的關係
[00:10:17.620 --> 00:10:19.420]  「神的兒子」就是從神而來
[00:10:19.420 --> 00:10:21.580]  而且跟神有很密切的關係
[00:10:21.580 --> 00:10:22.820]  第二個就是基督
[00:10:22.820 --> 00:10:24.060]  第二個就是基督
[00:10:24.060 --> 00:10:27.660]  基督也是和神很密切的
[00:10:27.660 --> 00:10:29.740]  基督也是跟神很密切的
[00:10:29.740 --> 00:10:33.980]  是被揀選蒙猜派的一個使者
[00:10:33.980 --> 00:10:36.500]  是被揀選蒙猜派的一個使者
[00:10:36.500 --> 00:10:41.140]  福音書裡面的耶穌的身份
[00:10:41.140 --> 00:10:45.620]  和祂所做的事是一個奧秘
[00:10:45.620 --> 00:10:46.820]  在福音書裡面
[00:10:46.820 --> 00:10:50.060]  耶穌的身份和祂所做的事是一個奧秘
[00:10:50.060 --> 00:10:57.060]  所以很多門徒不明白耶穌本身的身份
[00:10:57.060 --> 00:11:00.380]  所以很多門徒不明白耶穌本身的身份
[00:11:00.380 --> 00:11:01.980]  他們不明白
[00:11:01.980 --> 00:11:03.620]  耶穌作為「神的兒子」
[00:11:03.620 --> 00:11:06.260]  為什麼要受苦受死
[00:11:06.260 --> 00:11:09.660]  來完成神差遣祂的任務呢?
[00:11:09.660 --> 00:11:14.500]  為什麼要受苦受死
[00:11:14.500 --> 00:11:17.860]  來完成神差遣祂的任務呢?
[00:11:17.860 --> 00:11:25.900]  我們很快進入主耶穌傳道之前要做的事情
[00:11:25.900 --> 00:11:29.740]  我們很快進入主耶穌傳道之前要做的事情
[00:11:29.740 --> 00:11:35.060]  其實很多時候我們在教會都會看到這個次序
[00:11:35.060 --> 00:11:40.860]  其實很多時候我們在教會都會看到這個次序
[00:11:40.860 --> 00:11:44.940]  首先他去到曠野去找施浸約翰
[00:11:44.940 --> 00:11:47.580]  首先他到曠野去找施浸約翰
[00:11:47.580 --> 00:11:53.340]  然後在約旦河接受約翰和他施行的浸禮
[00:11:53.340 --> 00:11:56.980]  然後在約旦河接受約翰為他施行浸禮
[00:11:56.980 --> 00:12:01.140]  然後被聖靈引導到曠野四十晝夜
[00:12:01.140 --> 00:12:04.940]  然後被聖靈引導到曠野四十晝夜
[00:12:04.940 --> 00:12:07.900]  去接受撒旦魔鬼的試探
[00:12:07.900 --> 00:12:10.420]  去接受撒旦魔鬼的試探
[00:12:10.420 --> 00:12:13.660]  這裡第十三節很清楚說
[00:12:13.660 --> 00:12:17.220]  他在曠野四十天受撒旦的試探
[00:12:17.220 --> 00:12:19.300]  在十三節裡面看到很清楚
[00:12:19.300 --> 00:12:22.340]  他在曠野四十天受撒旦的試探
[00:12:22.340 --> 00:12:27.500]  並與野獸同在一處
[00:12:27.500 --> 00:12:28.860]  但最特別的是說
[00:12:28.860 --> 00:12:30.940]  「且有天使來侍候他」
[00:12:30.940 --> 00:12:32.260]  但最特別的是說
[00:12:32.260 --> 00:12:34.340]  「且有天使來侍候他」
[00:12:34.340 --> 00:12:39.740]  這裡顯示了整個過程都是在神的安排當中
[00:12:39.740 --> 00:12:44.020]  所以我們看到整個過程都是在神的安排當中
[00:12:44.020 --> 00:12:51.620]  主耶穌接著就開始祂的傳道工作
[00:12:51.620 --> 00:12:55.940]  接著耶穌就開始祂的傳道工作
[00:12:55.940 --> 00:12:59.140]  祂在加利利開始
[00:12:59.140 --> 00:13:04.020]  宣揚神的國近了
[00:13:04.020 --> 00:13:07.820]  是吩咐人要悔改
[00:13:07.820 --> 00:13:09.780]  要信福音
[00:13:09.780 --> 00:13:14.260]  這節聖經是非常短
[00:13:14.260 --> 00:13:17.180]  這節聖經是非常短
[00:13:17.180 --> 00:13:20.380]  十四節說約翰下監以後
[00:13:20.380 --> 00:13:23.180]  十四節說約翰歇監以後
[00:13:23.180 --> 00:13:26.820]  耶穌就來到加利利宣傳神的福音
[00:13:26.820 --> 00:13:29.540]  耶穌就來到加利利宣傳神的福音
[00:13:29.540 --> 00:13:32.900]  所以祂是接觸施贈約翰
[00:13:32.900 --> 00:13:35.220]  所以祂是接觸施贈約翰
[00:13:35.220 --> 00:13:38.900]  然後祂的內容是很簡單的一句話
[00:13:38.900 --> 00:13:41.900]  所以祂的內容是非常簡單的一句話
[00:13:41.900 --> 00:13:47.940]  然後祂就做了很多方面的事情
[00:13:47.940 --> 00:13:50.100]  然後祂就做了很多方面的事情
[00:13:50.100 --> 00:13:53.860]  首先祂會說到
[00:13:53.860 --> 00:13:57.060]  第二節說到了加百隆
[00:13:57.060 --> 00:13:59.660]  第二節說到了加百隆
[00:13:59.660 --> 00:14:02.020]  加百隆也是在加利利境內
[00:14:02.020 --> 00:14:04.020]  加百隆也是在加利利境內
[00:14:04.020 --> 00:14:09.300]  也是在猶太的北部
[00:14:09.300 --> 00:14:11.660]  也是在猶太的北部
[00:14:11.660 --> 00:14:12.820]  在加百隆那裏
[00:14:12.820 --> 00:14:15.900]  耶穌就安息日進了會堂教訓人
[00:14:15.900 --> 00:14:17.020]  在加百隆那裏
[00:14:17.020 --> 00:14:20.020]  耶穌就安息日進了會堂教訓人
[00:14:20.020 --> 00:14:23.740]  在會堂那裏說到「滿有權柄」
[00:14:23.740 --> 00:14:26.300]  在會堂那裏說到「滿有權柄」
[00:14:26.300 --> 00:14:29.460]  所以眾人都稀奇祂的教訓
[00:14:29.460 --> 00:14:31.260]  眾人都很稀奇祂的教訓
[00:14:31.260 --> 00:14:35.860]  「因為祂教訓他們正像有權柄的人,不像文士」
[00:14:35.860 --> 00:14:40.020]  「因為祂教訓他們正像有權柄的人,不像文士」
[00:14:40.020 --> 00:14:42.220]  其實這不正正證明了
[00:14:42.220 --> 00:14:44.540]  祂是因為神的兒子
[00:14:44.540 --> 00:14:47.740]  所以祂能夠掌握到祂所說的話
[00:14:47.740 --> 00:14:50.740]  這就證明了祂因為是神的兒子
[00:14:50.740 --> 00:14:54.580]  祂很掌握了祂所講的
[00:14:54.580 --> 00:14:58.620]  耶穌所做的第二方面的事情就是趕鬼
[00:14:58.620 --> 00:15:02.500]  耶穌所做的第二方面的事情就是趕鬼
[00:15:02.500 --> 00:15:09.260]  第23、24節就說到會堂裏有一個污鬼附著
[00:15:09.260 --> 00:15:13.180]  在23、24節就說到會堂裏有一個污鬼附著
[00:15:13.180 --> 00:15:21.060]  然後主耶穌就從這個人身上把這個鬼趕了出來
[00:15:21.060 --> 00:15:24.100]  然後主耶穌就從這個人身上把這個污鬼趕了出來
[00:15:24.100 --> 00:15:30.660]  但有一點很特別,就是連鬼都認識主耶穌是神的聖者
[00:15:30.660 --> 00:15:35.340]  但有一點很特別,就是連鬼都認識主耶穌是神的聖者
[00:15:35.340 --> 00:15:37.980]  是從神而來的
[00:15:37.980 --> 00:15:45.020]  相反,耶穌很多次都叫人不要提自己的身份
[00:15:45.020 --> 00:15:48.260]  所以耶穌很多次叫人不要提自己的身份
[00:15:48.260 --> 00:15:51.940]  第三方面,耶穌所做的事情就是治病
[00:15:51.940 --> 00:15:54.860]  第三方面,耶穌所做的事情就是治病
[00:15:54.860 --> 00:15:56.780]  祂不單止醫治一個人
[00:15:56.780 --> 00:15:58.460]  祂不單止醫治一個人
[00:15:58.460 --> 00:16:02.420]  當我們看第32節的時候,天晚未日落的時候
[00:16:02.420 --> 00:16:05.260]  有人帶著一切害病的
[00:16:05.260 --> 00:16:09.660]  第32節我們看到天晚日落的時候
[00:16:09.660 --> 00:16:14.300]  有人帶著一切害病的和被鬼附的來到耶穌面前
[00:16:14.300 --> 00:16:17.580]  有人帶著一切害病的和被鬼附的來到耶穌面前
[00:16:17.580 --> 00:16:21.820]  34節,耶穌治好了很多各樣病的人
[00:16:21.820 --> 00:16:25.700]  34節,耶穌治好了很多各樣病的人
[00:16:25.700 --> 00:16:28.100]  又趕出很多鬼
[00:16:28.100 --> 00:16:30.980]  祂不許鬼說話
[00:16:30.980 --> 00:16:33.580]  因為鬼認識祂
[00:16:33.580 --> 00:16:39.020]  所以耶穌不單止趕鬼,同時也醫好各樣的病人
[00:16:39.020 --> 00:16:43.100]  所以耶穌不單止趕鬼,而且也醫好了各樣的病人
[00:16:43.100 --> 00:16:48.900]  接著我們又看到一個大家都熟悉的事情
[00:16:48.900 --> 00:16:50.860]  就是他呼召門徒
[00:16:50.860 --> 00:16:52.980]  接著我們又看到一個大家都熟悉的事情
[00:16:52.980 --> 00:16:55.020]  就是耶穌呼召他的門徒
[00:16:55.020 --> 00:16:58.300]  這裏記載了他呼召四個門徒
[00:16:58.300 --> 00:17:00.620]  這裏記載了他呼召四個門徒
[00:17:00.620 --> 00:17:02.180]  分別就是彼得·安德烈
[00:17:02.180 --> 00:17:04.100]  是彼得·安德烈
[00:17:04.100 --> 00:17:06.980]  和雅各·約翰兩對的兄弟
[00:17:06.980 --> 00:17:10.580]  還有彼得·雅各兩對的兄弟
[00:17:10.580 --> 00:17:13.820]  第16節這樣說
[00:17:13.820 --> 00:17:16.660]  耶穌順著加利利的海邊
[00:17:16.660 --> 00:17:20.700]  看見西門和西門的兄弟安德烈
[00:17:20.700 --> 00:17:21.940]  我們再看16節
[00:17:21.940 --> 00:17:23.780]  耶穌順著加利利的海邊走
[00:17:23.780 --> 00:17:26.180]  看見西門和西門的兄弟安德烈
[00:17:26.180 --> 00:17:28.820]  在海裏撒網,他們本是打魚的
[00:17:28.820 --> 00:17:32.620]  在海裏撒網,他們本是打魚的
[00:17:32.620 --> 00:17:35.020]  耶穌對他們說:來跟從我
[00:17:35.020 --> 00:17:38.540]  我要叫你們得人如得魚一樣
[00:17:38.540 --> 00:17:40.780]  耶穌對他們說:來跟從我
[00:17:40.780 --> 00:17:43.740]  我要叫你們得人如得魚一樣
[00:17:43.740 --> 00:17:45.300]  接著第19節
[00:17:45.300 --> 00:17:47.540]  耶穌撒網前走
[00:17:47.540 --> 00:17:51.860]  又見西比太的兒子雅各和雅各的兄弟約翰
[00:17:51.860 --> 00:17:53.060]  耶穌撒網前走
[00:17:53.060 --> 00:17:57.420]  又見西比太的兒子雅各和雅各的兄弟約翰
[00:17:57.420 --> 00:18:00.820]  在船上捕網
[00:18:00.820 --> 00:18:04.100]  耶穌隨即招呼他們
[00:18:04.100 --> 00:18:07.020]  耶穌隨即招呼他們
[00:18:07.020 --> 00:18:11.300]  我們看到他們的反應是怎樣呢?
[00:18:11.300 --> 00:18:14.540]  我們看到他們的反應是怎樣呢?
[00:18:14.540 --> 00:18:22.020]  彼得和安德烈立刻撒網跟從了他
[00:18:22.020 --> 00:18:26.820]  彼得和安德烈立刻撒網跟從了他
[00:18:26.820 --> 00:18:33.140]  另外一隊兄弟把父親西比太和故宮人留在船上
[00:18:33.140 --> 00:18:37.860]  另外一隊兄弟把父親西比太和故宮人留在船上
[00:18:37.860 --> 00:18:42.340]  跟從耶穌去了
[00:18:42.340 --> 00:18:44.300]  我相信他們不是失業的
[00:18:44.300 --> 00:18:47.380]  我相信他們不是失業的
[00:18:47.380 --> 00:18:54.260]  或者可能他們會感覺到人生比較枯燥也說不定
[00:18:54.260 --> 00:18:57.860]  或者他們會覺得人生比較枯燥也說不定
[00:18:57.860 --> 00:18:59.220]  但是無論如何
[00:18:59.220 --> 00:19:02.460]  這裡沒有交代他們為什麼要跟從耶穌
[00:19:02.460 --> 00:19:06.140]  但是這裡卻沒有交代他們為什麼要跟從耶穌
[00:19:06.140 --> 00:19:08.220]  耶穌叫他們來跟從我
[00:19:08.220 --> 00:19:09.940]  耶穌叫他們來跟從我
[00:19:09.940 --> 00:19:13.180]  我要叫你們得人如得魚一樣
[00:19:13.180 --> 00:19:16.620]  我要叫你們得人如得魚一樣
[00:19:16.620 --> 00:19:20.300]  他們就立刻採取行動跟從了耶穌
[00:19:20.300 --> 00:19:24.340]  他們馬上就採取行動跟從了耶穌
[00:19:24.340 --> 00:19:30.500]  當然我們可以從其他的方式去理解
[00:19:30.500 --> 00:19:33.580]  他們為什麼要跟從耶穌
[00:19:33.580 --> 00:19:36.660]  或者我們可以從別的福音書裡去了解
[00:19:36.660 --> 00:19:38.820]  到底他們為什麼要跟從耶穌
[00:19:38.820 --> 00:19:43.220]  或者我們可以思考一下我們為什麼要跟從耶穌
[00:19:43.220 --> 00:19:48.420]  或者我們可以思考一下我們為什麼要跟從耶穌
[00:19:48.420 --> 00:19:50.820]  但是如果以馬可福音來說
[00:19:50.820 --> 00:19:53.900]  我可以找到兩個理由
[00:19:53.900 --> 00:19:57.460]  但是從馬可福音來講我們可以找到兩個理由
[00:19:57.460 --> 00:20:03.980]  第一個就是門徒的親身經歷
[00:20:03.980 --> 00:20:08.860]  第一個就是門徒的親身經歷
[00:20:08.860 --> 00:20:11.620]  如果我們說要跟從耶穌
[00:20:11.620 --> 00:20:13.340]  如果你沒有親身經歷
[00:20:13.340 --> 00:20:16.860]  我相信你不能夠跟得很久
[00:20:16.860 --> 00:20:18.420]  我相信要跟從耶穌
[00:20:18.420 --> 00:20:20.180]  也就是說你沒有親身經歷
[00:20:20.180 --> 00:20:20.980]  你不會跟得很久
[00:20:20.980 --> 00:20:22.980]  如果你只不過是聽別人說
[00:20:22.980 --> 00:20:25.580]  而覺得是好於是乎來信
[00:20:25.580 --> 00:20:28.820]  可能你會跟著跟著跟不上
[00:20:28.820 --> 00:20:30.700]  也就是說你只是聽到別人說好
[00:20:30.700 --> 00:20:32.180]  你來信的話
[00:20:32.180 --> 00:20:34.180]  可能你會跟了某一段時間
[00:20:34.180 --> 00:20:35.700]  你就會跟不上了
[00:20:35.700 --> 00:20:41.700]  因為可能你是沒有一個親身得幫助的經歷
[00:20:41.700 --> 00:20:44.900]  因為你沒有一個親身得幫助的經歷
[00:20:44.900 --> 00:20:51.060]  我剛才說馬可福音其實背後就是
[00:20:51.060 --> 00:20:55.260]  試圖彼得一些的紀錄
[00:20:55.260 --> 00:20:57.260]  我們剛才所講馬可福音
[00:20:57.260 --> 00:21:00.380]  其實就是背後試圖彼得的一些紀錄
[00:21:00.380 --> 00:21:02.060]  當我們看二十九節的時候
[00:21:02.060 --> 00:21:05.820]  這個就跟西門有切身的關係
[00:21:05.820 --> 00:21:07.900]  當我們在看二十九節的時候
[00:21:07.900 --> 00:21:12.460]  我們就知道跟西門有切身的關係
[00:21:12.460 --> 00:21:13.860]  二十九節這樣
[00:21:13.860 --> 00:21:15.020]  他們一出會堂
[00:21:15.020 --> 00:21:20.820]  就同著雅各約翰進了西門和彼安德烈的家
[00:21:20.820 --> 00:21:23.860]  他們一出會堂就同著雅各約翰
[00:21:23.860 --> 00:21:25.860]  進了西門和安德烈的家
[00:21:25.860 --> 00:21:28.660]  西門就是彼得
[00:21:28.660 --> 00:21:30.660]  他們去到彼得的家
[00:21:30.660 --> 00:21:32.660]  他們到了彼得的家
[00:21:32.660 --> 00:21:36.460]  西門的岳母正害熱病躺著
[00:21:36.460 --> 00:21:38.940]  西門的岳母正害熱病躺著
[00:21:38.940 --> 00:21:41.740]  就有人告訴耶穌
[00:21:41.740 --> 00:21:45.180]  耶穌進前拉著他的手扶他起來
[00:21:45.180 --> 00:21:48.860]  耶穌進前拉著他的手扶他起來
[00:21:48.860 --> 00:21:52.860]  熱就退了他就服侍他們
[00:21:52.860 --> 00:21:54.860]  這個是切身的經歷
[00:21:54.860 --> 00:21:56.380]  這個是一個切身的經歷
[00:21:56.380 --> 00:22:02.660]  因為彼得的岳母正害熱病躺著
[00:22:02.660 --> 00:22:07.460]  因為彼得的岳母正害熱病躺著
[00:22:07.460 --> 00:22:11.060]  耶穌只是拉著他的手扶他起來
[00:22:11.060 --> 00:22:13.060]  熱就退了他就服侍他們
[00:22:13.060 --> 00:22:15.580]  耶穌只是拉著他的手扶他起來
[00:22:15.580 --> 00:22:16.860]  熱就退了他就服侍他們
[00:22:16.860 --> 00:22:18.860]  這個是神奇的幫助
[00:22:18.860 --> 00:22:21.260]  臨到彼得的家人身上
[00:22:21.260 --> 00:22:24.660]  這個是神奇的幫助來到彼得的家人身上
[00:22:24.660 --> 00:22:27.660]  所以如果我們說要跟從耶穌
[00:22:27.660 --> 00:22:30.060]  你一定要有一個親身的經歷
[00:22:30.060 --> 00:22:31.860]  所以我們說你要跟從耶穌
[00:22:31.860 --> 00:22:34.460]  你必然會有一個親身的經歷
[00:22:34.460 --> 00:22:35.460]  或者我們這樣說
[00:22:35.460 --> 00:22:37.060]  我們真的要有一種心
[00:22:37.060 --> 00:22:39.460]  是祈求神會幫助我們
[00:22:39.460 --> 00:22:40.860]  或者是我們有一個心
[00:22:40.860 --> 00:22:42.860]  我們要祈求神會幫助我們
[00:22:42.860 --> 00:22:46.260]  譬如說我們如果是有家人病了
[00:22:46.260 --> 00:22:47.460]  或者自己病了
[00:22:47.460 --> 00:22:50.260]  我們有家人病了或自己病了
[00:22:50.260 --> 00:22:54.260]  我們有沒有信心將自己的健康交給神
[00:22:54.260 --> 00:22:55.860]  那種病交給神呢
[00:22:55.860 --> 00:22:57.260]  我們有沒有這樣的信心
[00:22:57.260 --> 00:23:00.460]  把我們的健康交給神呢
[00:23:00.460 --> 00:23:04.060]  如果我們都是靠醫生靠藥物
[00:23:04.060 --> 00:23:06.860]  就算我們只是靠醫生靠著藥物
[00:23:06.860 --> 00:23:08.260]  就算我們怎麼祈禱
[00:23:08.260 --> 00:23:12.660]  恐怕都不會我們會覺得是靈驗的
[00:23:12.660 --> 00:23:14.660]  我們無論是我們怎麼禱告
[00:23:14.660 --> 00:23:17.260]  我們都不會覺得這個禱告是蒙應援的
[00:23:17.260 --> 00:23:19.460]  這個就或者可以解釋
[00:23:19.460 --> 00:23:22.260]  有時候我們的信心
[00:23:22.260 --> 00:23:26.860]  不應該是單單建立在神職的身上
[00:23:26.860 --> 00:23:28.860]  我們很多時候我們的信心
[00:23:28.860 --> 00:23:31.660]  不用是單單建立在神職的上面
[00:23:31.660 --> 00:23:35.260]  我們要是有信心
[00:23:35.260 --> 00:23:37.460]  是建基於神的話上
[00:23:37.460 --> 00:23:40.060]  我們的信心是要建基在
[00:23:40.060 --> 00:23:41.860]  神的話語上面
