
[00:00:00.000 --> 00:00:01.800]  好 鄧子梅 大家好
[00:01:27.200 --> 00:01:32.400]  都需要不斷地在靈性上面有突破
[00:01:32.400 --> 00:01:35.200]  不然的話
[00:01:35.200 --> 00:01:39.000]  我們很容易會變得是原地踏步
[00:01:39.000 --> 00:01:40.600]  甚至很多時候
[00:01:40.600 --> 00:01:45.000]  我們只是纏繞在我們自己個人的喜好
[00:01:45.000 --> 00:01:47.500]  這些的思想裡面
[00:01:47.500 --> 00:01:49.400]  結局做不成基督徒
[00:01:49.400 --> 00:01:54.100]  不僅如此 而且可能更加成為其他
[00:01:54.100 --> 00:01:57.700]  追求認識上帝的人的絆腳石
[00:01:57.700 --> 00:02:02.600]  那怎樣才能有靈性的突破呢
[00:02:02.600 --> 00:02:04.900]  是不是多回教會
[00:02:04.900 --> 00:02:06.700]  多參加聚會
[00:02:06.700 --> 00:02:09.700]  那你的靈性就一定會好呢
[00:02:09.700 --> 00:02:11.500]  不一定的
[00:02:11.500 --> 00:02:14.000]  我曾經認識過不少的信徒
[00:02:14.000 --> 00:02:18.000]  就算他回了教會幾十年也好
[00:02:18.000 --> 00:02:22.700]  並且經常參與很多的教會的侍功
[00:02:22.700 --> 00:02:28.800]  但他的靈性仍然好像一個
[00:02:28.800 --> 00:02:32.500]  初信甚至不信的人一樣
[00:02:32.500 --> 00:02:34.500]  更可怕的現象就是
[00:02:34.500 --> 00:02:36.400]  我會見到不少的人
[00:02:36.400 --> 00:02:39.900]  因為多回教會 多做教會的侍奉
[00:02:39.900 --> 00:02:44.000]  漸漸變得更加假冒偽善
[00:02:45.100 --> 00:02:49.300]  這個絕對不是上帝所希望見到的現象
[00:02:49.300 --> 00:02:53.600]  也是一個非常之不理想的一個現象
[00:02:53.600 --> 00:02:57.000]  為什麼會做到這樣的結局呢
[00:02:57.000 --> 00:03:00.000]  我歸納去可以這樣看的就是
[00:03:00.000 --> 00:03:03.800]  人 特別教會裡面的領袖
[00:03:03.800 --> 00:03:07.600]  因為他跌入了魔鬼撒旦的軌跡
[00:03:07.600 --> 00:03:11.100]  他認為教會只需要搞多些活動
[00:03:11.100 --> 00:03:13.600]  信徒多些的參與
[00:03:13.600 --> 00:03:18.400]  他們的靈性就等同於是越來越好
[00:03:18.400 --> 00:03:21.900]  曾經在教會有一位教會領袖
[00:03:21.900 --> 00:03:25.400]  曾經說過一句這樣的說話
[00:03:25.400 --> 00:03:27.700]  他說這句說話的前設就是說
[00:03:27.700 --> 00:03:30.600]  教會接下來在兩個月之後
[00:03:30.600 --> 00:03:33.800]  有一個的報道聚會
[00:03:33.800 --> 00:03:36.600]  在開會的時候他說
[00:03:36.600 --> 00:03:41.700]  哎呀 剛剛那一天教會的報道聚會
[00:03:41.700 --> 00:03:45.700]  我有事要搞
[00:03:45.700 --> 00:03:47.800]  哇 你有什麼事要搞
[00:03:47.800 --> 00:03:51.800]  他說是他私人的事情
[00:03:51.800 --> 00:03:55.800]  那私人的事情跟教會沒有關係
[00:03:55.800 --> 00:04:03.500]  他說教會的活動剛好撞了我的旗
[00:04:03.500 --> 00:04:09.600]  不回來不是很好
[00:04:09.600 --> 00:04:13.100]  麗娟姐妹 第一
[00:04:13.100 --> 00:04:17.400]  教會不是你私人活動
[00:04:17.400 --> 00:04:20.500]  教會不是因為某一個人撞了旗
[00:04:20.500 --> 00:04:23.200]  於是乎那件事就不做
[00:04:23.200 --> 00:04:26.400]  或者當做的事情不做
[00:04:26.400 --> 00:04:29.200]  但是他更加剖白了一件事
[00:04:29.200 --> 00:04:32.400]  很多時候信徒只是因應
[00:04:32.400 --> 00:04:34.400]  有沒有參加聚會
[00:04:34.400 --> 00:04:40.500]  來表達自己升不升任某一個靈性的狀態
[00:04:40.500 --> 00:04:41.700]  其實這種的處理
[00:04:41.700 --> 00:04:44.800]  這種衡量量度靈性的方式
[00:04:44.800 --> 00:04:50.500]  是一個很危險的異端思維
[00:04:50.500 --> 00:04:52.300]  因為很多的異端
[00:04:52.300 --> 00:04:56.400]  正正是你越參加得多就代表你越傾遣
[00:04:56.400 --> 00:04:57.800]  上帝不是這樣看的
[00:04:57.800 --> 00:05:01.100]  上帝是一位監察人心的上帝
[00:05:01.100 --> 00:05:02.800]  他看人的傾遣
[00:05:02.800 --> 00:05:07.200]  不是因為你參加了教會的活動多了
[00:05:07.200 --> 00:05:09.600]  或者教會活動搞多了
[00:05:09.600 --> 00:05:12.600]  然後等同於你更傾遣
[00:05:12.600 --> 00:05:15.300]  很多時候很多人搞事工
[00:05:15.300 --> 00:05:19.400]  其實純粹是為了去表揚自己
[00:05:19.400 --> 00:05:22.700]  好像傾遣的不傾遣
[00:05:22.700 --> 00:05:26.300]  所以在這樣的情況之下
[00:05:26.300 --> 00:05:30.700]  信徒怎樣才可以走出這種類似的突破
[00:05:30.700 --> 00:05:34.000]  這種狀態而有所突破呢
[00:05:34.000 --> 00:05:36.900]  今天很多的教會都是這樣做的
[00:05:36.900 --> 00:05:39.600]  教會個個都是說要參加聚會
[00:05:39.600 --> 00:05:41.700]  搞多些東西
[00:05:41.700 --> 00:05:45.200]  那就等同於大家的靈性就會好了
[00:05:45.200 --> 00:05:50.600]  但是怎樣才走出一個這樣的錯誤的觀念呢
[00:05:50.600 --> 00:05:52.900]  首先也都不要走向極端
[00:05:52.900 --> 00:05:55.100]  不是教會完全不要搞事工
[00:05:55.100 --> 00:05:56.500]  完全不要搞聚會
[00:05:56.500 --> 00:05:57.400]  不是
[00:05:57.400 --> 00:05:59.300]  不要走向一個極端
[00:05:59.300 --> 00:06:03.100]  每一件事處理的時候要有一個平衡的
[00:06:03.100 --> 00:06:08.200]  信徒需要的是長期在一些突破的上面
[00:06:08.200 --> 00:06:11.200]  能夠給我們有一對更準確的靈性眼睛
[00:06:11.200 --> 00:06:15.900]  來看清楚我今天當作的事是作成怎樣
[00:06:15.900 --> 00:06:19.100]  也都帶著一個什麼心態而去做
[00:06:19.100 --> 00:06:24.200]  因此今天我們來回看一個很重要的人物
[00:06:24.200 --> 00:06:25.800]  這個人物
[00:06:25.800 --> 00:06:31.700]  他透過上帝給他一個在靈性上面的大突破
[00:06:31.700 --> 00:06:35.400]  這個人物叫做尼布甲尼撒王
[00:06:35.400 --> 00:06:39.700]  透過他自己把口親自來否白出
[00:06:39.700 --> 00:06:46.900]  他整個信主的過程之後的體驗
[00:06:46.900 --> 00:06:48.500]  讓我們去明白到
[00:06:48.500 --> 00:06:53.300]  其實當每一個信徒他的靈性經過突破之後
[00:06:53.300 --> 00:06:58.900]  同樣應該歸入去這種突破的表現裡面
[00:06:58.900 --> 00:07:01.600]  不然的話我們的靈性
[00:07:01.600 --> 00:07:06.400]  只會沉淪在一個仍然多做教會事工
[00:07:06.400 --> 00:07:08.600]  多作聚會的情況
[00:07:08.600 --> 00:07:11.100]  以為自己更虔誠
[00:07:11.100 --> 00:07:13.500]  這種這麼膚淺
[00:07:13.500 --> 00:07:19.300]  而不是聖經裡面所表達的一種靈性的追求
[00:07:19.300 --> 00:07:22.800]  所以今天我給了這段經文的一個標題
[00:07:22.800 --> 00:07:25.900]  叫做靈情突破
[00:07:25.900 --> 00:07:28.800]  Breaking point on spiritual journey
[00:07:28.800 --> 00:07:31.000]  每一個人在靈性上面
[00:07:31.000 --> 00:07:33.300]  在屬靈的旅程當中
[00:07:33.300 --> 00:07:36.000]  都需要這些的突破
[00:07:36.000 --> 00:07:40.300]  讓我們能夠重新準確地去瞄準認識
[00:07:40.300 --> 00:07:42.400]  上帝是怎樣的一位神
[00:07:42.400 --> 00:07:44.600]  需要不斷調教
[00:07:44.600 --> 00:07:50.000]  就好像很多時候一輛汽車一樣
[00:07:50.000 --> 00:07:55.900]  為什麼一輛汽車要做定期的維修檢查呢
[00:07:55.900 --> 00:07:57.900]  就是要去調節汽車
[00:07:57.900 --> 00:08:01.800]  因為汽車走著走著就會走樣了
[00:08:01.800 --> 00:08:04.400]  走著走著那個螺絲就會走
[00:08:04.400 --> 00:08:07.700]  那個定位就會變了
[00:08:07.700 --> 00:08:10.800]  你要更新一下它 調整一下它
[00:08:10.800 --> 00:08:12.200]  怎樣調整呢
[00:08:12.200 --> 00:08:15.000]  靈性上面可以今天在這段聖經
[00:08:15.000 --> 00:08:15.600]  我們看到了
[00:08:15.600 --> 00:08:17.800]  好 又要再次打開這段聖經
[00:08:17.800 --> 00:08:20.300]  不是很長的 今天我們看的
[00:08:20.300 --> 00:08:23.900]  從第四章 第34至37節
[00:08:23.900 --> 00:08:27.200]  我們透過《達爾里書》這段經文
[00:08:27.200 --> 00:08:32.000]  看看尼布伽利撒王的改變了之後
[00:08:32.000 --> 00:08:35.600]  他的自我陳述是什麼
[00:08:35.600 --> 00:08:37.400]  我們一起打開 我們一起讀多一次
[00:08:37.400 --> 00:08:38.300]  好嗎
[00:08:38.300 --> 00:08:40.600]  一起讀吧
[00:08:40.600 --> 00:08:46.600]  日子滿足 我尼布伽利撒舉目
[00:08:46.600 --> 00:08:49.900]  我的聰明復歸於我
[00:08:49.900 --> 00:08:52.800]  我便稱眾至高者
[00:08:52.800 --> 00:08:56.900]  讚美尊敬活到永遠的神
[00:08:56.900 --> 00:08:59.600]  他的權柄是永有的
[00:08:59.600 --> 00:09:02.400]  他的國傳到萬代
[00:09:02.400 --> 00:09:06.600]  世上所有的居民都算為虛無
[00:09:06.600 --> 00:09:11.100]  在天上的萬軍和世上的居民中
[00:09:11.100 --> 00:09:14.400]  他都憑自己的旨意行事
[00:09:14.400 --> 00:09:17.300]  無人能攔住他手
[00:09:17.300 --> 00:09:20.700]  或問他說 你做什麼呢
[00:09:20.700 --> 00:09:24.100]  那時我的聰明復歸於我
[00:09:24.100 --> 00:09:30.600]  為我的國榮耀 威嚴和光榮也都復歸於我
[00:09:30.600 --> 00:09:35.200]  並且我的謀士和大臣也來朝見我
[00:09:35.200 --> 00:09:38.400]  我由得建立在國位上
[00:09:38.400 --> 00:09:41.700]  最大的權柄加增於我
[00:09:41.700 --> 00:09:46.600]  現在我尼布伽利撒讚美 尊崇
[00:09:46.600 --> 00:09:49.000]  敬敬天上的王
[00:09:49.000 --> 00:09:53.000]  因為他所做的 全都誠實
[00:09:53.000 --> 00:09:56.300]  他所行的也都公平
[00:09:56.300 --> 00:10:03.000]  那行動驕傲的 他能降為悲
[00:10:03.000 --> 00:10:04.600]  上文說什麼呢
[00:10:04.600 --> 00:10:09.400]  上文我們知道上帝做了一些事情
[00:10:09.400 --> 00:10:14.600]  在尼布伽利撒王的身上
[00:10:14.600 --> 00:10:16.100]  我們總結出來的就是
[00:10:16.100 --> 00:10:21.400]  上帝縱使如果將我們放在他手裏面的時候
[00:10:21.400 --> 00:10:25.800]  使我們遇到損失或者甚至一些不幸
[00:10:25.800 --> 00:10:28.600]  這不是一件壞事
[00:10:28.600 --> 00:10:32.000]  只要在上帝手上的時候
[00:10:32.000 --> 00:10:37.100]  反而上帝賜予人的不幸或者損失
[00:10:37.100 --> 00:10:39.800]  是成為上帝給予一個人的
[00:10:39.800 --> 00:10:44.500]  靈性的祝福的另一個新開始
[00:10:44.500 --> 00:10:47.600]  尼布伽利撒王就有能夠從上帝
[00:10:47.600 --> 00:10:52.400]  從天而降下來的這個機會
[00:10:52.400 --> 00:10:56.800]  縱然他好像乞丐一樣
[00:10:56.800 --> 00:10:59.300]  活像野獸
[00:10:59.300 --> 00:11:03.800]  只是吃草來生活七年的時間
[00:11:03.800 --> 00:11:08.700]  但請大家留意上帝沒有使他完全摧毀
[00:11:08.700 --> 00:11:12.900]  上帝仍然有金爐來滋潤他
[00:11:12.900 --> 00:11:17.900]  使他維持著一個最簡單的生活狀態
[00:11:17.900 --> 00:11:23.000]  但這個狀態卻給他一雙真正的屬靈的眼睛
[00:11:23.000 --> 00:11:31.000]  去看清楚誰才是作主的那位主權的詐騙人
[00:11:31.000 --> 00:11:33.700]  他不單止掌管天上的權兵
[00:11:33.700 --> 00:11:35.900]  他並且掌管地上的權兵
[00:11:35.900 --> 00:11:39.400]  這位就叫做至高者神
[00:11:39.400 --> 00:11:45.100]  而當這個祝福來到尼布伽利撒王的身上之後
[00:11:45.100 --> 00:11:49.500]  就為他產生了一個翻天覆地的改變
[00:11:49.500 --> 00:11:54.500]  將看為損失的事情也都變成祝福
[00:11:54.500 --> 00:11:57.400]  這個就是今天我想和大家一起去看
[00:11:57.400 --> 00:11:59.200]  他改變了之後
[00:11:59.200 --> 00:12:03.000]  他對於這份祝福的看法
[00:12:03.000 --> 00:12:07.300]  這段聖經我們可以分為兩個的大部分
[00:12:07.300 --> 00:12:12.600]  第一個部分是在和合本的第四章34至35節
[00:12:12.600 --> 00:12:17.300]  或者希伯來文聖經第四章31至32節
[00:12:17.300 --> 00:12:23.200]  以及第二個部分就是和合本的四章36至37節
[00:12:23.200 --> 00:12:28.100]  希伯來文聖經就是四章33至34節
[00:12:28.100 --> 00:12:33.100]  將這兩部分將他解開的有一句很重要的說話
[00:12:33.100 --> 00:12:39.000]  就是認知到復歸於我這個動詞
[00:12:39.000 --> 00:12:42.700]  所以大家可以在這段聖經裡面會看見
[00:12:42.700 --> 00:12:48.500]  第34節有一句叫做我的聰明復歸於我
[00:12:48.500 --> 00:12:50.700]  我一會兒再詳細解釋這句說話
[00:12:50.700 --> 00:12:59.300]  以及去到第二個部分第36節的時候同樣用我的聰明復歸於我
[00:12:59.300 --> 00:13:04.100]  將整段聖經的讚頌將他解開了兩部分
[00:13:04.100 --> 00:13:09.300]  我們就用聖經的介紹來理解這段聖經
[00:13:09.300 --> 00:13:10.600]  第一個部分
[00:13:10.600 --> 00:13:12.600]  在這部分我給了他一個副題
[00:13:12.600 --> 00:13:16.500]  叫做有實質意義的信
[00:13:16.500 --> 00:13:23.000]  英文叫做Faith with Essence
[00:13:23.000 --> 00:13:24.900]  我很喜歡用英文這個字
[00:13:24.900 --> 00:13:27.300]  Essence這個字
[00:13:27.300 --> 00:13:30.400]  有質素的 有實體的
[00:13:30.400 --> 00:13:34.100]  不是一件空洞的事情
[00:13:34.100 --> 00:13:37.100]  信不是一件空洞的事情
[00:13:37.100 --> 00:13:40.400]  今天很多基督徒的信其實是很空洞的
[00:13:40.400 --> 00:13:43.700]  他根本不知道自己基於什麼來去相信的
[00:13:43.700 --> 00:13:46.100]  只不過人叫你回 你就回
[00:13:46.100 --> 00:13:48.900]  我女朋友 我男朋友回 我喜歡他
[00:13:48.900 --> 00:13:51.800]  我就覺得上帝帶領我 祝福我
[00:13:51.800 --> 00:13:53.000]  就帶我回去
[00:13:53.000 --> 00:13:57.800]  讓我享受在這個所謂信主的裏面
[00:13:57.800 --> 00:14:05.600]  但是尼布加利薩王的信卻是真的一個有實實在在的意義
[00:14:05.600 --> 00:14:09.300]  有很多人經常批評基督教當中的靈恩派
[00:14:09.300 --> 00:14:14.100]  其中一個主要因素就是他們只有一把嘴說
[00:14:14.100 --> 00:14:16.700]  經常說聖靈啟示我些什麼
[00:14:16.700 --> 00:14:20.200]  聖靈說些什麼給我知
[00:14:20.200 --> 00:14:27.700]  甚至說一些靈恩的謊言
[00:14:27.700 --> 00:14:32.500]  謊言其實原文的字眼只是說到外國語言而已
[00:14:32.500 --> 00:14:39.300]  等同於有時牧師講道的時候說希臘文 希伯來文而已
[00:14:39.300 --> 00:14:40.600]  這些叫做謊言
[00:14:40.600 --> 00:14:43.800]  如果這樣說 我就經常說謊言
[00:14:43.800 --> 00:14:44.900]  不過你不明白的
[00:14:44.900 --> 00:14:46.900]  你不明白就要有人解釋給你聽
[00:14:46.900 --> 00:14:50.100]  那我就做這個解釋的角色給你聽
[00:14:50.100 --> 00:14:51.700]  是不是 聖經有介紹的
[00:14:51.700 --> 00:14:55.600]  所以謊言不是一些虛無縹緲的語言
[00:14:55.600 --> 00:14:58.400]  天國的語言這麼簡單
[00:14:58.400 --> 00:15:01.100]  靈恩派他們的處理就是這樣去看
[00:15:01.100 --> 00:15:02.600]  但是
[00:15:02.600 --> 00:15:08.600]  是不是只是靈恩派才有這種空口講白話的情況呢
[00:15:08.600 --> 00:15:11.900]  又不見得是
[00:15:11.900 --> 00:15:15.500]  其實基督徒今天很多他們的信主的狀態
[00:15:15.500 --> 00:15:18.800]  也都只是空口講而已
[00:15:18.800 --> 00:15:22.400]  距離靈恩派不是很遠而已
[00:15:22.400 --> 00:15:26.400]  好像很多人我留意到回教會
[00:15:26.400 --> 00:15:31.600]  他的信仰的狀態就好像我祖母那種信主的狀態
[00:15:31.600 --> 00:15:33.400]  很類似
[00:15:33.400 --> 00:15:36.600]  我祖母是沒有信主的
[00:15:36.600 --> 00:15:38.500]  以我所知
[00:15:38.500 --> 00:15:41.000]  聽聞她臨死之前說她信了主
[00:15:41.000 --> 00:15:44.000]  我不知道 我不在場
[00:15:44.000 --> 00:15:45.800]  我希望見到她
[00:15:45.800 --> 00:15:47.400]  在天國裡面
[00:15:47.400 --> 00:15:49.800]  我希望見到大家
[00:15:49.800 --> 00:15:52.400]  但是是不是認罪悔改而信主呢
[00:15:52.400 --> 00:15:55.000]  這個要她才知道
[00:15:55.000 --> 00:15:56.700]  神才知道
[00:15:56.700 --> 00:15:59.000]  不過我祖母
[00:15:59.000 --> 00:16:00.400]  以我認識她一生
[00:16:00.400 --> 00:16:03.100]  她都沒有信主的
[00:16:03.100 --> 00:16:06.100]  以我和她生活的時間
[00:16:06.100 --> 00:16:10.800]  她經常準時燒衣拜神拜祖先
[00:16:10.800 --> 00:16:14.800]  大家不知道你家裡有沒有這樣的背景
[00:16:14.800 --> 00:16:17.800]  每次和她拜神
[00:16:17.800 --> 00:16:20.800]  就好像撞了邪似的
[00:16:20.800 --> 00:16:22.800]  怎麼撞邪呢
[00:16:22.800 --> 00:16:25.800]  她每次都這樣裝香燒東西
[00:16:25.800 --> 00:16:27.800]  在嘴裡咬咬沉沉的
[00:16:27.800 --> 00:16:30.800]  做什麼呢
[00:16:30.800 --> 00:16:33.800]  我有時就覺得很奇怪
[00:16:33.800 --> 00:16:38.800]  我有時就站近一點
[00:16:38.800 --> 00:16:41.800]  聽聽她究竟在說什麼
[00:16:41.800 --> 00:16:43.800]  祖母你在做什麼呢
[00:16:43.800 --> 00:16:45.800]  咬咬沉沉的
[00:16:45.800 --> 00:16:47.800]  不是不敬
[00:16:47.800 --> 00:16:48.800]  完全不是不敬
[00:16:48.800 --> 00:16:51.800]  小朋友我們想知道
[00:16:51.800 --> 00:16:53.800]  究竟大人在做什麼
[00:16:53.800 --> 00:16:54.800]  她口說這麼多
[00:16:54.800 --> 00:16:56.800]  她在說什麼呢
[00:16:56.800 --> 00:17:00.800]  我在聽她究竟是不是真心的
[00:17:00.800 --> 00:17:02.800]  那些說話
[00:17:02.800 --> 00:17:05.800]  我就聽她原來這樣說
[00:17:05.800 --> 00:17:08.800]  那個內容就是說
[00:17:08.800 --> 00:17:10.800]  神啊
[00:17:10.800 --> 00:17:12.800]  你在上
[00:17:12.800 --> 00:17:15.800]  如果你點點點
[00:17:15.800 --> 00:17:17.800]  我就會點點點
[00:17:17.800 --> 00:17:22.800]  接著她就點名禱告
[00:17:22.800 --> 00:17:26.800]  她就說我爸爸叫阿富
[00:17:26.800 --> 00:17:29.800]  阿富生意興隆
[00:17:29.800 --> 00:17:34.800]  因為我爸爸擺街邊賣海味
[00:17:34.800 --> 00:17:36.800]  生意興隆
[00:17:36.800 --> 00:17:38.800]  挺好的
[00:17:38.800 --> 00:17:41.800]  接著我聽她說了我的名字
[00:17:41.800 --> 00:17:45.800]  阿權讀書聰明伶俐
[00:17:45.800 --> 00:17:47.800]  聰明就不能說了
[00:17:47.800 --> 00:17:51.800]  伶俐最近都有點口吃
[00:17:51.800 --> 00:17:54.800]  不知道為什麼
[00:17:54.800 --> 00:17:56.800]  接著就逐個說
[00:17:56.800 --> 00:17:58.800]  嫂子怎麼養呢
[00:17:58.800 --> 00:17:59.800]  就連生閉子
[00:17:59.800 --> 00:18:01.800]  我心想我媽都已經兩個兒子了
[00:18:01.800 --> 00:18:04.800]  還生多一個
[00:18:04.800 --> 00:18:06.800]  我生我妹
[00:18:06.800 --> 00:18:08.800]  很多東西
[00:18:08.800 --> 00:18:11.800]  接著誰又怎樣
[00:18:11.800 --> 00:18:13.800]  到最後她才為自己禱告
[00:18:13.800 --> 00:18:16.800]  多不自私
[00:18:16.800 --> 00:18:19.800]  然後她說如果你點點點
[00:18:19.800 --> 00:18:21.800]  能夠完成我的心願
[00:18:21.800 --> 00:18:24.800]  我就湯雞還神
[00:18:24.800 --> 00:18:26.800]  哇
[00:18:26.800 --> 00:18:27.800]  有很多東西
[00:18:27.800 --> 00:18:29.800]  我聽了之後
[00:18:29.800 --> 00:18:31.800]  我就有種感覺
[00:18:31.800 --> 00:18:33.800]  就好像電視有個廣告
[00:18:33.800 --> 00:18:36.800]  不成功不收費
[00:18:36.800 --> 00:18:37.800]  是不是
[00:18:37.800 --> 00:18:39.800]  如果不靈
[00:18:39.800 --> 00:18:41.800]  那就沒什麼了
[00:18:41.800 --> 00:18:44.800]  不用給祭物
[00:18:44.800 --> 00:18:47.800]  靈才給祭物
[00:18:47.800 --> 00:18:49.800]  不過整個土民
[00:18:49.800 --> 00:18:52.800]  好像一篇交易那樣
[00:18:52.800 --> 00:19:01.800]  如果你不履行我的期望
[00:19:01.800 --> 00:19:03.800]  我就不做
[00:19:03.800 --> 00:19:09.800]  這些是不是信呢
[00:19:09.800 --> 00:19:12.800]  其實信是什麼呢
[00:19:12.800 --> 00:19:16.800]  信是由認識這位至高者開始
[00:19:16.800 --> 00:19:21.800]  尤其是對他主權的絕對信服
[00:19:21.800 --> 00:19:24.800]  這個陳述不是我說的
[00:19:24.800 --> 00:19:26.800]  這是在彈爾里書裡面
[00:19:26.800 --> 00:19:30.800]  特別是彈爾里去惠尼布加利撒王
[00:19:30.800 --> 00:19:33.800]  解釋他第二個夢
[00:19:33.800 --> 00:19:36.800]  剛剛我們說這個夢的時候
[00:19:36.800 --> 00:19:38.800]  在第四章
[00:19:38.800 --> 00:19:41.800]  又重複說了同一句說話
[00:19:41.800 --> 00:19:42.800]  是什麼
[00:19:42.800 --> 00:19:48.800]  我們看回第四章的第25節
[00:19:48.800 --> 00:19:51.800]  最後他這麼說
[00:19:51.800 --> 00:19:56.800]  讓你知道至高者在人的國中掌權
[00:19:56.800 --> 00:20:00.800]  要將國賜予誰就賜予誰
[00:20:00.800 --> 00:20:04.800]  也同樣說出是什麼
[00:20:04.800 --> 00:20:09.800]  我是整件事的成就者
[00:20:09.800 --> 00:20:11.800]  所以在第26節說
[00:20:11.800 --> 00:20:16.800]  守望者既吩咐將樹披留
[00:20:16.800 --> 00:20:18.800]  全留樹披
[00:20:18.800 --> 00:20:21.800]  讓你知道豬天掌權
[00:20:21.800 --> 00:20:25.800]  以後你的國才歸於你
[00:20:25.800 --> 00:20:28.800]  這句說話重複又重複說給我們知道
[00:20:28.800 --> 00:20:33.800]  上帝是要他的真正相信的人明白
[00:20:33.800 --> 00:20:38.800]  上帝才是至高掌權的人
[00:20:38.800 --> 00:20:40.800]  那個決定權不是你
[00:20:40.800 --> 00:20:43.800]  而是他
[00:20:43.800 --> 00:20:46.800]  你所提出所有的要求
[00:20:46.800 --> 00:20:51.800]  上帝有權去決定做不做
[00:20:51.800 --> 00:20:54.800]  但在這種陳述記載裡面
[00:20:54.800 --> 00:20:57.800]  就開始給我們看見
[00:20:57.800 --> 00:21:01.800]  如果一個人沒有這種心態
[00:21:01.800 --> 00:21:04.800]  去到在上帝的面前
[00:21:04.800 --> 00:21:07.800]  就算你有多漂亮的說話講都好
[00:21:07.800 --> 00:21:09.800]  天天讚頌神都好
[00:21:09.800 --> 00:21:15.800]  唱齊唱
[00:21:15.800 --> 00:21:18.800]  就算唱齊
[00:21:18.800 --> 00:21:23.800]  並且口裡不斷講上帝你是最高者
[00:21:23.800 --> 00:21:26.800]  你是至高神等等這些說話
[00:21:26.800 --> 00:21:28.800]  其實你都不是真的相信
[00:21:28.800 --> 00:21:32.800]  而尼布加利撒王先前就是這樣的信仰
[00:21:32.800 --> 00:21:35.800]  尤其是當尼布加利撒王
[00:21:35.800 --> 00:21:38.800]  第一次的夢被解釋的時候
[00:21:38.800 --> 00:21:40.800]  他馬上就講到
[00:21:40.800 --> 00:21:43.800]  在第二章第三十六節這樣講
[00:21:43.800 --> 00:21:46.800]  我在王面前怎樣講解完之後
[00:21:46.800 --> 00:21:49.800]  王他就講
[00:21:49.800 --> 00:21:53.800]  諸天的王天上的神
[00:21:53.800 --> 00:21:57.800]  已經有這個國度權並臨去刺激你
[00:21:57.800 --> 00:22:01.800]  這個但以你要給尼布加利撒王
[00:22:01.800 --> 00:22:04.800]  清楚認識到的真實面
[00:22:04.800 --> 00:22:08.800]  但尼布加利撒王是否真的這樣處理呢
[00:22:08.800 --> 00:22:10.800]  尼布加利撒王卻不是這樣
[00:22:10.800 --> 00:22:12.800]  就算他把口講到
[00:22:12.800 --> 00:22:16.800]  但以你所相信的神是多麼宏偉
[00:22:16.800 --> 00:22:19.800]  多麼漂亮都好
[00:22:19.800 --> 00:22:20.800]  他都不是真的相信
[00:22:20.800 --> 00:22:23.800]  只不過是既然你的神靈
[00:22:23.800 --> 00:22:25.800]  我現在就先相信
[00:22:25.800 --> 00:22:29.800]  讚一下他無妨
[00:22:29.800 --> 00:22:32.800]  我所講的這種叫利用神
[00:22:32.800 --> 00:22:34.800]  今天很多信徒的信主
[00:22:34.800 --> 00:22:37.800]  其實在利用上帝
[00:22:37.800 --> 00:22:39.800]  而今天我們看這段聖經
[00:22:39.800 --> 00:22:42.800]  當尼布加利撒王知道了夢
[00:22:42.800 --> 00:22:46.800]  並且真正經歷了七年七期
