
[00:00:00.000 --> 00:00:02.300]  弟兄姊妹 姊妹平安
[00:03:43.480 --> 00:03:47.320]  請告訴我們 什麼時候有這些事呢
[00:03:47.320 --> 00:03:52.100]  你來臨和世界的終結有什麼預兆呢
[00:03:52.100 --> 00:03:54.100]  假如我們在當時
[00:03:54.100 --> 00:03:56.100]  相信我們也會問這個問題
[00:03:56.100 --> 00:03:58.100]  你什麼時候再來
[00:03:58.100 --> 00:04:00.100]  又會有什麼預兆
[00:04:00.100 --> 00:04:03.060]  所以呢 這個是一個很清楚的
[00:04:03.060 --> 00:04:06.660]  耶穌也是單單告訴門徒
[00:04:06.660 --> 00:04:08.660]  所以這一批人
[00:04:08.660 --> 00:04:11.960]  12個門徒跟其他一些的門徒
[00:04:11.960 --> 00:04:16.280]  就了解到將來我們有什麼準備
[00:04:16.280 --> 00:04:18.280]  這個的比喻裡面
[00:04:18.280 --> 00:04:21.720]  他用了一個24章38節
[00:04:21.720 --> 00:04:23.720]  就講到當時的人
[00:04:23.720 --> 00:04:26.460]  耶穌來之前
[00:04:26.460 --> 00:04:28.460]  完全一點準備都沒有
[00:04:28.460 --> 00:04:31.140]  照常吃喝假取
[00:04:31.140 --> 00:04:34.780]  而且呢 主就用了一個婚禮來比喻
[00:04:34.780 --> 00:04:36.780]  這個十個童女的比喻
[00:04:36.780 --> 00:04:40.240]  聖經常常都會比喻
[00:04:40.240 --> 00:04:43.060]  耶穌是新郎 教會是新婦
[00:04:43.060 --> 00:04:45.880]  新郎跟新娘一直在講
[00:04:45.880 --> 00:04:50.960]  所以這個比喻也是告訴所有的基督徒
[00:04:50.960 --> 00:04:54.240]  所有的教會 你們要準備好
[00:04:54.240 --> 00:04:56.680]  因為我們就是新娘
[00:04:56.680 --> 00:04:58.680]  耶穌將來要娶我們
[00:04:58.680 --> 00:05:01.940]  誰為這個默示定時期呢
[00:05:01.940 --> 00:05:04.600]  耶穌講得很簡單 沒有人知道
[00:05:04.600 --> 00:05:07.640]  只有婦知道 連子都不知道
[00:05:07.640 --> 00:05:11.120]  但是我們唯一的就是要準備好
[00:05:11.120 --> 00:05:13.840]  我們肯定的主會再來
[00:05:13.840 --> 00:05:17.720]  但是沒有辦法知道時間就有好處
[00:05:17.720 --> 00:05:19.720]  第一 我們不會太害怕
[00:05:19.720 --> 00:05:24.400]  第二 也是給基督徒一個非常很好的警告
[00:05:24.400 --> 00:05:27.560]  你不要以為你現在就是永恆
[00:05:27.560 --> 00:05:30.040]  將來主再來才是
[00:05:30.040 --> 00:05:32.040]  我們不要像世人一樣
[00:05:32.040 --> 00:05:34.040]  照樣吃喝假取
[00:05:34.040 --> 00:05:36.360]  以為我天天都沒事的
[00:05:36.360 --> 00:05:39.680]  這個就是一個非常嚴重的警告
[00:05:39.680 --> 00:05:42.680]  那我們看看比喻的內容是什麼
[00:05:42.680 --> 00:05:45.280]  一共有十個同履 很清楚
[00:05:45.280 --> 00:05:47.280]  每一邊五個
[00:05:47.280 --> 00:05:50.280]  一邊有預備更多的油
[00:05:50.280 --> 00:05:52.280]  一邊是沒有預備油
[00:05:52.280 --> 00:05:55.080]  就是光光他自己燈有多少油
[00:05:55.080 --> 00:05:57.080]  就這樣而已
[00:05:57.080 --> 00:06:02.480]  十個同履在表面上一點分別都沒有
[00:06:02.480 --> 00:06:05.080]  我在蒲松參加過很多婚禮
[00:06:05.080 --> 00:06:07.480]  你都曉得那些伴娘很多
[00:06:07.480 --> 00:06:09.480]  所有姊妹穿一樣的服裝
[00:06:09.480 --> 00:06:11.480]  很漂亮 分別不大
[00:06:11.480 --> 00:06:13.480]  他們也帶燈 也有油
[00:06:13.480 --> 00:06:15.480]  問題在哪裡呢
[00:06:15.480 --> 00:06:18.080]  就是在時間一過
[00:06:18.080 --> 00:06:20.680]  本來應該足夠的油
[00:06:20.680 --> 00:06:23.080]  但是新郎延遲了
[00:06:23.080 --> 00:06:25.880]  沒有說原因 我們也不用猜測
[00:06:25.880 --> 00:06:28.280]  反正就是來晚了
[00:06:28.280 --> 00:06:31.280]  結果呢
[00:06:31.280 --> 00:06:36.280]  被主定義的多帶油的就是聰明的
[00:06:36.280 --> 00:06:41.880]  沒有帶多一點預備的油的就是愚拙的
[00:06:41.880 --> 00:06:45.080]  然後呢 結果是什麼呢
[00:06:45.080 --> 00:06:47.280]  有帶油的 足夠的
[00:06:47.280 --> 00:06:50.080]  新郎來的時候就可以進門
[00:06:50.080 --> 00:06:52.080]  婚宴 參加婚宴
[00:06:52.080 --> 00:06:54.880]  但是呢 那個沒有油去買啊
[00:06:54.880 --> 00:06:56.880]  買回來時間已經過了
[00:06:56.880 --> 00:06:59.480]  過了以後怎麼 門已經關上
[00:06:59.480 --> 00:07:03.080]  就丟在門外
[00:07:03.080 --> 00:07:05.280]  我們要知道
[00:07:05.280 --> 00:07:07.880]  禮遇的內容非常簡單
[00:07:07.880 --> 00:07:10.680]  我們要警醒 預備
[00:07:10.680 --> 00:07:13.480]  隨時等候新郎
[00:07:13.480 --> 00:07:15.280]  那個愚拙的童女呢
[00:07:15.280 --> 00:07:17.480]  就是粗心大意
[00:07:17.480 --> 00:07:18.280]  無所謂
[00:07:18.280 --> 00:07:20.080]  啊 我人帶 我有帶一點點
[00:07:20.080 --> 00:07:21.280]  就帶著就走了
[00:07:21.280 --> 00:07:25.280]  沒發現原來世界有很多事情會發生
[00:07:25.280 --> 00:07:29.080]  在態度上完全沒有準備好
[00:07:29.080 --> 00:07:31.480]  這個到了最後就警告我們
[00:07:31.480 --> 00:07:34.680]  今天我們需要有真實的信仰
[00:07:34.680 --> 00:07:35.880]  我們來教會
[00:07:35.880 --> 00:07:38.680]  不是好像去超市市場買菜一樣
[00:07:38.680 --> 00:07:39.480]  消費
[00:07:39.480 --> 00:07:40.680]  啊 我來買這個
[00:07:40.680 --> 00:07:42.680]  啊 這個好吃 這個不好吃
[00:07:42.680 --> 00:07:44.880]  我參加那個禱告會
[00:07:44.880 --> 00:07:46.880]  我參加這個什麼CCF
[00:07:46.880 --> 00:07:48.480]  這我來消費的
[00:07:48.480 --> 00:07:51.080]  不好玩的時候我就走了
[00:07:51.080 --> 00:07:55.280]  這個對我們就非常警告
[00:07:55.280 --> 00:07:58.080]  十個童女表面上沒有分別
[00:07:58.080 --> 00:07:59.880]  有燈 有油
[00:07:59.880 --> 00:08:01.280]  你看不出來
[00:08:01.280 --> 00:08:04.880]  但是時間一久了以後
[00:08:04.880 --> 00:08:07.280]  就可以很簡單地告訴你們
[00:08:07.280 --> 00:08:09.680]  那些沒有足夠的油的童女
[00:08:09.680 --> 00:08:12.280]  就被關在門外
[00:08:12.280 --> 00:08:14.280]  我常常問自己
[00:08:14.280 --> 00:08:17.080]  我有足夠的油嗎
[00:08:17.080 --> 00:08:20.280]  我相信每一個信主的人
[00:08:20.280 --> 00:08:23.480]  從前都有油
[00:08:23.480 --> 00:08:25.680]  甚至乎我們進神學院的時候
[00:08:25.680 --> 00:08:29.480]  每一個人都會預備足夠的油
[00:08:29.480 --> 00:08:32.880]  但是這個是過去的
[00:08:32.880 --> 00:08:34.080]  從前有油
[00:08:34.080 --> 00:08:35.480]  從前準備好
[00:08:35.480 --> 00:08:38.480]  但是時間一久了
[00:08:38.480 --> 00:08:41.480]  我們就叫俗齡的老油條
[00:08:41.480 --> 00:08:43.680]  慢慢我就堅持不足了
[00:08:43.680 --> 00:08:45.280]  剛開始的我很愛足
[00:08:45.280 --> 00:08:48.480]  剛畢業的時候我很謹慎
[00:08:48.480 --> 00:08:50.280]  我到處傳福音
[00:08:50.280 --> 00:08:53.480]  慢慢慢慢我看見教會好多問題
[00:08:53.480 --> 00:08:55.280]  我們傳達人一樣
[00:08:55.280 --> 00:08:57.280]  剛開始教會很新鮮
[00:08:57.280 --> 00:08:58.880]  什麼都很興奮
[00:08:58.880 --> 00:09:00.880]  現在很麻木
[00:09:00.880 --> 00:09:02.480]  我已經退休了
[00:09:02.480 --> 00:09:06.080]  我們什麼都沒見過
[00:09:06.080 --> 00:09:09.080]  慢慢慢慢我的油就沒了
[00:09:09.080 --> 00:09:10.880]  用完了
[00:09:10.880 --> 00:09:14.680]  而且油是不夠兩個人用的
[00:09:14.680 --> 00:09:16.880]  那些愚拙的就問聰明的
[00:09:16.880 --> 00:09:18.680]  你可以借給我嗎
[00:09:18.680 --> 00:09:20.080]  不可以
[00:09:20.080 --> 00:09:21.680]  是的
[00:09:21.680 --> 00:09:23.080]  油不能借
[00:09:23.080 --> 00:09:25.680]  你不能看到一個人很俗齡
[00:09:25.680 --> 00:09:27.880]  這個人非常好
[00:09:27.880 --> 00:09:29.880]  我能不能靠近他一點
[00:09:29.880 --> 00:09:31.880]  我會變得俗齡一點點
[00:09:31.880 --> 00:09:33.280]  不可以
[00:09:33.280 --> 00:09:34.480]  油不能借
[00:09:34.480 --> 00:09:37.880]  你必須要自己預備足夠的油
[00:09:37.880 --> 00:09:39.080]  我們常說
[00:09:39.080 --> 00:09:40.680]  上帝只有兒子
[00:09:40.680 --> 00:09:42.280]  沒有孫子
[00:09:42.280 --> 00:09:44.880]  你是獨立的信仰
[00:09:44.880 --> 00:09:45.880]  岳豐你的兒子
[00:09:45.880 --> 00:09:47.880]  你好好帶他進主
[00:09:47.880 --> 00:09:49.280]  上帝有你這個兒子
[00:09:49.280 --> 00:09:52.480]  沒有他這個孫子
[00:09:52.480 --> 00:09:54.480]  雖然他們去買油
[00:09:54.480 --> 00:09:56.480]  趕緊去買
[00:09:56.480 --> 00:09:59.680]  回來時間趕不及了
[00:09:59.680 --> 00:10:02.280]  我們信仰淡淡然的
[00:10:02.280 --> 00:10:04.880]  我們夠不夠可以拿別人的經驗
[00:10:04.880 --> 00:10:07.080]  別人的經歷
[00:10:07.080 --> 00:10:08.480]  俗齡的偉人的
[00:10:08.480 --> 00:10:12.280]  俗齡程度來跟我借來用
[00:10:12.280 --> 00:10:13.480]  沒有用
[00:10:13.480 --> 00:10:17.080]  你自己去建立
[00:10:17.080 --> 00:10:18.680]  那誰是聰明的
[00:10:18.680 --> 00:10:20.480]  誰是愚拙的
[00:10:20.480 --> 00:10:22.880]  在七章二十四節的時候
[00:10:22.880 --> 00:10:26.080]  耶穌也用了一個比喻去講了
[00:10:26.080 --> 00:10:27.880]  七章二十四到二十七節
[00:10:27.880 --> 00:10:31.480]  他說 凡聽了我這說話又去做的
[00:10:31.480 --> 00:10:33.280]  好比一個聰明人
[00:10:33.280 --> 00:10:35.880]  把房子蓋在磐石上
[00:10:35.880 --> 00:10:37.280]  風吹雨打
[00:10:37.280 --> 00:10:39.880]  水沖撞進了房子
[00:10:39.880 --> 00:10:42.080]  房子腫不倒塌
[00:10:42.080 --> 00:10:45.080]  因為根基立在磐石上
[00:10:45.080 --> 00:10:48.480]  凡聽了這說話而不去做的
[00:10:48.480 --> 00:10:50.480]  就好比一個愚昧的人
[00:10:50.480 --> 00:10:52.680]  把房子蓋在沙土上
[00:10:52.680 --> 00:10:54.080]  風吹雨打
[00:10:54.080 --> 00:10:56.680]  水沖撞進了房子
[00:10:56.680 --> 00:10:58.680]  房子就倒塌了
[00:10:58.680 --> 00:11:01.080]  我曾經帶過兒童主義學
[00:11:01.080 --> 00:11:03.280]  這首歌他們常常唱的
[00:11:03.280 --> 00:11:06.680]  窮民因房子蓋在磐石上
[00:11:06.680 --> 00:11:08.880]  打魚將蝦就沒事了
[00:11:08.880 --> 00:11:13.080]  但是愚拙人的房子蓋在沙土上的話
[00:11:13.080 --> 00:11:14.680]  就禁不住考驗
[00:11:14.680 --> 00:11:17.280]  所以聰明跟愚拙的分別
[00:11:17.280 --> 00:11:18.680]  就在聖經的話
[00:11:18.680 --> 00:11:20.880]  神的話怎麼教我們
[00:11:20.880 --> 00:11:23.280]  那我們就怎麼去做
[00:11:23.280 --> 00:11:24.880]  這個是很簡單的道理
[00:11:24.880 --> 00:11:28.280]  連小孩子都知道
[00:11:28.280 --> 00:11:29.480]  沒有有
[00:11:29.480 --> 00:11:31.480]  有什麼下場呢
[00:11:31.480 --> 00:11:33.280]  詩子約翰說過
[00:11:33.280 --> 00:11:35.280]  你們要結出果子來
[00:11:35.280 --> 00:11:38.080]  和悔改的心相稱
[00:11:38.080 --> 00:11:41.680]  凡不接好果子就給砍下來
[00:11:41.680 --> 00:11:44.680]  主耶穌說好樹不能接壞果子
[00:11:44.680 --> 00:11:47.080]  壞樹也不能接好果子
[00:11:47.080 --> 00:11:49.280]  凡不接好果子的樹就給砍下來
[00:11:49.280 --> 00:11:50.680]  丟在火裡
[00:11:50.680 --> 00:11:55.280]  這個比喻跟這個十個童女的情況都一樣
[00:11:55.280 --> 00:11:56.880]  我們信了耶穌
[00:11:56.880 --> 00:11:59.880]  假如我們不結果子
[00:11:59.880 --> 00:12:02.080]  沒有悔改的心
[00:12:02.080 --> 00:12:03.880]  跟我們的行為
[00:12:03.880 --> 00:12:07.480]  跟我們沒有聰明的在磐石上建房子
[00:12:07.480 --> 00:12:08.880]  都是同一個道理
[00:12:08.880 --> 00:12:10.080]  同一個下場
[00:12:10.080 --> 00:12:11.280]  結果呢
[00:12:11.280 --> 00:12:12.680]  丟在火裡
[00:12:12.680 --> 00:12:14.680]  好像那五個愚拙的童女
[00:12:14.680 --> 00:12:18.280]  趕在那個黑暗的地方哀哭奢侈
[00:12:18.280 --> 00:12:20.480]  我們廣東話很傳神
[00:12:20.480 --> 00:12:23.480]  「擋心擋肺」
[00:12:23.480 --> 00:12:25.880]  我要進去 我要進去
[00:12:25.880 --> 00:12:28.480]  沒辦法 進不去了
[00:12:28.480 --> 00:12:31.680]  那誰是有足夠有的童女呢
[00:12:31.680 --> 00:12:33.880]  也是很簡單
[00:12:33.880 --> 00:12:36.480]  人點燈不放在斗底下
[00:12:36.480 --> 00:12:38.280]  而放在燈台上
[00:12:38.280 --> 00:12:40.480]  照亮一家人
[00:12:40.480 --> 00:12:43.880]  你們的光也要這樣照在人前
[00:12:43.880 --> 00:12:46.680]  叫他們看見你們的好行為
[00:12:46.680 --> 00:12:50.680]  把榮耀歸給你們在天上的父
[00:12:50.680 --> 00:12:52.480]  我不知道人家看見你
[00:12:52.480 --> 00:12:53.880]  會不會羨慕
[00:12:53.880 --> 00:12:56.680]  哎呀 這個真是一個好的基督徒
[00:12:56.680 --> 00:13:01.480]  我的燈有沒有放在那個燈台上
[00:13:01.480 --> 00:13:02.880]  很漂亮
[00:13:02.880 --> 00:13:05.880]  我聽過一些老闆請人的時候
[00:13:05.880 --> 00:13:08.080]  我一定不請基督徒
[00:13:08.080 --> 00:13:10.880]  非常麻煩
[00:13:10.880 --> 00:13:14.880]  上班的時候又拿聖經出來去靈修
[00:13:14.880 --> 00:13:18.880]  有很多事情都不會做得比別人好
[00:13:18.880 --> 00:13:22.080]  這個就是我們沒有好的行為
[00:13:22.080 --> 00:13:23.680]  假如那個老闆說
[00:13:23.680 --> 00:13:25.880]  我非常樂意請基督徒
[00:13:25.880 --> 00:13:29.680]  因為他們真的為公司打拼
[00:13:29.680 --> 00:13:31.280]  所以這個就能分別
[00:13:31.280 --> 00:13:33.680]  你到底有沒有足夠的有
[00:13:33.680 --> 00:13:40.680]  在日常生活當中把榮耀歸給天父
[00:13:40.680 --> 00:13:45.480]  我講一個故事
[00:13:45.480 --> 00:13:47.480]  在二次世界大戰的時候
[00:13:47.480 --> 00:13:51.480]  有一個航空母艦迴航了
[00:13:51.480 --> 00:13:53.880]  那個是一個很黑的晚上
[00:13:53.880 --> 00:13:55.480]  在一個海上
[00:13:55.480 --> 00:13:57.080]  航空母艦開著大燈
[00:13:57.080 --> 00:13:58.080]  當然船一定有
[00:13:58.080 --> 00:14:00.080]  而且在黑夜的海上
[00:14:00.080 --> 00:14:03.880]  它老遠好遠看到一個很微弱的小燈
[00:14:03.880 --> 00:14:07.280]  在它的正前方
[00:14:07.280 --> 00:14:10.880]  那個艦長就馬上就很緊張
[00:14:10.880 --> 00:14:15.280]  就發通傳過去
[00:14:15.280 --> 00:14:17.280]  前面那個是什麼
[00:14:17.280 --> 00:14:19.880]  現在你在我正前方
[00:14:19.880 --> 00:14:21.280]  你還不走
[00:14:21.280 --> 00:14:23.280]  你撞上我
[00:14:23.280 --> 00:14:25.880]  你會沒命的
[00:14:25.880 --> 00:14:27.480]  前面回話
[00:14:27.480 --> 00:14:29.080]  前面那個大燈
[00:14:29.080 --> 00:14:30.680]  你馬上掉頭
[00:14:30.680 --> 00:14:31.680]  你撞上我
[00:14:31.680 --> 00:14:33.880]  你會沒命的
[00:14:33.880 --> 00:14:38.280]  那個艦長很生氣
[00:14:38.280 --> 00:14:39.680]  我是張軍
[00:14:39.680 --> 00:14:41.480]  你是哪一個關節
[00:14:41.480 --> 00:14:43.280]  他說我是下次
[00:14:43.280 --> 00:14:46.280]  那我命令你要走
[00:14:46.280 --> 00:14:47.280]  他說對不起
[00:14:47.280 --> 00:14:50.480]  我走不動
[00:14:50.480 --> 00:14:51.480]  你這個小艇
[00:14:51.480 --> 00:14:54.880]  真的我就不理你了
[00:14:54.880 --> 00:14:57.880]  我是這裡是航空母艦
[00:14:57.880 --> 00:15:00.680]  你是什麼
[00:15:00.680 --> 00:15:04.080]  我是燈塔
[00:15:04.080 --> 00:15:06.480]  誰要走啊
[00:15:06.480 --> 00:15:09.480]  當然是那個航空母艦囉
[00:15:09.480 --> 00:15:12.680]  這裡給我們一個很清楚的事實
[00:15:12.680 --> 00:15:16.280]  到底我的燈的根基在哪裡
[00:15:16.280 --> 00:15:19.280]  雖然是一個很微弱的小燈
[00:15:19.280 --> 00:15:24.080]  但是我建築在耶穌基督的根基的時候
[00:15:24.080 --> 00:15:25.880]  要走的不是燈塔
[00:15:25.880 --> 00:15:27.880]  燈塔也走不動了
[00:15:27.880 --> 00:15:28.880]  航空母艦
[00:15:28.880 --> 00:15:30.080]  我好強大
[00:15:30.080 --> 00:15:31.080]  我好大
[00:15:31.080 --> 00:15:32.880]  我什麼武器都有
[00:15:32.880 --> 00:15:34.880]  這是告訴我們
[00:15:34.880 --> 00:15:38.280]  我們不要以為我自己的能力很高
[00:15:38.280 --> 00:15:39.280]  我很淑麗
[00:15:39.280 --> 00:15:40.280]  我很聰明
[00:15:40.280 --> 00:15:43.080]  我什麼都準備好
[00:15:43.080 --> 00:15:46.280]  但是假如你的根基不在走的話裡面
[00:15:46.280 --> 00:15:48.680]  不是耶穌基督的時候
[00:15:48.680 --> 00:15:52.880]  你還是沒命的
[00:15:52.880 --> 00:15:56.480]  美國是全球最先進的國家
[00:15:56.480 --> 00:15:57.280]  很抱歉
[00:15:57.280 --> 00:16:00.880]  也是全球疫情最嚴重的國家
[00:16:00.880 --> 00:16:04.880]  美國是科技跟醫學最發達的國家
[00:16:04.880 --> 00:16:09.080]  也是死人最多的地方
[00:16:09.080 --> 00:16:10.880]  我們要想一想
[00:16:10.880 --> 00:16:16.280]  我們現在要高舉的是能力強大還是什麼
[00:16:16.280 --> 00:16:20.680]  還是建築在我們主耶穌基督的根基裡面
[00:16:20.680 --> 00:16:23.480]  你有沒有足夠的柔
[00:16:23.480 --> 00:16:25.080]  讓在一個燈塔
[00:16:25.080 --> 00:16:27.280]  哪怕是老遠一個地方
[00:16:27.280 --> 00:16:28.880]  小小的一點光
[00:16:28.880 --> 00:16:32.280]  你還是永久會屹立在那個地方
[00:16:32.280 --> 00:16:35.280]  不會變的
[00:16:35.280 --> 00:16:40.680]  這個比喻不但是要我們常常做準備
[00:16:40.680 --> 00:16:44.480]  它有一句聖經中最恐怖的一句話出現
[00:16:44.480 --> 00:16:47.280]  我先講七章二十一到二十三節
[00:16:47.280 --> 00:16:48.880]  耶穌講
[00:16:48.880 --> 00:16:53.080]  不是每一個稱呼我主啊主啊的人都能進天國
[00:16:53.080 --> 00:16:57.880]  唯有遵行我天父旨意的人才能進去
[00:16:57.880 --> 00:17:00.680]  在那日必有許多人對我說
[00:17:00.680 --> 00:17:03.480]  到末後的時候見主回來了
[00:17:03.480 --> 00:17:04.680]  主啊主啊
[00:17:04.680 --> 00:17:06.880]  我不是奉你的名傳道
[00:17:06.880 --> 00:17:08.680]  奉你的名趕鬼
[00:17:08.680 --> 00:17:11.880]  奉你的名行許多藝能嗎
[00:17:11.880 --> 00:17:13.880]  我要向他們宣告
[00:17:13.880 --> 00:17:15.080]  主耶穌就是說
[00:17:15.080 --> 00:17:17.880]  我從來不認識你們
[00:17:17.880 --> 00:17:21.880]  你們這些作惡的人給我走開
[00:17:21.880 --> 00:17:23.880]  這個就出現第二次
[00:17:23.880 --> 00:17:27.880]  就在剛才十個童女的比喻最後的一段
[00:17:27.880 --> 00:17:30.080]  馬太二十五章十二節
[00:17:30.080 --> 00:17:31.880]  童女就說主啊
[00:17:31.880 --> 00:17:33.880]  給我們開門嗎
[00:17:33.880 --> 00:17:35.080]  主回答
[00:17:35.080 --> 00:17:36.880]  我不認識你們
[00:17:36.880 --> 00:17:41.480]  這是一個非常嚴重的警告
[00:17:41.480 --> 00:17:44.880]  在馬太福音一共出現兩次
[00:17:44.880 --> 00:17:48.280]  這句話一直被聖經學者認為是
[00:17:48.280 --> 00:17:51.480]  聖經中最恐怖的一句話
[00:17:51.480 --> 00:17:54.080]  當你去面對主的時候
[00:17:54.080 --> 00:17:57.880]  祂竟然說我不認識你
[00:17:57.880 --> 00:18:00.080]  非常嚴厲
[00:18:00.080 --> 00:18:01.880]  我有兩個圖畫給你看
[00:18:01.880 --> 00:18:04.080]  一個A
[00:18:04.080 --> 00:18:06.680]  是末後的情況
[00:18:06.680 --> 00:18:07.880]  大廈倒塌了
[00:18:07.880 --> 00:18:09.280]  到處火災了
[00:18:09.280 --> 00:18:11.080]  一個是B
[00:18:11.080 --> 00:18:14.080]  在教會裡面很多人在禱告
[00:18:14.080 --> 00:18:17.280]  你覺得A跟B兩個圖
[00:18:17.280 --> 00:18:20.080]  哪一個更恐怖
[00:18:20.080 --> 00:18:22.080]  我想一般都是說
[00:18:22.080 --> 00:18:24.080]  當然是A很恐怖
[00:18:24.080 --> 00:18:26.680]  末後的時候世界末日
[00:18:26.680 --> 00:18:28.880]  大廈倒塌
[00:18:28.880 --> 00:18:31.480]  什麼火災
[00:18:31.480 --> 00:18:32.680]  但是我告訴你
[00:18:32.680 --> 00:18:34.280]  你等一下看看
[00:18:34.280 --> 00:18:36.280]  假如是
[00:18:36.280 --> 00:18:39.080]  當你在教會
[00:18:39.080 --> 00:18:40.480]  一起禱告的時候
[00:18:40.480 --> 00:18:44.080]  很多人舉手禱告
