
[00:00:00.000 --> 00:00:04.180]  我經常說中國人的描述狀況很準
[00:03:23.260 --> 00:03:25.540]  不代表結婚之後回來
[00:03:25.540 --> 00:03:27.940]  這是令人更害怕的一件事
[00:03:27.940 --> 00:03:29.420]  同時也有很多人說
[00:03:29.420 --> 00:03:30.060]  不要緊的
[00:03:30.060 --> 00:03:31.420]  他山之石可以攻我
[00:03:31.420 --> 00:03:32.620]  或者還有些東西
[00:03:32.620 --> 00:03:35.020]  可以幫我們看看爲什麼
[00:03:35.020 --> 00:03:36.740]  爲什麼那些人走了
[00:03:36.740 --> 00:03:37.500]  又或者
[00:03:37.500 --> 00:03:38.620]  剛剛那段聖經在說
[00:03:38.620 --> 00:03:41.220]  我們在說被世界的神矇蔽的時候
[00:03:41.220 --> 00:03:43.420]  其實那些人爲什麼會不信呢
[00:03:43.420 --> 00:03:44.580]  早兩年
[00:03:44.580 --> 00:03:47.140]  美國有本書叫You Lost Me
[00:03:47.140 --> 00:03:48.820]  你失去了我
[00:03:48.820 --> 00:03:51.380]  在研究美國教會的前景
[00:03:51.380 --> 00:03:54.860]  應該是2003年左右的這本書
[00:03:54.860 --> 00:03:59.180]  在問爲什麼那些人離開教會
[00:03:59.180 --> 00:04:00.220]  在研究裏面
[00:04:00.220 --> 00:04:04.140]  後來總結了六個主要比較明顯的原因
[00:04:04.140 --> 00:04:05.420]  我會逐樣讀的
[00:04:05.420 --> 00:04:06.020]  讀的時間
[00:04:06.020 --> 00:04:06.860]  老實說
[00:04:06.860 --> 00:04:08.660]  我們想想自己的教會是不是
[00:04:08.660 --> 00:04:10.140]  我也會想自己是不是
[00:04:10.140 --> 00:04:11.060]  可能我也是
[00:04:11.060 --> 00:04:11.740]  都是活該的
[00:04:11.740 --> 00:04:13.140]  你明白嗎
[00:04:13.140 --> 00:04:14.500]  第一個原因就是
[00:04:14.500 --> 00:04:16.980]  教會太封閉
[00:04:16.980 --> 00:04:18.820]  教會太封閉
[00:04:18.820 --> 00:04:22.060]  外面世界的所有事都不關我事
[00:04:22.060 --> 00:04:23.260]  我知道有那些事
[00:04:23.260 --> 00:04:24.740]  不過都是不關我事
[00:04:24.740 --> 00:04:25.540]  OK 行不行
[00:04:25.540 --> 00:04:26.540]  外面有的事
[00:04:26.540 --> 00:04:27.260]  是不管的
[00:04:27.260 --> 00:04:28.820]  我們搞定自己
[00:04:28.820 --> 00:04:29.500]  OK
[00:04:29.500 --> 00:04:30.980]  那麼
[00:04:30.980 --> 00:04:33.420]  西環堂是不是這樣呢
[00:04:33.420 --> 00:04:35.100]  就算說我們西環堂不是
[00:04:35.100 --> 00:04:36.180]  我也會想想
[00:04:36.180 --> 00:04:39.100]  香港整體教會又會不會是這樣呢
[00:04:39.100 --> 00:04:39.980]  又不是的話
[00:04:39.980 --> 00:04:42.740]  可能又想想第二個問題
[00:04:42.740 --> 00:04:46.780]  教會是太無聊了
[00:04:46.780 --> 00:04:48.180]  無聊可以有很多意義的
[00:04:48.180 --> 00:04:49.340]  大家的笑聲
[00:04:49.340 --> 00:04:50.020]  我不知道是
[00:04:50.020 --> 00:04:50.860]  真的很無聊
[00:04:50.860 --> 00:04:52.740]  所以每個星期都要這麼聽
[00:04:52.740 --> 00:04:53.900]  事實上有些人會覺得
[00:04:53.900 --> 00:04:55.300]  每個星期這麼來真的很無聊
[00:04:55.300 --> 00:04:56.060]  你明白嗎
[00:04:56.060 --> 00:04:57.100]  星期天
[00:04:57.100 --> 00:04:58.140]  香港人
[00:04:58.140 --> 00:04:59.740]  這個時間喝茶
[00:04:59.740 --> 00:05:00.740]  外界通常說
[00:05:00.740 --> 00:05:01.460]  喝完茶來
[00:05:01.460 --> 00:05:02.580]  或者他來完之後喝茶
[00:05:02.580 --> 00:05:03.980]  我們的回應是這一類的
[00:05:03.980 --> 00:05:06.980]  那我可以不在來之前之後去喝茶
[00:05:06.980 --> 00:05:09.060]  可以直接不來的
[00:05:09.060 --> 00:05:10.420]  很無聊啊
[00:05:10.420 --> 00:05:12.140]  每個星期又團聚又相交
[00:05:12.140 --> 00:05:13.220]  搞什麼
[00:05:13.220 --> 00:05:14.260]  做的事
[00:05:14.260 --> 00:05:15.900]  都不知道是什麼
[00:05:15.900 --> 00:05:18.660]  都會是的
[00:05:18.660 --> 00:05:19.860]  希望我們教會
[00:05:19.860 --> 00:05:21.980]  不至於被人覺得太無聊
[00:05:21.980 --> 00:05:23.380]  太會太無聊
[00:05:23.380 --> 00:05:24.180]  亦都是這樣
[00:05:24.180 --> 00:05:24.900]  帶來第三個
[00:05:24.900 --> 00:05:25.940]  有些衍生下去
[00:05:25.940 --> 00:05:27.260]  但是都很重要的
[00:05:27.260 --> 00:05:28.460]  很關聯的
[00:05:28.460 --> 00:05:29.140]  教會呢
[00:05:29.140 --> 00:05:31.460]  太反智
[00:05:31.460 --> 00:05:33.100]  反智
[00:05:33.100 --> 00:05:33.780]  這樣都信
[00:05:33.780 --> 00:05:35.900]  有沒有搞錯啊
[00:05:35.900 --> 00:05:37.300]  剛纔我們青年人都說的
[00:05:37.300 --> 00:05:38.060]  是啊
[00:05:38.060 --> 00:05:40.340]  一個人在魚肚裏面這麼多天都不用死
[00:05:40.340 --> 00:05:42.380]  怎麼可能的
[00:05:42.380 --> 00:05:44.140]  虐待的故事
[00:05:44.140 --> 00:05:46.260]  教會每個星期都在說這些
[00:05:46.260 --> 00:05:47.900]  這麼反智
[00:05:47.900 --> 00:05:48.900]  但是反智不僅是這些
[00:05:48.900 --> 00:05:50.820]  所謂的神蹟奇事的理解
[00:05:50.820 --> 00:05:52.900]  也會關於教會的人
[00:05:52.900 --> 00:05:54.780]  做事的邏輯
[00:05:54.780 --> 00:05:55.820]  牧師說話很沉悶
[00:05:55.820 --> 00:05:57.020]  什麼都不明白
[00:05:57.020 --> 00:05:58.860]  回頭祈禱大家哭哭啼啼
[00:05:58.860 --> 00:05:59.980]  那些東西有什麼關係
[00:05:59.980 --> 00:06:00.740]  你明白嗎
[00:06:00.740 --> 00:06:02.420]  不斷在說這些事
[00:06:02.420 --> 00:06:03.900]  牧師不斷在叫那些東西
[00:06:03.900 --> 00:06:05.620]  都不關叫人奉獻的
[00:06:05.620 --> 00:06:08.460]  但是回頭大家撲着奉獻的
[00:06:08.460 --> 00:06:09.660]  反智
[00:06:09.660 --> 00:06:11.900]  你們的東西沒道理的
[00:06:11.900 --> 00:06:14.100]  第四個原因
[00:06:14.100 --> 00:06:15.420]  我們有時候會不會都反智呢
[00:06:15.420 --> 00:06:18.700]  值得我們想一想
[00:06:18.700 --> 00:06:19.540]  第四個就是
[00:06:19.540 --> 00:06:21.940]  定性罪
[00:06:21.940 --> 00:06:23.180]  意思是什麼呢
[00:06:23.180 --> 00:06:27.940]  教會從來都不喜歡說起男女關係的
[00:06:27.940 --> 00:06:30.780]  交友、戀愛、拍拖、性行爲
[00:06:30.780 --> 00:06:32.460]  全部都不說的
[00:06:32.460 --> 00:06:33.660]  牧師又少提
[00:06:33.660 --> 00:06:35.060]  小組又不敢說
[00:06:35.060 --> 00:06:37.300]  還要一提到性的對面
[00:06:37.300 --> 00:06:38.460]  提到同性
[00:06:38.460 --> 00:06:40.060]  只會拿着斧頭去砍他
[00:06:40.060 --> 00:06:41.940]  總之同性兩個字
[00:06:41.940 --> 00:06:44.900]  就是我們叫做宗教友好派
[00:06:44.900 --> 00:06:47.380]  就是這樣的對立
[00:06:47.380 --> 00:06:49.460]  我們教會會不會呢
[00:06:49.460 --> 00:06:51.620]  你們上過婚前輔導會就知道了
[00:06:51.620 --> 00:06:53.140]  就是得到婚前輔導會的時候
[00:06:53.140 --> 00:06:54.660]  牧師纔跟我說
[00:06:54.660 --> 00:06:55.620]  那我也要反省一下
[00:06:55.620 --> 00:06:59.940]  可能有機會多說一點
[00:06:59.940 --> 00:07:00.660]  男女交友
[00:07:00.660 --> 00:07:01.220]  也不是啊
[00:07:01.220 --> 00:07:02.700]  YouTube Channel也有說
[00:07:02.700 --> 00:07:03.620]  但是反過來
[00:07:03.620 --> 00:07:04.500]  請留意
[00:07:04.500 --> 00:07:06.060]  可能我們會有這些想法的
[00:07:06.060 --> 00:07:07.220]  不過請留意
[00:07:07.220 --> 00:07:09.300]  有不少基督徒聽到這些回應
[00:07:09.300 --> 00:07:10.700]  都會說我不是
[00:07:10.700 --> 00:07:14.140]  但是現在是在說別人覺得你是不是
[00:07:14.140 --> 00:07:15.540]  你明白我說的更重要嗎
[00:07:15.540 --> 00:07:16.940]  我不是壞人
[00:07:16.940 --> 00:07:17.740]  但是現在的問題是
[00:07:17.740 --> 00:07:19.740]  別人覺得你是不是
[00:07:19.740 --> 00:07:20.940]  他認住你是
[00:07:20.940 --> 00:07:22.220]  就很無奈地
[00:07:22.220 --> 00:07:23.340]  就當你是了
[00:07:23.340 --> 00:07:24.740]  縱然你真的不是
[00:07:24.740 --> 00:07:27.420]  不過別人的印象是這樣
[00:07:27.420 --> 00:07:28.420]  第五
[00:07:28.420 --> 00:07:31.900]  教會是排他的
[00:07:31.900 --> 00:07:33.020]  排他的
[00:07:33.020 --> 00:07:35.500]  就是非我族類是怎樣的
[00:07:35.500 --> 00:07:36.980]  其心必異的
[00:07:36.980 --> 00:07:37.940]  我們會這麼想的
[00:07:37.940 --> 00:07:38.420]  不是啊
[00:07:38.420 --> 00:07:40.060]  我們不是這樣的
[00:07:40.060 --> 00:07:40.820]  也可以不是
[00:07:40.820 --> 00:07:41.900]  但是有時候有些印象
[00:07:41.900 --> 00:07:43.420]  我都在想會不會的
[00:07:43.420 --> 00:07:45.220]  正如這一刻我對着你
[00:07:45.220 --> 00:07:47.140]  坐在這裏崇拜
[00:07:47.140 --> 00:07:48.220]  一起的人
[00:07:48.220 --> 00:07:50.420]  其實就算你未信耶穌
[00:07:50.420 --> 00:07:51.780]  一來已經是少數
[00:07:51.780 --> 00:07:54.540]  但是都會因爲一些有信耶穌的人的原因
[00:07:54.540 --> 00:07:55.660]  這樣來到的
[00:07:55.660 --> 00:07:57.460]  肯定是有些扯着的關係的
[00:07:57.460 --> 00:07:58.340]  不是的
[00:07:58.340 --> 00:07:59.900]  教會的門口不知道怎麼進去的
[00:07:59.900 --> 00:08:00.860]  又要按鍾按完
[00:08:00.860 --> 00:08:01.340]  又沒有人回應
[00:08:01.340 --> 00:08:02.900]  推他又不爛
[00:08:02.900 --> 00:08:03.500]  推不開
[00:08:03.500 --> 00:08:04.260]  又不是爛
[00:08:04.260 --> 00:08:07.140]  教會真的試過被人投訴
[00:08:07.140 --> 00:08:09.940]  爲什麼不可以就這樣推門進來
[00:08:09.940 --> 00:08:11.020]  但是我說到最後
[00:08:11.020 --> 00:08:12.260]  我又不想和他說
[00:08:12.260 --> 00:08:13.260]  有些日子
[00:08:13.260 --> 00:08:15.420]  可能有個禮拜三的下午
[00:08:15.420 --> 00:08:16.700]  我們全教會
[00:08:16.700 --> 00:08:19.300]  特林衛軍姑娘一個女士在的時候
[00:08:19.300 --> 00:08:21.700]  我們都要考慮一下同工安全的
[00:08:21.700 --> 00:08:23.460]  不是因爲安全不敢開門
[00:08:23.460 --> 00:08:24.620]  有更多的原因
[00:08:24.620 --> 00:08:25.780]  更多的原因
[00:08:25.780 --> 00:08:27.500]  就是排他的
[00:08:27.500 --> 00:08:30.100]  拒絕人的
[00:08:30.100 --> 00:08:31.100]  這個禮拜
[00:08:31.100 --> 00:08:32.500]  這兩個禮拜左右
[00:08:32.500 --> 00:08:34.980]  我不止一次收到一個WhatsApp
[00:08:34.980 --> 00:08:37.420]  今天說起祈禱爲伊斯蘭國
[00:08:37.420 --> 00:08:38.140]  有人告訴我
[00:08:38.140 --> 00:08:41.620]  伊斯蘭國請你爲緊急爲伊斯蘭國討告
[00:08:41.620 --> 00:08:42.860]  有宗孫教士
[00:08:42.860 --> 00:08:43.740]  有條村
[00:08:43.740 --> 00:08:45.460]  信耶穌的人被殺害
[00:08:45.460 --> 00:08:47.380]  一大串這些東西來的
[00:08:47.380 --> 00:08:50.540]  這兩年我已經養成了一個習慣
[00:08:50.540 --> 00:08:52.180]  這一類的請講傳
[00:08:52.180 --> 00:08:53.860]  緊急的東西收到
[00:08:53.860 --> 00:08:55.900]  我第一時間不傳
[00:08:55.900 --> 00:08:58.020]  我怎麼都先嘔一嘔
[00:08:58.020 --> 00:08:58.620]  一天也好
[00:08:58.620 --> 00:08:59.260]  兩天也好
[00:08:59.260 --> 00:09:01.820]  甚至會先拔一下
[00:09:01.820 --> 00:09:03.060]  那麼send給我的
[00:09:03.060 --> 00:09:04.340]  真的不止一個
[00:09:04.340 --> 00:09:05.780]  也有些人相對地
[00:09:05.780 --> 00:09:06.500]  有些關係
[00:09:06.500 --> 00:09:07.620]  身份的
[00:09:07.620 --> 00:09:09.020]  但是我都沒send
[00:09:09.020 --> 00:09:10.060]  感謝神這個習慣
[00:09:10.060 --> 00:09:12.060]  大家都應該養成
[00:09:12.060 --> 00:09:13.380]  再過一天
[00:09:13.380 --> 00:09:15.500]  我又收到另一道
[00:09:15.500 --> 00:09:16.020]  真的
[00:09:16.020 --> 00:09:17.580]  我visually這麼說
[00:09:17.580 --> 00:09:19.500]  關於這個的討論
[00:09:19.500 --> 00:09:21.220]  哪個地方呢
[00:09:21.220 --> 00:09:22.380]  其實不是最近
[00:09:22.380 --> 00:09:23.660]  很有機會可能呢
[00:09:23.660 --> 00:09:26.140]  是說了另外一道
[00:09:26.140 --> 00:09:28.060]  一年多前的事
[00:09:28.060 --> 00:09:31.820]  簡單說不是那種東西
[00:09:31.820 --> 00:09:33.420]  但是我收到之後
[00:09:33.420 --> 00:09:34.300]  我不是說這個
[00:09:34.300 --> 00:09:35.620]  不是純粹說
[00:09:35.620 --> 00:09:38.220]  我們面對這些事的辨別
[00:09:38.220 --> 00:09:39.900]  而是我會想到一件事
[00:09:39.900 --> 00:09:42.220]  爲什麼我信耶穌
[00:09:42.220 --> 00:09:44.740]  邀請人爲伊斯蘭國祈禱
[00:09:44.740 --> 00:09:46.420]  是要等到
[00:09:46.420 --> 00:09:50.540]  我聽到有基督徒迫害才祈禱
[00:09:50.540 --> 00:09:52.580]  你明白我這個問題嗎
[00:09:52.580 --> 00:09:54.260]  那些不是人嗎
[00:09:54.260 --> 00:09:56.820]  爲什麼第一天我竟然發現那裏面
[00:09:56.820 --> 00:10:00.460]  知道當中有不人道的事
[00:10:00.460 --> 00:10:03.500]  我不會緊張那些人嗎
[00:10:03.500 --> 00:10:04.260]  我很熱切啊
[00:10:04.260 --> 00:10:05.220]  很緊張啊
[00:10:05.220 --> 00:10:06.620]  因爲那裏有基督徒
[00:10:06.620 --> 00:10:08.380]  有宗教士被殺害
[00:10:08.380 --> 00:10:10.020]  我不是告訴你那些不一樣
[00:10:10.020 --> 00:10:11.660]  那些我也很緊張
[00:10:11.660 --> 00:10:15.060]  但是我們考慮完那樣的身份以外
[00:10:15.060 --> 00:10:16.500]  我們看着那些人
[00:10:16.500 --> 00:10:18.740]  我們不緊張其他的嗎
[00:10:18.740 --> 00:10:20.380]  你明白我想表達一件事嗎
[00:10:20.380 --> 00:10:22.340]  那些是要祈禱的
[00:10:22.340 --> 00:10:24.260]  但是沒去到那些的時候
[00:10:24.260 --> 00:10:26.340]  我們爲什麼不關心呢
[00:10:26.340 --> 00:10:29.660]  我這個問題就回到剛纔他們說的第一點
[00:10:29.660 --> 00:10:30.900]  太封閉
[00:10:30.900 --> 00:10:31.980]  會不會是這樣呢
[00:10:31.980 --> 00:10:33.060]  所以人家會覺得
[00:10:33.060 --> 00:10:34.860]  我們很排他
[00:10:34.860 --> 00:10:36.860]  我們很排他
[00:10:36.860 --> 00:10:38.660]  不是的 基督徒
[00:10:38.660 --> 00:10:40.060]  我們很拒絕的
[00:10:40.060 --> 00:10:40.900]  分開的
[00:10:40.900 --> 00:10:44.180]  我們很分辨誰是信和不信的
[00:10:44.180 --> 00:10:47.900]  會不會這件事也成爲了人不信的原因呢
[00:10:47.900 --> 00:10:49.700]  最後第六點
[00:10:49.700 --> 00:10:51.860]  我一看之後我都很緊張
[00:10:51.860 --> 00:10:53.300]  不信耶穌的原因就是
[00:10:53.300 --> 00:10:58.860]  教會是不可以讓你挑機的
[00:10:58.860 --> 00:11:02.700]  以前培診的學生或者神主的學生經常提醒我
[00:11:02.700 --> 00:11:07.020]  Sam 你的樣子沒事走出來都好像生氣似的
[00:11:07.020 --> 00:11:08.460]  轉頭你說其實今天多興奮啊
[00:11:08.460 --> 00:11:09.180]  還在讚我
[00:11:09.180 --> 00:11:11.220]  不過你讚我之前我以爲我得罪你啊
[00:11:11.220 --> 00:11:12.220]  你瞪着我的樣子
[00:11:12.220 --> 00:11:16.220]  凶神惡煞有道氣
[00:11:16.220 --> 00:11:17.300]  我一看完之後就覺得
[00:11:17.300 --> 00:11:19.620]  會不會有時教會的領袖
[00:11:19.620 --> 00:11:20.380]  不止我
[00:11:20.380 --> 00:11:21.860]  當然我不想說不止我
[00:11:21.860 --> 00:11:23.660]  因爲一個不過拉着大家下水
[00:11:23.660 --> 00:11:25.500]  可能只是我
[00:11:25.500 --> 00:11:27.540]  教會有些狀態表現了
[00:11:27.540 --> 00:11:29.620]  我們那種權威性
[00:11:29.620 --> 00:11:31.500]  是不可懷疑的
[00:11:31.500 --> 00:11:33.740]  但偏偏其實你問我有很多東西
[00:11:33.740 --> 00:11:36.020]  我很想和大家談和說
[00:11:36.020 --> 00:11:37.540]  今天早上我都說的
[00:11:37.540 --> 00:11:40.460]  其實這幾年我們教會的房間比較緊張
[00:11:40.460 --> 00:11:42.420]  牧師房都會開早的
[00:11:42.420 --> 00:11:44.140]  大家來過一下
[00:11:44.140 --> 00:11:46.460]  其實我挺開心這件事的
[00:11:46.460 --> 00:11:49.500]  一來提高房間使用率
[00:11:49.500 --> 00:11:50.580]  二來有一件事是真的
[00:11:50.580 --> 00:11:51.780]  我都試過好幾次
[00:11:51.780 --> 00:11:53.700]  有時特別是午堂同拜完了
[00:11:53.700 --> 00:11:55.740]  我們的青年人還在開早的
[00:11:55.740 --> 00:11:57.420]  我又很對不起組長的
[00:11:57.420 --> 00:11:58.060]  我進去坐下
[00:11:58.060 --> 00:11:59.620]  其實本來打算倒杯水
[00:11:59.620 --> 00:12:01.220]  拿東西走開的
[00:12:01.220 --> 00:12:03.220]  誰知道我開始搭嘴
[00:12:03.220 --> 00:12:04.340]  試過一次
[00:12:04.340 --> 00:12:06.020]  我一談就談了一個小時
[00:12:06.020 --> 00:12:06.780]  是不是
[00:12:06.780 --> 00:12:07.860]  沒有一個小時
[00:12:07.860 --> 00:12:11.780]  我又想起一些被害的組長和組員
[00:12:11.780 --> 00:12:13.180]  就談着談着
[00:12:13.180 --> 00:12:15.820]  甚至離開了本來是小組分享的東西
[00:12:15.820 --> 00:12:16.620]  但對我來說
[00:12:16.620 --> 00:12:19.140]  我覺得那個討論都挺合適的
[00:12:19.140 --> 00:12:19.820]  都挺好的
[00:12:19.820 --> 00:12:21.300]  難得這樣談一下
[00:12:21.300 --> 00:12:23.260]  說牧師你很慘啊
[00:12:23.260 --> 00:12:25.700]  好像被人冷落的
[00:12:25.700 --> 00:12:28.340]  那些守寡的女人那麼淒涼
[00:12:28.340 --> 00:12:29.220]  不是
[00:12:29.220 --> 00:12:32.060]  本來都想有機會和別人
[00:12:32.060 --> 00:12:33.300]  一樣是
[00:12:33.300 --> 00:12:34.260]  你以爲自己是這樣
[00:12:34.260 --> 00:12:36.220]  但其實別人覺得不是
[00:12:36.220 --> 00:12:38.020]  我都很樂意有機會和別人談
[00:12:38.020 --> 00:12:40.340]  但別人的感覺就是
[00:12:40.340 --> 00:12:42.260]  不能挑剔的
[00:12:42.260 --> 00:12:43.860]  一出來就那麼大聲
[00:12:43.860 --> 00:12:46.060]  一說話就有很多反應
[00:12:46.060 --> 00:12:47.860]  我每天印象
[00:12:47.860 --> 00:12:49.060]  這些當然啦
[00:12:49.060 --> 00:12:50.540]  我們可以否認的
[00:12:50.540 --> 00:12:52.700]  因爲這些是美國人自己研究的結果來的嘛
[00:12:52.700 --> 00:12:54.020]  研究的究竟
[00:12:54.020 --> 00:12:55.380]  合理性啊
[00:12:55.380 --> 00:12:56.700]  信道效度啊
[00:12:56.700 --> 00:12:57.820]  各樣東西都重要
[00:12:57.820 --> 00:12:58.300]  行行行
[00:12:58.300 --> 00:13:00.500]  我們可以在技術裏面有很多討論
[00:13:00.500 --> 00:13:03.020]  但我覺得作爲一個反省的裏面
[00:13:03.020 --> 00:13:03.660]  六點
[00:13:03.660 --> 00:13:04.420]  很快再說一遍
[00:13:04.420 --> 00:13:05.780]  不再長
[00:13:05.780 --> 00:13:07.180]  太封閉
