
[00:00:00.000 --> 00:00:04.040]  開始先讓我們看幾張的powerpoint
[00:04:10.600 --> 00:04:13.920]  這個是值得我們今天去思想的
[00:04:13.920 --> 00:04:15.800]  當說到這一方面
[00:04:15.800 --> 00:04:18.720]  在組織架構上的更新
[00:04:18.720 --> 00:04:22.800]  其實我們需要回到耶穌基督的教導裡面
[00:04:22.800 --> 00:04:25.440]  因為耶穌基督在世的時候
[00:04:25.440 --> 00:04:27.760]  祂留下很多的指引、訓誨
[00:04:27.760 --> 00:04:29.760]  而其中有一樣東西
[00:04:29.760 --> 00:04:32.560]  祂都有教導我們怎樣去面對
[00:04:32.560 --> 00:04:35.120]  這些組織架構的問題
[00:04:35.120 --> 00:04:37.920]  面對一群屬神的子民
[00:04:37.920 --> 00:04:40.640]  怎樣可以成為基督的精兵
[00:04:40.640 --> 00:04:41.960]  為祂作供
[00:04:41.960 --> 00:04:44.640]  帶來果效、傳揚福音
[00:04:44.640 --> 00:04:45.840]  直到地極
[00:04:45.840 --> 00:04:50.080]  所以祂留下的加言、美行各方面
[00:04:50.080 --> 00:04:52.640]  特別在這方面都有所提醒
[00:04:52.640 --> 00:04:53.760]  在哪裡呢?
[00:04:53.760 --> 00:04:56.640]  就是剛才我們所讀到的那一段經文
[00:04:56.640 --> 00:05:01.640]  路加福音的第五章的三十六到三十八節
[00:05:01.640 --> 00:05:04.720]  而其中我們特別去想到的
[00:05:04.720 --> 00:05:08.920]  就是第三十七和三十八節
[00:05:09.360 --> 00:05:15.240]  耶穌告訴我們沒有人將新酒裝在舊皮袋裡
[00:05:15.240 --> 00:05:17.040]  若果是這樣的話
[00:05:17.040 --> 00:05:20.360]  新酒就必將皮袋裂開
[00:05:20.360 --> 00:05:23.400]  酒便漏出來
[00:05:23.400 --> 00:05:25.480]  皮袋也就壞了
[00:05:25.480 --> 00:05:31.200]  但新酒必須裝在新皮袋裡
[00:05:31.200 --> 00:05:35.640]  這是一個很好的主給我們的教導
[00:05:35.960 --> 00:05:39.520]  讓我們反覆思量,在當中學習功課
[00:05:39.520 --> 00:05:41.480]  更加將這些功課
[00:05:41.480 --> 00:05:45.600]  應用在今天我們所需要應用的地方
[00:05:45.600 --> 00:05:48.200]  主在這裡究竟說什麼呢?
[00:05:48.200 --> 00:05:50.880]  主耶穌其實在這裡告訴我們
[00:05:50.880 --> 00:05:54.440]  當我們有新酒在我們手上的時候
[00:05:54.440 --> 00:05:56.440]  我們怎樣去承載它呢?
[00:05:56.440 --> 00:05:58.240]  祂就告訴我們
[00:05:58.240 --> 00:06:01.640]  我們應該要拿一個新的皮袋出來
[00:06:01.640 --> 00:06:04.080]  然後去裝這些新酒
[00:06:04.760 --> 00:06:08.000]  如果我們去找一些舊的皮袋來裝
[00:06:08.000 --> 00:06:09.840]  那就有問題了
[00:06:09.840 --> 00:06:11.160]  有什麼問題呢?
[00:06:11.160 --> 00:06:13.360]  因為當我們這樣做的時候
[00:06:13.360 --> 00:06:18.680]  那些新酒會將舊皮袋的皮扯爛
[00:06:18.680 --> 00:06:21.480]  扯爛了很慘的
[00:06:21.480 --> 00:06:23.800]  是兩大階空的
[00:06:23.800 --> 00:06:24.840]  為什麼呢?
[00:06:24.840 --> 00:06:27.880]  因為舊的皮袋爛了,又不能用了
[00:06:27.880 --> 00:06:30.720]  而當舊的皮袋爛了的話
[00:06:30.720 --> 00:06:34.400]  酒便漏出來了,沒有賣了
[00:06:34.600 --> 00:06:38.040]  新酒本來是很好的,很喜歡的,卻沒有賣了
[00:06:38.040 --> 00:06:40.760]  所以祂說這樣不行
[00:06:40.760 --> 00:06:46.520]  我們要將新酒裝在新的皮袋裡面
[00:06:46.520 --> 00:06:49.080]  這樣兩樣都得到保存了
[00:06:49.080 --> 00:06:51.760]  這裡是耶穌所說的
[00:06:51.760 --> 00:06:54.400]  祂對於我們今天21世紀的人
[00:06:54.400 --> 00:06:57.000]  都沒有用什麼新皮袋這些東西
[00:06:57.000 --> 00:06:58.960]  我們都不是很容易掌握
[00:06:58.960 --> 00:07:01.760]  究竟耶穌在這裡其實祂想說些什麼
[00:07:03.440 --> 00:07:07.040]  但是當我們回到當日的時代
[00:07:07.040 --> 00:07:09.960]  在那種文化風俗習慣處境裡面
[00:07:09.960 --> 00:07:12.160]  我想我們比較容易明白
[00:07:12.160 --> 00:07:14.160]  究竟耶穌在這裡說什麼
[00:07:14.160 --> 00:07:16.160]  祂是說到
[00:07:16.160 --> 00:07:20.480]  我們需要將新酒裝在新的皮袋裡面
[00:07:20.480 --> 00:07:22.320]  首先我們要知道
[00:07:22.320 --> 00:07:26.480]  在當時代那些皮袋是用什麼製成的
[00:07:26.480 --> 00:07:32.720]  裝酒的皮袋是用羊皮來製成的
[00:07:32.720 --> 00:07:36.120]  而且是用新的羊皮來製成
[00:07:36.120 --> 00:07:40.480]  新的羊皮製成這些皮袋有一個很大的特色
[00:07:40.480 --> 00:07:41.640]  是什麼呢?
[00:07:41.640 --> 00:07:43.880]  是柔軟
[00:07:43.880 --> 00:07:45.680]  是有彈性
[00:07:45.680 --> 00:07:48.120]  是可以承載很多東西
[00:07:48.120 --> 00:07:51.800]  所以當你將一些新酒倒進去的時候
[00:07:51.800 --> 00:07:53.840]  問題不大
[00:07:53.840 --> 00:07:56.360]  不單止它已經裝滿了
[00:07:56.360 --> 00:07:59.360]  並且在日後它可以繼續保持
[00:07:59.360 --> 00:08:01.520]  去承載這些新酒
[00:08:02.040 --> 00:08:03.120]  為什麼會這樣說呢?
[00:08:03.120 --> 00:08:06.240]  因為新酒有一個很大的作用
[00:08:06.240 --> 00:08:08.800]  就是發酵的作用
[00:08:08.800 --> 00:08:12.040]  就是它有很多氣流出來
[00:08:12.040 --> 00:08:15.560]  所以當它流出一些氣的時候
[00:08:15.560 --> 00:08:17.960]  發酵的時候它就會澎湃出來
[00:08:17.960 --> 00:08:20.480]  所以當你裝滿了之後
[00:08:20.480 --> 00:08:23.440]  在酒袋裡面它就會不斷澎湃不斷活動
[00:08:23.440 --> 00:08:24.800]  好了
[00:08:24.800 --> 00:08:26.080]  但是不要緊
[00:08:26.080 --> 00:08:26.800]  沒有問題
[00:08:26.800 --> 00:08:27.440]  為什麼呢?
[00:08:27.440 --> 00:08:29.560]  因為那些皮是柔軟的
[00:08:29.840 --> 00:08:32.160]  所以當那些氣發出來的時候
[00:08:32.160 --> 00:08:33.640]  要來到澎湃的時候
[00:08:33.640 --> 00:08:36.080]  它又有足夠的彈性去承載
[00:08:36.080 --> 00:08:40.760]  所以當時那些皮袋是一癌一蠶的
[00:08:40.760 --> 00:08:41.280]  為什麼呢?
[00:08:41.280 --> 00:08:42.760]  因為那些氣這樣彈這裡出去
[00:08:42.760 --> 00:08:44.000]  又彈這裡出去的時候
[00:08:44.000 --> 00:08:46.600]  就起了一粒粒一粒一粒凸出來
[00:08:46.600 --> 00:08:48.560]  而很多人告訴我
[00:08:48.560 --> 00:08:51.320]  沒有兩個的皮袋是一模一樣的
[00:08:51.320 --> 00:08:52.320]  為什麼呢?
[00:08:52.320 --> 00:08:55.640]  因為那些酒不斷澎湃出去的時候
[00:08:55.640 --> 00:08:56.680]  發酵出去的時候
[00:08:56.680 --> 00:08:59.440]  它們都是可以承載得到
[00:09:00.200 --> 00:09:02.680]  所以這個就是當時那種用法
[00:09:02.680 --> 00:09:06.040]  就是說如果你想那些酒能夠儲存得好
[00:09:06.040 --> 00:09:07.160]  能夠承載得好
[00:09:07.160 --> 00:09:08.680]  將來能夠用來飲用
[00:09:08.680 --> 00:09:09.760]  哇!大家很開心
[00:09:09.760 --> 00:09:10.640]  喝新酒的時候
[00:09:10.640 --> 00:09:13.560]  你要用一個新的皮袋
[00:09:13.560 --> 00:09:16.000]  羊皮製的皮袋去承載
[00:09:16.000 --> 00:09:19.760]  因為那些羊皮袋是柔軟有彈性
[00:09:19.760 --> 00:09:22.560]  是可以你怎樣來到它發酵都好
[00:09:22.560 --> 00:09:23.840]  我都OK
[00:09:23.840 --> 00:09:25.240]  可以承載得到
[00:09:26.240 --> 00:09:29.920]  但是當一些皮袋用得久之後會怎樣呢?
[00:09:29.920 --> 00:09:32.000]  當一些皮袋用得久的時候
[00:09:32.000 --> 00:09:33.280]  就出現一個問題了
[00:09:33.280 --> 00:09:35.360]  這個問題就是怎樣呢?
[00:09:35.360 --> 00:09:37.960]  就是開始硬化了
[00:09:37.960 --> 00:09:40.280]  開始定型了
[00:09:40.280 --> 00:09:43.640]  開始當它承受一些壓力的時候
[00:09:43.640 --> 00:09:44.640]  它承受不了
[00:09:44.640 --> 00:09:46.400]  因為它就是去到盡了
[00:09:46.400 --> 00:09:47.800]  所以在那個時候
[00:09:47.800 --> 00:09:48.840]  如果你有些新酒
[00:09:48.840 --> 00:09:50.800]  你用一個舊的皮袋來用的時候
[00:09:50.800 --> 00:09:53.000]  你沖入一些新酒沖滿了
[00:09:53.000 --> 00:09:55.360]  然後新酒再發酵的時候怎樣呢?
[00:09:55.920 --> 00:09:57.880]  它會帶來很大的力量
[00:09:57.880 --> 00:09:59.440]  但是在那個時候
[00:09:59.440 --> 00:10:01.240]  這個羊皮袋已經怎樣呢?
[00:10:01.240 --> 00:10:02.920]  硬化了定型的時候
[00:10:02.920 --> 00:10:05.920]  它再沒有柔軟度和伸縮性
[00:10:05.920 --> 00:10:07.400]  它就承載不了
[00:10:07.400 --> 00:10:08.880]  所以一發酵沒多久
[00:10:08.880 --> 00:10:10.040]  它承載不了
[00:10:10.040 --> 00:10:10.840]  結果怎樣呢?
[00:10:10.840 --> 00:10:12.840]  撕裂了出去
[00:10:12.840 --> 00:10:15.560]  皮袋爛了
[00:10:15.560 --> 00:10:16.880]  酒都沒有了
[00:10:16.880 --> 00:10:18.160]  全都走了
[00:10:18.160 --> 00:10:19.000]  是不是?
[00:10:19.000 --> 00:10:20.280]  卸了沒有了
[00:10:20.280 --> 00:10:22.400]  所以兩大皆空
[00:10:22.400 --> 00:10:24.040]  所以在這樣的情況裡面
[00:10:24.040 --> 00:10:26.040]  耶穌基督就在第38節那裡說
[00:10:26.040 --> 00:10:30.160]  「但新酒必須裝在新皮袋裡」
[00:10:30.160 --> 00:10:33.960]  新酒要裝在新皮袋裡
[00:10:33.960 --> 00:10:36.000]  耶穌就是這樣去提醒我們
[00:10:36.000 --> 00:10:37.960]  或者我們會這樣想
[00:10:37.960 --> 00:10:39.240]  如果是這樣用的時候
[00:10:39.240 --> 00:10:41.280]  那不就真的要用很多新的皮袋
[00:10:41.280 --> 00:10:42.160]  是不是?
[00:10:42.160 --> 00:10:44.120]  新酒來又要用新的皮袋
[00:10:44.120 --> 00:10:45.200]  新酒來又要用新的皮袋
[00:10:45.200 --> 00:10:47.560]  哪有這麼多的皮袋可以去用呢?
[00:10:47.560 --> 00:10:48.960]  這樣就不要緊
[00:10:48.960 --> 00:10:50.680]  因為原來我們發現
[00:10:51.280 --> 00:10:54.760]  舊的皮袋是可以把它翻新過來的
[00:10:54.760 --> 00:10:56.760]  舊的皮袋
[00:10:56.760 --> 00:10:58.720]  是可以把它再一次怎樣呢?
[00:10:58.720 --> 00:11:00.160]  把它柔軟化的
[00:11:00.160 --> 00:11:03.280]  所以不一定要買一個新的
[00:11:03.280 --> 00:11:04.640]  舊的把它翻新過
[00:11:04.640 --> 00:11:06.760]  都成為一個新的皮袋
[00:11:06.760 --> 00:11:07.920]  而一個新的皮袋
[00:11:07.920 --> 00:11:09.840]  卻是可以承載這些
[00:11:09.840 --> 00:11:11.840]  再新來的酒
[00:11:11.840 --> 00:11:14.880]  所以當時的人怎樣去將一些舊皮袋
[00:11:14.880 --> 00:11:16.000]  來更新呢?
[00:11:16.000 --> 00:11:16.960]  來翻新呢?
[00:11:16.960 --> 00:11:19.080]  原來有這樣的做法
[00:11:19.080 --> 00:11:20.600]  很簡單
[00:11:20.840 --> 00:11:22.560]  或者我們如果平常
[00:11:22.560 --> 00:11:25.120]  有些人都很熟悉這方面的技能技巧
[00:11:25.120 --> 00:11:26.520]  可能你都會意會得到
[00:11:26.520 --> 00:11:27.680]  怎樣去翻新呢?
[00:11:27.680 --> 00:11:28.960]  第一
[00:11:28.960 --> 00:11:30.520]  浸水
[00:11:30.520 --> 00:11:33.120]  原來是浸水的時候
[00:11:33.120 --> 00:11:34.120]  可以不斷地浸
[00:11:34.120 --> 00:11:35.240]  浸上好幾天
[00:11:35.240 --> 00:11:37.360]  它就能夠再一次那些皮
[00:11:37.360 --> 00:11:39.920]  羊皮就變回有伸縮性
[00:11:39.920 --> 00:11:42.280]  再一次可以柔軟又有彈力
[00:11:42.280 --> 00:11:44.160]  就是說你走回去重池的時候
[00:11:44.160 --> 00:11:45.480]  所以新酒再來到
[00:11:45.480 --> 00:11:47.080]  它一樣可以承載到
[00:11:47.080 --> 00:11:48.680]  所以是用水去浸
[00:11:49.520 --> 00:11:51.400]  不單止做這個工序
[00:11:51.400 --> 00:11:53.800]  並且浸完之後拿上來之後
[00:11:53.800 --> 00:11:56.440]  他們還要加一些橄欖油
[00:11:56.440 --> 00:11:58.360]  使它更加的柔軟
[00:11:58.360 --> 00:11:59.400]  更加的美觀
[00:11:59.400 --> 00:12:00.880]  更加的好
[00:12:00.880 --> 00:12:02.840]  於是這個
[00:12:02.840 --> 00:12:04.920]  雖然好像是一個舊的皮袋
[00:12:04.920 --> 00:12:06.720]  但是它是翻新了
[00:12:06.720 --> 00:12:09.080]  它就成為一個新的皮袋
[00:12:09.080 --> 00:12:11.800]  當有新酒來到的時候
[00:12:11.800 --> 00:12:13.400]  就沒有問題了
[00:12:13.400 --> 00:12:15.720]  這個新的皮袋
[00:12:15.720 --> 00:12:16.880]  更新了的皮袋
[00:12:16.880 --> 00:12:19.000]  就可以繼續將這些新酒
[00:12:19.280 --> 00:12:20.960]  來承載
[00:12:20.960 --> 00:12:23.280]  然後日後我們就可以用這些新酒
[00:12:23.280 --> 00:12:24.320]  來慶賀
[00:12:24.320 --> 00:12:27.240]  是新酒代表了心靈舒暢
[00:12:27.240 --> 00:12:28.320]  代表了新鮮
[00:12:28.320 --> 00:12:29.360]  代表了活力
[00:12:29.360 --> 00:12:30.880]  代表了美好
[00:12:30.880 --> 00:12:32.120]  新酒就是這個意思
[00:12:32.120 --> 00:12:34.760]  原來是這麼重要的
[00:12:34.760 --> 00:12:38.160]  所以耶穌就在這裡留下這番話
[00:12:38.160 --> 00:12:39.360]  提醒門徒
[00:12:39.360 --> 00:12:40.600]  也提醒我們今天
[00:12:40.600 --> 00:12:44.480]  我們不要將新酒裝在舊皮袋
[00:12:44.480 --> 00:12:45.920]  如果不是裂出來
[00:12:45.920 --> 00:12:47.560]  兩大皆空
[00:12:48.080 --> 00:12:49.560]  我們要將新酒
[00:12:49.560 --> 00:12:51.720]  裝在新皮袋裡面
[00:12:51.720 --> 00:12:53.880]  或者將新酒裝在一個
[00:12:53.880 --> 00:12:56.720]  更新了的皮袋裡面
[00:12:56.720 --> 00:13:00.240]  這個我相信就是主耶穌基督說這番話的一個
[00:13:00.240 --> 00:13:02.240]  最核心的一個意思
[00:13:02.240 --> 00:13:05.600]  當我們明白了主這句話的時候
[00:13:05.600 --> 00:13:08.000]  對我們有什麼啟迪呢?
[00:13:08.000 --> 00:13:11.160]  又或者對我們教會整體
[00:13:11.160 --> 00:13:13.360]  我們要成長要發展
[00:13:13.360 --> 00:13:15.520]  要承擔神的使命
[00:13:15.720 --> 00:13:18.360]  我們要繼續打拼為主作供
[00:13:18.360 --> 00:13:20.560]  我們又有一個信仰群體
[00:13:20.560 --> 00:13:23.720]  但同樣我們又有一個信仰架構的組織
[00:13:23.720 --> 00:13:26.880]  我們可以怎樣去學習一個功課呢?
[00:13:26.880 --> 00:13:31.320]  我相信在這裡神要提醒我們一樣就是
[00:13:31.320 --> 00:13:35.840]  每當我們的教會出現有新酒的時候
[00:13:35.840 --> 00:13:38.480]  很盼望我們都能夠有
[00:13:38.480 --> 00:13:41.800]  更新了的架構去承載
[00:13:41.800 --> 00:13:44.200]  新酒代表什麼呢?
[00:13:44.880 --> 00:13:46.760]  當在一個信仰群體裡面
[00:13:46.760 --> 00:13:48.160]  一個有使命的群體
[00:13:48.160 --> 00:13:49.600]  有聖經的話語指引
[00:13:49.600 --> 00:13:50.760]  我們活在地上
[00:13:50.760 --> 00:13:52.360]  是有事做的時候
[00:13:52.360 --> 00:13:53.960]  這個新酒是代表什麼呢?
[00:13:53.960 --> 00:13:56.400]  這個新酒就是代表在我們中間
[00:13:56.400 --> 00:13:58.520]  有一種新的活力的出現
[00:13:58.520 --> 00:14:01.200]  是代表我們中間的弟兄姊妹
[00:14:01.200 --> 00:14:03.240]  有一種新的信仰的熱誠
[00:14:03.240 --> 00:14:04.640]  我們經歷到神
[00:14:04.640 --> 00:14:06.200]  我們要為神作見證
[00:14:06.200 --> 00:14:08.120]  我們有一個新的領受
[00:14:08.120 --> 00:14:09.080]  新氣象
[00:14:09.080 --> 00:14:11.840]  我們要願意為神做更多的事工
[00:14:11.840 --> 00:14:12.720]  接觸更多人
[00:14:12.720 --> 00:14:13.840]  去祝福更多人
[00:14:14.080 --> 00:14:15.680]  我們又開始看到我們的教會
[00:14:15.680 --> 00:14:16.920]  出現了一些新的面孔
[00:14:16.920 --> 00:14:17.680]  新的人物
[00:14:17.680 --> 00:14:19.240]  不是經常見來見去都是那一群
[00:14:19.240 --> 00:14:22.280]  我們發現開始有新活力出現了
[00:14:22.280 --> 00:14:26.520]  這個就是新酒的含義了
[00:14:26.520 --> 00:14:27.880]  在一個信仰群體裡面
[00:14:27.880 --> 00:14:32.760]  當我們開始見到這些新酒出現的時候
[00:14:32.760 --> 00:14:34.480]  我們要想些什麼呢?
[00:14:34.480 --> 00:14:39.440]  我們就要想將我們的組織架構有所更新
[00:14:39.440 --> 00:14:42.680]  讓它成為一個新的皮袋
[00:14:42.800 --> 00:14:45.320]  來承載這些新的意象
[00:14:45.320 --> 00:14:46.240]  新的事工
[00:14:46.240 --> 00:14:48.080]  新的領受
[00:14:48.080 --> 00:14:49.000]  新的活力
[00:14:49.000 --> 00:14:51.040]  意思是什麼呢?
[00:14:51.040 --> 00:14:54.520]  意思就是我們需要重新再思考
[00:14:54.520 --> 00:14:57.200]  我們那種運作的方式
[00:14:57.200 --> 00:15:00.000]  再思考我們一些章程的設計
[00:15:00.000 --> 00:15:02.960]  再思考我們一些作事的文化
[00:15:02.960 --> 00:15:04.600]  一種傳統的思考
[00:15:04.600 --> 00:15:08.600]  在當中可能需要我們有一些更新改變
[00:15:08.600 --> 00:15:10.360]  然後我們發現
[00:15:10.360 --> 00:15:14.880]  當這樣的做法就可以來承托了
[00:15:14.880 --> 00:15:17.720]  這些新的活力的來臨
[00:15:17.720 --> 00:15:19.280]  新的領受的來臨
[00:15:19.280 --> 00:15:20.920]  如果不是的話
[00:15:20.920 --> 00:15:24.400]  很可能就格格不入
[00:15:24.400 --> 00:15:27.160]  很可能這些新酒出現的時候
[00:15:27.160 --> 00:15:28.240]  舊的皮袋
[00:15:28.240 --> 00:15:30.080]  這些想法
[00:15:30.080 --> 00:15:31.960]  做法不相合的時候
[00:15:31.960 --> 00:15:33.640]  中間就出現問題
[00:15:33.640 --> 00:15:36.880]  而最終很可能就是撕裂了皮袋
[00:15:36.880 --> 00:15:39.400]  新酒都走了
[00:15:39.400 --> 00:15:41.840]  皮袋也都有大的影響
[00:15:41.840 --> 00:15:44.800]  所以我覺得這方面是值得我們今天教會
[00:15:44.800 --> 00:15:47.480]  在神面前來思想一下
[00:15:47.480 --> 00:15:51.800]  我不知道一直說的會不會太抽象
[00:15:51.800 --> 00:15:55.720]  希望都可以將我能夠說的說得明白
[00:15:55.720 --> 00:15:59.520]  但是嘗試舉一些例子來幫助我們明白
[00:15:59.520 --> 00:16:01.480]  我們在一些想法
[00:16:01.480 --> 00:16:02.680]  舊有的想法裏面
[00:16:02.680 --> 00:16:03.320]  做法裏面
[00:16:03.320 --> 00:16:05.320]  怎樣在一個新的形勢裏面
[00:16:05.320 --> 00:16:08.920]  是應該有轉化來配合一個新的活力
[00:16:08.920 --> 00:16:10.400]  新酒的出現
[00:16:10.400 --> 00:16:11.840]  譬如
[00:16:11.840 --> 00:16:15.560]  我所知道的有一間比較大的浸信會
[00:16:15.560 --> 00:16:18.760]  這間大浸信會在香港島的
[00:16:18.760 --> 00:16:22.720]  這間大浸信會雖然很大人數都很多
[00:16:22.720 --> 00:16:25.920]  幾十年來都在這地方做了很好的工作
[00:16:25.920 --> 00:16:28.480]  但是這間教會
[00:16:28.480 --> 00:16:31.560]  是一直以來都沒有宣教的工作
[00:16:31.560 --> 00:16:34.040]  宣教大家知道
[00:16:34.040 --> 00:16:36.240]  很多時候都是我們要出到外邊
[00:16:36.240 --> 00:16:37.400]  為神作供
[00:16:37.400 --> 00:16:39.120]  作見證去到不同的文化
[00:16:39.120 --> 00:16:41.040]  不同的族群裏面來傳福音
[00:16:41.040 --> 00:16:43.360]  這間教會幾十年來
[00:16:43.360 --> 00:16:45.800]  來傳福音
[00:16:45.800 --> 00:16:46.680]  牧養
[00:16:46.680 --> 00:16:48.080]  培育都做得很好
[00:16:48.080 --> 00:16:50.600]  但是一直都沒有宣教的工作的時候
[00:16:50.600 --> 00:16:54.120]  所以慢慢形成一個很明顯的印象
[00:16:54.120 --> 00:16:57.440]  就是傳道人每一個主日都在大家的中間
[00:16:57.440 --> 00:16:58.320]  對不對
[00:16:58.320 --> 00:17:00.040]  禮拜日很重要的
[00:17:00.040 --> 00:17:03.840]  所以牧師傳道人每個禮拜日都出現在他們中間
[00:17:03.840 --> 00:17:05.080]  來牧養
[00:17:05.080 --> 00:17:05.840]  關心
[00:17:05.840 --> 00:17:06.960]  來服侍
[00:17:06.960 --> 00:17:08.240]  形成了很多年
[00:17:08.240 --> 00:17:10.000]  這種就是慣常的想法
[00:17:10.000 --> 00:17:11.200]  傳統的想法
[00:17:11.200 --> 00:17:14.600]  但是當慢慢神帶領這間教會
[00:17:14.600 --> 00:17:16.720]  有一個宣教工作的開拓的時候
[00:17:16.720 --> 00:17:18.960]  大家知道宣教工作其中一個很重要的
[00:17:18.960 --> 00:17:22.040]  我們的起步點就是這個短宣的體驗
[00:17:22.040 --> 00:17:25.800]  很可能有一班弟兄姊妹十多二十個
[00:17:25.800 --> 00:17:27.720]  他們花上一個禮拜的時間
[00:17:27.720 --> 00:17:29.520]  去到某個地方來做見證
[00:17:29.520 --> 00:17:30.400]  來傳福音
[00:17:30.400 --> 00:17:32.200]  當你出外的時候
