
[00:00:00.000 --> 00:00:05.500]  好,第一點,我們首先要明白神創造人
[00:04:37.600 --> 00:04:41.320]  她不單止叫我們來管理
[00:04:41.320 --> 00:04:44.240]  我們要做統治,要統領
[00:04:44.240 --> 00:04:45.960]  有海陸空
[00:04:45.960 --> 00:04:47.760]  有海水的魚
[00:04:47.760 --> 00:04:49.000]  天上的鳥
[00:04:49.000 --> 00:04:51.120]  地上的螃蟹
[00:04:51.120 --> 00:04:52.720]  所以神給我們一個
[00:04:52.720 --> 00:04:54.160]  很重要的角色
[00:04:54.160 --> 00:04:56.400]  所以其實在創世的時候
[00:04:56.400 --> 00:04:59.120]  當我們找回神創造人的目的
[00:04:59.120 --> 00:05:01.320]  其實我們很開始明白到
[00:05:01.320 --> 00:05:03.720]  我為什麼要活在這個世界上
[00:05:03.720 --> 00:05:04.720]  對不對
[00:05:04.720 --> 00:05:06.480]  是一個很清晰的
[00:05:06.480 --> 00:05:07.320]  已經說得很清晰
[00:05:07.320 --> 00:05:11.440]  就是說我要在地上做神的代表
[00:05:11.440 --> 00:05:14.240]  我要彰顯神
[00:05:14.240 --> 00:05:15.520]  所以今天我活在地上
[00:05:15.520 --> 00:05:16.920]  大家要有很清晰的意識
[00:05:16.920 --> 00:05:18.000]  可能你從來沒有想過
[00:05:18.000 --> 00:05:19.200]  我活著都是為自己
[00:05:19.200 --> 00:05:22.240]  原來為了彰顯神
[00:05:22.240 --> 00:05:24.080]  原來我是代表神
[00:05:24.080 --> 00:05:28.120]  原來祂要我一起跟祂同工
[00:05:28.120 --> 00:05:31.720]  用祂的方法來管理這個世界
[00:05:31.720 --> 00:05:35.360]  其實為什麼神要人賜祂
[00:05:35.360 --> 00:05:37.640]  要性情
[00:05:37.640 --> 00:05:39.760]  心思意念都賜祂
[00:05:39.760 --> 00:05:44.960]  因為這樣才能夠將祂的旨意帶來地上
[00:05:44.960 --> 00:05:48.720]  因為神要人用祂的法則
[00:05:48.720 --> 00:05:50.200]  用祂的原則
[00:05:50.200 --> 00:05:52.360]  用祂的標準
[00:05:52.360 --> 00:05:54.880]  來管理這個世界
[00:05:54.880 --> 00:05:58.080]  所以賜是不是非常重要
[00:05:58.080 --> 00:05:59.440]  所以如果我們不是的話
[00:05:59.440 --> 00:06:01.680]  我們隨便來的
[00:06:01.680 --> 00:06:04.000]  那我們就不能夠跟神同工
[00:06:04.000 --> 00:06:08.640]  來用祂的方法管理祂所創造的世界
[00:06:08.640 --> 00:06:11.760]  我們來讀《爾賽亞書》
[00:06:11.760 --> 00:06:14.120]  第四十三章七節我們一起讀
[00:06:14.120 --> 00:06:17.040]  就是凡稱為我名下的人
[00:06:17.040 --> 00:06:20.320]  是我為自己的榮耀創造的
[00:06:20.320 --> 00:06:23.360]  是我所造作的
[00:06:23.360 --> 00:06:24.320]  在這裡說
[00:06:24.320 --> 00:06:26.000]  神說凡是祂的名下
[00:06:26.000 --> 00:06:27.720]  祂的兒女祂所創造的
[00:06:27.720 --> 00:06:30.080]  都是為祂自己的榮耀創造
[00:06:30.080 --> 00:06:37.000]  所以頂姐妹我們每一個都是為神為祂榮耀創造的
[00:06:37.000 --> 00:06:39.480]  所以我們生命的目的很重要
[00:06:39.480 --> 00:06:41.760]  就是我們要榮耀神
[00:06:41.760 --> 00:06:42.960]  我們給予鼓勵
[00:06:42.960 --> 00:06:44.400]  鼓勵在旁邊的頂姐妹
[00:06:44.400 --> 00:06:45.520]  我們要榮耀神
[00:06:45.520 --> 00:06:49.360]  因為我們是神榮耀創造的
[00:06:49.360 --> 00:06:50.720]  有時候我們會發覺
[00:06:50.720 --> 00:06:52.200]  其實怎樣榮耀神
[00:06:52.200 --> 00:06:53.880]  好像不太行
[00:06:53.880 --> 00:06:55.320]  其實我們再讀一次經文
[00:06:55.320 --> 00:06:57.800]  《羅馬書》三章二十三節
[00:06:57.800 --> 00:07:00.200]  因為世人都犯了罪
[00:07:00.200 --> 00:07:02.480]  規決了神的榮耀
[00:07:02.480 --> 00:07:04.480]  是的
[00:07:04.480 --> 00:07:06.800]  因為罪的緣故
[00:07:06.800 --> 00:07:11.160]  人沒有辦法靠自己去榮耀神
[00:07:11.160 --> 00:07:13.320]  罪在我們人類的始祖
[00:07:13.320 --> 00:07:15.960]  當犯罪之後
[00:07:15.960 --> 00:07:17.680]  進入了這個世界
[00:07:17.680 --> 00:07:18.920]  罪令到人
[00:07:18.920 --> 00:07:20.520]  我們和神
[00:07:20.520 --> 00:07:24.440]  在靈性上隔絕了
[00:07:24.440 --> 00:07:26.000]  所以為甚麼頂姐妹
[00:07:26.000 --> 00:07:29.880]  我們好像很迷失
[00:07:29.880 --> 00:07:34.080]  因為我們和神隔絕了
[00:07:34.080 --> 00:07:35.360]  但是今天神說
[00:07:35.360 --> 00:07:38.960]  要我們重新回到祂的身邊
[00:07:38.960 --> 00:07:40.640]  所以你明白
[00:07:40.640 --> 00:07:43.000]  重拾兒女的身份
[00:07:43.000 --> 00:07:44.720]  是多麼重要
[00:07:44.720 --> 00:07:46.520]  因為我們要重拾
[00:07:46.520 --> 00:07:48.840]  和神的關係
[00:07:48.840 --> 00:07:50.480]  我們要認罪悔改
[00:07:50.480 --> 00:07:52.880]  以致我們能夠做回神的兒女
[00:07:52.880 --> 00:07:54.680]  取回這個身份
[00:07:54.680 --> 00:07:57.240]  以致我們能夠走入上帝
[00:07:57.240 --> 00:08:00.080]  給我們做我們生命的目的
[00:08:00.080 --> 00:08:00.880]  所以我們說
[00:08:00.880 --> 00:08:02.280]  恢復兒女的身份
[00:08:02.280 --> 00:08:03.720]  是一個關鍵
[00:08:03.720 --> 00:08:06.240]  你明白生命是一個關鍵
[00:08:06.240 --> 00:08:07.600]  不過很多人就說
[00:08:07.600 --> 00:08:09.560]  那我也相信了主
[00:08:09.560 --> 00:08:10.720]  我也相信了主很久
[00:08:10.720 --> 00:08:11.920]  甚至乎可能
[00:08:11.920 --> 00:08:13.040]  但是我也好像
[00:08:13.040 --> 00:08:14.680]  不是很
[00:08:14.680 --> 00:08:15.840]  好像你這樣說
[00:08:15.840 --> 00:08:19.600]  做人這麼有目標
[00:08:19.600 --> 00:08:20.720]  其實
[00:08:20.720 --> 00:08:22.680]  一樣形形役役
[00:08:22.680 --> 00:08:24.520]  大家有沒有這樣的感覺
[00:08:24.520 --> 00:08:25.840]  多不少可能
[00:08:25.840 --> 00:08:27.760]  都會有的
[00:08:27.760 --> 00:08:29.080]  那為什麼呢
[00:08:29.080 --> 00:08:31.080]  為什麼呢
[00:08:31.080 --> 00:08:32.720]  有沒有想過呢
[00:08:32.720 --> 00:08:35.040]  明明你告訴我
[00:08:35.040 --> 00:08:37.760]  我人生是有意義的
[00:08:37.760 --> 00:08:40.240]  我想問問大家
[00:08:40.240 --> 00:08:42.760]  什麼是信主
[00:08:42.760 --> 00:08:45.360]  我經常問人這個問題
[00:08:45.360 --> 00:08:46.640]  信主就是
[00:08:46.640 --> 00:08:47.360]  我們說
[00:08:47.360 --> 00:08:50.960]  我們願意認罪悔改
[00:08:50.960 --> 00:08:52.400]  神的保血
[00:08:52.400 --> 00:08:53.720]  潔淨我的罪
[00:08:53.720 --> 00:08:55.560]  讓我得以跟神和好
[00:08:55.560 --> 00:08:57.000]  重新建立個關係
[00:08:57.000 --> 00:08:58.840]  我跟祂重新連繫起來
[00:08:58.840 --> 00:08:59.720]  是不是
[00:08:59.720 --> 00:09:01.720]  我回到父神的身邊
[00:09:01.720 --> 00:09:04.120]  那這個代表什麼呢
[00:09:04.120 --> 00:09:05.400]  更加是代表
[00:09:05.400 --> 00:09:08.360]  我生命的主權
[00:09:08.360 --> 00:09:09.680]  我說主啊
[00:09:09.680 --> 00:09:11.360]  你是我創造主
[00:09:11.360 --> 00:09:13.600]  我將我的生命主權
[00:09:13.600 --> 00:09:15.200]  交還給你
[00:09:15.200 --> 00:09:17.280]  很多時候我們信主
[00:09:17.280 --> 00:09:18.080]  就是
[00:09:18.080 --> 00:09:18.720]  啊
[00:09:18.720 --> 00:09:19.760]  信了
[00:09:19.760 --> 00:09:21.160]  我叫做缺一字
[00:09:21.160 --> 00:09:21.840]  但是
[00:09:21.840 --> 00:09:24.000]  可能在我們的生命裏面
[00:09:24.000 --> 00:09:25.280]  我們可以自己反省一下
[00:09:25.280 --> 00:09:26.000]  想一下
[00:09:26.000 --> 00:09:26.880]  其實這一刻
[00:09:26.880 --> 00:09:28.760]  我是不是以神
[00:09:28.760 --> 00:09:32.200]  為我生命最重要的呢
[00:09:32.200 --> 00:09:33.040]  是不是
[00:09:33.040 --> 00:09:34.600]  當你想想
[00:09:34.600 --> 00:09:38.160]  如果我們是神的創造的時候
[00:09:38.160 --> 00:09:39.560]  神的一切
[00:09:39.560 --> 00:09:41.480]  是最重要的
[00:09:41.480 --> 00:09:42.240]  很多時候
[00:09:42.240 --> 00:09:43.960]  我們是停留了一個階段
[00:09:43.960 --> 00:09:44.800]  我們信主
[00:09:44.800 --> 00:09:46.080]  我們就知道
[00:09:46.080 --> 00:09:48.120]  神是我的保護
[00:09:48.120 --> 00:09:49.720]  神會供應我
[00:09:49.720 --> 00:09:50.640]  會各樣
[00:09:50.640 --> 00:09:53.080]  所以我們就會
[00:09:53.080 --> 00:09:54.680]  憑信心來到神面前
[00:09:54.680 --> 00:09:57.080]  就求祂幫助我們
[00:09:57.080 --> 00:09:57.760]  保護我們
[00:09:57.760 --> 00:09:58.720]  供應我們
[00:09:58.720 --> 00:10:00.520]  但是去到有一個位置就是
[00:10:00.520 --> 00:10:02.080]  當我們很多時候就是
[00:10:02.080 --> 00:10:05.040]  神回應了我
[00:10:05.040 --> 00:10:07.440]  給了我所要的東西
[00:10:07.440 --> 00:10:08.440]  然後
[00:10:08.440 --> 00:10:10.040]  我們就跟神說
[00:10:10.040 --> 00:10:10.880]  神
[00:10:10.880 --> 00:10:12.560]  你的任務完成了
[00:10:12.560 --> 00:10:15.560]  你就可以走到一旁了
[00:10:15.560 --> 00:10:17.880]  我就繼續
[00:10:17.880 --> 00:10:21.040]  注視在你給我的東西的身上
[00:10:21.040 --> 00:10:21.880]  你呢
[00:10:21.880 --> 00:10:22.640]  我有空
[00:10:22.640 --> 00:10:23.400]  有困難
[00:10:23.400 --> 00:10:26.200]  我就會再來找你
[00:10:26.200 --> 00:10:26.480]  是不是
[00:10:26.480 --> 00:10:27.960]  我們很多時候都是
[00:10:27.960 --> 00:10:28.800]  是這樣的
[00:10:28.800 --> 00:10:29.760]  我發現
[00:10:29.760 --> 00:10:30.560]  你不要說我
[00:10:30.560 --> 00:10:32.880]  很多時候我都是這樣的
[00:10:32.880 --> 00:10:34.600]  其實
[00:10:34.600 --> 00:10:36.040]  其實你知不知道這樣是怎樣
[00:10:36.040 --> 00:10:40.320]  其實我們當了神是我們的附屬品
[00:10:40.320 --> 00:10:43.400]  有求就希望必應
[00:10:43.400 --> 00:10:44.800]  但是其實
[00:10:44.800 --> 00:10:46.120]  我的生命
[00:10:46.120 --> 00:10:47.480]  並未走到
[00:10:47.480 --> 00:10:49.640]  祂要做我的目的就是
[00:10:49.640 --> 00:10:52.160]  其實為祂而活
[00:10:52.160 --> 00:10:54.160]  今天在地上
[00:10:54.160 --> 00:10:56.080]  你為了誰而活
[00:10:56.080 --> 00:10:57.200]  你很容易知道的
[00:10:57.200 --> 00:10:58.560]  你想想你一天的時間
[00:10:58.560 --> 00:11:00.480]  是放在什麼地方
[00:11:00.480 --> 00:11:02.640]  你最注視的人是什麼
[00:11:02.640 --> 00:11:04.920]  是誰你就知道了
[00:11:04.920 --> 00:11:06.120]  那今天
[00:11:06.120 --> 00:11:07.840]  我們是不是為神而活呢
[00:11:07.840 --> 00:11:09.880]  其實往往我們停留在
[00:11:09.880 --> 00:11:11.320]  之前那個階段
[00:11:11.320 --> 00:11:12.560]  是令我們沒有辦法
[00:11:12.560 --> 00:11:14.960]  進入人生真正的目的
[00:11:14.960 --> 00:11:17.000]  就是為神而活
[00:11:17.000 --> 00:11:18.040]  因為我自我
[00:11:18.040 --> 00:11:19.240]  我什麼都想我自己
[00:11:19.240 --> 00:11:21.560]  什麼都要神成就我的東西
[00:11:21.560 --> 00:11:22.920]  我沒有想過
[00:11:22.920 --> 00:11:23.720]  其實
[00:11:23.720 --> 00:11:24.760]  我是要為神而活
[00:11:24.760 --> 00:11:26.160]  所以為神而活
[00:11:26.160 --> 00:11:27.320]  簡單一點來說
[00:11:27.320 --> 00:11:29.080]  有一個形容就是
[00:11:29.080 --> 00:11:30.440]  我們
[00:11:30.440 --> 00:11:32.280]  知不知道誰是
[00:11:32.280 --> 00:11:36.960]  我自己人生的老闆
[00:11:36.960 --> 00:11:37.760]  那你說
[00:11:37.760 --> 00:11:38.520]  我就是老闆
[00:11:38.520 --> 00:11:39.880]  我做生意
[00:11:39.880 --> 00:11:41.520]  我就是老闆
[00:11:41.520 --> 00:11:42.120]  是的
[00:11:42.120 --> 00:11:43.440]  你在地上是老闆
[00:11:43.440 --> 00:11:44.400]  你說
[00:11:44.400 --> 00:11:45.440]  我也有一個老闆
[00:11:45.440 --> 00:11:46.400]  我上班的
[00:11:46.400 --> 00:11:48.280]  我有老闆有老闆
[00:11:48.280 --> 00:11:50.960]  有些弟兄就會跟我說
[00:11:50.960 --> 00:11:52.960]  先問我老闆
[00:11:52.960 --> 00:11:54.440]  他老婆
[00:11:54.440 --> 00:11:55.680]  老婆是老闆
[00:11:55.680 --> 00:11:57.960]  有些很忙碌的就說
[00:11:57.960 --> 00:11:59.280]  先問我老闆
[00:11:59.280 --> 00:12:01.040]  老闆就是子女
[00:12:01.040 --> 00:12:02.880]  整個地都是老闆
[00:12:02.880 --> 00:12:05.240]  每個人都是老闆
[00:12:05.240 --> 00:12:10.560]  那其實誰才是真正的老闆
[00:12:10.560 --> 00:12:13.040]  我們每個人都有真正的老闆
[00:12:13.040 --> 00:12:16.160]  那個老闆就是我們的上帝
[00:12:16.160 --> 00:12:18.320]  是創造我們的上帝
[00:12:18.320 --> 00:12:19.200]  我想問
[00:12:19.200 --> 00:12:21.080]  你聽不聽你老闆的話
[00:12:21.080 --> 00:12:23.080]  在上班
[00:12:23.080 --> 00:12:24.360]  聽不聽
[00:12:24.360 --> 00:12:25.560]  夠膽不聽
[00:12:25.560 --> 00:12:26.200]  是不是
[00:12:26.200 --> 00:12:27.160]  老闆說
[00:12:27.160 --> 00:12:28.960]  你夠膽不聽
[00:12:28.960 --> 00:12:29.960]  你老闆叫你做什麼
[00:12:29.960 --> 00:12:30.600]  兩極插刀
[00:12:30.600 --> 00:12:31.520]  老闆我不放工
[00:12:31.520 --> 00:12:35.000]  我什麼都幫你做
[00:12:35.000 --> 00:12:35.680]  好吧
[00:12:35.680 --> 00:12:37.720]  那神跟你說
[00:12:37.720 --> 00:12:38.720]  老闆
[00:12:38.720 --> 00:12:41.400]  那神
[00:12:41.400 --> 00:12:43.720]  你想要我做什麼
[00:12:43.720 --> 00:12:44.360]  告訴我
[00:12:44.360 --> 00:12:46.000]  看看我喜不喜歡
[00:12:46.000 --> 00:12:47.320]  喜歡就做
[00:12:47.320 --> 00:12:49.280]  不喜歡就不做
[00:12:49.280 --> 00:12:50.240]  你對老闆
[00:12:50.240 --> 00:12:53.640]  真正的老闆是這樣
[00:12:53.640 --> 00:12:55.080]  不過神不會解僱我們的
[00:12:55.080 --> 00:12:56.480]  你放心
[00:12:56.480 --> 00:12:58.720]  如果你在跟地上的老闆這樣說
[00:12:58.720 --> 00:13:03.160]  我想你明天應該都不用上班了
[00:13:03.160 --> 00:13:04.440]  是不是
[00:13:04.440 --> 00:13:05.440]  所以等於姐妹
[00:13:05.440 --> 00:13:07.400]  如果你在地上
[00:13:07.400 --> 00:13:08.120]  順服老闆
[00:13:08.120 --> 00:13:10.240]  我想我同意是正確的
[00:13:10.240 --> 00:13:13.320]  我們需要順服地上的掌權
[00:13:13.320 --> 00:13:14.360]  但是
[00:13:14.360 --> 00:13:15.400]  如果是這樣
[00:13:15.400 --> 00:13:16.600]  你的姿態是這樣的時候
[00:13:16.600 --> 00:13:18.360]  你更加需要順服
[00:13:18.360 --> 00:13:20.480]  生命裡面真正的老闆
[00:13:20.480 --> 00:13:21.160]  你要知道
[00:13:21.160 --> 00:13:23.000]  誰是我們生命裡面
[00:13:23.000 --> 00:13:25.760]  真正的老闆
[00:13:25.760 --> 00:13:26.520]  是不是
[00:13:26.520 --> 00:13:28.520]  行不行
[00:13:28.520 --> 00:13:29.600]  只有這樣
[00:13:29.600 --> 00:13:31.120]  我們才能夠
[00:13:31.120 --> 00:13:34.000]  把我們的焦點放在神的身上
[00:13:34.000 --> 00:13:35.640]  多些去明白祂的旨意
[00:13:35.640 --> 00:13:36.440]  所以今天
[00:13:36.440 --> 00:13:38.360]  神提醒我們
[00:13:38.360 --> 00:13:42.640]  不要再經常專注在自己的計劃
[00:13:42.640 --> 00:13:44.160]  地上有很多東西
[00:13:44.160 --> 00:13:45.480]  自己的利益
[00:13:45.480 --> 00:13:46.800]  我們在地上
[00:13:46.800 --> 00:13:48.440]  有一個很明確的目標
[00:13:48.440 --> 00:13:51.240]  今天我們在這個世界上
[00:13:51.240 --> 00:13:52.200]  在這個地上
[00:13:52.200 --> 00:13:53.720]  我們做不同的職業
[00:13:53.720 --> 00:13:54.880]  不同的崗位
[00:13:54.880 --> 00:13:56.880]  神給我們不同的身份
[00:13:56.880 --> 00:13:58.480]  但是我們有一個
[00:13:58.480 --> 00:14:00.760]  很明確的身份
[00:14:00.760 --> 00:14:02.080]  我們要抓緊的
[00:14:02.080 --> 00:14:05.920]  就是我們是神兒女的身份
[00:14:05.920 --> 00:14:08.160]  一個最重要
[00:14:08.160 --> 00:14:09.720]  也是最終極的身份
[00:14:09.720 --> 00:14:11.840]  就是我們是神的兒女
[00:14:11.840 --> 00:14:13.880]  所以要按照上帝的吩咐
[00:14:13.880 --> 00:14:14.920]  神做我們的目的
[00:14:14.920 --> 00:14:17.760]  就是在地上來代表祂
[00:14:17.760 --> 00:14:19.800]  代表祂好好地
[00:14:19.800 --> 00:14:22.680]  來管理這個世界
[00:14:22.680 --> 00:14:23.680]  祂授權
[00:14:23.680 --> 00:14:26.120]  祂賦予今天我們在我們的崗位上
[00:14:26.120 --> 00:14:27.640]  能夠接觸到的
[00:14:27.640 --> 00:14:30.480]  能夠管理到的東西
[00:14:30.480 --> 00:14:33.000]  用祂的方法
[00:14:33.000 --> 00:14:34.840]  而管理的當然
[00:14:34.840 --> 00:14:36.080]  包括一樣東西
[00:14:36.080 --> 00:14:38.520]  就是管理我們自己
[00:14:38.520 --> 00:14:40.520]  我們都是神的兒女
[00:14:40.520 --> 00:14:42.120]  我們去管理我們自己
[00:14:42.120 --> 00:14:42.920]  所以記住
[00:14:42.920 --> 00:14:44.840]  今天我們在地上
[00:14:44.840 --> 00:14:47.160]  是要榮耀神
[00:14:47.160 --> 00:14:50.160]  我們最終的目的是要榮耀神
[00:14:50.160 --> 00:14:51.680]  彰顯神
[00:14:51.680 --> 00:14:54.960]  因為我們是神的創造
[00:14:54.960 --> 00:14:56.040]  我們其實
[00:14:56.040 --> 00:14:57.800]  當你這樣想的時候
[00:14:57.800 --> 00:14:59.960]  生命就立刻好像
[00:14:59.960 --> 00:15:02.200]  多了一份清晰的使命
[00:15:02.200 --> 00:15:03.160]  是不是
[00:15:03.160 --> 00:15:03.960]  我要代表神
[00:15:03.960 --> 00:15:08.160]  我要榮耀神
[00:15:08.160 --> 00:15:08.880]  那麼
[00:15:08.880 --> 00:15:09.520]  我們說
[00:15:09.520 --> 00:15:10.200]  可以做
[00:15:10.200 --> 00:15:11.880]  有一個清晰的使命的時候
[00:15:11.880 --> 00:15:12.960]  我們就會說
[00:15:12.960 --> 00:15:15.320]  其實我都知道
[00:15:15.320 --> 00:15:16.440]  榮耀神
[00:15:16.440 --> 00:15:17.400]  彰顯神
