
[00:00:00.000 --> 00:00:03.000]  「殺雞還殺」
[00:02:29.000 --> 00:02:33.000]  因為我們要將上好的獻給我們的神
[00:02:33.000 --> 00:02:37.000]  首先他要沒有殘疾
[00:02:37.000 --> 00:02:39.000]  不可以有殘缺
[00:02:39.000 --> 00:02:41.000]  不可以有病
[00:02:41.000 --> 00:02:43.000]  是一隻你很滿意
[00:02:43.000 --> 00:02:47.000]  所以你往往會帶著一種好不捨得
[00:02:47.000 --> 00:02:51.000]  你是很樂意的將牠來到獻上
[00:02:51.000 --> 00:02:54.000]  所以聖經裡面很多時候都說
[00:02:54.000 --> 00:02:56.000]  當我們去奉獻的時候
[00:02:56.000 --> 00:02:59.000]  必須要是甘心樂意
[00:02:59.000 --> 00:03:03.000]  你就選自己牛群裡面一隻最好的
[00:03:03.000 --> 00:03:06.000]  好 我這次就將這隻牛獻上
[00:03:06.000 --> 00:03:09.000]  你就帶到祭司面前
[00:03:09.000 --> 00:03:14.000]  然後你要按手在牛的頭上
[00:03:14.000 --> 00:03:17.000]  按手這個字有壓的意思
[00:03:17.000 --> 00:03:21.000]  所以你好像將你自己的重量壓在上面
[00:03:21.000 --> 00:03:24.000]  因為這隻牛就代表你
[00:03:24.000 --> 00:03:29.000]  因為牠是要贖你的罪
[00:03:29.000 --> 00:03:32.000]  所以你將你的手放在牛的頭上面
[00:03:32.000 --> 00:03:35.000]  然後你殺了那隻牛
[00:03:35.000 --> 00:03:38.000]  於是祭司就去取那些血
[00:03:38.000 --> 00:03:41.000]  將那些血灑在祭壇的四周
[00:03:41.000 --> 00:03:44.000]  代表血灑了出來
[00:03:44.000 --> 00:03:49.000]  因為血有赦罪的意思
[00:03:49.000 --> 00:03:53.000]  所以是要由祭司去將那些血灑的
[00:03:53.000 --> 00:03:57.000]  然後你就剝了牛的皮
[00:03:57.000 --> 00:04:00.000]  然後將那些肉切成塊子
[00:04:00.000 --> 00:04:01.000]  一塊一塊
[00:04:01.000 --> 00:04:03.000]  然後連著頭
[00:04:03.000 --> 00:04:05.000]  就放在壇上面
[00:04:05.000 --> 00:04:07.000]  有火 有木
[00:04:07.000 --> 00:04:09.000]  然後就燒
[00:04:09.000 --> 00:04:12.000]  然後那個內臟和腿
[00:04:12.000 --> 00:04:14.000]  要洗乾淨
[00:04:14.000 --> 00:04:16.000]  因為怕有些東西不潔淨
[00:04:16.000 --> 00:04:18.000]  然後就燒了
[00:04:18.000 --> 00:04:22.000]  當那些香氣向上升的時候
[00:04:22.000 --> 00:04:26.000]  神聞到那些清香的香氣
[00:04:26.000 --> 00:04:29.000]  祂就越納人的憲制
[00:04:29.000 --> 00:04:32.000]  所以那個Burn Offering
[00:04:32.000 --> 00:04:34.000]  就有上升的意思
[00:04:34.000 --> 00:04:36.000]  就是說那些香氣上升
[00:04:36.000 --> 00:04:39.000]  就代表人去靠近神
[00:04:39.000 --> 00:04:43.000]  掃祭就帶了一些小麥
[00:04:43.000 --> 00:04:46.000]  弄成小麵來獻上
[00:04:46.000 --> 00:04:50.000]  平安祭就是一種和睦的祭
[00:04:50.000 --> 00:04:52.000]  為了和睦的緣故
[00:04:52.000 --> 00:04:54.000]  你來獻上
[00:04:54.000 --> 00:04:58.000]  所以三個祭都是自願的
[00:04:58.000 --> 00:05:00.000]  但是接著有兩個祭
[00:05:00.000 --> 00:05:02.000]  是強制性的
[00:05:02.000 --> 00:05:04.000]  就是贖罪祭
[00:05:04.000 --> 00:05:08.000]  就是說當你做了一些錯的事
[00:05:08.000 --> 00:05:10.000]  你要來贖罪
[00:05:10.000 --> 00:05:14.000]  可以是那些祭司犯罪贖罪
[00:05:14.000 --> 00:05:17.000]  那些官長犯罪贖罪
[00:05:17.000 --> 00:05:22.000]  可以是平民百姓犯罪贖罪
[00:05:22.000 --> 00:05:24.000]  那就叫贖罪祭
[00:05:24.000 --> 00:05:28.000]  贖謙祭就是你有一些過錯
[00:05:28.000 --> 00:05:30.000]  譬如說你得罪了人
[00:05:30.000 --> 00:05:32.000]  或者你偷了人的東西
[00:05:32.000 --> 00:05:34.000]  或者你做了一些不應該做的事
[00:05:34.000 --> 00:05:39.000]  那你就獻上贖謙祭
[00:05:39.000 --> 00:05:41.000]  是必須要獻上
[00:05:41.000 --> 00:05:46.000]  所以最後這兩種祭是強制性的
[00:05:46.000 --> 00:05:49.000]  而這些獻祭都是代表人
[00:05:49.000 --> 00:05:53.000]  他可以去靠近神
[00:05:53.000 --> 00:05:56.000]  透過這個祭物流出血
[00:05:56.000 --> 00:05:59.000]  我們可以靠近神
[00:05:59.000 --> 00:06:01.000]  今天我們感謝神
[00:06:01.000 --> 00:06:05.000]  因為耶穌就是被殺的高揚
[00:06:05.000 --> 00:06:08.000]  因為耶穌一次的犧牲
[00:06:08.000 --> 00:06:10.000]  一次的死
[00:06:10.000 --> 00:06:12.000]  流出祂的保護
[00:06:12.000 --> 00:06:15.000]  就叫我們全部的人得潔淨
[00:06:15.000 --> 00:06:17.000]  所以我們就不需要
[00:06:17.000 --> 00:06:19.000]  每次都帶著祭箱
[00:06:19.000 --> 00:06:20.000]  來到神的面前
[00:06:20.000 --> 00:06:25.000]  因為耶穌已經一次過赦免了我們的罪
[00:06:25.000 --> 00:06:27.000]  一次的獻上
[00:06:27.000 --> 00:06:30.000]  就永遠的贖罪
[00:06:30.000 --> 00:06:32.000]  所以在《利美記》裡面
[00:06:32.000 --> 00:06:36.000]  這個記載是很活潑很生動的
[00:06:36.000 --> 00:06:39.000]  代表我們可以去靠近神
[00:06:39.000 --> 00:06:42.000]  所以獻祭有三個意義
[00:06:42.000 --> 00:06:47.000]  第一是神給予我們恩典
[00:06:47.000 --> 00:06:49.000]  可以赦我們的罪
[00:06:49.000 --> 00:06:51.000]  第二就是那種伸縮
[00:06:51.000 --> 00:06:55.000]  是替我們去贖罪
[00:06:55.000 --> 00:06:57.000]  替代我們
[00:06:57.000 --> 00:06:59.000]  是替代了我們
[00:06:59.000 --> 00:07:05.000]  第三獻祭是叫我們能夠靠近神
[00:07:05.000 --> 00:07:09.000]  所以獻祭不單止有上升的意思
[00:07:09.000 --> 00:07:14.000]  而且字根就有靠近的意思
[00:07:14.000 --> 00:07:17.000]  我們因此可以靠近
[00:07:17.000 --> 00:07:20.000]  去到神的面前
[00:07:20.000 --> 00:07:23.000]  所以今天我們基督徒
[00:07:23.000 --> 00:07:27.000]  都很需要時時去認罪悔改
[00:07:27.000 --> 00:07:30.000]  耶穌基督祂為我們
[00:07:30.000 --> 00:07:33.000]  將那個萬子打開
[00:07:33.000 --> 00:07:36.000]  我們就可以進到神面前
[00:07:36.000 --> 00:07:39.000]  今天我們又不需要戴祭笙
[00:07:39.000 --> 00:07:41.000]  我們又不需要透過祭司
[00:07:41.000 --> 00:07:44.000]  我們自己就可以來到神的面前
[00:07:44.000 --> 00:07:46.000]  向祂認罪
[00:07:46.000 --> 00:07:48.000]  祂受刑罰
[00:07:48.000 --> 00:07:50.000]  祂受鞭傷
[00:07:50.000 --> 00:07:54.000]  是叫我們得醫治
[00:07:54.000 --> 00:07:57.000]  今天人的內心裏面有很多的重擔
[00:07:57.000 --> 00:08:00.000]  今天我們人有很多的虧欠
[00:08:00.000 --> 00:08:03.000]  今天我們人有很多各式各樣
[00:08:03.000 --> 00:08:05.000]  大大小小不同的罪
[00:08:05.000 --> 00:08:08.000]  但是主耶穌的救贖
[00:08:08.000 --> 00:08:12.000]  就叫我們可以完全得赦免
[00:08:12.000 --> 00:08:15.000]  所以獻祭是讓我們記起
[00:08:15.000 --> 00:08:18.000]  我們需要去靠近神
[00:08:18.000 --> 00:08:21.000]  利美記有一個很重要的主題
[00:08:21.000 --> 00:08:24.000]  因為我們的神是聖潔的
[00:08:24.000 --> 00:08:27.000]  所以我們必須要聖潔
[00:08:27.000 --> 00:08:30.000]  讓我們學習去敬畏
[00:08:30.000 --> 00:08:32.000]  要為聖潔的神
[00:08:32.000 --> 00:08:34.000]  有求神幫助我們
[00:08:34.000 --> 00:08:36.000]  讓我們在每天的生活裏面
[00:08:36.000 --> 00:08:39.000]  我們都追求聖潔
[00:08:39.000 --> 00:08:41.000]  人非聖潔
[00:08:41.000 --> 00:08:44.000]  就沒有人能夠見神
[00:08:44.000 --> 00:08:47.000]  讓我們常常在我們的生活裏面
[00:08:47.000 --> 00:08:50.000]  我們成為一個聖潔的子民
[00:08:50.000 --> 00:08:51.400]  祝神的喜悅
[00:08:51.400 --> 00:08:53.080]  願神賜福你
