
[00:00:00.000 --> 00:00:10.000]  今天我們從《已布索書》這本書來看到整個這本書的情形
[00:03:09.000 --> 00:03:12.000]  他們都聽見了主的道
[00:03:12.000 --> 00:03:14.000]  那麼他在那個地方
[00:03:14.000 --> 00:03:17.000]  那個城裏頭有一個學坊
[00:03:17.000 --> 00:03:20.000]  叫推雅推拉努學坊
[00:03:20.000 --> 00:03:23.000]  那個地方專門是講哲學
[00:03:23.000 --> 00:03:25.000]  專門講這個世界上學問的地方
[00:03:25.000 --> 00:03:28.000]  所以保羅呢也利用那個地方呢
[00:03:28.000 --> 00:03:30.000]  在那個地方講了神的話
[00:03:30.000 --> 00:03:33.000]  所以在這個有兩年的時間
[00:03:33.000 --> 00:03:36.000]  在學坊裏頭就是利用這個機會
[00:03:36.000 --> 00:03:38.000]  天天講主的話
[00:03:38.000 --> 00:03:42.000]  所以這個主的話就從已布索傳開
[00:03:42.000 --> 00:03:45.000]  到這個雅西亞各個地方
[00:03:45.000 --> 00:03:51.000]  很多人就來到已布索來聽神的話
[00:03:51.000 --> 00:03:52.000]  那我們要看看
[00:03:52.000 --> 00:03:56.000]  是這樣一個重要的一個城市
[00:03:56.000 --> 00:03:58.000]  保羅以這個作爲一個背景
[00:03:58.000 --> 00:04:01.000]  來寫到這個已布索書
[00:04:01.000 --> 00:04:04.000]  那麼已布索書的主題是什麼
[00:04:04.000 --> 00:04:07.000]  我們可以從三方面來看
[00:04:07.000 --> 00:04:08.000]  一個是講到
[00:04:08.000 --> 00:04:11.000]  主題就講到基督跟教會
[00:04:11.000 --> 00:04:14.000]  基督跟教會的關係
[00:04:14.000 --> 00:04:18.000]  有講到教會是基督的身體
[00:04:18.000 --> 00:04:23.000]  這是已布索書主題的之一
[00:04:23.000 --> 00:04:25.000]  在新約裏頭有兩卷書
[00:04:25.000 --> 00:04:28.000]  講到基督和教會的關係
[00:04:28.000 --> 00:04:30.000]  一個就是已布索書
[00:04:30.000 --> 00:04:32.000]  一個就是哥樂西書
[00:04:32.000 --> 00:04:34.000]  這個兩本書呢
[00:04:34.000 --> 00:04:38.000]  都是講到基督跟教會的關係
[00:04:38.000 --> 00:04:39.000]  那麼在已布索書呢
[00:04:39.000 --> 00:04:42.000]  是天衆在教會這方面
[00:04:42.000 --> 00:04:46.000]  講到教會是基督的身體
[00:04:46.000 --> 00:04:48.000]  教會是基督的身體
[00:04:48.000 --> 00:04:50.000]  這是從已布索書來講的
[00:04:50.000 --> 00:04:52.000]  那哥樂西書呢
[00:04:52.000 --> 00:04:55.000]  也是講基督跟教會的關係
[00:04:55.000 --> 00:04:57.000]  那天衆在基督這方面
[00:04:57.000 --> 00:05:01.000]  講到基督是教會的元首
[00:05:01.000 --> 00:05:04.000]  所以你看神就用這兩卷書
[00:05:04.000 --> 00:05:07.000]  來講到基督和教會
[00:05:07.000 --> 00:05:11.000]  一方面講到教會是基督的身體
[00:05:11.000 --> 00:05:13.000]  那另一方面呢
[00:05:13.000 --> 00:05:15.000]  基督是教會的元首
[00:05:15.000 --> 00:05:17.000]  是教會的頭
[00:05:17.000 --> 00:05:19.000]  所以這兩方面配合起來呢
[00:05:19.000 --> 00:05:23.000]  就把這個基督跟教會的關係
[00:05:23.000 --> 00:05:26.000]  講得很清楚
[00:05:26.000 --> 00:05:30.000]  第二個主題是講到教會做什麼呢
[00:05:30.000 --> 00:05:34.000]  教會是基督的見證
[00:05:34.000 --> 00:05:40.000]  神要藉着教會來見證神的旨意
[00:05:40.000 --> 00:05:43.000]  這個旨意是一個大的旨意
[00:05:43.000 --> 00:05:46.000]  這個旨意是一個永遠的旨意
[00:05:46.000 --> 00:05:50.000]  從創世以前所定下來的
[00:05:50.000 --> 00:05:59.000]  一直到永世裏頭都存在的永遠的旨意
[00:05:59.000 --> 00:06:02.000]  所以做這個基督的見證
[00:06:02.000 --> 00:06:04.000]  在神的心中呢
[00:06:04.000 --> 00:06:06.000]  就是做見證
[00:06:06.000 --> 00:06:09.000]  不是着重在個人
[00:06:09.000 --> 00:06:12.000]  個人是需要做基督的見證
[00:06:12.000 --> 00:06:14.000]  當你信了主以後
[00:06:14.000 --> 00:06:17.000]  你要做見證耶穌基督
[00:06:17.000 --> 00:06:19.000]  見證祂是我們的救主
[00:06:19.000 --> 00:06:22.000]  見證神是獨一的真神
[00:06:22.000 --> 00:06:24.000]  每個人聽到福音呢
[00:06:24.000 --> 00:06:27.000]  他都有機會來相信來接受
[00:06:27.000 --> 00:06:30.000]  見證基督
[00:06:30.000 --> 00:06:34.000]  但是我們不能夠只是着重在個人的得救
[00:06:34.000 --> 00:06:38.000]  還要進到一個得救的羣體
[00:06:38.000 --> 00:06:40.000]  一個集體
[00:06:40.000 --> 00:06:44.000]  神所要的不是單單一個一個的基督徒
[00:06:44.000 --> 00:06:49.000]  神所要的就是整體基督的教會
[00:06:49.000 --> 00:06:52.000]  所以這個聖經呢
[00:06:52.000 --> 00:06:53.000]  告訴我們
[00:06:53.000 --> 00:06:55.000]  我們不能夠只是着重在
[00:06:55.000 --> 00:06:58.000]  英心稱義我們的罪得到赦免
[00:06:58.000 --> 00:06:59.000]  我們不至於滅亡
[00:06:59.000 --> 00:07:01.000]  我們有了永生
[00:07:01.000 --> 00:07:03.000]  我們將來可以到天堂
[00:07:03.000 --> 00:07:05.000]  聖經故事當中
[00:07:05.000 --> 00:07:08.000]  當然叫我們偏重在罪方面
[00:07:08.000 --> 00:07:11.000]  偏重在個人的得救
[00:07:11.000 --> 00:07:15.000]  神是要我們要得到一個得救的羣體
[00:07:15.000 --> 00:07:16.000]  就是教會
[00:07:16.000 --> 00:07:19.000]  神所要的是一個得救的羣體
[00:07:19.000 --> 00:07:22.000]  那這就是教會
[00:07:22.000 --> 00:07:25.000]  不但是看到英心稱義
[00:07:25.000 --> 00:07:28.000]  我們得到很大的好處
[00:07:28.000 --> 00:07:29.000]  本來我們罪人呢
[00:07:29.000 --> 00:07:35.000]  現在是我們新的主神就稱我們爲義了
[00:07:35.000 --> 00:07:38.000]  我們還要看到神有更大的目的
[00:07:38.000 --> 00:07:40.000]  是叫我們成爲聖潔
[00:07:40.000 --> 00:07:44.000]  叫我們能夠做祂的子民
[00:07:44.000 --> 00:07:47.000]  在舊約裏頭也特別提到
[00:07:47.000 --> 00:07:49.000]  神對以色列人呢
[00:07:49.000 --> 00:07:52.000]  不是單單救他們出埃及
[00:07:52.000 --> 00:07:54.000]  讓他們得到自由
[00:07:54.000 --> 00:07:55.000]  神的目的是說
[00:07:55.000 --> 00:07:59.000]  你們要做我的特做我的子民
[00:07:59.000 --> 00:08:04.000]  讓這個子民能夠把神的榮耀給彰顯出來
[00:08:04.000 --> 00:08:07.000]  所以神所得到的不但是個人
[00:08:07.000 --> 00:08:09.000]  他得到一個團體
[00:08:09.000 --> 00:08:12.000]  神所得到的不是個人的得救
[00:08:12.000 --> 00:08:15.000]  要有個得救的教會
[00:08:15.000 --> 00:08:17.000]  得救的羣體
[00:08:17.000 --> 00:08:18.000]  那這樣的話呢
[00:08:18.000 --> 00:08:21.000]  神得到榮耀
[00:08:21.000 --> 00:08:25.000]  所以我們在這卷書裏頭也看到呢
[00:08:25.000 --> 00:08:28.000]  你要做這個基督的見證呢
[00:08:28.000 --> 00:08:31.000]  你要認識神的旨意
[00:08:31.000 --> 00:08:33.000]  所以到第十節呢
[00:08:33.000 --> 00:08:36.000]  特別提到神的旨意是什麼
[00:08:36.000 --> 00:08:39.000]  我們一般的是注重個人
[00:08:39.000 --> 00:08:42.000]  神對我們個人的旨意
[00:08:42.000 --> 00:08:45.000]  神你要在什麼地方住
[00:08:45.000 --> 00:08:47.000]  神你要做什麼工作
[00:08:47.000 --> 00:08:50.000]  你對我的生活有什麼要求
[00:08:50.000 --> 00:08:53.000]  我們一般的都是比較注重的
[00:08:53.000 --> 00:08:54.000]  在個人
[00:08:54.000 --> 00:08:56.000]  神對我們個人的旨意
[00:08:56.000 --> 00:08:59.000]  但是我們比較忽略的呢
[00:08:59.000 --> 00:09:01.000]  就是神對整個教會
[00:09:01.000 --> 00:09:03.000]  整個這個得救的羣體
[00:09:03.000 --> 00:09:05.000]  有什麼旨意
[00:09:05.000 --> 00:09:07.000]  那麼這封書信呢
[00:09:07.000 --> 00:09:12.000]  就幫助我們能夠來認識神的旨意
[00:09:12.000 --> 00:09:14.000]  這是第二個主題
[00:09:14.000 --> 00:09:16.000]  第三個主題呢
[00:09:16.000 --> 00:09:18.000]  就是防備異端
[00:09:18.000 --> 00:09:21.000]  在教會初期成立以後
[00:09:21.000 --> 00:09:23.000]  就有各種的異端出現
[00:09:23.000 --> 00:09:26.000]  所以保羅寫的書信的話
[00:09:26.000 --> 00:09:28.000]  很多時候呢
[00:09:28.000 --> 00:09:30.000]  就針對當時的異端
[00:09:30.000 --> 00:09:33.000]  信徒叫防備異端
[00:09:33.000 --> 00:09:35.000]  怎麼防備異端呢
[00:09:35.000 --> 00:09:37.000]  就是告訴信徒
[00:09:37.000 --> 00:09:42.000]  你應該有的信仰和行爲
[00:09:42.000 --> 00:09:44.000]  爲什麼這麼重要呢
[00:09:44.000 --> 00:09:46.000]  防備異端呢
[00:09:46.000 --> 00:09:49.000]  要知道自己所信的是什麼
[00:09:49.000 --> 00:09:53.000]  那麼也要知道自己信了以後
[00:09:53.000 --> 00:09:56.000]  有什麼行爲
[00:09:56.000 --> 00:09:59.000]  所以防備異端對我們的信仰
[00:09:59.000 --> 00:10:02.000]  不是單單從這個教義
[00:10:02.000 --> 00:10:05.000]  不是單單從理論方面
[00:10:05.000 --> 00:10:07.000]  異端錯在什麼地方
[00:10:07.000 --> 00:10:10.000]  神的話告訴我們這方面
[00:10:10.000 --> 00:10:12.000]  還有另一方面很重要的
[00:10:12.000 --> 00:10:14.000]  就是你信了以後
[00:10:14.000 --> 00:10:16.000]  你的生活怎麼改變
[00:10:16.000 --> 00:10:17.000]  你的人怎麼改變
[00:10:17.000 --> 00:10:19.000]  你的家庭怎麼改變
[00:10:19.000 --> 00:10:22.000]  你對這個世界的人生觀
[00:10:22.000 --> 00:10:26.000]  世界觀 價值觀各方面
[00:10:26.000 --> 00:10:27.000]  你有什麼改變
[00:10:27.000 --> 00:10:30.000]  這些改變是在你裏面是真實的
[00:10:30.000 --> 00:10:32.000]  你用這個
[00:10:32.000 --> 00:10:33.000]  你就可以抵擋
[00:10:33.000 --> 00:10:37.000]  這些錯誤的信仰
[00:10:37.000 --> 00:10:38.000]  如果我們只是說
[00:10:38.000 --> 00:10:40.000]  我們信的是這樣
[00:10:40.000 --> 00:10:42.000]  理論上是這樣
[00:10:42.000 --> 00:10:43.000]  但是對我們生活上
[00:10:43.000 --> 00:10:45.000]  一點都沒有作用的話
[00:10:45.000 --> 00:10:48.000]  或者作用很少的話
[00:10:48.000 --> 00:10:50.000]  那麼你就會懷疑了
[00:10:50.000 --> 00:10:52.000]  有時候碰到一些異端的話
[00:10:52.000 --> 00:10:53.000]  你就不知道分辨
[00:10:53.000 --> 00:10:56.000]  到底我信的對不對呢
[00:10:56.000 --> 00:10:59.000]  到底我信的是真的還假的呢
[00:10:59.000 --> 00:11:01.000]  你就會懷疑了
[00:11:01.000 --> 00:11:04.000]  如果你能夠認識自己的信仰
[00:11:04.000 --> 00:11:06.000]  又能夠看到的信仰
[00:11:06.000 --> 00:11:08.000]  在你的人生中間
[00:11:08.000 --> 00:11:10.000]  在你的家庭
[00:11:10.000 --> 00:11:12.000]  在你的關係各個方面
[00:11:12.000 --> 00:11:14.000]  都出現跟以前不同的
[00:11:14.000 --> 00:11:16.000]  而且知道這些不同呢
[00:11:16.000 --> 00:11:18.000]  不是你個人的
[00:11:18.000 --> 00:11:21.000]  自己的這個意念
[00:11:21.000 --> 00:11:24.000]  或者自己的這個認識
[00:11:24.000 --> 00:11:28.000]  而是神在你心裏頭的作用
[00:11:28.000 --> 00:11:29.000]  那麼你這樣的話
[00:11:29.000 --> 00:11:31.000]  對你的所信的呢
[00:11:31.000 --> 00:11:33.000]  就會堅定不移
[00:11:33.000 --> 00:11:36.000]  所以基督徒爲什麼常常會
[00:11:36.000 --> 00:11:38.000]  碰到事情會動搖呢
[00:11:38.000 --> 00:11:41.000]  就是對這個信仰
[00:11:41.000 --> 00:11:44.000]  在我們身上所影響的
[00:11:44.000 --> 00:11:47.000]  所產生的作用不太多
[00:11:47.000 --> 00:11:48.000]  反正信了以後
[00:11:48.000 --> 00:11:50.000]  有時候也會懷疑
[00:11:50.000 --> 00:11:51.000]  怎麼我信了以後
[00:11:51.000 --> 00:11:54.000]  跟沒有信以前差不多多少
[00:11:54.000 --> 00:11:57.000]  那如果你有這種情況的話
[00:11:57.000 --> 00:12:00.000]  你就很容易受到異端的攻擊
[00:12:00.000 --> 00:12:01.000]  所以保羅在這裏
[00:12:01.000 --> 00:12:03.000]  也是告訴我們
[00:12:03.000 --> 00:12:06.000]  要知道我們這個信仰
[00:12:06.000 --> 00:12:08.000]  該有的信仰是什麼
[00:12:08.000 --> 00:12:12.000]  還要知道我們該有的行爲是什麼
[00:12:12.000 --> 00:12:14.000]  所以保羅在這本書裏頭
[00:12:14.000 --> 00:12:16.000]  不是隻是提到信仰
[00:12:16.000 --> 00:12:18.000]  不是隻是提到教義
[00:12:18.000 --> 00:12:21.000]  他乃是很一半的時間
[00:12:21.000 --> 00:12:23.000]  是提到我們的行爲
[00:12:23.000 --> 00:12:28.000]  各方面的行爲
[00:12:28.000 --> 00:12:30.000]  我們認爲
[00:12:30.000 --> 00:12:35.000]  以後守住一個重要這節聖經
[00:12:35.000 --> 00:12:38.000]  就在第十節
[00:12:38.000 --> 00:12:40.000]  第十節就說
[00:12:40.000 --> 00:12:43.000]  要做所安排的
[00:12:43.000 --> 00:12:46.000]  在日期滿足的時候
[00:12:46.000 --> 00:12:49.000]  是天上地上一切所有的
[00:12:49.000 --> 00:12:53.000]  都在基督裏面同歸一
[00:12:53.000 --> 00:12:58.000]  這是神一個大的旨意
[00:12:58.000 --> 00:13:01.000]  也可以說是一個永遠的旨意
[00:13:01.000 --> 00:13:02.000]  這節旨意
[00:13:02.000 --> 00:13:05.000]  這節聖經是很重要的
[00:13:05.000 --> 00:13:08.000]  同歸一
[00:13:08.000 --> 00:13:11.000]  不單單是指到位置
[00:13:11.000 --> 00:13:14.000]  說所有的都在神裏頭
[00:13:14.000 --> 00:13:18.000]  同歸一就是以基督作爲頭
[00:13:18.000 --> 00:13:20.000]  以他作爲頭
[00:13:20.000 --> 00:13:24.000]  把所有的一切天上的地上的
[00:13:24.000 --> 00:13:26.000]  都在基督裏面
[00:13:26.000 --> 00:13:30.000]  找到他所存在的意義
[00:13:30.000 --> 00:13:34.000]  這是這節聖經告訴我們的
[00:13:34.000 --> 00:13:38.000]  所有的一切都不能離開基督
[00:13:38.000 --> 00:13:40.000]  人爲什麼活着
[00:13:40.000 --> 00:13:42.000]  如果你沒有基督的話
[00:13:42.000 --> 00:13:44.000]  你活着有什麼意義呢
[00:13:44.000 --> 00:13:46.000]  即使有一點點的意義的話
[00:13:46.000 --> 00:13:48.000]  也不是很重要
[00:13:48.000 --> 00:13:50.000]  可是如果你是在基督裏頭
[00:13:50.000 --> 00:13:54.000]  你就找到你存在的意義
[00:13:54.000 --> 00:13:56.000]  其他東西也是一樣
[00:13:56.000 --> 00:13:59.000]  一個國家一個民族一個社會
[00:13:59.000 --> 00:14:03.000]  他能夠興旺能夠存在
[00:14:03.000 --> 00:14:04.000]  能夠滿足神的心
[00:14:04.000 --> 00:14:07.000]  就是看他是不是在基督裏頭
[00:14:07.000 --> 00:14:09.000]  找不到他的意義
[00:14:09.000 --> 00:14:11.000]  所以這個同歸一
[00:14:11.000 --> 00:14:14.000]  都是萬有在基督裏頭
[00:14:14.000 --> 00:14:17.000]  都找到他存在的意義
[00:14:17.000 --> 00:14:20.000]  所以這個在《以伯所述》裏頭
[00:14:20.000 --> 00:14:24.000]  就是從大的方面來看
[00:14:24.000 --> 00:14:28.000]  再下來我們要比較很快的
[00:14:28.000 --> 00:14:32.000]  要看一看《以伯所述》的特點
[00:14:32.000 --> 00:14:38.000]  保羅寫了新約的書信十三封
[00:14:38.000 --> 00:14:41.000]  寫給七個教會
[00:14:41.000 --> 00:14:43.000]  有這個羅馬教會
[00:14:43.000 --> 00:14:45.000]  有哥倫多教會
[00:14:45.000 --> 00:14:46.000]  有加拿大教會
[00:14:46.000 --> 00:14:48.000]  有以伯所教會
[00:14:48.000 --> 00:14:50.000]  有格羅西教會
[00:14:50.000 --> 00:14:52.000]  有切撒羅里加教會
[00:14:52.000 --> 00:14:56.000]  寫給七個教會有九封書信
[00:14:56.000 --> 00:14:59.000]  然後他有寫給幾個個人
[00:14:59.000 --> 00:15:04.000]  齊默泰 吉多 斐理蒙
[00:15:04.000 --> 00:15:09.000]  還寫了這些個人的書信
[00:15:09.000 --> 00:15:12.000]  在《以伯所述》的特點
[00:15:12.000 --> 00:15:15.000]  他是一封監獄書信
[00:15:15.000 --> 00:15:18.000]  是保羅在羅馬關的監獄裏頭
[00:15:18.000 --> 00:15:20.000]  第一次被捕的時候
[00:15:20.000 --> 00:15:23.000]  他在羅馬監獄有兩年的時間
[00:15:23.000 --> 00:15:27.000]  他在那個地方寫了四封的書信
[00:15:27.000 --> 00:15:32.000]  寫了以伯所述 格羅西書 斐理比書
[00:15:32.000 --> 00:15:36.000]  還有斐理蒙書
[00:15:36.000 --> 00:15:41.000]  這四封書信因爲是在監獄裏頭寫的
[00:15:41.000 --> 00:15:47.000]  所以聖經的學者就通稱他們爲監獄書信
[00:15:47.000 --> 00:15:52.000]  這四封書都是有很大的價值
[00:15:52.000 --> 00:15:55.000]  但是你在《以伯所述》裏頭
[00:15:55.000 --> 00:16:03.000]  你看不到保羅在監獄裏頭生活的情況
[00:16:03.000 --> 00:16:08.000]  也沒有看到他所提到的受了什麼爲難
[00:16:08.000 --> 00:16:11.000]  這些苦難他都沒有提到
[00:16:11.000 --> 00:16:12.000]  你讀了以後
[00:16:12.000 --> 00:16:15.000]  如果不是有幾節聖經提到
[00:16:15.000 --> 00:16:19.000]  他是爲基督被求的這句話
[00:16:19.000 --> 00:16:23.000]  你就不會覺得這個是在監獄裏頭寫的
[00:16:23.000 --> 00:16:26.000]  一般在監獄裏寫的信的話
[00:16:26.000 --> 00:16:29.000]  都不是講到這麼大的事情
[00:16:29.000 --> 00:16:31.000]  都是講到他受了什麼苦
[00:16:31.000 --> 00:16:34.000]  他爲了什麼理念而鬥爭
[00:16:34.000 --> 00:16:35.000]  講了這些的
[00:16:35.000 --> 00:16:40.000]  但你看到這封書信實際上是在監獄裏寫的
[00:16:40.000 --> 00:16:43.000]  雖然他的人不能夠自由
[00:16:43.000 --> 00:16:45.000]  他不能夠隨便出去
[00:16:45.000 --> 00:16:48.000]  隨便到外面去傳道
[00:16:48.000 --> 00:16:52.000]  可是神的話卻沒有被捆綁
[00:16:52.000 --> 00:16:57.000]  仍然在監獄裏頭能寫出這麼一封大的書信
[00:16:57.000 --> 00:17:01.000]  叫歷史歷代的聖徒讀了一遍以後
[00:17:01.000 --> 00:17:03.000]  還想讀第二遍
[00:17:03.000 --> 00:17:05.000]  讀了多遍以後
[00:17:05.000 --> 00:17:11.000]  還想更多明白一些監獄裏寫的書信
[00:17:11.000 --> 00:17:16.000]  這一封也是給全教會的書信
[00:17:16.000 --> 00:17:19.000]  在以弗所書有個特點
[00:17:19.000 --> 00:17:23.000]  他提到以弗所這個地名只有一次
[00:17:23.000 --> 00:17:28.000]  就在第一節保羅鐵星給在以弗所的聖徒
[00:17:28.000 --> 00:17:32.000]  然後你在其他的五章裏頭
[00:17:32.000 --> 00:17:35.000]  看不到以弗所書的名字
[00:17:35.000 --> 00:17:38.000]  也沒有看到他向其他的書信
[00:17:38.000 --> 00:17:41.000]  會問帶着以弗所書的
[00:17:41.000 --> 00:17:46.000]  帶着他的同工向以弗所的聖徒問安
[00:17:46.000 --> 00:17:47.000]  沒有
[00:17:47.000 --> 00:17:49.000]  這個沒有問安的信
[00:17:49.000 --> 00:17:53.000]  沒有這個針對以弗所個人的特點
[00:17:53.000 --> 00:17:57.000]  他乃是一封寫給全教會的信
[00:17:57.000 --> 00:18:01.000]  因爲這封信是叫做以弗所書
[00:18:01.000 --> 00:18:04.000]  是先送到以弗所
[00:18:04.000 --> 00:18:08.000]  然後有些書信就保羅要他們
[00:18:08.000 --> 00:18:12.000]  在各個教會中間傳閱
[00:18:12.000 --> 00:18:14.000]  在以弗所讀完這個書以後
[00:18:14.000 --> 00:18:16.000]  可能叫到哥勒西教會
[00:18:16.000 --> 00:18:21.000]  在哥勒西教會可能傳到老底家教會
[00:18:21.000 --> 00:18:24.000]  是在教會中間來傳閱的
[00:18:24.000 --> 00:18:31.000]  屬於他所給全教會的信
[00:18:31.000 --> 00:18:34.000]  誰沒有一個教會讀完以後
[00:18:34.000 --> 00:18:37.000]  不會覺得這些話是對別人說的
[00:18:37.000 --> 00:18:38.000]  不是對我說的
[00:18:38.000 --> 00:18:40.000]  每個教會讀完以後
[00:18:40.000 --> 00:18:42.000]  每個信徒讀完以後
[00:18:42.000 --> 00:18:46.000]  都會覺得這封書信是對我說的
[00:18:46.000 --> 00:18:48.000]  是對我們說的
[00:18:48.000 --> 00:18:50.000]  第三個特點
[00:18:50.000 --> 00:18:59.000]  他不針對教會的個人難處的書信
[00:18:59.000 --> 00:19:01.000]  他沒有針對
[00:19:01.000 --> 00:19:04.000]  不像對哥雷多書信
[00:19:04.000 --> 00:19:07.000]  提出他們中間有什麼紛爭
[00:19:07.000 --> 00:19:09.000]  有結黨
[00:19:09.000 --> 00:19:11.000]  有什麼肉體的事情
[00:19:11.000 --> 00:19:16.000]  有什麼弟兄高弟兄的事情
[00:19:16.000 --> 00:19:21.000]  就提了很多這些個人的教會難處
[00:19:21.000 --> 00:19:24.000]  當然所有的聖經的話
[00:19:24.000 --> 00:19:28.000]  都是可以解決我們人的難處
[00:19:28.000 --> 00:19:31.000]  但不能夠把聖經的話
[00:19:31.000 --> 00:19:34.000]  偏重在解決個人的難處
[00:19:34.000 --> 00:19:36.000]  聖經的話幫助我
[00:19:36.000 --> 00:19:37.000]  叫我成功
[00:19:37.000 --> 00:19:39.000]  聖經的話幫助我
[00:19:39.000 --> 00:19:40.000]  叫我喜樂
[00:19:40.000 --> 00:19:42.000]  聖經會做到這一點
[00:19:42.000 --> 00:19:47.000]  但是聖經的目的比這還要大
[00:19:47.000 --> 00:19:51.000]  他不是單單叫人覺得對個人有益
[00:19:51.000 --> 00:19:53.000]  神給我們的話
[00:19:53.000 --> 00:19:57.000]  是叫人來認識神的旨意
[00:19:57.000 --> 00:19:59.000]  認識神的旨意
[00:19:59.000 --> 00:20:01.000]  所以你怎麼要在世上
[00:20:01.000 --> 00:20:03.000]  做一個有價值的人
[00:20:03.000 --> 00:20:06.000]  能夠符合神心意的人呢
[00:20:06.000 --> 00:20:08.000]  你就可以從以後所說
[00:20:08.000 --> 00:20:11.000]  看到這些的要點
[00:20:11.000 --> 00:20:15.000]  叫我們不要順從我們的肉體
[00:20:15.000 --> 00:20:17.000]  叫我們要揹着十架
[00:20:17.000 --> 00:20:19.000]  天天來跟從主
[00:20:19.000 --> 00:20:20.000]  這樣的話
[00:20:20.000 --> 00:20:25.000]  你就符合神的心意
[00:20:25.000 --> 00:20:27.000]  第四個
[00:20:27.000 --> 00:20:30.000]  他沒有詳細的解釋
[00:20:30.000 --> 00:20:32.000]  這教義的屬性
[00:20:32.000 --> 00:20:34.000]  他提到教義
[00:20:34.000 --> 00:20:38.000]  提到很難明白的這些的教義
[00:20:38.000 --> 00:20:42.000]  很多深奧的名詞
[00:20:42.000 --> 00:20:46.000]  比如第一章馬上就給我們來到了
[00:20:46.000 --> 00:20:48.000]  揀選
[00:20:48.000 --> 00:20:50.000]  聖在創世之前揀選了我們
[00:20:50.000 --> 00:20:52.000]  在基督揀選了我們
[00:20:52.000 --> 00:20:53.000]  神也預定我們
[00:20:53.000 --> 00:20:56.000]  叫我們得到兒子的名分
[00:20:56.000 --> 00:20:59.000]  還有說到很多
[00:20:59.000 --> 00:21:01.000]  有聖靈的印記
[00:21:01.000 --> 00:21:03.000]  聖靈的作爲詞
[00:21:03.000 --> 00:21:05.000]  很多的名詞
[00:21:05.000 --> 00:21:07.000]  很多很深奧的名詞
