
[00:00:00.000 --> 00:00:07.280]  如果你是對於Tricup記是有掙扎的
[00:02:17.140 --> 00:02:21.040]  上帝是要他們做一個會幕
[00:02:21.040 --> 00:02:23.300]  聖所
[00:02:23.300 --> 00:02:26.040]  一就是講那個規格
[00:02:26.040 --> 00:02:29.600]  三就是建造的過程和完成
[00:02:29.600 --> 00:02:33.100]  中間就剛剛好 差一點斷了纜
[00:02:33.100 --> 00:02:37.540]  就是這個差一點斷了纜
[00:02:37.540 --> 00:02:40.520]  就是因為他們犯法 OK
[00:02:40.520 --> 00:02:44.080]  如果你去看31章的尾
[00:02:44.080 --> 00:02:47.920]  就離去32章的時候
[00:02:47.920 --> 00:02:53.280]  上帝就是很強調在西奈山上面
[00:02:53.280 --> 00:02:58.100]  是給了十誡他們的律法給他們
[00:02:58.100 --> 00:03:00.020]  之前在20章已經
[00:03:00.020 --> 00:03:02.380]  十誡已經講過 那些聲音出來了
[00:03:02.380 --> 00:03:05.920]  現在上帝就將它寫在法版上面
[00:03:05.920 --> 00:03:07.680]  31章18字的那樣東西
[00:03:07.680 --> 00:03:11.340]  「在西奈山和摩西說完了話
[00:03:11.340 --> 00:03:14.820]  就把兩塊法版交給他使
[00:03:14.820 --> 00:03:18.320]  上帝用指頭鎖的舍的石板」
[00:03:18.320 --> 00:03:20.900]  上次都講過了 這個非常重要
[00:03:20.900 --> 00:03:24.220]  所以32章當他們做金牛族的時候
[00:03:24.220 --> 00:03:27.540]  其實他們犯的是什麼? 犯的是十誡
[00:03:27.540 --> 00:03:29.840]  OK 還沒講之前
[00:03:29.840 --> 00:03:34.020]  我想和你回到第25章那裡開始
[00:03:34.020 --> 00:03:35.640]  因為25章至31章
[00:03:35.640 --> 00:03:39.900]  其實都是在講會幕的建造的規格
[00:03:39.900 --> 00:03:42.020]  我就不會和你仔細去看那些東西
[00:03:42.020 --> 00:03:46.280]  不過我想和你留意25章第一節是怎麼開始的
[00:03:46.280 --> 00:03:49.300]  「耶和華對摩西說」
[00:03:49.300 --> 00:03:51.820]  如果你就這樣看你的中文翻譯
[00:03:51.820 --> 00:03:54.200]  可能應該是「耶和華吩咐摩西說」
[00:03:54.200 --> 00:03:55.860]  但是我現在將它改了一點
[00:03:55.860 --> 00:03:59.120]  或者叫它更加直接的翻譯
[00:03:59.120 --> 00:04:01.300]  「耶和華對摩西說」
[00:04:01.300 --> 00:04:03.000]  有趣的地方在哪裡呢?
[00:04:03.000 --> 00:04:06.240]  就是這句話在25章至31章裡面
[00:04:06.240 --> 00:04:09.340]  是不斷重複的
[00:04:09.340 --> 00:04:13.780]  25章第1節、30章第11節、30章第17節
[00:04:13.780 --> 00:04:18.320]  30章第22節、30章第34節、31章第1節
[00:04:18.320 --> 00:04:21.200]  我想你數一下有多少個
[00:04:21.200 --> 00:04:24.320]  有多少個? 1、2、3、4、5、6
[00:04:24.320 --> 00:04:27.340]  有沒有覺得很有趣? 為什麼是6個呢?
[00:04:27.340 --> 00:04:32.460]  6個這個數字有什麼時候似曾相識出現過呢?
[00:04:32.460 --> 00:04:35.020]  答案原來不是6個 是7個
[00:04:35.020 --> 00:04:43.760]  原來前面6個是實際上真是有出過的
[00:04:43.760 --> 00:04:45.340]  但是原來有第7個的
[00:04:45.340 --> 00:04:48.500]  前面6個的「耶和華對摩西說」
[00:04:48.500 --> 00:04:51.020]  為什麼我將前面6個改了「耶和華吩咐摩西說」
[00:04:51.020 --> 00:04:53.840]  如果你看回《本聖經》
[00:04:53.840 --> 00:04:55.160]  可能「耶和華吩咐摩西說」
[00:04:55.160 --> 00:04:57.580]  就是因為要配合這第7個
[00:04:57.580 --> 00:04:59.960]  第7個其實那個原文是一樣的
[00:04:59.960 --> 00:05:03.620]  所以我配合「耶和華對摩西說」
[00:05:03.620 --> 00:05:10.060]  總共出過7次 但是前面6次是說做回眸的規矩
[00:05:10.060 --> 00:05:14.300]  第7次就不是說做回眸的 是說什麼呢?
[00:05:14.300 --> 00:05:18.120]  第31章第34節
[00:05:18.120 --> 00:05:20.060]  你們務要守我的安息日
[00:05:20.060 --> 00:05:21.940]  這是世世代代的記號
[00:05:21.940 --> 00:05:23.700]  叫你們知道我是耶和華
[00:05:23.700 --> 00:05:26.620]  使你們分別為聖的
[00:05:26.620 --> 00:05:31.600]  你們要守安息日 以他為聖日
[00:05:31.600 --> 00:05:34.260]  你想一下它在說什麼
[00:05:34.260 --> 00:05:40.320]  第7個「耶和華說」是在說安息日
[00:05:40.320 --> 00:05:45.780]  前面有6個「耶和華說」在做回眸
[00:05:45.780 --> 00:05:50.160]  這個6和7 第7個又是關於安息日的
[00:05:50.160 --> 00:05:52.620]  像什麼呢?你猜?
[00:05:52.620 --> 00:05:54.620]  如果你sharp的話
[00:05:54.620 --> 00:05:58.420]  剛剛還記得創世紀是怎麼開始的時候
[00:05:58.420 --> 00:06:02.100]  你知道上帝用了多少天創造這個世界?
[00:06:02.100 --> 00:06:03.340]  用了6天
[00:06:03.340 --> 00:06:06.200]  接著第7天 上帝用來做什麼?
[00:06:06.200 --> 00:06:09.760]  做了個安息 你看到那個6和7嗎?
[00:06:09.760 --> 00:06:13.700]  所以當你去看這個回眸的時候
[00:06:13.700 --> 00:06:16.300]  它再不是做一個簡單的回眸
[00:06:16.300 --> 00:06:18.940]  這個回眸其實是一個新的new creation
[00:06:18.940 --> 00:06:20.940]  一個新創造
[00:06:20.940 --> 00:06:23.200]  這個回眸就好像
[00:06:23.200 --> 00:06:25.480]  你記得我經常說
[00:06:25.480 --> 00:06:30.280]  人墮落了 所以從起初的那個好世界
[00:06:30.280 --> 00:06:31.980]  就墮落了出來
[00:06:31.980 --> 00:06:34.180]  這個世界就是充滿罪惡的
[00:06:34.180 --> 00:06:36.900]  又在等待上帝的審判
[00:06:36.900 --> 00:06:38.780]  但是現在在這個充滿罪惡
[00:06:38.780 --> 00:06:41.380]  黑暗等待上帝審判的世界裏面
[00:06:41.380 --> 00:06:43.580]  上帝開始創造一個回眸
[00:06:43.580 --> 00:06:46.000]  而這個回眸其實是什麼呢?
[00:06:46.000 --> 00:06:48.780]  就是起初那個好世界
[00:06:48.780 --> 00:06:50.780]  或者一個新的好世界
[00:06:50.780 --> 00:06:54.020]  接著有了新的好世界之後
[00:06:54.020 --> 00:06:59.520]  上帝第7天 或者第7個說話創造的是什麼呢?
[00:06:59.520 --> 00:07:03.180]  就是這個安息日
[00:07:03.180 --> 00:07:07.640]  OK 如果你由第31章跳到35章的時候
[00:07:07.640 --> 00:07:12.020]  你會發覺35章又是繼續說那個安息日的
[00:07:12.020 --> 00:07:16.100]  摩西召以色列傳會眾說
[00:07:16.100 --> 00:07:21.020]  這次要說吩咐你們進行的是35章第一節
[00:07:21.020 --> 00:07:26.900]  六日要工作第二節 第七日你們要奉跪香
[00:07:26.900 --> 00:07:31.740]  也就是說 守完全安息的安息聖日
[00:07:31.740 --> 00:07:36.540]  凡在這日做工的要被處死
[00:07:36.540 --> 00:07:38.740]  我不知道我以前有沒有機會
[00:07:38.740 --> 00:07:40.220]  你記不記得我以前都有說過
[00:07:40.220 --> 00:07:43.100]  為什麼要處死這麼厲害
[00:07:43.100 --> 00:07:46.920]  因為整個安息日就是以色列人
[00:07:46.920 --> 00:07:49.160]  從埃及被擄出來
[00:07:49.160 --> 00:07:53.380]  就是他在埃及做奴隸 上帝拯救他們
[00:07:53.380 --> 00:07:58.140]  所以安息日 你在埃及是沒有安息的
[00:07:58.140 --> 00:08:00.740]  你現在才有安息 所以安息是一個聖日
[00:08:00.740 --> 00:08:03.480]  安息是將以色列分別為聖的東西
[00:08:03.480 --> 00:08:06.700]  從前以色列沒有被拯救之前是沒有安息日
[00:08:06.700 --> 00:08:08.700]  拯救之後就有安息日
[00:08:08.700 --> 00:08:11.980]  所以安息日是紀念他們被拯救的事
[00:08:11.980 --> 00:08:15.900]  當一個人不願意紀念被拯救的事
[00:08:15.900 --> 00:08:20.220]  也都代表這個人根本就不願意敬拜耶和華
[00:08:20.220 --> 00:08:22.820]  不願意去紀念耶和華
[00:08:22.820 --> 00:08:25.400]  這個人你說他活該嗎?當然活該
[00:08:25.400 --> 00:08:28.880]  他基本上是蒙耶和華的審判
[00:08:28.880 --> 00:08:31.040]  所以從這個角度他這麼看
[00:08:31.040 --> 00:08:35.720]  所以你看 最後以色列人是被呼召出來
[00:08:35.720 --> 00:08:40.340]  在另外一個迷你的新天新地的會幕裡面
[00:08:40.340 --> 00:08:47.160]  或者面前去敬拜 在安息日裡面去敬拜耶和華
[00:08:47.160 --> 00:08:55.260]  35至40章是講到會幕的所製造的過程
[00:08:55.260 --> 00:08:59.440]  和最後的總結完成
[00:08:59.440 --> 00:09:03.180]  我想帶你去看最後第40章的時候
[00:09:03.180 --> 00:09:04.620]  第40章這麼說
[00:09:04.620 --> 00:09:10.220]  那時雲彩遮蓋會幕耶和華的榮光充滿了會幕
[00:09:10.220 --> 00:09:15.140]  摩西不能進會幕 因為雲彩停在其上
[00:09:15.140 --> 00:09:19.340]  摩西的榮光 耶和華的榮光充滿了會幕
[00:09:19.340 --> 00:09:22.460]  所以做完之後 最後那個高潮是什麼呢?
[00:09:22.460 --> 00:09:24.580]  就是耶和華親臨在這個會幕
[00:09:24.580 --> 00:09:27.260]  所以這個會幕不是小事
[00:09:27.260 --> 00:09:32.500]  是一個墮落世界裡面唯一一個好的新世界的開始
[00:09:32.500 --> 00:09:35.600]  這個會幕 這個世界最後有沒有盼望呢?
[00:09:35.600 --> 00:09:39.940]  就看看這個會幕會不會在這個世界繼續在流傳
[00:09:39.940 --> 00:09:45.700]  或者做得成 廣傳以至拯救整個世界
[00:09:45.700 --> 00:09:47.700]  令我想起一部電影
[00:09:47.700 --> 00:09:51.360]  我不知道你有沒有看過1997年的很久了
[00:09:51.360 --> 00:09:54.360]  叫做《Man in Black》經典來的 這個是什麼呢?
[00:09:54.360 --> 00:09:56.860]  我不知道 中文翻譯有幾個翻譯
[00:09:56.860 --> 00:09:59.740]  一個叫做《黑超特警組》
[00:09:59.740 --> 00:10:08.020]  一個叫做《M.I.B.M.I.B. Man in Black 星際戰警》
[00:10:08.020 --> 00:10:10.320]  是一個科幻的喜劇
[00:10:10.320 --> 00:10:14.020]  講述這個世界有些外星人
[00:10:14.020 --> 00:10:16.740]  地球有一個特別的特種部隊
[00:10:16.740 --> 00:10:19.860]  專門對付這些外星人進來的
[00:10:19.860 --> 00:10:26.460]  故事是講到外星有一隻大蟑螂
[00:10:26.460 --> 00:10:29.860]  就是大蟑螂 壞人來的 他來地球
[00:10:29.860 --> 00:10:31.860]  他要找一件東西
[00:10:31.860 --> 00:10:35.200]  找一個另外一個外星的皇室成員
[00:10:35.200 --> 00:10:41.180]  帶來這個世界的時候 應該是紐約來的
[00:10:41.180 --> 00:10:46.560]  一個叫做迷你銀河系
[00:10:46.560 --> 00:10:48.340]  就是一個迷你的銀河系
[00:10:48.340 --> 00:10:51.620]  這個迷你的銀河系 如果你得到它
[00:10:51.620 --> 00:10:56.300]  可以有很大的能力破壞或者拯救
[00:10:56.300 --> 00:10:59.560]  於是他們的工作就是要找到
[00:10:59.560 --> 00:11:03.400]  要比那隻大蟑螂早找到這個迷你銀河系
[00:11:03.400 --> 00:11:05.920]  這個迷你銀河系結果擺在哪裡呢?
[00:11:05.920 --> 00:11:12.320]  就是擺在一隻貓的頸上 有個裝飾品
[00:11:12.320 --> 00:11:15.040]  這個裝飾品 原來他們一直在想
[00:11:15.040 --> 00:11:18.040]  我們要找銀河系 銀河系一定很大
[00:11:18.040 --> 00:11:23.780]  原來最後這個銀河系縮小了去貓的那個東西
[00:11:23.780 --> 00:11:26.760]  然而就是找到這個銀河系
[00:11:26.760 --> 00:11:31.900]  這個銀河系就可以拯救或者消滅這個地球
[00:11:31.900 --> 00:11:35.960]  所以我想你想一下 當你想一下這個回眸的時候
[00:11:35.960 --> 00:11:38.320]  當然回眸不是那麼小 其實很大
[00:11:38.320 --> 00:11:42.220]  但是比起這個整個世界 地球來講回眸是超小的
[00:11:42.220 --> 00:11:45.680]  這個回眸其實在這個世界裡面唯一
[00:11:45.680 --> 00:11:51.400]  可以連結到一個好世界、新世界、一個拯救的地方
[00:11:51.400 --> 00:11:52.440]  所以你說你重要嗎?
[00:11:52.440 --> 00:11:55.340]  為什麼要花這麼多時間在這裡寫這個東西
[00:11:55.340 --> 00:11:58.280]  當然如果有機會 你去看看回眸裡面
[00:11:58.280 --> 00:12:02.060]  所用的材料 所講的東西 它的measurement
[00:12:02.060 --> 00:12:11.000]  就是它的尺寸 其實全部都是在講一個完美的世界
[00:12:11.000 --> 00:12:15.840]  而中間還有天使等等 今天現在沒有時間去講了
[00:12:15.840 --> 00:12:18.080]  所以這個回眸可不可以做得成?
[00:12:18.080 --> 00:12:19.920]  這個回眸可不可以來到這個世界?
[00:12:19.920 --> 00:12:25.680]  這個回眸可不可以繼續去延伸成為萬國萬民的祝福呢?
[00:12:25.680 --> 00:12:28.360]  這個是非常重要的 OK?
[00:12:28.360 --> 00:12:33.520]  然而在這個回眸的規矩和創造中間
[00:12:33.520 --> 00:12:36.560]  以色列人差一點就斷了纜的
[00:12:36.560 --> 00:12:40.780]  斷了纜的緣故就是因為它背棄了上帝的律法
[00:12:40.780 --> 00:12:44.460]  去拜這個金牛族
[00:12:44.460 --> 00:12:46.620]  《猜疑及記》第三十二章第七節這麼說
[00:12:46.620 --> 00:12:48.920]  耶和華吩咐摩西 下去吧
[00:12:48.920 --> 00:12:53.780]  因為你從埃及領上來的百姓已經敗壞了
[00:12:53.780 --> 00:12:56.480]  他們偏離了我所吩咐的道
[00:12:56.480 --> 00:13:02.500]  為自己築了一頭牛族 向他跪拜
[00:13:02.500 --> 00:13:04.820]  獻祭說以色列
[00:13:04.820 --> 00:13:09.200]  這就是領你出埃及地的神來
[00:13:09.200 --> 00:13:11.940]  神學家說他犯的
[00:13:11.940 --> 00:13:15.580]  要麼第一條罪 要麼第二條罪
[00:13:15.580 --> 00:13:19.200]  第一條罪就是除了我以外你不可有其它神
[00:13:19.200 --> 00:13:23.340]  要麼你覺得他根本亂來 創造了另外一個神
[00:13:23.340 --> 00:13:27.320]  或者他說 不是的 我也是叫他做耶和華
[00:13:27.320 --> 00:13:31.160]  但是他把耶和華做了一個形象
[00:13:31.160 --> 00:13:33.420]  做了一個偶像 又是不好的
[00:13:33.420 --> 00:13:36.380]  當然你問我 我覺得他們兩個都犯了
[00:13:36.380 --> 00:13:38.840]  其實那個金牛族
[00:13:38.840 --> 00:13:41.700]  當然不是他們自己憑空掌握出來的
[00:13:41.700 --> 00:13:45.900]  那個金牛族大概都是抄埃及裡面的神明
[00:13:45.900 --> 00:13:47.740]  他叫他做耶和華
[00:13:47.740 --> 00:13:52.580]  其實他連第三條不要妄稱耶和華的名字
[00:13:52.580 --> 00:13:56.580]  都犯了 其實1、2、3都犯了
[00:13:56.580 --> 00:13:59.220]  你當他全部都犯了
[00:13:59.220 --> 00:14:05.680]  在這個犯了所有的這個律法的底下
[00:14:05.680 --> 00:14:08.400]  上帝就列露了
[00:14:08.400 --> 00:14:15.360]  第32章第9節這麼說
[00:14:15.360 --> 00:14:17.860]  對摩西說 我看這百姓
[00:14:17.860 --> 00:14:23.440]  他們真是硬著脖子的百姓
[00:14:23.440 --> 00:14:27.240]  這句話在舊約聖經會不斷重覆的東西
[00:14:27.240 --> 00:14:29.840]  因為以色列人就是一個硬著脖子的人
[00:14:29.840 --> 00:14:31.600]  硬著脖子的人
[00:14:31.600 --> 00:14:35.540]  現在你且由著我
[00:14:35.540 --> 00:14:41.220]  我要向他們發烈怒滅絕他們
[00:14:41.220 --> 00:14:44.700]  但我要使你成為大國
[00:14:44.700 --> 00:14:48.620]  耶和華說了些什麼呢?他說別搞了 我真是恨死他們
[00:14:48.620 --> 00:14:50.160]  我現在威飽他們
[00:14:50.160 --> 00:14:51.880]  他又不是羅亞
[00:14:51.880 --> 00:14:54.220]  他不是說要殺光所有的人
[00:14:54.220 --> 00:14:55.980]  讓摩西做新羅亞
[00:14:55.980 --> 00:14:58.320]  他是叫摩西做什麼呢?
[00:14:58.320 --> 00:15:00.560]  新的阿伯拉罕
[00:15:00.560 --> 00:15:03.140]  新阿伯拉罕 我殺光以色列人
[00:15:03.140 --> 00:15:08.300]  我讓你成為新的阿伯拉罕 成為大國
[00:15:08.300 --> 00:15:11.620]  摩西其實應該是受寵若驚的
[00:15:11.620 --> 00:15:15.940]  不過摩西就不要這個所謂的祝福
[00:15:15.940 --> 00:15:18.500]  他要耶和華釋怒
[00:15:18.500 --> 00:15:23.260]  他想拯救他們的以色列人
[00:15:23.260 --> 00:15:26.440]  他想要繼續那個約
[00:15:26.440 --> 00:15:29.300]  在這裡有三樣東西在發生
[00:15:29.300 --> 00:15:32.660]  就是由第32章到34章
[00:15:32.660 --> 00:15:35.540]  主要是32章裡面發生的
[00:15:35.540 --> 00:15:38.980]  33、34那些是延續來的
[00:15:38.980 --> 00:15:43.040]  那就是「熄滅烈路」三部曲
[00:15:43.040 --> 00:15:44.140]  哪三部曲呢?
[00:15:44.140 --> 00:15:47.900]  第一就是摩西提醒上主
[00:15:47.900 --> 00:15:52.300]  和祂的祖先阿伯拉罕以撒瓦國所立的約
[00:15:52.300 --> 00:15:56.100]  第二 祂下山之後
[00:15:56.100 --> 00:16:00.740]  祂將那些叛逆、不悔改的人
[00:16:00.740 --> 00:16:03.180]  去問罪、去審判他們
[00:16:03.180 --> 00:16:06.980]  第三 祂上了山
[00:16:06.980 --> 00:16:10.180]  在山上面向耶和華祈求
[00:16:10.180 --> 00:16:11.340]  甚至到一個地步
[00:16:11.340 --> 00:16:15.740]  祂願意祂自己以死去贖他們的罪
[00:16:15.740 --> 00:16:17.180]  在賊上除名
[00:16:17.180 --> 00:16:21.140]  我想和你很快看看這三段聖經
[00:16:21.140 --> 00:16:23.740]  第一段聖經祂提醒耶和華
[00:16:23.740 --> 00:16:25.220]  是立約的耶和華
[00:16:25.220 --> 00:16:27.460]  祂說不要殺死他們
[00:16:27.460 --> 00:16:29.140]  不要從我重新來過
[00:16:29.140 --> 00:16:31.660]  記住你起初你立的約
[00:16:31.660 --> 00:16:33.660]  摩西就懇求耶和華說
[00:16:33.660 --> 00:16:37.140]  求祢紀念你的僕人阿伯拉罕以撒以色列
[00:16:37.140 --> 00:16:39.220]  就是瓦國
[00:16:39.220 --> 00:16:43.140]  祢曾向他們指著自己起誓
[00:16:43.140 --> 00:16:44.580]  是祢自己起誓的
[00:16:44.580 --> 00:16:49.580]  不要將這個誓言廢了
[00:16:49.580 --> 00:16:53.140]  於是耶和華改變心意
[00:16:53.140 --> 00:16:58.180]  不把所說的災禍降給他的百姓
[00:16:58.180 --> 00:16:59.900]  這不是祂改變主意
[00:16:59.900 --> 00:17:03.660]  是祂去回祂的原意
[00:17:03.660 --> 00:17:08.740]  就是祂自己向阿伯拉罕所起的誓
[00:17:08.740 --> 00:17:11.660]  好 第三部曲的第二
[00:17:11.660 --> 00:17:16.060]  就是耶和華是一個審判者
[00:17:16.060 --> 00:17:21.980]  摩西要代替耶和華
[00:17:21.980 --> 00:17:27.100]  將下面山下不悔叛逆的人去審判
[00:17:27.100 --> 00:17:30.380]  第三十二章第二十七節這麼說
[00:17:30.380 --> 00:17:32.620]  耶和華以色列的上帝這樣說
[00:17:32.620 --> 00:17:35.540]  你們各人把刀配在腰間
[00:17:35.540 --> 00:17:37.940]  這是和那些利美人說的
[00:17:37.940 --> 00:17:41.620]  從這門到那門來回走遍全營
[00:17:41.620 --> 00:17:47.100]  各人要殺自己的弟兄鄰舍和親人
[00:17:47.100 --> 00:17:51.020]  利美人遵照摩西的話做了
[00:17:51.020 --> 00:17:54.620]  那一天百姓中倒下的藥有三千
[00:17:54.620 --> 00:17:59.100]  這裡說的不是說隨便拿把刀去斬人
[00:17:59.100 --> 00:18:01.620]  然後用血來祭祀耶和華
[00:18:01.620 --> 00:18:09.020]  希望他不會再降災這樣的問題
[00:18:09.020 --> 00:18:11.780]  這裡是說當摩西下到去
[00:18:11.780 --> 00:18:14.460]  大家已經看到 啊 摩西回來了
[00:18:14.460 --> 00:18:18.780]  而還有一些人他是在叛逆
[00:18:18.780 --> 00:18:25.340]  是不悔改、不暫停、不停止他們的叛逆
[00:18:25.340 --> 00:18:28.140]  於是這幫人首當其衝
[00:18:28.140 --> 00:18:32.700]  當然我也不覺得你三千人殺光所有的
[00:18:32.700 --> 00:18:35.100]  因為後面也有一節
[00:18:35.100 --> 00:18:37.540]  最後三十二章最後一節
[00:18:37.540 --> 00:18:39.700]  講到耶和華再降災
[00:18:39.700 --> 00:18:42.740]  所以我想這裡是代表了
[00:18:42.740 --> 00:18:45.540]  耶和華的憤怒要成滅的時候
[00:18:45.540 --> 00:18:50.660]  他必然要審判那些惡人
[00:18:50.660 --> 00:18:52.500]  這個是一個預表來的
[00:18:52.500 --> 00:18:56.500]  當然就算那些悔改了的人
[00:18:56.500 --> 00:18:58.060]  是不是上帝就可以說
[00:18:58.060 --> 00:18:59.460]  哦 那我幫你搞定
[00:18:59.460 --> 00:19:02.300]  我就不再講 我就放過你們
[00:19:02.300 --> 00:19:03.540]  我就幫你贖罪呢?
[00:19:03.540 --> 00:19:04.940]  又不是的
[00:19:04.940 --> 00:19:08.340]  原來他們都需要有個鐘堡去祈求的
[00:19:08.340 --> 00:19:10.340]  這個就是第三樣東西
[00:19:10.340 --> 00:19:14.780]  就是贖罪 在耶和華面前求贖罪
[00:19:14.780 --> 00:19:16.780]  第二天第三十節
[00:19:16.780 --> 00:19:20.260]  摩西對百姓說:你們犯了大罪
[00:19:20.260 --> 00:19:23.060]  我如今要上耶和華去
[00:19:23.060 --> 00:19:24.060]  那裡去
[00:19:24.060 --> 00:19:25.300]  摩西成為了鐘堡
[00:19:25.300 --> 00:19:27.300]  說他可以為你們贖罪
[00:19:27.300 --> 00:19:29.300]  摩西回到耶和華那裡說
[00:19:29.300 --> 00:19:31.300]  唉 這百姓犯了大罪
[00:19:31.300 --> 00:19:34.780]  為自己造了金的神明
[00:19:34.780 --> 00:19:36.780]  現在求你赦免他們的罪
[00:19:36.780 --> 00:19:37.660]  第三段二節
[00:19:37.660 --> 00:19:43.540]  不然就把我從你所寫的冊上除名
[00:19:43.540 --> 00:19:46.260]  摩西用自己的名字去回
[00:19:46.260 --> 00:19:51.020]  當然你看耶和華就沒有拿到摩西的offer
[00:19:51.020 --> 00:19:53.020]  耶和華對摩西說
[00:19:53.020 --> 00:19:58.900]  誰得罪我 我就把他從我的冊上逃去
[00:19:58.900 --> 00:20:06.100]  現在你去領這百姓往我所告訴你的地方去
[00:20:06.100 --> 00:20:10.180]  看我的使者必在你面前引路
[00:20:10.180 --> 00:20:17.380]  叫做回到原本的行徑
[00:20:17.380 --> 00:20:21.620]  有機會延續就不會斷纜
[00:20:21.620 --> 00:20:23.060]  但是你看到這裡
[00:20:23.060 --> 00:20:25.060]  當摩西成為了他們的鐘堡
[00:20:25.060 --> 00:20:27.060]  當摩西在說
[00:20:27.060 --> 00:20:30.060]  我寧願放棄我的生命
[00:20:30.060 --> 00:20:32.420]  求你赦免他們的罪的時候
[00:20:32.420 --> 00:20:35.500]  其實你看到這個基督的影子在背後
[00:20:35.500 --> 00:20:39.100]  在這裡上帝沒有用摩西的聖名去交換
[00:20:39.100 --> 00:20:40.340]  為什麼?說真的
[00:20:40.340 --> 00:20:43.100]  摩西死了都沒有辦法赦免他們的罪的了
[00:20:43.100 --> 00:20:47.020]  為什麼?因為摩西自己都不是一個完美的祭物
[00:20:47.020 --> 00:20:49.740]  直到最後的主耶穌基督
[00:20:49.740 --> 00:20:52.820]  所以這個「熄滅烈路」的三部曲
[00:20:52.820 --> 00:20:56.860]  其實是指向最後主耶穌基督的十字架
[00:20:56.860 --> 00:21:00.700]  是耶穌基督的十字架成就了上主
[00:21:00.700 --> 00:21:03.500]  起初、起世、與先祖的納約
[00:21:03.500 --> 00:21:07.900]  是耶穌基督的十字架才可以讓我們
[00:21:07.900 --> 00:21:10.860]  是祂自己願意為我們死而止
[00:21:10.860 --> 00:21:12.580]  是以死贖罪
[00:21:12.580 --> 00:21:15.100]  當然了 不接受耶穌基督的
[00:21:15.100 --> 00:21:16.660]  叛逆不悔者
[00:21:16.660 --> 00:21:18.300]  他們一定會得到審判
[00:21:18.300 --> 00:21:21.060]  正如主耶穌基督在新約裡面所說
[00:21:21.060 --> 00:21:23.860]  你們要悔改信福音
[00:21:23.860 --> 00:21:26.580]  如果你不悔改信福音的話
[00:21:26.580 --> 00:21:30.060]  那當然你們就會接受了審判
[00:21:30.060 --> 00:21:33.420]  也都是因為主耶穌基督的十字架
[00:21:33.420 --> 00:21:38.620]  上帝的榮光、祂的誕生來到這個世界
[00:21:38.620 --> 00:21:40.700]  以致那個回眸
[00:21:40.700 --> 00:21:44.140]  真真正正主耶穌基督在約翰福音裡面說
[00:21:44.140 --> 00:21:46.780]  祂回眸於我們當中
[00:21:46.780 --> 00:21:48.900]  而祂上帝的榮耀
