
[00:00:00.000 --> 00:00:02.540]  願佛人口中的言語
[00:03:26.520 --> 00:03:28.520]  所以習近平主席
[00:03:28.520 --> 00:03:31.520]  首先得到這隻鯨魚牙
[00:03:31.520 --> 00:03:35.520]  接著另一件事
[00:03:35.520 --> 00:03:37.520]  大家看看
[00:03:37.520 --> 00:03:44.520]  首先看清楚
[00:03:44.520 --> 00:03:47.520]  大家看到是什麼嗎
[00:03:47.520 --> 00:03:50.520]  其實是一棵樹的樹根
[00:03:50.520 --> 00:03:56.520]  這種樹在飛濟上非常多
[00:03:56.520 --> 00:03:58.520]  叫做楊格納樹
[00:03:58.520 --> 00:04:01.520]  我們都聽都沒聽過
[00:04:01.520 --> 00:04:03.520]  就是這樣
[00:04:03.520 --> 00:04:06.520]  為什麼要送一棵樹給它呢
[00:04:06.520 --> 00:04:08.520]  其實這棵是小樹
[00:04:08.520 --> 00:04:09.520]  不是很大
[00:04:09.520 --> 00:04:13.520]  大概高過一個人
[00:04:13.520 --> 00:04:15.520]  這棵楊格納樹
[00:04:15.520 --> 00:04:18.520]  不是這樣一棵送給它
[00:04:18.520 --> 00:04:22.520]  原來是把樹根壓榨成汁
[00:04:22.520 --> 00:04:25.520]  那種汁在飛濟來說
[00:04:25.520 --> 00:04:27.520]  叫做卡瓦汁
[00:04:27.520 --> 00:04:29.520]  這種卡瓦汁是黃黃的
[00:04:29.520 --> 00:04:31.520]  大家可以想像
[00:04:31.520 --> 00:04:34.520]  用樹根壓榨成的汁
[00:04:34.520 --> 00:04:36.520]  就可以想像它的味道
[00:04:36.520 --> 00:04:39.520]  它的味道有少許苦
[00:04:39.520 --> 00:04:45.520]  喝下去有少許麻的香味
[00:04:45.520 --> 00:04:51.520]  據說這種汁可以消暑解渴提神
[00:04:51.520 --> 00:04:53.520]  大家可以想像
[00:04:53.520 --> 00:04:54.520]  在一個熱帶的地方
[00:04:54.520 --> 00:04:57.520]  喝這種汁應該非常爽
[00:04:57.520 --> 00:05:00.520]  不過如果喝得過量
[00:05:00.520 --> 00:05:03.520]  會出現迷醉的情況
[00:05:03.520 --> 00:05:09.520]  可能古法要進行手術的時候
[00:05:09.520 --> 00:05:10.520]  喝多一點
[00:05:10.520 --> 00:05:12.520]  令它有少許麻醉
[00:05:12.520 --> 00:05:15.520]  然後進行古法的手術
[00:05:15.520 --> 00:05:17.520]  所以不可以喝太多
[00:05:17.520 --> 00:05:18.520]  只可以喝少許
[00:05:18.520 --> 00:05:22.520]  而且在當地是一個神聖的儀式
[00:05:22.520 --> 00:05:28.520]  在一些飛濟的氏族社會裡
[00:05:28.520 --> 00:05:30.520]  普通的族民
[00:05:30.520 --> 00:05:33.520]  向他們的長老獻上
[00:05:33.520 --> 00:05:36.520]  由羊架納樹根壓榨成的汁
[00:05:36.520 --> 00:05:39.520]  代表著一種尊敬的意思
[00:05:39.520 --> 00:05:41.520]  所以當國家領導人
[00:05:41.520 --> 00:05:42.520]  到達飛濟的時候
[00:05:42.520 --> 00:05:44.520]  他們都用同樣的方式
[00:05:44.520 --> 00:05:51.520]  給羊架納樹根壓榨成的卡瓦汁
[00:05:51.520 --> 00:05:56.520]  然後有另外一樣東西
[00:05:56.520 --> 00:05:58.520]  草脊
[00:05:58.520 --> 00:06:00.520]  對我們中國人來說
[00:06:00.520 --> 00:06:03.520]  送一張脊給別人應該很少
[00:06:03.520 --> 00:06:05.520]  這個草脊當然是
[00:06:05.520 --> 00:06:09.520]  飛濟人手藝的傳統
[00:06:09.520 --> 00:06:14.520]  有很多不同的色彩
[00:06:14.520 --> 00:06:16.520]  原來這個鯨魚牙
[00:06:16.520 --> 00:06:20.520]  草脊和羊架納樹這三樣東西
[00:06:20.520 --> 00:06:22.520]  加起來送給一個貴賓
[00:06:22.520 --> 00:06:26.520]  代表著讓他得到平安和吉祥
[00:06:26.520 --> 00:06:30.520]  所謂有一個好的意思
[00:06:30.520 --> 00:06:35.520]  但最精彩的就是最後的一件事
[00:06:35.520 --> 00:06:37.520]  大家看不看到是甚麼呢
[00:06:37.520 --> 00:06:38.520]  很難看到
[00:06:38.520 --> 00:06:41.520]  就是他們的土著
[00:06:41.520 --> 00:06:44.520]  整隻烤熟了的豬
[00:06:44.520 --> 00:06:45.520]  送出來
[00:06:45.520 --> 00:06:49.520]  我拍攝的是族人指著的豬頭
[00:06:49.520 --> 00:06:53.520]  當然對於中國人來說
[00:06:53.520 --> 00:06:55.520]  在喜慶上
[00:06:55.520 --> 00:06:58.520]  有乳豬是很正常的
[00:06:58.520 --> 00:07:01.520]  原來那些飛濟原住民
[00:07:01.520 --> 00:07:03.520]  他們除了獻上烤豬之外
[00:07:03.520 --> 00:07:05.520]  也獻上芋頭
[00:07:05.520 --> 00:07:07.520]  因為對他們來說
[00:07:07.520 --> 00:07:11.520]  這兩樣東西是非常珍貴的食物
[00:07:11.520 --> 00:07:13.520]  在當地人來說
[00:07:13.520 --> 00:07:16.520]  所以他們就送給貴賓
[00:07:16.520 --> 00:07:19.520]  飛濟和中國
[00:07:19.520 --> 00:07:22.520]  大家都重視雙方的關係
[00:07:22.520 --> 00:07:23.520]  因為在經濟
[00:07:23.520 --> 00:07:25.520]  在軍事上
[00:07:25.520 --> 00:07:28.520]  都是有互利互惠的
[00:07:28.520 --> 00:07:30.520]  所以要用一個很隆重
[00:07:30.520 --> 00:07:32.520]  高規格的歡迎儀式
[00:07:32.520 --> 00:07:36.520]  代表著貴賓來到的時候
[00:07:36.520 --> 00:07:39.520]  顯出他的地位和重要性
[00:07:39.520 --> 00:07:43.520]  同樣對於猶太人來說
[00:07:43.520 --> 00:07:45.520]  當一個重要的人物
[00:07:45.520 --> 00:07:47.520]  好像軍王出現的時候
[00:07:47.520 --> 00:07:50.520]  他們用甚麼方法來歡迎呢
[00:07:50.520 --> 00:07:54.520]  我們從利美記第23章
[00:07:54.520 --> 00:07:56.520]  和尼希米記第8章
[00:07:56.520 --> 00:07:58.520]  我們就會看到
[00:07:58.520 --> 00:08:00.520]  在猶太人的傳統裡面
[00:08:00.520 --> 00:08:03.520]  當他們過一些重要的節日
[00:08:03.520 --> 00:08:05.520]  譬如鑄棚節
[00:08:05.520 --> 00:08:07.520]  他們按照聖經所說
[00:08:07.520 --> 00:08:10.520]  他們會斬一些棕櫚樹的樹枝下來
[00:08:10.520 --> 00:08:15.520]  就會來搖動棕樹枝
[00:08:15.520 --> 00:08:19.520]  表示他們對於進入應許之地的盼望
[00:08:19.520 --> 00:08:22.520]  和等待彌賽亞的來臨
[00:08:22.520 --> 00:08:24.520]  所以在舊約的聖經
[00:08:24.520 --> 00:08:28.520]  一早已經提到有這些做法
[00:08:28.520 --> 00:08:31.520]  而我們在四卷的福音書裡面
[00:08:31.520 --> 00:08:32.520]  都會看到
[00:08:32.520 --> 00:08:34.520]  馬太、馬可、路加、約翰都提到
[00:08:34.520 --> 00:08:38.520]  耶穌進入耶路撒冷城的時候
[00:08:38.520 --> 00:08:42.520]  猶太人就用了這種傳統歡迎軍王的方法
[00:08:42.520 --> 00:08:45.520]  來搖動棕樹枝
[00:08:45.520 --> 00:08:47.520]  所以大家剛才進場的時候
[00:08:47.520 --> 00:08:49.520]  在搖動棕樹枝
[00:08:49.520 --> 00:08:52.520]  不過不是歡迎牧師進場
[00:08:52.520 --> 00:08:56.520]  是我們代表著歡迎基督來到我們當中
[00:08:56.520 --> 00:08:59.520]  所以我們就會搖動棕樹枝
[00:08:59.520 --> 00:09:01.520]  坐在其他位置的弟兄姊妹
[00:09:01.520 --> 00:09:02.520]  你不用擔心
[00:09:02.520 --> 00:09:04.520]  待會兒散會的時候
[00:09:04.520 --> 00:09:05.520]  你都會拿到一枝的
[00:09:05.520 --> 00:09:08.520]  不過同樣要小心有一點刺刺的
[00:09:08.520 --> 00:09:10.520]  不要刺到自己
[00:09:10.520 --> 00:09:14.520]  除了搖動棕樹枝之外
[00:09:14.520 --> 00:09:16.520]  我們看馬可福音的記載
[00:09:16.520 --> 00:09:18.520]  在馬可福音第十一章
[00:09:18.520 --> 00:09:21.520]  提到那些人將他們的衣服
[00:09:21.520 --> 00:09:25.520]  和其他在樹上斬下來的樹枝
[00:09:25.520 --> 00:09:28.520]  鋪滿了整個道路
[00:09:28.520 --> 00:09:31.520]  讓耶穌一路騎著這匹驢驅
[00:09:31.520 --> 00:09:33.520]  進入耶路撒冷
[00:09:33.520 --> 00:09:35.520]  我們知道
[00:09:35.520 --> 00:09:38.520]  一般很多地方的傳統
[00:09:38.520 --> 00:09:40.520]  歡迎貴賓的時候
[00:09:40.520 --> 00:09:41.520]  都有紅地毯
[00:09:41.520 --> 00:09:44.520]  可能在機場鋪了紅地毯
[00:09:44.520 --> 00:09:46.520]  讓貴賓進來
[00:09:46.520 --> 00:09:48.520]  或者進行一些檢閱的儀式
[00:09:48.520 --> 00:09:53.520]  也有很多的士兵儀仗隊
[00:09:53.520 --> 00:09:56.520]  列隊等待檢閱
[00:09:56.520 --> 00:09:59.520]  這些都是一個很隆重的做法
[00:09:59.520 --> 00:10:03.520]  而當這些群眾搖動棕樹枝的時候
[00:10:03.520 --> 00:10:05.520]  再加上說一句話
[00:10:05.520 --> 00:10:09.520]  在約翰福音第十二章
[00:10:09.520 --> 00:10:11.520]  第十三節就提到
[00:10:11.520 --> 00:10:15.520]  他們說「愛和撒拿,以色列的王,
[00:10:15.520 --> 00:10:18.520]  奉主名來的,是應當稱頌的」
[00:10:18.520 --> 00:10:22.520]  這個就是他們將耶穌
[00:10:22.520 --> 00:10:24.520]  看成為以色列的王
[00:10:24.520 --> 00:10:27.520]  所以他們又用了這個歡迎的儀式
[00:10:27.520 --> 00:10:29.520]  因為這班群眾
[00:10:29.520 --> 00:10:30.520]  他們非常希望
[00:10:30.520 --> 00:10:34.520]  耶穌能夠帶領他們脫離羅馬的統治
[00:10:34.520 --> 00:10:37.520]  如果我們套用今天的觀念
[00:10:37.520 --> 00:10:40.520]  這班人在搖動棕樹枝
[00:10:40.520 --> 00:10:43.520]  就會被國際傳媒報導
[00:10:43.520 --> 00:10:47.520]  一班以色列人準備發動棕樹枝革命
[00:10:47.520 --> 00:10:49.520]  這樣就很大件事了
[00:10:49.520 --> 00:10:52.520]  對於當時的羅馬政府
[00:10:52.520 --> 00:10:54.520]  他們看見這個做法
[00:10:54.520 --> 00:10:56.520]  其實是非常擔憂
[00:10:56.520 --> 00:10:59.520]  因為似乎這班人想造反
[00:10:59.520 --> 00:11:02.520]  而他們已經推舉了一個領袖出來
[00:11:02.520 --> 00:11:07.520]  所以羅馬政府已經開始對耶穌虎視眈眈
[00:11:07.520 --> 00:11:11.520]  同樣,我們在經文一路看下去就知道
[00:11:11.520 --> 00:11:14.520]  法利賽人、祭司長等等
[00:11:14.520 --> 00:11:16.520]  這些工會裡面的成員
[00:11:16.520 --> 00:11:22.520]  也很擔心耶穌會搶走他們的位置和影響力
[00:11:22.520 --> 00:11:26.520]  所以想辦法去除滅耶穌
[00:11:26.520 --> 00:11:30.520]  其實耶穌是刻意將人
[00:11:30.520 --> 00:11:33.520]  對他在政治上的期望降低
[00:11:33.520 --> 00:11:38.520]  因為這並不是他來到這個世界真正的目的
[00:11:38.520 --> 00:11:41.520]  耶穌沒有來建立一個根據地
[00:11:41.520 --> 00:11:43.520]  鞏固自己的勢力
[00:11:43.520 --> 00:11:47.520]  反而是當他做完他要做的工作
[00:11:47.520 --> 00:11:49.520]  可能是去宣講教導
[00:11:49.520 --> 00:11:53.520]  可能是去做醫病、趕鬼這些事
[00:11:53.520 --> 00:11:56.520]  他就要提醒那些得到幫助的人
[00:11:56.520 --> 00:11:58.520]  不要四處宣揚
[00:11:58.520 --> 00:12:00.520]  禁止他們來講
[00:12:00.520 --> 00:12:01.520]  為什麼呢?
[00:12:01.520 --> 00:12:03.520]  因為知道當一講的時候
[00:12:03.520 --> 00:12:07.520]  有很多人為了得到這些幫助就來找他
[00:12:07.520 --> 00:12:11.520]  也希望在他身上得到一些能力
[00:12:11.520 --> 00:12:13.520]  得到一些權柄
[00:12:13.520 --> 00:12:17.520]  然後可能就會發動一些在政治上的運動
[00:12:17.520 --> 00:12:20.520]  這個並不是耶穌想做的
[00:12:20.520 --> 00:12:22.520]  所以他很刻意保持這種低調
[00:12:22.520 --> 00:12:26.520]  也不去建立一個所謂根據地出來
[00:12:26.520 --> 00:12:28.520]  雖然耶穌有這樣的堅持
[00:12:28.520 --> 00:12:33.520]  但是他所講和所做的實在是太過吸引
[00:12:33.520 --> 00:12:36.520]  也非常具震撼性
[00:12:36.520 --> 00:12:40.520]  所以他的名聲四處傳播
[00:12:40.520 --> 00:12:44.520]  而以色列人除了希望在肉身上得到醫治
[00:12:44.520 --> 00:12:46.520]  在信仰上找到方向
[00:12:46.520 --> 00:12:54.520]  在政治上也希望由耶穌帶領他們進行革命性的改變
[00:12:54.520 --> 00:12:59.520]  當群眾見到耶穌進入耶路撒冷
[00:12:59.520 --> 00:13:03.520]  而他們也去到耶路撒冷做些什麼呢?
[00:13:03.520 --> 00:13:05.520]  其實他們準備過御節
[00:13:05.520 --> 00:13:07.520]  因為對於以色列人來說
[00:13:07.520 --> 00:13:11.520]  御節是他們整年的當中最重要的節日
[00:13:11.520 --> 00:13:17.520]  也盡量想辦法回到耶路撒冷過節
[00:13:17.520 --> 00:13:19.520]  所以當他們知道耶穌要進城
[00:13:19.520 --> 00:13:25.520]  就用了這種歡迎君王的方式來歡迎耶穌
[00:13:25.520 --> 00:13:29.520]  其實他們喊的口號「和撒拿」
[00:13:29.520 --> 00:13:31.520]  「和撒拿」是什麼意思呢?
[00:13:31.520 --> 00:13:33.520]  如果大家手上有聖經
[00:13:33.520 --> 00:13:39.520]  可以在聖經的邊欄看到一些細節的解釋
[00:13:39.520 --> 00:13:44.520]  「和撒拿」原本的意思是求救
[00:13:44.520 --> 00:13:46.520]  在這裡當然是一個稱頌
[00:13:46.520 --> 00:13:49.520]  大家可以想像一下那些人在喊什麼呢?
[00:13:49.520 --> 00:13:51.520]  「救命啊!救命啊!」
[00:13:51.520 --> 00:13:53.520]  以色列人的王
[00:13:53.520 --> 00:13:55.520]  他們喊這種救命
[00:13:55.520 --> 00:14:02.520]  是因為他們不想再成為一個被統治的二等公民
[00:14:02.520 --> 00:14:04.520]  因為在羅馬帝國下
[00:14:04.520 --> 00:14:08.520]  猶太人是一個被殖民的地方
[00:14:08.520 --> 00:14:15.520]  他們這一群已經亡國
[00:14:15.520 --> 00:14:19.520]  已經沒有了自主獨立身份的一群人
[00:14:19.520 --> 00:14:22.520]  所以他們喊的救命並不是因為被人搶劫
[00:14:22.520 --> 00:14:24.520]  不是被人打
[00:14:24.520 --> 00:14:27.520]  而是在政治上受到很大的壓迫
[00:14:27.520 --> 00:14:29.520]  所以他們又喊救命
[00:14:29.520 --> 00:14:33.520]  希望以色列的王來解救
[00:14:33.520 --> 00:14:36.520]  當然當以色列的王真的能夠解救他們的話
[00:14:36.520 --> 00:14:39.520]  他們當然會來稱頌上帝
[00:14:39.520 --> 00:14:42.520]  所以一方面是呼求拯救
[00:14:42.520 --> 00:14:47.520]  另一方面也是來稱頌上帝的拯救
[00:14:47.520 --> 00:14:49.520]  是要來到他們當中
[00:14:49.520 --> 00:14:52.520]  因為尼塞亞就是救主
[00:14:52.520 --> 00:14:54.520]  擺明就是要拯救
[00:14:54.520 --> 00:14:57.520]  所以當他們有這樣的呼喊
[00:14:57.520 --> 00:14:59.520]  這是理所當然的
[00:14:59.520 --> 00:15:04.520]  不過在這種呼喊歡呼的背後
[00:15:04.520 --> 00:15:09.520]  其實是說了有兩班人有很不同的反應
[00:15:09.520 --> 00:15:11.520]  有哪兩班人呢?
[00:15:11.520 --> 00:15:13.520]  第一班人
[00:15:13.520 --> 00:15:18.520]  就是在耶路撒冷過節的這班百姓
[00:15:18.520 --> 00:15:25.520]  他們熱切期待耶穌要宣佈成為以色列的王
[00:15:25.520 --> 00:15:27.520]  祂是眾望所歸
[00:15:27.520 --> 00:15:29.520]  只要祂喊的時候
[00:15:29.520 --> 00:15:33.520]  所有的人就會來跟從和應祂
[00:15:33.520 --> 00:15:37.520]  耶穌之所以得到這麼強烈的支持
[00:15:37.520 --> 00:15:39.520]  其中一個原因
[00:15:39.520 --> 00:15:42.520]  按照著約翰福音的描述
[00:15:42.520 --> 00:15:44.520]  似乎或多或少
[00:15:44.520 --> 00:15:49.520]  與耶穌令拉薩路復活有關係
[00:15:49.520 --> 00:15:52.520]  因為我們看回這段經文前一點
[00:15:52.520 --> 00:15:56.520]  第十二章九至十一節
[00:15:56.520 --> 00:15:59.520]  提及有很多猶太人
[00:15:59.520 --> 00:16:02.520]  為了拉薩路能夠復活的緣故
[00:16:02.520 --> 00:16:05.520]  背離了祭司長
[00:16:05.520 --> 00:16:07.520]  而相信耶穌
[00:16:07.520 --> 00:16:10.520]  剛剛在我們讀的這段經文前那幾節
[00:16:10.520 --> 00:16:11.520]  就是講這件事
[00:16:11.520 --> 00:16:16.520]  所以他們不單止對耶穌有一種恐懼
[00:16:16.520 --> 00:16:21.520]  甚至他們是先想將拉薩路殺死
[00:16:21.520 --> 00:16:24.520]  竟然拉薩路能夠復活
[00:16:24.520 --> 00:16:26.520]  趁未有很多人知道的時候
[00:16:26.520 --> 00:16:29.520]  就將祂殺了
[00:16:29.520 --> 00:16:34.520]  這班群眾其實他們都是很現實的
[00:16:34.520 --> 00:16:36.520]  因為耶穌有權柄
[00:16:36.520 --> 00:16:39.520]  他們覺得耶穌所講的教導
[00:16:39.520 --> 00:16:42.520]  與一般的民事法利賽人很不同
[00:16:42.520 --> 00:16:44.520]  覺得祂很有權柄
[00:16:44.520 --> 00:16:45.520]  當然更加重要的是
[00:16:45.520 --> 00:16:47.520]  耶穌很有能力
[00:16:47.520 --> 00:16:49.520]  連一個死的人
[00:16:49.520 --> 00:16:52.520]  祂都可以讓他起死回生
[00:16:52.520 --> 00:16:54.520]  可以復活
[00:16:54.520 --> 00:16:59.520]  還有什麼人有這麼大的能力呢?
[00:16:59.520 --> 00:17:00.520]  除了權柄
[00:17:00.520 --> 00:17:01.520]  除了能力
[00:17:01.520 --> 00:17:05.520]  是很吸引這班人來支持耶穌
[00:17:05.520 --> 00:17:07.520]  其實更加重要的可能是
[00:17:07.520 --> 00:17:12.520]  因為耶穌經常與一班群眾一起
[00:17:12.520 --> 00:17:15.520]  如果是祭司、法利賽人
[00:17:15.520 --> 00:17:19.520]  他們會常常想到自己是否潔淨的問題
[00:17:19.520 --> 00:17:22.520]  所以他們會盡量與群眾保持距離
[00:17:22.520 --> 00:17:25.520]  因為這些群眾隨時有很多是不潔淨的
[00:17:25.520 --> 00:17:28.520]  如果他們與這些群眾接觸的話
[00:17:28.520 --> 00:17:31.520]  他們就會成為不潔淨的人
[00:17:31.520 --> 00:17:36.520]  影響了他們在聖殿內的位置和侍奉
[00:17:36.520 --> 00:17:41.520]  所以這班人經常與群眾保持相當的距離
[00:17:41.520 --> 00:17:42.520]  但相反
[00:17:42.520 --> 00:17:45.520]  耶穌經常與這些群眾一起
[00:17:45.520 --> 00:17:46.520]  甚至乎
[00:17:46.520 --> 00:17:49.520]  一些被認為不潔的人
[00:17:49.520 --> 00:17:52.520]  耶穌願意來接觸他們
[00:17:52.520 --> 00:17:54.520]  所以在百姓的眼中
[00:17:54.520 --> 00:17:57.520]  耶穌與祭司長這些人
[00:17:57.520 --> 00:18:00.520]  是非常不同的
[00:18:00.520 --> 00:18:03.520]  耶穌在群眾當中
[00:18:03.520 --> 00:18:05.520]  並不是高高在上
[00:18:05.520 --> 00:18:09.520]  祂能夠體察到人那種限制
[00:18:09.520 --> 00:18:15.520]  更加關心那些被忽略、被排斥的人
[00:18:15.520 --> 00:18:18.520]  其實這些是很難了解的一回事
[00:18:18.520 --> 00:18:21.520]  為什麼一個這麼受尊敬的老師
[00:18:21.520 --> 00:18:25.520]  他竟然可以這樣來接觸人呢?
[00:18:25.520 --> 00:18:27.520]  真正的領袖
[00:18:27.520 --> 00:18:29.520]  就是要放下身段
[00:18:29.520 --> 00:18:33.520]  耶穌就是樹立了一個這樣的榜樣
[00:18:33.520 --> 00:18:36.520]  是一個僕人的領袖
[00:18:36.520 --> 00:18:39.520]  祂做的並不是指指點點的工作
[00:18:39.520 --> 00:18:42.520]  而是真誠去回應人的需要
[00:18:42.520 --> 00:18:45.520]  關心人所面對的困難
[00:18:45.520 --> 00:18:50.520]  如果耶穌生在今天香港的社會當中
[00:18:50.520 --> 00:18:52.520]  可能你會看見祂
[00:18:52.520 --> 00:18:55.520]  走到深水埗的街頭
[00:18:55.520 --> 00:18:59.520]  跟那些等做散工的南亞裔朋友
[00:18:59.520 --> 00:19:00.520]  來聊天
[00:19:00.520 --> 00:19:02.520]  跟你一起去吃飯
[00:19:02.520 --> 00:19:04.520]  或者在一大清早
[00:19:04.520 --> 00:19:06.520]  去到天光墟
[00:19:06.520 --> 00:19:09.520]  來光顧那些小販
[00:19:09.520 --> 00:19:11.520]  你能不能夠想像
[00:19:11.520 --> 00:19:14.520]  這個就是救主呢?
[00:19:14.520 --> 00:19:17.520]  祂不是應該在聖殿裡面
[00:19:17.520 --> 00:19:19.520]  來做教導的工作
[00:19:19.520 --> 00:19:21.520]  等很多很多的人
[00:19:21.520 --> 00:19:23.520]  去到祂的面前嗎?
[00:19:23.520 --> 00:19:26.520]  為何祂會走到這些街頭角落裡面
[00:19:26.520 --> 00:19:30.520]  去接觸一些所謂的小人物呢?
[00:19:30.520 --> 00:19:32.520]  這個是救主嗎?
[00:19:32.520 --> 00:19:35.520]  所以同樣對於當時有些人來說
[00:19:35.520 --> 00:19:37.520]  他們很難來到接受
[00:19:37.520 --> 00:19:40.520]  這個耶穌就是救主
[00:19:40.520 --> 00:19:42.520]  如果說祂是上帝的兒子
[00:19:42.520 --> 00:19:44.520]  是更加沒有可能
[00:19:44.520 --> 00:19:46.520]  是不可思議
[00:19:46.520 --> 00:19:48.520]  不可想像
[00:19:48.520 --> 00:19:51.520]  原因是因為群眾
[00:19:51.520 --> 00:19:54.520]  對耶穌的認識太過表面化
[00:19:54.520 --> 00:19:56.520]  當他們想
[00:19:56.520 --> 00:19:58.520]  心目中的耶穌
[00:19:58.520 --> 00:20:00.520]  這種救主的形象
[00:20:00.520 --> 00:20:02.520]  跟真真實實他們所接觸的
[00:20:02.520 --> 00:20:04.520]  是另外一回事
[00:20:04.520 --> 00:20:08.520]  他們由最初想擁護耶穌
[00:20:08.520 --> 00:20:09.520]  到最後
[00:20:09.520 --> 00:20:11.520]  是要除掉耶穌
[00:20:11.520 --> 00:20:16.520]  這個就是在歡呼聲背後的可悲
[00:20:16.520 --> 00:20:19.520]  因為他們的支持
[00:20:19.520 --> 00:20:21.520]  他們的期望幻滅
[00:20:21.520 --> 00:20:27.520]  所以他們最後要求除掉耶穌
[00:20:27.520 --> 00:20:29.520]  非常可悲
[00:20:29.520 --> 00:20:31.520]  第二班的人
[00:20:31.520 --> 00:20:35.520]  在經文第十九節裡面我們看到
[00:20:35.520 --> 00:20:37.520]  是一班法利賽人
[00:20:37.520 --> 00:20:40.520]  雖然是很簡單的一節聖經
[00:20:40.520 --> 00:20:43.520]  但這一節聖經已經說出了
[00:20:43.520 --> 00:20:46.520]  這班法利賽人他們心裡面的狀況
[00:20:46.520 --> 00:20:48.520]  在第十九節就說
