
[00:00:00.000 --> 00:00:03.100]  今年的經文,我自己在這裡禱告
[00:05:47.100 --> 00:05:48.100]  無論向父求什麼
[00:05:48.100 --> 00:05:50.100]  他就賜給你們
[00:05:50.100 --> 00:05:52.100]  所以在聖經裡面
[00:05:52.100 --> 00:05:55.100]  這種揀選是一種恩典
[00:05:55.100 --> 00:05:57.100]  並不是我揀選上帝
[00:05:57.100 --> 00:06:01.100]  不是我在這麼多宗教裡面
[00:06:01.100 --> 00:06:02.100]  都做過宗教比較
[00:06:02.100 --> 00:06:05.100]  不是我們做過很多分析研究
[00:06:05.100 --> 00:06:06.100]  我們都做不完
[00:06:06.100 --> 00:06:08.100]  我們有做過都是好的
[00:06:08.100 --> 00:06:09.100]  有思想過都是好的
[00:06:09.100 --> 00:06:11.100]  但都不是靠這些
[00:06:11.100 --> 00:06:13.100]  而是神揀選我們
[00:06:13.100 --> 00:06:15.100]  聖靈感動我們的生命
[00:06:15.100 --> 00:06:17.100]  願意去相信
[00:06:17.100 --> 00:06:18.100]  在我們侍奉幾十年裡面
[00:06:18.100 --> 00:06:20.100]  有些人說不信就是不信
[00:06:20.100 --> 00:06:21.100]  無論怎樣和他傳
[00:06:21.100 --> 00:06:22.100]  他都是不相信
[00:06:22.100 --> 00:06:23.100]  怎樣和他解釋
[00:06:23.100 --> 00:06:25.100]  怎樣去做宗教比較
[00:06:25.100 --> 00:06:27.100]  他都不會覺得
[00:06:27.100 --> 00:06:28.100]  這個信仰是對的
[00:06:28.100 --> 00:06:30.100]  是他接受的一件事
[00:06:30.100 --> 00:06:31.100]  他仍然不受感動
[00:06:31.100 --> 00:06:32.100]  無論看到耶穌傳
[00:06:32.100 --> 00:06:34.100]  看到耶穌的十字架上
[00:06:34.100 --> 00:06:35.100]  是怎樣
[00:06:35.100 --> 00:06:37.100]  他都不要這個信仰
[00:06:37.100 --> 00:06:39.100]  弟兄姊妹
[00:06:39.100 --> 00:06:40.100]  第一點
[00:06:40.100 --> 00:06:42.100]  我們是一個被揀選的群體
[00:06:42.100 --> 00:06:43.100]  這個族類
[00:06:43.100 --> 00:06:44.100]  一群人
[00:06:44.100 --> 00:06:45.100]  一個people
[00:06:45.100 --> 00:06:47.100]  一個chosen people
[00:06:47.100 --> 00:06:48.100]  一個被揀選的群體
[00:06:48.100 --> 00:06:50.100]  我們成為了這個群體
[00:06:50.100 --> 00:06:53.100]  我們要懷著感恩的心去接受
[00:06:53.100 --> 00:06:55.100]  去活著
[00:06:55.100 --> 00:06:57.100]  我不知道你有多感恩
[00:06:57.100 --> 00:06:58.100]  我自己有很大的感恩
[00:06:58.100 --> 00:07:01.100]  我沒有被選為頒獎
[00:07:01.100 --> 00:07:03.100]  這是必然的事
[00:07:03.100 --> 00:07:04.100]  但是在信仰的歷程
[00:07:04.100 --> 00:07:07.100]  我覺得神對我減少了很大的恩典
[00:07:07.100 --> 00:07:08.100]  如果不是今天
[00:07:08.100 --> 00:07:09.100]  我真的像保羅說的
[00:07:09.100 --> 00:07:11.100]  不知道成了何等什麼人
[00:07:11.100 --> 00:07:13.100]  今天可能還是人渣中的人渣
[00:07:13.100 --> 00:07:15.100]  如果不是神揀選我們
[00:07:15.100 --> 00:07:19.100]  我們生命很多的罪的問題的纏繞
[00:07:19.100 --> 00:07:20.100]  很多
[00:07:20.100 --> 00:07:22.100]  剛才說到外邦人的背景
[00:07:22.100 --> 00:07:23.100]  是擺脫不了的
[00:07:23.100 --> 00:07:24.100]  沒有道德的
[00:07:24.100 --> 00:07:25.100]  沒有立場的
[00:07:25.100 --> 00:07:26.100]  沒有公義的
[00:07:26.100 --> 00:07:30.100]  沒有良知讓我們管理我們的人生
[00:07:30.100 --> 00:07:32.100]  但是當我們被揀選的時候
[00:07:32.100 --> 00:07:34.100]  神的恩典就開始
[00:07:34.100 --> 00:07:38.100]  在我們生命裡面去彰顯
[00:07:38.100 --> 00:07:40.100]  我們亞伯拉罕被揀選的時候
[00:07:40.100 --> 00:07:41.100]  其實他都不知道是什麼人
[00:07:41.100 --> 00:07:43.100]  只是跟著他的父親
[00:07:43.100 --> 00:07:45.100]  去到外邦
[00:07:45.100 --> 00:07:47.100]  不知道做什麼
[00:07:47.100 --> 00:07:48.100]  不知道的
[00:07:48.100 --> 00:07:49.100]  其實是不知道的
[00:07:49.100 --> 00:07:51.100]  不過神揀選他
[00:07:51.100 --> 00:07:53.100]  摩西的一種失落
[00:07:53.100 --> 00:07:55.100]  但是神再一次揀選
[00:07:55.100 --> 00:07:56.100]  我是揀選了你的
[00:07:56.100 --> 00:07:57.100]  你不需要失落
[00:07:57.100 --> 00:07:58.100]  不需要牧羊牧一生
[00:07:58.100 --> 00:08:01.100]  是神揀選他做一個領袖
[00:08:01.100 --> 00:08:02.100]  大衛也是
[00:08:02.100 --> 00:08:04.100]  他父親看不起他
[00:08:04.100 --> 00:08:06.100]  沒人管這個這麼小的兒子
[00:08:06.100 --> 00:08:07.100]  也是牧羊
[00:08:07.100 --> 00:08:09.100]  但是神揀選他做王
[00:08:09.100 --> 00:08:10.100]  在新約裡面
[00:08:10.100 --> 00:08:12.100]  神揀選彼得
[00:08:12.100 --> 00:08:13.100]  彼得也是這樣
[00:08:13.100 --> 00:08:14.100]  很粗魯的漁夫
[00:08:14.100 --> 00:08:16.100]  說多錯多
[00:08:16.100 --> 00:08:18.100]  但是神揀選了他
[00:08:18.100 --> 00:08:21.100]  今天你被揀選
[00:08:21.100 --> 00:08:23.100]  不完全因為你有什麼好處
[00:08:23.100 --> 00:08:25.100]  而是神揀選你
[00:08:25.100 --> 00:08:27.100]  但是你的回應也很重要
[00:08:27.100 --> 00:08:28.100]  你願不願意接受
[00:08:28.100 --> 00:08:29.100]  願不願意成長
[00:08:29.100 --> 00:08:31.100]  願不願意用你的生命
[00:08:31.100 --> 00:08:35.100]  去回報這個揀選我們的上帝
[00:08:35.100 --> 00:08:38.100]  這種揀選不是沒有目的的
[00:08:38.100 --> 00:08:42.100]  第二是說到一個有君尊的祭司
[00:08:42.100 --> 00:08:44.100]  我們一個有君尊的祭司
[00:08:44.100 --> 00:08:46.100]  一個屬於神的
[00:08:46.100 --> 00:08:49.100]  一個榮耀君王的祭司
[00:08:49.100 --> 00:08:51.100]  我們知道在新約的背景裡面
[00:08:51.100 --> 00:08:54.100]  當時的祭司是一個可以圖利
[00:08:54.100 --> 00:08:56.100]  可以賺錢的職位
[00:08:56.100 --> 00:08:58.100]  他們那種服侍
[00:08:58.100 --> 00:09:00.100]  跟羅馬政府那種掛鉤
[00:09:00.100 --> 00:09:01.100]  那種關聯
[00:09:01.100 --> 00:09:04.100]  他們上到這個位置就賺很多錢
[00:09:04.100 --> 00:09:08.100]  最近我曾經跟一個教大學的講師聊天
[00:09:08.100 --> 00:09:10.100]  他說他也跟同學聊天
[00:09:10.100 --> 00:09:11.100]  快要畢業了
[00:09:11.100 --> 00:09:12.100]  做什麼呢
[00:09:12.100 --> 00:09:14.100]  同學就說做教師
[00:09:14.100 --> 00:09:16.100]  不過另一個同學說
[00:09:16.100 --> 00:09:18.100]  做教師又大壓力
[00:09:18.100 --> 00:09:20.100]  又不是賺很多錢
[00:09:20.100 --> 00:09:21.100]  他就問這個同學
[00:09:21.100 --> 00:09:22.100]  做什麼呢
[00:09:22.100 --> 00:09:24.100]  他說做牧師
[00:09:24.100 --> 00:09:25.100]  做牧師好
[00:09:25.100 --> 00:09:26.100]  我聽到
[00:09:26.100 --> 00:09:27.100]  牧師好嗎
[00:09:27.100 --> 00:09:28.100]  賺很多錢嗎
[00:09:28.100 --> 00:09:29.100]  他說是啊
[00:09:29.100 --> 00:09:30.100]  賺很多錢
[00:09:30.100 --> 00:09:32.100]  聖公會就賺多點錢
[00:09:32.100 --> 00:09:35.100]  可能在今天的社會昔日和今天
[00:09:35.100 --> 00:09:37.100]  某些的職位
[00:09:37.100 --> 00:09:40.100]  可能真的帶來很多財富的收入
[00:09:40.100 --> 00:09:41.100]  當時也是這樣
[00:09:41.100 --> 00:09:43.100]  因為當時的聖殿
[00:09:43.100 --> 00:09:44.100]  那種運作
[00:09:44.100 --> 00:09:46.100]  是一種經濟運作很大的
[00:09:46.100 --> 00:09:49.100]  在裡面已經出現了
[00:09:49.100 --> 00:09:50.100]  那些人來獻祭
[00:09:50.100 --> 00:09:51.100]  要買牛羊
[00:09:51.100 --> 00:09:52.100]  要換錢
[00:09:52.100 --> 00:09:53.100]  很多的制度裡面
[00:09:53.100 --> 00:09:57.100]  都有經濟利益的輸送
[00:09:57.100 --> 00:09:58.100]  但是這裡說到
[00:09:58.100 --> 00:10:00.100]  我們是一個有君尊的祭祀
[00:10:00.100 --> 00:10:02.100]  我們並不是服侍這個
[00:10:02.100 --> 00:10:05.100]  這個社會那種福利的制度
[00:10:05.100 --> 00:10:06.100]  在我的服侍裡面
[00:10:06.100 --> 00:10:09.100]  我主要我人生都不是為了利益
[00:10:09.100 --> 00:10:11.100]  我是很想選擇可以服侍上帝
[00:10:11.100 --> 00:10:13.100]  我第一份工作
[00:10:13.100 --> 00:10:15.100]  我坐完牢出來第一份工作
[00:10:15.100 --> 00:10:16.100]  就是選擇服侍
[00:10:16.100 --> 00:10:17.100]  就是做清潔的工作
[00:10:17.100 --> 00:10:19.100]  我不是選擇去做豪華職
[00:10:19.100 --> 00:10:20.100]  我可以去學豪華職
[00:10:20.100 --> 00:10:23.100]  因為我讀過工業的繪圖
[00:10:23.100 --> 00:10:25.100]  我選擇不是去賺錢
[00:10:25.100 --> 00:10:27.100]  當我選擇宣教的時候
[00:10:27.100 --> 00:10:29.100]  並不是想著宣教有錢賺
[00:10:29.100 --> 00:10:30.100]  並不是我的選擇
[00:10:30.100 --> 00:10:33.100]  我是服侍一個有君尊
[00:10:33.100 --> 00:10:36.100]  一個尊大君王的崗位
[00:10:36.100 --> 00:10:38.100]  成為一個祭祀
[00:10:38.100 --> 00:10:39.100]  可能知道在教育裡面
[00:10:39.100 --> 00:10:41.100]  告訴一個祭祀是什麼人
[00:10:41.100 --> 00:10:44.100]  祭祀是神是揀選十二支派以外
[00:10:44.100 --> 00:10:46.100]  那個利微的支派
[00:10:46.100 --> 00:10:49.100]  他們沒有獲得分地
[00:10:49.100 --> 00:10:53.100]  在裡面揀選了亞倫的後代
[00:10:53.100 --> 00:10:57.100]  揀選了這個家族成為祭祀
[00:10:57.100 --> 00:11:00.100]  這個祭祀的位置很重要
[00:11:00.100 --> 00:11:02.100]  在整個獻祭的過程裡面
[00:11:02.100 --> 00:11:05.100]  就站於神和人之間
[00:11:05.100 --> 00:11:07.100]  祭祀每天去供奉神
[00:11:07.100 --> 00:11:09.100]  在舊約的那種制度
[00:11:09.100 --> 00:11:11.100]  或者聖殿去供奉上帝
[00:11:11.100 --> 00:11:13.100]  讓那些燈不會熄滅
[00:11:13.100 --> 00:11:17.100]  讓那些陳設餅器皿
[00:11:17.100 --> 00:11:20.100]  都得到適當的打理
[00:11:20.100 --> 00:11:23.100]  去自己進入聖所
[00:11:23.100 --> 00:11:26.100]  至聖所去服侍上帝
[00:11:26.100 --> 00:11:27.100]  另一方面
[00:11:27.100 --> 00:11:30.100]  當神要迎罰人的時候
[00:11:30.100 --> 00:11:32.100]  祭祀某個程度就站在中間
[00:11:32.100 --> 00:11:34.100]  協助人去獻上祭物
[00:11:34.100 --> 00:11:37.100]  去平息上帝的怒氣
[00:11:37.100 --> 00:11:40.100]  這種服侍神也服侍人
[00:11:40.100 --> 00:11:44.100]  就是站於天地之間最好的表達
[00:11:44.100 --> 00:11:47.100]  頂梓梅今天我們就有這個遺訓
[00:11:47.100 --> 00:11:49.100]  我們一方面親近上帝
[00:11:49.100 --> 00:11:51.100]  明白上帝的心意
[00:11:51.100 --> 00:11:53.100]  但另一方面我們去到人世間
[00:11:53.100 --> 00:11:55.100]  去撫聽人那種哀求
[00:11:55.100 --> 00:11:56.100]  那種哀聲
[00:11:56.100 --> 00:11:58.100]  那種疾痛在哪裡
[00:11:58.100 --> 00:12:01.100]  你知道我們將人帶到上帝的面前
[00:12:01.100 --> 00:12:04.100]  也將上帝的話語帶到人群當中
[00:12:04.100 --> 00:12:06.100]  缺一不可
[00:12:06.100 --> 00:12:07.100]  所以我們的信仰生活
[00:12:07.100 --> 00:12:10.100]  並不是一種很熟能到
[00:12:10.100 --> 00:12:12.100]  只是很熟悉聖經
[00:12:12.100 --> 00:12:13.100]  很熟悉信仰
[00:12:13.100 --> 00:12:16.100]  而對人的事情完全一無所知
[00:12:16.100 --> 00:12:20.100]  我們需要兩方面去服侍
[00:12:20.100 --> 00:12:23.100]  因為這是神揀選我們的心意
[00:12:23.100 --> 00:12:25.100]  在文素記裡面
[00:12:25.100 --> 00:12:27.100]  我們說是一個大祭司的禱告
[00:12:27.100 --> 00:12:29.100]  願祂賜福給你們
[00:12:29.100 --> 00:12:30.100]  保護你們
[00:12:30.100 --> 00:12:34.100]  願祂的念光照你
[00:12:34.100 --> 00:12:35.100]  賜恩給你
[00:12:35.100 --> 00:12:39.100]  我們有沒有將神的榮光帶到人的生命裡面
[00:12:39.100 --> 00:12:43.100]  人有沒有透過我們去看到上帝呢
[00:12:43.100 --> 00:12:48.100]  大家都知道我很喜歡打籃球
[00:12:48.100 --> 00:12:49.100]  其中一個活動
[00:12:49.100 --> 00:12:50.100]  其中一個活動好像打籃球
[00:12:50.100 --> 00:12:52.100]  我早兩個星期一問打籃球
[00:12:52.100 --> 00:12:55.100]  就遇到一個年輕人打球
[00:12:55.100 --> 00:12:57.100]  他是加拿大讀書回來的
[00:12:57.100 --> 00:12:58.100]  他好像是讀會計的
[00:12:58.100 --> 00:13:00.100]  其實我不知道他做什麼
[00:13:00.100 --> 00:13:01.100]  我估計他是做會計
[00:13:01.100 --> 00:13:02.100]  我估計
[00:13:02.100 --> 00:13:03.100]  一開始以為是估計
[00:13:03.100 --> 00:13:04.100]  他是做會計
[00:13:04.100 --> 00:13:05.100]  我們聊著聊著
[00:13:05.100 --> 00:13:06.100]  他很開放
[00:13:06.100 --> 00:13:08.100]  問他知吾以對
[00:13:08.100 --> 00:13:10.100]  做什麼工作
[00:13:10.100 --> 00:13:12.100]  他說晚上回夜晚工
[00:13:12.100 --> 00:13:14.100]  做夜晚開工也很奇怪
[00:13:14.100 --> 00:13:15.100]  這是我的錯覺
[00:13:15.100 --> 00:13:18.100]  他說很坦白地說
[00:13:18.100 --> 00:13:20.100]  他在夜場工作
[00:13:20.100 --> 00:13:21.100]  夜場是做什麼
[00:13:21.100 --> 00:13:22.100]  管數
[00:13:22.100 --> 00:13:23.100]  我不知道他做什麼
[00:13:23.100 --> 00:13:25.100]  他也沒有說實際做什麼
[00:13:25.100 --> 00:13:26.100]  總之是做夜場的
[00:13:26.100 --> 00:13:28.100]  所以回夜晚工
[00:13:28.100 --> 00:13:31.100]  說著說著又說一些很奇怪的東西
[00:13:31.100 --> 00:13:32.100]  我半信半疑
[00:13:32.100 --> 00:13:34.100]  但儘管他說我又說
[00:13:34.100 --> 00:13:35.100]  告訴大家
[00:13:35.100 --> 00:13:37.100]  他有另外一些很賺錢的
[00:13:37.100 --> 00:13:39.100]  他原來是做走私的
[00:13:39.100 --> 00:13:40.100]  告訴大家他很厲害
[00:13:40.100 --> 00:13:41.100]  怎樣走私
[00:13:41.100 --> 00:13:45.100]  將一些東西運到一些國家
[00:13:45.100 --> 00:13:47.100]  不合法就變成合法
[00:13:47.100 --> 00:13:50.100]  因為當地的官員買通了
[00:13:50.100 --> 00:13:51.100]  可以進去沒問題
[00:13:51.100 --> 00:13:52.100]  出口也沒問題
[00:13:52.100 --> 00:13:53.100]  賺很多錢
[00:13:53.100 --> 00:13:54.100]  問他住在哪裡
[00:13:54.100 --> 00:13:56.100]  他回答不了住在哪裡
[00:13:56.100 --> 00:13:58.100]  因為他有五六間屋數出來
[00:13:58.100 --> 00:14:00.100]  其實是很年輕的年輕人
[00:14:00.100 --> 00:14:04.100]  他說在這裡那裡那裡那裡那裡
[00:14:04.100 --> 00:14:07.100]  我不知道這樣是怎樣
[00:14:07.100 --> 00:14:08.100]  接著我就說
[00:14:08.100 --> 00:14:10.100]  你去走私的國家
[00:14:10.100 --> 00:14:12.100]  我那裡生活了八年
[00:14:12.100 --> 00:14:13.100]  接著我說
[00:14:13.100 --> 00:14:14.100]  我告訴他做什麼
[00:14:14.100 --> 00:14:15.100]  我不是賺錢
[00:14:15.100 --> 00:14:17.100]  我是服侍神
[00:14:17.100 --> 00:14:18.100]  有些人
[00:14:18.100 --> 00:14:20.100]  他的人生有很多的方法
[00:14:20.100 --> 00:14:22.100]  去到謀取一些利益
[00:14:22.100 --> 00:14:24.100]  為了自己所謂的人生
[00:14:24.100 --> 00:14:25.100]  接著我告訴他
[00:14:25.100 --> 00:14:27.100]  我經常去荔枝角收集中心
[00:14:27.100 --> 00:14:29.100]  不知道遲些會不會見到你
[00:14:29.100 --> 00:14:30.100]  在那裡
[00:14:30.100 --> 00:14:31.100]  我沒有這樣說
[00:14:31.100 --> 00:14:32.100]  只是暗示他
[00:14:32.100 --> 00:14:35.100]  我經常見到一些犯事的人
[00:14:35.100 --> 00:14:36.100]  運獨
[00:14:36.100 --> 00:14:38.100]  或者是犯不同的事
[00:14:38.100 --> 00:14:39.100]  我只是告訴他
[00:14:39.100 --> 00:14:41.100]  我沒有這樣說他
[00:14:41.100 --> 00:14:42.100]  我是間接告訴他
[00:14:42.100 --> 00:14:44.100]  其實有些事都是有後果
[00:14:44.100 --> 00:14:45.100]  你不要以為買通了就行了
[00:14:45.100 --> 00:14:47.100]  今天我們來到人的裡面
[00:14:47.100 --> 00:14:49.100]  我們怎樣去見證上帝呢
[00:14:49.100 --> 00:14:51.100]  我沒有直接說很多的福音
[00:14:51.100 --> 00:14:53.100]  只是說人生有不同的抉擇
