
[00:00:00.000 --> 00:00:03.460]  在大年初二的時候 祝大家新年蒙福
[00:01:50.900 --> 00:01:52.700]  聖經裡面怎麼說的呢?
[00:01:52.700 --> 00:01:53.900]  剛才聽到讀這段聖經
[00:01:53.900 --> 00:01:57.400]  大家可以打開《哥倫多前書》第一章
[00:01:57.400 --> 00:01:59.000]  《哥倫多前書》
[00:01:59.000 --> 00:02:03.140]  是紹浦洛寫給哥倫多教會的書信
[00:02:03.140 --> 00:02:05.540]  當紹浦洛和哥倫多教會一開始提的時候
[00:02:05.540 --> 00:02:06.440]  在第一章
[00:02:06.440 --> 00:02:08.140]  很早的時候就提
[00:02:08.140 --> 00:02:09.980]  他們有一件很重要的事情
[00:02:09.980 --> 00:02:11.280]  保羅說什麼呢?
[00:02:11.280 --> 00:02:12.580]  在第十一節
[00:02:12.580 --> 00:02:14.880]  保羅說我的弟兄
[00:02:14.880 --> 00:02:17.020]  格萊士家裡的人曾經跟我說過
[00:02:17.020 --> 00:02:18.920]  你們中間有紛爭
[00:02:18.920 --> 00:02:19.820]  保羅第一句就說
[00:02:19.820 --> 00:02:21.620]  我聽到一些消息
[00:02:21.620 --> 00:02:23.720]  我收到一些消息
[00:02:23.720 --> 00:02:25.200]  文說有人告訴我
[00:02:25.200 --> 00:02:28.060]  你那裡有紛爭
[00:02:28.060 --> 00:02:30.560]  丙姐妹有沒有試過跟別人紛爭?
[00:02:30.560 --> 00:02:31.940]  一定有的
[00:02:31.940 --> 00:02:34.700]  你說可能一輩子都跟別人紛爭很難的
[00:02:34.700 --> 00:02:36.340]  不過有時候有些紛爭在表面的
[00:02:36.340 --> 00:02:37.580]  可能就是動手
[00:02:37.580 --> 00:02:38.480]  罵他
[00:02:38.480 --> 00:02:39.880]  有些紛爭可能在裡面
[00:02:39.880 --> 00:02:40.440]  哼
[00:02:40.440 --> 00:02:41.040]  我生你的氣
[00:02:41.040 --> 00:02:42.420]  我就以後不跟你聊天
[00:02:42.420 --> 00:02:43.540]  不跟你玩
[00:02:43.540 --> 00:02:45.580]  從小到大可能都是這樣
[00:02:45.580 --> 00:02:47.180]  人的紛爭有很多原因的
[00:02:47.180 --> 00:02:48.260]  有些原因是什麼呢?
[00:02:48.260 --> 00:02:49.160]  自我
[00:02:49.160 --> 00:02:50.560]  我跟你不同
[00:02:50.560 --> 00:02:51.360]  又或者
[00:02:51.360 --> 00:02:52.060]  角色不同
[00:02:52.060 --> 00:02:53.460]  身份不同
[00:02:53.460 --> 00:02:54.700]  態度、喜好
[00:02:54.700 --> 00:02:56.360]  很多原因令我們紛爭
[00:02:56.360 --> 00:02:57.660]  令我們有不同的意見
[00:02:57.660 --> 00:02:58.800]  爭吵的
[00:02:58.800 --> 00:03:00.000]  可能是生活
[00:03:00.000 --> 00:03:01.000]  可能是社會
[00:03:01.000 --> 00:03:03.640]  政治等等
[00:03:03.640 --> 00:03:05.940]  教會的分裂是怎樣的呢?
[00:03:05.940 --> 00:03:07.980]  不知道你有沒有經過教會的分裂
[00:03:07.980 --> 00:03:09.280]  可能有丙姐妹經歷過教會的分裂
[00:03:09.280 --> 00:03:11.480]  因為教會都有不同的狀況
[00:03:11.480 --> 00:03:12.480]  在我們教會的歷史裡面
[00:03:12.480 --> 00:03:15.780]  都曾經試過有很嚴重的分裂狀況
[00:03:15.780 --> 00:03:18.820]  分裂是什麼原因呢?
[00:03:18.820 --> 00:03:19.980]  你細心看看
[00:03:19.980 --> 00:03:22.280]  教會分裂通常只有一個原因
[00:03:22.280 --> 00:03:23.360]  你說一個?
[00:03:23.360 --> 00:03:24.220]  是的
[00:03:24.220 --> 00:03:25.720]  那些是個人喜好
[00:03:25.720 --> 00:03:26.760]  生活習慣
[00:03:26.760 --> 00:03:29.400]  所有事情不能夠造成教會的分裂
[00:03:29.400 --> 00:03:31.960]  通常造成你我朋友
[00:03:31.960 --> 00:03:34.940]  和身邊人相處之間的不協調
[00:03:34.940 --> 00:03:37.340]  真正令教會分裂往往只有一個原因就是
[00:03:37.340 --> 00:03:40.600]  大家都用信仰成為原因
[00:03:40.600 --> 00:03:41.780]  聽不聽得懂?
[00:03:41.780 --> 00:03:42.500]  是啊
[00:03:42.500 --> 00:03:43.180]  為什麼會分裂呢?
[00:03:43.180 --> 00:03:45.120]  因為我覺得我信仰純正一點
[00:03:45.120 --> 00:03:46.320]  你不純正
[00:03:46.320 --> 00:03:47.680]  我覺得你的信仰有問題
[00:03:47.680 --> 00:03:48.980]  所以我要趕你走
[00:03:48.980 --> 00:03:50.680]  或者我要離開你
[00:03:50.680 --> 00:03:52.680]  我和你割席是很正義的
[00:03:52.680 --> 00:03:53.820]  就是因為我站在你那邊
[00:03:53.820 --> 00:03:55.060]  而你不是
[00:03:55.060 --> 00:03:58.260]  往往這是教會分裂常常出現的態度
[00:03:58.260 --> 00:04:00.760]  以及那種表達
[00:04:00.760 --> 00:04:02.600]  哥倫多前書的提醒
[00:04:02.600 --> 00:04:03.400]  很特別
[00:04:03.400 --> 00:04:04.240]  他第一句話
[00:04:04.240 --> 00:04:05.760]  第十節說
[00:04:05.760 --> 00:04:08.240]  保羅勸哥倫多教會弟兄們我直
[00:04:08.240 --> 00:04:10.700]  我們主耶穌基督的名
[00:04:10.700 --> 00:04:12.240]  勸你們
[00:04:12.240 --> 00:04:13.940]  說話要一致
[00:04:13.940 --> 00:04:15.280]  中間不可以分裂
[00:04:15.280 --> 00:04:18.080]  要一心一意彼此團結
[00:04:18.080 --> 00:04:19.180]  他第一樣要說的
[00:04:19.180 --> 00:04:20.120]  是跟哥倫多教會說
[00:04:20.120 --> 00:04:22.020]  你有一個很重要的使命
[00:04:22.020 --> 00:04:24.960]  你要一心一意團結
[00:04:24.960 --> 00:04:26.620]  教會有什麼使命?
[00:04:26.620 --> 00:04:29.620]  我們可能很快熟悉教會大使命就是傳福音
[00:04:29.620 --> 00:04:31.560]  所以你們要去洗萬民壯的門徒
[00:04:31.560 --> 00:04:32.060]  沒錯
[00:04:32.060 --> 00:04:34.060]  這是教會對外的使命
[00:04:34.060 --> 00:04:37.100]  但同樣地教會對內也有一個使命
[00:04:37.100 --> 00:04:38.100]  可能你不熟悉
[00:04:38.100 --> 00:04:40.260]  回來有機會看看約翰福音
[00:04:40.260 --> 00:04:43.400]  約翰福音說到當耶穌最後為門徒祈禱
[00:04:43.400 --> 00:04:45.040]  十二十五十六章的時候
[00:04:45.040 --> 00:04:46.480]  他不斷提到
[00:04:46.480 --> 00:04:47.580]  你們要合一
[00:04:47.580 --> 00:04:48.880]  在主你們要合一
[00:04:48.880 --> 00:04:50.880]  好像我和天父合一一樣
[00:04:50.880 --> 00:04:52.880]  你們務要合一
[00:04:52.880 --> 00:04:55.380]  因為我已經勝過世界
[00:04:55.380 --> 00:04:57.820]  耶穌與門徒最後的祝福
[00:04:57.820 --> 00:04:59.820]  向外的是傳福音
[00:04:59.820 --> 00:05:02.020]  將信仰帶去世界各地
[00:05:02.020 --> 00:05:04.260]  向內的就是你們要合一
[00:05:04.260 --> 00:05:06.800]  因為有人想將你整散
[00:05:06.800 --> 00:05:07.660]  又或者這麼說
[00:05:07.660 --> 00:05:10.360]  魔鬼撒旦很想將教會整散
[00:05:10.360 --> 00:05:11.940]  所以你更要努力
[00:05:11.940 --> 00:05:13.780]  竭力保守
[00:05:13.780 --> 00:05:15.140]  向你所賜的合一
[00:05:15.140 --> 00:05:17.640]  這同樣也是一個很大的使命
[00:05:17.640 --> 00:05:21.240]  甚至這可能是更難的使命
[00:05:21.240 --> 00:05:22.740]  不少教會分裂之後
[00:05:22.740 --> 00:05:25.020]  最後就會完成第一個使命
[00:05:25.020 --> 00:05:27.280]  就是出外傳福音的使命
[00:05:27.280 --> 00:05:29.480]  甚至我聽過很多好聽的說話
[00:05:29.480 --> 00:05:31.220]  我和這群弟兄姊妹不合
[00:05:31.220 --> 00:05:31.860]  我出去吧
[00:05:31.860 --> 00:05:33.060]  我能夠祝福更多人
[00:05:33.060 --> 00:05:35.060]  可以傳福音
[00:05:35.060 --> 00:05:36.460]  聽來好像很對
[00:05:36.460 --> 00:05:39.860]  又好像在滿足上帝的大使命
[00:05:39.860 --> 00:05:41.100]  但我們不要忘記
[00:05:41.100 --> 00:05:42.360]  竭力保守合一
[00:05:42.360 --> 00:05:43.440]  同樣地
[00:05:43.440 --> 00:05:45.160]  是耶穌基督吩咐我們
[00:05:45.160 --> 00:05:47.340]  特別是一群門徒要做的事
[00:05:47.340 --> 00:05:50.800]  所以保羅提醒哥倫多教會要一心一意
[00:05:50.800 --> 00:05:53.280]  彼此團結
[00:05:53.280 --> 00:05:55.280]  接著他說聽到什麼呢?
[00:05:55.280 --> 00:05:56.780]  為什麼覺得他們不團結呢?
[00:05:56.780 --> 00:05:58.880]  有人說我是屬保羅的
[00:05:58.880 --> 00:06:01.180]  有人說我是屬阿波羅的
[00:06:01.180 --> 00:06:02.880]  有人說我屬基督的
[00:06:02.880 --> 00:06:05.060]  有人說我屬基督的
[00:06:05.060 --> 00:06:05.820]  先解釋一下
[00:06:05.820 --> 00:06:07.160]  這個很重要
[00:06:07.160 --> 00:06:08.520]  屬保羅是什麼意思呢?
[00:06:08.520 --> 00:06:09.420]  當然了
[00:06:09.420 --> 00:06:11.320]  哥倫多前世都是保羅寫的
[00:06:11.320 --> 00:06:13.400]  保羅代表著傳道
[00:06:13.400 --> 00:06:14.600]  很熱心
[00:06:14.600 --> 00:06:17.560]  去到很多地方將信仰傳開
[00:06:17.560 --> 00:06:19.600]  滿足實踐基督大使命
[00:06:19.600 --> 00:06:20.840]  一個很重要的人物
[00:06:20.840 --> 00:06:22.200]  所以說屬保羅的
[00:06:22.200 --> 00:06:23.200]  這一派是什麼人呢?
[00:06:23.200 --> 00:06:24.340]  我們要努力傳福音
[00:06:24.340 --> 00:06:25.740]  我們很熱心
[00:06:25.740 --> 00:06:27.480]  有人會這樣認同自己
[00:06:27.480 --> 00:06:29.380]  我在教會裡面最熱心
[00:06:29.380 --> 00:06:32.180]  有一群人說我屬阿波羅
[00:06:32.180 --> 00:06:34.020]  阿波羅是代表教導的
[00:06:34.020 --> 00:06:36.820]  代表將信仰、將聖經去教導
[00:06:36.820 --> 00:06:37.720]  可能有人說
[00:06:37.720 --> 00:06:39.520]  我的信仰知識很豐富
[00:06:39.520 --> 00:06:41.060]  我很努力查聖經
[00:06:41.060 --> 00:06:43.460]  甚至我在神學院做很多很多服事
[00:06:43.460 --> 00:06:47.500]  所以我很努力在聖經裡面長進教導
[00:06:47.500 --> 00:06:51.100]  第三批人說我是屬基法的
[00:06:51.100 --> 00:06:52.400]  基法是誰呢?
[00:06:52.400 --> 00:06:53.740]  基法不是基法小學
[00:06:53.740 --> 00:06:54.900]  不是基法幼稚園
[00:06:54.900 --> 00:06:56.740]  基法是代表彼得
[00:06:56.740 --> 00:06:58.000]  西門彼得
[00:06:58.000 --> 00:06:59.040]  耶穌的門徒
[00:06:59.040 --> 00:07:00.340]  耶穌的大弟子
[00:07:00.340 --> 00:07:01.940]  我是屬彼得的是什麼呢?
[00:07:01.940 --> 00:07:04.140]  我是屬於門徒正統的
[00:07:04.140 --> 00:07:05.180]  純正的
[00:07:05.180 --> 00:07:07.520]  我守著由耶穌傳來的傳統
[00:07:07.520 --> 00:07:08.520]  我說的話
[00:07:08.520 --> 00:07:10.820]  由彼得一直傳到現在
[00:07:10.820 --> 00:07:12.780]  所以有人說我是純正的
[00:07:12.780 --> 00:07:13.960]  我是正統的
[00:07:13.960 --> 00:07:16.360]  這三種說法在教會裡面
[00:07:16.360 --> 00:07:17.700]  都會出現的
[00:07:17.700 --> 00:07:18.520]  是不是?
[00:07:18.520 --> 00:07:20.300]  有人覺得我熱心過你
[00:07:20.300 --> 00:07:21.600]  你怎麼這麼不熱心呢?
[00:07:21.600 --> 00:07:24.200]  我信仰認識多過你
[00:07:24.200 --> 00:07:25.460]  我聖經熟悉過你
[00:07:25.460 --> 00:07:26.800]  為什麼你不熟悉聖經呢?
[00:07:26.800 --> 00:07:28.800]  我是正統的
[00:07:28.800 --> 00:07:31.540]  我可能幾代已經在教會成長
[00:07:31.540 --> 00:07:33.540]  教會一開始我已經在這裡了
[00:07:33.540 --> 00:07:35.680]  我當然比你更加好了
[00:07:35.680 --> 00:07:37.980]  人會分黨分親
[00:07:37.980 --> 00:07:39.540]  因為覺得自己比對方好
[00:07:39.540 --> 00:07:41.920]  第四個描述更有趣
[00:07:41.920 --> 00:07:43.380]  我是屬於基督的
[00:07:43.380 --> 00:07:44.720]  可能你第一眼看下去
[00:07:44.720 --> 00:07:46.080]  屬於基督對不對?
[00:07:46.080 --> 00:07:47.180]  當然是對的
[00:07:47.180 --> 00:07:48.660]  基督徒當然是屬於基督的
[00:07:48.660 --> 00:07:49.920]  但是保羅在這裡說
[00:07:49.920 --> 00:07:52.220]  有人說自己是屬於基督
[00:07:52.220 --> 00:07:55.000]  這件事也成為了紛爭的重點
[00:07:55.000 --> 00:07:56.900]  什麼意思呢?
[00:07:56.900 --> 00:07:58.960]  就是說我是屬於基督也不對
[00:07:58.960 --> 00:08:01.140]  我是屬於保羅不對
[00:08:01.140 --> 00:08:02.040]  明白了
[00:08:02.040 --> 00:08:03.040]  跟人不好
[00:08:03.040 --> 00:08:04.000]  因為保羅後面也搞
[00:08:04.000 --> 00:08:04.640]  我是保羅
[00:08:04.640 --> 00:08:05.880]  我也沒怎麼為你們洗禮
[00:08:05.880 --> 00:08:07.000]  不要說跟我
[00:08:07.000 --> 00:08:08.640]  我說我是跟阿波羅的
[00:08:08.640 --> 00:08:10.340]  我是跟基法的
[00:08:10.340 --> 00:08:12.240]  可能也覺得跟人當然不好
[00:08:12.240 --> 00:08:13.840]  我大大聲聲說我是屬於基督的
[00:08:13.840 --> 00:08:15.220]  那不就最好嗎?
[00:08:15.220 --> 00:08:16.420]  不就最對嗎?
[00:08:16.420 --> 00:08:18.780]  但是在這個經文的脈絡你會看到
[00:08:18.780 --> 00:08:21.780]  "我是屬於基督的"的平排在前面的三件事裡面
[00:08:21.780 --> 00:08:22.820]  就是說保羅覺得
[00:08:22.820 --> 00:08:24.760]  這個意思、這個表達
[00:08:24.760 --> 00:08:29.000]  都是能夠令教會分裂、紛爭的源頭
[00:08:29.000 --> 00:08:31.260]  看清楚這段聖經
[00:08:31.260 --> 00:08:34.440]  原來"我是屬於基督"這句話當然沒錯
[00:08:34.440 --> 00:08:37.200]  但是當你覺得我是屬於基督的時候
[00:08:37.200 --> 00:08:39.240]  意味著什麼意思呢?
[00:08:39.240 --> 00:08:40.640]  意味著什麼意思呢?
[00:08:40.640 --> 00:08:42.100]  意味著你覺得
[00:08:42.100 --> 00:08:43.640]  我是屬於基督
[00:08:43.640 --> 00:08:45.080]  你就不是
[00:08:45.080 --> 00:08:46.640]  對不對?
[00:08:46.640 --> 00:08:47.840]  不然何必說呢?
[00:08:47.840 --> 00:08:49.540]  保羅接著那句說什麼呢?
[00:08:49.540 --> 00:08:50.080]  十三節
[00:08:50.080 --> 00:08:51.340]  基督是分裂的
[00:08:51.340 --> 00:08:52.780]  大家都是屬於基督的
[00:08:52.780 --> 00:08:53.620]  全世界都是屬於基督的
[00:08:53.620 --> 00:08:54.520]  為什麼有些人會特別說
[00:08:54.520 --> 00:08:56.280]  我是屬於基督的呢?
[00:08:56.280 --> 00:08:58.360]  就是說我覺得你不是
[00:08:58.360 --> 00:08:59.820]  你不屬於基督
[00:08:59.820 --> 00:09:00.720]  那你屬於誰呢?
[00:09:00.720 --> 00:09:02.420]  你屬於魔鬼的
[00:09:02.420 --> 00:09:03.860]  你屬於惡者的
[00:09:03.860 --> 00:09:06.260]  教會很多時候分裂就是這樣開始的
[00:09:06.260 --> 00:09:07.560]  覺得我是屬於基督
[00:09:07.560 --> 00:09:08.740]  我站在正義那邊
[00:09:08.740 --> 00:09:10.000]  那你就不是正義了
[00:09:10.000 --> 00:09:11.260]  是不是正義只有一邊呢?
[00:09:11.260 --> 00:09:11.960]  我在正義
[00:09:11.960 --> 00:09:12.700]  你在對面
[00:09:12.700 --> 00:09:13.700]  你是邪惡的
[00:09:13.700 --> 00:09:15.340]  所以我和你割席
[00:09:15.340 --> 00:09:16.540]  我要和你分開
[00:09:16.540 --> 00:09:17.540]  我要分裂
[00:09:17.540 --> 00:09:20.980]  原來很多時候教會的分裂
[00:09:20.980 --> 00:09:22.380]  最核心的問題是什麼呢?
[00:09:22.380 --> 00:09:24.140]  就是覺得我對
[00:09:24.140 --> 00:09:25.180]  你錯
[00:09:25.180 --> 00:09:27.120]  甚至覺得
[00:09:27.120 --> 00:09:28.020]  我們要分
[00:09:28.020 --> 00:09:29.320]  我贏你就輸
[00:09:29.320 --> 00:09:30.720]  你贏我就輸
[00:09:30.720 --> 00:09:32.060]  所以我不可能讓你贏
[00:09:32.060 --> 00:09:33.060]  我也不可以你對
[00:09:33.060 --> 00:09:33.960]  因為我對
[00:09:33.960 --> 00:09:36.260]  人很喜歡這樣分
[00:09:36.260 --> 00:09:38.260]  回想一下過去這幾個月
[00:09:38.260 --> 00:09:39.660]  香港的社會也是這樣
[00:09:39.660 --> 00:09:41.400]  我對就你錯
[00:09:41.400 --> 00:09:42.740]  如果你對就是我錯
[00:09:42.740 --> 00:09:44.140]  所以我當然不讓你對
[00:09:44.140 --> 00:09:47.100]  這個概念可能你讀書
[00:09:47.100 --> 00:09:49.340]  科學、數學有些東西都是講對錯
[00:09:49.340 --> 00:09:51.080]  不過回到教會裡面
[00:09:51.080 --> 00:09:52.840]  不是說教會裡面不講對錯
[00:09:52.840 --> 00:09:55.140]  不過教會裡面不是講贏輸
[00:09:55.140 --> 00:09:56.740]  聽清楚這句話
[00:09:56.740 --> 00:09:58.440]  有些真理的事
[00:09:58.440 --> 00:09:59.340]  有些道德的事
[00:09:59.340 --> 00:09:59.980]  有些價值的事
[00:09:59.980 --> 00:10:01.080]  我們要講對錯
[00:10:01.080 --> 00:10:03.260]  但是教會裡面講的不是贏輸
[00:10:03.260 --> 00:10:04.320]  保羅說的
[00:10:04.320 --> 00:10:06.220]  教會裡面要一心一意
[00:10:06.220 --> 00:10:07.660]  彼此團結
[00:10:08.020 --> 00:10:09.820]  沒錯,有些人可能熱心一點
[00:10:09.820 --> 00:10:12.020]  沒錯,有些人可能教導性應比較好
[00:10:12.020 --> 00:10:14.960]  有些人可能傳統一點
[00:10:14.960 --> 00:10:16.560]  甚至有些人覺得
[00:10:16.560 --> 00:10:18.060]  我屬靈一點
[00:10:18.060 --> 00:10:20.540]  不過我們都是主裡面的一家人
[00:10:20.540 --> 00:10:23.440]  有些人看上去好像屬靈一點
[00:10:23.440 --> 00:10:24.480]  不錯一點
[00:10:24.480 --> 00:10:26.340]  有些人看上去好像差一點
[00:10:26.340 --> 00:10:28.320]  甚至覺得他沒有那麼好
[00:10:28.320 --> 00:10:29.140]  失敗一點
[00:10:29.140 --> 00:10:30.920]  不過他都是蒙恩的罪人
[00:10:30.920 --> 00:10:32.340]  他都是上帝的恩典裡面
[00:10:32.340 --> 00:10:33.580]  你可能要去教他
[00:10:33.580 --> 00:10:34.320]  你要扶植他
[00:10:34.320 --> 00:10:35.420]  你要幫助他
[00:10:35.420 --> 00:10:36.360]  你要提醒他
[00:10:36.360 --> 00:10:37.260]  你要督責他
[00:10:38.020 --> 00:10:39.860]  但你不是要跟他割席
[00:10:39.860 --> 00:10:40.720]  趕他出去
[00:10:40.720 --> 00:10:42.020]  接著說你錯
[00:10:42.020 --> 00:10:42.960]  我對
[00:10:42.960 --> 00:10:44.120]  或者我贏
[00:10:44.120 --> 00:10:45.000]  你輸
[00:10:45.000 --> 00:10:47.600]  聖經裡面這樣講
[00:10:47.600 --> 00:10:48.800]  基督是分裂的嗎?
[00:10:48.800 --> 00:10:50.960]  基督是分裂的嗎?
[00:10:50.960 --> 00:10:53.800]  基督是那一位教會的元首
[00:10:53.800 --> 00:10:55.040]  教會是什麼?
[00:10:55.040 --> 00:10:56.380]  教會不是一座建築物
[00:10:56.380 --> 00:10:57.500]  教會不是某幾個人
[00:10:57.500 --> 00:10:59.600]  教會是整個群體
[00:10:59.600 --> 00:11:02.640]  是整個蒙恩罪人的群體
[00:11:02.640 --> 00:11:04.940]  你與我都是蒙恩的罪人
[00:11:04.940 --> 00:11:07.520]  就算今天你覺得自己屬靈一點
[00:11:07.520 --> 00:11:08.280]  熱心一點
[00:11:08.280 --> 00:11:09.220]  愛主一點
[00:11:09.220 --> 00:11:10.160]  崇敬一點
[00:11:10.160 --> 00:11:11.360]  屬聖經多一點也好
[00:11:11.360 --> 00:11:14.460]  你與我仍然都是蒙恩的罪人
[00:11:14.460 --> 00:11:18.800]  所以我們沒有任何的厲害
[00:11:18.800 --> 00:11:19.860]  沒有任何的贏
[00:11:19.860 --> 00:11:22.340]  當然對方也沒有任何的輸
[00:11:22.340 --> 00:11:24.940]  並且我們知道在這個群體當中
[00:11:24.940 --> 00:11:26.800]  不是我對已經足夠
[00:11:26.800 --> 00:11:28.200]  不是我贏已經足夠
[00:11:28.200 --> 00:11:29.740]  不是我屬基督就足夠
[00:11:29.740 --> 00:11:32.180]  是我們整個群體屬基督
[00:11:32.180 --> 00:11:33.440]  才是足夠
[00:11:33.440 --> 00:11:34.940]  才是上帝的心意
[00:11:35.680 --> 00:11:38.080]  就是說當你發現教會裡面有些人
[00:11:38.080 --> 00:11:39.820]  好像不夠屬靈
[00:11:39.820 --> 00:11:41.180]  好像不夠熱心
[00:11:41.180 --> 00:11:42.680]  好像不夠崇敬
[00:11:42.680 --> 00:11:43.920]  好像不屬聖經
[00:11:43.920 --> 00:11:44.720]  那怎麼辦呢?
[00:11:44.720 --> 00:11:46.320]  不然就大聲說
[00:11:46.320 --> 00:11:47.520]  我是屬基督的
[00:11:47.520 --> 00:11:48.800]  你屬那些不對
[00:11:48.800 --> 00:11:50.760]  而是你要去擁抱他
[00:11:50.760 --> 00:11:52.760]  你去幫助他、扶持他
[00:11:52.760 --> 00:11:55.440]  以致我們一起屬基督
[00:11:55.440 --> 00:11:58.200]  整個教會都屬基督
[00:11:58.200 --> 00:11:59.880]  因為基督是教會的頭
[00:11:59.880 --> 00:12:01.780]  這是很重要的
[00:12:01.780 --> 00:12:05.480]  教會是一群蒙恩罪人聯合的群體
[00:12:06.280 --> 00:12:09.280]  教會不是裡面要分哪一個聰明一點
[00:12:09.280 --> 00:12:10.880]  而是每一個都要上你的恩典
[00:12:10.880 --> 00:12:12.980]  教會不是很多時候
[00:12:12.980 --> 00:12:14.960]  跌下去就是我覺得自己好一點
[00:12:14.960 --> 00:12:17.160]  以致最大最大最大
[00:12:17.160 --> 00:12:18.420]  讓教會分裂
[00:12:18.420 --> 00:12:20.420]  就是屬靈的驕傲
[00:12:20.420 --> 00:12:22.000]  當你覺得
[00:12:22.000 --> 00:12:23.460]  我也挺屬靈的
[00:12:23.460 --> 00:12:25.300]  你就會覺得旁邊那個好不好
[00:12:25.300 --> 00:12:26.360]  接著你就覺得
[00:12:26.360 --> 00:12:28.060]  沒理由上帝也會愛他的
[00:12:28.060 --> 00:12:30.900]  那麼你這個屬靈的驕傲
[00:12:30.900 --> 00:12:34.100]  就讓你看不見教會真正的價值和意義
[00:12:34.380 --> 00:12:38.880]  也不明白上帝叫我們一起去合一的意思
[00:12:38.880 --> 00:12:41.340]  這段經文裏面
[00:12:41.340 --> 00:12:42.840]  保羅後面不斷提
[00:12:42.840 --> 00:12:44.480]  我沒有幫過什麼人洗禮
[00:12:44.480 --> 00:12:45.580]  記得都是一兩個而已
[00:12:45.580 --> 00:12:46.620]  不是很多而已
[00:12:46.620 --> 00:12:49.580]  因為基督差遣我不是做洗禮的
[00:12:49.580 --> 00:12:50.780]  因為很多時候人們覺得
[00:12:50.780 --> 00:12:51.760]  誰幫我洗禮
[00:12:51.760 --> 00:12:52.560]  我就屬於誰
[00:12:52.560 --> 00:12:53.460]  我就跟隨誰
[00:12:53.460 --> 00:12:54.660]  我就很正統
[00:12:54.660 --> 00:12:55.920]  但是最後
