
[00:00:00.000 --> 00:00:02.000]  第一節目平安
[00:01:35.000 --> 00:01:37.000]  哪四種位置大家知道嗎?
[00:01:37.000 --> 00:01:42.000]  前鋒、中場、後衛和守門
[00:01:42.000 --> 00:01:44.000]  早堂頂才會掉回去
[00:01:44.000 --> 00:01:46.000]  從守門數回去,你們多厲害
[00:01:46.000 --> 00:01:48.000]  其實有不同的位置
[00:01:48.000 --> 00:01:51.000]  其實整支球隊裡面
[00:01:51.000 --> 00:01:54.000]  除了這些球員之外
[00:01:54.000 --> 00:01:57.000]  其實沒有教練可以嗎?
[00:01:57.000 --> 00:01:58.000]  不可以吧?
[00:01:58.000 --> 00:02:00.000]  沒有隊醫可以嗎?
[00:02:00.000 --> 00:02:02.000]  沒有球探可以嗎?
[00:02:02.000 --> 00:02:03.000]  其實球探更重要
[00:02:03.000 --> 00:02:05.000]  找些好的球員回來
[00:02:05.000 --> 00:02:08.000]  無論是資深或年輕的球員都重要
[00:02:08.000 --> 00:02:10.000]  球探的功用都很重要
[00:02:10.000 --> 00:02:11.000]  領隊等等
[00:02:11.000 --> 00:02:14.000]  其實整支球隊裡面有很多角色
[00:02:14.000 --> 00:02:18.000]  彼此用自己的專長
[00:02:18.000 --> 00:02:21.000]  去執行自己的職責
[00:02:21.000 --> 00:02:23.000]  共同配搭
[00:02:23.000 --> 00:02:25.000]  做出一支好的球隊
[00:02:25.000 --> 00:02:27.000]  目標非常清晰
[00:02:27.000 --> 00:02:29.000]  就是要贏得比賽
[00:02:29.000 --> 00:02:32.000]  所以大家都向這方面努力
[00:02:32.000 --> 00:02:33.000]  做到這方面
[00:02:33.000 --> 00:02:37.000]  但我們看球賽也有很多觀眾
[00:02:37.000 --> 00:02:38.000]  你做過觀眾嗎?
[00:02:38.000 --> 00:02:39.000]  我也做過觀眾
[00:02:39.000 --> 00:02:40.000]  看球賽的時候
[00:02:40.000 --> 00:02:41.000]  你會怎樣?
[00:02:41.000 --> 00:02:42.000]  很開心
[00:02:42.000 --> 00:02:44.000]  看到球員踢得很好
[00:02:44.000 --> 00:02:45.000]  好球的時候
[00:02:45.000 --> 00:02:46.000]  你會說不錯
[00:02:46.000 --> 00:02:48.000]  但有時候踢得差一點
[00:02:48.000 --> 00:02:49.000]  你會說
[00:02:49.000 --> 00:02:50.000]  對著球員說
[00:02:50.000 --> 00:02:51.000]  「這麼差的」
[00:02:51.000 --> 00:02:52.000]  然後對著教練說
[00:02:52.000 --> 00:02:54.000]  「這個教練真是腦殘」
[00:02:54.000 --> 00:02:55.000]  腦殘是什麼?
[00:02:55.000 --> 00:02:56.000]  是國語
[00:02:56.000 --> 00:02:57.000]  腦殘是什麼?
[00:02:57.000 --> 00:02:59.000]  腦部殘廢
[00:02:59.000 --> 00:03:00.000]  這樣安排?
[00:03:00.000 --> 00:03:02.000]  哪有可能的?
[00:03:02.000 --> 00:03:03.000]  對觀眾來說
[00:03:03.000 --> 00:03:07.000]  其實我自己也做過觀眾
[00:03:07.000 --> 00:03:11.000]  其實他沒有為這支球隊流過一滴汗水
[00:03:11.000 --> 00:03:13.000]  他只是在評價
[00:03:13.000 --> 00:03:16.000]  做一個旁觀者的角色
[00:03:16.000 --> 00:03:17.000]  看一場球賽
[00:03:17.000 --> 00:03:19.000]  其實某程度上是一種消費
[00:03:19.000 --> 00:03:21.000]  是一種娛樂
[00:03:21.000 --> 00:03:23.000]  我們想一想
[00:03:23.000 --> 00:03:24.000]  這種情況
[00:03:24.000 --> 00:03:26.000]  回到教會又是怎樣呢?
[00:03:26.000 --> 00:03:28.000]  回到教會裡
[00:03:28.000 --> 00:03:30.000]  回到我們的信仰裡
[00:03:30.000 --> 00:03:31.000]  我們每一個人
[00:03:31.000 --> 00:03:32.000]  在教會當中
[00:03:32.000 --> 00:03:33.000]  我們坐在裡面
[00:03:33.000 --> 00:03:35.000]  去敬拜上帝
[00:03:35.000 --> 00:03:38.000]  我們到底是屬於球隊的成員
[00:03:38.000 --> 00:03:41.000]  還是只是一個觀眾
[00:03:41.000 --> 00:03:42.000]  我們在觀摩
[00:03:42.000 --> 00:03:45.000]  在享受這個過程呢?
[00:03:45.000 --> 00:03:47.000]  在聖經裡說給我們聽
[00:03:47.000 --> 00:03:48.000]  神的心意
[00:03:48.000 --> 00:03:50.000]  神呼召人進入教會的時間
[00:03:50.000 --> 00:03:52.000]  是成為一個信仰的群體
[00:03:52.000 --> 00:03:55.000]  是希望他們成為不同的角色
[00:03:55.000 --> 00:03:56.000]  有隊員
[00:03:56.000 --> 00:03:57.000]  有教練
[00:03:57.000 --> 00:03:58.000]  有隊醫等等
[00:03:58.000 --> 00:04:02.000]  而不是單單成為一個球迷
[00:04:02.000 --> 00:04:04.000]  一個觀眾
[00:04:04.000 --> 00:04:06.000]  今天給我們思想一個非常重要的問題
[00:04:06.000 --> 00:04:07.000]  就是在教會裡
[00:04:07.000 --> 00:04:10.000]  你和我到底是否不可或缺呢?
[00:04:10.000 --> 00:04:11.000]  在二佛所書裡
[00:04:11.000 --> 00:04:12.000]  有很多的內容
[00:04:12.000 --> 00:04:13.000]  很多的經文
[00:04:13.000 --> 00:04:14.000]  其實它總的來說
[00:04:14.000 --> 00:04:16.000]  是分開兩部分的內容
[00:04:16.000 --> 00:04:18.000]  第一部分是信仰
[00:04:18.000 --> 00:04:20.000]  教義的部分
[00:04:20.000 --> 00:04:21.000]  是頭三章的內容
[00:04:21.000 --> 00:04:22.000]  告訴我們
[00:04:22.000 --> 00:04:23.000]  在基督裡面
[00:04:23.000 --> 00:04:25.000]  第一章三節已經說
[00:04:25.000 --> 00:04:27.000]  給我們很多屬靈的福氣
[00:04:27.000 --> 00:04:29.000]  接著一步一步地說
[00:04:29.000 --> 00:04:30.000]  有什麼屬靈的福氣
[00:04:30.000 --> 00:04:32.000]  接著在四章開始
[00:04:32.000 --> 00:04:33.000]  就有一個很大的轉折
[00:04:33.000 --> 00:04:37.000]  既然蒙召行事為人
[00:04:37.000 --> 00:04:39.000]  就應當與蒙召恩相先
[00:04:39.000 --> 00:04:40.000]  接著就說
[00:04:40.000 --> 00:04:41.000]  我們在行為方面
[00:04:41.000 --> 00:04:42.000]  我們需要學習什麼
[00:04:42.000 --> 00:04:44.000]  我們需要調整什麼
[00:04:44.000 --> 00:04:45.000]  在這些行為裡面
[00:04:45.000 --> 00:04:47.000]  有多少不同的層面
[00:04:47.000 --> 00:04:48.000]  我們看到今天的層面
[00:04:48.000 --> 00:04:50.000]  是說到教會的層面
[00:04:50.000 --> 00:04:52.000]  所以保羅是一步步地說到
[00:04:52.000 --> 00:04:54.000]  最後是一個屬靈世界的征戰
[00:04:54.000 --> 00:04:56.000]  就要我們穿起全部的軍裝
[00:04:56.000 --> 00:04:59.000]  去面對這個屬靈的惡者
[00:04:59.000 --> 00:05:01.000]  接著我們今天
[00:05:01.000 --> 00:05:02.000]  在講入經文的時間
[00:05:02.000 --> 00:05:04.000]  我們帶著三個問題
[00:05:04.000 --> 00:05:06.000]  去進入經文的思考
[00:05:06.000 --> 00:05:08.000]  三個不是太困難的問題
[00:05:08.000 --> 00:05:09.000]  因為我們可能
[00:05:09.000 --> 00:05:11.000]  以往的講道
[00:05:11.000 --> 00:05:12.000]  或者我們的茶經
[00:05:12.000 --> 00:05:13.000]  主要學我們都會
[00:05:13.000 --> 00:05:14.000]  去思想到
[00:05:14.000 --> 00:05:15.000]  其實知道這些答案
[00:05:15.000 --> 00:05:16.000]  但今天我們
[00:05:16.000 --> 00:05:17.000]  因為知道這三個問題
[00:05:17.000 --> 00:05:18.000]  非常重要
[00:05:18.000 --> 00:05:19.000]  所以我們再次去重新
[00:05:19.000 --> 00:05:22.000]  去接著經文我們去思想
[00:05:22.000 --> 00:05:24.000]  哪個字是恩賜
[00:05:24.000 --> 00:05:26.000]  和恩賜是給誰的
[00:05:26.000 --> 00:05:28.000]  還有恩賜到底有什麼用呢
[00:05:28.000 --> 00:05:30.000]  我們一起來讀這次的經文
[00:05:30.000 --> 00:05:32.000]  一二三
[00:05:32.000 --> 00:05:38.000]  所以我們見到這句經文
[00:05:38.000 --> 00:05:40.000]  已經解釋了兩個問題
[00:05:40.000 --> 00:05:44.000]  是基督向國人賜下恩賜
[00:05:44.000 --> 00:05:46.000]  賜下恩賜的主權和權能
[00:05:46.000 --> 00:05:48.000]  是來自基督不是人
[00:05:48.000 --> 00:05:51.000]  所以如果有些人跟你講
[00:05:51.000 --> 00:05:53.000]  甚至說他是牧者
[00:05:53.000 --> 00:05:55.000]  他是一個什麼角色
[00:05:55.000 --> 00:05:56.000]  接著說他走到你身邊
[00:05:56.000 --> 00:05:58.000]  他可以賜一些恩賜給你
[00:05:58.000 --> 00:06:00.000]  按在你身上賜給你一個
[00:06:00.000 --> 00:06:02.000]  講方言的恩賜
[00:06:02.000 --> 00:06:04.000]  賜給你一個醫病的恩賜
[00:06:04.000 --> 00:06:06.000]  如果我們聽到這些訊息的時候
[00:06:06.000 --> 00:06:08.000]  我們要非常的小心
[00:06:08.000 --> 00:06:10.000]  這樣的說法其實
[00:06:10.000 --> 00:06:12.000]  並不符合聖經的教導
[00:06:12.000 --> 00:06:14.000]  恩賜不是人所賜下的
[00:06:14.000 --> 00:06:17.000]  恩賜是神所賜下的
[00:06:17.000 --> 00:06:19.000]  哥倫多詞書告訴我們
[00:06:19.000 --> 00:06:21.000]  這個賜下當然是藉著聖靈
[00:06:21.000 --> 00:06:25.000]  去執行這個賜下恩賜的工作
[00:06:25.000 --> 00:06:27.000]  我們知道神賜下恩賜
[00:06:27.000 --> 00:06:29.000]  基督是教會的主
[00:06:29.000 --> 00:06:30.000]  他按著他的心意
[00:06:30.000 --> 00:06:32.000]  賜下各人有不同的恩賜
[00:06:32.000 --> 00:06:34.000]  另一個訊息很重要的就是
[00:06:34.000 --> 00:06:37.000]  到底是不是所有信徒都有恩賜呢
[00:06:37.000 --> 00:06:39.000]  答案是非常清晰的
[00:06:39.000 --> 00:06:41.000]  是每一個悔改信主的信徒
[00:06:41.000 --> 00:06:42.000]  都一定有恩賜
[00:06:42.000 --> 00:06:44.000]  不要以為我們的背景
[00:06:44.000 --> 00:06:45.000]  我們的學歷
[00:06:45.000 --> 00:06:47.000]  我們各方面的情況不同
[00:06:47.000 --> 00:06:50.000]  所以我比較不是那麼優秀
[00:06:50.000 --> 00:06:51.000]  所以神賜一些恩賜給我
[00:06:51.000 --> 00:06:52.000]  不是的
[00:06:52.000 --> 00:06:53.000]  聖經告訴我們
[00:06:53.000 --> 00:06:55.000]  每一個人都有恩賜
[00:06:55.000 --> 00:06:57.000]  問題是我們怎樣去認識這些恩賜
[00:06:57.000 --> 00:06:59.000]  和發掘這些恩賜
[00:06:59.000 --> 00:07:01.000]  使用這些恩賜
[00:07:01.000 --> 00:07:03.000]  今天沒有太多時間去講
[00:07:03.000 --> 00:07:05.000]  我們怎樣去發掘自己的恩賜
[00:07:05.000 --> 00:07:06.000]  認識自己的恩賜
[00:07:06.000 --> 00:07:11.000]  當你對這個問題想了解多些的話
[00:07:11.000 --> 00:07:14.000]  我建議你去向教睦同工去問一問
[00:07:14.000 --> 00:07:16.000]  怎樣去發現自己的恩賜
[00:07:16.000 --> 00:07:18.000]  以至於我們在教會當中
[00:07:18.000 --> 00:07:20.000]  去運用恩賜去使用
[00:07:20.000 --> 00:07:22.000]  《八刀十節》裏面講到
[00:07:22.000 --> 00:07:24.000]  保羅解釋
[00:07:24.000 --> 00:07:26.000]  基督是怎樣將恩賜
[00:07:26.000 --> 00:07:29.000]  為何要將恩賜賜給國人
[00:07:29.000 --> 00:07:30.000]  是一個怎樣的角色
[00:07:30.000 --> 00:07:33.000]  他用了一個詩篇的道理
[00:07:33.000 --> 00:07:35.000]  詩篇的經文去講到
[00:07:35.000 --> 00:07:37.000]  看上去好像不太明白
[00:07:37.000 --> 00:07:39.000]  怎樣升上高天
[00:07:39.000 --> 00:07:42.000]  又擄掠了仇敵
[00:07:42.000 --> 00:07:44.000]  其實是在講圖畫
[00:07:44.000 --> 00:07:47.000]  詩篇裏面是講到一個王
[00:07:47.000 --> 00:07:50.000]  他戰勝了仇敵
[00:07:50.000 --> 00:07:52.000]  他得勝了之後
[00:07:52.000 --> 00:07:54.000]  凱旋歸來
[00:07:54.000 --> 00:07:55.000]  他帶著很多戰利品
[00:07:55.000 --> 00:07:56.000]  他會做甚麼呢
[00:07:56.000 --> 00:07:58.000]  他不是為自己收藏這些戰利品
[00:07:58.000 --> 00:07:59.000]  而是將這些戰利品
[00:07:59.000 --> 00:08:01.000]  分享給所有的百姓
[00:08:01.000 --> 00:08:04.000]  給國人去分享這些勝利
[00:08:04.000 --> 00:08:07.000]  這個君王就代表了教會的頭
[00:08:07.000 --> 00:08:09.000]  教會的元首耶穌基督
[00:08:09.000 --> 00:08:10.000]  他將這些戰利品
[00:08:10.000 --> 00:08:12.000]  當然在這裏具體地講
[00:08:12.000 --> 00:08:13.000]  就是講到恩賜
[00:08:13.000 --> 00:08:14.000]  賜給國人
[00:08:14.000 --> 00:08:16.000]  賜給每一個信徒
[00:08:16.000 --> 00:08:18.000]  使我們人人有份
[00:08:18.000 --> 00:08:21.000]  有著這份恩賜去服侍教會
[00:08:21.000 --> 00:08:23.000]  恩賜到底有甚麼用呢
[00:08:23.000 --> 00:08:24.000]  接著是講到
[00:08:24.000 --> 00:08:26.000]  十一至十三次就在講這件事
[00:08:26.000 --> 00:08:29.000]  很久在講恩賜怎樣用之前
[00:08:29.000 --> 00:08:32.000]  列舉了四樣的積分
[00:08:32.000 --> 00:08:34.000]  這四樣的積分
[00:08:34.000 --> 00:08:35.000]  使徒先知傳播音
[00:08:35.000 --> 00:08:37.000]  牧師和教師
[00:08:37.000 --> 00:08:39.000]  問大家一個問題
[00:08:39.000 --> 00:08:42.000]  現在還有沒有使徒呢
[00:08:42.000 --> 00:08:44.000]  現在還有沒有使徒呢
[00:08:44.000 --> 00:08:47.000]  根據新約上下文的理解
[00:08:47.000 --> 00:08:49.000]  使徒是指到初期教會
[00:08:49.000 --> 00:08:51.000]  我們非常熟悉的那些使徒
[00:08:51.000 --> 00:08:54.000]  包括彼得、保羅等等
[00:08:54.000 --> 00:08:56.000]  使徒有幾個重要的特徵
[00:08:56.000 --> 00:08:58.000]  第一個是親眼見過服務的耶穌
[00:08:58.000 --> 00:09:00.000]  親眼見過服務的基督
[00:09:00.000 --> 00:09:03.000]  因此他具有屬靈的權柄
[00:09:03.000 --> 00:09:09.000]  去參與撰寫聖經和建立初期教會
[00:09:09.000 --> 00:09:11.000]  所以有三個很重要的點
[00:09:11.000 --> 00:09:12.000]  而三個最重要的點
[00:09:12.000 --> 00:09:15.000]  第一個是親眼見過服務的耶穌
[00:09:15.000 --> 00:09:17.000]  最近有一段時間
[00:09:17.000 --> 00:09:20.000]  有一個運動叫「新使徒運動」
[00:09:20.000 --> 00:09:22.000]  在幾個教界興起
[00:09:22.000 --> 00:09:24.000]  不知道大家聽過沒有
[00:09:24.000 --> 00:09:26.000]  我們非常要留意這個運動
[00:09:26.000 --> 00:09:30.000]  有可能帶給我們信仰的衝擊和危害
[00:09:30.000 --> 00:09:33.000]  這個講座是總會安排的
[00:09:33.000 --> 00:09:35.000]  提防新使徒的偏差
[00:09:35.000 --> 00:09:38.000]  在未來的日子將會舉行
[00:09:38.000 --> 00:09:41.000]  如果大家對這個題目有興趣的話
[00:09:41.000 --> 00:09:42.000]  可以多些了解
[00:09:42.000 --> 00:09:43.000]  如何報名
[00:09:43.000 --> 00:09:47.000]  以及哪些頂善會比較適合去聚會
[00:09:47.000 --> 00:09:50.000]  向教務同工去了解便知道
[00:09:50.000 --> 00:09:52.000]  接著聖經說的先知
[00:09:52.000 --> 00:09:53.000]  先知大家都很清楚
[00:09:53.000 --> 00:09:56.000]  可以理解為先知講道的職份
[00:09:56.000 --> 00:09:57.000]  特別是在新約的裏面
[00:09:57.000 --> 00:10:01.000]  他將神的話語傳給神的子民教導
[00:10:01.000 --> 00:10:03.000]  百姓教導神的子民
[00:10:03.000 --> 00:10:05.000]  如何活出真理
[00:10:05.000 --> 00:10:06.000]  傳福音大家都非常清楚
[00:10:06.000 --> 00:10:08.000]  這個恩賜和職份就是
[00:10:08.000 --> 00:10:10.000]  將神的福音
[00:10:10.000 --> 00:10:12.000]  基督耶穌的救恩
[00:10:12.000 --> 00:10:14.000]  向一些未信的朋友
[00:10:14.000 --> 00:10:16.000]  清楚明白的講述
[00:10:16.000 --> 00:10:19.000]  牧師和教師其實是一個職份
[00:10:19.000 --> 00:10:24.000]  這個涉及希臘文的文化的情況
[00:10:24.000 --> 00:10:27.000]  這個職份其實是講道教務同工
[00:10:27.000 --> 00:10:31.000]  教務同工就是牧師和教師
[00:10:31.000 --> 00:10:32.000]  當我們深入了解的時候
[00:10:32.000 --> 00:10:33.000]  可以講很多
[00:10:33.000 --> 00:10:34.000]  但今日時間不多
[00:10:34.000 --> 00:10:35.000]  所以就停在這裏
[00:10:35.000 --> 00:10:36.000]  簡單講
[00:10:36.000 --> 00:10:39.000]  牧師和教師就是指道教務同工
[00:10:39.000 --> 00:10:43.000]  但是保羅列舉了這四個職份
[00:10:43.000 --> 00:10:44.000]  當然不止
[00:10:44.000 --> 00:10:46.000]  恩賜職份不止這四個
[00:10:46.000 --> 00:10:47.000]  但是保羅在這裏
[00:10:47.000 --> 00:10:49.000]  單單列舉這四個職份
[00:10:49.000 --> 00:10:51.000]  其實是想帶出一個很重要的訊息
[00:10:51.000 --> 00:10:54.000]  就是這四個職份都和甚麼有關
[00:10:54.000 --> 00:10:56.000]  和神的話語有關
[00:10:56.000 --> 00:11:00.000]  其實這都是教授去傳授神的話語
[00:11:00.000 --> 00:11:02.000]  一個很重要的職份
[00:11:02.000 --> 00:11:03.000]  神的道非常重要
[00:11:03.000 --> 00:11:05.000]  如果教會離開了神的話
[00:11:05.000 --> 00:11:06.000]  離開了聖經
[00:11:06.000 --> 00:11:08.000]  教會的成長
[00:11:08.000 --> 00:11:09.000]  教會的建立
[00:11:09.000 --> 00:11:11.000]  就是很大的虧欠
[00:11:11.000 --> 00:11:12.000]  所以在聖經裏面
[00:11:12.000 --> 00:11:14.000]  我們看回經文裏面
[00:11:14.000 --> 00:11:16.000]  講道其實恩賜有甚麼用呢
[00:11:16.000 --> 00:11:18.000]  其實集中在兩個部份
[00:11:18.000 --> 00:11:19.000]  他講了兩個E
[00:11:19.000 --> 00:11:21.000]  很重要的裝備聖徒
[00:11:21.000 --> 00:11:23.000]  就是每一位信徒的生命
[00:11:23.000 --> 00:11:25.000]  和他的侍奉的培訓
[00:11:25.000 --> 00:11:26.000]  第二方面
[00:11:26.000 --> 00:11:28.000]  不單止個人的
[00:11:28.000 --> 00:11:30.000]  而是整體的教會
[00:11:30.000 --> 00:11:31.000]  所有的信徒的生命
[00:11:31.000 --> 00:11:32.000]  就是教會
[00:11:32.000 --> 00:11:34.000]  就是基督的身體
[00:11:34.000 --> 00:11:37.000]  共同的建立和成長
[00:11:37.000 --> 00:11:39.000]  上帝賜給我們恩賜
[00:11:39.000 --> 00:11:43.000]  不是給我們驕傲的本事
[00:11:43.000 --> 00:11:45.000]  而是要我們去共同的
[00:11:45.000 --> 00:11:47.000]  同心合意的侍奉
[00:11:47.000 --> 00:11:49.000]  所以根據我們剛才的表述
[00:11:49.000 --> 00:11:51.000]  幾個問題下來
[00:11:51.000 --> 00:11:53.000]  我們有一個對恩賜的定義
[00:11:53.000 --> 00:11:55.000]  作出一個表述
[00:11:55.000 --> 00:11:57.000]  基督按照自己的心意
[00:11:57.000 --> 00:11:59.000]  賜給每一個信徒各自
[00:11:59.000 --> 00:12:00.000]  有一個屬靈的能力
[00:12:00.000 --> 00:12:02.000]  或者資本去參與
[00:12:02.000 --> 00:12:03.000]  這個侍奉
[00:12:03.000 --> 00:12:06.000]  為要裝備和造就信徒的生命
[00:12:06.000 --> 00:12:09.000]  讓教會在質和量的方面
[00:12:09.000 --> 00:12:11.000]  都得到成長
[00:12:11.000 --> 00:12:12.000]  都得到增長
[00:12:12.000 --> 00:12:13.000]  看到我們這裡
[00:12:13.000 --> 00:12:15.000]  不只是數目的成長
[00:12:15.000 --> 00:12:18.000]  更加重要的是質量的成長
[00:12:18.000 --> 00:12:21.000]  這裡說到信徒生命的質素
[00:12:21.000 --> 00:12:23.000]  所以我們很快
[00:12:23.000 --> 00:12:24.000]  很簡單地
[00:12:24.000 --> 00:12:27.000]  總結了恩賜是什麼之後
[00:12:27.000 --> 00:12:28.000]  我們會思想
[00:12:28.000 --> 00:12:30.000]  這段經文告訴我們
[00:12:30.000 --> 00:12:32.000]  我們怎樣使用恩賜的時候
[00:12:32.000 --> 00:12:34.000]  我們需要有些調整
[00:12:34.000 --> 00:12:35.000]  有些理解
[00:12:35.000 --> 00:12:36.000]  特別是心智方面
[00:12:36.000 --> 00:12:38.000]  我們有兩方面的認識
[00:12:38.000 --> 00:12:39.000]  第一方面是
[00:12:39.000 --> 00:12:41.000]  不再是我乃是我們
[00:12:41.000 --> 00:12:43.000]  是基督的教會
[00:12:43.000 --> 00:12:45.000]  第二方面我們要渴望生命的成長
[00:12:45.000 --> 00:12:47.000]  我們要達至成熟
[00:12:47.000 --> 00:12:50.000]  滿有基督豐盛的新娘
[00:12:50.000 --> 00:12:52.000]  第一部分說到
[00:12:52.000 --> 00:12:54.000]  我們不再是我乃是我們
[00:12:54.000 --> 00:12:56.000]  當我們加入教會的時候
[00:12:56.000 --> 00:13:00.000]  當我們成為主的門徒
[00:13:00.000 --> 00:13:01.000]  信徒的時候
[00:13:01.000 --> 00:13:02.000]  我們的想法
[00:13:02.000 --> 00:13:05.000]  不只是想著自己
[00:13:05.000 --> 00:13:08.000]  在二弗所書四章
[00:13:08.000 --> 00:13:09.000]  頭幾節的時候
[00:13:09.000 --> 00:13:11.000]  其實我今天沒有說到這段經文
[00:13:11.000 --> 00:13:13.000]  保羅是用了七個一
[00:13:13.000 --> 00:13:15.000]  來強調教會的合一
[00:13:15.000 --> 00:13:17.000]  七個一
[00:13:17.000 --> 00:13:18.000]  接著呢
[00:13:18.000 --> 00:13:19.000]  保羅就進入
[00:13:19.000 --> 00:13:20.000]  今天我們說的經文
[00:13:20.000 --> 00:13:22.000]  七到十三節裡面說到
[00:13:22.000 --> 00:13:24.000]  其實在合一裡面
[00:13:24.000 --> 00:13:25.000]  都有多樣性的
[00:13:25.000 --> 00:13:26.000]  多樣性的意思是
[00:13:26.000 --> 00:13:27.000]  神賜給不同的人
[00:13:27.000 --> 00:13:28.000]  有不同的恩賜
[00:13:28.000 --> 00:13:30.000]  以至於造就教會
[00:13:30.000 --> 00:13:31.000]  所以我們要理解
[00:13:31.000 --> 00:13:33.000]  其實我們在教會裡面
[00:13:33.000 --> 00:13:34.000]  不只是自己
[00:13:34.000 --> 00:13:36.000]  而是整體的思考
[00:13:36.000 --> 00:13:37.000]  但是現實的狀況
[00:13:37.000 --> 00:13:39.000]  卻是常常讓我們
[00:13:39.000 --> 00:13:42.000]  覺得傷心難過
[00:13:42.000 --> 00:13:44.000]  在教會裡面
[00:13:44.000 --> 00:13:47.000]  我們作為觀眾的朋友
[00:13:47.000 --> 00:13:48.000]  弟兄姊妹
[00:13:48.000 --> 00:13:51.000]  其實都是屢見不鮮的
[00:13:51.000 --> 00:13:52.000]  消費主義在教會裡面
[00:13:52.000 --> 00:13:54.000]  所造成的一種影響
[00:13:54.000 --> 00:13:56.000]  是不能夠輕看的
[00:13:56.000 --> 00:13:57.000]  甚至有些教會
[00:13:57.000 --> 00:13:59.000]  為了迎合這種消費主義
[00:13:59.000 --> 00:14:00.000]  作出一些改變
[00:14:00.000 --> 00:14:02.000]  其實在北美
[00:14:02.000 --> 00:14:05.000]  很多人都喜歡做市場調查
[00:14:05.000 --> 00:14:08.000]  根據報告做一些調整
[00:14:08.000 --> 00:14:09.000]  其實教會
[00:14:09.000 --> 00:14:11.000]  有些教會都這樣做
[00:14:11.000 --> 00:14:12.000]  他們做一些市場調查
[00:14:12.000 --> 00:14:14.000]  不如問一下這個社區
[00:14:14.000 --> 00:14:16.000]  這些淪社
[00:14:16.000 --> 00:14:19.000]  他們到底想教會變成怎樣呢
[00:14:19.000 --> 00:14:20.000]  吸引他們過來
[00:14:20.000 --> 00:14:22.000]  就比較理想一點
[00:14:22.000 --> 00:14:24.000]  真是源源不絕
[00:14:24.000 --> 00:14:25.000]  蜂擁而至
[00:14:25.000 --> 00:14:26.000]  越來越多人
[00:14:26.000 --> 00:14:29.000]  真是有人做了這些報告
[00:14:29.000 --> 00:14:31.000]  誰知回來的結果是怎樣呢
[00:14:31.000 --> 00:14:32.000]  他們的報告
[00:14:32.000 --> 00:14:34.000]  那些淪社
[00:14:34.000 --> 00:14:35.000]  很多人都說
[00:14:35.000 --> 00:14:37.000]  其實他們希望教會
[00:14:37.000 --> 00:14:39.000]  不要要求我們做任何事
[00:14:39.000 --> 00:14:40.000]  不要要求我們衛生
[00:14:40.000 --> 00:14:42.000]  不要要求我們感覺到
[00:14:42.000 --> 00:14:45.000]  我們必須去服侍其他人
[00:14:45.000 --> 00:14:46.000]  換句話說
[00:14:46.000 --> 00:14:48.000]  他們想找一間教會
[00:14:48.000 --> 00:14:51.000]  但是不向他們提出任何要求
[00:14:51.000 --> 00:14:53.000]  這間教會就很適合我了
[00:14:53.000 --> 00:14:56.000]  如果教會真是按照這份報告
[00:14:56.000 --> 00:14:58.000]  去進行一個改革的時候
[00:14:58.000 --> 00:15:00.000]  我想問一個問題
[00:15:00.000 --> 00:15:01.000]  這個教會到底
