
[00:00:00.000 --> 00:00:10.000]  在世界上的人來看,這個血是一個很血腥的事件,是一個毛骨悚然的事情。
[00:03:40.000 --> 00:03:46.000]  把這個血塗在門的門框上,還塗在這個門楣上,
[00:03:46.000 --> 00:03:58.000]  這個滅命的天使就過去了,就不會擊殺這個房子裡面的長子。
[00:03:58.000 --> 00:04:05.000]  到了約書亞記第二章十八節,講到有一個很有名的人叫做拉合,
[00:04:05.000 --> 00:04:17.000]  因為他窗戶上掛了一串珠虹線的代表血,
[00:04:17.000 --> 00:04:24.000]  所以別的地方都倒了,這一家人住的城內地方就沒有倒塌,他們一家人就得救了。
[00:04:24.000 --> 00:04:36.000]  在初埃及記第二十五章開始,一直到四十章裡面,講到穢木的建造,
[00:04:36.000 --> 00:04:40.000]  這個硬體的我們今天不講,講那個軟體的,
[00:04:40.000 --> 00:04:46.000]  門口的門簾,裡面的聖所和致聖所當中的蔓子,
[00:04:46.000 --> 00:04:55.000]  還有大祭司的衣服,大祭司的禮服德和祭司的衣服,都用三種線所造成的,
[00:04:55.000 --> 00:05:03.000]  一種就是紫色,一種是藍色,藍色代表屬天,一種是紫色,紫色代表尊貴,
[00:05:03.000 --> 00:05:10.000]  還有一種是珠虹線,也就是代表血。
[00:05:10.000 --> 00:05:18.000]  所以你看這個整個在舊淵裡面,大概珠虹線的二十五章到四十章裡面,
[00:05:18.000 --> 00:05:26.000]  大概有好幾十次都提到這樣子的事情,也就是講到要有血。
[00:05:26.000 --> 00:05:33.000]  以色列書第五章裡面告訴我們說,以色列看見烏西亞奔的時候,
[00:05:33.000 --> 00:05:36.000]  他就進到聖殿裡面,他發現什麼?
[00:05:36.000 --> 00:05:43.000]  他就發現我是一個嘴唇不潔的人,又住在嘴唇不潔的民眾。
[00:05:43.000 --> 00:05:46.000]  他在那裡認罪、悔罪、禱告的時候,
[00:05:46.000 --> 00:05:58.000]  撒拉夫,就是天使,就從壇上的這個炭火來點燒他的嘴,他的嘴就潔淨了。
[00:05:58.000 --> 00:06:05.000]  這個炭火不是他那個火,也不是代表那個紅色,為什麼呢?
[00:06:05.000 --> 00:06:12.000]  因為這個炭火是在祭壇上的,那個牛羊的血會滴在這個炭火上,
[00:06:12.000 --> 00:06:18.000]  所以這個炭火也能夠除罪。
[00:06:18.000 --> 00:06:26.000]  所以我告訴弟兄姊妹,在撒加利亞書第九章十一節裡面告訴我們說,
[00:06:26.000 --> 00:06:36.000]  有人在那裡說,他說西安的人啊,他說我用我的血所立的約,讓你們從被蠕之地能夠得到釋放。
[00:06:36.000 --> 00:06:43.000]  為什麼能得釋放?因為我是用血所立的約。
[00:06:43.000 --> 00:06:53.000]  到了新約的時候,第一個介紹耶穌的,就是思洗約翰他的開路先鋒,就在那裡介紹。
[00:06:53.000 --> 00:07:02.000]  到了約翰福音第一章二十九節說,他說看啊,他說神的羔羊,除去世人罪孽的。
[00:07:02.000 --> 00:07:12.000]  所以耶穌來就是為了是一個羊,他要來流血來除去人的罪。
[00:07:12.000 --> 00:07:16.000]  到了約翰福音第六章第五十三節裡面告訴耶穌基督講,
[00:07:16.000 --> 00:07:27.000]  耶穌基督說,他說我實實在在地告訴你們,他說你們不吃我的肉,不喝我的血,你們就沒有生命在你們的裡面。
[00:07:27.000 --> 00:07:39.000]  然後約翰福音第六章五十三節講,說怎麼樣,他說你們吃我肉,喝我血的,我就藏在他裡面,他也藏在我的裡面。
[00:07:39.000 --> 00:07:46.000]  神就是一個以馬銳利的神,你必須要接受血,來透過血。
[00:07:46.000 --> 00:08:01.000]  所以我告訴弟兄姊妹,到了啟示錄第一章第五節,第六節,說他愛我們,他用自己的血赦免了我們的罪。
[00:08:01.000 --> 00:08:15.000]  他要使我們成為他的國民,成為做神國裡面的祭司門,那個祭司是符數,做祭司團。
[00:08:15.000 --> 00:08:26.000]  到了第五章第六節,啟示錄第五章第六節,裡面講到那個坐寶座的那裡,長老,還有二十四位長老那裡,
[00:08:26.000 --> 00:08:35.000]  看見有一個人質,就是耶穌基督啊,他是剛剛被殺的,他手上還帶著血。
[00:08:35.000 --> 00:08:44.000]  所以我告訴弟兄姊妹,在永世裡面,耶穌基督啊,唯一地上的紀念物是什麼?
[00:08:44.000 --> 00:08:53.000]  就是他的手永遠是有釘痕,在那裡紀念他為我們流血,他為我們犧牲。
[00:08:53.000 --> 00:08:59.000]  到了十九章的時候,你看見耶穌帶著這一眾聖徒騎著白馬要來下來的時候,
[00:08:59.000 --> 00:09:07.000]  說他的衣服上怎麼樣?沾了血,上面寫著萬王之王,萬主之主。
[00:09:07.000 --> 00:09:17.000]  所以你就可以看見,這個聖經從創世紀一直到啟示錄,都有一條血的路在那裡。
[00:09:17.000 --> 00:09:24.000]  這個是神學裡面,他們說在神學裡面,系統神學裡面,
[00:09:24.000 --> 00:09:28.000]  系統一,系統二,系統三,系統四,就有兩樣重要的東西不講。
[00:09:28.000 --> 00:09:38.000]  耶穌的血不講,耶穌的榮耀不講,這兩樣都是最重要的系統神學裡面沒。
[00:09:38.000 --> 00:09:42.000]  聖經裡面最重要的,就是講到這一條的弧線。
[00:09:42.000 --> 00:09:47.000]  今天我要跟弟兄姊妹來分享,這個血對於我們有些什麼樣的功效。
[00:09:47.000 --> 00:09:55.000]  第一,解決我們人類最大的問題,就是罪。
[00:09:55.000 --> 00:10:04.000]  剛剛我們讀的十二節、十三節,說救冤的時候用公牛的血和公羊的血,
[00:10:04.000 --> 00:10:18.000]  但是在希伯來書第十章第十節說,他說那個公牛的血或公羊的血,斷不能除罪。
[00:10:18.000 --> 00:10:24.000]  而且這個罪,在民俗紀十九章第裡面講到說,
[00:10:24.000 --> 00:10:38.000]  紅五牛要把它燒成灰,要跟活水連結,說那樣的叫做去汙水,也不能夠除去我們的罪。
[00:10:38.000 --> 00:10:43.000]  在這個除罪當中,神給我們有兩件事情。
[00:10:43.000 --> 00:10:47.000]  第一,我們物質髒了,必須用物質去除。
[00:10:47.000 --> 00:10:51.000]  生命髒了,必須用生命去除。
[00:10:51.000 --> 00:10:56.000]  物質髒了,在耶利明書第二章二十二節告訴我們說,
[00:10:56.000 --> 00:11:03.000]  他說你雖然用很多的鹼,用很多的肥皂,你來洗滌你自己的罪。
[00:11:03.000 --> 00:11:07.000]  耶和華說,他說你的罪仍然在我面前顯。
[00:11:07.000 --> 00:11:17.000]  因為你喝再多的肥皂水,再喝再多的鹼水,不能夠除罪,因為你是生命髒了。
[00:11:17.000 --> 00:11:22.000]  所以生命髒了,必須用生命來解禁。
[00:11:22.000 --> 00:11:26.000]  利維基十七章十一節說,講到兩個真理。
[00:11:26.000 --> 00:11:33.000]  他說因為人的生命就在這個血裡面,為什麼血能夠除罪呢?
[00:11:33.000 --> 00:11:38.000]  因為血裡面有生命。
[00:11:38.000 --> 00:11:46.000]  弟兄姊妹,你的衣服髒了,你會找最清潔的水來洗。
[00:11:46.000 --> 00:11:51.000]  我們生命髒了,你不會去找蒙罕默德的血。
[00:11:51.000 --> 00:11:54.000]  你也不會找釋迦牟尼的血來洗。
[00:11:54.000 --> 00:11:57.000]  因為為什麼?他們的血他們本身就是髒的。
[00:11:57.000 --> 00:12:02.000]  就好像你衣服髒了,你用因公理的水來洗,那不是白洗了嗎?
[00:12:02.000 --> 00:12:07.000]  他自己都髒的,怎麼能夠洗你呢?
[00:12:07.000 --> 00:12:12.000]  耶穌基督不一樣,第十四節裡面,今天我們讀的。
[00:12:12.000 --> 00:12:21.000]  祂是神把祂的血放在永遠的靈裡面,是藉著無暇無癡的。
[00:12:21.000 --> 00:12:25.000]  我們的耶穌的生命是無暇無癡的。
[00:12:25.000 --> 00:12:35.000]  所以祂能夠解禁你我的罪,祂的血就能夠赦免我們的罪。
[00:12:35.000 --> 00:12:47.000]  耶穌說書第一章第七節說,祂說神藉著羔羊的血來塗抹我們的罪。
[00:12:47.000 --> 00:12:51.000]  這實在是神的恩代,是神的憐憫。
[00:12:51.000 --> 00:12:55.000]  我們怎麼樣能夠得到神的血,能夠來解禁我們呢?
[00:12:55.000 --> 00:13:00.000]  約翰一書第一章第九節說,我們若認自己的罪,
[00:13:00.000 --> 00:13:07.000]  神是信實的,神是公義的,必要赦免我們的罪,洗淨我們一切的不義。
[00:13:07.000 --> 00:13:13.000]  弟兄姊妹,你覺得這些聖經是不是有一些不太合適?
[00:13:13.000 --> 00:13:17.000]  應該按照我們的心意說,我們若認自己的罪,
[00:13:17.000 --> 00:13:24.000]  神是憐憫的,神是恩代的,必要赦免我們的罪,洗淨我們的一切不義。
[00:13:24.000 --> 00:13:29.000]  為什麼說是信實的,為什麼又說公義的?
[00:13:29.000 --> 00:13:32.000]  弟兄姊妹,這就是跟約有關係。
[00:13:32.000 --> 00:13:39.000]  因為神跟人用血立了新約二十八章,馬太福音二十六章二十八節裡面告訴我們說,
[00:13:39.000 --> 00:13:48.000]  祂說這就是我立約的血,使多人的罪能夠得到赦免。
[00:13:48.000 --> 00:13:52.000]  這是我立約的血,使多人的罪能夠得到赦免。
[00:13:52.000 --> 00:14:01.000]  這個多人的意思就是說凡接受祂的。
[00:14:01.000 --> 00:14:07.000]  如果我們承認我們的罪,神不赦免,就是代表祂不公義。
[00:14:07.000 --> 00:14:14.000]  我們若認自己的罪,神不赦免,祂就是不信實,這是指約來講的。
[00:14:14.000 --> 00:14:21.000]  所以我告訴弟兄姊妹,我們要藉著這愛子的血,得蒙救贖,過犯得以赦免。
[00:14:21.000 --> 00:14:24.000]  這都是神極大的恩典。
[00:14:24.000 --> 00:14:31.000]  這是我今天跟弟兄姊妹講到這個保血解決我們人類當中第一個最重要的問題。
[00:14:31.000 --> 00:14:37.000]  第二,我們今天要跟弟兄姊妹來講到這個血的時候,
[00:14:37.000 --> 00:14:41.000]  我們特別要講到內在一致嘛。
[00:14:41.000 --> 00:14:46.000]  講到我們內在一致。
[00:14:46.000 --> 00:14:53.000]  弟兄姊妹,今天當你到靈陽堂來的時候,你要受洗的時候,
[00:14:53.000 --> 00:14:55.000]  第一堂課給你上什麼課啊?
[00:14:55.000 --> 00:15:00.000]  就是告訴你有一些的清單,你要把它清理,
[00:15:00.000 --> 00:15:06.000]  把過去的你的原生家庭,過去的這些做一個了結。
[00:15:06.000 --> 00:15:10.000]  現在很多的人內在一致,卻用什麼方法呢?
[00:15:10.000 --> 00:15:21.000]  卻用心理學,但是真正能夠醫治我們人類裡面的,只有耶穌的血。
[00:15:21.000 --> 00:15:25.000]  耶穌的血才能夠醫治我們。
[00:15:25.000 --> 00:15:30.000]  耶穌的血,一個人普通的人的血啊,大概是七千CC,
[00:15:30.000 --> 00:15:37.000]  比較多的八千CC,耶穌的血再多大概九千CC。
[00:15:37.000 --> 00:15:41.000]  但是他這樣子的血,這麼能量這麼少,
[00:15:41.000 --> 00:15:45.000]  從古到今這麼多聖徒用,不會用乾了嗎?
[00:15:45.000 --> 00:15:54.000]  而且離開又這麼遠,不是已經老早都乾了,怎麼會產生效用呢?
[00:15:54.000 --> 00:15:57.000]  希伯來書第九章十四節裡面特別講到,
[00:15:57.000 --> 00:16:02.000]  他把他的血放在這個永遠的靈。
[00:16:02.000 --> 00:16:09.000]  聖經裡面提到聖靈,唯一的一次提到祂是永遠的靈。
[00:16:09.000 --> 00:16:18.000]  表示這個血已經放在這個永遠的靈裡面,有永遠的功效。
[00:16:18.000 --> 00:16:25.000]  祂能夠提醒我們。
[00:16:25.000 --> 00:16:30.000]  我今天要跟弟兄姊妹講到這個內在醫治裡面,
[00:16:30.000 --> 00:16:40.000]  祂能夠醫治我們一切的從祖宗所傳下來的。
[00:16:40.000 --> 00:16:43.000]  在彼得前書第一章十五節十六節,
[00:16:43.000 --> 00:16:53.000]  他說祂救贖我們,用祂的血脫去我們從祖宗所留下來的這些的遺傳。
[00:16:53.000 --> 00:16:56.000]  而且祂的血我們稱之為叫做什麼?
[00:16:56.000 --> 00:17:01.000]  聖經第一次唯一的用一次,叫做寶血。
[00:17:01.000 --> 00:17:06.000]  藉著無瑕疵無玷污的神所賜給我們。
[00:17:06.000 --> 00:17:12.000]  所以我告訴弟兄姊妹啊,我們從祖宗來的,
[00:17:12.000 --> 00:17:16.000]  我今天看見很多的弟兄很多的姊妹,
[00:17:16.000 --> 00:17:22.000]  他說我這個祖宗遺傳了,我的祖母就得breast cancer,
[00:17:22.000 --> 00:17:24.000]  我的母親又得breast cancer,
[00:17:24.000 --> 00:17:30.000]  我的身體雖然好沒有現象,所以我也要先預防就把它割掉了。
[00:17:30.000 --> 00:17:34.000]  有這種的人,我聽了好幾個,
[00:17:34.000 --> 00:17:40.000]  我就覺得很可憐,為什麼不用耶穌的寶血來脫去,來砍斷,
[00:17:40.000 --> 00:17:44.000]  脫去就是砍斷,砍斷從祖宗來的。
[00:17:44.000 --> 00:17:50.000]  所以耶穌的寶血有這樣的功能我們都不知道,
[00:17:50.000 --> 00:17:54.000]  還可以脫離我們一切虛妄的行為,
[00:17:54.000 --> 00:18:00.000]  什麼叫做虛妄的行為,簡單的話講就是一個影子,
[00:18:00.000 --> 00:18:12.000]  像毒影,酒影,色影,還有同性影,還有煙影。
[00:18:12.000 --> 00:18:18.000]  我今天告訴弟兄姊妹,那個跟我同名同姓的這個人就有煙影,
[00:18:18.000 --> 00:18:22.000]  他很喜歡一天要抽兩包煙才過癮,
[00:18:22.000 --> 00:18:28.000]  我就勸他不要吸煙,他就給我做了一首詩,
[00:18:28.000 --> 00:18:38.000]  他說,一呼一吸精神爽,半吞半吐滋味長,
[00:18:38.000 --> 00:18:52.000]  魂批吞吟吐,弟兄姊妹,這個叫做影啊。
[00:18:52.000 --> 00:18:58.000]  我就帶他到我們馬公的教會,那個時候馬公教會的傳道人是誰啊,
[00:18:58.000 --> 00:19:08.000]  謝紹山,那個時候他還在海軍裡面服務,一方面戴指使奉,
[00:19:08.000 --> 00:19:16.000]  然後從耶穌的血接近他以後,他從此以後他也再不吸煙了,
[00:19:16.000 --> 00:19:22.000]  我就問他說你為什麼不吸煙,他說我從前吸煙的時候覺得很過癮,
[00:19:22.000 --> 00:19:28.000]  他說我吸了耶穌的血接近了我後,我去吸煙我就覺得很噁心,
[00:19:28.000 --> 00:19:34.000]  他說我為什麼做這個噁心的事,弟兄姊妹,
[00:19:34.000 --> 00:19:38.000]  你今天我告訴弟兄姊妹你有影,有什麼影啊,
[00:19:38.000 --> 00:19:46.000]  我們當中只有吳榮華沒這個影,他沒有手機,
[00:19:46.000 --> 00:19:50.000]  我也沒有影,因為我的手機常常在家裡待到的,
[00:19:50.000 --> 00:19:54.000]  所以很多人找我不到,打了半天電話,
[00:19:54.000 --> 00:19:59.000]  弟兄姊妹,我們要靠耶穌的寶血來砍斷這個影,
[00:19:59.000 --> 00:20:09.000]  阿們,怎麼那麼少的聲音啊,阿們,有手機都應該阿們,
[00:20:09.000 --> 00:20:22.000]  iPad,iPhone,Facebook,我怕我瘋非死不可,你這個影必須要斷掉,阿們,
[00:20:22.000 --> 00:20:26.000]  弟兄姊妹,我看到很多人很可憐的被瑕疵到一個程度,
[00:20:26.000 --> 00:20:34.000]  上面葛牧師在講道,他下面還在悠然到另外一個世界去了,
[00:20:34.000 --> 00:20:40.000]  人在這裡,心已經在這裡不知道飛到哪裡去了,
[00:20:40.000 --> 00:20:46.000]  弟兄姊妹,我們要砍斷這樣子的影,只有靠耶穌的寶血,
[00:20:46.000 --> 00:20:50.000]  所以你從前砍不斷,因為你沒有靠耶穌的寶血,
[00:20:50.000 --> 00:20:54.000]  所以我們今天要靠耶穌的寶血,阿們,
[00:20:54.000 --> 00:21:02.000]  我再跟弟兄姊妹講,這個寶血有醫治感鬼的功能,
[00:21:02.000 --> 00:21:09.000]  在以色列書第53章第5節裡面說,
[00:21:09.000 --> 00:21:14.000]  他赦免了我的罪,醫治我一切的疾病,
[00:21:14.000 --> 00:21:19.000]  弟兄姊妹,醫治有一個特別的公式,
[00:21:19.000 --> 00:21:24.000]  先要把罪赦免了以後,然後才能夠談到醫治,
[00:21:24.000 --> 00:21:30.000]  所以我在國內禱告的時候,人家很多人看見我從遠方的和尚好禱告,
[00:21:30.000 --> 00:21:34.000]  來了,他們就請我禱告,我禱告的第一件事情,
[00:21:34.000 --> 00:21:39.000]  我就是問他們,我說你有沒有什麼不能夠饒恕的事,
[00:21:39.000 --> 00:21:45.000]  如果你有不能夠饒恕的事,你沒有認罪,沒有悔罪,
[00:21:45.000 --> 00:21:51.000]  我沒有辦法跟你禱告,所以你先要把這個不能饒恕的事情解決,
[00:21:51.000 --> 00:22:00.000]  然後我才能夠為你禱告,不是來了以後就說用這個,
[00:22:00.000 --> 00:22:06.000]  出埃及記15章246節說,耶和華是拉法,耶和華是醫治的神,
[00:22:06.000 --> 00:22:14.000]  弟兄姊妹,醫治半天不一定功效,要先解決他的罪,
[00:22:14.000 --> 00:22:21.000]  馬太福音八章裡面告訴我們說,他醫治我們的軟弱,
[00:22:21.000 --> 00:22:26.000]  他赦免我們的軟弱,他也醫治我們一切的疾病,
[00:22:26.000 --> 00:22:33.000]  這個疾病他的邊傷,邊傷是什麼,也是血,邊傷也是靠血,
[00:22:33.000 --> 00:22:38.000]  罪也是靠著保血,所以你先要解決罪以後,
[00:22:38.000 --> 00:22:46.000]  然後才解決醫治的事情,還有趕鬼,弟兄姊妹,
[00:22:46.000 --> 00:22:52.000]  趕鬼我跟,我在趕鬼的這個學習上學了三個功課,
[00:22:52.000 --> 00:22:58.000]  第一個功課我是跟林道亮學的,林道亮在我們當中上過一個學問,
[00:22:58.000 --> 00:23:05.000]  叫做魔鬼學,他就告訴我了一招,我就學了那一招,
[00:23:05.000 --> 00:23:11.000]  就是說你可以奉耶穌的名,你叫什麼名字,
[00:23:11.000 --> 00:23:14.000]  我這一招我就拿到,有一次我到東北去了,
[00:23:14.000 --> 00:23:19.000]  就跟Jennifer Zhu,還有這個洪一文,洪安牧師,
[00:23:19.000 --> 00:23:22.000]  我們三個人一組到了一個地方去培訓,
[00:23:22.000 --> 00:23:27.000]  培訓完了後我們就找他們的同工說,你們教會有些什麼樣的問題沒有,
[00:23:27.000 --> 00:23:30.000]  哎呀,他說我們教會最大的問題是什麼,
[00:23:30.000 --> 00:23:38.000]  就是有一個信徒,是一個姊妹居然被鬼扶了,
[00:23:38.000 --> 00:23:43.000]  我們不僅僅是要傳授知識,也要去跟他們去除鬼,
[00:23:43.000 --> 00:23:46.000]  所以我們就三個人說,我們今天培訓的時候,
[00:23:46.000 --> 00:23:51.000]  明天培訓的時候,我們進食禱告,不吃飯了,
[00:23:51.000 --> 00:23:55.000]  培訓完了以後,也沒告訴那個姊妹,
[00:23:55.000 --> 00:24:01.000]  我們就請當地的同工說,你帶我們到她家裡去,
[00:24:01.000 --> 00:24:07.000]  他們住在一個大公寓裡面的大概十幾層樓裡面的大概第五層,
[00:24:07.000 --> 00:24:11.000]  後門開開了以後,那個姊妹一見我們三個人,
[00:24:11.000 --> 00:24:17.000]  沒有人跟她打報告的,她就說,你們三個是從美國來的,
[00:24:17.000 --> 00:24:20.000]  我們嚇一跳,我們在培訓的地方也都不講的,
[00:24:20.000 --> 00:24:25.000]  但居然她就知道,然後我就用林道亮的那一招,
[00:24:25.000 --> 00:24:28.000]  我就說,奉耶穌的名,你的名字叫做什麼?
[00:24:28.000 --> 00:24:36.000]  她說,我的名字叫做蛤蟆。
[00:24:36.000 --> 00:24:41.000]  後來我回來以後,跟這些有經驗的人趕鬼了以後告訴我說,
[00:24:41.000 --> 00:24:48.000]  她說,凡是被蛤蟆鬼所扶的,就是他的婚姻有問題,
[00:24:48.000 --> 00:24:52.000]  婚姻出軌。
[00:24:52.000 --> 00:24:57.000]  然後第三招是什麼?我跟汪姑姑學的,
[00:24:57.000 --> 00:25:01.000]  我跟汪姑姑在的時代,跟她趕了兩次鬼,
[00:25:01.000 --> 00:25:06.000]  一次是在我們教堂的,另外一次是在遠方的。
[00:25:06.000 --> 00:25:09.000]  我就在旁邊學,學了一招什麼東西呢?
[00:25:09.000 --> 00:25:16.000]  汪姑姑告訴我,她說,你要趕鬼,必須要唱寶雪的詩歌,
[00:25:16.000 --> 00:25:22.000]  如果你不唱寶雪的詩歌,鬼趕不出去。
[00:25:22.000 --> 00:25:27.000]  弟兄姊妹,所以你看寶雪有很大的功勞,
[00:25:27.000 --> 00:25:30.000]  為什麼呢?在啟示錄十二章十一節說,
[00:25:30.000 --> 00:25:36.000]  她說,弟兄勝過魔鬼,是因為羔羊的血,
[00:25:36.000 --> 00:25:40.000]  和自己所見證的道,見證的道在原來的文字說,
[00:25:40.000 --> 00:25:45.000]  所宣告的道,你要宣告神的話,
[00:25:45.000 --> 00:25:50.000]  你要用耶穌基督的寶雪。
[00:25:50.000 --> 00:25:54.000]  所以我告訴弟兄姊妹,趕鬼的時候一定要唱寶雪的詩歌,
[00:25:54.000 --> 00:25:57.000]  唱寶雪的詩歌。
[00:25:57.000 --> 00:26:03.000]  這是我今天跟弟兄姊妹,你看寶雪有這麼大的功效,
[00:26:03.000 --> 00:26:07.000]  卻在教會裡面我們卻成為一個很冷門,
[00:26:07.000 --> 00:26:15.000]  好像從來很少聽這個有雪的,雪淋淋的這個事情。
[00:26:15.000 --> 00:26:23.000]  今天我想時間的關係,我就今天要停到這裡。
[00:26:23.000 --> 00:26:26.000]  我最後再跟弟兄姊妹交通,
[00:26:26.000 --> 00:26:32.000]  說我另外一個趙麗芝,到了那個地方以後,
[00:26:32.000 --> 00:26:39.000]  結果上級來了命令,說因為有一個上校名字,
[00:26:39.000 --> 00:26:42.000]  也叫做趙麗芝。
[00:26:42.000 --> 00:26:50.000]  所以你們這些階級低的,就應該要改名字。
[00:26:50.000 --> 00:26:54.000]  但是我是預備役的,所以沒事。
[00:26:54.000 --> 00:27:00.000]  她是常備軍官,所以必須改名。
[00:27:00.000 --> 00:27:03.000]  然後她就報一個名字,報兩個名字上去,
[00:27:03.000 --> 00:27:08.000]  說有了,相從了,她這樣來回了幾次,她就生氣了。
[00:27:08.000 --> 00:27:12.000]  她說我這次報一個名字,上面絕對不會有。
[00:27:12.000 --> 00:27:22.000]  她說叫什麼名字,我說叫趙千歲,趙萬歲。
[00:27:22.000 --> 00:27:26.000]  那個上級看見她寫這個就知道她生氣了。
[00:27:26.000 --> 00:27:31.000]  所以上級就賜給她一個名字,叫做趙楊香,
[00:27:31.000 --> 00:27:36.000]  發揚鄉土,因為她是浙江鳳華人。
[00:27:36.000 --> 00:27:41.000]  我就跟她講,我說你怎麼出洋相啊?
[00:27:41.000 --> 00:27:45.000]  我說你這個名字不好,我說應該寫什麼,
[00:27:45.000 --> 00:27:51.000]  趙楊基,要把基督宣揚出來。
[00:27:51.000 --> 00:27:54.000]  她後來才把這個名字陳上去的時候,
[00:27:54.000 --> 00:27:59.000]  不知道下來怎麼樣,我已經退獄了。
[00:27:59.000 --> 00:28:06.000]  所以弟兄姊妹,一個人的生命改變。
[00:28:06.000 --> 00:28:12.000]  記得拿破崙的時代,和英國的將軍Willington,
[00:28:12.000 --> 00:28:17.000]  他們打仗在最後陰獄的地方叫做Waterloop,
[00:28:17.000 --> 00:28:21.000]  說那個地方急戰,死了很多的人。
[00:28:21.000 --> 00:28:24.000]  結果這個戰場結束以後,
[00:28:24.000 --> 00:28:28.000]  那個地方的花因為血的澆灌,
[00:28:28.000 --> 00:28:32.000]  生出美艷芬芳又香的花,太多了。
[00:28:32.000 --> 00:28:36.000]  所以他們稱為叫做自由花。
[00:28:36.000 --> 00:28:41.000]  耶穌的血生長的地方,哪裡就得到釋放,
[00:28:41.000 --> 00:28:45.000]  耶穌的血在哪裡就得到醫治,
[00:28:45.000 --> 00:28:51.000]  耶穌的血到哪裡鬼就拜拜了。
[00:29:16.000 --> 00:29:20.000]  我們來禱告。
[00:29:20.000 --> 00:29:24.000]  天父上帝我們感謝祢,我們讚美祢。
[00:29:24.000 --> 00:29:27.000]  祢今天再一次開我們的眼睛,
[00:29:27.000 --> 00:29:33.000]  讓我們看見耶穌基督的寶血,是何等的寶貝。
[00:29:33.000 --> 00:29:38.000]  主要能夠砍斷我們從祖宗來的一切的咒詛,
[00:29:38.000 --> 00:29:41.000]  也能夠醫治我們一切的疾病,
[00:29:41.000 --> 00:29:44.000]  也能夠赦免我們一切的罪惡。
[00:29:44.000 --> 00:29:48.000]  主要我們來敬拜祢,我們來歌頌祢。
[00:29:48.000 --> 00:29:51.000]  主要祢的流血的目的,
[00:29:51.000 --> 00:29:53.000]  不僅僅讓我們上天堂,
[00:29:53.000 --> 00:29:57.000]  也讓我們學習怎麼樣用生命來服侍祢。
[00:29:57.000 --> 00:30:01.000]  祢為我死,我就要為祢而活。
[00:30:01.000 --> 00:30:06.000]  讓我們活著,就是為我們的主耶死而復活的主而活。
[00:30:06.000 --> 00:30:11.000]  主要也讓我們,祢為我們流血,
[00:30:11.000 --> 00:30:17.000]  讓我們也學習怎麼樣為祢流汗,流淚,甚至一道流血。
