
[00:00:00.000 --> 00:00:09.000]  天父,我們感謝您在新的一年裡,幫助我們思想什麼是服侍的信心。
[00:08:26.000 --> 00:08:31.000]  馬大的團契是一個服侍團來的,很努力去服侍的。
[00:08:31.000 --> 00:08:36.000]  在八樓裡面煮東西吃的。
[00:08:36.000 --> 00:08:39.000]  在外面可以去跳綻美操的。
[00:08:39.000 --> 00:08:42.000]  可以出去做福音粵劇,做很多事情的。
[00:08:42.000 --> 00:08:48.000]  但是到了一個地步,你會發覺這個馬大的團契是很有問題的。
[00:08:48.000 --> 00:08:51.000]  只有「做」字,只有「做」字。
[00:08:51.000 --> 00:08:55.000]  在「做」的過程裡面少了一樣東西。
[00:08:55.000 --> 00:09:02.000]  就是在上帝面前聆聽他的道。
[00:09:02.000 --> 00:09:04.000]  我想說什麼呢?
[00:09:04.000 --> 00:09:07.000]  我想說,如果我們真的要做一個使命教會的時候,
[00:09:07.000 --> 00:09:10.000]  做馬大的團契,你死定了。
[00:09:10.000 --> 00:09:12.000]  你做不到最終的使命。
[00:09:12.000 --> 00:09:19.000]  你以為你是在做一個使命,其實你永遠達不到那個使命。
[00:09:19.000 --> 00:09:23.000]  因為你裡面是空的。
[00:09:23.000 --> 00:09:26.000]  到了一個地步,你就像馬大那樣。
[00:09:26.000 --> 00:09:31.000]  甚至我們可以是眾人一起心裡亡亂,
[00:09:31.000 --> 00:09:33.000]  接著你罵我,我罵你。
[00:09:33.000 --> 00:09:37.000]  你覺得這件事要做得好,那件事我做不好等等。
[00:09:37.000 --> 00:09:38.000]  你明白嗎?
[00:09:38.000 --> 00:09:44.000]  一間教會,一個團契,一個基督人生最忌諱的是什麼呢?
[00:09:44.000 --> 00:09:47.000]  做馬大的。
[00:09:47.000 --> 00:09:51.000]  你不要以為我覺得大家應該在這裡睡覺,
[00:09:51.000 --> 00:09:54.000]  什麼都不用做就好了,不是這個意思。
[00:09:54.000 --> 00:09:57.000]  但是耶穌在說一件事,聖經在說一件事,
[00:09:57.000 --> 00:10:02.000]  如果你做一個馬大的基督徒,做一個馬大的教會的話,
[00:10:02.000 --> 00:10:05.000]  是很實際的。
[00:10:05.000 --> 00:10:09.000]  所以昨天在禱告會裡面我也說了這件事。
[00:10:09.000 --> 00:10:11.000]  我說如果你們有一樣東西,
[00:10:11.000 --> 00:10:17.000]  你們各位弟兄姊妹可以為我們教牧團隊祈禱的呢?
[00:10:17.000 --> 00:10:21.000]  就是叫我們不要這麼馬大。
[00:10:21.000 --> 00:10:26.000]  我說個秘密給你們聽,我們教會真的很馬大的。
[00:10:26.000 --> 00:10:29.000]  我們教會真的很有很多事情要做,
[00:10:29.000 --> 00:10:32.000]  很多雜事要做。
[00:10:32.000 --> 00:10:37.000]  在我們教會上班真的心裡亡亂,你問阿輝吧。
[00:10:37.000 --> 00:10:42.000]  我擺他上台,他最新來的。
[00:10:42.000 --> 00:10:47.000]  你沒辦法靜候坐在耶穌基督的跟前,
[00:10:47.000 --> 00:10:51.000]  去聆聽耶穌基督的。
[00:10:51.000 --> 00:10:53.000]  那是很實際的。
[00:10:53.000 --> 00:10:58.000]  你做不大的,做不到,耶穌基督要我們的使命,OK?
[00:10:58.000 --> 00:11:01.000]  所以第一個點你要想的時候,
[00:11:01.000 --> 00:11:07.000]  我們要成為一個聽到,渴望上帝福音的道的一個團體。
[00:11:07.000 --> 00:11:10.000]  就是說我們要每一個人,每一位基督徒,
[00:11:10.000 --> 00:11:14.000]  都要成為渴望上帝話語的一個團體。
[00:11:14.000 --> 00:11:18.000]  包括什麼呢?包括你留心聽到的,當然是。
[00:11:18.000 --> 00:11:23.000]  但是你如果自己沒有好好地看聖經,其實是沒有用的。
[00:11:23.000 --> 00:11:25.000]  今天這麼幸運,
[00:11:25.000 --> 00:11:29.000]  剛才我們主席、副主席講的經文,
[00:11:29.000 --> 00:11:31.000]  或者我現在講的經文,很簡單。
[00:11:31.000 --> 00:11:35.000]  如果我說了一個經文是你從來沒有讀過,那就糟糕了。
[00:11:35.000 --> 00:11:37.000]  但是都是聖經來的。
[00:11:37.000 --> 00:11:42.000]  那你自己不好好地讀聖經,你怎麼聽到呢?
[00:11:42.000 --> 00:11:47.000]  所以我想有一個必要,我不知道你們有沒有想過,
[00:11:47.000 --> 00:11:52.000]  就算無論你什麼年紀,你都應該好好地將本聖經,
[00:11:52.000 --> 00:11:55.000]  一千一百八十九章聖經,
[00:11:55.000 --> 00:12:01.000]  從頭到尾看完又看,看完又看,看完又看,看完又看。
[00:12:01.000 --> 00:12:04.000]  我講多二十次都可以,看完又看。
[00:12:04.000 --> 00:12:08.000]  真的,我真的鼓勵我們大英節目做這件事。
[00:12:08.000 --> 00:12:12.000]  明天我要在我們周遭崇拜之後,
[00:12:12.000 --> 00:12:17.000]  我們有一個開始讀新約聖經的計劃。
[00:12:17.000 --> 00:12:19.000]  明天我們有一個啟航日,
[00:12:19.000 --> 00:12:23.000]  我們要介紹我最終的理念。
[00:12:23.000 --> 00:12:27.000]  其實我很想跟他們講,最終的理念就是,
[00:12:27.000 --> 00:12:32.000]  我們教會裡面凡是十二歲以下的小朋友,應該看完新約聖經。
[00:12:32.000 --> 00:12:35.000]  十八歲未上大學之前,應該看完整本聖經。
[00:12:35.000 --> 00:12:37.000]  一次起碼,起碼。
[00:12:37.000 --> 00:12:40.000]  你看多幾次,越看多越好。
[00:12:40.000 --> 00:12:44.000]  假設你健健康康活到六七八十歲,
[00:12:44.000 --> 00:12:48.000]  才去與主同在話,你起碼在這個一生裡面,
[00:12:48.000 --> 00:12:52.000]  你要看二十次聖經,都嫌少啊,真的。
[00:12:52.000 --> 00:12:54.000]  都是嫌少啊,真的。
[00:12:54.000 --> 00:12:57.000]  所以我很鼓勵他們,一天看兩章聖經。
[00:12:57.000 --> 00:13:01.000]  一天看兩章聖經,你可以一年半看完一次聖經。
[00:13:01.000 --> 00:13:03.000]  很多人說,要麼看一章,
[00:13:03.000 --> 00:13:06.000]  一天看一章,其實三年就太久了,真的。
[00:13:06.000 --> 00:13:09.000]  我覺得,可能你真的要去想一下這件事。
[00:13:09.000 --> 00:13:13.000]  當然我有時,我記得有一次我跟一個年輕的童工在分享這件事,
[00:13:13.000 --> 00:13:21.000]  他說,嘩,十二歲以下要看完新約聖經,嘩,很難啊。
[00:13:21.000 --> 00:13:26.000]  但是我想,你回到舊約的世界,你回到新約的世界裡面,
[00:13:26.000 --> 00:13:30.000]  那些人怎樣去明白上帝的話語,
[00:13:30.000 --> 00:13:32.000]  是非常之寶貴的。
[00:13:32.000 --> 00:13:38.000]  我願意你們,可能你們成為我們教會裡面那個,
[00:13:38.000 --> 00:13:44.000]  跑在前面的那個團體,帶領著整個教會,
[00:13:44.000 --> 00:13:49.000]  告訴你們,我們這裡,每個人都在努力讀聖經,
[00:13:49.000 --> 00:13:55.000]  每個人都要先做瑪利亞,後做馬大。
[00:13:55.000 --> 00:13:59.000]  不過這個故事還沒完。
[00:13:59.000 --> 00:14:04.000]  我們繼續下去,就進入了《路加福音》第十一章了。
[00:14:04.000 --> 00:14:07.000]  你知道呢,我不知道你知不知道,
[00:14:07.000 --> 00:14:11.000]  我們今天看到《路加福音》第十章,然後是第十一章,
[00:14:11.000 --> 00:14:16.000]  其實這個第十章跟第十一章,就不是上帝給我們的章數來的。
[00:14:16.000 --> 00:14:21.000]  是那些聖經學者後來加進去,方便你讀聖經,方便我讀聖經。
[00:14:21.000 --> 00:14:26.000]  但是有時候呢,就多手,加多了。
[00:14:26.000 --> 00:14:31.000]  就是你現在這樣,把第十章跟第十一章斬了,那就麻煩了。
[00:14:31.000 --> 00:14:35.000]  就是說我今天看完第十章,我蓋上了一本聖經,去了睡覺。
[00:14:35.000 --> 00:14:39.000]  翌日起床,24小時之後,我就看回,昨天看到哪裡呢?
[00:14:39.000 --> 00:14:41.000]  哦,今天開始看第十一章。
[00:14:41.000 --> 00:14:45.000]  其實你看第十一章的時候,你忘記了第十章說什麼了。
[00:14:45.000 --> 00:14:47.000]  你不記得了。
[00:14:47.000 --> 00:14:52.000]  有沒有想過,其實這兩章聖經是有關係的?
[00:14:52.000 --> 00:14:54.000]  我們繼續看,十一章說什麼呢?
[00:14:54.000 --> 00:15:02.000]  耶穌在一個地方禱告,禱告完後,有個門徒對祂說,主啊,求祢教導我們禱告。
[00:15:02.000 --> 00:15:05.000]  於是就開始我們剛才所讀的什麼?
[00:15:05.000 --> 00:15:08.000]  主道文,是路加福音裡面的主道文。
[00:15:08.000 --> 00:15:15.000]  主道文在新約聖經裡面有兩道,一個是馬太公章第六章,另外一個是路加福音第十一章。
[00:15:15.000 --> 00:15:23.000]  耶穌對他們說,你們禱告的時候要說,父啊,願人都尊你的名為聖,
[00:15:23.000 --> 00:15:26.000]  成願你的國降臨。
[00:15:26.000 --> 00:15:32.000]  OK,我記得很久之前,我讀大學的時候聽溫偉耀。
[00:15:32.000 --> 00:15:35.000]  我想你也可能聽過溫偉耀是誰,溫偉耀博士。
[00:15:35.000 --> 00:15:41.000]  他有一次就在說馬大馬利亞故事和主道文的關係。
[00:15:41.000 --> 00:15:45.000]  他說其實這兩個故事應該連在一起的。
[00:15:45.000 --> 00:15:54.000]  而從一個靈修神學的角度來講,馬大馬利亞是代表了兩種不同的禱告取向。
[00:15:54.000 --> 00:15:55.000]  怎麼樣呢?
[00:15:55.000 --> 00:16:03.000]  馬利亞的禱告方式就是整張很長很長的人名清單或者事情清單。
[00:16:03.000 --> 00:16:06.000]  然後第一,為了什麼祈禱?
[00:16:06.000 --> 00:16:07.000]  第二,為了什麼祈禱?
[00:16:07.000 --> 00:16:08.000]  第三,為了什麼祈禱?
[00:16:08.000 --> 00:16:10.000]  第四,一直這樣下去。
[00:16:10.000 --> 00:16:13.000]  到了第十五已經心煩氣躁。
[00:16:13.000 --> 00:16:14.000]  你明白我的意思嗎?
[00:16:14.000 --> 00:16:16.000]  很多時候我們的禱告都是這樣的。
[00:16:16.000 --> 00:16:21.000]  一早就寫了教會需要ABCDEFG。
[00:16:21.000 --> 00:16:25.000]  到了這個程度,其實你已經心煩氣躁。
[00:16:25.000 --> 00:16:28.000]  他說這是一個馬大式的祈禱。
[00:16:28.000 --> 00:16:34.000]  但是聖經給我們一個馬利亞式,是坐在主耶穌基督面前去聆聽的祈禱。
[00:16:34.000 --> 00:16:36.000]  去親近主耶穌基督的祈禱。
[00:16:36.000 --> 00:16:44.000]  所以這是溫偉耀說的,有可能這裏說的兩種祈禱的取向。
[00:16:44.000 --> 00:16:46.000]  我現在給多一個角度去看。
[00:16:46.000 --> 00:16:51.000]  馬大馬利亞不同的地方在哪裏呢?
[00:16:51.000 --> 00:16:57.000]  就是馬大掛著做事,沒有聆聽耶穌基督的道。
[00:16:57.000 --> 00:17:03.000]  而馬利亞就坐在主耶穌基督面前聆聽耶穌基督的道。
[00:17:03.000 --> 00:17:08.000]  但我不知道你知不知道耶穌基督講道是講什麼?
[00:17:08.000 --> 00:17:13.000]  耶穌基督講的道,如果從一個神學角度來講,
[00:17:13.000 --> 00:17:16.000]  整天都是講自己,講耶穌。
[00:17:16.000 --> 00:17:18.000]  耶穌自己都是講耶穌的。
[00:17:18.000 --> 00:17:23.000]  祂講舊約聖經所講的一切都是關於祂的。
[00:17:23.000 --> 00:17:27.000]  祂講新約裏面所講的一切都是關於祂的等等。
[00:17:27.000 --> 00:17:32.000]  耶穌基督的道也是關於天國的來臨。
[00:17:32.000 --> 00:17:36.000]  耶穌基督講的道全部都是關於天國的來臨。
[00:17:36.000 --> 00:17:39.000]  假設這個思想是正確的話,
[00:17:39.000 --> 00:17:45.000]  就是說馬利亞是浸在一個天國的環境裏面。
[00:17:45.000 --> 00:17:50.000]  你當你是一隻醉雞,有些酒,於是不斷浸雞,
[00:17:50.000 --> 00:17:54.000]  慢慢雞就入味了,於是就有酒味了。
[00:17:54.000 --> 00:17:58.000]  所以馬利亞是有天國味道的一個人。
[00:17:58.000 --> 00:18:03.000]  相反,馬大是沒有天國味道的一個人。
[00:18:03.000 --> 00:18:07.000]  如果你將這兩個人放在祈禱的時候,
[00:18:07.000 --> 00:18:13.000]  你會發現,一個人的祈禱是充滿天國的味道,
[00:18:13.000 --> 00:18:17.000]  另一個人是用人作為中心去祈禱。
[00:18:17.000 --> 00:18:18.000]  你明白我的意思嗎?
[00:18:18.000 --> 00:18:21.000]  稍後我給你一個例子你就知道了。
[00:18:21.000 --> 00:18:25.000]  你發覺主耶穌基督的主徒文的中心思想就是,
[00:18:25.000 --> 00:18:30.000]  願你的國降臨,願你的旨意成就地上,
[00:18:30.000 --> 00:18:32.000]  如同成就在天上。
[00:18:32.000 --> 00:18:36.000]  我們不是求自己的意願,我們是求上帝的國,
[00:18:36.000 --> 00:18:39.000]  不是我們的國,不是我的旨意達成,
[00:18:39.000 --> 00:18:41.000]  而是耶穌基督的旨意達成。
[00:18:41.000 --> 00:18:44.000]  誰可以祈禱一個這樣的祈禱呢?
[00:18:44.000 --> 00:18:45.000]  就是馬利亞,為什麼?
[00:18:45.000 --> 00:18:50.000]  因為馬利亞不斷浸淫在耶穌基督的道裏面。
[00:18:50.000 --> 00:18:52.000]  誰做不到這個祈禱呢?
[00:18:52.000 --> 00:18:56.000]  就是那個很忙碌自己事情的人。
[00:18:56.000 --> 00:18:59.000]  而這個人在祈禱當中,
[00:18:59.000 --> 00:19:02.000]  他在祈禱自己的國,
[00:19:02.000 --> 00:19:07.000]  在祈禱自己的旨意成就。
[00:19:07.000 --> 00:19:11.000]  我想你留心看看第三節和第四節,
[00:19:11.000 --> 00:19:14.000]  《路加福音》第十一章第三節和第四節,
[00:19:14.000 --> 00:19:17.000]  「我們每日的麵包天天賜給,
[00:19:17.000 --> 00:19:23.000]  赦免我們的罪,因為我們也赦免犯規欠我們的人,
[00:19:23.000 --> 00:19:26.000]  不叫我們陷入試探。」
[00:19:26.000 --> 00:19:28.000]  如果你熟悉這本聖經,
[00:19:28.000 --> 00:19:31.000]  你會知道我是改了一些東西。
[00:19:31.000 --> 00:19:35.000]  如果這本聖經的翻譯是「我們日用的飲食」,
[00:19:35.000 --> 00:19:39.000]  我就將它變成「我們每日的麵包」,
[00:19:39.000 --> 00:19:42.000]  有什麼問題呢?
[00:19:42.000 --> 00:19:46.000]  中國人不是天天吃麵包的,
[00:19:46.000 --> 00:19:50.000]  所以他翻譯的時候就將它變成「飲食」。
[00:19:50.000 --> 00:19:52.000]  話說你飲什麼食什麼,
[00:19:52.000 --> 00:19:54.000]  你喜歡吃麵也可以,你喜歡吃飯也可以,
[00:19:54.000 --> 00:19:56.000]  那就很合適。
[00:19:56.000 --> 00:19:59.000]  但是合適之餘,就跟聖經距離了。
[00:19:59.000 --> 00:20:00.000]  為什麼呢?
[00:20:00.000 --> 00:20:03.000]  因為這裡說的「每日麵包」,
[00:20:03.000 --> 00:20:05.000]  其實是在想舊約的一些東西。
[00:20:05.000 --> 00:20:08.000]  舊約有一種麵包是每日來的。
[00:20:08.000 --> 00:20:10.000]  是的,你明白嗎?
[00:20:10.000 --> 00:20:12.000]  所以耶穌說叫他們求每日的麵包,
[00:20:12.000 --> 00:20:16.000]  就不是說你每日的飲食需要,
[00:20:16.000 --> 00:20:19.000]  去飲茶還是去吃麵。
[00:20:19.000 --> 00:20:21.000]  他在說舊約的瑪蘭。
[00:20:21.000 --> 00:20:22.000]  如果你記得,
[00:20:22.000 --> 00:20:25.000]  耶穌做過一個神蹟叫做「五餅二魚」。
[00:20:25.000 --> 00:20:27.000]  在楊福音他做完「五餅二魚」之後,
[00:20:27.000 --> 00:20:32.000]  耶穌說我就是生命的麵包,
[00:20:32.000 --> 00:20:35.000]  我就是那從天上降下來的麵包。
[00:20:35.000 --> 00:20:38.000]  耶穌說我就是那個每日的麵包。
[00:20:38.000 --> 00:20:39.000]  你明白嗎?
[00:20:39.000 --> 00:20:41.000]  耶穌做過神蹟,
[00:20:41.000 --> 00:20:46.000]  神蹟指向一個更偉大的天國的道理。
[00:20:46.000 --> 00:20:47.000]  這個天國道理是什麼呢?
[00:20:47.000 --> 00:20:49.000]  就是祂自己。
[00:20:49.000 --> 00:20:51.000]  所以耶穌在求的,
[00:20:51.000 --> 00:20:55.000]  就不是求我們每日需要的飲食去求。
[00:20:55.000 --> 00:20:59.000]  祂在求有一種從天上下來的麵包,
[00:20:59.000 --> 00:21:02.000]  吃了是可以赦罪的。
[00:21:02.000 --> 00:21:06.000]  吃了之後是可以長生不老,
[00:21:06.000 --> 00:21:07.000]  可以復活生命等等。
[00:21:07.000 --> 00:21:08.000]  祂在說什麼?
[00:21:08.000 --> 00:21:10.000]  祂在說自己。
[00:21:10.000 --> 00:21:13.000]  如果你不明白這些的時候,
[00:21:13.000 --> 00:21:14.000]  你祈禱的時候,
[00:21:14.000 --> 00:21:15.000]  我們每日用的飲食,
[00:21:15.000 --> 00:21:16.000]  你馬上想到,
[00:21:16.000 --> 00:21:18.000]  啊,上帝很需要這件事,
[00:21:18.000 --> 00:21:19.000]  我需要這件事,
[00:21:19.000 --> 00:21:20.000]  我的兒子也需要這件事,
[00:21:20.000 --> 00:21:21.000]  我的女兒也需要這件事,
[00:21:21.000 --> 00:21:22.000]  我的孫兒也需要這件事,
[00:21:22.000 --> 00:21:24.000]  我的孫女也需要這件事。
[00:21:24.000 --> 00:21:26.000]  那你就變成了馬大了。
[00:21:26.000 --> 00:21:30.000]  因為馬大就是亡亂於這個世界很多的東西。
[00:21:30.000 --> 00:21:33.000]  他又忘記了去聽耶穌的道。
[00:21:33.000 --> 00:21:35.000]  但是瑪利亞就知道,
[00:21:35.000 --> 00:21:36.000]  不是的,不是的,
[00:21:36.000 --> 00:21:38.000]  禱告不是祈禱這些東西的,
[00:21:38.000 --> 00:21:42.000]  禱告是祈禱上帝的天國。
[00:21:42.000 --> 00:21:45.000]  如果你當中有些人是,
[00:21:45.000 --> 00:21:48.000]  去過幾次這個祈禱會,
[00:21:48.000 --> 00:21:51.000]  聽過我在祈禱會裏面做一些講,
[00:21:51.000 --> 00:21:53.000]  教導你也知道,
[00:21:53.000 --> 00:21:57.000]  這個是我一向在說的,
[00:21:57.000 --> 00:21:59.000]  祈禱呢,
[00:21:59.000 --> 00:22:02.000]  就不單止是你祈禱多與少的問題,
[00:22:02.000 --> 00:22:05.000]  也都是你祈禱的取向的問題。
[00:22:05.000 --> 00:22:08.000]  有些人他祈禱很多,
[00:22:08.000 --> 00:22:10.000]  但是祈禱來祈禱去,
[00:22:10.000 --> 00:22:12.000]  都是他自己的需要。
[00:22:12.000 --> 00:22:17.000]  這種祈禱是不得到上帝所喜悅的。
[00:22:17.000 --> 00:22:19.000]  上帝要我們的祈禱,
[00:22:19.000 --> 00:22:22.000]  是追求祂的國,祂的義。
[00:22:22.000 --> 00:22:24.000]  我們要聽上帝的道,
[00:22:24.000 --> 00:22:28.000]  以致上帝的道改變我們祈禱的方向。
[00:22:28.000 --> 00:22:31.000]  我現在帶你去第二個故事。
[00:22:31.000 --> 00:22:34.000]  第二個故事你可以直接應用在你身上也可以,
[00:22:34.000 --> 00:22:37.000]  雖然我不想你做寡婦。
[00:22:37.000 --> 00:22:40.000]  你明白我的意思吧。
[00:22:40.000 --> 00:22:41.000]  但是這裏呢,
