
[00:00:00.000 --> 00:00:09.440]  我今年是第一次在衙關可以有訊息分享
[00:02:00.600 --> 00:02:06.360]  我相信在座的姐妹有很多經歷過那個生產之苦
[00:02:06.360 --> 00:02:10.720]  當要懷胎、要生產的時候
[00:02:10.720 --> 00:02:13.160]  其實那個是十級痛
[00:02:13.160 --> 00:02:15.000]  但當嬰兒出來之後
[00:02:15.000 --> 00:02:18.560]  你那個痛又會忘記了
[00:02:18.560 --> 00:02:21.200]  你就會專注在嬰兒
[00:02:21.200 --> 00:02:26.120]  可以為世上多生一個人而著若歡欣
[00:02:26.120 --> 00:02:30.280]  所以某程度上從這個婦人的懷孕
[00:02:30.280 --> 00:02:33.040]  也提到我們一個重點
[00:02:33.040 --> 00:02:36.200]  在世上會有苦楚
[00:02:36.200 --> 00:02:38.440]  不過會過去
[00:02:38.440 --> 00:02:43.400]  好像婦人一樣,重點不要在十級的痛那裡
[00:02:43.400 --> 00:02:46.720]  而是要看婦人之後
[00:02:46.720 --> 00:02:49.320]  其實帶來什麼成果
[00:02:49.320 --> 00:02:53.520]  和上帝給我們有什麼訊息
[00:02:53.520 --> 00:02:59.760]  我發覺《喜彼得前書》有很多經文
[00:02:59.760 --> 00:03:03.120]  就著這個在考驗中喜樂
[00:03:03.120 --> 00:03:05.560]  會給我們很大的幫助
[00:03:05.560 --> 00:03:08.800]  所以今天會和大家花一點時間
[00:03:08.800 --> 00:03:12.440]  在《喜彼得前書》裡面看一些經文
[00:03:12.440 --> 00:03:16.520]  然後看看會不會可以找出一些
[00:03:16.520 --> 00:03:20.680]  方法以致我們能夠知道
[00:03:20.680 --> 00:03:26.520]  怎樣去面對人生裡面一些考驗和喜樂
[00:03:26.520 --> 00:03:31.480]  我會就著稍後所說的經文
[00:03:31.480 --> 00:03:33.520]  去試一下會不會找得到
[00:03:33.520 --> 00:03:37.560]  在考驗試煉裡面有四個事實
[00:03:37.560 --> 00:03:40.960]  當你清楚明白那個真相
[00:03:40.960 --> 00:03:43.360]  我猜我們就不用浪費力氣
[00:03:43.360 --> 00:03:46.560]  去用盡我們的能量
[00:03:46.560 --> 00:03:50.640]  然後我們會再看看怎樣在考驗裡面
[00:03:50.640 --> 00:03:53.520]  找到喜樂的秘訣
[00:03:53.520 --> 00:03:58.080]  其中一段經文都想大家讀一下
[00:03:58.080 --> 00:04:01.040]  就是《彼得前書》一章三到七節
[00:04:01.040 --> 00:04:04.080]  我們不如先讀了經文
[00:04:04.080 --> 00:04:05.840]  好嗎?一二三
[00:04:05.840 --> 00:04:10.440]  願頌讚歸於我們主耶穌基督的父神
[00:04:10.440 --> 00:04:13.360]  他曾照自己的大連文
[00:04:13.360 --> 00:04:16.320]  藉耶穌基督從死裡復活
[00:04:16.320 --> 00:04:18.200]  重生了我們
[00:04:18.200 --> 00:04:20.960]  叫我們有活潑的盼望
[00:04:20.960 --> 00:04:23.400]  可以得著不能老壞
[00:04:23.400 --> 00:04:24.960]  不能玷污
[00:04:24.960 --> 00:04:26.480]  不能衰殘
[00:04:26.480 --> 00:04:29.960]  為你們存留在天上的基業
[00:04:29.960 --> 00:04:34.080]  你們這因信蒙神能力保守的人
[00:04:34.080 --> 00:04:36.520]  必能得著所預備
[00:04:36.520 --> 00:04:41.600]  到末世要顯現的救恩
[00:04:41.600 --> 00:04:45.280]  因此你們是大有喜樂
[00:04:45.280 --> 00:04:50.240]  但如今在百般的試煉中暫時憂愁
[00:04:50.240 --> 00:04:53.840]  叫你們的信心既被試驗
[00:04:53.840 --> 00:04:56.440]  就比那被火試驗
[00:04:56.440 --> 00:05:00.720]  仍然能壞的金紙更顯寶貴
[00:05:00.720 --> 00:05:04.600]  並可以在耶穌基督顯現的時候
[00:05:04.600 --> 00:05:08.400]  得著稱讚榮耀尊貴
[00:05:08.400 --> 00:05:11.280]  這段經文其實很寶貴
[00:05:11.280 --> 00:05:13.480]  彼得起一開始的時候
[00:05:13.480 --> 00:05:15.480]  就將到屬神的人
[00:05:15.480 --> 00:05:18.520]  究竟有什麼大福氣
[00:05:18.520 --> 00:05:19.840]  寫了出來
[00:05:19.840 --> 00:05:23.760]  他說到我們是蒙父神連文
[00:05:23.760 --> 00:05:27.160]  由聖個死亡復活的耶穌
[00:05:27.160 --> 00:05:30.520]  賜給我們有新的生命
[00:05:30.520 --> 00:05:34.040]  並且可以得著活潑的盼望
[00:05:34.040 --> 00:05:36.200]  長遠在天上高
[00:05:36.200 --> 00:05:38.480]  更加有不能扭壞
[00:05:38.480 --> 00:05:39.800]  不會沾污
[00:05:39.800 --> 00:05:43.920]  不需殘的基業為我們存留
[00:05:43.920 --> 00:05:49.120]  而且只要我們有信心的話
[00:05:49.120 --> 00:05:53.160]  就必能夠蒙神的能力保守
[00:05:53.160 --> 00:05:55.800]  永不失腳
[00:05:55.800 --> 00:05:59.960]  這個其實是一個很大的肯定
[00:05:59.960 --> 00:06:03.200]  就是說如果你也信了耶穌的話
[00:06:03.200 --> 00:06:07.360]  其實你就會得著一個長遠的盼望
[00:06:07.360 --> 00:06:11.520]  以及基業供應
[00:06:11.520 --> 00:06:13.920]  而且因著神能力的保守
[00:06:13.920 --> 00:06:16.480]  我們是不會失腳的
[00:06:16.480 --> 00:06:18.440]  所以在第六第七節
[00:06:18.440 --> 00:06:21.200]  他給我們有一些提醒
[00:06:21.200 --> 00:06:23.480]  這個就是某程度上說到
[00:06:23.480 --> 00:06:27.920]  在患難當中要大喜樂的原因
[00:06:27.920 --> 00:06:32.600]  原來是會得著很大的祝福
[00:06:32.600 --> 00:06:37.480]  我們來看看這個考驗和試煉的四個事實
[00:06:37.480 --> 00:06:43.120]  彼得是一個很特別的基督門生
[00:06:43.120 --> 00:06:45.040]  他在十二個門徒裡面
[00:06:45.040 --> 00:06:46.920]  他好像大師兄一樣
[00:06:46.920 --> 00:06:52.360]  他很特別的就是他曾經和約翰那國
[00:06:52.360 --> 00:06:56.920]  都在山上見過耶穌變像
[00:06:56.920 --> 00:07:01.360]  我猜這個這麼深切的體會
[00:07:01.360 --> 00:07:02.880]  對耶穌的認順
[00:07:02.880 --> 00:07:11.760]  是很能夠令到他的生命的堅韌很明顯的
[00:07:11.760 --> 00:07:14.240]  考驗試煉的四個事實
[00:07:14.240 --> 00:07:19.600]  其中一個就是考驗和試煉是暫時的
[00:07:19.600 --> 00:07:24.360]  在剛才讀過的彼得前書一章七到八節
[00:07:24.360 --> 00:07:26.160]  那裡是這樣說的
[00:07:26.160 --> 00:07:29.720]  在八般試煉裡面暫時優秀
[00:07:29.720 --> 00:07:32.920]  雖然我們在人生的過程裡面
[00:07:32.920 --> 00:07:37.480]  有一些的考驗有長有短
[00:07:37.480 --> 00:07:40.400]  有一些的困難
[00:07:40.400 --> 00:07:45.520]  可能也未必會在我們的人生裡面終結
[00:07:45.520 --> 00:07:48.000]  但是比對喜永恆
[00:07:48.000 --> 00:07:51.600]  其實那個都是暫時和短暫
[00:07:51.600 --> 00:07:54.600]  過程裡面可能都是艱難辛苦的
[00:07:54.600 --> 00:07:58.360]  不過如果有主同在的話
[00:07:58.360 --> 00:08:03.360]  其實依然可以存著喜樂的心去面對
[00:08:03.360 --> 00:08:05.200]  第八節就說到
[00:08:05.200 --> 00:08:09.760]  其實那個是一個信心的考驗
[00:08:09.760 --> 00:08:11.000]  有沒有發覺
[00:08:11.000 --> 00:08:14.800]  當有艱難困苦出現的時候
[00:08:14.800 --> 00:08:19.320]  我們常常都會有一個很大的反應
[00:08:19.320 --> 00:08:23.480]  就是看我們對做我們的上帝
[00:08:23.480 --> 00:08:26.640]  究竟信得有多堅定
[00:08:26.640 --> 00:08:30.120]  我們有時候就會在那個過程裡面有很大的反覆
[00:08:30.120 --> 00:08:32.920]  但那個是一個很正常的情況
[00:08:32.920 --> 00:08:37.560]  但是如果我們肯經過這些考驗的話
[00:08:37.560 --> 00:08:43.560]  那個信心就會比起能壞的金紙更加寶貴
[00:08:43.560 --> 00:08:47.320]  而且可以在耶穌回來的時候
[00:08:47.320 --> 00:08:49.280]  會得著什麼
[00:08:49.280 --> 00:08:53.600]  得著稱讚榮耀和尊貴
[00:08:53.600 --> 00:08:59.760]  我不知道你會不會喜歡得神的讚賞
[00:08:59.760 --> 00:09:02.400]  有多少個我會喜歡的
[00:09:02.400 --> 00:09:03.680]  喜歡的是不是
[00:09:03.680 --> 00:09:05.720]  我記得我初信主的時候
[00:09:05.720 --> 00:09:08.800]  有一次就讀到耶穌受洗
[00:09:08.800 --> 00:09:10.280]  在河邊受洗
[00:09:10.280 --> 00:09:12.280]  然後天就裂開
[00:09:12.280 --> 00:09:15.080]  有聖靈好像甲子那樣說
[00:09:15.080 --> 00:09:16.600]  祂說和耶穌說
[00:09:16.600 --> 00:09:20.280]  「這是我的愛子,是我喜悅的」
[00:09:20.280 --> 00:09:23.320]  我讀到之後很羨慕
[00:09:23.320 --> 00:09:25.640]  我跟天父說
[00:09:25.640 --> 00:09:27.640]  「我都很想做你的愛女」
[00:09:27.640 --> 00:09:30.960]  「是得你稱讚,是你所喜悅的」
[00:09:30.960 --> 00:09:34.040]  我知道做父母的
[00:09:34.040 --> 00:09:40.040]  雖然說要對子女都要很平等
[00:09:40.040 --> 00:09:41.440]  不要偏心
[00:09:41.440 --> 00:09:43.160]  但是你又會知道
[00:09:43.160 --> 00:09:45.960]  在自己生出來的小孩裡面
[00:09:45.960 --> 00:09:49.000]  是有一些比較窩心的
[00:09:49.000 --> 00:09:51.520]  哪些比較窩心的
[00:09:51.520 --> 00:09:53.520]  就是很了解你的心意
[00:09:53.520 --> 00:09:54.680]  然後你還沒說
[00:09:54.680 --> 00:09:57.520]  祂就已經做到那些
[00:09:57.520 --> 00:10:04.840]  所以如果你真的很想得到主的稱讚榮耀和尊貴
[00:10:04.840 --> 00:10:07.960]  其實就要多了解我們的上帝
[00:10:07.960 --> 00:10:09.680]  我們主的心腸
[00:10:09.680 --> 00:10:14.120]  以致我們能夠在過程裡面
[00:10:14.120 --> 00:10:15.640]  不用跟祂打架
[00:10:15.640 --> 00:10:17.280]  而是能夠好好地
[00:10:17.280 --> 00:10:19.160]  很從容放膽地
[00:10:19.160 --> 00:10:22.560]  來完成人生路
[00:10:22.560 --> 00:10:26.120]  第二個思念的事實
[00:10:26.120 --> 00:10:29.360]  就是在彼得前書四章十二節
[00:10:29.360 --> 00:10:31.360]  那裡有告訴我們
[00:10:31.360 --> 00:10:33.360]  他說「親愛的弟兄啊」
[00:10:33.360 --> 00:10:35.960]  「有火煉的事艷臨到你們」
[00:10:35.960 --> 00:10:37.960]  「不要以為奇怪」
[00:10:37.960 --> 00:10:40.640]  「似乎是遭遇非常的事」
[00:10:40.640 --> 00:10:43.360]  「禱要歡喜」
[00:10:43.360 --> 00:10:45.600]  這裡其實說什麼
[00:10:45.600 --> 00:10:52.200]  就是說人生裡面常常會出現一些你想都想不到的考驗和艱難
[00:10:52.200 --> 00:10:57.160]  所以不用經常問「為什麼是我」
[00:10:57.160 --> 00:10:59.600]  因為剛才讀的
[00:10:59.600 --> 00:11:01.920]  《約翰福音》十六章已經說了
[00:11:01.920 --> 00:11:03.480]  「在世上會有苦難」
[00:11:03.480 --> 00:11:05.200]  然後這裡也說了
[00:11:05.200 --> 00:11:06.920]  「有火煉的事艷」
[00:11:06.920 --> 00:11:09.160]  「不要以為奇怪」
[00:11:09.160 --> 00:11:13.240]  所以不用再在「為什麼選中我」
[00:11:13.240 --> 00:11:15.440]  這個問題裡面兜兜轉轉
[00:11:15.440 --> 00:11:16.840]  浪費了你們的力氣
[00:11:16.840 --> 00:11:18.840]  因為當你知道
[00:11:18.840 --> 00:11:23.040]  原來真相是必然臨到的
[00:11:23.040 --> 00:11:25.240]  有就好好面對
[00:11:25.240 --> 00:11:26.840]  沒有就感恩了
[00:11:26.840 --> 00:11:27.640]  是不是?
[00:11:27.640 --> 00:11:28.960]  有也感恩
[00:11:28.960 --> 00:11:29.640]  為什麼?
[00:11:29.640 --> 00:11:31.240]  因為耶穌預告了
[00:11:31.240 --> 00:11:33.240]  祂必然會幫助的
[00:11:33.240 --> 00:11:36.240]  所以也不需要太過擔心
[00:11:36.240 --> 00:11:40.840]  好,看看第三個思念的事實是什麼
[00:11:40.840 --> 00:11:42.040]  「無獨有偶」
[00:11:42.040 --> 00:11:45.040]  有沒有聽到正話的見證?
[00:11:45.040 --> 00:11:47.640]  阿映竟然說出來了
[00:11:47.640 --> 00:11:51.640]  「神有祂自己的旨意和計劃」
[00:11:51.640 --> 00:11:53.640]  是真的聖經說的
[00:11:53.640 --> 00:11:56.040]  《彼得前書》四章十九節
[00:11:56.040 --> 00:11:56.840]  它這樣說
[00:11:56.840 --> 00:12:00.040]  「所以那照神旨意受苦的人」
[00:12:00.040 --> 00:12:02.040]  「要一心為善」
[00:12:02.040 --> 00:12:07.040]  「將自己靈魂交予那信實的造化之主」
[00:12:07.040 --> 00:12:10.040]  經文某程度就告訴我們
[00:12:10.040 --> 00:12:13.440]  我們就算落在苦難當中
[00:12:13.440 --> 00:12:17.440]  神也有祂自己的定旨
[00:12:17.440 --> 00:12:20.840]  那個反應是「一心為善」
[00:12:20.840 --> 00:12:22.440]  就是說在過程裡面
[00:12:22.440 --> 00:12:28.440]  不要製造成為苦毒、艱難和各樣的掙扎
[00:12:28.440 --> 00:12:35.640]  將自己、全人交給那個信實的造化之主
[00:12:35.640 --> 00:12:38.040]  應變方法應該是這樣
[00:12:38.040 --> 00:12:40.040]  無論遇到什麼事情
[00:12:40.040 --> 00:12:47.040]  相信若非神允准
[00:12:47.040 --> 00:12:49.440]  那些事情不會臨到
[00:12:49.440 --> 00:12:50.840]  如果臨到
[00:12:50.840 --> 00:12:55.440]  就是說祂會相信我們能夠經歷得到
[00:12:55.440 --> 00:12:58.440]  而且祂會帶我們去經過
[00:12:58.440 --> 00:13:00.240]  《彼得前書》一章五節
[00:13:00.240 --> 00:13:01.840]  剛才我們也有讀過
[00:13:01.840 --> 00:13:05.840]  「你們者因信夢神能力保守的人」
[00:13:05.840 --> 00:13:12.240]  「必能得著所預備到末世要顯現的救恩」
[00:13:12.240 --> 00:13:14.640]  經歷上帝很特別的
[00:13:14.640 --> 00:13:19.640]  跟我們對祂的相信很有關聯
[00:13:19.640 --> 00:13:24.640]  你對神的大能和信實越能夠掌握
[00:13:24.640 --> 00:13:30.040]  你就越能夠經歷祂自己奇妙的保護和恩典
[00:13:30.040 --> 00:13:35.040]  當然有時候有些考驗艱難
[00:13:35.040 --> 00:13:37.640]  是因為身邊有人犯罪
[00:13:37.640 --> 00:13:40.440]  又或者是有些罪行的惡果
[00:13:40.440 --> 00:13:42.240]  然後被牽連的
[00:13:42.240 --> 00:13:45.040]  不過如果上帝都容許
[00:13:45.040 --> 00:13:47.040]  我們就在那個過程裏面
[00:13:47.040 --> 00:13:49.440]  就要一心為善
[00:13:49.440 --> 00:13:51.640]  堅心交託主
[00:13:51.640 --> 00:13:55.240]  以至上帝能夠在那些很艱難的過程裏面
[00:13:55.240 --> 00:13:57.640]  將危機扭轉
[00:13:57.640 --> 00:14:04.840]  這個是考驗試煉的第三個實況
[00:14:04.840 --> 00:14:09.840]  第四個是耶穌都曾經受苦
[00:14:09.840 --> 00:14:11.640]  受過考驗
[00:14:11.640 --> 00:14:13.040]  我初初在想
[00:14:13.040 --> 00:14:17.440]  我在說這個經常被說的受苦
[00:14:17.440 --> 00:14:22.040]  其實就是當代的基督徒因著信仰被逼迫
[00:14:22.040 --> 00:14:25.840]  現在我面對的會眾是病患
[00:14:25.840 --> 00:14:27.440]  耶穌有沒有病過呢?
[00:14:27.440 --> 00:14:29.840]  我好像在聖經沒有見過
[00:14:29.840 --> 00:14:34.240]  那怎樣說祂也曾經受苦?
[00:14:34.240 --> 00:14:36.240]  我在想的時候
[00:14:36.240 --> 00:14:37.840]  我又想通了
[00:14:37.840 --> 00:14:41.240]  其實病患的苦楚是什麼苦楚?
[00:14:41.240 --> 00:14:43.040]  身心靈的苦楚
[00:14:43.040 --> 00:14:44.840]  耶穌有沒有經歷?
[00:14:44.840 --> 00:14:45.640]  有
[00:14:45.640 --> 00:14:47.840]  祂是釘上十字架
[00:14:47.840 --> 00:14:50.240]  那種的苦楚
[00:14:50.240 --> 00:14:54.640]  其實比我們現在在病患裏面經歷的治療
[00:14:54.640 --> 00:14:58.040]  其實真的是蚊和牛比
[00:14:58.040 --> 00:15:00.640]  所以耶穌祂經歷過
[00:15:00.640 --> 00:15:03.440]  但是祂經歷過之後祂怎樣?
[00:15:03.440 --> 00:15:05.840]  口裏面沒有犯過罪
[00:15:05.840 --> 00:15:06.440]  是不是?
[00:15:06.440 --> 00:15:12.640]  祂整個人都沒有因為一些這麼不公平的對待
[00:15:12.640 --> 00:15:15.440]  甚至這麼大的患難
[00:15:15.440 --> 00:15:17.240]  祂離棄過上帝
[00:15:17.240 --> 00:15:19.440]  甚至是令身體犯罪
[00:15:19.440 --> 00:15:20.840]  祂沒有的
[00:15:20.840 --> 00:15:24.640]  彼得前書四章十三節這樣說
[00:15:24.640 --> 00:15:28.240]  因為你們是與基督一同受苦
[00:15:28.240 --> 00:15:31.640]  使你們在他榮耀顯現的時候
[00:15:31.640 --> 00:15:34.440]  也可以歡喜快樂
[00:15:34.440 --> 00:15:38.240]  經文其實是告訴我們
[00:15:38.240 --> 00:15:40.840]  其實在我們受苦的時候
[00:15:40.840 --> 00:15:45.240]  其實基督都是明白而且知道
[00:15:45.240 --> 00:15:47.640]  這些的過程
[00:15:47.640 --> 00:15:51.840]  如果我們肯學孝主來經過的話
[00:15:51.840 --> 00:15:56.440]  上帝是會有讚賞
[00:15:56.440 --> 00:16:01.240]  還有叫我們心得歡樂的
[00:16:01.240 --> 00:16:06.440]  好 看完這四個事實的時候
[00:16:06.440 --> 00:16:08.640]  我發覺一個很重要
[00:16:08.640 --> 00:16:10.640]  對我來說我是這樣學習的
[00:16:10.640 --> 00:16:14.440]  當我這個頭腦搞定了一些思路
[00:16:14.440 --> 00:16:18.840]  我就能夠出到一些相應的反應和行為
[00:16:18.840 --> 00:16:20.640]  其實在考驗艱難裏面
[00:16:20.640 --> 00:16:23.840]  最難的就是心不穩定
[00:16:23.840 --> 00:16:25.440]  很驚恐
[00:16:25.440 --> 00:16:28.040]  不知道可以投靠去哪裏
[00:16:28.040 --> 00:16:31.240]  然後就不斷問一些問題 為甚麼
[00:16:31.240 --> 00:16:33.840]  但為甚麼其實通常都沒有答案的
[00:16:33.840 --> 00:16:36.640]  除非真的 譬如病患裏面
[00:16:36.640 --> 00:16:38.440]  除非你是一個亂吃東西
[00:16:38.440 --> 00:16:39.840]  真的做錯很多事
[00:16:39.840 --> 00:16:43.240]  然後你得病患 你就稍稍知道為甚麼
[00:16:43.240 --> 00:16:45.240]  但有很多時候我見過
[00:16:45.240 --> 00:16:48.240]  這麼多年做事 做橫關
[00:16:48.240 --> 00:16:49.440]  有很多時候
[00:16:49.440 --> 00:16:52.040]  我們其實都不是自己行得不好
[00:16:52.040 --> 00:16:53.640]  然後得癌症
[00:16:53.640 --> 00:16:56.040]  所以如果你不斷問為甚麼
[00:16:56.040 --> 00:16:58.040]  其實你就浪費了力氣
[00:16:58.040 --> 00:17:02.440]  還有你不能好好地去處理真正的問題
[00:17:02.440 --> 00:17:04.840]  究竟在考驗裏面
[00:17:04.840 --> 00:17:09.640]  有甚麼能夠得喜樂的秘訣呢
[00:17:09.640 --> 00:17:12.640]  我就整理了一些東西出來
[00:17:12.640 --> 00:17:15.440]  又是在彼得前書裏找出來的
[00:17:15.440 --> 00:17:18.040]  彼得前書四章一節這樣說的
[00:17:18.040 --> 00:17:22.040]  他說 基督既然在肉身受苦
[00:17:22.040 --> 00:17:25.840]  你們也當將這樣的心智作為兵器
[00:17:25.840 --> 00:17:28.040]  因為在肉身受過苦的
[00:17:28.040 --> 00:17:31.640]  就已經與罪斷絕了
[00:17:31.640 --> 00:17:34.040]  經文很簡單
[00:17:34.040 --> 00:17:37.640]  耶穌基督在肉身受苦的時候
[00:17:37.640 --> 00:17:42.440]  祂沒有犯過 沒有順從自己的意願
[00:17:42.440 --> 00:17:47.640]  去做過任何不合上帝心意的事
[00:17:47.640 --> 00:17:49.040]  彼得就鼓勵
[00:17:49.040 --> 00:17:51.440]  我們就算在那些過程裏面
[00:17:51.440 --> 00:17:57.840]  我們也以與基督同一同受苦的心智作為兵器
[00:17:57.840 --> 00:18:00.240]  我發現一件事
[00:18:00.240 --> 00:18:02.840]  我們生活在現在世代的人
[00:18:02.840 --> 00:18:05.040]  我們不是很能熬苦的
[00:18:05.040 --> 00:18:06.240]  有沒有發覺
[00:18:06.240 --> 00:18:06.840]  為甚麼呢
[00:18:06.840 --> 00:18:09.840]  因為世代很先進
[00:18:09.840 --> 00:18:13.440]  就算痛 我們也會立刻拍一顆丸子
[00:18:13.440 --> 00:18:15.240]  就要止痛
[00:18:15.240 --> 00:18:17.240]  然後不知道有甚麼需要
[00:18:17.240 --> 00:18:18.840]  我們想立刻按個按鈕
[00:18:18.840 --> 00:18:20.840]  然後就立刻處理到
[00:18:20.840 --> 00:18:23.240]  因為受著快餐文化影響
[00:18:23.240 --> 00:18:24.640]  我們是這樣的
[00:18:24.640 --> 00:18:26.840]  所以如果有一些警方
[00:18:26.840 --> 00:18:30.440]  沒有立刻根治到
[00:18:30.440 --> 00:18:32.840]  又或者沒有立刻停止到
[00:18:32.840 --> 00:18:35.640]  那些艱難和辛苦
[00:18:35.640 --> 00:18:37.440]  我們裏面就煩躁不安
[00:18:37.440 --> 00:18:40.240]  甚至不能夠忍耐
[00:18:40.240 --> 00:18:44.640]  但是彼得在這裏提我們一個很重要的關鍵
[00:18:44.640 --> 00:18:49.440]  就是肉身受苦
[00:18:49.440 --> 00:18:53.440]  我們要有一個受苦的心智
[00:18:53.440 --> 00:18:57.440]  還有知道這個苦楚是短暫的
[00:18:57.440 --> 00:19:03.640]  我記得我甚至見到一些弟兄姊妹
[00:19:03.640 --> 00:19:05.040]  在病患裏面
[00:19:05.040 --> 00:19:07.240]  因為現在的藥真的很好
[00:19:07.240 --> 00:19:10.640]  我們不習慣在病患裏面辛苦
[00:19:10.640 --> 00:19:13.440]  所以一辛苦我們就叫救命
[00:19:13.440 --> 00:19:16.040]  其實也是很合情理的
[00:19:16.040 --> 00:19:17.840]  彼得在這裏提多一件事
[00:19:17.840 --> 00:19:21.040]  他說當我們的肉身受過苦
[00:19:21.040 --> 00:19:23.840]  就已經與罪斷絕了
[00:19:23.840 --> 00:19:25.240]  當我們堅心
[00:19:25.240 --> 00:19:27.640]  好像學校耶穌那樣
[00:19:27.640 --> 00:19:30.040]  就算在多大的艱難
[00:19:30.040 --> 00:19:32.040]  我們都以祂為榜樣
[00:19:32.040 --> 00:19:36.440]  然後就沒有一個情慾
[00:19:36.440 --> 00:19:38.640]  或者是私心
[00:19:38.640 --> 00:19:40.840]  或者是自己的一些想法
[00:19:40.840 --> 00:19:43.440]  來左右和控制你
[00:19:43.440 --> 00:19:45.440]  這個就是彼得所說的
[00:19:45.440 --> 00:19:49.440]  當你經歷過這種受苦之後
[00:19:49.440 --> 00:19:52.840]  你會可以斬斷很多的前類
[00:19:52.840 --> 00:19:56.040]  還有很多的纏繞
[00:19:56.040 --> 00:19:59.240]  所以當你能夠跨性道
[00:19:59.240 --> 00:20:02.240]  那個是生命一個很大的歷練
[00:20:02.240 --> 00:20:04.440]  然後給前四章十三節
[00:20:04.440 --> 00:20:06.240]  他說 禱要歡喜
[00:20:06.240 --> 00:20:09.040]  因為你們是與基督一同受苦
[00:20:09.040 --> 00:20:12.040]  使你們在他榮耀顯現的時候
[00:20:12.040 --> 00:20:14.440]  也是可以歡喜快樂
[00:20:14.440 --> 00:20:18.440]  那個主要與基督一同受苦
[00:20:18.440 --> 00:20:22.440]  你就能夠更加體貼
[00:20:22.440 --> 00:20:24.440]  耶穌基督在世
[00:20:24.440 --> 00:20:26.240]  那個肉身的患難
[00:20:26.240 --> 00:20:28.040]  其實是什麼一回事
[00:20:28.040 --> 00:20:33.040]  我自己不算有一些很大的病患經歷
[00:20:33.040 --> 00:20:34.840]  但是在那些
[00:20:34.840 --> 00:20:37.240]  真的當身體不受控
[00:20:37.240 --> 00:20:40.240]  在病痛當中的時候
[00:20:40.240 --> 00:20:43.040]  其實是稍稍能夠明白
[00:20:43.040 --> 00:20:45.240]  耶穌肉身的苦楚
[00:20:45.240 --> 00:20:47.040]  其實是什麼一回事
[00:20:47.040 --> 00:20:50.040]  那個對於與上帝緊連
[00:20:50.040 --> 00:20:53.640]  以及明白主 進入主的心腸
[00:20:53.640 --> 00:20:59.040]  差不多是一個必須的經歷
[00:20:59.040 --> 00:21:01.640]  第二個是令到我們
[00:21:01.640 --> 00:21:04.440]  可以在考驗裡存著喜樂的心
[00:21:04.440 --> 00:21:07.240]  就是要知道主耶穌必然會回來
[00:21:07.240 --> 00:21:09.640]  而且那裡是帶來盼望
[00:21:09.640 --> 00:21:13.440]  彼得前書一章七節是這樣說的
[00:21:13.440 --> 00:21:16.440]  叫你們的信心既被試驗
[00:21:16.440 --> 00:21:18.240]  就比那被火試驗
[00:21:18.240 --> 00:21:21.240]  仍然能壞的金紙更顯寶貴
[00:21:21.240 --> 00:21:23.640]  可以在耶穌基督顯現的時候
[00:21:23.640 --> 00:21:27.040]  得著稱讚榮耀和尊貴
[00:21:27.040 --> 00:21:29.840]  主耶穌必然會回來
[00:21:29.840 --> 00:21:31.440]  而且彼對永恆
[00:21:31.440 --> 00:21:34.240]  那個痛苦必然短暫
[00:21:34.240 --> 00:21:38.040]  說完這些理論基礎之後
[00:21:38.040 --> 00:21:41.240]  其實有什麼具體的實踐呢
