
[00:00:00.000 --> 00:00:05.000]  各位電影節目的同仁們,很高興在新的一年裏面第一次與大家聊天。
[00:04:06.000 --> 00:04:10.000]  因為我們常常都很強調,我們神是沒有恩典,
[00:04:10.000 --> 00:04:14.000]  慈愛的神,祂很願意寬恕我們。
[00:04:14.000 --> 00:04:19.000]  即使我們如果犯了錯,原來我們都未祈求之先,
[00:04:19.000 --> 00:04:21.000]  神已經為我們預備了救恩的了。
[00:04:21.000 --> 00:04:25.000]  只要我們一認罪,神就會赦免了。
[00:04:25.000 --> 00:04:29.000]  我們很多時候都強調這些,我說這方面沒有錯的,
[00:04:29.000 --> 00:04:32.000]  但是我們就以騙概全,
[00:04:32.000 --> 00:04:38.000]  我們輕忽了神的榮耀、尊貴能力和聖潔,
[00:04:38.000 --> 00:04:42.000]  以致我們沒有這份敬畏的心。
[00:04:42.000 --> 00:04:47.000]  所以當我們知道神是一個滿有權能、威嚴的神的時候,
[00:04:47.000 --> 00:04:51.000]  我們在生活上,我們絕對會嚴謹,
[00:04:51.000 --> 00:04:54.000]  不會隨便離開。
[00:04:54.000 --> 00:04:57.000]  我們知道原來我們的神是最終的審判者,
[00:04:57.000 --> 00:05:00.000]  是真真正正的終審庭,
[00:05:00.000 --> 00:05:02.000]  祂的判斷是最正確的,
[00:05:02.000 --> 00:05:04.000]  你已經不能再上訴了。
[00:05:04.000 --> 00:05:10.000]  這時候我們就不會輕率,我們不會只是看現在眼前的成敗得失,
[00:05:10.000 --> 00:05:13.000]  然後我們放棄了我們應有的原則,
[00:05:13.000 --> 00:05:16.000]  我們生活上就會很謹慎。
[00:05:16.000 --> 00:05:18.000]  很簡單舉個例子,
[00:05:18.000 --> 00:05:22.000]  以前,我還在香港的時候記得,
[00:05:22.000 --> 00:05:27.000]  如果你隨地吐痰,會罰千五元的,
[00:05:27.000 --> 00:05:32.000]  我不是很明白有些人吐口水是有些陰影效果的,
[00:05:32.000 --> 00:05:36.000]  當你剛剛想吐的時候,
[00:05:36.000 --> 00:05:38.000]  見到有個食環署職員在那裡,
[00:05:38.000 --> 00:05:40.000]  你還敢不敢吐?
[00:05:40.000 --> 00:05:42.000]  馬上吞下去,
[00:05:42.000 --> 00:05:44.000]  因為會罰千五元的。
[00:05:44.000 --> 00:05:46.000]  以前,我們說以前,
[00:05:46.000 --> 00:05:50.000]  有一個國家,你不是見到很多警察,
[00:05:50.000 --> 00:05:52.000]  不是很多閉路電視的,
[00:05:52.000 --> 00:05:54.000]  但你不敢隨便犯錯,
[00:05:54.000 --> 00:05:57.000]  我也去過這個國家,
[00:05:57.000 --> 00:06:00.000]  在哪個地方?
[00:06:00.000 --> 00:06:02.000]  新加坡。
[00:06:02.000 --> 00:06:04.000]  新加坡沒有很多警察,
[00:06:04.000 --> 00:06:06.000]  但有很多便衣。
[00:06:06.000 --> 00:06:08.000]  但你知道新加坡,
[00:06:08.000 --> 00:06:10.000]  很多地方都要罰錢,
[00:06:10.000 --> 00:06:12.000]  我較為節儉,
[00:06:12.000 --> 00:06:14.000]  但那次我在新加坡也買了一件衣服,
[00:06:14.000 --> 00:06:16.000]  這件衣服是很特別的,
[00:06:16.000 --> 00:06:18.000]  它說什麼呢?
[00:06:18.000 --> 00:06:20.000]  Singapore is a fine city,
[00:06:20.000 --> 00:06:22.000]  你有沒有留意到fine,
[00:06:22.000 --> 00:06:24.000]  這個字有兩個解釋,
[00:06:24.000 --> 00:06:26.000]  就是一個很好的城市,
[00:06:26.000 --> 00:06:29.000]  前面就是Singapore is a fine city,
[00:06:29.000 --> 00:06:31.000]  但後面有九個格,
[00:06:31.000 --> 00:06:33.000]  這九個格是說什麼呢?
[00:06:33.000 --> 00:06:35.000]  就是你犯了什麼錯,
[00:06:35.000 --> 00:06:39.000]  不依著交通規則過馬路,
[00:06:39.000 --> 00:06:41.000]  你會被罰,
[00:06:41.000 --> 00:06:43.000]  你來到隨地吐痰,可以被罰。
[00:06:43.000 --> 00:06:45.000]  不知大家記不記得很多年前,
[00:06:45.000 --> 00:06:47.000]  有一個英國的年青人,
[00:06:47.000 --> 00:06:49.000]  在新加坡那裡,
[00:06:49.000 --> 00:06:51.000]  拿一個銀幣,
[00:06:51.000 --> 00:06:53.000]  劃花人的車,
[00:06:53.000 --> 00:06:55.000]  劃了一下,
[00:06:55.000 --> 00:06:57.000]  被人抓了,知不知道有什麼事?
[00:06:57.000 --> 00:06:59.000]  沒錯,要打藤,
[00:06:59.000 --> 00:07:01.000]  打七藤,
[00:07:01.000 --> 00:07:03.000]  但這一藤不是你媽媽打你的那些,
[00:07:03.000 --> 00:07:05.000]  是要檢查了你體格,
[00:07:05.000 --> 00:07:07.000]  然後才去打的,
[00:07:07.000 --> 00:07:09.000]  當年英國的外交部,
[00:07:09.000 --> 00:07:11.000]  都要為這個年青人求情,
[00:07:11.000 --> 00:07:13.000]  因為很嚴厲,
[00:07:13.000 --> 00:07:15.000]  但是我們有沒有想到,
[00:07:15.000 --> 00:07:17.000]  神都是很嚴厲的,
[00:07:17.000 --> 00:07:19.000]  有一天我們在神的審判台前的時候,
[00:07:19.000 --> 00:07:21.000]  我們要交帳的,
[00:07:21.000 --> 00:07:23.000]  你不要想著我所做的事,
[00:07:23.000 --> 00:07:25.000]  沒有什麼人知道,
[00:07:25.000 --> 00:07:27.000]  你想想現在所有人面辨識,
[00:07:27.000 --> 00:07:29.000]  香港要多放四億,
[00:07:29.000 --> 00:07:31.000]  雖然在淘寶買那些CCTV,
[00:07:31.000 --> 00:07:33.000]  是很便宜的,
[00:07:33.000 --> 00:07:35.000]  但是特區政府就買很貴的了,
[00:07:35.000 --> 00:07:37.000]  就是現在香港很多這樣的鏡頭,
[00:07:37.000 --> 00:07:39.000]  你做什麼事,隨時會被人看著,
[00:07:39.000 --> 00:07:41.000]  但是你不要忘記聖經說道,
[00:07:41.000 --> 00:07:43.000]  我們的神是無所不知的,
[00:07:43.000 --> 00:07:45.000]  你暗地裡要做的事,
[00:07:45.000 --> 00:07:47.000]  你以為沒有人知道,
[00:07:47.000 --> 00:07:49.000]  看那些不好的事,沒有人知道,
[00:07:49.000 --> 00:07:51.000]  但是你自己知道,
[00:07:51.000 --> 00:07:53.000]  但是不要忘記魔鬼和神都會知道,
[00:07:53.000 --> 00:07:55.000]  你可以欺騙到人,
[00:07:55.000 --> 00:07:57.000]  但是你欺騙不到神,
[00:07:57.000 --> 00:07:59.000]  有一天,
[00:07:59.000 --> 00:08:01.000]  你要在這個審判台前,
[00:08:01.000 --> 00:08:03.000]  你帶他去交帳的時候,
[00:08:03.000 --> 00:08:05.000]  你怎麼可以
[00:08:05.000 --> 00:08:07.000]  放縱你的邪情私慾呢?
[00:08:07.000 --> 00:08:09.000]  所以今天我們要知道,
[00:08:09.000 --> 00:08:11.000]  神不是單單慈愛,
[00:08:11.000 --> 00:08:13.000]  我們一起來再讀
[00:08:13.000 --> 00:08:15.000]  詩篇九十篇的第十一節,
[00:08:15.000 --> 00:08:17.000]  我們一起來讀出。
[00:08:23.000 --> 00:08:25.000]  詩篇九十篇是
[00:08:25.000 --> 00:08:27.000]  摩西所寫的,
[00:08:27.000 --> 00:08:29.000]  他看到第一代出埃及的人,
[00:08:29.000 --> 00:08:31.000]  除了兩個之外,
[00:08:31.000 --> 00:08:33.000]  全部都死在曠野裡,
[00:08:33.000 --> 00:08:35.000]  就是他們對神沒有敬畏,
[00:08:35.000 --> 00:08:37.000]  這句話是怎樣的呢?
[00:08:37.000 --> 00:08:39.000]  神是讓我們知道
[00:08:39.000 --> 00:08:41.000]  你是會發怒的,
[00:08:41.000 --> 00:08:43.000]  你是為什麼事發怒,
[00:08:43.000 --> 00:08:45.000]  我們不可以得罪你,
[00:08:45.000 --> 00:08:47.000]  按著你該受的敬畏,
[00:08:47.000 --> 00:08:49.000]  曉得你的憤怒,
[00:08:49.000 --> 00:08:51.000]  神給我們很多機會,
[00:08:51.000 --> 00:08:53.000]  我們就要面對這個審判,
[00:08:53.000 --> 00:08:55.000]  不要想著我信了耶穌,
[00:08:55.000 --> 00:08:57.000]  就得到這個救恩,
[00:08:57.000 --> 00:08:59.000]  就可以隨便犯錯,
[00:08:59.000 --> 00:09:01.000]  很寶貴的一段經文,
[00:09:01.000 --> 00:09:03.000]  希伯來書第十章二十六,
[00:09:03.000 --> 00:09:05.000]  二十七和三十一節,我們一起來讀出,
[00:09:05.000 --> 00:09:07.000]  預備,一二三。
[00:09:22.000 --> 00:09:24.000]  如果我們得知真道,
[00:09:24.000 --> 00:09:26.000]  但是故意犯罪,
[00:09:26.000 --> 00:09:30.000]  這個救贖,
[00:09:30.000 --> 00:09:32.000]  未必能夠臨到你身上,
[00:09:32.000 --> 00:09:34.000]  只有等候這個審判,
[00:09:34.000 --> 00:09:36.000]  所以說,
[00:09:36.000 --> 00:09:38.000]  落在永生神的手裡,
[00:09:38.000 --> 00:09:40.000]  是很可怕的一件事,
[00:09:40.000 --> 00:09:42.000]  但記住希伯來書,
[00:09:42.000 --> 00:09:44.000]  不是舊約,是新約,
[00:09:44.000 --> 00:09:46.000]  不要再誤會,
[00:09:46.000 --> 00:09:48.000]  舊約的神就惡些,
[00:09:48.000 --> 00:09:50.000]  新約的神就好些,
[00:09:50.000 --> 00:09:52.000]  是不變的,舊約的神一樣充滿慈愛,
[00:09:52.000 --> 00:09:54.000]  新約的神,
[00:09:54.000 --> 00:09:56.000]  同樣的充滿慈愛,
[00:09:56.000 --> 00:09:58.000]  但同樣是公義的,
[00:09:58.000 --> 00:10:00.000]  所以我們怎麼可以輕信呢?
[00:10:00.000 --> 00:10:02.000]  所以聖經說,如果我們忽略這麼大的救恩,
[00:10:02.000 --> 00:10:04.000]  怎麼能夠逃罪呢?
[00:10:04.000 --> 00:10:06.000]  所以我們就需要懷著恐懼,
[00:10:06.000 --> 00:10:07.000]  戰驚,
[00:10:07.000 --> 00:10:09.000]  作成我們得救的功夫,
[00:10:09.000 --> 00:10:11.000]  意思是什麼?
[00:10:11.000 --> 00:10:13.000]  我們要好好的過我們的生活,
[00:10:13.000 --> 00:10:15.000]  嚴謹地過我們的生活,
[00:10:15.000 --> 00:10:17.000]  敬畏神,
[00:10:17.000 --> 00:10:19.000]  知道神的審判是嚴厲,
[00:10:19.000 --> 00:10:21.000]  於是我們不會隨便,
[00:10:21.000 --> 00:10:23.000]  我們不會放縱,
[00:10:23.000 --> 00:10:27.000]  於是就能夠救我們脫離死亡的網絡,
[00:10:27.000 --> 00:10:29.000]  所以求神幫助我們,
[00:10:29.000 --> 00:10:31.000]  記住,
[00:10:31.000 --> 00:10:33.000]  神是一位威嚴,
[00:10:33.000 --> 00:10:35.000]  公義的神,
[00:10:35.000 --> 00:10:37.000]  甚至很愛我們,
[00:10:37.000 --> 00:10:39.000]  這份愛意志,
[00:10:39.000 --> 00:10:41.000]  祂會成為一個忌邪,妒忌的神,
[00:10:41.000 --> 00:10:45.000]  祂要求我們一生一心一意地跟隨祂,
[00:10:45.000 --> 00:10:48.000]  祂不容許我們一面敬拜神,
[00:10:48.000 --> 00:10:51.000]  一面敬拜霸凌,
[00:10:51.000 --> 00:10:53.000]  一隻手拿著世界,
[00:10:53.000 --> 00:10:55.000]  一隻手想拉著神,
[00:10:55.000 --> 00:10:57.000]  不是谷愛玲,
[00:10:57.000 --> 00:10:59.000]  不可以搭兩條船,
[00:10:59.000 --> 00:11:01.000]  只可以來到一樣,
[00:11:01.000 --> 00:11:03.000]  就是你選擇跟隨神,
[00:11:03.000 --> 00:11:05.000]  還是放棄世界的吸引,
[00:11:05.000 --> 00:11:08.000]  這裡我們是要去反省的,
[00:11:08.000 --> 00:11:11.000]  神絕對不容許我們身子是聖靈的殿,
[00:11:11.000 --> 00:11:13.000]  但也可以成為賊窩,
[00:11:13.000 --> 00:11:15.000]  絕對不可以,
[00:11:15.000 --> 00:11:17.000]  所以求神幫助我們,
[00:11:17.000 --> 00:11:20.000]  原來當我們敬畏神,
[00:11:20.000 --> 00:11:23.000]  是叫我們脫離死亡的網絡,
[00:11:23.000 --> 00:11:26.000]  我們的生活嚴謹,
[00:11:26.000 --> 00:11:28.000]  第二方面就是敬畏神,
[00:11:28.000 --> 00:11:32.000]  是可以祝福我們的兒女,
[00:11:32.000 --> 00:11:34.000]  甚至我們的下一代,
[00:11:34.000 --> 00:11:37.000]  在針研第十四章二十六節,
[00:11:37.000 --> 00:11:38.000]  我們剛才讀,
[00:11:38.000 --> 00:11:39.000]  我們再一次讀,
[00:11:39.000 --> 00:11:41.000]  預備,一二三,
[00:11:41.000 --> 00:11:44.000]  敬畏耶和華的大有倚靠,
[00:11:44.000 --> 00:11:47.000]  他的兒女也有避難所,
[00:11:47.000 --> 00:11:49.000]  敬畏耶和華,
[00:11:49.000 --> 00:11:51.000]  他的兒女也有避難所,
[00:11:51.000 --> 00:11:53.000]  因為你做得好,
[00:11:53.000 --> 00:11:55.000]  那時候你就可以保護你的兒女,
[00:11:55.000 --> 00:11:57.000]  但還有一個原因,
[00:11:57.000 --> 00:11:59.000]  我們一起來讀詩篇,
[00:11:59.000 --> 00:12:01.000]  一百零三篇第十七節,
[00:12:01.000 --> 00:12:02.000]  我們一起來讀出,
[00:12:02.000 --> 00:12:12.000]  原來當我們敬畏神,
[00:12:12.000 --> 00:12:15.000]  尊重神,愛我們的神的時候,
[00:12:15.000 --> 00:12:17.000]  神不但祝福我們,
[00:12:17.000 --> 00:12:21.000]  還會祝福我們的子子孫孫,
[00:12:21.000 --> 00:12:23.000]  同樣一個人犯錯,
[00:12:23.000 --> 00:12:25.000]  離開神,
[00:12:25.000 --> 00:12:28.000]  其實他也會禍及他的兒孫,
[00:12:28.000 --> 00:12:30.000]  所以聖經很著緊一件事,
[00:12:30.000 --> 00:12:32.000]  就是家庭教育,
[00:12:32.000 --> 00:12:34.000]  這裡提醒每一個做父母的,
[00:12:34.000 --> 00:12:36.000]  我多次跟大家說,
[00:12:36.000 --> 00:12:39.000]  你不要只是著緊你的兒女的功課,
[00:12:39.000 --> 00:12:41.000]  可不可以考到一間好的學校,
[00:12:41.000 --> 00:12:43.000]  這個我們要重要,
[00:12:43.000 --> 00:12:46.000]  但最重要是你有沒有著緊他們的信仰,
[00:12:46.000 --> 00:12:49.000]  你有沒有好好的為他們祈禱,
[00:12:49.000 --> 00:12:51.000]  不只是迫他們回教會,
[00:12:51.000 --> 00:12:53.000]  而是分享你自己的一些領受,
[00:12:53.000 --> 00:12:55.000]  一些經歷,
[00:12:55.000 --> 00:12:57.000]  讓我看到這位神是何等的真實,
[00:12:57.000 --> 00:13:01.000]  你無法看他們一生一世,
[00:13:01.000 --> 00:13:03.000]  如果按正常情況,
[00:13:03.000 --> 00:13:05.000]  因為你都要離開,
[00:13:05.000 --> 00:13:08.000]  但如果你能夠讓你的兒女認識神的時候,
[00:13:08.000 --> 00:13:10.000]  神會看著他們,
[00:13:10.000 --> 00:13:12.000]  你何須擔心,
[00:13:12.000 --> 00:13:16.000]  所以以色列人很著緊家庭教育,
[00:13:16.000 --> 00:13:18.000]  你留意到以色列你要聽耶和華,
[00:13:18.000 --> 00:13:20.000]  我們神是獨一的神,
[00:13:20.000 --> 00:13:22.000]  你要盡心盡性盡力,
[00:13:22.000 --> 00:13:24.000]  愛耶華你的神,
[00:13:24.000 --> 00:13:26.000]  我今日吩咐你的話,
[00:13:26.000 --> 00:13:28.000]  都要記在心上,
[00:13:28.000 --> 00:13:30.000]  這是我們自己,
[00:13:30.000 --> 00:13:32.000]  我們要謹記敬畏神,
[00:13:32.000 --> 00:13:34.000]  但接著要做什麼,
[00:13:34.000 --> 00:13:37.000]  就是要殷勤教訓你的兒女,
[00:13:37.000 --> 00:13:40.000]  無論你坐在家裡,行在路上,躺下起來,
[00:13:40.000 --> 00:13:42.000]  都要談論,
[00:13:42.000 --> 00:13:44.000]  要繫在手上為記號,
[00:13:44.000 --> 00:13:46.000]  戴在額上為經文,
[00:13:46.000 --> 00:13:48.000]  又要寫在你房屋的門框上,
[00:13:48.000 --> 00:13:50.000]  並你的城門上,
[00:13:50.000 --> 00:13:52.000]  意思就是說,
[00:13:52.000 --> 00:13:55.000]  你有沒有隨時隨地和你的兒女分享,
[00:13:55.000 --> 00:13:57.000]  吃飯的時候,
[00:13:57.000 --> 00:13:59.000]  還是各自看手機,
[00:13:59.000 --> 00:14:01.000]  有沒有說說你自己的一些經歷,
[00:14:01.000 --> 00:14:03.000]  不只是死顧顧,
[00:14:03.000 --> 00:14:05.000]  分教會,讀聖經,
[00:14:05.000 --> 00:14:07.000]  你有沒有將你的領袖,
[00:14:07.000 --> 00:14:09.000]  和他們分享呢?
[00:14:09.000 --> 00:14:11.000]  所以他說到,
[00:14:11.000 --> 00:14:13.000]  你是要經常,
[00:14:13.000 --> 00:14:15.000]  但我們不是照字面的意思,
[00:14:15.000 --> 00:14:17.000]  要繫在手上為記號,
[00:14:17.000 --> 00:14:19.000]  戴在額上為經文,
[00:14:19.000 --> 00:14:21.000]  這就是在以色列拍攝的,
[00:14:21.000 --> 00:14:23.000]  他們真的在這些成人節裡面,
[00:14:23.000 --> 00:14:25.000]  會做這些事的,
[00:14:25.000 --> 00:14:27.000]  在手上真的戴著一個盒子裡面有經文,
[00:14:27.000 --> 00:14:29.000]  但聖經真正不是這樣,
[00:14:29.000 --> 00:14:31.000]  而是教導我們要,
[00:14:31.000 --> 00:14:33.000]  教導兒女,
[00:14:33.000 --> 00:14:35.000]  敬畏神,請大家一起來讀
[00:14:35.000 --> 00:14:37.000]  《新冥紀》第六章第一到第二節,
[00:14:37.000 --> 00:14:39.000]  我們一起來讀出。
[00:15:01.000 --> 00:15:03.000]  這個敬畏的態度,
[00:15:03.000 --> 00:15:05.000]  不只是你自己要持守,
[00:15:05.000 --> 00:15:07.000]  你要教導他們認識神,
[00:15:07.000 --> 00:15:09.000]  同樣是一個尊貴榮耀的神,
[00:15:09.000 --> 00:15:11.000]  都教導他們要
[00:15:11.000 --> 00:15:13.000]  敬畏耶和華,
[00:15:13.000 --> 00:15:15.000]  就以致到
[00:15:15.000 --> 00:15:17.000]  他能夠
[00:15:17.000 --> 00:15:19.000]  尊重神,
[00:15:19.000 --> 00:15:21.000]  使到他得著祝福,
[00:15:21.000 --> 00:15:23.000]  很簡單舉個例,
[00:15:23.000 --> 00:15:25.000]  不只是理論,
[00:15:25.000 --> 00:15:27.000]  我不知道教會
[00:15:27.000 --> 00:15:29.000]  是不是會全奉獻袋奉獻的,
[00:15:29.000 --> 00:15:31.000]  我曾經
[00:15:31.000 --> 00:15:33.000]  在我自己的冥恩堂也說過,
[00:15:33.000 --> 00:15:37.000]  教會不是那麼多寡婦的,
[00:15:37.000 --> 00:15:41.000]  為什麼我們在
[00:15:41.000 --> 00:15:43.000]  主義學裡面
[00:15:43.000 --> 00:15:45.000]  收到很多小錢呢?
[00:15:45.000 --> 00:15:47.000]  你不用那些一毫兩毫,
[00:15:47.000 --> 00:15:49.000]  竟然
[00:15:49.000 --> 00:15:51.000]  在主義學裡面
[00:15:51.000 --> 00:15:53.000]  會找到出來的,
[00:15:53.000 --> 00:15:55.000]  五毫子,
[00:15:55.000 --> 00:15:57.000]  有時候可能我們就給點錢,
[00:15:57.000 --> 00:15:59.000]  去祝福他們,
[00:15:59.000 --> 00:16:01.000]  這樣的行動
[00:16:01.000 --> 00:16:03.000]  會令到你的兒女覺得
[00:16:03.000 --> 00:16:05.000]  神是很廉價的,
[00:16:05.000 --> 00:16:07.000]  你去喝茶給小朋友也不是這樣,
[00:16:07.000 --> 00:16:09.000]  這就是我們
[00:16:09.000 --> 00:16:11.000]  舉一個很簡單的例子,
[00:16:11.000 --> 00:16:13.000]  去反省,
[00:16:13.000 --> 00:16:15.000]  你如何教導你的兒女,
[00:16:15.000 --> 00:16:17.000]  去敬畏你的神,
[00:16:17.000 --> 00:16:19.000]  尊重你的神,
[00:16:19.000 --> 00:16:21.000]  我們崇拜的時候那種態度,
[00:16:21.000 --> 00:16:23.000]  會不會遲到,很輕率的,
[00:16:23.000 --> 00:16:25.000]  隨便,
[00:16:25.000 --> 00:16:27.000]  聽你說什麼,
[00:16:27.000 --> 00:16:29.000]  去看你在做什麼,
[00:16:29.000 --> 00:16:33.000]  所以為什麼那時候有第二代的
[00:16:33.000 --> 00:16:35.000]  基督徒,
[00:16:35.000 --> 00:16:37.000]  他們是不是會放棄信仰,
[00:16:37.000 --> 00:16:39.000]  其實做父母要反省,
[00:16:39.000 --> 00:16:41.000]  不要只將責任
[00:16:41.000 --> 00:16:43.000]  推在教會身上,
[00:16:43.000 --> 00:16:45.000]  所以我們要好好地教導
[00:16:45.000 --> 00:16:47.000]  你的兒女,
[00:16:47.000 --> 00:16:49.000]  真言有一句話是影響到我們,
[00:16:49.000 --> 00:16:51.000]  誤解了真言,
[00:16:51.000 --> 00:16:53.000]  那句話大家都很熟悉,
[00:16:53.000 --> 00:16:55.000]  教養孩童,
[00:16:55.000 --> 00:16:57.000]  使他當走的路,
[00:16:57.000 --> 00:16:59.000]  以致他到老都不偏離,
[00:16:59.000 --> 00:17:01.000]  這句是真言裡面
[00:17:01.000 --> 00:17:03.000]  我們很熟悉的,
[00:17:03.000 --> 00:17:05.000]  小朋友要教,
[00:17:05.000 --> 00:17:07.000]  當然要教,
[00:17:07.000 --> 00:17:09.000]  但當他長大了你要教嗎,
[00:17:09.000 --> 00:17:11.000]  當然要,
[00:17:11.000 --> 00:17:13.000]  真言你留意到,
[00:17:13.000 --> 00:17:15.000]  他教你怎樣教子女,
[00:17:15.000 --> 00:17:17.000]  但那些子女不是小時候的,
[00:17:17.000 --> 00:17:19.000]  很簡單,
[00:17:19.000 --> 00:17:21.000]  你要愛情專一,
[00:17:21.000 --> 00:17:23.000]  要為自己的發妻而歡欣,
[00:17:23.000 --> 00:17:25.000]  你會教他四歲五歲的小朋友,
[00:17:25.000 --> 00:17:27.000]  兒子,將來你娶老婆,
[00:17:27.000 --> 00:17:29.000]  要哄你老婆開心,
[00:17:29.000 --> 00:17:31.000]  不然你自己受苦,
[00:17:31.000 --> 00:17:33.000]  會不會,
[00:17:33.000 --> 00:17:35.000]  雖然這是真理,
[00:17:35.000 --> 00:17:37.000]  但不是那個時候教他,
[00:17:37.000 --> 00:17:39.000]  所以聖經裡面是很清楚的,
[00:17:39.000 --> 00:17:41.000]  特別在真言第六章裡面,
[00:17:41.000 --> 00:17:43.000]  我不讀這些經文,
[00:17:43.000 --> 00:17:45.000]  大家可以看,
[00:17:45.000 --> 00:17:47.000]  他教千萬要專一的,
[00:17:47.000 --> 00:17:49.000]  愛你自己的配偶,
[00:17:49.000 --> 00:17:51.000]  有婦之夫或者有夫之婦,
[00:17:51.000 --> 00:17:53.000]  有淫亂的時候,
[00:17:53.000 --> 00:17:55.000]  你是自尋死路,
[00:17:55.000 --> 00:17:57.000]  你有和別人的妻子,
[00:17:57.000 --> 00:17:59.000]  有不正常的關係,
[00:17:59.000 --> 00:18:01.000]  就算你給錢賠償,
[00:18:01.000 --> 00:18:03.000]  都賠不到,
[00:18:03.000 --> 00:18:05.000]  對方可能會很恨你,
[00:18:05.000 --> 00:18:07.000]  於是你就會有殺身之禍,
[00:18:07.000 --> 00:18:09.000]  事實上我們見到,
